marital_status,age_group,Veteran,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,target
Married,18-25,Veteran,A,A,B,55.64989335119539,C,-83.81144234383349,-31.141552468326143,A,D,E,17.53852073996212,D,85.12520057336242,280.8676335608984,42.566761012795226,E,B,A,-27.99680126648027,0
Divorced,18-25,Non-Veteran,D,B,E,200.160691116353,B,19.25493727581985,-151.12227698808465,E,C,E,110.98632018389323,A,129.28968932397493,-148.63103602390032,171.06193423545716,C,E,C,42.67911607963506,0
Single,51-65,Non-Veteran,A,A,E,-13.034937970123606,E,-83.20462020942654,48.815697566801354,B,D,B,-48.1970758145359,C,30.622537219567107,19.981898833219528,76.34066308826519,D,E,E,124.68462807150465,0
Widowed,18-25,Yes,C,E,E,-94.28274899395444,E,-54.105370792310104,-231.4115361287285,E,B,C,164.3688508020692,A,95.36010976399862,11.40026894927241,37.41546745094455,B,B,A,89.57401485646008,1
Divorced,26-35,Yes,B,D,B,-28.959122893825253,C,-45.01855396704735,91.96252654299835,D,C,A,30.184278902586648,B,-9.807076522883767,54.904629599284505,-56.41756418258069,C,C,A,-49.38475637126998,0
Widowed,51-65,Yes,A,A,C,36.175470052363025,E,10.887062549705705,38.986181443365595,A,A,C,77.78029324119348,B,102.64096818087339,-79.13727670447356,-163.010435713917,E,C,B,-25.528342019803507,0
Divorced,51-65,Yes,A,E,D,-114.00932314511685,B,271.18035440629626,21.264140043190245,C,E,A,48.51223962477912,D,65.96881118356983,17.46922679562999,-136.03106579001562,B,B,C,60.5450184179413,0
Widowed,65+,Veteran,D,B,C,10.307260717407567,C,-15.7225417038679,-96.32443898019176,A,D,C,-18.75731179042635,B,-124.42086679712938,67.3674862183201,-2.3111127587459026,E,A,A,49.28406371280546,0
Single,51-65,Yes,B,D,B,-80.19387704800064,A,-25.073421655679123,-11.610790921442437,B,E,C,100.01221179996477,B,-70.21075021930895,-122.02506734954241,62.894245825338544,C,D,B,-79.1284279710214,0
Single,36-50,Yes,A,E,D,62.93621966308213,D,-16.271789377397116,268.80185566549113,A,E,B,131.61866281252858,E,-42.52329290254091,-90.47727777365617,75.00285672107404,A,E,E,109.55679106836878,0
Married,36-50,No,D,E,D,-225.33223217755665,C,113.40299987503325,-159.23849662761984,A,E,E,-78.49448289679034,B,48.90924374881769,48.47843168282559,-138.8782360212064,B,A,C,-15.631915891908235,1
Widowed,18-25,Non-Veteran,A,C,D,-29.88916858088624,B,-76.10985115712528,284.0466573006975,D,B,B,2.6522521432751236,D,86.22109809345748,-21.0538878264755,144.36501200064276,D,A,C,119.81990049224589,1
Single,51-65,Veteran,A,E,A,62.63468462852604,A,81.5578085395417,141.9775522348657,E,B,A,46.250892495470886,D,-83.60108588701016,73.63358317331299,-38.72228582858302,B,B,B,118.38005797934998,0
Divorced,26-35,Yes,A,E,B,282.5072305259887,B,-22.409833299288902,106.90840328949614,D,A,A,-81.27156050158403,A,-45.25194542364129,117.33485239763077,-128.71070763436848,A,A,B,-24.349282755846733,1
Widowed,26-35,No,C,B,D,121.21338008814226,C,-13.191142114976326,134.02935506961398,D,A,C,-59.164883158887264,D,-25.65081376675963,-64.576607207582,76.74308074908012,A,D,A,-104.97811824030525,1
Divorced,36-50,Yes,B,B,E,-129.1174874751008,C,-14.797190129503896,-15.965160143397023,A,C,E,226.90155318989832,C,31.57286815580257,181.4237135116563,205.35581737153024,C,E,D,-11.594217456328876,0
Widowed,36-50,No,D,D,A,-114.68381761804855,C,37.295422720076424,50.688188701713955,E,B,D,-131.86001151467948,E,-102.51548758058033,-59.28662498900257,-125.44341417881861,C,E,E,22.07720069797171,0
Single,51-65,Yes,E,D,B,-29.820335589707188,E,51.07873334570451,118.09405324098165,D,C,B,-112.9201037582579,C,94.07599953679014,-52.69637989318798,-171.96867657147382,D,D,D,-75.94795297665527,0
Widowed,36-50,No,C,B,C,-160.40505514848172,D,-150.0160690611733,252.55594516249062,B,A,D,-66.12123416182799,C,299.0840433000798,-31.11004716660369,54.537008530690635,E,E,C,35.15402483368798,1
Divorced,65+,No,D,A,E,135.9393979602228,B,-61.60122133340937,229.70416664182025,D,B,C,78.63857256393446,E,147.67143664376508,39.73401874391326,-70.31360378921788,B,B,D,-310.1069588707478,0
Divorced,51-65,No,C,A,E,57.5112930149973,D,71.922807811718,-158.19232187683735,C,B,A,-57.372440704856274,A,-6.12843345983112,83.68829204761289,40.806936867241035,D,B,C,-87.37991623150533,0
Divorced,65+,Yes,E,C,D,-26.086003309441953,D,-162.56182560431668,-51.25924119559422,A,D,E,40.07265670553862,C,-140.73667813649894,2.0757359773998463,-23.051478324684222,C,E,E,90.16365724081021,0
Widowed,26-35,Non-Veteran,C,C,D,14.43218288877258,D,-96.49261015970137,-53.3629408722701,C,D,B,-115.91998984970562,E,-77.22459607867408,-76.21309347102842,79.55433188686531,B,C,D,13.330116868060902,0
Widowed,18-25,Veteran,C,C,C,-80.43711065807125,E,178.42539695031041,100.03547693190022,B,A,C,139.9599224414649,E,86.042348908142,31.3243437967494,107.85135019434556,B,A,A,164.78342948097543,0
Married,18-25,Veteran,B,A,A,-4.956144089781033,E,-29.178200001085997,-112.17204192328477,A,B,C,-161.80351152415756,C,-17.408054381498133,163.79064318128613,-28.698740494587856,A,A,B,-38.02986853090702,1
Widowed,18-25,Veteran,E,C,A,20.22733742466046,D,20.194490398713423,-148.87318205271492,C,A,A,60.244613032818265,C,22.53264121818754,78.63057924938413,42.922513804334564,D,E,D,64.77116220372949,1
Single,65+,Veteran,E,B,B,112.28814231697493,A,-18.71931806508178,77.66006437300209,D,A,D,23.904826674722557,C,-101.51023778133022,-174.4897855014349,12.659439763547894,E,A,A,-60.96321876370078,0
Married,18-25,Veteran,A,A,E,56.326787707860326,B,-53.56473128193727,174.53598107808702,C,A,B,-90.84866478048932,E,26.22138236627265,46.153147009982604,30.244805526365937,B,E,B,-102.36474377209734,1
Married,18-25,No,E,C,C,176.28593153555164,D,-72.27520620837633,-137.01932270782956,E,D,B,-101.14260587859516,E,21.327996795843813,62.89369268863014,-22.301576590120835,B,B,B,63.99985813235723,0
Divorced,65+,Veteran,D,D,A,-89.97210491552353,E,-71.00704105329073,-142.13610088714793,E,D,E,-120.12064137085676,E,-27.316060381256275,99.72968857025113,10.932598803524513,B,E,B,169.57235805818277,1
Widowed,51-65,No,A,C,C,-37.870270431668466,E,-95.90772272005901,-33.22914222882435,B,D,D,-76.8247408656774,D,-17.573872389643434,6.260230841291886,-173.88460147551342,D,D,C,-76.65431591121266,1
Divorced,26-35,Yes,D,A,E,-180.90782117467145,E,20.19565934900959,-93.284879176949,B,E,E,-207.190763089187,C,-121.69044641995764,101.88611614372793,157.80870748501167,D,A,E,2.595622232894117,0
Divorced,51-65,Non-Veteran,B,D,D,-38.70853417458921,D,-145.05594161504823,117.16702587833636,D,B,B,20.602932165587898,B,-60.8914336854772,76.12881682138523,-66.16569783744005,B,B,E,116.74941280507196,1
Married,51-65,Yes,E,E,C,-110.28194689821132,A,155.29843860790203,54.196039924080054,B,B,A,1.8497386141162,B,19.256287122960597,-176.5081889416717,17.162845951577232,D,D,E,-55.74270662901163,0
Divorced,26-35,Yes,D,E,E,-87.28474697157647,A,52.39757311142728,-79.42853108061747,E,E,D,-120.06446273408038,C,118.74227859150123,135.13881061586918,0.9714519198860622,E,B,E,64.81169058611032,1
Married,36-50,No,A,B,D,-10.339588499003302,E,6.29978800860918,-154.77139966519286,E,B,E,52.08390512076255,B,126.9861114384289,106.20041905218682,-143.04126848902695,D,C,C,-35.30196367509657,0
Married,18-25,Veteran,C,E,B,-83.81380592403235,C,-86.15550104449845,-138.26958023805688,E,B,A,40.053481082372244,A,60.62859507243926,4.355185607001983,48.480399619316245,E,B,D,100.17762213419321,1
Widowed,51-65,Veteran,B,E,E,10.917283609711955,A,67.73978588529914,18.39873903106537,A,C,D,-148.73056289458157,E,166.94831932460866,4.815087629703093,-96.34891602812937,A,D,C,33.47012937269946,0
Widowed,65+,Non-Veteran,D,A,D,9.064136462093918,A,97.19280243493142,180.56369307173634,E,B,D,209.60621598790902,D,193.20647208419922,-171.0559522354547,-31.508562316108023,B,B,D,-157.36253410643604,1
Divorced,65+,Veteran,D,D,D,1.7590975918395146,C,-126.30454076184935,76.24816576315624,C,C,D,10.37357779924854,C,-32.75524277226147,114.41994638334513,111.30332301291112,B,D,B,-76.57499607745586,0
Widowed,18-25,Non-Veteran,E,C,C,-102.43119302520742,A,22.66039878088393,-67.60557212837053,C,A,B,-15.327312183446198,A,0.800312473115176,-13.143088866814567,82.73383902620078,C,C,E,-67.3989441389529,0
Married,36-50,Non-Veteran,C,C,E,-64.00799661840276,D,80.48327596466059,154.76972500332437,E,A,A,65.27918798462214,A,133.36763474054865,-140.4270137596694,-15.491299265226969,A,A,C,130.34849966053665,0
Married,18-25,Non-Veteran,B,A,A,-87.0455964651695,C,-195.57459260053247,-15.075949851568282,E,C,D,140.61724381858528,E,108.27315187863982,35.29916675695218,-53.737928792990445,D,B,C,20.81860257002102,0
Divorced,26-35,No,D,E,A,108.87970149607808,E,211.11664889633929,15.874022182881442,A,E,B,-91.79750488252515,E,-128.77235394362995,-9.802693896153365,-70.61236480241321,E,E,B,83.99874225846597,0
Widowed,18-25,Non-Veteran,E,A,E,-104.74018274467815,E,46.37028029838511,-58.84913249078376,D,C,C,-92.02379671018299,C,98.86262885602981,54.376856780127284,70.95283443420874,E,B,B,-183.88963542971428,0
Divorced,18-25,Veteran,D,B,E,115.65478563182081,C,-137.85980226733074,-118.54370444872653,D,B,D,180.3968421814232,D,71.69502730978117,64.25919451025048,-183.17557980616078,E,C,E,70.42072517385692,0
Divorced,36-50,No,A,B,B,-172.21096066388463,C,-197.89772775859674,5.434275234287362,E,C,B,-20.407554586241222,C,-17.98303908307241,-22.85700688552347,88.0019458301542,D,C,D,-180.89518394956858,1
Single,26-35,Non-Veteran,B,B,C,32.471379001307554,B,86.36977240513578,91.53310429259659,A,C,A,-146.22710020673208,A,-89.50546596817186,-136.32709274906983,-300.37517562185695,A,D,E,-15.995380394357229,1
Married,65+,Veteran,C,D,C,54.49536443684016,E,34.12059189267747,128.50725977809748,D,E,B,197.34824497766706,D,117.0869210768959,18.542969674913483,-41.463965516931566,B,A,C,-91.90075442532044,0
Widowed,65+,Yes,D,A,A,37.69229577274137,D,-50.14475418525998,101.01444540802586,A,C,C,54.08340647961135,A,-107.63742300103792,-83.67084064246785,-106.15265776700281,B,E,D,-75.99025243988993,0
Widowed,36-50,No,B,D,B,196.5286134367814,A,-37.1755132517823,-9.888678497616285,C,D,C,33.813028573331415,D,171.26700932797448,-135.9495497954069,77.61369044383063,E,B,A,57.49639333071447,1
Single,65+,No,E,E,D,-50.264226244299294,E,164.86576359889298,24.42547158518171,C,D,E,-37.191911558338866,C,-24.228265749608997,47.545268512935245,-108.21748559400707,A,A,D,92.34872593364052,0
Married,18-25,No,A,D,D,-145.0453216337754,B,45.13569459393434,50.27020900017718,A,B,C,25.194500737464733,C,-116.96918679330382,84.5262293762551,-13.928937716370681,D,C,A,-87.45812459124029,1
Single,65+,Yes,A,D,C,56.717904117991516,B,83.42963409650694,-101.27479098829386,C,D,D,9.160903871726612,D,51.45879644058584,114.81091331704056,-119.59762578773582,E,D,C,123.44669379188534,1
Widowed,51-65,No,D,E,C,108.85222687139151,D,3.0190611172785435,153.10140863267873,A,E,E,-8.072615840000276,D,149.07510716469872,-164.02724827642828,150.58974201016318,B,D,D,70.97724652802133,0
Divorced,26-35,Yes,A,D,D,16.074136392548514,E,125.9508709211259,-48.435883254153275,E,E,A,98.45907528048656,C,91.9616146148087,5.55537246035046,-103.1455344592487,C,E,D,222.12832265093354,0
Widowed,36-50,Veteran,E,E,D,-62.446381215487875,C,-83.97475180355227,62.22480588884389,A,C,C,-78.05134423707337,D,54.60028849308159,42.87171414398362,112.59925666592969,C,D,E,92.40372848051835,1
Single,51-65,No,E,C,B,-1.1049671058719364,B,82.30123448503664,24.241340909755955,A,E,D,-0.23534965406593827,C,-21.735903124580343,-155.90166767497362,-199.83930702772977,B,E,E,96.56153756805611,1
Widowed,65+,No,B,C,D,-195.38791310687623,D,-48.45536648095637,-71.19846877357199,C,D,A,116.15903792928674,D,16.211648286641736,-91.52086697479152,-155.039134004585,A,C,C,-195.6527138696955,1
Married,51-65,Non-Veteran,A,D,A,-68.7463892149105,A,-106.61734066379918,-151.45704692313024,B,C,D,-80.60857071202676,C,-18.762480913705716,-72.27761110807955,-56.40663098476488,C,D,C,151.48747334776414,0
Married,51-65,Yes,D,D,D,-151.7958786647154,B,-52.49018406189916,-33.59067155383992,C,A,C,-116.76834334393772,B,-57.786327387632866,109.11565330833453,209.37021156098413,C,C,E,-49.78649059499796,0
Divorced,26-35,Non-Veteran,B,A,D,25.70998278912761,E,-39.513050318940195,41.72061752636647,E,B,A,-28.987942390413046,A,103.46398881297176,-8.828970436465317,-59.17762842705786,A,A,A,242.79973933783486,1
Divorced,65+,Non-Veteran,E,E,C,141.7154394955847,A,-133.0103710736804,115.3397966935114,D,A,E,19.005574115918506,C,49.50789375143274,-139.2812686767883,-90.49200776582286,A,C,B,-2.012707358356998,1
Single,65+,Non-Veteran,C,A,E,48.190543631903914,A,43.184200470741466,-3.3073434576695404,A,C,B,64.3987228661693,B,58.45903494166084,56.0260097062396,-119.75401183935898,D,A,E,-40.12342018015176,0
Married,26-35,No,D,D,A,103.87018224207074,A,35.745122041422725,-154.884308308535,C,B,A,25.01302822258718,E,-251.69628277942877,-51.577294153663125,-33.85611653305711,A,C,B,-7.963041584313903,0
Widowed,51-65,Veteran,B,D,A,252.47676664395317,E,-35.559992570539045,-32.92249230109894,C,D,D,47.563451422920544,E,50.94935610795187,99.56665236584305,-64.84586451416564,D,B,E,12.51185716165617,0
Divorced,36-50,Non-Veteran,E,E,B,9.175198507949949,D,-83.95134419350234,-39.14111954998665,A,E,E,-0.8338090117911436,C,-5.428770643284317,-4.051356176344353,54.26862793909183,D,D,A,70.28102656413789,0
Single,26-35,Non-Veteran,B,B,C,-197.92130521351282,C,-185.09839341916432,56.232056576478186,A,E,D,-89.0972285695689,C,-147.07644845075762,44.870942258209155,-25.890043497577576,A,D,E,18.4407210640084,1
Widowed,36-50,No,E,A,D,39.21508983017757,A,-18.814876848193475,-159.56344955136342,C,A,A,-43.99732052313796,C,-55.51808027617522,100.98507978525828,-72.41781626968456,B,A,C,29.215510985836097,1
Divorced,65+,No,A,D,C,133.1821333311961,A,145.957086009944,-82.03763283373728,E,D,C,39.62145490223436,D,-218.19240379231545,-278.83592490671816,-45.43625624515491,E,C,D,-215.13477543289133,0
Single,18-25,Yes,B,A,C,-78.35671355859185,D,43.41967108396668,33.96962734134759,E,A,C,-210.11155261368833,E,115.82333361681619,46.831462158475176,39.16073542374619,C,B,A,-1.4867214066147199,0
Widowed,36-50,Veteran,A,C,A,-51.69240308137499,E,4.950601527104632,19.851865071348666,E,A,E,112.5955462747736,A,-50.6837956421838,11.379451364301447,-202.76638151764595,C,A,A,-36.45675948919859,0
Divorced,51-65,Yes,D,E,B,-204.07986332743295,D,68.24243412029408,-110.89418336183101,D,A,B,-131.77382100133735,D,-105.4538300641724,-9.044217427086467,-27.836126976408142,B,B,B,-49.98674610778217,1
Single,51-65,Veteran,A,A,A,67.42572780401929,D,-13.578218705503284,-70.57183573590508,E,A,B,31.402741827811177,E,-99.13102880310076,47.71933067833343,8.62480302902876,B,A,A,88.90852834158326,0
Married,65+,Yes,E,B,B,89.73024128996614,D,114.63548294746334,-111.02172808426387,E,C,D,-117.81951685090486,D,9.693907047505292,41.59134355131466,-28.905637047139138,A,A,E,87.51887956958643,1
Divorced,26-35,Non-Veteran,C,C,D,48.58540459158232,E,78.62285027098538,180.93962085890905,C,B,D,190.69742577211315,D,-47.707218997318286,282.87855713492706,-42.13972677898914,C,D,D,-59.830175601507754,1
Divorced,51-65,Veteran,B,C,D,119.97147189165538,A,89.99988134461042,35.212291694004,B,A,C,71.57571910184487,C,133.30148628619622,-49.72664780690618,-82.09696324611922,E,B,D,69.33138150230066,0
Widowed,26-35,No,E,D,D,231.6349111792718,E,27.07453936580388,-63.6446345223093,C,C,D,-218.1325501708785,B,-142.98966307143334,-1.2025021456078098,73.27838766204788,E,D,A,25.037137985892183,1
Married,65+,No,D,C,B,90.28002365862923,B,-98.2674415750977,-80.47916883725364,B,D,B,-70.28864959703117,B,-27.16567435011944,194.2404426314139,19.65572185006924,B,A,E,-21.862022983029515,1
Widowed,26-35,Yes,C,C,E,31.003108158753577,A,20.20676027621285,-27.874631713703344,D,A,B,169.1979184711866,A,-131.65587843244006,-150.24298072198258,32.762177288175835,E,D,C,53.396915569285305,1
Single,26-35,Yes,D,C,E,128.21057107267086,B,204.53912334386698,38.39776522090466,B,E,E,-241.66437158466783,C,-146.74133386613883,-90.31439420659414,-30.928846252754848,A,E,E,-140.5016888272114,1
Widowed,51-65,Non-Veteran,A,E,C,-15.748117190209907,B,143.9375613033547,5.573046433840804,B,A,D,43.167540898594524,D,15.360518454368677,-61.06956876745506,-19.058550175885824,A,C,B,6.30340570468681,1
Divorced,65+,No,A,B,C,52.21758173188806,D,-135.06910961758678,-144.96913839980908,B,A,B,-54.659821719469214,B,-22.27138004111007,-124.60902722530763,-121.57684462547562,B,C,A,-52.7171697485984,1
Divorced,36-50,Yes,C,D,D,20.960649285037036,D,-57.50801717174575,153.7805675254129,A,A,E,66.23353136097322,D,-202.39392930837096,-12.817716962901349,-197.99480774978534,E,D,D,-92.30882028762485,0
Widowed,51-65,Non-Veteran,E,D,A,-52.32217470153905,D,69.03719463127742,-141.47084526919883,D,D,D,67.05361086845333,C,300.2783408517044,137.05651814042673,-102.81094787210637,C,E,C,-91.03075900617962,1
Single,36-50,Veteran,A,A,E,139.9801031910484,E,58.39722251312889,-31.147914971787845,C,A,C,184.06813974290387,C,43.62028712084682,-41.91558410466914,-34.35774209493438,D,C,E,86.25822133944197,1
Single,26-35,No,C,E,E,-6.441245662638437,B,-185.89027203707184,-110.76255849255226,C,B,A,115.48394707982177,A,114.47006549233242,0.257930514862008,-192.56686080098578,C,D,A,-14.257433232193062,0
Single,65+,Yes,E,B,C,4.668449895952217,B,-106.18300939982525,-33.68023346032547,C,C,D,49.84417905713478,B,8.591494721095453,-100.15092953091636,-58.21251484579355,E,E,E,-90.18102216949325,0
Divorced,65+,Yes,B,E,B,-10.815280263441874,A,-1.2372686960576176,9.8166283171736,E,D,A,-39.49519803066765,C,0.43463274979336963,72.01888821954712,126.87481592660728,D,B,A,-4.179498551597693,0
Married,65+,No,A,C,A,-114.23314315657065,E,-202.0904734149585,127.36503300567925,A,B,E,-200.63863945727763,D,25.233864381431875,-170.28396618563747,-203.31271580564635,D,D,C,94.34451328863712,1
Divorced,51-65,Yes,D,B,A,72.24905179916098,B,77.73459761232769,-52.42071749115579,C,C,D,-156.91226155005847,C,-46.737116995014624,80.3637300968363,-153.99735096930306,D,B,C,29.80766436244226,0
Widowed,18-25,No,D,A,E,61.30519804641572,B,6.124281409659204,36.52034081776833,A,B,C,1.9323735781747917,E,-247.29733318805907,-24.255680438383138,108.80632466498041,E,D,E,-174.6508940041657,0
Widowed,26-35,Veteran,C,E,B,34.50105862268183,D,-157.40999990291675,146.94135046733007,A,D,D,66.77272149989925,E,-3.011064488115145,44.04629530561287,-46.980900458473734,B,D,C,28.93882397857016,1
Divorced,36-50,Veteran,C,D,C,23.148661191025248,A,-253.06868256026132,-47.649056485704946,A,C,E,-157.5545134304732,E,56.86325062838195,-36.983702469709584,-102.8853798128353,D,B,E,-24.500850458074567,0
Single,26-35,Yes,C,C,E,-136.76115405599768,C,10.79351150113405,-75.85976230422384,A,B,D,19.627785647486675,B,106.10389244713951,9.449225173095424,30.743539030018496,C,E,E,-121.9846797041944,1
Widowed,26-35,Yes,A,C,A,41.698530571552304,D,-0.3768090827599914,-47.54774067109494,C,C,C,-14.24491872232927,A,-11.468218092886037,-159.37845195925615,61.004456816937335,C,C,E,1.9413033835721245,0
Widowed,65+,Yes,A,B,A,0.7569060461746062,A,69.93080887171858,-177.8445108575017,B,D,E,-37.09296621183218,A,-248.61612756946423,97.1215141348783,149.73046601448948,B,B,C,34.38885987301212,0
Widowed,26-35,Veteran,E,D,E,-40.38652276586934,E,-150.50935269726256,44.74239877558693,A,D,A,203.18496387666477,C,-122.6533295693298,89.67370867197104,-39.93519192707936,A,A,D,-169.0881713784388,1
Single,65+,Veteran,A,A,C,116.99456610985422,B,102.47526631918356,-50.15267755982064,A,E,E,-124.78538346313917,C,132.70610286564894,-39.59841867868184,-5.87689094045969,B,E,A,19.29109961431888,1
Widowed,18-25,Veteran,C,C,C,-84.96915313096423,E,132.5040449952738,24.61787925719053,E,C,D,88.0976002192834,C,-129.63976005113494,-8.187929028822698,122.04150961100768,C,C,E,-30.373833257854127,0
Divorced,18-25,Yes,C,D,B,-65.3426959646897,D,16.464440273727153,-45.59560085312409,E,C,B,-54.739416599845924,D,-118.43861658378209,-189.82233290804066,-263.43083916069423,B,D,D,115.34811557085516,0
Widowed,36-50,No,C,B,E,-6.267752869234642,C,-78.07044729866611,7.8970215885993635,D,B,D,-86.01928105426688,C,136.54027548527048,48.01504949221389,14.880683105161403,D,D,E,-33.8746358042284,0
Widowed,65+,Yes,A,A,C,-59.09172194857302,C,-90.26072146088346,59.261931544881506,D,E,B,-87.9913886424246,A,-98.66034727654805,95.75087396651169,-71.90453105308612,E,C,E,26.74313105372067,0
Single,51-65,Non-Veteran,D,A,B,15.288025330297481,B,-20.27624140068209,18.9670695243325,D,D,B,-59.234762102893825,B,-184.83704787188373,168.3600527056502,5.2046263719394945,C,A,A,-29.621461912288886,0
Single,36-50,Non-Veteran,D,B,E,-58.704127434492634,C,-156.30769153772087,28.833104444541526,B,B,B,63.577758712378994,A,124.74717698824335,22.468923490012767,46.38851973252262,A,B,C,161.31621717308096,0
Single,36-50,No,C,B,A,11.382746748051966,B,3.165940681375516,20.334542346238628,C,B,C,-51.63273580472787,A,-14.427091028733031,-171.28791692186235,-11.756478237128846,A,D,B,-112.02133561091834,0
Single,26-35,Yes,E,D,A,-56.87612864618894,D,-15.925041861412154,-78.92558936811413,D,B,B,70.84669326300055,A,16.843596011531044,5.291683348973816,63.11836622939345,A,E,E,72.21291283508637,0
Divorced,18-25,No,D,D,E,-71.49616693544962,A,-56.97431128554828,21.69584498123039,D,E,D,-8.100431620133254,B,-10.422699391368601,-7.436129486285383,-88.7516850992626,B,C,A,-0.29358704304262967,0
Widowed,51-65,Yes,B,E,A,65.96823424069956,E,81.68163009469936,10.109992785967185,D,A,D,-117.33231970317041,C,-71.62299087817472,-113.62506891985089,166.89533833091647,E,C,E,103.82081622945682,1
Divorced,26-35,Yes,B,E,E,-62.35755970460005,B,-18.985929711485394,-52.21020386332118,E,E,B,127.32807352475201,A,110.16715386907048,57.73433769064877,25.44628260321464,A,A,D,103.46399847724595,0
Married,18-25,Yes,E,E,E,25.903961801273322,E,-82.8671511373523,-34.78535083985527,B,C,D,-96.116310979845,A,-91.31738405416351,2.0705031064256576,-9.454891910075977,C,E,A,23.013800011058645,0
Widowed,65+,Non-Veteran,A,D,B,71.44023274751538,A,6.542762886902259,303.9539687874923,E,D,D,-152.08430444126878,B,43.519609823155136,48.82535614319053,125.66820070399973,B,C,A,93.7167919308173,1
Widowed,65+,No,C,D,E,-11.095756099367886,C,-189.23253295922945,13.69608093811438,E,A,D,-0.9323234873189675,B,1.1910676476753341,-142.62716362663937,-62.30792859193066,D,B,D,86.59003093492275,1
Single,36-50,Yes,D,E,E,187.71169597887584,E,65.00991889808618,2.5123597292866453,E,C,A,233.88347520582363,E,208.56260771007973,-259.69591270353664,-2.3481688745446467,A,E,D,-229.7840811274649,0
Married,36-50,Yes,E,A,D,64.19831132939332,C,65.80768825806359,-115.35672586808326,D,D,C,100.84551267397654,C,-32.546111238481046,-5.590436984726059,-176.32677228605422,A,B,E,8.454493086740756,0
Divorced,65+,No,B,A,B,-336.78995768680784,D,1.8712242069837313,146.6275763572447,B,C,C,-153.37575034038983,E,96.59169989077002,170.1193940518232,-113.18732246983785,D,A,A,-45.91738555388548,0
Married,36-50,Veteran,C,D,E,205.39810847835446,E,55.40194710896379,-20.063166350156543,D,A,D,32.70147433340173,D,-31.430946502289085,-114.1346060669739,133.22054310757053,D,D,B,144.9673561100012,1
Single,51-65,Veteran,A,C,A,104.24451664590894,E,35.689480182002384,19.058093289998446,D,C,C,183.21632752082223,B,110.15674077239007,26.155731225914646,177.6303431772312,D,A,E,-95.48319596930813,0
Single,18-25,Veteran,B,E,A,179.64978078350825,A,-80.85170680407687,49.12989709841794,B,E,C,84.69116978278855,B,86.2308245807056,-62.038718090679964,-2.702187815049423,C,E,E,-155.0108340726477,0
Single,65+,No,C,A,E,-194.10460571540497,B,53.65047975771261,-106.27098957117023,D,D,C,-24.376186973479275,B,69.40798518223366,40.92436530712236,46.047766523398735,E,A,D,34.770832887575025,1
Widowed,51-65,No,A,C,E,-103.17199908795001,D,153.85994142927308,-21.2311981589586,B,C,B,143.68756727766186,A,-203.92895798092044,-45.646431119156674,141.98365543750714,B,B,C,-71.28496464055824,0
Single,51-65,No,A,D,A,-38.89324985135274,C,59.75699447541687,38.48815342255969,E,E,B,-155.76849102184104,B,-6.191447813925898,-42.239651156896095,-17.204878637625185,A,C,A,269.1667830121017,0
Single,18-25,Veteran,D,B,A,-156.88308862591,E,125.56513154277584,5.201569073240441,C,D,B,111.45717296714521,D,-49.06527587194825,-34.44829145880395,1.1465810187086984,D,B,A,30.306362485122495,1
Married,26-35,No,B,C,A,8.939325460846485,A,-161.91261041904505,-70.12849367895281,B,E,D,-71.84933248549441,B,14.263850034188714,43.86728195075289,-152.05494835487616,E,B,D,-56.56258734079556,1
Widowed,36-50,No,B,E,A,-42.038944030708755,B,77.49965869028951,78.49398952613777,A,C,A,73.68568996711578,B,-77.55959370922415,-143.88392192212635,-209.1306179334956,C,B,C,-107.96504463903914,1
Single,65+,Non-Veteran,E,A,D,-52.83649974470636,C,197.06760074864093,-5.8316117656295186,B,C,B,-101.45083339387801,B,-36.99420377988047,49.09718496628204,53.437656078313445,E,E,C,-27.178007963355654,0
Divorced,26-35,Veteran,C,B,B,-75.66803594471114,B,50.05752418233633,47.67237387087663,D,D,A,49.979070422446036,D,110.12848863228852,-41.97238534225703,1.9713933645705246,D,E,E,-46.8199535913282,1
Single,65+,Non-Veteran,E,B,C,196.69237520864777,D,102.04536448002229,19.66493906340673,D,B,D,15.589998198452296,E,-9.898860244484528,-4.121295206810841,-121.18524453192609,E,D,E,-35.413400120483345,0
Widowed,36-50,Non-Veteran,C,C,B,205.47891826615506,A,-5.7450593428048276,250.20792077197842,D,C,C,-31.764885384222442,D,-21.364375057783356,35.88417065778564,-169.33715417697155,E,C,E,27.516235722518662,1
Widowed,65+,No,C,E,A,34.227272957204754,B,-126.34633760145854,-76.36472942302964,E,B,D,89.06012039090318,C,30.750505430596803,130.38690160927396,252.0098859323868,A,A,B,-57.49075196983493,1
Widowed,65+,Yes,B,A,E,-12.434015344960333,C,129.24907876578868,73.9095670405814,E,C,E,6.630803343268776,D,-106.50042058552911,-157.28952584991532,-14.421579941708579,C,D,A,-55.909951142588255,0
Widowed,65+,Veteran,E,A,B,80.54865007502457,D,-13.180702982020795,-46.865246067352466,D,C,A,26.39893067269174,A,-93.62725704652507,25.503320556663954,-84.50786464578078,E,C,B,-128.7313220590521,1
