country,orientation,age_group,ethnic_group,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,target
US,Heterosexual,18-25,Asian,-128.16833947404956,21.118235588362722,-12.866511093607237,4.368624303717501,C,35.36140443343766,C,E,-101.2506176103827,-104.01482504637923,A,A,1
US,Heterosexual,36-50,Other,-33.325326570120936,-192.20932113528198,-42.084135434687866,-81.48471369400248,C,-10.842479063965165,C,D,57.06870899170519,46.64647103844943,A,B,1
Brazil,Other,65+,African American,83.46068781222601,-51.32765019592913,183.57567353631515,-30.286067924889608,C,-102.18378951972574,C,E,183.07880457157984,94.72175982950989,A,B,1
UK,Other,26-35,White,-133.92061956826234,74.93636200541916,-4.856333723584259,-0.25785786000110217,C,126.5745521783363,C,B,103.62943720938327,-125.89328028337705,C,B,0
US,Other,51-65,Asian,-41.46832399383175,27.566317244780308,-60.936138259710816,34.55525021262127,D,-23.969220018414138,A,D,2.692492084294582,83.51107369391666,D,D,0
US,Other,36-50,Black,65.90187217041723,-27.584026874946222,121.91032968583808,201.33919911386363,D,-35.0357901071978,E,B,-20.088484933881507,-141.12146222936155,A,C,0
UK,Homosexual,51-65,Other,-163.72162721424158,-27.09780159992288,21.234906517687726,10.21962318859726,B,79.21494078247763,C,C,148.23890209808204,12.604198258564486,A,C,1
US,Homosexual,26-35,Hispanic,-78.71796934036371,-94.8951214893094,-47.37901180990459,76.48415274835712,D,120.82242943795913,D,E,76.68439790746879,52.707212163798026,A,A,0
UK,Bisexual,65+,Hispanic,100.56050096865997,-104.68372337862486,127.722679746652,-278.95255193884765,E,9.053013020418216,C,A,140.22524249386242,39.84734518716195,E,C,1
Other,Homosexual,18-25,Black,-42.1063626547321,-54.82289762520614,-64.60280834221585,-2.1094568088833188,E,80.18209138002709,A,B,65.18975171439652,-109.99637683834122,C,B,1
Mexico,Other,26-35,Asian,97.0027783408974,39.092692054625786,-167.42185434203282,-4.214362080042189,D,107.26843110112804,C,E,25.540110464210752,-3.0235804019023416,C,E,0
India,Other,36-50,Black,-22.27556407658756,68.75828499334183,151.1601883074012,83.04382852794012,E,-31.081871550531275,B,C,-229.15786077031913,132.28515612480507,C,B,0
Mexico,Homosexual,18-25,Asian,-78.42690857976099,74.89840240616675,-13.034723060725733,69.40151395186369,B,134.18426030219936,E,A,47.59620423047411,189.5606265666821,D,A,0
Mexico,Homosexual,26-35,White,115.53320212273574,63.75367579305503,-188.07090764394087,281.77871403101886,D,28.18502456227161,C,A,-68.02831161167369,109.5125195710833,B,C,0
Mexico,Bisexual,51-65,White,165.77771524086123,-174.40147336791475,-75.89837681929306,177.85297566219484,E,140.45487224734757,A,D,80.0099770099617,-107.84270142678405,B,A,0
Brazil,Bisexual,26-35,Hispanic,-93.54767110127861,-62.25087010433935,-184.3357834759966,88.42731430835762,A,40.263720065805835,B,A,-129.7697204742537,32.41930541965738,E,D,0
US,Heterosexual,65+,Asian,-56.68827218463004,-0.3318015534361228,-103.95060920359825,-91.7626763856079,E,114.50015907181094,B,A,106.77355982576127,-18.773180320448528,E,A,1
Other,Homosexual,26-35,Asian,119.1547619176315,-25.575563189637297,104.13446826250133,139.82857246580411,C,-137.086231064013,C,A,-70.31205297956213,-142.4538410757155,C,C,1
US,Bisexual,51-65,Other,-66.70555311364983,184.84247052597945,22.99814627442824,-8.02790938155745,B,-151.85020401966844,D,B,107.70068875307646,100.55953361055312,B,A,0
India,Other,65+,White,78.14315923158,-5.794420875934803,-140.21268113507074,-129.34842014675854,E,54.30145096885478,B,C,-102.28940859491603,48.77808549505718,E,C,1
US,Bisexual,26-35,Other,-15.928059471935935,-13.032563662400728,20.75015883107508,290.0459219241426,A,-222.0882999629368,A,E,35.77534476447591,-8.820432137967108,B,E,0
India,Heterosexual,36-50,Black,103.2065797428696,-176.22851355272664,69.86766728427489,-29.337956852736735,B,-47.57000795148097,C,C,20.522857258042905,19.96425779175226,B,D,0
India,Homosexual,26-35,Hispanic,-130.1777406980616,-181.56720253050673,-169.04325487437225,47.235580562317416,A,82.3714128372687,B,A,-97.96596901113939,-59.650312519459426,A,E,1
Other,Homosexual,26-35,African American,-62.961338445498235,-131.42260132687983,-32.71359118525133,1.659220520057745,D,-96.47969337873343,E,E,-7.343582965021644,89.57329634864357,C,A,0
India,Homosexual,26-35,African American,24.923843707209738,-151.88885943820588,61.68099854394157,-62.313101415810856,C,264.4533273875014,E,B,44.16441514402729,-43.69877817374343,A,C,1
Brazil,Homosexual,26-35,African American,142.27663683428622,22.175720486506926,32.24357123750172,-24.984704938482416,E,32.741221673365054,A,D,-18.71096665676587,-164.01454928890738,E,E,1
China,Bisexual,36-50,Hispanic,62.12618729939297,-25.878716169304834,-12.97750262354013,133.44967089398705,D,31.11135661836158,E,A,11.023126579806169,-40.09977477565335,A,D,0
UK,Homosexual,65+,White,-117.38223129512768,-82.83662731511176,-76.94593798742866,-2.9417237599266075,D,-26.119618253236883,C,C,9.405429692199707,-14.006058528925685,B,A,0
Germany,Other,36-50,African American,-63.212581030804536,89.05951973606511,39.76107151691035,178.41160970385462,B,197.1970873224982,A,C,-109.00605539083932,-208.46256451714913,B,C,0
US,Heterosexual,36-50,Hispanic,14.071017459116467,-30.723957607302033,69.22675766615335,56.720353044875374,A,51.276373244364024,A,B,-162.4983680762608,28.969860671519914,E,A,1
China,Bisexual,51-65,Hispanic,-33.50532589012361,87.34153575264382,120.65325125995268,-67.87077126233227,D,31.03531707047584,A,C,164.8575643099518,127.38102551961414,A,D,0
US,Other,65+,Black,27.953814601547407,4.528582118110453,137.78872409287004,11.627618463175851,C,-143.7086677267555,C,C,-24.853580264188434,63.794760295415756,D,C,1
US,Bisexual,51-65,African American,-120.61206029951931,-4.00960826756771,-19.544677683753676,-145.7307624802721,A,155.66719415169268,D,B,57.51275965711338,40.28492507213682,E,C,1
UK,Other,26-35,Asian,-143.59391334971215,55.35605990429677,18.722843255499797,-11.521616695127062,C,-30.848208863304865,C,D,24.065325950114048,6.527280920980965,A,B,0
Mexico,Other,26-35,Black,103.54496587395323,-164.1454171809949,77.95123358313603,47.95402976312692,E,95.90051599119997,A,C,-62.6639032028407,90.04838004651367,C,C,1
Mexico,Homosexual,65+,Black,-39.982586564457954,-27.945707829541227,52.11089351192432,-88.20265746919237,A,-99.99065909576889,C,B,-99.78043661581867,-150.41473157934345,A,D,1
UK,Other,36-50,Black,45.262452167398905,-143.52427723660716,30.94520773667746,-94.15434647310147,D,86.50272775337794,D,C,110.00019089387602,-48.9230885009855,C,E,1
Other,Homosexual,36-50,Hispanic,-44.919401585085446,-122.77276595469189,-81.35764138586677,-140.8988262532571,A,-22.54834264573818,B,D,100.1561630909221,28.61795206651669,A,E,0
Mexico,Homosexual,18-25,African American,19.429689612800928,-130.92151501388918,-139.21663379745522,-2.464426170942474,C,134.60707090344414,C,B,115.18660581701101,-122.51600510698457,E,C,0
US,Bisexual,36-50,Other,128.9790781703575,-23.357919290522947,84.76095257711272,-17.497148487953503,D,-33.151856888000424,A,B,116.47166762823544,-7.656545274661242,B,A,0
UK,Bisexual,26-35,Other,-51.99527975865149,23.53182794016638,-37.25140667731367,37.59568682554354,B,26.74374213770253,B,B,-92.10545490187886,95.2860002677432,C,D,0
UK,Heterosexual,18-25,White,19.921766343174113,-34.85717425820974,-109.83029409583568,19.056858898393976,E,-14.244503289385818,D,C,-18.855843217843248,55.93262012922094,E,A,1
UK,Homosexual,18-25,Hispanic,115.12374751465492,-58.81317351840833,66.28003221193656,-61.12551360388662,D,-162.64073692928903,A,B,-5.522836872679709,-43.90523746554078,D,D,0
US,Homosexual,18-25,White,-224.52160085222022,-60.66745330401196,139.3305648258538,-49.569070795222714,B,53.34596076936192,B,E,159.49300957576983,-75.5653120258641,C,E,0
US,Bisexual,36-50,Asian,110.99739619205363,-22.7893278834589,-83.62065308039016,-8.914021000765054,E,97.5529867879563,E,E,75.42232634034723,-3.8326969422769697,D,C,0
China,Heterosexual,26-35,White,16.887743316594882,-43.996896340298846,-53.10735711792399,-44.07585922763824,B,32.42977840524886,C,B,88.37310997321144,-32.636778843432865,C,E,1
Mexico,Bisexual,18-25,Asian,-22.429514311341897,-2.389333514519461,154.03892746278436,-0.04087169444753949,D,-144.885145454978,C,D,129.15876442406608,-27.6059854074694,D,C,1
US,Other,51-65,Other,-178.06969013927468,-8.207953512305451,112.12848150995534,-47.330131189976285,B,23.633877561860242,E,D,31.686490715231468,24.07960221616589,E,A,1
Germany,Heterosexual,26-35,White,-108.30346576342991,-105.17290960946622,53.50441265350382,60.53556439496786,C,-15.621590263690521,E,A,-45.174478170406296,15.330501139307309,D,B,1
Mexico,Bisexual,51-65,Asian,76.24937625041244,146.18154136485683,-72.9169646332352,110.39718591722864,D,-31.027728667378163,A,D,-81.02021062251944,-252.93475708435022,C,C,1
Brazil,Other,26-35,African American,-27.02413693617336,-75.63193608367091,80.6339478572976,-235.89610298871983,D,33.99996768542765,A,C,24.93139380693971,-2.0516861790304035,E,D,0
India,Bisexual,26-35,Black,-169.25680968933003,-8.868652119983615,-17.73396053879818,-20.542537728245108,B,-13.643671157765086,C,E,32.391272668233015,63.79307207349477,E,E,1
Brazil,Homosexual,36-50,African American,0.21117833458697818,13.731898945035596,3.941153732113482,20.948414056484,E,100.27803059050042,E,B,-1.981610855925004,-25.338601955649604,D,B,1
India,Homosexual,65+,Black,26.095950542183083,-90.24232616865984,-21.81426404912619,50.78942998963547,D,50.35363827988563,B,D,-56.372361607137854,-206.96510199087706,C,E,1
Brazil,Heterosexual,65+,White,-18.356651065325174,3.7899850851547123,-139.05509543353816,-14.022025075768743,A,15.320180696598301,E,E,27.51388377992019,-31.24010533815372,C,D,0
India,Heterosexual,51-65,African American,67.9730945923585,31.356036441987307,129.44548055791958,6.152666347208103,C,-71.8691235709713,D,D,-102.036368835535,-105.41851989053959,C,A,1
UK,Heterosexual,36-50,Black,-34.122912304935355,-111.09321581420377,-28.171044252482908,1.7278678030094783,E,-38.465802209162234,B,D,-70.66622632938562,139.1127063945317,A,E,1
US,Other,51-65,African American,100.30332139146272,1.2457628408476955,-78.10009193580622,42.04399360771668,C,-108.01679136181033,D,A,-29.948531969032345,91.72778765241603,C,A,1
US,Homosexual,36-50,African American,55.44093023395167,76.7179555024776,-76.07636368563814,134.1941985073407,E,132.6688873240561,A,E,99.16089359794766,-98.09123692272445,D,A,0
Germany,Bisexual,65+,White,54.88663314366278,-117.58278188138318,162.6354909180304,-165.55057251309302,D,185.37535306014314,A,B,-200.00566504046452,-125.07049038997555,C,B,0
China,Other,36-50,Other,162.40239263725132,92.51917093207803,7.899001683636964,-6.4659906433082535,E,-255.90942490315877,D,E,190.05025781151562,12.240707023797702,E,E,1
India,Heterosexual,18-25,Asian,43.272810709857694,-149.81131933065973,-1.942338121053883,-219.67992417550272,A,-0.12036847488654295,D,C,3.882009729869905,114.48421729560252,D,A,1
Brazil,Other,51-65,Asian,-43.321307054854174,30.644905356221535,30.160860758781276,-25.361585459538,C,-19.907042171230284,A,E,60.090393934291185,-36.03065427861319,B,E,1
India,Heterosexual,65+,Other,-156.67279887793197,28.5234632856737,24.668885533382507,-224.83346682487647,C,146.92810567632037,D,E,21.74020148053499,-188.81836464667356,B,B,1
India,Other,65+,Black,114.02754896515152,114.92293543729308,277.40058285975226,-95.36698819957832,C,-94.15331880167777,B,C,-8.838374101400385,60.63805630845227,E,C,1
UK,Heterosexual,51-65,African American,-263.4968297568611,-49.487612611405815,-56.09999442190677,36.233431134873264,E,57.84668875459423,E,C,143.80188023266183,-161.41894845880475,D,B,1
Germany,Heterosexual,51-65,African American,2.9262640308766485,-120.14449769564617,-103.3934367535674,-59.76369949147829,B,28.085302919831406,C,A,-164.04550941826184,-57.42799745447032,E,D,0
India,Homosexual,51-65,White,-23.285884748066824,-73.24248718168124,-94.17945104336923,72.78825199749724,C,55.63235981912714,C,A,39.234687232890344,-154.52143292035225,E,E,0
Germany,Homosexual,18-25,Asian,-108.50822721904869,-21.280272826960857,-77.24238923749606,128.75008806397082,C,-129.01595524010585,A,D,39.956346323649264,-7.683182655148688,D,A,0
Mexico,Other,65+,Asian,18.087836153955024,-78.07660884825793,61.13614352505142,174.27795542089015,D,55.06572391635556,D,C,-201.83165321138316,166.79750769160094,C,E,1
Germany,Homosexual,65+,Black,201.98491848495368,-51.240318554296685,81.02944551443537,256.9058263618216,D,-45.71539943372955,A,E,-62.86229847499206,-79.7726545714768,A,B,1
UK,Homosexual,26-35,Black,4.760800296067913,-5.881916112823539,5.9692897553970035,-133.6300070677863,E,77.84014340244647,D,C,25.444942697943198,-78.93686344310711,D,B,0
China,Other,18-25,African American,53.0747078630294,92.28574332038622,134.2467279261486,10.622588062601388,C,230.56775708230393,A,C,-130.32245483475197,-72.45545717478187,C,B,0
Brazil,Homosexual,51-65,Other,8.938001446480449,135.6357518241001,-202.9925241749793,-9.463934039758975,E,77.42237620999283,B,C,28.605690122926564,81.33942959824807,B,B,1
Germany,Heterosexual,51-65,White,34.32423437198469,64.8599300952316,33.105286979385,4.393415434373779,E,-116.37770146154503,A,C,-28.038418522013497,23.050646077831956,B,A,0
India,Homosexual,65+,Black,106.35015836431516,26.06628560659649,66.78776730860851,82.52841934052779,E,46.049999872982326,C,E,22.733745175434063,-76.55347856580957,B,D,1
Germany,Homosexual,51-65,White,14.34008533290895,91.74581520300345,116.9625856334282,234.40598927185988,A,43.032259902550685,A,B,-149.37309416031331,86.55279551099653,D,C,1
China,Other,65+,Other,-71.46313622775968,-20.872407790517823,-77.3641542016338,-200.44209015021815,A,-71.00585984938694,C,A,94.89751057577611,-18.23887241491022,A,B,0
Mexico,Heterosexual,65+,Black,81.16054065971701,281.6393908776796,-14.869995040278368,-72.48787232288413,B,-85.66723761664082,D,A,-125.5700625276819,62.33036530903395,D,B,0
China,Other,26-35,African American,-24.755407484525566,-43.69164087385012,74.6479255144437,-4.449592699177138,A,-15.66856377253131,C,C,-107.87137362585393,68.09628982269196,C,E,1
Other,Heterosexual,65+,African American,76.50823975252085,110.48953831923055,4.7064081837112655,-18.97999752729635,A,6.866124687935728,B,B,75.63805532364842,70.09967395748964,E,D,0
Brazil,Heterosexual,26-35,White,38.99877528257799,13.104516163008755,66.2550966375766,-92.67266184764246,D,64.42488977438245,E,A,24.484493601931064,-83.4551695577207,D,E,1
Mexico,Other,18-25,Other,52.86336742616379,42.70728502176277,108.11331515600784,-134.70946426541602,B,16.460074624441866,D,D,-7.691588164974128,136.32872216607424,C,A,1
China,Bisexual,26-35,Other,137.38141907517434,-2.4793653575411057,37.66410004579468,-6.173821694046434,A,-93.0878450671423,C,C,87.54227333702653,-72.64275476449579,D,D,1
Germany,Homosexual,18-25,African American,63.89703746153057,-36.12850358982068,-7.001593204533736,-21.382284903580704,A,-67.00953152757384,D,E,18.17846562397752,104.65029059463316,A,D,1
Germany,Other,36-50,Asian,-129.41582763100843,-106.54512820887867,-27.109265134087963,-40.79810809131648,A,108.00751702863019,D,C,-111.70765080938784,318.3075719558933,D,E,0
Mexico,Heterosexual,26-35,Asian,-8.647638090116867,-99.72445965971065,-15.87380777181075,29.851128618192114,B,82.28594044407947,E,E,153.99322119192917,-27.455850522887275,D,E,0
US,Other,65+,Black,-59.660690972416496,83.30405474001019,-58.87702051936129,151.9085982667473,E,134.41893252216587,D,E,31.66588751291865,48.06441203115905,B,A,1
Other,Bisexual,36-50,African American,111.34085533090501,4.1781219008251425,167.94419723196629,23.22257788341596,A,79.98751899431552,A,D,147.9308198153259,-117.18767887555315,B,C,0
Germany,Heterosexual,51-65,Other,68.46008653723598,134.40388490488496,117.10835214414743,-66.74615784946958,A,106.24224823333435,C,B,-60.746693545570075,161.3901850285856,C,E,0
Brazil,Bisexual,26-35,Asian,78.4368881683855,-40.02183444902489,-84.58502648506365,190.08272619600282,E,29.1356251151914,D,E,9.222125605603617,-100.1996023205152,C,A,1
India,Other,36-50,Other,54.15500206580245,-45.931882701814956,-62.620866978108836,58.304284340264665,B,-54.94896846951992,A,E,-289.068814215354,-60.17399369111246,A,E,0
Brazil,Heterosexual,18-25,Other,70.08337561230114,118.71045658896955,-95.90664590254988,-89.38998433298066,A,-72.93868595012806,B,B,7.397856591574905,-44.52606966831547,E,A,0
Mexico,Homosexual,65+,Hispanic,-96.7597668964794,-99.9006022501424,-20.045356938836978,105.7605969090513,A,-117.26059321635593,E,C,-28.16392667212305,-229.3420625139878,B,E,1
Mexico,Heterosexual,65+,Asian,-69.29329947665373,80.7574118971283,-149.43198456465555,-25.852973240584177,E,6.050157925979736,C,E,-4.479408369432303,121.45392506893637,E,B,1
Germany,Heterosexual,18-25,Asian,92.65544165359303,-107.71556060651484,-102.4473486755987,-26.408633404079968,A,68.53829565692703,D,B,-175.8205503900104,-192.17376153621566,A,D,1
Brazil,Heterosexual,65+,White,15.967928883061969,21.38553808396643,-66.94770898234967,-56.12980472700112,E,120.24588572009102,A,E,-25.667992475432705,196.03005225352365,E,D,0
Germany,Heterosexual,65+,White,169.7219662271841,-94.05479879723782,54.90763024324974,-40.412940062796615,A,103.2637149186236,B,E,74.79545121962926,23.375070263472324,E,E,0
Brazil,Homosexual,51-65,Black,148.1032514329681,-38.71107123600348,22.310280579700738,232.30363150586,C,86.50617489597806,A,B,108.79591208246441,-28.653736984349088,C,C,0
US,Heterosexual,65+,Other,53.123167231579146,-33.8515471008606,23.635198768820775,15.319507571709288,C,24.744447477667496,C,E,-19.162346521692474,-37.753597410354985,D,A,0
India,Other,26-35,Hispanic,15.594216378355608,-101.4957874621763,-160.41886876750297,-88.3201766435588,A,-15.089078473964681,C,D,172.73172016001095,64.55718679402365,B,D,1
Other,Heterosexual,65+,African American,-171.6815878645294,-7.132919264691257,239.68950994195103,-27.262510631652265,A,-21.55880295738357,B,D,-141.54504021312118,-118.0007986824118,E,C,0
Other,Bisexual,65+,Black,39.55836917935159,-11.88398791609708,-17.337329930543497,-22.386901292873045,A,-37.7346186930863,D,C,-36.780937609416796,23.8239629215726,B,C,1
China,Heterosexual,51-65,African American,4.889390622719611,157.71749403314877,-80.69936312524473,-225.51853500988415,A,-73.47954938492785,D,D,62.400655564227435,-9.973296605078824,C,C,0
Mexico,Heterosexual,36-50,Hispanic,-238.7045645183791,-100.53545845469058,41.51624537332449,25.460610314638686,B,166.20814609240176,D,B,159.17828479895317,6.257613902754103,B,A,1
US,Other,18-25,Asian,69.70481837349539,0.08081517088253803,-101.17543441555479,-184.374712745259,A,8.917944935591237,D,C,15.680644410989828,-62.80262457144619,D,A,1
Mexico,Other,26-35,Black,24.30787660187291,-204.58887452517388,55.97286419728896,21.878872862650567,A,106.94787627323213,A,C,79.8568047434264,223.38684650730255,C,E,1
US,Other,18-25,Black,138.17916853832133,79.88626871029166,-108.14003408818789,-8.289851944972114,D,-51.6197205218847,B,D,-104.63860133497518,198.1471677037763,D,A,1
Other,Bisexual,36-50,Other,-37.171420911126816,54.099151037556695,21.30369838888731,353.5142549908054,A,147.27813222022777,E,A,131.91389225975408,37.35508219697504,B,A,0
China,Other,51-65,Asian,-58.91162380003156,220.41103719371313,-52.654196841574006,17.568440969756217,A,-87.17226272192879,A,E,34.83364140123446,78.15847003982357,B,D,1
China,Homosexual,36-50,Black,-75.2584928126754,-116.50582753312253,-30.973065524178327,47.2064950097154,B,-19.0750899990113,D,A,-65.82681547884351,-18.357483785434013,C,E,1
Brazil,Bisexual,36-50,White,-18.132342372171077,-94.27257357962971,-24.870040352577057,225.8996760257037,C,26.174909835606066,D,E,-10.257734462372646,35.43035417350012,B,C,1
Other,Bisexual,18-25,Black,-154.22466935104782,-55.17426993218187,-102.35412787484641,45.16856266114974,D,65.25804545074143,E,D,-61.357081899121326,-78.07128243355046,D,A,1
India,Heterosexual,65+,Hispanic,208.97455432003383,-133.43922153114246,-45.06415454845003,-12.236108452246084,C,36.33897602830866,E,C,-10.91112859953342,6.7178104640442395,E,D,1
Mexico,Heterosexual,26-35,Hispanic,5.925338349834706,102.8800788294164,-106.19442759202953,10.173011430866026,D,-12.912830672903791,A,E,54.641293863460575,94.5523080445664,D,B,1
Other,Bisexual,26-35,African American,-67.47244110069558,-36.35119666838478,-79.11574929154138,-11.761158191698481,E,-59.06528107932484,A,D,-16.50081232305692,-24.064860123666268,E,E,0
Brazil,Heterosexual,18-25,Black,51.25657423647391,77.48635011707029,21.472875509525533,18.29545911382645,E,131.58587883422555,A,A,-49.81352584390141,148.10660594497847,B,C,0
Mexico,Heterosexual,26-35,Hispanic,13.67474461382579,36.64696380599026,-2.926775081641587,51.66486519885137,C,49.244102556697605,C,C,-124.22667745504386,-80.04990755283401,C,B,1
UK,Heterosexual,18-25,Asian,-38.9106827408781,31.638581473244372,26.202087901401484,34.32341414586564,B,-78.83391854249327,C,E,-140.98412955457437,63.5061845228443,D,C,1
Brazil,Other,18-25,Black,-185.56548290998998,-51.255607332134765,214.46838678218506,52.27459414306649,C,-175.11048178078926,E,A,104.11991099319363,137.91773944746225,E,B,0
Germany,Homosexual,51-65,White,219.77737629380493,-38.9573508899418,-42.05678263649639,169.84594376850438,B,-60.64274539427831,E,C,-23.930055920827364,-18.686777686101777,C,E,1
India,Other,65+,African American,44.74644995006468,47.63791635446273,23.21411878164832,-0.9534254573029899,E,93.21865224766428,C,D,-109.78390530867878,185.40416187656368,C,A,1
India,Other,51-65,African American,-132.6799337682667,64.50858491946569,7.063728255911597,-86.39795120300778,E,104.48880928810887,B,D,175.11029863590915,17.946157209727353,C,C,0
UK,Other,26-35,Other,45.50663522151357,-196.11616788322894,-45.357615359022425,87.46595654561469,D,171.76126606668558,E,D,-111.20923894598911,104.44859351145739,B,A,1
Brazil,Other,26-35,White,-144.7130875455699,93.90120341298466,112.79816541504842,93.44716463873984,D,-136.2241011431322,C,C,-54.69053493548744,-55.53161445044649,E,D,1
Germany,Heterosexual,36-50,White,187.22170927710545,6.124020709169101,-22.88367724527049,11.732447281311376,B,140.8498809962078,B,C,288.0734326304055,-27.482182155386536,C,D,0
India,Homosexual,51-65,Asian,-53.38354947974753,64.40893450153256,60.12928242860589,-208.2117707680744,A,-164.63765245271802,C,D,37.55515666905822,190.92366413076945,A,A,0
UK,Homosexual,51-65,Hispanic,75.22537435580591,138.31392334170522,88.20193648814542,28.542527519272383,B,-146.88794575254192,D,D,95.15445998180316,-102.00416865700373,B,D,0
India,Other,65+,Black,-72.84743496817381,9.337625397964235,-135.88066886148263,-32.24496855370041,B,-98.84866169521327,E,E,-146.43430715652778,157.16604663193215,D,A,1
Germany,Bisexual,36-50,Hispanic,86.54896055596502,20.85122146770603,-11.152603774416974,-184.05775696819722,E,112.19657573145018,B,D,113.49980940764067,43.309794752372596,A,D,0
UK,Heterosexual,65+,Black,-72.74030358078278,43.390899009082815,51.22060176541009,30.132652621917995,C,-29.58171913822123,A,D,-43.76242514528193,-72.81793496298953,E,E,1
US,Bisexual,65+,Asian,-42.61060279740512,-152.68853394270644,-37.355037941754055,-71.54874123750707,B,-98.85635766135778,D,D,62.030660136928304,78.62636844763587,D,B,0
Other,Other,18-25,Black,89.42397205837455,-155.38202700508091,-91.34044784318596,-10.047271733058512,A,209.3040357951297,E,D,-186.92512801324298,147.0067980276477,C,E,0
India,Heterosexual,18-25,White,-155.76179680228447,-163.18590935928003,44.20913830270065,9.893332650774452,E,145.2410264333879,C,D,-169.07644489618602,34.94215764991171,A,C,0
UK,Heterosexual,18-25,Other,10.254130038383801,175.621400982043,14.15969420231337,262.86250137851204,B,99.82301586440656,C,D,-59.30431790979483,-11.543749804993595,C,E,0
Mexico,Homosexual,36-50,Black,-87.73001612334394,-21.184583776668394,-14.407780955795301,-104.93545582012177,C,-68.73610528193088,E,B,-81.54850986841532,71.9567699409189,B,D,1
Germany,Homosexual,51-65,Hispanic,120.68065917260628,-39.587150573211986,122.31156302504253,118.51760604776625,C,17.07047661027767,C,A,178.87521583639702,-100.68355994665733,D,D,1
China,Bisexual,51-65,Asian,-32.61140877811769,216.7519729827211,-114.90118560053084,-299.8625584267989,E,-182.06920983050483,B,B,-58.88817279596296,-10.923798087363908,A,D,1
US,Heterosexual,26-35,Hispanic,-51.5161167333406,-87.18009588862772,23.378103748827332,10.664588675570744,E,130.29521754367104,E,C,145.45205882391127,-105.3230821622522,D,D,0
Other,Other,18-25,Black,138.90771468117427,21.934953128598323,20.928437949653976,4.127669836713759,A,-48.31867308197247,C,C,-58.51527749394665,-136.74530010068366,A,D,0
Germany,Heterosexual,65+,Hispanic,-75.33771074712465,-88.16612049276978,-39.09103510694204,-31.718340394441153,D,-9.053155496548552,B,E,-128.93431703620104,-81.7587195424123,A,C,1
US,Heterosexual,26-35,Other,64.75544774771971,195.40226294425736,121.4679149862447,8.639531048925718,A,-41.278164104676385,E,B,47.53859663322327,-63.868772556546304,E,E,0
Mexico,Other,26-35,Black,31.532803152918888,-26.615461368985837,51.62678327311275,-93.97905763670542,B,-110.27549531209155,A,B,-213.84590413640643,52.13386115859395,D,B,1
US,Homosexual,65+,Black,195.10096874607814,42.50593985935181,-25.844889139211976,65.20253595332129,E,14.068594047898225,B,E,78.64869118423441,49.946107759862855,C,D,0
China,Homosexual,26-35,Hispanic,86.01379149002128,157.42221395363464,109.42270336532711,-0.8500047858509083,E,2.35274849737463,D,D,20.439049712671324,237.31854126726572,A,B,0
Other,Other,36-50,Other,71.0706630994093,2.2274450728545414,-20.866086754582195,44.59721479049234,A,-113.26828759416748,E,E,44.650410861298305,8.3829928289988,C,A,1
Brazil,Bisexual,36-50,Black,-105.31962140866928,-20.391751809779368,-136.76672298611982,5.009461881383383,E,-12.236277217475328,D,E,76.27539248712883,75.03376976870342,C,D,1
Brazil,Heterosexual,65+,Black,-67.0567469296664,15.184573730830184,21.768856741497515,-2.165721916071329,B,-188.32121607519153,D,E,59.01963765243061,-22.590058456331562,D,D,1
Other,Homosexual,36-50,White,-119.32244234407372,50.16041914785946,246.93689259393503,-48.31860264136173,E,133.20359184946756,E,C,39.30751377735619,99.19098415860121,E,B,0
China,Other,36-50,Other,-148.73139071473116,-146.74706264140266,170.52824859862204,-103.90837904512378,E,24.8975970019958,B,E,173.8885631393603,81.60293638054054,D,E,1
India,Homosexual,65+,Other,13.471232182330198,-0.7166059677737935,82.96328135080658,-74.22774749984028,E,85.52999202280608,D,D,70.30932037816406,-77.33827198491252,E,E,0
UK,Other,36-50,Black,18.5736602333951,54.795820889319025,-51.66432377788661,-142.99964119576254,D,61.77182445650564,D,B,136.89419464055896,75.98010531194853,D,A,1
China,Bisexual,36-50,African American,129.45906919991432,-80.80704578141926,-28.78322380958264,-21.29867829193704,C,22.53408416470029,C,E,94.7289644211782,112.28793221595774,D,A,1
US,Heterosexual,51-65,Other,24.973787348077074,14.224356952628531,148.70521287986887,-84.08687301818712,D,33.15683420768997,C,A,1.0832529639707251,-151.71494852905317,C,B,0
Germany,Homosexual,36-50,Asian,-165.34073201331307,7.981067222946356,-268.48635442698,95.9091968639281,C,-73.42829462844642,E,E,-22.877003092252654,41.70854172234676,A,E,1
US,Other,18-25,African American,-3.542183259356023,27.684646445117295,-53.638882977065464,-67.47711006785967,C,194.28993592502422,E,C,46.32440076626317,35.78431811131066,A,B,0
Germany,Heterosexual,18-25,African American,174.1174792776424,-60.36011434371188,149.79778048719902,-108.73493833977264,E,57.9104030742312,D,A,53.22085043896598,75.41268491760368,C,E,1
US,Heterosexual,51-65,African American,-100.66121990270108,125.95623020365929,98.50112461193726,201.16405508176612,E,-156.18819650817665,A,A,210.67149734915822,-50.40372726560789,B,D,0
Brazil,Other,65+,Asian,119.23611017351814,54.910576590588256,-107.28779387003311,47.26982302127617,B,54.883123073964825,A,C,-169.5417660530169,-184.04535680977585,D,A,1
