Disability,birth_year,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,target
No,28,B,D,-19.783454296676926,B,E,E,-118.530861012712,77.4830763446996,B,C,-63.76797648973888,C,E,B,E,68.80657471787268,0
No,71,A,A,69.11943611229015,E,C,E,112.54275792686977,3.451667021721131,C,B,-0.3064019328952181,C,E,A,D,-69.17131851264014,1
Yes,22,B,D,58.960028485363225,D,B,B,-23.490755406547738,59.04745749884094,B,A,-122.96712796504355,C,B,B,B,-146.14649871759525,1
No,73,C,E,-213.05701625445673,C,C,D,-80.26787146434017,-72.10335613799704,B,A,1.6339369931603227,B,D,C,B,118.13436530615232,0
None,19,B,B,3.7248254514866166,D,B,C,-72.33954962047468,-24.203777839478786,B,C,-13.460106874064765,A,A,A,D,69.74834568080955,1
Both,73,A,A,-119.38734970260015,C,C,C,-77.09000908008555,-8.670499989113848,C,B,85.87963886319,B,C,B,B,55.933298546816836,1
None,56,D,E,67.94805640935678,C,E,B,133.25950617488118,18.69919282393501,B,E,-3.351308425195296,E,D,A,D,67.65177102101833,0
None,44,E,A,-107.57298882699904,E,E,A,100.99009417267384,16.21074298657884,E,E,178.49898272735314,C,C,A,B,-32.96335663800325,0
No,74,A,D,88.71027830536546,C,A,B,-157.45240962607585,-34.0832948731782,A,E,-140.13328414264012,B,C,C,C,114.79423907957671,0
None,73,A,A,72.06799105456402,D,B,C,-56.88960447411494,19.669868687769622,D,B,-68.51370388698949,B,C,D,B,-9.662118776014575,1
Physical,48,C,D,120.07199338247393,E,A,C,-111.11403944620591,72.81277301690665,C,A,-6.74624721784056,B,D,B,C,57.33050036806377,0
None,19,B,E,-148.02717992876734,A,D,C,-123.38517490776609,102.21091591872651,A,B,39.091236320150394,A,E,B,C,-145.6982883937491,0
None,74,A,D,-74.13775237042313,E,E,B,-16.528134678318978,-73.34818557627437,B,C,-77.07079008078318,E,B,B,A,106.779879729745,0
Mental,28,A,E,99.5721813348762,A,C,A,160.20664593396313,-3.3485047397618533,C,B,2.9970291758417766,B,A,E,B,84.97704194887234,1
None,70,C,D,98.9119526492635,C,C,E,-104.50616612661281,67.3098170163934,B,C,-75.88150199858038,D,B,D,E,135.28544567892627,0
Physical,48,C,D,-80.33446946171256,E,D,A,-162.24023669802358,121.0746043109549,E,D,-52.03125665479998,A,E,B,A,19.42294053381996,0
None,22,E,E,-10.680387622824346,B,E,E,-4.9386369166923405,37.99592140749877,A,D,-219.1953445006164,E,E,B,D,-121.12998477950808,0
None,25,B,E,83.22606037698176,C,C,B,-25.868945552126316,271.5268057120985,A,B,-5.118152969977818,E,C,D,A,94.95068701212384,1
Physical,78,A,C,141.37734747281345,C,B,A,-119.19858410572184,9.666022588422587,E,B,77.91526554749153,A,A,A,D,-33.21462344863431,1
Physical,38,E,C,13.216924016396458,B,C,D,114.94390554640344,276.72590482294106,E,E,28.760227214243123,A,C,E,E,200.66940173659273,1
No,31,D,B,32.35254293835643,A,E,B,8.549336611584648,115.7435763697521,A,C,-125.24120320453298,D,D,C,C,-193.55648267073755,0
None,27,C,A,-73.88381687984969,A,A,B,-48.8398948768058,-10.875725023630531,C,B,-189.79140113386046,C,C,D,C,75.91163829516135,1
None,44,D,E,-95.61467927686574,D,C,A,-151.10171345932727,36.972187813229404,D,D,1.871360346084806,B,B,C,A,136.34248386716249,1
Yes,79,C,D,-104.67306278341684,C,A,E,22.02537072536031,160.78082210736216,D,E,138.5793192552801,A,E,A,C,110.67659808681674,0
None,78,A,B,-20.465887519792577,A,C,B,10.119251288997452,171.15100007863774,E,D,182.23220703287248,D,C,D,A,-102.62490386959742,0
Both,46,E,C,74.2253982699957,C,A,E,96.56956112513507,-74.94304390780137,B,D,-70.35621108874159,D,D,B,C,13.25130915714921,0
Both,29,B,D,-42.48035097128018,D,B,D,56.50193524883167,-117.59585728738158,A,A,-154.88063303655426,D,D,A,E,89.7389292835999,0
Mental,59,D,B,-197.4841419513202,D,B,C,120.21386679491759,20.383301817367144,D,E,87.11007150580619,E,D,E,C,124.57049457434614,0
Physical,46,D,E,189.26301601477775,B,A,D,-51.12814367594834,-27.264463578871272,E,D,-74.1414422290781,D,A,D,C,-6.359601979652324,1
No,39,D,B,-4.089933449022605,E,D,C,-73.33556638605728,33.165301593228556,A,C,12.605657203204434,E,D,C,A,43.89006326626993,1
None,23,C,B,-34.59889733650944,D,B,C,-30.1219990640973,59.536777172687,B,C,-71.77421111338121,D,B,E,E,149.00398768741925,0
Mental,51,C,E,-60.90461616116831,D,D,E,42.59061265591633,33.3567541404887,D,A,11.210635504595267,C,A,C,D,78.3552266612726,0
Both,22,B,B,-206.87277363421293,A,C,D,-34.867886384016636,-148.12082268271917,C,B,19.553810611584854,C,A,D,C,-36.05461401459801,1
Yes,44,A,C,-8.297812694731043,A,C,A,-54.722358309874444,79.46098400178259,C,B,102.62628795794085,B,E,B,B,-30.598853912174302,0
Yes,42,C,D,118.41818162068533,A,E,A,-148.45640259857106,106.35177872998707,B,A,113.7948816186136,E,A,C,E,57.25250720931341,1
Yes,54,B,C,-140.44955832373492,E,D,C,-25.87968210815841,33.81997937994395,E,B,-174.00926573692973,D,C,C,A,110.18088740999312,1
No,68,A,C,24.35045781977114,C,B,D,82.18833252708373,-54.88442180272729,E,C,-42.26215239131799,E,C,B,C,-46.66699623040598,0
Physical,69,E,E,-10.653704383814361,E,E,E,-58.02638446274856,-33.5752662579977,A,D,-92.17920841907998,A,C,E,C,1.3434226852695834,0
None,32,C,C,-14.964200595747501,A,C,D,-75.1039169358592,4.94134256211412,B,B,51.140856415238545,C,C,D,B,149.17771845518678,0
Mental,72,D,A,-74.57592338807066,A,C,C,-28.465768714046565,-71.08697795084953,B,E,-80.07915300412492,B,E,B,A,-141.50558906677858,1
Yes,43,D,D,203.54402105115335,E,D,D,-204.52531297807232,43.87712564581126,D,A,12.998021499102308,E,C,B,A,-5.5736635827715455,0
Yes,38,B,B,98.82562603792958,C,E,C,71.90168379773922,-59.96938994113299,A,A,-110.26040407331675,B,C,E,E,43.95437711311137,1
Mental,75,D,A,61.1384080446403,C,C,B,25.850056631856045,-156.8166844285667,D,C,120.32128325318332,A,B,B,E,47.05781960146146,0
No,60,C,C,-84.42311745397313,B,B,E,105.60844877042508,-16.808673594699716,C,E,36.58840143291651,A,B,A,C,104.34973413207582,1
Mental,42,D,A,23.623448714741908,B,B,E,-139.2880576331337,-96.81360116162129,C,C,-18.92381219709569,B,E,D,C,132.91168742796563,0
None,58,E,E,-76.40757381664287,E,E,C,-173.7236057790041,-117.25407780500615,E,D,20.3505335816786,E,C,A,A,122.72745214702184,0
No,37,B,E,-33.225572678928756,C,A,E,-11.818674216868905,208.90326031881773,C,D,-8.20550761728676,C,A,B,C,-38.14580276163151,0
Physical,51,D,C,89.5868515037084,D,E,D,156.64635223972155,-105.34680493024722,E,E,5.679669032060859,A,A,B,A,-196.63888680130688,1
Mental,38,C,D,-118.65432050544669,B,B,E,18.713968425107907,103.1376621696189,C,D,-75.17862340186397,B,B,B,A,-120.2169730017095,1
Yes,59,E,D,-54.19677565120913,E,A,A,89.94125459814396,90.28864712498289,B,D,45.87640026689222,B,B,D,C,108.0574405867039,0
Both,62,B,A,35.45699938269938,D,E,E,43.83656032891478,85.87538147730749,E,C,30.399173389162698,B,A,C,A,-99.72727321398757,0
None,30,C,A,-98.62144330359274,C,C,A,12.70844858824943,21.196876777829367,A,E,-90.62358982346618,A,B,A,B,188.08061514366423,0
None,33,A,B,83.68303159930683,B,A,B,219.08223774090044,-80.72209329831854,D,E,128.41887240870676,B,C,E,C,15.276704756390183,0
Mental,57,A,E,-140.83973407943256,E,E,E,305.10091706143373,71.15716715851305,C,D,72.03545141150177,A,C,E,D,-61.11650710432923,1
None,46,C,D,-72.33002037070473,D,C,A,-41.50381202029656,53.80047316038048,E,D,85.02572805139857,A,E,E,D,56.48052960447815,0
Mental,34,A,C,-4.300429120618967,D,A,E,-72.39662810099287,-87.46998531098285,D,E,-35.61595705316813,B,D,B,E,-111.43607138746911,1
Mental,41,C,A,-202.43867451339227,E,D,B,-118.73065159480032,-32.581549237175025,B,E,2.8608585942397466,A,C,C,E,-11.32659673805862,1
None,70,D,B,54.64133624976591,C,B,C,13.914177029183763,-51.023958031277395,A,C,41.02050046096749,B,E,E,C,184.50354324825992,0
Physical,75,B,B,-70.30101115565964,C,C,C,59.94737860342756,-90.4934387358113,C,E,-127.90342760569399,C,E,A,C,-79.07213321561458,1
Yes,23,E,D,146.6362384071709,C,B,D,-209.33854325204106,166.61770517069476,B,E,128.93498662148178,C,A,B,D,250.69079953124427,1
No,70,A,C,77.30349499180863,C,E,C,-7.848464383254829,61.87186607235373,A,A,-103.3198928731033,D,A,E,D,32.4977441404376,1
Yes,28,B,A,6.9751806142973924,B,E,B,-63.895326954047846,-0.11460811102924473,C,D,-32.91092471308596,A,E,B,A,-34.47871708272771,0
Yes,38,B,C,-89.30400259854139,A,E,A,126.28970820441552,-59.28423751782786,A,C,42.467865269813124,E,D,D,E,94.77984169249814,1
Yes,65,E,C,-103.64631116538183,C,E,D,89.32167648688106,-100.22183878949842,C,A,154.5157425614248,C,B,E,E,36.56598208851818,1
None,40,B,D,100.38439285209722,A,C,B,259.916197818865,63.61428670343593,A,C,79.12593415751438,C,E,C,D,5.953238169161737,1
Yes,35,D,C,162.62347451083883,B,D,E,89.84891771177567,-84.26775409810973,D,C,-80.98169994032897,A,B,D,E,19.665550665488613,0
Yes,23,E,D,88.8421961357615,B,D,E,-157.41385813734675,117.52567849455875,B,B,249.99792806886654,E,C,B,C,46.325444210747094,0
Yes,65,D,D,90.80288845996061,B,E,B,16.302490650807137,43.52987188992623,C,C,103.79234350668662,B,B,C,C,9.125461214932539,0
None,75,B,E,-102.99791481049603,C,C,E,-78.61372924860338,12.439192905555679,B,A,-78.24733553779745,D,B,C,E,-118.90096431686878,1
Both,70,E,B,47.872357142349685,A,E,D,-87.64273440337415,50.03618338516333,C,E,151.98484705886943,C,A,E,D,-131.01469353117378,1
Mental,22,A,E,61.94380058786479,B,A,D,73.51683771772889,101.54432060113332,D,A,83.58341425991706,A,A,B,C,256.70102564383006,1
Mental,42,A,C,5.847831930144645,E,A,E,-44.5008910206724,100.19795198199861,E,B,-27.026974117974227,E,B,B,C,-19.290356386782367,0
Physical,35,C,D,91.3034311817562,D,E,E,75.6318328026245,-53.313324374741356,E,C,-26.280115615720863,A,D,B,E,4.062315316191057,1
None,65,D,B,-116.88310146575185,A,D,B,188.42995235221684,35.359426431591324,E,B,41.37631777235418,C,D,D,C,45.17614833802712,0
None,28,A,C,69.78312321676141,D,A,C,31.743023219242644,54.642506506734534,D,A,182.681763616203,E,D,E,B,-39.20857390036425,1
No,71,D,C,-46.664329285329806,B,A,C,44.9894452836025,118.3607441679269,E,D,51.54864720026971,A,E,C,B,-69.48441734846575,1
Both,53,D,A,-78.41456318043855,E,A,B,56.03000097501176,68.41291311645784,A,A,-21.6646495185083,E,B,B,E,-16.420779285810863,1
None,24,C,C,-16.017335597126323,D,A,C,87.17999863045213,-255.947211436904,C,A,-34.4972588112711,B,E,B,C,129.9574355884453,1
None,29,A,D,57.78102084270008,A,C,A,80.61202209538227,88.1310398501885,B,A,60.07567519171467,B,A,A,C,-107.43690987015688,0
No,73,B,A,180.16847046431286,E,B,B,-46.193000806961514,-101.36724098824892,E,E,-51.273777314556135,C,D,D,D,-35.02335675411672,1
Yes,41,A,D,-38.68768225736115,A,B,E,128.674489386713,57.09696852213547,D,B,-82.82198462634882,D,E,C,C,-123.82731023429608,0
Mental,78,E,C,-70.56601238286831,E,E,D,206.0822120876173,107.70470959322182,E,B,-20.182286707797186,C,C,C,B,-79.85827128477,1
None,60,B,B,46.932839218026345,D,C,E,58.88144031174048,177.32940157415345,B,B,-9.475845003142052,E,C,C,E,-72.27894710497189,0
Mental,20,D,A,-46.451574084823015,B,D,B,-35.88046508929932,-45.13356015509806,A,E,-59.8344684727837,A,C,E,D,53.22248721443415,1
Both,27,A,C,-45.84319488246771,A,A,D,123.81105674710373,21.941040527422423,C,B,124.94942504383305,A,A,C,D,36.99439378485234,1
Yes,41,A,A,-172.94088470426246,D,C,B,10.864027932020978,57.09402268017979,B,C,162.30533358544903,E,E,A,B,-121.78647818006685,0
None,52,C,C,18.443231885264357,C,C,A,-165.67510111814033,30.948022286048577,E,E,46.870461611223796,A,D,B,C,-159.32836238667375,0
Mental,28,D,B,-104.84074929980909,E,E,D,321.18249844429647,-13.331434505822564,E,A,-52.824517060004396,C,B,E,E,247.00267388133565,1
Physical,54,E,A,-50.101577708295906,D,C,D,52.40766491471452,-49.3013961227906,A,D,-54.87454420788032,A,A,C,E,86.80844465533625,0
Mental,59,A,E,-66.77905743233377,B,D,A,24.821688029372936,95.46977367587795,D,A,97.2850581115496,B,A,E,B,-22.311036613338718,0
None,61,D,E,-158.79097803096246,A,D,D,-56.61038564078971,-95.50567961622338,D,B,-88.7337504867687,E,D,C,A,-13.363232882544523,1
Mental,18,A,B,-224.25750129344948,D,B,D,-31.742385916742112,47.95764114423247,D,B,-66.63186030063231,A,D,A,E,33.97389778220774,1
Yes,57,B,C,46.38089649575548,E,B,D,-44.428113503288685,-134.18085681501393,C,C,17.16143402098072,B,B,C,B,16.366749063167056,0
Both,32,D,C,-152.8094116695369,E,C,C,126.90918369005557,-185.3502282507529,A,C,81.05587727577436,B,E,D,E,89.51495741562483,1
Yes,62,B,B,-105.49471566986253,D,B,E,91.75196967318179,-157.92629706326923,A,C,25.92855704564805,C,E,B,E,129.96473019304915,0
No,45,E,A,-115.45131487843905,D,C,D,-15.171615909877245,-87.15860848442873,D,A,5.4524341973288655,D,A,E,E,-24.911067276719475,0
Both,77,E,C,89.00833623303953,A,C,C,-42.05515949639104,101.25901737055203,C,E,-101.71034106579478,A,A,B,A,-162.2539962169017,0
No,59,D,E,-149.89436860833194,C,D,A,-28.80009843934319,9.70158426021082,E,E,98.59408420763525,C,D,E,E,-137.04424610727344,0
No,34,D,A,6.844113730087198,E,D,B,24.67328860730477,-98.40009075931872,C,D,13.926168212415146,B,A,E,C,-60.07642077806541,1
None,39,A,B,67.92906659033045,E,A,A,193.76960337410227,-144.9846401966478,D,B,32.02232848176082,B,C,B,D,-52.43834746708666,0
Both,79,D,A,27.377883539482557,B,C,B,-140.0958119810694,5.371028589565512,A,D,122.45372185585033,E,E,C,D,125.96530729701769,0
Both,26,E,E,58.85839031989107,D,D,D,83.83698324729761,-157.15320027881359,B,A,-183.56615795654074,A,A,E,A,-93.49052970636778,0
Mental,28,E,A,-115.52613903020912,C,C,A,117.29391616132344,49.46275701252235,C,E,-54.28939330778807,D,C,A,D,-305.72581282144614,0
Mental,25,D,E,28.2666237262078,D,C,C,35.74899999613831,-66.65535478842169,B,B,65.28688745472093,C,B,C,D,104.68236882540076,0
Physical,19,B,D,-26.032671225800396,B,E,C,-190.392834229445,-67.9983715397168,E,B,-134.4889384973625,B,C,B,E,62.36602291167246,0
No,40,A,B,-40.99116293073317,E,E,C,30.836749160075467,24.687191701529528,E,E,115.12777840031816,D,C,D,A,-104.53050209662915,1
Both,46,B,B,204.7508352499511,D,D,C,49.46630112451036,150.08865345896763,A,B,-68.76944002529412,A,C,D,A,155.91723279379553,1
No,65,A,A,-133.8219032588276,A,B,D,-13.15278533606516,133.76550033430877,D,C,122.41774125428293,E,A,D,D,119.99866679807587,0
No,32,A,A,44.869199266450735,B,B,E,-33.6650644226291,61.001004650107205,B,C,-34.19758106923552,D,C,E,B,54.17797615859696,0
None,63,A,C,-41.3015865873079,A,D,C,-34.31206404105515,58.66107855135469,A,D,-41.006758550729685,D,D,C,A,-19.638435632052314,0
Yes,47,B,A,223.3505823325379,B,B,D,19.22052393835329,-274.5930056374414,C,C,-74.77653537328962,B,E,B,A,-13.02574525539465,0
Mental,39,B,A,154.4978687249117,E,B,B,61.50243247600136,4.191226804705433,B,C,191.06081296803896,A,C,B,B,-52.023578932423554,1
Yes,63,B,E,103.57111041941248,B,B,A,153.34454350263843,0.7379433094727871,D,C,-5.503462914153587,B,B,A,B,227.314349374541,0
No,65,B,C,156.68152025422665,C,C,E,28.123143019037293,30.353052226204635,C,D,82.48062046657721,D,A,A,C,-125.1375091194155,0
None,55,A,B,-58.22932516718182,D,D,D,-50.54158832186234,-144.65733834989157,C,B,146.48580875749718,A,E,D,C,-52.690400037810434,0
Mental,62,B,C,29.959205196584605,E,A,C,18.37231024962239,69.84713693482281,B,E,22.59839582976001,C,A,D,D,-117.45223583526246,1
No,38,B,D,-16.523612210942716,E,D,C,-129.7283636854875,-1.471417448074565,B,A,-38.85599624363692,C,E,E,A,16.780719292357485,0
Physical,62,A,E,131.40214193288037,D,E,D,16.85127282377606,-0.3945421512204745,B,B,28.64231761471267,E,D,C,C,63.09728517332065,0
Physical,25,D,C,37.43889423352456,D,D,D,80.57229937418013,159.06288071514157,D,D,119.9800939066642,C,A,B,D,-20.87596999369786,1
Both,43,B,D,-52.53949485842284,E,A,C,103.96235354767813,-124.63784935165646,B,C,-62.82177596799505,E,E,C,C,-275.52171488920493,1
Both,78,D,C,-150.2810493853879,D,E,D,-192.2767671938866,98.4581249719413,E,E,147.812204489164,D,A,E,B,-73.94164960668537,0
Yes,25,C,C,60.873907547582775,A,E,E,99.7505803906556,47.34963047427761,B,A,-55.41373150502078,D,B,D,B,124.65949453951772,1
Physical,43,B,B,117.36881348949967,D,B,D,79.67357676977551,157.66646620863293,B,E,-105.42526478288492,A,E,D,A,-46.24221559383897,0
Physical,49,E,B,-15.664287017699976,E,D,A,102.82764869691789,53.54287734645271,E,E,-10.821684969705423,B,E,D,E,33.173712631559546,0
Mental,20,C,E,-132.76782612988467,B,B,D,-93.2632610595272,64.16582462900749,C,B,-45.275278744203874,B,A,E,B,53.12172303043155,1
Mental,74,B,A,-146.67099896205838,E,B,B,-54.9393829196028,59.96418818724355,A,E,-91.53834576950898,C,D,E,D,-7.6567871799338025,1
Both,64,A,D,4.789317491580104,D,D,D,-90.39850667029665,-63.237821210231616,A,B,-180.56739409941787,C,A,A,B,55.66938686739361,1
Both,70,E,E,-65.30226198366444,A,B,A,-147.03665049153454,20.85335847791385,D,C,-238.8518793140906,A,E,D,B,40.23060372725281,1
No,69,D,B,-18.667675406160242,B,E,B,121.676154006491,138.0249228901335,C,A,-71.0605720937936,B,A,D,E,-8.739736296930996,0
None,45,B,D,5.056226557563344,C,D,A,-51.11983867841114,171.48766927949626,D,E,-82.7583315610615,D,D,B,C,-31.32937960927243,0
None,49,C,C,105.67554759538977,A,E,A,-99.80498834939796,-29.7285004885167,C,A,5.205657989542819,D,A,B,B,-29.229299015628087,0
No,77,E,D,269.5522583511118,A,B,A,-118.01192472755608,-26.28576313334573,D,B,26.535050600321703,E,C,A,E,-12.505416191081437,0
Both,63,E,A,134.21930115383284,A,D,A,74.48765739199334,80.32795866689209,D,B,-56.23062527620634,C,C,A,E,229.41462979233555,0
Physical,55,E,A,0.7654735264100601,D,A,D,-51.16859000010342,5.805410680776895,D,A,87.68597007869488,A,B,B,A,-112.5558529682087,1
Both,32,E,E,81.67168051898335,A,E,D,42.605318736013054,66.26249134909287,C,A,181.7894134351768,E,D,A,D,-5.043851043143553,0
Both,33,C,C,84.54397158168621,D,D,A,-207.98656812134752,-34.811067552607426,C,B,-77.1533650458982,B,B,C,B,42.31680337528164,1
Physical,74,C,D,200.62867089274712,D,E,B,-89.1910626619772,22.379886577091543,E,D,12.605392811721769,E,B,D,A,-63.48457920123973,1
No,37,A,B,-77.71684662711658,C,C,B,-14.226137293916238,-49.342458769304535,D,A,-16.834200548144548,D,C,B,A,70.47028261317429,0
Yes,45,E,B,110.53055108303276,E,A,B,-13.122263243261978,-75.89280158095848,C,B,131.6938147827603,E,D,A,C,86.25722474677374,0
No,78,A,E,16.89457202847085,D,B,C,329.2231620763562,-24.433330756337117,C,C,192.82368668403538,B,C,C,E,17.562759703191418,0
Mental,50,B,B,167.9856040534982,B,D,A,-52.157151999756344,51.87677843815327,C,C,-106.65409210604079,B,A,E,C,5.417825576009369,1
Physical,66,B,C,-10.440998233999473,D,E,E,50.32701078050946,-97.58838781048405,D,A,-48.2886301321571,B,D,D,C,-11.112121026249012,1
Mental,61,D,E,-60.03747461216516,B,C,A,8.31155638746386,10.952082368393395,E,D,-48.77113475806814,D,D,D,C,-23.163877985452704,1
Both,72,C,E,6.61133494326198,B,A,C,88.59811945989509,-84.75258372845515,B,D,174.33184495958633,C,A,E,C,10.994060196659932,0
Physical,62,A,C,44.22057491763394,B,D,C,-50.29328750283945,11.16133292300354,C,C,73.47616713632499,D,E,C,A,-70.34689096102781,0
Physical,74,C,D,-3.4305893979025184,C,B,D,-8.49334253381942,-119.13906816149671,B,A,-59.932773295161766,E,A,E,C,53.89825722692536,0
None,79,C,E,10.104381805044365,C,D,B,-178.64199386477912,94.46853039405973,E,D,-63.128056507921535,A,C,E,C,-142.8740566588295,0
No,41,E,D,119.61754447659638,B,A,A,-74.71962145967171,-58.81931097466241,C,C,18.129908688978812,E,C,D,E,-13.690856981149036,0
None,23,E,C,23.82160567661147,C,A,E,-133.25081682181107,63.64965904674749,D,A,-76.04472176744744,D,D,D,D,141.0057661469355,0
Physical,47,A,D,22.738078069304386,C,E,D,177.00888457137515,55.713580184918484,B,C,90.67498074457734,B,E,C,B,109.62513409334495,1
Both,26,E,E,-68.18695738844539,B,A,B,-26.563393868642844,110.63721534408133,B,D,58.58611202455868,C,D,B,E,161.73517904330467,1
Mental,48,C,B,-56.410724779233725,A,B,E,-130.13473911074686,63.96206323601896,B,C,-105.25465310487918,E,D,E,A,-41.93193698443357,0
None,65,C,A,-147.71207810387992,B,D,E,-19.150256318277364,-20.805774027152008,A,C,-40.45210529911846,C,B,D,C,-92.17528352549816,1
No,20,E,E,42.05866015787502,C,D,C,197.5797483652416,60.262541161418696,A,A,196.07487417546815,C,A,B,B,78.48565708172302,0
No,53,C,D,-23.443816130275984,E,B,B,127.64796270096845,80.29586350528824,A,C,61.63336674844396,A,D,D,C,-64.67736628610396,1
Mental,65,C,D,106.6566042393172,D,D,B,48.354317298363405,-75.20757456417229,E,A,-135.84944489872345,B,B,C,A,79.88465297592178,1
Mental,55,E,E,-59.42409373921148,C,B,C,-51.03987441432376,-82.65027387061751,C,C,-18.122903552547026,C,D,E,C,31.691858075812046,0
No,27,B,E,88.79242609343841,B,E,A,-131.62815297823454,-249.85486922614803,D,C,72.97490909688956,D,B,B,E,-33.500337306321285,0
Physical,59,E,B,-133.11954748025835,E,B,C,32.381331010441805,-23.777608515646268,C,B,67.7228494739608,A,A,E,A,-29.983787495524172,0
None,23,A,E,-53.34081550753734,E,C,E,-50.11528189407402,-143.19350283901656,C,B,-117.16344127291005,C,A,C,D,12.001961585840142,0
Physical,72,B,B,-72.30522046074685,C,E,D,-73.705760619974,166.38512108306003,E,C,-86.35314218846293,C,E,A,C,-56.97796733302335,0
Physical,20,D,A,-53.77579824239024,E,C,A,-44.72767757933115,-165.296053242213,A,D,170.6519584845336,D,A,E,C,-182.32637855743152,1
None,70,B,E,-154.23321046364765,E,A,C,-33.35577984471667,-55.40888448780472,D,E,68.36519135058884,C,E,B,A,-64.23423680633537,0
Physical,59,B,E,-33.1810199891506,B,B,D,71.77930182145981,-113.01071113475165,A,A,116.15937628090303,C,C,D,D,179.71313835144386,0
Both,76,D,A,169.17397336899336,E,C,B,-119.60621210095408,-73.2400004967194,A,B,39.181304903526424,B,C,A,E,11.302518728407858,0
None,30,A,D,209.97285178258647,D,D,D,-82.61099590025405,57.465343267316435,D,A,-163.15787814857237,D,A,C,B,-28.531029078921687,0
No,54,C,D,-6.920266055228372,D,D,E,-118.43998930812631,88.71466558680879,D,E,-141.84784054025715,D,C,C,C,-4.826349100391523,0
No,51,B,E,-38.571756097415616,D,D,C,-84.68299880887506,-10.266433552042772,B,D,99.83503005175885,C,B,E,E,49.4775222043086,0
None,22,D,A,77.95339014179189,E,A,C,-39.756288219147834,137.3837464588381,A,A,74.37877121447205,A,B,D,C,-96.6177693863931,0
Both,52,B,C,-43.939473507256615,A,B,B,-41.39538013258246,112.55722137621096,A,D,41.36164000409621,C,C,B,D,-97.24190087535113,1
No,50,C,D,173.3113196710359,C,A,D,-250.65915212035844,-8.65698970041994,D,D,18.058644474538177,B,A,D,B,9.339825923751494,0
None,38,A,B,-107.46319451069574,E,B,A,-64.58599365943219,120.86597337739464,B,D,-39.60365035556803,B,D,B,B,92.07171613140291,0
Both,53,C,C,-16.258913569596096,E,B,E,172.0707007035359,-45.68595385454317,E,D,-168.49163585330453,C,B,D,E,2.0218776735490103,0
Both,70,B,B,-133.60284410216227,D,C,B,30.054636397628055,-35.68819165765008,B,E,-68.21383395388955,D,C,A,A,48.27590384355798,0
Both,50,A,C,178.03255409585134,D,B,E,-103.50839560680394,188.51248282169576,E,B,-15.959843707999738,B,E,A,A,110.7363767058357,1
Physical,72,C,B,66.27865879283964,A,A,A,148.2394753382171,79.42584879125758,A,C,-99.2056415729262,E,A,A,A,57.15898489899768,1
Physical,36,C,D,251.11384472675743,C,E,D,30.51461282388554,-167.37742827373918,C,D,227.9383213044389,C,B,B,C,104.52402149697903,1
Mental,64,A,B,45.93838609856396,B,A,E,-122.55016191461685,-123.27044274595079,D,E,-78.43976046364021,B,B,A,A,37.676673477046734,0
Mental,25,A,B,17.158503475338737,A,B,B,25.736532235214,-132.06979678176563,E,C,11.584364828517625,B,A,A,A,74.68689920755166,1
Yes,19,B,A,28.585858511300867,E,D,C,79.18284845182913,348.1801683997322,E,B,101.5388956553527,E,C,B,A,-4.240194816723866,0
Physical,57,A,E,123.7068339301186,E,C,E,-16.06027223414717,68.60011606016833,C,E,104.41831677371619,C,E,A,D,-39.64045021868977,0
Physical,50,B,D,83.10410674843688,D,A,A,-108.66596964195104,201.88243054682098,B,E,0.8367239804146949,A,C,E,E,7.418316570244306,1
Yes,36,A,C,31.042688765517767,E,A,B,-42.82586634673899,66.86635511650432,E,B,0.10167982792033867,D,D,A,D,56.74724044998496,0
Yes,45,B,E,-21.36342075587268,A,B,B,157.11508131218542,-23.070314310232042,E,A,-208.15910957364883,C,C,C,D,-43.34079964575268,1
Physical,34,A,D,-20.807526677760105,B,E,A,-17.892171013183958,127.5395471142523,C,B,17.38696205813485,B,E,D,E,112.95555790302639,1
Physical,25,B,D,222.1247667066837,C,B,A,3.3392681473963792,73.64155978653241,D,B,-31.4299468303154,C,D,E,C,93.20914085809558,0
Yes,24,B,E,105.76019592455499,A,B,A,-94.79962094425525,111.45747335352073,C,E,109.16946253417588,D,A,A,D,-8.904173786925353,0
Yes,65,C,E,-31.491572868311803,B,E,A,65.38011568268584,-180.36831835815656,D,D,236.27670074426464,C,D,E,B,-93.53233896355,0
No,38,D,E,-58.729580966624354,E,B,E,-10.534844797261409,123.52918045888713,D,C,-176.65405016460014,E,E,B,B,134.8252593771921,0
Yes,60,D,C,89.06959961509949,D,A,D,6.4287286517662965,98.00387084462801,A,B,49.736177004375485,B,C,C,E,74.57572584573249,1
Physical,62,A,A,23.26314590196557,A,A,D,44.86028171924005,-109.28996440799261,B,B,-34.502745783760865,B,D,B,E,-60.678711357042324,1
Mental,77,B,C,43.98097959411608,B,D,B,68.1833734392535,268.84037089099127,B,A,-28.36895497430155,E,E,B,C,194.19957848950676,1
None,18,D,C,51.100616526994436,A,C,D,41.7522796815703,-56.72410336220186,B,E,-39.70348981761407,A,D,B,C,53.49862297257211,1
None,66,A,B,-5.662862902480327,E,A,A,-143.25298697022575,-25.17191466287939,C,E,78.02702336875187,A,D,E,B,23.627323141072246,1
