orientation,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,target
Heterosexual,C,A,133.73576184237857,A,-31.149344683407083,D,E,C,A,-27.930151118579573,-28.376846387806133,0
Heterosexual,D,B,15.480526983198464,E,-181.1564660351866,C,E,B,D,123.36995559222548,57.39002785852184,0
Bisexual,C,A,170.69928781272478,B,38.48288910524574,E,A,A,E,34.55869934870946,-0.7780214686370562,1
Bisexual,B,C,-69.31555220140008,A,188.51803497772494,B,E,D,C,131.82273954708666,-27.927539676404635,0
Heterosexual,C,A,-155.57041924792983,E,83.36334636739473,D,E,A,A,150.19258913776451,67.66711277081713,0
Other,C,C,-87.83758572252667,E,-3.0380221097599027,C,C,B,E,-61.99418108151584,-43.17704129101358,1
Heterosexual,E,A,-78.03060516785195,B,147.99829081539005,C,D,C,C,-51.1878658247813,69.36210632715364,0
Other,A,B,-90.45245944480243,A,-42.53194166636555,E,B,D,A,76.23397388348972,-77.97696948830884,1
Bisexual,A,C,80.79697551371459,C,19.762605013539954,E,B,C,C,-37.35403392102236,-261.6913824381713,0
Other,E,B,-65.21741705922636,E,38.679701995097936,D,E,B,A,83.23910055354946,0.6349895864182227,0
Heterosexual,A,B,11.09205372124276,B,-128.5467663526735,C,A,D,D,-239.41664959789,160.01704903105863,1
Other,E,C,-103.65203023074359,B,-47.35550645155052,B,D,A,C,90.16027982155319,1.916614762856413,1
Heterosexual,E,C,-118.78262356752258,A,27.836893943662066,B,C,B,C,-32.93770701569604,12.887360440338966,1
Other,B,D,-57.40872937902215,C,-119.89113102895148,E,B,D,C,25.891471256592354,99.59786639533932,1
Other,A,A,-123.84659020246733,D,-0.6171091511737781,E,A,B,E,87.14397138877638,246.62956590075092,1
Homosexual,C,C,-71.6569691147098,A,79.46977464328184,D,A,A,D,160.32708397038448,-59.044229654975155,1
Heterosexual,E,E,7.247520448981161,E,241.73567558467508,E,D,B,D,16.755238034762503,43.40570381886439,1
Homosexual,B,D,-99.70074584293032,E,31.738547753883594,B,C,E,A,-185.80898354683288,160.2775355859489,1
Bisexual,B,C,-66.25189742960133,D,-75.93913565471094,A,A,A,D,231.46846981811885,318.4012381221555,1
Heterosexual,E,B,107.00817357491272,B,81.86755549306739,B,A,D,A,129.2131039412307,4.807691084540526,1
Bisexual,D,A,-92.123320740605,A,183.87642607579608,E,C,C,A,-178.10376363454733,234.1441649855317,1
Bisexual,C,E,1.8509617156883436,E,-69.82923205984892,C,B,A,C,103.89173768357085,-234.06552443610713,1
Other,E,A,-53.058255768890206,E,140.6562950541862,C,A,D,E,-71.08399055559137,-65.84078139281033,0
Heterosexual,B,C,52.195835977261986,D,22.79003545884154,D,A,B,D,-29.801030780279035,-27.689399896644446,1
Other,A,E,57.87567362287338,A,120.48169765465808,D,D,C,C,15.827877390497658,127.56898781524141,0
Other,E,B,-22.1422119331963,E,145.64292662588934,C,B,A,B,-33.64175572894179,20.39955248321379,0
Bisexual,D,A,-87.81295822117875,B,-15.323217395659716,D,C,C,C,-184.75997094392514,67.05077593489659,1
Heterosexual,B,E,-79.46302932617944,D,129.77374456689685,E,B,D,D,-153.62329837457006,-28.22511427328785,1
Bisexual,C,B,63.14704519873325,C,-53.88944231699049,D,C,D,C,-144.45079331892592,6.59935182265521,1
Heterosexual,C,B,-173.9233601913219,C,142.15383702127593,E,C,B,D,17.812561828313306,88.38319322696822,0
Heterosexual,D,B,-130.6507103377093,A,-203.66361074510198,D,C,E,E,-18.008742501570854,-250.88462785873622,0
Bisexual,A,C,36.82632666062263,B,102.03256967263825,B,D,E,E,-68.35923269592192,-114.7586738864203,0
Bisexual,A,A,24.726058956452597,D,-60.704406466158,B,B,D,B,-6.860710966965522,-55.02827114563901,1
Bisexual,A,B,-84.57438868108636,B,54.307852586762905,E,B,A,D,-10.149517119652977,-81.27095224083756,1
Heterosexual,A,E,49.60666505383851,B,17.40520582757557,B,E,A,D,25.87217048348947,-20.404630456327098,1
Other,C,E,87.54949920580292,B,-67.35428845803798,B,D,A,E,-59.703242192103964,72.05360584919231,0
Homosexual,A,A,196.5744108915867,B,-76.73763937115953,D,D,C,A,157.03433660440675,50.17325708461794,1
Other,B,B,-17.862936680279894,D,37.316332189359855,E,A,A,D,-29.67948129725549,44.56914452114747,1
Homosexual,C,E,-75.49547928612131,C,-47.71351823660793,C,A,B,D,-78.07337171474589,-17.5243051342097,1
Other,E,A,143.28441082803744,C,-250.1303871094622,C,D,A,A,241.84721598884386,163.42524545522195,0
Homosexual,E,D,48.36183108269195,E,-190.9011507014553,E,C,D,B,129.82707984269274,-59.23292107562784,1
Other,B,A,84.34460692177052,D,194.0828393800714,D,B,A,C,44.39616367037833,2.2405376051820793,0
Other,B,E,-62.38874876659738,C,-61.76235771319677,A,D,D,C,-62.03193716645325,-153.21682740182345,0
Bisexual,C,E,-23.980608011099637,C,-36.98360639685305,B,C,D,D,-32.00782638185593,88.77932748449152,1
Other,A,A,-42.7881602918513,B,2.004564111618219,B,C,A,D,132.6763239083354,86.31615879750002,1
Heterosexual,D,C,11.848942690529105,C,108.34692918403792,D,A,B,C,31.106002718386417,93.94457160355451,0
Bisexual,E,B,169.28889019494443,C,50.657250500957076,C,C,D,E,-11.551077309194401,-9.074218133046966,1
Homosexual,B,D,116.7118922230767,B,-38.410205272075636,B,B,B,A,-196.2439253379595,-32.67900918157785,1
Heterosexual,E,B,-7.667793787994322,E,-8.700030875784455,E,A,D,B,11.742021104562324,-70.34316707150973,1
Bisexual,E,B,110.9492805795409,B,-163.85125217472196,E,D,B,E,-92.36979694985237,43.473767680528034,1
Homosexual,D,D,-164.22831371697882,D,-113.97942445350002,C,C,B,B,-67.18147475715487,-57.50333386578023,1
Heterosexual,C,C,-67.83610261199206,A,-28.239465520007638,C,C,E,E,95.65859945085978,160.7620064916232,1
Heterosexual,D,E,60.14308537968381,D,-73.05444516624715,A,A,A,D,22.471160348156932,103.90409009871901,0
Other,B,C,-113.95095287194212,D,-2.860538726740008,A,D,A,D,82.96122570134708,89.15638474827003,0
Homosexual,E,C,122.44087849499203,A,25.953400098097102,E,A,A,C,89.66532516719313,-49.49021466878297,0
Other,C,B,-185.56804589159336,A,-113.24322519855967,A,A,A,C,45.268647111759265,-3.1971108182706423,0
Heterosexual,B,A,200.3305424269615,D,-49.201142787630374,E,A,D,B,47.94519236587603,-6.685978715150909,0
Other,C,B,-40.616025532797245,B,-125.00106840202068,A,C,C,C,-84.57893591594829,26.495243289891153,0
Bisexual,C,D,-17.533485704988767,B,23.041382741863483,B,E,B,C,-8.521369425834399,-126.10456933828995,1
Bisexual,B,E,-30.085348915334947,C,-17.843531818232044,B,E,B,C,-0.11665971496492482,37.72625937952678,1
Homosexual,C,B,61.82124328932187,D,128.6597423889163,E,E,A,B,141.7505068574868,216.71773059837142,0
Bisexual,B,B,-33.26998090701339,C,-42.612983004589246,D,D,C,A,105.4267206450744,153.32696506825684,0
Heterosexual,D,C,-162.21427052288448,E,-39.51449383893874,B,A,E,C,-83.67529983133461,27.329352372844863,1
Homosexual,C,A,-216.68778117157018,A,-324.8988265254302,C,E,A,C,-154.76340725468685,29.88150310181587,0
Bisexual,C,E,-194.94700617843833,B,-239.98047416290143,C,A,E,C,-34.55223954509182,60.987947627670124,1
Other,D,E,-63.25727870228265,D,0.02275377581523248,A,A,D,A,20.104333707165924,-5.4626972594298095,1
Homosexual,D,C,-65.9247104413532,A,-61.56146953252611,B,B,B,D,85.63042951819189,-2.3328472810786005,0
Other,E,B,100.35373172660738,D,36.771608873146896,A,C,D,C,-37.43135370688127,118.69477209129687,1
Bisexual,C,D,203.8353094157583,B,-73.69799299554785,E,A,C,D,66.67519929232184,-71.12026839546613,0
Bisexual,A,D,-70.75342032053112,B,-16.838530465224444,D,D,C,E,85.07480252753568,-43.317954362624526,0
Other,E,B,-29.579926020697695,A,24.271884851855717,B,B,A,E,-13.305077291342341,-91.78374533264822,1
Bisexual,A,B,45.22932409861914,E,107.68711860956526,A,D,B,A,72.12153086440351,-79.74986680296718,1
Homosexual,C,B,40.11590126918872,D,-83.90755122003029,E,C,B,A,64.37570287346294,96.99549330932915,1
Heterosexual,B,C,-29.376124710971208,D,-84.55246069279264,B,C,A,D,-143.55770327210607,158.12098447249247,1
Bisexual,A,A,-74.13178474845787,D,-113.88121760037325,A,A,E,D,12.54494590074514,177.66432582673798,0
Homosexual,D,D,-65.05177528889804,A,-89.80953182081493,D,E,D,E,-46.27029974581598,-46.539548043539966,0
Homosexual,E,C,-4.751615154742892,E,-0.9118461117709531,B,A,C,B,6.337980084466249,223.9569553748359,0
Heterosexual,E,C,-14.342731100145645,A,-137.52617585627632,C,C,A,E,-59.36511068298715,-53.53939049558255,0
Heterosexual,C,B,87.89748007361823,A,12.094604543218141,A,D,A,B,-24.57618797294863,39.720825650385,1
Homosexual,E,E,93.75846788244444,A,96.80898161683757,D,E,B,E,211.98267107110476,-101.63387532759273,0
Other,E,A,-163.62741461017904,E,149.74200861569096,D,E,A,E,-82.62448001721367,35.161669164660545,1
Homosexual,B,E,80.12865341345704,C,100.55168942551501,B,D,C,B,-14.843500102041416,-52.45539036608936,1
Bisexual,D,A,197.58167795356707,E,40.29039904601334,C,C,D,D,130.25815959633005,33.9573961711608,0
Heterosexual,E,B,22.44146427761195,D,-10.56671146212281,E,C,C,C,-71.31930298077745,187.9393330844564,1
Homosexual,E,C,56.31057044961225,A,-79.67593768996787,E,D,E,C,32.341591443800866,97.21687028038711,1
Bisexual,E,E,131.06060068541225,E,129.56199497557742,B,C,E,E,-162.9562305629297,29.335269764166235,0
Other,C,E,101.1369458138023,A,60.98745392484381,D,D,E,E,0.6435076032218797,121.81230066623378,1
Homosexual,A,E,134.2919211961707,D,15.8755189773867,C,C,D,E,71.84088470472906,-18.187762935402887,1
Heterosexual,D,A,-47.26379404751754,B,-50.70261895514317,D,B,B,D,-63.042989356193004,202.42092447127135,1
Bisexual,D,C,-78.61451073800758,A,123.00751721235397,B,B,E,C,-1.5955084545643503,-84.91226158224201,0
Bisexual,D,A,-26.87847613622551,E,-45.50192961116796,D,D,A,A,35.29515519319691,18.00318665704693,1
Other,C,E,147.82315676990584,D,-20.84084616452771,B,D,C,B,140.4138932507655,88.27231974432513,1
Heterosexual,B,C,-89.75285869426153,D,-159.56734654177137,B,D,B,D,-18.12525952481622,-168.84691852596976,0
Heterosexual,A,A,12.02539597412786,A,21.626515664696267,D,A,B,B,180.2206868565014,27.202210985998025,0
Heterosexual,A,A,-21.68566309377248,A,62.05835343597978,C,D,A,D,46.98516211651025,-173.9917255811705,0
Heterosexual,C,D,-14.222594361366669,E,-120.43188993829676,E,D,D,C,-6.3798800856955316,-138.6258718257369,0
Bisexual,B,B,-0.9848886534716457,D,-83.13936669016495,E,D,C,B,-28.945428283707557,-177.30274088890116,1
Bisexual,B,C,3.0536814371494976,A,-150.38110995938422,D,E,B,A,-22.72974634963037,134.93529194707844,1
Bisexual,E,E,-124.14400292472318,A,-34.52871459098845,E,E,B,C,-26.91467747963007,-153.16977931344928,1
Homosexual,C,C,-4.618652810582223,C,-216.51213894310752,E,D,B,D,125.17139652924266,-28.94104880808537,0
Homosexual,A,E,8.37726137524631,B,-145.8813586407788,E,E,C,A,141.63859604196284,195.9908911974387,1
Bisexual,A,C,-32.782439992385314,E,65.79044493677564,A,E,D,C,35.4339775198902,-27.549232760746552,0
Other,C,D,-150.70488703521923,B,-264.7475961251221,E,A,A,B,30.165620605007433,-107.35595319459368,0
Bisexual,D,D,-107.26007775342394,C,-66.93680400867387,B,C,E,E,-139.16938413851707,-245.92826909007067,0
Homosexual,A,E,-153.3375006898008,A,-50.69279038284292,E,D,E,A,34.10252645213278,-51.86201422051323,1
Homosexual,B,A,141.9236735811055,C,31.104028307360167,B,B,B,B,190.1941113043117,73.85282054998179,1
Other,B,D,226.96822670840842,A,-131.7122834046172,E,A,C,E,-156.3229658787737,-80.08373984275656,1
Heterosexual,C,B,-86.55443244445664,C,80.20188108188633,C,E,C,E,244.60506368265484,202.02433030397438,1
Heterosexual,E,C,120.82421948339346,E,136.999610150856,D,B,B,B,-20.774818620290418,61.83775030073559,0
Other,D,B,-77.98096539337818,D,-242.3226010315603,B,A,E,D,51.409579949043874,38.577895738769755,1
Bisexual,A,D,62.62579904556057,E,-3.054182254402488,D,A,C,A,-167.06125983217396,61.43268084683518,1
Homosexual,D,A,-43.36839638362319,D,73.20839576243374,D,E,D,D,26.632601736538565,96.04522302876325,0
Other,C,C,24.29959030854333,A,-15.091636502281158,B,E,B,A,99.24396107464771,138.83323469107322,0
Heterosexual,C,A,185.04085460899793,C,-67.95065510254457,A,A,C,C,103.74243096555098,-90.10694168644224,0
Homosexual,B,E,37.032474237489566,E,-174.99515102775482,E,D,D,C,-52.763144675329386,-101.31415302180156,1
Bisexual,D,D,54.45675988470546,C,219.83068486771137,A,D,B,B,75.93593945191542,-89.85590625939712,0
Bisexual,C,A,28.033566074680593,C,-69.18347343742627,A,A,C,C,-66.98792918342981,-28.904334152053785,1
Bisexual,D,C,-19.179752293563432,E,55.77291457855458,B,E,C,C,34.52863109898789,22.046751765024606,1
Bisexual,D,B,45.77113173195339,C,-86.27267191859164,A,B,B,A,-72.96542717532643,70.40894737863323,1
Heterosexual,B,C,-83.55756317046043,C,23.708442937681063,C,A,D,C,-43.74551241366929,-31.624127534137074,0
Homosexual,C,D,22.087488251116028,B,54.28930126250901,B,C,D,B,-55.128249108572255,24.944323313391344,1
Other,A,D,-120.80274765249925,D,101.20317458191113,B,D,A,A,12.860172394796976,-83.2343013832802,0
Other,E,A,87.24262718266353,D,80.73964622185608,A,B,A,B,-77.97424372384947,-110.63293973217702,0
Heterosexual,D,E,-61.02208628028757,E,132.8326987737388,E,C,D,A,-49.34023299253829,-155.98058780357766,0
Homosexual,B,D,49.06776979876583,D,138.08691884875756,C,E,D,C,-37.157789516016145,-14.49164187654041,1
Other,A,D,-45.62829741879466,A,-12.509822828534212,D,A,C,C,-21.561534509660333,36.4547398009242,0
Heterosexual,E,B,61.9040963728658,A,17.58979182175149,C,A,B,C,-11.879242251071839,97.06011410345013,1
Bisexual,C,A,-52.460836676665124,C,-137.97509608419668,C,B,C,C,36.96460996151981,48.1275245034154,1
Other,A,C,-49.86712658546117,C,12.666625956353156,B,E,C,C,35.39992913871009,188.3409109339323,0
Heterosexual,D,A,-121.65612877460413,C,98.63188499778947,B,C,A,D,65.40349159112789,-66.42375947592356,0
Bisexual,A,B,-92.41045452161715,A,117.70487643983752,E,C,B,C,-108.05925184521372,-35.812936124009916,0
Homosexual,D,E,-33.807007381535875,C,-88.90340265810393,C,D,E,D,178.3267125868928,-26.312880488273212,0
Heterosexual,E,E,-44.394403533866196,B,136.44282222315607,C,E,B,E,-5.777316879901998,-89.50647438338689,1
Other,C,B,31.520069021837394,A,-76.34327061544855,D,A,E,D,-9.894260294266054,95.2881157981427,1
Homosexual,C,C,-103.63877167489221,D,71.44435502834828,D,A,D,C,-156.99295071604982,-13.747771059477909,0
Heterosexual,A,B,17.991011171268838,B,-59.98001567064204,E,E,D,D,-62.2949487424424,-65.43377721423495,0
Heterosexual,B,B,-85.05418075651978,A,-262.9888133585927,D,C,C,C,99.736795040225,97.01215700209266,0
Homosexual,E,D,-58.94400846088105,E,29.14265040495722,E,C,A,C,99.62687618893857,-92.94925744318151,1
Other,E,B,-88.60331201690703,E,-102.6516401774787,E,D,D,C,-57.775511094970824,258.9199250549198,1
Heterosexual,B,D,-15.114320515031496,A,-52.07750786581627,D,B,D,A,72.63655273398285,-101.73347002636946,0
Heterosexual,A,A,368.60715210467055,A,-102.91541069474334,E,A,E,B,-126.87317301023397,-9.47767773205222,0
Homosexual,E,D,12.370104606447608,B,44.048617830379214,D,A,C,E,182.74117884280173,186.47498049784198,1
Homosexual,E,B,80.51573404771813,E,24.98062824648779,B,D,A,A,48.98760490607014,-108.89132292281734,1
Other,C,C,133.16196589049426,C,33.81967549331416,B,E,C,B,195.27854720044027,-0.6301128477414111,0
Bisexual,A,A,92.96609894286188,C,-7.064384545534906,C,B,A,A,79.72564076413701,-26.755041497294236,0
Heterosexual,A,A,72.52967749092129,A,-125.69386420552013,E,C,E,D,18.29057688529154,-0.35388518587566875,0
Bisexual,B,E,-2.102767986517148,D,-139.17407811181656,B,E,E,A,24.26177493479832,-88.45614284077976,0
Bisexual,A,B,-3.3371095898666,B,-132.10263027928443,C,E,B,B,-37.68640730616824,-110.20010534370826,0
Bisexual,B,D,263.7773251716097,B,-158.81779539959325,A,C,C,B,28.888894426315144,50.73753638351032,0
Bisexual,D,C,69.87912005177209,E,168.7558392338857,A,E,B,D,74.96403642111905,89.94775185434776,1
Bisexual,D,D,21.303167284866635,A,15.663592901424305,E,A,B,A,-27.772335973633428,-42.1440737157737,1
Bisexual,C,C,-34.60678357118271,C,-131.52236753006804,A,D,C,B,112.87862460512824,-85.91712311663619,0
Other,D,E,-88.88782361401138,B,-130.56980038493737,D,E,D,A,-86.2044334129075,-18.51742389709543,0
Other,D,D,137.249217115992,D,-111.76254091051523,A,E,B,E,291.6506103510558,-99.87408716176668,0
Other,C,A,-5.630280284643678,E,161.32809526809987,D,E,C,A,71.46360730024203,254.0111047949969,1
Heterosexual,B,B,-5.149079858766091,C,-16.961131553962826,A,B,A,C,153.20512038196648,69.30957897657804,0
Other,E,E,-102.02968588849394,B,-85.64449872419225,D,E,A,A,-78.97795803724121,-3.0156477860337256,1
Bisexual,E,C,-7.694671148189388,B,-8.39877829587015,C,E,D,B,187.3931458047657,-104.42454327160729,0
Other,C,D,35.56451383308648,D,-31.649352618475973,D,C,A,E,89.1605940220914,-128.33915504876444,1
Homosexual,E,A,101.48189866302893,A,-118.89185131429092,A,A,E,C,-44.309571006217936,10.656893919466281,0
Homosexual,D,B,-4.342659523749432,A,-19.677884299067482,C,C,D,A,205.92875444559812,-288.7773215561632,1
Other,E,A,83.11601574716454,A,-16.974707115732066,A,C,A,C,120.20619120220826,-64.15864395572632,0
Heterosexual,C,E,-104.34649764168545,C,-157.11792921680933,A,C,E,B,-179.01102711741464,-297.9140167129329,0
Bisexual,D,D,-106.74816086220488,C,31.813663951329918,E,C,D,D,-66.28090778168257,35.646137725705934,1
Homosexual,B,A,-59.44266473837574,B,61.40089832296842,B,D,A,B,-66.051133744703,-99.81657770568577,1
Bisexual,D,B,0.28458731589510494,D,-69.42932792400994,E,B,C,A,99.86168498323018,128.218216850102,0
Bisexual,A,E,109.08747440203021,C,63.926336959074334,A,E,B,E,125.53463107155125,-51.591362463353065,1
Heterosexual,B,C,-113.59522854824861,E,10.73699428231865,B,E,A,C,189.91607039949437,-10.54758302139443,0
Homosexual,C,D,-2.3844652327590405,D,-58.928836989356135,B,A,A,E,-121.20996259292878,5.644741433442902,1
Bisexual,E,B,-118.38756517226415,A,-79.19035008255372,D,D,C,D,83.8861203288238,-19.0867588078999,0
Other,B,E,-42.47575754645075,A,-164.85852981762977,D,B,C,C,7.474945470167041,179.10308697996305,0
Bisexual,C,B,87.4964896007257,E,-34.54128659892822,B,E,E,E,63.07689181196985,-146.55160587839703,1
Bisexual,E,D,-29.43873936729861,A,-75.06101334545751,C,B,D,D,19.746003697641235,-87.8908105563896,1
Other,B,B,58.22684745376267,C,-91.71268750870844,C,C,A,E,56.896281569393956,-135.40109541477196,0
Homosexual,D,D,20.680515290122212,D,103.49977785834663,D,E,C,C,-32.33270494672244,159.5326250241629,0
Other,B,C,-132.919552219751,E,45.46283192570396,B,D,B,A,-133.03564025172705,9.899722244169618,0
Other,B,D,61.782509546982936,C,119.18111895653038,A,C,C,B,55.89271688749081,255.0488465890716,1
Homosexual,A,D,-6.913551011612809,A,-68.29437274951803,A,C,D,C,98.00256598592884,72.07484989081682,0
Bisexual,E,C,-51.92686245848416,A,-105.85368588954816,D,D,C,C,-95.00803805270513,32.603041989298085,1
Heterosexual,E,B,4.097744287643565,A,55.46254827468836,E,A,B,E,-40.077068911162705,151.6209948243746,0
Homosexual,B,A,-41.42678362281049,A,-59.99991505197224,A,B,E,A,-54.93651805370209,-85.79650749856039,1
Other,B,B,14.246084801916629,C,-30.582958810331,C,B,D,E,-41.13907687268309,-89.21245431820589,0
Bisexual,A,D,35.96623153697295,B,-18.917333263831352,B,C,A,B,225.19137881680297,151.1460693036559,0
Homosexual,B,D,140.30786474032985,E,-113.48619714976866,A,A,D,E,-8.011868024834142,-105.19242636807343,0
Bisexual,E,A,-79.01735890698707,E,40.79085357138626,E,C,A,D,30.275191671310246,74.8260691146531,1
Bisexual,E,B,-29.54076431633376,B,137.264000458624,D,D,B,B,-54.61514376408605,-29.547506347085623,0
Other,C,A,-31.899978314381322,A,-110.58953701362226,A,E,C,C,-93.71263210662627,15.184382721981663,1
Homosexual,A,A,24.12197850016567,A,76.21547657003104,B,B,C,E,97.58374949344557,-75.70949728112073,0
Heterosexual,D,C,-27.50754760136958,A,15.417770693231825,C,D,E,D,-85.02207914479098,-16.089849518612336,1
Homosexual,C,D,114.53454817389843,C,-206.38882716161277,A,D,D,E,115.89158397070254,-97.75912819395379,0
Homosexual,B,A,-54.270339264520175,C,-15.249876733339965,E,C,A,A,-55.45644550603204,-107.18886965642578,1
Bisexual,A,B,-11.663887924569478,C,216.24129474967324,D,C,C,C,-110.75649262633907,-66.46234045145664,1
Other,C,D,-25.689779309997245,B,-41.539191136740776,C,A,D,E,130.8893293913456,-37.94982390778907,1
Other,B,B,62.50929992416759,A,61.60220573574291,D,D,D,A,120.89357753179253,-74.9411581250334,0
Other,A,E,-159.32575325967932,D,-50.058266973327804,B,E,C,A,-26.331475931364405,16.675224858145807,1
Other,E,A,88.52511539790537,A,-2.2925892461643347,D,E,A,C,106.56688609518731,72.95872570333225,0
Other,C,A,-108.73523242741281,B,-19.800637397421948,B,A,C,D,-127.80094313550563,144.69283275588128,1
Other,D,B,-81.6019847185446,A,-43.091224372525865,C,E,C,E,-61.648626611376464,-0.13236214358331944,1
Bisexual,C,D,69.11522165158239,D,-67.45904307670509,B,E,C,C,-80.49638337717404,59.70959684600775,0
Homosexual,E,B,135.45410913925429,C,45.777196073696025,A,B,B,B,37.98657542300697,-120.40637690917622,0
Heterosexual,E,D,72.27711430030908,B,125.08293479681014,A,D,C,E,-116.65929576634643,-36.706918709578815,0
Other,C,B,4.65930788716541,B,103.97749749495043,C,D,D,C,198.90651876766063,-154.13172938066333,0
Bisexual,A,E,-81.18040544157734,D,167.35502481270404,C,D,B,D,-0.04708457699760986,84.8835114188868,0
Other,C,B,20.45395732494652,E,20.153900109338867,D,A,C,A,-110.97303218720396,-94.24038496674625,1
Heterosexual,D,C,230.93288073945675,A,-12.495443527550375,C,B,B,B,-100.15207879816333,107.36470682686523,1
Heterosexual,B,A,122.01351275324124,C,80.91391154578031,D,B,D,B,-175.08848202056797,17.78590503630215,1
Other,E,E,-181.94480753701637,C,-149.1885012260542,B,C,B,C,-11.690808530637636,-27.82532425387279,0
Homosexual,C,B,122.2595855167641,A,103.09330963573808,E,C,B,C,44.46137016974364,11.367844904009619,0
Bisexual,A,E,76.12522618095309,A,53.79869222925117,A,C,C,A,48.541523963971024,10.645510424948329,1
Homosexual,E,B,-67.77079566345982,B,17.389837811965787,C,E,A,A,52.54146010493139,33.924248477029245,0
Homosexual,B,A,14.325170738999853,D,201.1073644742268,D,B,E,B,-47.98319036241332,-64.81499924005452,1
Homosexual,C,A,-125.22397587314416,B,-27.416552700658524,C,C,C,C,-38.08599261887865,-158.5726285026274,1
Other,C,D,-31.736694107355955,E,-127.09651626197768,A,A,B,A,-70.38432717992997,-55.99992846741861,0
Heterosexual,E,E,-45.87361136827016,D,-151.84200299174796,E,E,A,A,-81.55418747429121,66.25634236945443,0
Homosexual,B,A,9.040789112447955,B,169.7290964248354,E,C,C,B,56.971167783389475,-28.72371640386647,1
Heterosexual,A,C,-99.97039525170698,E,3.296770023215089,B,E,A,A,40.878378252959926,18.26042230045437,0
Heterosexual,D,A,-119.17423235640709,C,2.992799732064827,C,E,B,A,-45.818902825275345,-61.63537563298858,0
Homosexual,D,B,6.562536945415133,B,-37.569746018455845,E,B,A,B,67.51715172636509,-11.059535479050805,1
Other,E,D,-33.943395768525846,E,-99.88632426283668,A,B,B,C,111.11167019956274,27.56481972887283,1
Homosexual,E,B,-14.15035690836267,E,-98.77607242043757,A,D,B,A,13.399159182343592,52.28074921173529,0
Heterosexual,E,D,-14.644720162418452,E,-57.09320989194722,A,A,D,E,57.473663810165256,-31.5447059467145,1
Homosexual,D,A,18.109340461238098,B,47.459946032525835,B,E,D,E,-75.60897982508821,-16.50655317828909,1
Heterosexual,D,E,-237.5330167282423,B,-13.274741731552897,A,B,A,B,50.19482440992151,32.950937458004304,0
Bisexual,A,C,7.195708901921703,C,41.90751949455545,C,D,A,D,-74.67808024470656,-4.3967371563433035,0
Other,D,A,137.4254896676176,C,82.09479227954581,E,E,B,D,100.19631101435344,-155.56805104775844,1
Homosexual,B,D,4.055986901400413,D,71.9976525572322,A,A,D,D,-20.84485158829882,-32.28178266708191,0
Bisexual,C,C,-103.0402186216413,C,60.55843142059856,A,E,C,C,84.04888725542968,48.101146316903026,0
Bisexual,C,C,-113.08643108697731,E,145.6239992950229,A,E,B,B,22.643485682039866,-50.18946794284162,1
Heterosexual,D,D,-33.65214301203331,E,-30.293448142893713,E,C,A,C,-122.66321924434627,-48.8722194997268,0
Bisexual,B,A,6.921192770867959,E,92.13629493755472,E,A,A,A,106.0010830032176,-167.51471210314511,1
Other,E,C,-146.85603204116455,E,-56.25465076387144,E,C,B,E,-122.23633827770925,-61.65027935767872,1
Homosexual,C,E,5.793806085321262,C,22.750809208020943,E,D,B,C,-67.34791586081849,-56.585149892541594,0
Bisexual,D,A,101.2580205472968,E,-142.15444337289333,E,A,E,B,17.659816156527686,-224.4332915398265,1
Homosexual,B,B,-145.36821464340858,A,-3.21351354004187,C,E,C,C,29.579823928074354,22.388860058432538,0
Heterosexual,A,A,-70.53072250189942,C,-86.97142582548997,C,D,A,C,190.12280576405885,105.95019777560444,1
Heterosexual,D,E,57.45236673289787,C,72.75010717860975,B,D,C,B,30.682191799066455,50.83508014351392,1
Homosexual,E,A,77.6545589453355,A,-4.963079067262402,D,E,B,C,172.14272605526764,-85.29111608806153,0
Bisexual,D,B,-37.543663446496645,A,-28.346144571142922,D,D,D,B,128.8918015290881,68.91706093135,1
Homosexual,B,A,-115.27584413345173,D,57.65476848833476,A,D,B,A,-34.17728497439362,44.89929673571,0
Other,C,A,57.489879463511926,C,-146.64335395789413,B,B,C,E,-182.87077034998515,-10.583628450454844,1
Heterosexual,A,D,-191.65357077785967,B,3.839663287401736,D,A,C,B,251.2886303582909,26.365697173016667,1
Homosexual,B,D,140.58262068526287,E,194.5838475550261,A,B,E,B,-177.77318053973246,95.96593714321644,1
Homosexual,A,D,-102.79998159874937,A,54.968169180571905,A,C,C,E,38.65579957397563,-43.62898640288094,0
Homosexual,C,B,-52.22167268375431,B,-64.9115349478682,B,B,A,B,204.28324241680983,-24.684789041043466,0
Homosexual,B,C,45.606585917867434,D,-119.22930707754466,A,C,D,E,52.297861929969514,-5.814546413914507,0
Homosexual,A,A,145.4830195522711,A,1.0596840125723135,D,B,C,D,-16.86306368167077,-27.135999847652247,0
Homosexual,B,B,-10.125067088194726,C,152.6764103854184,A,A,E,A,-58.56451444859574,-7.508060748554622,0
Homosexual,B,C,-115.96846370177056,D,-23.03635705301675,B,B,D,D,-74.5179787601403,65.89627108649756,1
Heterosexual,D,D,24.008733663435528,A,199.03148266230625,C,B,E,E,-67.33935387276748,-111.04658511890455,0
Bisexual,D,B,55.35671894802982,A,140.53931585687212,C,D,D,E,59.22818376219914,36.78449827940579,1
