sexuality,Veteran,disabled,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,target
Heterosexual,No,Physical,-83.29908381591487,A,A,A,-4.24768813150098,B,D,17.556614383809308,C,-213.88121357020702,D,-21.641166121406695,A,A,35.225326911837925,A,D,0
Other,Veteran,Mental,131.4512211820504,C,C,A,60.050941419511986,A,E,-22.856252148564714,D,120.21201325926813,E,48.871660614192244,E,A,137.41567145319098,A,A,0
Homosexual,No,Yes,8.36428807066779,C,C,D,-244.31347875135975,B,C,-68.6752583355302,A,-95.6135539042812,B,-90.18250283933682,D,C,-133.07350256187468,C,B,1
Other,No,Mental,-29.49818826916633,C,C,C,120.96467314621798,C,E,117.27161780699564,B,-20.01451995977234,C,-62.01370286564683,A,A,-88.19802943147653,C,B,0
Homosexual,No,No,-47.00620767580986,D,E,E,119.79448733193745,E,E,104.82615993331399,E,-62.78159873343964,D,-49.72190377042452,D,A,101.08294317876026,D,B,1
Homosexual,Non-Veteran,Both,78.06464210154736,A,C,C,-68.96973646807363,A,C,-0.0710829745921526,A,-226.94776748281433,D,-72.16578220902593,D,D,-61.812958312647496,C,E,0
Heterosexual,Non-Veteran,Mental,-12.468406753765947,C,D,E,105.8666891544816,C,A,58.92883389840012,D,68.68225369092971,D,-105.37630487591325,C,D,298.9216926843356,A,D,1
Homosexual,Non-Veteran,Physical,-64.7585023932883,C,A,E,-8.151104373087929,B,A,-55.703672355186804,E,87.39779006476017,C,-32.29919228287829,B,B,46.334741743541855,B,D,0
Bisexual,Veteran,Physical,81.59694915003872,E,E,A,-166.76253837907075,A,B,-30.17883813941349,B,-33.2496824512492,E,-135.29774267446808,E,D,-45.96983615984018,D,C,1
Other,Veteran,Mental,-130.36629175536285,C,C,E,-168.2843459680863,C,E,-114.55891313827063,D,-102.32660319148216,B,158.37112601717675,E,B,122.78982306818875,A,C,0
Heterosexual,Yes,Mental,-170.7119559261552,D,E,A,-42.118411826902864,E,B,44.22962448768194,C,-158.01462605005602,D,84.80453476104698,D,B,50.59895233148235,E,B,1
Other,Veteran,None,-132.0724994315496,C,D,C,-25.754117353340096,E,B,14.806329831992754,C,2.5089357260771146,A,-98.15707477344974,E,E,157.2584355356774,E,A,1
Homosexual,Yes,Both,-1.5522854494935738,C,A,E,32.406322581939115,A,E,-47.19748255439821,C,-148.07396544578592,E,32.91562111449978,B,C,-71.29782373754546,E,D,0
Other,No,Physical,81.44919166567901,C,A,A,255.09656535041012,E,E,59.59931830152938,C,18.35302477209815,E,-75.97260159500195,E,B,-213.04318837165403,D,E,0
Other,No,No,38.48024893047107,D,A,B,100.52750149553067,E,E,-303.1530329605446,C,-86.89367082565947,B,-15.238271658649577,E,E,-77.09818650034856,D,D,1
Other,No,No,36.20866540338324,A,C,B,-28.5857146058684,A,D,-168.95648884133666,D,-133.69665431450466,C,-56.640492251765565,C,E,-66.19842759860782,E,E,0
Bisexual,Yes,None,48.36690414178307,C,D,B,-188.48754637175483,B,D,12.450171995427004,B,10.551802952049561,B,-54.77526150766258,D,E,14.421903237491158,A,A,0
Homosexual,Yes,Both,-112.25012223424655,E,E,E,123.5559716950852,C,D,-246.04933283526256,B,41.71205924021859,B,200.3893055248672,E,D,33.20784117859251,C,A,1
Homosexual,Veteran,Yes,-115.38032923992698,A,C,E,-35.678141330262925,A,B,66.38467398710165,E,-172.7757564348265,A,-167.00496779609577,A,C,166.3788622531412,C,A,1
Homosexual,Non-Veteran,Yes,186.06598462388445,D,B,A,-21.22978585226414,D,E,-156.954315023705,D,-47.351558228125754,E,-59.68890272808913,B,A,40.3914474007285,E,D,0
Other,Yes,Physical,-59.91422434889442,B,A,D,-9.383067649296418,A,A,-113.62408820433699,B,161.46416921577807,C,-76.92683401952026,D,D,-34.1636114481152,B,E,0
Heterosexual,No,No,-125.66157295763742,E,C,A,7.630337027780934,B,B,-151.3188360826868,B,138.03061440055419,D,100.66747208914204,C,A,151.9236113049426,D,C,0
Other,Non-Veteran,Mental,100.80301729649925,A,B,C,14.10424875919028,D,E,-10.008570465081235,B,-73.09303516392234,B,213.27583057499112,E,B,84.38602250639488,E,C,0
Heterosexual,Veteran,Mental,-112.55113260610294,B,C,D,86.2499936882262,E,D,102.40653191821917,C,-118.64972770470332,B,-21.100438246002064,E,D,90.10944803947154,B,D,1
Bisexual,Yes,Mental,-191.28375595371648,A,A,E,-91.0283257618708,B,B,-27.084064394320983,A,-62.57643584084748,B,52.2003711606346,B,D,81.968592470422,C,B,1
Homosexual,No,Physical,134.21462009108396,A,E,E,112.97623345923895,D,B,40.677809645196234,B,1.6750650360911206,E,-62.80014962074042,E,E,195.59825630123763,C,A,1
Homosexual,Yes,Yes,110.00040098367556,D,C,E,-135.54057621883084,D,E,69.71602541636595,B,96.8778035881226,D,76.21789781832796,D,A,118.47267094731681,B,C,1
Other,Yes,Mental,165.27682037173003,E,C,A,134.83110982648475,B,A,117.64736384857468,E,17.937288007573265,D,58.897564537382294,E,E,-10.938058487310732,B,B,0
Heterosexual,Yes,Yes,203.48163355352656,C,E,D,-17.505899965227297,E,D,61.929549228767165,B,-81.22868400005288,C,-138.74783180408303,A,A,-64.59903622273414,D,A,0
Bisexual,Yes,No,-107.24751907943906,B,E,D,-57.20872355276938,A,C,-177.46718046268012,A,6.988182294155089,D,173.58837199740103,D,B,-48.354702443721614,E,C,0
Other,Veteran,No,46.19736001715406,B,D,A,-3.740456468081716,D,E,-198.78441021013805,D,-8.607546028058366,E,102.87259500817024,A,B,33.6907760690245,B,C,0
Other,Non-Veteran,Both,-161.60090419583034,B,B,B,114.1844404837158,E,D,-139.8514226236014,D,158.00044629092963,C,-6.85929695048752,D,B,-21.244599447773837,A,B,1
Heterosexual,Non-Veteran,No,-105.73519938939316,A,B,A,127.99323661083342,D,D,-5.429811893918284,D,121.6091014733334,A,56.67124546456582,C,A,3.4688670053059063,D,A,1
Homosexual,Non-Veteran,Yes,63.13079342618724,A,B,B,85.55616644034646,B,B,-61.984979852808195,A,27.426266927237208,E,102.21671220812527,C,D,1.4253872423196805,A,B,1
Homosexual,Yes,Mental,55.30079845047553,E,E,E,-156.05967857956628,D,E,-122.36084049469336,E,-94.92509913775619,E,-54.20879729025583,A,D,178.3595723222421,A,B,1
Homosexual,Non-Veteran,Yes,126.96075371986232,D,B,B,-96.26622142876779,E,C,-139.99733905432743,B,99.58897879217508,D,103.22034260926026,C,B,-5.126871583924375,B,D,0
Homosexual,Veteran,Physical,-18.069321831050658,B,D,A,-131.20869082011015,B,D,-104.48485791731645,E,38.021242619664136,C,7.362641627431449,A,A,105.07908743117542,E,A,0
Heterosexual,Yes,Physical,-12.480272814568927,A,D,D,66.51003280997602,B,C,85.63127580196567,C,-77.88582571420145,A,172.40595017508397,A,E,111.50636166995528,B,E,1
Other,No,Physical,-98.06429370918399,E,A,C,-166.58628847938084,A,A,-125.27013431846106,D,-18.62972873799997,B,-66.38014728966142,C,E,74.91667759022945,C,B,0
Other,Yes,Yes,-57.906532065570325,B,E,C,51.1140680026707,D,A,-97.86227226773293,D,-57.4540260170631,B,41.982850534358754,C,D,62.44608976995719,D,A,1
Homosexual,Yes,Physical,17.58352892249798,A,B,B,-13.343376043635146,E,C,-2.0668239010313028,B,-137.12364829155436,A,-53.31569749395375,C,A,80.9908304483582,D,D,1
Homosexual,No,No,-19.258294583387872,A,B,A,82.82574701699991,E,E,-63.776237931621026,D,144.7277939059428,C,60.26307423932078,A,B,169.36946982346072,C,E,0
Homosexual,Veteran,Mental,-231.63535247297116,E,D,C,-68.50200077233511,C,D,-62.86736503643534,A,-51.76883617461291,B,-161.09993688328984,E,B,-88.88551825805055,B,A,1
Bisexual,Yes,Mental,-76.0379327373048,A,B,E,-26.032824960943042,A,E,-121.10497690246684,E,9.01187332432023,C,99.22033322249966,E,C,-59.356208112854304,B,D,1
Homosexual,Veteran,Both,-134.14228830475253,C,D,B,-20.257835983654303,A,E,-92.04784207886826,E,-23.313724140473663,E,-91.43457368647394,D,C,61.939902671110694,A,E,1
Heterosexual,Veteran,None,-2.7610505019317046,B,E,D,8.438848923899192,C,B,-98.16156809838476,E,195.52113962894333,D,-65.59744546026442,A,A,-161.54256336815155,E,C,1
Other,Veteran,Physical,-31.44916473984593,C,D,B,-61.2513482374312,A,A,92.18240309576251,B,-141.742660685948,D,71.17183974553366,C,B,-11.97716802678915,D,A,1
Bisexual,No,Mental,24.909354109748733,A,B,E,-4.978004194006359,B,D,-73.97036337999658,A,-41.94507726983986,B,27.983053098774928,C,A,75.71301850248624,E,A,1
Heterosexual,Veteran,Yes,131.98313639150342,A,B,A,-105.06669431383719,E,B,-29.510775310437758,E,27.319719585484442,B,-109.96079389566391,D,A,40.91932283366742,D,D,1
Homosexual,Veteran,None,139.44424016273368,B,C,D,174.61495181716364,E,D,23.77265707412732,B,-65.53684964324924,B,32.84020901359742,D,B,149.70531696351986,E,A,0
Homosexual,Veteran,None,-264.5840413024973,B,E,B,-121.86787113426499,C,D,29.57728539032057,E,-77.93754680173288,A,-44.30476208636182,C,C,-174.11633018211927,D,D,0
Heterosexual,No,Both,33.00697627114037,C,B,E,-172.59465490092745,A,D,96.77267208238874,E,-298.1672987100296,C,-29.59844930652913,E,B,-92.72526572607839,A,A,1
Heterosexual,Veteran,Yes,67.01595981193354,D,E,C,65.21944564610992,E,B,-208.00693965470828,D,191.03445321405735,B,34.22294234870191,B,E,-71.60515282694664,C,A,0
Heterosexual,Yes,Both,-12.410100956164074,B,E,C,-53.61712470420235,D,C,-84.34154975940673,A,-193.17254198968917,B,29.75746012127421,B,E,-49.12759796707002,A,A,1
Homosexual,No,Mental,-169.78668381577316,A,B,E,-178.50139340891528,D,C,-89.3051578969165,A,97.62863036566225,B,-140.2756634201942,A,B,-102.33448102590074,B,D,0
Other,Yes,None,-94.7244533237346,B,D,B,-28.254558497005878,E,C,99.85944380064824,C,-123.19791265780967,D,63.55068392648714,C,C,25.775409394758746,C,D,1
Heterosexual,Veteran,No,-5.231336914276912,D,D,B,164.68432452632766,E,A,46.63518029132635,A,176.77314378374678,A,14.992244013767047,D,D,59.994944225618376,B,B,1
Other,Veteran,No,1.5370137171274283,A,A,E,-11.413726685224331,E,E,67.32395547297627,A,58.686531082958524,A,-68.16231481982659,D,D,77.29727182020501,D,C,1
Homosexual,No,Physical,25.2433958401974,E,B,A,129.32540442807496,D,B,127.34537632080453,A,79.79839671570177,A,48.8486463750769,B,E,-26.746566502938094,D,D,0
Heterosexual,No,None,-36.83830661490294,E,E,C,10.592422722971667,D,C,1.0377397574294536,B,-272.6578277142836,D,-70.14443812898939,A,C,-106.69104158256664,B,E,1
Heterosexual,Yes,None,-17.237698243886275,A,A,D,155.3246098691918,C,C,-159.3730498135344,E,61.567128366293325,C,-294.1133840753147,B,C,40.58824426970405,B,B,0
Homosexual,Veteran,Physical,-48.09075926427242,C,D,A,53.77861512452481,B,D,74.82533598708505,B,-27.50183685134569,C,40.4574090785795,A,E,-2.7151150535751167,E,E,1
Other,No,Yes,23.77154771242343,B,E,E,102.17239297648806,D,A,0.22814251301818086,A,-15.095668404639417,A,-89.4962086412717,A,C,-8.650069533993463,E,A,0
Heterosexual,Non-Veteran,Physical,172.08331355644094,E,B,E,-67.6407333761421,D,E,18.676693116838397,C,-99.62230427979405,B,202.4185472151066,C,B,83.0125467199486,B,C,1
Other,No,Both,7.153823491828238,B,D,B,-87.17659654578681,A,D,-51.06358125980562,A,158.25114741827312,A,-68.86536381136152,C,D,40.65036312638904,E,E,0
Other,Veteran,Physical,17.26711337702437,D,A,B,-36.28812856933837,C,E,-132.73650304266488,A,27.480749636851005,C,-39.676115001148105,E,E,-24.616565595183403,B,D,0
Bisexual,Veteran,Physical,8.202610223597114,B,D,D,46.82075600732376,E,C,27.405324885986836,C,104.87413285476276,C,28.775524618803423,A,E,106.50986605931972,B,D,0
Heterosexual,Yes,Mental,-22.67281300384053,E,B,B,15.552537622139303,A,E,-7.188835713509757,C,-300.01168962518426,D,104.48206286496328,E,E,4.01766636296351,B,D,1
Homosexual,Veteran,Both,-112.44119661715175,B,E,A,56.62325682953286,E,A,-139.9892225997479,B,-90.37666079972303,E,-33.02927443611393,E,E,156.7116049087977,A,B,0
Homosexual,Yes,Yes,273.1351610753256,D,D,C,-146.15539069355225,C,D,-40.25250128157464,D,298.10597982293837,E,-26.532310077884734,C,E,-67.62150901021204,A,D,1
Bisexual,Non-Veteran,Yes,-94.09692443805686,A,A,D,57.75287708864576,D,A,114.26416654167775,D,99.79752195583193,D,-43.90680717998032,E,C,58.65235227674147,E,A,0
Bisexual,No,Both,182.76951616188452,B,C,C,-29.27297350830439,A,E,-189.14609224092715,B,227.0742849169149,A,-32.995721932814476,A,A,-44.76863109669479,E,D,1
Bisexual,Non-Veteran,Physical,142.94424914758537,B,E,C,267.0051148926298,A,A,29.05589641653115,E,134.82807615540335,A,-92.54477609217079,D,B,-14.439093338831235,E,C,0
Other,Veteran,Mental,-11.893339572928685,D,C,D,38.69156533805607,D,D,-26.322628575403336,D,-18.50088265491812,A,74.00555489488401,D,E,-150.68509754607064,B,E,0
Heterosexual,No,Yes,41.03220271504486,E,B,B,119.28304230110236,D,A,102.12390465128489,B,-200.49529206220848,A,47.7608831936421,A,D,22.097236064377768,C,B,1
Bisexual,Veteran,No,129.41650174517545,D,B,D,-94.29808815616144,B,C,-141.5049440852946,C,44.28528379192969,C,-47.9863418743028,E,A,-145.8173506951372,A,B,0
Bisexual,Veteran,Mental,89.92522087952493,C,C,B,-120.13938085812308,D,B,-251.1245322056845,B,-3.654308154969273,C,39.71666683630318,D,A,-88.65498333206247,D,A,0
Bisexual,Yes,Mental,95.57375705734648,D,A,A,-100.42235035836016,D,B,-91.56208331561808,D,47.64742626583737,D,-108.70590418016337,E,B,17.882254486807746,B,B,0
Other,Veteran,Both,175.24178019632402,A,D,D,108.24648539440219,D,C,-259.5460619779281,D,-84.60325085212001,D,98.85989839664899,A,C,-23.727667593689475,A,D,1
Bisexual,No,None,65.64843586190536,E,C,D,17.865454879484375,B,A,-123.76141038732113,B,-119.37542799553655,C,-78.82081112903164,A,C,-60.13607882498923,E,B,1
Bisexual,Veteran,Mental,6.85927135727072,A,E,A,10.577886310910555,B,E,54.74139805625761,E,0.7578727329872107,B,-24.80928857707991,A,E,100.17129457788616,E,A,1
Bisexual,No,No,141.61114707870453,A,C,D,-53.987086315964596,E,E,-162.20423290391562,A,-135.95400919643632,B,-84.00329879784202,A,E,80.23697742052155,A,E,1
Homosexual,No,No,-180.07546312878964,B,E,A,-178.57765132008393,E,A,60.27146650605593,E,-111.10891348445658,C,34.449768769693115,E,D,20.095421068393083,C,B,0
Other,Veteran,None,-129.4211979899388,D,A,E,-40.9475261993917,E,E,-125.86122776326309,C,144.30604075321872,A,60.47437444334632,B,D,27.228716402618502,B,A,1
Other,Veteran,Both,42.792418892068376,B,E,B,-59.83101803783725,D,A,-148.89769333335832,B,-0.8145765877456566,A,-70.74044807581907,D,A,90.06192772472681,C,E,0
Homosexual,Yes,Both,51.43826062140114,E,A,E,141.0846041429309,B,E,163.9429236841339,C,-28.144158575248095,B,-103.07406496885446,C,A,-22.87140829685203,A,D,0
Heterosexual,Yes,No,-148.43038901880723,C,C,E,-14.42037161140031,B,B,11.948223194850788,B,-39.14039921777782,A,-196.73389443686654,E,E,131.64836324311878,D,B,0
Homosexual,No,Mental,-58.24105636122114,E,A,C,69.54189035034261,A,A,-3.897609834304009,B,193.0525945970421,B,-31.448014726601443,B,E,-58.242589951660385,E,B,0
Bisexual,Veteran,None,-75.711317203371,E,B,A,42.726102979201855,C,C,42.79769140695911,B,-67.38829412852739,D,132.45939315593313,D,A,67.06086207956915,A,E,0
Other,Veteran,Mental,-18.499528491783405,B,E,A,44.49728090434665,C,E,43.42489203800898,C,-60.074476590263224,B,91.10832533345894,D,C,-83.88003247532802,C,D,0
Homosexual,Yes,Both,66.16400446176888,C,E,C,180.3159485740623,E,C,-27.60889585395041,A,114.97362735243688,E,48.93710427302659,B,A,-55.43413919657403,D,A,1
Homosexual,Non-Veteran,Mental,-57.152458019664174,C,B,B,162.0523029595451,E,C,86.5254682454151,E,-151.9101433917069,B,247.62052200557162,A,B,16.32632510862494,A,A,0
Heterosexual,No,Physical,-52.84864709842322,E,A,E,176.30096516126085,C,B,67.87543803641637,A,18.666630094743006,A,24.474771656559554,A,C,-89.17973874517533,D,B,1
Heterosexual,Yes,No,109.92997711394794,D,E,C,-53.476103826850995,C,E,35.63961179697598,C,-33.72482489448447,B,148.717100256922,C,E,150.25094710708058,D,B,1
Heterosexual,Non-Veteran,Yes,-47.99674760403412,B,B,A,-19.973514295085238,B,D,-14.751403927774307,C,117.48475892918495,D,-44.93526814606183,A,A,30.323680679904445,C,B,0
Bisexual,Non-Veteran,Both,-27.413644052479352,E,B,E,-73.20737546666508,C,B,7.410823156177685,D,73.74645386171356,B,82.65045063467392,E,B,-41.34723432405318,B,E,0
Bisexual,Yes,Both,-95.01991732572056,D,D,E,-82.37159446934947,C,D,-3.524182032575761,E,-113.2779680174182,C,1.8108114673479163,E,E,-18.463557237189143,A,C,0
Homosexual,Veteran,None,-124.94138498067309,C,A,B,-64.93393098857321,E,E,73.15057230290607,E,-26.931192166148282,B,32.46772064292402,B,C,45.39797771956388,A,E,1
Homosexual,Veteran,Physical,-100.22308745602324,E,A,B,71.16814827469456,A,A,47.124247112765985,E,63.2917249372454,C,-46.86710144188916,C,A,239.36857256429062,D,C,1
Heterosexual,No,None,-48.58126118006528,C,E,B,19.03574898322196,B,E,187.9319225112641,D,-97.6320989559995,B,0.7701167443656662,B,C,57.19405990280799,A,A,1
Heterosexual,Veteran,No,69.32232401191399,A,B,E,-33.265771001270586,A,A,24.80929572867832,B,-137.79900244293214,B,-60.127822700312564,B,C,-157.50611211649166,E,A,0
Homosexual,No,Mental,5.757707348653241,B,A,B,-106.32919050574708,D,E,-53.460616580315225,D,88.5467675344062,C,-52.64092909809383,D,C,-64.99692998832157,D,E,0
Bisexual,No,Mental,26.05442198919128,E,B,B,-21.384968226785162,D,C,62.40875642085425,D,126.89014691812761,C,-223.82752796107863,C,A,139.88895241829232,D,D,1
Bisexual,Yes,Yes,56.47341784004153,D,D,C,-127.98253428122648,C,A,72.86622777530214,C,-96.18575572310465,E,15.532090650022107,E,B,94.00011003506928,E,E,0
Other,Veteran,Physical,-101.22402916239285,A,C,B,-83.9732593345976,C,A,93.84322851342677,E,165.40299562196174,E,10.592328118420848,B,E,111.43617780874042,A,C,1
Heterosexual,No,Mental,-75.0089154711997,E,C,A,-81.97956272614003,A,A,-60.16783302139298,D,-3.4730337098974897,C,12.901451976987502,B,B,-159.15612575653043,D,B,1
Bisexual,No,No,48.0688656358412,D,E,A,64.38318841257583,A,E,236.9778199206789,C,-0.18187247265920486,A,100.49400542475271,E,D,33.50012810824257,B,E,1
Homosexual,Yes,Mental,106.34912672949748,E,E,D,156.8562133852503,D,E,166.6062577488677,E,-14.06090589964633,E,3.917644165093085,E,D,82.85214244129989,A,B,1
Homosexual,Non-Veteran,Mental,50.557016216079155,A,E,D,22.276953851522794,A,E,22.735037361964668,B,-212.9712308936424,B,-56.78226545628652,D,B,-34.85634262502544,A,D,1
Heterosexual,No,No,124.39192722566021,C,D,C,1.9044309205890755,E,D,-11.248164942568117,E,35.37270441353712,E,128.36560252704314,A,D,-4.131922903790985,C,B,0
Homosexual,Veteran,None,236.11622032259243,C,D,B,-126.40276140416209,E,B,32.76881331869957,B,-170.90096525051055,B,-8.600440326159804,A,B,-198.06215488158637,A,C,0
Heterosexual,Veteran,Both,-81.73866193916132,D,B,B,97.23745874330353,A,E,77.23480190813424,B,-98.93889491147401,A,238.80475339491176,E,A,-212.9421387033236,A,E,0
Homosexual,Veteran,Yes,-88.03479921969402,C,C,D,-125.89196184767393,D,E,34.62535028523208,C,-100.82454266178627,D,61.157717320218076,A,B,115.4261095801556,C,D,1
Bisexual,Non-Veteran,No,-2.410358742381895,D,B,E,-206.1922408828065,A,E,171.20926419145638,C,-5.740497850591866,C,15.8195348921385,B,E,152.9553790652213,C,D,1
Bisexual,Non-Veteran,None,69.43613333511709,D,A,C,110.34700211343373,E,D,-10.866713915954165,D,277.4354529570509,C,2.684271488258759,E,D,37.17004260791049,C,D,1
Other,Veteran,No,142.07030403492024,C,E,A,-24.906498749740003,C,A,57.061733639800735,D,-124.63222743638518,D,-37.106457992524255,D,B,-30.723675430795062,B,E,0
Other,Non-Veteran,No,-74.71494640290845,B,C,A,-5.315828324205104,D,C,168.89334958145201,C,75.92572747653975,E,-16.2665885381233,E,B,74.0822527701114,D,C,1
Heterosexual,Veteran,Mental,-101.49490087971955,D,A,B,172.52063978171213,D,C,84.62896568385202,A,-166.7703740561353,E,54.61384301707714,E,D,127.43637786033197,D,E,1
Homosexual,Yes,Mental,-147.0593704315749,C,D,D,44.225182249024456,C,C,-133.5699456126152,D,-63.015109853478776,A,36.33346459330221,E,A,-7.312889522244599,D,B,0
Bisexual,No,No,-99.86309092279618,E,A,C,-129.6392679595521,B,C,31.562865618183984,C,-51.70799770579414,A,54.486063069728175,C,E,-22.291985790271987,E,E,1
Bisexual,No,Physical,35.188703333578616,D,E,E,30.55027383475379,E,C,119.00581793149784,B,-106.46027853037148,C,63.73959537782322,D,D,-58.98398593206935,B,A,0
Other,No,Physical,-5.753161553443561,A,B,D,-51.856142899036314,A,E,178.44870053302526,D,71.84083649717894,E,-33.05408450369809,B,B,85.42078256425583,A,E,1
Heterosexual,Non-Veteran,Physical,39.43254567203973,B,C,C,39.240330662744796,E,C,28.020767199791084,A,-162.68253844306082,C,-31.726701951253954,D,C,-0.7227806469806342,E,E,0
Other,Yes,Mental,-67.81368132080878,E,A,D,-249.0130732388256,B,C,85.40989694005947,A,49.036883254136505,B,-15.57125083670149,A,A,-12.981521406323301,D,B,0
Bisexual,Yes,Yes,15.157409357086586,E,C,D,7.361375577075285,E,A,123.76495164534104,C,51.74938676675579,B,57.66464832027394,A,E,-79.5459617190558,C,D,1
Heterosexual,Yes,Physical,76.1884576400144,A,E,B,198.46626591669144,D,A,-41.50332922701343,B,-37.81995596784369,B,30.74874648846367,D,B,27.989502436664697,D,A,0
Heterosexual,No,Yes,28.24688326993985,C,B,D,-89.43953009147056,B,C,-3.5101780073660382,D,177.1974208991374,C,188.42873312791565,A,C,109.80014865308512,B,A,0
Other,Veteran,Physical,-133.75071308290174,B,D,C,-33.30714036469669,A,E,103.44327996318003,A,13.208928337448524,E,4.651232379322095,B,E,-2.9369355847383236,E,B,0
Homosexual,No,No,-47.049261756302506,B,C,B,207.6622916937687,D,E,-6.766686779213749,D,-32.152956933755775,B,-38.55955980667864,C,B,126.46818283911733,D,B,0
Heterosexual,Yes,No,17.3776315700868,A,D,E,-132.84522716919594,A,D,13.688750167384464,C,44.55399382584616,C,112.61310759344303,A,C,178.2838452391771,B,A,0
Heterosexual,No,None,23.999925236191014,A,E,E,3.6680358745158244,C,C,70.50886795997612,A,8.815107418896744,B,-19.5576953214071,D,D,-16.254757528673156,C,E,1
Homosexual,No,None,170.09589170313455,C,A,D,-62.79572761523807,E,B,-80.72210817712828,D,237.36964664620874,C,-41.40963695558438,D,E,103.25724044807112,A,B,0
Other,Non-Veteran,No,50.011480615462766,D,C,A,-85.29234007103936,A,E,-78.86533263373194,B,39.44711251389915,C,-80.8813561616342,C,D,22.87381467505601,B,A,0
Other,No,Physical,-54.37300083168745,A,B,D,12.390453013342698,E,D,110.76918612103377,D,8.624260071931381,A,88.72237217835821,D,A,43.182255659537745,B,E,1
Other,Non-Veteran,Physical,-29.11768879458187,E,A,A,79.64516249584982,B,E,291.4050606406652,E,58.005816490420955,E,-89.48898202004266,B,C,-51.362838436878945,C,B,0
Bisexual,Non-Veteran,Mental,84.0403258191446,D,B,D,-105.32806219768625,C,B,-160.26980995914434,E,-28.30450726572298,C,-87.78667428240267,C,C,0.14805694477337134,E,A,0
Heterosexual,Non-Veteran,Mental,25.013036537382554,A,A,B,50.60203705326527,A,A,42.370299349168675,C,-149.40243370415766,A,-27.365957793878078,B,C,95.24903270233264,B,C,1
Heterosexual,No,Yes,36.30973968072168,D,C,A,-20.553632248137458,C,D,-84.3371495851044,A,-112.37315269467267,C,40.978778404339515,B,B,-99.10289366927677,C,E,1
Other,Yes,Both,-97.30532471404386,B,B,E,-100.2769672818116,E,A,214.91190949215814,D,-159.8747013073576,D,-28.426611630106454,A,A,42.46737086827547,E,D,1
Heterosexual,No,Physical,-100.0457601944189,B,B,C,76.91676870108664,B,C,-81.67970648957449,B,-158.0766086292116,A,59.51268441392211,B,E,78.60894995701887,C,B,0
Other,Yes,Physical,24.32695862056186,D,E,C,66.73941098861482,A,C,-137.84903694343242,E,-14.035272939837254,C,0.8594953156400649,E,C,11.164637280439281,A,D,0
Homosexual,No,Physical,-43.4041935987363,A,B,A,-14.728544245919794,A,A,-68.44531378877195,E,20.680619331879686,E,32.22323902808842,C,B,154.9892378081395,A,B,0
Heterosexual,No,No,-144.646480913481,E,C,A,-54.25484462140475,E,C,182.43991742744728,D,-2.0923628711315225,E,39.91057264897522,E,E,97.38403518285955,E,E,1
Homosexual,Non-Veteran,Yes,-37.83469705943735,D,D,D,-45.04848855379874,E,B,-70.79208655178788,D,150.0863896859365,B,115.01719664159815,C,C,-95.03038705590278,C,E,1
Bisexual,Yes,Mental,-25.717077897434816,B,D,B,67.3668587481922,B,E,-124.32666207811378,D,-9.828739944310804,C,-90.87292997612731,B,D,63.515211741441725,B,A,1
Other,Non-Veteran,Yes,124.39683531297018,B,D,E,-28.76922706672742,C,D,-5.822898455395613,C,56.6999908687811,E,43.670158580001285,D,B,-63.22268461470008,D,A,1
Homosexual,Non-Veteran,None,-9.958059168900041,B,A,B,172.91762818772239,A,A,-104.1248604032839,C,39.875961934368426,B,-138.69814697219985,B,E,109.97837072340442,E,A,0
Other,Yes,Physical,32.529187656210915,D,C,B,-71.52305239208357,B,A,-141.08714125730023,E,-26.18583524618689,B,-52.209961772549605,B,C,70.03479119820065,C,E,1
Heterosexual,No,No,53.87967817822902,E,C,D,38.97438888056944,B,D,192.99323572278743,A,-4.634766543375672,B,-87.77072212844294,A,A,-124.53503761092368,D,A,1
Other,Yes,Both,-83.31808973612806,C,E,D,24.13405254951798,E,A,-201.1605254292174,C,85.62676260351087,C,85.5401510480773,B,B,165.1900657957152,D,D,0
Other,Veteran,Yes,49.6179778703322,C,A,E,137.88082947726053,A,E,-18.282395120709356,E,157.97337391635278,C,-70.83924394662762,A,B,-39.4950387038866,B,E,1
Heterosexual,Non-Veteran,Yes,76.38828895680663,D,E,D,-46.98915051549265,D,C,183.27128724745336,C,79.47866026154772,D,-8.357728399965257,E,E,-19.325879757811492,A,C,0
Other,No,Mental,-92.54927251713684,E,B,A,131.2240489070872,D,A,46.219472144135146,E,-14.603870129722516,E,-40.98990217090589,A,A,15.123964948712034,A,B,1
Bisexual,Yes,Mental,-85.59701750486994,A,E,C,56.53279358090898,C,C,36.20497191302309,A,-88.4924424744099,C,-157.84611035632236,E,D,-38.54958395775496,B,E,1
Homosexual,No,Mental,28.61651868520375,D,D,A,-52.21908414358714,E,C,27.74357700690413,C,-77.64756559311328,E,-73.98964859107197,C,D,104.51398439314184,E,A,1
Heterosexual,Non-Veteran,Yes,142.82693967902543,B,C,A,202.71453687227262,D,C,135.51724075810964,E,77.04784762486547,E,-31.99727480235397,C,C,-219.16806445865714,D,A,1
Heterosexual,Veteran,Both,95.44989767190113,C,C,A,145.59937541608923,C,C,-62.62567209393879,D,162.32969749656297,A,-63.585005463229734,A,C,-9.275412376504095,D,C,0
