race,handicap,marital_status,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,target
Hispanic,No,Widowed,C,119.29938906933384,C,115.2960303984917,B,B,45.76070522925616,D,B,D,173.77062249333,A,D,0
Asian,Physical,Single,D,-9.309119094067217,E,-73.89595135401528,A,E,-7.875366302912429,E,C,A,46.857638190597775,D,D,0
African American,Mental,Divorced,E,62.767467425562295,D,4.452512599349232,C,E,19.106484377574663,A,B,B,118.11319670954803,D,D,0
African American,Both,Single,D,8.355189648684505,D,-63.323720749914806,B,B,67.08952494880677,D,A,C,13.918653905383295,A,D,1
Asian,Physical,Single,C,136.89979645548854,B,-92.76475602797998,A,D,11.909863275584941,E,D,E,32.79394034796028,B,C,1
Black,Mental,Married,C,-112.36450640110391,B,35.800344657723976,D,A,-252.0782611840657,A,C,C,-37.980454733641054,B,C,0
Asian,Both,Single,E,-253.13812459756258,B,247.84973341594795,C,A,29.880589429958132,D,C,E,129.68135991331138,A,B,0
Hispanic,Yes,Divorced,B,29.18467451427042,A,119.42029716729373,E,C,116.47769922165894,E,C,B,44.666273851069285,A,A,0
African American,No,Divorced,E,-13.558652808185428,B,47.46734102807807,E,E,60.51409963946708,C,D,E,-94.8190645544903,A,D,1
African American,Physical,Divorced,A,-124.28390107145286,B,-30.53060829078533,C,B,-128.23679748573952,C,B,E,71.74637919421355,E,D,1
African American,No,Divorced,B,-79.31865586560556,D,-72.34178837644077,A,C,-112.23954852369873,C,C,B,-220.41358926723805,A,A,1
African American,Both,Married,A,-56.8913365761499,B,56.105992725215614,A,E,-51.758686820707034,B,D,B,66.95017931272325,E,E,0
White,No,Married,D,226.57375704964645,A,96.86210007526579,E,A,209.4865628221052,B,C,C,83.70726924153456,C,D,1
White,None,Divorced,A,-47.71189645202493,D,4.571484895969069,D,D,-122.66434646102977,D,E,C,64.58297425085112,D,A,0
White,Yes,Widowed,E,289.2644773532222,A,40.98189350612024,C,E,-54.617985930897696,B,A,D,-71.77168427396367,B,D,1
Black,Yes,Divorced,C,169.43959991918834,D,-50.377377654302066,B,B,-5.177588783674953,B,D,C,32.13647280375292,D,C,1
Black,Physical,Single,B,45.56702595474133,E,-76.32505647680047,D,B,231.16135224493314,D,C,E,-261.258947392812,E,C,0
Hispanic,Physical,Single,B,81.65595688825692,A,39.63615105806185,D,A,23.569481312961003,A,C,E,3.202012576283659,A,A,0
Other,Mental,Widowed,D,-61.83689504663955,D,71.88227999521654,A,C,-161.63846415427986,D,E,D,-18.500842147422567,E,A,0
African American,Mental,Married,D,-100.79164392692658,D,-2.6729270546382087,B,D,90.092755949337,A,E,B,8.407971792763824,E,E,1
Asian,Physical,Widowed,E,49.219880187969345,B,-5.426339077220969,E,D,-57.55485670723374,C,A,A,101.37880725248365,E,A,0
Black,Both,Widowed,A,-30.19690175996697,A,243.73875014792975,D,D,119.57274937499793,E,B,B,-83.11804053815854,B,A,1
Hispanic,Both,Divorced,A,105.79307760539419,B,-97.58309148819333,A,D,97.52370217877126,C,B,D,13.843253692770288,B,E,1
Other,None,Married,C,22.734277313384784,D,2.969016903529833,B,E,-104.73738090992393,D,C,E,-41.47089042109396,E,C,0
Other,Yes,Married,A,-30.1702364890683,C,124.67338074588447,C,E,-182.9801405783104,A,A,B,-158.9376657260285,D,D,1
African American,None,Divorced,B,-20.958041490578903,E,-36.00256311937866,A,D,-13.17191613885686,C,C,E,79.54558159074836,D,A,0
Asian,Physical,Widowed,E,-55.6777846019219,B,-80.97329267030116,A,B,-44.587165780383295,C,A,A,-153.79264401794464,E,B,0
Hispanic,Yes,Divorced,B,257.3665150885573,E,-46.47522186458165,B,B,-98.40593326555427,E,B,A,-146.8580412667819,E,B,1
African American,Physical,Married,D,-118.08370946621287,D,51.015492683582075,B,C,-32.303002744289024,D,E,D,105.62479511499028,C,D,0
White,Physical,Divorced,B,-154.24097355061838,A,-115.50801767540658,B,D,-150.52264040095963,B,D,D,-147.0854701748303,B,C,0
Hispanic,Yes,Single,A,-141.4342376235931,E,-92.05982233001296,B,C,-279.0197336192567,A,C,E,-68.12544083165427,A,A,0
African American,Mental,Married,E,47.69024045717904,C,104.11556722570114,E,B,37.951278392660086,E,C,A,-57.020643030296824,A,D,1
Black,Both,Widowed,C,177.91238391462915,B,-1.4223418633809208,A,C,-110.50614038683185,C,E,B,-19.140610688474172,D,E,1
White,Both,Widowed,D,51.61047783168568,D,-182.9103263783092,E,D,97.79835280489434,C,B,D,-28.749793622561292,E,B,0
African American,Mental,Single,B,-67.65818009789118,A,-29.366166825583566,C,D,1.8532448566824986,D,E,A,-117.54234387029057,E,E,1
White,Physical,Married,D,-70.08547183819033,A,100.04991118436868,C,C,157.7270312802814,D,A,D,-16.066893568335246,B,C,1
Other,Both,Married,E,-180.9790928807032,C,178.87344397031362,A,B,-89.73780025660909,E,E,B,-31.842625528219532,A,A,1
Hispanic,Mental,Married,E,31.01640283413925,A,67.78567431122251,B,D,55.4593966017034,D,E,A,-28.03189602208423,E,D,1
African American,Both,Widowed,E,-1.6574107717524982,D,-30.873667164135586,E,A,-1.8493049460762165,A,D,E,-144.25225599679717,B,A,1
Hispanic,Mental,Divorced,C,-118.02847953578532,C,195.7871429371431,E,D,27.815410726934203,A,A,B,-136.01044617688413,E,B,0
Other,Mental,Divorced,E,53.53960861521997,A,45.49670078095989,D,D,61.97692838990471,E,D,C,-117.01141055762805,B,A,1
African American,No,Widowed,A,61.698721310124604,B,175.5612298646015,E,B,88.72243466688904,B,E,B,88.63378851985193,B,A,0
Hispanic,Both,Single,E,-75.40950694891755,C,-31.877958596651723,E,C,-20.76546589615167,E,A,B,18.5756508818358,A,C,1
African American,Physical,Married,B,25.2278987128359,A,82.84724010157124,C,C,18.24529924908476,D,C,C,-36.01810264399092,D,A,0
White,None,Widowed,D,33.68766757150968,E,158.4452522187283,D,A,49.94047693912814,A,C,C,103.49842708381738,E,A,1
White,Mental,Divorced,C,8.739690465917132,B,-118.23709384188376,E,B,-67.63868593909059,C,A,A,-17.51870623585036,A,E,1
Asian,No,Single,A,-68.15283414017358,D,59.138361624261684,C,D,-79.47056524655042,D,D,A,54.551111025715485,D,D,1
Black,Physical,Single,B,-18.202626763227457,B,-17.20193866696254,C,A,178.7088679552332,E,D,E,-33.28329817092047,C,C,0
Other,None,Divorced,C,-55.485943542789265,B,-15.054231630936204,E,B,-94.07655837941103,A,B,B,170.61068652483996,D,A,0
White,None,Married,B,-76.06627925809426,A,-24.47784027718978,C,B,-4.973527472087952,D,B,A,27.827384135696036,B,A,0
Other,Yes,Widowed,D,-89.72095062107394,E,-130.25258300479624,A,C,-21.141177689349814,C,B,C,-32.52794308242948,A,A,1
Hispanic,No,Single,A,-5.356405838500933,D,-169.3529366632533,B,D,-67.34290314069511,E,C,A,96.1749178778913,A,E,1
Asian,Mental,Married,E,-110.29207426395955,D,65.22235172182053,D,D,-14.634858753643298,C,C,E,8.708436130431801,E,E,0
Other,Physical,Single,B,-244.3030709964712,E,57.22144801381578,A,B,-80.597182379654,E,E,E,33.34468321319387,B,C,0
White,Yes,Divorced,B,-70.31204190501455,C,-118.646796074298,E,C,75.51940484181215,B,E,C,-47.43533499594147,D,D,1
White,Both,Married,E,41.01157737086481,D,196.57394087481808,B,C,-20.77719656910992,B,E,E,6.311373573825952,A,B,1
African American,None,Married,D,23.44661921697104,A,32.885671312334026,E,C,-126.11499329979546,E,B,A,47.743907925281334,E,C,0
Hispanic,No,Married,D,71.59270589147667,E,79.73819483265848,B,C,-87.1508876760023,C,D,B,20.532799159480152,C,E,0
African American,Physical,Single,E,-16.68545046989601,D,187.4389163999551,A,E,-71.50316641012648,E,A,D,-129.04998624477432,B,B,0
Asian,Both,Widowed,C,-17.377460209401697,C,60.166999903897036,A,C,-48.217070439080985,C,E,D,-12.663588897380976,D,C,1
Asian,Physical,Widowed,D,77.9999999191563,A,-209.67430020870364,E,D,-30.309272239646923,B,C,E,-170.18246426842606,A,A,0
Asian,Yes,Widowed,A,202.60791255463425,D,23.02450899765,C,D,98.44230226817834,C,A,A,85.47455956282364,E,E,0
Hispanic,Both,Single,E,-125.98941165599737,B,77.90909909372789,C,B,-29.921954407127576,E,A,D,-138.43828005986822,C,E,1
White,Both,Married,A,-37.53744613485396,E,-80.62808342573722,D,D,-104.29727318596763,A,D,C,-118.37168278410621,D,B,0
Asian,Physical,Married,A,103.22129239052222,A,-139.26406212407278,C,B,-78.91831641087084,C,B,E,62.307933040620945,C,E,0
White,Mental,Widowed,D,195.52046398330748,C,-70.52283518533632,B,C,-50.48022722601285,C,B,D,-40.664687894453905,C,D,0
Asian,Both,Widowed,A,-137.5632795489177,C,109.3377682375588,D,B,-185.86898140418384,E,E,C,21.28928836307042,A,B,0
Asian,Physical,Widowed,D,159.43491767156738,A,198.70943178851908,E,B,-145.11839121754414,A,E,E,-11.880591048458724,C,E,0
Other,None,Widowed,C,72.99310634927824,E,2.3554200976083903,A,C,95.26637772108911,C,D,B,-8.41207739319521,B,B,1
Hispanic,None,Divorced,A,58.09262589468116,B,12.927953597216183,C,C,91.61519971127589,A,E,B,-5.012212039722583,A,A,0
Hispanic,Both,Single,D,-156.64158537789638,C,23.096675888884242,D,E,173.20242518065157,C,C,D,-102.15919282153001,C,B,0
Black,None,Single,E,-205.07624446901028,D,42.87805734800501,C,E,-23.9522475514549,C,E,C,-8.835598091761558,D,B,0
White,None,Married,D,-86.81257314422446,B,202.83203488671555,D,A,-120.76632114343842,A,B,A,42.332523845625765,A,E,0
White,None,Single,E,168.80713201405888,C,34.778709528840025,D,C,31.119229673007037,A,B,C,86.2098970219703,D,C,1
Hispanic,No,Married,A,-28.284995003632584,D,-90.03307459183077,A,D,-91.02789793639143,C,D,C,9.981574835688727,C,E,1
African American,None,Single,D,-94.28658526109942,E,-47.259399756179576,A,A,-121.23167828489953,A,B,C,30.042639034191744,B,B,0
African American,No,Divorced,E,71.23380520641958,C,180.47593437299088,D,C,-20.4986016545945,A,C,C,78.49924943870462,D,D,0
White,Yes,Married,E,-16.05086495915477,B,-115.40874361516578,C,B,64.13602704893684,A,B,C,-48.2137589095205,A,D,0
Other,Physical,Single,D,83.72634391196455,E,-80.28123816356441,D,B,-11.604552082952493,E,B,A,4.306481147461975,E,B,1
African American,Mental,Married,C,-106.81713963115935,B,-0.8973716963530282,E,C,-36.85024541655825,E,A,E,-116.03778178500099,B,E,1
Black,None,Single,B,-116.98234273781792,C,79.93627766103069,E,C,-34.86287301602475,C,A,A,86.58035862379907,C,C,1
Hispanic,Mental,Married,C,-110.0872483686157,E,61.65517968171588,B,D,229.31387025913327,E,D,A,165.5961267270412,E,D,1
White,No,Married,A,-71.91950464403489,E,36.353532991871745,B,A,100.73128645117613,D,A,E,-63.311992787774116,A,E,1
African American,Both,Divorced,C,-117.08861600899768,D,78.05432531899623,A,D,15.289424036621991,A,C,E,145.4146576166696,E,E,1
Asian,None,Divorced,A,-111.97545873431463,C,-26.7314540870567,D,A,-33.54248155757345,C,A,B,4.537969360950666,C,A,1
Other,Physical,Widowed,C,-125.94865050995598,A,148.69768909778443,D,B,-111.20899792460467,C,D,C,15.182135855631332,A,B,0
Black,Yes,Divorced,B,-53.03895880433336,A,-90.37926155433044,D,C,-34.521905991759525,C,A,D,153.3192031657072,E,A,0
White,No,Married,E,-54.458162804317844,A,107.21381353714183,E,C,78.19596536319867,D,B,A,97.5782562752397,C,B,0
Other,No,Widowed,E,-139.72896374346416,E,35.08669823954277,B,C,-101.91326454928091,E,B,A,-162.18078929060533,D,B,1
White,Physical,Married,C,57.721003712143826,C,15.294909365976109,D,D,18.92626193627936,C,C,B,-11.2360620780667,A,E,1
Other,Mental,Divorced,B,66.42774341839036,B,73.44306661192137,E,B,81.94192488294834,D,C,B,21.58675537905356,C,A,0
Other,Mental,Widowed,A,-62.73815031760274,B,-154.15624623848336,D,C,-77.26661925516885,C,D,C,-36.570899538249094,B,E,1
Hispanic,Yes,Single,D,148.59365694184964,B,83.66908185041521,C,C,118.74938406444085,E,A,C,-47.3183644128656,D,D,1
Asian,Yes,Married,A,-30.876125601338885,B,-43.57918928849266,A,A,-168.13824998659737,B,E,D,136.42472985691464,D,A,0
Asian,Both,Divorced,A,-36.562590946275876,D,-190.81771493268187,C,A,109.53193141908835,C,E,A,84.80539437000803,C,C,0
Hispanic,Both,Single,E,52.55817559678475,B,4.955344590366736,C,B,-7.334129852216237,A,D,D,55.92425001758189,A,E,0
Asian,Mental,Divorced,C,-71.65843070437502,A,-172.333460983853,D,D,135.27306060759608,A,B,A,181.77198998465417,B,C,1
Asian,Mental,Single,C,-3.248856733020289,C,-41.99132040398924,E,D,-65.13984771635269,B,D,C,157.05028737441702,C,C,1
Hispanic,Mental,Widowed,B,-120.87994016008399,E,187.90700462429044,E,A,22.24500477485291,E,B,C,-53.678282535341445,E,C,1
Hispanic,Yes,Married,A,31.496748662158954,C,193.56358377482465,A,C,98.57836654970028,A,B,A,136.37637108837853,E,E,0
Hispanic,Yes,Single,D,7.973970352191808,E,-76.54266181404711,E,C,92.68050629974604,C,D,B,136.88520395937542,D,E,0
African American,No,Divorced,D,-12.442950201612604,D,152.40987578306232,D,C,4.793863136695493,E,A,D,-121.58330889779003,A,D,0
White,Yes,Married,C,-97.18883239799395,C,64.7359166314988,B,C,18.883079266270602,E,E,B,18.065532269988843,E,C,0
Asian,None,Divorced,D,-113.12371014363747,D,-9.317901223657248,A,D,-54.159289516482254,A,A,D,-123.69629677694903,C,A,1
Hispanic,No,Widowed,D,92.55779171459147,D,124.72794573136107,D,C,48.758229844828655,B,B,B,-104.27617889172656,A,C,1
Hispanic,Yes,Single,A,-15.270513095538893,B,19.519284965812698,A,E,54.932245488181806,E,E,A,75.4522211801288,B,E,1
Other,Mental,Widowed,D,100.48080712837533,B,-137.2876018740262,B,E,-97.96503985209047,D,D,D,-39.87515013673099,A,C,1
African American,No,Single,A,-137.20241081289,C,154.2486845811988,E,A,164.47745512036903,D,D,D,89.62703747013295,E,D,1
Asian,Mental,Married,C,210.89381794991152,E,-142.39233430359997,D,E,126.17196343711083,A,A,A,122.8133844931335,E,A,1
White,No,Divorced,B,-110.63683890109957,B,92.60200138655698,E,C,97.52431739822515,D,A,A,32.662987113848544,C,B,0
Hispanic,None,Divorced,E,-147.20000036974375,D,23.083420627120297,B,D,-10.116391228560108,B,C,A,-12.406220107099191,A,A,0
Black,Mental,Divorced,B,-138.68462316621947,C,-73.82316132556707,A,A,-18.262654424104444,B,A,D,79.88492836025544,C,C,0
Asian,Mental,Married,B,83.10613606245396,A,45.88458296343204,B,E,16.344335956996105,D,B,D,-52.18913781164394,B,C,0
Hispanic,None,Married,A,-71.5071653227176,D,-113.2655558001179,D,C,31.783917343912087,B,C,D,184.29441727586254,E,C,1
Asian,Yes,Single,A,-25.005587236570094,C,110.13217672801119,E,B,67.26016193684288,A,B,B,68.1923282756291,A,E,0
Asian,Physical,Married,C,-119.30603471652846,B,-6.344177074398212,B,D,54.120753965194105,D,E,D,73.54848478731306,C,D,0
Asian,Both,Married,A,-203.13747903817355,B,-100.48102765037812,E,B,-113.04865581037669,E,D,A,-44.12045694330003,D,D,1
African American,Mental,Divorced,B,95.16850067029826,E,-215.59847894056708,C,D,102.69973242688144,E,A,D,-24.444098436147453,E,C,1
Asian,None,Married,B,52.25625826653384,B,-112.88363744238123,C,D,73.94483104665053,D,B,C,-1.946997449382703,E,B,0
African American,None,Divorced,A,-31.452767686101918,B,-19.139854045626947,D,C,31.883023973088843,B,C,B,55.054981449664965,A,B,0
White,Both,Widowed,D,19.30011185657799,A,81.08274089942726,A,B,23.496701236208676,A,A,E,-40.252951800314435,E,D,0
Hispanic,Physical,Divorced,C,-239.21385414370206,E,130.8266792800387,A,C,16.598596130751524,C,C,B,-211.4014476616176,B,A,1
Black,Both,Divorced,A,18.035587492033482,B,83.94474741488284,C,B,-219.603499562084,E,D,D,-188.07082023719352,B,C,1
Asian,None,Divorced,D,37.66051578452549,C,-167.34823448067556,A,C,-31.321466734885433,B,C,D,-69.53848031947058,C,D,0
Black,Yes,Single,B,75.88080047744387,B,28.41297237422119,B,A,43.70330977054789,B,C,E,-86.29240251303597,D,A,0
Hispanic,No,Single,C,102.89323684597579,E,-120.00031783028444,D,E,108.3643536264647,D,D,E,111.06427101349318,E,E,0
Black,None,Single,B,33.483532549324615,D,53.98808401272878,C,C,107.81833074581786,E,A,D,-50.367632524970006,D,E,0
Black,Mental,Single,A,0.4698159405185352,D,71.69557574224257,E,B,127.49321075837707,B,C,A,-83.78839923139311,E,C,0
Hispanic,No,Divorced,B,-118.4163925718682,A,-85.94874399263482,D,E,167.95453668529325,E,D,D,-221.88727858602394,C,B,1
Asian,Yes,Divorced,D,-63.808604891972884,B,-119.40905330687188,E,D,-1.9213261875051557,E,D,A,13.664940921431462,C,B,1
Black,Both,Divorced,D,43.415007354231925,D,17.475360157383193,D,A,28.974340739193583,B,B,A,-123.9486717878731,A,D,0
Black,Mental,Widowed,C,106.10423226033465,E,-13.52282816673836,B,B,89.530724097812,C,B,C,-25.32307297686896,D,E,0
White,Physical,Married,E,-19.96274592374511,A,-87.19374261537396,B,E,9.385314821742968,A,C,D,123.8748520946774,C,E,0
Other,Physical,Widowed,D,61.73747963805481,E,-47.76446176381404,D,E,121.30843591477797,B,A,C,-134.39979624398057,E,D,1
Other,Physical,Divorced,B,213.3570671754669,D,-58.86009835798931,D,B,-7.927663828774394,D,C,A,156.82873842457752,A,B,0
African American,Yes,Single,E,152.80726360329461,B,122.61669067654599,E,E,63.9750176437728,A,B,C,15.616539364284012,D,E,1
Other,Mental,Married,A,-11.59741770482236,D,27.612390239637573,B,D,32.292052465267616,D,E,B,4.513602083988576,C,A,0
Hispanic,Mental,Married,D,82.73884215973656,E,14.078543732453985,C,D,-21.684305436479395,D,D,B,-76.94762017228291,D,C,1
Asian,Mental,Single,D,-16.09763760837707,C,61.340351430658934,C,C,63.3318718991588,D,A,D,-74.95470713123797,A,C,0
Black,No,Widowed,C,46.37916907899384,D,3.805817720009027,C,D,47.91075215445122,E,A,E,-157.46419913539057,C,D,0
Black,Yes,Widowed,E,73.71083143012316,A,142.88018645763026,A,E,-30.80297139497367,B,B,C,209.41523779868567,A,B,0
Other,Physical,Married,D,-30.71260603629013,E,-17.525700940881293,A,E,19.063657116631628,D,A,E,84.29937927083547,A,B,1
White,Yes,Single,D,76.17145249662319,E,56.268371871475075,B,C,230.2477043484965,B,D,A,-102.80608822943398,B,E,1
African American,No,Single,B,79.56148055767422,E,122.69376383456463,B,E,-106.02212129693535,C,D,B,-133.20451678234187,D,E,1
Hispanic,Physical,Married,B,-138.207685772775,D,-65.89303596960586,C,A,-47.101670143060645,B,B,D,-118.55005947461754,A,E,0
African American,None,Divorced,C,-102.27103527181028,A,78.51069882411184,C,C,0.25030195847710335,D,E,A,-15.00985074153493,E,E,1
Asian,Physical,Single,D,107.37839721681084,B,-61.15623907213982,A,E,-27.258933440156063,D,D,D,89.51710614230007,E,D,1
African American,Physical,Single,B,-18.44381020193819,C,-5.420737476342771,E,C,-90.26642729323498,A,D,A,85.05119324834064,A,A,0
White,Mental,Widowed,A,-138.79231384458203,E,-123.94468114248691,E,B,38.44536764762875,A,D,D,-86.6273525081253,B,B,0
Asian,Mental,Married,B,93.03729278629014,B,-77.98786914526656,E,A,-143.67014535791856,B,B,E,141.68345251116045,C,A,0
White,Physical,Single,C,107.71312193283995,B,-116.23545842001057,D,C,-54.2270675975485,C,B,E,-34.27544270115729,D,A,1
African American,None,Widowed,A,-1.6316135603583939,C,41.189806318000386,B,E,67.81340014121393,E,D,B,69.32843425078332,A,D,1
African American,No,Married,C,28.353872513552087,A,-88.05389509787481,B,C,-44.04431426000949,E,E,A,-141.70605771688793,B,D,0
White,Both,Divorced,A,-92.71349209528015,B,-29.98995124991149,C,C,11.774433412456952,C,B,E,-143.93097626643095,E,E,0
White,Both,Married,B,-237.651724448458,A,95.46148394969377,E,D,152.64895793451055,D,D,D,-209.4789114402019,A,A,0
African American,Physical,Widowed,D,-118.66969834127727,D,33.1641151789364,B,B,-42.25335377918064,E,C,A,-66.13965452692145,D,B,1
Asian,No,Single,C,58.65309330671178,C,96.46225542465953,C,B,-95.94871323867599,B,E,D,-110.72968080451939,C,D,0
Black,Physical,Widowed,B,36.401627340750906,A,32.544805465042174,D,B,48.39717394982115,D,C,A,-131.37547026102158,D,D,1
Hispanic,Yes,Single,C,17.729277098902426,D,-5.258386755666611,B,C,-91.51901664376322,D,D,C,60.88925718606162,B,B,1
White,None,Married,C,-14.053768825374874,E,93.37859801318046,D,C,-109.39730341270729,C,D,A,102.44986869238595,C,B,0
Other,None,Divorced,A,-2.1763938861427636,C,-65.3522172766264,B,D,47.484728493883594,D,C,B,104.33782775289097,E,A,0
Hispanic,Both,Divorced,A,43.42605494025866,A,114.56119651834511,D,D,-146.88859521689636,A,E,E,70.8200586982249,A,B,0
White,None,Married,C,100.62289657599788,E,-5.170035082473846,A,D,246.7029221475085,D,A,A,31.78161615687373,A,A,0
Other,Both,Married,A,-39.00978083803909,C,-50.39973603792166,C,E,-28.610892997124004,D,A,D,106.66899165713406,D,C,1
Hispanic,Physical,Single,A,15.010846141250807,A,-225.73224056088245,C,C,-15.965677471162397,B,D,C,-61.96353002636747,A,E,0
African American,None,Single,E,-36.58554245639024,D,116.1767121394224,B,B,-122.40876867414651,E,D,C,-80.73146525871951,B,E,0
Hispanic,No,Divorced,C,29.778149728378956,D,43.55848361511692,C,B,-100.40159012068905,B,B,B,42.80385664860922,C,B,1
Asian,None,Single,D,130.8459237519739,E,1.8373115717379134,D,D,172.91584401728656,D,A,E,90.97398606188747,D,B,1
Black,No,Single,C,-82.02787549120588,C,62.48915046282436,E,B,91.09603098723376,D,D,A,129.46837426145427,B,A,1
African American,Physical,Widowed,A,-230.4467597359242,E,-155.70855833471003,B,A,47.13452110381749,E,D,E,242.07828425114036,E,E,0
Other,Mental,Single,B,-116.23690413784796,E,-51.59207388813962,E,E,-56.08756115328005,E,C,E,40.78613616066552,B,A,1
White,None,Widowed,C,118.45170018538805,D,110.46805959642482,D,A,-17.825683615923545,B,C,E,-85.12434783963359,E,D,1
Hispanic,Yes,Single,E,-264.7083267907231,D,-104.01519052861501,D,A,-93.13954982366333,A,A,B,-4.117498412776446,D,A,0
Other,None,Widowed,D,18.34197188996712,B,-97.98225718842262,B,D,26.09933180276273,D,D,C,192.7206336284844,B,E,1
African American,Physical,Married,E,201.10089420342788,B,147.53024854399223,D,B,91.07135540162979,E,E,A,6.837004774916516,E,E,1
Hispanic,Physical,Divorced,C,23.27109059392573,D,7.451324004002763,C,E,51.172888435113485,D,C,C,85.10943920303201,C,D,1
African American,Mental,Widowed,B,-65.37804808017107,E,-35.11141302665492,B,E,190.07123458409134,D,C,B,95.54898515114648,D,E,1
Black,No,Widowed,B,62.22327423053877,A,64.92031127232806,C,C,17.58222961840058,B,D,A,-66.66352290103474,A,B,0
White,No,Widowed,E,-48.911305118096934,E,-89.33903300993357,B,C,-33.7030566132243,E,A,D,-59.076674874667404,D,A,1
Hispanic,Both,Married,A,26.575635012930743,D,47.2750526802468,E,C,-140.40969085120292,B,D,E,83.26193539334446,E,E,1
Other,No,Single,C,46.96528416211202,A,108.83588178151338,B,C,-12.68535503530945,E,D,A,60.14946023166525,D,C,0
African American,No,Married,E,-10.968125917466397,B,-156.23200834583298,B,E,55.6665381355733,B,E,E,-108.76319431874342,C,B,0
Asian,Both,Widowed,B,19.014281936340588,C,-0.12750682291581603,C,A,140.979543140569,D,D,A,99.87496663508736,C,D,1
Other,Physical,Widowed,E,-27.959266071510392,A,-103.4451928663444,E,D,-38.784474095821565,C,A,B,45.579889650360336,A,D,1
Hispanic,No,Widowed,C,5.499464715877305,B,-8.082393474158838,E,D,-232.4853951424934,C,E,B,20.7848819285752,B,C,0
Asian,Mental,Married,B,141.49267761133032,B,-59.05272498348951,D,D,141.3747301761882,E,A,D,33.13355050084261,A,B,0
Asian,Yes,Widowed,A,-113.69888591360917,D,-149.26070358185504,D,A,56.37973354067826,A,A,D,-1.2799884680409415,B,E,0
Other,Yes,Single,E,103.61739366415108,C,101.51003421415714,A,B,-95.27953601307945,D,B,A,37.10953920343037,B,D,0
Hispanic,Both,Married,A,-27.49618382818526,D,37.21195676198748,A,A,5.356440153857469,E,D,E,49.84596106595925,A,E,1
Other,Yes,Divorced,C,-106.46057706325843,C,10.804904636772056,D,C,61.89783379979128,D,C,D,-165.57557982169416,C,A,0
White,Mental,Widowed,D,-170.12792841265463,E,13.66827935423618,B,A,24.139911314420946,B,D,A,133.5254627770152,B,D,0
African American,No,Single,A,-79.05578369056761,C,-24.878129947096326,D,C,-12.11440456018306,D,D,C,-21.424045620184593,A,E,1
Black,Both,Married,C,102.84255035842497,C,-6.514958951166679,D,E,12.61475994943318,E,D,A,-136.35490457805255,C,E,1
African American,Physical,Married,E,90.64536067600399,C,-74.1615141817554,C,C,-55.95234874647612,D,A,B,-61.2968515277503,E,C,0
Hispanic,No,Single,D,-27.795804882090696,E,-42.39221796655915,B,C,150.55311675597164,C,A,E,-172.99238013606222,A,C,1
Hispanic,Physical,Widowed,E,-113.48004157844763,D,-19.952245401236674,C,D,105.71332881728782,E,A,E,-95.85082819155897,C,E,0
White,Mental,Single,A,-210.7759481568039,B,-116.69209926159571,E,E,-172.1195055195518,D,C,A,124.14068218916341,C,E,0
White,No,Married,A,-63.681158948694396,E,5.3476618068176744,A,D,46.253923177465545,B,D,E,135.80400552135245,E,A,0
Other,Both,Married,C,-50.992701647252744,A,-33.56667809343249,B,D,11.972821955780859,B,C,D,91.21754063514064,E,B,1
White,No,Widowed,A,-44.60231788842057,E,50.11938907872262,B,A,229.42757432786465,C,D,E,174.8484082672746,E,B,0
Black,Yes,Single,D,125.2061168753182,A,37.00095513829633,C,C,29.28622389687242,B,B,C,-175.23932278267097,C,D,0
Hispanic,Physical,Divorced,E,-80.86016611253423,A,-119.71142870143596,E,B,-12.788326332389493,E,A,C,146.57179557887235,C,D,0
Other,Both,Married,A,65.7429562435919,E,26.999707186018046,B,A,-9.979074530429486,A,C,C,-94.70834659501047,B,D,1
Other,Mental,Single,E,-68.00825634017772,A,164.02660022249654,D,A,42.32067669044959,E,A,A,45.504861284778116,A,D,0
Asian,None,Married,E,104.20619388580225,A,-56.69292151691862,E,D,111.89295672717972,E,B,A,170.9166840406138,E,C,0
Black,Mental,Single,B,181.1174792758459,D,100.29220741471052,D,E,-41.23410445375303,E,B,A,341.0280585458092,E,C,1
Other,Mental,Single,B,-92.71809949209087,D,-146.0710764231397,C,D,2.426412525223793,B,C,D,205.14958761394922,C,B,1
Other,None,Married,B,-63.950761922403,B,-4.204210931218467,C,C,6.808172239052188,C,A,C,-65.28332605938598,D,D,1
Asian,Mental,Widowed,C,22.15488299318378,C,92.91861654772794,B,B,-215.46263060196833,B,A,D,166.14105091844215,B,D,1
Asian,Both,Married,E,-30.56772574454481,C,-95.10939194626354,B,C,-55.01208203179413,B,E,D,-47.54458026646953,D,C,1
African American,None,Widowed,E,105.05000076574495,B,-34.86799627279895,A,C,241.80771660660224,D,A,A,148.44536748420393,B,D,0
Asian,None,Married,E,-42.45802706480394,B,17.70896766346394,A,C,-10.166288795259973,C,E,E,-97.14292855295199,B,B,1
Black,Yes,Single,E,146.3768545501083,D,40.98401748906525,C,E,-120.28861820591803,D,B,D,-185.7178982851599,D,C,1
African American,Yes,Divorced,E,49.514254005829166,B,-11.466413853850325,D,E,126.80378431755904,C,D,A,7.63540844679015,D,C,1
Asian,No,Widowed,B,187.88446497018984,A,54.13826452507908,D,A,66.5941443541387,E,D,B,182.4075454772569,B,A,1
