married,country,age_group,feature_0,feature_1,feature_2,feature_3,feature_4,target
Married,UK,18-25,B,A,137.45874192494972,E,C,1
Divorced,India,18-25,B,C,-28.174835976338088,E,C,0
Divorced,Mexico,36-50,D,A,66.53281154230447,E,D,1
Divorced,US,36-50,E,C,144.08350848335482,C,C,1
Married,Other,65+,C,B,-33.16708459826753,D,B,1
Single,UK,36-50,D,A,4.505756880689256,D,D,1
Widowed,UK,36-50,A,B,17.71178367558613,A,D,1
Divorced,India,18-25,D,B,-45.41995856135648,C,D,0
Widowed,Other,65+,E,B,14.980075255155729,A,D,0
Married,Germany,26-35,A,A,-14.90734874299352,A,E,0
Widowed,India,26-35,E,D,23.817492919090352,D,E,0
Divorced,Mexico,26-35,D,A,-76.94871384730078,A,E,1
Widowed,India,18-25,B,E,-44.9267607645633,A,E,0
Widowed,US,18-25,C,A,-100.88890852227806,E,A,1
Married,US,36-50,C,A,-127.23471613257774,D,A,0
Widowed,US,36-50,B,B,-84.16665717992751,A,A,1
Married,Mexico,18-25,D,C,35.71099072401621,D,D,0
Married,UK,51-65,B,C,-52.91493228737376,A,C,1
Single,China,26-35,D,D,-33.14850378927965,A,C,0
Single,Brazil,18-25,A,C,102.68159273055898,A,E,1
Widowed,US,65+,A,A,-70.52707136087979,B,C,0
Single,China,51-65,A,C,44.181729369670656,D,C,0
Single,UK,51-65,C,C,11.765682141585863,B,C,1
Divorced,China,65+,C,A,-108.42067323681384,D,C,1
Single,US,51-65,A,E,-66.69314057333683,A,C,1
Married,US,26-35,C,A,99.12204284988249,A,C,1
Divorced,Other,26-35,A,C,-157.5792197424049,E,A,1
Married,Mexico,26-35,B,E,41.714316758025674,A,A,0
Divorced,China,26-35,C,C,97.3434798103867,B,A,0
Married,Germany,65+,E,D,-155.97109064511304,A,D,0
Single,UK,65+,D,B,89.55400669142665,E,E,0
Widowed,Germany,36-50,A,A,33.42377638961686,D,E,1
Divorced,Other,65+,A,B,-26.263532110071512,B,E,1
Divorced,UK,51-65,A,A,162.83786289686338,D,B,1
Single,UK,51-65,D,D,-32.5223554911508,E,A,1
Divorced,UK,18-25,A,D,16.00118218367411,E,A,0
Married,India,26-35,A,D,75.24599513753371,E,E,0
Married,US,26-35,A,C,-5.547935800330345,E,D,0
Widowed,Brazil,18-25,A,E,-70.65125857195514,E,C,1
Married,China,51-65,A,C,46.5248371615689,C,E,1
Single,China,26-35,B,A,54.484289741461154,C,B,1
Widowed,US,65+,A,D,-71.33515283259696,D,C,1
Divorced,Mexico,51-65,B,D,51.162330681412804,A,E,1
Single,Germany,18-25,C,A,47.11273939684567,E,E,0
Divorced,China,36-50,B,C,63.96975294421413,B,C,1
Divorced,US,51-65,E,B,-24.100761238244743,A,D,0
Single,China,36-50,A,E,12.93722316619625,B,B,1
Divorced,UK,65+,B,B,-26.385512266543167,A,A,0
Married,US,18-25,A,C,-71.95472643863361,A,B,0
Single,India,51-65,A,C,-29.040892862342027,A,D,1
Single,US,26-35,C,B,-5.362460113982548,A,C,1
Single,India,36-50,C,A,-111.13225246849635,B,B,1
Divorced,Other,36-50,D,E,-141.14023726980355,B,C,0
Widowed,Brazil,51-65,A,E,-59.60452923748516,E,D,0
Single,Germany,18-25,B,C,89.1035400470054,E,B,0
Divorced,China,18-25,A,C,53.491267096845974,A,A,0
Divorced,India,36-50,A,D,103.40961091311965,C,A,1
Married,Mexico,36-50,A,B,48.738391240995455,A,A,1
Widowed,UK,65+,D,D,27.495806654663685,C,B,1
Single,UK,18-25,E,B,104.73509583424745,B,B,0
Widowed,China,26-35,C,B,86.02199722403378,C,D,0
Divorced,UK,65+,D,E,123.50800651230284,E,E,1
Divorced,Germany,65+,E,E,-35.873350845507915,C,C,0
Widowed,Germany,51-65,D,D,-64.01436664806593,A,D,1
Widowed,Brazil,18-25,C,E,-59.401280023292394,A,D,0
Single,Mexico,36-50,D,C,-3.9280858173858886,E,B,0
Single,Mexico,65+,A,B,5.966896840340144,D,B,1
Divorced,Brazil,51-65,D,D,-27.292574877082238,A,C,1
Widowed,US,51-65,B,B,-6.277106362329758,D,E,0
Widowed,Germany,18-25,D,E,-21.666458575324228,C,A,1
Married,Other,65+,B,B,100.76054747743768,D,C,0
Widowed,China,26-35,B,E,-37.67526436206322,C,B,1
Divorced,Other,51-65,E,D,-75.47048182652517,E,A,1
Divorced,Other,26-35,B,D,-27.175458948377273,A,C,1
Married,Mexico,18-25,C,B,14.772795185376332,A,C,1
Widowed,UK,18-25,B,C,-64.07270485041987,A,E,1
Divorced,China,51-65,A,E,66.09766027345663,A,B,0
Divorced,UK,18-25,C,C,85.45851307134772,D,D,1
Single,China,65+,C,C,41.01535010361746,E,C,1
Widowed,Germany,18-25,C,D,-145.13756813815112,B,E,0
Single,China,36-50,A,A,78.74801657959402,D,C,0
Single,Mexico,26-35,E,C,-73.21930944961711,E,E,0
Divorced,Other,18-25,B,D,142.44721534420827,D,E,0
Single,UK,51-65,D,B,-54.61604474490355,B,E,1
Widowed,Mexico,36-50,A,D,-204.44338633577735,C,D,1
Married,Brazil,51-65,E,D,-93.41352195630812,E,B,0
Divorced,US,36-50,A,A,-58.15427317466278,E,C,1
Divorced,India,26-35,B,E,79.35430660207143,B,E,0
Single,Brazil,65+,E,B,-133.29982929479206,E,D,0
Married,UK,36-50,D,C,2.2877690044051695,B,A,0
Single,UK,26-35,E,E,-32.61357986495007,A,A,0
Single,Mexico,36-50,C,A,-34.47037378971981,C,A,1
Widowed,Other,51-65,A,E,49.393101103762525,C,B,0
Widowed,China,65+,D,A,-55.82940309648639,B,C,0
Widowed,India,51-65,C,D,-9.022178048737308,E,E,1
Divorced,UK,18-25,B,A,-31.292203997884403,D,B,1
Single,Brazil,51-65,B,A,-88.17503265430763,D,A,0
Widowed,India,18-25,D,D,96.07663717056316,E,B,0
Single,India,65+,A,C,-10.988229689344085,B,E,0
Married,Germany,51-65,E,A,-23.8539926281665,A,E,0
Widowed,Brazil,18-25,B,D,-86.1534853950549,A,B,0
Widowed,Germany,18-25,C,B,-61.85055929387363,D,B,0
Divorced,US,18-25,A,B,-43.536116065413516,B,E,0
Married,Germany,51-65,C,C,-21.770364533291435,E,B,1
Married,China,18-25,A,E,25.183859673860443,D,C,1
Married,UK,36-50,B,E,106.28332258468242,B,D,0
Widowed,Germany,26-35,C,B,-29.85421793949271,E,C,0
Single,China,36-50,D,E,-5.607683167954926,A,A,0
Divorced,Brazil,65+,E,B,-25.44073627045112,B,E,1
Single,UK,65+,A,E,5.359194358976669,E,A,0
Divorced,India,26-35,C,E,-6.036592246368587,E,E,1
Divorced,UK,51-65,C,E,71.9510033125389,E,E,0
Married,Other,26-35,D,E,-55.37215465705375,C,C,1
Widowed,US,26-35,D,E,124.89970530634295,C,D,1
Divorced,UK,26-35,A,D,-33.36193755482191,A,A,0
Divorced,India,65+,D,D,-29.77414236811626,B,A,1
Widowed,US,36-50,A,E,98.05415649168442,E,E,1
Single,China,65+,B,C,-55.53396468288132,B,C,1
Widowed,US,36-50,A,D,-29.545622541598448,D,E,0
Single,Germany,65+,B,A,-57.37476695820492,C,B,0
Married,Other,65+,D,C,76.6299096940013,B,C,1
Divorced,Brazil,18-25,B,C,-144.05389088120293,E,B,0
Widowed,China,65+,E,B,85.40367581703129,E,A,1
Married,Other,26-35,C,D,56.87039525090588,E,E,1
Widowed,China,51-65,B,B,-103.91643406539038,C,C,0
Widowed,India,51-65,C,B,-63.17814903577034,C,B,1
Divorced,UK,36-50,A,D,-216.12095178664293,A,D,1
Divorced,Brazil,26-35,D,E,53.381792373914216,C,B,0
Married,India,51-65,A,B,-117.32109399960169,A,D,1
Married,UK,65+,C,B,-65.45756846100673,D,A,1
Divorced,Mexico,36-50,B,B,-25.252921765600455,A,E,0
Widowed,UK,18-25,D,A,-16.11980110201064,A,D,0
Widowed,Mexico,51-65,B,C,7.189637646708573,B,A,0
Divorced,Brazil,65+,C,C,-10.236510420176161,E,E,0
Single,Other,18-25,A,A,-203.327535250841,A,E,0
Married,Brazil,26-35,A,B,-207.79213251291134,E,A,1
Married,Brazil,51-65,E,C,-4.503547266651893,B,E,0
Single,Germany,65+,D,D,-139.0676879987228,B,A,1
Married,Brazil,18-25,B,E,128.79287461233454,A,B,1
Divorced,Brazil,36-50,B,D,110.09578378399458,E,A,1
Divorced,Germany,18-25,C,D,110.0531299523595,E,A,0
Widowed,Germany,65+,E,C,-14.911661684212548,D,C,1
Divorced,China,26-35,C,D,154.8110995690915,C,B,0
Divorced,Mexico,26-35,D,E,-136.1674647631579,C,B,0
Divorced,India,18-25,A,A,-153.35443321699486,A,A,0
Married,US,26-35,E,B,207.2024163490239,E,E,0
Married,Mexico,26-35,E,C,-8.251332189457854,B,C,0
Single,China,65+,D,D,74.78192800668957,B,C,1
Divorced,Mexico,18-25,E,B,59.54714374414849,C,B,1
Divorced,India,18-25,D,D,-113.51255065997184,D,A,0
Married,UK,65+,E,C,43.34413022135445,C,A,1
Single,India,65+,E,A,-61.016513944386496,D,E,0
Widowed,China,18-25,C,B,-87.3834998488929,D,E,0
Married,China,18-25,D,A,-119.90151399462357,B,D,0
Single,Other,18-25,C,B,-18.6268824120399,A,C,1
Married,Germany,18-25,E,D,-161.53138781740574,D,E,1
Single,UK,18-25,B,B,-77.30719860707926,B,B,0
Divorced,Mexico,51-65,E,D,24.89060476326598,C,B,1
Widowed,US,51-65,B,D,35.51518189676163,B,A,0
Single,Other,51-65,C,B,-56.04721123429468,A,C,0
Married,Brazil,36-50,B,E,290.4344400207664,C,C,0
Divorced,US,26-35,C,D,86.80694994225908,C,E,1
Widowed,Mexico,65+,C,E,-54.36942760936498,C,A,0
Married,UK,51-65,D,B,40.53037350816833,A,D,0
Divorced,UK,18-25,D,A,41.34640584489903,B,D,0
Single,UK,18-25,B,C,36.140413410984564,D,C,0
Married,Other,65+,E,B,30.43757497187561,B,D,0
Widowed,China,26-35,B,C,35.01420695723603,D,C,0
Married,UK,65+,A,A,11.444525794632513,A,D,0
Divorced,US,26-35,D,A,5.214023969873422,B,D,1
Single,Brazil,26-35,D,B,46.4007883440379,A,A,0
Divorced,Mexico,26-35,A,B,-58.5216615593903,E,B,1
Married,Mexico,26-35,E,A,-188.62063493895297,D,C,0
Widowed,UK,65+,C,C,-51.29322518558548,C,E,1
Widowed,China,51-65,B,A,36.52420675008658,A,A,1
Married,China,18-25,E,E,93.06747346513643,C,B,1
Married,China,65+,D,A,54.215448857535876,C,A,0
Divorced,China,36-50,C,C,-137.97417099679626,E,C,1
Married,China,51-65,C,A,139.9448873154439,C,B,0
Single,UK,36-50,A,D,51.52741259840876,E,C,1
Widowed,Other,51-65,D,C,70.384589286481,C,E,1
Single,US,51-65,B,A,29.896680985140588,A,E,0
Single,China,65+,E,C,-199.36759199350584,C,D,0
Divorced,India,36-50,D,B,-22.436858293851543,A,A,0
Divorced,Brazil,51-65,B,B,-77.12700518204736,E,E,1
Widowed,India,51-65,A,D,-22.524839298544546,A,A,1
Married,Germany,51-65,D,B,92.64287553225097,C,E,0
Single,Other,26-35,E,C,-0.11137950899556837,D,E,0
Married,Brazil,36-50,B,C,116.81510383131616,E,B,0
Widowed,Germany,18-25,A,B,-133.64134601044188,A,B,0
Divorced,Mexico,26-35,C,A,-57.10305025019677,B,B,0
Single,Germany,65+,D,B,-95.02375187392981,B,D,1
Married,India,65+,C,D,-187.0084596900204,D,D,0
Widowed,Other,65+,B,C,21.33104644672118,A,B,0
Divorced,UK,18-25,B,E,-86.34769996800736,D,E,1
Single,China,26-35,C,E,113.16801236411031,B,A,1
Widowed,US,51-65,D,E,208.09961100530558,A,A,1
Divorced,UK,36-50,A,D,-25.086112454096448,A,E,1
Widowed,Mexico,65+,D,E,145.10173431051044,B,C,1
Widowed,China,26-35,B,C,215.86948310662203,E,A,1
Married,US,51-65,A,A,-67.24585863426707,D,A,0
Married,UK,18-25,D,B,-86.33393163419846,E,A,1
Divorced,Brazil,26-35,B,D,57.08732141851173,A,D,0
Single,China,18-25,C,D,64.6215249302526,E,D,0
Single,China,36-50,B,B,114.49647041037994,B,C,1
Single,Germany,18-25,C,B,-102.00998718068008,D,C,0
Widowed,US,18-25,D,B,-45.81896762137452,D,C,1
Divorced,China,51-65,E,E,-124.00232220622654,A,B,1
Widowed,Other,36-50,A,D,44.45652704388886,B,C,1
Widowed,Other,51-65,D,B,3.4579806336832055,C,D,1
Widowed,Germany,51-65,B,D,-152.78114540335042,B,B,1
Married,Mexico,26-35,D,E,117.69771950006623,B,D,0
Divorced,China,18-25,A,E,-77.69350404722692,C,A,1
Divorced,India,65+,A,B,88.77147136726612,B,C,1
Divorced,Other,26-35,C,D,78.7026411709553,D,A,0
Married,US,18-25,D,B,-1.3611231347449588,B,D,1
Widowed,India,18-25,A,C,14.61703187780098,A,C,0
Single,Mexico,36-50,A,E,28.575915832011706,C,C,1
Divorced,Brazil,18-25,C,B,-149.4109294522316,D,E,0
Divorced,Germany,26-35,C,B,19.75912597784657,C,C,1
Widowed,China,26-35,A,C,15.004988681268305,E,E,0
Widowed,China,18-25,D,C,70.39941424620253,E,E,1
Widowed,US,18-25,B,A,-33.33472535618609,A,C,0
Divorced,US,36-50,E,C,61.87974968290349,B,B,0
Married,Germany,18-25,B,D,-99.15237006520763,B,B,0
Divorced,Brazil,36-50,E,E,151.2247327229308,C,E,1
Single,Brazil,51-65,D,E,-116.8633362650521,A,D,1
Single,Other,36-50,D,C,24.479287027697048,A,B,1
Married,Germany,65+,E,E,-75.22050769440857,C,B,0
Married,Brazil,36-50,D,E,-76.64454998074135,A,A,1
Divorced,Other,51-65,D,E,30.92200055100145,B,A,1
Single,UK,18-25,E,B,-38.98341210086427,A,B,0
Divorced,Mexico,65+,D,D,-150.35498732179983,A,B,1
Single,India,65+,D,D,-61.11734422463554,C,A,1
Single,India,18-25,E,B,-19.645770255625663,C,E,0
Widowed,China,51-65,E,A,67.73224646697112,E,B,0
Widowed,Other,51-65,B,E,-72.22416480664752,D,E,1
Divorced,India,36-50,A,B,103.00021199777511,A,B,0
Married,UK,65+,C,D,-57.09771225840552,E,B,1
Single,China,26-35,A,C,-88.93289257702718,E,D,1
Divorced,Other,26-35,A,E,99.92583842250646,D,E,0
Married,Brazil,26-35,B,B,21.438048198123333,B,E,1
Widowed,Other,65+,A,E,-116.96563614413368,B,C,0
Divorced,Germany,51-65,B,E,-37.550767167137074,C,B,1
Divorced,UK,36-50,D,B,-53.7546726328453,B,C,0
Married,US,36-50,B,C,85.38675549551537,A,E,0
Widowed,China,18-25,D,C,103.07328122740331,E,E,0
Single,India,36-50,E,B,70.00026345927898,D,B,0
Single,US,18-25,D,B,50.090041010985296,A,D,0
Married,Brazil,65+,E,E,-17.417373721576155,E,B,0
Widowed,Other,26-35,C,B,71.09775042030795,D,E,1
Divorced,India,51-65,E,E,203.31945405634553,C,E,1
Single,India,18-25,C,E,-14.88337971871862,B,E,0
Single,US,65+,E,A,-57.643059587435616,E,E,1
Divorced,Brazil,26-35,C,D,-71.64310011468066,C,A,0
Married,Germany,26-35,B,D,101.09871708952802,E,D,0
Divorced,China,65+,D,A,128.54564402279883,D,A,0
Married,Mexico,36-50,A,E,3.9058691606569376,C,B,1
Widowed,Brazil,51-65,D,C,-16.823171193444228,E,B,0
Married,India,65+,E,E,5.585735122227564,E,E,0
Married,Mexico,18-25,B,A,211.5572523811857,D,D,1
Divorced,Other,65+,C,D,2.783327398200462,C,C,1
Married,India,36-50,D,C,5.854707244344378,D,D,0
Single,China,36-50,D,C,-239.25445424327955,C,E,1
Divorced,UK,18-25,A,B,-4.763752388981216,C,D,0
Single,UK,18-25,C,A,8.684669453464847,A,E,1
Widowed,China,51-65,C,E,26.957454468844176,C,B,1
Married,Other,51-65,C,A,72.67454470781357,C,C,0
Widowed,UK,51-65,B,E,-55.79612998364202,D,E,0
Married,Germany,18-25,D,B,-51.220414634409615,C,D,1
Single,Germany,65+,D,B,-49.72183960930199,B,C,1
Divorced,China,36-50,D,C,-224.363610381945,E,D,0
Divorced,China,36-50,D,E,-131.85674718668113,D,E,0
Married,UK,18-25,A,B,3.0973225583647115,E,A,1
Widowed,Other,26-35,A,A,-22.585401936875904,D,B,0
Divorced,US,51-65,C,A,-225.07303762304326,B,C,0
Single,UK,18-25,B,E,167.23632005889587,E,A,0
Married,Mexico,36-50,C,B,-54.013273320709295,D,B,1
Single,India,36-50,A,E,-13.808774448248757,D,E,0
Divorced,China,36-50,E,D,23.69682093070684,C,A,0
Married,US,65+,C,B,-8.441198160697194,D,B,0
Widowed,US,26-35,C,D,-63.75949645910454,C,C,1
Single,Other,36-50,D,A,91.49457243196537,D,C,1
Married,China,65+,C,A,-144.899531210226,D,D,1
Divorced,Brazil,51-65,D,E,-17.13191943056181,E,E,1
Divorced,Brazil,18-25,A,D,-145.01824881772205,B,B,0
Divorced,Brazil,36-50,C,C,34.85322673613104,A,D,0
Divorced,Mexico,65+,D,D,0.114101914458183,C,B,0
Divorced,Other,51-65,C,A,-141.0681980927777,E,A,0
Married,India,36-50,E,E,88.73778148787471,B,E,1
Married,UK,26-35,E,B,-8.12177630167638,E,C,0
Married,Germany,26-35,D,B,-70.25853871755642,D,C,1
Divorced,US,36-50,C,A,-47.61926743412513,B,D,1
Divorced,Other,65+,B,A,227.91392532399666,B,C,0
Married,Brazil,26-35,A,C,96.84227534862782,D,B,1
Widowed,Mexico,36-50,E,B,68.44255359904943,C,D,0
Divorced,UK,51-65,B,D,-63.962704534240686,A,A,0
Single,UK,51-65,B,B,111.13212046699587,D,D,0
Divorced,India,26-35,A,A,-17.05949250708332,C,C,1
Divorced,India,26-35,D,D,-103.97794870892105,A,B,0
Divorced,Other,18-25,C,B,-31.651472110006207,D,C,0
Single,Other,51-65,B,B,-103.52343242680398,C,E,1
Divorced,US,65+,C,B,-82.08910513763394,B,B,1
Married,Germany,36-50,A,A,80.36886295251252,C,D,0
Widowed,UK,51-65,A,D,100.65786782426072,C,E,1
Single,US,65+,C,A,-53.38001756447615,B,D,0
Widowed,Germany,36-50,C,A,-91.36502336063694,E,D,1
Divorced,Other,26-35,D,C,-140.58841599147587,D,A,1
Divorced,Germany,36-50,E,E,-108.36649495496833,B,A,1
Single,Germany,51-65,B,D,-35.016765880178866,D,B,1
Married,US,26-35,E,E,29.3136380062711,A,C,0
Widowed,India,65+,E,B,6.932196553256853,E,D,1
Single,Other,51-65,C,E,-32.14012709393768,A,A,0
Divorced,Germany,26-35,B,C,87.5700027095544,D,E,1
Widowed,Brazil,36-50,E,C,-31.528859259851714,A,A,0
Widowed,China,36-50,C,C,17.94555317297476,A,A,1
Single,Germany,65+,C,C,-23.028750357892523,D,B,0
Single,Germany,65+,C,B,134.40226900646962,E,D,1
Single,UK,18-25,B,E,129.88073374929684,A,C,0
Divorced,UK,26-35,D,B,40.395759675076384,E,C,1
Single,China,18-25,E,A,175.09410822698825,E,C,1
Divorced,Other,18-25,E,B,-122.65922913636587,A,D,0
Widowed,US,36-50,C,A,-0.7982994001506547,C,C,0
Single,US,18-25,E,B,-13.114115190935538,E,A,1
Divorced,US,26-35,E,E,-2.3871861289965937,A,E,1
Married,Brazil,26-35,D,D,-126.57953527927069,A,E,0
Divorced,Brazil,18-25,B,B,-51.36191232010194,E,B,1
Divorced,Brazil,26-35,D,A,-6.536841229927075,B,D,1
Single,US,18-25,D,C,31.08221288211146,C,A,1
Married,China,65+,E,B,8.61839096329599,C,C,1
Divorced,Germany,18-25,E,A,-89.14408416183663,D,C,1
Widowed,Other,65+,C,C,-97.81748886252024,C,C,0
Single,US,36-50,B,B,-117.76975873877676,B,A,1
Single,Germany,18-25,D,E,-47.61000493932722,C,B,1
Married,US,51-65,E,B,79.62007117522728,C,A,0
Married,India,26-35,B,A,5.502620037302336,E,D,0
Single,Other,36-50,A,C,-59.1045736437252,B,C,1
Widowed,China,18-25,D,E,-83.32410325130468,D,D,0
Married,Other,65+,A,D,-106.46958152155189,A,D,1
Widowed,China,51-65,C,B,-59.31639038463322,E,B,0
Widowed,UK,65+,D,B,36.426032787687,B,D,1
Single,Brazil,18-25,B,E,-36.387656875337306,B,E,1
Widowed,China,36-50,A,B,110.15634130675505,B,A,0
Single,China,51-65,C,A,-53.62391476463214,A,A,1
Married,Germany,65+,D,A,223.72073430016056,C,E,1
Married,Brazil,18-25,B,A,11.43565188228987,A,E,0
Widowed,Other,51-65,E,B,-112.35002229393709,B,A,0
Divorced,India,36-50,D,A,-55.07242214817484,B,A,0
Married,Other,36-50,D,E,30.625505743925448,B,E,0
Divorced,Brazil,26-35,E,A,-72.29356633530477,C,A,0
Widowed,Mexico,65+,B,B,46.71053571472348,B,D,1
Divorced,Germany,18-25,E,A,-3.488819885022681,C,C,0
Single,India,65+,E,D,109.22804648891213,A,B,0
Widowed,Brazil,26-35,D,B,68.85117592348521,B,D,1
Single,US,65+,C,A,27.275781592925792,C,A,0
Divorced,Mexico,18-25,B,C,177.31606502710778,C,D,1
Single,Mexico,51-65,C,E,-203.4345541726143,E,B,0
Married,Germany,36-50,A,C,150.58899164776295,E,B,1
Single,China,51-65,D,D,34.17914374906495,B,A,0
Married,Mexico,65+,C,A,229.0521319757166,D,B,1
Widowed,Other,51-65,A,D,69.50836982642613,A,C,0
Married,Mexico,26-35,C,C,37.96111480244428,C,E,0
Single,Other,26-35,A,C,97.75070776908017,B,E,0
Widowed,China,36-50,E,D,-161.4271447566379,A,C,1
Single,India,36-50,B,C,141.95685128797007,E,A,1
Married,UK,18-25,B,A,75.09420931973054,C,D,0
Divorced,UK,26-35,A,C,140.29863079787097,C,A,1
Married,US,51-65,E,C,90.41220631713152,A,B,1
Divorced,Other,36-50,B,E,-21.613413013169247,C,D,1
Married,US,18-25,E,E,7.948391267181199,B,E,1
Divorced,Germany,36-50,A,C,-51.13422381323202,D,C,0
Married,Other,36-50,E,D,-9.401567716023731,B,D,0
Married,Brazil,65+,C,C,94.21750207176277,D,B,0
Single,Other,26-35,C,E,29.282039871685416,E,D,1
Single,US,18-25,A,D,-144.35362427960808,B,B,0
Divorced,China,36-50,B,D,-141.4923765960382,D,B,1
Single,Brazil,26-35,C,C,-61.85256612202078,C,B,1
Divorced,US,26-35,D,B,48.91305443604048,D,D,1
Divorced,Mexico,51-65,A,D,-17.767749150612318,D,A,1
Married,Germany,51-65,C,D,10.309784766968987,E,E,1
Single,India,36-50,A,A,224.01282433725416,A,A,0
Married,US,51-65,E,C,-172.45549799332923,C,C,1
Married,China,51-65,A,D,62.057481817769954,C,E,1
Married,India,26-35,D,B,-10.400210423446547,C,C,0
Married,India,65+,C,C,-17.297615423676305,B,C,1
Divorced,Mexico,51-65,B,D,-6.201021705602977,D,B,0
Married,Brazil,51-65,E,A,37.01800512699865,A,A,0
Divorced,Brazil,36-50,E,E,-0.3581564662737903,D,D,1
Divorced,China,36-50,D,B,242.182005174416,A,C,0
Widowed,Mexico,18-25,D,D,55.497615577764925,E,D,0
Widowed,Mexico,36-50,A,E,126.50856358834297,A,A,1
Married,China,65+,E,C,174.3179924580315,B,B,0
Single,US,65+,C,C,-120.00681449313662,E,A,1
Single,US,65+,C,E,-121.01764179767021,A,D,0
Single,China,51-65,E,C,129.01430642176464,D,B,0
Divorced,Mexico,26-35,D,A,51.1364929466404,E,B,0
Widowed,US,65+,E,A,-48.90347670079104,E,E,1
Single,UK,51-65,D,E,153.44165488416007,E,A,1
Married,Mexico,65+,C,C,-74.03012179759669,C,C,0
Divorced,Germany,26-35,A,C,20.972636219439615,E,C,0
Married,Brazil,26-35,B,A,-77.27258363235732,E,D,1
Married,Germany,36-50,A,D,-43.05876803706952,B,A,0
Married,Germany,51-65,D,E,-18.36379682667853,D,C,0
Married,China,51-65,C,B,72.6103360449658,B,D,0
Widowed,Mexico,36-50,C,D,-5.2837419235019905,E,C,1
Single,Germany,18-25,D,D,-165.48775707070396,D,D,0
Divorced,India,65+,B,C,-5.843997244955897,A,E,0
Widowed,China,26-35,A,E,-117.16309952621286,C,B,0
Single,Germany,18-25,D,D,-41.34754660234981,C,C,1
Divorced,Mexico,26-35,B,E,-75.80852457213841,A,E,0
Married,UK,51-65,C,D,35.713118448933976,E,C,1
Single,UK,65+,B,E,-23.623611878967658,C,A,1
Single,India,18-25,A,E,81.51896861279559,A,C,0
Widowed,Germany,65+,D,A,148.44117336796282,E,C,1
Divorced,Germany,65+,D,B,-87.39512285168665,A,E,0
Divorced,Mexico,51-65,D,B,46.109630681655126,D,C,0
Married,Germany,26-35,B,C,6.638919385847279,C,A,1
Married,UK,65+,B,D,-33.979629208181436,A,A,1
Widowed,Mexico,18-25,E,B,-139.65303742285886,B,D,0
Married,China,18-25,D,A,92.85388969823667,B,C,0
Widowed,Other,36-50,C,C,65.53344567401767,B,E,1
Single,Other,26-35,C,D,-45.4689029715221,E,B,0
Married,US,26-35,D,A,14.249838260337855,A,E,0
Married,Brazil,18-25,E,D,135.09790606235222,D,A,1
Divorced,UK,65+,D,D,-176.4888569749062,D,C,1
Single,US,18-25,E,C,56.23823768016677,D,B,0
Married,Brazil,65+,B,D,283.7361372153212,E,E,1
Widowed,Mexico,36-50,C,D,-75.94544476520014,B,A,0
Single,Germany,36-50,B,D,38.12867479956669,E,B,0
Single,Mexico,51-65,D,B,145.03764140192948,D,E,1
Divorced,India,65+,E,D,67.44892077238386,A,A,0
Married,China,65+,E,D,0.3183007338843798,B,B,0
Single,US,65+,E,E,108.60664651158646,B,D,0
Married,India,65+,E,D,-41.35247555970129,C,A,0
Widowed,China,51-65,D,E,94.01227112078061,C,E,0
Widowed,Other,65+,B,C,-41.81812252377626,B,D,1
Married,US,26-35,A,A,10.30787952601556,D,B,1
Married,US,36-50,D,A,-74.51039278128258,C,E,1
Married,US,65+,B,E,110.62475109155318,C,B,1
Married,Germany,51-65,D,C,28.390436411854342,D,C,1
Divorced,UK,26-35,E,C,-18.780510597746634,C,C,0
Married,US,36-50,E,A,46.45862639761907,D,D,1
Widowed,China,65+,E,D,-81.94245656993655,A,D,0
Widowed,Germany,65+,D,D,125.15260989149708,E,E,0
Divorced,Germany,36-50,D,A,96.3625239218549,A,C,0
Married,Mexico,26-35,B,A,87.2238473102001,C,B,1
Single,China,26-35,A,D,37.96993292567093,E,D,1
Divorced,China,65+,D,B,164.3394615478971,C,B,1
Widowed,India,36-50,C,E,-17.263200766296407,B,E,0
Divorced,UK,36-50,D,A,54.592194618986966,A,D,0
Divorced,Other,36-50,A,D,6.613677024626642,D,D,1
Widowed,China,18-25,A,D,-103.13580368323363,C,D,0
Married,UK,26-35,E,A,287.00713668368877,D,D,0
Widowed,US,26-35,C,B,76.11702108528819,A,D,1
Single,India,65+,D,C,-155.94418249985713,E,C,0
Widowed,US,65+,A,B,31.835614773658826,E,C,0
Single,Germany,36-50,B,B,34.985382220965185,E,A,0
Married,Other,18-25,D,D,-16.516337908744276,D,B,1
Single,India,26-35,D,B,95.12686141012571,E,E,0
Widowed,China,51-65,B,A,-26.12957049409908,A,B,0
Married,US,36-50,C,A,-23.275457965990736,A,A,0
Married,Other,36-50,B,E,-94.13812800859004,E,C,1
Married,Other,18-25,A,B,-45.912708296256454,C,C,0
Widowed,UK,26-35,E,D,181.76774823220424,E,A,1
Single,Germany,18-25,B,B,-46.898460159968444,D,D,0
Married,Other,18-25,C,A,9.832652518823878,A,E,1
Widowed,Mexico,65+,D,A,-151.0428796460196,E,E,0
Married,Germany,36-50,C,D,68.16740561969382,C,B,0
Married,UK,18-25,D,A,46.74723508359897,C,A,0
Single,UK,18-25,A,D,46.630282232412206,C,D,1
Single,UK,26-35,C,E,-86.48610570766921,E,D,1
Widowed,US,65+,A,B,3.2175168272492845,B,B,1
Widowed,UK,18-25,D,B,4.8729274574040105,C,A,0
