faith,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,target
None,-62.6942524166524,C,E,D,A,D,C,E,B,E,70.60608863029027,C,E,1
Muslim,43.1960241338664,C,D,C,C,D,B,D,C,E,-9.333129522302023,A,D,0
Muslim,31.913784910957112,D,A,A,B,B,A,B,A,B,-63.32848676455992,C,B,1
Christian,56.70969784630885,D,B,B,C,C,D,E,A,A,-160.79173018936834,C,B,0
Other,69.56237640832218,E,E,C,D,A,E,A,C,E,-198.67097428498093,C,C,1
Hindu,121.0464695117633,A,D,D,A,B,C,D,D,B,-121.96122095617395,E,D,1
Other,33.05087562968912,B,D,A,B,A,C,B,B,C,-104.6787202989603,A,E,1
None,189.94775195298504,D,A,A,C,C,A,A,D,D,-194.69667155961145,B,C,0
Muslim,71.23340969085508,C,A,E,C,E,E,D,A,C,84.65995325159597,B,D,1
Other,-56.36136300241675,E,D,C,D,B,D,E,A,E,-9.487032525821569,E,D,1
None,-64.5968896281837,E,B,A,D,B,D,B,E,B,24.185561916031336,B,B,1
Hindu,-66.13479229245749,E,A,D,E,D,C,E,A,C,92.52803303091088,E,C,1
Buddhist,144.8131879756047,A,C,B,C,E,D,A,C,B,-150.8247237330218,C,B,0
Christian,-202.0982365100344,D,E,A,B,C,A,A,B,C,-106.0895091791634,E,A,0
Hindu,-18.86293540009855,C,E,B,A,D,A,B,B,B,-19.034371695919187,B,B,0
None,-138.9708404868667,E,E,A,C,C,E,D,D,A,-69.6546112016689,C,D,0
Buddhist,50.53786297633168,E,C,B,D,A,B,B,D,B,-38.57804004722743,D,D,0
Hindu,-221.13966606660415,B,E,D,D,C,A,D,D,E,125.29214524290524,E,B,0
Hindu,-146.4423742577637,B,E,A,A,D,B,B,B,D,-18.658180252798477,E,C,0
Buddhist,112.74986029877371,A,B,A,D,A,E,E,B,E,178.5000189191615,B,B,1
Jewish,-43.161291179032915,E,E,E,C,D,E,D,C,A,-172.78711293014982,D,E,0
None,-21.75091429761629,C,E,A,C,D,C,C,C,A,47.92127410608956,B,D,0
None,-17.773810913725313,E,C,C,D,A,D,D,E,E,-213.25559288883454,E,C,0
Hindu,-74.17592781565567,E,D,A,C,E,D,C,B,B,-85.55799880579742,D,C,0
Other,-118.07104992693118,C,D,C,D,A,C,D,B,A,208.45261054877682,E,D,0
None,-77.9299319767084,B,E,D,C,A,E,B,B,A,-52.335450033777875,D,D,1
Christian,-18.470084135533106,B,D,B,E,B,D,A,D,C,-40.29836833745065,B,C,1
Other,6.644808941553442,D,D,E,A,D,B,E,B,B,-66.0508914274,E,B,0
Buddhist,-36.07376449214169,B,B,B,E,A,E,B,C,B,-9.973038211328491,C,A,1
Buddhist,-12.929354119918182,C,E,E,E,A,E,A,B,A,-60.533238157743654,C,C,0
None,-33.49197497777466,E,A,A,A,B,D,A,E,A,16.7672035327056,E,A,0
Muslim,-4.3284273515242315,C,C,B,C,B,B,A,D,A,100.95032515009122,C,C,0
Hindu,-73.5837606061083,A,E,C,D,D,B,E,D,C,-65.50073622216225,C,D,1
Christian,-76.32817497739148,C,C,A,C,B,D,C,A,C,38.565426445187605,D,B,1
Jewish,-53.47916107537986,D,C,B,D,C,E,C,D,A,85.34832978959025,E,D,1
Christian,64.04459771757789,D,C,D,D,D,A,A,E,E,30.371753667392326,A,A,0
Christian,-39.058023780409215,B,A,D,D,C,C,A,C,C,71.2774033863429,A,D,0
Jewish,-7.279206192839771,B,C,E,E,A,C,B,C,C,-129.01924996370633,C,D,1
None,13.215762576825243,A,E,C,B,A,D,B,A,E,-48.779764165707924,C,D,0
Christian,-157.84918781609883,D,E,B,B,A,E,B,E,B,82.61298290615925,A,A,0
Hindu,22.689849609491347,D,E,B,A,B,C,B,D,D,15.010088450320827,D,D,0
Buddhist,139.7311472528451,C,E,D,B,A,C,A,C,D,35.47418803692841,B,D,0
Hindu,168.74403059208024,E,C,D,C,D,B,A,C,B,-97.20551777208934,D,E,0
Buddhist,165.9711385998785,A,E,D,E,C,C,A,E,D,83.29606517204125,D,D,0
Jewish,44.0560752457378,A,C,C,A,D,C,B,E,B,-33.25533986935055,C,B,1
Muslim,-5.0682477017961975,A,E,B,C,C,C,C,D,A,67.5376400837142,D,A,1
Muslim,-78.9323807169026,D,B,E,E,D,E,C,A,C,49.613027887806346,B,D,1
Buddhist,-94.39682653404599,B,E,B,B,A,C,C,C,A,167.46910498716198,D,D,0
None,-136.59711239653348,C,D,B,E,E,C,D,B,E,-29.71047223137651,A,E,0
None,-124.23349174325942,A,D,D,D,C,C,E,E,C,-26.41982689186665,B,D,0
Other,-48.41979357917042,B,B,E,D,C,D,C,E,C,144.9131770882698,A,D,0
Buddhist,-184.3757920115545,E,C,E,C,E,C,A,E,C,-17.53689436042951,A,A,1
None,-122.62391795672838,E,E,A,B,A,B,D,E,B,21.196994529596427,C,C,0
Christian,-1.3563986990008596,E,A,A,D,B,D,E,D,A,148.53228327030612,D,A,1
Hindu,267.364903345056,B,E,D,B,E,A,A,B,B,24.962355224926334,C,E,1
None,100.34158160328298,B,D,E,C,B,C,C,D,B,200.6890320247514,E,C,0
Christian,35.61794445054199,D,D,B,E,A,A,D,E,C,-45.88386669470134,D,C,1
Other,-92.82444261543013,D,D,E,B,B,E,D,B,E,69.98985125528102,B,D,1
Christian,-219.45228645383094,C,C,E,C,D,D,A,D,B,-163.5929727586709,A,E,0
Christian,95.93852079142441,B,A,D,A,A,D,B,A,A,-157.7835016596839,B,E,0
Buddhist,138.18821088473052,D,A,A,B,B,B,A,B,D,-50.765799980043354,A,C,0
Other,118.95862187025783,A,D,E,A,E,A,D,B,D,-22.990702643600194,C,A,1
Hindu,-10.664242015892917,A,D,C,C,A,A,D,B,A,47.73214306451884,E,B,0
Hindu,169.070281079633,D,C,B,A,D,A,C,C,C,-17.639549964945978,E,A,1
Hindu,166.20834785276068,A,B,B,A,B,B,B,C,C,31.218357882218427,B,D,0
Christian,119.06360210942537,D,A,A,B,D,A,E,D,B,21.522970764324945,C,A,1
Muslim,-94.73341580202168,A,E,C,D,D,E,C,D,B,-61.791987454524154,A,A,1
Other,-256.8681195715394,E,A,B,A,C,E,C,C,E,91.75822535654791,E,A,0
None,152.47730083062606,B,B,C,A,D,E,C,E,C,-1.1520470008766057,B,E,1
None,-78.6564907797734,E,E,A,B,C,D,E,C,B,-229.12010566633825,C,B,1
Christian,-41.988575134873074,E,C,E,D,B,D,E,E,E,161.3146675933211,B,E,0
Muslim,7.800174136406102,C,B,C,B,B,D,A,A,C,93.88142130919861,B,B,0
Muslim,79.587761981021,C,D,E,C,D,D,C,E,B,36.803364974499594,B,D,1
Christian,-120.32319618401421,D,B,D,D,E,E,A,D,C,44.96010936067131,D,C,0
Other,149.60121326660928,B,A,E,D,B,A,C,C,A,-65.56907373482268,B,E,1
Hindu,-135.81910715555384,B,C,B,E,E,E,B,D,A,-60.36308092938639,C,E,0
Jewish,54.40808929077111,A,B,D,E,C,D,A,A,D,-120.59244258773506,C,B,0
Other,15.600456260333859,A,A,A,A,D,E,D,D,D,37.828557880240865,E,B,1
Muslim,152.24831262459983,A,C,A,B,A,C,B,B,E,86.62163293852814,C,E,1
Hindu,14.069824296978453,D,A,C,B,B,B,A,A,D,65.55994125558848,D,E,1
Muslim,-33.483876954681016,D,C,B,C,E,C,B,E,C,-29.479493644131306,D,A,0
None,-63.66219872374078,E,A,A,C,E,C,D,B,C,14.643653219569472,B,A,1
Christian,-3.0167218601709096,D,D,A,A,E,D,C,C,A,-22.357444471170222,B,C,1
Muslim,-239.5568544545935,D,E,A,B,D,B,B,D,D,36.57145628422494,C,A,1
Buddhist,-10.107069323225303,A,A,A,C,E,C,C,D,C,93.54635670675727,D,E,1
Christian,-156.30717126526417,C,E,A,C,B,B,E,A,E,6.600008228101041,A,D,0
Other,-49.397165042171025,D,E,C,B,B,A,E,D,C,-126.68356770219415,D,B,0
Buddhist,38.29612538982437,C,D,C,A,C,C,C,B,D,37.177631834619426,D,A,0
Other,182.43289099222972,B,E,E,D,C,D,B,A,A,10.01795501418205,A,B,0
Christian,-44.5465090064958,B,E,C,A,B,C,B,D,A,41.80012242070224,C,E,0
Hindu,-68.22068896105897,E,D,D,E,D,C,B,A,A,159.4814362921548,A,C,0
Buddhist,-28.84831271106258,E,E,E,B,A,A,E,E,B,-163.53305048352254,C,E,1
None,43.37903905467847,B,E,C,A,A,A,E,E,D,-166.05878425951377,E,E,0
Buddhist,81.09295694522145,A,D,A,A,A,E,E,B,D,31.916455708473844,A,C,0
Buddhist,29.237444149601938,B,D,C,A,D,E,D,E,A,-92.0745695219804,A,E,0
None,39.96571787824294,C,A,C,E,C,E,D,B,A,48.13519389856225,A,C,1
Hindu,-80.77044235450715,D,B,C,D,C,E,E,A,E,75.62602332983921,C,E,0
Hindu,-94.13775579077966,E,C,E,E,E,B,C,B,E,52.49156619605727,E,B,1
None,-53.98615282025309,E,A,C,A,E,E,C,A,B,-97.08712195221209,D,C,1
Buddhist,50.29396497502198,E,A,E,E,C,B,A,C,C,120.82042343062925,C,A,0
Christian,-115.00190647180845,E,A,E,A,E,C,D,B,A,118.82224785914033,B,B,1
Christian,10.240966987343773,A,D,B,C,D,B,A,C,E,-161.8232129108427,B,B,1
Jewish,169.240475975658,C,D,D,D,E,D,B,A,B,105.9624667012947,C,B,0
Hindu,90.84055010586742,B,C,A,C,D,A,B,A,E,74.34912479177379,B,D,0
Christian,175.26821128403424,B,E,E,C,A,B,E,C,B,-73.02078002803289,E,E,0
Hindu,-22.645085630170353,B,B,D,A,C,D,D,A,D,-108.46550076145593,B,C,0
Muslim,-63.22642363405932,D,E,A,B,D,D,E,C,B,-20.77129175101031,B,C,0
Muslim,64.80265657439047,B,B,A,B,C,B,D,C,E,71.57244029817207,B,E,0
Christian,-110.47131806667356,A,D,D,C,D,C,E,E,A,127.42488809987992,B,E,0
Other,5.902286400163996,A,E,E,C,E,C,C,D,D,26.06780852653215,E,D,0
Buddhist,-32.808965582358105,D,C,A,E,C,C,D,A,D,27.822785613127593,E,D,0
None,-8.344099250502278,E,B,D,E,E,A,C,D,B,135.53335362814585,E,B,0
Jewish,-118.43894252743172,D,B,A,A,A,B,E,E,D,109.10802929835558,A,C,1
None,7.124754589019814,E,C,D,B,C,A,A,E,C,56.96438007833204,D,C,1
Jewish,-41.68847826710365,D,B,E,C,E,E,A,C,C,17.1128187064761,A,C,0
None,-107.61409089528449,A,E,E,E,C,C,A,B,B,-94.76876592374383,A,B,1
Christian,37.09827864932611,D,E,E,B,E,C,D,C,B,2.324025734018359,D,A,0
Other,-85.04021264282248,B,A,C,C,A,D,D,B,B,60.4003560298099,E,C,1
Christian,-29.703469148915453,D,E,C,B,D,A,A,A,B,63.902986921675264,E,B,1
None,-61.279521736997864,C,D,B,D,C,A,C,B,A,-24.079886203279283,D,A,0
Other,-175.72730368210455,D,C,D,D,A,E,A,E,B,51.863875204220335,D,C,0
None,177.83928524753972,B,C,A,E,D,D,A,C,D,38.76329073917503,C,E,1
None,13.092472897290891,B,D,A,B,C,A,A,E,C,-219.72950212581796,C,C,1
Christian,36.19124265958358,B,D,C,D,C,C,C,C,E,-113.62259131360155,C,D,0
Christian,-115.22494659547553,A,C,A,C,E,B,B,E,B,-213.4193728329686,D,A,1
Hindu,-21.7019679146781,C,A,A,E,B,C,C,C,C,-285.354653595898,B,E,0
None,97.66527699153619,D,D,B,E,A,D,C,A,A,-42.74917198961738,E,E,1
Muslim,-131.3766380687622,A,A,E,B,C,D,B,D,B,-148.33508818837225,D,E,1
Hindu,-60.215596665262005,C,A,D,C,E,D,A,A,D,161.48521053066557,A,A,0
Other,83.10049500106635,A,A,A,C,B,E,B,C,D,50.05652441050592,A,A,0
Christian,-2.455530298155325,D,C,A,D,C,D,E,E,B,-45.48882997224245,E,E,1
Muslim,-8.337834526912417,A,B,A,D,C,E,E,D,B,50.96840662775025,B,B,1
Other,50.37561475003961,C,A,C,D,E,B,C,A,E,-185.93400303470682,B,A,1
Jewish,53.707266522464415,C,C,B,E,A,D,E,E,D,-0.19847222013906043,E,E,0
Christian,43.23936012411079,B,B,B,B,D,D,E,B,B,127.37971426287933,A,B,0
Christian,42.3318099288596,D,B,E,A,E,D,B,D,A,34.77598559215168,E,B,0
Other,134.12374996136768,C,B,B,C,E,C,E,B,B,-43.57836667483498,D,E,1
Christian,-72.15933368733295,A,D,D,A,D,A,C,E,C,116.94260561704823,E,D,1
Muslim,-87.3848588820452,C,A,B,C,A,D,D,A,C,119.74459870225147,A,B,0
Buddhist,50.62505974440135,D,B,C,B,E,B,E,A,B,243.21468502029288,D,B,0
Buddhist,-13.143856282328498,C,A,A,E,B,B,D,D,C,-2.5105526573244443,B,C,0
Muslim,-63.07210480647443,A,D,B,E,E,A,C,E,C,38.258494938808454,C,A,1
Other,-1.2008751309359045,E,C,D,C,A,E,C,C,B,-125.17242755386948,C,A,1
Muslim,-9.571886576036578,A,D,B,E,D,A,C,C,A,-14.466452637098893,D,C,1
Hindu,-48.68627167974399,D,E,D,B,E,C,C,D,A,-79.78349948965891,C,C,0
None,3.0573274717896624,A,E,C,E,B,D,E,A,A,143.92281265110344,E,B,0
Christian,9.659646676881412,E,D,E,A,A,E,E,A,B,28.447428834914888,A,A,0
Muslim,-18.09915252096828,D,C,C,D,C,C,E,A,B,-60.902128672928455,C,B,0
None,-134.37305109394515,B,E,A,D,C,B,D,B,A,112.05131547737983,E,E,0
Buddhist,50.48838498551238,A,C,E,A,E,D,E,C,B,71.29196906692815,B,E,1
Jewish,32.5755817327443,E,A,B,B,A,B,A,E,B,67.1089836930457,B,E,0
Buddhist,-15.183492816961383,D,E,B,B,E,C,B,D,E,144.11598501059999,C,D,0
Jewish,165.75524707293033,C,D,B,E,E,B,B,D,E,68.47343081840874,C,E,1
Christian,-29.966552214884995,D,E,D,C,B,E,A,E,D,-143.44070095262455,B,A,0
None,-124.00374944441947,C,C,B,C,B,E,C,B,B,35.066051849257676,A,A,1
Buddhist,-49.765895474531746,D,B,C,D,E,D,A,B,B,11.272197860792946,A,D,0
None,20.147202849746055,E,C,C,E,C,C,B,D,A,65.91737329924545,C,A,0
Hindu,-222.1428480542433,A,B,A,B,B,C,C,A,A,-30.330230325255737,A,C,0
Muslim,-83.20851472153103,A,E,C,E,A,C,D,B,D,-232.25178395294873,A,D,0
Hindu,-27.566905164201987,D,E,A,B,E,B,C,A,E,-156.5043804594952,C,A,0
Muslim,-103.95144550070805,D,C,E,A,A,A,C,D,D,-79.7903904636882,C,C,0
Buddhist,-53.43657248250433,E,B,E,B,C,D,B,A,B,1.3444730407380294,E,B,1
Muslim,124.73652101185372,D,B,C,A,A,E,A,A,B,-68.23852460574061,B,D,0
Jewish,22.157192349834492,A,B,E,A,E,B,D,C,C,-31.1728213441759,C,A,0
Hindu,-12.282936615903271,D,D,A,E,E,E,A,B,E,155.51379664878843,A,B,0
Other,71.7665991379294,E,D,E,D,C,C,C,B,B,70.85460404571484,B,C,0
Other,104.28559634574803,B,A,B,C,D,E,A,D,B,40.94776316017563,A,A,1
Muslim,-79.884527548126,B,B,C,B,D,E,A,D,C,-49.87614987403639,A,E,1
None,-114.0054131673725,C,B,C,D,A,B,A,A,E,-174.86430497779511,D,B,1
Muslim,95.28353350716856,D,E,D,B,A,C,B,C,A,126.51822228481339,C,C,0
Jewish,-49.38060037411861,B,C,A,D,C,C,A,C,B,-65.27299498990034,A,D,1
Buddhist,77.7390549791503,C,D,D,D,A,D,D,E,D,-41.73553182478569,A,D,0
Muslim,-200.69411333464632,D,E,A,E,A,E,B,C,D,129.4739915132615,A,E,0
Christian,-10.362486246912413,B,A,C,A,B,B,E,B,D,-159.58937296692312,A,B,0
Muslim,32.489802059028776,C,B,E,C,C,B,C,A,C,67.51228523338122,D,D,1
Buddhist,-103.75745651230228,E,B,E,A,A,B,A,E,A,-34.09442612541199,C,B,0
Hindu,-9.174413298438692,C,B,C,D,A,E,B,B,C,29.152953332994358,E,B,0
Muslim,-14.832984296183218,E,D,B,B,A,A,B,C,B,-5.222351138002378,A,C,0
Buddhist,-8.024458288558291,C,B,A,B,E,D,C,B,A,-4.144655608593871,C,E,1
None,199.8584613716621,D,C,A,A,E,B,D,D,B,-16.02920339929327,A,A,1
Muslim,71.0340482846634,A,D,A,B,D,D,E,D,D,173.1368889164531,A,D,0
None,-53.46030884997789,A,B,A,C,D,C,C,A,A,88.33447222716919,D,D,0
Christian,-6.606713738306699,A,D,E,D,B,C,A,D,A,-54.68006384779031,B,D,1
Other,39.5709306262716,A,D,A,C,D,C,D,D,C,66.44070151132074,E,E,1
Buddhist,-62.6281945626541,C,B,B,D,B,C,A,E,C,51.98900456638529,D,B,1
None,-9.92053656992592,B,D,C,C,E,A,B,E,E,-124.55719417603784,D,D,1
Other,4.100177548933164,D,D,E,A,E,B,E,B,E,-0.47050818328128613,B,A,1
Hindu,140.3389492727178,C,D,B,A,B,E,E,C,C,-65.18632632612811,C,D,1
Jewish,-97.62270814804558,B,C,A,B,A,C,D,A,C,229.58885959666736,D,E,0
Muslim,6.077097252784481,E,B,A,A,E,C,C,A,D,-66.5955979816884,B,B,0
None,-17.901536283563107,D,C,C,A,B,A,C,C,C,119.69577115334977,A,E,1
Muslim,186.74889930041581,E,B,E,E,E,D,D,C,D,175.3767508826086,A,B,1
Jewish,8.058354957553867,E,D,C,C,B,C,B,D,E,-280.0720787507155,A,C,0
Other,-5.365153077413531,C,C,E,E,C,C,A,A,C,21.00491770988119,D,C,1
Buddhist,-123.72578385769415,B,C,E,E,D,E,E,E,C,-61.250108345476704,A,C,0
None,-50.533391372457444,B,D,C,A,A,C,E,A,E,61.90443356859713,A,C,1
Hindu,27.79111248790369,D,A,A,D,B,E,D,E,A,-66.79334772949555,D,D,1
Jewish,-58.510283154643346,A,E,E,E,A,E,B,B,D,164.28706397631169,A,B,0
Hindu,-26.899363821798534,E,C,D,C,A,E,A,D,D,-126.31573079262589,E,B,1
Muslim,-6.507396295247807,E,B,C,C,D,C,D,B,C,-10.446523064924637,D,C,0
None,31.794469456822604,A,E,A,E,C,E,E,D,C,-58.589676160696854,C,A,0
Hindu,26.390705793503034,D,A,C,E,A,A,E,D,A,132.42823297641417,C,B,0
Christian,-91.75848481881695,B,B,E,C,D,B,D,D,E,96.34306337024121,B,E,0
None,-32.947468286322845,B,D,E,A,C,A,B,E,A,280.07645210828207,B,D,0
Hindu,-150.24274482212866,E,B,E,B,E,E,B,E,B,151.85007628901025,C,B,1
Buddhist,-212.9343563484499,D,D,C,D,E,B,B,C,D,233.3664239024186,E,E,0
Hindu,-50.92638360879456,E,C,D,C,D,B,A,C,A,142.89526483075053,A,D,1
Hindu,127.18974090830028,C,D,B,E,E,D,B,B,E,28.901646425635892,C,A,1
Christian,132.67393407591257,E,E,D,E,E,C,D,A,B,206.5965334460647,A,E,0
Muslim,-45.27840258382636,D,D,E,C,E,D,E,C,B,-151.21132591855365,E,C,0
Muslim,43.015469982443754,D,C,E,A,A,A,E,C,C,-167.6404884195201,B,D,0
Christian,-75.33212969811808,B,E,C,E,E,B,C,E,B,-68.87623244543846,B,C,0
Jewish,138.87735986686855,E,D,A,A,C,E,A,D,B,-8.522628922597812,B,E,0
Hindu,-74.1371656370434,B,A,B,D,E,C,C,C,E,-97.96132367514333,A,A,0
Hindu,-92.1339777926371,C,E,A,B,D,A,E,A,B,-7.713876608290116,C,A,0
Muslim,-34.096276683516166,C,E,B,E,D,B,A,B,C,-25.818907520113772,E,E,0
Jewish,20.365452799825473,B,B,A,B,B,B,A,D,B,7.692543830108289,B,E,1
None,63.17998585936626,D,D,B,E,B,A,B,A,C,-130.94449067647597,C,B,1
Muslim,-0.9028495054973286,C,C,B,B,A,D,B,C,C,-327.4647818938496,C,D,0
Buddhist,57.58485134861861,A,A,E,D,C,E,B,A,D,278.07153166804363,B,C,0
Other,-146.189260386425,C,B,A,B,E,C,C,A,D,-254.60009890155763,E,E,1
Other,-100.74548211387446,B,A,B,D,B,B,B,E,B,-74.65767297499927,C,C,0
Buddhist,-19.717601988089964,C,B,D,D,C,B,C,A,D,-9.179709827756392,D,A,1
Other,-31.081253451662068,C,A,E,B,A,B,E,A,B,-201.53159532433693,B,B,0
Buddhist,4.637568015592701,A,D,B,B,B,A,E,D,D,-95.93969943101173,A,C,0
Buddhist,160.8622930807929,A,E,B,A,E,A,B,C,A,60.66316607500267,C,C,1
Buddhist,52.88338739804854,A,E,D,D,E,A,D,C,D,129.94504734124357,D,A,0
Christian,-51.97950041500828,A,B,A,D,A,C,A,E,D,-2.7713295319457543,B,C,1
Muslim,-30.357013188168963,E,D,D,E,B,B,A,B,B,59.3241417533002,D,D,1
Muslim,-47.219765110438566,E,E,B,D,A,D,A,C,D,-19.17910388337861,D,D,0
None,105.64345470728841,A,E,B,C,C,D,B,C,E,96.94134795491685,E,A,0
Other,-16.039373664112173,A,C,D,A,B,B,B,E,E,-46.076925417112705,E,C,0
Muslim,151.26373823520404,C,C,A,B,A,D,C,D,C,2.4257203737115094,B,E,0
Hindu,50.64000250049045,D,D,D,C,A,E,E,B,C,-155.35306489162136,D,D,0
Buddhist,-47.992885480660775,D,E,A,B,B,E,A,B,B,-41.72433046452398,B,C,1
Buddhist,-123.11188626223577,B,C,E,E,A,D,D,B,E,108.33619686925245,E,D,1
Buddhist,79.40506257707523,A,E,A,C,B,C,C,D,B,68.02587563363149,C,C,0
Other,-35.31412937332005,B,B,C,A,A,B,D,A,B,32.31234259153099,B,A,0
Buddhist,-1.8430592713103484,A,D,E,B,B,D,A,C,D,-55.495955548597074,E,E,0
Other,-83.47002993994018,D,B,B,B,E,B,E,A,B,82.88643171684811,A,E,1
Other,-84.66881125118377,B,C,A,B,A,D,E,E,B,68.71445725166461,B,C,1
Other,-85.18568755400099,D,D,C,A,A,A,C,D,D,-194.20982657225966,B,B,1
Christian,-117.65799592129751,E,B,D,C,D,D,E,D,B,-180.92135885575254,C,E,0
Christian,13.403028926916734,B,D,B,E,B,B,D,A,C,40.979532481744144,E,C,0
Jewish,-29.107076337702477,B,E,C,B,E,D,A,A,D,149.33285880332977,E,E,0
Buddhist,141.33923143538254,B,C,B,D,C,D,E,E,E,-96.35769443559441,C,C,1
Hindu,-174.56218515574002,D,E,B,B,B,A,D,E,A,-104.32245670284898,D,A,0
Buddhist,33.63327066844943,D,D,E,E,C,E,B,E,C,118.59047445896627,D,D,1
Other,-45.54680241390916,A,D,E,C,D,D,D,B,A,-59.64944169213518,B,B,1
Jewish,-147.90490537476398,E,E,B,C,C,D,E,B,C,-59.594551234219814,D,D,0
Christian,-172.49224807207014,D,E,E,C,B,C,B,A,A,-161.2960055775211,B,C,0
Jewish,19.808511370540344,E,D,B,B,B,E,B,B,B,31.41760563370618,A,E,1
None,-72.20352579053119,D,D,A,C,E,B,C,A,D,55.03166007267024,A,A,1
Jewish,174.87531940452922,C,C,C,D,E,C,B,A,C,-265.7638852944429,A,A,1
Christian,-201.303469517635,A,C,A,D,A,B,B,E,C,85.8580947480925,B,A,1
None,-82.58137265520757,A,B,A,E,E,E,B,B,D,217.27932275371526,E,B,0
None,5.48882810229995,E,E,B,D,A,B,A,A,A,64.90729181944249,D,D,1
Christian,162.15738672792622,D,E,E,D,C,B,D,A,D,-88.61950726771492,D,A,0
Muslim,-101.40593907986315,C,A,D,A,B,E,A,D,B,142.41892873976784,C,E,0
Muslim,-138.26585472460155,D,E,B,A,B,C,E,C,C,-39.88739013080389,C,E,0
Hindu,-99.71462698749392,E,D,A,B,E,E,A,B,E,145.46991166014706,E,C,0
Muslim,-98.63261940119664,A,D,D,A,C,B,A,B,B,94.19536394838424,B,C,1
Jewish,-138.49480740138083,E,A,A,A,B,E,B,A,D,5.060901492061507,A,E,0
Other,51.95624429776247,C,D,E,B,A,D,A,E,A,65.68695807150723,A,E,0
Hindu,210.20075775313956,E,E,A,D,D,B,B,E,C,-154.29532421794755,A,B,0
Hindu,-151.21009888462845,D,A,D,B,D,B,A,E,A,70.79372839877624,B,A,0
Buddhist,53.95047592144522,C,B,E,B,A,E,C,B,E,-56.889667078140846,C,E,1
Other,64.10201438245778,C,D,C,B,D,E,A,E,B,124.25696247908853,A,B,0
None,-52.62517267975353,B,A,A,E,E,B,C,A,E,131.0704692283692,D,B,1
Muslim,-103.0036371195686,D,C,E,B,E,A,E,D,E,-53.759370043418976,A,A,0
Muslim,-89.97676594802023,B,A,D,E,B,E,D,A,A,52.55649018548413,C,A,1
Christian,50.6101831584808,A,C,C,E,E,D,A,E,D,-51.99532160667191,A,C,0
Other,17.28640119664899,C,C,D,E,C,A,B,E,C,-64.1855091859968,A,A,1
Muslim,28.608100206618587,D,E,C,C,C,C,C,B,D,110.07955608619811,B,E,0
None,71.48868577650119,D,E,E,A,D,E,B,E,C,107.23962901939102,D,B,1
None,77.56794297920743,C,E,E,C,D,B,D,E,C,-38.2185494246341,A,A,0
Buddhist,93.57440688780399,B,A,A,C,C,B,D,E,B,50.095596116253574,B,D,1
Christian,-150.33098689878724,B,B,B,A,A,D,D,E,A,-56.7737977064778,E,C,1
Jewish,143.08381201867695,A,B,D,C,B,B,C,B,A,73.62041901845812,A,B,0
Buddhist,3.842587184760938,D,E,D,E,E,D,C,A,D,-110.18838582623292,A,D,1
Hindu,34.064158673419804,A,E,B,C,C,B,C,D,E,44.8251272338629,B,C,0
Muslim,-108.46354872778112,D,E,C,C,B,E,D,A,B,8.754483703891761,A,D,0
Muslim,-157.72683239923154,D,E,D,A,C,A,E,A,B,-85.49448898444805,B,A,0
Buddhist,105.89318549235314,C,E,E,A,E,B,D,D,A,-34.14520919037095,B,C,1
None,24.464637098819676,D,D,A,D,D,A,E,C,B,80.60834961128698,A,A,0
Christian,-3.300155738470313,B,E,B,D,B,E,D,C,E,-198.31634308226654,E,B,0
None,61.715566160157586,C,B,B,D,C,A,C,C,A,-58.883053016405626,C,B,1
Other,-254.56690891260823,A,B,D,B,D,B,B,E,A,-126.22002449679516,C,C,0
Christian,-81.4124016784154,D,B,C,E,A,D,D,D,E,-115.19238868069081,B,D,1
None,10.661521007308442,B,E,A,B,E,C,D,A,B,-98.1294817169796,D,C,0
Other,71.76629560816913,C,A,E,B,E,A,B,D,B,30.904375905327992,C,E,1
None,42.65307632141889,A,D,B,A,D,E,D,B,A,3.2341000906296693,B,D,1
Other,-10.430540529336557,C,B,E,E,B,A,C,C,A,-66.6717983809527,B,C,0
None,-160.5791217685714,A,D,E,D,A,E,D,C,D,-195.22007710353688,B,A,1
Buddhist,28.969638447714747,B,C,A,D,A,B,B,A,E,-90.15873918990405,A,C,0
Other,58.51465628328667,D,A,E,B,E,C,A,E,B,170.24766840948013,D,B,0
Christian,132.67961060782164,E,E,A,D,E,E,C,D,B,99.36630356699477,B,D,0
Buddhist,119.90311181104754,D,B,C,A,B,B,A,C,A,59.443265994304674,E,C,1
Other,-61.07912161447512,D,A,C,A,E,E,A,B,B,-40.09229645265041,A,A,0
Jewish,99.81258182210597,C,B,B,A,B,D,D,A,D,9.503938754288022,D,C,1
Other,50.579736439157465,D,C,D,B,E,E,E,E,A,12.125927329846247,A,C,0
Other,-28.616395145602397,D,A,A,B,A,E,B,A,A,81.3032543430443,E,E,1
Muslim,-190.16022738532388,A,C,D,B,A,D,D,D,D,-133.451969824808,A,D,0
Jewish,69.47330477764018,E,A,E,B,D,C,E,A,D,4.033083300212868,C,D,0
None,48.163427247769484,B,E,D,B,D,E,D,B,B,-80.19871664698901,B,B,1
Christian,-24.933813506482775,B,A,B,A,B,D,A,D,B,-130.43024742056912,A,C,0
Buddhist,218.4162679366885,A,B,D,D,A,A,D,C,E,-39.78239756988282,C,C,1
