disability,RACE,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,target
No,African American,E,D,A,A,116.10411962860383,B,E,E,-159.75733180259036,A,26.041153392855808,297.23661501625975,-52.11539823199184,E,E,-30.722489268659388,-10.482697636856866,E,E,1
Yes,Other,B,D,D,B,6.0530872993026135,C,B,D,1.6689441371798712,E,22.39392323802603,49.98570329740829,-19.093953746594693,C,C,47.890432217369685,132.96835705715705,A,C,0
Both,Black,B,E,D,C,16.02734215734334,A,D,B,103.48831331331112,B,-35.581917341963155,-19.9672602925996,117.62736698855242,B,A,-166.09081682628855,28.615145236907257,D,A,1
Physical,Black,A,C,A,A,-67.58525956748635,A,C,A,-49.404650944316295,B,68.65815462219676,11.693326609488912,30.762438413235397,C,C,-141.07815193622017,-100.98451164184195,C,E,0
No,Asian,A,D,A,C,107.59214035793335,D,B,E,-14.943397425381145,E,13.205640125313774,12.278938444325876,-13.583086587660132,D,A,93.48392658405506,-217.56221521063708,E,C,1
None,Other,A,A,B,B,-77.96145386517648,E,E,E,-103.2626598845809,A,44.57090284057069,134.86815962239095,20.767719197351354,A,A,34.34123070528037,176.83121390160557,E,E,0
No,Hispanic,C,A,D,A,107.30561519280113,D,B,C,67.83105907928288,A,-176.11603993923018,-68.61252296631444,68.81523198878052,E,A,-318.71633629514736,73.78559765681834,B,C,1
Yes,White,B,B,A,D,-107.41139680554626,D,A,C,16.016330129389146,E,62.51209768189062,66.29179178799421,-120.41652532413518,A,C,81.9912988099343,-55.719540562429906,C,E,1
Yes,Hispanic,A,E,A,C,-40.609215130021816,C,E,D,157.15029252900587,B,96.76494534335926,-11.387826471088504,-94.41249900498447,D,D,-25.430271380298585,3.5150472851870944,E,E,1
Yes,African American,E,E,E,B,-38.279743188592306,B,A,C,102.93127175743963,D,-23.33258205377104,17.178246268852934,55.1342463053224,E,A,17.132283375817654,139.274716811249,D,C,0
Mental,Other,B,E,E,B,135.16514220307025,C,E,B,165.95062613131995,B,-97.17071722428169,-11.942140057718978,55.26781390744225,C,E,-13.814434463974127,83.71046433688107,E,B,0
Physical,Hispanic,C,A,B,D,-17.293758513505253,C,D,E,-30.185420081721915,A,62.72594779130317,58.99432162801948,-203.09421673769873,C,B,134.43261706037032,-113.88504516245537,E,B,0
Physical,White,D,A,E,D,-15.957559222667998,B,E,B,133.24303374033596,B,-70.07230795888395,-92.1287417699122,168.8576601328522,D,D,-76.31052608284728,32.6435231036215,D,C,1
None,Hispanic,E,E,C,A,127.20931374991666,B,C,E,-193.44063135898105,E,38.96866644977505,-19.451457135523185,53.71318698243177,B,D,52.37981996587832,45.82518938671626,C,D,0
Both,Hispanic,B,C,C,A,-124.04152659348733,D,C,A,136.80272550127083,E,165.31397781419824,98.1570452194671,79.15947129951944,A,C,64.1599172290766,-28.49541529624442,E,E,0
Physical,White,C,E,C,B,103.90634155165736,D,B,A,7.151099720574397,E,-148.87216830710878,-61.92642401116251,93.25901356792838,B,D,42.72464498785366,-19.386431988558535,C,E,1
Both,African American,B,B,E,E,-44.17570689574961,D,C,E,65.09360511347643,B,25.24395694461632,65.67994891525323,-100.92322284699927,D,A,16.648245088200934,-137.6803994527207,A,E,1
No,Other,B,C,B,D,-12.566955647123867,D,E,A,-257.15165934003033,C,145.2881485027101,54.281685361507314,-97.78725720391745,A,D,-39.48570287230112,-99.12383285377327,E,B,1
None,Other,E,C,B,C,-103.87009485833916,D,E,C,-60.030131283604184,D,29.184818836882087,-35.586347977555384,-152.6872664249876,C,C,-77.33649696987533,85.84490771115647,B,D,0
Both,Hispanic,D,A,D,E,137.21112076729435,E,A,D,58.480926442727366,E,-241.13257126269772,85.5706602150758,19.40016437864218,C,B,-84.53270676900188,-78.78821062309275,A,C,1
Mental,Asian,A,B,A,D,-68.06226223288277,B,B,B,-73.51443989348111,E,129.1739237356188,-98.80225583321415,-26.867982494481385,A,E,-200.56506829754923,-22.854314391030698,C,D,1
Both,White,A,B,C,C,94.71433595823547,E,D,E,-20.4356866675774,E,-5.8632271175372725,-202.98440365493994,59.70507871771923,D,E,13.954811836450792,-95.75631808603474,C,A,0
Yes,Black,B,A,D,E,-114.91527593523398,D,B,E,-110.57937303053167,A,143.04238089792088,69.37079180261658,-199.98744141313523,B,A,-111.67983761985354,-20.303579044495404,B,B,0
Both,White,E,A,C,E,-99.73996596430547,C,B,A,-18.373956068349372,A,89.52495468627676,-86.92081344508907,-166.34815131591782,A,D,2.527690597086696,-52.80746497604475,A,C,0
Physical,Asian,D,C,B,B,-58.78364890746612,E,B,B,-2.815542837397224,C,30.617487215113172,-72.14451477300912,-45.70945761181821,B,B,4.561930405471836,141.50150587151214,C,E,0
None,White,D,E,A,E,-25.00632421469151,A,C,C,99.75695643518661,B,108.10104595642123,-69.93922086996344,-22.084941810828106,E,E,65.46227298826378,60.786879490729675,B,A,1
Physical,Other,C,A,A,D,7.176544328507324,C,D,C,-237.6457432608005,C,169.58128928797007,-5.0576824387505575,-12.38167991595136,B,B,-142.29931773509855,-25.501119273475325,D,E,0
No,Black,E,D,C,E,-156.11044652096865,C,C,D,39.3881861500003,C,-46.959878028314115,13.93340267599168,152.96372170886187,D,B,-38.22125914746663,11.184505497858193,B,E,0
Mental,Asian,C,A,D,D,70.61896352869759,D,A,A,-0.7346952323035687,C,-113.53590607764383,-90.18984780360059,-16.21715913321512,B,E,-81.72689843444722,14.318109291269753,E,C,0
Yes,Hispanic,B,B,A,E,62.418711500753076,B,B,B,-228.56321974323058,D,10.943302712529336,-50.425128932380034,-18.41274327883248,D,B,54.3194774659388,-158.47604051583616,E,B,1
Both,Other,A,E,B,B,59.41420140694936,D,B,C,52.640923611167345,A,-265.64487721965844,132.7967073654571,98.69508209640429,E,C,-184.2617533344612,-94.4715744811836,D,B,0
None,African American,E,E,D,E,123.414743431301,A,B,D,-146.42503151499648,E,26.174997645518623,-55.21763932981505,-49.52343032274039,A,C,47.871041681499314,52.13488980538503,B,B,0
Yes,Other,B,C,B,B,-125.8402441792138,E,A,C,-174.34336756561856,B,-64.49468796766608,8.890458160041199,8.970426645964356,B,B,-11.191645747920024,24.083519648337536,B,C,1
Mental,Hispanic,D,B,C,D,36.204225045107556,C,C,A,65.30244225706086,C,20.817194774877315,-67.83703028819762,44.283866874879195,B,E,-186.73417508701183,-29.992953776497217,D,B,1
None,Black,C,B,E,C,-95.15364197595659,E,B,A,-26.732528892050272,D,-40.37549860188251,181.70966580660246,-92.1364054112374,C,B,264.91885171667036,52.091204037623065,C,E,0
Mental,White,B,A,A,C,-46.71181394217437,E,A,D,-89.01637126658498,B,19.943906446303046,20.018239888413817,91.71681950170513,C,C,89.17485524282273,-178.10680934550058,C,E,1
No,Asian,D,A,A,A,-205.33272206097152,B,B,D,-124.6895118606897,C,54.6474268840601,43.344292157390726,-156.02155661531262,A,A,-26.937634608937937,32.465701859451265,A,A,0
Physical,Other,C,B,A,E,111.65381580971281,E,A,B,-64.21709411731477,A,-38.28311389216422,-189.4247507956262,-75.64797140476809,C,D,1.6955894771733153,-189.14968449987109,D,E,0
None,Other,B,E,A,C,100.01120167501887,E,B,A,-25.893928666951872,B,-82.55638229538911,-118.2393467668479,-188.75750611827507,B,C,-53.12275231362938,62.77775892850615,B,D,0
None,Hispanic,C,B,B,C,-20.423534365780522,C,A,E,-60.79452301364496,D,-89.28367208767331,69.22931978059907,-130.53088118547896,A,B,-76.1634409692981,-80.51401991310311,C,A,1
Yes,White,B,C,D,D,-81.0347740316921,A,A,C,-88.26960775844707,E,115.28836179082442,89.24748424224116,143.47587269051928,E,C,-171.65565655210983,134.8728386688728,E,A,1
No,Other,C,C,A,C,-10.81242005541517,D,A,C,68.77736700076343,B,33.923920367845625,-109.61504881588924,-15.87477050853109,A,C,0.3392789706167946,-9.065435802563142,D,A,0
Mental,Asian,C,D,B,D,22.87973826752382,A,C,D,197.680798478053,A,-33.80979841471995,160.38415948532293,-68.33801373860153,E,A,150.0881364704224,-131.10130895976616,C,C,1
Yes,African American,A,D,B,C,10.510687603910917,C,B,A,39.96755469396151,C,77.31700063500536,-58.04364393527651,-65.19357806131741,B,A,92.59660707827504,74.0414325792645,C,E,1
Yes,Hispanic,E,C,A,D,-34.29467739132323,C,B,B,-133.42979765395523,A,-130.6468710465306,49.50592396877915,103.2927768372755,C,C,-58.303931450290335,-89.94743322851414,C,D,1
Physical,Black,E,A,A,D,121.41602318852156,B,D,A,70.72564111313346,E,-3.3214185250302313,-74.74699458049399,-99.31499764617301,B,A,-66.59955805053332,13.317490023850237,C,D,0
Yes,Other,E,B,A,C,-83.34158543346594,D,B,E,12.643022628878844,C,-12.369531268918397,0.9267678206556051,92.4178792203271,C,E,17.23170236106773,-54.797504691696666,B,C,0
Physical,African American,E,D,C,A,-10.430050495200005,D,D,B,80.51890026141425,A,-132.10546485009803,-149.86900649938048,1.4617305805558696,B,E,-3.6141343977917693,123.21590295321563,A,B,0
Both,Other,E,A,E,D,-171.48786902747526,D,D,B,-152.42955293777263,E,97.29750429556046,-18.86309202684361,-168.36110912276814,E,B,-21.559005861089233,21.024810416099932,A,E,1
Yes,Asian,E,B,D,B,90.59295907979158,A,A,B,-49.2561948008856,B,101.89082949709119,-64.40355526565732,-84.05535460483944,B,D,67.49909318511172,23.931726045483938,D,C,0
Mental,White,D,D,C,A,-84.7621111415055,C,D,D,-27.508837933181557,E,-301.7588435314746,-168.5513232608176,217.79004927378577,C,B,-26.57001355324623,-248.3671182503753,D,C,1
None,Other,E,A,E,E,138.62940946356775,E,E,B,-12.267667963169023,C,-115.77671412598112,-16.035093217754014,54.21769680444465,C,B,-29.75053941360626,-178.744423267893,D,C,0
Physical,White,C,D,A,A,-6.017644287566952,C,B,D,-11.886818370315067,E,37.21795130096799,-72.91917888951471,18.103147046086935,E,D,-64.89330978645079,-3.460092459647153,E,B,0
No,Hispanic,A,C,B,E,-21.912830622728414,A,C,A,46.8566101034697,E,-33.19215393282561,135.85487346172206,-0.6946390898417649,C,B,172.13831636421162,29.536674054730245,C,E,1
Physical,White,A,C,D,A,-131.1560379974545,C,A,B,176.8985183066237,A,-5.705442148909645,145.23071963969844,-212.42309157302412,D,E,37.855371705999055,58.137260726307275,D,D,0
Yes,Asian,B,B,B,E,62.64666795925158,C,A,E,156.65794696503139,A,77.43357501032695,90.32230245774403,-38.46617188261667,E,C,-91.09546595527137,218.02289489121813,E,B,1
None,Asian,B,B,B,D,334.58044633411845,E,E,A,20.127783974763634,D,13.397745503081918,-0.4480129647018578,-46.96098020392525,A,B,53.20867713742751,46.41548742554801,D,E,1
Physical,Other,A,E,D,B,-16.864177394339034,A,A,D,-246.75853647089266,B,51.238847727134775,87.31173825316868,16.977851887643705,E,E,7.397876613175018,182.51631157477243,B,E,0
Yes,African American,C,D,B,E,2.5548781475541884,A,E,A,-39.05013999152686,B,-84.2005014603717,95.28363983252285,-59.615799675876346,E,D,-11.337649603482888,136.47023073739186,B,B,1
No,Black,B,B,E,B,-23.51432717492586,C,E,C,73.62464324742315,B,-207.5167822965999,-29.166271693590843,-116.64905557493847,D,B,-0.7312863144212907,-103.43612650081009,D,D,1
Physical,Black,D,B,B,D,-71.25767952723481,C,A,B,45.7731885820351,D,65.0551150104631,-69.38654636244492,31.201062218746916,C,E,15.12009259985406,47.019727216636944,B,E,0
No,Hispanic,B,D,E,A,34.01938709495623,B,D,C,-44.69427015060372,B,97.64284561678284,-193.86393158240668,124.63628270991305,B,B,52.375466755957454,-65.48464204790749,C,A,1
No,Black,A,B,C,B,93.22374056073036,E,C,B,38.426816750463225,E,-116.88000551599336,-5.44779780028455,-59.74087198020238,E,C,25.927975607489955,144.4251779579443,C,E,0
Mental,Black,A,D,E,A,-58.259461704518124,D,E,D,-110.77689862372178,C,-31.41254151470814,-71.12143164197661,-82.13649603429515,E,E,110.97730422372105,115.59084955445049,B,C,0
Yes,Asian,D,B,C,B,-17.73140941035288,C,C,C,120.60508771943834,A,-48.002665442353106,-49.747186489562914,-16.022992520841278,A,B,-114.41700671081487,-87.65113748033895,C,D,0
None,Hispanic,A,D,A,E,150.1490977963198,E,B,D,100.72018361967541,E,-160.74834588847943,116.3759642981131,226.05149511503396,C,C,-204.38730948091037,119.21036030336394,A,D,1
Yes,White,D,D,A,C,-1.0562917908654805,D,A,D,-195.26533817914097,D,27.130007073252678,-36.83685299039509,45.20419673699168,C,A,120.5282810067149,-1.8750255833898741,B,C,1
Yes,African American,C,E,D,E,85.37380934478244,D,D,D,147.45934945958894,A,-29.605849337216956,-173.35849676638193,41.28539640840738,A,D,-57.93685965985145,76.96811103120905,B,D,0
Physical,Asian,A,A,A,C,12.277739110683129,B,E,D,-109.51159774841427,C,14.412633397442892,45.75085522847392,-83.71949201044707,E,E,158.53715373298908,-33.54611721412959,B,D,1
Yes,Hispanic,A,D,D,A,-142.87287250539566,B,D,B,-90.9543865682147,A,-14.335464313305113,133.04023925502642,27.331577590803878,D,E,-20.772368679993214,50.333388941713075,C,D,1
Both,Asian,E,C,C,C,-17.833220359433373,C,A,D,-94.4418301700324,D,79.83253402562701,254.52697879332226,18.893021169439326,C,B,63.57351678726098,-34.20885651805215,C,D,0
Both,Black,C,D,E,A,-70.84188792524621,A,C,D,108.96590731475425,E,-55.83451456083668,81.08130309326239,-47.62254849349162,B,E,-123.34867164061431,-96.69343899283128,B,E,0
No,White,A,E,D,C,62.5181885184794,A,D,A,-21.2996004053874,B,-162.02790680369787,-106.5196529232447,22.9199709717469,B,A,91.37740914667113,-60.46543022278441,E,A,0
Both,Other,B,D,C,B,113.2927366353243,B,E,E,209.8282874288431,B,-173.42906293919958,-20.40040186346559,44.99443020379961,C,E,119.13369988938751,-143.54556773848057,E,B,0
None,Asian,C,A,B,D,-108.42356816094122,A,A,B,55.3733620370776,B,23.92450071449242,141.16523326994766,-110.53139118617061,D,B,36.61293892187669,-115.17353153815995,C,B,0
No,Other,C,B,A,A,75.35829729081888,B,B,D,-109.13314545314886,B,0.41448154179959346,154.60321192744985,93.09022447868976,B,C,9.719783313786987,-212.79697158092955,E,B,1
None,Hispanic,A,A,E,C,153.81456313031035,B,A,C,152.80648077564908,A,78.09569139315722,73.59768919727053,-121.65567521947173,E,A,-1.4768245965038331,-169.17870616807693,A,A,1
Mental,White,B,B,C,C,77.13521731190274,E,A,E,-28.763259388239028,A,-186.1985380399964,-117.01106175629548,-27.863202072374683,E,E,79.83036127967705,39.51746357543263,B,C,1
Yes,White,E,D,C,D,13.075920986694653,C,B,D,-71.86001338119209,D,100.15559442080138,-103.14771807761002,22.689291226198215,B,A,90.81698712533529,-15.923786863536742,E,E,0
Both,Asian,C,C,A,E,55.3202423551598,B,D,E,148.71561473278177,C,-15.843171276584798,81.8175029792025,-98.33280199655455,E,C,-85.63049189480017,-32.934907870187494,B,A,1
Physical,Other,C,D,D,C,8.753884298296983,A,E,E,184.1273452923272,C,-42.19950317597974,128.75265729874778,269.892488589009,B,B,41.52412881471504,-121.50842981425241,B,D,0
None,Other,A,B,D,A,-209.2329397500347,E,C,C,-48.72959944830588,C,97.21719187220093,-18.148313145363613,-5.645909082266573,A,C,-159.7458899241693,-1.357308335959932,D,E,1
Physical,Asian,B,D,C,E,-155.34678967341802,D,A,E,-10.546967246757186,A,-192.9593929498109,212.3294914785999,46.06587673118694,D,A,-264.2899757195021,-161.86464188403704,B,A,0
Yes,White,B,B,B,E,-68.93287089292528,D,A,B,-25.88961938989401,A,-147.73386917205133,5.173032218243858,-3.5682500940494792,C,C,45.83634585182331,4.598562908069606,A,D,0
Physical,Hispanic,C,B,A,B,108.8149147439039,A,E,B,-59.23701335186489,A,-92.04919258183634,114.66328086791802,31.46383833084408,A,D,5.955927912466726,-164.3468663534154,C,C,0
No,Asian,B,E,E,A,-114.72776881770162,B,B,C,140.98648490212267,A,-47.75579788692153,58.765393875887476,-77.34015909663637,C,E,56.256056352355586,-45.31753160091287,D,B,0
None,Other,D,B,E,C,-127.1519918958412,D,E,A,-213.42612486063848,B,9.732659012808503,64.99969733311104,57.07732164668427,E,D,-114.33950131584531,21.019932445572007,E,B,0
Physical,White,C,C,C,E,35.71254329826225,E,A,C,127.88580157279002,A,333.52158088126635,24.479437941705452,-48.97743905160327,D,C,-9.40699581111456,-91.19021634439525,E,D,1
No,Asian,E,D,A,D,11.49849849596485,C,A,A,-114.02564387254625,E,246.00577387132935,-24.133015069510673,145.1697794836954,D,C,-50.877282711402316,-36.362600838068104,E,A,0
Mental,White,C,C,D,C,-101.89769300107265,C,C,B,-13.459037111740532,B,119.70114964571358,-58.49988846743624,31.295840863238066,A,E,-168.52730814652696,36.148413283354145,B,D,1
Mental,Asian,A,D,B,D,194.97215315558276,B,A,C,49.025706294903074,E,136.96310329849928,15.454771839287366,46.1809403413295,C,E,54.33139057770813,-46.45366268570052,A,D,1
No,Black,A,E,E,E,-182.19145867172335,A,C,A,34.863912635938036,D,-31.694070341321666,-94.69856505288645,102.52379423563369,A,A,275.9407250803035,119.60368603817513,A,A,1
Physical,African American,A,C,A,D,-194.9717246527843,B,C,D,292.46939945174495,B,27.620384228483235,-128.31402217364658,75.89580289872451,C,D,-7.611838692286439,-37.08697084994664,C,D,0
Yes,African American,B,C,A,A,-302.62672643432467,E,A,A,48.99076785017285,A,210.11012354287905,-18.203603263671443,27.9563259062671,E,A,-35.71446839290196,-38.36630955889944,C,E,0
No,Black,C,C,E,D,86.99525470553245,A,A,C,-81.25612460548724,B,24.374369515541137,97.90490306723002,91.41564058355269,D,A,49.079829703019676,-26.151984322922946,B,A,1
Yes,African American,A,B,D,C,58.18201176234745,A,C,D,94.67681542705495,E,-24.355985916381915,-80.84054604515818,7.947648322907853,E,D,156.81166191292309,89.60764556101995,E,D,1
No,Asian,A,B,E,A,-0.5085966299736825,B,A,E,-88.47361655825273,D,-112.21470718826707,-17.073764700001668,-23.434048947903655,D,C,122.46625792160741,-27.82987674020389,B,D,0
Yes,White,E,C,A,C,68.19323096098152,E,A,B,172.11102196877917,A,-43.05617690364505,144.73867191084358,99.96691121698184,D,C,-69.79920423864158,-11.947217893779648,B,B,1
Both,Other,E,E,E,B,-82.31367102771111,A,E,E,51.99584265249098,C,168.8630439321686,-14.178951119895006,-28.08523924315652,E,A,133.60669417952226,-35.998271807167576,B,E,0
No,White,D,E,E,D,13.410750591372251,C,B,E,72.574982609206,B,53.508457080845695,132.1214102400037,40.081372380604044,E,B,-35.27811103422845,44.837454262785144,E,C,0
Mental,Asian,A,B,B,A,7.900664966374996,C,E,C,35.4107260643493,C,-50.47095618521576,21.798642064061738,20.575297832407244,B,B,-125.08546231721147,-63.75798142937255,E,D,0
Mental,Hispanic,E,D,C,D,-91.46324056807967,D,E,B,11.709984661016735,E,-106.38210570136725,-60.307364843385145,-139.6309585385049,C,B,-7.2312365458609085,-20.563517073276323,C,B,0
None,Black,B,D,E,E,39.98465003096906,C,D,A,-20.08347461029701,C,-31.887748320554344,-170.04820222664878,243.64615944902798,D,C,-162.67695856099323,104.08221457047102,D,D,0
None,Asian,A,C,C,B,26.24963646786852,C,B,D,-36.40324463874333,E,-130.73989914480114,2.3518081462124303,-110.05554036501786,B,A,-275.36347601450217,19.88018455629931,E,C,1
None,White,C,D,A,B,70.95882472593938,A,C,A,137.21028023739223,B,108.12725461304346,122.73529831999919,132.67616106793238,D,D,-45.5041965347842,-170.4939734113003,A,D,0
No,Asian,A,A,C,A,62.72755417726231,D,E,A,0.7652123841443007,E,48.81880739963446,26.81172002877277,-105.57459676025447,D,A,-71.68084781292963,-93.86872467347594,C,D,0
No,Black,B,E,D,E,47.24236646673886,A,A,E,83.00270080274076,C,-89.48610795198697,-152.6724491422366,-20.91300975960541,B,A,36.115025320685454,-56.147036783754785,E,B,1
Physical,Hispanic,A,C,A,C,249.90951609149232,A,D,B,-4.009181115909167,E,-28.84979162244105,78.08574914933578,-249.0441841296437,D,A,-94.47926725627805,-215.10700540723056,E,B,0
Yes,African American,C,B,C,B,223.34536946894278,B,D,A,41.94890164333803,B,-48.51572903792088,128.85263009310134,-150.70518216816245,D,D,-130.84790388226673,-248.3291435323336,C,E,0
Yes,Asian,C,B,B,D,35.973067015454355,E,C,A,82.78355728857736,D,105.4461808601274,4.654877641863684,51.17104941301327,D,B,-237.38135512156214,-12.373480904862372,E,B,0
Mental,Asian,A,B,C,A,52.19113935129251,B,D,E,210.25728527846752,B,30.27892028932635,-113.785887107159,-55.88466771582965,D,E,1.119492555475703,-123.60462622965149,D,B,1
Physical,Asian,B,D,E,A,-59.67906640042971,A,C,C,98.44667100088827,A,60.740783949055064,30.34346656151456,-15.718065447749622,B,D,-102.86947082562936,48.964557236626085,D,B,1
Yes,African American,D,B,E,E,-18.704296369982007,D,B,A,-49.692095038109656,B,112.16027830032975,-87.92109696829114,-99.53650531964242,B,C,67.21598276303634,124.54366912613497,E,E,0
Yes,Black,C,A,C,D,112.95043321904154,B,C,D,-33.03787463350309,D,-31.50275609659492,-262.76839292319136,15.47960744648131,D,B,-110.50731789166912,-18.1725056044492,A,E,0
Mental,Other,C,C,E,B,14.708068446559725,E,B,B,-43.91373071755818,E,-14.785021658072617,-102.60263099872824,43.03349133024277,E,C,-218.27630756457935,71.11858944662896,B,D,1
None,Asian,D,E,C,C,-9.208200636240575,A,D,C,107.25251124583579,C,112.80347267755322,78.23716415382563,-40.21980597314241,E,E,197.81594796367727,-141.4837077614201,D,A,1
Mental,Asian,E,C,D,E,83.27031496358565,E,B,E,41.94302803348231,B,74.57393776177813,-86.09828375599878,-135.7196671276141,C,E,40.24549175019879,23.610839597782636,D,C,0
None,Asian,B,B,B,E,66.73563378925319,C,D,C,-12.78288693108812,D,-61.36764417589033,184.03806224467573,-135.98235948757554,C,C,50.15344835376633,-24.233282412118722,D,E,0
Yes,Black,E,E,D,A,-168.21997349680635,D,B,D,-218.77614476798186,D,-109.2494444363115,141.5526739810965,-3.8268611705204867,C,D,-152.65310164651916,84.75955133044741,B,D,1
Physical,Hispanic,B,C,B,D,-14.4903027053815,A,E,A,19.825636788779786,C,-1.0759308596330093,-251.36164922036724,59.67351907219941,A,C,24.899547601998147,53.63019090717594,B,B,1
Mental,White,B,A,D,B,-138.36555042409415,D,A,A,100.98775214647951,D,-45.87875440770915,20.45772642226165,130.7188636375558,B,A,106.6097202830724,61.930462408377174,C,C,1
No,Other,B,C,E,C,79.37827584016894,C,D,E,-43.972375400201095,C,6.912520375327342,-130.71700153800273,35.39237847794874,E,C,40.18378340269274,-103.0638365190207,C,B,0
Yes,Other,E,B,D,A,-114.57082893362956,E,E,D,-177.81580935655862,A,-205.95947442302563,48.49967802488481,-42.812440033162225,C,E,-1.5035753951869673,-75.27083549413767,B,B,0
None,Asian,C,B,C,B,-108.08022469250776,B,B,E,-142.4206484057546,D,114.40448508572238,-18.484573954268555,-21.574725421512404,D,C,69.83374142937754,-147.67325014808,E,B,0
Both,African American,D,A,B,E,31.787231153827427,D,B,C,-39.11537142892296,A,-111.65529469597271,100.45254547055407,-29.777844670586006,A,B,-115.71237416152704,47.49333704096795,B,E,0
Both,Other,E,D,C,E,101.18849223155075,C,C,A,-80.33603548872172,C,70.33584590888547,19.432740828166732,-99.8243800615543,B,C,-55.023960392226066,25.446317144221943,A,C,1
Both,White,B,D,E,A,290.056646797508,A,A,B,130.70872902415428,A,188.33996609320207,-41.41856791588847,-84.92825511224169,B,B,72.93455359306523,-111.24270447911609,B,C,0
Yes,Other,A,C,E,B,-28.86375005768346,B,E,D,4.714366446895254,A,-140.94529168670513,4.255841451303673,33.75635219097443,E,B,52.89431920261865,-64.35545467818969,D,E,1
No,Asian,D,C,C,A,159.27945392041275,E,D,D,-144.939402685067,E,-280.7121427795357,-78.13826093237621,103.37469879704744,C,C,-47.04690454749249,241.0794801720042,C,C,1
No,Hispanic,B,A,C,D,199.6934709559874,C,E,C,100.7524978996087,D,42.45229204568234,-2.7714081966381268,167.70485968674245,B,C,104.56488348404642,139.3931266972145,D,A,1
Mental,Black,D,E,E,B,-8.623660157386533,C,C,B,44.704976268771404,A,4.964821090740878,118.05536741312999,-163.38505106179062,B,C,-48.04682233246892,-61.056202252295755,D,B,1
Physical,Hispanic,A,B,E,A,100.21608467183954,C,B,A,163.4131305569146,D,-54.12336028347453,303.6481169440848,82.63233761522227,A,A,59.2232582872122,28.213560826641533,E,A,1
Yes,Asian,A,A,A,C,118.3972747532684,B,C,E,158.31426138045438,E,12.570944941068158,77.04404786077971,44.58841177361522,E,D,-61.12816997230558,-139.3663754768558,A,C,1
Physical,Asian,D,A,C,C,-167.37255872485738,C,E,B,34.33558575864928,E,66.50415482943164,-114.66342549969686,36.82723077018752,E,E,-62.837031903336005,-38.0731164581608,A,E,1
No,Asian,E,D,B,E,-84.94227503572621,B,C,C,-23.29039405672318,B,-14.988635343032938,40.12113886917523,20.645898106235546,C,D,72.28110509775321,-46.188238028954444,B,C,1
None,Other,B,D,B,A,-42.29624863908998,C,E,B,-26.62037044043463,C,106.46756082276066,66.58924205361802,-126.5036085673341,D,E,34.255761087460115,-27.941378485641778,C,E,0
Mental,Other,C,D,C,C,-63.54198848327205,D,E,A,103.89061598662192,C,46.887584492830655,227.74124606973984,-87.51777526230833,B,E,42.46316962002854,-31.12224806173549,B,C,1
Yes,Asian,A,A,C,A,7.054682551821714,E,C,E,-43.35467828950955,E,9.398902758965697,-174.21021605107015,155.77881643962667,E,B,-72.65640581644298,-52.222108127121146,E,A,0
Physical,Other,D,D,E,E,141.9121306391819,E,A,D,79.15865874609564,D,-78.90441946440984,-70.16857255022465,67.11200297855326,C,A,142.817652512255,23.113633781060685,B,D,0
Both,Other,C,E,E,B,68.5118018854144,D,B,A,-13.540565060286456,D,-17.811783305646035,-140.0081150432403,145.65933948342894,E,D,27.14066016085922,38.383355230797065,D,A,1
Both,Other,D,D,E,D,50.771373213894854,A,C,A,50.670258031206735,A,144.94904414982528,-22.71764062343061,-80.79338203267132,C,E,81.42682229292413,-85.01797558602644,D,E,0
Physical,Other,E,C,C,D,110.94863134856136,E,C,B,-109.51488190501996,D,98.92777634563772,82.7791376976198,130.19830892615843,D,C,24.316749139528238,-48.92973565790663,B,C,1
Yes,Asian,C,E,D,E,-16.767676927025658,E,C,B,-68.79812433828317,D,-81.2938103567592,-71.54825809419032,1.0519068312174564,D,C,29.300170963113338,-48.11603125274537,E,C,0
Physical,African American,D,C,A,A,-39.67634105802907,A,B,A,-46.07225811934246,B,-81.69772696646694,-68.42511622050506,35.08261697300748,A,E,64.25557879462428,115.12134271305317,A,A,1
Yes,Black,C,A,D,C,66.63003933802915,B,A,E,-71.86364532021142,A,63.22599991733203,-77.64729044063715,-21.7009116264955,C,D,-0.288171593206221,-13.212575586391184,C,A,1
Yes,African American,A,B,C,B,-20.653859080620336,E,A,E,120.24893817751183,D,50.68397025780872,-201.62030612888583,-115.05750133220911,C,A,96.68728967335181,-3.7537502686216087,B,E,0
Mental,African American,C,E,E,D,-94.48712251141505,D,E,C,74.27458109439662,A,-77.58044070585393,78.77398307183702,31.161199020375623,C,B,-110.28833637860791,36.81436409893679,B,D,1
Physical,African American,B,D,E,B,-5.389537959008769,D,A,B,12.015987142559608,E,133.93838627621213,30.985046419903057,5.166215867622339,C,D,-24.100144409511202,-103.98628857930274,A,C,1
None,Black,B,D,D,C,38.027632834086845,E,B,B,95.94601601678919,C,49.10947972784856,-175.12928583456124,8.748608725153053,A,E,5.988101268910116,-180.59043484924825,A,C,1
No,African American,C,C,E,E,-186.6594690593614,C,D,A,-73.33521498360209,B,-48.60420536479184,17.19635027825216,-113.93244069849202,B,B,-25.101814929155854,-112.07661154887138,B,D,1
