military,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,target
Non-Veteran,C,71.43685276286934,B,A,18.76680657994525,C,-170.06568697250276,D,D,E,-80.42528016050241,-29.446850593425967,D,97.62497656663373,100.53744023758505,1
Veteran,B,60.23435982386498,E,B,14.644886178186752,B,-25.93307775687092,B,D,B,58.88000642811746,7.043696538897428,B,0.1793710334143169,-76.94845249708274,0
Yes,B,33.54222180751849,A,C,79.72393481949787,D,6.817130904023886,A,D,E,-125.7286258620473,35.73625345178408,D,-31.39962821384455,-88.62500969639015,1
Yes,E,87.5999287549643,C,D,53.94395035762935,E,-0.832469728500639,A,E,B,59.44278785834547,22.21605092659413,D,-205.99384960451866,59.069156251670385,1
Non-Veteran,D,-11.447688927356685,E,D,19.500679385745013,B,-96.35166440054238,C,D,B,18.71532641415106,42.07720722005893,B,-77.62335527060812,19.17375116145611,1
Veteran,A,-39.39154651456031,D,A,31.565591944193766,C,291.5092249425362,A,E,A,-136.1607622058211,125.62218250132051,D,99.21913900680663,-46.41865953121973,0
Veteran,B,-99.25308785743383,C,A,-21.93044583820244,D,-105.76057688428759,B,B,C,-8.261631712138765,-127.91487278741039,E,20.850456408357914,77.01029672956163,1
Non-Veteran,D,-51.127960075563585,E,B,-132.20058735025205,A,45.85707666016457,C,D,C,-80.89044742980653,47.12481727357801,D,-97.73106197221328,20.765611874795763,0
Yes,A,-102.58754926509606,E,D,-20.88239283788616,C,-150.98668657038027,B,A,B,-4.936982629314882,130.0191154915644,C,-131.87366171418097,3.8841974928707153,0
Yes,C,17.07297941491649,E,B,66.75793825709044,A,70.48956597005532,A,C,E,-21.685678557129798,-236.58174617398697,C,43.82012159115415,-176.97335819023186,0
Yes,D,135.54414576305692,E,B,150.17453858108152,A,-154.046978548077,C,C,E,-116.48432230128611,42.362640140430166,A,-4.53573292957359,-62.90563856241723,1
Veteran,D,-89.9308025980712,E,B,-26.372483184648924,C,25.466454447567894,A,B,D,60.16581848069278,54.95969963359296,B,-66.47526133955387,38.003291220341225,1
Yes,E,78.26430157538734,B,C,12.949406575671826,E,-199.50905047880926,B,B,A,58.865681730247154,82.41191650076743,C,22.622496146666254,-149.62917486977858,1
Non-Veteran,E,-30.84012139629403,B,A,-77.44540765985214,B,-19.549244806455416,E,A,A,29.94133046121079,147.57339535417023,A,32.467404829582875,54.00315226155954,1
Non-Veteran,A,-39.74747776342299,C,D,80.35717340456766,E,-206.64615063455264,A,D,C,114.46238004753155,68.121694809259,E,-93.24961134954896,45.63859773002633,0
Yes,C,-147.4891797704786,E,B,-99.49545100399558,B,-154.2123827909046,D,A,A,-178.55939254284044,87.02311045415561,B,75.92244455651844,114.918635737428,0
Non-Veteran,E,-99.07153341784162,B,B,-50.5886454587704,C,43.23727896806487,A,C,A,25.562396587182583,212.05940085001478,E,-82.98236103206489,55.738106723377335,0
No,A,-11.180489108095816,A,C,-54.05439610441544,E,-141.30456718099595,B,B,A,162.24882606564734,101.5178700789772,D,167.12783396455663,14.83146094728825,0
Non-Veteran,D,13.134580732399609,A,C,138.16746815518587,D,256.50982893981717,C,C,C,-83.66077323818246,-94.17001489580382,A,-154.01343735467327,48.26957051131477,1
Non-Veteran,C,-105.7532687599948,B,A,-170.687426570309,C,101.80226712343826,D,D,B,-116.43247594148269,-84.83657057575304,D,-33.066778140179906,-80.38900124028652,1
Yes,C,32.45266997318601,E,C,-90.24164245455054,C,-138.93662397270003,D,C,D,43.77631473588839,31.10063640004735,C,-128.68723590515378,31.848357559384528,0
Yes,C,-68.6515466561461,A,E,17.853321730423698,C,-226.86385076905705,A,D,A,-168.45862505428576,73.134069154949,B,148.7529230040738,-43.46367847339027,0
Veteran,B,78.66251423052313,C,B,93.7986115368905,C,42.412425284825424,B,C,B,-244.33124842123118,89.64267660667497,E,-4.57089942247321,19.306508465842832,1
No,E,157.72220794661646,A,A,-191.43466930660344,C,21.113201641619213,D,A,E,-180.30695304428818,-134.26510355969373,A,14.628154850656355,-55.02185547860413,1
Veteran,A,36.91581208316961,C,B,176.09004556207884,E,42.83162615492771,E,D,A,-75.68309599587197,61.846751955811804,D,79.87698956752389,73.8839799330766,1
No,E,41.428320209164205,C,A,-11.930730713904728,D,57.67510847557394,B,C,A,-0.695066493175547,-277.53271194403686,D,-161.36314176217405,80.7742023572072,1
No,B,-30.537500561260888,E,A,41.48982917708232,A,110.73987448661562,D,C,D,5.871443845748538,-80.12575599119081,D,-258.16327315144866,79.42669302238482,0
Non-Veteran,A,167.87081517835858,D,C,-55.7746654152301,C,-0.8820160519467869,A,D,B,-77.25132136004208,13.374112847001582,B,-108.0458378290408,-10.142274107084516,0
Yes,E,55.36560888241874,C,A,11.682927088850992,D,-161.74434155352947,A,B,A,-18.8410818518045,-0.38690181886935193,D,-65.70122187898593,-4.870082702669092,0
Yes,C,-14.220390550379175,E,E,-63.555935438681985,A,29.922677397474107,B,C,C,-6.2951598777685245,-43.99739107093071,E,-85.31666762838394,29.74402521412728,0
Veteran,E,-53.12495340658327,A,D,-21.480350703289687,A,37.3511113231701,E,C,D,-6.542946306725374,-154.9124389272321,D,-54.31315605242095,11.631254801054206,0
No,E,-88.81474822254084,D,D,-170.56623424293988,B,36.51242579963848,E,A,C,-63.36630198517656,-88.37720384608826,D,-3.396445919822313,-35.22583498439234,0
Non-Veteran,E,117.87458048307626,B,D,-110.48244828783456,A,-28.506933399080086,B,B,E,26.764464341725784,-65.58015104875311,E,-44.554729819486035,42.315028537312934,1
Non-Veteran,A,-161.28011136112772,D,B,-56.50025408169201,B,-226.02974381347724,C,C,D,9.592703471861471,58.2388250658472,B,-3.1929747159210917,-18.154768659160872,1
No,A,-12.818163330090526,A,A,53.14271578059021,D,-46.374265508664706,E,B,D,-31.51937871020557,-280.6994516562094,C,14.176174479555796,4.110635035776854,0
Veteran,B,20.0907985662496,A,B,133.28207403055026,C,-168.6369817465673,E,E,A,99.6434566643726,-45.366310391806195,C,-10.246307535883874,-100.76030531631488,0
Non-Veteran,C,163.43246042541523,C,B,35.919281762062084,E,-153.83723252444304,C,E,E,-50.685654289603875,86.79197026223704,C,152.571052829807,-37.651223994003345,0
Yes,D,222.76601896355945,D,B,52.64825423006303,A,-67.77213864162282,B,A,E,34.93951328974757,69.64778674144037,B,-123.21892675638753,-113.56951776425204,1
Veteran,D,72.4086231037952,C,A,12.133680652089167,B,52.931079992987705,C,C,E,50.138023038497735,-220.22929582981203,A,-52.976247125647056,-237.753753474356,0
Yes,B,-61.984028590952065,A,E,28.955126528649632,C,-5.534059308414613,E,D,E,-291.7581282482576,-82.07904245595394,E,-134.8306873434574,50.25770146961202,0
No,C,-231.66639094296627,E,D,-59.60685118384541,B,45.44756994209755,D,D,C,-238.91918907437514,-148.22647793162633,C,67.94772442441838,-108.38174311323338,1
Yes,D,-146.09739557846,B,A,-94.02561885963489,D,178.37544889668112,E,E,D,153.64665765651586,-43.52107456905934,B,102.75244051960175,-129.97343326294612,1
Non-Veteran,D,8.57373309581584,C,D,-42.51160591254403,D,13.513249334495917,A,B,D,-73.46175949485125,156.99104472091787,A,-30.395140887451543,-89.79468188052421,0
No,C,-78.8144907102046,A,D,25.723766671213173,E,-115.03271150923615,C,E,B,-35.66152204362728,11.641564780356315,E,119.7476219665536,181.46778380970554,1
Veteran,B,-74.79690359206367,E,E,234.53362924302513,A,-9.161277483256196,C,D,C,228.032614473654,-144.30044348962176,A,-77.44287726264804,19.732609459122827,1
No,B,-17.832598463061117,C,A,-123.22666712306119,D,47.895748079204495,A,C,C,59.8635406498577,-85.23791124207946,B,-42.16969146010567,-2.7248950398130987,1
Veteran,E,86.85321480398082,E,B,-41.28619597409779,C,56.36687467234155,A,D,C,-120.53032143735858,73.98637608424924,E,110.87593809455345,-58.10117773754306,0
Non-Veteran,D,31.87412227068318,B,B,2.4375768701525953,B,71.7449467559907,A,E,A,-182.9750530301069,37.64645799470199,B,-224.36876659874113,147.41125324556472,1
Yes,A,-48.8732249869042,E,B,5.794109158166628,C,-104.49526666663806,A,B,A,93.91738554956274,-5.554983593309309,B,25.832983859814483,195.90731173939395,1
Yes,D,-120.66402960996851,A,B,-50.40722044943998,A,-41.83108245073707,D,D,B,-126.58597622498695,21.924740339191224,A,-127.32147807682823,65.83156585823683,0
No,B,123.61926175711535,C,A,-128.4691577565675,C,25.185868460161544,C,A,A,127.55871449216103,7.064659017072551,C,273.8752676631629,-68.36247510741539,0
Non-Veteran,C,-177.74745261734736,C,C,36.14456425420434,D,-320.7819040299059,A,A,B,206.67962294205586,71.62122309455967,E,34.194637061073095,96.72279524342613,1
Yes,C,118.36385689569558,C,E,171.74602049371504,A,64.61517010421494,A,B,C,-155.15990861877808,107.40522059853762,C,-114.98014377634311,-44.13169878585891,1
No,E,33.53794467783644,E,C,-52.37386061865907,D,49.79965097698651,A,D,C,-111.76719250886606,55.835025876661646,C,-105.17231972189343,50.38600637426022,1
No,C,121.47135027016131,D,B,-96.0417331768309,E,-89.73889236935389,B,E,D,79.03547314149522,-160.4290783604181,B,-29.77608247744789,-84.62455088606093,0
No,C,-24.120136026574222,E,D,-214.63166321355303,E,184.5741096752271,A,D,E,-127.35991089005032,-0.8649415543285509,A,-63.21738704263306,20.26270182081084,0
No,B,43.7267098226831,D,A,58.64616878676896,B,-2.7311818752657078,A,D,A,117.72041488211148,-78.86568004633565,C,-126.70547177818605,94.1832897938572,0
No,B,-91.98855129914412,A,E,246.3581186131687,D,-112.2009099026431,B,E,A,39.978542391475564,-115.26443810468085,A,-190.12556148410272,-32.41994646589295,0
Non-Veteran,B,-134.13792174512022,E,C,18.604952001952363,D,60.13394953782664,A,A,C,-94.28301665895634,109.33145409985272,D,-36.835811604453454,68.23078971598778,0
Veteran,C,224.1605667028951,D,B,-15.328725508134614,A,-5.290546277007077,A,D,E,171.11427908118804,18.121667142450665,D,62.947787073978375,71.55933288997132,0
No,A,-34.30980415555111,A,C,-1.5250872135147522,D,-258.2966994807709,A,B,D,46.879218177092085,-81.36709391097911,C,-15.609708833684314,119.39842928497195,1
Non-Veteran,E,208.16448507033763,E,C,-21.288708356215515,C,-182.88162254303805,B,E,B,-174.11939382750649,-124.99421729438569,E,5.026742841487517,-6.187087358761995,1
Non-Veteran,B,98.03571112897262,D,A,-67.60693232724594,D,-39.296208386753015,A,D,B,85.2213765317799,-5.8368476981237425,C,-120.62177381563201,123.17970189086242,0
Yes,D,106.83116312896934,A,E,-218.89473638186314,A,-104.32135094159949,B,D,E,-23.471885915448144,32.137807479102136,A,-53.41731590299542,-73.48533552455206,0
Non-Veteran,E,-122.75026079569227,B,C,-50.16685345037679,D,2.906964935841182,C,C,E,204.17866493824403,184.20058227130812,C,0.9524938754129421,-206.45388345288467,0
Non-Veteran,D,-153.06505323378158,C,D,-137.66278332637313,A,-17.656797792351277,E,D,D,16.191899698246893,86.84541201141967,B,65.45166660678481,-50.193954561695485,0
No,E,45.330358431435144,E,E,81.29089404500446,D,99.19944996502437,E,E,B,-45.06257322902887,41.5010148657262,A,-95.2056761163895,101.80721798534493,0
Non-Veteran,E,-140.59728219469838,D,D,4.864153429477637,E,-18.43256589113856,D,A,B,-2.547427473248254,11.025346463175337,D,-211.5968149161477,-109.00328782033523,1
Yes,E,-38.19837157034588,D,A,62.99568589902124,D,63.29837299080716,B,E,D,-171.79260507764153,139.64064393350523,E,90.66587521886363,-50.193370831794795,1
Veteran,C,-56.030545652782294,C,D,-61.69060992325195,C,-8.474347268938155,D,B,E,46.89055315757138,7.686467952462577,D,-52.10942857980554,283.8420290100858,1
Veteran,D,-52.44302390131088,E,C,-55.319915405035744,E,109.68525453181756,E,C,E,6.569997212499253,158.0251607079488,B,-2.038998061308497,-67.49350960918883,1
Non-Veteran,C,-74.7776820481955,B,E,86.85712330203981,A,73.30941511391737,C,B,E,72.41361161438506,168.34079259225314,D,20.711562594412563,174.9566667646768,1
Yes,B,130.6427412282266,D,A,-20.69272130342511,E,-132.2589722846566,D,E,D,-45.09903531058305,-35.65369544081641,A,61.88857058829566,-25.020414456342166,1
Non-Veteran,C,45.987708304366905,C,B,-146.9563954325047,B,-17.425506402205844,E,A,C,116.2203421013506,-66.64068976727577,B,33.37685790796125,-58.24899854593729,0
No,D,-143.06960427871545,E,E,-14.21725022207292,D,32.894066731386445,A,A,A,-179.20205058807554,-89.62281282370736,A,-11.872151122698648,-26.911559711879658,0
Non-Veteran,A,51.14373148917616,E,C,-63.45574788027991,C,-95.76086701662582,C,E,C,-44.61541986432496,81.55909118934585,B,-21.574408209013317,-12.913667766077428,1
No,E,-129.10818148398548,D,C,6.09827380081965,D,4.241224135598679,C,A,D,29.362220020524514,11.982557574813292,D,11.99458496211577,-78.12607856075392,0
No,D,80.22429610559779,B,A,-50.320920097139954,A,-156.008125740623,B,E,B,18.69064906658162,44.75785140561668,B,-5.80189235962587,130.68353628371656,0
Yes,D,-166.14498027983697,C,C,40.428530895129434,C,-24.40094269949019,C,D,A,-173.95121334609613,0.9027244051234509,E,113.55774886096745,-70.23283104025722,1
No,C,-20.52376046175919,E,E,-125.45507058339926,A,-81.25012322363496,E,E,D,61.19055345357205,180.1505631569487,E,54.470339353774776,189.60573623444245,1
Yes,D,-5.37269345579283,A,A,-50.946925186023236,B,118.69746333626298,B,C,C,-56.10073702289632,95.92694233295505,B,61.182189303431244,55.042768904462534,1
No,D,38.920569825721344,C,D,11.220347383495959,B,182.10758484165217,A,B,B,-57.6379681929926,-63.684891546063184,A,-48.95748660360144,-129.10888066153407,1
Yes,A,50.160598863794284,E,A,-206.49407857503837,D,42.48565654218207,A,B,D,-109.60173787768204,-114.4417733304495,C,85.78639320355093,106.52938943930086,1
Yes,C,7.654322444540333,D,D,111.87365436827174,A,-29.602237660418172,E,E,E,54.99697019975651,-18.72263701171905,B,-59.52186994224691,-18.147708427072796,1
Yes,B,-95.81224359750232,D,D,85.38731233630233,E,9.235706755801631,B,E,B,140.74949932280953,-123.09762174959864,C,233.3382444016538,13.429198219135237,0
Yes,B,230.87178293505644,B,A,-208.75243088822563,E,73.88712983141362,B,D,C,-31.481407021337066,-35.43160075639749,D,-37.821252791527485,139.10623975738486,0
Non-Veteran,C,-69.17944650088164,B,A,-156.9270776530877,C,166.92291015474356,D,E,A,-40.526956818840745,-250.38858550871404,B,-103.12926410617568,-46.14294308993467,1
Non-Veteran,A,20.88984515522669,E,E,102.81078320193772,A,185.0163658852844,C,A,C,-74.69556641869437,-79.33643054015272,E,-38.123076374353644,-3.475337471124931,0
Yes,B,-26.38512135475467,C,E,-179.0225970740032,D,-104.21199220862793,D,D,E,-18.424359176662257,217.62391177288487,A,-30.12368929634674,30.318778912847105,1
No,C,-115.831220962865,D,D,-77.41496292326138,A,14.816702907632937,A,A,E,-161.34411566806975,170.8552713650289,D,-38.242475002121544,48.396776396400035,0
Yes,D,-31.587569831790717,D,B,-88.8707231290041,C,5.97134529176717,C,D,C,-97.5208395461418,-15.987807488582659,C,84.6263066482639,26.282644825549344,0
Non-Veteran,C,65.13324707678858,B,E,170.3618041344952,A,100.61166466741227,B,B,C,2.698545639892468,-27.212458308898942,A,124.90590926071809,-75.40837700546085,1
No,A,189.3331524188348,E,D,148.71568688240922,C,-56.568227335689045,B,B,D,-104.232701753934,63.02448038766345,E,8.199116061902055,-196.31605859069958,0
Veteran,B,-54.512603618987285,A,B,-128.57275605105252,D,-170.55985551206552,A,A,A,54.6281686905639,-67.39143904385085,B,-97.09420506935382,-1.4362225708213838,1
Non-Veteran,C,70.83725333057703,C,D,127.85718460220332,A,-178.01282982494874,C,D,B,7.455413431564178,84.82193123628127,E,127.83033748154085,-35.47193030953622,0
No,B,83.48397131531922,D,E,142.51478714996477,A,59.15512579692126,B,E,E,-49.15533537185858,3.357417761983051,D,84.20963027461879,7.102025526610439,0
Veteran,B,120.52001692026491,B,C,63.73446334030004,A,58.01085916884217,A,A,A,59.91884098955632,147.8797469549126,B,-40.754574695939446,-147.7747528594908,0
Non-Veteran,C,-87.80808327109132,E,E,-18.56717599495827,A,-215.96239011438513,C,E,B,-174.35708796937843,-1.7959362986515321,B,-111.67992936321023,-308.8398681419807,0
No,D,20.46927237385535,B,C,-53.61656703984876,B,-25.331242129101174,C,B,D,-131.6708048223095,-67.96214560406702,C,70.6359551418007,145.36567341030857,1
No,B,235.6928653641681,E,D,-89.83567009356163,D,-38.926009197417585,D,D,E,40.04650346959065,-41.53843536361115,C,-18.22787269109011,-54.393386259581966,1
Non-Veteran,A,62.94204343267042,D,B,5.873011050547817,B,143.1852204065213,A,B,D,-149.82175093733235,43.78596721896269,E,-74.77078915345949,48.05856442826986,0
Veteran,D,-105.01852723585026,A,B,74.09514483835974,A,-122.86082335612069,D,E,A,-94.86133261620341,-71.86860476579417,D,139.14150676227612,163.83896300651864,1
No,E,-67.33997532354753,A,E,13.846093351358252,B,-54.94509459265574,A,E,B,-66.50756176523832,67.59915460109318,D,65.98104507310543,-37.65272829620854,0
Veteran,A,39.44575476392366,C,B,107.11104387759971,C,-84.6026048764546,C,D,E,41.00212755428005,95.2347075527039,A,8.088826767706845,162.47948405569647,1
Non-Veteran,C,84.71287586044984,E,E,-149.76670288682072,C,-77.01481849457238,B,B,A,34.53388287036156,44.469737249491864,E,255.3954252167643,-80.23806797216197,1
Yes,B,106.92660643914242,C,E,-158.64028648141473,A,158.16511330985293,A,A,C,-3.4552702990238306,-37.16606140454495,D,27.212754046343495,-39.73280155058395,1
No,E,52.14568414292877,A,A,-55.595672220522275,D,127.73534728545357,A,A,B,2.8235591476288917,-61.60584402035428,E,-3.031849694003025,-31.430566507870815,1
No,A,40.990555321837846,E,E,83.18229796209296,E,37.640902055744114,E,C,A,-79.72923959560083,92.37726886722336,D,69.84919663818694,-162.45398100714505,1
Non-Veteran,D,233.82813263913508,D,B,-19.00337934286463,C,78.49925260919899,D,B,C,-56.760017593145804,66.88108698739799,C,172.21916238483968,-101.26349625773801,1
Veteran,A,-122.02727297413803,B,A,-23.575173787281734,C,83.08246519457519,B,B,E,-47.26088646655677,130.27435163603408,B,22.063494770364066,84.50690807143091,0
Non-Veteran,A,179.9173566149972,E,D,-139.25347722522466,C,-42.796191298692385,B,D,E,111.29882896265309,36.840023552418195,A,-23.737948604707594,100.37621359913402,0
No,D,7.4780184829446465,C,E,-79.86641497377168,A,-206.09225562890066,A,A,B,310.29521364962693,-34.20618250125833,D,147.0469548283769,50.6200077342849,1
Non-Veteran,B,-15.690764273100704,E,A,125.5094906951427,A,-121.25151098316292,D,C,B,106.33436311413126,71.86215512780774,D,28.882503218913726,-32.832869077723196,0
Veteran,A,129.77924040763023,A,B,31.452658489534514,A,-160.62369815770273,A,E,B,150.97304196965933,105.65983229286284,D,97.37768178053858,-290.60052635177357,0
Veteran,E,91.64221474034892,D,B,-89.13334167276844,C,83.33018260969496,C,A,D,122.23321059380783,-98.72529584334407,B,-70.7050581774114,126.31670935538344,0
Veteran,A,-67.26925267210828,E,B,120.12515323827616,E,-59.16054976055438,E,D,B,80.81914572768228,50.763480637959105,D,-87.45903063189071,-27.440164214859706,0
Veteran,C,1.2916719365544191,B,A,-74.40311236417298,D,98.41315619084655,C,A,D,-10.665839314854193,30.650294004194368,D,-5.835238288395249,-59.82498592168304,0
Yes,B,101.07793758639234,A,B,-92.0292280327182,C,10.471542233616695,B,B,B,-183.38227003367803,-65.13273024518168,E,-218.5270289614936,67.05870496330715,0
Non-Veteran,E,14.053685605339716,D,A,146.14159820890094,B,-38.64782620244873,C,B,B,-99.27377105260894,-70.73771678996225,C,-86.50668130280526,16.259658716048783,0
Non-Veteran,C,102.31856047354341,B,A,-177.99829017701344,B,62.04732748922497,C,D,E,-38.91193034232302,20.160356365392776,C,-19.10441237874943,-89.11913311750166,0
Yes,C,-33.494697258582455,E,B,169.0290538466238,B,-2.6692578236373032,D,D,C,11.009773140618796,-49.25410580945325,C,50.39932186121643,-205.76283286958633,1
Veteran,B,-15.896313553000665,A,E,-63.67488301920585,B,137.43150138955357,B,D,E,-38.24169368846453,56.866568892162995,A,171.0466217168809,77.17393457809216,1
Non-Veteran,D,-56.361851147565865,C,A,-141.57997904720796,D,-100.96699669817546,A,B,C,47.17582040753452,58.41687586338716,D,-137.91516968172334,135.7064085022723,1
Yes,C,80.82797527440367,B,E,-115.08446304139446,D,34.15883566271428,C,E,E,-47.95324636190331,7.335449485339053,E,-21.146286167922813,-54.254484912293464,1
Non-Veteran,D,78.75754280588959,E,C,-54.144558865207834,E,-123.08819365568068,D,D,C,94.4552370402151,-0.6358499320330493,B,-10.576065557893855,-35.02056233826545,1
No,C,-130.16331485130922,E,E,34.75498653244995,C,90.54716545442393,C,B,A,20.71794558560037,46.31805024116477,A,43.81241257009621,48.43328442418242,1
No,D,-76.7745239088646,B,E,136.2049239002263,C,-59.92132019130535,E,B,E,-35.25360239236041,-25.837095162486573,B,-124.02320289879145,43.09313456978268,1
Yes,B,-74.05263467400098,C,A,68.83965942757378,A,140.04983849845306,E,A,E,-21.717324781276336,-69.15233308776043,B,-86.4571160701512,-39.16122802185276,0
Yes,E,234.67898815738505,A,E,-72.73390274376452,E,-42.49666049674187,D,C,B,41.00421521538057,-68.58802688313651,B,20.199846258155905,-22.42212717106963,0
Non-Veteran,A,-40.54879190119578,E,E,70.22515782628437,D,-20.354156188136223,E,B,A,152.08136838849802,-225.75672856996957,D,78.10529674191,-52.6962425692013,0
Veteran,C,-31.09423307362707,B,A,-7.705335194187142,C,59.576294190334856,A,B,A,250.2752228894886,-3.909770445201048,D,-32.37809906096379,74.9600466873985,1
Veteran,C,71.97638951934748,C,B,56.83673792823758,B,93.73795175328107,B,A,E,18.238869785616828,-62.04574513829342,E,99.18898636320608,17.577660724619495,1
Yes,A,-104.69361599654523,D,B,11.075215570405298,B,-4.499636449897835,A,B,D,-59.25977965370192,-68.02569099064303,B,208.06166843837045,158.26505148064732,1
Non-Veteran,C,-26.469468721098576,E,E,40.05659828600542,C,-61.431471759514785,C,B,D,-83.78317495256984,-130.55967857489946,C,-82.54894123523866,-46.16796219673036,1
No,B,-9.66732588873502,B,C,-90.85209742556431,A,182.6241157248955,D,E,B,46.40110853482863,-140.18902398992637,A,35.179087741075165,-70.70963093344311,1
No,A,-26.051294231019266,E,B,232.3222203884468,C,87.27941213277997,A,D,B,-105.58663710771377,-68.39976937578743,B,31.148001936297604,-134.76954175284962,0
Veteran,E,54.1921728996954,A,C,183.1316401192025,A,-145.11799553631025,E,D,D,61.971166747273024,-78.46744331753327,D,-127.84246934838946,31.625596874003776,1
Non-Veteran,B,100.78497919420593,D,B,-66.14776914838191,B,14.37961901266545,D,D,A,60.794176889432336,95.48710089595161,C,59.131877914089124,73.8631760034891,1
Yes,C,4.846248764749414,A,B,89.70268395868082,C,121.01930308777537,B,C,B,-128.09458059481423,-29.3150720795526,C,-95.42862797929752,4.0989158550635345,1
No,B,-33.44617342927636,D,E,-7.342598070134993,A,-13.112401459017523,D,D,C,-151.11857633798357,82.38229839490809,A,43.431717597458565,81.99281540489731,0
No,E,27.922668745243516,A,C,-66.94802898439247,A,65.2761956379367,B,C,B,-50.040323365055194,-92.6286172431915,A,-108.2062726602388,-19.768477418648658,1
Yes,C,-15.425005830727276,A,D,-52.48563730257024,A,201.18784626875996,C,E,C,42.5161624601501,-77.43231583881689,E,-77.54698755360518,2.6194759043871163,0
Non-Veteran,E,9.128092379444109,E,B,57.532147555365206,E,55.61531893322953,A,A,B,57.508105586318315,-200.83572069068612,B,-5.283291213282894,-91.47540963477567,0
No,A,-30.93222292824478,D,D,32.401200374097975,A,-19.825157269873785,D,C,C,92.01834106708058,-88.50370776680721,A,-113.5934424038033,-190.95098292572504,1
No,A,-46.85146441441888,C,C,77.18972008767443,E,-170.26805805556745,C,A,E,94.55586243961575,-33.225285052062674,B,148.01768550782563,-145.71452396941555,1
No,A,-85.38426917742356,B,A,91.22372530520688,E,40.43095319894343,C,D,C,-37.786676300440504,39.19185914693969,A,-19.20976335248017,-215.8416000426478,0
Veteran,C,-116.96314970313999,E,B,23.40219258020911,C,167.22607889396625,B,A,C,-20.539928616600413,-93.2548125835914,C,43.44644137874765,-67.79250572651854,0
Yes,A,110.03732429670525,A,B,149.30602004648276,D,72.57841513115368,E,D,A,40.45088488384088,-24.81785321926429,E,-121.2015919961607,-33.33003907655918,1
Non-Veteran,D,267.52365675470406,A,A,31.731516542106693,D,-91.74594087842682,B,B,C,50.415895754735175,-119.73406356257085,E,-78.48554839071895,162.48458180328595,0
No,A,142.22135483443952,A,D,-81.07388234883898,E,-176.8133074492474,E,A,C,-19.742055041741065,-8.915747040682687,E,-110.26056000305702,100.68033269231888,0
Non-Veteran,D,-82.35737396342506,D,D,115.66459289869087,E,8.865488248361476,D,C,C,72.8733518880991,46.29884103660167,A,-24.02454593060029,48.60594489125233,0
Veteran,B,40.537714753288114,C,A,6.9809161539303135,E,-54.34235617298907,E,B,B,6.661496994683229,-44.14348342938968,E,-43.524287178074665,158.91800100801058,1
No,C,46.899975159851834,E,E,59.364286984948,E,-64.48208390483354,E,B,A,-188.62491683547563,51.81798609142299,D,-165.312152434387,115.79778115314355,0
Yes,B,-93.68697813047547,E,D,-43.52872330142971,A,29.936230217592463,B,B,E,-21.909037355242855,-25.05033330560449,C,50.275130046398864,110.3279373784008,1
Veteran,D,17.3881285605223,C,A,-73.4952789743749,B,-98.09140536335798,E,B,B,91.14678854005484,-103.53271302716227,A,37.29098626786015,-112.30453257715955,1
Non-Veteran,B,-63.96025270520378,A,C,29.7059970930856,B,-29.886061064665775,E,C,B,58.83605257326364,183.4464402005188,D,86.46930281386516,-186.98580252002841,1
Yes,A,-52.8490470222396,D,C,-108.98123392479846,D,146.87236864197644,A,C,B,102.83401405552553,-39.821607826520356,A,-148.1691272157228,81.3140171661954,0
Yes,D,69.7182295661734,A,A,-33.96560473640284,E,58.999818280421835,D,E,B,79.5760784960477,-24.681034915297193,A,273.0439110611207,98.22510591911085,1
Non-Veteran,C,40.13578875732617,C,D,65.56955453212919,D,28.055315825795525,E,D,C,-105.59477388114907,-220.79018442908347,E,-26.21685789971297,13.635913865129517,1
Veteran,D,34.753461098257894,E,A,75.03304910617076,E,-8.869996350030636,C,E,D,-243.30208113650852,-161.77936287420752,B,1.4274826660961972,22.082214553890257,1
No,C,-89.91512370653605,C,B,-10.225477048650644,B,-14.100785784247128,A,E,D,-66.24695775532834,91.16881182811113,A,-122.84673718980518,-100.98534788303957,1
No,B,179.00869586440763,A,A,23.225343258130348,E,73.2297470158272,E,E,B,60.359157644689546,144.16327876836195,D,168.07013047098823,195.3924266657442,0
No,A,-56.61890380848206,E,A,-25.98581326545878,A,-50.10834471095345,D,E,E,-13.012732893806076,63.89744280620066,D,57.17283998412466,184.166516660529,0
Non-Veteran,E,-31.178690140794647,C,A,-56.75105091124546,D,117.78888910026619,C,D,D,80.97296537930632,-52.99252495611143,B,-247.86113055148422,-27.26610355761649,0
Veteran,B,129.1569877891606,D,E,-51.44335878530107,E,76.94580320018463,D,A,D,-143.38634690204958,-85.74985071293078,A,131.09211635279726,-55.03139255209961,0
Non-Veteran,A,-68.51342758443934,A,A,10.157485313310083,C,-106.76907756935401,A,B,D,48.20685151015891,95.04959379067961,C,58.238967402080256,-175.46961986197257,1
No,D,48.368843532029274,A,D,-46.8712827820699,E,106.33646917323756,B,B,B,91.57769715672597,10.353323185497846,D,-25.374087697867708,-173.55224487323989,1
Yes,A,46.56154802790534,E,A,101.73979631025263,C,-192.50415454345125,E,C,C,-2.3101629782959625,-40.52999780977719,B,268.1861773817046,40.60333110854194,0
