disabled,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,target
None,E,52.4066014629926,A,C,A,D,-38.30887465533839,D,-12.25387737099377,0
Yes,D,45.438674960821245,E,A,E,C,72.47316387816616,B,186.21531346305528,1
None,A,-111.90410625707199,A,E,E,E,-11.341279648445484,D,36.49895955604733,0
None,E,108.23810874236817,C,A,D,B,-170.13132007749948,C,-192.15726216331015,1
Physical,C,33.99817315376947,B,A,E,D,-19.472952294397427,C,77.45241511397184,0
Both,D,7.980644474370209,D,E,B,B,60.54172639092105,A,5.641919037805318,1
Physical,C,109.56088749081584,B,A,D,D,46.984216150280915,D,34.41967230750062,0
No,B,5.836417454327424,D,D,B,D,-5.497039027896385,A,-82.00114802337988,0
Physical,E,-170.59096119432496,A,C,E,A,-26.50978265658485,E,-44.01419019056729,1
Yes,B,83.11739754558926,B,E,D,C,-81.82375358581623,D,30.399358492605256,0
Physical,A,-83.29857218808853,B,E,D,D,-120.07088891515598,B,4.670389776005785,1
Yes,C,-56.79193566126253,A,A,C,C,77.261777408338,B,54.34946258125572,1
Mental,C,-131.67552411309848,B,D,A,E,-209.84956432246582,D,-4.163036363353761,0
Physical,E,-119.28030693481873,D,D,D,D,-43.601476345904274,C,-100.1783290680203,1
Yes,A,166.43570624574173,C,C,C,E,85.62477434850047,B,37.31833459530121,0
No,B,-57.63715599791733,E,D,E,A,-119.5176025199699,E,60.366329748032285,0
None,D,-40.52240679087401,A,C,A,A,88.24180568980069,D,-23.875148799873198,1
Both,B,127.49240232789447,B,C,B,A,148.18645472761617,A,98.67757306967839,0
Mental,D,-62.312845200568624,B,C,E,A,53.68598776789998,D,-11.54259738455318,0
Physical,A,70.97103668967483,A,C,D,D,-80.9174249682168,B,-9.53272695903673,1
None,A,61.16617829789758,A,B,B,B,-19.634115008102086,D,-151.7235631967674,0
Yes,A,-140.65485407050986,D,A,A,B,-11.89235126964582,C,-53.17755916840081,0
Yes,C,78.36052495783223,C,B,E,E,-44.15477873829306,E,-175.53890560162102,1
Physical,E,155.226206153757,B,C,C,D,212.71966128954008,B,-24.616575218737804,0
Physical,E,-103.52211752839804,B,C,C,C,-47.288757770549616,E,48.69963369056933,1
Both,B,-31.266549823358723,B,A,C,B,152.77640012940816,D,-31.484682517283495,0
Mental,B,68.63482376801922,C,C,D,C,76.51046087751595,E,157.82495384361917,0
Yes,C,-87.01683891864168,D,E,A,E,84.21861353881278,D,-79.75408402804727,0
Yes,C,21.96224680456602,E,B,C,D,-59.23630914438907,E,-111.62584769771028,0
None,D,-101.03347077487228,E,C,D,D,233.96154604698674,C,13.738635649607328,0
Both,A,-230.68381505621701,E,B,D,A,214.3641986285412,E,-31.78479086965439,1
None,B,59.3232577121079,C,D,E,B,-11.248969173313643,A,43.78656931341764,0
Mental,D,-44.732022396482925,B,A,D,C,-59.33111504782068,A,83.57588566504909,1
Yes,A,-25.472526384634353,B,E,D,A,43.743125284342014,A,-104.50820963337857,0
Physical,A,11.784444899934607,C,A,B,D,3.3303016078201733,B,36.987668773475576,0
Physical,E,-33.43282931727806,E,D,E,E,-29.85610283343964,D,-53.71885587907603,0
None,E,-110.35848172619407,B,A,E,E,-27.657201129682207,D,73.36423684471404,0
Both,A,-90.74632479620654,B,D,B,E,-44.08517612546276,E,45.337458378705534,1
Yes,C,-65.66454584790213,E,E,C,C,-87.19338208605157,E,-139.0835605821259,1
Physical,E,195.95540376032002,E,A,B,E,-210.09989542047953,C,131.35866447228338,1
Yes,C,89.35854595621589,A,C,D,C,-41.20849997661435,E,-84.44720591767742,0
Mental,C,-46.83321358632331,B,D,E,A,49.151615598449055,A,126.13732876919413,1
Physical,D,-202.80463624139867,D,D,C,D,11.20411512668557,E,-20.40841754074039,0
Both,D,69.01002975234542,D,B,D,A,-26.969327736765937,C,165.94951967434952,0
Yes,A,-125.47222686835107,D,A,B,E,39.03359324685328,D,-104.3605395388804,1
Both,B,168.84860322910197,B,C,A,D,85.03866525447405,E,27.98635612554086,0
Mental,C,26.120023860449738,B,C,A,C,-29.70217136278806,A,-8.406033723694415,1
Physical,D,113.5968857023943,A,C,C,D,-94.7936684407963,B,-79.99819963093626,1
Mental,A,-13.861945169996742,B,B,A,D,158.47765509544334,A,125.07843881599534,0
Both,E,-152.5689329164534,A,B,A,E,-71.36717621789465,E,20.99493505492811,1
Yes,E,52.36545561581274,B,A,D,E,206.42341466186824,E,36.5135166935282,0
None,C,-86.20677454186857,C,D,E,E,46.99486942124513,E,-83.97304018012244,1
Mental,C,-86.05127511669065,B,D,E,E,136.7765500080341,A,-15.303784368441429,0
Mental,E,62.980833903240594,E,E,B,B,-68.76545368433678,E,39.10010317103527,0
None,E,-84.716657795723,B,B,A,E,-34.63331431253142,A,33.57369128222832,0
Yes,B,98.7841177295166,C,B,D,B,14.606138068002664,C,83.76201251166489,0
Yes,C,-32.999012917412,E,D,D,E,-151.0400966157033,C,-235.17863447672656,0
Both,B,-106.78772015488892,D,B,D,C,-64.83874787369707,C,-84.06226918758779,1
No,E,-26.77347757339257,D,A,D,B,12.826080289566697,D,77.03714081642924,0
Physical,A,19.099789439067447,B,A,D,B,-10.74455914251362,C,-23.3767294941543,0
Both,D,-60.612738239502804,E,B,E,B,-59.28941853746851,D,107.98732128226138,0
None,E,111.02740156513593,B,E,D,C,89.48382825494934,C,362.0145535095033,0
Physical,B,119.30581604909922,D,D,B,C,92.252075563447,D,13.395638589359605,0
Both,B,107.64989153571702,B,C,A,D,-67.91221740482358,E,-180.45160663415245,0
None,D,-184.79113564269306,B,A,D,C,132.33409537784522,A,188.00540993626876,1
None,E,115.98432035868768,C,A,E,C,-74.60682910706343,D,-22.481565942485773,1
Physical,A,217.2787674386095,B,B,E,A,40.796998500262866,B,-86.70373397567882,1
No,E,-18.55694344455002,C,D,D,D,101.1027848704193,E,204.75271491042153,1
Mental,A,-58.3904631231941,E,C,E,D,-44.427777488004544,E,20.680199834706954,0
None,B,101.08166688262332,C,D,B,A,145.05143466107393,D,43.807262130953625,1
Mental,C,205.4820687383523,B,B,E,D,-120.61421861328037,D,46.96256183769912,1
Both,E,312.2748909291485,C,C,A,B,-179.1926336996672,D,169.59688072835098,0
Both,E,22.040068701282994,D,B,E,B,-299.968218848811,B,-47.82188945422735,0
None,D,56.7285696738278,A,D,E,B,84.65632819228092,D,-43.59339085683233,0
Both,C,85.57902854767457,A,C,A,D,69.56660403116143,E,-95.55351940864732,0
Physical,D,-170.60915924484038,D,C,A,D,76.56918782477801,C,19.570652952706613,1
Physical,C,72.09329277968544,D,B,D,A,189.05243695553142,B,-52.33896221888435,0
Mental,D,-94.16327580228494,B,C,A,E,39.45711939228194,A,-106.61380343577565,0
Physical,D,41.94797039146633,D,C,E,B,60.41675620527599,D,-75.78341958534975,1
Yes,D,148.12412554551005,B,D,A,E,-115.144237021824,D,55.62752648833913,1
No,E,-11.61563098199156,D,C,C,C,16.047306211892796,A,-11.681320178546132,0
Both,B,131.92847075386106,A,C,D,C,-28.732054858991646,C,-54.56010470442719,0
