SEX,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,target
Female,B,-54.87926961682904,A,69.94902109489213,-131.66165167471067,A,6.075456426951809,C,-55.25728822253352,-41.683572534916614,D,E,B,D,-87.63839853638278,-0.12785793165849663,15.584562722622985,0
Female,D,-46.6783091085684,A,-20.6380619016545,-96.40144275049929,C,93.54814565659827,A,-19.409086006031266,-87.1342114060096,B,A,E,A,-61.84879576983542,82.77436141149774,-19.186817597194135,0
M,B,123.06744150938658,A,-98.1132205285643,-121.48974906024644,C,-23.97181894329629,D,81.72805248735283,69.47718944986416,E,A,D,A,87.58480601175579,117.7373876940958,-181.25534737454691,0
Other,C,5.078467775492999,C,-14.102401257602478,108.5596074274874,E,113.70446340055449,C,132.356698436922,-124.74928384184759,D,A,B,D,-37.92796160069095,-28.67301654465197,83.83701337268685,1
Female,D,-91.32777913249545,E,141.1709117846337,39.046556576254865,C,-85.36523143548888,A,-363.76420997788244,-69.84406508470572,E,E,D,B,-90.22211557739075,-13.43543411827488,39.26967768621709,1
Male,E,24.724033616462943,A,7.6934191265845815,-7.733066760759036,C,-100.83363429195063,B,-52.6318480394104,140.2326924675575,E,A,E,E,-195.35816534767062,-62.88163994116177,-30.141209529654606,0
Other,E,15.457632576277039,D,126.11483048440992,-28.837746579983577,E,-147.3151912345333,E,39.174478130523575,-16.461866540776963,B,B,B,D,-177.9335004814083,43.37688236748103,26.43769069480218,0
F,C,36.99625018355429,A,-118.54375540294846,-21.951562210503607,A,-26.748580423354777,D,-15.724973687717183,12.091033992928109,D,B,C,C,35.49307331843651,-3.458851881696416,70.27284312159222,0
Non-binary,B,29.63862357171084,B,114.24246847188464,82.15149794961489,E,-22.20695349216697,D,134.29273714887964,-46.75512945015613,D,D,B,C,56.938169025613625,-30.689607533070944,125.23174598756424,1
Other,A,-83.75750261187933,E,-62.68776991784013,13.300540858659435,E,100.84705366319436,D,-46.91307699925888,11.029114223237146,B,E,E,A,98.20886458710521,-52.25321896207411,139.6942113533261,0
Other,A,14.783529494549159,B,-124.71456339753146,-20.07361543817648,A,-14.049912121344299,B,127.65306501420581,172.29289205029966,C,D,D,B,-56.83375212848756,-102.98367151442325,-27.79071359830361,1
M,B,20.219793474580545,C,13.91233183366307,92.4679071833134,B,70.6005063608543,C,-49.39604742300914,-24.3740550935698,A,E,A,C,-94.96514962538453,78.74154466198401,-10.595548393581733,1
Other,A,21.692018824863613,C,205.7987054580455,28.749354869020355,D,7.208672866674454,B,-98.55140994789802,-64.15869033391786,E,E,C,E,-49.42251448764354,-37.56041402503772,0.20236632954315517,0
Female,E,-83.48653370400201,E,234.85689813125532,-0.14920533118218296,C,-142.76506104198165,C,-1.2896084539791526,137.4670062515617,B,E,A,B,29.431656173345033,-70.39149019051294,145.87228550883074,1
Other,D,-167.61693417862233,B,142.92088018113935,42.53123967919824,A,41.71800182255096,C,30.68947301771138,108.66749963256544,A,C,D,A,-38.511798415263534,42.73942787776625,-1.5361089615742205,1
F,B,45.04842252753294,E,131.05131690811362,-118.26199731358513,B,106.75205167722346,E,45.186345764802226,126.51237849704596,A,E,D,D,-12.607314169890534,-7.118507751060932,-20.96028646392967,0
Other,A,221.1841627102416,A,28.458503410118745,-77.72964575721008,D,69.18842077453729,D,-64.16247673700994,-162.45786680686533,D,D,D,A,-11.903030548733966,96.49532812054005,216.9638920267292,1
Other,E,79.64389531596667,E,-99.38654853576047,29.25738918803139,A,-26.02984304034251,A,47.46458449498119,-38.26028317769079,E,C,B,E,-34.143194139434975,-38.217694336450826,-157.68867207886606,0
M,E,74.24551470124932,C,204.2830332551245,141.21918002227306,A,-11.892276372822078,D,18.688311700677737,45.23119976348898,D,C,D,B,85.77765621351494,-108.82977384946683,-97.55100131919407,0
Female,E,44.71915966803145,B,-25.175580179545648,163.12040448705767,A,-37.806017537302004,E,-75.37952316599082,95.7790873662393,B,C,D,C,119.13020451116923,-16.632193046278207,121.79757893856187,1
Other,D,36.05827681873131,C,-53.63858050436298,-87.81090465977425,D,70.64544365038367,B,292.7950414862036,-48.770555034695334,D,E,A,B,-4.982786695730284,-3.006631838976709,255.34390818918573,1
Female,C,-96.53608315608842,C,-17.03944757066799,162.0241170437504,C,-109.45638698138586,C,-0.22080431839490994,-7.716721412628819,D,A,A,D,-30.288266391249447,101.6311305193038,-19.691560194649167,0
Other,D,-117.11464416024899,B,-45.72259879576968,80.39440111640899,D,-100.62563869282026,C,-27.654896240884064,-79.35318245676302,D,D,E,B,-2.561152729169357,-52.570877941629526,177.14288468705232,0
F,B,114.9807481506464,D,0.537938571134352,17.907763365164072,D,3.025757158576569,C,8.2200523606885,84.94939992157519,A,A,C,E,151.2773396942026,-41.346361235154454,115.81924347726354,0
M,D,61.313732685854816,D,8.296105353393074,-12.60098181729295,B,211.52872778099896,A,-162.2248624115149,-99.24992041038809,E,B,A,A,-50.63788542066876,129.96336114947445,107.28687474285343,1
M,E,-10.117132172286485,C,117.11453714378399,83.00867940321717,B,-28.564936365451914,B,52.04378902102628,-211.40150222514364,D,D,B,C,2.25066563975228,-5.056012743201353,13.529764329762752,1
Female,A,86.74135769444642,E,-141.86760100557376,-161.0439503936056,E,-162.54576253681066,D,30.571428677443258,68.95524811302134,A,C,E,B,134.9688005826186,130.81925778126148,7.266365662082295,1
M,A,86.33416134493385,B,12.393016905190384,81.29905583908031,C,24.220924792878563,E,-60.02266581483894,-6.034591659405344,A,C,D,E,-19.42299842219111,-166.33654436129214,-126.05275811315735,1
F,B,-30.912441829913984,E,5.278252517837552,-94.11246641420377,D,-21.70881548218197,A,95.94768619440353,-52.305064598813075,A,B,B,B,-109.04231282942334,66.39450705235956,264.56525228662247,1
F,A,41.408271855616796,A,69.94835149494595,29.5946053892889,A,2.93609877596827,A,86.12374037423149,-119.38814974260974,C,D,A,A,23.570628372924787,-100.48065709426541,5.813710980844957,0
M,C,18.26676577591588,E,41.74273063618351,18.437618030084423,A,198.3419284036177,B,-63.994824463726275,-10.3005747298678,A,C,D,E,2.8748033460934543,-101.37490873655351,80.38707965186279,0
Non-binary,B,15.864197466289601,E,-48.64882463176826,-67.10831801694954,C,-8.714476245679819,A,-36.30007241301932,7.965473364031338,E,A,B,A,-171.95229426629905,-64.2858605297829,-81.47175882438547,1
Female,D,-237.96471187623797,D,-123.1540085775656,214.16223310397106,A,-9.690630202342513,B,-59.713162265201206,-28.90360958837599,C,B,D,B,-3.221536761641984,142.218235779457,-141.40266280769706,1
Male,A,90.96243796422652,A,71.74856366877194,-25.318860418972978,D,3.3696141817217162,A,63.456748445906754,81.25720581605194,B,D,A,D,36.78477573926104,63.91045568986701,-60.02109026159745,0
Non-binary,B,14.15332431315148,D,-51.646733516383215,-217.7850758339798,E,-67.2085579659733,A,-44.79580103797987,-107.45017545861728,E,D,B,E,11.018318487279654,23.989219062772168,-42.44854718263398,1
Female,A,51.77967799138503,B,51.69839606031894,146.97215111813333,C,-25.813557764933183,D,-104.21722260816391,106.03910137065886,E,D,E,C,229.16240285289499,192.100896059348,14.810254739309443,0
Female,C,-61.60272389193771,D,51.13167048059465,122.22428739157323,D,-106.3744709757749,A,22.06220419492246,-23.03185061611576,C,D,B,A,-135.35457227098655,134.1900272547994,-53.98011780537324,1
Male,E,-20.222831069711845,A,87.17825058709717,-72.36981398679042,A,-2.2424902528858786,E,-70.82000819930308,-78.92667409751122,A,B,E,A,-88.95562243772238,98.79949614774549,-143.3758749661566,0
Non-binary,E,37.63856165442718,C,-147.0577669986865,-107.6623249405494,E,-63.614156496269736,B,283.6438427123122,-141.21097729675074,D,B,D,E,-93.83467245346014,-23.63695514270685,-95.53824216439365,0
Male,B,18.241857152731296,D,-140.02707046317616,-178.05360167095213,C,-68.46414044231602,A,-70.51457877460228,27.555628718475354,C,A,D,C,-161.63607072252557,-132.54078992706667,-158.38825496997063,0
Female,A,224.91295001804997,A,-27.964191844694934,-49.999278396160676,D,296.53204705327977,A,6.832498590536738,-128.01509932145646,B,B,A,D,10.839052455440152,71.32301359187542,40.38917894297216,0
Non-binary,C,3.7043045070665173,E,59.382210723770854,-102.56187860208861,A,142.4431366194541,A,-66.22399604207021,-31.040945226352363,D,E,A,C,-17.500201133618102,51.2072678398328,244.86547238241297,0
M,D,-102.99866032855205,E,110.35705261876446,143.15175184888344,C,42.39263805552604,B,-45.16065459685044,-13.459304232366842,E,D,E,E,-79.90879773238255,13.04760908269671,-136.9858349838144,1
M,C,4.338844836352662,C,8.821019949196096,94.54806418646167,D,-166.94812146527448,E,-60.41741726140327,81.24558528725005,D,B,D,C,-46.03155248037457,-73.17793728702796,50.944531113612776,0
Male,A,-69.11027260380445,B,99.8523356014281,-15.447044479652995,D,-144.14527264449555,A,-49.43496691025528,-52.47666811071946,C,B,C,A,92.4697778938413,-10.483493612348639,-85.13720664726988,0
Non-binary,E,-37.362227564074104,A,62.08654201190434,36.048194121093715,E,54.028577148503764,B,4.064810493147207,70.96464953186715,A,D,E,B,-18.826661864764127,-139.61034116916534,50.9072844544011,1
M,B,-130.69888573955976,B,-32.78969472511952,64.08828299665325,B,-49.88980020000951,E,55.09386947426188,214.9130085614865,C,E,C,B,-124.6986132617304,138.40375208914145,-58.97911073268259,0
M,D,-111.45942035332308,B,29.671506658145177,205.29071115723153,E,72.77709020381914,A,-111.95704191832066,85.7335575206874,D,E,E,C,52.07126228555556,-132.98378121689612,-30.11872576150282,1
Non-binary,D,-175.35367739268312,C,39.48524811395638,1.8360723581047358,C,89.48979465969788,D,81.38934127654395,-143.76945236631724,C,A,E,C,-116.17834660574731,-54.16683103820827,51.809589439102396,0
Other,E,-121.37630741779057,D,-147.15066889625388,-48.21481546879418,E,34.405022032546576,E,141.15321296398184,-231.74707787443847,E,B,A,E,115.97608220998316,80.74020171285434,-17.93921008552861,0
F,C,-19.068290571375567,B,29.448265587183677,34.572937903802185,E,73.13036432545576,A,29.212269201655378,-337.32031400847023,B,C,A,A,245.90092715120284,-50.982987644170464,88.1631666144336,1
Other,C,-278.50633506687217,D,14.070292871421023,65.56840324614426,C,-62.062065293984894,D,131.54460097144224,-122.50673884660483,E,D,D,D,43.811196970803714,31.819940001198137,77.72613400130165,0
Male,D,-109.94367323257677,C,5.907019270312032,-79.35659115380156,A,-63.305365128095204,E,-20.952161111421894,-0.19495409438835873,E,C,D,E,84.08563348631166,92.39273828785645,157.82908047061846,1
Other,A,-330.6166843738731,D,18.36557032949844,-12.130177813888935,E,47.588000653293044,D,42.34169747977343,37.19850220932674,C,C,B,D,-87.93091645525976,-103.53389526343346,-42.333084310325724,0
M,B,-90.97517491447441,C,-96.17440076216161,101.65203759093635,B,172.19474294188797,B,-59.55251931612947,304.9913169160968,E,A,C,C,11.01410789413321,-83.03895569748417,106.1467930592326,1
F,B,-125.98344216357296,A,98.37022474124072,28.907692595504002,E,-178.95747660888617,A,70.26131133025326,-77.82866564830991,D,A,B,D,-117.85360261040113,106.91609022774249,-74.20122361616605,1
F,D,-24.20051414946737,D,41.86135395967349,-94.14949378176625,B,-129.3500328468858,D,156.46345173044273,-99.16272898455536,B,C,D,B,123.35284603338647,-79.50760880020961,31.06122600646995,0
Male,C,42.030817147297945,B,-44.181211959923985,132.31685003515787,A,-39.448066613135445,B,66.92954590567327,116.09424428055273,B,E,C,A,-56.31022282277465,17.620137628440006,245.99409087529284,0
F,C,-178.95485285087875,A,-232.52686917848968,95.01425821278897,E,-178.5719577980496,A,18.46336232469752,224.43186975749558,D,D,B,D,-158.27831050828726,116.67442023062023,-102.40938892727894,1
Non-binary,D,-11.165613007657155,A,-9.972470893489293,3.5242592789670386,C,-103.50594638454422,E,-0.019473283652044204,5.0508510864184375,C,E,A,C,-17.892554864763298,174.19685295451052,-28.716521161628965,0
Other,E,-71.1286523134624,E,-31.719334720740346,101.47488872938698,E,-46.44290414295028,C,117.86563323293906,-230.81133985518827,A,C,E,D,-53.65758328668696,9.663211824946687,144.92283414411128,1
M,A,-165.21128166267786,A,-80.89259628573528,-62.33494338685256,E,166.3292543177562,E,-105.67693934006112,67.71405629503687,D,E,A,A,-92.14498117516689,-133.35405279380353,-28.940199297522657,0
Non-binary,C,-161.03173680350113,B,71.18730108926724,22.34145739422524,C,9.954684249812635,B,-60.180543226773196,-85.68830086376286,D,E,E,A,133.4039206260758,-16.881966214136924,-87.64601725676305,0
F,A,-107.46837796574252,D,107.18527831046163,-74.24038323550347,C,15.470405918205904,A,11.928081289480044,-190.34372339152975,C,E,B,C,-197.12791837560678,-46.133520469075535,9.417342792637934,1
M,B,97.75393659274123,C,-24.578452893124485,-21.834190981999825,D,9.157297715049737,C,70.12714225618808,-39.90411988305869,B,D,E,B,-116.81025260872705,-30.252678064003284,22.85751120218818,0
F,D,164.03056441509958,D,-100.29208750556155,135.3968706466405,B,-16.980505209885514,C,33.40457342685658,145.3583577567617,C,E,D,C,-77.6398469489334,106.21232769060937,-111.86504734102205,0
Other,B,-26.068880034579344,E,42.49823306341623,-79.62040762493059,A,-130.90184103012382,B,100.4106255949848,-1.6915361845898722,A,A,B,E,185.44569258613672,-71.99231507777303,63.53489992753598,1
Other,B,-35.078202935246026,B,-43.53528447751817,10.086423737971707,E,28.56950738865793,B,1.927669094695004,29.159036086324814,E,E,C,A,14.01783913558383,137.84372851563518,171.0504529593313,0
Non-binary,E,4.210770424266587,A,-147.43839068108394,67.4654055419531,D,-187.55974351907994,E,-17.41058210547705,-1.2241778336878684,B,A,C,B,221.6860261467879,162.90690221467815,122.51484598577362,0
M,E,-65.32680483417622,A,1.9907996865916262,34.47534549224922,C,-141.3709030614031,A,106.09749970456481,18.71241912655872,C,D,A,D,-22.920748896359548,-89.87756110576383,12.23593345510878,1
F,D,-147.76627559194185,B,-49.14805015657187,-133.65310021942733,A,1.468899925807734,A,67.03103264004315,-50.38386119458605,E,D,A,E,14.916459455821876,-89.4228307456045,-19.100219236051057,1
M,B,-98.48399901218991,B,167.3383923853797,-125.82929311312144,C,135.18193069051375,B,-104.21376555203766,-236.24930426060087,A,E,D,C,267.02520418690597,7.107467252493538,96.62357343879465,0
Male,E,68.50630000242198,C,130.8611544229473,137.79212633702812,A,156.59493548825554,D,17.811512636646178,-107.63520232851951,C,A,B,A,-72.52162728677415,6.552317241365446,187.4776790487817,1
Other,E,-100.16912184376041,B,-36.78877085620298,70.81157167333483,B,-10.718365235267,E,80.54437029831747,0.3665282110446919,C,C,E,A,-83.0129785679457,31.867742524066422,-137.89630065549701,0
Female,D,-50.46787026381787,C,-27.047881478781193,-64.67893386508966,B,76.57643408530099,D,54.83432435848802,-9.100112816893652,C,D,E,E,76.64874490082057,133.45163317373337,101.91894424151144,1
Other,A,127.37863471743313,B,-13.119734037664122,-5.475703018149424,B,116.49738719980832,A,144.09234408065123,7.756945779748713,D,E,B,B,-171.7360930640703,23.53457279216528,41.83523319711373,0
M,E,325.7535965150852,B,-40.949107917715196,188.8287320945995,A,81.80808419236435,D,43.55509555639945,-58.77224166809545,E,A,E,B,19.00445808273936,17.23660836935999,-179.5805741045514,1
Non-binary,B,-146.57347094915053,E,-123.1888834121231,-91.79531840628911,D,-99.91472794026409,C,-3.003187106457013,-130.21029930979276,D,C,E,A,-24.872317089943586,-126.68983885555384,-43.569466108413955,0
Male,A,-78.07406046643399,A,33.447478178555485,113.12548469905079,D,-26.189272547892806,D,-48.86375509957042,170.5961910642589,E,C,B,D,-24.118536267726775,-10.246049008076588,49.682430770754074,0
Other,C,133.60000921185306,E,4.412805512457179,154.6003282985632,C,-75.84186359189972,C,73.74630075301609,143.79671059519617,C,C,B,B,-16.717918069204103,39.52818034167699,83.30197445445073,1
Non-binary,D,-69.39092853419776,C,-36.14441379821231,3.27982567221144,E,26.401968419332217,B,-47.31068435108793,-7.215760963751213,E,E,C,A,26.775804169462823,67.60962456440521,-79.43112487351435,0
M,D,-24.027823877434013,E,124.97827546902359,-56.314093047785185,A,118.00236446395354,C,-181.12986967944735,42.851308581107276,A,A,E,D,125.00847655980225,5.189612622292385,-57.202147397558655,1
F,A,61.7977613898811,E,-2.4258368738232456,-22.020783939822138,A,81.83265455827929,E,60.02361249186959,107.93682044194368,D,C,E,D,139.5479601927091,69.59874376863652,-97.15622173198923,1
Non-binary,C,65.0847556073341,A,39.34917155265094,-7.088317744740485,B,110.71110975031986,D,3.365810088737744,-59.597929808191275,A,B,B,E,131.9686662015718,-236.42343278978993,7.989318114546874,1
F,D,-6.791485814510648,C,97.76682587256684,109.62575202452416,C,-7.6184173302592875,A,-86.08503345584141,-17.26434522271825,A,D,B,D,-50.34583702936259,26.973293337034747,84.32364338805601,0
Non-binary,D,85.12283346788655,D,55.90011976653151,125.12297771163638,C,-33.51114611304055,A,-187.44822424903137,47.09435492072549,A,E,B,C,-73.2298255267121,-34.64313727281721,-6.926564794818595,0
Male,D,86.18555140152144,B,9.6279672658696,-91.4928652747423,C,113.96384582371168,E,102.59201996584817,63.69344462467337,E,D,E,B,-53.57244603161575,-82.83702811077245,181.4206542837842,1
F,C,-59.71264734359741,C,-100.46506530370405,-6.7051795836240835,C,-218.05609046921379,C,39.19642392139699,67.96728844888875,C,B,B,C,123.51794645220187,-179.64950037749,61.916823081307996,1
M,D,-60.1493238393082,E,91.74259345070801,-13.039120355320568,E,-24.66020188634332,B,88.94055439128671,75.86511524651192,E,B,E,A,-159.97109552090572,55.82836643228659,55.9868029152536,0
M,D,13.097119372839261,E,67.50863933293525,-158.64075169021405,B,12.395446799310683,B,-114.17818372961757,214.83665555229817,E,D,D,D,-72.74746711445125,-132.94848890568298,47.15492372755829,0
Other,E,27.46542889152419,D,-186.52245124930272,59.03877066987195,B,-86.60433583571219,B,-193.1934698195271,-77.20120812073061,E,E,E,B,-7.356096813362267,95.52411366373673,-118.849349591108,0
Male,A,-118.01947195354792,C,-141.0971860720916,-79.08490574149867,C,114.23954589158394,D,55.40710945476489,-66.34504494413514,D,E,C,C,-16.932192227254223,-118.15031924588932,-83.56782724890788,0
M,D,101.2033606170402,D,-33.52996468667294,5.717002767918765,B,53.22753717735392,C,18.9363680094942,-126.15438114378739,E,A,D,D,39.912235341352705,4.885516551891667,-8.11379484601997,1
Male,D,-33.16701019264086,D,11.019534728780354,56.14344906524151,D,-23.406131329496716,D,176.2478702068434,-50.74041320400152,A,E,D,A,-117.65194792740772,62.40785177105362,-32.4477625521557,0
M,E,-24.909816123395597,A,105.02976885865229,54.480278284920836,A,-9.980106037951831,B,-27.03040810473068,-70.25347056266936,C,E,C,C,23.543593945413527,196.80145277331525,-93.12335559288458,1
F,E,-157.4660220838388,A,-51.79047970383044,185.9320085551369,E,-94.69245624915638,D,10.777211779911143,134.25339806570727,A,E,B,B,-91.3604288109131,34.63985063351564,27.22485551091803,0
Non-binary,D,-14.249453264966332,E,36.14026848829854,-138.43079495618426,A,-32.0087860600341,A,225.8925973441847,6.722957688164362,E,E,A,A,19.685644119228748,11.615982298161171,-215.38885903979366,0
M,D,-141.47683750311833,E,-147.47719302097434,6.567603247216468,C,7.247781114469174,A,27.897844204457012,-83.21358200499947,E,A,B,D,96.39311525873008,-159.02411213187642,156.85949865538362,0
Other,C,72.41634191098534,E,66.62267346424507,-23.351889973886987,E,88.04249799434835,B,112.37303130874096,-124.21562362392629,B,C,B,E,-192.66784024128123,-46.089197424315515,-61.25576669252458,0
Non-binary,B,-170.07784834490255,E,-27.728967573014103,-54.697872042911314,C,233.92690716348272,D,-220.0659726388996,84.83341706589324,C,E,E,D,62.32497817197057,7.4260778590323,89.14627877144679,1
Female,E,51.521012619713616,A,-98.15116052130375,110.12214587156981,A,233.0439021142738,D,-83.54871180894044,136.79329068636716,A,B,C,A,-161.80672291159652,-15.965458714208495,67.27878829563764,1
Female,C,-34.70774605310342,E,-64.04980324755955,135.3841333584105,A,22.31636356201106,B,27.240523413709784,68.15905913048623,B,E,E,E,-86.38207819179868,-77.5920888243612,-35.26718737151811,1
Non-binary,B,-81.6234428699602,E,69.21247677107546,78.34195911758077,E,-20.594914153358882,D,-59.9710581304138,-60.986690151518054,E,B,D,A,133.7138190779842,-26.75229848034364,120.95035270519028,1
Non-binary,B,-185.68666911636663,E,-47.84277972311536,-62.52779253682724,D,-142.51847365221616,B,6.005686888012305,-10.771658905972282,A,B,B,E,38.94198117840729,-36.42484606068192,109.80749087427665,0
M,E,123.76585324740759,A,-118.15679383857942,26.14056026379778,D,-85.66335169206425,B,137.97073249899307,-143.60609499643152,E,B,B,B,37.32526364901009,-64.32555162967716,22.933852599954452,0
Other,C,-24.736904311805237,A,87.48564106227683,-118.7400203332281,A,-138.73813922250184,B,33.5823016281531,-46.82577306611822,D,E,B,C,-48.36783857174496,27.432944368547435,-14.931842005670513,1
Non-binary,D,85.28306485755641,D,-16.451866367965703,-27.010290512574564,D,-26.166699699820757,B,-142.64015525032767,135.39395134764982,A,E,E,E,-33.45859268123941,198.9438979173726,-47.654235985840835,0
Non-binary,D,-143.9890692615392,D,-63.86928668614892,-56.37818924764855,C,35.88584242371461,C,-11.641542364904463,114.51138525543334,C,C,D,E,126.61557277405284,4.844781477028244,-22.885908990875965,1
Male,B,-56.23681451691972,C,43.58041836334866,-153.61720555573532,C,102.37994469412155,C,-178.84994678000155,160.47641356140875,A,D,C,D,52.062761803809934,91.58188598882597,-5.725085439629343,1
Female,B,-90.10755082142651,A,-49.38980139699901,15.376177837922569,C,21.216941027475595,B,35.7067425835039,-159.7697413587205,B,A,D,D,-53.89462912828908,-13.797240258656315,17.40940746168195,0
Non-binary,B,56.21945808446745,E,-82.04573289596837,-119.88417833968947,B,102.3336916995663,D,119.0770639891554,67.9301903426686,D,A,B,A,-92.6359418139458,-220.82979573413812,-59.33335013961284,0
Male,B,53.532057048784,E,46.14601697923495,24.434025524902374,C,-24.001456612335115,C,104.86529620648473,-52.177528428513085,A,C,C,B,-48.29038631841482,-13.829078243066817,-129.2921275488125,1
Male,C,-106.29874159483808,E,40.580785046343124,-4.010057149971626,D,130.20890599643445,A,75.5018915180616,-64.9305077151106,B,D,C,E,46.65090194175722,-46.53377820179901,-68.62250995043817,1
Other,B,84.07549958469625,D,-141.5277605545138,-235.90229104670567,E,-163.27047625421716,B,-86.32641745022617,-7.980818294063669,B,A,E,D,16.795351057590143,-14.439338524932621,-27.497026305576615,0
Non-binary,A,69.08253164039283,B,38.01685863537289,65.42065564448683,B,-26.990284936342107,D,-20.35870175887554,64.07642397805661,E,C,D,C,151.9860678289103,229.77345579751392,-16.514278739819144,0
Female,A,-145.66743823402493,E,-91.89351413905648,274.8775096993141,D,118.22789203169866,B,-213.30449434250022,-135.80151101103482,B,B,D,A,65.05019198846513,77.59435845897328,87.77636689925833,0
Female,C,93.90056814751051,E,114.02270638005436,-76.91917722359477,A,11.515531316512503,B,-225.45729960204363,-53.938716886451644,A,B,E,A,92.91878282503781,-228.04999778050092,108.01237560842665,1
Female,D,-135.5892095248278,A,29.290647751360808,47.33996839333533,D,259.05816497529696,E,64.0032008129362,-88.2475534401184,C,D,A,A,-145.93441684414603,27.11621713190721,82.92669659539801,0
Male,A,-147.10788459496754,D,-20.791136991435266,11.271196818648725,A,7.17777784522855,B,56.73356921095536,-123.40359605573185,C,D,D,C,-60.86098488481786,-61.52117730674266,65.05856589934,1
Non-binary,E,97.08168214745933,B,-145.88163679265307,137.84917206347114,C,38.25211026893405,C,-37.46083160003618,-122.12687827619257,D,E,E,E,51.879662732498964,-13.238310849411103,-181.01861381111357,1
Male,A,-108.4265340574751,A,-97.32000223091136,-36.98749685412125,E,239.02128355104543,B,4.329343102505274,238.44675377711567,B,C,A,B,41.81823525612842,-76.94962205095212,84.90252120597312,0
Female,D,-183.3798410382856,E,14.836453283031037,-16.16841597057011,B,98.24139464964101,E,-10.011233305496598,-22.826147303997537,B,D,E,C,-181.8219635665477,-56.20527099979509,92.06626943874983,1
M,E,-183.76113468299508,C,199.79281943237683,159.71307118791012,A,-207.88374475923555,A,41.19208811947468,21.926313929239946,C,B,A,C,25.975948141335405,-97.46791061119131,121.39296400212068,0
Male,E,-68.43997201522616,C,-46.608435820452165,-97.98623229996643,C,178.25781843750485,D,-106.91893682600822,-155.15532089124906,D,D,B,A,5.600633349253348,92.55255417892005,39.0138467506768,1
M,B,-146.60844900439974,B,-57.077177319289696,-24.713762387299056,A,87.27551850237714,A,-122.31625301997337,12.584222768983306,D,D,D,A,-26.737042399729482,96.92179421013346,-9.715660157982576,1
F,A,-85.11533671615396,B,139.86624540112848,42.73308976264918,A,-57.40680333079382,B,-111.96012387618369,27.742970017880292,E,B,B,D,-45.352962601332074,129.9661013972093,-15.645544534882056,0
Male,C,-18.418470423713444,B,92.72365376920074,-25.067852929738834,B,-216.71611542718944,A,-79.0818718544857,158.40646163571844,D,E,E,C,-130.2850286208209,-106.586561842941,-16.307268624376338,0
Non-binary,E,80.59291694336635,E,-46.890661502737025,87.33915517457957,A,-31.84284254347914,E,166.3209668453164,-131.61266436600246,B,E,C,B,9.380081766757122,98.71443241415972,124.04656430755132,1
Other,A,-72.85491603996945,A,55.94527015011382,107.95314038533536,A,-184.5291336549689,E,22.674882249152066,-44.11023821772701,C,A,E,E,51.93553808969663,109.18995100812894,-117.49594576536688,1
Male,D,-218.93767924964123,E,0.46778207957685486,-102.26261382221709,E,203.9419031665951,B,97.99689440985134,32.77015331821347,C,D,C,C,-148.60755912870914,104.50659786213521,-29.620003614510072,0
M,D,0.14404519292911014,C,25.617424385697497,169.08155506649422,B,16.393402184914645,B,-81.2492880356227,30.51759458428021,C,C,A,A,138.1892608031004,4.230480537907878,-219.97361120522595,1
Male,B,104.19749685638567,D,-50.522575143612826,4.428880944929943,D,131.85936961512283,C,-99.36553592672418,62.902039025101345,E,D,B,B,-24.511588994646143,169.48113128081545,-221.53084191806275,1
Other,C,-54.62626739855375,C,-56.87070126252118,-71.2650893943793,A,-119.19686335328565,A,-28.84335158594904,70.59322955711173,C,A,E,B,27.061938728500536,-132.3613007255614,-43.52836631643347,0
F,E,-82.36081169330416,E,56.87421428613697,-191.442797502636,E,-20.79960632566836,D,42.3054182140431,289.7624884064126,C,A,C,E,6.036084193157406,-55.88287223006281,-48.75807912301765,1
Other,C,-81.03424472644872,D,56.8350188081664,60.34567178079834,E,-149.35018996087152,B,128.20290270438807,152.0247382214859,B,E,C,E,-99.51118773494727,-5.831296019616754,44.4328708983215,0
Non-binary,E,36.103794901606,C,50.49319517547455,-101.47996016144872,C,95.88121949822458,D,-11.146484057863857,-80.97621521874323,A,A,B,A,-56.315640375999855,163.77644473857086,6.768516659219076,0
Other,D,174.10485161111694,E,40.03233910444173,188.49358047974118,C,19.895108812031737,E,-48.60464446736679,-136.0475535061164,A,E,A,B,22.394961602931538,-43.35727011623544,255.37620783574076,0
Other,A,140.98462627980157,D,-191.82001178389083,107.28549632340207,E,5.3158087874528155,C,-30.141969948552504,-155.77305842261342,B,E,D,E,44.703140533809474,17.782365691102616,86.24313620867053,1
Other,D,87.99334941401509,E,89.5234453399746,4.87698641033283,C,-10.154038827910409,B,-61.999064924576444,179.207275640879,C,E,C,C,66.09452811092311,-167.38850077308564,3.2502260881069014,1
Male,B,-5.0204533238817595,E,-28.778418992063475,-153.93424658254943,A,-40.332361748899544,D,-10.52047524663681,84.0277601742497,A,B,B,A,136.92471132030573,76.77907782254246,-104.50407009646784,0
M,E,50.2862440643139,E,145.4869273747738,-183.18063702789922,D,195.07872053757066,A,156.7435675117539,-170.37635883309048,B,A,B,E,-80.91637725468308,-59.3106720854305,-88.2267178989476,1
Non-binary,C,-129.63838338464925,D,-7.56237700446419,147.447877676309,E,-9.414121588638405,E,111.82589041348423,145.2853645199216,A,C,C,A,-262.0072648378792,-143.92135322125503,-60.02356737762623,1
