genero,marital_status,disabled,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,target
Female,Divorced,None,D,11.670870766730008,D,E,100.88060989423009,2.1428813127651822,-17.043854344997698,B,E,-149.59462988255677,135.5273883383345,D,C,B,173.59934612212902,A,59.66107942792419,1
M,Divorced,None,C,119.95849814308978,C,B,-43.38072548502329,-75.70837874594979,-81.12061509496525,A,C,55.70822838570163,67.67392588514551,E,A,E,70.4898266166716,A,-93.89274514484731,1
Female,Widowed,Mental,B,161.64714976103937,B,C,-22.42992954842515,183.3745785647053,-123.4710924912459,A,D,-81.00921721263083,35.58887725515931,D,A,E,31.07349587816493,B,-91.99604955483723,0
M,Divorced,Mental,D,129.4868641387478,D,B,111.46234171386746,-145.99412801169507,-23.583997955795606,B,A,106.67649894195976,143.24047361610425,C,A,E,155.24787355937133,E,-141.83362828847655,1
Female,Widowed,Mental,B,16.677388671586012,D,E,42.81645308088998,70.11763257816477,-39.524357574416584,D,D,-58.07564106440694,-70.08633628981269,E,B,D,-3.9830975454863706,A,34.831639928172606,1
Male,Divorced,Both,A,141.00883870530652,E,C,26.701189935846624,-21.9750332344372,-19.591242933461317,E,E,-95.86331771288783,63.62812109887235,D,B,A,-28.313784555221634,B,-129.9980064880556,1
M,Widowed,None,D,-136.26990491306344,D,B,102.97004300206108,33.124342465705844,100.12158258606641,D,E,-59.07733065419999,-106.56956888115747,B,D,A,-56.94156118159296,D,108.92821077903292,0
Non-binary,Married,None,D,85.15953127511402,D,C,-13.859156339630491,-36.03473001225374,124.10549388588717,D,E,37.90360269001281,-135.57372101544695,C,C,A,84.20521469790174,B,-31.970531310859513,0
Other,Widowed,Mental,A,73.30037080502294,A,D,-52.657668112153,24.627422120628705,5.982478718474569,C,D,151.36317761616073,-24.72042433205116,A,A,B,-20.7831983730478,B,-21.397083928023466,1
F,Widowed,Physical,D,-31.45299513796489,E,C,22.346378324955204,-38.26480909127747,106.50207976960992,A,E,44.439877019521944,-15.35262058430034,E,D,A,-6.343904475077943,B,-4.447524641450742,1
F,Married,Physical,B,-61.496403112752695,A,B,104.40862134761414,19.570940378423586,16.996098455146775,E,D,75.79795421733361,-1.8480377512379849,D,A,A,47.80211461485702,B,111.94114424106228,0
M,Divorced,None,C,-7.5923317763016325,E,C,-197.23494890698922,-71.34079370751931,149.5574189838511,D,E,-24.184387623465227,70.75870593118013,C,C,D,129.20641174746802,C,-42.61561572035736,0
Other,Widowed,Both,B,-31.904152552591793,E,C,17.072653176293496,-8.848332075029095,110.6637155819933,E,E,75.45254803049708,-125.82156916584857,C,B,B,-15.092446106238267,C,45.50583945322485,1
M,Divorced,Yes,B,-10.968932348486076,E,C,-37.19620220457859,-22.291518864373142,91.10696256517679,B,C,107.8020376129675,-79.81696237149995,B,B,C,-130.68743881558987,C,69.39616748109566,1
Female,Divorced,None,D,-92.42304458534188,E,C,-33.570514044246714,69.13113636582739,-57.85185721816364,D,D,134.0987627646272,-141.6403363560147,D,C,A,50.67896369974561,E,105.67169275125323,1
Non-binary,Widowed,Both,D,3.001763989071152,E,B,-74.53148713881654,-29.2152185856824,81.63153049072305,E,E,-139.50874743308222,-146.7788197005369,C,A,D,-53.43036593918704,E,-2.0376991865203906,0
M,Single,Physical,A,-129.7010964755996,B,B,-179.09579967289622,57.657810702403125,-11.036042940258254,A,B,-101.49259624308652,-56.20415005337769,B,D,D,124.61901950271039,A,-29.21510391132658,1
Male,Widowed,None,C,40.312279127566114,B,C,-2.2300333508787307,143.43553339364658,-125.29917074124708,E,D,162.79853531512438,56.661433166320876,E,E,D,-106.92238159234971,E,232.80807008342967,0
Female,Divorced,Physical,D,-5.603563133540058,B,C,73.83500579849047,84.0034828405641,-40.1805560600217,E,A,22.83603271852438,20.621624304914825,D,A,C,131.70345675134712,D,45.630039982484,1
Female,Divorced,None,D,138.287549742588,D,D,148.86918580039276,147.5014052196513,73.3818722856738,C,D,37.270544108717296,64.05865576963522,B,E,E,-92.56840471157496,C,-100.2694354580109,0
F,Divorced,Yes,A,-10.770878210777692,D,A,-187.42114149330234,-41.57001593049019,163.41565760742557,C,D,94.3347133193527,56.223772656405124,E,A,E,49.577518120118555,A,8.725240325923464,1
Other,Married,None,E,-57.432757927468394,D,C,128.07341118147582,227.52014068040037,-3.3599075322841454,B,C,-34.3254482677765,146.46764195344352,C,B,B,-82.74678376223059,B,19.53308538896988,0
Female,Divorced,Physical,B,-113.43630050181284,A,E,117.31812158424178,117.7203864330552,-17.286603837444417,E,E,-2.0281070368770084,-48.106663579839235,B,D,B,61.48903312674623,A,-8.391894938201746,1
Female,Widowed,Both,A,278.46725194182073,C,A,-124.37229135186685,85.8688504937739,-314.3557694572853,B,A,10.323181861344343,86.03618441685697,C,B,E,55.10977832361609,C,-91.14985744687513,0
Male,Divorced,Physical,E,-155.59060568538766,E,A,7.738060593304081,20.0047859170677,27.388872634392392,A,E,83.43465726039591,-114.0840650645022,D,E,A,-81.69059041079288,B,-109.09902375815392,1
F,Single,Yes,A,106.64472461220991,A,E,-28.820407595595967,-16.245483146646325,-70.44689647468397,E,D,77.88119249808204,-97.706193431481,C,D,B,-23.201549306674156,A,37.97839082157491,0
Non-binary,Single,Physical,D,26.36436008884316,A,D,142.88837424263446,-23.818003415650644,40.94521519452754,D,A,108.63185074912505,108.06187299271346,A,A,E,-109.07316503566808,A,148.14395127012418,1
Non-binary,Single,Physical,E,194.9664253603653,B,E,-100.59382754564731,51.687576200290266,30.936189077614667,C,B,87.16423339999517,6.817067546363857,C,B,C,43.1790448875708,E,78.32125154855825,1
M,Married,No,E,-123.68880071033792,A,B,-47.31162727323631,-73.16846733327723,-54.12719321513653,E,E,45.66432761639473,69.31513960091974,D,E,B,-55.361056580016644,A,-16.486847578924703,1
Non-binary,Divorced,None,A,0.37085104152020126,B,A,95.64281040063004,-20.72954085422533,180.6841659002012,E,E,-18.930089713670494,139.4457393292063,E,B,E,22.152803302171097,B,-17.052578378086764,0
Non-binary,Single,Both,B,87.56764531576482,D,B,42.82686787246959,151.37653964296078,-120.92982388498423,B,B,17.99895889297405,-26.35631942816459,E,E,B,48.25345783244755,A,-8.476315574582362,0
Other,Divorced,Mental,D,115.97030433285389,A,A,-10.511561574939297,-81.8681512228866,-11.836599354557057,C,C,-112.27474952057392,32.494088391303464,B,D,D,-12.13096600265713,D,47.44029328564911,0
Other,Widowed,Mental,C,215.29968574988132,A,E,-76.15896391994606,4.998511549022359,-159.4310859881538,A,E,-79.52828273998138,-35.92300784771453,D,C,C,15.344190536559926,C,-152.45412541337623,1
Non-binary,Married,Both,E,32.73029568632586,D,D,-95.81464822350084,152.99837456527106,-91.25610239086096,C,D,63.07127689435137,38.843184449919775,C,D,D,-49.2482265594652,B,40.2849665565855,0
Female,Widowed,None,C,-53.49817988270993,E,A,-159.8564579296873,-86.23307039230073,1.058896123995099,B,B,-50.233378538112404,50.889888289157035,C,D,C,-6.982324551838624,C,-94.56475048625884,1
Non-binary,Divorced,Yes,D,-25.185853103858403,D,D,46.37998872360616,-43.87507273495842,124.17107287965703,A,A,87.23709627881685,25.792438065156116,C,E,A,54.521531442118885,E,85.63383733555557,0
Female,Divorced,No,E,130.18193869436152,C,D,140.4426350104621,35.454123310193026,10.405238633454985,A,C,18.388387240841233,-15.113587427197869,E,B,B,-14.265452151279728,E,76.19379675250056,1
M,Widowed,No,B,-94.11392293262836,D,B,72.66105449353006,-145.96172735851022,11.244484890094629,B,D,42.14268324931982,6.449312805728072,C,D,B,44.26303335059114,C,31.78094250070849,1
Other,Married,Yes,B,79.97625935881881,E,A,31.51926179245386,98.62290767814676,107.16564705429319,E,D,147.80845262021828,-27.090862037895146,D,A,B,-23.864003400227375,E,-61.39095348592208,0
Other,Single,None,C,97.94354187448283,A,D,58.8885485481783,16.16436351718094,-104.05229362460966,D,E,-12.867600780078389,-41.55958286833163,A,A,A,112.60396979542928,A,170.86752761749037,1
F,Widowed,None,C,-98.42229392428865,D,E,-101.30748882733307,-28.635019213982567,-51.40585582783462,A,D,-44.0828756081964,46.674017946903184,E,A,A,51.829088435967726,B,106.90130783088347,0
Male,Divorced,None,C,98.04671424309852,A,C,-14.807935936534655,-176.3576416367832,187.25586331447568,B,D,12.693427228436555,46.18062025303451,D,E,E,-13.139096785137895,C,-86.74755198251994,0
M,Divorced,Yes,C,34.71392373447301,C,E,-120.18979301728167,-136.96544254559478,-97.32830440066137,B,B,105.23186400109059,55.04736891785473,B,A,A,244.60373616312125,E,43.937057304557506,1
M,Widowed,Yes,E,242.78962575710887,D,D,123.58400976905047,7.8691554961976715,-53.163862898642314,E,C,141.61872700372084,-117.37175973674961,C,A,B,-98.75827804625314,D,-33.40164567877575,0
F,Single,None,A,38.198927157999,E,C,-87.98976893693089,5.0751451794759355,45.40761418311149,A,E,-12.621471246409225,8.978025676386467,A,D,C,-150.01560804890647,C,-29.346959150726214,1
Male,Single,Both,E,103.86179628437682,C,E,9.292123589889957,-88.36740903520754,251.86784324454544,A,C,42.43302820531331,0.24885785461045817,B,A,B,-84.3477253494991,A,20.865360404278043,1
F,Divorced,Mental,A,86.03343957573667,C,B,63.94146995110884,-40.0436887335807,-220.46972945208623,D,D,106.52046126613901,-38.116572259655676,B,E,B,-73.55235629392935,A,-158.80522837371794,1
Female,Married,Yes,A,-39.86856913032623,E,A,-6.222873528102519,50.24396365822943,118.34501897804441,D,C,-93.53491393378512,199.5405147408385,C,A,A,-67.8702479801326,D,-46.745963433851976,1
Non-binary,Widowed,Both,C,125.05314386294879,D,C,35.47156071713829,18.264435908549295,-12.596115221731738,B,B,36.690552396732265,-105.7569222094533,C,B,A,-69.68708832400151,B,-13.099219609253629,0
Female,Divorced,None,D,187.295916161859,D,C,109.077433032883,103.71540404499493,-15.246036459053308,A,E,128.1271924451231,-3.35337133493585,C,E,E,104.67002840559307,D,39.04388680648666,1
Male,Divorced,Physical,D,48.05195564637248,C,A,104.93745320883019,139.03503366401983,26.62209915148135,A,C,50.873479396841226,-112.46548465134254,E,D,A,-22.71151430029278,A,-34.58981813261632,0
F,Widowed,No,A,-5.439290124349747,D,D,117.0400599303147,-85.40051331251878,-151.02094753165548,E,E,-214.71905015873398,171.06620527086696,D,A,A,-85.14706488439373,E,93.26255577575326,0
Non-binary,Married,No,B,-47.87807645567277,C,E,58.00816560757674,-4.85025234319737,7.830243353817738,D,B,-118.68625499757017,-356.4789273373235,B,E,E,39.09248847271337,D,2.239661657119467,0
M,Widowed,None,D,-47.27929403280458,E,C,-76.65001098261503,199.13698607625778,35.415458994376664,C,A,99.5523269778119,41.832707120258995,A,B,A,-34.500048778959716,A,-72.88634923205537,1
F,Single,Physical,E,57.668138374817445,C,B,51.44579909360317,-109.03653583760185,42.293516761405805,E,E,50.53719488463146,55.66468085525204,C,E,B,58.86313062099822,B,128.651556844392,1
Female,Divorced,Both,B,88.81265962192423,A,E,-135.24024260946038,55.155428744421044,120.49327188351013,D,C,-67.55599113099233,-112.83174697382682,C,A,C,157.99185748463083,D,-90.23070194363186,0
Male,Widowed,No,B,25.65750751770815,A,C,-6.421097382889153,44.70710142549851,24.760760332443716,C,D,62.554239759130525,-43.58711665499283,C,B,D,-209.90140390543476,D,67.03520881450704,0
Male,Widowed,No,B,-2.3739918421606347,C,B,75.10129475530707,-62.88904225027857,163.1276264798637,A,C,-30.66623676119932,117.47019221296394,A,E,D,258.7383461294694,B,92.44304574604499,0
F,Divorced,Both,C,52.80954079719308,B,C,-136.00992306933458,75.30978132814442,-118.31462887617583,B,B,85.02734080044218,-68.5235402535757,A,B,C,-116.79692089390113,A,72.87297129981378,1
Male,Divorced,Yes,B,-81.16965352824496,C,A,97.27591801076947,163.91433604074027,118.21525325960631,B,D,81.31511822018945,49.45609150563135,B,D,C,-14.33043709735725,B,-148.49759354736452,1
Female,Single,None,B,41.97723655693237,A,D,99.40450076095037,-109.51783283720677,-128.15635764580955,C,C,-115.24788945082032,22.36425217774645,D,A,A,32.36863298896433,A,113.76861305679033,0
Female,Single,Mental,E,-18.40991560495258,B,E,21.411626136168586,-27.895668152444376,-23.56015762437448,B,D,118.79829604581722,8.771697553403019,E,C,B,166.88292990394504,C,15.082517670171866,0
F,Single,Mental,C,180.6441970118197,A,D,121.04062734756485,109.81327363678818,-86.4811181139928,C,B,160.47699862362848,69.64136143247514,E,C,B,-2.235167971069247,A,-149.11123988900815,0
Non-binary,Widowed,No,E,99.17044134468796,C,D,141.6203333057634,51.23769656726087,-15.704556833033154,E,E,98.76019309502088,-59.13948274490291,C,E,D,48.063679215788746,D,-76.71637956218851,1
Female,Married,Mental,C,163.55047273770543,B,E,-61.05595676584238,-27.589979813984005,102.53903530996074,A,B,-59.118012452414746,-20.386678829352956,A,C,A,33.70452928257774,C,-63.411775586352604,0
F,Widowed,Mental,D,-46.45844797896589,A,A,-139.33064598878724,146.71355058543529,-75.93494628368373,A,E,44.08213695459501,27.354824133556775,E,E,E,30.102324925790303,A,89.51561888872193,1
M,Single,Both,B,136.45891432564477,A,E,5.904946042537823,62.70363326696548,-8.301700221625666,A,D,-34.73904801262879,-91.41135875168693,D,C,E,52.39315861517703,C,83.0417231932148,1
Other,Married,Mental,D,-134.44159592966,C,B,79.43308599503946,-51.61241150239234,-105.55047137654718,D,C,-67.41020826769319,39.076451791270294,B,C,C,103.82930501629045,D,27.62701022092408,0
M,Married,None,D,-19.858640694106768,E,E,14.698012307183909,177.98864131519952,-1.8477366856709347,B,E,-213.2723273012557,-25.158470238156976,B,D,D,-63.27982490242143,E,60.14679700180858,0
Male,Single,Yes,C,-39.16338314082872,E,B,-35.09861000064712,-33.99657416380248,-29.72835347825474,A,A,-26.127944513171514,-41.58448952551714,D,D,E,-17.56644589647945,C,20.937863151989184,1
Other,Married,None,A,-51.70032925490009,B,E,-7.953274690233439,42.62718329960391,74.25729682055129,C,E,-130.62171350012312,167.9075263566325,B,A,A,114.64895623582873,B,27.351414398372487,1
Non-binary,Widowed,Mental,E,-62.82328478366057,E,B,3.345398491794339,-40.533940559604595,-186.2689566628965,D,A,-191.8911190242424,7.37300800891199,C,C,B,199.86284660414972,A,44.411174734838795,1
Non-binary,Widowed,Yes,D,53.18418227176288,C,B,54.050948480413695,-117.81052821590659,147.47653063370788,B,D,-14.120375671221035,29.540266206067322,A,C,E,-18.65532654739019,B,72.90840824179567,1
Male,Married,None,E,-106.01628913446524,E,A,-94.0697817424654,25.773657001624382,-93.92904367910269,B,E,91.40428777204741,140.6793256850147,D,D,A,-5.080356054226341,D,40.427871706891544,0
M,Divorced,Physical,D,25.86100794575318,D,A,-98.47521241824504,156.80329523170516,-19.00227051460349,A,A,-62.58656049426663,-5.031223652259575,B,D,A,36.31578757903874,D,-146.5520501702225,1
F,Married,Mental,B,-57.11071674197712,D,B,-22.25694857679145,117.01215305916348,-75.57939982639853,B,D,62.572453565158234,-62.929100788314976,A,B,A,26.815051442774323,C,216.59248089901268,0
M,Single,Mental,A,-120.81217916369265,C,A,-134.4807837533839,-20.22320313170485,-61.79917072304272,E,A,81.53288419480724,139.75453063258703,D,E,A,-98.47443601696394,D,38.039607749531704,0
Non-binary,Married,Physical,C,21.216158945865136,B,D,233.6061032201235,136.8625906746565,-50.61246990960071,D,B,-104.52188532288112,51.56100855150464,A,C,B,41.85610253915123,D,165.40868847410985,0
M,Divorced,Physical,E,-84.42857949619939,E,B,-26.734864966656584,-109.52779832587028,66.95679376971391,A,B,75.3835876331926,61.84415595957435,E,C,C,50.215729792632345,A,134.88938025778234,1
Female,Divorced,Yes,A,53.77181458468655,E,B,-159.83493688026005,124.51126700975921,40.554217055392414,E,C,14.171753634806509,-168.90216467859048,A,B,E,5.411094624529764,E,7.988704264241811,1
Female,Single,No,E,-83.27868926442112,B,D,-150.34733384764198,12.371778083981209,3.7361827675077794,C,D,-179.5252327201243,9.797844660576683,E,D,E,130.24872136664382,A,78.72259955638484,0
M,Divorced,None,B,82.87494241630982,A,C,227.5164617153425,-33.32995090464762,47.94195414758143,D,B,32.53518721811818,30.396204947254528,D,D,D,187.10037437771882,C,71.32532795684429,1
Female,Single,Physical,A,-155.99863160691285,C,C,-7.886687582197381,-4.519990714280271,56.71824324750556,E,E,197.57971843805768,114.86712731718995,A,E,E,116.83537831969615,B,126.20781501680449,1
F,Single,Physical,E,24.680353839883033,C,D,183.90209122810975,-115.45482917664434,-161.98471477022343,D,D,30.65672903125979,-28.712510619441982,E,E,A,-231.62356794295164,C,48.61365578727545,1
M,Single,None,B,310.24063477974136,C,C,-7.359989632901945,87.59656705908341,56.612028662432756,E,C,6.61559401897762,-111.88436181314887,C,E,C,2.0067293576310723,A,125.10484210820681,0
Male,Single,No,A,-163.19168537661892,D,A,-24.23158713766552,-86.30045856721311,19.860027564061983,A,A,12.569337123361182,-38.68561369343319,D,C,E,32.8985949863709,C,154.73242024240216,0
Non-binary,Single,Physical,B,-228.2067800153273,C,B,87.9223774433897,108.91256121759892,-75.40187300933638,C,D,68.25413643310577,5.103131240625371,C,C,A,-103.8452728207244,C,-44.840570239778415,1
M,Married,Physical,B,-5.569380665459099,E,D,112.58297439983964,74.25242856648973,137.01762559277358,D,B,53.65974177906041,-139.48559811770488,B,D,B,154.51544952073078,B,-130.41386182328984,0
Female,Single,No,A,-22.81125994338624,C,D,4.261603222310177,-39.37104760252459,-35.415760204372404,B,D,-10.405546406060719,-75.97032361288008,D,E,B,85.89782435247447,A,36.02239850993869,1
F,Widowed,Mental,E,23.00935669955817,D,D,9.23432263801115,-95.31464505103273,-32.12700573116697,B,D,3.7157648802341416,-129.3779270169831,C,C,A,-106.28967136294978,A,-57.64350085397195,0
F,Married,Physical,E,-180.5584441630987,D,C,-92.65636102580972,-7.773392252593305,30.79612893996524,E,C,62.318067086379955,-21.564773425964308,E,B,B,115.08614921893619,E,-21.67178505493475,0
Non-binary,Widowed,No,B,-145.1933886602786,B,A,48.82098026239401,-151.7887219713782,-120.01627685239751,D,E,136.6780961257059,115.78593203449871,E,B,E,52.50115193618768,B,-132.5285335157893,0
F,Widowed,Both,B,-22.17659179366137,C,D,83.76652748882603,-163.34317745025834,120.45909856242483,C,D,47.28267551921889,45.56022519175539,D,E,B,-178.6279695926845,D,-78.63343811453599,1
Female,Widowed,Both,A,77.99384595556556,A,A,168.37847693195675,207.48284423266315,197.40114683416658,A,B,-14.71111630983308,133.274739045678,A,D,B,-116.9615460094541,A,-85.46834726992937,1
F,Widowed,Both,E,-43.93434169675486,A,B,-70.57610256412923,-58.12051499714844,56.96613299363214,B,D,-47.66427052066513,11.329714093362512,E,C,E,152.2242291851536,C,-29.437694776158008,1
F,Single,Yes,A,-68.47347152932784,B,C,174.1614266283756,-33.76046471929086,38.50116021345642,B,D,51.07961691671458,-70.22772940961896,B,E,B,56.373267437003506,A,57.070810232126014,0
F,Single,Yes,A,-73.65121955514964,C,E,139.82231068069697,47.7725712468411,161.98875600914093,C,C,-14.629072818393174,158.73941627338033,C,A,C,82.18001169700587,B,-29.617698556309758,1
Non-binary,Single,No,B,76.84067260603828,D,B,-85.06967507914925,5.927297828531189,-21.137055466276575,B,A,-99.26611495134435,-95.08132167870907,C,A,E,-118.13083485252452,D,35.9885943017751,1
Non-binary,Married,Mental,E,-145.30477596864398,A,D,149.552056977869,-112.92980546917777,-63.430622626755216,C,C,22.251798032450218,-98.259008282367,C,A,E,38.98039928244732,E,247.2993670991542,0
F,Divorced,Yes,A,-178.92878037877432,D,B,-122.5949781720892,68.13495723635889,109.16528541244443,B,D,-114.76494451472985,114.11476624060595,E,A,E,109.81175528638644,D,34.479862936961794,0
F,Divorced,Mental,C,-101.45859043921317,B,C,113.56234544115944,85.44662648191871,-157.15915456820534,B,E,-24.930007064558453,-142.83080341566816,E,E,B,148.93036728836452,B,118.00017051102157,1
M,Widowed,Mental,C,-4.893340262772199,C,D,-70.18404785029001,-62.027585897576465,16.80604834525467,E,D,-30.256619251734374,-13.476930885300915,A,B,D,17.83224012690412,B,-230.18843711536095,1
Other,Widowed,Mental,E,6.966800869463685,B,A,51.39198110980566,155.210981393471,143.81503211433588,C,D,-157.3304029838709,42.91181926640812,E,B,D,-38.092539830428684,E,-28.324447258283126,0
Male,Married,No,A,-89.82500910123319,D,B,12.363466100879657,26.239439417311306,-26.32250720637351,A,B,-32.35523762517112,16.4392951990144,C,C,D,-4.359355885265462,C,64.65813651193962,0
M,Single,Yes,C,4.602022118973015,A,A,-80.59475896611265,56.06116374953592,-23.00606354224063,A,B,7.938035099689805,56.35450384609734,B,A,E,-121.01689853769506,C,-168.18543050033338,0
F,Single,Both,D,191.1718230807368,B,C,-141.64269069770677,-16.10299584271417,99.33932549378149,A,C,-28.625237109258663,-130.97466525455073,A,E,A,-98.84155522464239,D,49.48253186638422,0
M,Widowed,Both,E,106.86521279324235,D,A,-15.742746159633159,130.46640900615063,-101.94015460931031,C,B,16.47257794776218,89.36587799815919,A,B,D,296.8744340080961,C,58.61321935562053,0
M,Married,Mental,C,5.864622120214204,A,A,185.01130799495044,-88.82994845138415,-147.09136099579118,A,E,-164.4384485435689,3.815240581593634,A,E,B,-0.15243573694831344,A,-11.047205049086736,1
Non-binary,Divorced,None,C,301.0411259006596,A,B,-110.6357130992102,-9.078695128084936,78.2672042831006,A,D,-197.39703828617857,-83.50746011990016,E,A,A,-211.5157050398539,E,-3.8839098730711252,0
Female,Single,No,C,76.8325497383906,A,A,-156.2707868050749,17.21841528282858,46.52072765778336,A,D,-192.0628919606059,9.56114149762708,C,E,E,110.5386285450513,A,-101.19576476721015,1
Other,Widowed,No,A,-87.18856776559447,A,D,78.43802061133081,189.98935959843806,-163.27063937313758,D,E,29.42518108091501,-71.88630729391438,C,E,D,-33.61370394077072,E,69.66888858909364,1
M,Single,Mental,B,-273.21345646106084,D,A,-46.160942730651946,-13.479797233996738,69.4916980997042,D,E,-50.54155945149543,51.132045624755015,C,C,A,-152.4102548250433,C,-33.84855162426344,1
M,Married,Mental,C,-38.05754960903522,D,D,65.50723796655562,91.0999792039638,75.86424649082888,D,D,40.49904407522508,91.41768910983676,E,C,A,42.71917077056796,A,112.74706335359892,1
Male,Divorced,Mental,A,132.26608559897494,D,C,166.20165452880286,-49.62595079187343,21.376640258624604,A,C,6.05823380139868,4.328386955340873,B,A,C,-146.36985378801066,A,121.93890446227118,1
Non-binary,Divorced,No,E,-86.68110364533673,E,D,5.005833752786388,-273.97974369789824,-41.066675262441585,B,C,-204.2239092371616,117.09340161143808,C,B,C,-247.4721938119534,E,-101.30369833816597,1
Other,Single,Yes,B,4.324043062257107,A,E,-86.03106591249417,103.54910678089064,-58.89966779438457,E,D,156.0461397670221,155.52851414205176,C,B,A,163.84495992266903,A,74.95463324782226,0
Male,Married,Physical,E,-96.78947524107795,C,C,173.90405757262226,153.4951195831014,9.68702174994393,A,D,155.5247348011062,83.6113732250297,B,E,A,-158.66320034069238,E,-136.50160314234063,1
F,Single,Yes,A,109.40711930598661,C,A,82.15302440634004,-24.385495321167028,-146.46933630976912,D,C,127.71568160865363,-25.102855983728162,D,A,B,-33.90621896741315,E,77.09296264766628,0
M,Single,No,D,-128.89885543410244,E,C,-43.86566831017078,-78.1878842439471,-56.92001862712232,E,C,0.5197422542380482,53.25014839575931,D,E,B,-63.61163134133552,A,103.82741618234999,0
M,Single,No,A,-7.703641352210745,B,A,38.27380297626098,-51.11064317313168,-40.16126368744399,E,D,147.80377948374428,20.92654333081118,C,A,D,2.9249504535362485,D,13.222585879511586,1
F,Single,None,E,-72.0632996724562,C,E,-63.843608940869025,39.47635251955373,133.00684565976374,B,E,-43.16113530496744,-50.13891970638888,A,C,A,-18.602396681450802,C,34.298787421221284,0
F,Married,Physical,C,136.41583617704302,D,E,158.94393028456727,-81.06481585765287,64.37693546114109,E,A,-68.68300648016793,153.78419786763578,C,C,E,232.28900303875682,E,174.33830533544128,0
F,Widowed,No,D,-218.33223456458018,C,D,69.9419325026984,-68.0155245217389,49.041278052592254,A,D,-241.24696501558535,-85.67794624343446,A,C,A,-124.26996782160754,B,87.11592377697364,1
Male,Married,Yes,A,7.948235184887964,A,E,56.94009264817521,-62.79515055514302,-29.24666099473308,D,E,93.57734847491453,41.37219946868487,B,A,A,4.345863063256377,E,25.626299436386518,0
Other,Single,Mental,C,35.743237761756475,A,E,-26.283898660407058,-55.4543303963573,208.84196865828892,E,C,23.44298396156674,80.9132642316091,A,D,E,-57.22485479649351,E,226.07074132466343,1
Other,Widowed,Physical,B,43.41283131733953,B,C,55.33073810986554,96.16564990922392,-102.98679619367064,C,E,12.832609416948282,93.90647331179137,B,E,D,8.360793636544113,E,42.1509166029793,1
Male,Widowed,Mental,E,-108.52559614280108,C,D,39.305930809002234,166.90712827994366,-228.7896689870936,E,E,60.94610593490148,-34.798211483667465,D,A,C,74.94876171465472,C,104.9695350384224,1
Non-binary,Widowed,No,A,-83.42024472719716,D,D,12.307629087812703,45.8221957022042,91.89345574648212,E,D,-15.361055327295153,-141.61436997750613,C,C,B,47.51337594004934,A,-138.13144933493297,1
F,Widowed,Mental,D,-19.899644261424534,E,C,-28.8998887850123,101.9567608442259,-134.0212442424213,E,D,-150.9035506787328,242.60979394414903,D,E,B,20.14676379512767,A,163.97898887026275,1
Non-binary,Single,None,A,47.80297988455599,E,B,14.629764319691501,-63.84321698145181,-86.312954922218,E,D,99.70622964439593,-195.10867446427062,B,B,D,-110.94499765197239,C,-19.36331704989909,1
Non-binary,Widowed,Physical,D,-76.64746869608989,B,E,-57.67450210548057,151.81250613056073,-85.22104445155455,D,C,136.59688125059841,-83.06644899178937,C,C,C,68.94132646571974,C,-76.95373772536158,1
Other,Widowed,No,E,-191.42317767780654,B,E,-91.90067622593963,117.28738395116578,106.66143049101358,C,A,-14.630804735461348,36.46869367784788,D,D,A,15.894679499405987,C,-168.97863308152085,0
Female,Divorced,No,D,1.5785506019628464,D,A,-96.98847613353053,44.19533680087551,9.082734280839281,A,C,117.1881502740539,56.74631791651744,A,C,C,34.59620236070614,B,49.834033278903135,0
Male,Single,Physical,A,-194.0006245333188,A,E,-123.87212352572996,90.16321785428435,99.1033200041151,C,A,-207.313672269308,57.38771224751197,C,C,B,57.93568428164563,D,39.6774277263084,0
F,Divorced,No,E,213.83959340305267,B,C,-67.89193131480953,-12.160385128108956,-27.27248938373347,D,A,95.38037957937682,-16.337301265898795,B,E,C,-244.1007612727853,A,97.9576782528994,1
Male,Widowed,No,D,122.90165060297859,B,D,-69.71791821279965,-24.055808952311818,-23.206299597101847,C,C,-63.75382636666648,116.43421418842085,D,B,B,38.60247260754376,A,42.224972147326525,1
Non-binary,Widowed,Physical,C,-16.099473651921837,A,B,147.21260523058172,-8.98165247370947,-89.47201112940604,A,A,155.53680045158788,58.782377903256574,A,B,D,32.38567944066715,C,-110.22135226174643,1
Male,Married,Mental,B,52.68635422705881,E,A,-88.33655630289253,-54.425457197508166,312.1685987846886,A,B,202.48270972806245,91.66534570441591,B,E,E,21.37092750133155,B,3.4920693918462717,1
Non-binary,Widowed,None,E,-35.27871116974102,D,E,-25.80866389051088,-106.89087889575919,73.45409693948646,B,B,-92.65517529609136,32.07821921312794,E,D,E,-11.747829499646025,E,9.933981826424228,0
Other,Widowed,Mental,B,74.33981851104944,C,E,92.82502467234832,74.24480749411852,-166.0326894923204,B,D,-118.21141649575115,-28.34500993843806,D,B,B,-76.55303349325447,C,16.85135801707909,1
F,Single,Yes,C,42.03991875898794,C,D,-168.73903762672333,-159.2116128360635,75.6062251653192,C,D,157.23589659686596,41.574710544223606,B,C,D,156.17804155691593,C,115.1047786724476,0
