age,nationality,sexuality,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,target
63,China,Heterosexual,74.10747118312624,C,D,B,C,A,C,A,-150.61703756792244,0
61,US,Homosexual,-100.62190381670813,A,A,A,D,C,E,B,-65.25651324164002,0
36,Brazil,Homosexual,-64.88676156069215,D,B,D,D,E,C,D,-178.330222048104,1
51,Germany,Bisexual,-3.712495127223092,C,E,A,E,C,D,C,-83.61076112711797,0
53,China,Heterosexual,17.150037643345513,A,A,D,A,C,C,A,17.480502873606355,0
55,China,Other,-84.87741916046815,A,C,A,A,E,E,C,55.47745035953739,1
39,India,Heterosexual,-57.65390493160284,D,E,A,D,A,E,E,12.303088264862549,0
75,Mexico,Homosexual,105.85183957126117,E,A,E,E,A,B,B,73.74890204748293,0
31,India,Homosexual,-14.485620743532609,A,B,E,C,A,B,D,17.837792390958537,1
68,Germany,Homosexual,64.09779952914009,A,C,B,B,D,C,E,-80.77340283106255,0
66,Mexico,Other,-57.54760847958216,E,D,C,A,C,A,D,-47.00200052823351,0
67,India,Heterosexual,-160.2385941868066,C,A,E,D,A,B,A,78.56219244187767,1
21,Other,Homosexual,76.58961004675828,D,C,C,B,B,E,D,39.11667139271422,1
27,Other,Other,-180.69752482814445,D,C,B,B,A,D,E,-20.84392741533721,0
38,Mexico,Homosexual,177.90892214520068,D,B,A,B,B,E,E,79.93750187926828,0
78,India,Homosexual,81.78196581179532,A,E,C,B,B,C,E,-123.12495117394239,0
41,Other,Homosexual,3.9709067581168553,C,D,D,C,C,A,E,-83.385974429289,1
26,Brazil,Heterosexual,2.262503248223918,D,B,D,B,C,B,B,-193.31889614452643,0
76,Germany,Heterosexual,53.60907957689225,C,E,A,B,A,A,E,-54.60140270725019,0
26,Germany,Bisexual,-146.834945601017,D,B,D,C,B,E,B,-176.61094565516655,0
33,Other,Bisexual,-51.16916038972684,B,D,C,B,C,D,C,57.504596955033605,0
70,India,Bisexual,168.9413048407749,E,B,A,A,E,C,C,-25.357240331580723,0
49,India,Other,2.1896324347445013,C,B,D,B,A,B,E,115.91399795383377,0
37,UK,Heterosexual,-69.3408889391503,D,B,E,E,E,C,A,-139.0438222263781,0
72,UK,Homosexual,76.66559566840509,E,A,B,E,C,A,B,-56.012067883489316,1
59,Brazil,Other,-39.35386689212473,D,B,B,B,B,E,B,79.80689755346329,1
59,Other,Other,90.51313585033995,D,D,B,C,D,C,B,-32.49148918297813,1
21,India,Other,19.563251951908928,B,C,A,C,A,A,D,-28.774697134230216,1
71,UK,Homosexual,129.11490567528324,A,B,D,A,B,D,C,116.73936979055843,1
18,India,Heterosexual,-369.24473865888393,C,B,B,C,B,D,D,8.972837273926752,0
74,US,Homosexual,8.847058267799733,D,A,A,C,D,E,D,195.34724743175428,0
38,US,Other,-11.0760525939108,D,A,C,D,A,D,D,130.30495267479722,1
36,Mexico,Other,8.25424936536256,E,E,A,A,B,B,B,17.945483433139188,1
57,Germany,Homosexual,-29.645107070744352,A,D,B,A,D,C,A,-30.00960632903099,1
54,Mexico,Homosexual,5.005476346715236,A,E,A,D,A,C,A,108.49014198708124,0
26,Brazil,Bisexual,89.58849587662098,C,B,C,E,E,B,A,-115.33772373241852,1
74,Germany,Other,-68.27913033639274,E,E,C,E,E,D,A,-113.91700343222337,0
32,India,Bisexual,-89.47125624171949,C,B,C,B,D,B,D,-16.70338831987948,1
44,Brazil,Heterosexual,18.661194922422943,B,D,B,A,C,E,E,-2.8887784828659915,0
39,Germany,Other,-181.2546026028362,B,B,D,E,A,D,D,-49.398879149869984,1
45,US,Homosexual,42.672661018468304,E,D,A,C,B,D,C,-95.71545254472277,0
25,India,Bisexual,180.3886405644554,B,E,A,A,E,C,C,82.6024313366594,1
67,China,Bisexual,-158.0878251466554,E,E,C,C,A,D,B,-25.553148640583657,0
50,Mexico,Heterosexual,-40.162222289231416,C,D,E,D,C,A,B,-37.27144890363265,0
46,US,Bisexual,130.24298979883463,B,A,A,A,A,A,D,57.0558522589383,1
27,Mexico,Homosexual,63.33323353146082,B,A,D,C,A,E,E,-179.71206978906707,1
21,UK,Other,-35.722794956469286,A,E,E,B,D,D,C,87.73553347360917,0
62,Germany,Homosexual,-62.54987972532473,C,D,C,D,D,B,D,-67.4650388307893,1
66,Mexico,Homosexual,-35.32631342514813,D,D,E,C,D,D,A,-107.24408818392787,0
71,Brazil,Other,-88.46382674231577,A,A,E,D,C,B,D,57.96018406953265,0
74,Brazil,Bisexual,28.510369063488188,A,B,C,E,D,E,E,-15.859359466498566,0
37,Other,Other,-21.481104829139795,D,E,C,A,B,B,C,-78.31931654264979,0
27,UK,Homosexual,-35.65094939823303,E,A,D,E,B,C,A,-151.05748933085857,1
45,US,Other,-43.607546425896345,B,A,B,B,B,A,A,35.17226075515858,1
47,Other,Heterosexual,115.53402846265486,A,B,E,A,C,E,B,-87.64284116274068,0
63,Brazil,Heterosexual,96.93114395087885,E,E,B,D,E,A,D,-50.582930116579305,0
53,UK,Homosexual,-80.9169627887958,D,D,A,C,A,C,D,-81.22921458754531,1
39,UK,Heterosexual,-90.14847720922018,B,A,E,D,E,C,B,98.55701156226854,0
49,China,Bisexual,26.165965787335484,E,B,E,E,D,B,A,-66.24932695637935,0
65,UK,Heterosexual,186.62335496019983,D,B,B,E,A,D,E,19.320239852668923,1
30,US,Homosexual,-119.31884081988495,D,C,E,C,B,B,D,-42.272501607742,0
45,Germany,Other,109.11668439261226,A,A,C,D,D,E,D,-172.76111262176485,0
60,UK,Heterosexual,-49.887728255072616,B,C,A,B,D,B,B,-171.5213715250671,0
39,US,Other,55.68748654227543,E,C,D,B,C,D,E,61.753800888193545,0
75,UK,Homosexual,-84.48824715293756,B,A,B,E,C,C,B,36.80717876044245,1
79,UK,Homosexual,-72.4124766500311,D,D,C,C,E,A,D,-179.5574267772491,0
26,China,Homosexual,141.4987929750541,C,A,B,E,E,C,E,105.05366224422083,0
31,Germany,Homosexual,-95.85372068880602,E,B,B,C,A,E,A,-137.56286027087313,0
52,Germany,Homosexual,93.4277977269423,D,C,B,A,E,A,C,-51.49404982830487,0
26,Germany,Homosexual,79.52218233442856,B,A,B,E,C,E,C,5.8941349936334015,1
78,India,Other,-11.964607597457883,A,D,E,C,C,E,A,-76.4994938121419,0
60,Mexico,Other,-113.28387540806189,D,C,A,D,B,B,E,46.67510855887589,1
38,Mexico,Heterosexual,-17.62376130085181,A,C,E,E,E,C,E,41.73132701605745,0
48,US,Heterosexual,41.21514335047638,E,D,E,A,B,C,A,51.573661297458905,1
53,Other,Heterosexual,62.74109367430319,B,D,E,B,D,B,C,60.71803016823013,1
68,India,Bisexual,-118.81597387664446,B,A,B,B,A,D,C,-7.836376204850957,0
19,Mexico,Heterosexual,-100.0513715349112,C,C,A,A,C,E,D,49.01245549060871,1
52,US,Bisexual,-3.9859517517710192,D,D,D,D,E,B,E,-103.29492584013676,1
75,Brazil,Other,176.55609153684438,D,B,E,C,C,E,D,-100.91069762562974,0
25,Mexico,Heterosexual,182.49596547584406,D,D,A,E,C,D,A,217.25394905240387,1
33,Other,Heterosexual,4.183007327630874,E,E,C,B,A,E,D,-55.23291706071474,1
36,China,Heterosexual,-96.16647048604814,B,B,B,A,E,C,E,-190.30614007221806,1
65,China,Other,127.50479913144117,C,C,D,B,A,E,D,4.328220460109544,0
28,Mexico,Homosexual,-76.9790523992929,E,A,B,D,A,A,E,54.58030659297209,1
29,India,Bisexual,-15.47216351700753,D,B,C,A,E,C,C,124.28771090432689,1
27,UK,Homosexual,-38.928713946649616,B,C,E,A,E,D,D,-26.84143138355059,1
73,China,Heterosexual,7.954537705950207,E,D,E,C,E,B,C,-61.07398340954552,0
51,UK,Other,147.61697657411182,D,C,E,E,E,E,D,-93.88368578170947,0
19,China,Homosexual,-149.647781538645,A,C,E,E,D,B,A,29.230611877733104,0
75,India,Other,102.97907885928004,B,B,E,B,B,B,B,75.58789898987037,0
40,UK,Heterosexual,145.3086835350343,E,B,D,D,D,D,E,14.801430594069831,1
43,China,Other,-7.0869457722320925,A,E,D,A,D,E,C,-56.955832455167446,0
42,UK,Heterosexual,-48.02009703694905,E,C,D,B,A,A,C,38.485676747038674,1
55,India,Other,-5.619988735485645,B,C,B,A,C,B,A,34.107855224849885,1
78,China,Bisexual,84.19291779743935,C,D,E,D,E,A,D,-74.36658649866999,0
46,Mexico,Other,-27.38821110973168,D,A,E,A,A,D,E,29.03524401544624,0
49,Germany,Homosexual,72.19496009892697,E,B,B,D,E,A,B,95.66218227705525,0
50,US,Other,-34.23248899997369,D,C,D,E,C,C,E,54.15478400966064,0
33,Mexico,Homosexual,42.31491441431636,D,B,D,D,D,D,B,-20.48963531430881,1
78,UK,Bisexual,-57.58321251208318,E,D,B,B,C,A,A,-37.35443784906318,0
22,Brazil,Homosexual,-67.4475708193531,D,B,C,A,E,D,D,-75.7311320722042,1
42,India,Homosexual,171.37280959386678,A,D,C,B,D,D,D,1.9402817523750233,1
20,Mexico,Bisexual,63.02985456367088,E,A,C,A,D,B,B,199.0262326517684,1
55,UK,Other,189.63057543057317,C,A,D,D,C,C,E,32.1041597664702,1
45,Mexico,Homosexual,-65.3596642470871,D,D,A,B,E,C,A,-46.232435992194574,0
63,Brazil,Bisexual,10.286077597956812,D,D,C,E,E,C,E,-248.99226990634497,1
55,UK,Bisexual,-17.778956520568055,C,E,B,D,A,A,B,-83.16251879842423,1
63,Mexico,Heterosexual,72.5364089744917,B,B,E,A,E,A,C,-237.99387573202318,0
42,China,Homosexual,-31.01747384672413,A,C,D,E,E,B,C,126.73233765630157,0
23,UK,Bisexual,-71.42014600468983,B,A,C,A,B,A,A,58.470364118724596,0
41,Brazil,Heterosexual,155.13259931993554,A,B,E,B,C,D,E,25.880680531710865,1
48,Mexico,Other,-6.289008896659327,B,A,A,C,E,A,E,-37.810073483542475,1
39,China,Homosexual,-36.65178714252203,C,B,E,B,D,B,E,7.118098437854177,0
42,UK,Homosexual,79.64754108064757,D,E,A,D,C,E,C,-27.596570613660504,1
71,China,Other,13.60171972266232,C,B,E,B,C,E,D,-85.97803160002067,0
65,Brazil,Homosexual,209.1926605000405,E,E,C,C,A,A,B,80.37167983989437,0
44,US,Heterosexual,-7.204354419176467,E,A,E,B,E,A,C,-2.4261853794704207,0
72,Mexico,Other,-22.60018163438972,C,A,A,B,A,A,C,45.32239103376266,0
22,China,Homosexual,120.05023876643115,A,D,D,E,B,A,D,10.626435713434363,0
61,US,Homosexual,-9.080349384628656,D,A,D,C,B,C,C,-16.879979341525946,0
70,Other,Heterosexual,-75.30886231505879,A,D,E,A,C,C,D,-75.60735346931304,1
37,India,Other,-43.037179356247826,A,A,E,C,D,B,E,67.04264209407474,0
37,China,Homosexual,-131.12815503688864,E,B,B,A,C,B,A,73.25255385967503,1
65,US,Heterosexual,7.404825870593991,D,D,D,D,C,B,D,50.96757306835524,1
25,US,Other,-139.78647392773604,D,A,A,A,D,C,E,146.00469744007287,0
41,Germany,Homosexual,-314.66205724054294,E,C,D,E,D,D,D,61.88815233051928,1
62,Other,Homosexual,-13.224610162315372,C,A,D,E,A,D,D,-109.24599299353666,1
38,China,Heterosexual,5.746938439395448,A,C,E,A,D,E,C,68.4522124206695,1
41,Other,Heterosexual,-6.361370930400969,D,D,A,A,E,D,D,-37.26761246338472,0
46,Brazil,Homosexual,104.02162260129305,E,B,D,B,A,C,E,121.88192348151136,1
28,US,Heterosexual,28.200961234598985,C,A,B,A,D,C,B,95.50817784701692,1
61,India,Other,-20.619789993909407,A,A,A,C,E,C,E,59.565739988538425,0
75,Germany,Other,46.0842642910227,A,B,A,B,C,D,E,79.751134913527,0
38,Brazil,Homosexual,-27.00201822222304,D,D,A,E,E,A,E,-100.31851987233765,1
29,US,Heterosexual,57.830449105671136,D,A,A,A,E,C,E,-40.52569994719574,0
37,US,Heterosexual,19.38414166247268,B,C,A,B,B,B,C,-7.040672849987237,1
78,US,Bisexual,-166.50263447342965,A,E,C,C,C,D,A,122.95250296724905,0
42,India,Heterosexual,-193.56979971508514,A,E,C,A,A,E,B,105.48337577044396,0
19,UK,Bisexual,-40.33069986354708,A,E,E,A,A,C,E,96.07533751397187,1
35,UK,Heterosexual,242.13115434985326,A,A,D,D,B,B,A,-64.51112305693513,1
45,Other,Heterosexual,-17.453696621859805,D,A,A,E,B,D,A,11.321091386593011,0
65,UK,Other,17.834159326827965,D,D,E,A,D,A,D,-27.199511316210987,1
24,Other,Heterosexual,6.378128470458471,D,C,C,A,E,B,E,10.381576712603211,1
53,Brazil,Homosexual,-147.94394793111428,B,A,B,D,C,E,B,21.882225222002333,0
41,India,Bisexual,-84.81828304797747,C,A,D,A,B,C,D,-237.0291135950598,1
73,UK,Homosexual,-55.0322570642059,B,A,C,C,C,C,D,146.58154868412507,1
46,Other,Bisexual,31.084949456746884,D,B,C,B,A,C,C,92.12587121152451,1
43,India,Other,-173.8872252016401,A,A,E,C,B,C,A,-150.68624038387955,0
74,US,Bisexual,32.73273884061651,A,A,E,E,B,E,C,81.11327183772346,1
79,China,Other,-85.82226891560381,B,C,B,D,C,A,D,-54.60328114435984,0
24,Mexico,Other,69.75480149579218,E,E,B,B,D,A,A,141.76184677233147,1
66,Other,Bisexual,-16.7285978860198,A,D,B,C,D,B,E,-18.734469279214345,0
33,Brazil,Heterosexual,177.78078314558815,C,D,C,E,A,E,A,78.9028959095009,1
74,UK,Homosexual,-27.76159132313405,E,E,D,C,B,C,D,83.74833112910817,0
36,US,Heterosexual,-77.35189967004183,A,D,D,D,A,D,A,-121.02070497479203,0
55,Germany,Other,-95.8692682766892,E,D,B,A,A,B,A,-85.421185738497,0
43,Germany,Bisexual,-58.387611374523615,C,E,D,E,B,D,E,-5.7608875321341495,0
73,US,Other,39.4487912920683,E,E,A,A,D,C,E,-44.64482643136887,1
74,Mexico,Bisexual,122.20440289901828,B,D,E,D,D,B,D,10.117680893166995,0
43,UK,Bisexual,-162.30448033859847,C,A,A,D,C,D,E,226.00531811287183,0
54,India,Homosexual,-172.40251142193387,E,C,A,D,D,E,E,-61.83026428795492,1
34,UK,Other,104.84939943788127,A,D,C,E,B,E,C,-10.595704099969629,0
27,Germany,Homosexual,128.62787703849477,E,B,D,E,C,D,D,31.76306741723327,0
68,Brazil,Other,-39.67457510781781,E,B,E,C,E,E,A,158.68947990304488,0
60,China,Bisexual,82.57951310371632,C,D,E,E,D,A,A,16.96910673032965,0
78,India,Homosexual,-60.92815090636014,E,E,B,B,D,A,D,-108.12831382641679,1
67,Germany,Bisexual,69.01899322782194,B,E,B,A,E,C,B,231.90592181869465,0
48,Mexico,Other,76.21448353616145,B,A,C,B,B,E,C,101.80754889180321,1
75,Germany,Homosexual,-116.15255718231765,A,D,D,E,B,C,B,94.07261780164104,0
75,Germany,Homosexual,-4.367306779090157,C,D,E,B,A,B,A,77.8996346323447,1
34,Germany,Heterosexual,-91.79346529282284,C,D,C,B,B,A,A,7.916177986091236,1
60,Germany,Other,-36.66070167390868,B,C,C,E,E,C,D,56.592766047466746,1
34,Other,Homosexual,59.13712323587242,A,C,D,A,C,A,E,126.4972028450039,1
24,UK,Other,-17.025566954017002,D,A,E,A,D,B,B,175.07051656667375,1
73,China,Other,-69.92111573927751,A,C,C,E,A,C,B,-41.764155904727865,0
24,Germany,Other,89.47116658199663,A,D,A,B,C,A,D,47.16127384876783,1
42,Brazil,Bisexual,14.314879103561337,A,C,E,A,B,A,B,195.50888755042752,0
62,Brazil,Bisexual,62.5360910283647,D,E,E,B,D,B,A,-41.102600404762,1
65,UK,Heterosexual,26.568147512881325,D,E,A,E,D,C,A,-21.036594941546593,0
61,UK,Bisexual,2.75110223827379,A,E,D,C,A,D,A,-204.758225817717,1
69,Germany,Heterosexual,-155.32790749872797,E,D,E,C,B,A,C,24.622170650797162,0
62,India,Other,-88.69567634424328,B,D,A,D,B,A,D,30.68266215544499,0
35,US,Homosexual,-56.942923513640565,D,A,A,D,E,C,E,-51.269557610329166,0
48,UK,Bisexual,36.11990246031839,C,C,C,C,E,B,B,89.47029132779495,1
26,Brazil,Bisexual,-165.1687108858813,B,C,B,E,E,A,D,40.63285111833996,1
18,India,Other,-62.02462547297307,B,B,D,B,B,B,B,107.24171507105258,1
37,Germany,Heterosexual,0.013009692783092714,A,A,C,C,E,E,C,169.4944541458999,1
21,UK,Other,40.83307432192675,D,C,A,B,C,C,D,120.26416148150577,1
62,US,Homosexual,83.01517446582977,E,A,A,B,A,C,D,-34.39419519622078,1
43,China,Bisexual,-68.18870748313698,A,C,E,D,A,E,E,109.15477887250775,0
34,UK,Bisexual,-21.98470771739222,D,E,E,B,B,D,B,-58.52163477779045,1
30,India,Heterosexual,32.06747864134814,A,A,A,B,D,A,A,-195.2172926912789,0
74,Germany,Other,-75.94992523374934,C,A,C,C,C,C,B,-39.284835010551014,1
78,Germany,Homosexual,41.75122401844503,A,B,D,A,E,B,D,-34.40733124075799,0
24,Mexico,Other,33.849137149074714,E,A,C,E,D,D,A,-7.893046202839848,0
18,US,Other,24.174529923631948,E,E,B,E,E,E,B,-39.09761436957817,0
21,Mexico,Heterosexual,-58.04932502300906,A,C,A,D,D,D,D,36.20156158424564,0
73,Brazil,Homosexual,64.82443499190835,B,B,B,D,D,D,A,106.52844254303002,1
43,US,Homosexual,79.78374360820096,C,B,E,D,D,B,E,-35.85911291964919,0
69,Mexico,Bisexual,11.165393981634024,E,D,D,A,B,B,B,197.48685775665217,1
33,India,Bisexual,94.84066024331668,B,A,D,E,B,C,B,-3.7776093951969916,1
66,China,Heterosexual,67.67274341223785,A,D,E,B,C,B,A,-62.74887789255688,0
20,India,Other,-93.18807942425299,C,B,A,D,D,B,D,14.284756748221728,1
76,Brazil,Heterosexual,-235.91666046718876,D,C,B,D,B,B,E,-112.61387669777282,0
52,Mexico,Homosexual,-9.320284240634097,D,D,E,A,A,A,D,-5.677724502196459,0
53,Other,Homosexual,-49.45054523275207,C,A,B,A,C,E,B,39.960811889406116,0
21,China,Bisexual,-139.08795836325254,B,C,C,B,B,C,B,98.62136920124755,0
60,India,Bisexual,-4.50577284152501,B,D,E,B,C,E,C,-13.22929750464211,0
66,China,Heterosexual,-0.9269381981026152,A,E,C,B,A,A,C,133.5457754857216,1
23,Brazil,Bisexual,110.4122004136465,B,A,C,C,C,D,C,-50.72138518240536,0
76,US,Heterosexual,94.21267592052058,C,B,B,C,B,C,A,170.45536086236072,1
18,US,Bisexual,97.6775367970102,B,D,E,B,B,C,D,143.59109929719233,1
60,China,Heterosexual,-173.33683752448826,E,D,C,B,D,E,B,-161.86398651137938,0
74,UK,Other,57.400897988630575,B,D,B,D,C,C,D,9.977638004604882,1
70,Germany,Bisexual,-16.124221000677945,E,B,D,B,C,C,C,-164.49474102180912,0
38,Other,Heterosexual,55.66395813522278,D,D,C,E,D,D,D,75.40071251630813,1
63,India,Other,-113.49574882216879,C,A,B,B,D,B,C,152.8629098068656,0
31,China,Homosexual,28.92148405934481,D,E,E,C,C,D,C,-82.03297341072286,0
72,Germany,Other,-167.24589220912216,C,A,B,A,A,D,B,71.27662127163504,0
44,Brazil,Heterosexual,71.5654821824134,C,C,E,A,A,B,A,223.63683469312227,0
30,Other,Other,96.33584448225587,B,C,C,B,A,D,B,97.07797919141137,0
70,Germany,Heterosexual,-20.759838841632803,B,B,A,C,A,A,A,-60.063979013413636,0
20,US,Heterosexual,-2.3499280754581195,C,C,C,E,B,B,A,-62.753772624673154,0
54,China,Other,-114.75577385413492,A,A,A,B,E,A,A,129.66322886606594,1
70,Other,Heterosexual,74.92839622341177,C,A,B,E,C,B,E,16.36949480919494,1
43,Brazil,Bisexual,-2.0160216402412243,A,A,A,B,C,A,B,-30.312051975862868,1
63,Brazil,Homosexual,20.312010021825,B,A,D,C,A,C,E,62.739440139639015,0
75,Other,Heterosexual,-36.188622174758635,A,A,B,E,D,E,E,94.25511460412655,1
70,India,Homosexual,14.514960549770862,C,C,E,E,D,C,B,-21.30993277283152,1
78,UK,Other,20.674566943903947,C,B,B,B,B,B,B,-17.518684860238295,0
42,Brazil,Bisexual,-12.168238132439106,A,B,B,D,C,C,B,-55.63229133854588,0
23,Other,Homosexual,48.783051167102116,B,A,C,B,A,B,D,-44.01199387260111,0
34,Brazil,Homosexual,-64.52988892897042,B,B,D,B,E,B,C,-11.043975943488169,0
65,Other,Bisexual,99.33350548644859,B,B,D,B,D,C,D,-153.30809812639185,1
50,US,Other,28.405683659043557,B,A,D,A,B,B,C,133.98232395844045,0
18,Other,Other,-49.66570174993478,D,C,A,D,B,E,B,137.37700335663644,1
53,Other,Homosexual,-18.73175512181355,A,C,E,E,E,A,A,-54.387559252692874,1
45,Mexico,Bisexual,21.556739655295665,B,A,D,E,E,C,E,-119.78625046364522,0
21,Brazil,Bisexual,-101.095139208446,B,A,E,D,E,B,D,236.63736827868686,0
39,India,Bisexual,-47.53281204847709,C,C,D,C,D,D,D,-161.8119496224289,1
60,US,Other,93.21749911344692,E,C,A,E,C,E,C,-96.40348551439271,0
64,Other,Homosexual,45.65334178321538,D,B,E,B,C,C,C,61.94024313163842,0
61,UK,Homosexual,-24.906300376097978,C,A,B,A,E,D,C,-66.93645540861654,0
77,US,Bisexual,-83.17710786888681,E,A,E,C,A,D,E,-63.893338511669185,1
59,Mexico,Bisexual,-58.51256609557679,E,C,C,D,E,C,A,95.03156595291922,1
75,India,Heterosexual,-216.66223848675602,E,C,B,C,B,D,D,43.70831088916412,0
65,India,Other,-55.806217277552506,E,B,B,B,C,E,E,103.37942292059736,0
53,Mexico,Homosexual,-26.782182287111254,B,D,D,A,B,E,B,124.72931641481155,1
67,US,Homosexual,126.42085294747861,E,A,D,C,A,A,E,11.17687600383499,0
36,Mexico,Bisexual,-228.3857084482622,C,E,C,A,D,C,D,-109.60545782057854,1
42,US,Bisexual,15.844840067621394,C,E,D,E,C,C,D,4.078309918487909,1
74,Germany,Bisexual,201.39639618963247,E,B,C,E,E,B,C,108.68097963363475,0
67,US,Other,139.36736756899063,C,C,C,D,D,C,E,13.790942532505031,1
30,Brazil,Homosexual,43.69783469241249,B,E,C,C,E,B,A,-150.7581297783524,1
53,India,Homosexual,-33.91340519927017,E,B,B,E,A,A,E,-89.32851446187865,0
64,US,Homosexual,-51.21302607289555,B,D,D,A,B,A,B,-43.02534899194319,0
65,Germany,Heterosexual,100.28513869001966,B,A,A,A,C,B,E,60.28188355544072,1
25,China,Homosexual,247.07676318767716,B,C,D,B,C,B,C,-35.14263864347642,1
64,Other,Bisexual,115.4704072801298,A,C,C,C,A,A,A,-28.363423315978753,1
65,Germany,Bisexual,65.37625772957063,C,B,C,A,C,B,C,93.72056299853242,1
68,Mexico,Homosexual,161.40289152976825,A,C,D,E,D,D,A,47.83568876477002,1
36,China,Homosexual,150.96352513141937,D,D,C,E,C,C,E,117.1170659747842,0
58,China,Bisexual,80.34467696875902,D,A,C,B,C,B,B,-99.47987871372447,1
33,China,Bisexual,21.11190302839402,B,A,C,C,E,D,A,-124.62095305157774,1
25,China,Bisexual,29.4571390024647,E,D,E,E,B,C,C,6.066387043313958,1
71,Other,Homosexual,133.0288857394858,B,B,C,E,A,E,B,-25.231409848701038,1
65,Germany,Heterosexual,80.42654256812901,E,C,A,A,C,D,B,-53.81813597428506,1
37,UK,Bisexual,123.12805357937609,B,D,B,D,E,C,D,103.80161836199511,0
78,US,Other,24.067376129388972,E,E,B,B,D,D,C,-83.90729246658731,0
44,Germany,Homosexual,13.603601644679273,B,A,B,E,B,E,A,-195.71236491667912,0
54,China,Bisexual,-111.13220340828376,C,C,D,C,D,B,B,-147.93485446929995,1
48,China,Homosexual,-77.65846470783644,C,E,D,A,B,C,D,-18.39694261621311,1
25,Mexico,Heterosexual,21.890793553931488,D,C,E,A,A,E,D,13.974234338029845,0
18,Other,Heterosexual,60.13385212056808,E,C,E,E,C,B,A,-233.9632549456831,0
40,India,Homosexual,8.827020322075358,B,B,A,B,C,A,B,-7.09887489489327,0
36,Brazil,Heterosexual,88.24299440248498,D,C,C,A,A,D,B,1.7915076802142296,1
70,Mexico,Homosexual,-59.28188406667063,D,A,A,B,C,D,B,18.4181790236236,1
36,US,Other,43.12149193409408,D,D,B,C,A,B,D,103.01257618739442,0
53,US,Heterosexual,-114.92632159131612,A,D,C,B,E,C,A,-73.19108169498254,0
52,Other,Other,157.95614628190376,E,C,E,C,C,B,D,-17.916496609623564,1
59,India,Bisexual,-53.216065589985774,D,A,C,C,E,D,C,107.01851504610569,1
55,Other,Heterosexual,33.8950891366427,E,C,B,C,A,D,D,-3.7468274915051425,0
52,UK,Bisexual,81.78690045034908,B,A,D,D,C,B,C,143.29989903016352,1
48,Germany,Bisexual,100.60795614717384,B,E,A,B,C,A,A,135.60107360595578,1
66,India,Other,-41.24079013065413,D,B,C,B,A,B,C,48.50571894078766,1
58,China,Other,58.973412697139985,C,E,B,B,E,A,C,-48.67555068522958,0
52,Other,Other,-82.26690407028556,E,C,A,E,A,E,A,37.3266403187602,0
27,Germany,Bisexual,-103.65248329101111,B,A,E,E,C,B,C,-75.57100670651819,1
36,UK,Other,160.062083347239,B,E,B,A,D,B,C,-25.090328949166558,0
48,US,Other,82.05912239066735,D,E,C,C,C,E,B,15.363067032376494,1
74,Brazil,Other,56.21724997387918,B,B,C,E,C,A,B,117.34866646433753,0
44,China,Other,-177.89080046701505,C,A,D,C,A,A,B,-62.32751278280124,0
50,India,Homosexual,118.65473918023434,A,D,E,C,D,B,C,165.93994288959954,1
45,China,Bisexual,-22.3557709280816,C,E,B,C,D,A,A,-98.30518946739116,0
72,Brazil,Heterosexual,-3.862535232036234,A,B,A,E,C,B,A,3.312560224839143,1
41,China,Other,96.92777619273144,A,A,B,E,C,A,D,-33.038312536017,1
52,China,Heterosexual,-2.064373158788582,C,A,D,A,D,A,A,-256.1880948498471,0
54,Other,Bisexual,-164.76161991610223,C,A,E,D,E,C,E,-33.68747206025038,0
36,China,Bisexual,64.0946565842562,C,D,B,B,E,E,C,-102.15258301443424,1
66,Germany,Homosexual,-46.17063153421884,C,C,A,D,C,E,C,70.74107508843485,0
22,Mexico,Other,-225.5619365357298,B,C,D,E,D,C,E,76.32007092559373,0
71,China,Homosexual,-75.2421604998172,D,A,C,B,E,D,B,-29.64260441259217,1
76,Germany,Homosexual,71.66813707726499,B,E,E,B,A,C,A,60.06388812868908,1
30,China,Heterosexual,-108.68766624230193,E,D,B,A,D,C,C,31.679646896938866,1
74,Mexico,Other,-55.86700491652896,C,C,B,B,C,B,E,13.537747550853805,0
26,UK,Bisexual,-10.478244330883106,D,D,D,A,C,E,C,-121.07462115144263,1
56,India,Bisexual,19.427995519234216,D,D,D,B,B,A,D,94.61810936667167,1
34,China,Heterosexual,55.39495194885467,A,C,D,C,D,C,E,84.22934538062131,1
57,China,Heterosexual,-170.69905173717427,C,B,E,D,E,D,A,52.933581983550745,1
27,Mexico,Homosexual,-101.58552411264834,E,E,E,E,A,A,A,103.07160523101805,0
32,Brazil,Homosexual,76.97161618807571,D,A,C,E,E,D,B,-87.97394864157022,0
57,India,Bisexual,-93.8679339757454,D,B,A,A,C,C,A,-3.4993416889541202,0
48,China,Other,78.52089458118033,C,A,D,E,A,D,A,36.124103598089405,0
30,Germany,Bisexual,-8.088424507898798,C,C,D,A,D,B,B,-108.49816766759378,0
39,India,Heterosexual,69.81855267312682,A,E,A,E,C,C,B,85.82650530322569,1
47,India,Other,-164.8255217004093,A,B,C,C,E,A,D,79.10085229640681,0
56,US,Homosexual,-196.24837521965316,B,B,E,D,C,B,A,2.7299978785017447,1
67,UK,Other,-125.08532448206451,E,E,B,C,E,C,A,-150.40831249616298,1
57,UK,Homosexual,-46.56929491657649,C,C,B,C,C,C,C,-4.200083247931207,1
