faith,handicap,Nationality,genero,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,target
Other,None,Other,Female,B,E,10.339182527156005,A,D,165.95723651105587,84.3332119183583,B,B,-129.68252169106873,D,-136.8227719276494,C,-116.81582933704433,2.934808200783885,E,D,1
Christian,None,Mexico,Male,B,C,107.50211880814133,B,E,48.17582609175848,121.93541935932006,A,A,-11.0451024862015,E,-84.39613868232419,C,-72.7169921768037,24.99292178917696,E,C,1
Jewish,None,Other,Female,D,D,243.1083484166203,E,A,74.17382227675014,7.696882972372578,E,E,60.6167046894209,B,-143.07678705694266,D,110.23330145726804,43.4526003223031,B,D,0
Buddhist,Physical,India,M,B,A,144.95989682711695,E,A,-190.33268836756102,43.27085044517471,E,A,-246.91490090348026,D,135.74559611369392,E,-121.44644327408822,-78.84468994458113,E,C,1
None,Both,UK,F,C,D,201.58036688740606,B,A,166.0392022265924,-73.90167155408787,C,A,71.33046787266791,C,-168.29462857793285,B,-0.8780220439985557,-27.696331212938702,C,D,1
None,Mental,Brazil,Other,C,B,260.10540515178843,C,D,15.674360384996877,18.046505153579037,D,A,77.69351580928786,A,241.09381365543277,C,105.63744841074323,-10.277110695023884,D,E,0
Muslim,No,UK,Male,A,C,-268.8267969464941,B,C,233.1667312309948,-163.86394853409158,B,A,-3.086719960931825,E,184.93629166734195,A,136.94390355401978,-18.0690288815073,C,B,1
None,Both,Brazil,M,C,C,-13.131324851297666,A,C,-8.383585866682838,-19.824274126240855,A,B,-19.218826035531418,A,-16.235094263139406,A,58.20810904382731,51.04412836934111,B,D,1
Buddhist,Yes,UK,F,A,B,130.23648670442068,E,E,83.3676522558383,-221.99034311643038,E,C,33.391057781967916,B,-2.9754346464585515,B,-116.37658505511259,-129.28487859366643,A,A,0
Muslim,Both,India,Female,C,D,-34.86548673998925,C,C,146.50280251159887,91.18206754477812,B,A,59.44033498761676,B,10.889461100828605,D,180.21901325327457,-76.54320286772844,D,D,1
Muslim,Yes,China,Male,A,A,8.303347994183678,A,A,28.05404813395646,117.14906189348248,A,B,27.081417108396895,C,43.69497209753537,C,41.27079453156236,-83.16550514589468,A,C,0
None,No,Other,Female,C,B,-25.551524888469896,D,B,54.22150294910567,12.69999912750379,B,D,130.6269645094419,A,-82.79650812055316,D,-97.85609873194478,-102.37696880838483,D,D,1
Jewish,Physical,India,Other,E,A,-31.258850889574457,E,D,66.54154518375277,42.37009873297236,D,A,-100.00413701287722,D,-177.95904688711082,C,-113.0280546949584,-76.81094694293864,E,C,0
Hindu,Mental,US,F,E,C,-106.92297096736532,B,C,-82.26280252223458,-101.43722175832923,B,E,130.44996298751965,D,141.0307308170116,A,-46.45301938779926,25.589683059742374,E,C,1
None,No,UK,M,B,A,-115.37964874318898,E,A,99.559809585957,-53.992939179172296,A,D,89.15730150320654,D,-123.92669511328054,B,-102.84843866605205,58.903595306162096,D,C,1
Christian,Yes,China,F,B,B,-184.67088700989416,A,E,-74.18525063231762,-276.73392506723735,C,C,67.23816755666292,A,-39.07714443193113,E,-56.121825071085276,76.39829333644587,B,D,1
Buddhist,Physical,Other,F,A,E,95.88474316918035,B,A,-154.46841794381467,-49.6084979854783,B,B,13.706626671565509,A,-10.881390996917393,D,-42.197516403976984,170.75786534511565,D,D,1
Buddhist,Both,UK,Male,B,B,3.6486043590514488,D,A,60.68063182731526,41.72505127268866,B,B,29.32612724761669,A,40.89121336291351,B,-40.37777411269604,-96.07792681603836,D,E,0
Other,Mental,India,F,E,C,-119.8710659772163,C,E,-102.79870889679037,207.29151941332128,B,E,-125.42444889144197,E,79.38093605550267,B,-30.358184794786503,-0.23266190205230608,E,D,0
Hindu,Both,India,Non-binary,B,E,64.92636888779816,E,A,98.49750707390736,97.52931415713402,B,A,128.72933486056579,A,-174.3806437717293,B,25.330261593562764,-14.147426515726636,D,B,0
Jewish,None,US,Non-binary,D,B,-63.36421225213591,D,D,186.98088578463052,170.96153835542606,C,D,142.42145834745082,E,-22.37507671777189,B,15.109170949825563,71.80428413952971,D,D,0
Other,Mental,UK,Non-binary,D,A,140.73345509869444,E,B,76.7506513634206,160.38268569965786,B,C,186.2127531571544,D,48.709370535894706,A,-14.040882772429303,-133.59393749418598,C,C,0
Christian,None,US,Female,A,E,79.13836190385445,E,B,2.8363941981181013,5.714051651193394,E,C,-106.97128386060251,E,33.083698979952516,E,-80.25298534708175,-72.17309461453841,B,D,0
Muslim,Physical,US,Male,A,C,-70.33041890825803,B,A,69.08914115650475,-34.91846605690444,B,C,159.73221132643638,B,-22.559559415397096,B,50.06447620539258,-68.76609827912304,D,D,1
Muslim,None,Other,F,C,E,-66.7691391543099,D,D,-92.92719540967951,-166.37747881990168,C,C,-81.1110793010228,A,39.18831200341046,D,104.75058440150595,6.715070419839551,D,C,0
Muslim,Yes,Mexico,Male,B,A,63.66233720281531,E,D,-83.26618262477459,-72.95576348276029,E,B,80.72407758554529,A,-285.81289969802646,C,-57.54878048344786,-143.85448125274866,B,A,1
Muslim,Mental,India,M,E,C,-174.1454601810037,C,B,-90.2476522193353,70.61385755529686,C,C,-16.69375847344425,E,-126.75826055554688,A,-121.38740172236085,79.6743426384237,D,C,1
Hindu,Yes,Other,Non-binary,B,A,-79.72189738332366,D,B,-53.68630284461784,-46.2098170089204,E,B,199.17706391137503,D,-157.3649471175866,E,-49.97098009165843,229.6810045314607,C,E,0
Other,Mental,China,M,A,C,-62.22751742074484,C,B,-191.22373584219875,-103.42490181684198,A,C,204.55828992466124,E,170.25973702593294,E,-84.31325643820318,-53.54062841034255,B,C,0
Muslim,Yes,China,Male,B,D,-151.18527362004315,E,E,121.91661862162984,218.08316178132102,D,C,-64.14135273740776,B,-108.8949466620308,E,-35.25897535920585,-49.657212757351516,B,A,0
None,Mental,India,F,D,D,37.373859056519855,A,A,71.29238101401597,66.49027348870622,E,A,-182.85767796587865,B,-141.11459768319466,E,107.30355326248886,-17.032307376063706,C,C,0
Other,Mental,Other,F,A,B,43.59369738285016,B,D,65.25790873254248,-71.02091317521513,A,B,61.75931358066489,A,-59.8200515556748,D,-69.14890877894074,118.12610491281055,A,E,1
Hindu,No,Other,Non-binary,D,C,-140.59183497498674,B,A,-94.91279555585129,37.109546086934515,A,A,108.5063966615484,B,-64.47285747645019,E,70.26056169122495,-144.31293709992786,B,B,0
Other,No,US,M,C,D,21.379187484158358,B,E,-89.19631624192144,-13.902202109549364,A,E,-16.102345584307223,C,57.27139039141893,C,-66.5113484673403,-66.5680760725007,A,B,1
Hindu,No,Other,Non-binary,B,C,-31.94648897343908,E,A,125.70104736078692,56.94466032571215,C,B,88.45956475137915,B,-184.47062628076503,E,6.185849096578004,-26.73378235767952,E,D,0
Christian,Physical,Other,Female,D,A,36.219237429520426,C,C,-200.97449759215445,-96.0337906237892,D,E,-107.82312615111795,D,-18.12095700887676,A,128.79538686671316,146.30747978036695,A,E,1
Christian,No,Brazil,Female,D,B,-140.6810823698028,B,C,90.00560468816239,-26.268023763606905,B,C,5.882507217422591,C,58.16610556404472,B,90.38672244283865,-56.3356660180515,C,D,1
Hindu,Both,China,Other,B,B,69.37977505831124,D,D,321.07025035829355,1.1876136579567311,A,B,101.8609511962501,B,106.16584623091865,B,-34.69902903664362,-86.79782525528704,B,D,1
Jewish,Mental,Brazil,Non-binary,C,A,-127.84600012746998,A,A,-46.54907993727017,32.421060117505704,C,E,23.2936780057434,D,-109.1288779984749,E,-112.54259001503068,244.84526322336234,C,D,1
None,Both,India,Female,C,B,-38.2089078255925,D,E,7.520214462352345,134.2445899169912,C,A,-73.30907877592762,B,96.72209360939968,A,184.99561334690839,108.60254741270123,C,C,0
Jewish,Yes,China,Female,B,C,-6.4272841308287765,D,A,6.680794043624467,126.73968218945977,C,B,18.38001173782181,C,-32.643554292079926,C,45.88411037152109,-152.14818744783125,D,B,1
Jewish,Mental,India,Non-binary,C,A,-38.005567730278166,A,D,-97.92451516721235,-117.97915843891604,A,A,109.76862936019265,D,119.38124826458949,C,-94.68573424848692,106.96412515070341,B,E,1
None,Physical,China,Non-binary,C,D,-5.587057096151585,A,B,175.85698670475966,-14.965520542858831,A,E,-56.683816336987945,E,1.814344858594827,E,53.98996910307092,-108.94242933717382,D,A,1
Jewish,None,US,F,A,E,-96.88657922187555,D,C,-41.55559362950578,51.476102762119744,E,E,184.74856350787178,C,-207.1485529520093,C,30.034649660555445,208.24222564208563,B,E,1
Other,Yes,India,Female,E,D,84.38157982215839,E,B,46.85836205308125,16.687697206191483,D,D,-268.72119805925905,A,14.81344370906696,C,137.68209470240728,-151.7558302288278,A,C,1
Other,No,China,Other,A,C,-92.0900372245504,C,E,16.444400150244583,140.04177289087048,D,D,-20.129944897278456,E,-42.17743947870727,A,75.06785572238995,1.6293436228413574,B,D,0
None,Yes,Germany,F,C,A,-31.378699720080522,A,E,-43.87719327549986,-107.9361135008019,D,D,-36.700274929336956,D,49.79531702091643,C,98.96421217943285,-298.07190605622344,E,B,0
Jewish,Mental,Other,Male,A,A,-8.435058815803439,C,A,-50.66745416061399,42.82594252676087,C,B,-139.22832260634308,A,100.7380694822364,D,82.67877865141446,86.91409209273478,C,B,0
Muslim,Physical,Germany,Other,B,C,-48.697131996507615,B,C,-42.49051765405603,-38.24418584374637,A,C,90.19359610638463,E,1.136795146852725,D,-24.849470263568072,107.72673234459589,D,E,1
Buddhist,Mental,US,Non-binary,E,B,-118.58437549473008,C,C,-65.56913465512756,23.260876178044057,A,E,-130.4165483053984,C,-55.4468692328578,D,-176.4918625297852,108.6104854983112,E,A,1
Jewish,Yes,UK,Other,B,B,-15.548500902878331,E,B,-42.22302502822067,40.19619276011841,C,C,78.88343703472069,A,-97.4678059630462,B,-29.118721698850592,-5.089432807862831,A,E,1
Buddhist,None,India,M,B,A,-29.99610218075019,A,B,46.96989439028635,-11.55975237601422,B,B,26.603663773798843,D,-69.89693976870902,D,117.52709444644611,-167.601258473035,D,C,1
Muslim,Physical,Germany,Female,A,C,-139.100408132705,A,E,-29.8191324852559,31.117859066467883,B,E,-1.1475627164841975,E,-39.633502301049475,C,-132.03287364041992,-104.37165689514664,D,D,1
Buddhist,None,Mexico,Female,D,E,31.5366300415583,B,A,136.9209284674262,-11.759152148502135,B,D,-62.76284163058384,D,18.945847046951034,E,30.59732796612818,39.60039329712941,A,B,0
Christian,No,UK,Non-binary,E,B,-53.20320579103163,C,D,-24.678652631559927,-132.3498046412733,B,C,-114.92271264743485,D,-108.87498834978561,B,46.154558449326224,-138.47529994177478,A,C,1
Other,No,US,Other,A,E,-106.50028624592409,B,E,77.15652878165606,95.73522777584795,E,D,-124.40033515501297,B,81.04667150877334,A,68.72981584444531,115.41134522610909,E,B,0
Christian,Yes,US,Non-binary,D,E,49.65447915293279,A,E,-101.92383129493767,146.31836064816673,A,C,-131.1005226031245,D,-31.12258102130843,A,-16.659305185278516,-39.846788764976054,B,E,0
None,No,US,Non-binary,B,B,-86.69209726078255,D,A,-7.43098357269612,-60.646299768466115,D,D,-60.49733829325517,D,138.45824812784818,B,-51.51689189960427,-150.03276314427455,E,E,1
Buddhist,Both,Germany,Male,B,A,-1.0923217217588055,B,C,-87.04300860546047,185.09550407210554,C,E,7.6917520374958706,B,-13.724464422142205,B,33.78412132515502,-16.042446782683104,D,B,0
Hindu,Both,UK,M,A,E,-60.16965606063223,A,C,261.15706706774995,113.84799117841884,C,D,-111.78222419756388,C,-137.43981822646273,E,-234.43912312088506,-83.56420850759606,B,C,0
Other,Both,China,F,D,E,35.22208941198165,B,C,-57.87977620006326,5.6488284686874515,E,A,9.054596428663931,D,-239.1739942487173,B,-104.78297207003273,9.53410726953703,C,C,0
None,Mental,UK,Other,D,E,-86.57682718790115,E,C,-133.08394380986965,-4.853403481510958,A,A,43.39188223608009,A,-43.64145149061277,E,-16.73945639854602,202.4477176182642,C,E,0
Buddhist,Both,Mexico,Other,C,A,9.87778564462718,E,B,-23.00413184959854,99.5202254685845,B,D,-54.57279491414445,A,66.60905236033864,A,146.88573948486044,3.7907309515985617,C,A,0
Buddhist,Physical,China,F,B,C,-195.52396123593513,C,C,-142.95429795854182,-78.48353929000129,E,B,28.094234656462568,C,56.38078672245197,C,-10.161886673223922,116.36187818437087,C,D,0
Muslim,Yes,China,Non-binary,B,D,-149.4457539303077,B,E,-7.663704040966528,-42.69597251187576,E,A,3.858106493866971,A,121.72073199398217,D,-78.92767952882838,-46.109106676844085,E,C,1
Buddhist,No,China,F,D,B,134.99215975252778,A,E,-15.2853489019047,-162.70179060990796,A,B,-164.99795516347797,D,37.51851859471006,D,-189.9854797755593,-13.568963609332323,D,E,1
Hindu,Physical,Other,F,E,A,-174.6391227498998,E,E,-49.76446905364777,-69.58660691324438,A,C,32.94205498491526,A,-77.6497043247882,B,-104.18087995832363,-2.47393356562204,E,C,0
Muslim,No,India,Male,B,C,161.4961791296705,D,D,-152.62310505194168,-85.1864368841717,C,D,-2.0714693762708034,D,77.48079056684185,C,-28.363797560445157,101.99892216657037,D,C,1
Hindu,Physical,UK,M,E,B,-12.23857412100253,C,B,154.4120379997494,-133.1444913752468,D,C,-108.22458836996618,A,29.560523353775114,B,15.319349452237779,-11.33804543292681,E,E,1
Muslim,Both,China,Non-binary,E,B,93.70660554614525,B,D,-57.21733524004118,183.19965244398713,C,B,44.202801393651725,A,71.85859990424669,E,27.64345728128364,32.076749934954826,E,D,1
Christian,None,Germany,Male,A,B,-67.70766967841891,B,A,-122.29554495439874,-78.90307448124403,D,C,-68.93363625094388,B,34.4758594669729,C,-36.0131206125615,0.6860544171482617,A,D,0
Christian,None,UK,Non-binary,D,E,-88.80557222093024,B,C,69.94117111745943,-20.72740170934748,A,C,25.71414005868309,E,130.31652247729852,E,189.69845755670548,34.762172586826004,D,A,0
Muslim,Physical,US,Male,C,B,-82.27878925867867,B,E,56.3814725311761,-1.9524536746033467,D,D,24.69516927184618,D,63.64396058905445,B,18.094962381584352,42.19996942774552,E,E,1
Jewish,Mental,India,Other,E,D,-14.935942638793016,C,C,-38.46158515612057,-75.20444173621266,D,E,70.46311337648571,D,156.16815863365196,A,-11.878404807550279,-62.814669455013636,B,C,0
Hindu,Both,Germany,Female,C,C,18.73959569179154,B,C,40.289183155960636,-54.11037057532886,D,E,-16.00184436785525,E,62.493177346253724,C,-20.984907601868212,-44.76077998042412,B,C,1
None,Both,India,F,E,B,121.53413451737005,C,A,-28.393510819582556,11.793851241382649,A,B,22.697677771261368,D,38.70690041666155,C,14.766647946927906,134.29940368803477,B,C,0
None,Both,India,Female,E,B,-99.69923006523645,A,C,130.44572663751063,15.053987863131749,D,B,95.09100659255391,C,38.860527565586594,A,-65.1937666782708,-129.41728770920693,E,A,1
Other,Both,Other,Female,B,E,48.04875662259327,C,D,-7.961926389429955,114.50494530208218,C,B,-85.40256106206313,C,-31.415806029852693,A,-73.94825662319289,-107.9837086619666,E,B,0
None,Mental,Brazil,M,B,E,-24.460568789821206,E,E,49.671613703724226,5.794938252684912,E,D,-16.774313592969676,E,-98.81040986462672,E,-31.40898118197587,-51.83060281756736,D,A,1
Muslim,Mental,Mexico,M,B,E,-122.42679798471757,E,E,33.03775399859042,-47.87490957918321,D,E,4.1236230255145365,B,26.490379138571274,B,-9.816847624588434,1.532112858424427,A,D,0
Buddhist,No,Other,Female,D,C,-89.58736850037701,C,D,-102.70970147876746,193.91459808178485,B,C,-59.45568472827687,D,-221.7097603017304,A,-40.65524088613394,70.93606264812392,B,D,1
None,Physical,Mexico,F,A,A,-151.4069114293315,C,E,-85.74099291295786,-33.51369731810041,E,D,91.73439115962893,B,-138.9712092033502,B,40.41285079384815,82.84823760071879,E,A,1
None,Yes,Germany,Male,E,E,69.76545791960758,A,A,-33.01252452106959,150.818286003144,A,B,99.04398621710295,C,57.31775304905317,E,74.7001844227513,122.61559625110907,D,E,0
Hindu,No,China,M,C,D,80.2723383694257,D,B,133.9401257768169,-100.42661601724122,B,C,-11.570920440317655,A,65.73339321153132,E,55.25846365043181,117.21608212485035,C,C,1
Muslim,Both,Germany,M,A,C,58.73051156070637,D,D,113.80264945889706,62.36088741640321,A,E,98.25216914731139,B,109.38154370902542,D,95.56568855557423,45.91796085575635,D,D,1
None,Both,UK,Other,D,A,48.803713553085096,B,D,23.67044728386809,51.973065056373436,E,D,-77.3469461941864,D,-19.50260677890444,C,-51.15573100592847,158.56700671942315,B,E,1
Christian,Yes,India,Other,D,C,60.55637294375581,E,E,-63.5771662083428,81.30583598343455,C,D,109.71444275979752,E,-98.03716783582236,A,260.6141847428819,-10.99562896753334,A,B,1
Christian,Mental,Mexico,Female,C,D,53.98057578608631,B,D,12.29576182741601,38.848630217974815,E,D,20.046280172127947,E,22.301851069485487,D,189.7482921388075,24.506103950007954,B,A,0
Muslim,Mental,India,M,E,C,7.059592532835635,C,D,265.81506991555295,89.88227110200053,A,A,66.33955474865346,E,-19.48250169656971,B,64.60770899249748,-189.32532183826794,A,B,0
Christian,Both,Other,F,A,E,-77.31879653150496,C,D,-48.84019640776779,-58.762252712578466,A,E,-68.32985197076634,A,153.78605452929358,C,-175.2953790979842,-45.18413715903405,E,E,0
None,Yes,Germany,Female,D,C,80.50600468003667,B,E,-170.54634899008752,91.11808496566537,E,B,48.162004767683314,D,-28.751370811257456,A,6.443844163587338,43.30243270550931,A,C,0
Muslim,Physical,Brazil,M,C,E,-24.12612366948988,B,C,19.709321416881668,-69.37911817754383,D,B,-199.87369938431726,E,-90.2249770848688,D,-184.22175492999654,-32.2033921507732,E,B,0
None,No,Brazil,Male,C,D,-132.98962099007863,E,D,-8.629872507567454,6.590195354192821,D,C,107.21193172807052,E,-18.579839902910916,E,-42.0364696060022,5.804204734935029,E,C,0
Muslim,Yes,Germany,Other,D,C,-130.5250542189781,A,B,-50.22636841443509,37.170940055433846,E,A,-99.45258547864752,E,-251.9506942821949,A,50.74472502224137,63.906621235245574,A,E,1
Hindu,Yes,Germany,M,B,A,22.037519242821684,A,E,-3.2732817729307007,170.16079134145193,E,A,74.87737878298772,B,-18.76126057831716,B,-22.759954142527054,-67.81905816505271,D,D,0
Other,No,India,M,A,E,177.70101174902,B,C,100.5406725339676,-46.78601882874126,E,D,115.87719613479538,C,-72.18886163276554,E,61.24434940221823,11.005881820920276,E,C,0
Jewish,None,Other,Female,D,D,3.143633637561051,A,B,-262.3397489285993,-25.342315238166634,A,B,32.3565086495892,A,105.25108915795497,B,-161.8746474608501,65.94717212637545,A,B,1
Other,None,Brazil,Male,D,C,-143.10578722165639,D,A,-215.6828592110947,60.36175152961158,D,B,-108.85726239244649,B,8.176002457478724,C,48.86084600190229,184.30416909558542,D,E,1
Other,None,China,Female,C,E,-51.44423705981398,D,B,164.68961735913396,47.01175460577891,B,D,-38.208380468356175,A,-143.8835936914759,A,79.83519405165546,-110.47262422520912,A,A,1
Buddhist,Mental,UK,Male,B,A,-8.12802257267787,B,A,-32.82761973199289,25.119852143482174,E,D,25.240859907804076,B,115.720845317663,C,-46.018876302057635,1.3217113471701705,B,A,1
Buddhist,Both,UK,F,E,C,-2.2977376588970997,A,C,1.3486382788411289,7.347398834565818,D,D,96.13635042451311,C,58.863660966192086,C,-7.133235012129472,62.12866090603888,C,D,1
Hindu,Yes,Other,M,D,E,53.58666165807494,A,A,232.12540308629679,-39.25642869531295,B,A,46.70662009310233,C,-82.67992410135524,D,-84.60535367320404,-58.75875869089183,A,A,0
Buddhist,Yes,Germany,Male,A,C,83.26032897398699,C,E,33.0275403585388,-90.8031948774176,B,E,-140.417926566303,A,-4.640596497089419,E,236.87796234291883,-57.53508757678786,E,C,1
Other,None,Brazil,Male,D,B,-215.26165455318403,C,B,-24.610964931957927,-19.536745653382955,D,E,28.082196865604402,C,-103.24793102983323,E,-24.319887430889146,-4.628424185704173,C,B,0
Hindu,Mental,Mexico,Male,B,C,119.69533288431913,C,A,-252.61778204254978,-108.77696599614919,D,C,-46.61548933703022,E,-23.474486222758216,E,-79.24255110923897,-237.56536680501586,B,B,0
None,Physical,UK,M,A,A,-116.88935392848462,A,D,98.04239497364287,32.59759495889694,B,C,-13.081959258498937,E,-8.06311566789542,E,13.658438797221862,-266.61046423063084,A,E,0
Jewish,Physical,Other,Non-binary,E,B,-80.20435085735316,B,C,49.49311013985025,-58.91058421659111,A,A,66.67814008930208,C,85.16557716796478,B,-140.4975376277937,82.45808474571736,B,D,0
Christian,Mental,India,Other,C,C,-66.35803767464166,D,E,-131.8920297486145,93.62547891195179,B,A,-81.84975078031236,B,53.92791942035936,A,-70.63557470334165,-137.41861525868973,A,B,1
None,Yes,China,Male,A,B,73.98442892547925,A,A,-75.44837688289047,-98.51830076831338,D,E,8.419693297218243,D,76.75398492680891,E,-154.17672035537117,68.21826719062895,B,A,1
Muslim,Mental,China,F,D,E,18.9455927325379,D,C,-25.95161685868327,-31.921345800580696,B,B,-1.287252010122423,D,75.75949298279296,E,-45.43276641098161,119.4551755069726,E,D,1
Jewish,Yes,China,Female,E,B,-103.98286676158601,D,E,269.6666622131435,68.20009976442877,B,D,-12.343707737402227,C,86.40993323565456,C,-72.48647420971774,62.010100575309465,D,A,1
Jewish,Physical,Mexico,Female,B,B,55.20726665854332,E,E,188.13981045724785,-73.52162475924938,B,B,-173.30951630170114,D,-62.17586923540877,C,-71.79848076454371,-77.10470044028307,B,A,1
Jewish,No,Mexico,M,A,B,154.2323567381307,E,D,-63.66797451390115,-32.05091648401097,C,A,16.330203343446573,B,-68.06064260870225,A,-29.42777469429274,-61.56977900803247,E,E,0
None,No,Brazil,Male,D,E,163.28305455747204,A,D,32.96064221674529,52.97382112010032,D,E,153.8989737754983,C,170.68271888707085,E,98.27059277977628,44.90489751950494,B,B,0
Jewish,Both,UK,Other,B,E,-54.70620772525814,B,E,3.810515691406234,-38.15163093241548,D,D,92.87957002260907,E,10.437206517936694,E,8.81478171214475,-70.69675163878269,B,B,0
Hindu,No,UK,Male,C,C,146.71149289361324,E,E,-203.52856307571295,-25.784453043717377,A,C,21.9360034896709,A,-85.46338666420525,A,-55.593902980551604,13.240436430606884,B,D,0
Other,No,US,Male,A,B,183.35501421461782,E,E,80.90253575002748,167.70143660517542,E,C,-75.90554746042307,B,23.927044197658297,B,-53.09841178536695,-83.4981150761931,E,D,0
Hindu,None,Mexico,Non-binary,D,D,-37.43798019057342,A,D,-80.26283579043654,39.29396365348967,C,A,-54.21682937870131,B,61.82063465965458,E,20.34783521981783,93.46822862375342,E,D,1
Other,Yes,Other,Female,C,C,-60.25389498485757,B,E,-38.436741131816106,-58.82587211992749,C,D,-203.62473659128946,C,142.97697200677874,D,168.7337000718618,-115.45946587277132,A,D,0
Christian,Physical,Other,F,B,B,-34.661647125611445,E,A,-140.85070259351713,118.85532381996356,E,B,-4.824452538075067,E,-25.989429225249317,C,-10.289565942849158,-87.92279131870215,E,E,1
Hindu,Physical,Brazil,Non-binary,E,A,-103.12799023124732,C,C,30.13856644143191,124.84545494642995,C,A,-130.93970634127945,C,-143.29958899176333,E,-144.85625056596902,39.84251554694475,A,D,0
Muslim,Physical,Germany,Other,A,B,-255.763177321509,C,C,16.401104518060983,-136.68484300496962,B,A,174.15505889846287,E,-52.92428418220674,C,-19.089582481461917,-107.75206641445494,D,A,1
Muslim,Mental,China,Male,C,B,68.69016553373002,D,D,122.20342682952638,-52.755078696139925,E,E,176.76643750896625,D,-173.73669762202502,D,-119.44832882894178,73.26423843811128,C,D,1
Christian,Mental,Mexico,M,E,B,-81.86993860755715,D,E,-178.09659897667325,-71.08448280403593,A,E,34.30411638623874,C,7.966982072525099,B,-99.96647565304924,-84.35622749659208,B,B,1
Hindu,Mental,UK,Male,D,C,-65.58000263188873,E,A,81.5368682088917,-169.33868370211454,C,D,-44.45596123827301,B,-85.4429076522342,A,-14.68989651754259,-28.227740339996842,C,D,0
Buddhist,Physical,India,Non-binary,C,E,16.596482179907664,A,D,110.10412020951443,17.585432319493652,B,E,-111.87278070123388,A,-69.9896292874117,E,-79.93736241561542,129.243408643677,E,D,1
None,Mental,US,Non-binary,A,A,-162.99271752360264,C,B,-86.20039834755605,18.785171314507114,C,D,39.280221387219484,A,48.68524514109456,E,65.93741273560542,13.086122365552663,D,C,1
Jewish,Physical,China,Non-binary,E,C,-227.43881927331913,D,A,25.193064938619553,-80.58263965611097,C,C,17.767689218236914,E,-195.72898310566532,C,28.097006989483454,-7.449198366103044,D,E,0
Christian,Yes,India,Non-binary,B,C,-49.381564856199276,B,E,-166.41645485521641,119.53869012068199,B,B,-56.91996311188888,E,-33.37077718502568,E,-151.39907968715121,42.661400782657395,E,C,0
Christian,Yes,Brazil,Male,A,E,72.68120012553534,E,D,-32.035900849940106,-106.46529087186161,C,D,6.225333109771862,B,-146.7931377813603,C,-121.12376704115759,-65.99838503596985,C,A,1
Buddhist,None,US,F,C,D,-150.09536526607735,D,D,93.4693504021237,21.73540441012044,A,D,-1.4651306433685813,A,-36.60198104043286,A,200.85656770682309,72.04952332170949,D,D,1
Hindu,None,US,M,E,C,125.4050461273076,E,C,-131.074995886001,-1.4086935683915138,E,B,20.253668694361558,E,-66.40852332993636,A,72.04437150334003,-49.436670822955385,A,B,1
Muslim,Yes,China,Male,D,A,51.28403002054179,C,D,-23.278609187907286,41.49571512597649,E,D,-73.48174890628216,B,25.533116332267376,E,13.448558549671205,47.26419926646273,B,A,1
Jewish,Both,Other,Female,C,D,178.13708801811313,D,E,130.04998028874928,112.42122407937862,E,A,86.55918225075709,C,-44.29633783718444,C,-66.50847098169235,50.160090934365876,B,E,0
Christian,Mental,Germany,Non-binary,D,C,14.74019712974052,B,D,-59.39562027788402,29.956642616846885,B,A,-13.365717208098001,C,88.80927955464001,D,58.181581423872466,86.91372009479403,A,A,0
Other,Yes,Mexico,F,A,A,30.313048850059864,D,A,107.14306329915999,-54.105007812525066,A,E,44.91424721808506,E,-103.78480099221701,D,122.70990706031706,-125.3405802654494,A,E,0
Muslim,Yes,Other,Female,A,E,13.03771577520368,C,A,-147.97126831191326,-163.74673898541948,A,E,-32.97433147842821,E,-107.26266293029501,D,26.283635847378672,-58.546929217342004,C,E,1
None,Physical,China,Male,D,B,32.708591265553665,D,E,28.446087356222417,-167.87913767969306,B,E,177.33871265145976,D,61.796889446041284,E,21.07127245845118,93.94668933778857,E,E,0
Muslim,Physical,US,Other,E,E,-86.65742715807016,B,D,212.38010883611403,46.40075347053518,B,A,21.699832830147603,A,-68.84672043720067,D,-130.68010414741573,43.665377469878095,E,C,0
Buddhist,Yes,Other,Other,C,E,-144.50479596486042,A,D,-54.381399309491755,-2.102746336059593,C,A,15.67265686957207,B,128.83288481225733,C,-4.186564553462245,-45.16850972698147,B,C,0
Christian,No,India,Male,B,B,-43.00588742110757,A,B,-68.85598749791444,88.69457348656879,D,B,51.48794810545041,B,-154.87827793521924,C,-198.31938333293542,26.88079674144997,E,E,1
Buddhist,No,Germany,M,D,E,-7.299374851107118,C,E,171.80518102433928,130.37311100165715,C,A,13.618025691943203,E,123.1839263282993,E,40.96778878776758,-86.20482878532343,E,B,0
Buddhist,None,UK,Female,B,C,-7.824895944664764,D,D,-63.20202727252532,-0.024885850113110744,C,C,-42.89081509311208,A,132.6753786380565,B,82.60779620763479,-12.40459579583101,D,A,1
Christian,Yes,China,F,B,A,147.65190974192424,E,B,-102.27084917351037,-16.733407315017416,E,B,-36.25667482063598,B,-55.27730956008465,A,45.60508480600716,101.03464116780533,A,B,1
Hindu,Physical,India,Non-binary,B,C,-141.44385472148255,B,A,79.04432407847702,-79.20079935759945,D,B,-185.31755135077026,C,-77.37906361853676,B,129.66716272973778,80.71808909341323,A,E,0
