sex,birth_year,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,target
M,19,E,C,D,D,C,-184.43658529065613,D,91.41548613638653,B,-78.65054756475284,-31.82821658025522,D,B,B,D,18.415046613619356,-29.15184689039318,1
Male,43,C,B,E,E,C,96.88098000118849,D,162.08702716191178,A,63.97521889527854,65.53763944177288,D,B,D,A,97.06051818477674,52.793430599526694,0
Non-binary,20,E,B,A,E,E,-9.151448839317993,E,-57.514091681007116,D,-29.96180869993099,63.90007196891902,D,B,A,D,87.33129623786333,-96.42436233921104,0
Female,73,B,E,E,D,D,-30.758899282863744,B,41.47893279592137,D,101.54136049204008,-40.6129725120214,A,D,C,A,-78.90153299735346,-1.7736694278958365,1
Female,38,B,B,C,B,C,-126.21012004593437,B,79.25557020798763,A,91.1182364193819,23.280229380895488,E,C,B,C,-28.108531089992113,115.30855054614837,0
F,74,E,A,E,E,D,-59.2690578216032,A,-48.73985499952565,C,119.31771164838307,25.823865109491834,D,A,B,E,128.68351945057904,-25.155148845489123,0
F,23,A,C,A,E,B,-110.57450266192251,E,-46.43692665249992,B,-117.76603572502779,72.95144860524256,C,C,C,A,42.48367571779711,113.83055400121775,1
F,79,E,C,B,E,A,-57.16104466691685,E,-76.54722214737085,A,-126.88743253967465,-91.64044181591574,B,C,E,D,22.041010980296182,99.28456192698596,1
Other,22,B,C,A,A,E,-203.3364717922905,C,-55.534470258114276,B,59.08149825438825,-128.15170139830374,E,B,E,D,38.632322936646965,42.74506450293698,1
Female,53,E,A,E,B,C,-27.764527006431205,A,-124.65386188861976,E,-2.4142950754572934,-29.440824020132467,B,A,A,E,-55.14124918090361,-100.34769520882385,0
M,39,C,D,A,A,D,219.4980830754722,D,6.671948690449886,E,42.65969984953435,-163.33980901828977,A,D,A,E,278.2815837151011,19.71440517399644,0
Non-binary,25,C,C,E,B,C,-56.96452160107288,A,53.74393293428778,C,14.169165244053442,-10.926315726601553,D,B,E,E,21.952859203431316,-19.5137251594335,0
Male,30,E,E,D,D,D,117.69924210765139,E,49.15009143321776,D,-69.61380161764548,46.27625172791257,A,B,D,B,-222.29680787147305,87.29006374962086,1
Male,34,D,A,A,D,C,61.831295170733924,A,7.108945928123724,A,11.660497961523394,20.61639342539752,B,D,C,D,-43.51219460618479,-10.839707280506769,0
Non-binary,44,D,A,B,A,D,-125.91661507054823,A,137.00240737989236,A,65.64165329938271,-153.5829112953119,D,D,E,A,148.58578307447496,80.09977671094805,0
Female,35,D,B,B,B,B,-193.0177966649036,C,73.7843335453098,D,-80.28744175519216,-139.5621776779089,E,C,C,D,281.09163869183845,-127.26773735304577,0
M,46,A,B,C,A,D,-12.682562612413866,B,101.1135953245032,C,52.216799593698816,18.773885872985563,C,C,E,B,-29.347776081556816,-62.36704694300634,1
Non-binary,61,B,B,B,B,A,125.31677965904875,E,-16.806100316345564,A,41.51708277625739,90.54265699848114,C,C,D,C,-140.2006599667772,148.87309809240455,1
Male,74,A,E,A,C,B,75.9500295215585,A,170.13981601116305,E,-23.54516256148785,11.827744190849302,D,C,B,D,69.42900857137047,104.41796168367912,0
F,31,B,E,E,B,A,29.04087400912659,E,-147.50484340295685,C,45.82250014203383,115.36537606306278,C,A,A,D,-67.11477385205555,-79.03606821227204,1
Non-binary,72,B,C,C,C,B,-90.5079664837286,A,76.95470718599783,E,23.68224210092638,25.0910587431253,C,A,D,A,-122.37758486772154,95.05945450552133,1
M,38,E,A,E,A,D,-49.026508043579064,B,46.582357836236056,C,144.266628397303,-19.953355045307614,E,C,C,C,-25.693888648840563,60.19705034898575,1
Female,76,D,D,B,C,E,-31.85972772346662,E,-12.36187650043184,A,-107.98697576338967,-269.68273700571126,E,D,C,D,-34.38807238033667,82.33517892665061,0
Non-binary,43,B,D,A,C,D,-69.24879062811277,A,20.105742830568563,E,41.19201885277259,-61.573915165851524,C,D,A,B,-48.133722483574104,9.16908025035927,0
Other,22,C,B,E,C,D,-77.33290293587083,A,-33.09821595295565,E,13.817267406218658,-66.36812325955052,A,E,C,C,-202.1312670292151,-124.20278725457361,0
Female,78,B,D,E,D,B,-35.92914047001116,D,13.211752255951827,C,18.849789402564,-33.54285843188583,D,A,D,B,58.15783428795781,2.9731863016275826,0
Other,30,B,A,C,D,E,54.372124772940666,C,-229.51892731879363,A,115.3151663751852,85.0532804344702,B,B,E,A,186.97786834697033,150.7966153544313,0
Other,37,C,C,C,D,B,45.731955819524686,D,-126.59540215603889,E,155.69081528352532,37.49868801342943,B,A,A,C,-98.22171396293108,225.39097983138342,0
M,23,B,B,A,B,C,-15.304411848895146,B,-160.0800204933067,C,-50.0397282271843,-197.588656426644,C,D,E,A,88.73045981557277,-39.40899974707238,0
M,26,E,D,C,D,C,29.38222562053825,C,1.5399721230074754,E,-59.87868747938697,155.9390668014471,C,B,C,C,-65.07113664656626,48.111157693020175,0
F,54,B,E,B,A,C,148.6627436134783,C,-44.25119226230818,C,57.48841971009002,107.86296999793905,B,B,A,E,24.35657615106376,35.55747915991183,0
Male,23,D,E,B,A,E,-177.88422234894608,E,-118.35024150503781,D,123.93789356857224,69.69111416383069,A,B,E,E,-92.7330327427896,-12.137231512327999,1
Female,38,C,C,C,C,B,-31.40899164269917,D,-114.24769854601169,C,70.27272827952045,-72.57698695572137,E,C,E,A,48.37687295721981,-59.28981923749487,0
Male,37,C,C,E,C,C,-222.92273762461838,B,52.70522199395694,A,-21.18177771972123,11.56058549707761,C,A,C,E,136.396743115436,4.089084511214417,0
F,42,B,C,C,E,C,44.15514135352642,B,128.0902700427231,E,12.546721503850023,107.28880141966275,E,D,C,B,98.95598634299114,160.67239786477816,0
Other,73,B,A,E,B,B,104.76303390646254,A,-108.35302447515977,D,-39.422853588425525,-58.660188435620995,C,C,A,E,-10.845611676655238,-53.496630402877784,0
Male,70,E,B,C,C,E,-5.232267067445285,C,-127.80114357364292,D,23.824880928109664,-45.33764089091999,B,C,D,B,-109.80296579535288,136.99156075734135,0
Non-binary,64,B,D,B,C,C,-53.969170098166465,D,-93.46870616510972,E,-7.469650214444224,34.11673210586602,B,C,E,D,-37.14739329632349,137.4768631957178,0
F,44,B,B,E,E,D,-52.70855919591503,B,-23.327926620699106,B,16.64969991865614,97.69660718341012,A,D,E,D,63.43957420422232,-59.16751917204556,1
Male,58,E,D,B,C,E,43.7265526963048,A,-67.992388832701,E,11.042330578319351,-110.3475591688468,C,A,E,C,-44.66858971024873,102.20396020945164,1
M,44,D,C,A,C,D,47.98107312387971,B,-80.41773547784625,B,-128.95048180240553,69.78666755503994,B,D,C,E,-50.347739283549444,85.29948148841845,0
Female,27,E,C,D,D,B,20.588722889396262,D,-69.39081261525106,E,5.604472937741907,-78.40388250167949,C,C,B,D,43.07032064377707,39.15080904108107,0
Non-binary,29,A,D,A,B,D,20.472264090298676,D,-54.79115077740035,E,-24.762460304893022,-54.63743393699565,E,E,B,A,59.680136735512434,13.21288841056709,1
Female,35,D,E,A,C,B,-49.159000889386405,A,-82.45449283813821,A,39.09482741855092,57.5431005110677,C,E,B,E,106.47716378299454,123.66542927567363,0
Non-binary,29,D,C,A,A,B,25.694515063276402,E,-62.68624035684886,E,-95.09876024282067,-170.32059068196764,D,C,C,D,57.81557705182182,182.50725229958655,0
Non-binary,57,C,C,D,B,E,313.12384438926875,B,-57.58898706017928,E,162.81796006824158,104.5394291686534,D,B,D,A,165.28213793543057,52.423927458458074,1
Non-binary,44,A,A,E,B,B,222.67954907581506,A,-31.054401677273763,D,-104.38267703335116,-0.07328235542767311,D,A,B,E,71.01224119101532,30.149073740639174,1
Female,63,E,E,C,E,B,-1.5739581955551025,B,84.55920339535763,B,135.93351560049348,4.808167196976073,A,E,D,E,-2.4528847130876352,-179.17003011652386,0
M,56,D,E,B,B,C,-36.938560440470376,C,-51.504738883797806,D,-167.4396676343911,-24.732219400302608,C,D,B,A,-225.946276051642,-84.09197771633579,0
Male,58,E,E,B,D,E,-35.726807277146975,B,-134.1854611200046,C,-140.5007979967346,13.167659972766032,B,E,C,B,120.06239229177964,-107.12177101474163,0
Other,42,D,D,E,B,C,-20.302680788355534,A,-255.6883822942044,A,-43.81486968527018,85.56131508134251,D,C,B,E,19.78723869398245,-8.430242303674975,0
Female,35,A,A,E,D,B,26.174166362034267,E,-94.50995805391106,D,73.97364080196192,-57.969651022167255,C,C,B,C,-178.87690378451364,45.02540956044302,1
Male,51,E,D,C,D,E,-150.30773824814636,E,-30.508795039670428,D,-58.848985884614414,-12.407139332949807,D,E,B,D,-231.3850740801291,24.91528007736742,1
F,35,B,E,B,E,C,110.24023409084344,B,172.57185633032915,B,18.50635570230632,30.625826199051737,E,D,D,C,-6.300003176569621,44.74388821405969,0
Female,53,B,B,E,D,E,0.004599920885710242,D,-28.758848648625502,D,-22.334722688835846,-146.53643114572083,E,D,C,B,110.03024093870548,3.943556007624883,0
M,75,E,D,A,B,D,-55.59661535111332,A,2.7852127424920545,D,86.27374103848166,32.252879238866186,A,D,D,B,-15.551121429908548,-74.0941030210713,0
Other,69,D,B,E,D,B,-2.8018038301032324,C,66.10311783224726,C,23.85293127796509,-0.8136610245398705,E,A,C,D,42.165832431325015,162.9185884942963,0
Male,19,B,E,A,D,B,-26.8575307151984,B,169.26932327119232,B,204.730220316662,-180.91438018349433,D,E,C,A,-70.00267425650239,134.06899027342308,0
F,49,C,C,C,D,E,-176.32149546762125,B,-44.06934697357149,B,-23.049491705430395,22.231695240880796,B,A,E,D,36.759319554082936,-158.22299315723865,0
M,67,C,B,C,E,E,70.19302434722061,D,166.76714076904324,C,-129.9685306580296,44.962644248754266,D,C,D,C,-72.12032885519612,41.62546188478939,0
F,44,D,C,E,A,E,-151.69115622871664,B,0.5543581343391769,A,-38.999661040152574,147.80040466013372,B,A,A,C,-114.91323386676784,30.3243566396996,0
M,57,A,B,B,C,E,129.0268862942745,E,112.11930387019618,B,68.26702960133701,97.63773483679475,D,D,B,C,-187.81957997515104,74.30888488896534,1
Non-binary,78,B,C,E,B,C,16.641036762081004,C,-105.18625660018093,D,34.1578862914515,-101.52326873068209,C,D,D,E,-89.96688745159513,-112.96998331691319,1
Other,46,C,A,A,B,E,-44.229954640825554,A,-123.49314113159294,C,84.63425369001611,67.01467984918501,D,C,D,C,-50.10850684900806,72.68233972278433,1
Male,34,E,A,B,E,A,-63.22982279998642,A,-113.35720924007695,A,-56.397661839296745,-41.59492945181083,B,A,B,B,-135.20788012597086,-200.83365344952665,0
Other,63,B,C,A,A,D,-121.55444881224552,B,28.54385732620782,A,-244.91781779289127,25.06883225892639,A,E,E,A,37.26129135031257,96.52717599256026,0
Other,22,C,A,C,A,A,-7.731826466034267,B,110.94959790981815,C,41.19369487261265,190.78024561655042,A,C,A,D,15.577179033949976,-134.9904184081369,0
Other,20,A,D,C,A,E,-96.09085731629791,C,134.72753602671327,E,29.15578531525532,-49.28207021852785,A,C,C,E,78.69469476325298,44.87299677400532,1
F,28,E,B,A,C,E,-9.17247791009034,D,-81.00509067590774,A,124.53707146199464,1.1510653301474414,B,E,A,B,93.19573327963872,162.73929415836764,0
Male,25,E,E,E,B,C,-75.94690464241985,A,-23.08344824914956,C,48.04002347187939,94.41489498458108,C,B,D,D,49.486180933361425,46.8090252250857,0
Male,61,A,D,B,C,D,-125.42620387192093,D,-0.7114603070762787,D,128.787279594427,54.626084041759604,E,D,E,D,-42.827822901939385,-6.055228550453293,1
F,74,D,C,B,C,B,212.69933558940477,A,-23.895025767261448,C,32.68612151847572,22.572011380695567,B,A,C,B,-81.39390299113207,-63.99255662005861,0
M,53,A,D,E,B,A,32.273486910948385,E,-89.47414598774309,B,193.13528164680494,-57.93808919572433,B,D,E,A,-28.82150657510446,-211.95241857902766,1
Non-binary,34,A,D,D,C,C,-188.10531137898337,E,88.29523440617635,D,-7.711956939516322,-1.4207853974461413,C,D,B,D,30.2823937458856,52.031944605306535,0
Non-binary,46,B,C,E,C,A,-49.226945178898305,E,-84.32160392355172,C,-45.10842796838066,88.90715135028226,D,E,B,D,-87.4950501677655,-84.90240424161813,0
M,49,C,D,B,D,C,21.696876297784133,D,76.11462154936551,C,46.26917125764605,-98.37012203777358,C,A,A,C,-16.097572049910326,-55.923664458514324,1
Male,68,C,B,C,D,E,111.14384965356277,A,-1.1106002664751564,E,-61.345287321850506,84.185200750546,C,B,A,C,11.700585973730654,-123.2813410535619,0
Non-binary,57,A,C,E,D,A,88.91026575838983,E,116.38900755286228,B,-163.61958280251113,-90.09649654799342,D,B,C,E,165.43621781382018,-148.03654313111898,0
Other,71,B,A,B,C,B,-38.012084804755744,B,-4.610736254967246,D,89.18700555618132,60.4546312690889,B,B,A,D,-159.16015274146415,-27.84293533901505,1
F,40,E,B,E,A,C,105.245769791039,A,16.214023260028444,C,-67.61268957442697,-129.55037311227565,A,C,A,A,110.04388978043697,33.63542463743925,1
Male,33,A,B,C,C,E,-41.86867464277592,C,138.1644439533231,A,-83.16589181965732,2.2700817270683693,D,A,E,B,-79.92018188835185,-117.55528181670729,0
F,49,A,E,D,E,E,28.46026427926636,E,42.85527150268482,B,-23.027227042288708,126.5086988451833,D,A,B,D,-27.654284596417778,43.248568484887166,0
F,42,D,A,C,C,A,82.94643793380045,D,34.0658419900082,E,-22.316350653630032,-90.5193618532547,D,E,C,B,49.65611216038624,125.03972568393127,1
Female,38,A,D,D,C,E,64.3754837743823,D,-94.7574418835921,D,-58.74635191731177,-87.62118451670335,D,B,B,C,-109.7272996391617,-67.7402025147314,0
F,28,B,E,E,E,C,68.3511959043836,A,163.94262668268723,A,-43.595394427857,-46.15415094039933,B,C,C,E,120.45513950645193,-122.65878486781405,1
Other,32,C,A,A,B,A,-44.31309049322057,E,92.77098998248192,A,-108.79152131551919,46.679985102391136,A,E,E,D,-99.24431827118427,-64.26123708249834,0
Non-binary,59,C,B,D,E,A,-140.13176731314846,E,-99.93391787153446,D,-82.4656857403007,-125.87582932393464,A,E,A,D,-6.865386073649414,-36.671980803828376,1
Male,70,B,E,B,A,E,131.99973888545807,C,154.27428365084052,D,-308.8287569969104,113.32146801348193,A,A,E,D,156.54207900132417,-14.723429459034485,1
Female,39,E,E,C,D,A,-133.3218785471953,C,145.3584897953227,C,-65.0661199280479,87.25393948276403,E,D,C,B,-187.24452600353746,149.62343561111427,0
Non-binary,44,B,E,A,B,B,-74.65943425099772,E,-150.1638199800878,E,-6.738785264196433,154.04356369663012,E,C,C,E,-16.619496132781602,-10.948793373934288,1
F,68,C,D,C,C,C,-94.50419482067271,E,12.327470999033308,A,148.99135916912525,13.306209487192353,C,E,B,B,133.74101462867142,180.57145257198817,1
M,60,D,C,B,E,A,22.61256217012344,D,49.97195654498426,A,-98.56614055728733,197.9547986118387,B,E,B,A,104.68126047308152,13.511756199562791,1
Non-binary,20,B,D,B,B,B,-43.3907494264466,E,11.578902780793603,E,133.97351976043169,109.03905638060152,D,B,A,E,42.93009024804911,-1.4293611143006346,0
Female,58,D,B,D,B,E,-113.70227989939114,D,-5.258090083800323,C,-21.58234388706195,55.80789909199406,C,E,C,B,62.37855837118408,17.96570161631178,0
F,77,A,E,B,B,E,-150.39322526507323,E,-7.391617740832084,B,-72.85669895294915,-56.8844205918151,C,A,E,D,-81.90488586793954,-23.75056738888275,0
M,25,D,A,B,D,E,114.35660101543905,A,-73.77961953218953,E,-0.7050081948154691,-27.939281161839112,E,C,E,A,-12.981904418259326,48.12664998700024,1
Other,32,D,B,D,D,A,-42.082370791506385,A,-73.42008740591713,A,-28.94584058750484,-102.12621678859146,D,E,A,A,-42.50035203056102,35.350980359326705,1
Male,71,B,E,D,E,B,-4.499074657017801,D,10.267683847602047,C,68.4548643624259,270.03053316842755,B,B,C,A,16.90239078649088,2.0692870384484228,0
M,74,C,C,A,E,A,-43.36425073269908,A,-59.26713322621002,D,44.33232395724541,18.628398584589114,D,A,C,B,-17.303358825159854,67.45797360530868,1
Male,47,E,B,D,C,B,61.57513570334993,A,-16.067053198309736,B,-76.28686918070434,-73.42248432556869,E,C,E,B,171.48286871815165,-195.50649085238106,1
F,58,E,C,B,D,E,33.48189720647872,C,-75.82902138598814,A,194.6927468447648,9.864370132774674,A,C,B,C,48.458958133626695,37.28015438033472,0
F,51,C,B,E,A,C,106.80668461597153,A,28.872409158035605,D,-227.09956360990557,157.75308432222243,C,C,C,E,56.85959723465434,8.310835890631969,1
F,79,C,E,D,E,E,141.73918525181617,B,-18.387245539560524,D,-64.746654668958,-5.812229158360877,A,E,A,C,-32.67850093293005,195.61181574898058,0
Male,63,C,B,E,B,C,34.548710150978856,B,12.564303633667587,B,-23.955092221791592,-153.4675419715682,D,C,D,E,103.84624269210265,49.48590732525104,0
M,34,E,A,B,D,A,36.550621103839134,A,23.22713123390234,B,-140.90074078206868,178.69488437718738,E,D,A,E,88.6527763140423,78.5446800529046,1
Other,28,E,A,C,E,D,24.551314337567607,E,-26.82890066468949,C,-26.492095280966787,215.46765845530396,D,B,E,C,-71.86037442666391,13.709802739463683,0
F,59,E,C,B,D,C,182.7020875078319,B,-41.004067154461595,B,-13.107718833777687,-117.36410112503295,E,C,C,E,-6.87732138846411,-85.4313573101213,1
F,64,D,E,B,B,E,-49.566558808178705,B,-115.11864040562685,D,-77.5476945796945,-79.94266378884761,D,A,A,C,88.87023783793676,120.77808416313611,1
F,37,B,A,A,B,E,84.30202366929568,B,-58.797479288417044,D,54.76526917228377,13.169457158077904,D,E,D,D,132.5283852819544,49.60705138492173,0
M,52,D,C,B,C,E,73.64377394038927,A,10.480484623462498,B,49.661462374978896,-124.78268590603487,A,E,B,A,-33.70849254743909,179.12873614779932,0
Other,75,C,E,C,A,C,-84.20897301920826,B,151.8247054797643,D,-190.69722169585904,-98.14608160108612,E,D,E,C,-25.364748441099355,-125.48030189493477,0
Non-binary,69,A,C,D,B,B,9.995185463068012,B,-25.917486014077234,D,276.9852433817805,-129.21348179994,A,B,C,E,-136.28162913759581,85.8617238922998,1
Non-binary,34,D,D,C,C,C,-78.57158423267762,B,-47.77000006009802,C,88.12932947657698,10.893257574120142,A,A,D,C,-111.50334715646576,76.63058845031709,0
Female,49,C,E,E,B,B,36.510279870831425,C,-30.12729454708967,E,-66.35240068650968,149.75526717810598,C,C,C,A,-44.744879230285775,98.02804756011618,0
Non-binary,70,D,D,D,C,B,-41.10657136804882,C,-258.34034132238025,B,-63.508682550300186,-9.332163066874752,D,C,A,A,150.5457612265295,-273.6490839477009,1
Male,24,D,C,B,D,B,-53.39404347109331,A,151.6099877601538,D,41.0925768767542,-3.0067736420887305,A,D,B,E,-31.604794254207075,-13.216503325761849,1
F,61,C,D,B,A,B,-18.132227952911627,A,-63.12458072354145,E,-80.75548532004542,-20.692954912382447,C,D,E,A,-18.355060579598767,57.429444865831734,0
Male,71,D,C,A,C,E,-119.168155991417,A,27.843345232037276,B,-96.06559852802607,57.36232511687026,A,C,E,B,-137.94494048142724,-15.643657390153926,1
Other,24,E,C,E,E,B,147.33244693394855,C,1.6648986093907636,D,-193.32813195912874,17.10802393819625,A,B,A,B,111.17939024366248,-4.191242894467349,0
M,63,C,E,A,B,C,-41.91225579982892,A,-25.019457801719685,A,-254.19609791771518,-69.6418303167636,C,C,E,C,-234.1665207580991,-42.948491198217916,1
Other,33,E,B,C,C,D,-9.326415327296225,A,-35.82767429881065,E,42.52930485675223,-144.36260598291844,A,C,A,E,127.13673343396756,-17.348016447496857,0
Female,63,A,A,C,B,E,17.090592766619007,E,99.54614051889314,E,37.43748216821226,-23.332385484653358,D,D,D,E,22.379091114993233,4.16107596912315,1
M,44,C,B,D,E,A,29.6391017355471,D,-157.76576805891204,A,131.5967663424789,-87.85469892626097,E,A,C,B,69.91622015169091,-131.93326584095783,1
F,54,B,C,A,E,A,-74.8325864082718,C,-48.02094152474911,D,96.27209032560934,-6.527356525924088,B,E,A,D,69.63709304846071,-23.379387740010284,1
Non-binary,45,E,A,E,A,C,-45.814150409083624,C,19.36822915619714,C,70.3679563414019,-93.3396011263826,B,E,D,B,31.41195236392601,69.39198893663695,1
M,46,A,A,A,D,B,-61.528723846325285,A,39.58149376810061,A,108.13593738116577,63.98958837289184,B,B,E,A,-78.30169514134886,138.62584886230346,1
Non-binary,31,E,D,D,B,A,91.30735716070635,E,44.38337508545885,A,-47.8568908594881,101.10282546058266,D,B,A,A,-7.585049990552058,34.12694536408751,0
Male,53,D,D,E,C,A,128.93076386557408,D,107.23443911663897,B,-19.224169343357033,12.355989297503701,C,C,D,A,-102.84667063122383,-20.225846651610517,1
Other,43,B,A,D,D,B,132.60127880064007,E,141.18049731348847,A,41.37702225546065,106.22655455736934,D,D,E,D,-87.58552127513782,35.71774559694234,0
Non-binary,31,A,D,E,E,C,131.1049232865086,A,149.66530084077226,B,24.977860245926472,31.084027299486984,B,B,C,D,111.1450358192801,115.66854282412527,1
M,76,D,D,B,D,A,-42.123554686496384,E,188.74028741627112,B,-45.07654710782621,75.05284086745904,E,D,B,B,-161.12656849325816,-89.22681524859792,0
Female,78,D,C,C,B,E,-162.0389467747284,B,61.19643064917708,D,-116.54849378279543,83.38280037406214,B,A,D,C,-50.98285070142145,97.87327234529124,1
Other,70,D,A,B,B,B,45.43115659775859,C,196.51738408157243,A,-192.87268150331408,99.31028117707132,C,A,B,A,58.3562757834176,102.17675150672925,0
Other,62,A,B,E,E,D,109.17906032919807,A,-17.107287836643597,E,-12.423508611679386,27.027119516369947,B,A,E,C,38.963388175953845,216.89118257276635,1
Female,42,C,E,A,D,B,-16.683829105574837,D,74.7989180031037,B,24.748665264843446,-10.015071034421217,E,D,B,D,-94.95201308471157,-37.470535616256626,1
F,77,C,B,A,E,A,-119.50907157633092,D,82.23083904361158,B,-20.545430021102952,87.72274723829595,A,D,A,A,-74.85497016280162,5.746838587091858,0
F,48,E,A,B,E,C,-53.06734665432236,A,74.21819473193827,B,6.398537594829122,-125.82159418216364,B,A,A,B,29.25466098291054,38.67618928818798,0
M,30,E,A,C,C,A,-247.66973707149216,B,-51.1810480168674,D,-39.778769980367564,33.088401061921004,D,C,B,D,-57.65373859782801,247.51586001562393,0
Male,78,D,E,E,B,C,31.096968881520603,D,-94.31496163879484,E,-33.158717849964084,-165.89082025753567,A,C,C,D,-46.63397476645755,-125.96106812011058,1
Other,56,B,E,E,C,E,77.25580304199295,A,-26.179211034486855,B,-85.64446609027496,116.0147047734364,C,A,D,C,-79.75953281802141,76.94379349169388,1
M,76,E,A,D,B,C,-71.44203879996256,A,133.22794786077566,E,-41.55224418073665,-150.68610081313017,D,B,E,E,-16.05008384905646,-96.26395396280667,1
F,19,D,B,C,E,A,-3.4475869638699432,A,47.70061590613661,C,330.55767668815264,0.42825413098236764,D,D,B,E,47.902511085565195,62.642358824597956,1
F,76,C,D,C,A,C,51.719519616722074,D,-58.06468259571208,C,4.465273966274701,-42.147132667667854,D,A,A,C,81.73464303349441,-65.83539830146658,1
Male,25,E,E,B,D,E,7.31653053924613,E,-118.81448249580602,D,-190.30562176354246,-177.13352493586888,D,A,B,B,-24.29901801567112,-13.436591075052378,1
F,41,B,A,E,A,A,-159.05725296425882,A,101.11040344008735,D,99.52950622438723,-145.37083140277142,C,E,E,B,80.1796702545219,242.44568932846326,0
Other,41,D,C,C,D,A,167.05979229656646,D,137.37118121975277,B,157.84936859994338,76.49009473015079,B,C,B,D,-27.5665235281304,58.54006452258347,1
Non-binary,25,E,C,E,E,A,87.94653179636632,E,-47.777530080069866,A,-11.048263853625397,16.6129292944729,A,C,D,C,-128.43796761684786,184.42682693961967,1
M,60,D,A,D,C,E,41.30969594614637,E,-79.76837502546975,B,204.02594138587725,93.7447593725045,C,D,B,C,92.28103241215112,50.689309506564854,0
Female,47,D,B,D,B,E,-73.80261949410253,E,29.62017772941814,E,-52.96352715916771,67.80030389762297,E,A,D,D,-186.0574161109186,170.32762914930547,0
Female,74,D,D,A,B,D,-27.51123749134482,E,-46.44669312768142,C,43.4380938345191,-121.91197669403178,D,D,B,D,12.427093672310564,-154.22128051346317,1
Non-binary,75,D,B,C,A,B,117.95835452601855,D,-128.2719310140122,E,52.04519615637698,-91.27386682249082,A,B,B,A,164.27037148734533,-74.55547089005715,1
Other,63,B,D,D,E,B,144.04252449665236,E,-89.09194800689629,A,99.08306527053236,-30.085570329793903,B,A,C,C,-59.234240735126,43.170605982841195,0
M,38,B,B,E,E,B,-120.69467476924083,E,13.872407432484673,A,-135.37135699777653,-59.86383964555005,C,E,B,C,-13.081860788869221,19.028499425759403,1
F,79,E,D,C,E,D,-152.1297464434894,C,46.38486589852606,A,-27.353069840593474,52.74173097596129,A,D,D,D,33.41115479700203,48.64077962903413,0
Other,20,B,B,E,B,E,-90.37087686169124,D,134.60215340969296,C,-141.6913441812871,8.777369811424984,E,D,B,C,40.104500654860345,127.62782342120987,1
Male,62,B,A,B,D,D,65.28283453276393,A,-287.5351283575017,D,-17.284094656928968,23.262604688891635,E,C,C,D,-97.15629271366676,87.09402706134146,1
M,56,D,D,D,C,C,-103.63648784145474,A,-132.87236219586558,C,-279.0479089579775,-10.463392747630735,B,B,B,B,172.90763401322863,49.406332337588225,1
Male,34,B,C,D,B,B,-14.15016533256344,D,66.76451042913965,B,-214.00040119172306,-226.49536764129775,B,A,E,E,-76.85159506655461,75.9555744450372,0
F,49,A,E,D,B,A,-75.66167811205702,C,-72.28389774305305,E,-177.15790864315463,12.704547164953148,C,D,E,D,50.06890060992924,-144.98444441701577,1
Male,24,B,C,B,B,B,-33.638227616091434,C,-14.546247724965072,B,-11.841836297296053,15.144095632269883,A,B,E,A,-187.145389459104,29.51756116116066,0
M,18,E,C,C,E,D,7.884525888442269,B,-23.537574174663213,C,-72.97975617774361,60.54336610705291,C,E,E,E,24.780326132021198,14.288950733038444,1
F,64,C,E,D,E,D,-25.740223975510663,A,51.564254950690284,B,7.536650559974728,1.0146308726244657,A,A,A,C,218.9032718126347,-76.60941856391548,1
F,50,D,B,D,B,E,27.17814248689534,A,-3.4511794468099657,E,-122.57431350352006,147.23494154714513,A,E,E,A,150.55852693808706,-53.955933755427225,1
F,62,E,D,E,B,D,102.48286584112955,B,79.9356537076226,D,86.78961114912555,15.232763546583541,E,C,B,A,57.356816295514726,-26.877266212463567,1
F,45,D,E,C,B,A,106.52616253753338,B,-78.32194537265693,E,-46.74903904945229,-109.18999158044747,C,A,B,D,105.00958026444206,-116.33047117434381,1
Non-binary,70,D,E,D,C,E,-102.42216013608049,E,-31.69415756009152,C,-51.68723569979332,33.880552154782485,B,B,D,C,118.19325345392926,70.63816604033187,1
Non-binary,66,E,E,B,B,E,103.87735636238271,C,100.05529206214263,D,-127.77394812857368,31.998060971455267,E,A,E,B,-194.43824036091564,37.47528698741262,0
Non-binary,24,B,C,D,E,B,-54.80873755321707,C,-127.11795316151637,A,-45.724305164349516,69.37652837481801,D,D,E,B,171.43077582355303,-204.46726150906764,0
Other,52,E,A,C,B,E,2.922094808625703,E,-174.51658998326818,D,-61.96549099179434,2.950290117440504,E,B,B,C,-43.86684987715651,71.44515143204141,0
F,61,E,B,B,C,A,-45.745989840323865,D,13.283434477247583,A,290.6190980610559,192.5600176616065,E,A,C,B,-254.97372780128754,215.17706386001328,0
Male,45,A,E,A,C,D,-171.68358014692393,A,-89.33058912820873,B,42.746720652979754,-27.42175371096092,B,C,B,B,-69.4346408802353,14.728165505362862,1
Non-binary,50,B,D,E,C,D,3.748999117739065,C,-36.32938950571097,B,-19.853318479548115,-63.23553466084213,D,C,A,A,-146.7589219809327,-137.22234775971452,1
Other,54,C,A,D,A,A,-23.608401464892598,E,-40.32494230978463,E,9.307748527450094,138.2014166266543,A,E,D,E,162.73803459628806,-43.10988706631196,1
