handicap,AgeGroup,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,target
Both,51-65,D,-222.6773275008641,-40.18214546372975,125.74153464186443,E,E,-109.38332096665162,A,-36.80546481913301,C,1
None,18-25,D,120.193576252908,194.89027325480012,255.180005308174,E,C,16.933147546409515,A,-68.61594903526617,C,0
Physical,36-50,C,17.830318958715228,-4.718445623792409,-57.1203596383065,B,C,128.64333909093673,C,-48.50148744520556,A,1
No,65+,C,57.690765020300994,-140.14365407447355,-90.89401215830087,B,E,41.737007864823845,A,-6.226021108179406,A,1
Both,51-65,C,1.8798083861093835,-61.33595784077583,52.03667676747779,A,D,-91.32259939195116,D,11.600707740717711,C,1
Yes,65+,C,-23.74973390377961,-299.8504697075555,83.11605972212173,B,D,103.872386987841,A,-137.13327013929427,E,1
None,51-65,E,-179.07530173428015,199.37488346652893,-72.46531937216433,C,A,16.68945292942385,D,4.920929572975219,D,1
Yes,26-35,B,-235.7422146229565,-97.0856004445378,-116.6651382849279,B,B,-94.81236977069169,E,70.76584700942746,D,1
None,65+,A,69.76572293883491,47.45809941244931,-15.690047519745578,C,A,67.02342827631738,A,46.46107111664322,C,0
Both,65+,E,-44.61688786766907,14.44062403972373,93.11278154915567,C,B,33.055132057539936,C,-21.65668791529741,C,0
Yes,26-35,D,49.28384083473237,184.13931168970765,55.61549890521006,D,A,73.32445805690264,A,-98.20896739333897,B,1
Physical,36-50,B,-102.3051849171472,87.36856755013763,141.0320394899317,A,E,-44.38630253414287,B,60.22130063581762,E,0
Mental,18-25,D,-84.96458986559449,-56.43616814741526,11.693017813171807,D,D,1.438925287460246,A,54.48714787902147,D,1
Yes,18-25,D,-79.14303563403739,85.41859307342354,131.00585404730566,A,A,-22.43529509027847,C,174.81748234987447,B,1
No,26-35,C,17.301569868302597,-95.29055308335666,181.8072286955565,C,D,49.991505913613025,A,-171.10462750060955,A,0
Physical,26-35,D,-34.04254661421908,-53.46586203275228,-20.314628372979815,C,C,-89.64556427884017,D,-36.33224965783023,E,0
No,65+,A,85.32621580063527,33.68838821998484,-103.20146280161057,B,B,149.24970811366322,D,-171.71309593369477,D,1
Mental,18-25,D,-81.64818502396753,65.9956855149861,-31.496157313360225,A,E,-36.59952936555082,B,197.0969533510695,B,1
None,65+,B,214.74617140175786,73.70387607045433,-171.71407058220697,B,D,-213.0659690928856,A,-82.80998916968723,D,0
None,65+,C,225.33920123716223,54.160350180953095,108.77494537978525,C,E,19.00090159310236,D,0.5237988393873716,D,0
None,65+,C,-209.7060387092169,-55.15711289622536,-58.858446549957186,C,C,3.846370802946581,A,-198.51788639323317,B,1
Yes,65+,C,77.75526918227193,60.74262868175248,-61.89007474674336,D,A,36.699332836753086,C,-145.8791012460039,E,0
Mental,18-25,A,-25.181792861154793,45.72431434468737,95.31487382925383,A,C,77.96579133966257,B,47.78687644660096,A,1
No,51-65,B,121.67196946698171,-52.7204125600351,-2.5150976988980234,B,C,-1.1887556875370429,A,68.49424156107499,A,1
Yes,36-50,D,163.6641865656052,-71.89469765464756,-157.96364457716697,C,B,43.054694728635404,C,-123.98817101219602,D,1
Mental,26-35,A,101.15923983752735,52.02205341158144,4.3411581108315325,A,D,72.37661201471217,B,-1.7882787567745486,C,1
Mental,51-65,D,4.20184382764412,58.0887071313718,123.50855407554758,E,E,-27.106787122456648,D,-130.1302359376551,E,1
Both,51-65,C,-47.60154808614765,141.5571234296842,29.06714027433293,B,D,32.981564317576435,E,90.08055757898505,B,1
Yes,26-35,D,-56.8965122384855,-95.53119593896497,52.29869252956264,D,D,142.2401513714825,D,207.55393094936417,B,1
Yes,51-65,B,-205.16300529599278,19.27670921465556,50.70495514248283,B,D,-137.07258325675323,E,157.61577809418458,B,1
Mental,18-25,E,233.2694362867649,-16.47332230903564,1.751851838153782,A,A,-38.82520842380781,A,4.791067971342988,C,0
None,18-25,B,-137.45309430965798,-184.4448304456503,18.84260756918412,D,B,-200.4947851908375,C,102.25159883915755,A,0
Both,26-35,E,63.710703164326475,167.29988585162198,18.544993531179756,E,C,23.341974757640333,A,16.660559551408383,C,0
No,65+,E,-31.676975763682698,-44.67373708953762,26.645465743914514,B,D,-177.84051644876928,B,160.11857686390059,C,0
Mental,65+,B,-103.20420918838245,-65.77658090341342,-80.14815090195007,C,D,26.365344064398737,B,30.91931955278881,A,1
No,51-65,A,78.20829083022292,6.7947530096865645,-57.487406194743805,E,A,-1.4858604006475908,C,-108.34178853853864,C,0
No,26-35,B,-81.06950833967848,-162.9528599368687,-26.02371188153252,C,A,113.89652787070558,A,-7.622614355517052,A,1
Both,36-50,B,-8.344225221849939,35.21486220651715,-31.251066270864758,D,B,95.44020754683834,E,-76.93065703644851,A,0
Mental,51-65,E,-37.64001306700052,0.9124259608785061,-43.989584748949895,C,A,-168.1025412062974,B,-81.02185924292151,C,0
None,65+,A,-173.85379895520558,-3.8617945268839375,177.9416442190729,C,E,45.47906928254582,C,-68.30334377536154,D,0
Yes,26-35,A,-89.71518204343857,-101.5026225964085,2.516986964219136,B,E,90.46144036797872,D,47.63590670312533,C,1
Mental,65+,B,3.330570053488694,-57.112364735679385,-1.0955090206402185,D,D,59.595022071715384,A,43.242694753004,D,1
None,26-35,A,87.49357796428401,215.79217945149617,-34.18839664128983,A,C,-116.12573241966722,B,-58.58076074756984,E,1
None,26-35,D,-77.42081184634999,31.108389966372357,-52.330520912799805,D,E,-6.851619292658216,E,65.13154068460112,D,1
Yes,18-25,D,132.3980821488105,-66.23715917538856,-2.062523642094434,E,B,60.362978997324376,B,24.62819123142788,C,0
None,18-25,D,-44.09205504402804,-180.70593035625348,-79.71557630396435,E,D,-20.47221867266689,D,-102.03884429198133,A,0
Physical,51-65,C,62.59386769778541,19.692622418047026,-58.46207629688713,E,B,105.23026889529635,C,74.97418932999621,D,1
None,65+,D,13.052174102032962,3.8866119304383204,-44.69050624769804,D,E,96.25200960162242,E,56.07147396328656,B,1
Yes,65+,E,-175.38850218738793,229.18850113461073,-30.599410447475,E,E,136.46936111594468,B,-2.242855389029977,A,1
Physical,18-25,B,-133.9367143452092,117.59037455484709,99.10801865488152,B,D,-9.192052257878805,B,-121.53220709221499,D,0
Physical,26-35,D,54.77965935512101,17.944608985648262,106.85328388948095,E,B,-19.67777988110177,D,87.5219958115937,A,0
Both,26-35,B,17.766284136409954,-11.094591818315957,160.16945639395942,C,C,4.880005322105951,E,-37.66203027768572,E,1
Yes,26-35,A,71.68796589931202,-36.0868745353913,-105.05903992272316,D,E,-111.11352539234313,A,-139.2348779468859,B,1
Mental,36-50,A,-85.07224060152532,118.48483204942602,-64.67887926452303,A,A,50.1644624306155,E,87.76214111216719,E,0
Both,51-65,E,-20.84173018727595,-44.9941991905759,36.29373470381602,C,E,66.21231663838493,C,-124.89113529533635,C,1
Yes,51-65,C,-151.65848661204103,72.59614449710762,-169.4547364780175,D,E,180.92432791052295,B,133.16490484266595,D,0
Yes,36-50,D,-5.309273429919025,-142.4146192070666,207.45713462248224,D,A,-20.76880105719966,E,88.95977804918765,B,0
Both,36-50,B,83.54445619396238,198.10082440462594,42.59058578628493,E,D,-128.52601587976855,A,-35.16711024129181,A,0
None,65+,C,65.63289452727518,-115.91668418200362,82.13547929036528,D,A,-66.26969520382706,A,-118.79569398225438,E,0
Yes,51-65,B,50.81103833742537,-33.64082990541788,15.539080737453908,C,A,15.453070059345798,C,14.14005193291415,C,0
No,51-65,E,78.46129612498187,55.260132708532225,-79.38549954223288,C,E,256.477864523693,D,92.42555603143957,C,0
Mental,51-65,A,-2.53531590711512,-4.021277647214371,-6.859451608811412,D,E,-56.47999812833488,D,132.7766438267911,B,1
None,18-25,B,-69.17063932755902,-24.077436318878775,-251.22924629588317,C,A,-117.64093704338158,E,-147.2996191582922,E,1
No,65+,E,-7.533911368439671,13.590607620257872,20.829491611546754,D,E,-77.74582132589144,B,82.51993299684865,C,1
Mental,65+,B,31.122917763907516,6.436365847049386,-27.45903236366583,C,D,-26.281368265718214,A,53.473609477464315,B,0
Both,18-25,A,55.6978665441534,-92.97579499119234,145.65035808939882,E,D,-156.85746273213158,E,-137.30737473023743,D,0
Mental,26-35,E,-16.775807041662528,-262.7281294667956,64.02605474767736,A,A,-26.649276590104176,E,-9.205265513548014,A,1
No,18-25,C,35.634753712963736,140.7300706164621,1.3682775382783312,C,C,-34.541649741216425,B,52.45975935006464,D,0
No,26-35,D,-101.10007947967684,-30.582318191789852,-126.62444637980582,D,A,22.386191509305487,E,-4.569710514972664,C,1
Mental,36-50,E,-23.840726607508728,-78.23737507111537,74.46885845736546,D,C,222.32386875300367,D,2.1393489654667373,D,0
Physical,18-25,D,123.13405737124945,-126.02153014048783,12.890630311810705,D,E,161.614078037375,B,-80.19252757045001,C,1
Yes,18-25,D,203.49308088732124,49.03213228829962,133.1745796990718,D,B,71.83774710963864,A,-152.98397679720176,E,1
Mental,36-50,C,19.164441355164104,27.378619631679296,-141.83835930758104,B,A,100.25219893493326,A,124.27742451579462,E,0
Yes,26-35,B,20.131245138862,42.58260438480128,-111.98711715399003,D,E,-39.95662485667623,E,31.541602623915804,A,1
Yes,18-25,C,58.34766336124007,10.694953352475263,70.37833840339401,B,D,60.92890689042553,B,158.5167594938935,A,1
Both,65+,E,135.2471591216607,0.4000067229280419,30.662578763605445,B,D,-36.99139763605836,D,-25.15629063770225,C,1
No,18-25,B,-47.83759240277879,-74.37666914088496,59.90524243091863,A,C,59.33306629013788,D,-131.60792757941888,D,1
Mental,65+,D,-36.56210647089284,118.85985853863954,-83.175157287391,A,E,45.06519761697233,D,3.4527254798288074,D,0
Physical,18-25,C,62.68573721776976,134.14939836281349,21.348822313807254,B,E,60.007454067933516,A,14.306094197748163,A,0
Yes,36-50,A,64.07514766445547,80.7513502560725,67.58297424913944,D,E,-119.36213096779744,B,80.72684913879797,C,1
No,65+,C,71.03581174888062,-42.59389590571765,46.116810911976266,C,E,58.250400406984134,C,83.49846156138192,B,1
Both,65+,B,-75.12797284792634,-27.57287126178606,-80.82823278797203,E,C,-7.941178508674699,E,-32.668877878688754,A,1
Mental,36-50,D,-162.97931281794513,-32.02754089026886,-65.21378400451744,A,B,33.94003026562847,A,-68.61968401454293,B,1
None,18-25,A,104.08476034402305,74.6771747537783,99.84011545962859,C,A,70.16283747233214,B,-95.60425537907946,D,1
Yes,36-50,C,-50.02408581947706,136.69559570380173,-5.144263222501948,A,A,-23.892737112682465,A,-128.5080836696603,E,1
Yes,36-50,D,-28.005006087049857,63.13416719548843,-37.41699771365086,D,E,-5.91926301900966,C,86.65261180621297,E,0
Yes,26-35,E,143.18312567036645,148.72923622672474,16.364273784245672,D,A,-25.782412523947535,D,-72.90354750090114,E,0
No,18-25,C,-63.640028376717936,51.991337616241175,-43.36585333725972,B,D,111.01051176645889,D,145.5413022519966,D,0
None,18-25,B,-16.558789694880527,80.93879680514826,-98.67346213204567,A,C,39.772344999799095,C,126.33171326671646,C,0
Yes,36-50,A,169.34066659066033,52.00603978744955,-12.006690921386435,D,D,40.2455410592315,D,-55.42482973727635,A,0
No,26-35,A,-146.47060325548395,-6.652836935829461,138.7946262457108,A,E,-94.46563636654442,B,-192.6598218828741,B,1
Physical,26-35,D,-5.952021235989691,113.81067931819902,-78.17960852666891,E,E,96.32675762941969,C,-287.3580813430084,B,0
None,26-35,E,-139.90995359356714,213.20584070030085,-7.132005009363905,A,C,-79.41204570548221,A,-75.84024437148315,B,0
No,18-25,E,-76.07047842521058,-66.67813457141678,-90.05165560446699,E,A,-225.40877446020718,B,-35.25217140803846,A,1
Both,18-25,E,-175.03690515650104,-296.2470002548166,-60.16687183627678,A,C,-43.07631694974518,B,-22.744698565434334,E,1
Both,51-65,C,-130.21291490705457,138.52470179641315,44.0538174311429,C,B,-167.42417769603196,D,18.754543459778535,A,0
Both,65+,C,142.76976011374728,-4.981974824756976,-62.247743011595524,E,A,-30.97022004870114,B,1.4310149003965833,B,1
No,51-65,C,74.23317541763966,-150.491777435295,-56.87961235604914,C,C,-51.36692080714917,D,4.420268787963446,B,0
Both,51-65,E,60.822145990484586,148.5980468294602,-135.5073711230581,A,D,-55.87840288203639,A,-37.052944472288154,D,1
None,36-50,C,22.595660387931822,76.17995107820951,97.612627604423,E,E,-177.5581892638823,C,12.952912230798793,D,0
No,51-65,C,-95.84854007720826,79.37777520568157,40.05899730226184,E,B,217.7103542223156,E,-127.18432895409859,D,0
Yes,18-25,A,14.248049733877552,51.22662381239992,22.98783854837,D,B,-95.6734434119789,A,272.0026881461355,C,1
Yes,51-65,C,-46.88907976757634,14.337778176891916,-87.89535457702956,D,C,-56.932082624578825,C,268.3805457269787,B,0
None,36-50,E,95.18695149214483,63.11329266684873,247.5214135300293,C,D,-102.5326987718921,A,38.84160321395788,D,0
Mental,65+,B,-73.87122314932789,-52.62892594438128,84.27777320650077,D,B,78.27449541339845,E,-90.58435805628365,D,0
Both,18-25,C,87.25088875759667,149.77680205210595,-144.12599737079765,A,B,-67.04752217283625,E,7.630781963070958,D,0
None,51-65,B,116.1775514117386,-57.31156844809444,-27.67783777015852,E,A,31.867539949862028,E,-101.26929927412584,E,1
Mental,51-65,B,191.41557856908503,-63.34696651707489,49.97078964867362,C,B,-48.444988334480136,D,75.5607609776219,C,1
Yes,26-35,D,-30.309160822887332,116.70073060761116,39.1667611362794,D,E,-27.003590680635376,B,81.4045223258829,C,0
Mental,51-65,A,28.92236533366089,-22.38625853269442,-50.98554662944422,E,A,-284.68781175725957,D,-171.35041424078153,E,0
Yes,26-35,D,-80.95919473574851,42.3888377172127,-32.061878228924954,B,D,-50.46598193433156,E,38.399724013315826,A,0
Physical,18-25,C,66.19088941227933,0.3166367296886818,-118.78482195713238,D,D,87.39134220128395,E,-87.29338582826439,C,0
No,36-50,B,159.28992071454405,-107.12507864862326,-57.75491528518527,A,B,-165.47889956177323,B,50.026973363395776,A,1
No,36-50,B,-29.762924961676074,-45.15529184256145,-71.15058858242293,C,B,70.67159414670073,E,31.635552585550446,B,1
Both,36-50,D,45.37778946178498,101.5776489703325,5.907876264556644,B,D,-109.32370819672292,A,191.83014420467148,B,0
No,36-50,B,45.744619841799725,-54.55482872988369,179.34433646978385,B,E,-3.7163147078966707,C,-12.764334698651203,C,0
Physical,26-35,B,-90.68710629036806,53.131618799617385,-21.13058878216168,A,B,-118.47141854753124,A,-73.3236174028961,E,1
Both,36-50,C,53.11425298167484,72.44657496091978,22.389528008789934,A,E,-190.00007522613245,D,156.00932248989602,C,0
No,36-50,C,49.031888138117445,112.00313214019621,-29.761702383938704,E,C,-65.13181891663554,E,26.90099417730789,C,0
Mental,18-25,E,-27.645129059124184,-167.35511335766464,-56.32188304708217,E,D,-39.63563880782954,A,-64.08217216888785,A,0
None,51-65,B,47.37985464080984,150.32507184912092,-71.27427001161128,C,E,-155.58821745792082,D,-24.4075723906024,C,1
Mental,36-50,B,-109.73390848674833,95.44953314875042,26.877472315284013,B,C,-168.75547643186252,A,131.44057456006772,C,1
Both,18-25,C,145.13506728658936,150.81986169550572,-68.42108887750874,C,B,-40.891606671064324,C,-1.0345960947431276,C,0
Both,18-25,D,10.193160078223562,42.882770909639724,-19.678526785856608,D,C,-193.85694300820052,E,52.12922197382972,D,0
Yes,65+,C,30.651180337042362,-91.81781148147816,69.49329400626759,E,E,75.52069021436647,D,70.26288881405682,C,1
Physical,18-25,A,-73.20202528750667,202.65560243219488,-89.0276759184257,D,B,86.94763602178622,A,96.68910065120232,A,0
No,26-35,E,-192.90494354322738,-46.74372708667629,1.1908838870441893,B,A,-109.56167775141652,D,-57.681715357592914,E,1
Physical,65+,B,46.67441473262323,-88.99338678932531,-76.79091768285943,D,D,13.715368989316925,E,-2.158656601347154,B,0
No,65+,D,29.124948685563375,22.158837529252168,137.53396648150962,E,A,-34.908558944235594,B,-203.55165490922028,D,1
No,18-25,E,-134.82617573376797,-7.790566788472625,-89.67761975911867,D,B,-9.271013746366755,E,-35.03304019151238,D,1
Yes,26-35,D,-193.1136450330598,35.44656441696419,-105.2481431566588,D,D,-58.95257155920507,E,-41.716696849015996,C,0
None,65+,E,-67.14944920138822,-176.023987956317,-47.81645291852298,E,B,-58.20491489745714,E,-83.9019262404857,E,1
Physical,65+,C,-158.0897432593212,-101.83992612025973,-36.45723846273087,A,B,62.775686927687545,C,32.91160217372017,D,0
Yes,51-65,C,-108.21687119948156,5.6174767141857735,-135.9118336629761,C,C,118.57811746287452,B,-71.45729338951561,A,0
Physical,26-35,B,-9.003642236537443,234.45094468894249,-24.035431512497116,B,A,43.91146713047232,D,-87.03476605322953,E,0
Yes,26-35,D,63.537277721789195,-156.46140437514617,9.73780345764223,A,C,153.49970208024476,B,-43.96329115418007,B,1
Physical,36-50,B,-34.232052513234414,191.8429112609979,167.02409932730615,E,B,-82.8286238074569,E,-14.97556839111411,A,1
Yes,51-65,A,129.65184922904083,-92.41594815919736,-132.89763779691367,A,A,120.20665445914638,A,-133.4507246813133,A,1
No,26-35,E,157.6581790532038,175.53424651657286,75.26536150128732,D,C,221.36447796102087,A,-53.95793928077379,C,1
None,26-35,D,-102.29498913019445,194.90903435055228,-6.738220819390474,E,C,9.903708398273116,B,126.13721162229552,E,1
Both,26-35,C,-27.099620547909208,77.57665821768512,47.34740488308212,C,E,-55.644245776581634,A,-259.4368219434449,B,1
None,36-50,C,-31.28672244636575,72.0987047855098,-42.19636852779653,E,E,44.55280091791673,E,86.50375820840385,B,0
No,36-50,D,-107.74024969254069,-13.730323429914678,-16.66064263516272,C,C,-17.41227205272176,A,-57.023071505040825,D,0
Yes,18-25,A,-10.374593838556285,-29.20867088928263,-25.824207767687664,A,A,109.0991135031576,A,-13.496062929671677,E,0
None,36-50,E,-203.64062618338963,-47.743386998123476,129.00770504615622,B,D,-28.487058616047918,D,88.917956267341,C,0
No,36-50,D,10.761942237674736,-49.705353741219405,52.32913828760821,B,C,-129.67892952931558,B,-9.577279267091422,E,0
Both,36-50,D,66.75397464226498,-140.1477331649999,-41.996150249327194,C,A,23.487816067031744,A,57.98229805105344,A,0
Both,18-25,E,-44.626316801193646,119.39204214606522,9.887637048832998,D,C,-51.426714487158534,C,-7.342647476926753,D,0
Both,65+,A,13.875891167065374,-70.4768415481618,-135.73606132424848,A,A,24.95203998066249,C,-273.97512862482284,D,1
Both,51-65,E,12.43168314968557,-1.4268089414628835,-58.480770174821004,D,B,58.026242986631885,C,46.17699661234106,B,0
None,51-65,C,-72.86464099005691,-18.80135346744248,62.7568995770589,D,E,46.75467264392288,B,-39.431491951470996,B,0
None,65+,B,-190.01020406664497,31.650091616350757,9.141522228298768,D,E,2.895721883159729,A,-68.4380214008332,D,1
Physical,36-50,C,11.626184568270634,-38.77511057570335,138.43324522612176,C,D,24.89885129909801,E,6.694274460657421,D,1
Yes,51-65,C,11.849042291402537,20.96097700260568,-16.35714145651517,A,E,-66.78814986845126,B,-8.172025588645946,B,0
No,65+,B,-275.0940188350019,23.739795411915495,-97.68682676912792,C,C,28.353127308528613,C,55.087697737816384,B,1
Both,18-25,B,-215.17607669056412,183.2267383807155,-102.82626288734535,B,E,52.58209007503864,B,-99.83814072491063,D,0
Yes,18-25,E,-237.14635362812172,38.278793226052755,-114.99598128939803,B,D,82.06515311358483,E,-250.70810260646996,E,1
None,18-25,C,43.03738997893832,80.81992569511567,110.90672078659314,B,E,-23.268165454219076,B,189.06131142085727,E,1
No,65+,D,59.07216991714602,-181.31960511185832,9.377430184984767,C,E,44.94635779154106,D,82.53282539108292,E,0
None,18-25,D,-190.02226367494,106.56157092563781,1.1481977917974266,D,D,-176.4503046310472,E,55.8057438475939,C,0
Physical,65+,D,-30.904298987968627,-37.24868738319998,4.439476995540044,B,B,-30.06221156885256,A,-129.13914864530585,D,1
Physical,65+,B,161.13618177689017,2.750993833823514,-19.652731406576173,D,B,-38.763001786582294,B,115.20568979473687,E,1
Mental,18-25,D,-9.15802305716214,-77.37243355658498,-79.3332203654432,B,C,31.01607559302949,D,146.61394107304838,C,1
No,65+,C,-6.101285601936336,49.06356081719215,-65.45613524816795,C,D,102.4941669262711,D,69.45953371033796,A,1
Physical,51-65,E,-96.16704674848198,-154.30471179155631,53.49119735070026,A,C,97.50941475018206,A,-31.00504735168595,B,1
None,51-65,A,-137.21511638105295,-94.15198667182025,-78.68308068879325,D,D,-96.1404570380169,A,85.69412664105914,D,0
Mental,51-65,A,-33.18479991721659,-60.50374591926475,82.06810922311496,E,C,-140.86059350699963,A,28.062932993473126,E,0
Yes,36-50,E,162.20168512077421,-24.306623684697453,101.40305891757376,E,E,17.14756715828796,E,52.39126364668869,C,1
Mental,36-50,B,-90.89007530206682,21.766084290388953,79.81363705931801,A,B,169.72726960347563,D,-183.27107674811973,C,1
Both,51-65,B,50.11230244616579,-119.22623898755833,-2.6821548355503917,B,A,-28.319972159957246,E,17.834746953190365,A,1
No,26-35,B,-78.74182007500559,24.551828400361554,7.750411514002262,C,B,76.84326500105195,E,-34.622360269585776,E,0
Yes,51-65,E,13.508282952900647,-34.16286875058505,-299.0400192220405,D,A,73.35487534367172,B,74.2973740353423,A,1
None,65+,C,-130.76733461749237,-16.588918778411145,38.61084107590713,D,C,23.69491955900983,B,78.28475599297397,E,0
Physical,65+,C,5.694200883608888,-23.433610174618998,-5.18386593503346,D,A,23.315963105939193,C,-43.97647391161913,B,0
Yes,51-65,A,190.13776921132833,198.25864642987833,85.70391929449627,E,B,-98.22661500599446,A,82.55266670514142,A,1
None,36-50,C,-21.758881804617612,0.8391745336489096,-92.57602391247434,B,B,-0.6643135512899035,B,179.15784918125172,B,0
Mental,26-35,E,-3.316758789626198,-12.15917936521081,42.97262334854028,E,A,-85.12761598203006,D,47.99344432526496,D,0
No,18-25,C,88.19223667860075,-76.8223440849437,-88.1704268435776,B,E,78.09621811329917,A,108.15857852338296,A,0
Mental,65+,B,3.5464518819735327,-96.92301570404727,130.2459886009565,C,B,-253.64518058651097,B,-125.12726639104773,A,1
Yes,18-25,B,28.53475037790561,54.0424233297743,-25.389168644731235,C,C,-119.29690401056148,B,-10.902904937027333,B,0
None,36-50,A,-101.4049510421884,101.96802718726113,113.18399526739857,B,B,95.53302454033134,B,-155.2800358993053,A,0
Yes,26-35,E,-112.51836766152896,-67.70739960588962,-103.09078010871164,B,E,-137.87681206234294,A,160.3797950515043,E,1
No,26-35,D,40.53124135564119,-54.94022923688866,41.38037795856437,C,B,11.431649738232302,A,-93.83970298632663,A,1
No,26-35,B,43.502724389452574,-40.12943257927232,-70.5627229093362,D,D,-15.887452891707326,B,-15.921314474838958,B,0
Physical,26-35,A,-96.41644557682687,-99.03058872357599,-52.758411294444365,D,D,-89.64204331839571,A,-38.18269097764455,C,1
None,65+,D,54.35503051268429,-236.09471774294892,-166.64494743554562,C,E,148.8341274367341,D,10.276461627613795,B,0
No,36-50,D,69.40843953904565,98.26005760037447,-121.04978198147589,C,C,206.88759365355068,A,84.47132557802908,C,1
Both,36-50,D,-199.51575202016264,19.20308027029653,-202.75452001282412,C,B,111.41221155430223,D,11.846290809273679,B,0
Yes,36-50,A,110.12906241239013,33.54884690260792,-88.61300770467798,D,D,12.162264257269124,D,71.53025751614457,A,0
None,26-35,E,-95.02158904612747,-70.26959290750182,52.84223573441215,A,E,-81.45848373298786,A,-131.1591279305569,A,0
No,26-35,E,58.263081499797224,10.85315816842421,274.1512732043208,A,E,97.2864308379948,A,-42.283044261340166,D,0
Yes,36-50,C,-138.78445544546537,-2.383778738080289,-215.9144466241672,A,B,-143.84939643957622,D,97.98144765663007,D,1
None,51-65,D,-251.28702821813295,-180.90582343380237,-111.53839055097035,D,E,-42.965532500147596,E,132.10462095476544,A,0
None,36-50,D,-40.56014107227048,79.505035350541,29.054493712796177,E,D,134.10569366638956,D,136.24389546789166,B,0
Mental,65+,C,-69.69732407977413,-132.4667146169074,20.27229323043883,E,E,-1.3705191878538345,C,133.39244822517182,A,0
No,18-25,D,-64.7450895357689,15.952714208409683,-66.92773385042308,B,B,-28.60655311638787,E,-100.88708114784117,A,1
No,18-25,A,46.87071724872048,10.477075864237275,-12.067955751811068,C,A,-3.3031869691509073,C,-167.76928480682864,A,0
No,65+,D,-58.655615322410846,-120.62074524029083,62.47548769168386,B,D,78.91953382206589,D,88.18703690360174,B,0
Both,26-35,E,12.309942214190144,-42.31368842395663,-122.27981251105334,D,E,-137.8090656672767,C,-113.38147290767608,C,0
Both,18-25,A,115.80876090227261,2.0019023924718464,-10.826561941657866,B,C,21.208644186348334,D,-74.92853111619166,E,1
Mental,26-35,C,-99.51138121704747,-8.716607879313965,37.43469228629249,E,B,-45.127135918416485,B,6.171839855438296,B,0
No,51-65,E,-85.45544308537507,7.793898918121725,11.339363137464744,A,B,-18.902553355616185,A,-45.83437728646268,C,1
Mental,65+,E,-166.07765363666144,-24.634931709385352,-199.92368584011476,B,A,-149.05697369623627,A,-62.112526118650614,E,0
Yes,65+,B,-58.579937629113246,19.343426142864686,-191.57626368757013,E,C,21.12238708440266,D,74.61985787071579,E,0
None,18-25,D,-23.175703075450123,61.08378276004473,80.69157495639264,E,B,101.615295738709,E,37.81691675468266,D,0
None,51-65,C,49.54203405330943,-34.80531721239941,85.87294723752359,B,C,43.353675705573146,A,37.147376870697634,B,1
No,36-50,C,37.2952566349458,-67.10655615133744,12.385849527143789,A,E,-131.86746631815183,D,185.2000236757386,D,1
Physical,18-25,D,72.93081147961435,204.19777882444694,-33.098395052318054,D,E,147.16769724177266,D,-3.85280222393522,B,0
No,51-65,A,-111.0793207983139,73.90968488815925,0.6212054069593886,E,B,103.8679846761456,A,81.40183974407962,C,1
Both,18-25,E,116.8763754272577,-71.45835526622129,-59.509848959047986,A,A,-46.21217087772997,C,-8.595380962086121,D,1
Both,36-50,E,49.15075090850984,20.910001973009237,-129.51185986276175,A,D,-8.990807898458266,E,70.37219376313088,B,0
Yes,51-65,A,37.49262364951681,21.410416408849507,9.517754641384496,D,A,-6.12278789046271,A,33.39887788464201,E,0
Both,36-50,E,-109.47922835018653,-162.79083275195995,-5.6075457366358075,B,B,176.30020066182792,E,130.49765944630883,C,1
No,51-65,C,-46.92539242648881,-288.7502959973637,92.48330221583029,A,D,104.00237510136667,E,51.605836063642855,D,1
Physical,36-50,D,16.469893437419184,-72.24643245630999,89.7524681177502,B,D,58.84593807631806,C,-4.96544260927195,C,1
None,18-25,A,-77.61483176169851,-42.71188402844813,84.24060838645119,D,E,-70.93898116424732,D,50.580231235597225,C,1
None,51-65,E,-91.91005668348589,-14.46212530266108,60.868302020879405,B,B,-83.71982615936699,D,-172.4964969211777,E,0
Mental,36-50,D,-1.0871137598186613,-83.97491758290089,-67.37758766125759,D,B,-47.2323572220926,B,21.593840450357753,C,0
Both,26-35,A,-16.103475951222435,-75.88463437963374,59.81757649588326,C,E,-23.341396413867397,E,119.77214724480699,B,0
No,18-25,B,6.6047131874080955,120.8725171316744,58.71641347628185,C,A,117.06063349985187,C,-25.807414693600002,E,1
Mental,26-35,A,-11.57296189099808,-26.898260349990988,75.46640538409338,B,C,24.39279163918969,D,-95.30742402937055,E,1
Mental,18-25,B,95.9521257460186,-91.34852198633745,-160.82338110775166,C,C,78.96517878397782,A,-24.28992515428583,E,1
None,18-25,A,44.73130110165698,-68.28095063049938,-145.73915006456926,B,A,-14.9102817913807,D,-192.56262971057646,A,0
Physical,51-65,D,100.01321573734062,-106.0003747988084,-114.40118102846766,B,C,-96.50256163878502,E,92.634932374423,C,0
No,26-35,B,86.97577121100082,-5.142163037985019,-141.36231367851775,D,E,33.630373901582686,E,40.434201671994636,E,0
Physical,26-35,E,-34.73779363250677,32.33414392626644,-119.29462124386625,E,D,9.376764124947798,C,4.249590749186433,D,0
