Disability,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,target
None,A,E,-46.54439630386597,E,D,C,E,31.04836752387616,1
Mental,C,D,163.27828460222833,E,D,C,B,128.94891650668993,0
Mental,C,C,31.114049509438097,A,B,B,C,-114.61855828748104,0
No,E,E,20.876560410607016,A,A,A,B,1.8443032257371168,0
Yes,D,B,28.301565967959814,E,B,C,A,-65.85656252654253,0
Yes,E,B,1.5693279807366265,E,D,D,C,54.70070615194511,0
Physical,E,D,27.45769600389148,A,A,E,E,37.783058595923556,1
Mental,B,B,-94.10083679397778,A,A,A,D,56.39455218523318,1
Mental,E,B,-30.473647991583686,E,E,D,C,-45.16128724735354,0
None,C,B,-22.01812042073865,D,B,B,D,127.31253789791009,0
Yes,E,D,19.182296756847187,C,A,C,D,-134.24428298989744,0
Yes,B,E,-92.59010052479653,D,C,B,D,0.31345977726367413,0
Mental,C,C,-97.3374635711273,A,C,D,E,119.1072612812478,1
No,D,C,-25.512964395535537,E,A,C,B,109.91795849022215,1
Physical,A,A,95.00455347767976,C,B,D,A,-116.59382542665146,0
Physical,B,D,-194.98449300213682,D,D,B,D,-28.944158018624766,0
Both,A,D,127.39429444642944,B,C,C,D,-160.9036952397141,1
Mental,D,B,-18.174864936273234,D,E,D,A,146.5522098251629,1
None,E,D,-9.0046457700778,E,D,C,B,29.972314301776294,0
No,A,D,-8.737605797625598,D,B,D,C,-39.649788137410326,1
No,B,B,-119.82148339949079,C,C,E,E,25.522400223497193,0
Both,C,D,155.83997852233787,D,D,B,E,-326.09199828657154,0
Yes,C,A,42.408240243036275,B,A,D,A,-6.352304499110807,0
Yes,B,A,-119.49719622101267,C,A,C,A,-12.629029953484562,0
Yes,C,B,23.53594355329151,A,A,B,E,-172.75193094318385,0
Mental,C,C,25.378055382951953,D,C,D,C,96.61722894912381,0
No,C,D,-135.922828182291,E,B,D,C,105.90834927949413,1
Physical,C,B,-60.94491676299246,D,D,A,A,63.74947568935636,1
None,B,E,-121.04456952789207,A,A,B,A,-68.46019448308374,1
Both,D,E,99.45838927885622,A,A,B,B,-9.335376037606066,1
Yes,B,D,134.17545547739917,D,B,B,B,106.36471589651626,0
Mental,D,C,-59.466865230063505,D,A,C,D,41.918275673669335,1
No,B,A,-26.24154148228876,D,C,B,A,-123.99475491898866,0
Yes,A,C,78.22862385246128,D,C,B,A,-8.93698992030266,1
None,D,C,27.631799461521144,B,E,E,A,34.77908993952298,0
Yes,A,A,39.330504670046714,E,C,A,B,-202.48604054763896,0
Mental,E,B,245.93858685267503,A,C,D,E,78.76078072593965,1
Both,B,A,-194.58774310908717,A,C,E,E,99.34270839358713,1
Yes,B,C,-70.92341302782471,D,E,D,C,-42.324238580798706,1
Both,E,D,-19.812206623502178,B,E,C,C,-17.835868574024506,0
Physical,E,B,-246.4013816081254,E,D,A,C,-57.131038413675505,1
Both,A,A,12.327303552641949,D,E,D,D,154.01953853688119,0
No,A,C,-109.70461744234868,B,A,A,D,-127.56218405498115,0
Both,E,A,-201.56397229181127,A,E,D,A,84.05088125875653,0
Yes,B,D,-4.718946650097573,D,B,D,D,160.12344437955838,0
No,A,D,18.439999027632066,E,E,D,E,177.1358128773614,0
Both,C,C,-59.90170074466823,D,D,C,A,-88.48021419332579,0
None,A,C,-157.8433612401112,A,A,A,C,-193.48123103741673,0
Both,A,A,-255.10873008110497,A,D,C,B,79.16707874349301,0
Both,C,D,-30.120520446808136,D,E,E,B,-13.569119432801976,0
Both,A,C,57.02356794403587,D,C,E,D,-27.268470506881375,1
No,C,B,-199.93886766919198,D,D,B,C,-14.999506868445101,0
Both,D,A,-58.90572862166733,A,B,A,E,-132.6693233772488,0
No,C,B,-66.86160169069929,C,A,B,E,68.6273436176635,1
No,D,D,-133.5546090257744,B,A,D,A,111.32954722777049,0
None,A,C,29.618580092192275,A,B,C,C,-221.24370828078634,1
Physical,B,C,60.883599403781744,D,D,D,C,-20.251362101592893,0
No,D,C,205.76144196161619,A,A,E,C,-45.97827416261732,0
None,A,B,106.63308640075321,E,C,C,A,32.982938506982535,1
Physical,D,D,9.62672393036199,A,C,A,C,166.74804610108504,1
Both,D,A,-112.59184951367787,C,C,B,E,-37.54308457687689,1
Physical,C,A,-192.18075926135458,B,A,A,E,17.222618323598244,0
No,C,B,-114.5164726421789,C,C,C,A,85.43090032987328,0
None,E,A,174.07263015974362,D,B,E,A,18.102317283246965,1
Yes,C,C,1.7134228739104158,E,A,E,C,148.59497090935363,0
No,E,D,114.64943167419565,B,C,A,E,4.255324641981543,1
Both,A,B,118.01673831628263,D,D,D,A,-16.097229296012053,0
No,D,A,-83.64477322836387,A,A,D,A,312.087501668115,1
None,C,D,-149.8591404651059,A,E,E,D,37.77982482898183,0
Both,B,B,154.6638050111734,B,E,B,D,7.373563836400601,1
Yes,B,A,-4.9850966625000455,C,E,E,B,59.43738599591829,1
Yes,C,C,-75.77356715582052,A,D,D,E,17.959838006293925,0
Physical,E,A,162.02392338606185,E,A,C,C,47.27720688093801,0
None,E,B,-11.064810972062245,E,D,C,C,-0.044574164715347954,0
None,B,B,20.77050275100614,C,A,D,E,121.23242664195229,0
Physical,E,A,73.31472846859519,B,B,C,D,181.0943757126853,0
Both,C,A,72.94405442686381,A,D,B,B,-64.60567668535717,0
None,A,B,137.58946745363036,D,A,B,E,-18.360997004888233,0
No,E,A,262.46186014975365,C,E,A,D,42.99626500135656,0
Mental,D,D,23.173170114150622,B,E,B,C,95.4430249984854,1
No,B,B,-5.722725835196315,D,B,E,D,92.14430637122686,0
Both,E,E,52.08688597292878,E,C,B,A,-156.697314791728,1
Yes,D,A,-133.84733090318366,A,C,A,D,-35.48424254583132,1
Mental,A,C,89.96331464828694,B,C,B,D,-101.66603301733304,0
Yes,B,B,89.95627816237017,B,A,A,D,4.463202223587198,1
Both,D,A,-1.731120604535163,B,C,B,E,-68.28899054068827,0
Mental,A,C,-85.61628974569865,B,C,A,E,19.600662070584022,1
No,E,A,78.93530801070699,A,A,D,D,-136.15912093436654,1
Physical,A,B,142.68919646334086,B,E,B,B,29.882997588729836,1
Physical,A,C,-170.203398340054,D,C,E,D,-59.25294608824186,0
Yes,E,B,53.2534366762059,C,D,B,D,-57.567097184244545,1
Yes,B,B,-19.316867904727673,B,A,E,A,-79.2166506411403,1
No,E,D,-69.83092835490886,E,D,A,A,53.68812231586894,0
Yes,B,A,65.81135891616604,E,A,B,C,-115.8594327806551,1
None,D,B,13.73934757978007,C,B,B,D,160.44481721125908,1
Physical,D,D,103.60057590474403,B,C,D,B,166.4055284945548,0
Mental,A,B,117.5510316920031,D,C,A,D,-41.03965608446934,0
Yes,B,D,155.29686925468036,E,D,E,C,-37.18927447786381,1
None,C,A,-20.978293028571652,B,D,E,E,-83.94635786273453,0
Physical,B,E,-8.402171435576046,A,A,B,A,79.20460069153708,1
Mental,C,A,-344.36587106567293,B,E,A,D,120.65124715278705,1
Mental,B,E,51.97838442759992,D,B,B,E,122.64222884972398,1
No,C,A,-35.56004604371728,E,B,B,A,59.161396466144545,1
Both,D,B,19.342794753835925,D,D,E,A,-109.99503948182931,0
Physical,C,B,-48.57171444492402,D,D,E,E,-26.163268906858438,1
None,A,B,5.9218687833597174,D,C,A,A,-71.0967097689856,1
Yes,E,A,-175.7483528039613,D,B,C,D,-118.15587821019986,1
Mental,B,D,15.808765268386527,E,D,A,E,174.06102208597946,1
Both,C,E,-14.50570263243825,B,D,A,C,-16.288329733081063,1
None,C,B,-21.67575353360659,B,C,D,B,11.643492518699663,0
Yes,B,C,-79.96987015417484,B,A,E,B,48.673214695133694,0
Yes,E,D,136.2036531991555,B,E,B,C,-65.69892998546406,1
Yes,C,E,108.71861341080842,C,E,E,D,-100.04551841786049,0
Mental,B,D,214.2428923748936,D,B,A,B,111.37662252426084,0
Both,E,B,-87.49755153496952,B,C,B,B,-3.8049947110813713,0
Mental,A,B,-267.10879791017635,B,E,D,D,-144.48836879215222,1
Both,B,A,-71.09652887805058,D,B,C,B,-90.16291953090784,1
No,E,A,-153.54425248735905,A,A,E,A,-27.11277275789128,0
Yes,D,E,-204.1295927627538,D,D,B,D,91.1791409640066,0
None,D,C,-180.97896453038743,D,D,A,B,79.77271930148396,0
Yes,E,E,-30.637094202013227,D,B,B,D,120.25459178830249,0
Both,A,A,-8.526970202315754,A,E,A,B,49.34734667452161,1
None,C,A,25.074456012014927,B,D,C,E,-232.00005209028217,1
No,C,C,-115.6339725863321,B,E,D,C,284.5159234344685,0
Physical,C,D,-62.763151967464005,E,D,E,D,-27.945389525065465,0
Mental,C,E,128.59666626258627,A,E,C,E,8.881829695096775,0
No,A,B,2.2174161855649124,D,B,C,B,79.8868485150018,1
Mental,A,A,73.48418179829437,A,A,C,B,-60.811816238587646,1
None,C,D,-25.05923552316301,E,A,C,D,-90.34802169826209,1
None,E,D,-44.18862021780644,E,D,A,D,120.73619172774512,1
Mental,C,E,-1.1965472553178667,D,A,B,D,83.32165530854483,0
Yes,D,C,85.42283513466833,C,E,D,B,30.602936720928213,1
No,B,C,-13.836482301867784,B,E,D,A,27.153605007178918,1
Physical,E,D,226.03721233294456,C,B,E,B,53.93824435788787,0
No,D,B,32.82401076818442,E,B,D,B,-33.46319391596949,1
No,C,D,-105.80517082448071,E,D,C,B,76.16767769133803,0
Yes,A,E,-11.070161546412137,E,A,B,A,-29.167593543669,1
None,B,C,-69.67596080372974,C,B,D,D,69.68610988698667,1
Mental,C,A,-32.90845528059301,B,D,E,B,40.90164686205173,1
No,E,E,-130.36349039973084,E,B,E,C,-69.23620802943339,0
Mental,E,D,-112.85816631135721,C,E,D,A,-128.25966826974164,1
Both,C,B,-159.0924490681154,E,C,C,A,76.79579306093399,0
Physical,E,C,177.83207755859436,B,B,E,B,-4.063959691977025,1
Yes,A,A,-98.89562774032535,A,C,B,A,-101.3918727354392,1
Yes,C,E,-97.31480222843815,A,B,D,B,-38.78388159345966,0
Both,B,C,-118.51147956518963,A,E,A,B,168.15044584659972,1
None,D,B,65.51497830433263,B,B,A,E,-89.4111671781172,1
Both,A,D,-49.90299838228964,A,C,D,C,91.74582737369809,1
Yes,C,E,-13.840698185590242,D,C,B,D,114.4252762718935,1
Physical,E,A,3.0513536328935,E,C,E,B,17.64567563964117,0
None,A,C,-39.98112435946474,C,A,B,E,13.553486686298102,1
Mental,E,D,-9.002029233278575,B,C,C,B,74.21842929153306,0
Both,D,D,61.5074936428535,E,A,C,A,-26.190052617785337,0
Physical,B,D,1.0348099688193404,E,A,B,E,135.0025250011654,1
Mental,B,D,-75.3754471383083,D,E,C,B,91.41735565391488,1
Yes,E,C,-52.71097384631474,B,E,A,E,-35.01044483488954,0
No,C,A,243.5948667936825,A,D,B,A,-60.605078619819366,0
Physical,B,B,-110.98060358106756,B,B,D,C,35.988879091575136,1
Mental,B,E,83.53011487005733,C,B,D,A,51.11501297475917,1
Both,E,A,-7.971683644217616,E,D,A,D,176.08372602485676,1
No,C,A,-65.59476384031406,B,C,A,E,-357.3007469550858,0
Both,D,C,-9.954255633784795,E,B,D,B,65.14987224870532,0
None,E,B,-113.76349384277444,B,B,C,E,87.07313624860464,0
Both,B,C,14.648038031302821,B,E,D,D,25.511326593294566,0
No,A,B,30.934649104819297,D,A,E,C,51.632912005354385,1
Physical,A,B,-129.5676792178831,B,E,C,E,-7.420421301808393,0
No,C,B,85.09178798735888,D,B,A,D,-30.736808593319097,0
No,B,B,56.07406572867145,D,E,D,C,45.34997155208697,0
Yes,B,A,-138.48876140320115,A,E,C,A,198.7940742381515,0
Both,B,A,-9.774665684055313,C,B,C,A,37.087349190258706,1
No,E,B,-16.094910287601586,D,D,C,D,-213.8801055964442,1
No,A,E,48.00108434479796,B,C,D,E,47.55295980127944,0
None,C,B,2.8979266701832045,E,B,A,E,75.19154036848576,1
None,C,A,-111.89080604060948,A,C,C,E,-23.354173438802604,0
Mental,A,E,-87.10887524407414,D,E,D,E,111.69207004300131,1
Yes,E,A,211.7584810260102,B,B,B,C,-146.29690222127994,1
No,A,A,106.42548088187512,B,B,D,E,44.5808867568701,1
Physical,A,D,-76.7543902660014,A,C,B,A,-59.99671779484507,1
No,B,C,-129.3063756371905,E,C,C,E,-14.82512438923749,0
Physical,E,C,-77.39488224598797,C,C,B,E,-16.995035043033084,0
Mental,E,A,-44.681093522998836,A,A,B,A,11.126301743598646,1
Physical,A,E,153.78290937707942,B,D,B,D,-1.121677895899691,0
No,B,A,-103.29710102470513,C,D,A,C,-9.256450668595999,1
No,D,B,-2.594926118743337,E,E,E,D,-76.01714881570906,0
Both,B,B,-126.12936166735305,D,E,C,E,127.83758179480802,0
None,C,D,-75.06970378491872,C,D,A,D,-110.78220966336806,1
Physical,E,A,75.90389339352316,E,C,E,A,257.9534010754987,0
Both,C,A,72.08861355848177,C,B,B,A,-5.4025692689745375,0
Mental,E,B,73.44575958731365,E,E,D,C,-159.7416333013034,0
Physical,D,D,4.368853623546187,B,A,D,D,7.136823969976263,1
Both,D,C,141.40357667019083,E,E,D,C,-76.15849723550919,1
None,A,B,-34.329381191359204,A,C,C,E,31.64145423323786,0
No,A,B,-33.021475410844396,B,B,A,E,-124.14785655958534,1
Physical,A,B,-134.84191490015294,D,C,A,A,-40.369105898350924,1
No,E,B,-17.576061928316015,E,A,B,B,105.30277874125598,1
Yes,D,E,194.72088404530848,E,E,D,B,84.29638012645823,0
Mental,A,B,157.1065943106211,D,B,D,B,-155.79354411147102,0
Mental,E,C,-26.75988559112203,B,C,B,A,41.986561825336096,0
Both,D,A,140.891859173948,E,E,D,E,26.356773756808433,0
Yes,A,B,-42.9064248254878,D,B,B,B,144.3003167851703,1
No,A,C,121.05748258703908,B,D,E,E,64.35509887317346,1
Mental,C,B,-129.76069320503976,A,E,C,C,114.62301990991554,1
Yes,E,E,-201.05228331769385,E,D,E,E,-53.601488286144004,0
Mental,D,C,63.90508484009882,C,E,D,E,162.98027668193296,0
Both,A,C,-35.700862956149756,B,A,B,E,32.66326287348873,0
Both,C,A,168.533728019496,D,C,B,A,71.71587123256843,0
Yes,C,E,-38.541970885158996,A,A,E,C,-20.985418782943665,0
Mental,A,D,-17.040127125266565,D,E,C,E,99.39519775167916,1
Physical,C,A,21.241552951328753,D,A,A,B,-88.05219664286794,0
Physical,A,A,-22.845052576289206,B,B,B,D,118.73539572922367,0
Yes,B,D,-58.30505095223798,A,A,A,E,-1.4686768694013719,0
Mental,C,E,-271.1549454881232,B,D,C,A,-45.30761323155398,0
None,C,A,79.74301312266101,C,B,D,D,-118.82039074199737,0
Yes,E,B,-205.1517089732245,E,D,C,D,-246.50003947565753,1
Mental,C,A,145.7790092762723,B,B,E,B,-31.916356525706945,1
Both,C,B,-106.32122279689085,A,D,E,A,27.137340903672314,1
Mental,E,C,3.4325155654696715,A,B,C,C,12.468354478158622,0
Physical,E,C,-125.59497934937818,E,E,B,D,-72.8489420260778,1
None,D,E,117.86895852806421,C,B,A,E,61.22165662206598,0
No,B,D,12.230629008702563,C,D,B,C,56.07447635728497,0
None,A,B,83.49843215326393,E,E,A,C,34.442647859333164,1
Yes,A,E,64.20843684053558,E,B,E,D,-24.843042529583872,1
Yes,C,C,97.12892136760856,E,E,D,D,118.38797362849644,1
None,D,A,-33.51276913040566,D,A,E,C,14.31730239333387,0
Both,A,A,-39.94577672279449,E,C,A,C,-31.141132634512957,0
Yes,B,E,147.23232525657997,D,C,E,A,-13.645968802028463,1
No,A,C,154.310112493377,E,C,A,D,287.814943604779,0
Physical,A,C,-7.088851675770775,E,E,A,D,42.885622654855005,1
Mental,C,D,113.34220514382692,E,B,E,B,-115.80953072912055,0
Yes,E,A,-112.4474827467951,E,C,E,E,-38.603948112250684,0
None,A,B,-68.57427315696863,D,B,C,D,-37.33271568908485,0
Yes,A,A,46.954356881959356,B,A,E,C,247.83608293471153,0
Both,A,D,-66.84685084735305,C,C,C,A,-18.96000545102816,1
Both,C,E,-262.1343856086347,A,C,B,C,-26.690356378260958,1
Yes,B,D,-148.43211126064037,C,E,C,B,-125.93214370811678,0
Yes,B,C,-33.856691706538406,D,A,B,A,57.67780779048444,1
None,B,D,-38.95261001597207,D,C,E,E,-137.56174115800752,0
Physical,D,C,-83.55119660891467,D,D,D,A,10.551044905465389,1
Mental,D,A,47.72327039640698,C,B,B,A,-27.45273592331763,0
Physical,A,A,-5.4884086234463165,D,B,C,D,-212.6287507681306,0
Yes,C,E,-156.4686814952257,E,E,D,D,-105.58606111791822,0
Both,E,D,84.31370632388233,C,D,A,D,-3.6887670664114873,0
Mental,C,B,-49.94810204690685,C,D,A,E,-51.942941369810015,0
Yes,E,C,-72.46392423983492,C,E,A,B,67.57468065183956,0
Yes,C,D,-84.14196965491922,D,E,D,A,-217.3038006602902,1
No,C,E,-188.41995872698956,D,E,A,C,-11.736246636407998,0
Mental,D,D,72.49019452832552,C,A,B,E,-81.5303500722751,0
None,C,B,59.51683828261514,A,C,C,A,-76.53091822653045,1
Both,A,B,13.39775169092919,E,B,A,E,-102.21435125285076,1
Both,C,A,-60.279176894523886,A,C,B,E,-158.37951262946046,1
Physical,D,E,74.47238679113897,E,A,E,C,-3.3724666472300906,1
None,B,A,38.284289324164405,C,C,D,A,-170.85887778542516,0
None,C,B,-67.49363369399614,A,A,A,B,17.72543907475312,0
Mental,B,B,5.357839273043552,B,A,B,B,115.62999604940387,0
No,E,B,-80.18296727226564,E,C,A,B,43.31853071890174,0
Mental,C,D,-78.97189981632262,E,A,B,A,-112.5395880261693,0
Yes,A,D,-142.78204261716664,E,A,B,B,145.90159784677428,1
No,B,C,-144.09187361225037,D,E,D,A,188.7529727227528,0
Physical,A,B,-77.4854646288705,B,A,E,A,-136.9058996707745,1
None,C,B,108.56736466592997,D,B,A,B,59.12715593899015,1
None,B,B,266.18160924329703,C,E,A,B,2.9897026023210933,0
Yes,E,E,23.70065110628354,C,B,D,A,4.278416513033342,0
Mental,D,C,270.21588202966643,C,C,D,C,-99.11828453215442,0
Physical,B,B,-164.4962174846442,E,C,B,D,1.1888230173692556,0
Physical,E,B,-54.069740261184954,C,C,B,A,208.37377243516806,0
Yes,E,D,-14.816876198796198,B,D,B,D,-153.7474368590336,0
Both,B,B,118.52070710305121,A,D,D,B,-139.85820729150967,1
Physical,E,E,5.729520153455462,E,E,B,B,-129.55416625738124,1
No,C,C,18.377111179878984,A,D,D,C,-67.20362311538764,0
Mental,D,B,101.09955636021404,C,D,B,B,-5.306128146440361,0
None,B,E,-19.76000224767166,E,A,C,D,11.820834419401677,0
None,D,D,-77.4808722922859,B,B,D,D,2.9650107839697633,1
Physical,B,A,108.3124901958841,E,E,B,B,-15.513593111573526,0
No,C,C,15.514115751486523,E,B,D,B,94.48391187583763,0
Mental,C,D,88.96695760555251,E,C,E,B,80.3540609449,0
Physical,C,B,172.03481300603718,C,C,C,B,57.060135189012186,0
Physical,B,A,102.5291667593397,C,D,A,C,6.9568000359763404,1
Yes,A,E,42.9893116844668,A,A,A,A,64.29733822324853,1
Physical,A,C,37.72437862683808,A,B,A,C,-181.965843842829,1
No,B,D,-72.69277616951292,B,B,C,B,251.46456959747488,1
Mental,B,B,-155.91206982853552,C,B,A,E,-58.24222934098088,1
Mental,E,B,107.13963000231759,C,C,D,D,-88.01665729526384,0
Both,D,A,-12.568243022357583,D,D,C,D,38.69783958624501,1
None,D,B,13.566486111669802,C,C,B,B,64.15647645191657,1
No,C,A,131.17660474266057,D,A,C,B,2.659253245196486,1
Yes,A,B,14.252527794728683,D,B,D,B,-11.904552679787122,0
No,A,C,48.01587140369348,D,B,C,A,39.11324922466879,0
Physical,E,C,-40.443306628758606,B,A,B,E,-31.682462516224042,0
No,D,D,-137.85339514029172,B,B,D,C,20.501156989315096,0
None,C,A,113.24322039235494,B,B,B,E,-102.24415772180346,1
Both,D,E,-16.91691094893209,E,E,B,A,-216.98387884314525,1
No,B,B,77.95318252824552,D,E,B,A,-96.1311912056351,1
Mental,A,A,41.45776630745297,C,D,B,A,-75.89669174028816,0
Mental,B,B,3.341980019576228,B,C,D,C,-8.817819426974268,1
No,E,A,41.7320539960594,B,D,C,B,41.11295128195414,1
None,D,B,28.303258389592333,D,C,C,B,69.89092900175471,0
Physical,B,E,-77.75976649932879,C,C,D,D,-167.17510797883864,1
Both,A,D,-58.642181953867464,D,B,D,B,-108.4303965114576,0
None,B,B,-41.37354249989829,E,A,E,E,-167.9361460392193,0
None,B,A,83.78958498431751,D,A,C,C,56.923857795370495,1
Physical,A,A,-43.24445366720629,B,E,C,C,90.29231847369063,0
None,A,D,174.90896572837087,C,E,E,D,-187.8690084578362,1
No,C,C,-65.67823474441461,A,C,C,D,6.983619934877637,0
Physical,D,C,37.417416261865796,B,E,B,C,53.381716793658725,1
Physical,B,C,-89.94607424627632,D,D,D,A,78.9449050750905,1
Physical,D,A,184.61640829199175,A,D,A,C,118.68065116906563,0
None,D,D,-52.057914472370314,A,B,C,A,81.46343042763972,0
No,E,A,74.96291967798386,B,C,B,C,-182.67228326506552,1
None,D,A,-109.67408352414074,C,B,E,C,46.10462539294955,1
Both,A,D,-72.13749428219045,B,D,D,B,-69.80884969227425,1
Mental,C,B,21.889942906403647,D,D,A,B,145.63392413929972,0
No,A,D,10.938577121557632,A,E,A,E,-94.74430161448804,0
Yes,B,C,8.515802974747249,B,E,B,B,-30.952187119416756,0
Yes,E,B,-49.634537831290515,E,A,B,B,90.64397654004772,1
None,B,D,105.37976539350392,C,B,D,E,2.2693269914505376,1
Physical,D,C,-56.17120034671712,C,D,A,B,30.147458672063166,0
Both,D,D,105.65147511960447,B,E,B,E,60.05898274413498,0
None,D,D,1.4411974434997876,D,A,E,A,59.18051707387681,1
Both,C,E,31.178999099397682,C,C,A,C,-4.248726406839687,1
Yes,E,C,-61.142270196601345,E,D,B,A,-176.76879220753804,1
Yes,A,E,-111.67524952604799,E,E,E,A,-18.029838878524266,0
No,A,C,-80.3263745903702,A,A,B,D,-10.016498872878149,0
No,D,B,-99.20770635799762,E,E,E,B,31.762235335538787,1
Physical,C,D,40.50706897132276,D,A,E,D,-98.45311154090479,1
Mental,D,D,11.144391406590387,B,B,D,D,-2.419444140754254,0
None,E,C,105.95699555592908,D,A,E,A,177.57098262668777,0
None,E,B,-70.71059114058342,B,E,E,D,205.52948970776487,1
None,B,A,167.28432427159206,B,B,C,A,-26.30845650484287,1
Both,B,C,7.339420779421695,D,C,B,C,-207.10761354630858,1
Both,A,B,-74.7771045188062,C,C,A,D,-14.269186488782706,0
None,E,A,35.286506354032305,E,E,E,B,166.5856283676581,0
Mental,A,C,38.829113406634065,B,C,D,B,-30.583773048905076,0
Yes,A,B,50.362957381776766,E,B,E,C,-65.90649046106697,0
No,A,E,-35.87092107598706,E,D,C,C,149.81417407101802,0
Physical,E,C,44.49127979836936,B,A,B,C,104.3002184512385,0
Both,A,D,58.01974196102873,D,B,B,E,-228.09113320673754,0
Both,C,A,110.14795838058605,E,C,E,D,68.68125088968961,0
Yes,E,B,169.16012520515076,A,A,D,B,265.5603625636972,1
Both,D,C,70.33896506665937,C,A,B,D,57.479806242496835,0
None,E,C,35.1243169734162,E,B,E,D,-143.0369140829989,0
No,E,D,-13.057524583579303,E,E,B,A,33.2999564428489,1
No,B,B,-2.6899319665239263,D,B,D,C,-58.84632679000072,0
No,B,A,6.134497769326637,C,B,D,C,138.50188427602598,1
None,E,C,111.40669218706492,B,B,C,C,67.18317053883919,1
None,C,E,-68.83476726366892,B,E,A,E,-10.998277576311114,1
Both,C,A,0.8678041514015842,B,A,D,A,-70.03393660168933,1
Both,D,A,209.4047338205713,A,E,C,A,-43.232735381384316,0
Yes,D,C,112.59552252577075,C,B,C,A,90.46455230463499,0
Mental,E,D,-57.49467632328595,E,A,C,C,112.99640196271386,1
Mental,B,C,-89.7893496063743,D,E,E,C,-154.1052047354138,1
Yes,C,C,-131.03369630337346,C,E,A,D,152.03660922467418,1
Mental,C,D,-44.139536705680975,B,C,A,D,-128.9889206067548,1
Mental,B,E,-144.61313567368788,E,B,A,D,-74.15844661183465,0
No,B,C,187.30969627366295,B,C,A,D,85.86020869277661,0
None,D,A,-24.754706723497712,A,C,A,C,68.87203533567502,1
Yes,B,E,-89.94164728960271,E,E,D,E,181.57824781946067,0
No,A,C,107.01153264262544,B,B,A,A,37.619387704006726,1
Yes,C,B,174.3027589051226,A,D,E,C,198.29051186811242,0
Mental,D,C,-35.75924356485224,A,C,B,D,-116.45686991822426,0
Physical,B,B,-93.57528022366537,D,B,E,D,-159.23308403408652,0
None,A,A,50.46467387049366,D,C,D,D,111.48559347315334,1
None,B,C,97.95929516959507,D,C,D,B,-145.6496595369539,0
No,D,C,159.4392279288441,A,D,B,B,153.33063739623375,1
No,A,B,188.12880232888185,A,D,E,E,-52.66173191677927,0
Mental,C,C,10.925607902776362,B,B,E,E,-347.74034830427604,1
Both,D,E,126.77793924970129,A,E,B,A,-7.986610266841058,1
Mental,B,D,50.906033727372865,A,A,C,A,20.42049994886348,0
Yes,C,C,-22.16854926635777,A,C,E,E,-42.85316998615679,1
Both,C,A,-66.49354740796134,B,E,C,B,-73.5606374174544,0
Both,B,A,93.04637274626755,C,E,B,D,177.4271747904579,1
Mental,C,E,39.239188702191434,E,D,A,E,243.5670117024911,1
Both,D,D,86.40084471485211,D,C,D,B,37.678970153223744,1
None,D,B,74.55454507263252,B,D,C,A,-21.479960231315097,1
No,A,B,-53.95516286670382,B,A,C,C,24.05205791360502,0
Both,C,E,-60.604042288131375,B,A,E,E,-0.8280054486062154,0
Physical,D,C,-46.163082953837446,D,D,C,E,117.1249620423243,0
Physical,B,C,46.51885342713828,B,D,A,D,-56.54453173669641,0
Both,C,C,47.4421242421294,A,A,A,C,83.6936554589384,0
None,B,D,-69.52708713143386,E,A,E,A,34.07504817927455,0
No,A,A,9.794295593437083,A,B,E,D,-33.76407312701082,1
Yes,C,E,-8.093209560754568,B,D,D,B,94.53187102137416,1
Both,B,C,-154.14510320508143,D,E,E,B,60.98198372640421,1
No,B,C,-55.68431419011126,B,D,E,A,-176.64384078719192,0
Yes,B,E,10.209580973298122,A,A,B,E,-70.4089688962563,0
None,E,B,81.02192501840022,C,E,C,B,32.829406523099586,1
Both,D,B,-62.70686796950255,A,B,A,E,-157.65840235280527,1
None,E,B,-72.6291900386126,E,C,B,B,87.58064402611595,0
Both,B,B,-119.6219774357488,B,A,A,A,-217.0167853691777,0
Mental,C,E,-80.03880494734153,E,A,C,A,82.2527552628009,0
None,C,D,-62.67966722357858,B,B,E,B,57.50287277374013,1
Physical,D,D,-14.337241716060644,D,B,E,D,56.35034798548244,1
No,D,D,166.04000068844977,B,D,E,E,116.06965573558392,1
Mental,E,D,80.51139269328372,D,C,E,D,-42.21692084604561,1
Mental,E,A,-118.86928500472138,D,B,D,A,-39.3706749615801,0
None,C,E,-70.35865418248103,A,D,E,C,8.612366742271918,0
Both,C,B,22.739785111143586,B,E,A,C,-157.9597134706207,1
Both,D,E,-44.24492296885168,D,E,C,B,25.479794585228905,1
No,C,A,31.926709212674503,A,C,A,B,82.73718682903298,0
No,E,C,6.231789218372965,D,C,C,D,20.62939724641074,0
Both,A,B,170.2122998557666,A,C,B,D,148.175640949002,1
Physical,D,E,223.61342654104055,E,B,C,A,34.95859750430513,0
Both,C,D,34.05429167497334,C,D,E,C,-164.4790116541428,1
Both,A,B,-31.849981534327487,B,E,B,E,112.97680519501876,0
None,D,E,-194.59489530446606,E,D,C,E,71.44790852375246,1
None,A,B,-128.80927080114793,C,C,B,D,148.0595333319995,1
Mental,E,A,154.47316435920536,A,C,A,E,-147.69205219993202,0
None,E,A,-2.1566693263654,D,A,A,B,-22.166932550129516,1
None,C,C,22.991548949180565,E,A,E,C,-87.8754064567921,0
