genero,AGE,Veteran,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,target
M,32,Yes,-268.44734339778904,D,A,114.86584550329727,C,C,28.8749040353084,A,-76.00010956020272,99.70409560825098,1
Non-binary,94,Yes,-6.017202026679314,E,C,25.82025250557941,C,A,-109.25206298364654,A,52.89391700718318,105.3222996320261,1
M,23,Veteran,-97.96386458116916,A,E,11.902863764949698,D,A,-81.38704246147607,D,65.11745909496508,27.660408234000155,1
F,45,Yes,-53.29328193759487,A,A,90.92786036326403,B,B,44.18806079205156,B,-94.49723638948929,106.2428424233428,0
Non-binary,91,No,62.9775140047416,E,D,-28.1695740341926,B,D,37.55462199883889,A,-168.44777952087756,145.61130996407655,0
Non-binary,66,No,23.93258614434241,C,A,-225.7046403944714,B,D,-3.0893158202322213,A,157.3673669216713,-149.91978816683093,1
M,77,Non-Veteran,-7.243748583793337,A,E,119.75491084167942,A,A,75.36638653105338,E,176.98350357751463,-103.47567736222038,0
Other,63,Non-Veteran,62.22221695528015,E,D,28.478446331548213,C,E,75.2616132282244,A,126.13528373355302,153.58681237420228,0
Other,70,Non-Veteran,-112.5357761981866,A,D,44.80348368629541,A,A,-38.368926906489136,A,-50.04283769676087,-33.551843421020486,1
Female,68,No,46.43454065694656,A,B,43.84249343944113,E,D,115.27916651017023,C,-20.736340794332204,46.38386179131168,0
M,44,No,-149.02191915257333,A,C,90.66204670194129,C,E,-89.0401480050149,D,-88.83382149570865,-66.58523922956073,0
M,69,Yes,39.986950681587395,C,A,20.751430260574573,E,D,-29.62853817629425,E,77.86164782303618,-68.69666892884442,0
M,47,Non-Veteran,-10.17183522996456,B,E,-117.87909452921103,B,D,57.483956088717505,E,-12.09046132929358,89.67749665786387,0
Male,96,Veteran,155.08076671980987,A,B,67.47799412782054,D,B,-72.14006438555094,E,65.65658187906995,67.76175849035478,0
Non-binary,26,Non-Veteran,89.96157782884454,E,C,179.6396631828822,C,C,-4.850896541560139,B,-128.21671486830408,183.43801952371595,1
Other,26,No,-63.29680226331551,C,D,52.88858349970916,A,C,-20.557647111454326,B,-13.30518701640858,-34.124040927316315,0
Other,20,Veteran,10.017308975497683,A,D,37.49215178071445,C,A,-109.784065012136,C,6.143182736008409,-47.00447977035937,0
F,77,No,42.91398142769525,D,C,-116.33427925323574,E,E,89.5356412695871,B,105.3892300995251,-207.16802220774625,0
Female,44,Non-Veteran,46.7478294570048,C,C,112.09028094848182,D,C,76.99479926985902,C,154.6012087346438,-27.176325588215576,1
Male,46,No,94.87125740584264,C,A,-1.5084060875483034,A,D,-5.206869876450639,D,-38.814505797414306,-8.039203646778164,0
Non-binary,98,No,-15.386023057962262,A,B,-107.19872297602731,B,C,-24.41083138701201,A,161.4555153020382,-25.916684457486365,1
Other,75,No,-11.134243947517104,C,D,-8.800201243527175,B,C,-14.918373755874256,C,67.34772987921984,239.98275113828154,1
Non-binary,24,Veteran,-39.45715704247521,A,B,64.70416451749287,E,D,55.71836158099243,B,-30.31580380928622,91.84978281964781,0
Male,93,No,275.3714993833979,B,D,-74.65629439514535,C,B,3.8820322523763293,A,41.98083196358994,-96.69710608179652,0
M,59,Non-Veteran,-137.8133124472398,C,A,-271.8052201223748,E,A,-80.70081722727014,C,-59.54243496677262,48.443358297008196,0
Non-binary,28,No,-114.08838398846311,B,A,82.43479517886223,C,E,212.2389401160657,A,-48.278786107548676,90.56778369373416,0
Male,71,No,111.64005932905421,C,A,-189.23190793334652,B,B,-5.253707252566246,B,-169.46165112755273,70.41132211603045,0
F,94,Non-Veteran,-203.34050005373308,A,B,103.79863126362416,C,A,41.71976731527755,B,-3.9515182407772373,104.61876346196442,0
Female,43,Non-Veteran,37.89213828320554,A,C,191.39566187104293,D,E,69.56999977531791,C,95.89069082731557,108.48429577775313,0
Male,64,No,152.99241857717917,D,A,-4.652290590618416,C,E,-143.47865490804486,A,157.76096676772306,-192.9958122584111,0
Non-binary,75,Yes,-45.37712200243901,C,D,-107.71663741967899,C,B,-20.89871390198615,C,0.3779898469489127,56.08563451692127,0
Male,67,Veteran,31.148682575101194,B,B,-125.41286689377336,D,E,12.494261206341143,C,59.731793266606104,11.909467678777387,0
Female,48,Veteran,147.63097866080838,C,E,-192.82303608221832,D,D,51.41970734456055,C,29.313408221463334,137.84971531104574,1
F,52,No,8.524355721313855,D,A,87.27551309724166,E,C,149.1656083694654,E,73.56465420046969,39.38646345758701,0
Male,70,Yes,-99.34474991528873,A,B,-207.97146793193195,E,A,-50.36969052066609,E,-24.45532486404261,16.594238800941973,1
Female,66,Non-Veteran,-97.11357428122803,D,B,208.67073627343154,C,E,-176.51239991919715,D,15.029153958015362,-96.4550718891119,1
Male,47,Non-Veteran,-47.304840129723146,E,E,-70.21862012852205,A,E,69.67451070890111,E,1.067916724658661,-101.35437332099171,0
F,53,Veteran,-60.68221619758509,B,B,28.747031655661146,E,E,-11.771956235822998,E,-106.85822028680177,-124.14273147922663,0
Female,30,Yes,120.74562793923542,D,C,27.238699012093413,E,B,35.30785912864503,B,-16.450191547252263,92.80185149972449,0
Female,59,Yes,0.8426276926416849,A,D,49.83398530966268,A,B,69.51479393240163,C,-13.64609808675698,-31.661937455508227,0
Other,63,No,137.09328315475037,E,D,-12.895770423944505,D,C,-68.79134997529746,A,-124.44758918898277,49.663630912587934,1
M,54,No,-75.88229721249266,C,A,1.9151358953277802,A,D,48.29476155420518,D,-130.55508626198764,44.610858255944905,1
Male,41,Non-Veteran,82.87427566294298,B,E,69.31748464623976,A,B,-136.4227680274713,C,-27.77854669236669,120.47870745715205,1
Non-binary,49,Veteran,-27.481618135198744,E,D,-95.05349784190061,A,D,86.32855121172629,C,87.2035722922514,-51.066050135492524,0
Male,72,No,-94.08269642784751,E,C,-86.5808043529633,C,C,-150.99131790063907,A,37.35554217360455,-38.595332475869895,1
Female,44,Non-Veteran,86.00401499568328,C,C,40.49823849638198,A,A,113.69860908790852,D,-56.136745301862845,65.44052107317803,0
M,63,Yes,32.396732531497925,C,C,-6.352547168581908,D,D,-113.15670775948593,B,-51.069493210701935,-6.690497128529051,1
Non-binary,35,Non-Veteran,-34.24627126563205,C,D,-32.19053883502256,D,A,170.82089516655628,E,22.64320697209243,-36.532866228659024,0
F,72,Non-Veteran,-50.95407639514643,D,E,69.78828399676263,D,B,54.02288443705431,A,21.339442215543766,84.98146606492504,0
Male,65,Yes,-29.023846190299,E,E,23.735804832179195,B,B,-11.605573513441449,B,139.32701958415072,0.37668929239407156,0
F,69,No,-45.4809137602771,E,A,53.42819998554405,C,E,18.87799551521913,A,-86.88513951804939,151.65635277716012,1
Female,39,Non-Veteran,-60.893652828934094,A,C,91.13032106325765,B,B,-50.132673522757166,C,33.88017316939329,39.380556879910685,1
M,61,Veteran,35.971055927244926,D,C,-202.99454050713916,B,A,-17.556369353540756,E,-120.13018569997469,-49.7201797535395,1
M,70,Veteran,-160.11116849644597,A,A,-94.47854549577794,A,E,18.5931249825314,C,89.48154700974315,49.07543602713011,0
Other,41,No,-101.6369359929012,D,B,64.11065882059661,D,D,-25.153819852399582,B,-130.4662148035991,-92.92640234894746,1
Female,88,Veteran,143.08559945064175,D,A,-2.1888375318276,D,B,6.044968106805023,E,-40.44648143734032,-104.88515755823975,1
Other,61,Yes,-11.189682269660613,B,A,-13.654593561345024,A,A,-8.290203035325082,A,117.8807947391106,42.24310174008559,0
Female,18,No,-222.9746817565728,D,C,-38.25902696491493,B,D,-49.30919807790005,B,-7.159305204846094,-65.83411863102664,1
F,92,Veteran,1.7315797321034598,A,D,16.773895546068196,C,B,-130.82641635097792,D,-10.589085220863888,50.78608227542348,0
Male,49,No,-75.52558484877366,A,D,-108.10344228313222,B,B,153.11644637369787,B,107.81297448951095,207.4228381671384,0
Other,33,No,-90.52884126144201,B,C,21.106146174195768,B,A,-117.17682040678801,A,84.16838816888283,-59.55922350360828,0
F,77,Veteran,-71.36044466342642,C,C,34.53029812715058,A,E,83.69703904898056,B,41.86195856757548,-227.54222786415278,0
F,88,Yes,198.23007824836,E,C,-36.96411552469249,E,B,62.711973720642234,C,-122.085664809888,173.8028646100194,1
F,37,Yes,239.4677136120219,B,E,-42.600920694537145,B,B,98.4359248742724,E,-44.95716535373606,-67.62621855042015,0
Non-binary,24,Non-Veteran,-23.13778585785591,B,A,49.656397510784736,C,C,-36.673656200043716,E,-62.53096715354333,26.473180448546866,1
Non-binary,54,Non-Veteran,95.79568435880559,E,A,-70.56353493523027,E,D,109.89618299750951,B,-46.6610533100149,-113.75217972361169,0
Non-binary,28,Non-Veteran,143.20988119753258,C,C,-136.40754953737542,E,D,-121.1750129483816,E,137.96243261630462,113.75051859993629,1
Other,85,Non-Veteran,-148.64629174768115,C,D,-35.72431721749742,D,D,95.11141635357775,B,83.33804911181726,97.57588799205467,0
Female,19,No,-17.994908389449435,A,B,-72.27194199305089,A,E,53.148935754322714,D,-96.54660035507013,-129.32233695771185,1
Male,23,Yes,16.6636302588059,A,B,33.48308838516628,D,C,-39.47077556145997,B,65.25325074485781,-151.54100302674368,1
Female,43,No,143.50445340423704,D,D,58.295853226452046,C,D,125.51053935445222,C,-147.53431124519483,63.28621211703488,0
Other,89,Veteran,41.94981964210549,C,B,47.71865430551854,D,A,9.978574750250582,C,-132.47924753460214,-48.31481136266823,1
Male,86,Non-Veteran,-130.04350740730032,B,B,-41.1371731622133,C,C,-155.44805546257118,B,90.73197999041334,3.502851256816758,0
Male,57,Veteran,-31.586328476281416,E,E,112.84595300315547,B,B,56.18836623772568,C,66.46299587976947,-69.78103375730923,1
Other,63,Yes,140.51501172167463,D,E,94.4749533267887,B,A,38.81905070300042,C,-63.4865807799754,-41.66007950175465,0
Other,66,No,-54.08098659760887,B,B,-230.61296840872214,D,C,62.004101510256184,C,-76.43221304751968,-75.2611028380707,0
Female,41,Non-Veteran,64.02528706840585,E,B,133.29064934705377,C,B,-223.36544532922525,A,72.61749201499566,-54.850049757910256,0
Non-binary,42,Non-Veteran,103.07854076239822,C,C,-182.21828036867635,D,C,118.44861343225475,D,-114.19202783123663,189.6686540278851,0
M,40,No,-88.19476414394235,C,B,-6.894054763604881,B,E,147.5253704300001,B,-83.22653954249272,80.40056993633449,1
Female,85,Yes,-17.55083189808633,E,D,-129.6043985997348,C,D,90.0657399250047,E,30.61411159560114,53.03665654851966,1
Female,57,No,56.64278033031624,E,A,-83.20366707703064,B,D,-81.0507361021373,A,87.60371770401444,4.615448345361192,0
Non-binary,65,Veteran,19.004745882099936,E,D,125.86186066735546,C,E,76.07124670347936,D,-36.0724823314315,190.11189699330075,1
Male,49,Non-Veteran,79.95197138977282,D,E,109.54874743060101,E,A,1.6843532895436042,C,-53.81052148481496,58.27117881825453,1
Non-binary,40,Non-Veteran,7.686994834212589,A,E,92.76081396860852,B,E,11.752437442934625,B,-84.07389033916711,-128.1728646940574,1
Non-binary,65,Non-Veteran,-124.48888747688724,B,C,-94.52025451883847,C,A,11.209098228754028,D,-84.43964843950616,-16.921100625455118,1
M,68,No,144.76729951983492,C,E,94.78095893898684,C,E,-133.3649046025197,E,-23.87065134241863,157.90605089455562,1
Female,77,Non-Veteran,-3.404041202055172,B,B,-11.456329330512874,C,A,-93.64104988470748,D,171.3191145241029,25.863893485081235,0
Non-binary,23,No,-38.1872190375664,C,E,44.1319889758778,D,D,128.1963599133428,E,115.22177448790698,1.2553357810264403,1
Other,85,Yes,62.990533423226914,E,B,-206.01431191494473,C,C,2.429997301264594,C,23.477461840253554,-6.864337300326113,0
Non-binary,69,Non-Veteran,62.9623423829914,A,C,-44.964603744596765,C,E,188.38631415791372,E,-46.240358328247204,126.41493191760706,1
F,96,No,-19.087403204877194,D,D,-113.4521768535492,E,D,137.51906087839916,B,-77.17304377357932,41.84726872293687,0
Other,23,Yes,-94.71727673940103,C,E,-21.11005121495181,A,A,56.149185887275955,E,-95.81538848872582,-51.44761966589528,0
Male,43,No,71.91958350366289,D,B,173.90237545602906,A,B,-9.53227325913307,A,153.33452681325554,292.70321533070387,1
Female,46,No,-89.78941460894832,D,C,90.03229408276758,D,E,37.22323381486305,C,18.16846047846964,27.40022963095351,1
F,54,No,6.912250176731454,A,A,135.0730743204418,C,D,-45.851499269986796,D,-125.11666811403101,50.59266588801648,1
F,96,Non-Veteran,123.24666443766436,A,B,128.3571646831584,C,A,-116.03011882414889,D,20.769071298168488,-68.52343283804868,1
Non-binary,89,No,-87.04827079777179,C,B,-22.906351110704843,B,C,73.41083402420972,C,-114.72326797489414,94.50469681337187,1
Non-binary,63,Veteran,43.99985379217345,C,D,199.87101634034042,B,B,56.81863261921889,A,71.23712802614739,-76.81770650415322,1
Male,19,No,-51.18330708487551,D,D,-47.117843155302204,D,C,59.603269927557875,E,-16.825340505559495,-65.79116685756271,1
F,70,Veteran,43.5890341599114,B,A,-119.24796234297932,D,B,123.62549103396407,D,119.97365311613122,-8.350705135941949,0
M,20,Yes,-74.487632118211,A,A,71.20593479659446,B,C,-146.90886258166321,A,27.316205727316056,262.28381294483916,0
Male,68,Veteran,72.24873731835643,E,A,326.7701972716043,A,A,168.5791934950989,C,329.55335969945537,21.437388049543966,1
Non-binary,40,Non-Veteran,45.39263426119256,C,E,-166.36375918610645,A,C,-87.21995227390093,C,122.57635886479264,93.55852912447303,0
M,89,Yes,-139.17728745644496,A,C,-146.92181631425717,E,D,-93.03046776960674,E,-20.7139414943042,186.77551570880885,1
Other,67,Non-Veteran,104.83040626278424,B,E,-35.6614846347308,C,B,19.805978377052753,A,140.26689034602828,-92.85690938221272,1
Non-binary,61,Veteran,-15.296086443035135,D,E,22.967565026597327,B,E,42.53804078916854,D,-7.458392778468934,-98.01514963308082,0
Male,22,Veteran,-75.07520838652874,C,E,-66.26134222197454,C,C,75.12872858774872,B,35.539159267330014,60.899990460324894,0
Female,35,Veteran,89.74970884804337,C,D,139.125918733212,C,C,-68.58585661119412,E,87.19656938016148,26.2776579792749,1
Other,74,Non-Veteran,-105.98487843476066,E,C,-2.890216530864693,A,A,-16.670051286998255,C,37.203489044183776,-41.65339182039023,1
Other,90,Veteran,-39.94196893300984,B,E,7.436761326977302,B,D,28.232225752132155,B,-102.91605555300438,-2.7870261543342036,0
M,95,Yes,-170.51437651803604,D,A,64.24302333026432,B,C,193.91455745635605,E,3.335713225393002,-59.53576341657961,1
Non-binary,42,No,-17.389515833787463,C,D,138.6047902061937,E,D,-116.39959289107192,E,-70.59539677612626,-1.7501497309725063,1
Non-binary,64,Yes,35.456676796086306,A,E,27.51393046101328,C,C,-202.29545722559132,E,19.200023065968015,-80.38289149688681,1
F,74,No,-42.02868982440383,E,A,-14.279399233940406,B,E,-103.34363973177065,D,60.3948054101074,-67.25141297843837,0
Non-binary,37,Non-Veteran,-3.147010453760936,C,D,-28.233523018314926,A,B,122.2241292865753,C,-232.61678582360656,-74.7646611825125,1
Female,74,No,-56.04005758536081,D,B,4.049226780204817,B,B,-0.6039909326244082,A,3.786510937629217,3.2535147489534726,0
F,50,Veteran,-69.93397314015908,A,E,-84.84050427591448,A,E,66.16398246026974,D,-83.47504957745824,88.60430818999589,1
Female,50,Veteran,96.89011344290616,B,D,15.429384682227571,C,A,66.73450975866734,D,66.48880078638327,130.7171458193492,1
M,87,No,20.248924536479986,C,D,-57.68470227602425,E,C,-75.77998083637407,E,-58.665515387954756,-59.06028290996176,1
Male,34,Veteran,250.39477422755093,E,D,-141.28639149793435,A,B,-39.20632594891464,B,62.59880099167911,-84.59841795450433,0
Non-binary,87,Veteran,-15.37849465959611,C,E,222.92926616760238,A,A,-224.72103835656227,C,-109.3169360521595,-56.70572804858293,1
Male,78,Non-Veteran,47.44687282979352,D,A,-75.7817469385564,C,E,70.66244103402337,E,59.94190673399137,-43.714505837180326,1
Male,94,Yes,114.50060842529912,D,D,16.706164583524842,B,C,-44.02842334603652,B,0.2616092755551024,118.34973584521549,0
Other,85,No,-90.21940061545997,E,D,-69.44116403008921,A,D,-43.0190592452951,D,-10.578023078322378,-24.239351712920246,1
Non-binary,46,Non-Veteran,126.19948330728847,D,B,-58.58591080898196,E,D,264.5011186386314,D,-39.28551709728366,-216.84043126431752,0
F,76,Non-Veteran,-24.458283323084594,D,B,62.41001218253539,D,B,-141.71304559802337,C,98.50925359102422,52.918511142076106,1
M,84,Yes,5.181328506981713,C,B,-139.24844432610251,A,C,-55.07660926758051,E,31.779131300590848,63.49901726918418,0
Other,77,Yes,93.62106789335873,A,D,124.73310033855228,C,C,-33.49571901182058,B,30.394244253847642,32.57755396973429,0
Non-binary,47,No,19.604132538590886,A,B,-274.09983663657806,C,E,13.450356465116617,B,21.34191408873079,-24.409150130855682,1
M,91,Yes,-64.08981724093093,A,D,91.81446285533272,A,B,32.93168435699809,B,38.95878616325164,45.55606767532239,1
F,92,Yes,-10.420876691609305,A,A,-75.74971460225129,B,B,20.769500592177327,A,39.36421529985736,53.19907559360141,1
Non-binary,45,Veteran,-66.43454235982799,B,C,-92.70226843950181,D,D,-56.57323945487832,B,-52.89598414926685,69.2268380324895,1
Non-binary,41,Veteran,58.923604554017984,C,E,-101.17802707861378,A,E,-137.72933789300782,C,-36.632970758690774,-72.69962327079311,1
M,31,No,30.893201757103782,A,D,-7.580577453807058,A,C,-88.03601359822491,D,-19.367018012593626,-0.7957056565312929,0
Female,24,Non-Veteran,-84.6483195318839,D,C,140.68835109049925,E,E,111.221417964894,E,59.15491802638794,-118.89223095534827,1
Female,95,Veteran,4.663412535496734,E,B,77.2399111605568,B,B,93.52207857463664,E,-109.29261586618826,-37.50531416588249,0
Male,78,Non-Veteran,98.46139788389281,D,D,88.74775471544122,D,B,47.39135463494636,C,-105.06202506890068,-144.20619313995894,1
Other,20,Non-Veteran,-97.43702183454388,E,B,236.78955814030093,B,B,-21.358535716312712,D,117.55028700555361,-30.15992481526589,0
Other,42,Veteran,116.89991555307276,D,A,47.13950839009367,C,A,98.21768947114808,B,-98.12462529257887,22.763563950870488,1
Male,45,No,5.138887677977845,A,A,26.898460147103297,E,A,-31.82854563861552,D,14.185772088595595,81.19216187557362,0
Male,60,Yes,-28.115957367938453,C,D,-23.270225011537615,A,B,-49.178867662822356,B,-255.15981782153384,157.05682115346886,1
Non-binary,60,Veteran,27.810402026838982,B,B,-119.16894545000167,C,C,-31.47584312170745,E,61.73005398132939,-13.56864282202136,1
Other,69,Yes,75.6566704010255,C,D,65.94772464273318,B,B,-106.72991363378328,D,-135.90361038471642,90.72173634421327,1
Female,91,Veteran,28.18713906991758,C,E,125.72624782843175,E,E,87.07924987993859,A,18.05430554420191,-69.96284118349487,0
Other,93,Veteran,-112.84370346300561,D,A,26.77240967186187,A,B,299.0882749999561,A,-111.5811966720988,115.43925534098342,1
Male,25,Non-Veteran,-38.54226795941768,A,E,-49.720819357509384,B,B,104.82784000064602,B,-40.89401643135104,31.665334484935286,0
Male,94,Yes,107.7689101603171,D,B,-94.28623486103692,E,C,55.135028812297016,C,-5.036056138689687,-183.52408626213654,1
Male,39,No,-132.73447793290336,A,E,-45.2847283204472,C,C,-92.72093685746367,E,-24.00080490039935,-56.74183918448157,0
M,83,Yes,-67.68511429769542,B,B,186.1892723701915,E,A,100.71559739598268,B,195.0799203763613,-65.52779442315658,0
Non-binary,39,Non-Veteran,5.428046798452966,C,E,-173.959797233814,D,C,-12.604160259639812,D,-119.16275081145247,-85.46282488508784,0
F,92,Non-Veteran,-68.52759102391069,A,E,80.41533933823271,D,E,229.7712455721056,E,106.41000090136245,27.822308821617973,1
Male,59,Veteran,-17.84289827277409,E,A,14.660487746900403,E,E,17.16797734635003,B,-119.17484127571325,275.55430867514167,0
Female,79,Veteran,55.19224594389232,C,B,95.93430516797017,A,D,95.95455630443904,B,-74.55670930049524,-78.28679866872376,1
Male,50,Non-Veteran,-15.756944037178188,D,A,-68.98050897286745,E,B,-163.1421171299247,C,221.5112162103133,131.9177477050469,1
M,33,Veteran,-32.59558207014081,A,C,239.26178224021538,A,D,-205.06705580078605,C,57.494095436503244,7.378709141436829,0
M,57,Veteran,-17.42968456159455,C,D,91.48283858372783,D,D,130.30267321287403,D,-19.93553788515536,-57.992945843839,0
M,26,Non-Veteran,-29.335173700633234,A,D,-197.87500564943215,B,A,-61.790783410615106,B,-56.19394066248259,37.2919792755899,1
Other,54,No,92.50391647448721,C,A,-29.378904500607245,C,A,-114.44723282616035,A,-78.43936193707731,-24.628160754968548,1
Female,62,Non-Veteran,83.05164433952265,C,A,-89.90197751335903,B,C,7.771358681037063,E,-182.30459912408367,78.36072268664364,0
Non-binary,91,No,-127.07616424453403,A,E,-81.07407713319881,D,B,32.147363223133816,A,102.27757616601349,-10.716380668310098,1
Non-binary,25,Non-Veteran,-14.549271215898932,C,A,-83.98150716960693,E,B,130.1809349748772,E,11.734746485365779,-15.433745594288636,1
Female,78,No,4.60125436665662,E,D,5.262133807040746,E,C,129.10816613146406,E,4.0426179958892385,-14.805594514173,0
Other,67,Yes,-103.37098497963804,C,C,-24.638670978921997,E,E,-116.17440233605846,A,99.20903761387402,-55.704171136852885,0
Female,44,Veteran,-171.08844045298792,B,B,65.9538600419123,D,C,327.2447678900849,C,120.57846159635099,-86.13209447024265,1
Female,44,Non-Veteran,-160.51436779675362,D,D,-231.9914542645746,E,C,-59.97469979781951,D,-2.4676567436544254,98.65639347971441,0
Non-binary,83,Yes,-76.30531938505008,C,A,-102.50922560153948,D,E,-57.390593956201464,A,-12.016519937332031,51.26446255023568,0
M,70,Veteran,51.16962660578659,E,A,-74.98512437746119,B,C,-48.416301433113986,B,-128.68031478571632,-22.119972743862572,0
M,33,Veteran,-117.92081873536337,D,D,77.0461779796762,E,D,-130.39545363265967,B,-77.46529193735144,-77.69637537612728,1
Other,84,Non-Veteran,41.580169861206116,D,D,-136.0595836035249,A,A,66.29246664903542,E,7.249569006361827,107.71693434106275,1
Other,27,No,275.01068202568433,B,D,-69.86620672500948,E,A,-115.42436169621408,A,-124.92789301653093,130.1370446094035,0
F,53,Veteran,-53.63744002689681,E,E,34.8425171804918,D,E,55.631506803745076,D,-111.80784512926658,4.255070531767833,1
Other,69,No,-44.943509299454576,A,A,-57.28147138214295,E,C,93.60687257321523,C,82.21425587797874,-31.801872403222198,1
F,80,Non-Veteran,-167.40843223654855,E,B,-49.91516161062249,E,B,106.68300971746356,C,-19.155498366401655,-28.608794194718996,0
M,81,Veteran,-112.74523725322831,B,D,-121.53109766269392,C,B,-162.5199690502864,A,-65.95558310375154,60.525017772327594,1
Female,30,Non-Veteran,-14.625035294006326,C,C,-29.260933248518135,E,D,-195.5160009855844,D,124.93676254236314,80.49661225208801,1
F,31,Veteran,-73.05068070549375,A,D,-5.413953122269169,E,B,18.340284366776505,E,77.4497808698744,7.381776625646048,1
Other,37,Yes,-43.00630402650737,A,D,248.480869692331,C,A,-100.5614670859105,D,19.728844435712578,-48.871610333752876,1
Non-binary,20,Yes,83.67721575224408,D,B,-5.011648538698524,E,E,-104.92270343070082,E,0.8963958958320263,-127.31759333521107,1
Non-binary,41,No,-184.2671134295275,B,B,-47.31576856600587,A,C,-58.39956651198383,B,-162.82638077973075,-144.9227067678415,1
Non-binary,65,Yes,-54.96857381301228,B,E,67.12706577516029,A,A,17.711277407512956,D,-134.13461588225897,-112.72702949560664,1
Other,74,No,0.557268657298253,C,B,116.56522984792737,C,B,57.2868027082716,A,-22.666978658608596,98.26646809964673,0
M,71,Yes,-4.992064563515097,B,D,-25.145569321468525,B,B,21.612582149827798,C,-125.57932595863399,-59.56369323029814,1
Male,91,Yes,85.51804364842184,A,B,222.32092059982858,C,A,187.88112131082482,D,68.41869565607482,51.823317082240095,0
M,30,Veteran,-44.68936386140022,E,B,26.29968295022229,E,B,100.97898480695105,E,-21.948791893603296,-11.63103891649208,0
Non-binary,26,Non-Veteran,-138.97567110745544,D,D,-42.341264902518674,D,D,-124.47701245479756,D,-46.591867709343425,165.18892156358226,0
Other,36,Veteran,-136.784049697267,D,E,-63.58399969559023,C,D,62.91289688799612,A,-1.0120272691994436,48.63033048209029,0
M,55,Non-Veteran,27.347860651311358,C,B,-57.27987716192325,D,E,-146.57977569526543,D,-70.03244569881765,-18.934452334564853,1
Female,23,Veteran,-103.23900334506664,E,A,79.37118395504649,C,D,13.61623256915165,C,75.89283523407997,25.471698907683386,0
Non-binary,92,No,298.6709929258387,C,E,-26.97118423343219,B,B,-287.1946880489429,C,-77.01429126363102,-72.288573870112,1
Non-binary,54,No,-167.31879689283238,A,A,-39.71623022710412,B,D,-143.43884794273325,D,16.88527808607782,-38.33974633488019,1
Other,71,Non-Veteran,105.29595010960577,D,E,-51.897542526216576,D,D,65.52673118821465,C,37.94272452569572,97.7135863382419,0
Female,71,Non-Veteran,179.31152327407818,D,E,12.265478803767135,A,E,-147.65451335733565,E,-25.686105442123324,1.3532184902183189,0
F,19,No,-277.65238726895194,D,B,9.819173312587601,C,B,13.406831361129939,B,60.721092711854276,12.673426428259363,1
Female,88,Veteran,-196.07377487094405,A,E,85.43062878558584,E,B,122.37914300504062,B,40.79357984017972,-31.212972563580543,0
Female,88,Non-Veteran,-112.61093347040101,A,D,52.49021564027013,C,C,-7.318376266746553,C,126.12558160376406,60.00793258851503,1
F,60,Veteran,81.12816503134863,E,D,88.70655490780737,C,A,41.994089648921836,A,-76.25091847566352,168.49961824700713,0
F,20,No,-184.11940429078174,A,C,109.82826764226337,E,D,-19.421769112499966,D,147.50660035144145,-122.16606627561161,0
Other,25,Veteran,1.5513514659961378,B,A,113.35694851029032,D,A,-144.3020710525853,D,-12.929866118519628,152.9339549260069,1
F,39,Non-Veteran,-145.74068829931633,B,B,297.21793850022493,D,D,38.833800485756285,B,19.477322800478486,95.06119726056542,0
Non-binary,90,No,113.69553828998092,D,A,139.5197972113732,B,D,-132.25529547205048,A,66.09824237545487,-176.68939713242625,1
Other,37,No,21.896074449332005,A,B,133.70380434795595,D,E,-34.393802984491145,C,46.009272733029896,-7.271508076879868,1
Non-binary,42,Veteran,-187.19627492037702,B,E,-219.4203294578846,E,B,-130.9981862151879,A,-31.69414785318365,-142.88969833586827,0
Female,86,No,-73.4345916122219,D,E,-153.50897421561996,E,A,-47.13165393444586,D,-30.20221222862154,-4.188746816702003,0
Non-binary,77,Veteran,88.87073832303813,D,D,-56.13455985239827,E,D,127.74648150529828,C,-87.12013514818271,37.597386226190395,1
Other,62,No,-29.005231294625005,D,C,-172.90699719155654,E,D,164.0469655261602,C,-44.255900944495856,-63.78342654761586,1
Female,42,No,46.26774968460624,E,A,-195.51859068502074,B,D,-20.67136628418838,A,-17.99511449477347,75.58436456988565,1
F,73,Non-Veteran,-118.74975593580757,E,E,-28.864621803126372,C,B,-118.38882232731243,D,-9.437863001569132,-13.49137095553237,1
Male,62,No,-88.09493483603816,B,D,-8.289924178991686,D,B,-12.104550946950424,E,166.48451700224237,-46.53138441753198,0
F,63,Non-Veteran,14.137716346170443,D,E,79.86094504445363,B,C,2.3857755974620845,B,34.391718276105415,-46.5032946802847,0
Non-binary,33,Veteran,-94.67531162168747,D,A,54.953741167988156,D,A,-79.98920254379719,B,46.18968378260087,-228.47207065796158,1
Non-binary,89,Yes,-2.1774924968648137,C,D,-66.75866360906146,B,C,-1.4959314334265816,A,-60.79740264449933,152.66507009705353,0
Male,45,Non-Veteran,72.77863321800957,D,B,-113.88149757204064,A,B,-132.5876893670473,B,10.757304889662372,-60.27470355911386,1
F,81,Veteran,176.59792384935008,D,A,-20.43028805803024,A,B,132.601970679951,B,40.48808333019388,-124.87735391498998,1
F,92,Veteran,-55.53894705111647,C,E,160.67646034264786,A,E,48.87230745662492,A,-49.42382414953645,-27.495858169107585,0
F,81,Non-Veteran,47.94525438428137,E,E,-122.33510360619924,B,D,84.04381038164746,C,22.35384045395547,39.65890622277305,0
