ethnicity,SEX,age_range,religion,feature_0,feature_1,feature_2,feature_3,feature_4,target
Asian,F,36-50,Jewish,-134.9966843464904,30.99122579831628,C,D,C,1
African American,M,65+,Other,-250.99485795732784,-111.15709380821485,C,B,C,0
Asian,M,65+,Buddhist,-117.76195939495216,142.50616760758473,A,A,B,1
White,Other,51-65,None,54.428783350597776,80.29837746261043,E,D,E,0
Hispanic,Female,51-65,Other,-188.4817975806865,4.111779701831542,E,D,B,1
White,F,26-35,Christian,-161.77638913949588,132.42173848355316,A,C,A,0
Asian,Female,26-35,Other,142.4833068241155,-9.209682206817,A,B,E,0
Black,Female,18-25,Muslim,-0.2336478411040134,9.316165753265354,B,A,C,1
Other,Male,51-65,Jewish,-27.500399538760963,-74.91068095599591,C,C,D,0
Other,F,51-65,Jewish,13.847347848380515,71.78936801432386,E,E,D,1
Hispanic,Female,26-35,Other,124.51873037248502,89.08656101277252,E,D,A,0
Asian,Non-binary,51-65,Buddhist,-81.39814444866398,-91.71221490788149,B,C,E,0
Other,Male,18-25,Other,121.93781692884968,-142.88497693092935,E,C,E,0
White,Female,51-65,Hindu,-132.19619211274593,122.69961784454739,D,E,A,1
White,Other,51-65,Other,117.70372512959193,-16.446730924761283,B,A,B,1
Black,M,65+,Hindu,118.05377457100306,66.99676430841923,C,D,C,0
Black,M,18-25,Muslim,55.9609690538337,19.78170069993794,B,C,C,1
Black,Male,36-50,Buddhist,96.9549585375028,-19.954874567339754,D,C,B,1
Asian,Non-binary,51-65,None,99.99843906000396,-6.43411761318938,A,B,D,0
Other,Female,65+,Christian,81.80455273540166,34.43923992952892,C,A,C,0
Other,Non-binary,26-35,Jewish,119.154057119743,-80.20785109562989,A,C,E,0
Other,Non-binary,18-25,Muslim,47.523396472437376,100.1134668731011,C,C,B,0
White,Female,26-35,Buddhist,37.778043832954474,-77.54439746321286,C,B,C,0
Other,M,51-65,Hindu,34.684828191877,-8.51624270302608,A,B,A,1
Other,Other,26-35,Muslim,49.249114999463515,-115.60038190655291,E,A,D,1
Other,F,65+,Jewish,-166.78313142903153,50.11345780769639,A,E,C,0
Black,Male,36-50,Hindu,16.81152006420991,91.60775652280725,C,E,B,1
Black,Other,51-65,None,-176.68165063581696,-89.4130957104942,D,E,D,0
Hispanic,Other,36-50,Muslim,80.20494680919909,-270.84376177283445,C,D,B,1
Asian,Male,36-50,Hindu,-15.605124121174216,139.81622085366766,B,E,E,0
Asian,Non-binary,51-65,Christian,77.53885934139024,-83.58810272069171,D,E,E,0
Black,Male,18-25,Christian,68.64060482376067,-83.63506772870979,A,A,B,0
Black,Female,26-35,None,-54.767734209380535,20.52512351435505,E,E,D,0
Hispanic,Female,26-35,Other,-95.06660016864859,-5.888185988081846,B,A,A,1
African American,F,36-50,Other,-120.42602628301293,-184.08638547117621,D,C,B,0
African American,F,51-65,Hindu,-85.17580027916156,-59.929422637546516,A,A,D,1
Black,M,36-50,None,20.020768830414976,-102.57258398238523,C,C,D,1
White,Other,18-25,Other,189.40435165364556,-44.08289174639407,A,E,D,1
Other,Female,36-50,Hindu,-21.911419853837426,-148.01067944378357,B,C,C,0
White,M,65+,Other,-82.68799171690522,-175.96290676378572,A,E,E,0
Other,Male,51-65,Jewish,65.96237791357497,132.30146849803762,B,A,C,1
Asian,Non-binary,51-65,Muslim,-66.04842332219845,142.9181479901916,A,B,C,1
African American,Male,65+,None,35.807670905384015,-92.17989271386129,B,C,E,0
Black,Female,26-35,Buddhist,-180.9071421831908,145.5580401700875,D,D,D,1
White,Male,26-35,Buddhist,4.077694137405818,-74.67320389337695,C,E,A,0
Black,Other,36-50,Jewish,74.70866370118598,149.29580307021354,D,E,B,0
Black,Female,65+,None,138.5414035627722,83.18468327410059,A,E,B,1
Other,Non-binary,26-35,Buddhist,-99.50262686235575,154.283606099337,E,E,A,1
White,Other,18-25,Hindu,2.6700139994176744,156.9678462779611,A,A,A,0
Hispanic,Other,18-25,Christian,-98.19714579635676,-147.94007514242332,B,A,C,0
Asian,Male,26-35,Other,62.88464326102873,-187.00426391500153,D,A,C,1
White,Other,36-50,Jewish,-89.92386601812296,61.13286439124986,E,E,E,0
Black,M,51-65,Other,101.99313889958913,-148.608129957801,D,E,D,1
White,F,18-25,Buddhist,-107.87217332270546,-40.46646429879098,E,E,C,0
White,Non-binary,65+,Christian,-80.27487175025794,63.20161099481434,A,B,B,0
Black,F,65+,None,100.77323662721203,-13.422564992989383,A,E,B,1
White,Other,26-35,Muslim,55.91146625732518,36.375854734478644,B,E,D,1
Hispanic,Female,26-35,Muslim,78.76029410805798,-81.52657815665279,C,D,E,0
Hispanic,F,36-50,Buddhist,-105.70146910584508,-15.477176908110824,B,D,B,1
White,Non-binary,36-50,None,-78.81805919512344,-114.2203842905245,C,B,E,0
White,M,51-65,Hindu,29.442913792249755,32.73641268181088,B,D,A,1
Black,Other,18-25,Hindu,59.08517639536417,39.30114770828004,B,E,D,0
African American,Female,18-25,Hindu,100.5401953480209,-98.94521483298679,C,D,A,0
White,Male,51-65,Hindu,122.54517051048195,-92.93980552420543,C,D,A,1
Hispanic,F,26-35,Buddhist,-22.483219809241852,-56.96125379552595,B,E,B,0
White,Male,18-25,Hindu,87.68177807087858,-85.53413676690647,C,B,D,0
Black,Female,65+,Muslim,-109.01851332512553,-13.75068274599992,A,E,C,1
Black,F,36-50,Jewish,64.3602375251276,-45.24451358341086,C,A,E,0
Other,Non-binary,36-50,Other,-29.496575237979787,40.74076748079081,C,C,C,0
White,F,36-50,None,-73.49577022344927,116.49203915829054,E,B,A,1
Black,Non-binary,36-50,Other,139.5135601647325,-53.27304687160904,E,D,E,0
Asian,Male,65+,None,-56.36123079007829,-37.72908978781044,D,D,C,0
White,Other,26-35,Muslim,-22.820487375689243,-30.390607783739203,D,A,A,0
Hispanic,M,36-50,Buddhist,120.31205282757496,-342.79115341308955,D,B,D,0
Asian,Female,26-35,Christian,129.57660084583145,-262.9825849499627,C,E,A,1
African American,Non-binary,65+,Christian,-90.21961498375569,16.2961406204713,E,D,E,0
Asian,Male,36-50,Other,-8.185453376229395,-60.07259317920401,D,A,C,1
Asian,Other,65+,Hindu,101.01994895466355,24.381084229709728,B,C,D,1
Other,Male,18-25,Christian,69.29442104944363,3.149907440139149,B,D,D,0
Hispanic,Non-binary,26-35,None,20.927029446764926,-252.37299145780554,D,C,A,0
Other,Female,36-50,None,8.896643849302146,-51.90395482563043,A,A,C,1
White,Female,26-35,Muslim,-238.0272076147774,-123.67130605526881,C,A,B,0
Other,Male,26-35,Muslim,66.69581316535054,17.25354122844049,A,A,A,1
Hispanic,Male,36-50,Buddhist,183.76945459781123,61.99818380334236,B,A,B,1
Hispanic,Other,26-35,Jewish,-111.58748164417878,59.22141746207156,C,A,C,1
Black,Non-binary,65+,Christian,-84.07948901203616,-121.4834299497346,B,A,E,0
Hispanic,Non-binary,51-65,Christian,-17.102145621016053,4.120174795424923,E,D,E,1
Other,Male,36-50,Christian,100.76729843808299,-1.8877224465530338,E,C,B,1
Other,Female,65+,Hindu,17.16137810214596,120.77222648999393,B,D,C,1
White,Male,36-50,Buddhist,5.276762434279882,128.24104440203524,E,B,C,1
Hispanic,Other,26-35,Muslim,-143.09685591076084,-93.6653420064616,D,D,C,1
African American,F,65+,Other,-39.48784130678883,121.16669514525289,D,D,D,1
Asian,Other,65+,Hindu,201.1581664526266,98.86256873273963,E,A,A,0
African American,F,65+,None,-279.0895474491148,-96.51786531747175,A,B,A,1
Hispanic,F,51-65,Jewish,95.62062008450425,-182.9422038196493,A,B,E,0
White,Non-binary,51-65,None,20.94299042551951,29.118254606022255,A,C,B,0
Black,Non-binary,51-65,Hindu,-109.706599750351,-39.675637491580154,A,E,C,0
Black,Female,18-25,Muslim,-42.57591887394641,-99.15483951823566,E,B,B,0
Black,Male,18-25,Christian,-28.05940466188426,244.4979384967505,E,D,C,0
Hispanic,Non-binary,18-25,Jewish,34.98189983447473,-104.33096687059667,D,D,E,0
Black,Other,36-50,None,-118.75306582960263,-186.16119332359318,E,E,E,1
African American,Male,36-50,Buddhist,-0.6189802122619367,-28.14307794282579,E,A,E,0
African American,M,65+,Hindu,102.70598739022687,-121.19896316926464,D,B,C,1
Black,Other,51-65,Buddhist,1.3632116406434691,28.70822254063672,C,D,E,0
Asian,Other,36-50,Christian,-29.28725196965783,51.44072793701356,A,A,D,1
Asian,Female,65+,Christian,2.4944256784009244,82.67158191386447,E,B,C,0
Other,Male,26-35,Muslim,3.6006279083976938,79.15504828893184,B,A,E,1
White,Other,18-25,Muslim,-13.002934078289591,150.02800097061345,A,C,E,0
Black,F,18-25,Hindu,-186.815340154689,45.13320941863771,C,B,E,1
Other,Female,51-65,Muslim,-198.57879227245311,-23.61258155389031,C,E,E,1
Black,Female,51-65,None,-26.998339347517753,79.26112355744887,C,E,B,1
African American,M,26-35,Buddhist,33.46016081039915,12.412349186700734,E,D,C,1
Hispanic,Non-binary,51-65,None,50.81101018161438,117.32057658197832,D,C,A,1
Hispanic,Male,65+,Christian,-95.15653726370473,110.6245006899762,D,A,E,1
Asian,F,65+,None,-54.96449345020725,-75.41890595887561,E,E,C,0
Asian,M,26-35,Jewish,11.21298548181596,163.17450738498164,E,B,E,1
Hispanic,M,65+,Christian,-58.20201844861109,-98.17507623291222,B,E,C,0
African American,Female,18-25,Other,60.062989912208465,-163.27271043223323,D,D,B,0
White,Male,36-50,None,-33.62823286167586,-86.13879032643716,B,A,A,0
Other,Female,26-35,Other,-141.4919454631772,-109.89890168363152,D,A,A,0
Hispanic,Other,65+,Muslim,58.671993641988195,71.43350860934997,B,A,A,1
African American,M,18-25,Jewish,50.21550454266395,93.92309400462962,B,A,B,1
Other,Non-binary,51-65,Christian,-128.0919819519959,128.0505121921842,A,C,C,1
Asian,M,36-50,Jewish,-10.120474743402202,-136.3511928865705,C,B,D,1
Asian,Non-binary,36-50,Muslim,-146.56729041881283,-77.94547221826568,B,B,A,1
White,Non-binary,65+,Other,103.61775975944056,-32.763122418118385,A,A,C,0
Other,Non-binary,51-65,None,154.79923466821992,-98.28711068733263,E,E,A,1
Black,Other,65+,Buddhist,1.6612836365207113,60.43883576945171,E,A,A,0
Other,Female,65+,None,47.936259176274845,-73.64567876623032,B,A,B,1
Hispanic,Female,18-25,Buddhist,-111.0136690879918,57.04897019621927,B,A,E,1
African American,Non-binary,36-50,Buddhist,68.26174474281389,-72.2316693490202,C,E,C,0
White,F,51-65,Buddhist,126.35537185910705,61.58234422107899,D,E,A,0
African American,Non-binary,36-50,Jewish,48.92107033591168,118.59906359681965,A,C,B,1
Black,Male,18-25,Other,-86.92782952475568,6.767028607866345,B,E,E,1
White,Male,65+,Muslim,51.45250642372841,124.82607694377792,B,E,D,1
White,Female,18-25,Muslim,-110.42827946917,105.37942614156381,A,E,A,1
White,Male,51-65,Other,-18.026440766313137,89.07049104938964,E,D,E,1
Black,M,65+,Muslim,-1.2508439895835524,-27.85211768845915,B,C,B,1
Black,Male,65+,Buddhist,16.29800079947154,-84.75137253221851,D,A,B,0
Black,F,51-65,None,-172.22034867661318,106.46587406011663,D,A,D,0
Other,M,65+,Buddhist,-26.123809035180706,14.852485638959362,C,A,D,0
Other,Male,26-35,Muslim,-83.56237645297078,56.17496342311895,A,A,B,1
White,Other,26-35,Jewish,11.625460395760467,90.42213431746977,B,A,B,0
Black,Female,36-50,Jewish,-67.69783400089268,55.88434328582661,B,D,E,0
African American,M,36-50,Other,3.499322960883603,155.81037336739158,C,B,A,1
Other,Male,65+,Muslim,43.74432285080815,238.6804220059547,A,D,A,0
Hispanic,M,51-65,Other,81.19689565850305,247.28579875933,B,E,B,1
Other,M,36-50,Christian,-10.899914446744505,-51.00016116322807,A,C,A,1
White,F,18-25,Other,-7.181263755620125,105.65045854138295,A,E,D,0
Other,Other,51-65,None,87.58989298615882,17.271614810186833,B,A,E,1
Hispanic,Other,26-35,None,-120.78616234905807,7.254759665395922,B,E,C,0
African American,Male,65+,None,-31.423309171201417,50.013477313409936,D,D,A,1
Other,Other,65+,Other,-15.087266127333484,-22.96429071369008,A,D,D,0
White,Female,18-25,Buddhist,-125.69906734843863,-51.93460574185635,A,B,E,0
White,F,26-35,Hindu,11.575544204887244,22.147494233919755,C,B,D,1
African American,Female,36-50,None,16.14057122442157,65.30880116562649,E,B,B,1
African American,Male,36-50,Other,-101.770329086976,156.8398051792983,D,D,E,0
Hispanic,M,26-35,Muslim,21.905598480379247,-40.93436366780907,D,D,E,1
African American,F,18-25,None,-123.67851589958838,-86.4928418143054,C,E,B,1
Black,M,51-65,Christian,90.08596540074151,3.887356982038233,E,B,E,0
African American,Non-binary,65+,Other,-90.23419659664215,52.20658754683376,B,A,A,0
African American,Female,65+,None,64.7786482189608,108.97096116670915,B,B,A,1
Black,F,36-50,Buddhist,198.7609612842687,38.96510612860632,C,B,B,1
Hispanic,F,36-50,Jewish,-28.72652376507423,-50.62650618348006,E,C,E,1
Asian,Female,26-35,Other,10.234233690732895,-10.718226819981195,C,A,A,1
White,Non-binary,36-50,None,-116.11160583433895,114.4441765601072,B,A,D,0
Other,Other,26-35,Jewish,-243.4488397099062,-0.9894890518525089,D,A,A,0
Hispanic,Non-binary,65+,Jewish,-26.604872566608666,-137.15514476273506,C,A,D,0
Hispanic,Male,51-65,None,-24.36667703454698,216.225849161078,B,D,B,1
Asian,M,18-25,Muslim,-35.981033920714076,-44.64961296177894,C,D,B,1
Asian,M,65+,Other,11.981164033497729,119.10866214893491,B,C,A,1
White,Non-binary,26-35,Hindu,179.65690332249534,126.6806598594663,D,C,C,0
Black,Male,65+,Muslim,-6.238341190802066,87.62371854507947,E,A,B,0
Black,M,51-65,Hindu,-69.73422939485103,-62.23780326039632,C,D,E,1
Black,Male,51-65,Other,235.49334363216374,11.184736303427888,E,A,C,1
Other,Male,65+,Christian,158.39334179771646,-204.60647276930794,A,E,D,1
African American,F,51-65,Jewish,-151.59244589591904,-55.347559882952815,A,B,C,0
Black,M,51-65,Hindu,8.86571215737103,96.83571873699599,D,A,B,1
Black,Other,36-50,Muslim,126.70560414695903,-78.36706095398142,C,B,C,1
Hispanic,F,18-25,None,233.9704996262141,-15.63995899823255,B,A,A,1
Asian,M,36-50,Hindu,75.2846341318946,268.12852818280885,E,A,E,1
Other,M,36-50,Other,43.905923336192295,-190.9303394681538,E,B,D,0
African American,Male,65+,Muslim,-35.17963947046167,28.6544386553135,D,E,B,1
Other,Other,65+,Other,-72.570139868607,-38.6988304612897,D,B,D,1
Asian,Male,18-25,None,98.3064044035661,-89.30445635501873,E,C,A,0
Asian,Non-binary,26-35,Buddhist,-77.0660243405233,205.07746666596995,B,E,D,0
African American,M,18-25,Jewish,-148.67824699411878,36.08682421629213,B,C,A,1
African American,Male,18-25,Other,119.82242948087787,13.049605746151475,D,A,C,0
Black,Male,65+,Hindu,52.31197459648298,118.47638180987347,C,E,D,0
African American,Female,18-25,Hindu,-50.36721974988583,88.64428228610204,A,E,D,0
Asian,Female,36-50,None,86.21265552587624,95.7619895512978,E,E,B,0
Black,Male,18-25,Christian,59.06751220211751,-86.97693863262161,E,E,A,0
Other,Female,65+,Muslim,150.9342797291235,-129.29211508512978,E,D,D,0
Black,M,51-65,None,-127.18046643670378,-25.341517483457338,C,B,C,1
Hispanic,F,26-35,Other,9.435082992277646,1.3687855297407452,A,D,D,0
Hispanic,F,18-25,Jewish,-55.530358646198444,-202.23193518586035,D,C,C,1
Hispanic,Other,36-50,Other,54.35973268850718,-29.103229729443964,E,A,C,0
African American,Non-binary,36-50,Christian,-13.60552862732208,24.207472355534616,B,A,B,1
Other,Non-binary,51-65,Christian,189.23512341862266,-34.04106192377681,B,B,B,1
Other,Female,65+,Hindu,-254.69598825904436,-60.40748011860192,D,E,D,0
White,F,51-65,Christian,-175.94965660861303,22.43931442248936,B,B,D,1
White,Other,65+,None,-99.05708128524823,-97.58758082936009,E,D,C,1
Hispanic,F,18-25,Buddhist,91.35043491579084,31.80545892306239,B,C,E,1
Black,M,51-65,Christian,62.99712027191162,127.26061451573646,D,A,A,0
Hispanic,Other,36-50,Christian,-38.1700385789099,-4.816022168979931,C,B,C,0
Asian,Male,65+,Muslim,-218.1939000557401,-10.983061769618159,D,B,C,1
Other,Other,26-35,None,66.81489159919785,1.8765014112743732,E,E,E,1
Asian,M,51-65,Christian,-127.6702475486258,81.08108720327022,A,A,D,1
White,Female,65+,Buddhist,114.59315782127979,-3.5217651224096134,D,E,A,1
Hispanic,Female,51-65,Hindu,92.79959036021846,-70.54504642626455,B,E,C,1
Asian,Female,26-35,None,26.39026654716582,117.236436787053,A,B,B,1
Asian,F,65+,None,-186.92678129167274,-192.94143899729383,A,B,D,0
Other,Other,26-35,Jewish,-151.51276778300746,69.02271330506218,C,E,C,0
Asian,Non-binary,65+,Buddhist,88.84155591015612,20.709176219096168,D,A,E,0
Black,F,36-50,Jewish,35.50986533149225,2.96606483584148,D,E,C,1
Hispanic,Female,36-50,Hindu,138.42751305393767,180.78617413384663,A,E,D,0
Asian,Male,36-50,Jewish,89.57247120038288,91.06377060419229,E,A,E,1
Other,Non-binary,18-25,None,31.308940710327764,82.7477065003701,A,B,C,0
White,Male,26-35,Muslim,42.099358692361605,-122.21715605102798,B,E,A,1
African American,Non-binary,51-65,Buddhist,-27.028166167472556,99.50541604433556,B,D,E,1
Hispanic,Other,26-35,Other,-60.50900194676528,-193.44508051297873,B,C,D,0
Black,Male,26-35,None,85.02654529824181,-9.07324061835234,B,B,D,1
Other,Other,65+,Other,-119.19930522531376,-180.01568642164307,E,D,E,1
White,M,36-50,Muslim,-104.96116972153118,-55.23916503613484,A,C,E,1
White,Non-binary,26-35,Christian,18.384708806627376,-157.75174418490644,D,B,C,1
Other,M,26-35,Other,-57.53916543077242,-25.435283486485748,E,B,E,1
White,Non-binary,18-25,None,60.947903682752916,58.40622691235913,E,E,E,1
Hispanic,Other,36-50,Muslim,110.60147772493268,-7.276288003103559,D,E,E,0
Hispanic,F,36-50,None,-63.30244644193442,-198.29220345316318,B,D,B,0
White,Male,51-65,Buddhist,-14.301435297826496,122.24287841896589,C,D,B,1
Black,Male,36-50,Other,-10.736310680443422,9.305602013749745,D,C,A,0
White,M,65+,Muslim,102.30644147425988,121.89563472820157,A,C,A,0
White,Male,36-50,None,-279.0323358217516,90.34661589349452,B,B,C,1
Asian,Female,51-65,Christian,192.16851508498564,-6.466063196642274,C,B,D,1
White,F,26-35,Hindu,-71.45241341533797,27.03671816973932,E,C,E,1
Hispanic,Non-binary,36-50,Hindu,-119.13235768283099,173.19123109922901,E,C,D,0
Hispanic,Male,51-65,Other,78.71519755347818,-11.082944540732601,E,D,A,1
Other,M,65+,Other,-16.58406646630274,151.6575086439531,C,E,C,1
Hispanic,Male,18-25,Hindu,-157.8944318937803,67.43298916084215,B,C,A,0
Asian,Male,51-65,Muslim,74.55663603615108,-91.32510050756876,B,D,A,0
Other,Female,18-25,Muslim,127.04967080823664,134.67410164524892,D,E,A,1
Other,Male,65+,Other,116.26086006736868,-87.84704732646432,C,E,D,1
Asian,Male,36-50,Christian,62.75056912304879,20.68724542155844,B,D,D,0
African American,Female,18-25,Buddhist,133.3922560839929,-117.24458773598259,A,D,B,0
African American,Female,51-65,Muslim,20.832465191952355,41.63618817807445,D,C,E,0
Hispanic,Female,18-25,Hindu,18.78038799880728,77.8500157664114,E,E,C,1
Hispanic,Non-binary,26-35,Muslim,-94.62440488244258,-136.7753317749227,E,E,C,0
African American,F,26-35,Other,-191.06046789080978,-59.45474754826451,A,D,A,1
Asian,Female,51-65,Jewish,-10.778176038466421,111.13457439555809,B,B,C,1
Black,M,18-25,Christian,70.7742740540864,-92.7058808858788,E,E,B,1
White,Non-binary,18-25,Other,-11.36836759927749,-95.70680949789858,E,C,D,1
Other,Non-binary,36-50,Buddhist,128.7581879400608,35.79020181259709,E,A,C,1
Other,Non-binary,65+,Jewish,57.763773570741094,21.56254692767931,E,D,C,1
White,Male,36-50,Buddhist,41.19773181243593,-24.11887807030447,B,A,E,1
Asian,Non-binary,18-25,Buddhist,-132.46589033235435,-36.4968574523152,A,B,A,1
Other,Non-binary,36-50,Other,26.086982501517355,-100.89591115648535,E,D,A,1
White,Non-binary,26-35,Muslim,-25.951419045695978,-55.83019415766655,B,A,D,1
Black,Non-binary,51-65,Christian,-107.03316965832227,-95.66274615561812,C,C,E,1
White,Other,51-65,Hindu,-58.74053052506819,154.1837934160879,B,E,E,0
White,F,65+,Christian,77.80036482845227,48.326496503554175,E,A,C,1
Black,Male,65+,Buddhist,70.22045310442623,-40.720647690569436,B,C,E,1
White,Male,65+,None,-245.60216625703598,41.42772420636211,E,A,A,1
White,Female,36-50,None,-22.261178128430085,-71.2573472262068,B,B,B,1
Hispanic,F,36-50,Muslim,-169.07158777400616,-220.82920219986718,D,B,E,1
Hispanic,Other,26-35,Hindu,126.19672916903897,120.15197754061045,B,E,A,1
Other,Male,65+,Other,-49.4251668680634,62.53785153001362,A,E,E,1
Black,Other,51-65,Hindu,-77.9425738172645,85.85764236259598,B,C,B,1
Hispanic,F,51-65,Christian,45.3597504211247,-180.21267727592385,C,B,E,0
Black,Other,51-65,Christian,-48.080374785246605,21.94392129163422,B,C,B,1
Other,Non-binary,36-50,Jewish,-59.238569452859736,13.222618609901582,B,C,A,0
Asian,M,51-65,Christian,-156.09075018386338,20.014318451166933,E,C,C,0
African American,Female,36-50,Muslim,-8.885305671225892,13.39593077644737,E,C,E,0
White,Non-binary,51-65,Buddhist,-8.240812402573175,34.609977007666096,B,A,B,0
Black,Female,36-50,Other,-18.11153459164125,-103.66138043933913,E,A,C,0
Asian,Non-binary,36-50,Jewish,-93.78077705979754,-25.458207652845477,A,B,D,1
White,Female,26-35,Other,-50.24462021223183,-85.0281506252314,E,B,A,0
Other,Male,36-50,Buddhist,47.7961030362274,37.927711512177964,B,E,E,1
White,M,26-35,Other,-143.82383182570382,168.4504394398263,C,E,B,1
White,F,36-50,Christian,-20.34400037303086,86.1869172478195,C,D,C,1
Black,F,18-25,Jewish,86.06973490947891,-23.09061895947954,B,A,A,0
African American,Other,18-25,Other,-153.44047016359258,-44.766646207562886,B,B,A,0
White,Male,18-25,Christian,-103.32503617811813,13.452259450269036,A,C,B,1
Asian,Non-binary,51-65,Christian,85.59184390715002,33.73138268833809,D,D,D,1
Asian,M,18-25,Other,-24.66365872392372,-141.7481802618561,A,E,D,1
Other,Female,26-35,Jewish,-100.81495448364535,7.365610290811257,A,C,C,1
African American,M,36-50,Other,105.94222475603057,63.63435763736373,B,D,C,1
Black,F,36-50,Christian,54.14930205169155,99.25779625812584,B,B,E,0
White,Non-binary,26-35,Hindu,-71.73275630930657,219.54339843005073,E,C,A,1
Asian,Other,26-35,Other,-32.188955009511936,136.18152946085104,D,C,B,0
Black,Male,36-50,Hindu,45.54398902779641,125.4828980711167,D,B,E,1
African American,Other,51-65,Hindu,33.98135407600777,52.593677829706124,A,E,D,1
Asian,M,36-50,Jewish,-41.009630005720254,85.86069089692727,D,D,B,1
Black,Other,36-50,Christian,10.902383095084927,180.52866869512673,C,E,C,1
White,Other,65+,Other,-147.11899995430193,36.41313129261493,C,C,C,0
Asian,Female,26-35,Muslim,-144.69674098486408,37.92195106159545,C,E,B,0
African American,Female,36-50,None,-6.244956061595039,-78.04990474637748,C,E,D,1
African American,Non-binary,51-65,Jewish,-38.70805494639112,-3.3736938966763037,B,C,A,0
Other,Female,65+,Jewish,68.24132555793095,-98.1585533130023,A,E,D,0
Asian,F,18-25,Christian,-46.1262291944051,57.39279786632585,A,A,B,1
Hispanic,Male,26-35,Christian,116.93376176774328,52.21213398424738,C,D,A,1
Asian,Male,26-35,Other,245.34665230538027,-20.097366191534377,D,B,C,1
Black,M,26-35,Hindu,135.191190568098,60.31751427699482,B,B,D,1
African American,Male,51-65,Muslim,82.70273846390191,-213.5486507108203,C,B,E,0
Asian,F,51-65,Christian,-108.76192925105754,0.19621727071579298,C,C,C,1
African American,F,36-50,None,115.50444750495876,32.750697451420876,B,C,A,0
Other,Other,26-35,Buddhist,-45.85938394664628,109.72508257407256,C,C,A,1
Black,F,18-25,Buddhist,104.4133155431412,136.0005578468737,A,B,C,1
White,F,65+,Muslim,6.1770171593618715,262.76284086456445,B,D,B,1
African American,Other,26-35,Buddhist,189.3725464915394,-7.410631335424063,B,E,E,1
White,Non-binary,26-35,Jewish,127.01130681361632,65.93983698022772,E,B,A,0
Asian,Female,26-35,Christian,-14.852431751681952,56.633012262571334,C,B,B,1
Black,F,18-25,Other,-132.96579298189613,-149.63879695032378,C,B,C,0
Hispanic,Non-binary,51-65,Muslim,27.786844808573118,233.18227031358836,C,C,E,0
Other,M,26-35,Christian,-16.495206658727476,21.140028507656222,C,E,A,0
Asian,Male,65+,None,-69.98867158721521,5.029724468567626,E,D,C,1
Other,Non-binary,51-65,Christian,-130.54549836900537,125.94340592500703,C,B,D,0
Hispanic,Male,36-50,Hindu,36.68703398824077,-172.28114331747227,A,B,B,1
White,Non-binary,18-25,Muslim,-84.80741756572388,235.50694295895536,B,A,B,0
Asian,Non-binary,65+,None,87.2731024079299,-25.31320136096219,A,A,B,0
Other,Other,65+,Muslim,57.24692391443929,-170.02367222202867,C,B,C,0
Black,F,26-35,Christian,110.97788404221491,18.891919983129423,C,B,B,1
Hispanic,Other,36-50,Jewish,-33.016261766010224,67.47514751613407,B,C,E,1
Asian,Female,36-50,Hindu,-90.7096249238155,62.74118819113118,B,B,B,0
Other,F,51-65,None,7.081783569706069,14.5403337177312,C,B,C,0
Hispanic,Other,18-25,Jewish,-122.25078064043866,-17.75568532445346,B,B,E,1
Other,F,26-35,Other,35.57123859939111,-52.447047201330435,E,B,B,0
Hispanic,Male,36-50,Other,5.161452452140609,-50.70160174342395,B,E,C,1
African American,Other,26-35,Buddhist,127.08515694131542,-87.82455165567214,D,A,E,1
African American,M,51-65,Hindu,42.94527885419878,132.06108229644835,C,C,E,0
Other,Other,51-65,Jewish,0.45783024005279044,-69.5799389528589,A,D,E,1
Black,Non-binary,51-65,Other,-159.0496968797581,-58.249038505637806,A,D,C,0
White,F,18-25,Muslim,149.10768114780112,-78.43330066482346,C,C,B,1
White,Male,26-35,Hindu,-99.51421320721889,177.1767043070198,C,B,D,1
Asian,Non-binary,65+,Buddhist,128.07158305182656,-108.49962994442409,A,D,C,1
Other,M,36-50,Other,223.2117787058423,44.13575194178808,D,E,B,1
White,F,26-35,None,108.03284422035726,-28.897569627236507,E,D,D,1
Asian,Female,18-25,Muslim,-9.333977316815687,-83.72987534090667,E,E,A,0
Other,Male,65+,None,29.95507648524568,-54.49910197538785,B,D,A,1
Hispanic,Female,36-50,Other,27.557467842351496,-166.49981149469485,A,C,C,1
White,M,18-25,Hindu,-11.62413783555908,28.939532988692406,A,B,D,0
Black,Male,18-25,Other,100.4919412607598,85.21014549644454,A,B,A,1
Black,Female,26-35,Muslim,-95.90871595616669,56.131609174982856,E,A,D,0
Asian,Female,18-25,Muslim,40.72121324632095,240.85272339382766,D,A,A,0
African American,Male,51-65,Jewish,54.95797931928074,-19.48829791780474,E,A,E,1
Black,F,26-35,Buddhist,90.1921538450566,173.98198488748432,B,C,A,0
White,M,65+,Hindu,-22.9057711112982,-35.16999982781865,A,E,A,1
White,M,26-35,Muslim,-69.08035558320019,302.969063739326,E,B,E,0
Hispanic,Other,65+,Jewish,-22.286480411571713,94.48487415526279,D,C,E,1
Asian,Non-binary,65+,Muslim,-4.935346473214486,-88.66785206245609,D,E,A,1
Hispanic,Non-binary,36-50,None,127.06628515380598,61.385980330238986,C,A,B,0
Hispanic,Male,18-25,Buddhist,78.81826297192809,46.65767497492702,E,B,D,0
Asian,Other,51-65,Buddhist,70.57252925335263,30.789400616532514,B,B,A,0
