SEX,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,target
F,E,126.02910575039945,E,11.009547257411572,E,E,107.67974108705648,C,B,1
Female,C,50.18928270766,D,121.34418911431703,C,E,25.39956054150801,E,C,1
M,A,-211.15737402393324,B,92.48333373583068,B,E,81.20770395373212,C,D,0
F,D,82.19085518051267,D,143.9374245423271,B,C,-35.46586572326954,E,C,1
Non-binary,D,0.8993002125220165,E,-12.31406156781424,C,A,45.45981810562529,E,D,1
Female,C,-67.52911987376581,E,-97.74441278733006,A,A,135.66313552807856,B,A,0
Non-binary,C,149.49686295680493,A,-4.23650664554066,D,E,133.85841673001698,E,D,0
Other,A,-36.800793041684585,D,30.828815304758983,E,A,63.09831024625564,D,D,1
Male,E,45.18933855011692,D,82.98609876884876,C,D,46.144087314057316,E,E,1
Other,E,-9.92096445088928,A,1.252466338042251,C,B,68.93161757713743,B,E,1
Other,D,88.42985790363338,D,-101.16527949660772,E,B,8.71715748898114,D,D,1
M,E,40.595654215476024,E,1.1132719434205245,C,B,-64.80644603930882,E,D,0
Male,C,69.23040346944276,B,200.339225317245,C,A,28.11016714177744,B,E,1
Other,C,-66.64505682390755,B,16.655698078776055,D,C,-33.81024530289763,A,A,0
Female,B,298.61958798299554,A,156.27978526919804,D,A,-116.99893884472348,B,A,1
Non-binary,A,106.57899882825251,C,-13.936770332073056,B,D,10.89403867121417,C,E,0
Female,B,46.329702313123796,D,46.69028853231143,B,D,-34.923066385298604,B,E,0
Female,E,17.761917535575137,D,102.2571407038979,C,E,0.5521473691935963,C,D,0
F,E,3.3752626819231635,A,-19.423584667300435,C,C,172.33320736728746,C,C,0
M,D,-62.76744098707786,E,15.58801628475466,D,B,-28.592615052810277,A,C,1
Non-binary,E,34.272740980096025,B,-66.09155896424294,B,B,-19.224411318415154,E,B,0
Non-binary,A,34.38336524365327,A,-101.06077963222475,B,B,-39.062735514132676,C,D,1
Non-binary,E,-101.48563685819214,C,-70.68177993966478,B,A,71.51888641219637,B,B,0
Other,E,73.42049977327572,D,-83.78346978377179,A,D,-67.98845165986465,B,B,1
Female,C,20.35088211114445,A,78.84894841317868,A,A,38.30047937282926,A,E,1
M,D,-80.95152263725221,A,-24.746457444387545,C,A,309.109117925033,D,B,0
Female,B,68.94896445138852,B,250.32072933206888,D,A,-34.56109692784635,B,C,1
Other,A,-129.0133511198822,A,18.14835425852958,A,A,226.7397285331457,D,C,1
F,B,-55.38197291714716,B,-54.080834835703854,C,C,67.19260244209416,E,C,0
Female,A,-105.89005741820536,A,174.676656413937,A,A,-40.24105754870986,D,E,1
M,C,5.796051512236138,A,110.51931999772997,B,A,90.53031586510818,D,D,1
Female,D,-207.38020812258878,D,113.80458913258042,E,C,47.88667831742399,C,E,1
Female,D,96.77918579555211,C,-3.5017659472362967,E,C,-82.44859836086114,B,C,0
F,C,177.71662950670313,A,-140.6887841873714,A,A,222.69698113463048,D,D,0
Male,B,-110.10578312827252,A,-14.505390033332418,D,A,99.59949242214104,C,E,1
M,C,86.69674058507569,E,-11.007825475643665,C,A,34.66304642375238,C,D,1
Male,C,17.855995385628756,D,66.79809854404242,D,A,26.926636413009597,E,B,1
M,E,-24.232401858246476,E,180.13622037127143,D,B,-177.6288185893093,B,C,1
Other,A,103.50474033010116,B,100.15183268021426,C,B,72.1295740273165,D,B,1
F,A,-20.53982240971032,D,120.20239287034839,D,A,44.95894679709341,E,E,0
Female,B,208.26583327790388,A,-64.43389361935388,E,D,-22.97068033847367,B,A,0
Female,B,117.18394756482719,D,81.69173813156917,D,D,-184.83764519133422,C,C,1
Male,C,-170.61133225796678,C,-154.35245186312966,D,C,-9.732569025630987,C,A,1
Non-binary,C,82.89839398556249,C,-23.507309058145335,A,D,-98.21144607338782,A,E,1
Male,C,107.03087665813247,A,8.462349105362255,C,C,210.3201431628317,D,A,1
M,E,-348.953947856893,E,-102.58165034420388,A,D,-22.121909858240894,C,C,0
M,B,153.63595397050616,C,-94.50643693971318,A,A,10.818695060960552,C,C,1
Non-binary,D,-24.053322784981678,D,-39.18339607866449,D,B,41.012096046831594,B,A,1
Male,C,-176.0189486251863,C,-2.5230470165980976,B,D,-4.306648889294581,C,A,1
Male,B,143.82518104966087,D,-61.38450943661553,C,C,-41.34438482085625,E,E,0
F,B,61.715972740020874,E,-66.79338919021035,C,C,-17.482913689947445,E,D,0
Non-binary,A,158.40429769751688,A,77.26010061389924,D,E,129.89922491905966,A,D,0
M,B,-20.918974096486146,A,-1.4255424301509345,E,C,-74.48185915571979,E,C,1
Male,A,20.31669497065604,A,-43.029527183196194,B,B,-75.11268667081565,B,C,1
Male,E,93.72904973252044,C,-120.03492476825477,C,C,51.62519787558416,A,A,0
Female,E,180.27801742301128,A,139.13392400434924,B,C,19.134075945026673,A,B,1
F,D,-161.8571527202331,C,-91.98104477254184,B,E,79.4027322376374,D,B,0
Non-binary,A,84.99853146071035,B,-101.72197672248603,B,E,-30.934244120256967,D,C,0
Other,E,-22.7692845951788,C,72.47915043706341,D,B,145.64918712469245,C,D,0
Non-binary,C,44.045937820347575,C,-67.44438678676575,E,A,-23.218672275307775,E,A,0
M,C,-46.63433829947968,C,-56.718095643263226,E,A,85.51981915543962,C,A,0
Other,B,-273.268571100595,B,-90.88537016835907,B,A,-16.27037537879821,C,C,0
M,C,38.636154597090496,A,-165.50843223353067,D,B,-69.71171255402636,A,B,0
Non-binary,E,124.77956323758063,D,-124.73023325664963,C,E,-94.16031364420907,B,D,0
Male,C,-9.74603433873168,C,-67.73238338747994,A,C,22.97447958001554,E,B,1
F,E,99.23981563058763,E,-43.977015852700305,C,C,-77.25941163143479,A,A,1
M,C,-67.32473738257107,B,6.3507537020988964,E,B,-50.656914204194024,E,D,0
Female,B,34.07064376587252,E,131.57879393284404,E,B,207.4817962523713,B,D,0
Female,C,-104.04365193642349,A,-115.24925340765853,E,C,68.21532412465386,A,A,0
Other,D,-19.14453552733839,E,132.42493065295128,D,C,22.46333184603743,B,A,1
Non-binary,E,130.4501598772323,D,55.47223243617948,C,E,-11.917960582476788,D,E,0
F,A,257.28977265564146,C,-67.31574105642119,C,C,-8.864663460394533,D,C,0
Female,C,-44.038671576697475,B,-80.27990946113145,E,C,61.55584372137666,C,E,1
Non-binary,D,73.89014992758752,D,88.63781871569022,C,B,17.1603264907077,B,D,0
Male,C,-30.215439194346377,C,-56.37609970499232,C,C,117.87454103799891,A,D,0
Other,A,10.864616823068335,D,96.36427823239056,B,B,9.081612760183718,C,C,0
Female,E,-155.24428685288484,E,-220.7693666722284,B,E,116.83522531004611,D,E,1
F,D,175.11241595872482,C,-124.96431597960178,E,B,-192.63467835392188,D,D,1
F,A,-41.66362436056082,A,79.1761033566493,A,D,111.69435849944362,C,D,1
Female,E,60.410622939923165,E,70.92637518845592,C,E,-7.955919637417426,D,E,1
Male,E,162.67350981906873,D,0.43942790867379355,E,A,199.58872873954502,C,E,1
Male,B,-48.60867253519979,A,77.23258691376617,A,E,-91.1871924645069,A,D,1
Other,A,-167.59381075341483,D,94.84388533337669,A,B,32.86613129807241,B,C,0
M,A,-43.97862598470267,C,92.98104470059569,E,D,-31.74969883922688,D,C,1
M,A,-116.59872063581436,E,43.570231523577625,A,D,10.33926492729353,C,B,0
M,E,-122.51229314090286,A,-17.826857522850283,B,D,-10.970301428265753,D,E,0
Other,A,67.07445334802047,C,-29.157410043481967,A,D,-132.79161440066252,A,C,0
Non-binary,B,118.62282133039366,A,-6.827965588682285,D,D,42.16420291293122,A,B,0
Female,B,117.9562599941423,A,2.4083187556590975,B,B,-16.0019404551866,A,B,0
Non-binary,B,-15.697357045197199,B,-24.564529618179247,C,D,-174.38623919587135,A,B,0
Female,A,-8.180067722217956,D,-18.155897933599356,B,E,-18.593416391178092,E,B,0
Male,D,69.74230857952675,C,-108.46721177194863,A,B,-90.94558360295734,E,B,1
Other,B,183.84786697599208,C,249.3422099593301,E,A,7.26954024970776,C,B,1
Female,B,105.31572535906129,D,-86.37171437098564,A,B,-70.23448483322308,A,E,0
M,B,-89.71362262957328,E,163.32707084170843,B,C,109.11101143736413,D,D,1
M,E,-88.1580271244855,D,-37.56027617308502,A,C,-83.9725025322845,C,B,1
Male,E,6.590809455230456,E,74.43285425003025,D,E,-89.70812263889759,B,C,0
Female,C,-94.86558002415552,A,5.398906022672042,D,A,-50.88643043898639,D,B,0
F,E,-27.274042871310883,E,-5.998716446871745,B,C,-13.824386517088637,A,C,0
Female,B,154.10657277148806,D,-10.354143467290303,B,A,-18.329432496202045,B,A,1
Female,D,-216.18558864712352,B,-89.55196085538702,A,D,59.79236010368499,B,A,1
Female,C,-41.230220130674645,B,-59.220693075437644,D,D,-36.02388138331792,A,E,0
Other,A,2.6740715434309568,A,-79.8405485773495,C,E,94.26491198371252,B,A,1
Other,D,-128.46932623439142,B,-99.92125555031214,C,C,56.63059379393862,A,D,1
Female,D,51.13111175156562,E,1.2320557944568664,C,A,-23.036400497129865,B,A,1
F,A,-127.92138022718459,A,49.03112835029429,E,B,66.89435233140365,C,E,0
Female,D,-11.484857006638203,C,80.66446389868138,C,B,-17.011323504135902,C,C,0
M,E,-40.36489531825096,B,-78.64872462266665,E,C,58.43440276296228,E,E,0
F,D,-10.994119315422457,E,-33.87830880710873,E,E,-71.8722674406564,C,D,1
M,C,-27.725939492122855,C,27.559132166111965,A,A,-39.4146268493264,D,D,0
M,B,-58.790969790914474,B,4.939195910463743,E,C,-155.47740803827423,A,E,0
Other,E,-24.113247980476256,E,-15.907412871383173,E,E,-62.60643955061697,D,D,0
Male,B,-3.614251941005378,E,-12.99699289833684,E,A,37.81489077281606,C,D,1
Male,A,-6.252692062510906,C,-154.21677115057966,D,B,36.68323932863851,D,E,0
M,E,-33.99799781949903,B,74.89605178980663,E,D,-13.973017177308739,D,C,0
F,B,-115.13939282866784,B,-13.250958371395367,D,C,62.63741574606142,D,B,1
Male,B,15.120006244919942,D,-122.70960252379082,D,D,-31.08684303220101,A,A,1
F,C,126.1514364393131,A,-52.299437774742216,B,E,101.71106181029783,D,C,1
M,A,-28.82682372080713,A,-35.24829189961615,B,C,68.83344572146586,E,D,1
Male,B,-2.9980169359748015,B,-11.667218378293349,D,A,-10.948677694946422,A,C,1
Male,A,80.57973981563863,C,-59.27402520609878,B,D,13.613261927908042,E,C,0
Other,D,-51.26535003570694,A,-26.886103497583026,D,D,-68.74891804963772,B,D,1
Male,A,74.08713686055684,D,-79.37879880554135,C,D,-38.4172134173541,B,A,0
Non-binary,A,31.93099671407306,C,154.9408289064053,A,A,-64.88401880839142,A,B,0
Male,D,-25.129078143879795,C,-211.06411889699785,C,E,163.84530251017486,C,B,1
M,A,-43.8953647458043,B,57.15161770234263,B,B,44.67136092696497,D,E,1
Other,C,-37.65012790630857,D,-8.066143710622145,D,D,117.55723696369549,A,E,1
Non-binary,B,-68.31619456177333,B,110.23864366156306,B,B,8.774379631431756,A,A,1
M,D,129.33893838022126,D,42.372311135914266,E,C,33.241362602135425,D,E,0
Non-binary,E,67.17777223298175,E,-22.193131076960636,A,B,73.19978926281911,D,E,0
Male,A,-144.96381775561753,A,-30.500377707768873,D,E,-203.20783150968222,A,C,0
Male,C,-191.39147846956956,D,-66.43447812754121,A,A,-70.9142459914556,E,B,1
F,D,-55.94371613365939,E,101.65458026733793,D,E,-282.8659231269172,A,D,0
F,D,-49.626639992739854,D,-79.28184423368282,A,A,-57.76327602038888,D,D,1
Other,C,-107.69197626198988,A,-68.05745502005502,C,D,40.4986769069463,E,E,0
Other,C,34.09196933976082,B,38.578757962820326,C,A,-74.4787592865043,D,A,1
Male,E,133.51365921987266,B,-128.6133321550589,C,A,4.556824148981098,A,B,1
Other,C,187.7973215045023,B,-80.96459860940023,E,A,168.9398487687496,A,B,0
Male,D,87.54659811283759,E,-29.722123338501277,C,E,-38.98318620629693,C,E,1
Male,C,5.285702264953862,A,-228.04766588518777,E,E,56.57317901754292,A,B,1
Female,A,-14.376665317410792,A,92.0412982692019,C,E,-91.85295394568726,A,A,1
F,B,-150.8123459895088,C,28.014023930677272,B,C,-161.53767349232294,E,C,0
Other,D,125.34238061053327,B,15.742485261215473,D,E,39.138707307758814,C,B,1
Male,C,235.43473068574863,B,-149.96584311012094,C,A,-38.889210346344704,E,C,0
M,D,-0.009367866273158653,D,-120.75165809270108,B,A,50.03095925687453,C,E,0
Other,B,-101.02243072711548,A,-137.2100614486277,E,E,-4.540858947117412,D,E,0
M,A,11.931428662244576,A,-89.89477812824657,C,D,133.39178155448732,A,D,1
M,E,-31.550439654862387,A,-228.794074778143,D,A,129.06229594295502,C,C,0
Female,D,-44.2485611676888,D,148.282242216122,B,A,-23.042711525328354,C,B,0
M,D,12.532904784814136,B,-8.970802538589533,D,B,-7.323376378221412,B,C,0
Other,D,-130.3248991368773,B,89.91752542664548,E,C,65.10976560262625,A,A,0
M,E,-4.950529683757301,D,33.4791443046712,A,A,-44.95760988717545,C,E,0
Other,D,127.36323583913529,E,200.77040327441432,C,C,110.64491425044008,D,D,0
Other,D,32.792546060751825,B,-78.9720677375845,A,E,135.65981583572548,B,B,1
Other,C,-155.5427651099768,A,71.06068808139621,A,A,-13.554504598428846,A,E,0
Male,C,-86.24199666644245,D,-242.69966543110834,D,C,-20.136942251729955,D,B,0
Male,C,-52.03037562056942,D,79.84669631614094,E,E,-18.12606510640688,D,B,0
F,D,2.571417883430916,B,-3.4911666288735757,A,B,-43.357969689800775,E,A,0
F,E,4.542724572312369,D,88.28844565693774,E,B,26.11952043248944,B,E,0
Male,D,67.89337419496721,E,-2.5993623870754874,C,B,121.10322904975415,D,C,1
Female,C,-245.58674508030313,D,-57.27149163206609,B,E,157.64030486933635,D,D,1
F,D,-118.74862801172164,C,-154.9057243942076,E,E,-202.42709435741367,E,C,1
M,B,16.153838710945738,B,231.89863511094683,B,B,-142.92119575369023,D,A,0
Other,A,-48.20096239564102,A,-38.6438056319903,D,C,37.67205628492272,A,C,0
Male,E,-116.34864604276875,A,101.2698627898919,A,B,-64.28956884534045,C,A,0
M,D,-297.7416773480228,A,21.663916942007077,C,B,38.351076413696326,E,C,0
Female,A,-117.38148152144754,A,-176.30640159345577,B,B,118.41830597746711,C,B,1
Other,A,94.1273649395787,B,-111.85753210891893,A,C,-81.2128035518413,C,E,0
Other,D,-152.14508111787714,D,119.37258001236479,E,B,-152.7766029963436,B,B,0
Male,C,29.11463083870905,B,-92.05790671074739,C,B,-57.75535566286777,C,B,0
Male,C,-48.71220928296165,C,-50.393505064072784,E,C,-23.971956667264642,D,D,0
Female,A,84.2801132426049,D,64.76566000269179,B,B,-116.02238634520012,B,D,0
Male,E,-5.033835875528001,D,-245.56552148088699,E,A,105.9160841716339,A,C,1
Other,C,-91.03159375093101,A,54.15022084504664,B,D,-107.84184882929392,B,D,0
Non-binary,A,31.458049921285568,C,85.12674836263083,D,A,-11.652106477706841,E,D,0
F,A,-158.69082134673428,E,86.54710555979423,B,E,312.57122734514905,B,B,0
M,C,-6.650887473526339,B,160.36593792671943,C,E,-16.532229609452983,D,E,1
M,A,61.727730529835036,A,-109.82453491273607,E,B,-138.87619615872606,C,C,1
Male,C,-116.28263857754754,D,181.69885654951523,C,B,-30.71862826245852,E,D,0
Non-binary,D,-237.155454246478,C,228.07642178635987,E,A,-4.583257822196661,C,D,1
M,C,-88.02234085090514,C,93.4519858811047,D,E,137.07278541577432,B,D,0
Other,D,175.51037986925243,B,27.856200207793748,A,A,-89.76163685521753,C,A,0
M,E,64.62336185339133,B,-47.44692503988727,C,D,-26.15857379926525,A,E,0
Female,A,-25.52664502969565,A,246.46977968609448,E,A,-4.941801925673701,C,C,0
M,A,-38.27273418067148,E,10.707776271913676,B,E,-111.01888996829301,B,A,1
M,A,58.90942482408927,A,81.78353215402535,C,E,-184.1089497248581,E,D,1
Non-binary,C,101.88597012312111,C,-4.805122912426456,D,D,-97.1651165198743,A,B,1
Male,D,47.626196994935235,C,-6.614646190714462,A,A,21.192994287993944,D,C,1
Female,B,-54.6142319093782,D,-90.04634713678112,D,C,-89.73385216857773,A,A,1
Non-binary,B,-25.31838193910545,C,-7.963147870730493,B,E,8.357115458234148,B,D,0
Male,C,-72.87264702738847,B,-173.42112333428557,C,C,31.098810830452507,C,D,1
Female,C,67.55755702267253,A,71.53788593947097,A,C,-115.50938218161917,A,A,1
Female,B,62.33596584629573,B,-132.50565229729347,C,B,-48.536755174579255,E,E,0
Other,C,-80.97120915612028,C,36.757364886320794,C,D,-137.01013241803125,B,A,1
Female,A,9.0177916091901,E,-41.003983830684106,D,E,-112.2088663492105,D,D,1
Female,E,117.92290446923255,A,77.94488294275058,A,C,73.09783043619686,E,D,0
Other,A,-44.86225317248672,D,-52.63861713283452,D,D,-179.91957613720757,D,A,0
F,D,-76.10914943155491,E,65.24143622188242,E,B,45.45096440553703,C,A,1
F,B,47.872385856947766,A,-26.124972192681472,B,D,115.01567028534411,D,C,0
F,D,-21.22433800320092,D,40.69272187272161,A,E,-255.41437867671655,B,B,0
Other,E,-23.120760283404888,C,-153.50745989172256,B,D,49.87144208575939,D,D,1
M,B,-63.91285749428819,D,-81.69584232024734,E,A,90.31436943806179,C,E,0
Other,A,-18.176407011806578,E,-48.91799208029091,A,A,-40.720331512184025,D,A,1
M,D,-85.9782637980181,A,-21.409998334644666,E,A,-24.69085302515339,B,B,1
M,A,-31.798689544555735,E,95.80217493328705,C,B,71.79235698513745,E,D,0
F,A,-48.40714780556938,B,115.31746974801993,B,D,205.62249625148374,A,E,1
Male,D,-54.59207873206492,C,-76.510044836606,C,D,-12.182102898310228,D,D,1
Other,D,-28.67366257038241,C,76.42990042096311,B,D,-81.23611315156575,E,C,0
M,A,143.43460717737193,A,-88.87595191242234,E,B,-36.91863874316164,D,A,0
Male,E,127.804188084975,C,-290.49209345508007,A,D,-52.67984245790067,B,C,1
Male,E,-100.24879831882403,B,106.2445043224963,E,D,-139.72569786722494,E,A,1
F,D,-60.988239639790876,C,-39.66538768093106,C,A,-223.11501125108765,C,C,1
Other,C,-9.953213479168292,E,-13.504820743263377,A,E,-65.06233683882576,D,D,1
Female,B,96.6797068660897,D,-70.15695656724944,E,C,-57.46408466201871,A,C,0
M,E,-42.40039875358781,A,131.7152093586718,E,E,-140.85774909391938,D,B,1
Other,A,12.22891259916286,D,2.5474529440596774,D,E,-93.84065988181204,D,A,1
M,C,-96.97133489101284,B,-72.44742224268043,D,E,-60.371519769107216,B,C,0
Non-binary,C,146.03816954214128,C,-104.10503860491724,B,E,-43.27376516116928,D,C,0
Non-binary,E,-86.1483923781752,E,-3.4633647051701884,C,C,-104.70121510247552,E,E,1
Male,B,-5.415170562069606,B,230.09449577535977,A,B,-76.14926162153246,C,E,0
Non-binary,E,171.18322331579267,B,110.93563934809332,B,A,-126.6582831227495,C,C,0
Male,C,23.380318151823097,C,28.390243466938177,D,E,26.70151915030082,A,E,0
Non-binary,B,-81.29101332436748,D,-136.35699831953724,C,C,-41.96289885551352,B,C,0
Male,D,68.13245991904124,A,178.9012367013651,A,C,-176.11363986407667,E,C,1
Female,A,-23.52790964001307,B,-85.66824909228107,B,A,30.33279122066609,B,E,0
Other,C,22.887168866137646,B,-60.458072508804094,A,E,253.07423541795524,D,E,1
Female,B,171.44063550880995,B,107.09269925096274,C,C,-182.1882544776065,C,E,1
Non-binary,C,-7.711456112255391,E,131.39476491073026,C,B,46.323281989104494,D,B,1
Male,E,146.7225065016418,C,29.537190964897203,A,D,-40.217249780899515,D,A,0
M,D,-37.16615835152856,B,-249.49345984612444,D,C,-11.27541107363858,A,B,1
Male,D,169.3570162584202,E,43.1171814788221,E,E,52.43296808193452,C,E,0
M,B,-87.60332874812478,E,-25.66490157343803,E,E,-191.5002114001351,B,D,1
Non-binary,D,71.48995326442034,A,98.13797043434305,D,A,-277.4446947537447,A,C,1
Female,C,-73.40025005209353,B,-155.3525129756453,B,D,169.2473594042753,C,A,1
M,B,181.05382047658432,D,20.59212697793843,B,C,-105.82394532339802,D,C,1
F,C,56.71608813478834,D,38.60966399295649,A,C,-19.590618156728052,A,A,0
Other,A,-128.83665971576946,A,71.12188694777542,E,B,-36.34646575082402,A,A,0
F,B,-30.245780436538734,E,-7.620635830836399,C,E,-34.92477210638282,D,E,0
Male,D,82.32996110306277,A,-147.56649739814958,A,A,-5.196203465682173,E,C,0
F,C,209.72089331515105,E,109.17549185673519,D,E,-188.5135448573051,D,A,0
Other,E,-147.89146275383516,B,79.06077158524306,D,D,-72.43452905286864,D,C,0
F,D,275.10138955272066,C,-96.37171228561814,B,C,144.27103649604484,A,C,0
F,A,-69.09331967961376,E,-130.94772887037806,E,D,-44.56800578233596,C,B,0
M,A,40.81062374893858,A,-149.44143554390098,D,D,-7.1303260507723065,C,B,0
Other,B,12.477974764264012,A,-75.73532816348484,E,B,186.00449983287174,B,B,1
F,E,-48.635202864643766,B,-51.35357589010601,E,E,-91.60810816413496,C,A,1
Male,E,-141.20714421584736,C,93.35553000033369,E,E,9.737192610877038,C,E,0
F,D,-41.15873591690696,B,130.5011324252115,D,A,-7.947947983721059,D,B,0
M,E,-48.441024456036416,E,-36.73082830423263,D,D,-17.81849721994284,E,E,1
Non-binary,C,-2.384531481577911,C,26.96072927095831,C,C,-101.9331593766793,C,B,0
M,B,-72.1836245960277,B,-96.94722005597637,D,B,-151.46992124261396,D,C,1
M,B,0.33256127282155795,D,-5.786749615284446,E,E,-49.65574912721206,B,E,1
F,A,94.89695777338267,C,-28.090295513571178,A,E,21.889908445707974,E,C,1
Non-binary,C,-98.7563201414271,A,-16.734801323216075,D,A,-58.29180561694327,B,A,1
M,E,37.348973969307636,B,126.7385944075593,E,D,76.40253137384202,D,A,1
Male,A,-192.16799511659724,C,-103.1891589338324,C,A,113.27804050310075,A,E,0
Non-binary,C,-182.98935772518652,B,143.682467036403,D,E,51.6409626896998,A,A,0
F,E,32.498603581062504,D,55.31048855430004,D,B,100.37001410349387,D,D,1
Male,D,-1.205667727424717,A,161.56875884778785,A,D,133.95290989125075,E,C,1
F,C,-4.0713928320846176,D,55.593655122128574,A,C,121.74407059333778,B,B,1
M,E,-9.697630655967522,A,-125.66328430618951,B,A,163.29964155052053,C,A,0
Other,D,-98.09506359210347,C,-70.52335244629207,D,C,88.00627170103675,C,B,0
Female,B,17.353104028988632,D,-192.21335981614493,E,A,-114.16965204665208,E,D,1
Non-binary,E,22.6470761152416,E,-83.84240533367739,C,E,22.905634866035097,A,C,0
F,E,31.416789856501314,A,43.99803670223886,D,E,141.26819178554692,C,A,0
Non-binary,D,16.223288094367422,A,98.19556871142632,E,D,125.79809487098296,E,B,0
Other,D,7.508409644261131,D,-160.2300205343508,C,C,54.91072406147235,C,E,1
M,C,-87.30955413643318,B,77.66030872558093,C,C,-64.78172497607932,C,C,1
M,D,65.70893613283168,A,-28.098856422095835,D,B,4.01092417486318,E,E,1
Male,D,-256.59784068471635,C,176.60700592967953,D,C,-73.4001901331933,A,B,0
M,D,163.5985750651538,D,-108.18385072614596,D,A,-84.8333439085922,D,E,1
Female,D,65.51368569592147,D,11.162828873244749,A,E,-56.22380487016392,A,A,1
Female,D,-197.425833836899,E,31.450775482904724,E,C,107.61184091207339,B,D,1
Female,D,37.92788392001496,B,-50.05606104457646,C,D,18.374484982400627,D,C,1
Female,E,113.1939110262016,B,81.56664480697786,A,B,-177.05067547009855,D,C,1
F,D,219.71705605902025,D,108.71699576517541,A,B,17.883124883044484,C,C,1
Male,D,-48.88150954741813,C,-52.11852531146217,B,A,-54.40892998669008,C,D,1
Non-binary,D,-81.35899309180334,C,44.7055742162594,A,A,84.32075046738238,A,D,0
Female,D,-43.31167189415128,C,37.859216218755215,A,D,86.76609555310174,D,D,0
Male,C,-106.58657079869154,A,58.55873200856235,B,A,-36.55354138127521,A,B,1
Female,C,89.92979918620651,C,-95.1559857929307,E,C,-40.934509486871534,C,C,0
Non-binary,C,31.309706968938432,A,161.47564653170792,C,E,-170.72681477283442,C,A,0
Non-binary,E,-43.235304072973015,C,-53.59892971539212,A,E,144.33012732039177,C,A,1
Female,E,82.06095318730195,C,-35.40076102871731,B,C,-50.54844657605963,B,E,0
Female,E,-30.024203617372397,E,-27.42576339288172,C,E,42.78819949981957,E,A,1
M,C,-48.64109824337552,E,-195.67801717404396,C,E,97.26285908634118,D,D,0
Other,C,-19.213842172354106,C,100.07496395464246,C,B,15.87801004980848,B,E,0
Male,D,65.66670488332112,C,91.03174390271758,E,D,238.32384539352464,D,E,1
F,D,113.46111201849097,D,34.80971232281478,E,D,29.218365758436924,D,C,1
Non-binary,C,31.69769533180329,B,-152.13138545160365,C,D,-9.064777659107136,D,E,1
M,D,-47.60855653183139,D,-92.44603583977418,C,C,29.876558607930175,E,D,1
F,A,16.002030722156977,B,-67.94981040920865,B,A,20.304593919450905,D,C,0
M,B,151.64579868417707,E,-183.67727094457592,E,E,-204.67588623517295,A,A,1
Male,C,-36.45986577130218,D,-19.08503958095152,E,C,-65.97210119482699,B,D,0
M,C,-100.88742202289515,E,3.4280716417239643,A,B,41.28194830871932,A,D,1
F,D,-26.82960207892171,D,169.68223472674717,B,A,166.35957919587136,A,E,1
Female,D,42.226556896090464,A,102.53940259790485,D,E,139.33573229817452,E,E,1
F,A,79.19406949795452,C,141.6957987295133,A,E,109.16316709471705,E,E,1
Other,D,-12.878196200221575,E,-23.678551646412124,D,C,-94.46900906008052,E,E,0
Female,D,-175.56001977646005,E,-22.171169087117836,C,E,-7.917541631999928,E,E,1
F,D,43.93191629292239,B,57.43596876902623,C,C,-97.38421323475414,B,E,0
F,A,-11.09210065500439,E,-128.9030018141979,C,D,-173.58264492697018,A,B,0
Non-binary,E,92.56769764028961,E,65.44937899440025,D,B,-105.44605531477815,B,C,1
Other,E,-55.33012807108646,D,0.26924201553912114,D,C,97.04892550090163,C,E,1
Non-binary,B,17.678098077629496,D,-71.8638744305036,E,C,-125.04840871941445,D,E,1
M,B,-63.903136789012706,A,-70.47480106395166,E,B,-39.71415266399915,C,E,0
Non-binary,C,21.84458300883453,A,75.57857876838088,B,B,116.85179332852506,C,C,0
Non-binary,A,-104.93362103595459,A,84.73761166115588,E,B,75.57643564275014,B,D,1
Non-binary,D,72.91272716752592,A,80.26050745977498,D,C,1.6230173388046898,D,A,1
Other,C,154.9941736263157,B,-151.2890462698357,E,D,75.9878158706341,B,B,0
Other,A,-75.46855863434273,E,35.01249777480351,E,A,-215.69461199262528,C,C,1
Other,D,174.11669154337457,B,161.94168973356727,D,B,-84.05818382456505,B,B,1
Male,D,27.976086741233974,A,114.3301503754054,B,E,-21.426839084999244,D,D,0
Other,B,-77.43355031720354,B,1.4412253572471798,C,A,-143.84508692080027,A,C,0
Female,A,-169.63231211449255,B,37.51591491508846,C,A,80.92127162298239,C,A,0
Other,A,-125.37074587521133,D,-68.9855396207649,C,D,-18.917781293648353,D,D,1
M,C,40.17593110159718,C,22.354780978817846,C,C,21.188285329781547,D,C,0
Other,C,195.18000526396855,C,67.44205290314824,B,A,66.74776301823896,D,D,0
Other,A,-94.64630787665364,E,-157.3022466348624,C,B,-44.2105207844745,A,A,0
M,C,-9.289432653082143,C,45.29655445913458,B,A,-49.34711820365381,B,C,0
M,B,10.871583358977043,E,-257.63112409220236,A,C,61.47783795378929,B,D,0
M,E,-106.33705458748477,A,117.87781356447076,C,A,-65.4671357877657,A,E,0
Other,C,83.16200233750132,B,144.84528364530223,D,C,117.02825186627362,B,B,0
M,C,-8.105794120590804,D,-123.55035858704058,A,C,331.838090872704,B,C,1
Non-binary,D,-176.46540896506517,C,79.64683218789122,D,D,53.654905667561934,E,B,0
M,B,14.237872653940215,C,-20.272196195790702,E,B,0.6428968342755786,A,E,0
