age_range,religious_affiliation,military,RACE,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,target
65+,Hindu,Veteran,Black,D,B,213.84415620924221,D,E,B,-36.32106979650255,-159.13327410322373,B,-49.06845544366057,E,E,-61.85951525542773,50.27772705379173,0
36-50,Muslim,Non-Veteran,Black,C,C,-58.24700753441597,B,B,C,-88.51293126038507,-118.07382100016197,E,-95.15740328450583,A,E,-27.50902297734148,-32.07101442950428,1
18-25,Christian,No,White,D,B,156.37529436559532,A,D,E,-152.61779378574832,39.01974462867403,A,189.33747074029398,A,A,185.25504360311322,59.99555972601319,1
51-65,Christian,No,Hispanic,B,B,89.70438783991754,E,D,A,-26.90676396670079,-89.4937403548472,C,-11.308293365867671,B,A,34.13024700626488,-103.85769466010508,0
65+,Other,No,Asian,E,A,-47.21203265540905,D,B,B,-61.1251501382119,143.2369081112787,D,-40.580690682926424,D,D,149.84603871478598,126.3387460922932,0
36-50,Muslim,Veteran,White,B,E,15.745983989706117,A,A,A,140.53211102468865,-116.62142187998985,C,14.210573654785502,A,A,199.88297179834393,17.722489368500096,0
65+,Muslim,Yes,Other,A,C,17.50431846070684,E,C,A,-41.65541933072561,121.86980278510646,B,47.02416156295522,A,D,31.346126483355626,124.79256522836974,1
65+,Jewish,Yes,Other,D,B,-144.9674151472517,B,D,E,58.33315850013526,-38.34815512445631,B,-133.21883398543775,D,D,-197.79129167407967,15.180854791986112,0
18-25,Jewish,No,Asian,A,D,157.12363818418166,E,E,B,-130.04590831781562,0.8487652206497107,D,-104.39104754545528,C,E,143.767647160267,-17.015723927294488,1
18-25,None,No,Black,B,A,9.493503763334681,A,D,C,81.75201542745185,171.89074158823183,D,94.51384901668835,A,A,-14.791760556513278,-62.034048550433276,1
26-35,Muslim,Yes,White,A,E,3.8851113204655014,D,C,A,-36.00739620874753,81.97412082217667,A,53.804405803506405,A,B,-30.21895312558961,49.193947246592444,0
65+,None,Non-Veteran,Asian,A,E,35.85617453483825,D,E,A,150.49739112867303,71.9436743053007,E,51.96900925046355,A,A,27.158317020399007,-102.87140872738063,1
36-50,Buddhist,No,Other,A,C,66.93532011949262,A,E,E,130.86693748835623,-85.7601596337492,B,-14.451602673793188,E,A,-100.99524228120961,50.04740713729924,1
65+,Muslim,No,Other,D,D,146.78103909363892,C,E,A,-70.06272949450961,-15.905105060133556,D,55.18912597765443,B,C,95.8605370209867,89.24340047481466,1
36-50,Buddhist,Yes,African American,A,B,-60.322938752312325,C,A,A,42.37506935012906,-188.21260568830093,E,-48.983896935650854,B,B,-76.3708374922801,110.12987937125713,0
26-35,Buddhist,Veteran,African American,C,D,-113.24871540363175,A,C,E,-72.02848625238552,64.50577252972224,E,-53.16181089031726,D,E,319.3694858513396,-91.11063740627358,0
36-50,Christian,No,Other,A,D,-47.01641690381517,A,E,B,-29.746419775017984,15.986764410254631,B,-34.883599877042506,A,C,-77.05731360639555,-131.2125220761482,0
51-65,Jewish,Yes,Hispanic,B,B,11.913444026897015,B,A,E,-134.38707810737685,-58.991446345970175,B,-116.19892065793063,E,E,-134.02132525658024,-88.19803198050626,0
65+,Christian,No,Asian,C,C,23.982400342498583,A,E,C,37.93419139268167,72.61314113113102,E,-177.58411380215193,B,D,-13.684786238067245,19.101145352116404,1
18-25,Muslim,Yes,Hispanic,E,B,114.97546830240108,C,E,B,52.27427525171746,-6.792025991952672,D,-189.95686175194493,B,C,-209.78982690544328,-88.53154253324277,0
18-25,Muslim,Non-Veteran,White,B,A,51.80304457496106,A,D,B,-96.07267895145984,87.63946197450944,C,117.41920974677862,A,E,-65.41613169373171,71.48616286673504,1
18-25,Muslim,Yes,Black,D,C,-19.340029938560342,E,E,D,140.80335994529494,15.209241997994047,B,-63.63781464747809,E,E,48.70042897009607,30.704351174590638,0
65+,Buddhist,No,African American,C,D,14.196310722195177,C,D,A,7.305117291445167,-90.25050858703749,A,-48.229128827177114,B,D,180.31491077886056,27.886675363832232,1
26-35,Buddhist,Non-Veteran,Asian,E,C,-110.8864278867542,A,E,B,-282.1270470761903,156.36783350893984,E,30.218335324428473,C,E,-127.43108246114141,26.593445267220112,1
51-65,Muslim,No,Asian,A,B,270.9992345445362,D,A,C,-17.981374626397603,-141.52934700601193,A,-87.87083514051977,A,C,55.582295111754064,-152.17054496259516,1
26-35,Muslim,Yes,Hispanic,D,A,150.6706898571258,A,A,C,-126.3085222545338,6.733340900039633,B,-180.21960470826434,C,B,121.73865528405744,-167.7701636519388,0
26-35,Christian,Yes,Hispanic,C,D,122.97487956275333,B,A,D,-62.65000016890067,-18.56036326763056,E,-26.003897717194373,E,C,43.45656878141349,71.06180610137966,1
26-35,Hindu,No,Other,D,D,-54.454637978477294,D,D,A,157.84779311198358,52.72177712727453,C,-91.24882583162486,B,A,-212.60726313007834,-135.67115156998636,1
26-35,Muslim,Yes,Asian,D,D,-34.99000428180039,D,C,A,113.55740345151723,-20.468163380353282,C,-21.61314799588738,C,E,111.97764351807228,20.863730652592448,0
18-25,None,No,Hispanic,E,B,80.6059807435904,A,C,E,-66.17205689366466,-67.14235318174254,E,-157.9902284593003,A,B,-82.28212957806562,-85.61227446918444,0
26-35,Hindu,No,Asian,E,C,-163.2138171901584,C,A,E,-117.55658844701524,5.088027471661192,E,94.3274601479788,E,D,-1.473846223366548,14.417306233315077,1
51-65,None,No,White,B,C,215.77716960819012,D,D,A,159.6706696707982,24.60996850778537,A,139.0641392472424,C,C,-104.53920988193912,155.14380575084806,0
18-25,Other,Veteran,Other,E,B,59.906519630072616,D,E,E,241.08140019960902,127.63413859843737,D,-9.029759346631963,A,C,117.26518008556772,-7.933833039157428,1
26-35,Jewish,Yes,Hispanic,C,D,207.93254433573267,D,C,D,-36.063588791906895,-35.611487465724814,E,-176.6871082143749,B,C,70.79870993607477,-160.4179950396483,0
26-35,None,Non-Veteran,Hispanic,A,A,230.32543073356263,B,E,A,28.295245695742246,-81.22656301267699,C,-44.91891582007503,B,C,-29.497001613777098,-104.31616294332412,0
18-25,None,Non-Veteran,African American,B,B,54.45801135271901,D,E,D,86.91250270373814,-100.66678002503488,C,-1.227304055866329,C,E,-125.60113665509182,9.538739654719203,1
65+,None,Yes,Black,A,C,-5.186737252048951,C,A,D,-84.89921998107678,-84.39666485518245,E,-8.835096694523706,C,A,97.45137445080105,-170.0445660618677,0
18-25,Jewish,Non-Veteran,Asian,D,B,-44.426859646152856,E,E,D,-79.62752180743304,232.561026099758,A,31.00970413169226,D,E,88.14133412967298,-48.61180497701136,0
26-35,Hindu,Veteran,Black,B,B,216.2401838342007,E,E,B,-20.798311470244933,-38.83650326160842,B,97.92751531049527,C,E,-202.87141585586363,48.64630911809058,0
65+,Muslim,Yes,African American,C,A,-81.08366736092917,E,D,A,-82.41773291069879,-3.074828682942892,A,-59.840015904800225,D,C,-14.867478733426836,93.87700255724617,0
36-50,Christian,Veteran,Other,A,D,-119.28923886411653,A,A,D,-92.44235514115016,-180.456427596714,E,-76.13668222237322,D,C,81.94591812301366,-25.843451981385158,0
26-35,Buddhist,Yes,Asian,C,D,189.82263298640015,A,E,E,-210.1649153726037,-171.1145360460123,A,56.569328559220175,C,D,-72.2677346237613,-173.88825011260354,0
65+,None,Veteran,African American,C,B,-60.76102092130042,A,E,C,67.12510765673393,-169.13149692272628,C,-6.834194446132018,B,E,-73.11954723238814,31.665511005633544,1
36-50,Muslim,Yes,African American,A,C,78.3265080562667,A,E,A,-32.40148495231136,65.6281586775682,A,85.17452032499168,A,D,-15.195361748742709,-6.853228282420332,1
51-65,Buddhist,Non-Veteran,African American,B,C,-176.45124800097187,D,D,E,-31.723401347160213,-21.46255252387766,B,147.17523900298545,B,E,117.91614651858384,-109.79117881104841,0
51-65,Muslim,No,Black,D,B,-14.901034605732486,E,B,A,-1.7648654355180031,43.74669143678147,D,-80.82362500731156,D,C,202.89926015821504,-95.44837154022176,1
51-65,None,Yes,African American,D,A,17.191292905917912,E,E,C,-17.654779616812213,135.7808894216746,B,-146.92300617157878,C,D,-54.73189048142372,51.8550566814852,1
51-65,Christian,Non-Veteran,Hispanic,B,B,-58.08125863390355,B,D,D,-24.704656902922032,-28.813965937768927,B,174.9354462125094,B,C,-48.59938849846349,-31.210330706672586,0
36-50,None,Yes,Other,E,D,-92.91342224628447,C,C,B,-15.006394577459787,-138.42585854069694,B,214.7291034607528,C,D,-68.7545712965125,-123.53839989749633,0
36-50,Jewish,Veteran,Hispanic,B,A,61.90189581500748,B,D,C,-10.267846123207173,-73.06453578576019,C,-58.16784262676856,B,D,-206.23817498016308,-11.882754509915184,0
18-25,Hindu,Non-Veteran,White,D,A,-127.88815690797367,D,A,A,-125.28353705001918,-66.92710111862318,D,-52.13354159396798,B,D,-42.740956527943865,-10.446620373543547,0
51-65,Jewish,No,African American,E,B,-76.31051601988162,E,E,B,-88.27347805348022,14.06314569327626,B,-133.1509443095051,A,E,148.542504500316,-77.2590521196846,0
65+,Jewish,No,Asian,B,D,-53.95199451818643,E,E,E,0.5474579556154624,200.06029671096485,B,258.6097816641818,A,C,-118.30588328068252,16.1807364195439,1
51-65,None,No,Hispanic,E,B,28.79152343956647,E,B,B,-32.02611367532567,118.00449471722368,E,96.70595407707695,D,B,99.65398716777062,14.774652694826573,1
26-35,Christian,No,Black,D,B,69.3848871809528,D,E,E,-20.0840383974658,-9.573506627023455,C,-105.23973905361782,C,C,-62.81374510315819,-39.83858542119077,1
51-65,Buddhist,No,Asian,C,A,-207.17672466875538,D,D,C,53.18464415911455,224.7300009835195,E,14.127992886446286,E,C,-140.51356433949715,50.02064733135161,0
18-25,Buddhist,Veteran,Asian,C,E,-86.6902600782797,B,D,C,144.72056272703125,73.57967921549094,B,64.65732064766053,D,E,9.68909856796822,-172.33853097906388,1
26-35,Buddhist,Yes,Other,C,A,111.47550325515363,E,E,D,-164.60212384602784,86.28166499232552,C,78.55174952711266,D,B,-116.84880979025291,-106.11284373161811,0
18-25,Jewish,Non-Veteran,Other,A,B,73.36498613135048,C,B,C,-82.35019899052405,-108.19638264965583,B,72.23465706149595,C,C,-35.476782338983746,120.68256187079467,0
36-50,Buddhist,No,Other,D,B,117.04411121965617,B,D,B,52.31712692221676,72.99150742658348,A,76.75008598295527,B,D,-59.66501173735328,-90.32152313854823,0
18-25,Buddhist,Yes,Asian,E,B,-8.910737892415861,A,D,A,10.341165800951526,-70.82508367267306,E,-64.80667040876197,C,C,36.11718132090438,63.56612247936809,0
26-35,Jewish,No,Asian,B,E,57.11315987499199,D,B,E,73.59915337742048,-103.1878045132588,B,-89.1378195175086,A,D,29.35272900928205,-84.58459365540116,1
36-50,Christian,No,African American,B,A,78.05126659145584,E,D,E,9.326949553922468,138.19637308026662,B,150.56901109253124,A,A,60.801354962895395,16.65263210953301,1
51-65,Hindu,Non-Veteran,Asian,E,D,75.2706291289754,C,B,A,57.09865441517075,63.711949009599614,A,55.23732539381947,C,A,-111.37818498450373,-66.36101545475938,1
51-65,Jewish,Non-Veteran,Hispanic,D,D,80.77121570201784,A,D,C,131.95472628161585,108.26613153804922,A,-64.78889778715583,E,E,-46.94350126255137,60.90497296874881,0
36-50,Christian,Veteran,African American,A,C,90.76046010078238,E,E,B,-36.32536459285485,1.3559044211481515,C,28.83763658087235,B,A,-42.54036514953173,224.31773815777606,0
36-50,Hindu,Veteran,Other,C,A,58.95362295635774,D,A,C,54.90467544407407,45.794241890896096,B,159.2459961078202,A,D,108.34505518853135,15.424289723512901,0
36-50,Hindu,Veteran,Hispanic,D,C,-28.554634892480895,B,B,C,-204.99543409853177,-6.181614634097562,B,-53.415000167714375,B,A,-45.194978241115926,44.693690053576915,1
26-35,Other,No,Other,D,C,-51.33764682212758,D,D,E,-21.499120048065226,-56.98955999293681,B,-98.39364434073168,B,D,130.97564396926091,-11.775587898964632,1
65+,Other,Veteran,Hispanic,A,E,-101.13796272653923,B,B,E,56.510798830064424,-143.4972751711165,A,5.108853328509869,A,B,-104.59053268084797,32.649148416943234,1
65+,Muslim,No,White,A,D,-65.90453443490547,B,A,C,-96.52471650378493,-16.09620711225669,C,-79.91432881043113,B,C,129.64434246773047,22.599879200375472,1
26-35,Christian,Non-Veteran,Hispanic,B,A,3.6142801904601263,E,E,C,-127.4458233277987,219.34377335160931,D,93.30397450876765,E,D,-38.027663564613455,-8.775401160812507,0
18-25,Hindu,Veteran,White,E,D,-107.40893080758774,B,A,E,120.61721005238375,68.38976254468604,A,67.77044205371492,B,A,91.80047265580966,-46.79951454863318,1
26-35,Hindu,No,African American,A,B,-106.5135415971872,D,E,B,-31.308413486022445,99.8617454676084,C,127.48954947268952,A,A,-245.02907204682552,171.833077671094,1
65+,Hindu,Yes,Black,D,C,56.807776165191285,A,C,B,52.533675975297825,25.2521968732404,A,54.13605293014657,C,C,-55.839967247905896,86.86405426327701,1
51-65,Buddhist,Veteran,Hispanic,D,E,42.314857740697235,A,E,C,-0.7088673263157776,139.9404092258107,D,43.15223385368957,D,E,-206.5097019337515,-86.06795556581368,1
36-50,Muslim,Yes,African American,A,C,-14.22798077954382,D,E,E,-97.43136474260913,25.352397149276847,E,-45.453061451039744,E,A,37.65756786053897,-17.076108084893228,0
36-50,Other,No,African American,C,D,-38.430049147240986,A,B,E,51.34807487366878,-41.37314984709627,D,-41.773757872420674,D,D,258.37152934628045,54.04201651083095,1
51-65,Hindu,Yes,White,A,E,-45.53706251071041,C,D,D,-16.769272267341925,39.5276476778074,B,-39.571865537096926,E,D,35.572759520262025,-28.190206564824077,1
51-65,Christian,Yes,African American,D,C,-205.62096245368485,E,B,C,89.76501262362112,-61.230243272784634,E,135.32801231890733,E,A,159.7544438947151,-52.7452286395925,0
51-65,Christian,Veteran,Other,A,B,94.81043825301272,E,D,A,-144.98002965836164,-194.07195019817544,B,37.32255136788986,C,B,20.588722276018306,60.02857657333339,0
26-35,Other,Non-Veteran,Asian,D,E,-66.70434909722545,B,B,B,7.077578652843054,-14.065174503206443,B,112.87821062469361,C,B,-152.83081478948287,-27.915263828510955,0
36-50,Buddhist,Yes,African American,A,E,-81.55142027475402,A,B,B,15.336021995748833,-5.6379813248312445,C,85.93134618809826,A,B,100.51595986810624,-48.63998219109586,0
26-35,Christian,Veteran,Other,C,E,-21.018253926785732,D,A,C,192.09489043475293,26.54335856256496,C,14.814548654637566,E,D,7.533046741221512,64.25160824471897,1
36-50,Christian,Yes,Asian,D,C,-20.08573429500182,B,A,C,15.785048874306762,11.18250465984456,C,63.088965218489314,C,C,-86.11218112858091,136.8349813764925,0
26-35,Hindu,No,African American,D,A,-96.40673616031805,A,E,A,61.48384496624578,-15.243426383945408,D,-147.43714063504035,D,B,-39.281018919895565,130.80801117928777,1
36-50,Hindu,No,African American,E,E,-141.2789096084327,C,D,B,-62.285765617657695,224.1295596270197,A,-212.91466961673348,B,C,-116.8181072020878,-68.49264065798948,0
36-50,Christian,No,African American,E,D,10.08091873241809,B,D,E,-2.455367307951554,-25.518320222087798,A,22.62972796041261,B,A,57.39911236113154,91.62645058559382,1
36-50,Jewish,No,Black,C,C,70.43111213447179,C,C,C,-31.749910732557098,8.662345699811725,E,-51.11637133023829,B,B,32.45538685688199,-30.22165205876985,1
65+,Hindu,Veteran,African American,A,C,78.43954242327341,D,E,C,91.86239277801627,-107.64808489475503,A,-156.23955108328263,A,B,-44.98166951175532,78.64362191166384,0
26-35,Jewish,Veteran,African American,D,E,52.989671785085704,C,C,D,357.2845307299413,64.41134651510997,A,79.6037746278061,B,B,-32.066166060466536,12.91516640021415,0
65+,Muslim,No,African American,B,C,-188.86569307467533,D,C,E,-5.977708652900566,147.43261176714915,B,83.05072322908215,A,A,14.13902015658188,-138.1131642948851,1
18-25,Buddhist,No,White,B,D,2.3597431751565154,B,D,D,-159.24244460063036,-4.127376675084838,D,-66.86482940879957,E,A,35.21396382251354,-101.52096873923409,0
26-35,Other,Veteran,White,E,D,25.805658045021552,E,B,D,-46.93052591951631,149.07442450496464,C,56.70885892676818,B,A,38.88121043998353,-32.47989390223409,1
51-65,Buddhist,No,Other,B,C,-229.21401291837742,B,A,E,41.93735268558977,-155.4583856066269,A,35.36144626755595,A,E,122.29000890209593,29.836352515506327,0
65+,Other,Yes,African American,A,E,-16.9877995023412,C,A,C,-12.377004782939673,-157.50474538209826,B,-135.19893502581266,D,C,187.29355826633181,-44.532566630959295,0
51-65,Jewish,No,Asian,A,A,23.5578204490645,D,B,B,34.7093208641328,-18.95339586493872,C,-18.571314127647018,B,E,69.75928128231074,-137.25631791983136,0
36-50,Muslim,Veteran,Other,C,E,18.87796276715023,A,D,D,-182.6785708516975,4.8833919316768215,D,62.457503932362826,D,B,-13.43855428924639,-46.03804298969717,1
36-50,None,No,Black,B,B,4.949512043468938,A,A,D,-127.28613053290978,77.9253336178469,A,44.473014306178506,D,A,11.72933216604374,8.67767357452719,0
65+,Muslim,No,White,B,D,107.37723828209718,B,C,E,-16.193507797100125,32.402480275084116,E,74.85015951731022,A,D,-60.51152975665131,28.739844249387186,0
18-25,Other,Yes,White,C,D,71.954604375229,D,A,E,32.70044407819985,-169.10654738013898,E,41.45447377123958,E,D,47.975615849721905,156.52550644629366,1
65+,Hindu,Yes,Asian,E,D,-25.32355125244082,E,E,B,107.59811144426818,69.4727154626549,E,96.56152928191472,B,A,122.04284592032755,-13.722321042501362,1
18-25,Christian,Veteran,White,E,A,-56.55422140834167,C,E,C,3.700156929252088,-91.12290609804376,C,-93.4893791600439,C,D,-89.42483199476689,-19.59300634875528,0
65+,None,Veteran,White,E,D,118.03816554503177,A,A,D,69.77659723358741,72.85096783486338,B,-112.05364094758781,B,C,35.56134098646409,182.8546929077365,1
51-65,Muslim,No,White,B,E,100.50884229362195,D,E,E,-113.04389892054513,-80.30669469215883,B,259.2190445102583,D,B,66.61807953086816,18.03144493029425,1
36-50,Other,Non-Veteran,Hispanic,D,E,75.46471106129951,A,A,A,55.772301966799176,102.44010494263725,A,42.806940794400326,B,A,186.57382878576746,-15.988687724457895,0
51-65,Jewish,Veteran,African American,A,E,136.24038736919857,C,B,A,112.29833786585988,160.76673945591514,C,68.16444198924383,D,A,2.428268891073066,205.23762508429007,0
36-50,Hindu,Yes,Hispanic,E,A,2.017183335229485,C,A,A,-66.26856015508464,-70.84231193157974,B,188.79589345870968,D,E,31.99022858136203,-109.23600542839971,0
36-50,Hindu,Yes,White,D,C,86.4668511551969,B,B,E,-25.304664814013677,128.921606694517,B,24.75175100650258,E,A,41.64578019063542,-36.62820697214105,0
65+,Other,Non-Veteran,Other,C,C,-90.32184019777728,A,B,A,10.725809490703101,121.3690796571402,A,-42.638557821800354,A,A,125.19146897217097,53.421258187530704,0
26-35,Christian,Veteran,Black,B,A,-184.65534308476416,E,E,E,112.28807153574067,-66.99570163404795,A,-60.17009715842213,C,B,-21.389339929949884,168.0635644550912,0
18-25,Other,No,Hispanic,A,D,-25.17914782167342,C,D,B,152.07435461259445,25.212004332841754,E,-206.7189048789435,B,D,-62.97714804440695,51.710638714257485,1
26-35,Hindu,Veteran,Asian,D,D,132.42472857213835,C,E,E,-107.57124768922988,38.78811255237056,D,-191.7474539209769,A,B,-4.9929732074168784,87.27004629081955,1
65+,Muslim,No,Black,D,D,93.60311047266772,E,E,B,120.58458295429246,-77.76898293223495,A,-27.062673606884406,A,D,201.38463229804645,-96.62625525100074,1
65+,Hindu,No,Asian,E,E,38.75692643349728,A,E,A,133.16168631479755,-163.2791956377282,B,-117.75618185519177,A,C,186.2157542896582,72.57254146110326,0
36-50,Other,No,White,D,D,88.43259305436804,C,B,B,43.536969860448984,-74.00708402679561,E,-247.3853366972036,B,D,-98.35649045535753,-21.69590474123028,1
51-65,Muslim,No,Asian,C,B,49.96618385473121,E,A,B,61.01715000691823,-18.276232009734304,A,43.231241481030466,E,C,63.73584137533081,112.96153432478924,1
18-25,Hindu,Yes,Asian,A,C,-185.07120853104092,D,B,D,-12.46010539428231,-6.405361379685765,A,-37.28130380652603,D,B,94.8373371589816,-29.206903972942598,0
65+,Buddhist,Yes,African American,E,C,-16.888974728721518,C,C,D,17.670624332851304,87.37789042746782,C,-92.73707046647397,B,E,47.19289131594704,-121.42458791548034,0
18-25,Buddhist,Non-Veteran,Other,D,B,-185.6093665472003,B,E,C,19.96254943403961,71.90906341505755,E,201.6951088787649,C,D,18.674225095491813,50.23997058392461,0
51-65,Jewish,Non-Veteran,Black,D,B,-91.51231232651631,B,E,D,-15.993891246461663,-162.7985414372743,A,96.09410722797278,E,E,60.574238931631506,-90.11950858662765,1
51-65,Muslim,Yes,Asian,D,B,-117.44817563528945,E,E,B,48.14410114570841,188.66834086538563,D,18.010125360178357,B,D,-23.480199922089724,-81.04887943023569,0
51-65,Christian,Yes,White,E,C,-112.61516327781102,A,A,C,-70.82993395262314,-131.4769933043572,D,151.3663866312923,B,A,106.04838647311334,-29.3523208091232,0
51-65,None,Non-Veteran,Asian,A,C,63.81578037516462,A,C,C,23.35085196601325,140.87275875532242,E,171.8325125413736,A,C,96.84320670870649,106.05731462454673,1
65+,Other,No,Other,B,A,-10.361679649092258,D,B,A,7.54723171724772,-42.31029789891228,E,78.9578072908444,E,E,-77.3202038729954,-101.78697511883404,0
26-35,Muslim,Yes,Black,B,C,-158.40492416613978,A,A,C,38.18806104685265,-25.90586189277278,B,157.10183764298205,B,B,83.56638729413066,-154.30340268202576,1
18-25,None,Yes,African American,B,E,97.45419526527803,D,D,A,38.542838934776256,74.59646146372688,C,-10.378572026751167,E,C,7.845580159175211,-177.70941364314058,0
65+,Other,No,Asian,D,B,16.635205010511896,C,A,B,-38.18807179745053,111.9644159560498,E,-60.83649836776438,A,A,-171.60169742607846,-104.88740573209874,0
36-50,Christian,Non-Veteran,Other,C,B,-68.27421581496334,B,C,E,98.67508685588729,-197.06444031806595,B,71.6288391996631,C,C,33.31748230585476,131.5531998350251,1
51-65,Hindu,Non-Veteran,Black,D,D,11.77593335286205,A,C,E,22.645467634988282,-38.11657617697554,B,-168.17486062322948,D,C,132.14097288133192,-73.86512596975979,1
65+,None,Yes,African American,B,C,54.16773421591442,C,C,D,0.896115719420559,-46.200115121406924,B,-21.98651676530551,A,D,138.70928150297556,10.753017944743837,1
18-25,Christian,Yes,Asian,A,E,0.8446935408232813,B,B,A,17.465770909014505,47.40094344819127,E,-91.01291038379013,B,A,-50.139759096834446,-73.25567920721566,1
65+,Hindu,No,African American,C,C,11.863092504750673,C,A,A,96.58914897035635,-19.879928400484403,E,84.21709097288728,C,D,-173.93472538952736,-35.864387930484156,0
51-65,Hindu,Yes,Hispanic,C,E,-38.3387911052106,A,A,C,-60.74668609840301,-103.83724448491512,B,-13.398439560468784,B,E,-37.227248587988086,-133.23605461304106,0
51-65,Muslim,Non-Veteran,Hispanic,C,D,-4.707245622006766,E,C,E,-21.47038422727784,152.71061802617376,E,-159.5387661769443,D,C,71.60696211954802,144.17356243361175,1
36-50,Hindu,No,African American,D,D,22.46665761470857,B,C,A,137.5248369595397,107.13322125425965,B,-144.57361316669636,C,D,26.800862280123628,-30.91347512001623,0
65+,Christian,Yes,Hispanic,E,E,54.277050062837695,A,A,A,18.093653097627747,-33.62158879304389,C,26.589476523040574,A,C,-12.636343080492754,-122.76715918166752,1
51-65,Jewish,Non-Veteran,Black,B,A,123.03119745437756,B,B,C,70.11710722425832,-97.09798294629338,A,-46.62737321079785,C,A,84.71715094603957,-124.58159078741812,1
65+,Other,Yes,Other,C,A,136.02813855098955,C,C,A,22.24039162153776,-135.88135570252174,C,-124.1034481311831,E,E,16.473403668580147,-77.2915973694776,1
51-65,Other,Yes,Black,B,B,160.63497515534237,A,A,D,48.94849968565739,-118.28614801329473,A,-99.05675672127302,C,D,49.25711755913477,74.12972396996486,0
26-35,Jewish,Veteran,African American,B,E,26.108657925770935,D,A,C,-22.764924942755414,75.59865406393875,C,-10.304676218148506,A,D,32.59846367311458,-25.033184569369983,1
26-35,Hindu,Non-Veteran,Asian,B,B,-52.72294604058615,E,E,E,-277.75948623604927,88.03611169870096,C,11.911955822776195,C,D,123.59696326334415,69.98534136540357,1
36-50,Buddhist,Yes,Hispanic,E,A,98.8315170253904,C,D,C,3.150268295720146,-117.89171833927976,E,-92.01129921837722,D,E,-87.90291071085505,-49.41527156400711,0
51-65,Christian,Yes,Other,C,C,185.6117747306618,C,D,D,33.41437412826142,-51.737931524061565,C,24.70969534785771,B,C,154.0306992223084,29.463651997866002,0
26-35,Buddhist,Yes,African American,C,E,57.833514888989846,A,C,A,32.3127643314505,-90.94850500756941,E,9.414205737971553,C,D,30.603986329921497,-4.276395694755888,1
65+,Hindu,No,White,E,B,2.203994555842214,D,A,E,-36.19913725482769,201.19332546344486,A,147.6545954664259,C,C,240.31574663761344,119.00737139849949,0
51-65,Christian,Non-Veteran,Other,A,E,89.92568490618717,C,E,E,-6.677943853582277,-106.20961117981868,C,-58.56372227763031,B,A,-31.410149209673094,-38.10555238207445,0
51-65,Buddhist,Veteran,African American,C,A,-25.706306865157487,B,E,D,-89.70930149874724,-70.131631757037,C,118.96704110267369,C,C,61.93119671440528,-55.63082974349501,0
26-35,None,Yes,Black,E,A,99.56096778707125,E,E,B,26.766389095722637,61.23056346188338,E,132.3376428494836,A,A,-50.507995161280746,-176.42022094076702,0
26-35,Muslim,Yes,Black,C,A,105.26174302137792,E,A,C,-40.46172622275409,38.03811961949963,E,61.416265785121574,E,B,-111.45737392309026,4.657031911603618,1
18-25,Buddhist,Non-Veteran,Hispanic,E,A,-68.53295772303268,B,A,E,10.043178269436936,105.78224540737004,C,-105.56057095781814,E,C,3.1588364509188476,42.16389743356318,1
51-65,Jewish,No,African American,C,E,-71.03237005880098,E,C,B,-136.25538813846717,134.5997802443136,B,-79.28918537663208,C,D,-146.93041505186554,-149.87139983918422,1
18-25,Hindu,Veteran,Other,C,E,-60.99994282010478,C,C,D,199.98723421535612,-13.218495195325383,B,42.635631203982804,D,A,-23.491946466656927,199.44465723105822,0
18-25,Hindu,Yes,African American,E,A,-4.848531680679086,A,C,B,-126.34368604357155,-7.171209223606607,B,138.74589771763564,E,E,129.15614296208963,64.49579299467393,0
18-25,Buddhist,No,Black,D,C,36.284767790631214,C,C,D,59.79613120867084,-24.335496078366543,D,-9.726439223817122,B,C,-196.5230406577331,-51.56875065521708,0
18-25,Christian,Veteran,White,C,C,-23.500251925238995,C,D,C,130.47354389092368,-184.1954197733049,A,152.07643748691123,E,D,-81.94806559822186,99.87852795892509,1
18-25,Jewish,Yes,Black,A,C,-157.152750846694,D,E,A,2.895685686778995,-91.10464955250013,A,24.873442456824773,E,C,-107.28554822317129,73.78315886170937,0
51-65,Jewish,Veteran,White,D,A,-87.1579053245046,D,D,C,-34.92792771011996,-83.38366029325279,C,-90.22959216835949,E,A,-4.656585051638492,-65.68966972238329,1
65+,Hindu,Yes,Asian,C,A,63.34373060447474,A,C,A,-35.03108417550347,147.77757111729423,B,-137.6754623071709,C,C,14.989591185928846,24.14220926268178,0
26-35,Buddhist,Yes,Other,B,E,209.23621787970285,B,D,D,100.00216358364662,242.5140910795222,B,81.55625341417021,E,D,-40.974455413041056,61.867262865100294,1
51-65,Jewish,Non-Veteran,African American,E,D,-104.76571906239327,C,B,E,-62.66987587234926,-24.311933337299457,B,12.266780933466682,A,A,9.865944591494742,-92.22876306473259,1
65+,Muslim,Yes,Other,C,A,-33.603671239857036,B,E,A,74.02016050633947,105.05920253543817,E,44.248469514109864,B,D,72.14830598353194,57.71617933507173,1
18-25,Hindu,No,African American,D,E,108.30998169451436,D,C,E,-290.6565809957644,-98.55125819429188,E,-121.75171481563711,D,A,5.651286513496294,-17.582586064584056,0
