faith,married,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,target
Buddhist,Single,C,B,A,A,-11.718750013522522,-22.406936440655624,-151.5782382322206,A,33.30430565485781,40.81556797986963,B,41.53201799201848,A,D,D,C,A,B,-213.66027192483074,1
Buddhist,Single,B,D,E,B,-153.76733453968296,31.30740192125835,-56.85864517880912,A,41.151204770775564,-110.20274752604296,A,51.492798540773265,D,C,E,A,A,A,-83.29246524790825,0
Other,Single,D,D,B,D,-229.8343091086224,-150.924189852908,-57.5018076856129,E,20.062851979295637,-46.62859541195845,E,214.0060278488964,E,C,B,A,A,C,63.10181987858685,1
Other,Married,A,D,C,B,106.94336703230948,-131.09268107888468,-56.72422332809796,C,28.08856979044926,33.17592412681542,A,-19.3475451275163,E,C,E,E,E,C,-182.9093732162169,0
Hindu,Widowed,B,C,E,D,9.083489223172359,-41.51655141762065,301.5962526193001,C,-9.643193483669087,-35.66181159166314,C,-28.11939544117906,C,B,B,C,A,B,15.948441470672496,0
Other,Divorced,C,B,D,E,-89.12208674588202,50.33011134715184,101.86002779783306,D,76.84856677782726,-101.05556012223961,B,-138.0488350639265,A,D,C,D,B,B,1.3196513448326486,0
Jewish,Single,A,A,D,A,76.39366305606222,-22.712885016964783,188.43859102817802,B,34.27849460453942,69.69076245946951,E,52.12602115742595,D,A,E,E,C,E,-90.29650354906099,1
Muslim,Married,E,D,C,C,111.25041068491615,-180.63867706427834,-12.067380486144858,D,-152.62769998714438,-38.02225845195503,B,-7.9851452477634535,B,E,A,D,C,D,-46.85801731374169,0
Hindu,Divorced,E,B,D,C,-210.2694096448574,-121.29482058925123,-12.944950997500573,E,-13.81069534393586,-164.17418519693135,A,-154.97632718575477,E,E,B,D,A,A,47.18379063033946,0
Christian,Single,D,B,C,B,-53.20774781923421,13.941492827448837,41.96033216804263,E,27.320958832096547,29.159096618047016,A,20.789066878258385,A,B,A,C,B,D,-45.11737814036405,0
Other,Divorced,A,B,C,B,58.08369874796203,-92.01888533173396,115.09083886867897,A,-33.282769757453785,-65.41471658983767,B,41.97841686440705,C,B,E,D,A,B,74.87297383095029,1
Muslim,Widowed,E,E,E,D,85.01302098803646,-74.5547387454696,85.82647989260438,D,-109.03526890236546,-106.58089296559474,D,-25.704514651853543,A,E,D,B,A,E,68.68482581616455,0
Jewish,Divorced,A,C,C,D,72.03318726551699,-34.14722771941946,-157.5687914779494,C,-13.114907191566019,-124.41129742742886,B,-101.89779101775945,E,D,C,C,C,A,31.384032479764816,0
Other,Widowed,E,A,C,E,-169.0493297535092,208.7911390973894,17.537030436452326,E,61.48759365836954,11.402203998824294,D,-81.48142370693675,C,B,C,C,C,B,-161.63570766706846,0
Buddhist,Married,A,C,B,E,-66.97703832128012,97.44122403396457,-171.6190416442422,A,-34.5015911446814,1.2340026957583536,C,-77.84229612005831,A,E,D,A,A,A,91.99789966665477,1
Buddhist,Divorced,E,B,A,C,173.0655991987201,-189.28232777558864,1.4040799038927951,B,34.816452867086355,-44.26392454954107,E,-169.0059480498008,A,C,A,D,E,E,52.87068085118908,0
Muslim,Single,E,E,E,A,80.62682420119181,-94.29029593257988,110.68131030967332,C,-113.44092730223166,27.159673002604485,D,23.211756884497177,B,B,E,A,A,B,-24.605108776550377,1
Buddhist,Widowed,D,C,C,E,-58.06308472172578,25.421658230485722,-139.32612346686628,D,-17.654198379753556,-172.18242906453062,B,-138.7042038872203,B,B,D,E,C,D,-21.10380292368721,0
None,Single,A,D,E,C,36.12868462517454,-96.88414380024909,114.29514116337893,C,64.87996708194443,-12.41507866356696,C,-234.5595461379764,D,D,E,A,A,B,-37.07886386309865,0
None,Married,C,A,E,C,-61.554999686838975,204.23039529849615,92.77684887850214,B,-97.8709484893296,-230.77022491882965,A,96.71882896718638,D,A,E,B,B,D,121.34740819542351,0
Jewish,Married,B,E,B,A,54.033472158708385,-76.81942201170237,91.65976662420721,C,-17.759969399992563,-43.174126455186304,D,-59.898299785093734,C,C,D,A,E,B,-155.94414451218742,0
None,Divorced,A,E,A,E,45.64953455814954,236.18121286421507,-149.5189344003261,B,-1.1280358235797805,-47.22295697164594,D,125.18048496685059,A,B,A,C,A,A,-39.712643508756514,0
None,Married,B,D,E,E,-58.55374991453021,-62.423056030294646,-40.78528146640029,C,111.85159756984709,39.779048609694605,C,-44.61091040107053,D,C,D,D,B,C,4.092458899065994,1
Hindu,Widowed,D,C,E,C,112.95177736995427,61.55004071329001,-189.61018738818484,B,189.69402539086178,90.181203787285,D,7.712850925445569,A,E,E,C,D,A,-145.80786582230584,1
Jewish,Single,E,E,B,D,70.00205899666138,-14.979514989191175,-11.686395505050022,D,-113.19506086936131,10.137957972345985,E,-11.567357543396703,E,D,B,C,A,A,70.47947461057711,1
Christian,Widowed,E,A,E,D,-69.88763115528843,-15.355602270856327,61.97146157738703,E,-22.399643158602608,51.039229336833834,D,106.82261854345225,E,C,A,D,B,E,99.00715302022478,0
Christian,Married,B,E,E,A,-105.52850571314647,40.75005585953893,0.2628296018294174,A,54.8706245212764,-154.2269472017049,C,21.540012949202136,A,C,A,D,A,C,27.394431656334,0
Jewish,Married,A,D,C,A,118.93383670312603,-102.01835791822,83.04068685554572,E,112.14499618224664,120.89990253016245,C,-165.40133284089492,B,A,B,B,A,D,-108.80842197537117,1
Hindu,Widowed,D,C,E,D,246.42133635866884,-56.62475691421792,-159.57048841480895,A,15.982749783898079,-183.4950945445334,D,45.57525497401297,B,E,A,B,D,D,-91.04813304344687,0
None,Single,A,E,B,D,92.00712020054725,88.13228640022365,56.00415384639188,C,-26.30606930799468,9.138364122415062,A,-91.55577994040458,D,A,C,D,E,B,-18.526369298108524,0
Jewish,Single,E,D,B,C,-44.24749575394925,-61.29999553229191,-104.48893976004392,B,-120.7808184501847,98.44684198494771,E,7.714817939727647,D,A,E,E,C,C,73.97108622109721,1
Buddhist,Widowed,D,C,E,D,3.0663187803566494,-25.84866876170921,63.11106394524406,E,24.63565237814028,-18.48619766296082,A,18.95956410126174,B,C,A,B,C,D,161.3468239498875,0
Buddhist,Divorced,C,B,D,E,-109.7549569280134,54.26061288387282,-120.39800197540475,E,-68.87488858629831,255.21823348742734,B,-69.51533003296043,A,D,C,B,D,C,64.41030944332236,0
Christian,Divorced,E,B,A,A,75.63511576713942,-150.32335644949072,227.98424692906264,B,-169.6560429658747,-4.131670935428879,A,-117.09739490635474,B,C,E,D,D,E,-51.08714507751384,1
Christian,Married,C,B,B,A,-55.25574909430435,-101.74470420024866,10.11963864685204,C,-25.813567510484376,83.00780096794766,D,-97.61159581629421,C,D,C,D,D,B,-5.621364489126831,1
Buddhist,Married,C,C,B,D,35.348500052913735,175.62569238568676,-173.39123630342047,A,87.89727591310725,111.42808129976254,A,3.353251555521116,D,A,D,C,C,E,120.35256725689491,1
Muslim,Married,E,A,B,C,-51.81621242963138,27.12279270591399,-70.56080429434334,D,35.813222583645015,18.204627762697584,B,-55.37346884782291,C,B,D,E,B,A,145.30679233102703,0
Buddhist,Single,E,C,C,E,3.9865254855954184,52.62211047221016,-195.58105142743298,D,-44.574968747304325,-58.185827609203564,A,-11.428796709997915,C,D,C,C,B,C,56.27960121502967,0
Jewish,Widowed,C,E,E,D,23.851763838889397,10.44043619111435,-67.16291359397084,A,-9.726227500648376,-143.50758245389787,C,72.45583064506398,A,C,D,D,E,E,-27.07923596469857,1
Buddhist,Widowed,D,B,A,E,11.965517683417092,82.2436553512492,-243.31959908245966,B,107.75720787168903,-104.69626080757865,B,-12.816841188937108,C,D,E,D,D,E,-79.08084265936792,1
Hindu,Widowed,D,A,D,D,177.33795041155457,-156.16225405436845,211.4675933884795,E,8.814680517721698,51.97706953328127,E,122.53435388633838,E,A,C,B,C,A,-56.474592852528424,0
Hindu,Single,E,C,D,D,-60.40206821663035,-42.53585248731917,-40.19380999381164,D,-15.228367203741538,17.771765193294133,E,-8.958975368834182,D,C,E,A,B,B,-22.723696646218965,0
Other,Single,E,A,A,C,105.09089458329231,67.76071522997641,53.523401880243284,C,58.22786509185127,236.8509016245537,A,47.01744283970926,C,E,E,C,A,E,275.05650688882224,1
Jewish,Single,A,C,E,D,-76.99239396147021,23.933529890456523,29.425681915556158,E,118.09218017858542,2.096633948798706,B,10.606342432305622,E,E,A,D,C,B,-91.91155501090287,1
Other,Married,A,A,C,C,153.71238710972113,-116.39105937461743,-39.20110167206211,A,130.53124755706526,-65.96007670140625,B,76.60099943264397,E,C,B,E,B,C,-61.217870092862704,0
Other,Single,E,C,E,D,-32.82578646259975,48.82096391040164,-35.03017151759067,E,-138.01260465296357,-43.820210836773356,E,19.393686442600135,A,B,D,C,A,A,-34.04202081219857,1
Christian,Married,C,D,C,E,-83.11029434783286,132.44299374753794,-108.00105570519614,E,22.362909499968335,-124.31858549216098,D,83.96511502077459,D,E,C,D,B,A,-35.57175802824039,0
Other,Widowed,B,A,B,A,102.15977055943782,1.358857607703938,181.50321661414068,E,-207.26515275825062,74.7163229581267,E,196.6050716083304,E,A,C,D,E,D,-92.70006361242189,0
Jewish,Divorced,A,C,D,E,-176.1812049201282,-106.27137765363688,37.213799733008315,C,117.25064656326174,-104.46812192675993,B,12.220043062436078,A,B,D,E,D,B,-115.55540363666685,0
Buddhist,Married,B,B,D,A,169.2225976863036,25.32648735470977,7.078097936914496,E,128.13561231112897,35.08097658589867,B,6.236005956518672,B,B,A,D,C,E,-81.44706910167665,0
None,Widowed,B,E,D,B,25.047242007172677,-19.910983410785775,9.145310300331552,E,-150.39662728219346,-165.60742439711646,A,70.056480201284,B,E,D,A,D,A,41.34577494250148,0
Buddhist,Married,B,D,B,B,-75.08975615794428,123.86509212679557,44.89139637330255,A,-174.28305275927863,56.70793868577212,D,65.17721149024452,E,B,C,A,B,E,7.148392163386541,1
None,Married,D,C,E,D,32.00883734439501,47.34578544934776,19.726805992592443,D,-42.87393735146141,-81.7644766473841,E,48.35949316256596,E,A,A,B,C,C,-105.55924359804149,1
Christian,Single,C,E,E,B,-149.41097382032623,-131.11542488234525,147.17595480435045,B,47.87047745412588,141.34675378684287,E,-18.8638203363077,A,E,D,B,D,D,69.89117563778538,0
Christian,Divorced,B,C,A,D,-51.72483729182849,-0.05504177659040038,-62.055841833214274,A,46.055327704185345,-99.23102241909886,D,-137.52992277608877,B,C,C,E,B,B,-348.15809220785974,1
Jewish,Divorced,D,C,B,B,141.4293045933996,298.7139733943868,8.358681949245819,D,53.909812802818514,147.41798467742024,A,51.13049378011256,B,D,D,C,B,B,13.692856361865346,0
Christian,Divorced,D,B,E,A,40.104543140947214,111.38078040454414,-5.596423035942721,E,58.73064187375696,24.440737430570657,C,76.33062930785425,C,B,C,E,C,B,86.3586847614708,1
Muslim,Married,E,A,A,B,2.94664257241137,81.09006891033737,33.94635604399773,E,-106.68830270969787,-155.04684637949285,D,85.20886279080123,C,E,B,B,A,C,126.00748176086482,1
None,Divorced,E,E,E,B,-48.51194781448463,1.6339556258180665,65.67250581658081,D,68.0404991450966,52.35432586456793,B,-83.2203546284739,D,D,C,B,C,B,-100.09964677170109,1
None,Single,C,C,A,E,-36.136698729379475,-150.05934218108757,6.3908132410115766,C,-79.86117278095081,36.26258488020812,E,4.140255733237497,E,A,E,C,C,A,125.92661270156444,1
Muslim,Married,A,E,D,E,-121.88333949381298,-83.6385650144558,72.1582910525379,A,-56.14613600582552,-41.132168201747106,B,37.670773181948675,A,E,D,E,C,C,268.05387153886073,0
Muslim,Widowed,E,E,B,B,152.83183815244035,38.495937185760006,66.72264001679893,D,50.595514678291366,80.27943378436333,C,-138.86897671556693,A,C,E,C,E,B,21.876582997713165,1
Christian,Married,E,C,D,B,74.7903470268655,20.599878923550747,172.77593851556276,B,55.08892222218804,-63.97500618456585,E,-68.33109788097438,C,A,D,A,C,D,-9.20722957267341,1
Buddhist,Divorced,E,B,C,E,148.35997489413225,-92.59342997541091,31.556379992858663,D,-137.77909504836168,127.58811137238573,E,-108.36574166222503,B,A,C,E,B,D,14.04614872761139,1
Other,Widowed,C,C,B,E,63.99403394114855,21.360289500715304,-215.661086375315,C,-48.56668932209051,-129.9716353306326,D,48.639103697816694,C,D,C,E,A,D,-136.362570881098,0
Christian,Widowed,A,D,E,B,-29.672937187171577,111.77186098057119,81.9181736417878,A,-176.84483917138752,20.146528191694873,E,19.430027992972615,A,E,E,B,D,A,-15.076355677912229,0
Jewish,Married,C,A,B,C,193.07980419114716,71.49323399248738,168.2192966333625,D,-2.617428839748249,-74.97365109872376,B,10.34221852667071,C,D,D,C,C,B,46.84130944929285,0
Buddhist,Married,D,B,E,B,-72.25468215727031,-62.096464480477266,-141.6503443359238,B,-66.6630915437742,-3.683704388889681,E,96.51408032803187,B,A,C,C,E,C,54.181741469904956,1
Jewish,Widowed,A,A,E,B,58.894265545047645,101.81077925379579,16.078352016106642,C,90.11938428176616,-45.01743463831645,D,38.83388257109061,E,D,E,D,A,D,-45.11505378128422,0
Buddhist,Single,B,C,B,D,-100.80343900279011,-56.37457887020347,104.72468300991108,B,95.01986569740367,-19.43924415578929,E,-95.9045435275931,A,E,A,E,C,E,-44.92032762747773,0
Other,Widowed,C,C,C,E,130.28490066994812,-31.496163649476483,-57.564529860507676,E,105.94683781947008,35.14810407643186,B,285.5247946637877,E,C,C,A,C,C,71.3942796080707,1
Other,Divorced,C,D,A,D,-90.48926694735057,-116.22167584210312,6.884670235169528,D,88.90782162317045,-102.0574008134854,B,-40.54388029180503,B,E,E,B,E,D,-3.819608558863118,1
Christian,Widowed,B,C,B,A,169.09193881534443,92.80482414666372,-12.212055543218908,E,54.88406852306261,-99.3221870949941,C,73.60844527544627,D,A,D,C,C,E,-58.16650126619351,1
Christian,Widowed,A,D,E,A,137.49666177866712,115.73553249068893,-85.18648673801637,A,-144.84789951945095,-106.71753132161285,A,35.71615335987304,C,D,C,E,A,A,-28.628010310033353,1
None,Single,B,E,B,E,-122.84473676374841,-31.322501801407842,9.161758265258916,C,15.896991966447022,-8.393540252315631,B,-90.14510637232671,C,D,B,C,B,D,-193.73783681373956,0
Other,Widowed,D,B,E,B,-153.7486103284452,-101.21585309637946,-34.40534780415364,E,124.48178013479045,-52.33642672456589,D,87.60000996862229,C,C,C,C,E,C,-75.86761574557215,1
Muslim,Married,E,E,E,E,-28.447227814121355,105.80645432898346,187.7318789165855,B,-88.22762921953898,22.57338009116362,C,122.09621714430847,D,C,A,E,C,A,63.223727290977095,0
Jewish,Widowed,E,A,D,D,20.73268313346823,-33.36663570266232,-12.540147125926564,C,14.090632686521513,-135.0561390724395,D,-57.403873882903646,B,E,E,D,D,A,230.56314117993938,0
Muslim,Widowed,B,D,D,E,192.95737779736214,-58.69547226814977,-48.84850058669438,B,-36.777642837409445,-1.484773765324311,D,13.767718438532908,D,E,B,E,B,D,-171.50060889951274,1
Other,Divorced,B,D,A,A,136.22707900889165,109.91830559638356,59.59038790098001,A,-41.632321505817224,-34.18185947750516,D,129.4589516143206,C,B,A,D,A,E,-107.87088467535528,0
Hindu,Divorced,E,E,C,E,169.44756354611235,-108.15466980294437,-49.867806650984384,D,50.37567663409933,121.92925241628807,E,-87.10800966275329,E,C,B,B,D,C,-34.15515140569974,1
Hindu,Single,B,B,B,E,38.632009244606294,-73.44332704690193,159.24106306783824,C,181.6331809094901,-163.6213063469196,C,-90.51781971225883,A,E,C,D,D,C,62.82993236230546,1
Muslim,Widowed,D,B,A,D,-31.04236348862174,-203.42358937132002,22.223446062427975,B,86.2130641144488,-69.40115165082959,E,54.367797391375426,E,D,B,C,E,C,143.69120364413484,1
Christian,Single,A,A,E,C,9.752610484628335,-112.42217585298246,61.60514372226,A,22.21003057757511,-143.92255643552704,E,49.76691649937218,B,D,A,B,A,D,16.86702106590416,0
Christian,Married,B,E,E,C,36.684610273162335,122.54635084997341,99.3667267237773,D,107.25452903001505,63.792816821762365,A,86.03559725248793,B,A,B,A,B,A,-23.353913701245215,1
None,Divorced,A,E,D,C,-92.86549678802518,53.057462871861894,-45.35955487036087,A,-95.68336160185086,-81.76069301547074,E,-191.55107844782034,B,C,D,C,A,D,-27.99190717357175,1
Other,Single,D,E,D,B,7.608360824473688,-60.00841249127195,150.36034853348093,C,-5.281804084529728,37.69592158243782,C,-28.14346962286271,E,E,E,C,D,B,-122.46749950877707,0
None,Married,B,D,E,E,-320.28174696888306,101.93168627675094,65.47180160665236,A,-210.1133466703879,80.46264232431528,A,27.712683803506337,D,B,B,E,A,C,-46.65414036700505,1
Jewish,Divorced,D,D,D,C,-156.23681881341633,-96.40303214057519,60.847004402564444,C,-43.55133950971536,80.3330284915084,E,8.503553697353771,E,B,D,D,E,B,60.57726627539546,1
Hindu,Single,B,D,D,A,-59.832890306091436,-240.84225012582166,6.670792677115221,B,-3.9859703210147894,-212.6881367202535,C,34.85010937975887,D,D,E,D,E,D,32.707528815315676,0
Other,Single,C,A,A,C,-189.10285495571782,323.1828950994656,-65.23564943902235,D,-62.80908753136003,-120.2843196568502,B,6.124058404059707,A,D,A,B,A,C,-196.60858438042246,1
Christian,Single,B,D,A,B,47.680278848792824,129.89410748925218,-3.509015559856303,D,26.088402265217425,-243.91553239211024,C,-192.80949843409047,C,B,D,C,A,E,-124.76490337030435,0
Muslim,Single,A,C,D,E,-52.03667609065485,-118.42296406895625,129.8690365117072,C,-9.255109838709288,-32.864685513064465,E,19.597629434077035,D,B,E,B,E,B,133.2870143015541,0
Muslim,Married,B,A,D,E,-51.57788282504008,120.11517266065484,-101.29110184967254,C,-100.69629335086614,150.0223459489366,B,4.799380220037738,D,D,B,E,B,C,68.67567943556392,0
Hindu,Married,B,E,C,B,41.56561262271975,-75.27559543378864,39.643890564203815,C,142.3520332797664,-75.96899819896441,B,-188.93504628707768,D,B,E,C,D,D,-23.25454506834491,1
Hindu,Married,C,C,C,D,-154.83349938498702,-76.11729163869391,66.69627606199603,B,-200.90852027090617,-49.40761659376724,E,109.61162657550774,B,D,E,A,E,E,38.24302457585389,1
None,Married,E,E,D,C,-277.3284555969363,-3.1408375516716243,88.90359440441692,D,-181.87412654851195,-241.5497268751644,B,-76.03999227357926,A,D,D,B,E,A,175.19581657719482,0
Muslim,Divorced,E,E,D,C,31.499953795290935,57.4799362118292,-14.542009394576445,C,116.68585426832763,-44.82850915519143,E,-94.2344351436888,C,B,D,D,C,A,-0.3608742557785587,0
Buddhist,Single,C,A,A,B,-22.41272836534493,81.17362095683808,35.538320134210046,D,-124.10996338341609,89.39964176152088,D,71.94085163417539,B,B,C,A,D,D,7.8653351378751735,0
Christian,Married,E,A,E,C,-129.62029462808223,-70.97793881014056,-152.05112419928435,E,7.218887963219825,-128.89940423431804,D,-13.103786541066063,B,B,E,D,B,E,86.74963678146344,1
Christian,Married,B,B,D,A,124.7170503830001,-68.46768095925083,-44.36942897927944,E,-99.8156047098282,20.431460851223303,B,-25.560343844831614,B,E,E,E,A,A,-225.1148005853965,1
Jewish,Married,E,D,C,E,-90.08064389341652,-188.1512286896767,-158.75180462498045,A,153.16169755416863,64.20392020922121,D,77.04431788162171,D,A,B,A,B,B,16.12756751040242,1
Muslim,Divorced,C,A,E,B,-34.20423253200273,-122.13237322600918,-121.58769157920896,A,146.1322050369159,-2.146940559559909,B,62.71905554197731,A,D,C,B,C,C,-164.6518113341203,1
Muslim,Married,E,D,C,A,175.53046528361742,120.99044381263555,130.61395994683997,B,-159.5581762924406,8.865944021084825,B,201.66285780215998,C,B,C,A,E,A,-16.012738895006446,1
None,Single,C,E,B,C,-0.7016032508070884,-53.177101798496174,-13.929562155125936,E,68.85417636943572,76.38472691944322,A,86.11171847764065,D,E,E,D,E,E,58.83528438193735,1
Buddhist,Married,B,C,C,C,-92.55528567213838,-12.324733696951624,116.38106080454864,A,90.75815892376815,25.64024725250101,C,-52.9258663417253,C,A,D,B,C,C,49.10596379412554,0
Hindu,Married,C,B,A,C,95.99146419285154,56.803224633349004,61.93121216137194,C,-147.6352929246736,22.22537916209035,B,-39.81439300262758,D,D,C,B,D,C,-238.78857361089123,0
Buddhist,Divorced,A,D,C,A,69.73654865086402,-71.9599280324181,-44.47713132623555,E,-26.25420321251255,-183.6717019220206,D,46.76121960391977,D,C,E,C,E,D,73.59954658821121,1
None,Divorced,C,B,B,B,120.84520395036186,-68.373409146845,-172.69642648540878,C,10.016970842098232,-98.95261548584703,E,112.03745812105885,C,C,D,D,B,B,-177.31959452867477,1
Buddhist,Widowed,D,D,D,D,-47.303566074274606,6.887180946531927,-116.92309112885229,D,-24.782413993986044,72.35152514334932,B,53.44026387685551,C,E,D,C,A,A,62.327338963830435,1
Other,Married,D,E,C,C,84.60549813832358,29.912837731924636,-1.5047364553303613,D,-53.07580337266199,6.815981352157155,A,40.858328133147445,D,E,C,A,A,D,180.21563925472805,1
None,Divorced,B,B,A,A,36.23211887467788,115.25680973110823,59.824068760217266,C,-68.51750391932839,73.70650978932854,E,100.99611243814135,D,A,D,C,D,D,106.57612533199324,0
Other,Divorced,C,E,E,D,-3.7995602971489095,151.27432841672444,44.76087714317744,D,-167.93708170760425,-28.848923667371285,D,-39.010445563194324,D,A,C,D,A,D,39.624779927155174,0
Christian,Widowed,C,D,B,E,108.94700876941903,52.561174093934056,42.44407395066265,E,79.33653856078371,-53.0658652174052,C,-126.11594677485145,C,A,D,D,B,B,-69.1145756719137,0
Buddhist,Single,D,B,B,A,48.66050965011705,244.27698216253404,116.69207863346507,C,232.1200749839188,-134.70346055444995,B,-268.5072540114647,E,B,D,A,E,E,88.69632390941405,0
Christian,Married,E,B,D,A,87.601028834273,-48.225214115223295,35.785778788404876,C,-55.44778348252173,-75.86035789730671,B,-31.569744673807303,A,B,D,E,C,E,-32.05914294775588,0
Other,Married,B,A,C,D,8.613878981190869,-16.943812300371032,-39.57089474148564,D,12.346109098906467,-5.683984371329918,E,29.86914883582269,E,A,E,A,B,C,229.81148774926626,0
Hindu,Widowed,E,A,B,C,264.2042917075851,41.482539000783014,21.417691480658025,E,55.1980122193059,-97.46376156328988,B,26.567704038951472,A,C,E,A,B,A,108.1337402727456,1
Muslim,Widowed,E,A,E,A,-79.48150272877704,44.664552374749654,-31.118893778143182,B,-70.78820682025862,170.6615158564129,C,46.79379522389351,A,A,D,C,A,B,90.62140972836178,0
Christian,Divorced,E,C,E,B,53.83791655720456,-197.44305142929088,-94.20573423872733,B,-110.93489554110391,71.32823573906514,A,44.413957506224,D,C,B,C,A,A,37.210429043189414,0
Other,Single,E,A,C,A,127.83323075146413,-49.05325276912423,78.74231889081727,A,-122.32368299931025,98.57991785714837,A,143.67230061471346,E,A,C,C,B,B,-177.33379102155152,0
Jewish,Married,C,A,C,A,47.89425695599326,37.12180065938046,12.59901131310945,A,150.41198854367673,164.27967353060254,A,238.99126661460772,E,C,C,C,B,E,68.61044519428411,0
None,Divorced,A,B,B,D,-17.92799061273733,40.50512834752404,-222.19841976561347,A,120.46953067852316,-0.5790905963752208,E,40.1441874261486,D,E,B,B,D,A,-180.1412351760131,1
Jewish,Widowed,C,C,E,C,66.29273577395576,-31.59691914802753,43.86188944879387,B,-38.583401480484504,5.015659809766711,C,-33.15190770644744,B,D,B,B,B,D,145.53336769662204,1
None,Widowed,A,D,E,C,121.97617703118375,-67.46782021701819,-123.70760771540286,D,32.00684367610565,-133.92629977542947,E,-137.96546929709805,E,C,E,C,E,D,122.35693604346731,0
Jewish,Divorced,E,D,C,B,8.9362316457796,-92.66980480209286,-3.0818184246551694,A,108.15655893514547,7.18520258129579,B,36.11075240449915,D,A,B,C,D,C,-14.963541477590653,1
Christian,Single,C,B,D,E,185.38631847316725,75.12467503304158,-132.98829044539244,D,182.91294619440157,80.73698723766952,A,52.054495805966404,B,E,B,E,B,A,50.312432304185364,0
Other,Single,E,E,A,B,194.4883322050922,-115.42869219215444,-69.89472502716087,E,209.60709498206302,-104.75823800508417,B,-48.27516351990825,E,C,E,E,A,B,99.93889214771583,0
Christian,Divorced,E,C,C,B,172.4511570145201,-90.10659787851283,-130.43632231336514,B,-31.67784899883006,76.97575542185778,B,6.92944490056675,B,E,D,C,E,C,131.11595411630475,0
None,Widowed,A,A,E,D,-28.813949762978897,21.35519501003152,-87.84105625789971,E,4.467340653142709,152.2909071100282,D,-117.89234597784406,A,E,A,A,A,D,76.50830856542218,0
Buddhist,Divorced,B,A,A,A,-161.91061827786487,-176.1839356113694,41.31506479340239,E,-101.90587141384333,111.73460526070409,B,-130.95429527051047,A,C,E,C,B,D,-62.152390713560365,1
Hindu,Single,A,E,C,D,119.87119731636382,15.948126509271487,-27.904059307566254,B,-13.827769285290001,-238.11550847194013,A,-203.099525694605,B,B,C,A,B,C,-34.06053769673733,0
None,Married,D,C,C,C,-0.10033452184105832,-23.084293873670035,138.54396458465578,D,40.34526592029361,61.93970118218155,B,-244.0198151957264,B,B,A,D,D,A,170.28465212293594,0
Christian,Married,D,A,A,D,207.2444598414279,80.05041709461547,-147.31032343812763,E,-125.57358272193531,-69.58144707038687,D,95.2564825940085,E,D,C,C,D,C,129.56624700820797,0
Hindu,Widowed,E,C,C,E,-27.976799610450215,30.57503898874202,142.17948695086332,D,53.160096823498435,255.51171575344216,A,18.829350376915368,D,B,D,B,C,A,-17.99017104768775,1
Hindu,Single,D,D,C,A,149.38842956182202,153.99648479824847,-134.04637770325755,A,-28.255620121848292,-124.42884948674973,D,80.5874628110712,C,D,E,A,C,A,145.2223072977509,0
None,Married,D,B,C,B,61.84426598416538,152.89595351152226,24.014198565035684,A,86.92534525340947,2.396276434767037,D,-104.26773870142374,D,E,A,C,A,E,132.36849599266043,1
Christian,Divorced,B,E,E,B,-142.1488236013039,-94.20053204575436,85.74763193829949,B,63.16264677252159,-2.2358947637317788,D,-26.910855258125764,C,D,A,C,D,E,-138.95015695635203,1
Buddhist,Single,C,B,E,E,-65.09355235696444,-140.20849559448726,32.001324921165505,C,-40.017066787230604,95.71517142249704,C,27.641969547216416,B,B,A,D,E,A,4.035646230970875,0
Other,Widowed,A,C,D,B,-78.34005864871925,-99.76007595236169,-107.3409200336101,E,63.03032683922315,-11.726655339728824,C,-117.03353537008819,C,C,B,C,D,A,7.314623266734559,1
Hindu,Married,A,D,D,A,59.036147379501415,-37.68965220301661,71.91842519865544,A,-18.52634162558566,-77.94759567713272,E,-111.28616016302135,A,D,E,E,A,D,23.222166152855024,0
Hindu,Divorced,E,D,A,A,92.51352645460945,-78.08587838375972,-20.22039294415599,A,24.10151526215721,19.235764670768322,C,-29.905279413115547,D,C,B,A,D,D,-129.01414267438182,1
Muslim,Widowed,C,A,B,E,-109.35206205958745,-157.16573615503032,6.507847383808363,D,12.096933813427027,80.58640462082336,C,105.85920542874607,D,E,C,A,A,C,36.274030953830376,0
Other,Married,B,A,A,B,-132.84082369601566,-89.91583243889649,-68.6711188042124,C,147.97584670108975,39.513701215299726,E,168.05896785959473,B,B,D,A,E,D,-34.02120398228343,0
Buddhist,Divorced,B,A,E,A,-93.55007332039365,-137.22800020587198,83.16302197639561,D,105.7936445579549,35.182358486415524,A,-242.36142024829655,A,D,A,A,C,D,-107.64983935477667,0
Other,Divorced,E,B,D,B,-39.08023202192302,-129.88482617204005,3.9097887482468945,E,66.21450861632502,-114.16323839148575,C,133.24948421650794,E,B,C,B,D,A,119.25703495731588,0
Jewish,Married,A,E,A,C,31.135143018798033,-6.596342310071044,-103.08252516060821,C,-13.200585687471838,-133.9140848405587,B,46.8672167731921,B,C,D,D,C,A,-40.22000719659739,0
Muslim,Divorced,D,A,B,C,-128.62655569346936,66.8560812230137,-99.24247690734151,B,37.15675691795119,-232.82818532221,B,47.35012795104939,A,C,B,E,A,C,230.78863117924016,0
