sexual_orientation,anos,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,target
Heterosexual,84,E,D,-139.2795944128324,148.16004100574474,E,A,D,B,A,89.44545416232597,0
Bisexual,28,B,A,31.251351363975665,-32.67235868486657,B,C,D,D,E,150.82527550565896,1
Heterosexual,45,B,E,5.87646792451625,51.53716332239723,C,C,B,C,C,14.695260887377204,1
Heterosexual,61,E,C,37.15429132621983,-0.46554282639689915,A,D,A,D,E,-131.774220434654,0
Other,28,E,D,102.09053285901477,140.76992355671402,C,E,A,D,C,-80.91411324668863,0
Other,93,B,C,-47.304067518075044,29.495154444181765,E,A,B,D,C,94.76524834475802,0
Heterosexual,88,C,B,-23.468001498994028,107.90655257769983,D,A,B,E,C,-104.05442695687972,0
Other,80,A,D,191.61852959359288,40.56324393628273,D,A,B,B,A,53.33423608240986,0
Heterosexual,94,D,E,56.77020353203083,113.41803371070931,D,A,B,C,D,251.8111342881628,1
Bisexual,32,C,D,107.34148458877935,-135.53107191595328,D,E,A,C,B,-68.84365794019445,1
Bisexual,65,B,D,-114.83393986231918,98.51867512960413,A,E,D,E,E,32.29213824659569,0
Other,29,A,D,34.377419141189044,3.6307497839948932,D,D,C,A,C,23.074700890323093,0
Heterosexual,89,E,B,-69.70673768991954,86.58650141977381,E,A,A,A,D,-42.320484862099974,0
Other,19,E,E,104.24149392040165,3.890198897771261,B,E,C,E,D,36.65768567683971,1
Other,21,B,B,157.05099222682855,38.46439162061318,E,A,B,A,E,5.4472314700646205,0
Heterosexual,43,C,E,-37.15727236048781,-48.80890134303606,D,D,E,A,C,263.28747216492843,0
Other,76,A,D,43.49138889893866,-84.35048391412107,E,A,B,E,D,-53.288741945551585,0
Bisexual,99,C,B,-40.28235811513572,2.3193445932318437,C,D,D,C,C,7.592824329711297,1
Homosexual,63,E,D,-31.33042374282163,-37.20663037818223,A,E,C,C,C,206.80587630905825,1
Bisexual,99,D,D,44.829936380729805,-77.4631449751593,B,C,C,B,C,-10.383921450648154,0
Bisexual,90,A,E,17.083619122784114,120.8519877768468,C,B,C,C,D,-125.44490371729187,1
Heterosexual,48,D,A,26.37472761849106,55.93149543545749,C,C,D,A,C,-79.47225737520952,0
Bisexual,28,B,E,17.76887859997354,30.93632137734648,B,A,E,D,C,2.047632509849829,1
Bisexual,86,D,B,60.01319055621316,85.70987011150531,D,A,A,D,A,118.02710195608121,1
Other,33,A,D,-143.60181754402245,66.69914192054462,C,B,E,A,A,-75.28239786236458,0
Heterosexual,57,A,E,-17.053345605094314,75.51755326229585,D,C,E,E,B,-100.93938894156129,0
Other,23,C,A,283.98627083739314,-18.52717972106013,E,C,E,C,C,21.488231251774927,0
Homosexual,94,E,C,-82.81636719108705,41.77556468615429,C,E,E,C,C,-85.03861801680796,1
Heterosexual,90,D,A,20.011454766362878,-26.497166288994595,D,C,B,A,E,-1.3698403349611723,0
Bisexual,95,E,C,159.19618406132776,-89.30613208896784,C,C,E,E,A,63.736559116245516,0
Bisexual,50,E,C,136.0331379435217,175.00767396590007,A,B,C,E,B,-44.0426571361732,0
Heterosexual,28,A,E,107.72234326285306,-47.726936442446984,A,A,C,B,B,209.08823936795199,1
Bisexual,40,B,C,-20.621322551888298,186.50945719269993,D,A,A,C,E,69.64581779004456,1
Bisexual,71,A,E,-54.869265869167215,-136.4590769112027,E,A,E,E,B,107.05417587064996,1
Bisexual,43,E,D,-16.07300217592717,44.935640219733756,E,D,C,A,A,72.04942911445062,1
Homosexual,48,B,A,-134.3779082867581,122.17136230071148,C,E,A,C,D,50.13456562717934,0
Heterosexual,42,C,D,58.00088117290571,-82.83821466875295,E,B,A,A,B,21.586866971306172,1
Bisexual,91,C,E,94.89914782630055,-118.4184865453602,A,E,C,B,A,51.0528529888285,1
Homosexual,55,A,D,-154.9892604287283,148.74251217667293,E,C,B,D,D,-3.75729519610742,0
Bisexual,40,E,D,-55.790772815610154,-89.54512626234703,E,B,C,D,D,-65.35001423881795,1
Bisexual,42,A,D,-169.95060796349907,-18.820448167156684,C,A,C,D,A,-226.55329730030914,1
Heterosexual,59,D,A,57.755694923555524,-72.58816343322985,C,A,D,C,A,85.14833781046752,1
Heterosexual,73,A,D,69.10206095845403,-65.66813323162899,C,A,C,E,E,-219.00073425191414,0
Other,43,E,C,59.86487053397697,-19.840936913948727,C,A,B,A,C,190.66489252758876,0
Other,19,B,C,-65.35653158515736,22.39933806409218,C,A,C,E,B,-73.6473822924997,1
Bisexual,95,B,D,-109.17812814556487,-33.63129096524358,D,D,A,D,A,5.368615851501475,1
Homosexual,31,A,E,-58.64088279322181,-44.08884812980469,C,D,A,B,A,34.28411146760272,1
Other,55,E,E,113.96452811637243,-146.37499940073465,C,B,A,C,B,108.21614094105469,1
Heterosexual,88,A,C,30.219145008238467,-79.45825639089195,E,A,A,A,A,318.18583649707335,0
Homosexual,36,A,E,65.14577520179913,-72.74238833615017,E,D,C,E,B,-33.904382391509365,0
Other,85,D,C,96.0734398428148,-14.281247093703891,C,A,A,A,A,137.57942154473074,0
Bisexual,74,A,B,-51.06978028370224,-13.066116276251966,E,A,E,D,B,-3.929724463219638,1
Heterosexual,68,E,C,102.43768184541844,16.48375215927248,C,A,D,A,E,23.54053793734904,0
Homosexual,68,B,A,-215.26619319684835,-92.75708770486068,E,A,B,C,C,-314.85196422168184,0
Heterosexual,27,C,E,-80.33529174466591,-57.383019864737626,E,E,C,D,C,210.1848221252581,1
Other,99,C,E,-28.918593581588404,-44.71766482313418,C,B,B,B,A,33.28869674644533,1
Heterosexual,30,A,A,-55.922227388464684,108.03570339508522,E,C,A,A,D,58.88275076020816,0
Other,24,C,B,-148.02214985580972,-2.358583040514007,A,B,E,D,C,8.62245724896361,0
Homosexual,24,A,A,38.52712596728064,3.262926843299601,B,C,A,B,E,20.8902367673383,0
Other,31,A,B,7.792645349456675,113.87597317376333,B,D,E,C,A,146.90359919025863,0
Bisexual,26,E,C,-66.10784306224649,2.0624203499652713,B,B,C,B,C,51.225568180440625,1
Bisexual,45,C,E,-199.38988696120416,-92.87656242364048,B,C,C,D,B,161.7463014158345,0
Homosexual,63,C,C,-73.38543008192977,122.89840338537476,D,C,A,B,C,-24.045911430825086,1
Bisexual,86,A,D,111.0988440180073,0.49122044605937915,B,A,A,D,A,-136.90494171629538,1
Other,81,A,D,140.16286983406476,-67.29617246871723,C,A,D,A,B,50.45264844574088,0
Homosexual,45,D,B,-196.62260321141528,-6.7741057765782795,A,A,E,B,B,63.36074937857473,0
Other,89,A,B,-46.92262748470773,-8.812551189262875,B,C,A,E,D,60.87263137489638,0
Bisexual,49,C,B,-22.097760032920036,-28.500322524319273,B,B,E,B,E,146.53401232118438,1
Heterosexual,27,B,E,151.1885085780017,24.227395209823246,E,B,E,A,C,-90.84538496395965,0
Heterosexual,77,E,E,-76.53977151158287,58.63759490149902,E,B,B,E,A,-139.99561433665428,1
Other,52,D,C,-49.9534820110242,-67.43241645101334,D,E,B,B,C,-58.41384777697672,1
Homosexual,31,A,E,113.94738508238864,110.54707584684836,E,A,C,E,A,-16.817051465405697,0
Homosexual,64,B,A,42.7281135066066,53.354945774774045,D,E,B,E,A,2.5314195885219606,0
Other,26,C,E,-30.278009470512806,-23.708125991109792,B,B,D,A,D,-77.70903690358143,0
Other,48,A,A,-81.0958517754177,-95.76117288303871,E,E,B,E,E,33.770955495560244,0
Heterosexual,27,C,B,-12.715871252842534,-93.24006085550302,C,A,D,B,E,0.8964594954745674,0
Bisexual,48,D,E,-185.4138318592154,129.64732267464598,A,C,A,C,A,-95.47993631346998,0
Bisexual,64,C,A,-56.139051781867025,-249.48187165768147,D,E,D,A,C,-37.782961649615515,1
Homosexual,86,C,B,29.108532916002677,-82.25742691655175,C,B,D,B,E,-16.9446363084823,1
Bisexual,48,D,E,128.69016457289942,-73.38767137048411,E,D,D,A,B,-95.76607158191854,1
Bisexual,43,E,D,87.36266076037536,-203.94597963334635,C,C,B,C,D,9.406946404179141,1
Heterosexual,93,C,A,-81.75006427056138,30.183444063615017,D,A,D,C,E,125.49679404109355,0
Heterosexual,92,A,D,141.0325536823172,87.08332827507957,B,E,B,D,A,-10.65095516458696,1
Other,70,B,D,98.46467915807457,-17.71711174696655,E,E,E,B,D,79.1915048822319,1
Bisexual,65,E,A,-28.22859178266509,0.9808417965325197,E,D,C,C,C,-266.64527733550403,1
Homosexual,33,A,E,25.225307785909713,-125.79150291307843,A,D,E,D,B,-94.451291709729,0
Other,20,D,B,27.197543868923706,-157.87259037660505,B,C,C,E,B,-128.7921822983353,1
Heterosexual,21,C,A,123.07840785315291,148.6621600055948,B,D,D,A,B,-136.38665221046145,0
Bisexual,99,B,E,-25.747240331097203,-25.924158620035282,E,A,A,A,E,130.4473670160446,1
Homosexual,87,D,D,64.9948041028624,-13.192033762233923,E,A,A,E,E,112.49264895717413,1
Bisexual,56,A,E,-34.162632322722416,-59.62401888241503,D,A,A,B,B,-112.05567351259964,0
Heterosexual,27,B,D,-12.002134517214351,-78.12145977683558,D,B,A,C,E,-136.3349909374431,1
Bisexual,44,D,A,72.70944528319464,162.7926990776451,B,B,A,B,B,145.81376913116597,1
Homosexual,90,C,E,-98.97060051864479,-8.970798698005845,B,A,D,D,B,30.496512079536924,1
Homosexual,67,C,B,-46.13401619780574,-219.73691102712647,C,D,D,C,B,9.931034502049307,1
Heterosexual,84,D,D,-91.51201386495111,-112.75324172072816,A,B,B,D,E,186.97687953862007,1
Bisexual,43,B,A,15.55927948880875,49.99792959504608,E,B,C,B,B,-101.18292306215757,1
Other,67,B,C,81.57343919041253,-84.35695875711289,B,A,A,E,D,90.16746181447697,1
Heterosexual,67,E,D,-163.1227159467081,146.38790931585078,E,A,D,E,B,38.79098179578652,0
Heterosexual,66,B,B,-31.271179249070457,75.28875491266025,C,A,A,A,E,-38.45627402812271,1
Other,34,E,E,-28.161083966834035,-51.526104134222706,B,B,E,D,E,-81.0009259082739,1
Heterosexual,19,C,E,93.07556135776676,-38.06258346155206,E,E,B,E,E,-205.98194722565083,0
Homosexual,31,A,A,-35.11687500987943,-54.644405293497556,B,D,D,B,B,-1.1537021410661734,1
Other,84,B,A,38.30139317899636,-30.02338043642583,A,A,B,A,A,116.90515360605369,0
Bisexual,80,D,C,-275.2553738429127,-45.13800721062521,D,B,A,D,D,-61.060517530133914,0
Heterosexual,54,E,B,-115.20502667416437,-173.66170773673784,E,A,C,D,D,-4.878075966144664,1
Bisexual,26,A,C,60.685263918358054,134.63048263822645,C,A,D,D,D,-112.75764198121621,1
Other,38,E,A,19.420076277980435,-112.29819606941744,A,B,E,C,B,-19.50830804939552,0
Heterosexual,48,A,E,-162.1114682506304,-90.25247270640028,B,D,C,C,C,-72.34191685096458,1
Homosexual,73,E,E,40.29254053743816,-39.71505757724185,C,D,A,E,C,83.66784543054888,0
Bisexual,52,E,B,53.150916110927405,72.01443281339341,C,B,A,C,C,116.61205039503177,1
Bisexual,52,C,B,-3.712246052821419,20.081889613254585,C,B,A,D,D,-40.626818949424035,0
Heterosexual,33,E,C,-82.2595533812949,157.93341250545794,E,A,B,E,C,-20.172498123039297,0
Heterosexual,21,E,A,53.08834211698631,68.62225848256601,E,E,E,D,A,47.09360387081903,1
Other,66,C,C,24.148058134629963,108.42924235482675,D,C,D,A,B,15.763454170776669,1
Bisexual,95,E,A,-146.6649487693839,-109.41405668106545,E,B,E,C,D,147.8492301683779,0
Heterosexual,41,A,D,119.96521788709056,25.993629169291555,A,C,D,A,D,65.84998554554188,0
Heterosexual,28,C,B,-47.84885365032954,49.981788299430576,C,D,C,A,C,88.15697770927333,1
Homosexual,88,E,A,-139.44059186620365,-108.4843165525011,D,B,C,D,E,37.70607954587051,1
Bisexual,78,D,E,66.77898636659101,62.948581965406866,C,B,C,A,B,39.564303390181784,1
Bisexual,32,B,D,-240.08542067251705,-232.178605844421,C,B,D,D,A,13.89363322045386,1
Bisexual,45,E,B,-114.91980411218393,-157.9493313432356,C,E,E,A,E,-48.77800105194288,0
Heterosexual,65,C,C,-63.61405566637329,131.84244106194927,E,E,A,B,E,-43.87769422116746,0
Homosexual,63,B,E,12.321751014223265,32.90300410238879,D,C,C,B,C,-110.01998868951164,1
Homosexual,75,A,B,311.325980263171,153.61616512965978,C,B,E,E,C,-47.36544426565524,0
Bisexual,86,E,E,89.11898051334197,-43.16641218076464,D,D,B,E,B,-43.73238869982146,1
Homosexual,32,A,B,32.15914729066691,2.6674031748293743,A,C,B,E,E,31.5090852679913,1
Bisexual,43,D,B,68.14560313564407,-148.94523524637327,E,C,E,D,E,129.55317391252262,1
Bisexual,61,B,B,127.47960377178917,10.89750142615069,A,B,D,B,C,81.68597739703296,0
Other,54,A,C,-145.625016023576,187.45966683719072,E,A,D,A,D,-30.50870321464762,1
Heterosexual,29,C,B,91.278708607975,-77.12616558460621,C,B,C,E,C,-24.21989636931386,1
Heterosexual,30,D,B,-27.16941508893206,-9.301562515648524,E,E,D,B,C,-40.86617676339521,1
Bisexual,31,A,D,39.24517047506156,67.36825922523565,B,A,C,C,E,35.087402327673196,1
Bisexual,19,A,A,-87.89225200739058,113.84753186355256,D,E,C,B,E,130.357329138939,1
Other,88,A,B,69.36019744540381,-5.014179254779865,E,B,D,C,E,-15.55570970488382,1
Other,85,E,A,-94.03747285146522,-31.00327953778469,D,C,D,C,E,0.9902487073110651,1
Bisexual,64,D,B,-65.77071827488905,59.79770206893533,E,E,B,E,E,169.28457802123177,0
Bisexual,85,A,B,-39.72199530904763,80.51206836441384,D,E,A,D,D,-66.75860212402863,1
Bisexual,73,E,B,-50.35261589751957,50.514721492415816,D,B,C,E,D,-92.30797491837531,0
Homosexual,53,D,B,13.087997403696297,2.892838024764002,B,D,D,E,C,-32.31918431308308,1
Heterosexual,65,B,D,136.47232321645103,-156.9763391187953,D,B,E,B,C,48.895707745842714,1
Bisexual,51,A,B,17.916806694503627,-64.9794617015837,E,B,C,D,B,-156.88153320777616,0
Bisexual,55,D,E,63.169111800731635,-166.75902658317014,E,C,C,C,C,137.7427789694426,1
Heterosexual,62,B,A,4.221645482940456,-39.28688171662408,C,A,D,D,D,210.08197096712485,1
Heterosexual,26,B,D,-0.8958021523361868,112.07550152075964,E,C,D,D,A,-47.93803769428992,1
Homosexual,31,B,E,-24.199916763770922,-87.79954631816224,D,D,A,B,E,14.701468422858627,0
Bisexual,30,B,A,-51.902720176775354,-49.76400052166271,C,E,C,D,C,-66.26665353289064,1
Homosexual,56,B,C,-5.583999929182631,-255.0617224434169,A,C,B,B,E,-149.28058393031415,1
Homosexual,88,B,C,215.44437717580882,-3.08718033968572,C,D,A,D,A,90.1974526758671,0
Heterosexual,61,B,E,118.6620318318516,-14.765729163130977,E,A,E,B,D,14.867828583014239,1
Other,61,B,B,-133.88651448690115,132.04607945146302,C,A,D,D,A,18.907939987248067,1
Bisexual,80,E,C,-57.636181080715296,306.0577106690447,E,E,A,B,D,-212.511076332784,0
Homosexual,73,A,E,3.9544689305178404,-26.528953552633688,E,C,E,A,B,19.2024118073522,1
Homosexual,44,B,C,-102.97293963828625,-12.504469664784281,D,A,D,A,A,-140.99779922641244,0
Other,31,A,D,123.82879898434709,-50.57935184103442,D,B,D,B,B,22.018310991764636,1
Other,18,E,B,19.536528931087954,25.489658466118527,B,A,C,D,E,-119.38010561150534,1
Bisexual,31,C,D,-94.38245089951738,228.88662723364524,B,E,B,B,A,66.64882079933601,1
Homosexual,31,C,E,17.530781794853237,48.22556819386303,C,E,D,B,D,33.59786659076523,0
Other,18,B,E,79.39848994353962,65.40266262075724,E,C,C,B,B,-94.42249069072437,1
Bisexual,63,B,D,-64.37427213795458,-15.344546683581145,E,A,B,C,E,24.34626136486364,0
Bisexual,83,D,D,-12.719174061796815,27.18888223258904,D,B,A,C,B,-11.343912861896516,1
Other,57,B,C,200.8178538859296,8.894165089348517,E,C,A,E,A,-14.929713541914738,0
Homosexual,27,D,D,110.2596934549751,-46.0457285312104,B,B,C,A,E,161.37255103533317,0
Other,46,C,B,39.393728433487645,-31.439257071748738,A,D,E,C,C,59.89967942100226,0
Homosexual,58,B,B,-176.2638154690003,-128.65118902411706,E,B,E,D,D,29.153790853740297,0
Bisexual,50,A,A,-117.93299224431975,40.49842396401701,D,B,A,D,A,-13.733590648680263,0
Heterosexual,60,A,B,-57.69527969396282,145.87211874868382,E,C,C,D,B,-122.83539395724203,1
Homosexual,56,B,D,5.9839217081508815,-209.51384680575163,E,B,A,A,C,-161.73638940839118,0
Heterosexual,53,E,C,-167.2140659580356,-5.067834899865869,D,C,A,B,C,48.15963822462733,0
Other,36,C,A,121.15378225340234,-35.14377687727044,B,C,C,C,D,-19.36486393902424,1
Heterosexual,49,C,C,-122.8192212650167,-114.85535905145774,B,B,A,D,C,-27.583433336924784,1
Heterosexual,89,B,A,94.17382385871409,101.79903164485285,C,E,B,C,A,-8.835763252435456,0
Other,22,E,E,52.57444360737744,-48.07465120800861,C,E,A,C,D,-78.97086080389263,1
Heterosexual,69,B,E,68.41300943413395,-192.03700484565985,D,A,C,B,B,-104.46849905974915,1
Heterosexual,82,C,C,-64.39857253471878,12.334502259211744,D,C,C,C,A,-138.4085583583808,1
Bisexual,18,C,C,126.96522550107325,-38.04396495248174,A,B,E,C,C,-159.30771490863754,0
Heterosexual,39,A,E,-167.65678937643105,101.62121906702323,A,D,A,D,E,-101.87891230226978,1
Heterosexual,51,A,C,-27.656235091759186,13.933101371463486,E,B,C,B,D,-61.28108717464264,0
Heterosexual,40,D,D,-81.15710518581697,-5.8204808025834796,E,A,A,A,B,142.34342745119108,0
Heterosexual,78,C,D,131.9309608287511,-37.190955585926,B,A,D,B,A,8.738153375436017,1
Other,40,D,E,-85.15155484984983,-124.73887809661551,C,B,C,B,B,-84.80939501293244,0
Homosexual,49,A,A,-217.71773235079164,6.697461769473942,A,D,A,B,A,-83.42663730790704,1
Other,67,D,A,44.36934269453325,-125.82538727477288,C,C,E,D,B,28.752664488515233,1
Bisexual,70,C,E,81.78358832290091,119.37738012220618,E,E,D,E,B,48.664863121703824,0
Bisexual,93,E,D,163.61620678044545,42.258228183781945,A,E,E,C,C,-225.85432533823456,1
Heterosexual,26,A,E,-32.742208036202435,-73.44388500810352,A,D,E,D,E,40.48899031049258,1
Homosexual,40,C,D,-1.3805639589404903,8.465763968936239,D,D,D,D,E,-36.912260350378645,0
Bisexual,22,C,A,-39.202205058885724,29.276955458845332,D,C,E,E,D,23.49307760381899,0
Bisexual,22,C,D,-107.98370305596718,100.89493927417494,A,C,B,E,D,2.423175495187023,1
Other,74,E,E,-116.24048944592056,48.729229820245486,B,E,D,C,E,41.43179534329974,0
Bisexual,65,D,C,81.6304635113163,-64.88322085617742,C,B,C,E,A,98.22763105699863,0
Homosexual,34,E,D,-121.06467773375364,-33.20526344113197,C,A,C,E,E,10.84139019787029,0
Other,65,C,A,-135.53462880724646,-30.215696519367093,D,C,A,C,D,129.191419383355,0
Other,20,A,E,-67.08050809555179,180.87788216125543,E,C,A,B,A,-17.723989511723133,1
Bisexual,35,C,B,-147.60941468841708,-45.400810335448796,E,A,D,C,E,-71.18280087785898,0
Heterosexual,75,A,E,-195.43154804606462,35.27200022137675,B,C,D,B,D,184.32634146481377,1
Other,28,A,D,40.390569762507376,-35.13879843074431,E,A,E,B,C,-44.36945186379659,1
Bisexual,75,B,C,-101.97166427054776,175.15851389607647,B,C,D,B,E,-40.248561780111096,1
Other,33,B,A,33.99808089549712,-35.22547416984676,D,B,C,A,A,22.450813916114026,0
Homosexual,44,C,C,-145.04287591134494,12.20899035792451,D,B,D,C,C,114.3308218449953,1
Bisexual,97,C,B,61.41461782388872,-63.76568213142211,D,C,C,E,C,53.32479763928423,1
Homosexual,28,C,D,42.48337015451643,160.6230335684055,A,E,E,E,A,-255.42938858688285,1
Homosexual,52,B,D,-90.29862137029575,70.10676930932873,B,D,B,E,E,34.983773405919735,0
Heterosexual,53,C,D,-5.127434123472538,114.49274419698068,D,C,E,C,D,-74.98855728944103,0
Bisexual,65,B,D,-39.72819948841359,-73.79544188580182,D,C,B,C,A,33.428089821004015,1
Other,34,B,D,-240.76547150678195,14.683560868739645,E,D,C,A,A,-191.49770676811636,1
Heterosexual,37,E,E,-107.32650590900319,-94.83682019634384,E,E,B,E,C,38.58188081501066,1
Bisexual,94,B,C,-63.35272650257029,-37.9960197207237,E,D,B,D,A,-56.2902771342933,1
Other,52,B,C,7.119624419811159,246.88642550554317,E,C,E,C,C,-168.0331871938808,1
Homosexual,34,A,A,-45.79218008144622,53.99337540107548,D,A,C,B,E,134.7787074938151,0
Heterosexual,68,E,D,-28.644447051029815,-18.040879199416185,B,D,E,A,C,-16.058091270157075,1
Homosexual,85,B,E,21.18038313303543,-119.8377391318731,E,A,E,C,D,-133.3310804120384,1
Other,25,D,D,96.71210545677022,-33.9304558025899,B,D,D,A,D,33.52629324711299,0
Heterosexual,46,C,C,-110.69085072093714,38.16513412107616,D,A,A,B,B,-15.253084602848762,1
Homosexual,28,A,A,52.340446697626994,86.08173293397863,E,E,D,D,E,-111.67454476153453,1
Other,20,C,E,60.922040224023,172.28948809506588,A,C,D,A,B,-64.95731209320762,1
Bisexual,48,A,E,-40.105370643443614,47.76126488878631,D,C,E,B,D,227.64739951161968,0
Bisexual,67,A,E,172.13901961778916,43.10676723321485,C,E,D,D,B,-37.72378644772266,0
Homosexual,80,A,D,0.45355498569316693,147.05475010456703,D,C,A,A,B,-19.0238874511339,0
Bisexual,91,C,C,70.07970114781745,70.45483793186482,B,C,C,D,C,107.10477305819603,1
Other,88,D,B,262.464609890697,-123.33097604691619,C,B,E,B,B,9.197955933638346,1
Homosexual,88,A,C,14.25747092877295,73.43220935844342,C,E,A,A,C,-24.79970518484685,0
Homosexual,33,D,D,-99.20246524432638,150.2847636270454,B,E,A,D,C,-10.618325837059253,1
Heterosexual,51,B,B,95.20070533653626,151.097178621705,B,E,B,E,E,-0.8169743744411793,0
Other,80,B,A,28.35810641953213,-33.44563795826498,A,D,B,B,D,-41.57681259543335,1
Bisexual,40,A,C,118.68849436710485,18.525924887114808,B,E,E,B,D,-177.88351448348985,1
Homosexual,54,E,D,164.04876143943997,-62.4635742007571,D,E,D,B,E,27.5420596862359,0
Heterosexual,34,B,D,-111.81958422400784,129.2044130292833,C,E,C,C,E,152.75423235899547,1
Homosexual,95,E,B,-6.5532089674783345,-223.59007957046674,E,E,E,D,B,-191.2666673357006,1
Homosexual,89,D,E,-108.33176878170153,128.29490822678608,A,B,B,B,D,-61.122438732607364,0
Bisexual,96,B,B,75.19588516749423,132.44641674047008,E,A,C,A,E,44.57455243740379,0
Heterosexual,55,A,E,155.69853047428762,64.33820919542293,B,E,B,D,C,104.0464593257649,0
Heterosexual,70,B,A,35.104234204965856,-1.3852021294809775,A,B,D,E,D,-48.19846885072747,1
Homosexual,73,D,D,-88.32630995034205,232.467675089227,A,E,E,E,A,-63.31728500634164,0
Bisexual,69,D,C,-273.22521695220183,-55.39905166696596,B,C,D,A,A,170.68619567489003,0
Bisexual,65,C,A,-63.27825161146626,-135.2506907738072,C,C,B,B,B,25.33484110625075,0
Other,46,A,A,-132.9629805027237,-52.840295742269014,D,D,A,A,D,64.56711485720434,0
Heterosexual,84,A,D,76.5349424318434,16.63579556894206,E,B,A,B,E,29.073600090345497,1
Heterosexual,80,A,E,-30.139371247994788,94.83637997351441,E,B,E,D,D,57.68969300147424,0
Bisexual,58,E,D,62.12474112199905,-150.55986551275424,E,B,D,E,B,13.93412882406678,1
Heterosexual,48,B,C,-6.8634581911753205,13.338191885668058,D,C,C,B,A,88.11858769009775,0
Other,55,E,C,52.19141654455357,108.4092081849421,B,B,D,A,E,-67.6899016766025,1
Bisexual,54,D,A,-59.29012329146828,-84.58957216023481,B,D,A,C,E,125.70027742667071,0
Homosexual,35,C,A,-53.48413933109687,61.098534852577025,E,B,C,B,B,84.24997760208286,1
Bisexual,38,E,A,-120.96398336322045,-89.45312695276127,E,C,D,E,A,-189.65207656130934,1
Homosexual,73,B,A,34.849658268829785,55.813062439855635,B,E,D,B,C,-138.91459861756567,0
Homosexual,89,E,A,16.317542957076675,102.04143258259906,B,C,E,D,D,71.85670987693028,0
Homosexual,77,A,B,167.69835256201034,-25.244713366813414,C,A,E,C,C,-26.668161194607332,0
Bisexual,76,D,B,-24.301104163626956,3.6679393620171217,C,B,C,C,B,23.744209651116073,1
Other,69,B,B,20.406002644688446,-111.04270768256266,E,E,C,C,C,198.46245134993572,1
Bisexual,67,A,D,-91.77657442276217,6.419036301435925,B,E,E,A,C,1.0364519449181144,1
Homosexual,38,A,E,63.10232008712971,-106.41404132646952,A,A,B,D,C,76.18936090766672,0
Homosexual,54,A,B,53.862942817487124,-114.96567022347412,B,A,E,C,A,76.88538606668807,0
Other,21,E,D,-107.63432676215288,-80.29449143012944,B,B,B,B,C,-77.44108605899103,0
Bisexual,60,E,B,107.52005513302679,-52.04835698957571,A,C,E,D,B,-99.05574522039012,1
Other,95,A,E,-74.45010494473988,37.593155723528724,D,E,C,C,E,178.24199605923135,0
Heterosexual,54,E,E,9.000802948709692,16.728649550724505,B,E,A,E,E,-73.8127556095017,1
Heterosexual,86,A,C,20.129778942863915,-66.24218541069948,D,C,E,A,C,-25.535736401813814,1
Heterosexual,35,C,E,13.890803297286897,28.306079710689723,E,C,A,C,B,13.68042143100491,1
Heterosexual,45,D,E,78.99120154496832,63.21872593527983,A,E,A,A,E,119.82641788724382,0
Heterosexual,56,E,D,-14.345992672672168,32.75275197111146,A,B,D,C,E,-110.9634811101286,0
Homosexual,30,B,D,-151.41917585721873,-24.459571536139524,D,C,B,D,D,-71.02920303558923,0
Homosexual,59,E,E,-81.9856087807493,218.92690912936033,B,E,B,D,E,111.61231260402289,1
Other,99,B,D,-50.14049396835316,-145.24146938798864,A,A,B,D,D,22.37921046573848,1
Heterosexual,90,C,D,9.414360347476816,-95.38163779099578,D,B,C,B,A,-53.159883321707454,1
Homosexual,31,E,C,-78.46610110121158,-125.70472372555098,B,E,B,B,E,108.24237339376874,1
Homosexual,79,E,C,54.78062174091206,18.924611485114387,E,C,B,C,C,-28.469665457019143,1
Other,70,B,A,-48.704187220125746,188.6497963096516,A,C,A,A,E,-60.65238916314431,1
Homosexual,86,E,A,-31.774444803648468,-91.34340975647412,D,B,C,B,A,24.589031087294273,0
Homosexual,61,E,A,-90.09348745784365,-97.45340310203943,E,D,E,A,A,-173.6244893115159,1
Bisexual,50,B,E,31.145158414391272,94.56149711974017,D,A,B,D,B,-129.50436630278435,1
Homosexual,44,C,A,124.82299794312146,-152.5960663737258,D,E,C,C,D,-50.094067837046985,0
Homosexual,42,C,E,-87.94366671310466,101.78704683721381,A,B,E,A,C,-121.34194024457945,1
Homosexual,76,D,D,-23.811588256780055,-42.18583996088439,E,C,E,D,B,-25.89346518842061,1
Heterosexual,55,B,E,-9.126837522701106,-99.71235555401907,C,A,A,E,A,15.194333474589236,1
Homosexual,63,A,C,82.17025699017586,-80.5761383919159,D,E,B,C,D,145.28520960397898,0
Heterosexual,29,B,D,-12.383321053028638,-55.97766307874611,A,C,C,A,E,-86.93227046272888,1
Homosexual,41,A,D,-51.97995587401021,82.7284381453393,D,E,B,E,A,-100.29297775415347,1
Other,42,E,E,-18.16675945025113,-28.900096755852623,E,B,A,D,A,-108.53279923091897,0
Heterosexual,50,E,C,52.835499610840905,-82.40940665800287,C,A,E,C,E,137.70734163146204,0
Heterosexual,31,E,A,-44.83197183809576,98.49993223440174,D,E,C,B,C,27.423646090140895,1
Other,28,B,B,24.46473900794431,-42.875858250178005,A,A,C,D,B,-29.920729378136755,1
Bisexual,67,C,A,75.83229065825138,201.36888835861893,D,C,B,A,B,46.81389130902019,0
