veteran,handicap,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,target
Yes,No,85.56589157496656,5.5945855546979635,D,145.8363133117794,B,D,-184.69761172432771,D,A,-78.84810101043406,C,C,C,D,-314.49929044800456,D,-53.321724668185865,143.22791483201848,0
Non-Veteran,No,28.322863107715396,-45.61124587767622,D,-112.94472595728753,C,E,-84.44794049091938,D,D,-143.48480414567277,E,B,C,A,21.56271526344005,C,-16.21699162729964,153.3545141113846,1
Yes,None,-32.304711403121,50.98732512702365,A,143.4745244370606,D,A,10.76466749232252,A,C,-252.21389859051234,D,C,A,C,106.07616363913466,C,17.619048053671722,-73.95275763242252,1
Non-Veteran,None,91.61712666629305,-25.981773648326005,C,-70.43337398117316,C,C,94.28032965344995,B,C,110.57560190623397,E,D,C,C,-53.03560783959684,C,92.47419722500605,-3.62918998051872,0
Non-Veteran,Physical,155.89722307357414,172.9846965318356,D,4.222785302562083,C,C,152.75427728218375,B,D,-25.970262873261458,E,E,E,D,-162.3042400872968,A,-75.63111841458567,-216.8341872953876,0
Veteran,Mental,-40.003200776975554,195.5921644886898,C,-122.65133808546605,E,D,135.5236755368768,C,D,20.733629741638012,E,A,E,E,-66.64633468937708,A,-89.58915773178006,136.09922300747476,1
Non-Veteran,Physical,-23.69408522096828,-27.938927281073113,A,-4.853575846949013,C,E,58.89639399409183,A,A,-45.63162778641302,A,C,C,B,-33.73839813515482,A,165.23222256573655,-206.46553912587103,0
Veteran,None,-127.23219073956176,-190.57495508766806,C,-88.6848366280598,B,D,43.55122677053095,D,D,-8.492501371318047,A,B,B,D,-31.66676791558461,A,56.57262571840056,-68.06724529185738,1
Veteran,Yes,3.5488412053770153,207.5389046713424,A,83.29782693601226,E,B,-10.73775380978085,C,C,40.80141687695764,B,D,A,A,136.255976662885,D,-26.190503818579113,122.73575141455291,0
Veteran,Physical,31.276507767412546,-129.3487795409698,C,16.02543419360946,D,A,144.30492055869323,E,B,-81.30278561300823,A,D,E,E,15.529996457311826,E,243.18739760344306,-63.60586175841454,1
No,Physical,-84.11861316893194,-8.32558160006751,D,-185.11829274207003,A,B,-73.83351778785601,D,B,212.66443704282446,C,B,E,B,92.8670709108503,C,151.6211995521202,23.917533630175285,1
Non-Veteran,Mental,-200.4564967924252,16.064606057045406,D,35.971757303636345,B,E,111.59098660415208,D,A,-42.467145355319765,D,C,E,A,-7.9868848308269484,A,-168.78486806620177,161.66182184361776,0
Non-Veteran,None,44.86709104836047,-134.95330689992343,B,9.177518794906828,A,A,26.938155881801844,A,B,79.95701341712238,A,A,E,C,-70.9984417731615,D,70.20690119599094,-112.95213377486762,0
Yes,Physical,150.56284133503453,-16.211594961718035,A,-44.81538270815753,C,D,67.79052350801948,A,A,-68.8260543873456,E,A,C,E,175.60105661341206,C,-75.29196918889518,198.32915436176285,1
Non-Veteran,Both,-15.96906404364756,92.84330318219915,C,-179.78225876224954,B,E,-68.63065744596575,A,B,38.777183287456005,C,C,A,C,25.360936559505763,B,-64.561567650698,90.6896504157299,1
Yes,No,-141.52401548300412,31.852331704845326,C,-120.11948229592224,C,D,25.602769191019526,C,B,129.34467976333318,B,E,C,B,-4.3427116907397165,B,55.96138054892885,-85.55172756781072,1
No,Mental,-8.835605227564743,129.31923554423287,E,21.995000102016192,C,E,11.586127506364749,E,D,-98.978770776389,C,D,C,A,91.09363412830895,C,-153.09698943773128,139.04453997504993,1
Non-Veteran,Mental,-6.937258210126675,-47.35454891634442,A,64.28100646566376,C,B,172.27623901867148,A,A,-46.86369678153885,D,E,D,E,159.73063917900856,B,21.15443147828049,61.8282326608947,1
Veteran,Yes,75.97339232432478,-22.051804099384693,C,83.22903224248685,E,B,-56.6466944744745,B,E,-98.19204146048246,E,B,C,E,-54.32658449640685,D,97.55028786535792,123.80589548641694,0
Yes,None,-79.01549878580687,171.73860090258782,A,90.62368311079626,D,A,-49.68687861102792,C,D,-31.827551854393576,C,D,E,C,92.12943862139483,A,94.0772706829382,88.28741631428893,0
Yes,Both,3.697261571961429,4.613100939998954,C,-104.57310840816278,B,D,239.06501748233197,D,D,-234.54277350242774,E,B,C,B,166.52091212421246,B,-28.03615371342407,-129.7135122989201,1
No,Both,0.6807614413734048,38.690426443656875,E,-205.7639731040363,B,D,63.85374908426827,E,D,48.382318308719505,E,D,E,B,-248.1978751352912,A,99.0180631702122,-77.15315105544859,1
Yes,Mental,81.64322600557841,78.49027200027327,A,-213.6229970497031,B,B,83.38563145194337,D,B,-55.429886497989735,E,C,E,D,196.7359590196254,E,209.16213294929,45.30168627447822,1
Veteran,Mental,54.32951426634107,139.1337869796907,B,-94.08449548980299,E,E,-91.59096617181225,D,A,236.7050228660081,A,E,D,D,78.72158941397146,E,75.63857225555557,79.0331376010115,0
Veteran,Yes,-124.82288571303701,-19.214449429640403,E,64.16323201679093,B,E,214.44969919874643,D,D,-20.169904912115076,E,C,C,E,-7.917855336648476,D,121.751146101107,192.84516126545049,0
No,Yes,-38.489872293028114,179.0131977754972,A,-22.23448865373102,D,B,79.24345546301103,E,D,-16.8216791134998,D,C,E,C,-41.756093202056974,E,-14.962545842222594,92.59367183890544,0
Veteran,Yes,-38.05345393358917,43.36434029226831,B,-28.86950986744653,C,B,23.514067403978796,D,E,18.798749405316133,B,A,B,E,-99.67069473850117,C,16.555270400726148,-100.0804368354847,1
Non-Veteran,Mental,31.09122056458628,-123.51309851922592,D,-34.56260948209896,D,E,67.4382282543315,D,B,-140.60081704733673,D,D,D,D,96.2358503055933,A,35.59471982108045,23.64140056161453,0
No,Yes,-58.530741136155704,-38.571592627063424,B,161.09907031421315,C,D,161.88778030984176,C,A,86.80366371234072,E,B,C,B,-102.00815007074864,C,2.964089731681034,62.826068886676936,0
No,Both,-149.02665663760658,143.26694858026428,E,54.61211773152497,D,C,-101.95137439418072,A,B,-97.10678786399043,C,D,E,E,-11.561279778799435,E,-196.25127415154037,70.19910489254453,1
Non-Veteran,Physical,-5.386153731397194,44.54399302230352,B,8.75467382406591,A,A,-69.99496027664604,B,C,-119.11069362417975,A,B,A,B,100.84921636566075,B,-23.132834773173624,62.47011221247819,0
Yes,None,-153.20319373474655,135.34223208280386,B,-83.58220637622624,A,E,133.36514090264387,C,E,-112.69969985740428,D,B,B,B,-214.63087611559936,C,-62.12644049138769,160.27462943698322,1
Veteran,No,-117.37212629130782,-11.672932299243913,D,74.04581619868172,A,E,155.90916389455793,C,A,9.033792555656465,C,E,D,A,-77.54444762506802,C,184.86404819190685,61.83702499111538,1
Non-Veteran,Mental,114.83026331799702,-182.5175610283362,A,-126.05861202562672,C,E,159.99734163487545,E,D,42.17473494997786,C,B,D,E,11.031068283812383,E,85.68660480157905,-14.712495639863135,0
Veteran,None,55.37244988870063,61.47452637734463,C,36.31534115338802,C,C,-14.805486525832876,C,A,24.541438994747672,D,D,D,D,40.842112734520356,C,42.56062732367706,-21.267200875646427,1
Yes,Both,69.94855844468239,5.4458746834838685,E,55.620379116037725,B,C,32.77217763799431,D,E,-78.91547603415825,C,C,B,D,97.90777701849078,E,137.6595624057765,-33.94055733770079,0
Veteran,Both,-113.1741549960378,-41.42604344627433,D,-114.48687551298289,D,B,-69.63212284595627,C,C,-91.00648345121492,D,E,A,C,63.680669132065916,D,72.39551753871842,-32.28363159165071,1
Veteran,None,-25.914353893952985,-63.2486654093945,C,137.33068494636356,E,C,-133.26629482832845,C,A,0.8378359760841642,C,A,E,B,-46.89911010212587,D,198.00519567078385,67.49254132619988,0
Yes,Physical,95.79526048742204,10.730589459892235,C,-24.14574413790582,C,E,-17.21759779119534,C,A,-56.032565813447086,C,E,C,D,12.831554524460131,E,51.539476563265616,236.8212779264185,1
Yes,Physical,-99.55470901444421,183.72778528741972,D,-127.87828432032362,D,E,-6.605271206534191,E,D,13.372281716572735,D,C,A,B,34.265002441758895,B,159.86284530268955,-76.27946056376521,1
No,No,46.605556326428314,-14.865681795689142,D,58.43777417358116,C,C,-42.889918726069034,A,B,-50.256297382214456,A,D,C,C,73.03907122578121,D,162.41056655176584,-202.5234738519868,0
Non-Veteran,Yes,-128.10824621273122,-21.041717523929147,E,118.61178496834772,B,B,4.740388460213256,C,B,2.724435611352802,B,A,C,D,-156.44193047249004,D,101.59740431698924,122.04411898129379,1
No,Mental,26.278027444213958,-60.4396413269144,A,-63.341513510173606,E,D,105.33411876971948,C,D,26.55982759225418,B,B,C,A,114.58203896072877,C,-60.847866281234985,-126.68147524688109,0
Non-Veteran,No,-123.91921847877008,89.9269227773022,A,4.646017318700753,C,E,36.31376301743684,E,C,5.278117269965619,C,A,A,D,137.75550165111125,A,70.08048522885963,-278.3241924035597,1
Non-Veteran,Both,111.85876093188448,60.399996442504175,A,-119.79927364573881,D,A,89.37125997519048,E,D,-80.86958159759278,A,C,C,D,44.66086264794713,B,-52.488795629777265,-10.91462169762397,0
No,Yes,-13.734960386568604,-25.219220053470643,B,62.15898187446234,A,E,65.09821984615319,A,A,-25.828987666682412,A,A,D,E,-80.53360797059604,A,-84.54557826096641,43.222079810096176,1
Non-Veteran,Both,-28.41578981291917,-61.80185705895628,A,90.74472382344655,A,A,89.16330762486282,C,C,-35.36707065873166,A,E,B,A,-2.8305077718104417,A,83.28572139771585,-11.767319880741635,0
Non-Veteran,Both,-148.35925499477557,105.19755692375101,A,-33.4456468320644,A,D,-125.28916000821052,E,A,76.21044978896325,C,B,E,B,-112.56704612815662,E,132.08344439227852,-36.44982245167657,1
Veteran,Physical,102.18354895404119,-31.327561247503994,A,-36.70739462526121,C,B,98.04148762154533,E,E,-133.1726126768456,D,D,B,C,-101.79787109616814,B,114.39450162274602,-136.26091423996127,1
No,Mental,1.5820442253805596,111.66558000265907,B,33.92567233382381,E,D,-15.749125747907858,A,D,-40.421346056898024,D,C,E,A,-15.415959713971697,D,-227.96399233157197,-237.88324233462373,1
Non-Veteran,Yes,41.23087628689064,69.29637058368061,E,-224.52297275943164,A,B,-20.89806178927695,D,C,110.97705463624847,A,E,A,E,-10.861983919512156,D,75.7766089934981,242.16159831153544,1
No,Mental,77.85091111387045,62.121107990414984,D,56.73679012566881,C,E,13.586564382057773,E,B,-77.1836018307228,C,E,A,A,-121.10928584587126,A,-171.78815103039585,-88.73787571130634,0
Yes,Mental,-55.45443288729395,66.8083062091687,E,-166.3372835385329,B,E,-122.53633275170029,B,A,35.46981601107767,B,A,B,A,-10.630171139889347,D,49.19880348638923,116.80632714973171,1
No,None,147.97481510189428,-137.53824428140715,E,-128.40626740872764,C,E,-6.664912617845471,D,B,28.438392701895225,C,C,A,E,-22.42825485618142,B,-61.86851228667302,-128.6943563042044,1
Veteran,Yes,-133.48398716319122,-94.705943546868,A,46.602287819428796,D,D,75.56019387892442,E,A,116.20123150981966,C,C,A,E,106.04453552356152,C,29.305084290328526,-196.94393690283704,1
Yes,No,-15.545807871731544,-93.13466218194377,B,59.43935392965094,C,C,-114.19413452050252,A,E,40.912966631463675,B,C,C,E,-12.841967792112433,C,12.696415036669595,25.1698804659253,0
Non-Veteran,Physical,82.14814099608783,155.5549193175986,A,-41.12818683646329,B,B,64.2832844135357,D,C,50.559294791135166,A,B,A,C,78.9429136271084,A,323.02073430635636,16.16338587002314,1
Yes,Mental,-73.79713523942003,-107.65185613829959,E,-69.31326843012845,E,A,-19.007905038308788,C,C,-56.75776166392703,A,E,A,A,123.75118367960425,B,-50.39964523736187,17.120076289382453,0
No,Both,76.70871692477941,52.400361374865604,A,169.178929560151,B,C,35.59156113784532,B,B,185.22421796723495,D,B,B,B,-76.51906212563782,B,18.520512747397675,24.47813633663635,0
Non-Veteran,None,-61.385108271248136,-20.618376786265017,C,96.00649951132108,B,C,145.45741879119606,A,C,-77.24671448580946,A,A,A,A,12.059262900245983,D,190.5903011725615,-100.09210040703762,1
No,None,51.20474397447939,-175.4593370176907,D,-46.813157949419995,D,E,-3.42505660050286,D,E,-222.2124572225561,B,C,C,E,36.95387362478639,C,-23.7874415724656,216.0289584455298,1
Veteran,No,-128.87428636589524,46.131561926233886,B,-37.37341869927384,E,B,-136.1052451732969,D,C,52.37900576121285,B,D,A,C,-104.00439810387012,C,-20.836228571655425,-292.50381386331685,1
Veteran,No,118.25764077645059,-48.72549893693756,A,6.4320679514901435,D,E,-106.57413647639554,C,E,-47.27733317610407,E,A,C,D,40.348032532581016,D,-6.506803831041371,-8.60745607703206,0
Yes,None,58.659223935359705,31.361300132901537,D,98.00830499879744,A,E,-61.427082651755406,B,E,-0.9863523498465069,E,E,A,C,-30.226689899844434,D,80.41009519308524,14.36052354393908,0
Non-Veteran,Both,-19.05993063987987,-33.21868360637119,D,8.739921611654477,A,D,64.40175122608241,A,A,60.79443222884839,E,C,B,B,117.42237806605986,B,-62.860832086789586,12.867371040640613,1
Yes,No,-220.66765563620993,-25.874281837932628,B,-43.03856432929026,E,C,36.96671001243281,B,A,-15.840554338489262,D,E,A,E,69.12300006093946,C,-43.137559163863315,-2.1706491776845347,0
Veteran,None,-97.78850020297402,217.5064321411285,B,-153.08158221423048,C,A,72.77897815586203,D,A,-141.95056474144988,E,B,E,E,56.625712668397355,C,143.07963663555194,-99.48405449261807,1
No,No,-51.989924287115755,-169.38020015664222,E,2.1058851048731406,B,C,-179.02507298683776,E,B,-184.6554838777885,A,E,E,C,-43.8926618659065,D,57.65461968529279,-73.8444975171328,0
No,No,3.2296621651872033,-2.8447774842546507,D,-3.3799274973994993,D,B,30.503783247991322,E,E,-89.313853731276,D,E,A,B,147.10582897361877,C,37.35654278971856,-80.5010617116777,0
Veteran,None,-212.43213397389135,14.91518883373828,A,-108.2458401434479,C,D,75.53581314290665,D,D,-53.40311312267877,B,C,D,E,-105.36239583044176,B,-134.19975836877074,41.87963306955446,1
No,None,41.58364442667477,0.8227433073028204,C,72.08359756700392,A,E,-97.098736985577,B,D,-104.92841567054079,A,B,A,D,-16.58921512676187,D,130.38065965423164,193.80881468115567,0
Non-Veteran,No,-12.976519353382363,-1.898542166325356,A,28.096804059793012,B,D,52.326050954505675,B,A,-83.14141719837022,C,A,A,B,77.3123178206161,E,-1.4490031687411913,48.547692258736625,0
Non-Veteran,Yes,43.5694081565781,81.3178087596855,D,105.11889353683645,C,D,52.06498169771173,E,D,-145.74118245461884,C,D,C,A,27.277365332785514,A,-91.87792175401842,135.61347413339615,0
Non-Veteran,None,12.7846253253426,172.95317632182378,C,26.795959205154478,B,C,5.192258895196207,D,A,-38.22758532603407,B,D,E,B,-51.93851484838585,D,13.473896566295112,-114.57418890288118,1
Yes,Mental,65.10452393715114,-15.89314863706087,B,-110.91008832889635,C,A,-100.66883830368316,D,E,-192.08599141824146,B,E,B,C,52.633013165128716,D,132.30986089858297,-96.75835119168448,0
Veteran,Yes,36.331989589868904,48.90801199728969,A,174.93899139719778,C,B,-1.9747948827575907,E,B,160.48139748236366,E,B,D,A,-82.4607683783832,C,-136.7260311506613,65.21123000119556,0
No,None,66.40277673523522,-23.213123008579114,E,62.005504825045975,C,D,-67.34045594281017,D,B,69.83920761079908,C,B,C,C,5.8159873702844225,A,-21.148478467122008,-17.812596468732742,0
Yes,Physical,6.950213803398565,-146.1344949702097,E,64.41955966454252,B,E,57.21057076052013,C,A,-72.37448329726598,E,B,A,B,-81.64339691231457,D,0.19129717749407626,92.8557336988076,0
No,Yes,-14.080679188445425,-54.2751230076841,A,139.70395132490944,A,A,-81.54098363154573,E,B,-0.15487302752805016,A,E,D,D,-43.678622055102814,E,-226.47651306892928,-37.99439954398544,1
Veteran,Both,43.62714478276292,62.75444995321838,E,38.0420050593368,E,E,37.7927397554704,E,B,-59.35974130360204,E,E,B,E,185.12354262333278,D,30.55479477110164,-26.62786911738566,0
Veteran,Both,34.527026907465164,124.84589830641022,D,-30.84764020256071,D,B,-82.5715450143232,B,C,16.093970670208922,D,B,B,B,-152.46031226600093,B,85.84289501572029,-18.8749635049159,0
Non-Veteran,None,9.471514057371593,47.4891530608695,A,75.01109246753983,C,B,69.2919767885668,D,D,-36.82468447621885,C,B,B,C,245.45129801678866,D,-157.5469230740431,-158.99428917869594,1
No,Physical,-173.2316315045465,-187.1815469683236,C,-109.20175523431186,C,C,47.396844968448114,A,E,105.32930084225399,B,C,C,D,77.05739758750696,E,-37.06217866287848,-28.15441958755246,0
Non-Veteran,Physical,295.1426848296725,-123.30378958317655,B,3.1492452421938357,E,C,-86.57388687020956,A,D,87.92128362717305,B,A,E,C,15.407954243995766,B,-21.897638955579936,87.0997808452074,1
No,Both,36.21121602162824,133.25969873608852,D,-20.08836455269376,E,D,27.25167856197147,E,C,101.119777454294,D,C,E,C,26.20549827728715,D,16.486184644857534,-73.59467353102369,0
Yes,Both,193.17485342188436,-106.88636306597242,D,-66.58031258224072,C,A,-83.91651857662889,B,E,11.267383391614171,C,A,E,A,-7.1603502203502885,A,-28.638262486860295,-29.703578275047075,0
Yes,Yes,-41.9256140750088,11.836127102883705,A,-19.868064220133697,B,B,-18.883912737107828,B,D,38.92035297411292,D,A,A,D,43.63032172989452,B,1.2993220440740954,-108.3012800528898,0
Yes,None,229.98267698130147,62.942990652943664,D,-120.97347165379921,E,D,-82.64971213098056,C,D,67.12916274272634,B,B,E,A,66.4004461609692,A,-126.07941275763777,-82.5445942412241,0
Non-Veteran,None,-193.0802382051368,66.19507375358607,C,-27.758143492698494,E,A,178.19057933600956,D,D,-58.57463895641284,A,E,E,A,-52.68086867541483,E,-93.36092222730068,43.953625164305,1
Yes,Physical,-44.319800473452396,73.40099516543363,C,52.80286135860239,E,A,-37.650129381537404,D,E,27.75196466055212,A,E,A,B,-2.5678168142527995,D,8.275702441621501,-123.00453263289049,1
Yes,Yes,-17.46508641608475,-35.26139670716236,E,-112.29891514529974,A,D,74.64651166898864,B,C,45.5912316425886,B,A,E,B,76.90993155664377,B,-19.273825040822423,50.837307526850076,0
Non-Veteran,Physical,130.7225235760666,-143.3757245161638,A,-18.41560124295398,D,B,167.07570059244685,C,A,-173.19712575101352,D,E,D,A,-87.02456657555453,D,78.25855683735492,-25.26327482111284,1
Yes,Mental,-64.07700844722773,36.190455879600826,C,-32.20229303220509,B,B,38.571972171847555,A,E,-15.516027106556537,C,B,A,D,157.39033661925797,C,165.15822161968305,34.912430395425105,1
Yes,None,-14.480527484853983,48.360271660819365,B,-55.25064501557752,E,B,151.4339191128695,C,E,-20.59696650598313,E,B,D,A,24.837027288149745,A,99.3740063861207,187.7058995870008,0
No,No,-1.455208635715134,-84.19315038644636,C,-96.24438171381259,C,C,120.44510740419439,A,E,-20.735605916007156,B,D,E,E,-196.64094172866172,C,118.43730616073249,248.71388360077864,1
No,Yes,27.221039323248736,-11.102279913680434,E,-81.52160327638082,A,C,8.285420408059196,A,A,-9.553897943361122,E,B,E,B,-209.11662214822297,C,-139.56329395557037,19.97769201878594,0
Veteran,Yes,-5.8546993916130985,-15.843142826747536,C,-21.964271045083503,C,A,112.02898159483772,B,A,187.41606360162206,D,E,B,C,63.276590400030074,C,81.1248288580392,-47.47641470703362,0
Yes,No,-54.16123766715199,-111.4134597232749,B,182.1762720879098,E,A,48.15542079150718,B,C,-41.95665052421791,E,C,B,B,-54.18964036472016,D,-81.93734839169699,153.48564912130658,0
Yes,Mental,125.08159772092237,-74.73855653024329,E,-155.06241134988926,A,E,-65.81585893985917,A,B,46.88477704156236,B,C,D,E,65.33891100364177,B,-12.864876086009684,-127.14854036751704,0
No,No,-174.93457956371677,-57.46356364810461,E,-17.88165995911328,C,D,88.0873873053874,A,B,-84.65480191120143,A,E,E,E,1.9956311936852944,C,98.67507919412122,-77.08596447202333,1
No,None,34.14014130910058,88.14943229199791,D,100.62165231736778,B,D,29.101250832383375,C,E,17.865227556579867,A,E,A,B,38.682488437455426,E,-89.02802146856365,-136.58605222415747,1
No,None,94.68185272772006,135.62039167995894,E,82.55783119743978,A,B,14.78337734138218,B,E,-192.08642687343698,B,D,C,D,57.20451936799977,B,80.27545422273583,-101.36079526197062,0
Yes,No,-40.410141814910396,-43.43100185430053,A,64.57103471829997,E,E,-10.394509784448928,D,A,132.20824050892125,A,B,B,E,-34.63765447702693,B,130.80762179101103,-104.93712692682675,0
No,Yes,-34.42378947509118,78.74054329462018,B,31.778561636479992,C,D,-71.71725066676689,C,A,-204.41057828501897,E,E,D,E,58.1846715448443,C,-14.646287269996577,46.04149395171842,0
No,Physical,28.371818256447845,67.43672744414802,A,65.86327492281266,B,B,30.74688741492079,C,B,-71.74623777129986,C,B,C,E,-67.03402553003001,A,-6.66884849734108,120.99230706635045,1
No,Mental,1.7963303909704125,-174.07844113349555,E,30.169578276281435,A,A,-21.447686921956084,B,B,-7.1592026123437265,A,A,A,C,105.43865761906402,D,207.757458154403,-122.71233777806042,1
Yes,Mental,92.11905082198746,23.592280599978515,A,-179.2629877127038,A,D,87.01442508881827,E,B,-5.2120970333046035,B,C,A,E,119.78444768963166,B,-164.43047003434415,74.90413482933153,1
Non-Veteran,Mental,-18.106601238061995,15.241538363692714,C,99.3472600000822,C,D,-83.7713634692982,B,A,59.06681247319268,E,E,C,E,-100.1672303665936,D,-73.34802279736782,-107.1242423158139,0
No,Mental,-78.69165812186874,-47.21090305093208,C,4.30085495928142,A,C,60.48157160779076,B,D,-32.7732037544898,E,B,C,D,89.56481320328922,B,-156.57621163742516,100.04338127023506,0
No,Physical,22.320998407702263,50.86251814976581,A,-109.5743892495086,C,C,114.17021231758204,C,A,90.69798927427544,C,C,E,C,-57.67943694118001,E,58.881605879913614,-8.11949663305948,0
Veteran,Physical,29.188856071488413,40.68295986544072,B,-72.01772652827025,C,D,19.378570092710458,D,E,38.70810580517669,E,B,E,A,41.30293511618326,C,17.61088286707849,-191.40892802541643,0
Yes,Physical,84.25338550640123,78.75341128973157,A,21.865756284727933,C,D,109.10490769358215,A,B,-69.80383516299099,E,A,E,C,25.53725372781704,E,-131.7710008801627,20.22135273485893,0
No,Both,-119.74090905978647,-29.264631619608995,C,3.175039782715637,E,C,20.607074736206453,A,B,179.08512603192642,E,C,A,D,86.3548570988015,B,24.21986536818264,-5.683356208281332,1
No,Yes,-9.843376807256005,-228.08139744785035,D,-35.62030820142903,E,C,-212.74256931294863,B,E,48.397403211501604,E,D,E,B,-211.6924648790027,C,40.66949622766202,75.98769237123012,0
Veteran,None,122.58427277463848,-72.31586377578101,D,-152.06350630689806,B,A,-70.19909865508706,C,E,-90.12428316501924,D,D,B,D,89.34273705214875,C,-128.17645731676652,-57.31316268776404,0
Yes,Yes,72.73691886988416,-42.1384901051349,A,-54.832038682278885,A,D,11.005540594035814,D,D,107.40446447382621,E,A,D,D,-230.70726755309917,D,-16.86358245160879,-163.38982952010412,1
Yes,Yes,-27.582074337817318,35.53942686950561,B,74.23375784206833,E,A,-17.95500149588902,D,E,76.95980416535025,D,D,C,A,-188.74411988807088,B,134.38161641094774,-15.905935473858278,1
Non-Veteran,Both,1.7223389795713715,-78.2053212193805,A,197.54910966857068,D,E,91.62658073118001,C,B,-116.2204018789438,E,D,E,E,-43.73944379548063,A,-14.702958915071648,-101.1438297883447,0
Yes,None,124.78525173613471,-25.315337241109553,B,-63.336199785253974,C,D,-61.0913267243025,D,E,156.9143218578085,E,D,D,C,68.19095626274164,A,96.75418076151601,-100.59187725097934,0
Yes,Yes,-95.92625672685146,-258.588626200558,E,64.19791710350056,A,A,51.49219174644142,E,C,184.3876030702506,E,C,D,B,-27.85665960216478,E,101.13195913976507,-170.33683762506163,1
Non-Veteran,None,-196.26136844925588,-34.12153076769185,A,-73.27748893041527,C,A,-30.216378323110487,A,C,31.422139181048426,B,A,B,C,211.4539508845787,B,-52.15718081078064,59.14929999724925,1
Yes,Both,181.8245349375692,18.797332050495566,B,65.38800039245515,E,D,-94.8965924505322,A,D,51.14265854047567,C,E,B,D,27.84162887893129,C,15.99435217586366,83.36141781508078,1
No,Physical,-6.607419218192796,-51.8042836747149,A,57.27806264901378,D,C,28.939234310135603,B,D,44.87949107941145,A,A,D,E,91.10698762630655,E,79.81698910130021,78.27608724435954,0
No,Mental,-116.92797748888762,-236.37607901462232,C,15.344289122164875,B,D,14.994812139872643,B,B,56.729158164433066,C,C,A,B,-134.4250897565726,E,-121.15668346145729,-203.80713279783,1
Yes,Both,89.50155821761963,26.418603020541394,A,59.54474585210965,E,E,-38.88013177143295,C,C,119.18867828503936,E,D,D,C,-121.53721679477043,C,-117.31924320736964,16.646829201183547,0
Non-Veteran,No,85.49104671633138,-66.48788753158955,B,-90.19499418418057,E,B,-83.18365403474083,A,D,-170.8918149652791,E,A,C,D,81.33582506790012,B,68.00587662750145,-1.0695147558053602,0
No,Mental,-64.17613442042826,-46.128015013963704,C,3.2933898750430153,E,C,15.761711461875546,C,A,35.47604428116741,D,D,B,C,64.94246711560889,A,-15.800384524356485,8.732553071377628,1
Yes,Both,-35.08464640015177,186.4142295302531,D,96.28249874564972,C,E,-40.115436258566945,D,E,28.310743311367382,E,D,D,E,-43.828242001503185,E,-24.552347091225993,138.44842553451522,0
Veteran,No,-118.23652996828677,3.9322940339497507,C,-6.152545260387191,D,C,-14.695717729794971,C,E,17.20264574483229,B,B,D,D,-120.8481507849908,B,-76.21905532976547,-156.7869907815987,1
Yes,None,-44.671675409652536,3.509532628468203,C,93.14948569963319,B,D,82.98336570936901,D,A,91.89030129119357,D,A,E,C,-78.13986386672116,E,-113.75701692266765,9.706563178191193,0
Non-Veteran,Mental,296.95470620725433,39.52507945504924,D,-22.898949004912964,C,A,-68.8852689244267,A,D,74.13635358228599,B,A,B,B,-88.44369433112014,E,12.938318779418436,104.12977508058276,0
Non-Veteran,Physical,-21.8413116232158,160.64784865382822,D,-27.523987170465265,D,A,-114.2016031591089,C,A,12.876312170925603,D,A,D,D,-236.05359463341048,E,-72.76875444104272,89.91613475426038,1
Veteran,Physical,53.85646108468962,-65.07754638010589,C,-83.98170937674,C,A,86.25675813020463,C,C,69.61887481421087,C,D,D,C,107.80703917414615,E,-27.697403860227958,-36.19134486649377,1
Yes,Both,11.935601420636354,124.12163845386452,D,-162.55255491307622,C,A,-147.2941649608865,A,D,-22.914691640318125,A,C,B,C,-15.9755609798964,B,-14.249560483842776,-9.592749585302295,1
No,No,289.2447434270495,-176.9180238202289,D,-46.50243690982365,B,B,156.89875718075635,B,A,162.9689309107663,E,B,C,B,37.1420417640016,C,80.377352229862,-32.61094405269513,0
Veteran,Physical,-69.23578673010337,-157.91167472155635,C,-90.24626398661096,A,A,-67.3490090590918,C,E,-75.54400724189331,C,D,B,E,25.942198211810187,D,134.37583659568978,61.3830616312982,0
No,No,58.6456384243438,144.3102883066362,E,-4.400416605115592,B,D,-18.74738866128238,E,B,-181.27241238457617,D,E,B,C,51.10468406009756,E,36.97732762090739,-39.10029616111812,1
No,None,-36.14967090050064,-0.3012335646987012,E,10.35927796641077,B,C,70.10853577474688,A,C,-101.24044391460885,A,B,D,D,-9.676838102002714,D,139.21514943952715,-89.81689802026875,1
Yes,No,31.581271044977292,100.91617110661741,A,183.87268994488068,C,C,-34.11709048504334,B,D,-110.77298379610825,A,A,D,B,88.9679748562948,C,26.213125542507772,14.417733435968664,1
No,Mental,-17.329879743438273,-38.03437708443781,D,-12.741168120884153,D,C,70.83144620234127,B,C,-56.03406250688088,C,D,A,A,-132.77882561085195,E,-14.038357977190602,83.06681022692499,0
Veteran,Both,-52.43616948922115,-105.31758349900373,C,-35.388429064879126,C,B,-170.58408929520976,C,D,41.91071945924046,D,C,E,B,-83.34578435480843,B,77.00647565179474,20.91749939621109,0
Yes,Yes,-16.62396912662852,-19.226392099283075,E,55.25392112119779,D,B,56.294658758970385,E,E,83.04860088924409,E,D,A,C,-24.652671383317973,C,90.33167140314634,-18.243631016958844,0
