Gender,age_group,Religion,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,target
F,65+,None,C,-101.99879398060578,B,E,-135.30752934157658,-14.248601671141452,B,C,D,66.5279030015812,E,-51.6632685401517,0
Female,51-65,Christian,B,-83.59071379455794,C,C,197.42838174451694,79.6869442487062,C,C,A,46.77331071974556,A,-18.78442465880294,1
Non-binary,18-25,Muslim,E,129.4424646547101,B,E,-29.22582000784621,93.62637850489173,A,A,B,6.838577803594749,E,47.605900876406146,1
M,26-35,Christian,D,135.65229868204418,D,A,123.14238081375835,-79.3060194777102,A,B,D,50.798716332198545,E,18.43581382546123,0
Non-binary,26-35,Other,C,38.8967563514743,A,A,-22.02323258052233,-63.172969054921204,C,A,B,42.230584229007974,D,-219.28099572281624,1
Female,18-25,Other,B,-132.61541480505093,D,C,-28.328035750283853,146.8259144639419,E,C,B,83.11740015571121,B,55.44686303280002,1
Other,18-25,Christian,A,7.574171537686575,C,E,99.44828836600786,-64.636332773424,E,D,A,-40.04755482564882,E,31.619649239876935,1
Other,65+,Jewish,D,-11.111197761369521,E,E,9.168864326471937,-193.0238150092586,D,A,E,-153.75582974539824,A,170.8219660289638,0
Male,26-35,Other,D,-121.42003258951553,B,A,-59.8374066584377,56.575235870859345,C,D,C,-35.738537795845716,A,-114.81168049411814,1
M,51-65,Other,A,-153.99018968211777,C,D,0.1351209288410643,150.66338258502282,B,C,D,-39.101860525064495,B,-122.54051061164719,0
Other,18-25,Christian,C,83.57383618936954,C,B,-92.79070144518133,4.651876822543524,A,C,D,0.13152625460565825,C,-48.164991579275124,0
F,26-35,Hindu,E,138.928799126074,D,E,-78.63941824329245,74.24766773566003,B,A,B,-67.91719587383344,B,-130.67288604420162,0
Male,51-65,Hindu,E,-56.63972381511928,D,C,-68.27306219271648,-48.80963836046162,D,A,B,34.13759091213333,A,-100.2190322515006,0
F,51-65,Buddhist,D,16.037584707301093,E,D,-20.16608291973076,-17.177546656610904,C,A,E,111.94169809597298,B,-11.414063961679554,1
Non-binary,18-25,Other,E,-83.38296787313472,D,D,96.60342718551762,76.49269531637896,E,E,E,-7.389933504836289,A,148.5069618588394,1
Non-binary,26-35,Hindu,A,157.4815166356321,B,E,-189.83037054926254,53.07519863013815,B,E,B,99.76243814849013,E,-55.26725772826154,0
Other,51-65,Christian,B,-27.890887640752986,E,C,-31.511563150998604,-48.383237950614124,B,A,C,168.7927436226043,E,94.52642484761314,0
Male,65+,None,B,72.3073995426816,C,C,58.36602736083989,48.184938429698875,B,B,A,-114.17210098993804,E,147.21247464601527,1
Non-binary,51-65,None,B,-78.20651871008143,A,A,46.61809909372652,249.99293382321105,B,C,D,-72.41823155644815,C,-112.21406103463487,0
Other,36-50,Muslim,D,-38.83242236514096,E,E,-120.53876978653007,111.08860214562117,A,D,A,234.84329367199058,E,124.04111492751335,1
Non-binary,18-25,None,B,4.073759004249954,B,C,-85.3087843722003,-89.9980849542967,B,B,A,12.27133285449307,A,-40.79443172138389,1
F,36-50,Christian,D,-19.99714443249031,E,C,-174.03882015222374,79.85136837138899,C,C,D,125.64894047591085,A,109.48569565829041,0
Other,36-50,Hindu,E,-71.58588871861974,B,D,98.1887798573118,90.45817320504842,C,A,D,-80.43132381987557,B,87.42208956749195,0
Non-binary,51-65,Muslim,E,-113.64249923810839,D,C,-119.61406609303774,204.64005132372765,E,B,C,121.09715170562971,A,-47.87509576342917,1
Other,36-50,Christian,E,-96.87122227260357,B,D,84.21565957803206,24.00864190068509,A,C,C,149.99415294876027,D,-121.49276676395517,0
F,51-65,Christian,D,168.25117872349855,B,D,-171.20332331188106,-134.10547837236578,A,C,B,-19.406998745683524,D,-8.58763750482274,1
Male,65+,Christian,C,-43.69880024354133,C,D,66.97291681303956,-38.5130020000596,A,A,E,-140.9110719843013,E,45.70617921366906,0
Non-binary,18-25,None,D,-185.873127074328,C,C,37.662973378071236,-21.50343873484262,C,B,C,-93.25316859833023,C,-10.599471964104676,0
Female,36-50,Hindu,C,-214.8421439716566,D,B,-60.977309437698665,-8.309229139776818,A,D,C,-24.22211171086923,D,-128.40182621880163,1
M,51-65,Muslim,B,-114.12967206511308,E,C,24.711875178891184,-31.224175968577246,E,B,B,-12.538659159572067,B,13.678784888734945,0
Male,26-35,Christian,B,-195.58015237354323,D,A,-13.384720697396855,-85.22458328498156,D,C,E,122.8141071165215,E,64.81877118098129,1
Non-binary,26-35,Other,C,-111.11975921906856,E,B,63.68973263712844,-96.72213971773324,A,A,C,77.34606714850926,A,-123.56549063581377,1
M,51-65,Jewish,B,-70.2564583995086,A,A,52.50731182086306,-130.66004357863397,A,C,D,147.11519250909598,C,71.4271946987977,0
Male,65+,None,B,56.084999159451485,B,C,77.51631304769778,-25.336830156815736,B,B,A,-71.99469082548575,A,207.03295659646184,0
Non-binary,65+,Muslim,E,-5.052533643280607,B,B,-18.986484985279542,-46.59710787330128,A,E,A,-58.083825287269995,D,-50.01667156992981,0
Male,36-50,Jewish,D,-6.952904328030793,E,A,-30.596882710571975,9.317937144955492,A,A,D,186.6122191541403,C,-116.95406476309414,1
Non-binary,36-50,Jewish,E,-24.876582627124975,B,C,-138.231085652411,32.5344982351197,D,D,E,182.84940802910205,E,-187.257227290648,1
F,18-25,Other,B,94.27014540781595,C,B,25.88939578351466,-187.44345103289115,D,B,C,133.88407491105664,C,-16.21257012904204,0
M,26-35,Muslim,D,87.47341142185925,A,E,103.20475451069193,-23.39241853338323,E,D,E,38.154006302020264,C,-42.53807173706155,1
Non-binary,18-25,Christian,B,175.77070631025558,C,D,-18.047044222145576,26.586362138203075,C,C,A,-119.181290005891,E,-21.303476657631467,1
Non-binary,36-50,Muslim,C,-68.86226901772355,D,C,155.51072762458628,258.14427253965874,D,C,B,-141.64996136331422,B,129.078740023696,1
Other,18-25,None,C,-57.730306525267515,B,E,46.151069385773134,165.64574767522106,E,E,E,192.50872325589918,C,72.26834780306433,1
M,51-65,Christian,C,117.66840651003744,C,A,-93.75898344886812,-113.38207860137399,B,B,A,-143.52930209011245,C,24.152487044007742,1
Male,36-50,Muslim,B,-179.20550574889097,D,C,102.05382897706453,152.87341656591354,A,E,E,80.37362096590951,A,-45.33221573866874,0
Female,51-65,Jewish,D,21.399110806907473,D,B,-15.109261497820082,52.56849067815856,B,C,E,-17.699516468498974,C,26.8129826894707,0
F,65+,Buddhist,C,-88.1736359354574,D,C,-150.7386016153294,52.32866419521221,A,C,B,86.996560723479,A,-124.1449853092981,0
M,65+,Buddhist,D,64.23252000343005,B,D,-187.48001676357862,-42.29728013980927,D,B,E,260.1575420782892,C,32.582562341887396,0
Non-binary,65+,Christian,D,-57.67884540063961,B,E,-136.78513952114565,78.09258455906514,D,D,A,-95.47717142755096,B,-1.7040435177114295,1
Non-binary,26-35,None,E,-20.50112319887588,C,A,-89.22636134340506,-4.058208392117978,A,C,E,-71.10902442200809,E,-103.50696110110007,0
Non-binary,26-35,Buddhist,C,-142.7800352847867,D,B,55.948161182752564,42.67024890171953,B,B,B,-67.22905493853433,C,89.38334030027882,0
Other,65+,Hindu,E,-65.98587084673491,C,E,20.66058546565964,-82.16493787249037,A,C,E,-75.60444174575042,C,63.52814448897563,0
Female,65+,None,E,-75.37619213068135,E,A,-57.05193414459505,-16.7713613881847,B,C,C,33.6250404890506,A,-62.609592286064796,0
Non-binary,18-25,Hindu,A,23.357692143403973,A,C,43.93695697804033,-55.434071546345756,E,A,C,52.59282047078343,A,84.7667633245324,1
Non-binary,36-50,Jewish,D,-33.98342475920395,A,A,-134.70684169409978,85.91983346452773,E,B,C,-85.2984183122884,D,107.79435306581091,0
Female,18-25,None,E,-77.02868323207606,C,A,160.45519817162705,92.03312506054435,A,E,E,-55.23410776469133,E,149.83001901480245,0
Male,65+,Hindu,E,251.36689597293812,A,E,-148.19114861078452,-48.24340837259186,C,D,A,-94.58808229619673,B,53.17497629271656,1
F,26-35,None,A,0.4139454733884101,E,A,-128.5304744802632,121.51803166327784,D,A,D,-212.45651873447304,B,-202.26711845335507,1
M,26-35,Christian,B,67.69041894033485,C,A,22.455609960015156,23.226446057190316,E,E,E,-18.36307400380177,D,82.88286258476644,0
Male,26-35,Jewish,D,-13.522803732061284,D,E,-60.11344210151988,9.259148783928334,D,D,B,-72.26751399822285,D,-135.47584715380486,0
M,51-65,None,A,130.35006561782845,D,A,7.914201674165576,-57.11880506444245,A,E,C,-80.38203104373372,B,-114.22617349705504,1
M,51-65,Muslim,C,-52.2260343358365,C,C,20.375942483800344,-12.512980038204402,C,C,A,35.286072739011246,B,-6.882348518988421,1
Other,26-35,None,C,-7.855498139857198,D,D,68.56377630011734,52.404848879448586,B,D,A,119.80871409549528,C,43.51382217443294,0
F,65+,Muslim,C,281.5158644422267,C,C,67.10937144670378,-236.8030205086411,D,B,A,-63.34750805846971,D,75.75124552838275,0
M,18-25,Hindu,B,199.70279934656213,E,D,-161.67636351909528,145.30301808576692,E,C,E,165.31348314370968,A,-27.604245494678803,1
Female,51-65,Muslim,C,18.09350209383834,B,D,32.386639552878584,2.6430227042628953,A,D,B,2.450869472766383,E,-7.08847618347313,1
Male,36-50,Christian,B,0.3305711856671374,E,D,-82.48216992453962,-52.94267069196349,B,B,C,-186.59828156366203,C,91.38470152830847,1
Other,51-65,Hindu,D,-72.28457200743276,D,C,-116.8975539392715,-77.99162005915959,B,E,A,-51.45397044220823,C,22.469777307320456,1
M,36-50,Other,E,-39.43441252103576,C,C,-86.33398334876017,-69.1188660969446,B,B,C,37.97217177351351,E,52.33935606535061,1
Male,26-35,Buddhist,D,-86.46802096669607,C,D,127.4338858469894,94.96272594799296,E,A,D,-90.88694087178231,D,-107.93959872860637,0
F,18-25,Christian,E,180.93402960163286,C,D,269.7349130516769,-31.622933148853072,A,D,A,26.086996142309378,B,50.61908194708163,1
M,65+,Other,C,-161.18596977980118,B,D,7.650077013815852,-140.9841885469779,A,B,A,21.495369805883662,A,-147.90752696588208,1
Female,65+,Buddhist,C,-39.746977281473306,E,B,104.9830576575386,-3.992640390731573,C,C,B,141.45250658376492,C,27.95305544681577,1
Other,65+,Other,C,165.44726579671632,C,B,22.89225085892897,51.759887277034146,A,D,A,-162.08859167014643,D,-66.33425149767035,0
Other,51-65,None,A,-264.85702355068355,E,D,-127.7358076159568,-69.90490303009567,D,D,A,3.0864170929145587,B,-18.30172961251883,0
F,36-50,Christian,B,35.407952458228756,D,E,-61.32716709001993,58.29464929098861,E,A,D,-149.0649294929572,E,-11.012925131023529,1
Female,26-35,Other,E,-93.30648531634442,D,E,-49.8504145734204,-22.88138173247574,C,E,C,185.46883771290254,E,-241.2293639544948,0
Male,51-65,Hindu,C,40.47433927220877,B,B,-156.09086905239334,278.14062356129523,C,B,A,-84.27235778329597,E,124.23236701072982,1
Non-binary,18-25,Hindu,B,68.01984661054902,A,E,-216.65053690986028,-13.164513587526825,B,B,D,120.73790785900525,B,91.46215254200038,0
Other,51-65,Hindu,C,-86.0297346324436,A,D,65.31414811068686,75.17948782053637,D,C,C,49.2176702588948,E,2.2398941851405074,0
Male,26-35,Buddhist,B,210.76393724879475,A,D,49.61911122387007,127.14543181931104,C,D,B,7.041909847053969,E,-25.30239563767218,1
Male,36-50,Hindu,D,155.5239437845171,B,D,-99.54841884967828,-144.34889813105121,C,C,A,35.12940668579123,A,5.070618645080096,0
Non-binary,18-25,Other,A,-14.573405814741161,E,D,-8.902686520191407,-21.455348915845633,E,E,A,25.88358363165666,C,187.35726202618213,1
Non-binary,36-50,Jewish,B,104.39992779331465,D,D,-281.5890400469944,-211.25454382484992,B,B,D,-188.01812609838393,A,-97.32340180388121,0
Other,26-35,Jewish,E,-73.47870932408942,C,D,23.00911349005875,-224.5994949897885,B,A,B,-38.06007195334657,D,-136.3920699918252,1
Other,36-50,Jewish,D,-135.07339425132378,E,C,-48.85348190548141,-133.60167251007616,D,A,E,-110.23604352584655,C,-46.40754958373883,1
Male,36-50,Hindu,A,-119.38207452152727,C,A,-69.00362480879902,-43.41499035917833,D,E,A,27.95160481724142,A,-43.457549972392044,0
M,26-35,None,C,61.449549087104195,D,D,237.93305527686098,-150.04133242887,A,D,B,-39.49648374872275,C,6.747878167585944,0
Other,65+,None,D,76.74033829287671,C,B,-146.66351791491047,6.409235753249518,B,A,A,76.05740619704846,B,-209.91133654166765,0
F,26-35,Jewish,A,129.73093331096794,A,E,-24.484211379187958,-44.442049100674694,C,B,C,101.67743154912301,E,13.30364096592436,1
Male,65+,Other,C,73.08764722935307,A,C,31.317039583707423,-67.16810217676426,B,E,A,104.5555180375811,C,-11.591353986603762,0
Non-binary,51-65,Other,A,52.03315442945936,D,B,56.28881886116724,206.41985509225825,A,A,B,-59.985333210400896,D,-9.4962278812719,0
Male,65+,Jewish,E,-59.01499045931576,C,A,33.74029026655758,-67.35589479581968,B,C,D,78.77365041857666,B,95.03384802708536,1
F,51-65,Christian,D,-28.167533265547245,D,B,-60.80473462245873,-67.6937971924921,C,E,A,-43.090380155857126,E,-189.3454750898135,0
F,36-50,Buddhist,B,3.033425319898084,D,A,-72.77791691283177,105.76614490117603,C,C,A,-47.999961527286644,A,9.862679933319404,0
Female,51-65,Christian,C,-240.2723287469203,D,D,-0.8402017914953955,-28.84514604182976,B,A,E,-21.70060384273667,E,-10.129215831702929,0
Female,51-65,Muslim,C,71.85582555517773,B,B,146.7543909661435,-313.82221896838655,B,E,A,-59.17129695717431,A,-57.54291937964238,1
Non-binary,65+,Other,A,-39.01832180871844,C,B,18.541103739068472,56.788687994051166,A,D,C,-97.98716389881945,C,-35.46473392196135,1
Female,18-25,Hindu,A,-41.273493118552054,D,B,147.28430951475457,-59.83094177027469,B,D,C,-99.28460349523102,E,-140.56375765357396,0
Non-binary,65+,Hindu,D,75.34625532202935,E,A,137.5433673823668,-23.04054231664087,A,B,A,76.66260482964415,E,131.8599358110372,0
Female,18-25,Muslim,C,179.797174592457,C,E,78.52959409928815,-83.29659951379188,B,B,A,80.88235966342634,D,-9.499190311237124,0
M,18-25,Christian,B,-29.16492570218431,D,B,-46.45742667320889,-73.09149167628563,C,B,D,-298.96991576267504,C,-130.45122567925767,0
M,18-25,Other,A,136.32450720077483,B,E,-2.6159643861962483,-57.88615707588565,B,B,D,45.93963517602908,D,12.031942155088297,1
Female,18-25,Muslim,D,83.70499327308598,D,E,76.90346175427887,-16.97753492222445,B,C,D,-63.01611584968762,B,60.73560184443134,0
Male,26-35,Buddhist,E,66.32650715162497,C,C,79.71060579961167,230.0673106586443,B,C,B,112.668259799496,B,-110.53466260594018,1
F,26-35,Hindu,E,1.6433772487452025,C,E,-11.706778715066548,-16.99230177809035,E,E,C,26.866855952364688,A,121.17897959571641,0
Non-binary,36-50,Muslim,C,-43.29211153740179,A,C,25.875266952790287,-96.43198593458897,B,D,C,-30.02837740129775,B,3.847822824962563,1
Other,65+,Muslim,D,161.22440603965947,D,A,-154.73022577736734,23.38160801498576,D,C,D,21.543533029594915,E,-15.300961002438363,1
Other,26-35,Christian,C,2.7770263046744543,E,D,-23.621150187632367,98.49963623090754,A,D,A,-1.7233966618569827,C,-82.07631270401656,1
Non-binary,65+,Jewish,B,55.98627694821504,E,D,-25.76112297060613,-122.44006585996665,A,C,D,53.39503968060922,C,-62.297545764227976,0
Male,36-50,Hindu,B,-146.00049667489,A,C,60.20443146683597,-109.37534120168351,E,E,B,37.195271148028375,B,19.955381223180453,1
Female,26-35,Muslim,C,-157.8725772568275,D,A,32.57725044998547,-8.806385858670344,E,E,C,85.17322848001902,D,-30.594889643811698,1
Male,65+,Hindu,D,-56.55395324249374,C,A,-46.348766157605695,-151.0631286976611,D,E,A,102.54660936510192,D,-22.452187189837076,0
F,26-35,Muslim,A,-114.65252395274648,E,E,33.19396661871185,-217.2448042837351,E,E,B,13.525792857192362,B,-101.91588887219893,0
Other,51-65,Other,E,-109.01573584803528,B,E,114.26711433652193,-151.1435105488261,C,D,D,-170.68151980056078,E,-28.3494100840374,0
Male,18-25,None,E,-83.47592996726354,A,C,119.07420568548271,25.414260688174906,A,D,C,228.94207314309202,C,67.84411809473059,0
Female,65+,Hindu,D,41.87106463526727,D,D,91.66584723343392,-4.362483351735679,E,C,A,89.34963993984717,E,-48.80947842713263,1
M,26-35,None,E,-52.103008058751975,C,C,47.886722846732965,-115.26655362535072,D,C,A,-73.4010647114682,C,69.30069543208313,0
M,36-50,Buddhist,B,-171.05208982617592,C,E,60.710107869306064,-91.66715066736913,A,E,B,-52.0645641861459,B,-46.02632999795288,0
M,65+,Buddhist,A,107.83894401761785,D,C,-279.9667309979982,44.11140021706685,D,D,D,52.94564080770277,B,85.88122837851189,1
Female,51-65,Other,A,107.01504678166674,D,A,24.317650090345033,-124.20984574432032,A,D,E,-75.3719869993901,D,-53.71700834825788,1
M,51-65,Muslim,D,-93.79035362636876,C,C,64.1558785097388,27.9349330827143,B,E,E,93.1284927844507,B,70.69027997769007,0
Other,65+,Hindu,A,-110.55687705577535,C,A,12.25250436973106,193.49069106420788,D,E,C,-35.261091782429126,C,-27.812376111943898,1
Other,18-25,None,D,-16.001180571778335,D,E,15.27881773043323,-228.69714837659373,B,B,C,73.05940252639053,E,-106.68175424337689,0
Other,36-50,Buddhist,D,19.41972075681895,A,E,-4.149183077723079,-100.90545139662864,D,A,C,-84.39627856290896,A,-70.1511406169173,0
Non-binary,51-65,Jewish,A,144.23308011604217,A,D,-34.273003480891376,143.9592277234678,A,C,A,44.75831075279441,A,-39.133919219836,1
Other,51-65,Hindu,D,149.75765977811744,A,C,-68.70617548731661,141.20952198255065,D,E,B,142.15760944588135,B,67.6071432718524,1
Other,51-65,Hindu,C,-74.32160612950622,B,B,-8.94797336737279,-88.54826341016614,D,E,A,72.14589564358681,E,94.27906357733052,0
M,18-25,Muslim,D,-59.48858806945382,B,E,-56.30218441438092,-57.50624850158212,D,D,B,117.77239094407071,D,164.36979623380816,0
Non-binary,36-50,Jewish,A,38.43398146640668,B,B,-88.04770497396946,-227.36630739999532,B,E,A,-80.87644536442275,B,118.59166528373689,1
F,36-50,Jewish,E,-143.11677415916014,D,B,-93.27082375615483,-92.88712783366456,C,E,E,-116.83251090128542,E,75.45638589272983,0
Non-binary,51-65,Hindu,D,-48.934646640507864,A,D,116.17878217600759,20.122894671643877,B,A,D,101.33631237570442,E,-84.44794613628612,0
M,36-50,Hindu,C,124.58576068203944,C,A,130.53648748460776,105.66123290908298,E,C,A,-57.7803259501411,A,-129.73399444353373,1
Other,36-50,Hindu,B,70.53171143525591,D,D,32.092952834111024,125.2515291245837,C,D,D,204.28388230354724,A,185.61891595182786,0
Other,51-65,Other,D,49.3668385669628,D,C,-12.858204538835057,49.922288738537254,E,B,E,-302.93379158886637,C,127.03111434095034,1
F,51-65,Buddhist,C,1.9379993973979306,C,B,-132.29512653858254,-39.83980453311396,C,E,E,26.633369588372314,B,86.9123035197546,0
M,51-65,Muslim,E,106.83168098563549,E,C,-69.57618978027247,-6.339522904192813,B,E,C,79.39978471401878,D,-51.11141718997314,1
F,65+,Buddhist,C,-9.302308298588386,A,D,-37.86292731624133,108.01336799999635,C,C,B,93.01694079322502,E,1.8468949827542978,0
Female,36-50,None,A,17.04009018731945,E,B,47.24355354844518,133.47753947856503,D,A,C,-124.02917961816262,A,-1.0489245253076471,0
M,18-25,None,C,3.4779966767403594,D,A,-91.19685526203264,72.61754774301336,E,D,D,-124.0686375907463,A,-50.40051523056231,1
Non-binary,26-35,Hindu,A,-86.90499238239727,A,C,-56.301459985251945,59.79808772745328,E,E,E,87.36092513284645,A,124.32397725993705,1
F,51-65,Jewish,B,-77.92486015629238,E,D,32.04598880947213,15.386577457046718,C,C,A,33.528289220579666,E,-117.79019337739854,1
Other,18-25,Muslim,E,-13.674933470886847,E,C,238.78034636760964,96.41360914951473,D,D,A,-112.0086961963282,D,-94.13915800201907,0
Other,36-50,None,E,51.32892176340938,A,A,89.09772053026276,-0.2479505236725076,B,B,E,-63.665220609505056,D,80.05246634458297,0
Male,26-35,Muslim,B,109.95558468361412,C,E,88.59831927239568,-77.49296211864312,C,C,A,97.8023962465955,E,67.2593319595054,1
Other,65+,Buddhist,A,-132.46128568597854,C,B,-71.12031218759365,172.7477536833215,C,B,B,147.66383668463422,D,-56.377552653898555,0
Non-binary,65+,Christian,B,-35.470996131117495,B,D,70.54913523583241,181.43264648724852,D,A,B,26.66541484868137,A,-114.09402316727066,0
Male,18-25,Jewish,A,-23.558072590114556,D,A,-203.93597602799832,109.16956891075762,B,B,B,40.57364880110442,B,-4.036508839851384,1
Male,51-65,Jewish,C,51.09443701968084,D,D,-4.443040769122657,-130.01847747679298,A,B,E,268.593960176238,D,-113.62946269102927,1
Other,18-25,Jewish,D,-101.98705048501266,D,C,-49.66275735544978,-64.95428973627256,D,A,D,10.187731560210022,D,56.061303523413486,1
F,36-50,Hindu,A,-47.24959217854905,A,C,187.56322660712436,-91.65735791940895,C,A,E,-197.42973395277764,E,131.5502417233312,0
Female,65+,Buddhist,B,-45.875699377523986,E,C,111.12745651101793,134.25995246547774,A,A,E,72.81041304689549,D,-32.70217504974441,1
Other,65+,None,B,42.44418434097559,C,E,140.82260518645086,64.5158764632576,B,E,E,78.5132775464825,A,49.12070033455499,0
Other,51-65,Other,E,-91.66271120819417,B,B,-174.15293475898014,41.77724368477815,A,D,C,-98.43246503605381,D,78.6553671547543,1
F,26-35,Christian,B,-87.65384465199931,E,A,75.55784543920741,123.81680256416328,E,A,C,7.421058365537678,B,-16.886935098783646,0
Female,18-25,Muslim,A,-40.20897363383328,D,A,92.23702731362448,193.95387930271815,A,D,A,45.884228921400826,A,-73.70792685232077,0
Male,51-65,Other,B,11.061528374405661,C,A,-4.191039489188803,100.54139630943986,E,B,A,72.45359693157857,E,-77.08685031138555,1
F,36-50,Muslim,C,80.35237815372848,E,A,-39.337842235585114,-81.39734385920275,D,D,B,-13.471988868951856,B,-4.150109674150534,1
F,51-65,None,C,-21.568840023669956,E,B,1.8777033722090835,145.09813818001274,D,A,C,-158.38709829391075,D,-74.15642551109617,0
Female,36-50,Jewish,E,-112.69699194995277,E,B,98.0725945912582,-16.71845289655271,D,B,A,60.924201313889235,C,-307.0296640623459,1
Other,51-65,Hindu,B,-155.74645612676156,B,E,17.00195311853298,15.293294970995161,C,E,B,69.3830917571611,C,-103.54658437706925,1
F,18-25,Buddhist,E,40.448023166539976,A,E,52.74723416395998,70.6021371596713,B,A,D,-36.783053786121386,E,107.44099927711359,1
Female,26-35,Jewish,E,-22.810862344135927,C,C,-39.33560437235926,-148.61919275315088,B,D,E,6.332827891074759,A,-47.55055366116455,0
M,36-50,Muslim,E,-222.8257526561746,B,E,43.54561761059895,-139.94133531449046,A,D,D,9.69791742216493,C,-91.34877934789833,0
F,18-25,Buddhist,A,-58.59690545478572,A,C,27.50416628137679,135.76089897067263,E,E,D,-4.044045575428194,C,21.571845027748658,0
Male,26-35,None,B,80.03940843969713,C,A,101.77658610517317,-321.2853802029783,D,E,A,-4.794814375067045,A,22.342905946489832,0
M,18-25,Hindu,B,233.580590223256,A,A,63.91195564717292,-138.85729689377882,D,E,D,83.14445151198466,A,14.95219878835031,1
Other,26-35,Muslim,B,118.69609903728346,B,A,111.60983732937015,-41.86998045169145,B,D,E,11.503670401673938,E,-166.96536022931247,1
F,26-35,None,C,172.03336139926105,B,A,-263.674948374014,95.40406638570286,E,C,E,-333.1016724543071,A,89.94370686638435,1
F,26-35,Jewish,A,-21.58760154424318,D,C,64.0120535222205,62.744766920330704,B,A,D,9.11161896999313,D,48.55266477034385,1
F,26-35,Christian,C,-80.00875236389008,A,E,-64.4467455358122,-87.5139197064222,E,B,D,67.1728318251063,E,-29.183583974108256,0
Other,18-25,Buddhist,E,176.5503418404182,B,B,113.99088653166835,36.19816895601466,B,B,A,235.89588908134434,D,-17.277682119594022,1
F,65+,None,C,-15.983100639996618,A,A,-82.66168737501609,144.47515219067498,A,E,C,24.919725216575227,E,-18.655854754732943,1
Male,51-65,None,D,43.03441772431323,C,D,-19.505233384488836,5.593312373121229,C,A,C,4.93022032644142,B,59.60194574238253,1
M,26-35,Other,A,46.2626871558378,A,D,72.25680700091436,-67.60367137776134,D,D,E,15.244805517536667,A,-49.86847671552927,1
M,18-25,Hindu,A,114.49206826841613,B,A,-52.93198751688726,-23.530714299870024,C,D,A,100.96715234538509,E,184.0787546528549,1
Other,26-35,Jewish,B,18.314224986875356,D,D,86.70243094643891,52.653216014362435,A,B,E,27.654957236225652,E,-31.559077308907497,1
F,26-35,Muslim,B,56.40671750818117,D,D,87.37430608274164,7.191565172548948,B,B,E,84.50549406568888,E,38.57039833117415,1
F,65+,Buddhist,C,102.18230233194625,E,A,124.97782622281548,-45.630184549667455,D,D,A,80.94884846801001,A,-119.49722620607773,0
F,65+,Other,C,-63.79889175692377,E,D,-78.72157688449633,189.8193815521644,C,B,A,-194.35990252830422,D,75.67761135303964,1
Non-binary,18-25,Muslim,D,51.967098063867745,A,A,-95.36945139731952,73.88437973756783,E,A,E,-52.35745512035119,D,71.90232286421403,0
F,36-50,Other,E,78.61743183830524,C,A,21.971542682575652,-123.10440069268658,B,B,A,170.17008674716837,C,225.56007999473314,1
Other,18-25,Other,D,128.94733942547174,A,B,-59.12139169888131,-107.31994644649832,D,D,B,1.698737144449882,B,95.59094661008095,1
Other,51-65,Other,D,35.55196733138292,B,B,134.95629032977533,-85.57604387815736,C,B,E,100.61489312486319,E,272.14276227416855,1
Male,26-35,Christian,C,-68.8033629306021,B,B,-73.42806625513603,60.859472318638566,A,B,B,-236.5050778370992,B,-115.71702965550914,1
F,65+,Hindu,E,-21.94531444211601,A,E,-0.3797485815764012,-123.09857636692831,C,A,A,-16.240846124719045,B,20.398439523718544,1
M,36-50,Other,A,-99.24294635753684,A,E,-274.2217784541102,-60.65241053752468,A,B,B,-4.072654642910562,E,-32.97839257676969,0
Male,36-50,Other,D,-81.0669898656873,D,B,-45.56349775257457,81.30695859921866,D,B,B,28.473432677921224,A,157.3830806215191,1
Male,18-25,Christian,D,62.31076144453077,A,E,-5.867066260259632,-45.22781678533665,E,B,B,59.8373136191079,A,-103.58885724094114,1
M,26-35,Christian,A,-122.93714955153428,E,B,195.17507244625622,-246.77874051544245,E,A,E,-47.685582575033685,B,8.264342325067764,1
Female,36-50,Buddhist,D,61.189366325572,A,E,63.31122889498698,-52.36475521231788,E,A,B,-33.99118237036821,B,-6.94106252402471,0
Male,65+,Other,A,70.0083017520713,E,B,89.4831408187399,66.1053226123729,E,D,D,-29.90885761587355,D,77.76696258428393,1
M,51-65,None,A,46.40202913876627,C,A,105.15869056787348,-5.131332827493724,D,A,B,-1.7142482964929489,D,-74.66130537341571,0
Male,51-65,Hindu,D,-119.95279677515573,D,E,110.37882878572889,4.966227341688785,B,A,C,-76.29692164044603,D,22.883904135548814,0
Non-binary,36-50,Hindu,A,128.37016859842356,C,E,-52.645346406123615,13.082215119579557,B,A,D,-90.30423983709133,A,21.444193344159466,1
Female,65+,Other,B,-62.92789356189636,A,E,-12.95194195180375,-121.96765067417694,C,B,E,-61.4831773485109,B,-51.80822807670262,1
Other,65+,None,A,-70.42862193685356,E,A,-8.947157311606864,70.15086651310322,E,A,B,-176.24835236437306,B,115.57375041976586,1
F,18-25,Hindu,A,0.2763707248583774,B,C,-33.23914049688942,5.560957578929341,D,E,C,85.08212693686484,E,-160.95084452177076,1
Non-binary,18-25,None,A,-94.27660149536145,B,C,-189.6461033072923,-1.4199103104089994,A,B,E,-25.08311241828543,C,191.04741967605923,0
Male,18-25,None,C,126.0981727532791,E,E,-31.72055377807193,117.23995272082416,E,A,D,-135.600688938935,E,52.622091221383386,0
