faith,Disability,age_range,gender,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,target
Other,No,65+,M,C,C,D,E,46.45803027261528,2.843287689076168,141.75186230689155,97.7781880208014,-7.677452056895606,D,-60.924825142639264,A,0
Buddhist,None,26-35,Non-binary,A,E,A,C,24.395264149915512,-73.88870016364474,-10.815627114588365,-37.33727740907358,-7.253675744887267,E,-31.412308543492014,E,0
Other,Yes,36-50,F,A,E,E,B,11.834808461763295,46.5637717822133,10.036838728123005,85.63120712156112,-11.210890512203928,C,-165.76519838744807,D,1
None,Both,18-25,Other,E,C,D,C,43.11664290681387,88.54677419516169,-43.59243642761688,-201.1318245841065,7.938950858658971,D,-88.05726666769574,C,0
Jewish,None,65+,F,E,B,D,A,69.75034670219277,11.747822898537457,174.7910853931587,221.97507211448695,-81.49967177784238,E,-102.01129142866101,C,0
Buddhist,Physical,26-35,M,E,B,A,A,118.62348749254188,-208.89387350231786,218.91394226454938,93.06379229984037,96.84889927491805,A,47.674177811570935,D,1
Jewish,Yes,65+,F,D,C,A,D,25.980286816352617,-171.15848963903068,96.87825360124823,160.73744152192077,-116.56381540595508,E,-20.860631686213996,B,0
Buddhist,None,65+,Other,C,B,C,D,192.13133977181224,-38.239977590281704,38.663208604415026,135.7141906029382,141.3084460534868,B,-96.06302437205647,D,1
Other,No,18-25,M,C,B,D,E,157.98805743584757,89.1749915817931,-47.668417358918155,41.04260930622666,-9.880623641384348,B,-91.60293074586045,A,1
Other,Mental,26-35,Other,C,D,B,D,83.20090681381524,19.433853503411317,-40.20525908743776,0.2532287520371501,-116.34566097074826,A,-66.1353840125665,A,0
Jewish,Physical,36-50,Non-binary,D,B,A,E,77.6437210163738,66.05791110110268,-14.192889353429283,40.187495629064806,70.4847043075313,B,35.25584622759421,A,1
Buddhist,Yes,36-50,Female,C,D,A,D,12.90489049008688,-40.08371922260776,-200.5891663589425,-34.72952293458615,176.55438477192578,C,128.69300710363248,A,0
Jewish,Mental,36-50,Female,A,E,E,B,68.8002712904532,363.2317243921979,-157.45775228671727,-110.07077074929764,155.0579507511466,B,-263.3517523853181,D,0
Christian,Mental,26-35,Other,C,A,B,C,123.95453250866942,142.0672893197576,-168.68599145090633,83.47779226431588,86.36174805031015,B,158.00979134456773,A,1
Buddhist,Both,26-35,M,B,A,E,A,37.497568783766546,63.983512775118925,-31.406073373337684,44.84308502100494,-40.114512026592664,D,90.52379063988607,B,0
Christian,Yes,36-50,Male,B,D,E,C,-23.142263387596515,176.8535492549833,-32.292709423055044,153.96019297764877,-12.26250892723867,D,-50.24466347025006,A,1
Buddhist,Mental,18-25,Non-binary,E,B,D,D,70.5794622471671,55.65995338727843,119.30393696924675,-101.8464196782368,-38.344998177777825,C,148.02701014898045,E,0
Other,Both,51-65,Male,A,D,A,C,10.591893766039382,-16.37053414070832,-181.69700899417202,-114.60236944004964,36.587428685973755,C,-2.2556088504390233,B,1
Muslim,Both,65+,F,C,B,E,A,-112.70709704296735,-34.18250480655727,65.6575740978783,-90.82319759089823,153.3804928464046,B,-3.2527756779711194,B,1
Jewish,Mental,65+,M,D,E,B,C,-61.3785858833184,10.40044153309086,176.71622187672347,246.13772890642957,-28.39141682018776,D,-34.22307799636615,A,1
Hindu,Yes,26-35,Female,B,D,A,B,-45.410706719121016,-26.1515739476534,-15.702348800124186,-59.525100709289724,-68.05585565717631,E,-100.69702534265022,E,0
Christian,No,65+,Other,A,B,D,C,-207.01861536409925,-63.6428737402122,-138.8939033491244,-7.631869137950245,-159.1801840421576,A,34.702381693308475,C,1
Buddhist,No,26-35,M,E,A,C,B,190.10055299220448,-73.49362697959909,-32.56415709565617,82.09774814565252,-3.949420956726025,E,-55.39110787796025,A,1
Other,No,51-65,F,E,C,A,D,-16.375294800799885,-43.963558068359696,30.578918815391305,-10.581298157575283,0.34952488120877984,A,38.337720580795576,C,0
Christian,Physical,18-25,F,C,C,B,E,118.61160577726748,218.47803743915523,-73.7344719032293,65.91160491779019,-56.478586366925356,C,75.75824953284427,E,1
Christian,Physical,51-65,Other,E,A,B,B,145.9329650924375,69.48853291335374,40.970897392342685,17.88120674732216,256.5096700681916,E,-149.21977220772732,E,1
None,No,65+,F,D,C,B,E,46.11969110399236,-113.49203421986083,-98.6124495810127,-123.00705135691035,156.06477918208006,D,136.8241186630966,B,1
Other,No,26-35,Other,A,B,C,D,-52.84771193011445,58.291171494401574,257.26704821110434,77.77998111673188,-0.7329101461045017,B,43.891579815950024,D,1
Other,Yes,65+,Male,E,A,C,E,106.7869726816025,-119.18339988927242,-52.12551665396104,79.04082350964326,56.364360580913456,C,-241.1551348871056,B,1
Christian,Physical,65+,M,E,B,D,B,116.7855897116039,58.22850981211568,-265.79561388258037,-39.7904792836986,3.302616865045355,B,84.93044502356175,E,1
Hindu,Both,51-65,Non-binary,B,C,B,A,-180.99538509707622,-57.720795206580334,49.613562797542535,-121.62964768926128,36.99239657606636,B,-232.03437097926542,A,1
Other,None,65+,Female,E,A,D,B,-13.75276748236152,-39.46002635349852,99.62303452921115,131.15590269647439,-62.48365677780539,A,-70.75463213586823,D,0
Buddhist,Mental,26-35,Non-binary,D,A,E,D,-28.824140349445678,-162.53397017700362,-115.54120571328288,-52.8473818738335,-222.65126528200648,E,3.2596039483562085,B,0
Other,Yes,51-65,Female,A,C,B,B,74.14310512565251,-188.56914945479312,192.66834238243632,-109.01146822992888,-48.159312281544345,D,85.46761404468755,A,1
Hindu,No,36-50,M,E,C,C,E,19.103324628204952,10.508925478787322,-120.07788215375044,32.47974575176544,20.714963862737765,C,179.46462911438897,C,0
Other,Physical,26-35,Non-binary,D,D,D,A,69.77609628306678,48.78349111267548,32.68411291688253,-33.59048161253836,-149.46645203304425,B,100.06961249520134,A,1
Jewish,None,51-65,Female,A,E,C,D,53.89069313328954,-226.02764845574694,20.769186780023833,23.988073982569873,170.6451388394637,D,105.57427060635875,A,1
Hindu,No,36-50,F,D,B,A,D,-21.734894872172354,233.93308451134183,-71.17270213042242,48.25608170931005,-52.623156038358786,E,156.39031403186604,C,0
Buddhist,None,36-50,Other,A,E,B,D,-116.20100405760041,-44.27104668712855,-54.94859451306973,37.490437004251866,-31.927512551069352,A,29.949952866858126,C,0
Muslim,Yes,26-35,Non-binary,E,A,E,A,26.400786335434802,59.244125694247785,231.38244821264462,56.475887238506,106.15944163358849,E,194.48002395911686,E,0
Buddhist,No,51-65,Other,C,A,A,A,204.23682644723215,139.3407551862596,312.7721514148489,115.05758277516665,26.091652199778093,A,38.45839823537452,D,0
Buddhist,Physical,65+,F,C,A,A,A,-16.633758644555773,-192.42262224343162,29.54222000192689,174.5530014971992,6.2657060079493485,A,-4.54873527523775,A,0
None,No,51-65,Non-binary,B,A,A,A,-144.19935323447663,-18.125816864009757,-79.71322401314073,181.10387956595443,-60.522847118291644,A,25.39216728587649,D,1
Muslim,No,51-65,Non-binary,B,A,D,B,-153.70454197371305,115.12597254972827,-38.03303545093184,-221.41720137532417,-68.22682394517886,D,-7.585668408197749,C,0
Other,Both,36-50,M,E,D,A,E,12.529694597452021,-144.93097941268823,-81.76445686349555,-99.01176301704595,-19.97287763970986,C,-62.81978866272703,D,1
Muslim,Physical,36-50,Female,B,B,C,B,166.1659045340034,-5.597646102576313,-44.8991875767635,-145.0972183560585,-39.445142919612124,B,-26.205341586603463,D,0
None,Physical,51-65,M,B,C,B,D,-75.20642216694759,115.04283244195916,101.67783689447798,-100.07341135442773,-35.96160118739562,D,-59.86381579367822,C,1
Christian,Mental,65+,Male,D,D,E,C,-104.1784091413654,-103.36420032877989,-38.930133662850935,-187.4637418029163,77.57917288496353,C,34.232078318280216,D,0
None,No,18-25,Other,D,D,B,C,-76.6068249146207,-78.8081194141412,-66.30712835504558,56.050598863410364,175.15705838779004,E,69.65153650210998,E,0
None,Mental,65+,M,C,E,E,E,81.86255312713901,157.57151399890762,56.21153123863832,-58.457112223449016,31.448274992078808,E,135.1555776554101,A,0
Christian,None,65+,M,C,A,C,A,55.28491422076114,32.253541859817716,-84.0617833647717,135.18006635012415,-32.158470049046315,E,-113.48745385983273,E,1
Buddhist,Mental,51-65,F,B,B,C,A,160.1115074649782,38.989346331498005,-123.46736480332903,5.45852895275551,107.83078168347157,B,134.69938265361245,B,1
Other,None,36-50,Other,B,A,E,E,-17.10229191100735,-11.194962273725087,70.61353435438903,-118.8993040522148,216.79164021118464,A,-17.3985056490708,E,0
Jewish,None,36-50,Male,D,D,C,B,-151.9832614619879,-132.5041096243764,-180.38134118949,6.263763732799216,-58.57984463289087,A,109.7965716377819,D,1
None,Mental,26-35,Male,C,D,C,B,-76.7910018470243,-84.0588998624955,-44.66849859659691,5.852775736621407,-22.600029239948217,A,54.080032246935076,C,1
None,Yes,36-50,M,E,D,C,C,108.6070100592832,268.61988257027025,115.02628874990873,-34.29272184002921,-44.98716783601833,D,-98.99068344234665,E,1
Buddhist,No,26-35,Other,B,D,D,A,99.8786936421592,-43.360464477060006,-65.28527700926092,-110.1081004091006,-141.1171236029051,A,-117.85046972967592,A,1
Muslim,Both,65+,Other,E,A,B,C,-95.22545909260029,45.44169828168169,-84.79194192982517,82.20900832854122,-61.665290109654336,C,-63.570880252531836,B,0
Hindu,No,51-65,Male,A,D,C,E,-13.063842836183479,-69.22595078380795,83.0098805203874,-211.19606365137864,-93.96483729344823,C,-73.46020411529632,C,1
Hindu,Both,65+,F,C,D,C,D,-9.36765719085203,12.548503621247278,24.059353796633186,150.66738124920633,31.836823263382648,B,-106.62849559907627,D,1
Muslim,Physical,26-35,M,C,C,E,B,26.658843892096062,-53.17232221926472,103.1137174643194,90.74216980449059,-58.94859867879452,C,141.8151451901274,A,0
Christian,Both,26-35,Other,D,B,B,C,78.44921232308796,106.87555880574644,84.83257868406913,10.138495062881951,65.87330817394789,C,40.54998777439111,A,0
Christian,No,36-50,Other,B,E,A,C,1.4812452172715918,90.30538665295312,-166.85091506551123,11.64894918192605,55.29317324025623,B,-6.399590440130844,B,1
Christian,Yes,36-50,Male,A,A,E,B,46.402875356981184,-70.63893278208874,-32.98439376685726,-42.02764089331731,-51.20587471118421,B,-98.98429662757088,B,0
Jewish,Yes,18-25,Male,C,E,A,A,-26.29099390723625,17.867173304437554,-66.71438102757652,-110.29569942302943,51.61405126749374,C,-165.12951089081193,D,0
Jewish,Physical,51-65,F,C,C,D,C,59.06007330408906,156.63251397441047,42.669796333584756,-42.180412301859995,90.3245185315161,A,156.0342459111589,B,1
Jewish,None,51-65,Non-binary,D,C,B,E,-132.19991217268458,-99.03441535792076,65.29631634106698,-214.29892204644904,61.62105403568483,C,-51.2499514658692,A,0
Christian,Yes,65+,Other,E,C,D,C,-122.40203537175066,90.18651833129275,-102.03707608242225,24.91208681760962,118.36987692657314,D,-78.46382001033014,C,0
Buddhist,Physical,65+,Non-binary,A,D,C,C,-16.183521608422115,-100.6179285449718,16.643241499018345,58.874828897962736,24.635442839237268,B,55.94529995135509,C,0
Muslim,Physical,36-50,Other,D,B,A,B,42.505292794128316,135.83687785529125,-115.40449726152717,26.92247845664668,34.72907123825353,B,-30.37795228675507,B,0
Muslim,Both,26-35,Female,E,D,C,B,150.75154024097876,185.46385118260704,-40.79743942629641,112.06943736138328,-45.02230631972556,C,37.168227156872966,E,0
Muslim,No,51-65,F,D,E,D,E,-5.191559538889918,150.6932364546719,201.84719843206892,4.09209147339009,128.43730064632433,D,-22.011560257066876,E,0
None,Mental,26-35,Non-binary,B,B,D,A,110.1730747446892,5.999998870416176,-190.3941488854934,49.21606477878595,-105.23987282809138,E,217.5494355676297,C,0
Other,Physical,51-65,M,C,D,E,D,-145.60013920052126,0.2065081052295278,245.3002455540222,230.6214062062041,49.31641488427157,D,-21.165963997948538,B,1
Hindu,Mental,51-65,M,C,E,D,A,37.01706587080807,-52.49793453905984,-73.18626605126217,-171.07843554489938,51.616209714621206,B,90.42811339016481,D,0
Other,None,36-50,Male,A,A,B,D,-71.76023422113785,-15.586338872973677,-28.6845649418715,-179.85889056639232,10.42306951109562,D,138.65834042890268,B,0
Christian,Physical,18-25,F,B,C,B,D,68.47921345985067,118.00637684384354,-95.4494127057896,106.13833587000316,-98.22438953364049,B,-250.34641422992206,B,1
Buddhist,Yes,36-50,M,B,B,A,E,153.598855788905,-42.39881418834332,-51.060853445697504,224.08740208087607,-59.84267354902367,E,-143.31020363416772,D,1
Muslim,Physical,65+,Non-binary,C,D,A,B,-138.92445095701513,18.696723563733467,-18.10143927588085,-53.13995771773429,-42.64098875334411,C,20.4322593206722,B,1
Muslim,No,18-25,Other,D,A,B,C,61.134339399764684,-22.058963656869366,-54.91362528309266,-5.763012449189359,37.89561308485814,A,78.24566488367005,B,1
Hindu,None,65+,Non-binary,A,B,B,B,16.44822991328705,-66.03871697038991,-234.876189800962,-11.893004305317438,19.41119243830223,C,-24.933213657519783,E,0
Other,Yes,65+,Male,C,E,B,C,-58.71324645272248,119.8569915155825,44.709741597674004,18.73279342354443,62.838339514978756,C,59.92922219025066,A,0
Jewish,Physical,26-35,Male,D,A,E,D,-11.078322226702756,37.70506397818312,61.07556345355663,-44.06051268130728,91.35673059204922,B,124.61713998379493,A,0
Christian,Physical,26-35,Female,E,D,C,D,130.6986910835596,-185.1294410474563,-141.8344010147526,185.59275492641086,84.802570591197,A,77.82188373484503,D,0
Other,No,26-35,Male,D,A,A,E,-47.089537503770146,66.73828975700242,88.0157671993323,-43.24281086295972,-34.494941889121336,A,121.65851588345097,C,0
Hindu,Physical,18-25,Male,C,E,A,D,19.937712579256363,208.61154326770892,188.6700270601171,-24.545033157421432,284.8439970721192,D,14.271938071806881,B,1
Other,Physical,18-25,Female,C,E,D,B,-6.947777976828923,22.316689910029076,50.263454677489094,-78.38721492111623,-133.62572011457215,A,39.68775834054817,D,1
Other,No,18-25,Male,E,E,C,C,51.74349282893107,117.53216242074154,8.989124752389666,10.578232140082005,-102.42922566734671,B,118.19734783909868,E,1
Other,Both,65+,Other,C,E,A,E,-87.3981242523979,-29.059074889347315,-35.14784159397099,9.427439369913083,-37.410726731996455,A,-44.81520823410617,C,0
Other,Physical,51-65,Non-binary,C,B,B,C,7.224420683049281,20.291951699513284,-145.81891116621523,-88.48519259555214,90.25260077616214,D,217.79240320516192,D,1
Hindu,Physical,65+,F,C,E,C,A,-13.154013259753883,148.3437865024472,-85.09210268681036,22.583673649755198,-36.032449177809426,A,-120.86416525998432,B,0
Hindu,Both,36-50,F,D,A,C,A,126.56097313375537,-49.851956956306445,-150.6818112052787,96.38383646479907,150.77914893711807,E,-39.06010348903812,E,0
Muslim,No,51-65,M,A,B,A,B,-63.110921701150644,61.24866541540918,4.065380902227903,66.44219059050485,64.74921534684327,D,167.54448908935083,C,0
Other,Physical,26-35,M,D,B,D,A,-240.91365968112032,-144.3378464641853,-118.73674362797348,-19.96971992573919,17.348474811533624,B,49.70537504807345,B,0
None,Physical,18-25,M,C,C,E,D,-29.268077734778124,114.16164884387933,84.16035558218556,-71.79001231378912,76.06005610739291,B,114.91290154732611,A,1
Muslim,No,36-50,Other,E,E,C,E,103.84003953615199,112.26669681396686,36.67080408657592,-115.84751246900966,-172.85498408740955,A,-7.597297349168164,B,1
Buddhist,Mental,65+,Male,A,C,D,C,-45.091826994483476,46.919858365790255,-9.900842306118253,93.99681120302633,18.843287263638164,B,26.399944051528696,E,0
Muslim,None,36-50,Male,C,D,E,E,127.00073878642976,-66.58633443021867,-23.356279318269667,-96.36276070250115,-26.56166378030665,D,-77.41547522947087,A,1
Buddhist,No,36-50,F,D,E,C,C,-101.86099748526065,63.88691116652353,-36.87958290128058,-181.46153592387572,-7.809562943781439,D,71.87014512840037,A,0
Muslim,Yes,65+,F,E,B,B,E,-135.8150321898405,-262.60650296250907,-17.551761018978326,-63.6672025991055,47.80763354425602,E,101.04980300760258,C,1
Jewish,No,51-65,Female,C,C,A,B,-67.26160511667035,137.5981331134016,147.54485004523744,-183.48473069136273,5.800330880640048,B,-119.07609156282058,A,1
Muslim,Physical,65+,Female,D,E,B,A,-88.6216713140801,64.20396964484728,27.465796517928798,35.990246132518074,78.98712084723178,E,-232.3480363560659,B,1
Buddhist,Both,26-35,F,C,E,A,B,-114.97704404043401,9.749281907262192,50.41533845768327,-149.17480161070594,-74.10451134773989,C,92.69482866934345,E,1
None,Both,18-25,Female,C,B,C,D,73.47170424224541,-32.569555136475685,-137.78344435934247,-118.97942458093438,-62.872752372929156,B,-179.98853332470742,B,0
Other,Physical,51-65,F,B,E,B,A,101.72601799766596,-124.56220131232543,-46.15981158217119,-72.61473565754572,200.60482698833403,C,45.627924777298375,B,1
Christian,Physical,36-50,F,C,E,D,E,-51.104473046082646,-50.966913551094514,2.980418802701811,5.164829971921143,100.89948213403797,C,47.836078888334214,E,1
Buddhist,No,36-50,Male,D,B,B,E,-67.64932376390328,-105.06713739864311,-86.07800077983528,-66.69335802076041,-72.6462816069553,C,4.9375527708781375,B,1
Muslim,Both,26-35,Female,D,D,D,E,-35.2075534841819,-119.91823637276104,147.97807900805572,30.540895613175977,-59.91733037939419,D,34.10548861683958,C,1
None,Both,26-35,F,C,C,E,D,24.510418271894054,-102.38409154273363,69.47422549246403,46.79539118105732,56.420222044721626,C,-10.56187618223532,A,0
Jewish,No,18-25,F,A,E,D,B,-210.36140028224133,-31.813839782481736,-113.7380320645385,-17.46269945701534,-157.7596348465844,A,-263.0545180997041,E,1
Other,Mental,36-50,Female,D,D,D,D,-129.06024736812344,-98.65815458628305,-212.62268763000444,130.08162727912423,95.37806031324489,E,-214.47798162692467,E,1
Other,No,65+,Non-binary,B,E,E,C,-100.43150598571933,71.70835251166004,-51.37552199954638,29.8198003542733,-77.87336687890574,A,120.13638887414129,A,0
None,None,18-25,Other,D,D,B,B,21.258051429130447,-164.5684089859993,-18.990957275844725,51.71909247182146,-51.733231591736796,E,48.305194111973684,A,0
Hindu,No,65+,Non-binary,E,C,E,B,-59.32096639281512,-79.20788594978092,10.731038741328492,44.21119626818501,-116.26189304352809,D,101.19438800408874,C,1
Hindu,Mental,26-35,Other,D,C,C,A,-26.911009713969484,-113.62866023742943,15.961678529853746,62.78818603821962,-36.264927998133736,E,32.20955726425689,D,1
None,Both,51-65,F,A,E,B,C,-41.14928966844635,9.303683020756221,-158.2773512189637,-1.431862044911948,22.518841898744494,A,27.589119722728956,C,1
Jewish,Physical,18-25,M,E,C,B,B,1.9899248766115434,-61.10923484496538,76.10859522047222,-11.626183419062269,-0.9517109603019352,A,-106.53652337132826,C,0
Other,Physical,51-65,Other,C,B,D,C,43.59487561374408,-91.06003636884653,69.16686009903908,-121.7638367844709,-80.02303629244305,D,136.48332918622953,E,1
Jewish,None,65+,Male,E,D,A,C,-129.40432859714903,128.0576443795174,181.14880956359866,-45.72502682161691,-6.08500500953223,A,103.52138137169788,B,0
Muslim,No,26-35,Female,D,C,B,C,145.15082654456424,-281.88124205528766,8.399066220644256,106.94742794961792,31.688022284661837,E,185.36852418470812,C,1
Buddhist,Yes,26-35,F,B,A,C,A,155.75416106810917,8.268872197585969,-78.20739025115432,-7.671008216300609,-63.7019990321104,C,-133.31311664823872,E,1
Christian,No,26-35,M,E,E,D,C,123.68376569771056,19.20305162174735,-114.82218862846756,-75.29863283454459,46.345993899045034,D,228.95783131474997,E,1
Christian,Both,36-50,M,D,C,E,E,-19.795900056422404,53.037662140451026,-233.23129308231495,147.83818847176232,39.97284661051968,A,37.01329028881973,A,0
Muslim,No,18-25,Other,B,C,C,B,-107.74882753839512,75.86751797780018,-111.36484003386346,54.99066950040472,67.29620588849751,B,-4.1054444855037655,C,1
Jewish,Mental,36-50,Male,A,C,A,B,-32.81448395248038,-19.607701741711768,-142.53981073063912,129.00453153752437,-46.06890069276953,B,-31.07529136682066,A,0
None,Yes,26-35,Female,D,E,A,C,-43.03571236719873,61.03113266828115,68.1248413863268,8.347827921783303,-34.134090155311,B,-114.8617664605329,A,1
Hindu,Yes,26-35,F,A,A,E,D,-5.440042890034225,45.60633838917212,-81.02346144200413,-64.83286353586367,-86.93120463669561,A,-33.303075101193144,E,0
Muslim,Physical,65+,Non-binary,C,B,B,D,-245.21605694208546,107.8885305660903,152.90212612941178,24.73158683427559,68.97839670077468,E,-212.71236728166988,A,1
Other,None,26-35,F,A,B,D,E,60.62970885343669,81.10258709117367,-82.64402843356946,-126.923419874908,6.563446331828674,B,-53.71976236692121,A,0
Other,No,65+,F,B,D,B,C,-69.97352804410406,238.50954107768487,120.76051005360182,119.87475409009096,-56.07543024341213,D,114.7425477432381,A,1
Christian,Mental,65+,Male,A,D,D,A,-120.23179584348809,124.31511389861302,-54.709147728326194,-188.53401543840306,162.33625553469676,A,8.497729620876612,D,0
Hindu,Yes,65+,Non-binary,E,A,E,E,-7.286418982033219,-123.12820250764031,75.23658559059776,64.71290341556086,113.67194648906637,B,-43.20885990181614,D,1
Other,No,36-50,F,E,B,A,E,152.5984498199074,112.8441162320699,125.99027477104205,89.27969250152104,-8.965292207482117,B,42.17262183796472,C,1
None,Both,65+,Other,A,D,D,B,-32.103481924807475,-6.932147804720906,169.62437230107216,41.548289947510085,48.41416194968583,B,-197.35037784451524,C,1
None,Mental,36-50,F,A,D,B,B,99.0746058764077,-71.9907745222886,-66.06592265703965,-127.03722807462063,24.152628296773994,E,153.6074756821294,C,1
Hindu,Physical,65+,F,B,D,A,B,47.70670459405119,-62.16937698906978,-241.23781346581117,29.906290496973554,29.416844317745927,A,-48.212022411212644,D,0
Jewish,None,51-65,Non-binary,A,D,C,C,-43.47575451190419,178.08783302547906,-179.02727324772027,-13.223394058055865,173.32174475301204,B,-17.266009261786717,B,1
Muslim,Physical,65+,M,A,E,B,D,80.88808441417405,30.477759845297552,245.16172755233862,-93.34645301058484,7.176687940129936,D,-85.80823638703336,C,1
None,None,51-65,F,B,B,D,D,53.86484891094349,91.89033147634962,-236.926610099047,-18.664904232540263,138.5744933283769,C,-24.36540155680249,E,0
Buddhist,No,65+,Female,C,B,B,C,24.79351520805934,-11.342242052665828,143.24084287992054,6.9877010224140665,92.57610976168522,A,-77.06277295368619,A,1
Hindu,Both,18-25,M,C,A,B,A,-22.339732207464667,44.91641366705048,82.70294373934173,109.6315466598635,110.6871071326264,E,146.34720755402117,A,1
Muslim,Mental,26-35,F,C,B,B,B,131.457334940378,-28.662720688646203,-146.03036579728678,15.613830388164878,-70.136108627401,E,35.56108976324726,C,0
None,Mental,26-35,Non-binary,E,E,B,B,151.90201611030628,-24.43447166988993,-173.48423895941244,-123.33264136381334,136.94784990614198,A,-100.736357953168,C,1
Hindu,No,36-50,Female,B,B,E,C,90.88383195217209,14.360647429284404,-96.06778640211192,-41.26508396825179,-252.496320455356,A,54.28970399922357,C,0
Hindu,None,18-25,M,A,C,C,B,-8.31487827870183,24.79713033736725,-11.768773696656298,-95.90707046198699,42.56284842253561,A,-66.09008810279026,B,1
Muslim,Mental,65+,M,D,A,E,A,209.91213400903544,289.2500472075774,142.01482050448985,163.17493207156357,-58.393225273825955,E,-111.54970014525642,E,1
Other,No,65+,F,A,A,D,D,-109.05692498948953,-59.29890796712901,-49.951093154592364,23.69072629935029,69.7373899628708,C,-142.98685488711132,D,1
Buddhist,Mental,26-35,F,B,B,B,A,-96.0010511640608,44.872508450013996,111.20740844859773,-79.35556770716327,9.398332579670864,E,65.03330864824815,B,0
None,Both,36-50,Male,C,E,A,D,-54.40336826265685,-66.10918759381302,90.73741873958672,-41.570937213808726,87.60930703490982,C,-98.25433445417005,B,1
Hindu,Yes,26-35,Female,A,B,D,E,-36.93191039272568,-35.746622408781334,10.782087969024792,-105.07978455715555,-137.62846572337796,C,-35.521714277774564,A,0
Other,Both,18-25,Male,E,D,A,B,220.69719967293517,-100.90805663127868,-45.55008544902251,-99.52476855179265,122.21440280157074,C,-163.1846877109107,B,0
Hindu,Physical,65+,Other,E,D,C,A,-38.46577678371469,-1.7489320915540754,-60.79950912223807,-111.5579694844464,-2.3369807133345786,D,1.2738256723582173,E,0
Jewish,None,18-25,M,A,C,A,A,54.81465100235362,80.84920543154055,-65.45809131446731,-121.59567992818556,53.9593746602751,B,-128.17142561073703,B,0
Christian,No,65+,M,D,A,B,C,87.27050691848854,-92.42703092088578,35.72776257050844,-7.5075095716619575,-45.786895456955264,C,-127.32727085899572,D,1
Christian,Physical,18-25,Other,D,A,A,D,152.85895213464315,-14.477745863584317,121.89592601776138,117.14077467051607,115.3012152999732,C,85.71905725322924,E,1
Hindu,Both,65+,Male,D,C,E,D,-66.40955324857755,257.0441864958623,15.153518417364143,87.81640254674099,-115.20835831690495,A,1.5460944862898325,D,0
None,Yes,65+,Non-binary,A,E,D,C,-132.0330827981442,25.586887337357293,19.008860129621056,76.76879456444367,113.03934551526444,E,-3.909334215046721,C,0
Muslim,No,26-35,Non-binary,C,E,D,E,18.39352810624724,-184.54656834191326,-55.96144614844209,141.83615287632486,44.72150877631702,D,-93.28223836059524,E,1
Other,Yes,26-35,Male,B,A,A,C,96.10006843520647,-40.29207483293245,134.4852762289355,87.14586042882864,-122.50117370147207,D,38.79058841179707,C,0
Buddhist,None,51-65,Non-binary,A,D,C,E,-25.095534730199592,5.151462824364057,41.93070089924179,53.04355627144011,20.872597570956167,B,65.6233491639768,A,1
Hindu,Mental,18-25,M,A,A,E,A,-119.94659756576876,-14.172190438403517,-4.295093006264384,113.21121003764425,147.93920074754504,E,71.16636221028617,C,1
None,Physical,26-35,F,B,C,B,D,64.37096774232654,2.9519872450018174,-81.80568472022924,-9.672700734209817,-210.2819102103088,D,17.780874025256033,A,1
Muslim,Physical,36-50,M,B,E,A,E,-136.8085409717242,25.60740738173025,-29.29489957483063,111.13452163260038,131.51111035938666,B,-44.91614214353338,B,1
Jewish,Physical,65+,M,C,E,D,A,-17.968489735067024,-104.92767097565692,13.5660371968269,93.19731581262721,-35.81726027764322,E,-68.41878172421563,A,0
Buddhist,None,51-65,Other,D,A,C,A,10.978819683746755,151.46976887470092,58.324301435282166,-114.86371294472303,40.623881172684726,A,-28.07698502112303,C,0
Hindu,Mental,26-35,F,D,A,C,B,107.73872422441796,9.773838027846844,25.174842591642406,-131.14781911793065,-51.58057782256008,A,65.04629030099319,C,0
Muslim,Yes,51-65,M,E,D,A,D,-66.5887331683153,25.1239864376541,153.18849490050837,112.75605116695138,126.11848422566463,B,70.69131236356134,A,0
Buddhist,Yes,51-65,Male,C,E,A,C,-85.2050754297714,85.46341738889839,96.02336406646896,-86.62833963402082,-50.391239915405784,B,68.10644319858798,D,1
Other,No,36-50,Non-binary,D,E,C,E,-48.454294212133284,151.89468278393826,-196.10445742621,32.72217284417093,84.93490902065712,A,-7.555742010812697,B,1
Jewish,Mental,65+,Female,E,E,C,D,70.0492925335672,41.35328297347152,-9.683886764074721,263.271892953829,-71.77030212216367,A,-251.45909910061914,A,1
Other,Yes,18-25,Male,E,E,E,A,-11.794189424448298,26.036788699073682,43.08980060697915,-149.0744414629912,205.192000719632,B,10.399359783298701,C,0
None,Mental,65+,M,D,B,E,E,-103.63220391208696,-34.950660085623966,80.84104309674296,137.68828842318842,2.616478269376903,E,116.49782921606173,D,1
Jewish,Yes,26-35,F,B,C,A,E,-40.714787993242204,156.24854391124202,229.4636555689382,-94.33885455112362,60.45505707095777,B,-45.19071467300199,D,0
Hindu,Physical,51-65,Female,D,D,C,B,-112.32281622994313,18.618568896768046,139.72744767529053,-150.86996293468198,54.11844387266559,E,30.825922422321817,B,0
Buddhist,Mental,51-65,Female,E,E,E,D,-12.480283374449101,125.73087273589158,107.15020507084063,-24.830038179337556,87.15678639879877,D,-23.431946517192713,C,0
