military,age_range,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,target
Non-Veteran,36-50,D,45.53240057003657,C,40.16414505754195,E,-1.8709097176222131,-85.97026221194469,-126.79736229399789,21.009748001966912,-24.366241277468625,-102.32310261519142,112.60428967015255,E,-81.26651621468002,-111.35396114104923,-33.52307932999755,B,D,41.92760346282371,1
Non-Veteran,65+,C,8.638007103786132,E,-56.9800457746358,D,13.66400680378274,40.130572911493175,-48.086225990356596,33.36109322023763,130.33803670400337,-80.39416437963192,-169.5433282918211,C,-15.644397222496382,-215.42323972474372,14.054134928204192,B,D,119.38810497713035,0
Veteran,26-35,B,-112.31007832738922,C,-26.54296495118872,C,-197.8464686857607,18.02371886828564,102.80561691625796,-126.40473937048478,251.5028275505576,102.21915369729338,141.45143560785863,B,-84.38565287776237,102.62399244455185,-60.92015713443516,A,D,-221.39851328208812,0
No,18-25,A,72.58246857394666,D,-118.26513691067022,B,24.59041303868556,0.8208394977457025,-221.3953640135339,28.817442011726158,-64.14741233150582,220.7529038186152,103.58789288060888,A,-135.64683031964827,-182.75746295388325,59.04865905305861,D,C,193.8968967996156,1
Veteran,18-25,C,-9.713000187398698,C,36.402771720327415,C,-52.257002072900306,143.30941957035492,45.52947130424952,115.99884248177548,-90.58231340671429,118.96640487474328,-192.7835984161045,A,76.11502301688284,-123.77035052034454,71.37948002797394,B,E,113.526190131617,1
Veteran,36-50,C,-211.70706291834503,C,-33.33926345422736,E,-61.50244481112029,-140.1282336471168,110.33388875760544,-95.25585445971528,12.479594701447901,2.8083216507341224,168.14224629655004,D,81.95914306045707,20.512083671702868,200.85040806552584,C,E,-120.16780657100858,0
Non-Veteran,18-25,E,199.80193123079113,C,-11.909713338645158,E,125.83693961737308,34.78788346369372,152.66791115924198,-122.1338288257679,100.73507005677322,10.822587969477128,85.59491688153413,B,205.74513480282107,6.600365383376107,7.67200018672942,E,B,54.612232701851305,0
Non-Veteran,51-65,A,7.43313044849142,B,234.6672803549934,E,-24.21809941543776,41.392912809216185,60.269067810733276,22.013099592197154,-137.45169319198047,-80.55440942323398,-190.20263910816303,C,-6.789170911799249,-170.71204983164162,-78.97898259707922,C,D,-37.67391420241642,0
Non-Veteran,36-50,D,117.02790270597674,A,-15.909705763981668,B,12.392587326685405,-140.28609955658146,139.1458436605032,18.93777844865295,169.45225533631648,-48.683264234922724,56.37750249532226,E,115.0106403242621,16.429159486571407,-235.7198518849331,E,A,-98.18145094644318,1
No,26-35,D,40.648605150511855,E,-21.68667855767757,E,-135.10381930940838,138.50747939050046,66.80537118382813,-26.809173003515397,10.445759811569914,-69.21957103703309,137.47884146095822,A,-7.964463451440665,108.41873637368265,-92.85021709561899,E,C,-69.05153583506932,0
Yes,26-35,A,175.61438643483834,E,179.16332062772585,E,-124.49141083568168,91.37144155024795,-89.60250414170672,104.15768970267551,69.36962756532922,126.61622676072383,42.25735392409949,D,97.14191388891814,61.00854715055901,-71.80578476469422,B,C,-172.42315677138194,0
Yes,65+,C,-40.330371400658144,A,28.099915453922858,D,23.24893683437024,-44.71145127769665,-147.2237894507548,97.87247044775935,-20.720702870272497,-12.438583638340955,-8.274997581161713,D,41.21173143372476,-129.5919050834043,-25.488722070584164,E,C,-58.891686075195395,0
Veteran,51-65,C,33.67109753583276,B,186.23943408140383,C,82.37396797764163,-142.50219347051745,-276.3109819214378,46.574283897568684,-85.8030425756644,-49.00494856538216,25.633130745583777,C,22.445614460732557,107.47579398921043,-29.660104263368293,E,D,-120.43422853718171,0
Non-Veteran,65+,B,58.94430953952469,B,3.82811174732896,E,58.506896644731654,30.258953956249947,123.67569755590588,55.67689396525864,59.5688560180637,-29.39001426108575,-170.14148534348382,D,22.483103442359432,279.43315868969853,-39.16139876828429,C,C,76.3276678536831,1
Yes,36-50,A,-67.89792354333353,D,-98.5805255399082,D,-35.08175295219682,81.85118193473211,-6.521403937145011,45.341513086890004,69.03850014386785,82.71320483621952,101.7703686685572,B,-150.02867049670442,93.47669208637852,109.04533962968168,A,A,12.792004670926302,1
No,36-50,D,-193.0698761476993,E,10.267364241007499,C,-121.77503946916784,-117.05829544392165,61.95911813935072,-8.624171610405938,4.919734087533699,-217.8014716055164,-93.4941310808145,B,-68.30398157623816,-134.30239922681804,130.04157675012505,A,C,-41.45354889326927,0
Non-Veteran,36-50,C,-16.05233225116208,E,116.95085968835777,E,-101.38994837081286,-146.272673734517,40.58593881856356,3.6604232691748084,-54.720721871375886,139.74995527070092,28.76353608974852,B,-9.177434084167642,-58.3192958576813,-57.87682149695813,E,A,-92.43950587766389,0
Veteran,18-25,B,-81.46418447488573,A,-46.826743940366576,E,-49.11997973425315,-11.940015633791091,12.863067129961047,-11.287721066317083,-177.11373907388656,-140.2267308390488,13.885855124820882,A,79.95771250517268,154.17225530330495,32.21859372014108,B,C,126.63784091921721,1
Yes,26-35,C,-103.50627023540235,B,-27.401813233767736,A,154.66163159999383,-38.86013282295279,30.145729166624697,-174.02311800334522,79.17367781731232,62.2850415767281,-77.00633872474523,E,73.34574270480564,32.83917739107286,26.110150637228614,C,E,-2.968196881214278,0
Yes,51-65,B,-120.11792794783366,C,-75.69254804700186,B,55.06072585745372,40.35105903411202,46.28744403762295,-145.2158021970549,-94.62482504572534,-24.472777359194883,-85.4547225896625,B,5.210651508018238,1.2420843466765803,44.667308312599644,B,E,70.21489286720043,0
No,51-65,A,-51.27717305709437,D,71.31721349457247,B,-114.8980921921507,-29.280293007894876,-101.3545284826988,-33.50536706749096,108.66868297786002,40.824263579692996,-117.95484402920037,D,-143.40070308737307,-29.749182804356934,-42.68032622918465,E,B,58.11054421658739,1
Veteran,51-65,A,-16.871937070207288,D,-147.42699364743822,A,48.91284837684909,50.94466806796769,-150.0868219663337,28.306239795604537,-154.53679013822392,-247.0649760066703,-48.65379024933409,B,152.18603471311093,-164.55531094592624,-21.924581559850342,E,A,-38.35678312544784,0
No,18-25,C,6.836625034596489,D,90.35022459565089,A,43.13714876399877,-48.746262462598786,58.71615795383553,33.84177294090491,234.3217467225128,-71.94885407193256,33.24166219013071,C,-75.75445725406829,53.53793343263003,-126.68915306503061,E,D,-34.70450089689517,1
Veteran,18-25,A,3.906479231329154,E,2.8723554205013087,C,2.000791178188243,20.367735605613248,-163.28682048373216,28.23010230131542,-37.12302221970087,115.71920340354112,-14.94405030241973,D,117.14768333565779,-52.25205464985303,-6.188904040090707,B,B,-83.20275406082547,1
Veteran,18-25,D,-30.93332977143104,E,-19.964934084516656,D,-9.720665337128887,5.489406318988207,-66.57808925629011,-110.27074872666766,-222.26781775382798,47.19514004165905,91.23147325746545,C,72.77576537467031,73.77731287738463,-56.34637722703742,E,E,-38.04014890029278,0
Non-Veteran,51-65,A,-119.07838418925449,B,-154.29546388326574,A,55.393885266779954,77.41788211607707,118.40809335481444,-88.43322862264618,8.227251053731313,203.12781512748063,-9.831669307602477,D,-4.224437697627893,-54.755701067892346,109.24562571622324,B,C,142.27443595507032,0
No,65+,E,-119.68416686412941,C,63.85278047173767,E,6.986650892313623,-99.6717372011569,282.77099360479895,83.73974789123815,169.05165192434146,53.57383725799373,-96.0765770114557,B,241.3420871743312,106.41456201820627,22.08708119783389,A,A,38.50225097319841,0
Yes,51-65,B,-98.8343256381143,E,-79.43854838306869,E,-8.698542128791475,51.62618183060258,-110.35746380519686,26.8017321789339,11.351724431383102,-44.68804696589024,-88.83999040077481,B,4.89344428739517,-6.837982381958898,-21.03920579005732,E,E,-27.720021989552745,1
Veteran,65+,E,-9.643254562165604,C,-38.372070950045256,D,39.37094060138519,160.1656696930363,-137.11212822122545,-87.2398932488434,24.20097512826543,-47.47018120301948,66.88857244023585,D,-2.987577977300265,45.71863007463247,-94.75414609373411,C,D,121.59977827398023,1
Non-Veteran,26-35,D,82.25423745513226,C,-133.49935697402088,D,-104.43930418360496,111.2785711915558,-134.6901118952857,177.41394423714104,-122.7675349087286,187.70531653603726,-66.3309797146192,A,-40.782280413555924,99.31933106075839,133.71572739743533,A,C,-44.07044147896039,1
No,36-50,C,155.83127971375168,B,4.306912079160305,A,33.927019565349696,33.71787366746157,230.3034645864439,71.03385937695222,-140.28451965435275,19.652671712390752,1.37810216101647,D,178.25527798034716,75.60681639860115,-112.94805607724126,D,C,8.821201421958486,0
Veteran,36-50,C,-99.6619908007597,C,91.56585260429559,B,34.08564947953801,-168.7211783846841,-180.80540812019234,-35.21208582794099,-10.797880526977783,35.6885702977719,15.334303711640631,C,182.60675694094544,-70.24698172416603,-52.793279256828676,C,B,114.94128490798676,0
Yes,36-50,D,350.91556514125335,B,19.933200728093954,D,-183.11242348938842,204.93946226490513,7.827058644530402,121.25511915859639,-18.786920273418335,-78.1980468757834,101.25242284558044,E,-56.02945346903009,-44.827723232103445,28.76663781856769,A,A,8.135978811512205,1
Veteran,65+,B,134.11308376987776,B,-40.53621647648899,B,-47.46962003729429,-3.597447261722336,73.72149276627454,-80.92417577235244,13.540747329887386,3.9445550792351964,-94.58388003689055,A,72.56775576773573,-134.9088816296091,-48.07893616196751,A,E,41.80507450567302,1
Veteran,36-50,C,13.43043071685085,A,34.486364987468804,D,107.84988776580076,-88.97019646788542,97.00045707939863,33.36460671998436,-48.385281812923765,96.23914261373214,-57.39080567136885,C,-93.99334542417401,51.193490365075775,57.15500237897388,A,C,79.81313428586361,1
Yes,26-35,A,45.04733111617406,C,17.108025128071443,B,-74.58760104323943,-18.55642074018355,-318.50795484827034,30.5569424760883,-11.09022049063741,-65.29831633318364,16.814623148849467,E,42.11300077639047,118.53199310180105,65.23117749995771,D,A,-100.02080240163387,1
Non-Veteran,51-65,C,5.858513925510887,E,-10.208632184221175,A,-63.032344678414155,-64.06672824578212,-161.3796279526677,67.47934209791246,-82.34658489063742,-50.191453095819064,-121.08629528717516,D,37.20552176579181,111.37369650130246,-56.81067787369943,A,D,104.27810270559483,0
Yes,36-50,D,-10.679504963962518,D,41.86581436258074,A,29.606708279937372,30.539056056182655,-12.489495284231227,30.881884369005792,57.908560025903135,20.46077306149202,246.41443143356082,E,-2.4364577841579558,70.98618912112464,150.43001421252583,D,A,-18.74273545484092,1
Non-Veteran,18-25,C,12.518318563678152,D,-134.6847015680722,D,-276.66777359707197,-65.28961448243432,117.85889830835244,136.85145848296548,-26.000675416822087,27.32100318369048,-2.2810545584512543,D,-43.78547336081367,-91.21942508738844,43.16375005344941,C,A,-202.89324635300838,1
No,18-25,A,-27.63773129897032,C,-93.9077541179184,D,45.235493445685016,15.7729361761668,-11.637684200141052,-208.75010769321872,46.184201443697305,-84.22187308398318,44.568064712410674,B,55.740091253884536,-136.37875460551817,116.9233238591978,A,C,-94.91604811593157,1
Yes,36-50,B,-45.61262819044555,C,-152.89656677135338,B,-123.35156629337337,-6.747372527373462,30.58584592459395,7.405797356104654,31.610810008627276,64.10574451833038,-21.292267054125183,B,-33.9487849795249,76.96318849496548,90.4945566115443,A,A,19.59392914993044,0
Non-Veteran,36-50,C,-116.82126928289327,D,87.838221905147,D,23.87094595972283,19.029491124570725,-80.44432910952308,-193.90329973253046,-158.5870727231776,32.68882386357301,-114.80500000779661,B,-45.78372353174894,-100.24626425382208,150.89684634379344,D,E,-8.300668726245961,1
No,36-50,B,112.24985435240606,B,163.8351676036869,E,41.354831633828006,74.79406606526115,-63.106234541202845,72.51012174784786,-53.4203875302699,-99.1896675300386,20.480553467205198,B,29.031677105308685,70.67554120030253,-143.6678329492437,C,A,-6.748431052021489,0
No,26-35,D,-29.79737947227311,E,155.56391954465084,A,-6.594652669875545,125.24085121823506,56.779799578709685,66.2931285533786,-5.043427430973995,25.853091286117515,-6.317797053490651,B,145.99746115385346,123.31678370927935,-10.33634414537383,D,E,-3.7576077096735405,0
No,18-25,B,92.07686773226726,C,-38.32378973085205,A,38.09578384240171,23.966950591955264,13.24218320864099,-15.682669858423024,72.00238087868527,-75.2355273318563,253.78765437619415,C,139.5673808992246,-80.14222186340531,-77.70572364037392,B,D,-56.07827907103389,0
Veteran,18-25,B,24.326614599932103,E,81.52001592325313,C,-38.285532671006486,28.087994087009182,58.10944428775742,147.52218902412793,-100.61075687340777,139.03732655415817,15.53408943511151,A,-5.300804736978164,21.866470038899198,144.270260106713,E,D,-21.793045693959222,0
Yes,26-35,E,236.19237344355736,C,-64.8839291218026,E,-237.49640977725056,90.07122921711296,27.946846957798417,-35.78899750521565,-18.04480596409507,17.81606661833105,68.55308592537897,E,-43.469146714814464,-88.34718504093767,83.88384211046272,A,B,-72.57441495528415,0
Veteran,51-65,B,-90.60836812941531,A,-49.94291609932921,C,82.949611135508,-77.53073101177705,29.92463719424261,76.85882036190759,-10.803333346370009,-5.017945141018135,-55.40877805026783,B,2.1704176415704155,66.02617730461137,-5.262998394702533,E,A,4.2513025727204266,1
No,65+,D,112.2192950731195,E,47.32440790149592,B,-10.131010410956886,-143.0123639597917,-83.07613693534294,-82.64197075886867,-193.00786939237514,-60.11154348488961,150.1538444488753,B,63.80986845639873,8.150372195039566,61.12799337099708,D,A,-82.13784926874655,0
No,26-35,C,-167.22671101030687,A,-135.13802534626862,C,99.83524604540713,57.613134128499,-82.10662329198934,24.24794180379387,-154.3391041353812,78.0847535785361,182.49154512360383,C,-65.49862647161171,-125.43320152600224,-39.14781925196254,C,B,-28.02843699097548,1
No,65+,D,-36.61129544346773,C,97.44830707792781,C,61.42125917408505,64.0218832740557,-101.56687473616788,-94.50009918103748,110.23646504977633,94.06508718119325,160.4821408538845,A,93.97824673583102,-95.31514544872796,-65.31887189000209,D,E,64.99573377816662,1
Non-Veteran,18-25,A,-49.007922924273274,E,15.950280067318559,A,35.85173717246693,14.67982622830298,-114.83800565039182,18.6880277749338,-141.82500493482678,17.606137830833806,-227.38109354174028,A,-4.983742412020528,-53.68924929255131,65.71955550455213,B,A,-4.118812537347525,1
No,18-25,B,-101.73746790228773,D,-104.75723308717922,A,238.01875811531934,3.2949671127526003,-98.31228204448597,140.13700433080635,124.76464667785802,147.58130787194838,66.50538760741269,C,44.11654457476439,-45.93559929779745,-46.103277792869505,C,B,74.24944669917716,1
Non-Veteran,65+,E,-34.80629625748709,A,-133.73861826484236,E,-84.91416808645556,-60.58034445280309,-102.39466170798941,164.6016885853979,122.27118132622839,-72.6667917123051,28.84733462336782,C,-88.12534470370824,212.75955455537766,-69.02607060755089,B,D,104.2309631998976,0
Yes,36-50,A,80.79804606593484,E,-27.953013148181622,A,133.5655671033429,40.22907435887187,-41.37702594466678,24.823345101201117,-18.91432920449119,85.32452465022229,-121.50167702807046,B,45.48196736104432,170.70239472783376,-0.7750435186488718,D,E,129.07200697835276,0
Yes,51-65,B,-47.2058478928367,E,45.61596383651777,B,-190.9856338053787,-0.7848466058618535,4.842183059705417,-14.254625993899033,9.889539112114921,-29.636033842851905,-11.928701370253028,E,58.69173240361448,3.1681731792039156,91.87699049101965,E,E,-116.63128474131865,1
Veteran,18-25,B,-128.87554380872675,C,-4.256607545063827,B,-104.12232309569927,129.96903804289778,77.24651366800069,39.391894968578306,-63.450559497607784,225.74303281489355,-169.4336333914764,D,39.56679770199774,-7.49596210174491,51.96648539771257,C,A,-34.47886754153454,0
Veteran,26-35,D,73.6014974995192,D,49.111422458390585,E,104.24724290101463,189.2179142380799,-75.72333708435133,63.74985742764233,14.948811562815123,-28.715429234709077,-26.760243708305666,E,92.53152299069045,29.340516282868904,-6.874954310950226,B,E,-21.50218790365881,0
Veteran,51-65,B,-23.615227609717074,A,1.8275627486173198,B,30.340724188935596,35.784002209553854,112.13541200676711,5.5135029660702966,-2.048815406783065,103.30046173553413,-59.72440190625423,B,0.27140752431264153,98.29711469666599,-55.211848151287654,C,A,-65.8447676284528,0
Yes,36-50,A,2.046263656734392,B,22.473970485351,E,34.920737068334354,-92.35131187502257,-60.77168820159608,7.42392847111051,-46.854564551356724,149.86415001904098,-38.9024337250777,B,-24.716975030518057,28.38248037512517,-234.78570728870437,A,C,230.1200165367786,0
Yes,26-35,A,103.48937728712096,D,157.80656295907806,B,-48.69133100382545,185.92144670212102,24.148757639601385,92.3237640488238,-37.2069369901043,-46.9462932626385,-29.515491084916018,C,182.7518064442765,-170.0420644478469,-89.46138684916703,D,E,2.9990751213877083,1
Non-Veteran,51-65,B,-120.52339207902294,A,-113.92046111858905,A,14.911168321386606,38.135068440241554,-74.60136735572146,-98.6342185044075,-77.34870967091368,48.758943392651965,-12.292658726114896,A,16.464609677709404,55.46370557200174,27.006455598771222,C,D,-44.864284290976386,0
Yes,36-50,A,-54.65038037560092,C,-82.47448969457155,E,-1.0826176071428872,-235.77382178675532,-101.89867073381753,163.78416235760457,68.42012378596188,-44.67231800273733,81.58202411276176,E,-74.6868543516273,-36.717230384838274,89.92202786215883,A,C,-19.883768562317933,1
No,51-65,D,25.0006929358423,B,91.09358301436743,B,26.915972991533543,140.9345995018134,23.797105113156725,66.64936582112927,-70.3112367650054,115.63279772042283,-146.4673114562598,D,7.707140812294479,115.33675416008495,-50.193243311427146,A,B,-120.63765186198201,1
Veteran,26-35,A,-6.929430721069552,A,-37.376625325372,A,-27.70500477353381,-93.5055760946439,-28.144325500835905,-80.51671275575904,-129.2608608100485,-45.889510708772576,-34.91797631735263,E,135.04290365796643,83.1098056113431,24.68888985185056,E,D,-0.5766339837471379,0
Veteran,18-25,C,-42.86114598394217,D,160.5994703306836,B,-33.73901349946522,-227.5346694164154,111.89587096485636,-111.49588239761772,-123.92766730863538,-139.0367529415854,-61.611886562764504,D,26.24581099769172,-101.89474344325002,-145.666169420252,B,B,108.09178746433344,1
No,65+,E,58.647974675128175,D,-82.9626775309477,B,70.40553972285079,-117.59662863999243,73.40233604085282,-10.60553944489023,43.567429675682654,99.09132617896539,-3.4636354685780413,A,170.6252401890257,-82.46843293708363,-78.90204453524794,D,E,88.08493213398656,0
Yes,36-50,D,131.0754411319967,D,7.066749809098099,E,18.99127541946474,142.67470187801683,-0.8203764777419311,-187.0306503225429,99.53065337327602,106.60066403162514,-32.46576205458955,B,164.58436784003385,109.29072356517477,257.1688752088399,D,A,110.71451304833259,1
Yes,18-25,B,34.089689613945076,D,113.06770373331452,A,-8.469546912155817,30.925041451875007,-57.15810008520715,-220.629838699907,-29.25151544863325,-90.42554254220806,12.880459799280633,C,5.733618663600557,-40.62536856474593,96.98515487205171,D,D,-70.38845342259089,1
No,65+,E,64.09159730421791,D,216.69016648473226,B,121.99431974726242,64.45608803483623,107.10298835127672,-9.306007948113614,-53.687188927232555,132.64025047380395,206.50882094573439,A,-7.523169116390315,44.92985771378659,23.778166232468134,E,A,-47.0552434319923,1
Veteran,36-50,A,-77.57541543890257,D,-93.51823574927847,B,107.97912148705112,53.78013196755029,91.14658617535815,-104.8560983452602,27.466936580515842,34.6298197279265,7.146148076524036,D,165.12099742398453,-50.550102186157034,40.7593474170034,E,E,141.6777539019937,1
Veteran,18-25,E,-66.85876091453392,D,200.06347579068583,D,-34.48281172282942,-105.90387886445527,88.0102843046411,44.35769325412299,-46.33322666216655,-52.021051194446045,86.49493650019208,D,87.53003351028335,177.44937295064878,1.284884322972419,A,B,-14.242898558118808,0
Non-Veteran,51-65,D,26.24057692603396,D,172.13941713108528,E,83.397123212657,-25.463404040655536,-13.355821369552224,-177.1120048678993,18.895053784088173,-3.046002317105797,-83.43421266677625,A,79.45141766939216,-69.75210485564197,50.05688132897925,B,A,-2.6326966434997425,1
No,36-50,B,-10.620131452152963,E,44.75926402455325,D,249.48765642695977,-293.68723511469926,-295.0532386028817,-52.14865313212258,-170.94535545615895,-68.01363796773374,-95.06220519087204,B,-6.7061340815140635,31.463279738592263,67.83996676161594,B,E,-106.76309093498742,1
Veteran,36-50,D,-121.98205158922289,C,89.62883279550485,B,20.78355384534328,181.95679536233257,-10.83253201289632,4.072438453652382,188.81035607182218,3.0808392215129774,-75.87314436785611,C,-23.760300284200543,48.3387417905349,-5.87261577008713,A,E,150.80184099712787,1
No,51-65,B,85.07995008445424,B,13.19507665060895,D,-59.160263448158965,-13.88850380143006,104.45427691894625,89.68836524043176,-32.14640202932964,-152.09130781105577,145.65436426728533,E,-158.08871007043626,3.875652155559703,58.42148617949137,A,A,16.91159611400955,1
Veteran,51-65,B,-177.81375390973045,D,-4.366070504177959,B,-70.19391531309705,-61.766240874902245,108.0836882309168,145.66505105503214,63.12139068416147,-184.44355986257347,257.80364472840114,C,-0.9505396630262058,150.1325009496123,-291.57542807886625,D,C,-191.36051538306822,1
Non-Veteran,26-35,B,-54.09635022200221,D,-3.8664336149692757,E,41.66277255614833,96.78753058429001,197.48630573027683,-72.74231334096424,140.98613160794372,21.814932560812142,105.81541243223103,C,-20.966695132107986,63.43554343663635,5.774816436885312,A,B,7.9011204174232255,1
Yes,18-25,C,21.648402352384597,B,59.34315188640868,A,-29.763450478025792,93.3684302918173,91.66444460200906,3.2741434165230023,57.092044424516196,127.10128818173303,-88.85556720117536,C,239.19554861352643,-91.29624742964502,60.87599528823849,A,A,-133.02578146522836,1
Non-Veteran,65+,E,166.42082958307455,B,150.82311297742578,D,48.87760588050005,215.63170090256972,-63.143154784133635,-27.64054487170985,143.64141201361807,38.037432501794484,2.3474479760701423,A,62.44745015513238,85.35341023596729,-162.5163061972297,D,C,-52.229561529120225,0
Yes,36-50,E,-12.812050877309886,D,-6.754012579901514,B,-11.32009436775688,-0.14056633784496425,67.87066922482762,59.792093502386,9.914157688372375,38.168846417932286,59.70144833195013,E,21.290568273333193,135.34064484733608,-64.76977418950524,E,E,130.82711203472732,1
Yes,26-35,B,-191.65696465981722,E,-67.16186168271577,E,64.54661550732376,-224.99929454956228,-96.16593255572498,-14.319295376307814,164.31363961423892,-52.680890791964266,-57.163858146026136,C,-229.92060135775517,56.75834354242526,32.256818503485924,B,C,76.32543909867097,1
Veteran,26-35,A,57.51855123466233,B,-48.75039473068185,C,3.1145680869410737,15.804537761728163,-12.213292760901025,87.82746041748737,-157.98698895038058,-157.52015368970663,-95.91504377445825,E,20.896898784222227,136.7563079486465,-51.38822895231209,C,E,7.859610113322385,0
Veteran,26-35,A,42.33267614186278,D,-27.762436184305166,C,18.578266036409268,27.23017710989562,-0.3032130437436252,29.91661763132447,104.87139377388424,-0.964234121944622,103.78913042239637,E,195.14099148923535,10.162490474830788,6.524856392749112,E,E,48.961681319058684,1
Non-Veteran,51-65,A,-169.06557829973337,B,100.9849381031638,A,-31.945913717226947,102.95654141074677,17.53068110865855,-178.524141405374,30.044503873554973,-29.29008289584369,-82.00521522562192,E,-30.679140707645665,-187.69456416541908,44.67944915126317,C,D,55.77368007645458,0
No,36-50,A,30.959034851753252,A,0.12672786959675542,B,-127.37105927845589,-112.20453514093256,65.73576024504695,69.69051825043098,-13.795034927588365,84.85426201551995,82.20199706704435,C,165.5300168310555,-55.76476218280351,-52.08880018121085,C,C,-104.00336531946968,0
No,18-25,B,-100.16074672181452,B,112.67680632679742,D,23.751824779766398,79.55465985481483,-13.65899113607816,155.0106480572748,50.4661925150073,-45.31818786103134,16.80317894496418,C,153.21550669817842,17.484335122644566,-94.56636272547435,B,C,-54.426174758093836,0
Veteran,36-50,C,-13.200403941593159,D,199.20064796558862,B,81.93373033100113,136.9830836835976,156.63249270061027,46.05463880815724,217.12851448711544,59.01182379575894,21.01981343177877,D,5.092827275999695,-28.870284824687836,-95.50993938597908,B,E,-2.2740216694804603,0
Yes,51-65,E,165.33753071783676,C,-154.9747372441368,C,57.137043728188765,-72.02413237370527,-147.66144258580084,-21.75704059069287,-73.22666003262545,65.45687573438312,37.71486857645162,E,-30.01875803187339,-39.97508690129095,-49.60035101095141,C,E,-7.239836195480849,1
No,65+,B,98.3985745406336,E,-3.0580306731614755,A,14.727444143789162,-110.53740368417577,-57.53932372161648,82.35964469444085,-24.000571547018414,-73.54544492131959,-68.31041837664297,A,-55.24505723693566,-114.45286793058102,112.65721149164382,A,C,-18.4529783091513,0
Non-Veteran,36-50,D,203.5742256645773,B,15.845028609432276,D,-38.853670549042604,23.32899942072108,-263.56277852201447,85.45137035162328,-91.57672199947152,25.185195884002106,-51.52077968654838,E,9.046425772861763,134.6905315234887,26.06635690298337,A,B,-44.92084524719161,1
Veteran,65+,B,48.43088940486261,B,108.69287363947433,A,-7.897388354524601,-22.455822591661697,-82.17695095270359,35.208146945746435,130.21112388537125,-76.05442155076202,-86.03547838073398,B,-128.3919712497449,65.98956273880509,241.03522353687472,E,A,-86.97636179894538,1
Veteran,51-65,E,31.704601869940834,A,33.03465051983176,D,-120.87882985780848,-22.957222295762218,-49.57981658691153,33.871474586793475,45.740821199764284,-25.698690914144834,15.64490050831123,E,1.520189266136144,110.00334411886696,120.18545151608144,B,A,23.601289560151276,1
Non-Veteran,51-65,B,139.94701123511618,D,-26.661701194700647,B,86.0508362615423,42.22727617337913,-35.871072902762606,-87.33102930393318,29.78195508897081,62.530894145036285,-177.7979585136902,E,-56.60257559892634,96.39806714900745,67.05642770435377,B,E,19.53411514014372,0
Non-Veteran,51-65,D,-126.6059657399373,A,102.90271879132786,C,-82.82825099180288,-32.14500411266075,-2.1772191392049303,-53.535746214187654,145.18232671529373,-19.87987178232448,1.891964184874117,D,46.09660510836852,-9.337430787170309,-70.70838245913305,B,B,-24.46796074302857,0
Yes,51-65,E,-5.184969386849826,D,2.8906408002170125,D,78.47673755557094,109.0733175374089,-38.3749074951317,116.59579173944404,15.446622432119883,92.6384215325237,0.8210921282825159,C,51.5801241111539,-36.51430469935025,59.44295931954705,E,A,50.15035982656117,1
No,51-65,B,-26.016984331303313,E,45.22450269317401,E,-71.00838720148026,-143.9843399150983,-104.27966749314794,-18.055162948434806,107.03187241880406,-127.78211565929946,37.81244677754684,C,-72.23138600642895,-6.8692683247228645,135.51656102238357,C,D,-129.55075256651546,1
No,36-50,B,24.803170457196064,C,122.0371535318133,C,150.0243158890316,-30.298648392407213,-76.81783874008924,-114.17631268620359,185.27759523271786,-123.53578056747313,-156.72468265866766,C,186.6334801225545,-113.79895489564899,75.25945624808158,C,D,-72.96502837244874,1
Non-Veteran,36-50,C,-63.24211208675249,E,-229.745567903352,A,-129.99329770502942,-141.4867357785436,131.44934898126039,124.71508853936089,7.0046898447254025,-77.18059510648479,-24.459148023768705,B,-118.33484794938175,139.6592639016079,158.75477330422902,C,C,57.7146602637791,1
Non-Veteran,36-50,E,-75.6500362909305,D,118.84613196790418,D,84.6984115997178,-192.97334027721192,-74.33516110737543,-7.272610953390537,50.29227502583872,-213.83614099754223,-22.127925890592568,B,-16.27986247728404,50.229096051574786,49.20834099106971,B,D,-22.33076267474813,1
Non-Veteran,18-25,C,73.2906695965719,B,-58.52032235978447,A,-67.97430666179308,3.3062447795170056,83.74163977328318,27.685740785319553,-175.61762660328887,-7.161403976280903,-146.7215115475266,D,50.534360779868535,73.24193133148734,-44.36962718212904,E,E,-123.95419381942463,1
Yes,36-50,B,78.92101407656206,C,1.9362889818264142,A,-10.64457519087702,57.980297030304776,23.027392547930802,-54.805473031368614,28.124102633623327,-39.9337060255729,119.56624624933876,B,-8.058709876487189,10.472292844510383,60.798267808941496,B,A,-61.23236967371356,0
Yes,26-35,D,-32.360411420749884,C,-105.35683455842369,E,-238.4527744353794,-62.70427512994482,137.95982905613542,-13.955075083216126,-232.10865558636624,16.40141166647932,-59.67219520922505,D,-22.820195169812564,-64.2136374959865,-96.16901482128645,D,C,-15.71920826337084,0
Veteran,65+,D,85.01286095980656,A,-69.6461244752274,C,32.12422314691084,110.58010765933828,45.4928013807139,31.83129331991416,-205.15425285400667,18.136652638201426,-59.50788090705451,A,140.17645165241694,50.357982590841544,60.21789080645069,E,A,-10.422828473819768,0
