veteran,civil_status,age_range,faith,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,target
No,Widowed,65+,None,E,A,-3.2257169060971287,174.37953030404853,A,57.630325551868246,E,E,B,E,1
Yes,Widowed,36-50,Christian,B,A,115.47907234273794,104.34368833567356,C,10.946380002963393,A,C,E,C,1
Veteran,Single,26-35,Hindu,E,E,-65.00830508879783,26.133904233285875,C,54.88097038199729,B,A,A,B,0
Veteran,Single,26-35,Jewish,D,D,3.3692668053559314,-44.26911168049338,D,126.20529090446001,A,B,B,B,1
Veteran,Widowed,18-25,Muslim,A,D,-24.229402087804655,73.73771546325099,E,-153.48323749014878,B,A,D,B,0
Yes,Divorced,65+,None,D,D,28.196426650984467,16.05279846515272,A,97.44087754745028,B,A,D,A,0
Veteran,Widowed,65+,Other,D,D,-19.907188765066767,-93.26427783312509,E,35.46173358769971,A,A,C,B,0
Veteran,Married,36-50,None,D,E,-141.83864312257302,22.76741653908252,A,123.33370818046032,D,E,A,B,1
Yes,Single,65+,Muslim,C,B,-97.50325880470751,-2.5349485550706246,B,-14.474150836532207,D,D,E,B,1
No,Single,36-50,Buddhist,B,D,-157.10884675831372,173.51706566578216,E,118.89108222230837,B,A,D,B,0
No,Single,65+,Buddhist,E,D,114.48669966223525,-119.22051724173646,D,64.50359884809124,D,C,E,C,1
No,Single,36-50,Hindu,C,A,118.4104610472492,-77.74451705682809,E,78.77465798724677,B,D,C,D,0
Veteran,Single,18-25,Other,A,C,-58.96239649586506,60.37824278248323,E,26.662170157787525,D,B,C,C,0
No,Single,51-65,Jewish,C,D,252.50035187620855,-167.9313478794741,D,-78.61440681264597,A,D,C,A,1
No,Single,36-50,Christian,B,D,45.71259705770434,-145.1808661955517,B,-177.900588095586,C,D,E,C,0
Yes,Widowed,51-65,Other,C,D,-10.51354739189984,21.578601802378103,B,47.60073958377568,A,A,C,C,0
No,Divorced,65+,None,A,B,38.19791763380958,76.29949064307567,B,8.839438753176655,C,E,A,E,0
Veteran,Single,51-65,Other,D,D,-49.765480319035206,-230.3094579444529,A,16.599609442822285,B,B,E,A,0
Non-Veteran,Divorced,36-50,Other,E,A,-61.078351607599565,116.91936717149127,B,68.9158151542853,D,A,A,C,1
Non-Veteran,Single,36-50,Buddhist,A,E,-204.79242547672337,88.30401603415288,A,63.5804172636536,D,B,D,D,0
Veteran,Widowed,51-65,Other,D,E,6.452408546072448,-59.5025580401344,A,-43.1898490526032,E,C,D,A,0
No,Single,36-50,None,B,E,35.78505368598732,51.46746271281752,B,-70.29145622232303,D,E,B,E,1
No,Married,51-65,Other,D,E,124.32123411826458,-66.17901239157217,B,-244.79214951472903,D,A,E,B,0
Veteran,Divorced,65+,Hindu,D,C,-209.5592464398809,69.55891642719939,E,-203.69067004731295,C,D,B,B,1
Non-Veteran,Single,26-35,Hindu,E,B,139.32925108444226,78.47272066804412,A,-181.66266717424529,B,C,B,A,0
Veteran,Single,51-65,Jewish,A,D,83.63025381164177,-29.341675594821577,E,39.09436698586134,E,A,D,D,1
Non-Veteran,Single,26-35,Jewish,C,E,-87.97397204806032,215.55647459341478,C,-16.84709600626207,C,E,A,A,1
Non-Veteran,Divorced,26-35,Hindu,C,E,14.419573664185473,-140.26791970828043,E,20.413150343025855,E,E,D,E,0
Non-Veteran,Married,26-35,Hindu,C,C,92.28534136734001,42.054116906934105,B,1.7088247494617779,D,A,B,B,1
Veteran,Widowed,18-25,Christian,B,E,-41.84548052742743,246.33470251270228,D,68.84859346899013,D,D,B,A,0
Veteran,Divorced,36-50,None,D,B,140.45634620676375,-37.350110773510615,E,-270.9047670987466,B,A,B,C,0
Veteran,Widowed,18-25,Muslim,C,E,-41.438480919003595,50.038668733942835,E,211.14001728046802,A,D,B,C,0
Yes,Widowed,36-50,Buddhist,E,B,3.575455030490634,33.25809157972409,A,140.07744807956738,C,E,B,D,0
Veteran,Single,26-35,Hindu,E,D,-156.4452121152429,127.69310013718042,D,-91.60471846481025,A,D,C,A,0
Yes,Widowed,51-65,Hindu,A,D,-44.09860065330541,209.86358194477987,E,-152.5715814003717,D,A,D,B,0
No,Single,26-35,Other,B,E,-126.04501978564045,67.63143616415626,C,1.5831567623815181,A,A,D,B,1
Non-Veteran,Divorced,36-50,Muslim,B,E,165.24316014039417,130.47257416499363,A,220.91540155562694,E,B,B,B,1
Yes,Widowed,51-65,None,D,D,-61.01665750356913,-104.69115611620217,B,-39.40112725924108,E,B,B,E,0
Veteran,Single,18-25,Christian,B,A,153.25228994011155,147.39468189291497,C,-68.33959314465066,D,B,D,C,1
Non-Veteran,Single,65+,Buddhist,E,D,50.99959076146244,36.34799299005526,C,-10.742973110983781,C,E,D,C,1
Yes,Married,65+,Hindu,B,D,3.0005232034978233,129.43498313722836,A,-51.755167263236565,D,B,C,E,1
Veteran,Divorced,26-35,Jewish,D,A,-251.84033383965976,-115.28026731567248,B,76.2291472440065,A,C,E,C,1
Non-Veteran,Divorced,26-35,Muslim,A,E,-3.7074542072615824,15.608035206941778,C,-90.48263785001654,C,D,C,A,0
Non-Veteran,Married,18-25,Jewish,C,D,-65.13323016641999,24.95486846312317,E,-167.57509748482738,C,E,D,D,1
No,Widowed,65+,Hindu,E,D,153.24771533144153,23.89970540796356,E,8.595045130271647,B,B,A,D,1
Yes,Married,51-65,Christian,C,D,88.22445247283962,77.87392674397643,C,-81.20680084405224,D,E,E,D,0
No,Widowed,51-65,None,D,D,2.475085385343774,-192.40670486180815,D,-147.7314298567248,E,B,A,B,0
No,Single,51-65,Muslim,D,B,3.943098686108446,127.86817450848554,D,-2.188951810431298,B,A,C,D,0
No,Married,65+,Other,D,B,-281.75406605075017,-69.50653918947961,E,149.34095473294806,E,D,E,A,0
Non-Veteran,Single,36-50,Hindu,E,D,57.10497425640912,34.339589657186984,B,-21.286235360253034,E,D,D,C,1
No,Married,18-25,Other,C,D,124.6452645617968,-94.16203145406946,E,127.76855697921738,E,E,E,A,0
Yes,Widowed,36-50,Muslim,D,A,30.80793833000782,-182.00034309003627,A,-8.34625515137687,D,B,C,E,0
No,Widowed,65+,None,D,B,-93.1958330518867,-190.6035883093722,B,70.37896112726352,E,C,C,A,1
No,Divorced,65+,Muslim,E,B,26.371920705529977,4.807691511632338,E,-101.33454898171843,E,E,E,A,1
Non-Veteran,Widowed,26-35,Buddhist,D,E,5.942845809269422,-91.99062848883456,B,142.62520335438396,D,A,B,A,1
Non-Veteran,Married,18-25,Buddhist,E,B,20.15338016704583,-47.061658591988284,D,15.631882682885086,B,E,B,D,1
Veteran,Divorced,18-25,Jewish,D,A,-29.567937254265804,-22.183303989316308,A,37.80662398959367,A,C,D,A,1
Non-Veteran,Divorced,18-25,Buddhist,B,A,-164.87269993175383,82.44550420643728,E,-235.65067319700478,A,B,D,A,0
No,Widowed,51-65,Other,A,E,-159.93450296771567,-41.53499406948066,B,100.16615961766394,C,A,B,E,1
Veteran,Widowed,65+,Muslim,D,C,58.44477815063003,-141.83608309326704,A,-276.7146152293344,D,B,B,A,1
Yes,Divorced,51-65,Other,B,E,38.60939042667419,50.43743038520726,B,-2.314412041292746,E,A,A,C,0
Yes,Single,51-65,None,D,A,-56.302261811368325,-14.482543012959498,C,197.02014742473094,D,A,A,C,1
Non-Veteran,Single,51-65,None,E,D,57.136464088167074,81.67373729190153,A,36.264799842406354,E,E,B,E,1
No,Widowed,26-35,Buddhist,E,A,59.91993469568989,108.49708397854245,E,112.38495658359963,C,D,B,A,1
Yes,Divorced,18-25,None,E,B,60.083700225290904,51.48664906311199,C,-157.5036551548134,B,D,A,C,1
Non-Veteran,Married,65+,Hindu,B,E,127.64389580239506,182.3878102835013,B,82.58374204271726,A,D,D,C,0
Non-Veteran,Married,18-25,Buddhist,D,C,111.16194050828005,-132.14810307330757,D,-44.329729207511654,C,A,B,C,1
Yes,Married,65+,Jewish,C,D,59.877081896052154,-59.88958556699443,E,-149.9495671754783,D,E,A,D,1
No,Widowed,65+,Hindu,B,A,42.01356720594262,-113.23581747534217,E,-139.437042220696,B,E,A,D,0
No,Widowed,26-35,Hindu,D,E,-29.83770781694965,11.715899546162799,C,12.646343662823103,D,D,A,A,0
No,Single,65+,Buddhist,E,A,39.31293820140716,-39.268498089842325,C,93.66665648397475,C,B,D,B,1
No,Single,51-65,Other,E,E,216.43649806538917,-11.560219581529784,B,-67.76436050909452,D,C,A,D,1
Veteran,Divorced,36-50,Hindu,B,A,-83.91504882173967,-35.39677720753294,C,-34.17503217342703,E,D,D,B,0
No,Married,26-35,Hindu,B,B,36.47311110436282,15.584298381917403,C,-112.29180616777657,B,B,B,B,1
Non-Veteran,Divorced,51-65,Other,E,B,-128.16434907380864,-33.199082425122896,D,-58.43959203120637,A,E,D,D,1
Non-Veteran,Married,51-65,Jewish,C,E,35.954346072005535,-18.038065254290064,E,-87.54911166921303,C,E,D,C,1
Yes,Single,18-25,Muslim,D,A,-31.833644745587485,58.707532510167084,B,181.19180768608678,A,E,B,E,0
Non-Veteran,Single,51-65,Muslim,B,C,112.80200728724307,-69.67256346276662,A,4.163108852837273,E,A,D,C,1
Yes,Divorced,36-50,Christian,C,D,62.17656530732811,7.127947223085014,D,29.5953826974308,B,B,C,D,1
Veteran,Divorced,26-35,Muslim,D,B,-220.88057274619337,110.47497384001194,C,-31.337797041036037,C,C,B,A,1
Yes,Single,26-35,None,C,A,206.1907957786095,-44.834993480216724,E,64.51834737326467,A,C,D,C,1
No,Widowed,36-50,Buddhist,C,B,-233.22863716206035,-89.88343434441617,D,-171.52330972970222,D,E,B,C,0
No,Widowed,18-25,Hindu,B,B,163.03775808990162,-268.91037198330474,A,-22.747188618534366,C,A,D,D,1
Yes,Widowed,26-35,Hindu,B,C,168.58508830144314,-190.0811829908539,C,68.38281784663027,A,E,D,E,1
No,Married,36-50,Hindu,C,B,108.77152029357948,90.76079081194052,C,0.9885510893980924,D,E,B,D,1
Non-Veteran,Single,26-35,Other,B,B,-80.00899709481246,16.78674735885459,E,164.3035187306654,A,C,D,B,0
Non-Veteran,Married,65+,Hindu,E,A,-59.797005257466786,5.686965728755014,C,142.78888344520325,B,D,D,A,0
Yes,Divorced,26-35,Hindu,D,D,120.93526191789795,-26.264246765587384,D,-67.08589995891465,A,B,A,A,1
Non-Veteran,Divorced,26-35,Other,B,D,187.52714109995833,109.82144583570161,C,81.91450012671494,B,B,E,C,0
Veteran,Single,18-25,Muslim,C,E,19.05970920812685,144.24723058615382,D,-150.83315109936723,E,D,E,B,1
Non-Veteran,Married,65+,Buddhist,B,B,-163.09679803732445,-53.97683302866023,B,96.42738696749241,C,A,B,D,0
Yes,Divorced,26-35,Muslim,B,A,114.33611181226446,269.5336709047031,D,203.2824905468511,E,B,E,B,1
Yes,Widowed,26-35,Hindu,E,C,169.78000419277402,143.04158678598085,A,-85.75199153903273,D,C,B,E,0
Yes,Divorced,18-25,Muslim,B,E,-83.1454849693691,-95.0803162660736,C,-245.20889208945067,D,B,A,E,0
Yes,Married,18-25,Jewish,B,E,23.053118595021775,80.3520302776899,A,-69.28620112721657,A,A,D,A,1
Non-Veteran,Widowed,26-35,Christian,B,D,115.87058142623718,-89.43738790920183,A,192.0128331058206,B,E,B,E,0
No,Married,51-65,Hindu,C,B,-166.5276813558686,0.32873986285250445,B,-27.630528074998374,B,A,E,E,0
Yes,Widowed,26-35,Christian,D,A,96.3886706379549,60.57958788066779,B,-19.655459157702175,A,A,C,B,1
Veteran,Married,65+,Buddhist,C,A,-68.19304541484729,-64.97172669813777,A,-82.07952272920663,A,A,C,B,0
Yes,Single,65+,Buddhist,C,A,-44.40120307622345,-96.88961881514722,C,116.93354105420714,C,B,C,D,0
Yes,Married,26-35,Hindu,D,E,-81.04341602977179,-95.28659101100686,E,-117.47958956937129,A,D,A,A,1
Veteran,Divorced,51-65,Buddhist,A,B,3.1989416479647286,109.34321186446505,A,-47.42596992515222,D,A,E,E,0
No,Widowed,65+,Hindu,E,A,-117.7069619224101,42.0421501934088,E,13.585426413696908,E,E,E,B,1
Veteran,Widowed,36-50,Hindu,A,B,-56.15169560863278,231.76697001477376,D,19.933833893383774,E,A,A,E,1
Non-Veteran,Widowed,26-35,Muslim,A,D,83.91079127468643,-226.36186554013534,E,-99.65915353700676,A,C,E,E,1
Veteran,Single,51-65,Jewish,E,C,-107.45224857043173,-32.90380154941014,D,-103.89067080379239,C,C,A,E,1
Veteran,Divorced,51-65,None,C,B,-30.530780913226792,-62.23332599043713,C,22.04079508601742,B,B,B,B,0
Veteran,Widowed,36-50,Other,C,C,-60.20308739822913,-126.39418578373271,D,-30.423642243503103,C,A,B,E,0
Veteran,Widowed,65+,Christian,D,D,-36.70546368685338,21.00311751939995,E,12.439794171840447,B,A,E,C,0
Non-Veteran,Divorced,18-25,Jewish,D,E,-113.53169180066338,49.59660818053593,D,96.31506293263406,B,E,A,B,1
No,Married,51-65,Other,C,B,-45.13480703960582,-74.47523668439942,A,-143.59310326645166,E,A,D,C,1
Yes,Widowed,51-65,Hindu,D,C,-102.35218956832071,45.67884599848153,E,-30.28457604510636,D,A,A,E,1
No,Widowed,36-50,Hindu,A,C,-38.94333781581369,19.259657753534476,B,-8.960457890803628,E,E,E,A,0
Yes,Married,65+,None,E,C,118.87090882576452,42.71355873781843,D,-66.72694905001025,B,A,B,A,0
Yes,Widowed,51-65,Jewish,C,D,-23.618373593904014,278.5831932047005,A,18.70697289970689,E,E,C,D,1
No,Widowed,26-35,Hindu,B,B,-173.75404980207495,30.261965803843978,A,204.46277357920502,A,C,D,A,1
Non-Veteran,Widowed,65+,None,C,D,-30.21396084217354,-174.00380533850415,C,41.006914180691496,A,B,D,A,1
Yes,Widowed,36-50,Muslim,E,C,-122.49012915311872,-59.12523068706999,D,66.82410849321946,A,B,C,E,0
Veteran,Single,18-25,Christian,D,E,88.84025178847858,-6.014934197339542,E,3.316978266439643,D,E,B,B,0
Non-Veteran,Single,65+,None,B,D,-32.29149692317949,131.38376910679804,B,-127.3792115747054,B,A,A,A,0
No,Widowed,36-50,Buddhist,B,C,-19.571788062282007,-15.125075019780118,A,-7.462670481780448,B,C,D,A,1
Non-Veteran,Widowed,65+,Hindu,C,B,-99.57561022504913,-62.4852216518062,D,-64.49041686871895,C,D,E,E,1
Veteran,Single,65+,Buddhist,C,E,94.51929970778797,11.573367877035546,C,-48.95239603895747,B,D,B,D,1
No,Widowed,51-65,None,D,D,-105.59106860859102,-136.20369936894895,D,-108.11255441199654,E,D,E,A,1
Yes,Widowed,65+,Muslim,C,B,-47.874136600210505,-86.29172015521017,D,10.424986864147844,A,C,C,E,1
No,Divorced,18-25,Muslim,C,C,56.714875899682625,124.30877629061352,C,-29.711430061188302,C,C,C,E,0
Yes,Divorced,51-65,Other,C,D,-49.57691461421766,81.51110071758076,A,152.61480080835392,C,A,A,C,1
Yes,Single,51-65,Hindu,E,D,-155.4510632757894,70.11774946332694,E,110.4908636332151,B,A,C,A,0
Veteran,Divorced,26-35,Hindu,A,B,-85.66526356138066,-41.24441952601679,A,3.0589216920216025,B,B,C,D,1
Veteran,Widowed,65+,None,D,A,-32.162803576247065,-111.37191837584017,A,-85.62915613362354,A,E,E,D,0
Veteran,Married,65+,None,E,E,-91.053874997383,-243.72902606290072,E,-131.74059481278513,B,D,D,E,1
Non-Veteran,Divorced,51-65,Muslim,E,C,-120.35472149405292,19.212428824840696,E,56.9906987633568,D,D,C,A,0
No,Married,36-50,Hindu,E,E,63.39746792809885,121.95294550950311,D,110.3046631161525,E,B,D,C,0
Yes,Divorced,51-65,Other,C,E,79.48530756542915,55.742179999955674,B,78.53423066928102,E,C,B,A,1
No,Divorced,65+,Jewish,B,B,-91.6201160161673,-5.0229761567996345,E,254.53121765917274,C,C,D,B,0
No,Single,65+,Muslim,E,A,-11.976513810893742,-55.5660157918228,D,111.71590229435908,E,A,B,D,0
No,Widowed,51-65,Muslim,E,C,-22.842916716882193,-138.48555275616266,E,13.403238854100325,E,D,A,C,1
Non-Veteran,Widowed,18-25,Buddhist,C,A,-175.67028206094818,17.828884966910557,D,-102.04938155211644,E,C,D,E,1
Veteran,Widowed,65+,None,D,B,66.71860975523991,12.519745492527065,E,129.98935268920164,D,A,C,C,0
Veteran,Divorced,26-35,Jewish,B,D,11.851452438780743,27.372149282373815,E,-9.438171345946518,C,D,C,C,0
No,Widowed,18-25,Hindu,B,E,25.334530741094564,-100.89658636773558,A,-40.71357930240176,E,B,C,D,0
Non-Veteran,Divorced,51-65,Muslim,A,E,-83.81774065928475,46.89824648744143,D,-62.47502207100501,D,A,E,C,0
No,Single,51-65,None,E,C,-135.40567331808737,-58.209813231905926,C,76.90558255183167,C,A,C,A,0
Veteran,Married,65+,None,C,A,118.30567257905633,-78.30804764638152,E,-202.14137428157125,B,C,A,A,1
No,Single,51-65,Hindu,E,C,71.16599880008431,-169.80317645650678,A,-111.84832471792492,B,D,A,E,1
Non-Veteran,Widowed,51-65,Muslim,D,C,114.22577057064214,185.48112489725122,D,-38.93275241472781,C,A,E,A,0
Yes,Married,18-25,Hindu,E,C,-34.65759106437087,-130.47314650896598,A,112.95221864520595,B,B,C,D,1
Yes,Married,51-65,Hindu,B,A,150.25856341411094,-71.35347710510192,B,14.231598603762158,E,A,A,E,1
Non-Veteran,Divorced,26-35,Buddhist,D,E,42.71005497075404,44.61109595573062,B,98.99797827314698,A,D,E,A,1
Veteran,Widowed,36-50,Buddhist,C,D,61.45722397901697,183.8899637491798,C,144.49448134197198,A,A,B,B,0
Non-Veteran,Single,51-65,Christian,A,D,72.20179600362553,2.5804873655098173,E,-20.894373032999273,C,C,B,E,1
Veteran,Divorced,65+,Christian,C,C,16.911074941616732,59.26008380973183,B,-212.81712159592732,E,E,C,E,0
Non-Veteran,Divorced,18-25,None,C,C,-151.94261304878475,146.19792665817502,E,-26.814315763315832,D,D,C,C,0
Yes,Single,18-25,Jewish,A,B,104.22524198498115,79.33287337456024,C,227.19787804278835,A,C,C,A,1
Non-Veteran,Widowed,51-65,Other,C,C,-249.34486871575072,79.83835091280572,C,-149.99939759427875,D,C,D,A,0
Veteran,Widowed,51-65,Muslim,A,B,-104.02833872204604,-78.52249077047378,E,11.604747938167703,E,D,B,D,1
Veteran,Single,36-50,Christian,A,D,-7.353008058224894,-51.21512966241155,C,-11.91427246491665,E,A,A,D,0
Yes,Single,26-35,Buddhist,D,A,39.25860077790876,126.82776167952967,D,-45.62483882480494,A,C,C,B,0
Yes,Single,51-65,Muslim,D,D,22.451799277691823,-19.66281249426552,D,196.16266822144516,B,D,E,A,0
No,Single,65+,Christian,D,B,-120.43632796976986,-19.20352907676859,D,125.81826383465531,B,B,D,B,1
Non-Veteran,Divorced,18-25,Christian,E,C,79.27649708619069,-54.41474004228461,E,-61.960190395289274,A,B,C,A,1
Yes,Married,36-50,None,A,D,23.46903033947016,-7.318368326509408,B,49.42469639431239,B,B,B,D,1
Non-Veteran,Divorced,65+,Christian,E,B,77.31808623732343,-21.965808129453578,C,282.132320109905,E,A,C,D,1
Veteran,Widowed,26-35,Christian,A,E,-86.9829859417345,-56.75109632799129,C,133.9272156086586,A,E,E,D,0
Veteran,Divorced,18-25,Buddhist,C,D,-162.87418056678158,-45.77416905073899,B,-24.525289235470055,D,E,E,D,0
Non-Veteran,Divorced,65+,Muslim,D,E,-83.80455054221065,158.8201801265828,A,-74.2370310910193,D,D,E,D,0
No,Single,18-25,Other,D,C,108.69254261618191,281.02788596052363,C,176.2808518139694,A,D,C,C,1
Non-Veteran,Married,36-50,None,E,C,132.85854301731612,-65.0648995753624,B,9.095978436639593,C,C,E,D,0
Non-Veteran,Divorced,36-50,None,B,E,12.102376915372949,-47.36949409989595,C,15.609980058739485,D,E,E,A,0
Veteran,Married,65+,Muslim,A,C,65.46256796665337,85.2956443804561,A,-19.24151139465463,E,D,E,B,1
No,Married,65+,Hindu,A,B,125.71940022293046,79.01689304155568,C,-9.604749745485213,E,C,D,E,0
Veteran,Divorced,18-25,Muslim,C,D,59.437322976985165,35.35051545977655,C,101.81429702332132,D,D,E,C,1
Yes,Divorced,26-35,Muslim,B,C,-126.12232684481003,14.255289646973331,C,89.87147723547642,E,C,E,D,0
No,Widowed,26-35,Muslim,D,D,21.441089574037658,-14.446150612800091,C,40.38905314354082,D,E,B,D,1
Yes,Married,26-35,Christian,D,D,116.63106680336415,-42.85224456887233,E,-32.76761287727907,E,A,A,C,1
Yes,Widowed,26-35,None,E,E,-80.56009621051086,-22.855844786762578,E,239.678949186071,A,A,E,B,1
Non-Veteran,Married,51-65,Christian,D,A,177.5111394434563,144.34156331571694,B,6.934416022277821,C,D,E,B,1
Veteran,Divorced,65+,Buddhist,E,C,64.9769642348558,22.334515573178663,A,-30.95398729778166,B,A,B,D,1
Veteran,Widowed,18-25,Jewish,E,D,-290.27865640322676,-75.11369089267889,B,-59.11697661055329,B,B,D,B,0
No,Single,36-50,Buddhist,E,A,-10.866731473967844,-240.0018787072921,A,16.744268109117723,A,A,A,C,0
Veteran,Single,18-25,Hindu,D,C,-23.959461773998754,165.5929401543204,B,54.62864473826895,B,E,A,A,0
Non-Veteran,Widowed,51-65,Muslim,D,E,104.51413797785445,-53.09693818068736,E,-154.44332923627456,E,B,C,E,1
Veteran,Divorced,18-25,Other,B,B,-28.286525889781515,0.11660980944390342,C,-94.3292509615855,D,E,C,D,1
No,Widowed,65+,Other,D,B,103.8285502896559,-69.82408285603096,E,184.2058338806951,B,D,C,E,0
No,Single,36-50,None,A,E,34.574686608207436,66.62533025119366,A,-70.00240250239433,E,D,B,A,1
No,Divorced,51-65,Buddhist,C,C,-1.2441000084029057,320.92844798082257,A,124.72911898288966,E,C,E,C,0
Non-Veteran,Married,26-35,Christian,C,A,-112.19836534116597,-122.40424358243722,B,68.1225464298252,E,E,D,D,1
Non-Veteran,Married,18-25,Jewish,B,D,-77.47369701931976,-48.423738918328844,A,-139.00777200373574,E,E,C,E,1
Yes,Widowed,26-35,Buddhist,C,E,-153.12552076311542,-42.43745211870207,C,-173.68979962540175,B,D,A,E,0
Veteran,Single,26-35,Other,A,B,-186.38978780566737,37.871415932411644,C,-222.11331036729192,A,C,A,D,1
Non-Veteran,Married,51-65,Muslim,E,D,212.14356709392987,168.1932354648299,D,-139.98178069138845,A,A,A,B,1
Non-Veteran,Single,36-50,Jewish,C,A,82.20859811350253,14.081619226971616,B,106.92048820797552,E,E,A,E,0
Veteran,Widowed,51-65,Jewish,A,D,-109.44408682968556,-157.69565927713353,E,131.10916033081543,D,A,A,D,1
Veteran,Widowed,65+,None,E,C,-2.4456021575395654,-186.7790731297554,C,-11.263427781792448,C,E,A,A,0
No,Single,51-65,Muslim,B,E,-120.32890691418375,28.723354611635976,A,114.51323497956348,E,D,B,C,1
Veteran,Married,26-35,Jewish,C,A,112.91754127741056,-137.71649504637816,E,108.49439473604396,A,A,B,A,0
Yes,Single,51-65,Christian,A,E,41.49012151895374,71.34481599183789,E,-185.79566095102678,C,B,C,B,0
No,Single,26-35,Jewish,A,E,-3.057719287287763,35.75376433475181,D,-89.21386245944181,E,E,A,C,1
No,Widowed,51-65,Hindu,A,E,49.47868759246691,155.17330636518082,E,-43.57320727400635,A,D,A,B,1
Veteran,Single,26-35,Muslim,C,B,56.31222247516229,27.45549280513248,D,70.62919230778883,D,B,D,A,1
Yes,Single,65+,Other,A,C,80.59326151379209,82.33518342607395,C,116.58997542548566,C,C,E,D,0
No,Widowed,65+,Muslim,A,C,-128.9768981487138,39.00888971265501,E,168.45390956209755,D,D,E,E,0
No,Widowed,65+,Hindu,D,A,-72.16736299685033,-122.18665189478601,E,176.47337147487937,A,C,C,B,0
Veteran,Married,26-35,Jewish,A,C,24.21353547159065,-7.535109783951811,E,-58.29540481608958,C,E,D,B,1
Veteran,Single,26-35,Jewish,A,A,149.41951874753,-105.50263840840005,D,16.771132870776018,E,C,B,A,0
Veteran,Single,18-25,None,C,D,155.1010585258205,25.867334760512428,A,-122.84769131062323,E,A,D,A,1
Veteran,Divorced,36-50,None,A,B,143.09475647795247,-149.54704777361678,D,-88.95717114982831,B,C,B,A,0
No,Widowed,36-50,Christian,B,B,7.73192548868033,-54.49291257296267,B,178.68515540744573,B,B,D,C,1
Veteran,Divorced,36-50,Buddhist,C,A,95.21130521124982,95.63420681652481,C,45.54839527661637,D,D,A,E,0
Yes,Widowed,36-50,Christian,B,A,-101.69753700673884,-54.678091285719134,C,70.35193692353575,E,C,D,D,0
No,Married,26-35,Jewish,B,E,-173.6679426194885,-82.6895493947734,B,-76.67749200348192,A,A,A,D,1
Veteran,Single,51-65,Muslim,C,A,157.69369467777733,138.82946758057017,A,118.16277421410084,C,C,E,D,0
Yes,Divorced,18-25,Christian,E,E,-33.69688314130228,71.77285125237852,A,200.89032499147015,A,B,E,D,0
Yes,Single,65+,None,D,A,-6.973330311527369,-129.68131617139238,D,-177.33986027374348,D,D,E,B,0
Non-Veteran,Single,65+,Christian,C,B,1.1469376985338047,-79.00616250893863,A,-192.3291743485888,B,C,D,A,1
Non-Veteran,Divorced,36-50,Muslim,E,D,-35.16130824588743,-120.75275815585617,D,-136.44018093657343,B,A,E,A,0
No,Married,36-50,Other,E,B,137.17167158142763,52.16173029406552,B,30.143516921906578,D,E,A,A,0
Veteran,Divorced,36-50,None,A,D,-83.22488026715088,10.030308348807177,D,-43.14432934405235,A,B,B,A,1
No,Single,26-35,Jewish,B,E,28.83905538514316,-62.36163854257505,E,-179.47332311156083,E,E,D,D,0
Non-Veteran,Divorced,18-25,Hindu,D,A,-60.9230777520977,-121.57113098039349,A,-85.6723885016456,A,C,A,E,0
Veteran,Married,51-65,Other,D,A,23.38436985524494,32.54814341821311,E,-56.597015871858794,C,B,C,A,1
No,Divorced,26-35,Christian,B,E,124.8057985432255,28.96229069898994,E,156.36528327057724,B,C,B,B,1
No,Divorced,36-50,Jewish,E,D,220.0554126133046,43.978260657438895,D,8.20843399069057,E,C,D,A,0
Non-Veteran,Divorced,18-25,Buddhist,A,C,62.21677030060025,148.87088926872562,D,-4.1822145917562406,C,C,C,B,1
Non-Veteran,Single,26-35,Buddhist,C,C,84.83849881254217,113.38071525290681,B,30.387720159970634,A,C,C,A,1
Non-Veteran,Single,65+,Hindu,D,B,132.909369725392,185.56431547577978,E,-51.84005025231592,B,E,E,E,0
Yes,Widowed,26-35,Hindu,D,D,-36.33159159623446,75.17796032562025,C,53.525354152210525,B,B,A,B,1
No,Single,36-50,Muslim,C,C,-4.311862020256642,47.524675716735246,B,50.10391407628039,C,D,D,B,0
No,Married,26-35,Hindu,D,D,-127.01912746762665,30.10993332157268,D,43.393930133290716,E,E,E,D,1
Yes,Widowed,18-25,Muslim,D,C,2.443361026389713,-73.572363719088,E,145.19976805705065,A,A,B,B,1
Veteran,Widowed,18-25,Christian,C,E,81.99905864288792,26.324687562292254,D,-19.218828610906577,D,C,A,D,1
Non-Veteran,Widowed,26-35,Hindu,A,A,94.76718612031098,-17.216707006352898,B,-102.20941703193603,A,E,D,D,0
Non-Veteran,Single,51-65,None,B,E,-69.01334024027427,-83.40933382723388,D,138.64508131190036,D,E,D,E,0
Yes,Widowed,26-35,Christian,A,C,-65.7434312706476,85.66365079075896,A,-23.29126624501885,E,E,C,D,0
Yes,Widowed,18-25,Hindu,C,C,-46.53509128535985,39.429353302439004,D,25.091886625530318,E,C,D,B,0
Yes,Single,36-50,Muslim,E,C,-0.3699871704284841,-40.835671063347114,D,-114.08476131339233,B,B,D,A,0
Non-Veteran,Married,51-65,Buddhist,D,B,-114.4434397426861,33.02677832149529,E,-11.633587868994443,D,D,B,E,1
No,Widowed,51-65,Muslim,E,E,-0.6057832317479296,41.680614342651396,B,-64.97212052349873,C,B,E,E,1
