Gender,age,sexuality,disability,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,target
Female,75,Other,Both,101.71471930347849,A,5.18560094702776,38.1213039114648,B,-209.94034509964052,B,C,E,C,-68.99155736332489,81.86966273351241,C,1
Non-binary,70,Homosexual,Mental,-58.034245070624394,C,72.02808864195984,129.0309075168084,E,24.334084250226333,B,B,C,A,-95.86665250662182,-23.39503027688849,B,0
Male,23,Heterosexual,None,3.1440110146516225,E,32.80281278219773,-31.396502647692515,A,-59.29798876427097,E,D,A,E,51.995674240283186,-9.459749418980076,E,0
Male,55,Other,Yes,98.97586943198164,A,105.53893012625876,-15.43403508660766,C,4.6990593332953825,A,E,B,A,77.01768237288756,-55.62059375190111,B,0
Other,62,Homosexual,None,6.273706772893352,E,-222.9135761517862,77.80632363809997,C,27.26833292218696,D,A,B,D,113.93730947464375,24.80554363130347,E,1
Male,74,Homosexual,None,103.288340968939,A,-22.42530428884899,-77.54239666072677,C,56.00759560313807,D,E,B,C,-204.1269071960719,136.36582204848762,A,0
M,64,Other,Yes,-73.94744446447108,C,-3.4487961145510018,-6.96806713402252,A,70.98792877537859,C,B,D,C,131.61321017913502,-25.09316497057135,E,0
F,30,Other,Both,-47.549183800678755,C,136.3957887062179,32.97474299442406,B,-36.04521017055708,B,A,B,D,-37.29694244130839,48.39795441936673,E,0
Non-binary,50,Homosexual,Mental,-64.57105281849013,C,-96.3647318000321,-94.07888684594946,B,2.2676831412808935,C,C,A,C,32.80517578612193,214.21643723932644,B,1
Male,38,Heterosexual,Both,4.555478944060063,E,-72.92841165896264,81.11889013456687,A,-117.70483508938645,A,D,C,A,70.92340334491286,29.36575656556103,A,0
Other,52,Heterosexual,Physical,-63.715900149124224,D,-30.505339203248926,-43.22865521708754,E,88.96494508299659,C,D,E,C,-136.74304221549002,210.63622610757275,E,0
Other,21,Heterosexual,No,19.071708344974493,C,-12.461249495743026,-35.9566169379656,A,-55.93332230706085,A,B,A,B,32.6612664579909,-119.61828203058813,D,0
Male,35,Homosexual,Physical,-125.92322902635449,A,-51.074884023617464,47.80555767858052,B,97.00782093153241,E,A,D,B,-204.5620687339731,-128.90860311088682,A,1
Female,55,Heterosexual,Mental,-8.252972051427559,C,93.30222575915765,-131.4219248393499,B,73.67242569729301,B,B,B,D,-82.84556626458888,-265.5398275864374,C,1
Non-binary,27,Heterosexual,Mental,26.70141583642016,E,-20.213506907010448,0.9579327840813162,A,77.76930241138784,B,A,A,C,82.3033616650984,-37.550172734961464,C,0
Non-binary,29,Other,Mental,-91.79616512302759,D,-96.90798258433544,-24.395776419945843,B,12.311204633421609,B,B,A,C,11.84126182212389,-50.084695288510936,C,0
Other,57,Bisexual,Physical,-15.979807255059752,B,58.13986926334044,26.563375868369203,C,-93.80332112485506,A,C,E,D,-39.29398588132221,-50.70127835694919,A,1
M,27,Heterosexual,Mental,109.989500008813,A,-196.4539886606286,21.02547429076523,B,-19.589415548645235,C,D,E,D,-212.4328706281514,-20.149317695023576,C,1
Other,58,Bisexual,Both,-54.3310638939409,C,60.584964020220966,76.45316975891267,E,-121.12873285726613,E,A,B,A,-89.4218364849186,-8.29522839662427,D,1
Non-binary,73,Bisexual,No,-59.646410820425324,B,56.86163847932735,-41.42852006162184,C,-56.97327224380895,E,E,B,B,95.40480158407385,-119.17696224571172,A,0
Male,76,Homosexual,None,-2.845122339592877,A,-107.67232608819938,-94.6446079356538,E,165.71626312537046,B,D,B,D,183.9098117858874,-38.84458191487269,A,1
Other,76,Heterosexual,None,4.221789416138809,D,-180.46887131974012,-28.59148236040626,C,-44.56110905829808,C,B,D,C,9.306681215851551,75.63321305305634,A,1
F,69,Bisexual,Physical,-49.32573237742666,D,-51.10267860934496,115.13700489765881,A,16.765167900732656,A,A,C,E,176.6127459684085,-35.000567560578666,E,1
Non-binary,28,Bisexual,Mental,95.99505914376417,C,-0.3884214109578009,-50.92320626368628,E,178.79408233540454,B,A,A,B,-192.28722599564534,58.47414354160965,C,0
Male,39,Bisexual,Both,-144.93406684424932,D,93.4524328529449,142.92678190539928,B,-107.0702513698778,B,A,A,D,-103.06327449054842,-22.391677791562522,B,0
F,27,Bisexual,Yes,-175.20718602095883,B,33.07493573274763,-104.72803589562885,C,11.242002152928405,A,B,B,D,160.6648945926513,32.88679867803661,D,1
F,57,Bisexual,Yes,124.14400230878897,D,77.15952788255717,17.346233921237474,E,9.74529837075725,E,D,D,E,139.73484224985788,-108.31677996016438,E,1
Other,32,Heterosexual,Physical,94.20955969118943,C,-112.69834124607566,-24.495578099773706,D,110.08856525454694,E,B,D,A,-57.79841633377607,102.2860689599592,A,1
F,66,Bisexual,None,76.57136253141277,B,-112.27382419215324,74.91457747953996,D,-12.13499975098312,D,C,A,A,3.503485785959532,-191.84848126903228,D,0
M,40,Other,None,-16.16499148331543,E,-215.85030706760594,100.07588975932306,A,12.588876500158118,D,A,D,B,-163.96131864367024,-62.31706593563197,E,0
Male,46,Heterosexual,None,-77.2128011015011,B,-114.85179735562257,-77.93285709628748,B,44.83434443187203,E,C,E,B,-163.72425039133827,169.59188143466744,D,0
F,31,Other,Physical,-102.91998361613118,B,-6.866711075818044,0.7201850295663232,E,102.44394294494339,E,A,C,C,160.91866413001406,30.922217265194448,B,0
F,28,Homosexual,No,49.20732736906002,B,99.60852478770808,56.85090945582787,A,52.28000886260573,A,D,D,E,109.07148922554504,19.394096393307066,D,0
F,23,Heterosexual,Yes,-25.9865985505853,C,122.32363542398758,-172.18228767135187,A,97.28117560653108,D,C,A,D,48.716939198351625,-84.88211664279665,A,0
Non-binary,44,Heterosexual,None,125.45043546709856,D,-4.187490487132284,105.61362331661537,E,157.7505764460391,B,B,C,D,127.76605541218811,10.934941905786534,C,0
M,26,Heterosexual,Physical,-126.03994831771936,A,13.015766727114354,-270.81150423056727,C,-10.132445302058091,B,C,D,D,-9.166901416389342,120.24833115384706,C,0
Other,42,Homosexual,Yes,-198.56829072791385,B,122.83491852514308,-76.97267260159809,D,70.59389004749274,B,E,D,A,46.97475423969163,-126.28591169737086,C,0
Male,18,Bisexual,Physical,-27.651739172291844,D,167.97207000452704,89.57105215754683,D,-178.43113218406165,B,C,D,A,-11.830757946296206,-3.8791504698805572,B,1
Non-binary,29,Homosexual,Both,53.94314660574376,A,-21.06890264287858,-47.53532584235432,B,13.505465669898097,D,E,E,B,-64.15694048186222,109.1457482706461,C,0
Female,64,Homosexual,Physical,113.23857964450434,C,128.42018522101841,20.35745367343843,D,70.56531927104263,D,E,E,B,74.6932934184778,-107.82769488774247,E,1
M,55,Homosexual,Both,130.87014838690686,A,-78.50727558113314,-71.22728493333943,B,54.07309561855204,B,A,E,A,60.676485756599455,243.99085834518837,D,1
Male,23,Other,Mental,-179.20886240833437,A,5.8848361852721895,3.6386610259328815,C,184.91653319294312,B,A,C,C,99.30078983662315,-94.41138519482493,C,0
Female,74,Heterosexual,Both,7.560195942379663,E,-24.772099480393127,-78.67448763235458,A,-60.230417987749476,E,D,D,B,-22.152047987700815,39.89931188281647,C,1
Other,25,Heterosexual,No,160.48001043461463,A,98.31675543846073,77.9612662018731,A,310.286710209695,C,D,C,D,139.6676401327587,-156.90850762134616,D,0
M,50,Heterosexual,Both,-69.22550860923823,E,-109.27689924541866,54.63898460570721,B,118.76979149682782,C,A,C,C,209.5216091671098,-197.92149915176557,D,1
F,67,Bisexual,Mental,-21.20664864293751,A,-71.67049790294682,-62.77134269414803,A,-4.737131792752539,E,A,C,D,27.226374725552745,4.758261829692183,A,0
M,31,Heterosexual,Both,8.721433914708381,C,-43.031955673461354,-196.79995660862764,B,0.3051769414922077,A,C,A,A,-13.856791053150424,102.61393423268782,A,1
Female,57,Homosexual,Yes,255.90042563385745,D,40.44094691668884,31.451917692348218,D,-44.708000674374226,A,A,C,E,-59.88457818997919,-158.09920559000426,D,0
M,72,Homosexual,None,0.5109639992446031,C,55.23178039620609,61.56531727427284,E,128.91520488963562,D,E,D,A,16.791125730165042,-108.47031230304984,D,0
M,34,Other,Both,-59.70604631991778,B,36.14297347586805,-201.37633336511317,A,268.28554989873317,D,B,B,E,-144.59543640749754,-119.34513929485968,B,1
Non-binary,60,Bisexual,Yes,-38.07942398401416,D,2.8855756426599473,127.71229932075188,D,-5.083853119828665,D,E,B,A,-196.97062907774927,-98.58893898462657,C,0
Female,43,Bisexual,No,-39.760326884684005,B,123.64818947253691,-1.5146572268921554,C,48.91551302566651,C,A,C,A,88.82134619879615,4.749851016111045,E,1
F,47,Other,Mental,-32.051871429283665,D,4.505905686774775,-141.72384408381006,D,-48.2394493322347,B,C,C,D,41.7366455477504,-106.2116733248682,A,1
Other,63,Other,None,-129.37449867675295,E,-18.313036650915297,79.4825692022929,C,107.8408968227619,E,D,A,C,-79.7805710978756,-174.7638747153241,A,1
Female,69,Heterosexual,None,65.52214622191833,B,-102.98278209053923,81.60264247773792,C,53.65952847088815,C,A,B,B,71.60731569185911,-58.725549987226536,E,0
Male,39,Heterosexual,Physical,39.57917665361034,C,-69.4587324045554,-135.07300204319276,C,-140.94617002576328,C,A,B,E,72.56861329614091,-46.281674831375454,B,0
F,33,Heterosexual,Physical,148.86720277911735,E,79.98149586143597,-13.066631990167766,D,121.87482505428086,C,E,C,D,11.126417387106132,-41.09879370209226,A,0
Non-binary,51,Homosexual,Physical,-106.59165033387252,A,-69.20543842727393,-47.84040753179764,B,85.56689048401384,A,A,D,C,45.02127116935012,125.56232159364735,C,1
M,40,Heterosexual,None,-133.01855883776892,C,23.017900499899085,-27.682886789126005,C,16.26327287369112,A,A,D,C,19.165307482535507,-90.92375534366941,B,0
M,57,Heterosexual,Both,-63.689421888759725,A,-56.735909554867014,36.18327788225991,E,72.21113609149404,B,E,E,C,-109.21735722056331,111.89922794667417,D,1
Female,50,Heterosexual,No,46.208200730400534,E,-140.39229192953692,-165.12213089986844,C,11.969942042213159,E,A,A,B,47.20317368033987,-164.47173409938355,A,1
Non-binary,76,Other,Physical,112.89139462255973,D,24.350527410211793,91.70397572858447,D,-67.84733257321153,B,B,C,A,-38.092703862654254,58.93324314233796,B,0
Other,33,Heterosexual,Yes,-68.56999734209546,A,-37.15110456196314,81.30155230010952,B,-2.3062163890499208,B,A,A,C,166.03056305659177,79.30210719470058,B,1
Female,32,Bisexual,Both,79.8631891569907,A,-75.70597683425679,-35.005410311714904,C,-45.59401618989655,A,E,C,E,-116.30996487708285,44.272829299848276,E,1
F,77,Other,None,55.29886952819489,B,151.33542424047505,41.81748637353736,B,-96.4158558160004,A,D,C,B,-54.54967991361654,23.00831301066809,B,1
Female,58,Heterosexual,None,60.84222343505815,B,197.48244496510338,-8.980971196086108,D,-21.470674126254846,A,A,E,B,85.13803409103656,-59.8653917646419,E,0
Non-binary,26,Heterosexual,None,56.9998804112985,E,23.09258021465049,6.828096786726815,C,10.841598521974559,A,A,A,E,-122.49518803582701,-31.60066625430689,C,0
Non-binary,69,Homosexual,Yes,-163.42042304682337,E,31.128452304895067,41.138802714145214,D,-74.21495225082927,C,E,E,A,-191.28868743998376,-103.16056286407344,C,0
Male,49,Heterosexual,Physical,-44.15145718322787,B,5.330878791946078,-36.40065862251029,D,-68.20850651881939,D,B,E,E,-43.62784028012208,-38.64909652456674,B,1
Other,48,Other,Yes,-173.86680578074692,C,96.75496523563316,146.8375479378477,B,61.31925648887978,A,A,B,C,4.019467317379046,-70.35901114894962,D,0
F,54,Other,None,128.1474997190742,D,-121.88116433653595,98.74278065248512,D,119.2441275302816,D,B,E,A,42.121699325399035,-94.02450402433871,D,1
Female,21,Homosexual,Both,-11.335144363489565,C,-133.2197767990776,19.559024492049833,D,-61.45459549728173,E,A,D,A,69.18577842652361,257.6464169177273,D,0
Other,57,Heterosexual,Yes,71.64991899823839,E,-219.66222328946762,166.31751297694044,E,89.49138780698843,B,E,B,E,-251.66388399036902,172.90760637557477,B,0
M,76,Bisexual,Yes,-123.6362842540128,A,-40.60520413142788,-125.50855500378144,A,-132.09840583808054,B,A,D,D,9.93336519311201,57.73870742958436,D,0
Female,69,Homosexual,Physical,155.95200977391818,B,119.8358955823805,-43.07096415427569,D,-85.36818361863449,B,B,C,A,49.11538441210708,-302.41829052212574,B,0
Male,77,Heterosexual,Both,-10.585715255499705,D,39.30772797309493,-143.87394062672246,B,-133.1153640316267,A,A,D,C,-56.130494544322296,90.18327031942697,B,0
Male,70,Homosexual,Mental,86.57359351372291,D,-48.0366214460038,130.62704341070014,A,-109.87305278675856,D,B,E,D,90.09200845275892,89.58173024210336,C,1
Other,73,Bisexual,Both,-182.1312865626682,E,-19.542344758810707,-97.69191969308224,C,-2.737704845592678,E,B,D,B,87.78756734092322,-75.62449430709307,D,1
M,74,Bisexual,Mental,13.466245890310466,D,-63.94112478150724,-210.34536413539482,D,-124.42685472050985,A,D,A,C,8.733589092990094,107.12547393764926,B,0
Other,49,Homosexual,Both,32.413726815493035,E,224.72299520076606,-27.610931343154753,C,-73.03942034009961,B,A,D,A,-29.664632874758468,-105.98245883876231,E,1
Male,42,Homosexual,Physical,8.568387725468417,A,-45.06646130283162,-25.50663104396097,E,-105.28632582236315,B,C,E,C,-79.32568249199477,-36.95786948027178,D,0
Other,62,Heterosexual,Physical,-2.6392021635867757,E,-118.29854148653986,7.7899353881136,A,84.1421115425492,B,C,B,D,-27.59073030072158,-26.632708108218004,E,0
M,32,Homosexual,No,-7.39263806260648,C,24.422501771754625,221.36563558762137,A,22.814577152931232,A,E,E,E,-52.84040135628963,-87.30767097161825,D,0
Other,41,Other,No,-58.34530282354675,D,53.170097206935466,-99.39398383119831,C,-1.2216641710830074,E,C,D,B,-191.46946163687423,-2.382363691950296,D,1
M,51,Other,Yes,-186.865766087209,D,-55.07467080620005,-87.95348008542231,D,22.96673749936548,C,B,E,C,-73.05772848817085,-59.539511759693234,C,0
Female,67,Bisexual,Mental,153.25521491162831,E,72.45660972864874,81.18590321348537,E,133.27674082467783,C,A,A,A,13.297337903773396,35.62135072151719,C,1
M,77,Bisexual,Yes,78.62886569752851,D,-91.01039067063554,15.5052852710124,A,26.313765573912416,B,A,B,D,-204.86169140216458,-21.63576316546452,C,1
Other,34,Bisexual,Physical,-7.574630830811721,B,-91.78639728729871,161.47366288378714,C,-49.37091783557642,E,B,C,C,-164.39066512914732,-110.05699551814581,A,0
Female,45,Bisexual,Both,-10.239351479538767,A,121.42956219661616,-141.81835327153175,D,66.07271495695008,D,D,B,E,-4.911052505861621,43.10262274360627,C,0
M,21,Heterosexual,Mental,93.7243405032222,B,8.924446799842691,-42.47265481039694,E,-27.603510648584322,C,B,E,A,47.2314701515509,-40.865105053124225,B,0
Female,61,Bisexual,Mental,-60.320137041486134,A,117.90076961902275,190.46007318195927,A,-139.42233346162735,D,A,A,E,59.628373925114595,77.36106578877909,A,0
F,40,Other,Mental,-18.03646742949663,C,-14.325001626028513,92.27582049359481,E,-57.41221018603062,C,C,D,E,-148.15082897251588,-262.6544922574643,E,1
Other,41,Homosexual,Yes,24.0990345445801,A,-6.407308803340451,-13.3713691402278,B,-66.5295273795995,B,E,C,E,70.63397405836743,-73.37958369007266,E,1
Non-binary,74,Bisexual,Both,-26.239540036581303,C,-120.54137731252045,-61.19389248612646,B,-72.71736299045703,E,B,A,E,-90.43274298323183,191.692796730957,B,1
Male,50,Bisexual,No,-176.3126286486843,B,0.7628723981319678,61.194884112793424,E,6.0481963368844305,E,C,A,B,55.37742798439873,112.0768461876106,A,0
F,65,Bisexual,Mental,-67.23789629354671,B,-32.38621800708755,-72.8924310364278,E,-151.77212363911528,A,A,A,B,157.06768137301046,157.87411367657663,A,0
Non-binary,66,Bisexual,Mental,71.45854481675138,D,-51.603250611567034,-46.76042173833871,B,43.073731593190814,D,C,E,B,0.22428828805111964,-56.06448918285687,E,0
Non-binary,49,Homosexual,Yes,-63.03060879730417,B,83.72539800703424,-12.694001093177373,E,-89.52306071744398,D,B,E,B,-70.06654580982482,-66.09965649474601,C,1
M,30,Bisexual,None,-65.49682234490487,C,96.01431862459735,66.09079908418859,A,66.53027500569996,D,C,E,E,-75.7673925194666,-32.057087625714225,D,1
Male,54,Homosexual,Mental,42.696817203302835,A,-103.03020725120571,1.2853206124951022,D,90.30514729141612,E,C,B,E,24.634301056519288,-23.750523300999678,E,1
Male,74,Other,Mental,72.43132406372482,E,-24.369119775999636,-59.46814634771419,B,1.337381369524357,C,C,C,B,3.822622949347105,-139.2915860122682,B,0
Male,32,Heterosexual,None,-4.1662574877586085,C,-21.898897561246624,125.01691047561079,E,100.62745095284511,C,A,B,A,-33.397407738713866,-16.104298411368717,D,0
Other,65,Heterosexual,No,22.947333510119904,C,5.508605557375681,11.225710332689207,C,26.25866337634849,D,A,A,A,37.211616716496984,-43.85481339285906,B,0
M,45,Homosexual,Physical,51.0774104144086,C,129.0279719262059,18.619762491954706,C,30.76097711240358,B,E,B,D,-56.29012874008239,-256.7112979465444,C,0
Female,47,Bisexual,No,-137.8455838174305,B,145.023663348467,132.24075418496818,D,-10.925176919315994,A,C,A,E,88.53973683721352,-6.750709108084077,C,0
M,66,Homosexual,None,-86.26382532362443,E,-199.6840908349502,-31.496820438178318,A,-146.5237307474044,C,C,D,D,165.31638609883706,-56.501692710263185,A,1
F,51,Heterosexual,Physical,14.8387859609558,C,-35.03412528599215,25.31897888298815,E,130.8042353788125,C,E,E,E,-7.251755150277392,126.06046902609917,E,0
Other,64,Other,Both,21.304078918676637,D,-276.9807862980093,-44.10034377140165,D,-114.1597650233827,D,E,A,C,89.03013526278323,-3.0310194735690144,D,0
M,50,Bisexual,Mental,22.00334630713239,E,-24.43512517308888,92.96568206962218,D,52.42885567371539,E,E,E,B,-16.608108077568403,42.613305712395416,D,0
Other,73,Heterosexual,Both,-145.20021550712107,B,29.15939233138453,-58.19546575392389,E,-143.89355259127512,E,D,E,D,-92.27789628915566,-164.2271933876863,E,0
F,50,Other,No,26.67911655269005,A,-40.62720922552585,118.02437765079175,C,-68.13076772854319,B,A,A,E,-30.34806370493646,10.89081424651307,D,0
M,60,Other,No,-69.97497544185384,D,-73.99174606292767,-80.0199523759912,E,173.59166566233165,A,C,A,B,-271.5835118625757,308.38291583088824,D,1
Other,72,Heterosexual,None,-61.35644225008734,A,14.117902339070728,99.55816374343378,D,41.184623388471564,B,B,B,C,78.55359115113252,138.01883983215518,B,0
Non-binary,50,Heterosexual,Both,-93.29289945688787,A,-79.79278537064233,-72.64721495258493,C,77.24904939793326,C,E,B,E,-211.75925322802044,-75.91987479053013,A,0
F,41,Homosexual,Yes,-13.089856600962573,E,-73.47599253610998,48.17973477084017,A,-5.793604445341012,A,B,D,E,-62.8262377748016,83.257539421585,C,1
Other,41,Other,None,-81.08521647108095,E,14.288707417616017,-61.15486704238143,E,129.96301297257477,E,A,B,E,-73.21468916694043,40.76895675316729,A,0
Female,25,Other,No,-38.69509288169326,A,6.360254757536649,27.335745888956726,C,-47.513335045804475,D,D,C,A,85.65968613415357,-1.4362103340963452,C,0
Non-binary,22,Homosexual,No,-209.7914718166582,E,154.85780671453207,98.37652706693856,A,-120.56981236084275,A,D,E,D,22.821589330250657,14.224568442852824,E,0
Non-binary,55,Homosexual,No,290.97659608257425,D,-52.55087333183081,130.46039414075415,C,-105.50825409495755,E,B,A,C,-59.464175281844966,11.012407083086796,C,0
Male,76,Other,No,50.16668011738994,C,161.32941864891595,58.389337742954616,B,-37.509240966917766,C,C,D,E,-27.71289154686408,32.12446986060167,D,1
Female,63,Other,None,209.51301793245932,A,67.26201222036735,24.2931388207981,E,57.51797159541333,B,B,B,B,-6.622910421246979,97.292344391144,A,0
Female,66,Homosexual,Yes,-146.45890675419687,E,-112.18890244946455,165.24140341362047,D,-50.07282129064956,C,E,B,B,-2.280535302251929,81.16644273458988,D,1
Female,70,Heterosexual,Both,6.705476315188971,B,-36.188876457512556,40.0983661741013,B,-92.27754383929016,B,D,B,D,26.49783524613748,167.53056398324503,A,0
F,60,Bisexual,Physical,100.39770018511803,B,-230.7980851850539,-53.0890112957393,B,-41.21055046748874,D,E,C,E,-130.15141240679486,-92.04308635672146,E,1
Male,79,Homosexual,None,85.02576391631032,C,-244.61598218855949,45.890437044100274,D,-169.39555300227985,A,C,A,E,37.297846352813444,-32.261597480275825,D,0
Non-binary,76,Heterosexual,No,44.62021334627576,E,-2.3052089344454996,-6.663567303410067,E,38.00259399055923,C,C,D,A,16.255668030296814,-84.18278788139281,E,0
M,30,Other,None,64.6150289032443,B,161.91358489223586,-170.34702120836343,A,171.21643929733352,D,E,D,B,83.18999262166494,-124.83544949133707,A,1
Non-binary,65,Other,Yes,-58.39232039013606,B,190.47461691037543,-152.1947941065652,D,91.63390238290701,D,A,E,B,69.39603567169154,-28.940919441636037,B,1
Female,61,Heterosexual,Both,-12.497443703513317,C,51.0874926762189,106.523309936678,D,-35.88722992855263,E,B,C,C,-91.71899751338853,-24.70993070440064,E,0
F,21,Homosexual,Physical,-206.04671891141217,D,196.5380557328171,-180.1212364443344,A,-5.71091930801648,C,A,D,A,40.92297518946254,-85.28252036450051,A,0
Non-binary,75,Heterosexual,None,-107.29842695728603,C,45.30700407366305,-98.0881311984728,A,-116.81792698065337,A,E,A,C,-78.18919611457058,166.2041910558331,A,1
Non-binary,64,Heterosexual,Both,-144.44219684454097,E,-91.21884673238957,-154.56291127196647,C,93.48269813422475,C,B,C,E,-136.89904831509457,-53.16840233953971,C,1
Other,46,Heterosexual,No,87.92251281879821,D,85.98110162976383,83.45271260519335,E,3.074935721151327,A,B,A,A,-88.87141457360651,-40.938269161184486,D,1
Female,22,Homosexual,Physical,-51.73762033335573,B,-24.607387813685513,72.58737144323955,C,-75.51600124262623,A,B,B,C,217.85574669353474,73.33211025165393,B,0
M,48,Homosexual,Both,36.72181141659209,D,23.96332185750594,-61.62563787784448,A,80.64685924179298,D,A,E,E,38.317590068654305,-196.6402154917784,A,0
Female,44,Bisexual,Physical,-75.8773808466101,E,-44.820068570484636,-16.860022970222527,D,-5.438573779853692,B,B,C,B,-201.75662352015635,-11.23727735087284,A,1
Female,77,Homosexual,Both,-149.85889396741157,D,-73.4771530472477,51.127825421868344,B,-8.812483941606454,B,A,D,C,-16.122446778056617,-196.66957227777368,D,1
Female,67,Bisexual,Yes,128.64785129957951,E,-131.0175079957314,-66.43895411059879,E,130.22508095525916,C,D,A,A,63.52690545068227,20.131462370842023,C,1
Other,48,Heterosexual,No,-58.916879063715555,E,19.92895479042618,-32.69106033302877,A,-164.73247997529643,B,B,B,D,96.05000594418561,3.9870592513714267,B,1
Non-binary,37,Other,Yes,218.15954274833675,C,-146.36752810966541,-57.358588156029654,B,77.74319862728024,A,E,D,C,34.36068823692724,56.72574278779471,A,0
Other,39,Bisexual,Physical,40.03246309619347,E,-51.52578327569963,115.20663062408647,B,25.99270933431972,E,B,B,D,6.731810908612214,125.06904631791464,B,0
Non-binary,65,Homosexual,Both,-92.2630857791762,E,61.43645744925853,85.37626756873817,D,20.837926300421508,E,D,D,E,219.868020101507,60.89848371177802,D,0
F,68,Bisexual,Yes,-121.26660591539282,D,24.61785255859655,37.94942197232568,A,-121.30314541810145,C,D,D,D,75.90488199255142,-95.1311939803502,D,1
Other,30,Homosexual,Both,-18.518881201121218,E,-87.54506269679777,26.848958188686446,D,-4.848278551578732,B,B,A,C,-55.36700103710685,-124.9851027544461,D,0
Non-binary,48,Homosexual,Both,73.35341706931546,D,-173.39444077105412,-221.11805733720576,A,171.74946092113046,E,D,D,C,-52.23978885669507,78.80314738757896,B,1
F,20,Bisexual,Yes,-75.2087774033738,C,-97.46134841785825,21.137984996233094,E,-104.95630165495342,B,A,E,D,85.6883467957123,124.6316388752143,E,0
Non-binary,52,Homosexual,Both,10.088990350353203,D,-74.03742304244632,-25.50390762680478,B,-9.231119153521028,B,C,B,A,206.65971682931485,-32.99603303972879,E,1
F,59,Other,None,36.670542166884054,D,45.18433267436674,14.74874187323868,C,107.77633668803288,B,B,D,B,56.39622733199063,192.5035034492884,A,0
Female,32,Other,Both,114.83725112226179,C,-207.01118424530597,78.77223213704944,D,30.98053292278207,C,D,E,B,128.05306852924693,34.94551882082737,D,0
Other,65,Homosexual,None,169.67163398217778,B,-195.46573083552585,-20.498303214355232,E,-41.53624105189513,E,A,A,B,-6.966637735400999,15.095377055509958,D,1
Other,46,Other,Mental,24.491609336907086,D,-60.69872845695846,158.12934859946338,A,28.59275845508598,E,D,E,C,101.51511249087622,-35.66757627485363,D,1
Non-binary,25,Bisexual,Yes,-42.64191359432201,C,-58.89902431845574,-31.036631705500128,A,120.43299210898535,E,D,E,A,26.390167436154638,76.11967808219994,B,0
M,65,Heterosexual,No,150.71214253290674,D,-131.74455614370052,-69.24233132004308,B,-216.09891059699376,E,D,C,A,-74.83698706426415,99.9189291813816,E,0
M,61,Bisexual,No,-108.75239148843396,E,-98.95969373208321,60.38533619304357,E,64.41509854474938,A,D,A,D,65.9869503907087,-69.4530732635785,E,1
M,50,Homosexual,Mental,-2.355593381872412,A,6.233604383669405,138.71448722987952,D,190.89054031274208,C,B,A,A,13.450415681948384,-183.88287234254415,E,0
M,60,Homosexual,Both,-93.8114585978884,E,-53.962682181896916,60.66707262509986,A,-88.07670579559567,B,B,C,D,92.86316131024408,-190.52658857924393,D,1
Other,33,Other,Both,121.77946215069832,C,5.775351938586327,17.252929139841925,D,-66.0111613479478,B,E,C,C,-32.626220548039974,18.042021628086893,B,1
Female,77,Bisexual,None,-112.39425637330554,E,128.34339469993571,-55.15656569179299,A,81.05151435891813,E,B,D,A,-55.31149794060892,115.75504094419449,C,1
Other,24,Other,Physical,148.09381779142322,A,-21.314209548106295,-132.2032139587025,E,-104.71031422557297,C,B,C,E,-96.0071358732068,18.412705015647244,D,0
Non-binary,42,Other,Physical,-61.97715345628657,E,-20.137529575892835,-158.64661572604518,B,207.8485749194289,A,A,D,B,-109.07592972220537,50.846228766630986,C,0
Other,62,Bisexual,No,90.07813089329439,C,65.5408709198281,29.217316368640176,E,176.07846389744992,B,B,C,E,-171.78585966010988,72.15576697358317,A,1
Other,56,Bisexual,Physical,-75.97896054815074,D,-90.8893454360837,35.675279099333125,D,23.000343375524,E,D,C,B,-209.3163458167468,15.2753491896782,C,0
Male,29,Homosexual,Both,24.064851688822607,E,8.872457634816568,135.09600867397305,A,102.4994577807792,B,C,D,A,72.95996007795466,-225.7181838363398,C,1
F,76,Homosexual,No,237.93598415729355,C,-74.29332007228226,-88.41705827752662,E,-73.34122397107666,E,E,C,B,39.68654492671767,-109.99081597079284,B,1
Other,53,Bisexual,Physical,-0.8769170822062087,B,76.58244084798365,-95.32356575257637,B,20.101200516200716,D,D,E,D,-39.06718273336983,-155.40644645019682,C,0
Other,66,Heterosexual,No,-89.77431122225316,E,98.40902821511915,-61.54756099431151,B,-12.742443574476919,B,B,A,B,103.05493210958431,-51.52249655742719,B,0
M,59,Heterosexual,Both,-42.30823947394938,A,40.70173089221296,137.40426151997477,D,-82.82337928961388,B,D,C,B,-144.27976338012763,79.86626568843113,E,1
Other,42,Other,None,121.89669560474697,D,-65.00555947484987,-40.64124190609413,B,-81.72481399563569,C,E,E,A,-143.80585097667736,-101.82872993546712,D,0
M,48,Other,No,-28.313098348935643,C,140.2259673795454,-36.1459526122287,B,-31.049861105308047,B,A,D,B,-22.043316890838483,121.40522729275347,C,1
Female,23,Other,Yes,-55.2498092120244,C,-9.950502325849287,116.33704945413098,A,15.743388737686779,D,E,C,A,-170.96851256244645,-52.26040993642166,B,0
Female,35,Bisexual,Mental,-28.038966497796945,C,-70.42026801826009,24.247221130368896,A,93.04134229215309,C,A,C,A,50.26471591232532,18.65454991628038,B,1
