ethnicity,Nationality,age_range,faith,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,target
Black,UK,18-25,Jewish,B,86.20563889082543,C,B,E,68.35645198487978,A,A,21.874085622571265,B,E,0
African American,China,18-25,Christian,D,-119.14414151463741,A,C,E,8.05169241077381,B,D,-86.07543626833808,E,B,1
White,China,36-50,Other,B,33.0100055064016,C,E,B,113.38715786123159,D,C,-4.155591140903717,A,B,0
Asian,Mexico,26-35,Christian,A,139.55411947078244,C,C,D,25.03001726374859,B,E,-130.83952629823406,D,D,1
African American,US,51-65,Buddhist,E,0.4549790873272199,A,D,E,-48.14067620248213,C,C,119.05721793806686,C,A,1
Black,Other,18-25,None,E,17.183459984460846,D,D,A,-10.917408407414229,A,E,-133.90326538651146,D,D,0
White,China,26-35,Jewish,E,-118.3439940736333,D,D,D,-68.87142382470597,B,C,-37.473878681980324,D,D,0
Other,US,18-25,Other,D,9.439403925474895,C,C,D,-28.49345589692827,D,A,-38.91382926597139,D,D,0
Black,UK,36-50,Christian,B,21.839395826658826,E,C,A,-9.797150364662869,B,D,-76.54765123662078,E,B,0
Other,Other,36-50,Hindu,E,-11.852918936972756,E,C,D,86.15972632938306,A,B,25.400904169084466,C,E,1
Asian,Brazil,65+,Christian,D,58.53480986831413,C,D,C,38.01748620372031,A,B,6.31795303309453,C,E,0
Other,Mexico,26-35,None,E,-4.709539670208986,C,A,A,207.07450903187095,C,D,1.9177513726925306,C,B,0
Black,China,18-25,Other,A,-10.64585163532312,D,B,A,8.405193048959303,A,A,53.92377100962027,E,E,1
Asian,Germany,65+,Christian,C,69.64137582967295,D,D,B,46.92820236740906,D,E,122.00619682278966,C,E,0
African American,Germany,26-35,Buddhist,A,-40.5351199849559,A,C,D,-46.40170863378411,C,C,126.6843046411488,C,C,1
African American,Brazil,36-50,Buddhist,C,-123.36759783963768,C,A,D,5.13962680191853,B,E,-64.43668566105859,B,A,1
Other,Mexico,36-50,Christian,D,150.08093987005475,A,C,D,-57.72821986984944,D,A,-202.0062055951953,A,D,0
African American,UK,65+,None,B,-63.68748254014327,C,E,E,-76.13541761850813,D,A,-143.26005201864754,A,E,1
Black,China,26-35,Jewish,C,107.6317327558084,D,E,D,-57.91646363867524,A,E,-79.73924745453533,E,E,1
Black,Germany,65+,Muslim,D,-6.1790280930033985,B,D,A,46.07256627221883,B,B,-35.793466243497704,B,D,1
White,US,18-25,Christian,A,-6.607145922744456,B,B,B,-47.13333279666752,D,E,-114.92213859411031,E,E,1
African American,India,26-35,Other,C,-23.18025980665159,A,A,A,120.49718880873263,B,B,52.61396937766625,D,E,0
Hispanic,Other,36-50,Other,B,3.633731902969183,C,D,A,13.497421532215043,D,A,158.87403717015582,D,C,0
Other,UK,36-50,Jewish,C,89.35082123326067,C,A,A,49.715152096300265,D,D,132.49079191596803,A,D,0
African American,UK,51-65,Christian,B,-78.69029275080483,C,A,D,168.3283720680368,A,A,-5.7381838670599645,A,B,1
Asian,China,51-65,Christian,C,45.314515962769434,B,E,E,23.286543574991985,E,A,-61.73553249391526,D,E,0
White,UK,36-50,Hindu,A,-48.54434349187635,C,A,D,29.03768644573379,B,A,-101.63213879041145,B,E,0
White,UK,18-25,Hindu,E,-125.3773432474286,A,A,C,-277.2139613432637,A,A,-2.8404401125690106,E,C,1
African American,China,26-35,Buddhist,B,61.24180575798485,C,E,E,-77.41465885482471,D,D,-66.35235192109054,A,E,0
Asian,China,51-65,Christian,A,-138.7030516597716,D,A,E,108.71983868843034,C,E,126.71093875202983,D,D,0
White,Mexico,18-25,Christian,E,33.18692698363812,B,A,E,-82.67637997465233,C,A,-22.43354618658055,A,A,0
Hispanic,India,65+,Christian,A,-147.98769964107623,C,C,B,-152.93263556582895,C,E,35.931930011917565,A,C,1
White,UK,51-65,Buddhist,A,4.950020867333518,D,E,E,-77.25490449183584,E,D,61.65314857088258,B,D,0
Other,Germany,18-25,Christian,C,49.219134845726025,C,A,E,-184.39295570160502,C,D,-88.62843395644518,E,A,1
White,China,18-25,Muslim,D,-140.61967624829447,B,E,B,-34.68626631795914,A,A,-167.87309802151654,A,A,1
Black,China,65+,None,A,-75.09877732284689,E,A,E,-28.127484228476817,D,A,166.69029348801482,B,C,1
Black,Brazil,36-50,Buddhist,C,-2.141276123905641,D,B,C,62.357839393933126,E,A,56.69319578411698,A,A,1
White,Germany,26-35,Other,B,-49.42999431155281,A,C,E,-99.21315796022961,A,B,-152.58245635652347,D,A,0
Other,Mexico,51-65,Hindu,E,289.47815709717554,D,E,A,187.2284509003026,C,A,-140.32189879832777,A,E,0
Black,US,65+,Buddhist,B,-55.30156228107742,C,C,B,175.4179904458905,E,E,40.090839297509056,D,C,1
White,India,26-35,Jewish,B,17.988629869706397,E,D,B,-63.857053463176605,E,E,-91.2035788199971,A,A,1
Hispanic,China,26-35,Hindu,D,55.74344993249426,B,A,A,-12.943926556707275,B,A,143.4949688947679,D,D,1
Other,Other,51-65,None,D,69.43116229938012,B,B,D,83.19776715173907,A,B,56.443510090614346,A,E,1
Other,India,65+,Other,E,-138.1489976165225,C,C,D,93.20282896864015,C,B,-70.82293807358039,B,D,1
Other,India,26-35,Other,D,-100.01364577345846,C,A,C,10.799594708575242,C,C,0.34738304139828163,E,A,0
Hispanic,Brazil,18-25,Buddhist,C,-21.720394286455086,E,A,B,68.79105124171006,D,D,-14.617678057506595,A,A,1
White,India,18-25,Buddhist,E,140.00974534594215,C,C,E,65.34821083239639,D,D,-8.993182662905149,E,A,0
Asian,Germany,51-65,Buddhist,B,36.814309024948805,C,A,B,130.60932501439947,D,B,-165.83372553586983,B,E,0
Black,India,65+,Other,D,-58.91023677120114,E,E,B,204.31839754745073,C,E,25.41010603333924,C,D,0
Hispanic,Other,26-35,Other,B,-147.09240078638783,D,D,C,165.97735865998786,C,E,161.91839448206883,B,C,1
African American,US,51-65,Hindu,B,48.77478037350739,E,D,A,46.12796124503006,C,C,165.99445159598028,D,D,1
Black,Germany,26-35,Other,A,-44.255926011463266,A,D,A,-93.91133646848388,C,C,40.342058902248134,E,C,0
Black,Other,26-35,Jewish,D,147.21946639835184,C,D,D,9.952809829686982,A,A,76.62487501978731,D,D,0
White,US,51-65,Hindu,C,86.326131913371,B,D,C,82.95031859722351,C,C,-208.07202703071624,E,B,1
Asian,UK,26-35,Buddhist,B,-24.077929207520324,A,D,E,-285.05980590814147,B,D,-83.18833503253667,C,B,1
African American,China,65+,Hindu,A,-37.37748013607501,D,D,D,-83.43799464000622,B,C,-43.60850153678096,D,A,0
Hispanic,Mexico,36-50,None,A,-99.18686124965991,A,E,A,-78.4687339099504,E,C,28.481867658929723,D,B,0
Black,China,18-25,Other,D,8.424108004988664,B,E,A,-112.51623624163582,C,A,-25.817817039829606,B,D,0
Black,Other,65+,Other,E,155.44581697140666,B,A,C,17.78517702833687,E,C,-24.6324325767597,C,E,1
Other,Brazil,36-50,Jewish,D,74.13782629676683,A,E,C,-59.006899283318226,D,C,31.82597717445067,C,A,0
Black,Brazil,51-65,Christian,A,-17.772259593912157,C,C,B,121.86765304289733,A,C,80.85822806182392,A,E,0
African American,Mexico,18-25,Christian,C,-87.63794929047084,C,E,A,-87.24210845022084,C,E,7.4717866355744595,E,E,1
Hispanic,Mexico,51-65,Buddhist,D,19.05710860351546,A,C,A,-49.13810377163284,E,B,34.59388061390703,E,B,0
Other,India,65+,Muslim,E,54.40924381083707,A,C,C,-47.486089512460325,E,E,-72.0045997543307,A,E,1
Other,China,26-35,Christian,C,-155.55910390888482,C,C,D,-57.09534824412531,B,A,-86.7841000044765,C,E,0
White,India,65+,None,B,72.37913826229067,B,D,A,-6.5898396237993815,C,B,-120.27327457453532,A,C,0
Black,UK,26-35,Jewish,E,22.975176891447433,E,E,A,-62.86848896348235,D,E,65.7777029649162,A,A,0
Other,Mexico,26-35,Other,C,-125.43084738833036,B,D,B,37.23439998986131,D,C,-61.487570918778054,E,E,0
Hispanic,China,51-65,Muslim,A,102.49925874890707,A,C,C,34.29856793537107,B,A,10.232740501227896,C,A,0
Asian,Other,36-50,Buddhist,C,-92.78032703261138,E,E,C,41.95826325129495,D,D,27.548781505361802,B,E,0
Other,Mexico,65+,Muslim,A,-282.562934279816,E,C,C,-27.297951188495915,E,A,-24.23003010196737,D,B,1
White,Other,65+,None,C,-3.7974723608620864,B,C,A,40.702935581171225,A,E,-189.0624653688399,E,A,0
African American,Brazil,36-50,Hindu,A,46.46192940186825,A,D,C,-36.903369072236956,E,D,-20.31168495475777,E,B,1
Hispanic,Mexico,65+,None,B,39.15986028447221,C,D,E,-44.852640897495114,D,B,-129.39410786559935,C,B,1
African American,US,65+,Hindu,B,-51.435558234633014,E,C,A,-225.30124297677725,C,C,134.5064370213325,C,D,0
White,India,36-50,Other,A,-146.90212970979204,A,D,B,14.313061467045717,C,D,106.37678572382639,C,B,0
Black,US,51-65,Buddhist,E,-156.68227828926305,B,E,A,41.32756372923313,C,E,-117.89063358012433,A,C,1
African American,Other,65+,Christian,E,-51.28080499745767,E,C,E,-27.62274406697946,D,A,-67.17276184497996,B,D,0
Asian,UK,36-50,Buddhist,E,-52.7395971195891,C,B,A,-66.57401620939146,C,E,-49.88073518420864,B,E,1
Black,Other,36-50,None,A,136.86087200298556,B,E,B,84.19078976244751,D,C,60.50363102763481,D,A,0
Asian,US,65+,Other,C,-56.84565413771333,C,A,A,-53.36506636999799,B,C,-9.211184492282792,E,E,0
Asian,Brazil,18-25,Jewish,B,71.56970486434714,E,E,E,90.81856844259518,D,E,-60.090586512278186,D,B,0
Black,Mexico,65+,Hindu,E,2.6161230862573945,D,C,B,-64.13742659773361,D,C,62.96002087630792,D,E,1
African American,Germany,65+,Jewish,D,52.27076997444973,D,D,B,-115.31256919089275,A,D,-1.8490884963904177,D,A,0
Asian,China,51-65,Christian,B,-45.65704670501899,A,A,B,155.7356622633793,B,B,-153.58700314243293,D,E,0
Hispanic,UK,51-65,Hindu,B,112.52539652419694,A,C,B,133.20904697062795,E,E,-90.78778614736991,B,D,0
Hispanic,UK,26-35,Jewish,A,-11.845487485954367,B,A,A,84.8781080634943,D,A,18.11131937799873,B,B,0
White,Germany,18-25,Muslim,D,244.65772342607247,A,D,A,-33.36533494966146,B,D,112.41843184659473,C,C,0
Other,UK,65+,Other,D,73.56683389100695,E,C,D,-240.10721543288912,A,E,-62.42804970526347,A,B,1
Black,Brazil,36-50,Jewish,A,-67.28435515565265,B,A,B,-8.114562412258687,C,D,103.82156376368528,C,C,1
White,Brazil,26-35,Hindu,E,-80.7055429100595,C,B,E,50.83508619956872,A,D,37.944658471312906,E,A,0
Asian,Brazil,65+,Christian,D,-99.30583905279725,B,A,E,27.066874207796992,C,C,-241.38588843163453,C,B,1
Asian,US,51-65,Other,C,9.044677348030904,E,A,B,-76.4761143461363,C,D,135.53792133373034,E,E,0
Black,Mexico,65+,Other,B,-268.82928164035553,D,B,A,-78.97635420788485,E,C,35.11401060602971,A,B,1
Asian,Germany,51-65,Jewish,B,-61.84651645584559,A,E,B,-46.51880175169114,B,A,22.004461292090642,C,C,0
Asian,China,51-65,Other,E,-79.28092922654993,A,E,B,-23.36133103864548,E,D,-97.44155768232136,D,A,1
Other,China,51-65,None,C,-54.85648303664481,D,A,C,-103.17376214359865,A,C,-145.5078948773698,C,E,1
White,Mexico,51-65,Jewish,D,-45.5080015281541,D,C,A,-106.27993742335823,A,E,-61.472114018409485,E,B,1
Hispanic,India,51-65,None,D,143.11694928210943,A,A,B,172.06534232634675,B,B,27.65958080020844,E,C,0
Hispanic,Other,51-65,None,D,-54.78354267358733,D,D,D,-50.35046685625091,C,B,23.205330015679507,B,E,1
Black,US,26-35,Hindu,D,-186.50404471273748,D,E,E,-42.728424645745434,A,D,-93.89776395390888,E,C,0
Other,UK,65+,Muslim,E,-13.475467092494245,D,C,A,97.96003106426842,B,A,-4.7640798817090175,A,D,1
Other,US,51-65,None,C,54.00848324010909,C,D,A,-135.07373614009046,C,A,-38.83509489074719,A,C,1
Hispanic,China,18-25,None,C,37.09505764766055,A,B,B,-65.4639337650766,E,B,85.83256569076724,C,E,1
Black,Other,36-50,Buddhist,A,84.18653323227457,B,D,C,130.51267596655876,B,D,-55.15292355389533,A,B,1
African American,Other,36-50,Hindu,E,105.54632580212579,A,E,D,63.631614527264524,E,D,-63.35315857591625,A,A,0
Asian,India,18-25,Christian,A,63.830919122413356,E,A,A,-72.94076979061511,D,E,14.651256514226285,D,B,1
Hispanic,Germany,36-50,Buddhist,B,-162.45289629219008,C,C,B,95.04721257702016,E,E,94.72177845432459,A,E,1
African American,Mexico,26-35,Jewish,D,-88.80573873849549,E,E,A,-77.77208609253745,A,E,-162.3384234383116,C,D,1
Other,UK,65+,Christian,D,20.470717145841423,A,C,C,-33.6063990644376,D,A,-75.57155020907878,A,A,1
Other,US,26-35,None,E,114.99247462183459,B,A,E,-74.39311624535743,E,B,31.90782746770585,D,C,0
Hispanic,Other,65+,None,C,-38.22633800625059,D,A,B,-160.78098336434996,D,A,79.13778475201833,C,A,0
White,US,65+,Jewish,E,-21.186861240560145,D,C,D,-77.57504184061787,E,E,-8.972066071389111,A,E,1
White,UK,36-50,Christian,A,-25.33909656533385,B,E,C,69.69016345167537,A,C,94.15008114621787,E,B,0
Asian,India,26-35,Muslim,E,47.99381128646325,B,C,C,-28.23072360527268,E,D,186.12612705552442,E,E,0
Hispanic,Mexico,51-65,Hindu,E,47.1084476949748,E,A,C,61.16890956735656,E,C,26.20775309977001,A,D,1
Asian,Mexico,51-65,Muslim,E,21.385680858035535,E,B,B,-75.34997172945253,D,E,-10.338707821652072,B,B,1
Black,Mexico,51-65,Christian,D,-9.218465197167488,D,B,D,134.79631797762593,D,A,123.83891115733405,C,E,1
Black,Brazil,26-35,Buddhist,A,188.2169810158507,D,C,A,14.671991467325798,A,A,-25.725087316889766,A,C,0
Hispanic,Mexico,51-65,Other,A,-42.601060553748944,D,C,C,-301.3661708283088,B,C,73.24203051407933,B,E,0
Black,UK,51-65,Buddhist,B,28.327806934313305,E,D,D,-145.3375761211111,E,B,12.113220286282074,A,E,0
Hispanic,China,65+,Jewish,C,-43.69226103439763,D,A,D,95.52304066819447,B,B,40.76976189698019,D,C,0
White,Mexico,36-50,Buddhist,D,-52.46851346729312,E,C,B,-38.14632322903173,A,B,-69.21824221567707,D,D,0
White,Germany,26-35,Jewish,D,93.81354270932584,D,B,B,-9.612522840273071,B,B,86.50619072520706,E,C,1
Other,Mexico,65+,Other,E,-114.67766840638166,A,C,D,225.0053512296784,E,C,-76.96113877646069,A,E,1
White,Mexico,36-50,Christian,E,42.76251091439625,C,B,C,147.9604271496405,E,A,-14.242841009653917,E,C,0
Asian,Brazil,36-50,Christian,A,-210.48291567540446,A,B,E,-133.2273708084254,A,D,-74.21636177908067,D,B,1
White,US,18-25,Hindu,E,6.123315146481334,C,A,D,26.691932108630816,B,C,-146.19647415531782,C,C,1
Other,US,18-25,Christian,B,47.020069671336486,D,B,C,4.647832399663654,A,C,160.60879804397877,D,B,0
Hispanic,Other,51-65,Muslim,A,-95.01500840723696,B,E,B,33.313957631624596,A,A,133.52718106707175,E,C,1
Hispanic,UK,36-50,None,C,17.794841574207553,C,C,A,-60.12249237702007,E,D,27.238770939793135,C,A,1
White,Brazil,36-50,Hindu,A,119.08105141944966,D,C,C,150.83812383240684,A,E,-242.50426754133295,E,C,0
Hispanic,Mexico,36-50,Jewish,D,-1.7101573260466647,C,D,D,4.343215079966198,D,A,-57.41083925583689,A,B,1
African American,China,36-50,Hindu,B,90.42661232503858,B,A,E,-119.02291253492321,E,C,-73.69624376168927,D,B,0
Asian,Brazil,51-65,Other,A,-28.26552230176032,D,C,B,-49.49904469291181,A,E,138.23413205407894,B,D,1
Other,UK,51-65,Hindu,A,72.2172120344407,C,A,B,-107.29984779042184,A,A,103.58804008317726,C,C,0
African American,China,36-50,Muslim,E,140.09439497614028,E,E,D,41.65969337560252,D,B,-58.594249656832694,E,D,0
Other,India,65+,None,C,58.60592397850567,B,C,B,216.64707837969956,A,A,340.7282646354575,D,A,1
Other,UK,26-35,None,E,-9.938448699609236,B,B,C,51.13074868269023,C,C,41.69041112476029,B,E,1
Hispanic,Brazil,18-25,Buddhist,E,12.47432022169902,E,E,E,-172.35696689008165,B,D,-105.42656408221059,A,B,0
Hispanic,India,51-65,None,D,-37.21692507039447,D,A,B,-216.38396056461588,A,D,-133.9195605052498,D,C,0
Hispanic,Other,65+,Buddhist,D,81.41950961443092,D,A,C,16.13859246365525,A,B,-99.73448733899721,D,A,1
White,India,51-65,None,A,-65.18240225221103,D,E,D,-38.19404577907565,D,D,-118.09497222444169,E,C,1
Hispanic,Mexico,18-25,Jewish,B,-100.31334878972294,B,E,E,-7.988887630840977,E,E,74.64378687481086,B,B,0
Asian,Germany,26-35,Christian,E,-85.44784316052582,B,D,D,-22.812129972628483,E,C,-68.00053130337498,A,E,0
Asian,Mexico,26-35,Hindu,A,29.864482776104662,A,A,B,148.18836787746227,B,C,-153.3126481615214,C,E,0
Asian,Other,36-50,Buddhist,A,14.963984650025147,A,E,C,-76.84921875413968,E,A,1.2729845746435158,E,E,0
White,US,18-25,None,A,-187.5290170692605,D,B,C,-1.9875592228314642,E,A,-38.201795568834854,A,B,1
African American,UK,18-25,None,D,55.2874529931487,C,E,B,127.78999227601457,A,E,-16.593561680128623,A,B,0
Hispanic,Other,18-25,Hindu,E,-18.111053726364762,A,C,A,-10.216219247833548,B,E,-106.49435875833606,B,D,1
African American,Other,36-50,None,E,214.1709693474549,B,C,A,-117.36967952388466,C,A,119.35440491295553,C,A,1
Black,Germany,26-35,Christian,D,52.20787344310883,B,D,A,-70.8775819719606,C,B,-61.71657011369886,E,A,0
Black,Germany,26-35,Other,D,-71.58364288523461,C,E,E,-182.94142816468656,C,E,-4.0498631381852945,E,E,1
African American,Brazil,65+,Hindu,B,-185.67117482940162,A,D,D,-128.15173112567174,A,B,208.09500290057312,C,E,1
African American,Brazil,51-65,Other,E,66.33314724500836,A,E,E,34.30536294938775,D,D,52.36574241069213,C,A,0
African American,India,18-25,Other,D,48.72738228740775,A,E,A,1.0265722026815136,D,D,53.12349559411539,E,D,1
Asian,UK,65+,Other,C,-55.8230556128027,A,B,D,-59.582337701375124,D,B,-79.04908071898656,E,C,1
Other,Mexico,65+,Buddhist,D,-188.93850191569933,E,D,D,-20.064272234486396,E,C,41.73628249536972,C,C,1
African American,Mexico,36-50,Christian,D,0.05754197200771442,A,B,B,-18.162041298043842,A,C,70.05333551252924,B,A,0
White,China,26-35,Muslim,D,-126.36481563259842,C,C,E,50.30623655567565,A,D,-123.01828985843018,B,B,0
African American,Germany,51-65,Muslim,E,15.025299805602973,A,E,A,-58.17358856850705,B,C,-172.90595044643047,D,A,1
African American,US,26-35,Christian,C,26.586231718088648,B,B,B,-54.955754379978,E,E,161.3800794321663,A,A,0
White,US,26-35,Other,E,-17.928138529551344,C,D,B,-99.1489061571254,A,B,124.55953267121369,B,B,1
Black,Mexico,65+,Buddhist,B,-259.4982222842038,A,C,E,138.4298311170683,D,A,108.83774377081701,D,E,0
African American,Mexico,18-25,Buddhist,B,22.273189579051806,D,C,C,-13.35993098647455,D,C,59.65517262529998,B,B,1
Asian,UK,65+,Muslim,A,-79.33547743562521,C,B,B,-34.393546328888945,E,D,67.8596948665957,A,C,0
White,Other,26-35,Muslim,B,-12.963710569202375,A,E,A,-102.2231525778325,E,A,128.56487724190072,E,E,1
Black,UK,26-35,Christian,A,133.24742391263288,C,D,C,-120.55965440031311,E,D,-57.04966270050972,D,B,1
Black,China,51-65,None,C,-30.276835766516008,E,B,E,-339.32648133760375,B,C,28.283909679989307,B,B,0
Hispanic,Other,18-25,None,C,0.4907659683689879,D,C,A,229.47093525742136,D,B,13.005558760075598,E,E,1
Hispanic,India,18-25,Muslim,C,-36.8720938112018,A,C,A,58.03832239062737,C,B,51.07194101325806,A,C,0
Asian,UK,65+,Hindu,A,95.38963085300732,B,C,B,-45.08899076819646,E,B,174.4272978134324,A,A,1
Asian,UK,18-25,Muslim,C,-150.8509866684483,D,E,B,152.37148470637126,E,A,-120.39602811253354,D,E,1
White,Mexico,36-50,Hindu,B,135.95609287133803,E,A,D,-15.594843454055033,A,A,-49.891955402143765,B,A,1
Black,India,65+,Other,B,-65.39833795156248,C,B,B,-82.7659478690719,E,C,-55.067972783627404,B,B,1
White,India,26-35,Hindu,B,-61.26588003930059,D,E,B,81.81208109579893,D,D,172.8443420015028,D,D,0
Black,India,51-65,Hindu,D,-116.46088737001514,A,B,A,108.26440694513163,A,B,-81.10630131326316,E,D,1
Black,India,51-65,Other,A,32.646495239973625,B,B,E,-0.48346290376795065,D,B,102.83862768414444,C,A,1
Hispanic,Other,51-65,Other,D,-9.377646238414924,A,C,A,-23.27215408119536,C,B,46.460914911316955,C,C,1
Other,Mexico,18-25,None,E,-40.27447868078444,D,B,A,136.11240617648963,C,B,-16.21695668706175,B,E,1
White,India,18-25,Jewish,D,57.31109225142409,D,E,B,-46.18081624320525,C,B,95.34024764058319,A,A,1
Other,Mexico,51-65,Jewish,A,-0.6522308170344047,A,E,A,-84.06477614257851,B,D,223.97353878731812,A,C,0
Hispanic,Other,51-65,Buddhist,C,138.9872919792325,D,C,B,5.654632905787453,B,D,148.65560958570885,E,A,1
Other,Other,51-65,Hindu,A,-5.896802308741951,A,E,C,-161.69159878644214,E,D,60.30728066952171,C,C,0
Other,China,65+,None,E,241.20891779085224,A,B,E,-82.6282988578437,B,D,84.02201478553954,D,D,1
White,Germany,36-50,Muslim,C,7.3924515332754,E,E,B,-92.18703401960249,A,C,-55.815473528393746,B,B,0
Black,Mexico,26-35,Muslim,A,-91.25805415454951,C,E,A,-63.669377407222946,A,C,92.0395557501335,E,B,0
Asian,Germany,65+,Jewish,B,-94.3155582638199,C,A,E,149.370552333251,B,C,-71.49002441881743,A,C,1
Black,US,26-35,Muslim,C,-135.8903110787088,C,A,B,69.28499451366503,B,A,7.872384663008433,E,C,1
Hispanic,Mexico,26-35,Buddhist,A,-21.621344306589982,B,C,C,2.2876595803353146,E,D,-61.49825374268909,C,D,1
Hispanic,UK,18-25,Christian,A,57.30206242039241,D,C,B,59.876514370310474,A,B,-115.53559073439483,B,E,1
Hispanic,Other,26-35,Jewish,A,-35.15852913448227,E,C,C,91.37797674872735,D,C,49.247012137512286,C,C,1
Other,China,51-65,Christian,B,-7.890758282415712,B,B,E,15.165704424429869,D,E,159.32739664351448,E,C,1
Asian,US,26-35,Christian,A,14.713404900194723,E,E,A,51.104169066870185,B,B,17.861664997813982,D,E,0
White,Brazil,26-35,Buddhist,C,-262.953138294374,B,B,A,42.1845915509013,D,E,203.42333960064713,C,A,0
Hispanic,China,65+,Muslim,D,41.92554282537325,D,A,D,94.15204338350557,D,D,80.84634035743173,E,B,1
White,India,65+,Buddhist,B,111.73338180877957,E,C,C,133.3807356812215,D,D,42.5470409713348,C,A,1
Hispanic,US,26-35,Christian,B,-50.10273613087176,E,C,E,3.5777786425944007,B,C,164.33350062268028,C,D,0
Asian,US,65+,Hindu,E,39.6147515638747,A,E,E,-130.60947864073896,E,B,-143.76518553258254,C,B,1
Black,Mexico,65+,Buddhist,D,33.42186394522446,B,A,E,43.39935603856177,E,E,35.33705178607517,D,A,1
African American,China,65+,Hindu,A,-89.06140660835914,E,C,A,48.67868315564831,C,A,67.36871276080046,B,E,0
African American,UK,65+,Other,A,39.919752875355705,A,A,A,-16.91583399282314,A,E,-86.67419146458893,A,D,1
Other,Other,51-65,Muslim,B,76.75269680449105,D,D,A,209.71419617653305,E,E,-93.45015323848672,D,C,0
Hispanic,Other,65+,Buddhist,D,-130.16999657678002,A,D,C,58.94555974259349,D,D,-34.819136460693606,C,D,0
White,Mexico,51-65,Other,E,-140.0011542569336,A,E,A,-170.74754507998625,A,E,72.66817987050014,B,C,1
African American,UK,65+,None,D,-90.6748562858408,C,E,B,-71.51448611840132,B,E,91.33005987467018,A,B,1
Hispanic,Brazil,51-65,Christian,C,-76.81227847031406,E,A,D,-58.07541903241615,D,E,42.50592925966253,A,B,1
African American,China,65+,Christian,D,-54.0959073740655,B,C,D,-74.50983916763437,B,C,36.86389128713472,C,B,0
African American,UK,18-25,Jewish,A,115.29766825505223,E,B,B,-103.65646277164716,B,E,101.2497099266109,D,C,0
White,US,65+,Other,C,186.08482844123404,A,B,D,-191.6828895422503,B,E,-67.83755098645196,B,E,1
Hispanic,Mexico,51-65,Christian,C,-41.66745831244713,A,A,D,101.5118101763436,B,B,314.2166152490335,C,E,1
Hispanic,Other,18-25,Buddhist,D,-81.07947441995682,D,B,C,-78.76946643498539,D,C,19.66485894397707,E,D,1
Asian,Mexico,26-35,Buddhist,C,57.105454150745416,B,A,A,-217.4039785190222,C,E,-79.25021004144195,B,D,1
Asian,Mexico,51-65,Other,E,-147.4588254115097,B,B,B,-7.731706165802136,D,E,13.376777865334342,A,C,1
Black,Germany,36-50,Jewish,D,-103.07459358767565,D,B,A,-62.22692090084133,C,D,186.20526103284365,A,D,1
Black,US,36-50,Buddhist,A,96.7645445858926,B,D,D,-23.257607288845552,B,C,19.490308251666583,C,C,0
Other,India,51-65,Christian,E,160.32667786632976,B,A,B,-10.543230754280557,E,B,27.697048801690926,C,E,0
African American,China,36-50,Muslim,B,-116.79872568781671,B,B,D,58.21724251770421,C,D,-152.84329164265964,B,E,1
Hispanic,India,51-65,Buddhist,E,104.2974367506644,B,D,A,116.9556722319212,C,D,33.26320328356051,B,C,0
White,Germany,65+,Christian,B,120.85300952155143,A,E,E,92.66985177826925,D,D,153.9135976884231,B,A,0
Hispanic,Germany,26-35,None,B,-151.18109134342882,A,D,A,197.97010829328957,A,D,-72.1599534573596,C,B,1
Asian,Brazil,36-50,Muslim,A,59.695668350177755,E,A,E,73.8384260042684,B,B,-48.595538201941295,B,D,1
White,Germany,65+,Christian,B,183.2272017891046,A,C,E,35.87008733353907,D,A,-135.067485215009,B,E,1
African American,China,18-25,None,C,12.286014490853788,D,B,C,-197.67200283041703,B,E,23.2798009312727,A,E,0
Asian,China,36-50,Jewish,B,39.61338806703853,B,C,E,94.2326825706302,C,C,18.88825143507781,D,C,0
Other,China,51-65,Buddhist,C,-12.067662491434797,D,A,D,12.195123759216822,A,D,47.82488623010933,E,C,1
Hispanic,UK,51-65,Other,B,-54.1205001468886,A,D,A,12.618725878922335,A,E,-122.2837955162781,E,C,0
Hispanic,India,18-25,Buddhist,A,-46.677606891414726,B,E,C,-114.716744916735,B,B,103.74698087546848,C,E,0
Asian,Germany,51-65,Buddhist,D,212.18594384000258,E,A,A,1.1682357054940657,A,E,22.58052039143611,C,D,0
Hispanic,Germany,65+,Buddhist,E,-16.371517434860746,C,D,B,32.39732611205891,C,C,-18.037915959428485,B,C,1
African American,Other,65+,Hindu,A,-56.16991866470856,B,B,A,-89.13168647812019,D,E,-71.86759249259342,A,D,0
Other,Germany,18-25,None,D,139.04805119333358,D,C,C,-22.271675165254855,B,A,-21.149408799470617,A,D,1
Hispanic,Germany,18-25,Christian,A,-75.95319140517,A,D,E,13.982820683644665,D,E,62.087254912960745,A,E,1
Black,Germany,26-35,Hindu,B,75.72094828384789,C,E,C,76.91764507297157,D,E,46.003997012613226,B,B,1
Hispanic,Other,36-50,Christian,C,-155.1711756564267,E,B,B,-83.00176585967611,E,B,-206.2425466764918,D,C,1
Other,Other,65+,Other,C,-46.13542784508453,C,A,D,127.80721499814227,E,B,1.493455553429178,D,C,0
Black,Brazil,18-25,None,D,-0.8089040528211385,E,B,C,1.3327850272149624,D,C,70.39041091376662,A,A,0
Hispanic,US,51-65,Hindu,C,8.538409730311644,D,B,E,-17.078289615166796,B,D,-66.64534340076693,A,C,0
