orientation,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,target
Heterosexual,-29.016317376617256,D,A,B,232.50984201908503,B,-72.66448682355654,1
Bisexual,18.83307575255399,D,D,C,111.03270940958348,D,125.97965234439117,0
Other,98.32433176375585,E,D,C,68.15763495713884,D,-112.24891101279138,1
Homosexual,137.37487504154942,C,D,C,40.88352980347922,A,-88.49985226655629,0
Homosexual,-99.67098738866184,A,B,B,52.52134723106754,C,-40.888266805430426,0
Other,-24.37150706690835,E,D,E,-111.7706315335403,B,114.86061539085793,0
Bisexual,32.98225573639268,C,D,C,79.18017637055904,A,17.472601874913494,1
Other,-97.14532642963924,E,D,E,98.46493955042463,A,43.58860599441879,0
Bisexual,-151.11368808377074,B,D,E,-76.97422383257341,A,-102.7290107919108,1
Homosexual,-1.4673102387038064,E,E,E,52.14579115503324,C,49.933638991173275,0
Bisexual,-39.69665567206037,A,C,A,236.93401585800135,E,-92.78907320529618,0
Homosexual,161.43567019588977,B,C,D,33.81536496773838,B,44.540988226135084,1
Heterosexual,-104.18117460913237,E,B,B,157.9561375862378,E,-78.7673263280904,0
Heterosexual,-198.52546134706458,A,D,C,78.69867099419818,A,117.77206867131618,1
Homosexual,6.983888044480091,A,A,A,102.17076786479626,A,184.35533631809017,1
Other,-108.68076001615982,B,C,D,53.13477844907274,B,-33.23203692140577,0
Bisexual,-18.860870300239473,E,C,B,174.79453489261837,B,75.50078977444113,1
Bisexual,106.53123780461355,E,A,B,-47.05146256901976,E,-102.78254230148549,0
Other,52.93317386026209,B,B,E,19.448622013942686,A,128.87567134845202,0
Bisexual,78.65560265838785,A,C,B,245.4213119820638,E,-93.12369779106791,0
Homosexual,25.52020498676764,D,C,B,5.319669500019628,C,-29.630684667894652,0
Heterosexual,-49.523592648423396,A,B,E,-192.48387406068053,A,-6.26410529190804,1
Heterosexual,14.97790662015371,E,A,B,-2.8156374003838707,D,54.64900748764191,0
Homosexual,-36.42766215533175,C,A,C,172.67792229638604,B,-178.05542731542624,0
Homosexual,-97.86129994336412,C,C,D,-51.00317533648651,E,-160.7176283499651,0
Heterosexual,-29.414229332066267,E,E,C,-61.881291978851216,E,-17.00679598517421,0
Bisexual,-22.391573364826336,A,D,E,110.5012586690683,B,-216.913642718612,0
Homosexual,35.049237945000236,C,C,A,-205.24786644997448,D,-127.07049128877543,1
Homosexual,30.69824846299307,A,B,D,77.0688349301719,B,58.64614819867169,0
Other,105.56703207952421,A,C,B,-16.092506492605576,B,88.90006783066734,1
Heterosexual,-0.5132667371618239,A,E,C,78.12980505782251,B,110.21057508108112,1
Heterosexual,-10.017964253079956,B,B,C,-104.69004467908749,C,72.91418964086488,1
Heterosexual,-217.07816333980924,B,B,A,-10.058463223569198,B,38.1839167842852,1
Bisexual,48.28536644562187,A,B,D,-163.42718042134126,B,22.624326848571236,1
Bisexual,-148.69615857059034,C,D,E,-21.32582392403954,D,-175.4954657825898,0
Bisexual,31.945100448189024,A,B,C,-140.7521565472539,D,13.944174380225574,1
Other,116.02177404706421,B,A,B,-49.16595191807021,A,93.8775024774834,1
Other,-11.830592767318251,A,A,A,49.94889659133745,A,-98.50404130089278,0
Bisexual,145.07783713079192,B,E,A,56.669215813238225,B,81.58822068370823,0
Homosexual,77.65438166225942,B,E,D,83.42960696663218,B,155.76706956915015,0
Heterosexual,-26.620751761278278,A,B,A,47.472923432389045,B,-17.10626574977851,1
Homosexual,11.808456664974628,C,A,B,60.84406192136876,D,3.0305808504105065,1
Bisexual,-24.08036449122196,C,E,A,21.41460349001998,B,-236.7521862889181,0
Bisexual,71.91809724614296,D,D,B,-14.331289370220857,A,28.560093849104423,1
Heterosexual,35.694798406258215,E,C,A,-75.98442342810809,E,127.32547846787898,1
Homosexual,-28.95232661389328,A,A,B,56.42907422095816,C,44.86816664495013,1
Heterosexual,90.8795564475704,A,B,E,-73.83192857759146,B,-79.61404422191757,1
Heterosexual,-7.478699188449718,E,C,B,60.339298896980274,C,-103.23075004231315,1
Bisexual,-7.360348768675674,A,E,E,-59.236291308026686,A,-58.64124675153069,1
Other,-68.5127102130124,C,A,D,188.37672274160138,B,-113.74837927448299,0
Other,-59.74949417095835,B,E,C,-197.6423788325004,D,26.42811984288011,1
Heterosexual,-46.080998139439636,D,D,E,119.9814918065745,E,-20.590652303579866,0
Homosexual,-68.06802646756745,B,E,B,-63.672346871566674,D,-3.9659567855429687,1
Other,151.9473171416486,E,A,A,77.57369668943682,A,-44.77955886878332,1
Homosexual,-94.00278681964815,B,E,C,80.40611872545618,B,-65.4604343999131,1
Other,25.24984259371874,E,A,D,34.0077104996288,E,-124.32786968562817,0
Bisexual,45.813384413560485,D,D,C,-134.32094276620802,C,-139.38598129057377,1
Heterosexual,-96.42928105045846,B,E,A,-35.856135600139126,D,101.0717889288634,1
Homosexual,-50.461519289298664,C,C,B,69.08959513169623,A,-197.64949102470393,0
Other,-195.6488836561475,D,D,B,-219.53638908394936,D,43.25542361081492,1
Homosexual,-42.92066014202073,E,C,C,66.52102589022743,C,5.952324079768547,1
Heterosexual,106.12138657054824,D,B,A,17.321534794701424,B,39.493918087196555,1
Bisexual,-74.98569044264816,B,A,B,149.25611226945992,C,60.625527802331725,0
Other,25.26179297884143,B,C,E,11.811765526293293,E,60.60767593072548,0
Heterosexual,-80.36276832148579,B,C,A,92.1484783981488,D,35.11797392953792,0
Bisexual,-12.789397559272905,B,C,C,105.75020940794164,D,-86.56425932188938,0
Heterosexual,59.18998370254589,A,B,B,239.65875172015555,C,-26.930709639316085,0
Homosexual,-11.182910314987513,E,E,D,-69.52930729996491,D,-32.56683976719765,0
Heterosexual,-144.8348090287191,E,B,B,177.92673270429296,E,-108.43764565092803,0
Other,-14.304005337995696,D,D,E,-118.65398907944333,A,25.05150387227088,1
Bisexual,117.49836906316902,A,D,D,-119.85491866620981,E,114.21727578614573,0
Bisexual,-24.649769129036596,D,C,C,57.07494497657854,D,-165.7230400494109,0
Heterosexual,-112.04158490114918,E,E,C,-110.75405439726778,A,74.91290922654032,0
Heterosexual,66.7314003859576,C,E,E,-83.93940524578791,A,87.20306608977032,0
Bisexual,63.30565959007322,D,D,D,-0.5507443042557643,D,-44.28688879264446,1
Homosexual,-128.59904995184635,D,C,D,33.66849314895969,B,80.32106894052978,0
Other,241.36065509607965,B,B,E,-26.881647880029792,B,11.196339212157486,1
Homosexual,95.69857354087368,B,D,D,-99.0523266414929,B,-29.374580769956776,0
Homosexual,-119.71494382781067,B,D,D,90.66828969093363,D,-76.07632790200108,1
Heterosexual,72.8078397547018,A,C,E,-318.38015250652063,A,43.44261181277489,0
Heterosexual,-196.42149502763382,E,C,B,16.489317170808324,D,16.592775313470227,0
Bisexual,64.52404714196491,C,C,D,-90.34478590727231,B,-61.78304809666165,0
Bisexual,-45.3677830804239,B,B,A,184.11184716916847,E,-43.886259025446556,1
Bisexual,-159.50936721365113,A,B,D,-140.3749856567072,D,35.60156661880821,0
Homosexual,117.21864479196815,B,D,C,95.84532455066349,C,-52.82135200906256,1
Heterosexual,-32.88815013691127,D,E,E,-23.940521795104814,C,31.840825155626934,0
Other,13.965121582507397,C,B,D,-89.46877474841297,A,42.71948806845771,1
Other,67.40424788417141,B,C,C,30.49145632460698,D,-138.49252915529942,0
Other,-6.879336689284604,B,D,E,146.52706456659445,D,12.387463477497661,0
Bisexual,-69.96252465588549,C,E,B,-107.99521044231395,B,73.22670016033446,1
Bisexual,-65.70597422291394,B,D,B,-81.15725505368515,B,73.6425539830492,0
Homosexual,95.65266344952363,D,E,C,-52.36229097095158,B,14.246626793054673,0
Homosexual,-11.679357575545191,C,C,C,20.13684364241617,E,-101.83208307290911,1
Other,-234.81183355662165,A,A,E,-0.14669369273917432,E,36.545189614415854,0
Other,38.46552614253957,C,C,B,84.20380604269486,E,88.61073864521873,0
Heterosexual,43.43316525712878,E,C,E,26.8723023863426,A,-22.908238937187157,0
Homosexual,-115.2195604740695,D,D,A,-179.27742268693706,B,-52.58068913361008,1
Bisexual,-141.49245229893944,E,D,B,-20.084061974065346,A,-22.050779415865655,1
Homosexual,47.41538105391109,B,A,C,-8.374593519586018,D,200.1903880783703,1
Homosexual,-77.1198706578258,C,A,A,-148.1644190823881,E,-1.4427005848787875,1
Other,96.35708126536049,A,D,E,181.16466200263392,C,75.8919374579702,0
Other,5.407247413971993,C,B,D,-110.14902241637654,C,-204.2734231311515,1
Heterosexual,-82.11622014618486,A,B,A,72.32323164423792,A,43.6378514496917,0
Other,-112.92320328445003,B,C,E,-191.6156352734092,E,-117.73179786440262,1
Bisexual,-109.26516256684324,D,A,E,27.40705444149966,D,-69.10547742334231,1
Heterosexual,20.23757507763429,C,E,B,18.450981474355725,A,21.703372145906112,0
Other,69.48985043388478,B,B,B,81.24831961744007,E,-199.67979835813279,1
Heterosexual,75.38412813754962,A,D,B,-11.645546550079526,C,-86.16271050792021,1
Homosexual,48.77512095064709,A,B,B,-108.45886212374229,C,21.25908457593864,1
Heterosexual,-29.548879064651736,D,C,B,43.40531414434726,E,-31.372102654108613,0
Homosexual,-161.95394551201747,D,C,A,93.43886121631557,D,-16.310879196824484,0
Heterosexual,-73.84486199202709,B,B,B,64.32217687595468,D,70.90652539133563,1
Bisexual,165.1531662384519,A,D,E,-60.29693477103659,D,61.2215679886226,1
Heterosexual,227.1861174810733,B,A,E,-185.7878156547669,A,-55.70944329355828,1
Heterosexual,-25.30578309486461,A,E,A,190.7013291891092,D,27.682172285790795,0
Bisexual,-102.78052795341995,B,D,B,-12.724898837563615,D,51.5540401642125,0
Bisexual,152.08194029579022,A,E,E,41.729235266316564,E,-232.21132638636792,1
Bisexual,-17.387693504658124,A,E,D,126.01274218929646,C,-148.42619043857025,0
Heterosexual,-34.68486961530213,C,E,D,-24.696063966166413,A,66.85263293261185,0
Bisexual,87.2056613854043,D,D,E,25.733221914687398,C,-2.0246564436331687,0
Heterosexual,-197.35690523148014,D,A,C,162.08214419624102,B,-154.4090290197768,0
Bisexual,-124.29438542785178,C,A,E,-218.65674054565994,A,-74.20102979314709,1
Heterosexual,-72.42836214944526,A,C,D,68.81080254058908,A,197.9021160911577,0
Bisexual,-69.87026519081782,C,C,D,-185.76449552839347,D,123.62375289552968,0
Other,117.37577453980217,B,A,A,-49.024795739923746,D,-143.28328335853925,0
Homosexual,-57.13059494458421,D,E,A,123.93074702578512,B,56.33900391688176,0
Other,-141.82161147006016,C,C,A,-61.755953350317625,B,-106.28906977919561,0
Homosexual,34.1820734088912,D,D,C,-52.86998338819209,C,-0.5048029588584974,1
Other,5.539925246691536,E,E,C,-2.6661341513846604,B,-17.973042405355656,1
Homosexual,-43.019311784528455,D,D,D,113.6646069976722,D,-4.735578789966494,0
Heterosexual,170.1367379555925,A,B,B,185.43718326859252,B,-101.86108053601927,1
Homosexual,-88.69918854475225,D,B,A,-9.52713534776955,C,97.64359183783824,0
Homosexual,-65.28655921169346,B,B,D,-232.84731567512424,B,65.92149786010087,0
Heterosexual,39.53509530479894,A,D,B,-135.30823187893756,B,-68.98595971312871,0
Heterosexual,-34.58707343591245,D,D,A,-28.421846951822832,E,-86.05664645013806,0
Bisexual,6.143329370349579,B,A,C,105.27148687695713,B,34.93561141052263,1
Bisexual,67.6547869241852,D,A,B,-114.4941718547015,B,-165.67074038691376,0
Other,-139.81293347271455,C,A,D,-117.18494373603346,C,-24.336474052381167,1
Homosexual,142.20079680925627,B,D,A,-38.54811315365757,B,198.6027890587671,0
Bisexual,-116.51790416718949,D,D,D,196.03400232785035,B,-23.92284254877092,1
Homosexual,14.026935695347357,C,D,E,-51.25084857026262,D,-82.30069768590697,1
Other,147.52599068224063,D,D,E,88.87870830732712,D,13.938475304360528,0
Homosexual,-64.7890699154941,D,D,A,123.78075495107001,D,78.01246971297299,1
Heterosexual,115.78688304798507,B,B,D,123.32454790988665,E,1.9630880434643476,0
Other,13.107495019035472,E,C,A,10.244327809561739,E,-31.221881888622338,1
Heterosexual,25.102776774876123,D,A,C,14.347909323919247,A,-84.7350321086813,1
Heterosexual,-61.54136373906801,E,D,D,-29.476483979965924,D,-57.02794998095905,0
Other,134.33406145619475,C,A,C,-38.85431554686791,A,-33.55018660443408,0
Bisexual,-39.520998613954326,A,C,C,-49.782355507894046,A,59.179436808565086,0
Other,-66.76375078721323,A,D,A,57.00292333880309,E,50.49764817905946,1
Bisexual,84.83701507858525,E,C,B,43.59807564220773,B,193.66956234164863,0
Other,-27.15322458528896,B,E,B,-74.34702194840271,B,-109.51414074711225,0
Heterosexual,46.985445885682836,B,C,D,167.388861171262,B,15.574769657506845,0
Heterosexual,-53.649280389157724,C,A,E,58.88714487494809,B,-40.672290732153755,0
Bisexual,89.15364189332249,B,B,C,82.85501653733068,B,85.80949388252614,1
Other,-125.20169818211637,B,A,E,-306.877731650891,A,105.65867902324145,0
Heterosexual,72.49100614050744,D,B,E,114.21149981819185,A,12.844660066374297,0
Homosexual,-2.6516480109339517,A,E,B,-19.182313675902122,B,159.95964355873363,0
Heterosexual,33.830013322569194,C,E,D,-158.49643719162015,C,-100.69133114911186,1
Homosexual,3.9936868256078673,E,E,A,-29.174735163598353,C,-101.48735680051774,1
Homosexual,-2.6260676190623733,D,B,A,-2.8196885997647905,B,153.36961277821604,0
Bisexual,37.95563235997241,C,A,D,-9.736831768721157,B,84.33035323459089,1
Heterosexual,-13.647379823001982,B,B,C,2.838707247320215,E,-18.320476330843917,0
Bisexual,-183.58447581836253,D,A,D,12.569453676234424,B,-115.77650988094754,0
Homosexual,-18.142515843221858,D,A,D,42.14643622138723,B,142.73400710227813,0
Heterosexual,-45.966180320217696,E,B,E,-67.87637223048716,E,-167.68059401993284,0
Other,-99.3265858096262,D,C,C,8.319936472008152,B,-23.93111306542864,1
Bisexual,166.3104143192929,E,E,A,-106.95005120509376,E,134.97330424045185,0
Bisexual,-44.45878106416335,A,C,B,-81.90523469086206,B,-193.53920304895374,1
Homosexual,37.91378909884619,A,D,B,32.56567662253283,D,228.9499263540451,1
Homosexual,-109.58761411857924,E,E,E,-160.41986367485208,D,-68.45930277944238,0
Bisexual,-33.30016832893432,A,A,D,28.300903764560665,C,101.8251461725909,0
Homosexual,-84.09716705734995,A,E,B,-73.46380483099549,E,-58.76479724998905,1
Other,79.41575879316332,B,B,B,-1.6877874464873088,C,63.12845300609871,0
Other,-30.264693829514044,A,D,E,184.00443264347962,E,-40.436182754726275,1
Homosexual,26.86424999113357,D,E,B,29.221422656051054,C,-206.15667043393296,0
Bisexual,-56.070193758188935,A,E,D,-58.14593180026414,B,109.72134839547259,0
Homosexual,49.66672282389328,D,B,A,7.766642857269698,E,100.3261645020526,1
Bisexual,6.982729458261465,A,C,A,-8.291648770319119,E,-38.37141628733356,1
Homosexual,6.103761103969022,C,E,D,6.034085469492869,C,-2.70030519850182,1
Bisexual,102.17243251551551,E,C,D,81.74620777216505,A,46.41282789326818,1
Bisexual,-26.625061943372973,A,A,D,-39.02882630237512,C,7.736137944892603,0
