Disability,Religion,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,target
Mental,Other,C,-76.48291914437483,D,C,C,E,E,D,A,E,-91.15520145255007,-93.18846789070821,-59.845693656870324,0
None,None,A,97.7363530817414,C,D,E,E,B,A,E,E,65.44329248201322,135.59303900076077,43.34252723975941,0
Physical,Christian,D,120.12836332662195,D,E,A,B,A,A,A,B,277.5531712279897,95.98674854750725,102.57260710987954,1
None,Hindu,C,-39.37129460022281,E,B,B,E,E,A,E,A,127.31158021621316,47.02014154438544,-123.55666694148226,0
Mental,Muslim,B,95.22542187225504,C,E,B,E,E,B,B,C,151.13434150729273,-46.273844307423275,174.66871244637855,1
Both,Jewish,E,-46.09602319664442,B,C,E,B,D,C,C,A,25.513823422145737,-12.46299644387406,103.4389740644556,1
Mental,Buddhist,D,-97.44255812000387,B,A,D,E,B,B,E,D,-55.38986551585015,2.932469930967545,-146.3346321508913,0
Physical,Muslim,B,-195.46056911733677,A,A,E,C,D,D,B,A,-74.96792538477776,-31.98496057038909,-80.83591144167342,0
Yes,Christian,C,-19.26754270938164,B,C,D,E,D,A,C,B,-36.34658681157451,3.818966939522655,120.79027388182513,0
Mental,Muslim,D,-23.692689320425245,B,C,A,E,B,E,A,A,26.02260985826893,43.73765111846891,-107.57762361113201,1
Mental,Christian,C,53.007237739509314,A,E,A,D,B,D,A,A,85.5006728820399,39.6156375048829,-50.34635246850442,0
Physical,Buddhist,A,123.86164545771223,D,B,D,C,A,B,C,D,-60.743493077841094,147.70972325901909,181.47517545367307,0
No,Other,D,-48.139587968164165,D,C,D,C,B,C,E,E,-4.650347096430985,-157.0558338270289,-6.174513346400542,0
None,None,E,-59.65827951818843,C,B,A,E,C,B,D,E,4.642576895182215,127.47057044889863,-74.57715057708285,0
Both,Other,E,-76.69678037754251,D,B,C,E,C,C,C,B,31.412892383674045,157.93557373405793,-130.9561189831779,0
Physical,None,A,87.25171588727217,D,B,A,A,A,E,A,C,91.30051658794582,-31.67434482194113,-142.90879321437495,0
Both,Muslim,C,-53.932940213069145,D,B,B,C,E,E,D,D,196.19352834134506,74.6476493557542,-3.6728601002043506,1
Physical,Jewish,B,116.98656825103329,E,A,C,D,A,A,B,D,79.07785935407794,120.82971687100867,50.37423022369206,0
Yes,Jewish,D,61.90389522136775,D,E,C,B,A,B,D,A,98.66818966301238,237.71195143560755,-127.79713909996468,1
Both,Jewish,C,-28.83388406471965,C,A,A,A,A,A,A,A,-69.92622333058301,-71.24715467551508,-39.4225274759743,1
Both,None,B,16.053281513974927,D,A,E,C,C,B,E,E,65.28921057001769,5.783800109045245,250.72986468835552,1
Both,Other,B,215.8079551841596,B,C,B,C,A,C,C,B,73.33192144710402,20.71521348293365,-17.054580548413295,1
Yes,None,A,55.97259045222561,E,E,D,A,A,B,C,B,-141.16236511643402,-184.10998294032018,47.647817917569,1
None,Muslim,B,-65.29381821712342,C,E,E,E,B,A,D,B,197.93948692172066,85.08945084724488,-123.84076842405354,1
Both,Muslim,D,6.120662314207342,D,D,E,E,E,B,D,D,-194.79575279295256,101.86924605217074,52.831299684152114,1
Both,Hindu,A,-98.39512969985515,A,A,B,E,D,C,E,D,142.3075103927065,-42.33885672321808,-148.68569442471195,0
Both,Hindu,E,262.50380310931496,E,D,A,A,D,E,A,A,11.859663633008259,-127.42623481397565,94.18084893418171,0
Physical,Other,E,8.825923622860829,C,D,B,A,D,B,A,E,-183.5771126466924,143.05425168788764,-96.94088332938531,0
Mental,Hindu,A,126.16897624271542,A,B,A,C,E,E,C,C,115.08073631048168,-65.42618771998868,-100.13436294657834,0
No,None,D,-115.1371040943485,C,A,A,B,E,A,E,E,-32.65501509156508,40.922216549904974,-38.289131132786565,1
None,Jewish,C,-77.85998026736235,B,B,C,A,B,D,E,E,-39.29386121986673,-70.45912875932116,21.204426289493945,1
Mental,Other,B,-45.9529763892285,B,A,C,E,A,A,D,E,-159.5628376414637,69.46046159528096,-2.1724427559440045,1
Mental,Hindu,B,63.704487553908805,D,D,E,C,D,E,E,D,-73.5919923227945,-144.41735325828768,-97.35472688654434,1
Mental,Jewish,E,187.11223620896124,B,E,D,E,B,B,B,D,-5.80693640268945,-17.617375721701094,-122.88742688461993,1
Both,Christian,A,19.173929116286125,B,C,D,D,A,C,E,A,-104.2768626590197,-20.572757023061406,-14.738579233283359,1
Physical,None,A,170.0983384339989,B,C,E,B,A,C,C,C,191.16627275465277,-125.92626006623408,54.8167983676605,1
Physical,None,D,94.57094141277824,B,E,C,E,A,C,D,A,61.14850910636784,95.03943722425464,-54.40491574751668,1
Both,Other,B,-118.75022650845297,D,B,C,B,B,D,C,D,-54.11949116944419,105.14768163909123,53.471304022476694,0
Mental,Jewish,B,72.995006962467,A,B,A,D,D,C,C,E,-150.77933507050267,-22.04964297140797,12.509498912652644,0
Yes,Buddhist,C,-95.7595771719433,E,D,C,C,C,B,D,A,-141.50684191772024,85.10182734023172,153.4868691901878,0
Mental,Christian,A,-97.3924415668407,A,E,E,A,B,D,A,C,130.05189640745797,-133.06092006845716,49.77636449293432,0
Mental,Buddhist,E,-46.30689007624662,B,E,B,C,A,E,B,B,51.87249638148164,-98.52415223994173,87.94306123683417,0
None,Muslim,A,-5.83835150094639,B,A,D,D,B,A,A,E,-53.12342060396329,-102.2962360551438,-122.97828036251911,0
No,Christian,E,65.73339930563387,A,A,D,E,C,D,D,B,-231.11634757857246,-51.95727192318612,-53.159340762570025,0
Both,Buddhist,A,51.31283338035956,D,C,B,C,E,D,A,A,85.3693945772453,38.007363066485645,-152.37684555017958,1
No,None,C,208.11897407842213,D,E,E,C,B,C,E,A,108.2239729998071,-109.63888976232714,206.99499056322185,0
No,Buddhist,B,-59.75710041508579,D,E,A,C,E,C,E,D,62.07108692672253,-79.66384527747154,-276.3624418434846,1
Physical,Muslim,C,-83.85817101064406,C,C,C,D,A,B,D,C,-5.302100282600737,-64.8241852792449,-20.947361370969457,0
Both,Other,B,-122.9411492068885,D,C,D,C,C,C,A,D,28.61583505725809,20.63403404848742,-135.8240270609475,0
Yes,Hindu,B,-64.7009277965647,E,A,E,B,A,C,D,D,93.98694907907823,77.70688398409749,-244.7266506785824,0
Yes,Other,C,41.09189020070782,A,D,A,A,C,A,A,A,-219.36760250367223,-39.97492568488003,20.422547145421884,1
No,Muslim,D,57.61964451530153,A,C,E,A,C,E,C,A,103.27850194670283,-125.5674930997738,156.3997500173383,1
Both,Jewish,A,202.79646777679673,D,B,C,D,A,D,A,D,55.27722190603518,-25.563720889412377,106.53084011552578,1
Physical,Other,B,104.056793207017,B,C,B,E,C,E,A,C,-44.76766748216243,67.99292653405253,19.087339238772852,0
Yes,None,E,117.610169733924,E,D,E,B,D,B,B,D,115.32993626668619,-40.50160823891731,-41.67817596469017,0
None,Buddhist,C,-156.62513137532792,C,A,D,D,C,A,E,C,-71.63246098255193,132.05056729650377,74.41912311313766,1
Yes,Christian,E,192.78577110067428,B,C,A,C,E,A,A,A,-108.51445747430874,-109.72583618576235,75.53469221333286,0
No,Other,B,40.04233287143041,D,A,D,B,D,A,A,C,-90.31317185179468,-79.18222871262101,108.96704530319509,1
None,None,C,-48.652071136312586,D,B,E,E,E,B,B,A,-70.27748002504347,-38.329650085467954,139.1086978327174,1
No,Christian,B,-118.38550529291632,E,D,B,D,B,E,C,C,-65.11765735657514,-95.69810673715584,-42.80923132657392,0
No,Hindu,D,-60.75812347355695,E,B,A,D,B,E,B,E,46.638366254883415,71.04388239695484,17.83243072792527,0
No,None,A,193.33039484331994,E,B,E,D,D,B,B,E,118.44895843657442,-107.63078138256255,-109.12407000654632,0
Both,Jewish,E,115.18431129383917,A,E,C,B,B,E,C,D,-84.30720543524593,7.469871681474806,-174.9003857057959,0
Mental,Buddhist,E,-123.78092349872898,A,B,C,B,A,E,B,D,96.9935904269331,-237.02131393518866,120.38355496644617,1
Mental,Muslim,C,26.164555032249382,C,C,E,E,A,A,E,A,61.82604684951038,-80.84858230655317,86.74960069366345,0
Yes,Christian,B,9.802386966273074,E,E,A,C,B,A,D,D,153.0242150088933,-9.757115663026559,49.574821550036134,1
Physical,Buddhist,A,64.4181098630967,A,A,D,B,A,B,E,D,-69.03629300299701,-150.5124048335507,-32.306407366269546,1
Yes,Christian,A,-48.936321070967004,B,C,C,B,D,A,B,A,71.12376246465654,-6.201202925396565,43.934019114179925,0
Physical,Jewish,C,-154.18644691251947,D,E,A,B,A,C,B,B,-156.4075284395745,53.3606674659271,169.1315848995061,0
No,Other,B,-35.71301646990068,D,A,C,D,A,D,D,B,-155.07246040467493,-113.42463511533185,88.57776802341306,0
Both,Buddhist,B,-85.0994455143892,A,E,C,C,E,D,A,B,-43.816429055554096,-4.8869571109502115,-200.99376162810123,1
Yes,Buddhist,C,-90.00321131062233,C,B,E,D,A,D,B,C,75.8668589118748,-61.05337108815968,11.025837512513327,1
Both,Other,C,14.645280482956885,E,A,A,D,D,D,D,D,138.12762460113024,29.22362185851805,151.41765372906562,1
Yes,Hindu,D,-14.748452044721732,D,B,A,D,E,E,E,C,35.829605920959935,91.57767979837007,63.9640113152244,0
Yes,Muslim,C,94.12327373448437,E,A,D,A,E,B,B,A,-24.707603915175874,37.482047555478495,-128.50987557608622,0
Both,Christian,C,-50.78977990360488,B,E,C,B,D,C,C,B,82.56606432947152,-4.245532934556975,23.370364680430786,1
Physical,Jewish,D,-74.92966711913603,C,D,C,A,C,E,E,B,-82.16756853338116,-11.619808510308015,-178.01300662951434,1
Both,Other,E,-25.9725154044437,E,D,C,E,C,B,D,A,-68.31595090891076,36.67460573407001,119.95420699937395,1
Physical,Jewish,B,116.8218172826762,D,A,A,B,B,D,D,B,-141.2367843993628,-63.209051377762634,-29.541851630869587,1
Physical,Christian,C,-17.82883393852796,A,C,B,D,A,E,C,D,55.325085672551275,-41.30713654421899,13.585981658768848,0
Both,None,A,75.7424214112474,B,C,E,C,D,A,E,E,72.66114576588349,25.803355661524506,79.9414413898165,1
Yes,Muslim,C,122.22007925449574,D,B,C,C,B,B,A,E,104.90219416145162,2.86345525073938,-87.51014750719624,1
Yes,Buddhist,C,10.009531285252955,A,C,C,B,B,A,E,E,-81.99396842232197,152.58834012786537,82.01922945299093,0
None,Hindu,A,34.02555825037175,B,A,B,D,E,D,A,E,-59.300701091389385,-94.01048155150139,84.76326197509097,1
Yes,Other,A,-89.96041454162979,D,C,E,A,B,C,D,E,-51.71286141931917,116.19475639042558,-66.14841889972614,1
None,Jewish,E,-123.96939917179056,C,C,B,D,B,C,A,B,57.093988067450574,37.00906189565876,-132.16731335799776,0
None,Hindu,A,-107.34547690920336,D,C,B,A,E,B,B,A,9.875339388462056,76.98873907444396,-1.6403758947535856,0
Mental,Hindu,E,79.99676994421615,C,E,E,C,D,D,B,B,-132.37182617594112,-14.319369695964193,-97.74994487563302,0
Yes,None,E,70.66528212116424,B,E,B,B,A,A,E,D,88.82684491277844,-74.19184378858924,88.61930968853807,1
Physical,Jewish,B,-90.65710881225235,A,A,A,A,E,D,E,D,17.61621766044961,69.68335840315142,29.897278159399892,1
Mental,Muslim,E,-6.861308768567333,B,D,B,D,E,A,D,E,53.78093428072657,-29.529399401808647,24.637311211032625,1
Yes,Hindu,D,-80.712048403299,B,C,C,E,D,C,C,E,117.241948551623,27.80670327134115,30.491070707528024,0
Physical,None,E,-50.024630389421475,A,A,B,D,C,B,A,C,-31.72941675018767,42.18809403229475,40.275238996186864,0
Mental,Buddhist,A,12.299616626080914,E,E,C,B,E,E,B,E,15.051976621987242,90.5444748572399,106.05195444549041,0
No,Muslim,A,88.04542215233778,B,D,D,C,C,E,A,B,17.96938830396602,-96.61140403560339,155.41846204017745,0
No,Christian,A,64.22124121335445,D,B,A,E,E,A,B,B,-33.27513003557856,12.076964588968115,-82.5984430498814,1
Physical,Other,B,85.7945123549171,B,B,B,A,E,C,D,A,-56.00350883003911,-64.98220070600212,-93.34587832284484,1
None,Jewish,E,-51.22672669629922,D,E,E,D,E,D,E,D,-73.15575064720761,2.021904275965052,-85.00767324483382,1
Mental,Jewish,E,-112.40231385934707,C,C,D,E,C,D,C,C,-75.02643883951117,-133.06433805731788,-44.07481989033157,1
Physical,Christian,B,-47.656057703726866,C,A,D,C,D,C,C,B,104.69385980117156,-77.12775213279076,-53.973278207393946,0
None,Jewish,D,147.93083939605097,D,E,A,B,B,D,E,B,78.26590017796808,-27.63204439890941,88.21243282286747,0
None,None,C,-29.479844932960162,C,B,A,A,E,B,A,E,-90.4620334437946,30.583512566968917,-86.04526247646845,1
Yes,None,C,95.19467388861295,A,E,C,C,B,B,C,D,-82.5933371071428,-62.07954793040905,-15.232411449391602,0
None,Christian,C,102.14845664576573,B,C,E,D,A,B,C,C,-98.48580281221153,-66.80006945769082,3.365360961394194,1
None,Buddhist,A,-35.62745331727815,B,C,A,A,C,C,C,C,188.401368556538,99.18584803150189,-159.50113806021946,0
No,None,C,93.4591450981864,D,B,E,D,C,A,D,A,-94.47301587217363,-168.43407529849839,-152.89631200445572,0
No,Buddhist,D,76.24409004671814,A,E,D,B,D,B,A,C,-170.44781057330206,167.6642620439334,-166.08975962677138,1
Both,None,D,12.24213009517159,E,A,A,C,B,E,B,C,-253.07518664812187,89.29119401284198,13.337760879266627,1
Yes,None,A,-84.29121158165559,C,B,E,E,E,D,D,A,195.4140120421021,-47.68573072677641,-146.82333250260925,0
Mental,Jewish,A,83.21845647006013,B,B,C,C,A,E,A,B,108.81651402035652,-25.80067881474819,19.421549888279166,0
Yes,None,A,172.5468421454134,B,C,A,A,A,E,B,D,73.71802130954181,-60.740506591661216,-46.41777394950819,0
Physical,Muslim,A,58.991877887403774,B,D,E,B,A,B,D,A,-5.147380286497029,-225.58666446177716,-68.98052402581686,1
None,Buddhist,D,39.04067968307615,A,D,A,E,D,A,B,B,132.1955429104729,-63.24218101292277,-22.798700174649607,0
Both,None,E,-174.90309949682253,B,B,C,C,D,D,A,B,82.18782532223415,-90.69349714501213,-242.23623674834712,1
None,Other,A,34.1240228369828,E,A,B,E,C,B,B,B,96.22085969213957,33.33017907829755,99.5054562421584,0
Mental,Other,B,26.116807278697614,E,B,A,E,E,C,E,E,164.16824407649642,136.3192972003708,-50.028848440546156,1
None,Buddhist,C,-72.9992709479222,C,B,A,A,E,C,B,A,139.72166331922736,142.16286638329743,-32.88355468574554,1
No,Muslim,A,148.49128309312562,C,D,E,B,E,B,A,D,47.54232457762823,-108.03803827956031,-24.115232184418126,1
Mental,Other,A,-82.9888716034099,A,D,C,E,A,A,E,B,45.83512219478351,-2.362163066763846,-78.12171062771426,0
Yes,Muslim,A,-5.42410911070824,B,B,C,E,A,B,E,A,104.40504475462266,-27.9515738620912,18.832119194763468,0
None,Hindu,D,-6.629415208440062,D,B,C,E,C,A,C,D,-9.36204837104622,-105.94494129481158,-158.45860332507112,0
Both,None,B,11.75574809001569,D,B,A,C,D,D,B,B,53.46346208178152,26.987805297899182,101.20403811368726,1
Yes,Muslim,C,248.29539805572048,E,A,E,B,C,B,A,A,100.76610709991331,83.99020189198858,-139.64600752097505,1
Physical,Other,E,-87.25965401742239,C,D,E,C,A,E,C,A,-39.233013925846286,129.78477340817457,69.08295958257241,0
Both,Christian,A,-30.24481952402023,E,D,A,C,B,A,A,C,48.53267159024888,-39.878020281010976,17.279448621737455,1
No,Muslim,D,-51.92495673808478,B,B,A,D,C,E,A,B,-7.827066575176138,111.76184119291477,-77.28415423378445,1
Physical,None,D,-36.18660635413748,C,B,C,A,C,A,D,C,40.85459685346142,-178.4296825034409,124.06395794701281,0
Yes,None,E,10.520686400727797,D,A,A,D,C,E,D,D,115.55090889043325,-96.76988535415414,-141.8553181700511,1
Mental,Hindu,D,-57.111934003958666,B,C,A,D,C,C,E,C,-38.944230227224665,52.59996684325539,-65.01269284299534,0
Both,Jewish,B,-60.5002234111944,B,A,B,E,A,C,D,B,-30.371244828915195,98.49925919535451,14.860924938146688,0
Mental,Christian,E,-26.034902385971055,C,B,C,A,D,A,D,C,87.76819534793653,223.67124756436056,-6.643877803037158,0
Physical,Jewish,A,32.332472663994366,B,D,A,D,B,E,D,E,-156.5389151325659,116.70075990540771,161.6303813033967,0
Both,Christian,B,42.06787487842764,B,B,D,A,B,B,B,D,-145.88971436747192,-69.8212528519315,-97.29195388231116,1
Physical,Hindu,C,149.76416784589986,C,C,D,B,E,B,E,E,-56.0392225346128,36.129816071815526,-27.659015742738053,0
None,Muslim,B,-91.24129395541722,E,A,D,A,D,B,E,E,99.78882285637238,-123.26348074498314,-8.562193500851178,0
Physical,Muslim,A,158.92004453634806,B,C,A,A,C,C,E,E,32.682073338506065,-22.244657981275875,-172.9686292719413,1
No,Jewish,E,-17.586236804081274,E,A,D,D,B,B,E,C,-52.45397671299493,-56.87529878525657,-149.89426688784962,1
No,None,C,35.5472033286482,E,C,A,A,D,B,E,B,-241.07958141259797,-19.891783475221693,11.367962672982319,1
No,Jewish,E,22.396806079942525,C,A,D,A,C,D,D,E,76.16461452260769,21.891772272636768,-40.07404108336985,1
Both,Jewish,A,-169.6720442539547,E,D,A,B,D,B,E,E,90.3973539278065,44.07756414455713,-15.530172178614293,1
Mental,Hindu,D,-70.1781582127283,C,D,C,E,A,A,E,B,-10.841557532523378,64.5085426523475,21.336998102429575,0
No,None,D,-59.34936133643696,E,B,B,E,E,C,E,C,-58.753347162937075,-117.07064319398957,93.71682504233368,1
Mental,Buddhist,C,188.07444892176656,A,C,A,E,C,B,C,A,176.59847369947173,136.2251280590698,-47.17410349481137,1
Mental,Jewish,D,51.63781058208582,A,D,B,D,B,E,D,E,-166.8702352483243,63.14025501795033,132.88047863431603,0
None,Jewish,C,-71.00396570111742,A,B,D,C,C,B,B,B,-26.18105001077425,-25.84667654510268,-35.82310274930657,0
No,Muslim,E,138.79396727530425,D,B,A,C,B,D,A,E,206.18198882856186,-94.48370727118053,-42.2247062423392,0
No,Christian,E,-92.91878473559107,A,C,C,D,D,B,C,B,-56.66426428841254,39.46860456112019,169.59444194856582,1
Both,Other,B,76.14737002447144,E,C,C,D,C,D,D,A,36.110115183556864,168.60008125254808,20.071550149023672,0
Physical,Christian,C,158.7597219005159,A,C,A,C,E,E,B,C,38.68713176968455,-84.46907118824755,21.62401180890237,0
Physical,None,A,131.03464529115826,C,E,D,B,A,D,A,A,141.9440336211238,-81.1696233280891,-136.86024279005127,1
None,None,D,-101.86408666099229,A,A,E,C,D,B,E,B,-13.694751378440555,31.581690352697013,126.25454071297366,0
Mental,Muslim,B,-113.23052836723775,E,E,E,B,D,D,C,C,84.50750249973157,-9.642367421748164,18.323554700083662,1
Mental,Christian,B,39.84492870746123,B,C,C,D,D,B,A,E,11.006003301486933,18.731162175918485,-64.03362582334998,0
Physical,Other,B,-155.62172991317692,E,E,E,B,C,E,B,D,96.51818137888459,68.53653203856844,75.23580421748515,0
None,Jewish,A,89.98522428173749,D,A,E,D,E,C,C,E,25.974337062874774,-66.08802574158923,-102.63867910601643,0
No,Buddhist,B,165.58786615637058,A,A,D,C,C,A,C,D,-103.29687478021027,40.629221372084395,-64.86745755058594,0
Both,Christian,D,13.281968945252636,D,C,C,A,E,C,B,E,-270.47106559070784,-24.566131889814113,119.83534054331469,0
Yes,Hindu,A,-152.31372465065974,D,B,A,C,A,D,D,C,-27.736694831362023,71.78635142452949,68.6694476924125,1
Yes,Jewish,A,-91.63272623202687,C,A,D,D,D,B,B,B,-142.61318478677666,-18.399491706241953,84.75796156036883,1
Both,Christian,A,-18.3572072204445,B,D,B,C,E,A,B,C,-37.7151613324538,1.1097579463397547,29.42667921492326,1
None,Hindu,D,-25.054743075250606,E,C,D,E,E,B,E,C,-77.73166465769363,-162.64579682848438,125.26712532365987,1
None,Christian,A,54.687599035829315,B,A,C,B,D,A,A,D,-12.025284341853549,116.14113551486153,19.69926951420816,0
Physical,Other,C,-65.97649649479133,A,C,B,A,E,D,E,E,42.04817527509327,-139.73244831702283,16.857472207767984,1
Physical,Other,E,99.71444103347264,A,D,C,D,D,B,D,C,53.33541778131614,-3.3964080973020123,-16.791084025646363,1
Mental,Buddhist,E,43.76196904996286,A,D,A,B,D,B,E,E,-29.440557424076026,-47.53262763084803,87.58468945853454,1
None,Other,B,-89.77131836520364,A,B,C,E,D,B,C,C,-63.74396270019671,35.49853544211262,26.532629216579238,1
Mental,Muslim,A,14.043732734672234,C,D,C,D,D,E,E,C,-118.99608316679473,2.1826979242814284,-57.748499400653444,1
Yes,Hindu,B,127.07948267691746,B,E,E,D,C,D,B,E,-3.064890085723798,47.42736384236028,58.86371871012741,0
No,Christian,B,42.641641581987194,A,E,A,B,A,E,E,E,-188.29812867556487,-81.40316237688953,-11.355923203931228,0
Yes,Christian,C,-1.1002325166194264,A,B,D,C,D,E,E,D,-22.648809349949765,80.98779099336467,78.48885616065027,1
Physical,Christian,E,-71.60828633115702,C,C,D,C,A,B,A,E,56.58078486610202,14.408616259440473,125.87542681554768,0
Mental,Muslim,D,-135.48482234806022,C,A,C,D,E,C,B,D,-40.66871631947579,-69.20644090773244,9.159203432572356,1
Physical,Muslim,C,-17.724868619470087,A,E,D,E,D,A,A,A,-106.02899865081112,-6.744808260084587,-36.819787984752054,1
None,Hindu,D,-57.925906184441715,D,B,B,D,C,D,A,E,56.07185673775674,-43.14999750454858,-44.9795856558616,0
Mental,Christian,D,126.21294225186944,A,D,D,A,D,B,C,A,42.481243968480115,-112.4191628599849,182.44573188773603,1
Yes,Buddhist,C,87.41018378657265,D,B,C,E,D,A,E,C,-49.399256798824126,-52.87857960463267,35.711765908442786,1
Physical,Other,E,-12.537498869435293,A,B,C,B,D,A,C,D,105.68772409356062,-21.93339568203589,-48.46799144385558,1
Physical,Christian,E,-62.07216728754036,C,E,B,E,C,B,C,E,38.94766609633945,-128.5432028790631,51.35135939633864,1
Both,Other,E,95.36950238546771,E,D,A,E,D,C,E,A,68.99697399835648,75.620834127141,-92.64245778248747,0
No,None,A,-68.1024280932196,D,C,A,C,E,E,E,C,-79.41235322324177,-86.86409211536478,-125.4702555152341,0
Both,Muslim,A,18.81443647313548,B,D,B,A,B,B,A,A,-51.17448029289999,-7.766563112501243,-6.868160688746943,1
Both,None,E,-71.28452674603864,A,A,E,C,A,E,A,D,-125.32065356223758,76.40117790769726,-154.68867253991715,1
Both,Buddhist,A,-53.8838205930368,C,D,A,C,D,A,E,D,17.145949227212906,53.33228022437054,-211.97058570069154,0
Both,Buddhist,E,-72.37874886669483,C,E,D,B,A,C,B,B,-25.654374287160625,-162.94370137742916,-0.537267539295111,0
None,Other,C,144.42788648702475,C,A,D,C,A,C,A,C,171.83542038168437,96.36141581698743,-7.2051142014571745,0
None,Hindu,C,-37.35103421681783,A,E,C,E,E,A,A,A,84.66869626085554,194.41971234755346,-12.360274907012165,1
Yes,Hindu,C,32.77652415378545,E,D,D,B,D,B,B,D,171.79209694057113,-99.71645859998091,-7.9085527369839,0
Physical,Christian,E,164.27325342757965,E,E,C,B,C,B,C,C,-197.32560810393616,-96.82532619536882,-105.42103236370879,0
Mental,Hindu,C,42.10294525928895,C,A,A,A,D,C,E,C,-54.72539797416314,-222.49440471347586,-128.2585664583923,1
Mental,Buddhist,E,-60.41952191132245,C,A,E,B,B,A,B,E,-158.8093224334443,135.8871377762527,42.24134632621066,1
Yes,Buddhist,E,74.34605547179974,A,C,D,B,C,A,C,A,-71.03921054820952,-71.95446861021854,5.8518309605094405,0
Physical,None,E,45.639810693085856,B,C,B,B,C,C,B,E,-105.60065563458274,-21.819833932172227,94.00340463967281,0
Mental,None,B,99.76740985104705,B,B,C,C,B,E,B,C,1.5249343074978434,193.8588312372093,86.73775109497899,0
Both,Other,D,-145.68886336306065,E,C,A,B,D,A,D,A,-34.55871345358778,226.46723977874524,22.12626169704781,1
Both,Buddhist,E,63.68579333973491,E,D,E,C,C,E,A,A,39.08235123358509,14.756754370302922,-87.6402805506411,0
None,Buddhist,C,-84.51691358572,D,B,C,C,B,B,D,B,26.163374354444286,114.41894467863712,-94.12399703834926,1
Yes,Muslim,D,-56.18691585995913,B,C,D,D,E,A,A,C,66.72466620221485,-46.188284912582105,-56.09503862085911,0
Mental,Christian,D,224.09302120468232,C,D,D,E,B,A,A,B,77.14358548077792,83.15242020363976,87.99117230837396,1
Both,Other,D,60.38343932793949,C,D,D,B,E,E,C,B,-54.89575995317706,75.73194468863252,-19.58595157786301,0
Mental,None,A,-91.32280664273534,D,D,A,C,B,B,B,B,60.34756823392085,-130.30808117608245,46.29515669540156,1
Yes,Jewish,E,30.35934171484883,C,E,A,A,C,D,E,D,-84.07172513913407,130.1287431132111,215.02660631603305,1
Mental,Muslim,B,-9.989725649572067,D,C,E,A,E,D,B,E,-147.86350135001086,-41.94884553746898,-23.75614289503531,0
Physical,None,C,58.39817960172622,C,C,E,C,B,C,D,A,40.81971079895831,-68.4582489001032,144.83094285596124,1
Both,Other,D,-176.51755352623582,C,C,A,E,D,E,A,E,-55.62811298584257,-63.55985513331666,42.64344496350534,1
Both,Jewish,C,-213.55417602486534,A,E,C,B,C,B,D,A,56.891168897363585,-108.07247733485627,2.335933005055088,1
Both,Muslim,B,7.213206014522224,A,C,C,B,C,C,B,A,9.524360224004843,-51.372800457739984,20.259095660412147,1
No,Muslim,D,-63.29912796577979,E,C,E,C,A,C,E,B,-77.31831426102734,100.9229728791871,274.27488068018226,0
Both,Other,B,27.421129832920265,A,E,D,E,B,C,D,E,46.38682587030027,-177.20117059309283,-90.77271712394743,1
Both,Hindu,D,32.34226214268035,E,B,E,B,E,A,B,C,10.02776219439285,229.90119838584815,-16.186637532113902,0
Both,Christian,B,-157.34687302031747,D,D,E,C,A,D,E,D,-126.82636627359936,68.43787592881206,-155.15599354741337,0
Mental,Buddhist,B,71.97936782689148,B,E,A,B,A,E,D,A,-63.77003793770592,-64.66622793717922,-49.408291369546895,1
Both,None,B,-100.8286471174497,D,C,E,C,C,C,C,B,-57.89313874205418,-0.1512794188664333,32.854288791681,0
Yes,Buddhist,B,-111.24794705867143,D,C,C,A,D,D,E,A,-120.7319610025426,-112.941080617185,-162.80197866419562,0
No,Other,E,69.49245452772251,C,B,A,D,D,C,D,B,-30.49471909265894,22.145232024412923,55.99739513495242,1
Mental,Buddhist,E,-43.43557198671466,B,A,E,C,B,C,A,A,39.132919529945895,-135.67346929313388,-43.45597394618813,0
Both,Hindu,E,22.019421652730205,B,D,E,B,A,A,E,D,-42.63957545378085,5.448536395506447,-122.88230690646043,0
Both,Muslim,C,17.436720630643812,B,A,E,D,E,A,A,B,-47.100854310359225,17.818176770651238,84.63276801958968,0
Mental,None,D,-74.5676279172396,E,C,C,C,C,C,D,D,-122.80280674096913,-125.35371279017826,155.06381835624018,1
Yes,Buddhist,E,54.96608985232193,C,E,C,C,A,E,D,B,-96.96557999894989,61.98818892607459,-24.817157571133766,0
Physical,None,B,-9.908965081156865,B,B,C,A,A,E,A,D,63.76484440938784,36.06341277739244,-82.36066957399343,0
None,Jewish,E,-86.8429362112285,E,C,D,C,E,B,A,C,91.1269350859252,-45.72851456717032,-3.00075767279706,1
Yes,Other,E,111.30910142783104,A,A,D,E,D,C,E,C,-4.088726502701112,92.58892022062217,-210.41344346869982,1
None,Other,A,16.27284836275321,B,B,C,E,C,D,D,D,-24.436012944063094,33.06564030136172,-65.36011691089811,1
Yes,Hindu,B,-41.30058608819122,A,C,C,C,E,D,B,E,-50.439014487320065,-21.442216539653582,-177.7679273545119,0
Both,Jewish,B,-96.34279278270095,A,A,D,D,A,A,B,D,156.4404647908283,-49.331107982968334,91.26002996384108,1
Both,Other,C,-19.520921800874497,A,B,A,B,B,D,B,C,-21.655656472276377,-0.921621267596233,-158.3062917371635,1
