AgeGroup,orientation,disabled,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,target
65+,Bisexual,None,B,A,-14.587818999533592,15.797403302607686,D,E,C,A,134.11839693047688,D,37.610356303158724,0
26-35,Other,Yes,E,A,53.35951911275022,-48.29274212493972,E,A,A,C,-58.52208512580796,E,19.703797079329792,1
18-25,Homosexual,No,B,A,-78.5400286264307,-53.01553125781074,A,A,B,C,-7.786511633493736,A,36.849104645781594,0
36-50,Heterosexual,None,B,E,38.566337270350225,-133.30785194801797,A,A,D,C,47.488614146212996,C,-85.31521322502104,0
26-35,Other,None,C,D,44.49784691480529,80.18417540835354,B,D,E,B,-44.53052136361552,B,-95.989783586683,0
26-35,Homosexual,Both,A,D,-69.71251895045927,-29.34304403294653,D,A,D,A,-33.01913510458752,A,-144.33911420545783,0
51-65,Other,None,A,A,1.8906248258725105,3.2485272659332285,A,A,A,E,-12.196482234353484,C,74.6991743630946,0
18-25,Homosexual,No,E,E,-84.97715196715103,-12.322234490858849,D,C,D,D,-117.33750467103718,D,47.15514151780996,0
65+,Homosexual,Yes,E,D,-104.56802474744362,158.6794700261368,B,B,E,B,14.744589591617519,C,50.075488466083975,0
26-35,Homosexual,Yes,E,B,-57.82440301923529,27.375557797511135,A,E,D,E,-223.36025798860248,A,-11.386383799863859,1
51-65,Homosexual,Yes,C,B,28.355869285353357,77.13941473874341,E,C,E,D,13.655687097845226,A,6.846604587160719,1
36-50,Homosexual,Mental,A,C,63.81890934356315,32.37399319929735,C,C,B,C,-77.55634580523929,C,-80.98751133765029,0
26-35,Other,Mental,D,A,-52.94036048280303,-63.21507709567173,E,B,E,D,207.9107789377248,C,-42.402873470625515,1
36-50,Bisexual,No,B,D,11.071697810652426,135.64100997334103,E,E,C,E,137.15669260575382,E,122.19045028964707,1
36-50,Bisexual,Physical,C,B,85.83493236424289,198.5785058814094,A,B,C,C,-138.79840153706704,C,21.610424642922403,1
36-50,Heterosexual,No,B,B,-1.7455214705080788,159.75906502255611,E,B,A,A,145.7414969841506,A,-51.36365521627256,1
26-35,Heterosexual,Mental,E,D,-93.0506769630244,-123.15112852795995,E,D,D,E,124.43558665292387,E,-85.17948821364301,0
51-65,Heterosexual,Physical,E,A,-49.43946632978279,-263.6525342487818,B,D,E,B,-104.8531351059071,B,81.68340710762665,1
18-25,Homosexual,Physical,E,C,-153.48078421556875,21.177480234404165,E,B,B,D,-37.6296656198769,B,-25.466707211931467,0
65+,Homosexual,Both,A,A,-133.5608148150542,-107.98074390594785,E,A,D,E,-51.747360133655775,B,58.822620534801594,1
65+,Other,Yes,E,D,130.07733903637754,-84.7248967624216,A,C,D,D,-4.874559139615055,C,-77.60764234541087,0
18-25,Heterosexual,Yes,D,C,58.3032108236201,-57.558441078881415,C,A,E,C,108.41686269826789,A,237.8103901581931,1
18-25,Bisexual,Physical,D,B,10.031267217981206,24.776872443214582,B,D,A,E,-53.52972073196069,E,-184.3686095903843,1
26-35,Heterosexual,Mental,E,A,90.77895849279102,-70.78210941534209,E,E,B,B,-125.84205068412429,D,99.32192090542014,0
65+,Heterosexual,No,B,C,179.35184707336788,-53.39659309576986,D,C,D,D,3.9715168164216106,C,-33.41165526411829,0
18-25,Homosexual,Mental,C,E,1.2090756939948835,-70.95566137470166,D,A,A,B,84.55239941231828,C,-21.808021526558264,1
51-65,Bisexual,No,D,E,-44.67627124893271,184.063930823555,A,A,A,C,-40.296768005127056,D,-15.120320311992987,1
36-50,Heterosexual,Both,B,E,-26.031984727905954,-65.45980355066756,A,E,B,A,7.742342110217142,D,-91.76293395946902,1
26-35,Other,Physical,E,B,28.12525454211425,-14.472638191084203,A,A,B,D,145.64493672635578,E,64.02617302519076,0
26-35,Homosexual,No,B,E,54.63183365911468,247.69278233852128,B,C,C,C,-21.532133440418836,D,-109.01634458438261,0
18-25,Heterosexual,No,C,B,-82.12698656393502,-10.220808322609086,B,B,C,A,-141.13544464083378,A,131.69689353313117,1
26-35,Homosexual,Both,D,A,-145.79480140666905,58.59864760961836,A,C,D,B,-118.07163177410595,E,-118.27553757813467,1
65+,Homosexual,Both,D,B,-103.80596979432872,-128.9557536891956,A,C,C,D,30.132585272761396,A,-1.103837186486401,1
26-35,Homosexual,Physical,C,C,-35.831531955901866,-76.77672781622384,A,E,C,E,-47.80447406888857,C,156.13580534695032,0
18-25,Other,None,A,A,44.70662638315734,-26.587947153000485,B,A,E,E,-155.7816688958061,B,59.75228991235066,0
65+,Homosexual,Both,B,C,-32.66401521055269,81.10443523797487,D,A,A,A,-104.88651029049736,A,201.20893816554664,0
26-35,Bisexual,None,C,E,85.8579674468889,-7.817536030878931,E,E,D,A,22.36819698361947,A,116.01215970881171,1
51-65,Bisexual,Both,E,D,169.2223427993108,-110.70236908450066,C,A,A,C,65.46091265306121,E,87.71143501425554,1
36-50,Homosexual,Mental,E,A,101.93975994506437,-35.7196453863774,E,D,B,D,-28.51664616922499,C,153.86375522117535,0
51-65,Homosexual,None,D,E,-61.87475397508039,89.00345982052914,C,A,A,D,-8.911749597601432,E,95.23937475555351,0
18-25,Homosexual,None,B,B,141.14976399263776,-49.53468911165474,B,D,A,A,85.59025910516652,B,-116.14221735503104,0
26-35,Other,No,E,A,47.31375383813627,93.04503348366559,A,E,E,B,-133.95161333702745,A,78.62489926659518,1
51-65,Homosexual,Yes,D,C,75.72840362215352,43.20106585968443,C,A,C,C,87.55398385263712,C,122.39842260837723,1
26-35,Homosexual,Mental,C,B,10.946874417496995,42.26878043993553,D,E,E,C,-111.99498820588487,E,-13.425749279342265,0
65+,Heterosexual,None,C,E,162.65538890022043,66.27183120902261,C,D,A,A,76.14343367515028,B,-152.89157313499388,0
51-65,Other,Physical,D,A,-62.515329017537056,81.42248203531821,C,C,B,E,65.70493624209622,B,-160.6677884177552,0
18-25,Homosexual,Both,B,E,-77.60357588988728,-81.87686371453042,E,C,B,C,73.30484339237266,C,-110.45190074472673,1
65+,Heterosexual,Yes,D,D,-68.1361193280439,134.14547409930208,E,D,A,B,48.33979912641436,E,148.19599068999767,1
51-65,Heterosexual,Yes,E,B,16.0834759816154,-106.44617031501828,A,D,E,A,94.71575958523428,D,-55.162581472489535,0
36-50,Bisexual,Mental,D,B,-10.4148978535843,-1.5985242444168404,E,C,D,C,-33.77327545319005,A,-122.04261018024786,1
51-65,Homosexual,Both,D,C,106.96995064747352,-0.33197162635611993,D,D,C,B,19.866910733800918,A,-136.58190541154335,0
36-50,Other,Mental,B,A,-41.50572021482562,21.304802472223578,D,D,B,A,-122.10293264603874,A,-25.095155542190252,1
18-25,Other,Physical,C,B,44.43095153946272,121.47831237092235,C,D,B,E,-84.09268615109042,B,-14.657552656906356,0
65+,Heterosexual,Both,B,C,-19.95168129139188,-48.95714503053972,D,A,D,A,68.10274630980238,D,-48.94327624969513,1
26-35,Other,Both,D,C,-163.23699761876946,227.85767004845462,B,A,E,E,6.660490609279809,B,-48.37397166913521,1
26-35,Heterosexual,Both,A,E,-141.3331121603379,36.84373942855165,D,A,E,A,-86.02577072124392,D,135.69376478315655,0
65+,Bisexual,Physical,A,D,185.58507385252872,-61.382264120351834,C,A,B,D,-102.11213463652844,B,196.90390170688858,0
65+,Heterosexual,Both,E,D,181.19528048943863,0.34418118756488036,B,A,E,A,62.566575534423016,C,-168.91557229626514,1
65+,Homosexual,Mental,D,A,2.5496153453702024,-19.831886238190744,C,E,E,E,16.760974360876826,D,-109.474029053716,0
18-25,Homosexual,None,A,E,53.86793547212623,88.14220274430589,D,B,D,C,-47.69271789938378,C,-93.84637215693459,1
36-50,Bisexual,Mental,C,C,54.547277023457205,51.00013586708023,E,D,C,D,66.89225343531604,C,-35.323298449163126,0
65+,Homosexual,No,D,D,-141.27742533520887,1.264231870616775,E,A,A,D,-122.93433711763659,C,-51.46901793124062,1
26-35,Bisexual,None,A,E,105.68260027370935,37.38345335494969,A,E,E,C,-42.264394718253854,E,120.31842317683572,1
26-35,Heterosexual,Yes,E,C,-0.32579358204826797,155.32287946677806,B,E,E,A,55.0112769769282,C,-5.55356008785027,0
36-50,Heterosexual,Both,E,E,137.21310812390243,-113.63574588267102,C,A,E,A,123.63746439746632,B,-80.55324448538994,0
51-65,Heterosexual,Mental,B,C,4.629995324886145,13.999629935986146,A,C,B,E,-77.6134144855798,B,97.3807010288766,1
51-65,Bisexual,Physical,D,E,37.74963097249568,-125.96043076262433,B,C,C,C,27.1111823308673,B,18.567081832085986,0
51-65,Other,No,A,D,93.53858151142178,34.47466038201708,A,D,E,B,-147.28940083054312,B,-107.8094941237528,0
36-50,Other,Mental,D,A,-103.11904073539478,68.96489822592169,C,C,B,A,-194.74447293532245,D,-149.05434476878165,1
26-35,Homosexual,Mental,E,E,41.4656133031661,-295.0556003478359,C,E,D,A,48.343021129075794,E,2.8592290894061803,1
18-25,Other,Both,B,D,-51.68729851142763,30.81914069479903,D,E,A,A,37.465323913406884,B,154.2252387945781,1
65+,Heterosexual,Yes,A,B,-146.99969878187952,-132.84483586831732,C,A,A,E,40.60394696106465,A,140.53514811878344,0
65+,Heterosexual,Mental,A,D,163.15195445556512,41.01643681122348,C,C,B,A,64.19272482412416,E,71.36634615627703,1
36-50,Homosexual,Mental,A,D,-37.703690817776916,-49.84084779243341,A,A,E,C,137.39170544588515,E,-34.489482353825714,1
36-50,Other,Physical,A,D,-147.4493500036508,55.289299604775024,B,C,A,D,-46.392076458260355,D,26.908628280010355,1
65+,Heterosexual,Physical,D,A,-13.413255746088712,90.52713419793136,C,B,D,E,-15.934075229131675,C,81.7205060153192,1
26-35,Other,No,D,A,41.86989213450798,-107.53323449584171,E,A,B,C,18.925833484922396,A,42.45119148755588,1
51-65,Other,No,C,A,50.148771085591136,120.60516050044028,C,C,D,A,121.28385689301722,E,19.302961802978626,0
51-65,Bisexual,Yes,D,D,30.252761719941162,-214.50525404849952,D,B,A,B,232.53491706471098,D,-177.0872904198477,0
65+,Other,None,D,E,-105.79305614056571,-52.093873193487916,B,E,B,D,83.99470996202855,B,23.812236005105504,0
26-35,Other,Mental,D,B,38.27277079953237,220.94971267291137,A,D,C,C,100.01727994630552,C,80.3188242576968,1
36-50,Bisexual,Mental,D,E,3.4500961749620016,119.30147685603711,E,D,E,C,58.27556230753841,E,56.72502316513466,1
65+,Homosexual,Yes,B,D,76.39307290111357,-108.30938555128778,D,B,E,C,-25.06925856865206,C,69.27537862585294,0
18-25,Bisexual,Both,E,D,171.82959380899547,63.58914057366539,D,A,A,D,11.614267017542385,E,82.14887311470179,1
65+,Heterosexual,Yes,A,D,-77.41724887948412,20.128710691676503,E,C,A,D,37.444025367514854,E,-78.90036988877162,0
51-65,Bisexual,Physical,C,D,151.63981092513046,25.775064096184597,D,E,D,A,-2.0435007640673075,B,117.28536663195518,1
51-65,Other,Both,B,B,43.07833200245369,17.592349397169258,B,A,C,A,94.27442880533887,E,-75.16184672994831,1
18-25,Homosexual,Both,B,D,-33.38911035337842,26.349378080540003,E,E,B,B,-75.66368779654081,B,136.77071591405272,0
26-35,Other,Mental,E,D,-14.768161399351348,143.23225747856176,D,E,E,D,-126.813728125017,A,52.147866668335084,0
51-65,Homosexual,Mental,A,B,91.13191202245467,-0.34668961362110673,D,B,B,D,-197.1327133862599,A,68.31496119954275,1
36-50,Other,Yes,A,D,161.4348401183302,26.964899734044188,D,C,B,A,80.3090481535788,B,-65.80483010500727,1
51-65,Other,Physical,D,A,-40.22636428740364,-10.88723189337738,D,E,D,D,-86.46161733013238,E,-105.46795785562554,1
18-25,Homosexual,Mental,D,E,25.27711317964931,-135.26167271512972,B,C,E,D,-45.5076542852322,B,61.45130254054877,1
36-50,Homosexual,Physical,D,C,77.79658338187762,-65.22728318312822,C,D,A,D,-108.27543581007666,A,-70.12608603336888,0
36-50,Other,Physical,C,B,-52.937935225371255,-156.5480460780123,C,B,B,B,-30.371614424301413,D,-87.56162064738449,1
36-50,Bisexual,None,B,B,-110.61491045166463,-53.301417085234384,B,E,C,B,53.85739320904318,C,101.68331764778762,0
18-25,Heterosexual,None,B,B,13.257436157504522,64.92592086070721,E,B,B,B,72.21713506023812,A,-220.5098282812012,1
65+,Homosexual,None,E,E,5.83278828821034,14.349618590624244,B,B,B,E,-6.400224120894368,A,1.6945514785218763,0
65+,Homosexual,No,D,A,-16.672775044111614,25.05679786798075,D,A,E,B,130.30452030153444,A,-69.08202442232829,1
51-65,Homosexual,Mental,A,C,93.9218984366657,118.38928683365464,D,E,C,D,78.7196133004805,B,-73.51243630311806,0
26-35,Bisexual,Mental,A,E,17.711038839014464,22.599724370110398,C,C,B,D,99.74544776313353,D,80.0666907470108,1
18-25,Homosexual,Yes,B,D,-86.72976661123526,-80.53066648727534,B,D,B,D,-238.81899095597413,E,-78.63603240072067,0
26-35,Other,Physical,E,D,139.52536748471888,19.68059091001406,B,B,E,D,-50.696599349409944,E,88.18385882736555,1
36-50,Bisexual,Physical,E,A,111.43426191746508,205.9340515031826,A,D,A,B,-191.0828829437345,A,173.6664065279578,1
51-65,Heterosexual,Both,E,D,1.426095988762358,-57.20788388132263,C,D,C,A,-37.967524235374654,A,-53.3668147567817,1
26-35,Other,Yes,E,E,-0.9995359439955429,-168.09372522251684,A,E,E,A,-80.37732568974228,E,-54.80986068182864,1
26-35,Heterosexual,Both,E,E,88.18582559659764,87.80986213630099,D,D,A,A,-8.113138690970898,D,37.40444647147063,1
18-25,Bisexual,Yes,A,D,-13.072797048874312,-60.96231325503897,D,B,A,B,-1.160331766579157,E,-12.460351586298227,0
18-25,Heterosexual,Both,C,D,126.48472192533218,-56.31213928227855,D,D,B,E,144.6840827559506,A,-50.999303371240266,0
18-25,Bisexual,None,D,B,-66.29769537058323,110.48558646385231,C,D,B,D,54.16255992547108,B,71.02358501599227,1
51-65,Other,None,D,E,29.74558108935029,50.66383174498566,B,D,C,B,201.05840832627518,D,181.70566900378475,1
18-25,Bisexual,Mental,A,B,33.764995906799854,-43.50217342380563,D,A,C,B,-53.11172729364102,B,-12.780353859458673,0
26-35,Other,Yes,E,A,59.98515985993163,-12.968922064122745,C,D,D,D,214.50604542654156,E,23.515783301424865,0
36-50,Bisexual,Both,D,A,8.817068506441883,-142.16838154892963,B,A,C,A,-28.331506066007258,D,-40.29428084943652,0
51-65,Homosexual,Physical,A,B,-14.282754635129658,-24.745254609756167,B,A,A,E,-161.3818840562845,B,116.81834798462796,0
36-50,Homosexual,None,E,D,86.35040059702004,-31.77147605378734,D,B,B,A,-72.55633201197733,C,92.13873298632896,1
36-50,Heterosexual,Yes,C,C,-30.27274178154307,127.14092906591956,C,A,A,C,-225.48029249808928,A,-129.87181926603745,0
36-50,Other,None,E,A,68.13984620616381,39.01370811930216,D,C,E,D,13.39070574059162,B,-63.2931190992472,0
18-25,Other,No,A,E,-9.318507492220943,-162.49438130364146,B,D,B,D,48.41116870636347,E,15.69021936290521,1
65+,Other,Yes,B,A,4.827142296513312,99.85511581271669,C,C,B,A,58.9355027317155,A,59.68272226284556,0
18-25,Heterosexual,No,B,E,73.54445403334029,78.0177486491774,E,E,E,B,18.536787482103108,C,-133.47409911610976,1
26-35,Bisexual,No,E,A,-56.85643460593668,32.8515027929828,B,D,D,C,72.14815048006588,A,-74.39877278226584,0
18-25,Bisexual,None,D,C,115.45178593068437,269.97907279175627,E,B,A,E,64.81994464639268,B,83.85661967679354,1
51-65,Bisexual,None,E,E,59.5287321161967,23.743238228952364,E,A,E,C,-113.4706062864804,D,107.92025950048412,1
65+,Homosexual,No,E,C,-194.96736584676003,-145.81480666185263,D,B,B,E,-58.08581153432274,A,-119.64055855276827,1
26-35,Other,Mental,C,B,-288.1026373252293,-64.74236432245328,C,E,B,C,-8.959470537205947,A,37.847842487481394,0
51-65,Other,Mental,A,A,-14.630388675832737,36.80647986685181,B,D,B,C,130.57703136967882,C,-160.34203857360404,1
51-65,Other,Mental,E,C,232.94315894014437,182.58364342684436,A,B,C,E,21.56709032822279,C,125.07491466944151,0
65+,Bisexual,Yes,E,E,84.50402907653869,-99.603840689034,E,D,B,B,4.287564313995153,B,-13.665281504586456,1
18-25,Homosexual,Physical,E,B,-18.61177331425073,-250.17220170597315,A,B,D,E,12.800973388847977,D,-49.61374530050922,1
65+,Homosexual,Yes,C,C,36.67381126254125,90.67769776380375,B,E,C,E,-9.538033489260963,C,-124.9509222136657,0
65+,Heterosexual,No,C,E,-3.9130582137701646,-166.05150703380608,A,D,B,B,-178.7070614298427,A,195.35015126611094,1
18-25,Homosexual,Both,B,E,-25.79114655832469,-37.685459413707314,C,C,A,B,-30.188481177490196,C,55.01266234749963,0
51-65,Homosexual,No,E,B,95.1427285033366,39.734212013947506,D,C,D,A,83.40850585801711,B,-34.109226799697645,0
36-50,Bisexual,Physical,A,B,185.63113123661986,-10.24691621274707,C,E,C,E,31.090281107099845,E,136.38948619190606,0
26-35,Other,Mental,D,D,43.9143472636499,-20.273262400855597,C,C,C,D,-117.5194632589005,B,197.71419022338327,1
18-25,Other,Both,E,D,-89.5716869381272,89.33244944778765,E,A,A,A,-134.17030239429104,A,54.39698486965738,0
18-25,Other,Yes,C,A,-27.975902151644956,-158.38120379202232,B,B,A,A,25.21751741647028,D,5.556417561268542,0
18-25,Other,Physical,C,D,176.15949305542676,-114.86990349648558,C,C,D,E,105.94191085427023,B,-58.112496309781626,0
65+,Other,Mental,E,B,-52.38989603227654,178.836224318004,D,B,A,A,-51.97262084233309,A,165.06669482708702,0
26-35,Other,None,C,D,-106.40735674391406,-37.385739159495095,A,C,B,A,-84.72993876026422,B,-3.3425770673955446,0
65+,Heterosexual,No,D,D,-266.4962294985574,33.81604855866631,E,E,E,B,-36.709682844615344,C,-5.44057624775977,0
65+,Other,Both,E,E,-111.29473540463057,7.974634937946575,E,E,D,C,7.153447935058716,A,-96.65755048284075,0
65+,Other,Mental,B,B,-63.796033682943644,177.07389713132798,A,E,A,A,-86.59972733530553,B,-48.34949338366448,0
18-25,Other,Physical,C,C,-65.32542419369638,-113.7236318282443,C,D,D,D,4.308485536185822,E,-192.60651859528025,0
18-25,Heterosexual,Physical,A,B,-34.856584020032976,-3.9964663470813018,C,B,E,D,-147.048625271175,B,-37.162296920620946,0
36-50,Homosexual,Both,C,C,-49.47766893584753,64.17625125812482,B,A,D,C,63.129804217793016,C,-31.480749548479718,0
18-25,Homosexual,Physical,C,A,125.1845286313954,-113.5067973240034,E,B,A,D,-111.36923412826383,A,-23.00525656763782,1
65+,Homosexual,None,E,D,-49.71340930040751,59.02628153795089,B,D,C,A,85.36969903805688,E,128.36200439223552,1
51-65,Heterosexual,None,D,B,-141.65874812376526,-42.2769030018285,C,B,A,A,20.14977162703617,C,-54.35810825146,0
26-35,Heterosexual,No,D,B,75.88295508528353,8.808241219772242,B,E,A,A,41.84155129854141,D,28.890284096922013,0
18-25,Homosexual,Mental,C,B,-29.02682658216217,-58.855715152709465,C,A,B,D,-59.23768891431368,A,51.14837057958442,1
26-35,Bisexual,No,B,A,-31.968427501567533,-76.21628618410968,B,E,C,B,-79.96480246477631,C,207.2518589984491,1
65+,Bisexual,No,B,C,-3.2385939396759955,-7.23557692199276,A,D,E,D,-80.81252975713113,E,-39.091655228392554,1
65+,Homosexual,Physical,A,A,-8.452077487833147,130.79749282281642,B,E,C,E,-77.22317805498666,C,-108.22784187272457,0
51-65,Heterosexual,Mental,A,D,16.902776984467053,2.212493243458159,B,C,B,C,-111.87553112951332,D,72.90051758588267,0
36-50,Heterosexual,Yes,E,E,-128.88721175436214,62.04906418501142,B,B,B,A,-131.04281706681286,B,119.97749577970616,0
65+,Other,None,A,A,217.3698512060866,-73.76852932036867,C,D,E,D,-153.85356080247024,C,-90.42579132618609,0
18-25,Bisexual,None,B,A,97.03782315534644,-61.7372586864069,A,E,D,D,62.79337580558828,B,-70.17113091069014,1
36-50,Heterosexual,Yes,B,A,-42.09103504622472,-81.60301635091785,D,C,C,B,151.6284879243419,D,-149.02524770663777,1
26-35,Bisexual,Mental,A,A,-125.82642655162348,107.37184042785057,D,E,A,C,-53.32681531756271,A,-5.373337983616597,0
26-35,Homosexual,Mental,D,A,-2.023393132043805,114.12404282986964,C,D,E,B,-33.96410326601245,C,-107.92462606558999,1
26-35,Heterosexual,Mental,A,C,-40.74701401406291,206.822793908129,C,C,E,A,-80.17892159391113,B,47.925204148467756,1
36-50,Homosexual,Both,B,B,-97.94628205963184,-127.77682585248114,E,C,A,B,252.3480507738699,D,44.4107055470142,0
51-65,Heterosexual,No,A,B,156.34778324983392,67.70587048204202,E,A,B,E,-89.23316882957403,C,12.526719540544565,1
51-65,Heterosexual,Mental,C,B,72.13249425553778,56.68840593197408,D,C,C,C,57.86724906568518,B,116.93517893224721,0
65+,Heterosexual,Physical,E,E,96.38436877965754,19.888253762659495,D,A,B,E,-109.01684427202214,C,-138.58835739046967,0
65+,Heterosexual,Yes,A,A,-8.80436509349409,-14.035136544666527,E,C,C,D,66.27892645605215,C,73.15884679538533,1
51-65,Other,Mental,C,D,20.15141029476488,20.745900185090626,B,C,E,C,132.65704908500135,D,83.53570493058872,0
65+,Heterosexual,None,A,E,50.29621751186342,-184.70677974972855,B,D,A,C,-229.60702777504665,D,-133.40725647478084,0
51-65,Homosexual,None,E,A,-62.80065285880205,95.33002851530115,E,E,B,B,-40.119451538815994,A,41.0476226588091,0
18-25,Bisexual,None,E,E,44.837509728721095,-9.320382289927089,D,A,E,D,24.443932081674177,E,-152.6464973362303,1
26-35,Bisexual,Yes,C,B,-134.46313548661143,60.55182234153268,B,D,E,B,-125.24116863672742,C,123.04151427790909,1
51-65,Bisexual,Both,E,D,3.7150815701759314,-78.20286764295814,A,A,D,C,-27.6413725303891,E,-135.43194165648947,0
36-50,Heterosexual,Physical,D,A,-0.29257075409594085,51.62314405085543,A,A,D,E,-3.8666535875213808,D,22.205102914113716,0
26-35,Bisexual,None,C,E,213.44784702291312,165.26109227348527,B,D,B,B,-117.15117948492923,D,22.985588957457793,1
36-50,Heterosexual,Both,B,A,41.84147989997669,-200.8320846568902,C,E,D,C,74.61058469190206,D,130.20291919270454,0
51-65,Homosexual,Mental,D,B,128.2374116460601,186.72873217330095,D,C,C,B,118.67301198278932,E,-0.4023628946282362,0
36-50,Other,Mental,C,D,192.86384792044197,-3.698603514643519,D,B,C,E,-41.318162892545786,E,-288.08410811906566,0
65+,Other,Physical,A,B,-176.50984899308534,31.27520840787173,B,B,A,A,14.328313064798316,A,-9.73960580348139,1
18-25,Other,Both,A,A,-39.09285306659995,97.03568133399504,C,E,B,A,-174.19593091018348,C,119.18999437641264,1
65+,Homosexual,Mental,D,A,-37.04357486480036,-83.85781178331534,E,C,B,B,-186.8967741261335,B,-115.11455478432744,1
51-65,Homosexual,None,D,C,-155.7463149236046,33.41797636744189,C,C,D,D,128.03393841543112,E,133.28698512385168,0
65+,Homosexual,Yes,D,E,24.4691968109313,27.81455504320739,E,A,E,B,102.81094094384653,C,-90.77487579423205,0
26-35,Other,None,B,B,-75.8799185182642,91.46120977922585,D,A,A,B,150.6111911890028,B,-31.65305962712589,1
18-25,Heterosexual,Mental,D,E,90.1064555503103,30.387862805339026,E,B,E,E,114.12607134462458,B,114.35705315320493,1
26-35,Bisexual,No,A,C,-91.06352153323428,-48.68887643908344,E,D,B,C,-223.40325528670576,B,15.237568888806544,1
65+,Bisexual,None,D,B,41.04620538809253,190.92194684495166,B,C,E,A,20.193340897504346,B,-145.84392186304066,0
65+,Homosexual,Physical,D,B,18.793069456318854,-83.55288111763997,B,E,D,D,76.92862344935654,B,198.56103468828587,0
36-50,Bisexual,Yes,A,C,-13.0559748381331,-87.94706692107799,C,A,C,C,48.34415574626897,A,122.31880279650849,0
65+,Heterosexual,Yes,B,E,20.534100228906226,-74.68086899087614,C,A,E,B,-154.1674111706406,D,-40.492175698505555,1
26-35,Homosexual,None,C,B,11.218468372551508,102.74208519774717,C,D,B,E,-9.64413708987152,E,57.6678903316992,1
51-65,Heterosexual,No,E,E,-5.4713107261770695,37.67897737305473,E,C,B,A,38.733442990899256,A,-50.20871368354888,0
26-35,Other,Mental,A,D,-1.5546124396830583,-122.1797380816277,E,D,B,B,11.233985265258429,B,7.950684249543927,1
51-65,Other,No,C,C,7.803915655588141,-202.7696605978918,A,B,C,E,-62.27218836660455,A,-54.368357048835335,0
18-25,Homosexual,None,D,B,59.633663016440345,106.16596802538218,D,C,E,E,-54.98587934580198,C,173.07529035010992,1
26-35,Bisexual,None,C,E,-72.90000120751124,-246.5653695742193,B,C,D,C,-37.98462948060467,D,160.5587322899807,0
26-35,Homosexual,Yes,B,B,54.33736528478601,-34.45927979558678,B,B,B,D,15.565767409128311,C,240.93475995362238,1
36-50,Bisexual,Yes,C,A,132.7203708662949,61.813604904288276,C,A,C,D,170.58672878008608,D,221.51704206540543,0
65+,Heterosexual,Mental,A,E,-115.02088852011889,-158.74806555196392,A,D,A,D,6.181382816197849,C,17.689422244270325,0
36-50,Bisexual,Yes,D,D,167.96991561994602,-56.88586782013182,A,C,D,E,139.65170703636903,E,-174.8228210222582,1
26-35,Heterosexual,Mental,D,D,161.3793636520036,72.26006197781723,A,D,B,C,66.57199208642082,A,-38.225868397478955,0
18-25,Heterosexual,No,D,B,124.74772173822464,-97.74062401391078,D,A,B,C,87.1828437119395,A,-34.29993707226912,0
51-65,Other,None,B,B,-20.47381867950927,88.1903377281486,A,C,E,E,-8.251379249079696,A,44.990050921355454,1
26-35,Bisexual,Yes,C,E,-118.6659148276207,14.994605517422158,B,E,C,C,126.90527115744734,D,19.021285360037144,0
18-25,Other,None,B,A,-10.146897727416917,120.49563988644884,A,A,A,C,-109.25191579273339,A,123.62084523415263,1
26-35,Bisexual,Both,A,B,-61.65466366590516,-130.16061755363037,E,C,C,B,60.39841614327951,A,20.630833397450548,0
51-65,Homosexual,No,C,D,-165.55349146069898,-5.233976581658481,D,B,B,B,174.2304825413608,D,101.25386361007709,0
36-50,Heterosexual,Mental,E,E,56.92254413083114,102.9282691712308,E,E,E,A,-63.114665426765704,A,-6.967278634423859,1
51-65,Heterosexual,Yes,A,A,-11.56000467375743,-15.502742904513871,D,E,C,B,119.99574051084055,D,51.731657813793284,1
51-65,Homosexual,Mental,D,C,5.27225258581623,-139.16019777995947,B,D,C,E,-63.874034005553035,E,196.15818043547526,1
65+,Homosexual,Physical,D,C,-95.32893144759564,-90.62251129117672,C,E,B,A,-42.24505715718444,E,-4.38476835804277,1
51-65,Other,No,A,D,9.897223563831323,23.649631989864133,D,C,D,C,63.010384640032335,A,-16.951477967355363,1
26-35,Bisexual,No,C,E,64.37119112253406,-37.058396603186175,A,A,B,B,67.76144930521906,C,234.01140854100305,1
26-35,Bisexual,None,C,E,-71.5713414612264,-13.113701980665168,D,A,B,B,75.06338262829509,C,-98.80060451926704,1
51-65,Homosexual,No,C,A,71.48425527049528,-69.3705587616535,A,E,C,E,65.24554950385117,E,96.04328637754968,0
26-35,Heterosexual,Mental,B,C,-102.43603991232438,6.067169036261663,B,B,D,B,-10.113031332539705,B,72.17712995134369,1
36-50,Other,Both,B,B,2.8019041209223885,-120.24319219783435,E,B,E,B,-157.7950197671682,D,17.558362993654868,0
65+,Homosexual,Physical,E,C,-45.986035180052454,-84.3261273718143,D,D,C,E,39.825420172986775,C,169.49693658125582,0
26-35,Heterosexual,No,B,C,-234.44237418124575,85.95156191096189,B,D,A,E,-96.03263247446583,C,78.40121931569008,1
26-35,Homosexual,Yes,D,E,-8.179161368756947,-142.54804525873246,B,A,E,B,-57.70435188585428,E,-255.3626187182668,0
26-35,Bisexual,Physical,C,D,65.40146060580933,-59.62972994238371,B,C,D,A,138.0841412922703,A,271.16987878052385,1
