sex,orientation,married,AgeGroup,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,target
Other,Heterosexual,Widowed,26-35,B,A,B,C,70.53791271383554,D,B,D,-151.46191024964807,E,126.59093036594871,25.821494201050797,40.2236011271514,1.7765909090956495,171.3297970212975,B,D,0
Other,Homosexual,Widowed,26-35,A,C,C,D,53.52561073874264,A,A,D,39.28811732269822,D,170.43344679790832,-98.25945160174967,183.2234290529148,71.87657221594696,85.20551934277415,D,D,0
Female,Other,Widowed,51-65,D,A,B,C,-23.135170017849678,B,D,C,-81.61287787785339,E,96.5419682474901,-116.47355923940515,-77.05816892514811,0.12351983212917277,46.8386202913268,B,A,1
Other,Other,Single,26-35,B,A,E,E,89.18968291228376,E,E,E,-23.523644551711477,D,53.45694950817451,-32.47415650715142,24.585937513449352,-100.30059104415577,57.15580987314769,D,C,0
Male,Heterosexual,Single,36-50,C,B,D,C,82.10577759920002,B,A,E,-110.01325201310999,C,169.41355219416073,-58.1812952711493,40.11477035492367,-22.240870717007084,-34.37829735520611,E,C,0
Male,Other,Married,36-50,B,E,A,A,156.48700930515696,A,C,A,-28.394445234137873,B,-203.10417975136806,21.24230898782012,-139.01989807842114,55.67707052138058,41.0002705191404,A,D,0
Female,Other,Single,26-35,D,E,D,B,20.971989821978894,A,E,D,-35.97496403448797,C,-105.76942048890854,-65.35680070467993,29.69078760142863,291.67016002593573,30.840159980938132,E,D,1
F,Homosexual,Single,18-25,C,D,B,C,-78.36519967127093,E,E,A,-89.71354804284329,A,-27.006871457559374,-1.3126629834806343,-117.63702092491127,37.174438656472944,-59.604683613672336,C,A,0
Non-binary,Other,Single,36-50,B,C,B,D,-77.18304805051261,E,E,C,9.186991408805998,B,-243.92664803561792,-17.90901694493602,-43.23060690420928,-20.478673198251276,-0.07351536924248475,C,D,1
Non-binary,Other,Divorced,51-65,E,C,A,E,-21.74074717874532,B,A,D,74.65772379751576,D,-165.04456140210647,-38.50262687574551,105.2917737783462,-70.4661920658849,-99.84103230692818,B,B,1
M,Other,Widowed,65+,A,A,A,A,43.131458493890435,A,D,D,-112.44121849109874,C,-153.31234787285257,36.14296512648584,-55.09487059600403,123.99990750746824,-0.45159379393766375,A,B,1
Male,Other,Divorced,65+,E,C,C,B,-97.32213300802634,E,D,E,34.81933307160342,C,-217.23660635761104,55.367701882817435,90.8536651087712,55.24990566952418,-70.14655140789287,C,B,1
Other,Other,Single,65+,E,A,B,B,-75.03344223669316,D,A,D,68.01472835046168,C,-86.85584077128901,142.2481077404444,-71.0765177044144,-106.28619999506216,117.15329381682429,E,C,1
Female,Homosexual,Widowed,18-25,E,B,A,E,-73.34631605817927,C,C,C,131.63317316311606,E,49.66645705627394,105.93893554251892,-58.30931363626439,172.32451411758356,-142.16784450916373,D,A,0
Male,Other,Married,65+,B,E,A,D,-138.97918871778677,B,D,C,153.65811732071785,C,160.31792730597013,66.67236264879044,-201.6718078409046,135.55475317913783,63.65774906318249,A,A,1
Non-binary,Bisexual,Married,65+,D,A,A,C,98.97659981990745,E,C,B,-174.00202819441867,D,-130.18993723161304,-85.04679706269785,208.8961079483983,68.00612420716821,138.53191486462285,B,B,1
Female,Heterosexual,Single,65+,E,A,E,D,-16.40187084260763,E,C,E,49.83082217046348,A,-151.733761069135,-215.74542558533167,-148.30889843274826,14.369437547276043,-43.73212506673161,D,D,0
M,Other,Single,51-65,E,A,E,A,-0.0009438007042470103,D,E,A,108.11771718078079,C,125.30314144966326,116.03017648589228,-126.86285000292416,-28.664260430719164,87.8967650081201,E,D,0
F,Heterosexual,Single,36-50,D,E,B,C,75.52292799345138,D,A,A,-75.90838637717852,E,45.212487298873874,174.7154318161762,138.89681763017435,190.94583727947085,147.53016828961526,A,D,0
Other,Other,Widowed,51-65,C,E,A,B,-206.9374466074487,C,D,B,-35.331185374630834,B,-57.253738747607194,143.5097961668095,-37.06324353268736,-130.71562675670395,-180.7385031556061,A,D,1
M,Heterosexual,Widowed,51-65,B,E,A,E,-53.78665760436208,A,A,D,103.36821123468103,A,-4.390736997087593,56.1368367461956,-30.46989964984529,71.24577641373152,-58.46649086703613,B,C,0
Male,Heterosexual,Single,36-50,C,D,B,C,90.36485936091236,C,A,C,-194.23065801258466,C,70.19939760232833,-241.7487269809284,146.28346022699046,6.4347064956585935,14.971373482716308,D,A,1
F,Heterosexual,Married,65+,C,A,A,D,-26.960238743283238,A,E,A,-133.38327473040158,C,-15.829434050230734,52.10387369454668,17.226704304284294,27.846954990568882,-69.99976915262188,C,E,0
Female,Heterosexual,Widowed,36-50,D,C,B,B,-63.22173441978746,C,E,E,-47.250390576305854,C,-136.4234828789213,16.358660299237737,-40.468919361820745,-81.25163076893361,-26.356029070827198,D,D,1
Other,Homosexual,Widowed,26-35,B,C,B,D,78.18707873066379,D,C,E,-33.80822608985308,E,0.26504873237111215,33.070399258737936,143.06794395486617,32.123339377163546,41.585136152441194,D,A,1
Other,Other,Married,51-65,B,B,D,E,118.79527823748562,A,E,C,35.45408163488767,C,28.26064101943391,-225.91237328509095,140.4445239480139,-49.62233727578387,126.3617099675256,D,E,1
Female,Homosexual,Divorced,36-50,B,C,D,A,144.4427684099578,C,B,E,85.17488145990734,D,113.84247864621744,11.79427980806577,-38.81069857846956,65.5197563743672,-44.842204082912225,D,D,1
F,Other,Divorced,51-65,A,B,C,B,-63.749735368683766,E,D,E,-8.462199554763258,D,147.7255026331794,6.948349191169048,96.1041316196002,5.936119061557182,-51.698121554468855,B,C,0
M,Heterosexual,Widowed,18-25,C,B,D,C,-258.2479134058908,A,E,D,10.91065157492139,C,-98.48765518660244,-102.22011388127954,-112.34718435621647,-4.310514793204817,-19.214889026786693,C,E,1
Female,Homosexual,Widowed,18-25,A,E,D,B,-16.40319240241376,E,A,D,-67.07692474532796,B,-58.867553718399975,25.65020807701283,-11.564206774749751,-43.755574858018875,61.319345011891535,A,D,1
M,Other,Widowed,18-25,D,D,D,B,-121.6760458503195,D,E,E,-221.30902365499105,A,-103.3623372055612,131.47744094943445,16.021765745271466,-21.941389670466343,124.82207606588689,B,B,0
F,Other,Single,65+,C,D,C,C,81.36344019883786,E,C,E,56.18384498883312,E,22.14272301887878,-65.9740288698426,-38.18048878451141,136.038029144657,-130.39204080215197,D,B,1
Non-binary,Heterosexual,Single,26-35,E,C,B,E,143.67760805164326,B,E,A,-169.380850329647,D,-54.755031240709684,46.73861204004383,1.3351124020992735,196.38077325386453,124.91612004399066,B,E,1
M,Homosexual,Single,26-35,C,A,A,C,-100.17596611726702,A,E,A,-45.719107780202144,A,62.12583051838605,-175.7392200899729,-174.85866904057588,-127.87793405274968,-133.90241980784558,C,A,0
Other,Homosexual,Divorced,18-25,E,C,D,A,-6.636232547501532,B,C,A,-84.81257947340339,A,45.9138791517308,20.64860075447567,-212.16241974526918,-2.695644898107466,33.87248173674327,E,D,0
Non-binary,Homosexual,Divorced,26-35,B,C,A,B,10.210544285443584,D,B,D,-225.49074429389182,A,61.258221276288275,76.54861096992491,96.35226732092109,-63.567792892197474,-56.63730626607795,C,B,0
Non-binary,Homosexual,Widowed,65+,D,A,B,B,82.73702736241982,E,B,C,-48.352210543546,A,108.7946229146843,320.20287567087865,-19.92459736711044,-56.114219195244765,-69.58759087983654,C,D,1
Female,Other,Married,36-50,D,B,E,E,-54.09850682779223,E,B,E,-124.71990787935337,B,-21.058775789408664,-213.3183376915452,252.65266426800645,71.22644009468544,43.78910732439856,D,A,0
F,Other,Widowed,36-50,E,C,D,C,-0.37553076042152467,D,E,D,-61.59428970356141,A,-72.55835824278954,-65.59977170692326,-108.91862734742546,54.59366586244758,26.896096768770395,D,B,0
Non-binary,Heterosexual,Single,36-50,C,C,D,A,-104.36272547457739,B,C,C,-94.18176536932613,C,27.460839544634325,39.36071914941504,-66.3093723468719,59.75964772680265,112.34746972097494,D,D,1
Female,Bisexual,Divorced,51-65,B,C,B,D,168.18829465940055,E,C,B,-46.69708223026178,B,128.99843481029103,83.37393356195676,68.8249683733836,-68.93488732199017,36.47774983373967,B,D,0
M,Homosexual,Single,36-50,B,D,E,D,-42.16827979713418,A,C,B,-86.7736564465931,D,94.05323722653652,-75.88663052351178,81.91339906175031,-32.47898657574632,147.82713163070795,A,C,0
F,Homosexual,Widowed,51-65,A,D,A,C,14.124887911069317,B,D,B,-191.5497612645313,E,-37.80537656675051,-91.1593649152476,-25.627625923092157,-17.759902862684463,166.84985253534447,B,E,0
Other,Homosexual,Divorced,36-50,E,C,B,B,-79.05893888051203,D,B,D,-77.0599482173769,A,101.71346840347424,2.233333152517307,-120.35246612542234,179.68379348698213,46.15554657597718,D,E,1
Other,Homosexual,Single,51-65,C,D,B,E,31.75080538187502,B,E,B,-133.9398894453042,C,173.34229006928769,-20.22014496813967,56.195018583571134,40.229015713064605,-4.349609478579537,D,D,1
Female,Other,Widowed,36-50,E,E,D,A,-0.4069240528573699,B,A,A,18.414980903723606,E,-10.351320998201142,33.262761536802145,74.84173384701214,-62.51319429847979,-98.03344184524686,C,D,0
Male,Other,Single,65+,B,A,A,E,-21.97890902004153,B,B,A,37.96329026010807,C,47.312455885466825,-40.417307961079,-46.74758892389583,37.234255659319196,13.116837210517318,E,C,0
M,Heterosexual,Married,18-25,D,E,A,B,-11.767063313119392,D,D,D,-55.0347939378868,E,-76.08870802584362,147.72916095598657,32.259310530695856,-130.65504891672558,-109.50086278970899,A,B,1
Female,Bisexual,Divorced,26-35,E,C,C,A,-112.92172418945106,A,C,C,37.58462873510729,E,-41.99625526424466,-0.6081972015514318,53.76437602171414,-22.389692415387216,194.97319234706933,A,D,0
Female,Heterosexual,Divorced,65+,D,E,C,A,-6.573244218371142,C,D,C,66.5848823070888,B,-21.802345846432132,-181.6939571043606,119.22258577454714,40.08662461830031,176.46770571457978,E,D,1
M,Other,Married,26-35,C,D,D,E,196.57027769567952,A,A,A,-82.61449795349243,D,42.55209046665937,199.331413336957,-95.83430268070366,50.26079319143746,87.67782329826417,A,A,0
Male,Bisexual,Married,51-65,D,A,A,A,-75.83112837705433,B,A,C,-23.569087267144127,C,151.40700693413808,47.619818286395635,-1.3365394421583796,29.84177870771424,76.12385713685487,B,E,0
F,Bisexual,Divorced,36-50,D,B,D,B,-43.26230281181562,B,E,A,162.47988807513633,E,18.686340686634562,15.59109499557312,-173.34522961613644,134.96104977568078,-42.39495222523284,E,A,0
F,Heterosexual,Single,26-35,C,A,D,E,-35.28287924885795,D,C,A,-47.95505612365887,C,190.01627492341782,-21.149960691956704,-28.09997336991552,68.87433608120158,66.68206833067781,D,D,0
F,Other,Single,18-25,C,C,E,B,8.807329732002058,D,A,B,-20.629344195696028,B,84.74127404879705,78.53429358933228,-1.4576730268086378,269.4493470650088,37.38781806302839,D,A,0
Non-binary,Heterosexual,Divorced,36-50,E,B,A,C,-125.42891832542378,D,B,C,-128.0197867234091,C,-10.800644958397609,67.81356437917572,-89.45487659291919,-64.86921280684689,-64.0318910873527,B,E,1
Other,Bisexual,Single,51-65,E,D,C,A,-39.41157701130641,D,B,E,74.04937146495031,A,13.545831385488407,-112.83463257762926,-80.41663646491877,-67.82341947149773,15.10334327274582,C,E,0
Non-binary,Bisexual,Divorced,18-25,C,B,C,B,-37.60718082615767,C,A,B,133.70835906081828,D,40.88225843324324,-130.16270145943528,22.454985136586995,92.72560993486978,-9.185104393600543,D,A,1
F,Bisexual,Married,18-25,B,D,D,B,36.58386753779044,C,A,D,270.67367332978745,C,151.71051353975733,47.466810428195934,70.20993634451841,63.95137753108049,-40.11350377129696,A,B,0
Female,Other,Single,18-25,D,A,D,C,131.5317805798981,A,A,B,7.8550011322105275,D,94.68245531725084,-58.60524855042952,-68.789280565056,66.8668318709728,39.41742144943052,A,B,1
Male,Homosexual,Widowed,26-35,D,E,E,D,-39.64625297094448,E,C,B,-1.6366798219023957,B,72.88916551713828,187.68456612646483,12.590809808158637,50.15548337183044,126.15436172405015,E,E,1
M,Bisexual,Married,36-50,A,B,A,D,-80.73737160209706,B,B,B,-33.57417357624084,C,-156.43999810668572,13.462346336432002,-72.8618869901633,-144.93092119108908,56.374823763089246,A,B,0
Female,Heterosexual,Married,51-65,D,D,C,B,78.9190364104888,D,A,E,74.69981084943072,E,-144.3305850344069,-178.14645518470843,87.53694811620488,-175.10379627083026,-216.6709272078725,D,E,0
Non-binary,Bisexual,Widowed,26-35,A,C,D,C,35.888850304642965,D,C,C,32.31831142761193,A,7.001465099156389,-63.57215418048566,210.35368757327512,-37.285076283090824,-42.715908251859396,E,D,0
Male,Homosexual,Single,18-25,B,E,C,A,-163.32481380255476,B,E,E,239.0689630525446,E,98.67992302182644,-92.21593123965128,-106.95791241636583,21.181492610123854,-14.55663002606915,E,A,0
M,Other,Single,65+,B,B,D,D,13.832026711422344,A,D,E,44.29073667034915,D,-60.55143543390592,169.66570539090725,-5.551916308920477,-136.0983557451396,42.64493518550167,D,B,1
M,Other,Married,65+,A,E,A,D,-0.5679617718520592,D,E,C,62.13541943420713,A,76.71802470964066,-28.75787741082862,-108.98307064733113,-66.80729313621299,-27.441931938032717,E,E,1
M,Heterosexual,Single,18-25,C,A,B,D,-13.6730754103764,E,B,C,16.929430852160053,B,-12.942896237191587,53.99427333447778,-58.601769128502355,-58.18349732385754,127.90417670440736,B,A,1
Male,Other,Widowed,18-25,D,E,E,B,56.64453610692905,E,B,A,-111.50178039024337,D,-48.75206789645821,62.32282714612426,134.35849969481237,12.29555521781634,32.970033803954564,C,E,0
Other,Homosexual,Widowed,18-25,A,C,D,A,134.6209997235155,A,E,D,111.68929107072516,A,-55.845311046947174,-9.900769326985232,40.541276696687774,-10.440272222977082,130.06547936304585,B,E,1
Non-binary,Homosexual,Married,65+,A,D,E,A,-43.076140595027574,B,C,A,-304.924524204376,D,-127.55811848888841,41.13337217846664,162.273036939034,6.54033062774833,-9.769411415068058,E,E,0
Non-binary,Heterosexual,Widowed,65+,B,D,D,E,-9.12592476902128,C,C,A,-88.96094921158326,C,-174.87488611151161,-57.55388841917134,3.9846779776809935,-125.72818195638627,-158.8173453394439,D,A,0
Female,Heterosexual,Divorced,36-50,B,D,A,D,-42.38481943542834,E,B,C,74.83605696476273,D,13.966566655330498,-156.4680341691793,-3.0770784683367625,-181.8695099874696,-81.87436170959691,A,C,0
F,Homosexual,Married,18-25,A,B,D,D,-25.225135857942387,A,C,A,25.701065724913473,D,197.54423528065658,-84.76895515868506,-167.50536246465535,97.62928412800892,-74.53028487262954,A,A,0
Non-binary,Homosexual,Married,51-65,A,E,D,C,29.091244591523612,A,E,B,107.14493668566942,B,175.94836648772392,-79.66698636476272,-93.47071460250253,97.9890514029166,-9.971460648976482,A,B,1
Male,Other,Widowed,65+,D,E,D,B,158.74104416597729,E,B,B,138.87229685493037,A,19.369179920260514,-20.444394959813792,27.293520975222663,-120.01146649910666,-113.2049298188257,C,A,0
Male,Heterosexual,Married,18-25,D,A,D,C,-160.41098575543256,B,C,C,178.74523274436348,D,-175.42699493787813,102.11183851212277,73.41644733201598,119.56448023565028,-86.3307517998488,B,A,0
Other,Bisexual,Single,51-65,D,B,C,B,74.32630403944522,C,D,D,-149.49571612806972,B,-124.48271138415838,-149.64251877150522,7.735460486273619,-18.070727063433665,31.06644154748668,B,C,1
Non-binary,Heterosexual,Single,51-65,C,C,A,A,-137.04167976193048,D,B,D,-49.91946627187123,E,56.736801010596174,-93.67962371051468,46.26950861443323,-76.80133371604101,32.94644145246776,B,D,0
M,Other,Married,26-35,A,C,C,C,-63.244225747757156,D,B,E,-7.722704909595765,D,235.75229810624796,163.68822222479403,38.09887033466788,-53.12805293483763,-51.182901130279944,D,D,0
F,Bisexual,Married,36-50,D,D,D,B,18.601322051554387,D,B,E,131.1924301326709,C,-39.84460363896767,-42.988289771431866,98.89828644509883,-105.74327255903543,82.54951268451845,E,E,1
Non-binary,Bisexual,Married,36-50,B,E,E,C,-90.61234515248546,C,C,E,-104.18605943963901,E,-91.92285674646268,-19.256316108774456,-10.868851155841615,-103.80503541860779,150.0344009541258,C,C,0
F,Heterosexual,Divorced,26-35,E,C,D,D,-90.4056832958159,C,E,A,-94.7826752789141,B,55.57861929508289,-61.46968925315731,47.76952530408051,-144.68773563785334,50.050123123131904,B,B,0
Other,Heterosexual,Divorced,65+,E,B,C,B,-135.08413700096608,C,A,A,-83.8715692805189,B,26.77138628155226,-68.7538663943184,47.49774415177219,-265.03928322724533,-14.292146650782236,A,E,1
F,Homosexual,Single,65+,E,A,E,A,-89.69853202046882,A,B,B,-133.73496472909778,C,31.26627295607383,22.454762612797126,108.69572945078467,35.56762522308301,140.8345872426935,E,B,1
Female,Bisexual,Single,65+,A,D,B,B,111.27445757248944,D,D,C,55.09630780795768,E,-33.563521613975134,-134.47242852432288,52.41821628472957,-73.55623647128445,-52.9622147790532,B,E,0
Male,Other,Single,26-35,D,C,C,E,84.21833468724648,B,E,B,-79.5480649421284,B,-148.69873024239587,-118.29476237437744,92.51696687187473,-39.275604667738236,-32.96146372371677,E,D,0
Other,Other,Single,65+,D,C,B,E,94.79949367440611,E,C,E,-18.471905252901912,A,319.0414712958652,36.704915195049175,41.16552550325751,-107.2239494778247,91.76307139619446,E,E,0
Female,Homosexual,Divorced,26-35,C,D,E,D,41.078315752287864,B,B,E,-7.08497905108469,D,82.33198183397951,-44.51415078896912,-25.99516209652651,108.65530599385079,84.14257423585317,B,A,0
Other,Bisexual,Divorced,36-50,A,A,B,B,21.52945929774728,A,A,A,-157.56816616886775,B,-37.15443303810091,-59.95828997241514,35.90630682223566,16.505850489208818,47.53234684764077,C,D,0
F,Other,Married,26-35,A,C,B,C,-47.43483717367836,A,C,B,101.82312938232354,C,26.774846539358393,-203.82408069492567,-120.60584566428088,-136.29248457114355,-22.005469455109335,C,B,0
M,Other,Single,18-25,A,B,A,E,-20.04033184042132,D,B,E,-60.128479646421404,E,7.299157213104607,75.1580512669858,-15.434765766483826,1.1239533385966232,-12.17459737338072,C,E,0
F,Homosexual,Divorced,26-35,E,D,E,A,133.1997041365354,A,E,D,-22.20312211158546,B,-146.96178296945925,135.7657174062557,-53.70482045391138,83.65827015188933,128.51919688321803,A,D,1
M,Other,Single,18-25,A,D,A,B,77.33969230922364,D,A,A,-74.40948584748206,C,-165.2436646246233,121.45721343267113,22.16646471095639,83.27636560084487,-4.170138372711329,B,D,1
F,Homosexual,Married,18-25,B,D,E,E,-32.294180156045456,C,E,C,-85.84939332098858,C,54.83642780427029,-158.01762911951042,118.80296211291277,-29.20085754547197,63.230120259433306,A,A,0
Non-binary,Other,Divorced,36-50,D,E,D,E,74.7960534733,D,A,E,22.57626381646056,D,67.1122906326468,-73.6460962597101,88.96369920461733,-88.47878704328875,-90.82901692507383,D,C,0
F,Bisexual,Single,26-35,A,A,A,D,15.28852318677682,E,A,E,112.9247264562915,C,31.958958467863212,52.51276978192584,-76.14705219094336,-140.23518354885252,112.70036502139158,E,E,0
Female,Bisexual,Single,65+,D,E,E,C,170.94274600741798,D,A,E,-148.88032278201248,E,-191.1045999548834,83.49185431771994,83.11149680685783,13.57433739582781,-153.89203971523096,A,C,1
Female,Homosexual,Married,51-65,B,A,B,B,-13.420268637074745,E,E,A,28.848798550711958,B,26.38359049542911,165.70363317009907,-94.1265174186105,75.14399843003034,-82.77767914575584,D,D,0
F,Heterosexual,Divorced,65+,E,B,C,C,-104.7308724432398,D,A,E,-52.67347686365264,E,-123.36387297235947,1.3498585660524742,117.85836782146704,83.3211331286064,-64.73826031437034,A,D,1
Male,Homosexual,Married,51-65,C,B,C,C,40.40950631067128,E,A,A,5.400430964131576,D,-65.348529116725,-107.34431198489054,67.90818672396985,-53.407699771311634,97.22662258974485,C,B,0
M,Heterosexual,Widowed,51-65,B,C,E,C,-80.59893193027182,C,B,D,20.07172216844054,D,15.030271522114294,-209.25196050666327,235.42090175867284,6.593951101520497,104.90225145071956,E,E,1
Male,Bisexual,Married,51-65,A,E,E,D,-60.14332778216745,A,C,A,112.22411279570844,A,-210.23475021305265,-80.9500896549783,-37.61654085189199,78.36877746605558,48.49415616033822,C,E,1
F,Bisexual,Single,51-65,D,A,D,A,27.589458554013817,C,D,B,145.96981636187843,D,27.353326143541935,31.337051494173153,-3.811922159751417,76.88098092917315,-183.37454367390532,D,D,0
Male,Bisexual,Single,65+,B,D,B,C,-64.7354900725675,D,E,C,-128.16197482105312,D,-87.38292982160904,6.625019227997292,-89.34766862971316,45.43062552241376,-29.51306859970373,B,C,0
Other,Other,Divorced,65+,E,E,E,D,-82.87258838346592,C,B,E,-12.482922247881,B,24.68908817416806,-39.53826608279285,-105.59623737600887,40.599033982179414,-52.65840815058853,D,D,1
F,Heterosexual,Married,26-35,A,B,A,E,-6.12994418216036,D,D,E,161.9910447844365,E,-38.29662156076045,-107.61665713623509,241.41908892102117,-129.47915639697558,-119.1822040820127,D,B,0
Male,Other,Widowed,65+,B,C,D,C,-6.868933100993842,C,A,B,-29.606783712418306,C,31.078320160966673,-8.172985407384553,6.28723263812611,13.47374000698813,116.17629383669454,E,A,0
Non-binary,Homosexual,Single,18-25,E,E,E,E,-123.64970400149618,B,A,A,49.12404366890201,B,-89.7030282322785,-3.4538900888171598,40.82493482186993,18.746328486501532,123.79135594309585,C,B,1
F,Heterosexual,Single,36-50,C,B,C,B,64.66219170527093,B,A,E,12.439249678959547,D,-37.421804509403636,-55.52168276956784,-54.38530739277174,-34.28716215688838,74.84146122444062,A,D,1
M,Heterosexual,Divorced,51-65,E,E,A,C,49.583902259883,D,B,D,-0.564775582580385,A,18.58623103270191,-52.886282837662336,26.11076659231716,-74.56642755910887,-92.67014106648608,B,A,0
Non-binary,Bisexual,Single,26-35,C,C,D,B,142.35884309569443,D,D,E,129.06688534758248,D,30.766761217950535,-108.60600252407318,91.56473875714978,39.85348096405635,53.85936484453494,D,C,0
F,Homosexual,Widowed,26-35,B,B,E,A,33.02113314840865,D,A,A,63.34330332754242,C,-10.906841332786222,-38.07463848419765,-69.35842739571413,134.52215644866402,-48.07192649589603,D,B,0
Non-binary,Other,Married,36-50,D,D,D,C,225.44097674954108,E,B,C,10.853087267910933,B,-186.87915114114787,-36.24779490134277,87.60597756619953,-55.73559196596033,161.60708282582718,B,E,1
Other,Heterosexual,Single,51-65,C,A,B,E,-87.41666097324301,A,A,D,-52.83049096993124,A,19.771343334238328,-87.95967651938595,-5.7353445066336715,191.37009767746284,70.65785645777234,C,D,1
Non-binary,Other,Widowed,36-50,A,A,B,B,62.94344308463171,D,E,B,-54.569749583992945,C,-49.63462090786362,105.70273514085625,43.60247547602541,19.138443586482552,48.89308882353256,C,D,0
Non-binary,Bisexual,Divorced,36-50,C,E,C,B,36.65835323231501,A,B,D,-88.86049758793277,A,4.689521408582201,22.851481576854585,12.412452098801015,97.92042563367461,48.072282773813065,D,D,0
Male,Other,Widowed,36-50,E,A,B,C,-42.32666480803284,B,D,E,-169.12194139940434,C,124.4672939692426,148.93728842221515,121.47308878552433,69.52298380966559,-34.72477812656571,E,E,1
Non-binary,Homosexual,Married,18-25,C,D,E,D,48.66057331406514,B,A,B,77.4241293420751,E,-14.614071389626481,7.216673844155346,-68.07259586215595,-64.556657116008,-11.294813184494318,D,A,1
Non-binary,Other,Married,26-35,A,B,C,A,-15.830114590820918,A,C,E,-116.51713498005567,C,-0.2911309078901758,-43.26410615609188,60.42549944593168,-106.69464305990282,-83.3036940550616,E,D,1
Other,Bisexual,Widowed,26-35,E,D,B,D,50.45074645902838,E,A,C,32.242242034963226,A,-64.34568682006261,-30.514690577035303,111.33253888364104,-59.9775304742873,169.34107109799106,C,C,0
F,Other,Widowed,18-25,B,B,D,D,90.54354736095999,A,A,B,-70.65348000539167,E,-59.5109105109902,-44.95866780876299,136.37624838230292,141.4580974004205,133.16581901879934,C,E,0
Male,Bisexual,Single,65+,D,A,D,B,-81.60899507661567,C,A,B,44.74838086328607,D,129.43285303212087,94.04574245604768,12.240854781706826,-36.956626951398285,-162.19098939869298,A,C,1
Female,Homosexual,Married,18-25,E,C,E,D,-165.09070370736,D,E,A,53.89479347157311,D,-16.959157286328907,203.64188942797833,-148.03049736512892,224.0273371412219,50.77424909999175,B,A,0
M,Other,Married,26-35,E,E,E,D,74.1562603967158,A,B,D,174.15930320761598,D,-74.78931525892627,-39.01463178875598,-73.79426166776575,-164.69297617231672,-229.21017450386518,E,A,1
Male,Heterosexual,Single,65+,C,B,D,E,-0.23586030311609352,C,E,E,9.021847044385806,E,85.24841108442239,29.97302395410926,-13.316540123607645,29.50208569401525,-6.597282363344231,B,D,0
F,Homosexual,Married,26-35,B,E,C,A,-28.72352122600193,B,C,A,98.90532546724393,D,-92.04306171156722,-158.6188149564058,-89.17427085041464,-0.22767072990255277,-101.93023548461608,E,B,0
F,Other,Divorced,18-25,D,B,D,B,-79.60541271212666,A,D,B,156.14878031092564,C,-61.25541048985986,170.87637211665702,-91.43570102403348,-60.541536413828176,10.261834678032491,B,D,0
F,Other,Married,18-25,C,D,A,D,15.062444094658858,D,B,E,-86.88944403310646,B,-82.12989706458833,-53.495066493724885,-52.1156320434763,-132.9849815564401,-1.349632621900476,A,E,1
Female,Homosexual,Divorced,26-35,D,D,A,A,-176.05030437714225,C,C,E,-3.1672090845483885,E,-108.43471520103152,104.75494970305775,-15.559042717548799,101.49774156542448,-263.3411022935139,C,E,1
Female,Bisexual,Divorced,26-35,B,C,A,C,-31.870300093659775,B,E,D,-3.6587950224678076,A,-103.95695126030495,-77.45895914887288,36.61125762272376,-14.894808578262536,12.485547892909695,E,E,1
Non-binary,Heterosexual,Divorced,26-35,C,A,B,A,149.73178961021253,C,E,E,47.572788011820016,B,49.60577123677903,131.74131191864387,-19.09871074579659,-32.35455502027488,-2.251428871729415,D,E,0
M,Homosexual,Married,26-35,E,E,C,B,-73.62091546410939,A,D,D,103.18989892683379,C,-63.16776935793609,-27.036832874489537,-2.8479444374018175,205.2142276479994,-16.55265538709902,E,A,1
M,Homosexual,Divorced,36-50,E,D,B,B,112.5015177499285,C,B,C,-104.59383620682847,D,63.60904191121113,-14.994432994682741,-50.16606172989147,11.613163069739233,-57.91113986762551,C,E,1
F,Other,Divorced,51-65,E,E,B,B,16.266737368554164,B,B,A,-98.15145082594174,C,1.6234762348958358,165.7180143676363,-98.98133627010792,-79.04768363024932,134.26388038001178,B,E,1
M,Heterosexual,Single,36-50,C,A,E,B,-105.04589209274965,E,B,B,-125.28210016201322,A,39.540794907659745,-26.445061880508153,-100.1356730768316,61.50505687912325,96.78265709555238,A,E,1
Non-binary,Bisexual,Single,36-50,B,D,C,A,63.26967844974561,C,E,B,26.76240608894071,E,-48.161435269363345,22.25401519383417,13.478468727066446,85.55609105538345,-77.69906688624042,D,D,0
F,Bisexual,Divorced,36-50,D,A,D,D,0.5231615266167485,C,A,D,-59.61312216598878,B,-203.84664126372743,72.3844715741146,-150.6529094884064,-8.658382763878187,42.46982238149546,B,A,0
M,Homosexual,Single,51-65,A,E,E,E,-26.20929268727698,D,E,D,143.97584566649752,A,-22.16304011970907,107.34364521595512,140.58001737492384,-218.06416054590767,-94.41716768117271,A,B,1
M,Other,Widowed,18-25,A,B,C,D,-16.71080507498959,E,C,A,168.52017810637844,E,41.892459185928026,10.358903229373286,-20.870965610056782,-112.02611673570803,148.50168124690535,C,A,1
M,Homosexual,Single,18-25,E,C,B,E,-93.11028648890417,A,C,A,9.820283604191143,D,-45.53861104120641,-187.46217781701674,-125.4052139167362,-64.14851338468719,73.34841810624128,C,C,0
Female,Other,Widowed,65+,E,C,C,B,71.17725894844955,B,B,C,86.44485133419415,E,109.46224519101307,16.581190879261186,57.82123032961085,-40.412943046987664,-176.3070531469047,D,C,0
