Nationality,age,military,religion,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,target
UK,73,Yes,Muslim,27.29233317080545,E,B,C,76.9395467015625,A,-72.43315287606492,-141.8650441261233,D,1
US,33,Non-Veteran,Jewish,-108.15852210697246,A,A,B,105.07973975712872,D,-38.18359525575437,-212.24020431282895,D,0
UK,71,Yes,Other,50.76142026868445,B,E,B,43.768500984521225,C,58.51708959602415,95.37350518699182,A,0
Other,24,Yes,None,228.14722135728766,A,D,A,56.76938842999712,C,-95.08657025199898,31.947611518079217,C,1
India,33,No,None,-83.02880131660099,B,C,C,-43.73757433599391,D,-29.265431393069985,-146.36603566365525,A,1
US,31,Yes,Muslim,14.827498800633473,B,A,C,-92.13841587123267,C,225.2928026142738,-82.78967886498737,B,0
Other,43,Non-Veteran,Other,43.7339592479199,D,B,E,19.519860473979577,A,75.97597691143368,94.74679089506017,E,0
India,30,Veteran,Muslim,105.97157190077466,A,A,B,-31.406860918896356,C,-7.488509353293502,91.35498500345415,E,1
India,18,No,Christian,-73.58955103023935,C,B,C,37.16086771483036,B,22.98367736776898,152.6401546956226,D,0
Germany,49,Non-Veteran,Other,-14.978816901807471,E,D,B,145.58809913597054,C,-148.65301979953637,162.09866248993424,B,1
UK,58,Yes,Hindu,-125.68029895619834,C,A,E,-24.356203267695566,A,-30.82619354913116,-113.92240716446196,B,0
Mexico,59,No,None,93.56129957364514,B,C,B,15.300750325622294,E,106.13527877429006,-59.06810879396242,B,0
Other,35,Veteran,Other,13.94625851611746,E,A,C,157.73885697393985,D,-96.59428461655907,-97.24532762316353,B,0
Germany,48,Veteran,None,33.468290243720915,B,C,C,-15.65367052113649,B,94.48185410530888,127.63490251785083,A,1
Germany,20,Veteran,Hindu,40.54335468479167,B,C,E,26.88215268898453,D,-10.194653886700893,174.8675721162537,C,1
US,56,Yes,Other,-18.078048964766488,A,B,E,42.92971612678605,C,37.38557018644546,-108.40050426364695,A,0
Brazil,68,Veteran,Buddhist,70.99437713174761,A,E,C,-134.73464221350144,A,-134.58789062201265,-115.43381008179357,D,0
China,22,No,Muslim,-38.41820765702724,E,A,A,-40.41414094203953,D,17.263211211205558,-132.22888100458508,C,1
Brazil,76,No,Jewish,208.40878214120102,E,B,B,67.48360505370022,A,-114.63332599917577,-154.46838473432095,A,1
Brazil,77,Veteran,Hindu,96.80761347687145,A,A,D,-70.32397674883669,B,76.7538142266407,69.3110447739775,C,1
Brazil,77,Non-Veteran,Buddhist,53.39294087958278,E,B,D,-76.96713902506153,D,-10.088027350048884,212.56412662289185,A,1
UK,24,Veteran,Other,54.890108708561016,D,E,B,5.894152296000314,B,-161.57604754364576,108.73736906450175,E,0
Brazil,23,No,Hindu,-191.3890549093697,E,A,B,281.7549721305451,B,60.6517935844228,-18.793411075512157,C,0
UK,40,Veteran,Hindu,17.196858782637218,B,D,C,36.785849072474534,D,-107.12211619391316,46.546328842887405,B,1
Mexico,53,Veteran,Hindu,-71.23547801846499,C,D,A,26.051997282331662,E,-13.300120769986941,-168.27916001715892,A,0
Other,51,No,Christian,55.24586254659781,A,C,A,-136.37352415971648,A,-235.0179409664524,159.65020018931403,B,0
US,62,Non-Veteran,Hindu,-53.21496011852753,E,C,E,34.36038927017338,B,148.54675116220736,20.160441873028294,C,0
UK,46,Non-Veteran,Jewish,-1.1251032995860826,B,E,B,-188.6873730924617,C,-63.79539766272312,-174.45269023415196,D,1
Mexico,49,Non-Veteran,Jewish,-7.122614583961051,E,A,B,124.49037534895744,D,-12.383595995528175,-90.89441207865822,B,1
US,49,No,Buddhist,54.81964324432936,B,D,E,5.861188767967156,A,-123.34570560671061,31.57621167994727,E,1
Germany,57,Non-Veteran,Christian,-362.05571586860185,A,D,D,-30.72775053068301,A,-115.26047563257484,149.25275836660572,E,0
Mexico,22,Non-Veteran,Other,49.5602509461278,B,E,E,111.97380952113237,C,-8.031976153815519,77.76843341143221,D,0
UK,74,No,Buddhist,31.52201075164653,D,B,A,238.1339286300955,B,15.178293324233518,42.80891303589705,C,0
Other,69,Yes,None,164.65151462264967,B,C,B,-91.77041398417408,E,-65.60266848218089,-17.94778710691994,C,1
China,72,Non-Veteran,Christian,-39.60219468220874,A,B,C,22.138223089895423,E,-93.8357416580246,105.63989808385679,E,1
UK,29,No,None,37.242326723137154,A,D,B,-130.46522802182133,E,78.24901737497656,5.726855793537288,B,0
Mexico,66,Non-Veteran,Christian,68.18017530581584,D,C,E,19.570707097377717,D,0.5235514555790557,92.33053256430544,D,1
Brazil,57,Non-Veteran,None,-27.046688391897405,D,D,C,-13.330422848219287,B,35.62692714539788,152.85147837215982,C,1
US,69,No,Hindu,60.072095762005496,E,C,A,-7.169192562950684,E,-131.6539043181523,122.21651510583919,E,0
UK,59,Yes,Buddhist,-52.698090973573386,A,D,B,166.10377282909133,B,-62.14037393869189,-56.670316754138774,A,1
Brazil,72,No,Christian,-25.765506952729417,D,D,A,-59.48934405822863,E,-141.37798559312034,10.692972236395024,D,1
Mexico,31,Yes,Christian,83.01426648883582,A,C,E,-120.36743356892434,B,5.121325926876972,211.76412973804707,C,1
Germany,20,Non-Veteran,Jewish,155.67889923088927,C,E,E,-153.2700645219886,A,22.990190449465885,59.07888563121785,D,0
China,35,Yes,Buddhist,-115.4373452162972,B,C,B,78.28164231919375,A,-62.57858010864222,101.46751838608748,C,1
China,51,Yes,None,9.748834509113713,B,D,C,50.87857328870514,A,108.6105791176816,-124.733145529542,E,0
Other,58,Non-Veteran,Christian,-103.49751499724627,A,A,C,98.88512390122001,B,156.1313825908099,186.9649533348907,D,0
Germany,75,Veteran,Jewish,-89.8946714302909,C,C,E,10.950098544839944,A,-39.99679163072282,75.70538882050921,C,0
Other,45,No,Buddhist,31.56194254207898,D,A,E,-210.01621047817,B,72.45285246090027,116.30018429215889,D,0
Germany,40,Yes,Other,121.25726991658003,B,D,E,35.29539629270339,D,157.5031781423065,-105.02430931099127,B,1
Germany,61,Non-Veteran,Jewish,-186.2030047065066,D,B,D,145.85482633930403,A,77.74080640287201,-56.34643563863769,C,0
Mexico,53,Yes,Muslim,-159.3366457181153,E,D,D,13.03999488905262,D,-68.41176834394504,-116.50062896844715,E,0
Germany,47,No,Jewish,97.88539060595852,B,C,C,-11.227745154479859,B,-10.568641994631374,-69.46895205019301,A,0
China,60,Yes,Other,71.44279734992728,D,A,C,5.541360695512135,C,-64.37867629972739,-59.23101953911446,E,1
UK,75,Veteran,Hindu,59.57793686035354,E,B,D,-46.0920404383008,D,-156.06524279013948,-189.5762068058051,C,1
Germany,75,Yes,None,15.60862121509957,B,A,D,-148.0421907459757,C,146.81004815223486,-3.5970314798203873,C,1
Brazil,78,Non-Veteran,None,-53.294531593224946,A,C,B,52.41750453729917,C,-20.684379975145195,-63.59546553346645,E,0
Mexico,63,Non-Veteran,Other,-67.04426973971323,D,B,A,-63.64343516178399,E,173.19075293968982,114.9767346419911,D,1
Brazil,48,No,Muslim,-110.14565131543617,C,D,D,141.35684014400996,D,-3.928560881040371,-6.391064426185937,D,0
UK,71,Non-Veteran,None,58.98931337480883,D,D,D,-24.753847864371895,E,42.70482768293417,73.10824449570158,D,1
China,27,Veteran,Jewish,-111.35295636720342,A,A,B,18.52202591055174,D,173.64200478847027,68.76995138098755,A,0
India,69,Yes,Christian,105.13302190729728,D,D,A,-139.19327256416662,C,-150.0478091385569,-256.7656960690911,B,1
Other,76,Non-Veteran,None,69.02596090094083,D,A,B,-175.61586437335774,C,-19.584453117773055,78.63390087148153,C,1
Mexico,20,Non-Veteran,Muslim,-27.808913798050888,C,C,B,-148.21405705952688,C,12.153902965786756,34.62628676631911,E,1
China,38,Non-Veteran,Jewish,-156.0163001320904,E,C,B,-128.57413260838692,C,27.209265283999816,-162.90556268764516,D,1
India,45,Yes,Muslim,-19.929428344522652,A,D,C,-142.90552688612252,D,3.487173957598223,122.86664170528563,B,0
Brazil,26,Yes,Buddhist,45.275844186843514,D,B,B,45.38903821114752,D,-67.86593944399706,-109.68760298771724,A,0
UK,47,Yes,Buddhist,-80.62919195821404,C,E,A,-64.5551242198375,C,150.16363914556104,-151.30258857656855,D,0
Brazil,61,Non-Veteran,Hindu,72.90238347825509,D,A,D,124.52350572977878,C,54.11606684610773,107.78111338153128,E,1
Mexico,67,No,Other,-44.5847790022287,B,A,A,59.298674737664214,D,-30.815939038998806,-163.89033870381195,A,0
Germany,55,Non-Veteran,Muslim,12.465675049295175,B,C,B,-85.85143903673044,B,-182.76101243471962,-50.70443254372085,B,1
China,18,No,Buddhist,-107.69240576650598,A,D,D,-181.07257425756433,A,0.35578616177074485,16.557799756289253,E,0
India,50,Yes,Hindu,-43.42559360842338,C,D,C,-14.540551541503529,A,-29.003411398405245,-76.23552892489616,C,1
Other,19,No,Buddhist,12.457160892649577,E,D,D,221.39486570703016,E,-45.930727833630556,-30.439160044358548,A,1
Mexico,26,Yes,Jewish,65.67781279311149,E,B,B,27.3859860527637,C,54.128159829648936,-51.82091392233511,D,0
Brazil,52,No,Christian,-59.73602012561994,D,C,E,73.63005558598368,C,-166.03980719790815,-25.144594256590345,A,1
UK,18,Non-Veteran,Hindu,21.252349758244357,B,C,D,46.1638607977927,E,-121.15633649356705,76.82200379808295,B,1
UK,74,Yes,Buddhist,53.177950079284386,A,A,B,66.14544443678638,C,72.4498426454289,-13.783623995550363,D,0
Mexico,66,Yes,Jewish,19.16551868742752,C,C,A,172.91951555831218,D,-29.888050418845648,-76.4133797751842,A,0
UK,65,No,Christian,-112.21191550750724,E,D,D,150.91973067316914,E,35.98993985637842,9.167659373232192,C,1
UK,39,Veteran,Jewish,89.27775249658086,C,A,D,24.44489437104057,B,-32.391837976719465,51.200430035226816,D,0
Mexico,77,Non-Veteran,Other,49.11446404920492,E,A,D,45.685905643403906,C,-35.02685936583785,249.61327279005326,C,0
UK,53,No,Buddhist,166.20437566660428,A,A,D,217.60602257307133,E,189.19302266341595,155.4921385370103,E,1
Brazil,22,Non-Veteran,Christian,75.16488267892886,E,E,C,-17.61765247772427,A,0.5508900575567957,-53.21315722338246,B,1
UK,33,Non-Veteran,Christian,26.256042756669174,E,C,B,-13.720087172059184,E,70.39479330756461,253.13578152035285,C,0
Mexico,43,Non-Veteran,Christian,-13.110678327392296,A,C,A,-143.25404884862613,A,96.99212918998968,76.91512275323747,B,0
Brazil,26,No,Jewish,-93.84072445020682,B,A,C,-74.40603370985949,C,-173.77094848927803,11.62223084582844,C,1
UK,23,Yes,Hindu,50.27842990048737,E,D,B,57.11834402699366,D,12.48460915777229,140.15826891168334,B,0
Brazil,23,Yes,Buddhist,-30.621504532052988,E,A,C,7.410212005563007,D,-43.22552290055808,-131.1237972659042,A,0
US,21,No,Hindu,31.44015595176804,B,B,D,-57.50099146673923,D,-113.47785188889677,-278.0713191480832,E,1
Mexico,46,Veteran,Other,-84.10450044680262,E,E,D,121.98259722554891,D,-52.68627720730395,123.00084543340562,E,0
China,79,No,Hindu,33.46096744729453,B,E,A,-20.649600881376006,B,102.19370372916954,-4.443115252394494,A,1
Other,35,No,None,107.29111758034307,E,A,A,-34.800379389375216,E,20.60031201475054,-5.383377536273256,A,1
China,70,Veteran,Buddhist,55.93750061805052,B,E,C,-41.02893039855166,E,32.10045818279236,38.20674855088967,C,1
Brazil,28,Non-Veteran,Christian,52.088299825025686,D,E,C,79.77920148317031,A,49.005843378450166,-13.121798621259522,A,1
Mexico,36,Veteran,Other,49.999897958235536,C,E,B,22.00528967170839,A,-12.874946494806085,-141.671127836868,A,1
US,77,Yes,Jewish,-124.32633409684139,A,D,C,9.466084094512853,D,165.48183560912645,23.732211141843887,E,0
Germany,60,Veteran,Christian,79.62533397557716,B,E,B,-13.06094311834897,B,264.402012819056,-50.25698030907717,A,1
China,30,Yes,Christian,-31.35449718696879,B,B,C,-77.84739034659592,B,-14.78145115814925,64.67622710962475,C,0
UK,64,No,Hindu,52.60365031055233,A,D,E,-50.98728617067502,D,-108.92955135284528,-185.42546521648416,D,0
China,32,Veteran,Muslim,-70.05127003445175,C,E,A,123.1377055261061,B,-107.04985709375183,122.85846552014783,E,1
China,46,Yes,Hindu,-175.1647345852117,B,E,C,-100.50076798358243,D,38.024533357833995,-29.850358306259373,A,1
Germany,65,Yes,Other,-77.32607252634342,C,A,C,63.572964411554445,A,-6.156075647039775,248.79453676638997,D,1
Mexico,45,No,Buddhist,-159.17611347117972,B,C,C,-5.861941589334345,D,68.65558407151477,-28.90177143237873,C,1
US,50,Non-Veteran,Christian,-7.124735029365557,E,C,E,76.79398835401264,B,3.375629369804165,-109.14846446204736,D,1
Mexico,32,Non-Veteran,Hindu,97.52934570191715,E,E,A,19.416303343648593,A,49.0499352107325,131.00175989482352,A,0
China,79,Veteran,Christian,37.998999271124504,E,A,C,26.383403056293357,E,-58.917983085383376,176.4244203830472,C,0
Other,47,Non-Veteran,Buddhist,-211.94206600135578,C,E,A,-66.82003530415537,B,50.18663925196057,-30.105157950451133,D,1
Mexico,28,Yes,Hindu,-63.521093802145,C,B,D,-4.731612320557423,B,-92.9524042272275,117.02163333139784,E,1
China,18,Veteran,Christian,-20.842576579824517,B,A,E,16.6100389391998,A,-182.64279209646216,-41.87836185996573,B,1
Germany,48,Veteran,Christian,-74.77940818532886,E,C,A,-54.216668412032064,C,79.82998416197275,-46.843214732597346,A,0
Other,78,No,Hindu,-46.53860105307186,D,E,C,53.71372957777844,B,-87.52988531902835,-0.8853164379611509,E,1
Other,21,No,Muslim,67.75673065583682,C,E,D,86.20046534666209,C,-174.27209054729153,3.4056536761005023,E,1
Brazil,42,Veteran,Jewish,-106.1966086681524,B,A,D,-89.1679910412413,D,147.236349970442,41.06468225001357,D,0
India,74,No,Buddhist,70.25065696124938,B,C,A,-38.86957402081085,A,-115.20388154612935,-111.51600930156349,C,1
Germany,38,Veteran,Jewish,199.00661675440924,C,E,C,235.5408516307424,D,27.26283906345132,-108.29338932025492,B,0
Other,76,Non-Veteran,Buddhist,73.27022491081439,D,C,D,5.2922987789042,B,35.07876416391795,54.000985332763776,D,1
UK,79,Non-Veteran,Muslim,41.20333826812511,E,A,B,-117.21691461376491,D,-118.66251743652789,-3.1361608421123393,B,0
Other,72,Non-Veteran,Hindu,-80.89464502689626,D,C,B,-82.87723979319395,C,12.103275935306872,50.58469632961469,D,1
China,74,Veteran,Christian,-166.24014554450042,C,E,D,-16.915826175396635,D,-78.38359054144408,-9.955036704514297,B,1
China,60,Veteran,Jewish,168.03517675564817,E,D,D,-64.01676584848707,A,-127.89067968319844,28.626514374402333,A,0
Mexico,61,Veteran,Muslim,70.92205321581615,C,D,D,130.9120382615085,E,-31.29108971447047,-157.66027355596214,B,0
Germany,32,Non-Veteran,Other,109.97282319025996,B,E,B,-2.9879713912007753,B,-62.250958175444694,-85.71462280225268,D,1
Other,59,No,Other,89.40856358602396,C,D,B,-193.34855161996185,A,-33.684863116403044,132.14196716823602,A,1
Mexico,18,Non-Veteran,Jewish,-143.1975897744407,A,D,A,60.49757354826808,B,150.7866998449126,146.55667083894846,D,0
Other,46,Non-Veteran,None,51.10658478021849,A,C,A,171.67400996104752,D,128.54734998254614,-13.572486458144603,A,0
US,19,Non-Veteran,Christian,-3.8807098755216436,B,C,A,-24.068601985103854,A,56.4352179329251,106.11088739754334,A,1
Other,41,Non-Veteran,Muslim,-138.2025393347127,B,C,B,-62.151670098701786,A,-53.58304524931069,-72.0055456934805,C,1
Germany,76,Veteran,Jewish,33.38411010174237,E,C,B,37.80460145348414,B,-141.2586429257143,9.103232076029096,A,0
India,33,No,Hindu,-116.5605111960861,A,D,C,14.237058665328984,E,-30.655719287169347,-80.02248607178731,B,1
India,45,Non-Veteran,Other,-105.82988559162267,A,C,A,35.51885907492752,A,-43.137120543994264,-29.498591219738856,A,1
Mexico,73,Veteran,Other,0.458746090280983,C,C,D,60.034598523572214,C,-83.6607318226811,-52.74880733398977,B,1
Mexico,48,Veteran,Other,31.06828387512443,B,C,A,59.94814145193074,D,-92.35855090303406,18.075506510574254,E,0
Germany,63,Veteran,None,-8.681106774173667,A,C,C,-68.61407571972973,B,-218.5989695850899,130.79253847251854,E,1
Germany,68,No,Buddhist,41.81390041688129,C,B,C,46.223640145866604,C,184.49928975966185,-62.653337923886944,B,0
UK,29,Veteran,Jewish,-211.18232081601067,C,D,E,82.79068870321848,E,40.82797315859363,49.67433782545923,A,1
China,25,Yes,Christian,-47.44323325587113,B,A,A,121.10117956571045,B,38.995881370684515,16.004017847353335,D,1
China,38,No,Muslim,-111.16503736381638,D,B,C,-101.5444708835568,E,-88.40010441887355,47.56106560239882,E,0
Mexico,39,Non-Veteran,Jewish,-129.4292387859008,B,B,E,5.5374438881720405,B,130.15532025865951,-42.15804133407867,A,1
Other,75,Veteran,Hindu,68.83886755892988,D,C,D,-76.16047575262849,B,85.11436089134807,-62.85935746283439,B,0
Germany,70,No,Buddhist,19.7271337653277,D,A,D,-77.16660553645792,B,-77.69303987286088,30.67707173424774,A,1
Brazil,61,Veteran,Other,46.06597182522012,E,E,D,48.01589105337845,E,183.45886313083025,107.69339097335795,D,1
UK,32,Veteran,Buddhist,64.06743495055245,E,D,E,3.171303658701398,A,-197.9148149232104,-68.8293483519246,E,1
US,48,Veteran,Jewish,-45.912234130292624,E,D,B,-26.9595640180441,A,-71.17132507711915,133.74688127169057,A,1
Other,74,Yes,Christian,-19.443283600334592,C,E,A,-38.28559422579262,C,-55.722561735456786,23.74641504500855,C,0
Mexico,47,No,Christian,-53.56827319758114,E,A,C,253.4873461099958,A,-155.54242331063958,-71.36258662424217,B,0
India,20,Yes,Muslim,-59.61410265097737,A,D,B,-48.60296809504319,C,169.1350048312577,64.46746760231362,A,1
UK,32,Veteran,Jewish,145.45767348434842,D,E,C,-37.27126328500846,D,63.30575820859957,24.540134280868124,A,0
US,31,No,None,27.879738989688036,C,A,B,99.97775916682305,A,-38.24224730552121,31.408828919767075,C,1
US,62,Veteran,Hindu,-137.2340488841606,D,A,C,2.9651995325267446,A,164.53871568952138,-155.63722362802798,C,1
China,34,No,Hindu,27.14961159112607,A,D,B,7.324482465164453,B,256.98149215449064,33.38370449385286,B,0
Brazil,47,Veteran,Buddhist,-51.42460473197369,B,E,E,-57.07487861111996,A,-28.520801059175678,95.66447874517917,A,1
Other,61,No,Hindu,-108.29704843939629,E,D,A,132.3312107188159,A,-86.47911044915682,-59.23275351979238,D,1
India,36,Non-Veteran,Jewish,-47.92761069055816,E,D,D,-88.61647370243269,D,-228.52636173176234,47.09365988378627,B,1
Other,34,No,Muslim,161.31804058708457,A,C,E,-112.19958974053512,C,-64.49547188995852,60.13962742339051,E,0
Mexico,53,No,None,-90.20034747178536,C,B,E,78.98076249747787,B,59.76324177429127,2.0766011591622404,B,1
UK,58,Veteran,Muslim,223.87962086834733,C,E,B,-57.30321644063401,A,-184.85115947938087,132.58411690219103,C,1
Other,22,Yes,Muslim,31.56392189430626,D,D,A,-94.57184873237821,C,-37.75159578630369,-22.617053376414287,E,1
Other,27,Veteran,Other,165.12317281636606,D,C,B,-168.92154653924962,E,-0.39233025254819764,46.03814702291342,C,1
China,25,Veteran,Buddhist,57.92475912302992,A,C,C,9.004937275099206,C,12.081125046525436,-46.13066284057103,C,0
US,39,Veteran,Hindu,47.477535399490414,A,C,B,20.643585747666965,D,-7.692837662125558,-7.385058546550235,E,0
US,27,Non-Veteran,Muslim,31.628044122553206,B,E,E,-55.043518355034635,A,-27.714868775729823,-23.56580544692398,C,1
India,51,Yes,Buddhist,123.88604085344919,E,E,B,-14.566541817300157,C,49.62280347511847,-53.52239546075393,C,1
UK,50,No,Other,86.13193247744026,A,D,C,-293.12608535710126,D,37.37650504802963,-18.031771093857312,C,0
UK,72,Yes,Muslim,-44.94865817803378,A,B,A,108.30235267683351,D,184.06897888010505,-19.485069815537226,E,0
China,72,No,Jewish,29.276851722887624,C,E,E,238.20357011860676,A,149.65029416749107,-26.64817293164084,B,0
US,48,Non-Veteran,Hindu,112.78625488211473,D,A,E,4.347320505466595,A,16.786926650701364,113.62934115982478,A,0
Mexico,49,Veteran,Muslim,-6.761539805505754,D,D,E,-90.66346529017848,B,70.48469328297085,273.47663446814965,A,0
US,37,No,Buddhist,18.684933600670977,A,A,E,-64.85945982402237,E,82.7420433629363,-119.10337195064746,C,1
UK,34,No,Muslim,-4.987240495621159,E,B,D,60.324296048128915,D,82.3295694130955,-130.17147146387694,C,0
India,49,Non-Veteran,Muslim,176.61072881567935,A,C,D,-86.57282752350133,B,-45.388556091158584,124.68779825883665,B,0
Brazil,63,Yes,Buddhist,145.34486582201012,E,B,A,115.83157627106391,E,-31.603182637779586,124.42506356353147,C,0
Other,26,Veteran,Other,82.71871505256915,A,A,B,0.12297954061416673,C,-191.3993782369485,-40.083933845362616,A,0
US,53,No,Other,-42.73233330631432,B,D,C,34.81418989065704,A,-14.089346338454195,122.01541960777769,A,1
Germany,41,Yes,Jewish,-11.79374811116843,D,C,B,6.08996095656492,E,21.46805962961902,67.72872211398808,E,0
UK,26,No,None,-117.79492597341377,E,B,E,-1.3377495436162818,B,13.041753679988352,-48.38620018098222,E,1
US,79,Veteran,Hindu,-61.086342840969586,C,C,D,-55.82769614905752,E,-37.35169695891957,-114.88236930361026,D,1
Mexico,46,Yes,Hindu,-204.71079455138744,B,C,A,48.20849701613471,B,-9.70299413677684,147.59665324689792,A,0
China,19,Yes,Other,129.26891461115108,B,E,D,17.932673683121138,D,-107.58826061445453,147.7864703974464,B,1
UK,58,Veteran,Hindu,-91.31106251842759,D,D,E,-43.51367048654834,C,-69.6717733075647,150.31973802149625,D,1
India,26,Veteran,Christian,45.699203573647736,C,B,D,-29.533558637714048,E,-74.89395839425664,-114.13989298807606,B,1
Brazil,49,No,Christian,81.7547783093938,B,A,C,69.84342034547744,E,64.80751895409108,150.68532927150565,D,1
Other,31,No,Other,-65.5773148495081,B,A,C,104.54678372209317,E,46.98744983379751,-100.97577354678144,A,0
Other,40,Non-Veteran,Hindu,125.93860906975056,D,E,A,41.876363433784086,D,-27.541168980191287,-52.056749469280575,A,1
US,40,Non-Veteran,Muslim,152.83977954200773,B,E,A,86.32523152008255,E,-46.30066408988876,-94.00795620083085,E,0
Germany,79,Yes,Hindu,-199.87966925285173,B,B,B,-19.135213441942618,D,13.999778394312548,143.25673780777083,A,0
Germany,23,Yes,Muslim,-83.51932806362545,A,B,D,79.14099867867304,B,74.94961392939926,-299.46060187867766,B,1
India,21,Veteran,Jewish,-5.89514372001339,A,A,C,48.32258266221649,E,78.0341962924779,129.96533105200623,D,1
India,76,Yes,Muslim,7.352489017629036,C,D,D,96.18740025912207,B,4.483371600485595,-36.5391907266184,C,0
UK,71,Veteran,Buddhist,218.70781650433622,B,A,D,133.0286795253425,D,96.45059720300267,195.40471916955076,A,1
India,39,Yes,Buddhist,33.02353589330413,C,D,A,29.77913414455817,A,-22.22987705965327,-4.997590087662266,E,0
Brazil,31,No,None,142.85270559990892,E,A,A,-33.00330872704345,E,30.799553192577083,225.02383714624665,B,1
Mexico,33,Non-Veteran,Christian,-4.708790007036236,C,D,D,-178.46171563286686,E,106.30264813444654,68.18413975156919,D,0
US,26,Veteran,Jewish,20.676432128940515,C,B,D,18.841006138055334,D,44.547153435951465,47.88184643328291,B,1
Other,57,Non-Veteran,Jewish,-43.88915354454388,A,A,B,-78.38526636946655,E,-84.48619329178348,-0.5549985840411269,C,1
UK,62,No,Hindu,-41.85071023751545,C,D,E,-126.07455826912066,D,-26.067823877435664,-44.076660162109924,A,0
Brazil,76,No,Jewish,107.22636327538302,D,E,A,-205.81331541141208,A,-99.16170345200584,82.69524695713888,B,1
Other,71,Non-Veteran,Buddhist,-135.7649507472649,B,D,E,77.98893725761485,B,11.937544787762434,169.84342237113822,A,1
UK,69,Yes,Christian,-42.54834462234129,D,E,A,-89.2400263027386,E,-9.149507409585327,-122.56890563182255,D,0
Other,21,No,Other,-43.12681342136823,B,E,B,-144.34812997094915,E,-38.173439704310276,-111.36287911320937,D,0
US,42,No,Buddhist,33.40849115207933,C,D,E,135.7506078366008,C,191.30845015812267,-126.24902972772949,B,1
China,74,Veteran,Christian,138.87789369107475,D,D,E,-25.619564430122953,D,-211.92462853206862,-29.019404251173754,C,1
UK,26,Yes,Other,-31.117319834270635,B,C,B,-97.36896481159388,B,127.2620091557526,136.4883574884906,D,1
US,50,Non-Veteran,Jewish,-72.76599208058497,B,B,C,22.320010214584034,C,50.79202173629721,93.88420151023482,D,1
Brazil,36,No,Muslim,48.01457695338963,A,A,A,50.98018976355512,C,113.66166540161787,-44.63653648122404,D,0
Other,27,Veteran,Buddhist,-84.4049891960832,D,A,D,-181.07937140759583,A,-107.87080465992558,148.9303352339586,C,0
Brazil,79,No,Buddhist,-169.977546245489,A,B,B,26.092773102357263,C,190.07873190334843,89.94939261782753,C,1
Other,24,Non-Veteran,Muslim,-33.20350548659214,B,C,A,-10.868546684733477,D,-262.58995085317355,-52.11042600197895,C,1
UK,24,Veteran,Buddhist,-34.06589555455227,B,B,C,-127.34051013756186,D,61.9619311686394,120.35336343308876,D,0
UK,72,No,Jewish,-12.963946092711144,B,D,A,-8.558136353115668,B,38.24476638513235,-98.65642984608274,D,0
Brazil,67,Veteran,Christian,77.75968186436299,D,C,A,50.48374160198329,E,-5.598375913263825,196.3074306866926,C,0
Brazil,22,Non-Veteran,Hindu,-39.71917732515776,D,E,E,45.137710297200655,E,139.15681136423922,46.20239399318599,C,1
US,68,Veteran,Hindu,107.72527435601518,D,A,A,84.84714235981721,B,8.519173767607956,106.8812098955711,D,0
Germany,55,No,Other,57.75673029710824,C,D,D,106.31823387172248,E,29.5516691601925,77.18968964732768,D,0
UK,54,No,Other,-151.8260526083062,D,A,E,53.93228375598756,E,32.95779597889562,106.79108238958803,B,0
Other,70,Yes,Other,67.94349707140454,A,E,C,-66.02431796797934,A,206.19774686243977,142.37353433449752,C,1
Mexico,67,Yes,Other,189.31308162923318,D,B,C,94.6416979468309,C,0.5207859985347317,230.89424542284323,A,1
UK,30,Yes,Hindu,9.558443037684969,A,E,D,-25.727249294242956,C,-212.10788679802462,74.0460413041064,E,0
India,33,Non-Veteran,Other,-35.88861225703203,E,D,D,156.7817056741178,D,-171.7532731490232,148.53073045518707,A,1
China,48,Non-Veteran,Other,46.5456190761345,C,A,B,-95.81147999578668,E,-27.799171013038453,29.030702045152097,C,1
Germany,37,Non-Veteran,Christian,-52.50787617198376,A,D,D,-47.01955094016114,A,-92.83068287903814,87.55615945983432,C,1
India,75,Veteran,Christian,109.60087586371073,E,C,C,-2.912831075936515,D,161.3534935269007,91.88754985719272,C,1
UK,61,No,Christian,-5.569623524046877,E,B,C,107.03676530933926,C,-162.03506277001574,-12.732190139481547,D,0
Other,28,Yes,None,35.73826224833236,C,B,A,13.02402727921905,D,51.49921346176307,203.6183241877938,E,0
India,47,No,Other,-64.84946197880548,E,B,A,-44.37754222985554,C,-18.53476733863795,-36.37905995582338,B,1
UK,66,No,None,43.25978944585948,E,E,C,59.79604592152884,B,31.254173723010275,-77.2461075517728,B,1
UK,66,Veteran,Christian,-77.22060189261111,D,A,B,74.8552844291524,E,-10.587934626292423,-211.68726434510083,A,0
UK,43,No,Other,73.67991781513066,D,A,E,-11.402696978696563,B,16.20838037605204,37.68585730245877,D,1
China,66,Yes,Muslim,-164.7335471462176,B,A,B,31.67081510728083,E,-56.76224632570668,40.48468761838796,E,1
US,35,No,Buddhist,-95.68806864653888,E,E,A,138.2447211984115,E,-70.25975118321183,-33.91064877640414,B,1
China,27,Yes,Jewish,15.310196819355207,E,D,A,-94.44159965291267,C,14.293820036782828,91.55757988293806,B,0
India,50,Non-Veteran,None,38.50342003626329,D,A,A,12.436286178152308,B,-162.23251424001714,189.5851535207452,A,1
