religion,Race,disabled,age_group,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,target
Hindu,Hispanic,Both,26-35,A,E,D,B,-30.007734154276754,C,A,33.7498207393035,117.87030226348456,0
Other,Hispanic,None,65+,C,B,E,C,-8.022978994431016,E,A,21.08610860461991,143.7758897781225,1
Hindu,Other,Mental,65+,D,A,A,B,188.0753340241017,C,A,-123.04709929196234,146.53570909319916,1
Buddhist,Asian,No,51-65,C,B,C,C,-31.44423443776665,E,C,25.59734041014254,-76.21206752595239,0
Other,Asian,No,51-65,C,B,D,A,100.73031517635064,A,B,-168.8670183259491,12.10975493668468,1
Muslim,Other,Physical,26-35,C,B,A,B,72.2197010913549,C,B,-2.041169216698103,-31.142175132391,0
Other,Asian,No,36-50,D,A,C,B,-19.985318054260436,A,B,-40.14815192462247,66.22827043535275,1
None,Other,Both,18-25,A,D,D,A,-141.59907732899305,A,D,38.17512081415302,58.39289534477743,1
Other,Hispanic,Both,36-50,E,C,C,C,-124.97466950712501,A,C,-22.332957230323718,65.11200874809117,1
Other,Other,Physical,51-65,A,D,C,A,-79.91187497866454,B,E,95.57913282699315,-31.60954374507487,1
Christian,Hispanic,Yes,51-65,D,D,C,C,-36.403781336252095,A,D,-27.79367486924732,39.85435748236735,1
Buddhist,Asian,No,51-65,B,D,E,A,55.41910425965543,B,C,45.25109913356168,-41.53593666362483,0
Hindu,African American,Mental,36-50,D,B,B,B,18.937203301361897,C,D,180.46655830754662,-94.03251325427266,0
Other,African American,Yes,18-25,C,D,D,C,-185.81134156383024,C,C,183.69213952058325,11.165744653316999,1
None,African American,Mental,18-25,C,E,D,D,20.753575611051428,B,A,37.81001950152203,-123.24318103143366,1
Buddhist,Black,None,18-25,D,D,C,E,-44.85365174126658,D,E,168.87684340346632,-11.426460476710172,1
Buddhist,African American,No,65+,A,D,B,C,143.45880065543244,E,E,92.47149805151221,-56.321392917582614,0
Buddhist,Black,Both,18-25,D,A,E,E,-139.5690242095625,C,C,131.237185157303,-28.050876229571752,1
Buddhist,Other,None,65+,D,B,E,D,-67.8740723502505,C,E,70.98186285346053,-54.63380494990614,0
None,Hispanic,Mental,36-50,E,A,D,E,-82.84273370971266,A,B,-142.05008430442484,-17.63377511169971,1
None,Asian,None,65+,B,C,A,D,50.43843101050691,E,C,-49.18695131662976,90.26794695017844,0
Jewish,Other,Both,51-65,D,E,C,C,-45.404137842132435,B,A,62.37735423335178,-68.5311578340206,1
Other,White,Both,36-50,D,C,E,A,115.05465987574976,B,E,-251.76670644216915,-79.44694616483211,1
None,Hispanic,Yes,65+,B,B,C,E,187.32524274497223,A,B,-94.29341597189868,6.792243557060648,1
Buddhist,African American,None,26-35,C,D,A,B,123.80797568883241,D,B,133.14674645576144,-9.581369621853943,0
Hindu,African American,Both,65+,B,A,D,B,-82.6383086225283,C,D,54.91711630701492,-88.20572194713559,1
Other,Other,No,65+,D,C,C,D,19.974165602660637,E,A,-89.71562049340737,96.71565271404556,0
Jewish,White,Yes,18-25,C,E,C,D,-27.926395077418352,B,D,86.62494350083637,97.68364892240066,1
Other,White,Both,51-65,A,A,D,B,-102.5415614639895,A,C,24.059786358876075,-115.4731421026402,1
Hindu,White,Mental,65+,A,E,B,D,36.3950772658526,B,C,45.17378079236413,-143.31582523448162,1
Other,Other,Physical,26-35,D,E,A,C,71.12538530818507,C,A,114.94410504083943,134.67373880647983,1
Muslim,Hispanic,Yes,51-65,B,E,B,E,-94.97280332016074,E,B,102.34019017795728,0.9273052394218311,1
Hindu,Hispanic,No,26-35,E,A,A,D,-28.237280027850026,A,C,26.376455633901035,-2.7061086307706472,1
Muslim,African American,Mental,26-35,D,B,D,A,21.784806458322894,B,C,-149.742471065493,-133.2287588432798,0
None,African American,None,26-35,B,B,C,B,16.41955827077976,E,A,23.573454266681633,-187.8387667053092,0
Other,Black,No,51-65,C,D,C,A,97.71456514698674,B,D,-130.99029396067462,-54.96308763639613,1
Buddhist,African American,Both,18-25,A,B,D,E,15.65829003779271,C,E,133.33200475164762,-156.98360432925378,0
Hindu,Black,Mental,36-50,A,A,D,B,155.55803322814583,C,D,-273.3185053983539,-55.816210015551604,0
Jewish,Hispanic,No,65+,D,B,C,E,135.44608872208354,E,D,-21.026124816234617,-50.64303095723734,0
Jewish,African American,Mental,36-50,B,C,D,C,26.566806867265676,A,C,113.94521733056942,153.09228652907893,0
Hindu,Asian,No,18-25,A,C,B,D,-58.88983095086034,A,D,-83.7384887216287,179.87784915302416,1
Muslim,Black,Yes,65+,B,C,A,E,-132.22202704644863,B,A,93.33007686673324,75.05661552237287,1
Buddhist,Other,Both,26-35,D,A,A,A,-90.62331403801183,C,B,72.07381631492997,26.512561169589098,1
Christian,Black,None,26-35,C,E,C,A,-99.6926662808794,D,E,101.50340188427383,-133.03679527313747,0
Jewish,Black,Mental,65+,A,B,A,D,32.71646769942104,C,D,-39.25672580103621,-195.59288485623628,1
Christian,White,Mental,36-50,C,B,E,C,160.8759216886343,D,B,-87.25699950095309,-19.183006204453108,0
Muslim,African American,No,51-65,D,E,C,C,-29.113281665680894,C,B,-85.20427176916037,4.278413022559946,0
Muslim,African American,Yes,18-25,E,D,C,D,30.812066154046054,C,D,-210.5842124821674,-33.556929180664454,0
None,Hispanic,Physical,65+,C,A,E,D,9.799787348225665,E,D,80.71760400875826,107.37337837984249,0
Other,Hispanic,None,18-25,B,E,B,D,-35.934253291126204,A,B,-7.229864799674473,109.77254002693921,0
None,African American,None,26-35,C,D,D,D,42.86151833467746,B,B,-107.65701348205168,-6.849230988857262,0
Muslim,Asian,None,26-35,C,A,B,D,57.86844422138003,A,E,-18.135490175601273,-59.46895347975292,1
Hindu,Black,Both,65+,D,A,E,B,-41.77669268820291,E,A,41.6988855728382,34.206892335119065,1
Christian,Asian,No,26-35,C,B,A,D,-97.57228432279341,B,C,52.22835914496654,-13.27147510130878,1
Buddhist,Other,Mental,18-25,D,C,D,D,-110.68749187619112,D,E,-76.48324868203986,75.0567758740913,1
Jewish,Asian,None,18-25,E,E,D,A,-95.35548352123459,B,E,77.73658552828525,-151.97718724418522,0
Hindu,African American,None,51-65,D,E,A,C,79.95312024961923,B,E,18.829934567781756,17.918919834123344,0
Buddhist,Black,None,51-65,A,C,C,C,81.40240733307287,D,D,124.19503830713232,-47.012536098573435,0
Buddhist,Hispanic,Yes,26-35,B,E,D,C,-15.64355974975805,B,A,208.47246433887756,-68.91438439663604,1
Hindu,African American,Physical,18-25,C,D,B,A,-60.60731890515989,C,D,141.2652449583031,175.004553955157,1
Other,Hispanic,Physical,36-50,A,D,C,B,-66.21734534595024,B,E,183.52841735003162,-96.78688216383676,1
Other,White,None,51-65,A,B,E,B,59.07214414284944,C,D,-24.453064947582405,-24.133164913515106,1
Hindu,African American,None,65+,B,A,B,B,-51.16110914554445,C,C,-88.04096978900704,-42.02569287512954,0
Christian,Hispanic,No,26-35,D,B,E,E,-173.12448938879464,B,A,-147.74198769827777,76.968079094766,0
Jewish,African American,None,65+,C,A,D,E,-147.07790751644706,E,E,-0.8868043724312461,147.85259094411444,0
Jewish,Black,Yes,36-50,A,B,B,B,-74.21130789732598,A,E,144.38518745180272,-68.52029782641131,0
None,Other,Mental,65+,A,D,A,A,118.80787074318539,E,C,-12.000745072443237,-57.62298184877387,1
Buddhist,Hispanic,None,65+,C,A,D,A,9.345443442881779,C,C,-29.281259267780623,-75.95041088476003,0
Other,African American,None,65+,C,E,C,D,41.65880064099701,C,D,-93.31874192945301,30.254677010006038,0
Muslim,White,Mental,36-50,B,D,C,D,-75.80547046673179,B,C,-3.855358624916261,4.897067428861708,0
Other,Other,Both,18-25,C,C,B,A,45.483784164940474,B,D,-118.98528176702024,14.513871845148929,0
Muslim,Asian,Physical,65+,C,C,D,C,56.24560897298871,E,A,30.550831560285737,104.1433896229976,1
None,African American,None,65+,C,B,D,A,-2.1373699951880045,A,C,95.69090225569965,43.52328348099929,1
Hindu,Black,None,18-25,D,A,E,E,74.49609769570237,D,C,205.13678028477997,-100.25349000699309,0
Christian,Black,Yes,26-35,E,D,D,D,-100.50336628324995,E,E,131.96919004626045,-170.0816520993139,0
Other,White,Physical,26-35,A,B,B,C,155.0273498710378,C,A,147.33947114955865,42.245887425442916,0
Jewish,Black,Mental,26-35,E,E,C,C,-53.529818172960276,D,B,-74.54683494121882,-233.7547417832223,1
Jewish,African American,None,36-50,B,E,D,C,49.854646679264306,C,B,160.31559859725124,-188.20696859289262,0
Muslim,Asian,None,26-35,D,A,B,B,98.43866221019285,A,C,-48.31991853608185,-58.46008637850585,0
Jewish,Asian,Yes,51-65,E,A,E,B,-96.9581402084208,C,D,64.81174158243142,65.42923887778733,0
Buddhist,African American,Mental,65+,A,A,A,B,-24.027741243330187,C,E,24.313378232008954,16.739876873429722,1
Other,Asian,Mental,36-50,A,E,E,E,52.037725923674685,D,A,56.58725373135907,12.616467002282436,1
Christian,Asian,Mental,26-35,C,D,D,E,-11.20697079914773,E,D,-45.99435341873587,-4.611366880035242,1
Jewish,Asian,Physical,65+,C,C,E,A,22.62099105364277,C,E,-63.91959194622607,72.66036587276464,0
Jewish,Asian,Physical,65+,C,C,B,B,212.84588704838518,B,D,-11.691153891177425,-170.34955826762274,0
None,Black,Both,65+,C,B,A,E,-123.93553131335113,B,C,-19.755725051312,143.15213816333292,0
Hindu,Hispanic,Yes,36-50,C,A,A,C,-74.6086107079228,D,B,-72.23024392355369,26.28693774739363,1
None,Hispanic,Physical,36-50,D,C,A,D,-6.999705354558156,C,B,98.88244231673328,73.00960428705217,1
Muslim,Hispanic,Mental,65+,D,B,C,E,-50.7204287790174,B,E,-151.80015037544783,-4.5509458188947205,0
Hindu,Other,Yes,18-25,E,D,E,E,169.04684546418133,E,D,-80.98046612282243,-68.6740538948476,1
Hindu,African American,Yes,18-25,B,C,D,C,-1.4102378262390305,A,A,-30.431133653335994,8.350042341583451,1
Jewish,White,Physical,18-25,A,B,C,B,-23.24127664031582,A,D,0.7208785951307765,-119.22705337208058,0
Other,Hispanic,Both,65+,D,D,C,C,-67.80750929122141,A,D,-19.637668500347377,-88.66937489483804,0
Other,Other,Yes,65+,C,C,C,A,-86.8910882514962,A,E,-11.256987438954075,-31.3165165087257,1
Christian,African American,Physical,36-50,E,B,C,E,121.83748409845117,B,C,257.9760240755572,139.90499798105895,0
Jewish,Black,None,65+,E,D,C,A,-1.685072522810407,E,C,92.45143424635019,29.208472644389836,0
None,White,Physical,18-25,E,E,A,E,-121.19665743775256,C,E,86.93625334394274,35.32340357435852,0
Buddhist,African American,No,51-65,B,B,A,D,-76.60457257480576,A,D,-57.81688309722478,227.59966461838076,1
Christian,African American,Mental,51-65,E,D,C,C,-39.00337855997978,D,D,7.509409717978453,-131.94601820321805,0
Other,Hispanic,No,51-65,D,E,A,B,103.97825552193925,D,C,143.01267252382212,117.93319724263465,0
Hindu,Asian,None,26-35,A,E,E,D,52.74984583488641,E,A,94.59691423247965,122.0667025935464,0
Hindu,Other,Mental,36-50,B,B,C,E,-2.4347946744529922,E,D,-238.62611833561033,-189.96506775296547,1
Muslim,Hispanic,Physical,18-25,A,C,B,E,-10.970496557556555,A,A,39.27519374666353,-147.55930290643542,1
Other,Asian,None,51-65,B,A,B,E,68.89566562758232,C,D,-80.76142163549503,46.287250248452516,0
Christian,Hispanic,Physical,18-25,D,B,C,D,98.81973024171786,D,D,-148.00291508910155,87.90324043993186,0
Hindu,African American,Mental,18-25,E,A,D,E,98.16327890244946,C,E,42.00027453687092,-14.58506287757274,1
None,White,Physical,65+,A,C,C,A,34.05998215620954,B,C,122.01160244282907,118.41120573759505,1
Jewish,Black,Yes,36-50,A,A,A,E,3.824369755277378,D,B,-228.89092026931786,-33.95093963896534,1
Other,Asian,No,18-25,B,D,D,C,118.26488554118492,B,E,2.6681548998043074,69.61790144448207,0
Buddhist,Asian,None,36-50,D,D,C,B,-13.83990008808935,D,E,-44.438745616413335,225.5031662288251,0
Muslim,Hispanic,Physical,36-50,D,E,B,B,-83.15346815366725,D,D,-75.5184094487882,66.96669462421066,1
Hindu,African American,Both,65+,B,E,B,E,31.507702768374568,C,B,-11.066828027202135,-183.34400564278283,0
Muslim,Asian,Physical,18-25,C,A,D,A,1.6958358807086942,B,E,-11.788637679699004,-33.13514965064682,0
Hindu,White,Physical,36-50,B,D,A,E,-85.86647596093522,C,E,24.57664480723121,62.60439982078545,0
Other,Black,Mental,65+,C,B,A,D,-118.65465717788499,D,E,-1.4855821104508027,-84.55797043991139,1
Muslim,White,Physical,65+,B,A,C,C,-33.362602419982785,D,E,66.14012686444612,-50.19460303430835,0
Jewish,Black,Both,18-25,B,D,C,C,-156.4891000197391,E,E,-103.92605596035531,135.5293452164632,1
None,Asian,No,26-35,A,B,B,E,37.31950565561523,D,B,174.1568616379322,122.42237242372673,0
Other,Asian,Physical,36-50,B,B,D,E,52.18498083255786,D,D,-2.8917034921944107,44.625016143009184,0
Buddhist,African American,Both,65+,D,E,A,E,-34.208874886290545,C,E,-69.37765787246386,51.32574904245798,0
Jewish,Other,None,51-65,E,B,B,D,32.18865542476277,D,E,63.016878525447396,23.166857336253166,1
Other,African American,Both,51-65,E,B,E,C,3.500979092254118,D,A,-38.78987693058904,82.2095771968941,0
Muslim,Hispanic,Both,18-25,D,C,D,B,-57.70966540185158,B,B,-179.10205072882536,-145.56182078045688,0
Christian,Hispanic,Mental,36-50,C,A,C,C,-177.41288354880692,E,D,129.72436210186262,83.25240623002816,1
Christian,African American,Both,65+,B,C,E,C,-137.61164809198164,A,B,51.99829631761966,-18.290903154582608,0
Muslim,Hispanic,No,26-35,A,B,E,D,-27.59786941759714,E,E,1.639588975219516,53.25335965485489,1
Buddhist,White,No,51-65,B,D,B,D,-125.58299064127318,B,A,-6.640697545249514,49.84595380111889,1
Other,African American,Physical,36-50,D,A,B,B,-2.308540413955336,D,C,74.9150682543618,-21.26436373002071,1
Muslim,Asian,None,36-50,D,A,A,D,-39.06601887571878,B,B,-23.93268306400995,-116.59260337013426,1
Buddhist,White,Physical,51-65,C,E,A,B,-10.53694162931205,E,A,39.69908986479081,59.32425366211994,0
Jewish,Hispanic,No,26-35,C,D,C,C,10.80609422249494,A,E,-180.87628371689897,-73.64148205910699,0
Other,White,No,65+,E,D,A,C,-50.224541463551276,A,E,-50.708745400097065,-2.755273351406001,0
Muslim,Other,Yes,65+,B,B,E,A,-177.82919804548027,D,C,-75.28985169440321,-30.583420340469107,0
None,African American,None,51-65,D,B,D,E,57.24813511613649,E,C,57.53464335735157,-77.88727808761517,0
None,White,None,65+,C,B,C,B,57.064962255177065,C,D,-23.09794626665934,-152.23352068064685,1
Other,Black,No,36-50,C,E,D,D,-5.400866820062286,B,B,103.75614105216708,-42.06369926903356,1
Buddhist,Other,No,51-65,A,B,C,E,-95.17706486348361,A,E,-149.49431109311357,-78.44688357792718,0
Other,African American,None,51-65,E,D,C,B,-11.422634790552566,B,D,100.26822167456164,-84.05449359762333,0
Christian,Black,Physical,65+,B,A,B,C,-103.49894652807127,C,E,27.48996499251952,-128.59248682690748,1
Christian,African American,No,36-50,E,D,E,A,-107.03533849806797,C,B,98.5555007039369,318.6326527230285,0
Christian,African American,Both,26-35,E,D,B,C,52.62372309840436,C,D,84.35394097317243,-16.788596491709892,1
Other,African American,Mental,26-35,C,A,A,B,93.37400859770749,D,B,-144.60495233229338,-195.941844986118,1
Other,African American,Mental,18-25,E,B,D,B,149.59462165292905,E,D,-113.38812882827618,34.55057423154974,1
Buddhist,Asian,Physical,36-50,D,D,B,E,-11.528736706191685,D,D,0.0741813061060003,53.710364615353846,1
Other,Black,Mental,36-50,B,C,E,B,-85.7608684785229,B,A,-10.608839430029546,153.41796353467055,1
Jewish,Hispanic,Yes,26-35,D,C,A,D,31.82311390780098,E,D,-151.63098565516225,128.80308828812144,0
Hindu,Asian,Mental,18-25,E,C,E,A,13.009751309083157,C,B,26.872240212583442,8.60678459508438,0
Christian,Asian,Yes,18-25,E,E,E,D,-190.5338702641872,B,E,1.2800069896787751,-207.05648963991518,0
Jewish,African American,None,65+,A,A,C,B,7.74803788468394,C,C,183.8705493233435,136.12359942877035,0
Hindu,Hispanic,Yes,36-50,C,A,A,D,-169.44524814392946,D,B,53.49776170161002,-73.48145455306398,1
Muslim,African American,Yes,36-50,C,C,B,C,104.42577128741826,E,C,105.5684098379259,-197.75573877188336,1
Christian,African American,Both,26-35,D,B,C,D,-77.58723895115644,B,D,-30.756201985355858,-204.02057325256834,1
Muslim,Hispanic,No,65+,D,D,E,E,9.347989712877675,C,E,117.92493306711532,-41.552270734945104,0
Christian,White,None,26-35,A,B,B,D,51.06451758015513,B,A,35.12400111801143,88.14445393668836,1
Jewish,White,Yes,36-50,E,B,A,D,12.122394819616183,A,C,-153.97964572343975,163.62501173011464,1
Muslim,Black,Both,26-35,D,B,A,D,-7.516722329066812,E,B,-175.33290755315886,23.05313737751988,1
Jewish,Hispanic,Physical,36-50,B,D,A,A,2.006166079524946,C,A,73.47748731491818,35.287001472810864,1
None,Asian,No,51-65,E,D,E,C,-54.22697209060517,B,A,-64.08715196716344,14.930017213322836,1
Hindu,African American,Physical,26-35,A,B,A,C,80.23032593803879,A,B,33.61197939296511,7.7958381702540755,0
None,Black,Mental,65+,B,D,E,E,2.1754363564923866,E,C,41.328905990434436,19.90788921825737,1
None,Black,Yes,18-25,D,E,C,D,-14.142766795184336,D,E,79.09359496572719,-31.007714133639645,1
Hindu,African American,Both,36-50,A,E,A,D,136.40923250757515,D,C,114.23150056224567,43.481156481129055,0
Other,African American,Physical,36-50,A,B,E,B,-108.42297848398943,D,B,-206.33055143281905,229.2292686051776,1
None,Black,Mental,36-50,D,C,A,A,-4.832080792525409,C,E,-153.91610813137763,-30.88898316682917,0
Jewish,Other,None,51-65,D,A,D,E,-38.47396655424974,C,D,-109.86262312679918,177.48102549460972,1
Christian,Asian,Physical,51-65,A,C,A,D,-3.4318500477102223,B,C,-125.2210563277037,-143.79915305852046,0
None,Other,None,26-35,B,A,A,E,-137.40019956390262,C,A,152.4507899129653,-111.71687171037993,0
None,White,Physical,26-35,B,D,B,E,-152.70234562696263,D,B,65.43799966663768,-13.102249681751477,0
Other,Black,Mental,18-25,C,B,C,B,-132.77116011146498,B,A,34.37628784532537,-82.92529023262755,1
Other,White,Physical,36-50,D,A,C,E,193.0899334497819,D,E,147.58999212753835,24.918493154608075,1
Muslim,Hispanic,No,36-50,B,E,A,C,-31.210199552692576,B,B,113.34565492355469,-94.35936457002744,0
Other,White,None,65+,D,E,A,D,-17.889881174691304,D,A,-41.720969887778395,157.66355936321187,1
Hindu,African American,Both,26-35,D,C,B,D,6.826916611845116,B,A,10.141899950926875,-15.583049347204808,1
Jewish,Other,Physical,51-65,B,E,B,A,31.619556609916,C,B,67.8026804344195,-121.21143185398194,0
Jewish,White,Mental,51-65,E,E,E,D,-44.973549070925436,A,B,-56.20486518646,107.9096024931504,0
Jewish,African American,Yes,51-65,A,D,D,A,-60.437804495197554,E,D,24.130830275541367,-69.19197958532202,1
Muslim,African American,No,65+,B,B,A,E,212.8021955429818,C,C,-47.64637530486563,49.258269585071496,0
Buddhist,White,Both,65+,A,D,C,C,-84.94491601540746,D,A,-87.54182038481872,160.4597758941263,1
Jewish,White,Both,26-35,D,E,C,C,-78.63288460740416,D,A,-81.94021603551137,-83.18437259724493,1
Hindu,White,Physical,26-35,B,B,D,A,-166.08518067842562,B,C,80.53177900151059,-58.20565141942274,1
Hindu,Asian,Physical,65+,C,B,A,C,5.696614884261025,C,A,-101.24900950692535,-122.83646025296346,1
Buddhist,Black,Both,65+,A,A,A,A,-71.21945913595016,A,B,-25.55316180080104,-53.993424116784205,1
Jewish,White,Yes,51-65,E,E,C,C,112.14718857015869,E,B,71.25852068046139,227.11029365288385,0
Hindu,Other,Mental,18-25,D,D,D,E,-22.160015966259365,E,C,83.17101774589743,145.8786140755608,0
None,African American,None,36-50,C,B,A,A,51.64090658555418,B,C,272.8683847207088,-52.96973633725727,1
Buddhist,African American,Physical,36-50,D,B,D,A,109.53740827787104,E,E,38.19041329653668,68.41289619341742,0
Jewish,Hispanic,None,36-50,C,E,B,E,-90.68906858250327,E,C,-62.16610584364726,-55.09887055209762,0
Christian,White,Yes,36-50,E,B,C,E,31.647582183278857,A,E,10.873595641560327,-60.389407403877236,1
Jewish,Other,Both,36-50,D,C,B,C,161.38856283336656,D,B,24.687521761690213,110.40406768901505,0
Muslim,Other,Physical,36-50,A,E,A,B,85.70992490315251,C,B,-54.405468104394735,63.60356833834921,1
Christian,Asian,Both,51-65,C,B,A,E,-54.71280554785254,C,A,87.93186417268414,-86.26598441917803,0
Christian,Hispanic,Both,26-35,D,B,B,A,-130.94059954494708,D,A,-113.40184381145247,32.640500373681256,1
Muslim,Asian,Yes,18-25,D,C,D,B,14.672935669935894,B,B,125.22316337093584,-57.69521917213976,1
Hindu,African American,No,36-50,D,D,B,B,-5.340477289632895,E,E,-20.62389454168087,29.58435132049842,1
Christian,African American,Yes,51-65,C,D,B,B,-108.96236938643955,D,C,165.96585187378753,-125.04444356175104,0
Buddhist,White,Yes,36-50,A,B,A,E,-131.1720643184669,E,A,102.73687230144537,-61.91518882311028,0
Hindu,Hispanic,Mental,51-65,C,E,E,E,-28.812464275703476,A,A,-190.4006082850589,-23.945011549010577,1
Buddhist,White,Yes,18-25,D,C,A,C,-57.470188749447516,E,B,-199.94637798778723,59.71325828790748,1
Jewish,African American,No,51-65,C,A,C,E,168.65153360947184,A,A,88.59741114791895,-104.32995228317327,0
Other,Black,Yes,36-50,C,E,B,C,-209.66616508244815,D,E,63.52821451792538,2.488330644007558,0
Other,Asian,Physical,36-50,B,A,C,C,-31.23872575397918,C,C,16.68995882563329,-111.51452735333753,1
None,Asian,None,26-35,A,D,D,A,-2.0078161915536796,A,A,-22.585083627782108,39.515514058058535,0
Christian,Black,None,51-65,D,C,E,D,61.298357009761595,E,E,26.272163670636058,-118.68265471742401,1
Buddhist,Asian,None,36-50,A,D,E,D,239.81078867019767,D,B,-74.96823067062071,-87.64627029748078,0
None,Black,Both,51-65,E,D,B,C,-29.011883304526283,B,C,90.98847807916879,58.41011169727989,0
Other,Hispanic,Both,65+,B,D,B,C,1.6415852764021972,D,E,-7.1490613403093235,31.32217291058323,1
Muslim,Hispanic,Mental,36-50,B,A,A,D,-17.195209631545584,B,B,-79.48605929462083,3.6371166323410793,1
Hindu,Hispanic,Mental,65+,E,A,E,A,31.319164048134134,C,B,-46.75179940534478,-86.46536186231117,0
Buddhist,Asian,Physical,26-35,A,E,C,A,87.179944618898,C,B,-81.76477946968393,-80.75222817670071,1
Hindu,White,Yes,18-25,D,B,E,E,37.31354575160151,C,B,24.85660538857419,-19.016212925940064,1
Buddhist,White,None,36-50,E,B,B,B,49.71659461770317,D,E,-121.00266975539449,194.7160546430193,1
Hindu,Black,Yes,36-50,B,C,D,A,98.36965010839423,C,D,85.56334467569233,103.89730466876293,1
Other,Asian,None,36-50,A,D,A,B,-31.453388373537187,C,D,-15.353672403497178,39.34558870057736,0
None,Hispanic,Yes,18-25,D,B,A,D,81.16244541621752,B,E,-78.25079714858295,117.61076689575647,1
Other,White,No,51-65,B,B,B,B,-46.90602619339566,C,A,78.70493542792364,17.15931456349276,1
Muslim,Hispanic,None,36-50,E,E,A,D,8.561846903373619,A,B,7.690197608728543,-71.97439130162505,1
Christian,African American,None,36-50,C,B,C,A,-43.44675966882653,B,C,-1.1392173417932288,-282.6771113420129,1
Other,White,None,51-65,E,C,E,B,37.102044363058525,B,B,115.63210725024358,139.17469041244246,1
Buddhist,Other,Yes,26-35,E,E,B,D,-53.911313591336196,C,B,-105.98697050419017,152.6993767009698,0
Muslim,White,None,18-25,C,B,B,E,104.28475106857718,B,D,-0.15813149084710146,-75.2100315024555,1
Buddhist,Black,No,18-25,C,D,D,D,-55.206188647305396,C,C,-138.5421957298109,76.15283603011143,0
None,Asian,Both,51-65,C,A,B,A,48.212936599216334,A,A,66.29657083507455,46.6737647271898,1
Jewish,Hispanic,Yes,26-35,E,D,C,D,97.61644948685316,D,B,-38.598408082151614,-198.60009894387318,1
Jewish,African American,None,26-35,A,C,E,D,73.16227227662465,B,E,-14.385144311061158,123.66122336822801,1
Jewish,Other,Mental,18-25,A,A,A,A,102.17139163885682,D,C,159.7767105827213,227.56008791912006,1
Hindu,Black,Physical,36-50,B,B,E,B,-21.9331592708284,A,E,174.4172493186639,83.85133937173617,1
Jewish,African American,Mental,65+,D,C,D,C,-127.41291179514631,E,C,-161.70541612504502,19.86236757040092,1
Muslim,White,None,18-25,C,B,E,A,114.77990355159031,C,B,101.54637926737674,11.253405199915111,1
None,White,Both,26-35,B,D,D,C,78.28558739118272,C,C,15.060819757590949,-81.47999574793201,1
Muslim,Hispanic,No,36-50,E,C,A,E,164.26305010637603,E,E,-173.16492013149264,-86.33590880754991,1
None,African American,Physical,65+,E,D,A,C,64.21413782020824,C,A,-6.781456839592136,-29.145789547887624,1
Muslim,Black,Physical,65+,C,D,A,E,-95.89543736554566,B,D,-25.982108967513994,-165.37057381133334,1
None,Other,Physical,26-35,B,D,D,D,-113.42498601907407,E,B,-224.98401037634915,11.184683706260943,0
Buddhist,White,None,36-50,A,A,E,E,134.98127168550917,B,B,82.53289854882452,-24.646528881406574,0
Jewish,Hispanic,No,36-50,E,C,C,D,86.99202165843451,B,C,-68.21402221278639,69.257033352168,1
Christian,White,None,51-65,D,B,B,B,178.91009796615816,D,C,143.46386818305575,159.62399733689784,0
None,Black,No,18-25,C,B,C,D,-74.03208918126893,D,C,3.9605376834043486,-98.36275191742183,1
Muslim,Asian,None,36-50,D,C,C,C,90.40293888729823,D,A,-59.639618520867884,-62.71983132986991,0
Christian,Hispanic,Physical,65+,D,E,E,E,23.815731276279728,B,A,62.502487554101315,49.97529753139246,0
None,Black,Mental,26-35,A,E,C,C,79.31589211189987,E,A,26.78347378922196,-148.62615900383892,1
Other,Other,None,26-35,D,B,C,A,-30.066329382153683,E,C,-50.592370984524614,70.38153721594628,0
None,African American,Yes,26-35,A,D,B,B,-102.96960754210043,D,A,5.1182369358841635,-239.53636795164564,1
Christian,African American,Mental,51-65,D,C,E,D,-60.3320349784253,C,A,55.212159644129585,-42.14383723537938,0
Other,Black,Mental,18-25,E,B,C,C,-18.273765504014733,B,C,-30.4026487666653,-6.13433598958201,1
Other,Black,None,51-65,C,C,D,C,114.21545486646838,E,C,39.9198803926469,-9.926189160483704,1
Buddhist,Hispanic,Yes,18-25,C,E,A,A,195.9081670724999,D,D,-91.55861660455116,87.30580315818567,1
Hindu,African American,No,26-35,A,C,B,D,144.7927953373503,B,A,50.24682809218395,174.9735714184615,0
Buddhist,Other,None,51-65,D,B,B,B,25.84995793528061,B,B,-67.59386882364393,70.30161321461028,1
Muslim,White,Yes,36-50,A,B,D,C,7.439247758021089,C,A,71.72839662941793,-80.58383566179337,0
Muslim,Other,Both,51-65,B,B,A,B,78.0289218763819,C,C,-105.97540368610905,-97.97665850992917,1
Christian,Asian,Yes,51-65,E,D,B,E,70.12829376992894,A,C,211.32328086354124,140.80258909092453,1
Muslim,African American,Physical,65+,D,C,B,D,129.98434504171504,C,A,-48.65785774970576,-68.19440614046388,1
Other,Hispanic,Physical,36-50,B,A,C,B,-16.817353738027485,D,A,68.93803579048398,-135.11149678403444,1
Buddhist,White,Both,36-50,C,B,A,E,-31.131539119644046,D,B,30.647637231701534,-41.64338157978326,0
None,Other,Both,26-35,D,B,D,E,121.0180401891319,D,E,63.13123325070884,26.133581899460346,1
Muslim,Other,Mental,36-50,C,A,C,C,118.18218450798064,C,D,-131.9662266713784,-38.426690989285994,1
