sexual_orientation,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,target
Other,A,96.19366792781078,C,-140.96038930058913,B,B,0
Homosexual,A,9.209751534690295,D,-101.22728960477735,A,D,0
Heterosexual,D,61.14628382028856,B,34.86941557378282,A,B,0
Bisexual,E,-65.19089212312626,C,10.900289850703608,A,C,1
Heterosexual,D,40.793634006605764,D,-68.62554859194213,B,E,1
Heterosexual,B,-121.95642043543766,E,-46.108854166103015,D,D,0
Heterosexual,D,47.24561447713082,C,-54.75574290895936,D,A,0
Other,A,21.9488754717189,B,24.403745879315426,E,A,1
Other,B,-120.49543518156196,A,-208.44758482469405,E,E,0
Bisexual,C,89.52114913352442,A,86.29307100645208,D,B,1
Homosexual,E,-86.02614755362484,B,-133.132669221606,E,C,0
Other,C,-113.13541651978379,B,60.71037464835046,C,E,1
Other,E,24.43434465289914,E,223.2912035685894,A,E,0
Homosexual,D,126.98876070118403,A,-95.88723039277134,C,C,0
Homosexual,E,-65.27499867739516,A,-165.4039795727282,C,E,0
Other,C,59.51782377492821,C,68.09216559817338,D,E,0
Bisexual,C,-83.1579857032487,E,-5.977555632439982,C,E,0
Homosexual,C,125.62236923097456,A,130.75408621398893,B,E,1
Other,D,-24.891380962397545,E,-46.347046335133776,B,E,0
Heterosexual,D,218.98980739441876,E,-18.004443499611803,E,A,1
Homosexual,C,190.28211667330427,E,-140.12399566937688,E,A,1
Bisexual,B,12.734744903527082,E,47.14306964275658,D,D,0
Heterosexual,D,20.296161072751048,E,-57.424505649678814,D,D,0
Heterosexual,C,-30.86886132953343,E,-62.576189604146684,E,E,1
Other,D,236.88277864490902,C,-24.441582768410726,C,C,1
Bisexual,A,87.34913742296222,E,132.0876388190997,A,D,0
Heterosexual,D,-87.83236959558266,B,-9.144262245102933,B,C,0
Bisexual,C,43.239258261007166,A,-49.32452370075609,E,E,1
Other,C,2.569792785568158,E,62.72526133346415,B,A,0
Other,A,42.09551660587208,B,86.42360007831212,C,C,1
Other,D,-46.8020489059789,A,120.70144379820604,C,E,0
Bisexual,B,-41.58686076549428,D,27.654681236797558,E,D,1
Bisexual,B,-79.13511559839813,D,-93.55590106485077,B,B,0
Other,A,51.08588148331027,B,-100.00632709301318,E,A,1
Bisexual,D,-164.08575935837544,B,-27.689470953232544,D,A,0
Other,B,109.57979614843217,A,102.0259318645356,E,C,0
Heterosexual,C,120.01647183146433,A,30.9773720860997,C,C,0
Heterosexual,A,-12.05742191685639,D,-81.43341311454375,B,A,0
Other,A,-166.12216841454267,E,7.010851228487695,C,D,1
Bisexual,E,-89.51429671072826,B,-47.64684111398366,A,A,1
Bisexual,A,72.67728787204393,C,-143.9888279808414,C,B,0
Bisexual,C,117.06247635843734,C,-42.958803389867626,E,E,0
Bisexual,A,166.86496009169082,A,42.8711357345663,E,C,1
Other,E,63.66258634315282,C,-123.93264801347283,A,C,0
Bisexual,D,-127.50651803335688,B,-30.392844493965203,D,B,0
Heterosexual,C,175.86018354644557,E,-93.51383884483889,B,D,1
Heterosexual,C,-60.029831100271494,A,47.78366208403516,B,E,1
Other,A,68.75194448407213,E,-102.30219388540603,B,A,1
Heterosexual,C,-185.16755115704447,B,74.14310482376958,B,A,1
Other,B,54.59547372104196,C,-92.89037075432745,A,A,0
Homosexual,E,-87.23870630930729,A,102.44622364830131,C,C,1
Homosexual,C,-28.457898640861995,E,-173.45757049508208,C,B,1
Homosexual,A,-152.55550642415042,B,102.3429112474939,D,B,1
Heterosexual,C,-113.35294620325884,D,108.20136862003622,C,C,0
Homosexual,C,233.768514925139,E,-16.26472212675344,D,E,1
Other,E,-74.57442199335532,A,1.1917244124946402,B,E,0
Homosexual,C,-40.07531785714164,C,3.8386734748018467,B,C,1
Other,B,139.78179641491664,D,-80.74928764252076,E,E,0
Homosexual,A,-85.31897841732997,A,-115.93586671801124,E,D,1
Other,B,-76.12553825362124,B,125.57328093838514,A,E,0
Bisexual,E,31.950844648658926,E,-82.8909489247663,B,C,0
Homosexual,D,-53.2369078999847,E,51.78810770129611,A,C,0
Bisexual,C,36.90186940452558,B,110.46594685563753,E,A,1
Homosexual,B,-74.52674469236703,A,-150.71415252509033,D,B,1
Homosexual,C,-50.45305262125754,A,92.37089702488352,C,A,0
Other,E,-98.03337436523509,D,34.51333562728047,D,B,1
Bisexual,A,-46.51471407423237,D,0.4084939596312919,B,C,0
Bisexual,C,103.02484549759659,B,-107.43544174868083,D,C,0
Other,E,-5.058911381776782,E,-224.97249010235154,A,A,0
Homosexual,C,129.05292135570923,C,-143.15264093526986,D,D,1
Bisexual,D,-95.04869477854459,A,-34.41553700724787,C,A,0
Other,B,-90.26103359173227,D,54.26660787535985,A,D,1
Other,A,-9.056903305994279,E,28.002693066576946,D,B,0
Heterosexual,D,-123.96792645540098,B,155.12821630322696,D,D,1
Homosexual,E,16.073407432395744,A,-88.33232663439323,A,E,1
Heterosexual,E,-53.476302382281645,E,211.73616641695963,E,D,1
Heterosexual,B,-53.07212369952642,A,-45.96802599782725,B,A,1
Bisexual,D,125.635993884485,C,-58.93687269535722,A,D,1
Bisexual,B,66.36668480670184,E,44.12755062778631,E,B,0
Bisexual,A,-69.16785991688002,A,48.691794982585314,E,E,1
Heterosexual,C,64.86556317895065,D,60.044581509695035,E,D,0
Heterosexual,C,68.16203574187656,B,-94.25182564660506,C,B,1
Homosexual,D,-77.40774302032607,E,54.16802580433484,C,C,1
Heterosexual,B,97.32415083700671,D,-97.31530817088013,C,C,0
Heterosexual,B,87.44839780854086,A,55.89246822807217,B,B,0
Bisexual,C,-45.94670950093848,E,52.729177578293715,A,A,0
Homosexual,E,172.69652393805,D,71.25419519259367,B,E,0
Homosexual,A,-190.79453968245826,E,50.05189264636054,B,D,1
Heterosexual,E,44.46501424405828,C,6.039561298212371,B,B,1
Bisexual,C,-109.19417941926707,E,-127.4284075162049,D,D,0
Heterosexual,A,-100.90354021020174,E,-75.89824043782978,B,D,1
Heterosexual,A,69.78095297969952,C,-29.9635177730386,D,E,1
Bisexual,A,-171.8583947739446,A,105.33577934129639,C,D,0
Homosexual,D,-145.160676615363,D,140.29705337320374,E,D,0
Other,C,-42.37969975524282,D,145.98037272077582,A,E,1
Heterosexual,D,196.73824872969345,B,-160.90347824784027,E,B,1
Other,B,-80.13843408167945,E,-304.94114787173413,D,E,0
Heterosexual,D,55.16335121105688,B,-66.38922627345733,C,C,1
Heterosexual,D,35.21662757168716,B,-90.77991502579673,C,C,1
Heterosexual,D,-54.376950936119506,A,-40.379806198337945,E,A,1
Other,C,-21.752627044953208,C,93.30703239667167,B,D,0
Heterosexual,B,19.42818619372527,A,133.71124666347737,D,E,0
Heterosexual,C,-107.81417760908363,A,-53.960685784091666,A,A,0
Bisexual,C,-80.83316284424782,A,-61.54170058733739,E,A,0
Heterosexual,D,26.74562292254532,B,-14.452186512377772,A,E,0
Heterosexual,E,20.518524529635606,A,-77.61317785047234,A,A,1
Heterosexual,C,60.72103191944248,D,-21.022431603596548,D,C,0
Homosexual,E,19.736178280411842,D,37.29220673745128,E,A,1
Bisexual,D,-10.08501357803478,D,94.15183079942527,D,E,1
Other,E,57.511769842770256,C,-90.72704497272528,A,E,1
Heterosexual,E,63.53343371331657,C,36.43730529563976,A,A,1
Bisexual,D,-233.04892650495148,E,48.210442033790805,A,D,0
Bisexual,D,221.42647939366023,B,-174.91569720402634,C,A,1
Other,B,70.49130590068427,D,-102.33355321749107,B,C,1
Homosexual,D,81.69011748297723,D,4.510943161436829,E,A,0
Homosexual,B,-202.97377342948698,C,124.73623351610361,B,A,1
Bisexual,A,72.23664345784023,D,-111.99895270331712,B,B,0
Homosexual,C,-65.66381573643396,C,-89.27977133289362,B,A,0
Other,A,-241.90421427877226,A,-84.25051964476779,B,C,0
Heterosexual,E,-107.22603689952948,E,95.62804223305974,D,C,1
Homosexual,B,-30.91879363441268,B,-73.3489762207538,D,B,0
Heterosexual,A,38.49796728930657,E,25.063488000750052,D,C,0
Homosexual,D,-23.25350456810395,A,86.69702947753618,D,B,1
Homosexual,D,19.182568616609192,C,-27.198817473729687,B,B,0
Homosexual,C,-174.57893818773812,A,-2.444510242756897,B,B,0
Heterosexual,C,-161.07262588884475,D,-29.329426938302767,A,B,1
Other,C,-134.37716948841964,A,-19.363963457538464,A,E,0
Bisexual,B,-88.51234094093535,D,12.444168117899435,A,E,0
Heterosexual,B,76.6194568492367,C,47.7723514035297,E,B,0
Homosexual,E,31.115535869059798,D,110.03359818511105,B,D,0
Heterosexual,C,57.65434564432209,C,103.78144511829275,A,C,1
Homosexual,B,-145.30952716834688,D,85.46903973580746,A,A,0
Heterosexual,C,235.5087554375783,A,80.81219801544796,A,B,1
Bisexual,D,-26.01136815645552,A,-159.28803608317457,A,D,1
Other,D,-77.66907345439783,D,54.31902532394298,C,B,1
Other,A,28.42627157266416,B,166.68135437721563,C,A,0
Bisexual,A,-71.4301673688974,B,82.54220700462542,A,E,0
Other,D,157.84988665660438,D,-59.05206418530907,A,C,1
Heterosexual,B,52.391869906478085,A,-39.79645271718004,D,C,0
Homosexual,A,-14.010436356424345,D,42.04656507397124,C,B,0
Other,B,-73.49556618909014,C,-254.5410705463751,B,A,0
Other,D,139.70790471534104,E,-168.30055313929765,D,E,0
Homosexual,B,74.72420314973893,A,150.79319035078447,B,E,1
Other,B,71.52884411863208,B,38.34863068999314,A,C,1
Other,B,61.39035330197537,C,18.845220373882945,C,A,0
Other,A,70.06285795728554,C,258.37481608833474,C,A,0
Homosexual,E,37.69196182491182,E,3.502110675883921,D,C,0
Homosexual,A,-148.43706587998403,D,72.0848639498726,C,D,0
Heterosexual,E,-27.839414146018292,B,-135.14310498011133,E,C,0
Homosexual,C,-130.68079076439943,E,-18.003321039256317,E,B,0
Bisexual,E,163.76546290606254,D,-184.01617913219312,A,E,0
Heterosexual,A,27.90648339287468,A,96.90278933179248,D,E,1
Homosexual,B,-152.93287257522542,D,-102.94488152660158,C,D,1
Homosexual,A,100.6128709259976,D,102.42036272717773,C,A,1
Other,D,-9.927380050092134,E,-100.64268463286825,E,E,0
Bisexual,A,-278.4247590809367,B,-63.83702913636059,D,C,1
Heterosexual,E,11.072970641620262,A,178.33990275851951,E,D,1
Other,B,-36.709572267178366,E,1.8029307300183217,A,C,0
Homosexual,D,-18.508451158859163,C,138.45007116807585,C,B,1
Homosexual,E,21.918157663158834,B,-44.26954815715741,C,B,0
Heterosexual,B,-13.635540169094806,E,120.76629502783706,C,E,0
Other,E,142.8889113857054,B,-0.2357233885726436,D,D,1
Bisexual,B,-110.9015870035857,A,65.94024823055625,E,E,1
Homosexual,D,-146.82106351729496,D,15.336531890407151,D,D,1
Homosexual,D,108.92698652419635,B,42.781653141556255,A,B,1
Bisexual,C,-18.12565788692352,B,-94.81670165663503,D,B,0
Bisexual,A,23.00621823818365,A,-56.39688234144927,A,B,1
Bisexual,A,-146.05549323858887,D,-160.22784155752078,B,C,0
Bisexual,B,-54.751044307912544,E,95.14885030938267,A,E,0
Bisexual,B,-59.047481688765835,C,-15.397415598848529,C,A,0
Heterosexual,C,-111.06216820170727,C,3.6231903873700446,D,A,0
Other,C,-85.3055244082981,C,-30.087905742365006,C,A,1
Bisexual,E,135.31424951603762,D,133.52298096712408,C,A,0
Bisexual,A,123.3609321356735,D,90.27997994998567,C,A,1
Other,C,-76.18734938371907,B,-2.9994796027152013,A,A,0
Homosexual,D,-30.43007357992154,C,-172.24177220655977,E,C,0
Bisexual,A,-94.9671420954683,B,57.71031482066643,A,D,0
Bisexual,B,-110.60181516628363,E,123.9436489588216,D,B,0
Other,B,-112.15627642771673,C,-2.553171325765422,E,E,0
Bisexual,B,40.79842895949437,B,-141.92666580846495,E,E,1
Homosexual,A,62.48415187019177,C,156.80029263451806,D,A,1
Homosexual,D,-50.47559439095674,E,96.9804737206167,B,D,0
Heterosexual,B,223.10195691848403,B,99.68732621869455,B,C,1
Homosexual,E,-45.57304894929625,D,129.75888305548364,D,B,0
Bisexual,B,-97.80750569451153,A,-136.75892010612705,C,C,1
Homosexual,B,-96.4241613092805,B,37.70317213756299,D,C,1
Heterosexual,D,88.31939544270428,C,20.03050520266338,C,E,0
Bisexual,C,266.650446128602,C,72.59877870117886,B,D,1
Heterosexual,E,173.62738599271051,C,-14.422290508069565,D,C,0
Homosexual,C,90.68211263008891,C,-0.8353327677383187,E,A,1
Other,B,-305.0533364708747,A,-39.10009871601968,C,C,1
Other,E,-210.22216164124367,E,0.6978677950678523,D,C,1
Heterosexual,B,-53.751755017689796,A,157.1318672085666,D,E,0
Other,D,171.12269084824743,A,114.15182944843316,A,A,1
Homosexual,D,-55.643580563710714,B,-9.314909586499574,D,A,1
Homosexual,C,-21.731803732422787,D,50.58812467763422,D,C,0
Heterosexual,B,-38.57889622457499,B,-43.15982737093527,A,D,1
Bisexual,D,-95.89889043516554,B,112.7378740018913,E,E,1
Heterosexual,C,-22.60867503165698,E,147.97273139162326,B,B,0
Heterosexual,D,-159.63779529356893,B,-40.42395580983622,E,B,0
Other,E,-143.8561342471964,B,107.56426617366893,E,D,0
Bisexual,C,-0.17415118260325976,D,-78.37964435279726,A,A,0
Homosexual,C,64.92275524606814,C,-138.3077912198922,E,A,1
Heterosexual,D,-180.16580223917705,A,-29.244404444662536,E,B,0
Homosexual,A,59.80899817624691,E,-76.06366269813245,D,A,1
Bisexual,D,-20.209289037335186,C,-81.62761194192875,B,C,0
Heterosexual,D,-7.269892823840081,E,-82.6904958518524,A,E,0
Homosexual,B,45.329734263359214,E,75.92701648888631,E,B,0
Homosexual,C,-40.85873134364007,C,-36.698293498324254,C,A,1
Heterosexual,C,-81.34769205460003,C,11.140303748659022,B,A,0
Other,A,65.07989881995962,C,39.173780065834016,B,C,1
Homosexual,E,110.9018885777471,E,129.05753961602377,A,B,0
Other,B,-115.63600542386727,C,26.08739938859175,E,C,1
Other,C,-93.03859099230435,D,-114.89917300934522,B,A,1
Heterosexual,C,-144.8241706700483,D,3.1308041465147616,B,E,0
Other,D,-96.73812639710717,B,90.91177851969272,E,E,1
Heterosexual,B,108.25035636600224,E,-32.06028463343984,E,C,1
Other,B,5.58839812226157,E,10.872600206941724,D,B,0
Bisexual,E,198.64247909945948,B,-16.377229700558086,B,E,1
Bisexual,D,-205.3236492379006,B,-138.491076690216,A,A,0
Bisexual,C,-182.78781703454888,A,-16.23622890423301,A,A,0
Bisexual,A,18.64361400318269,D,207.99697375389917,D,B,1
Other,D,34.30968548058846,C,53.169920108421586,D,B,1
Other,E,-109.93392456459831,D,-17.263472546155235,B,E,0
Other,E,48.98472414857602,E,-92.15619294856616,E,D,1
Bisexual,A,204.68562183487484,B,36.72819517804841,C,A,0
Bisexual,C,31.99789095271649,A,64.26744963380668,A,B,1
Bisexual,A,14.777990250991069,D,22.790858772055707,C,D,0
Heterosexual,E,149.38762401974205,A,-46.716712053613435,E,A,0
Heterosexual,B,-184.73456359084238,B,22.744903800841925,C,E,0
Other,A,141.00153631421225,E,-65.38956027821563,E,A,0
Bisexual,D,82.85214193101842,C,13.421326019049076,A,E,1
Other,D,45.21502314710813,A,1.6484657097930673,E,C,1
Homosexual,D,54.40903703540225,B,43.89990077049184,D,C,0
Homosexual,B,-100.88060924622988,B,113.94833050452968,C,A,1
Homosexual,D,79.36650704706824,C,102.19383193287777,A,E,1
Heterosexual,B,66.7396933503157,B,56.09155149829387,E,B,1
Homosexual,B,91.34453230599938,D,-100.03621331336512,B,E,0
Bisexual,B,-77.03693346490029,B,138.18207178640225,D,E,0
Other,D,-29.06762922910897,C,43.87077748343096,E,B,1
Bisexual,C,85.01173699961038,E,-48.9124015631184,E,A,1
Heterosexual,C,3.974253914080895,A,66.82788665913516,C,C,1
Bisexual,D,89.73147393222709,C,-103.53105119072981,E,D,1
Bisexual,C,5.430903091133536,D,63.84206308847642,C,C,0
Heterosexual,B,116.38860897232044,A,-203.93484562206723,E,A,1
Heterosexual,D,53.294659170874084,A,-60.59009635732387,E,E,1
Bisexual,E,-61.62517589455248,D,-53.97431579093745,C,C,1
Heterosexual,B,19.89476390362325,E,-111.82491239266778,E,E,0
Other,B,-60.44428988017244,C,22.437633351166518,D,E,1
Homosexual,C,-39.57033057676289,C,-4.944100410905237,C,C,1
Bisexual,B,-7.25581865456078,E,275.22762421849944,E,E,0
Other,E,174.98768276305455,B,-32.21373320265473,D,E,0
Bisexual,A,116.18872115597702,C,-2.7874688069533233,B,B,0
Other,D,-165.23023884070835,C,133.2889037760073,C,D,1
Homosexual,A,70.32406824643635,A,-121.04092913590148,C,B,0
Heterosexual,D,159.5065374168202,B,81.00892276524257,B,A,0
Other,C,52.10212471433231,A,97.20366507533878,E,E,1
Homosexual,D,25.276954151691772,A,-69.17750696154012,C,E,1
Other,E,32.52878205557227,E,50.3286781913465,B,E,0
Bisexual,C,25.860203282183214,B,-120.16889684742165,C,C,1
Other,D,61.70914126270526,B,53.6913279715863,C,D,1
Bisexual,B,-151.67396972355954,B,-195.43404358307427,C,E,0
Homosexual,C,70.34612688927685,D,-87.35461209245757,B,D,1
Heterosexual,B,-85.53683088626202,B,87.39681630418016,E,C,0
Other,A,64.80673227574385,B,64.55493365883109,E,E,1
Heterosexual,A,88.51883749639681,C,-60.886511453698645,E,A,1
Other,E,221.4399820670868,B,66.76020542794063,C,B,1
Heterosexual,B,215.87099776035177,D,-162.05946942213347,B,B,1
Heterosexual,A,21.726379611709863,A,18.209762907053026,E,D,1
Bisexual,A,5.751270893342126,A,-24.77057495151831,E,D,0
Other,C,17.73311180148005,D,-97.36753303055201,A,E,0
Homosexual,D,56.700805433832414,A,-18.38031519571838,B,A,1
Heterosexual,D,126.89225182263793,C,-181.85506674134143,C,C,1
Other,B,-77.03600025051149,B,-5.657955558383985,D,C,1
Bisexual,C,0.18624706590014237,B,-30.586580730885295,D,C,0
Homosexual,A,19.34068467276253,E,7.317086225118451,E,E,1
Homosexual,B,-68.77605434230885,B,8.439938773301803,A,C,1
Heterosexual,C,84.94121333291815,E,-1.329246925030266,B,A,0
Other,D,-147.28449150700612,D,9.213336202547243,B,A,0
Homosexual,D,-186.64614899999276,C,-28.509610955463017,E,B,1
Homosexual,B,171.47274430994904,A,101.228578784819,C,C,0
Bisexual,C,80.10877201902494,B,-77.37923000196501,C,E,1
Homosexual,A,79.27296402253096,D,151.99138225782676,C,C,0
Other,C,26.365955861572655,D,-8.2789009549886,A,B,1
Bisexual,A,82.34722363797104,D,-154.19276867910588,B,A,1
Heterosexual,C,-25.84933288597674,E,99.30289412560822,E,B,1
Homosexual,C,-120.84483576771355,D,-161.3021177706196,E,B,0
Heterosexual,D,28.924212287079378,D,64.6138674524569,D,C,1
Heterosexual,E,65.89695427056742,D,61.86221233447694,C,C,0
Homosexual,E,-60.33998683948557,B,-18.760894087758466,E,E,1
Heterosexual,A,54.1779487767041,E,-11.400092852360334,D,D,0
Other,E,30.37556978373766,E,27.21164763459955,C,D,0
Heterosexual,A,2.769167020526954,C,-18.52415492746148,B,A,1
Homosexual,B,-119.83816021796333,E,-97.25208599472253,D,A,1
Homosexual,E,84.45448751244491,A,188.0217308675546,A,D,1
Other,A,122.9851027351707,E,55.00794233363756,A,E,0
Other,A,9.26625782685428,D,-104.30187601545211,A,A,1
Homosexual,D,87.65034650906775,D,34.62341279852699,C,D,1
Heterosexual,B,-33.12779750528109,B,-138.46355541446061,D,E,1
Bisexual,D,37.954783129459784,A,79.54085470330413,D,B,0
Other,D,-184.93850436635967,C,-41.5055439635177,E,A,1
Bisexual,B,-40.88926233192999,B,-25.451901992372903,C,A,1
Other,D,118.33508246209017,E,99.52530171241708,C,D,1
Homosexual,E,-198.06366917414493,C,35.79147837505291,E,B,0
Bisexual,E,-16.516205618751023,C,102.96002258792451,A,C,0
Other,C,200.61546262609434,E,-142.41318787413084,A,E,1
Other,D,43.766013833502285,B,-4.481873088040428,C,D,0
Bisexual,B,16.676106789820373,B,207.48541377292705,D,A,1
Bisexual,E,62.83508433487185,A,-233.5796821865197,B,E,0
Heterosexual,A,165.07953749067116,A,35.982289123028465,B,B,1
Bisexual,E,33.56964798315191,D,178.99865199534128,E,E,0
Other,A,-103.53065120051292,E,71.28664736942333,C,B,0
Bisexual,E,51.25284676714291,E,-42.47501141169004,C,B,0
Other,E,-111.66696911961573,B,-21.189402460992728,B,D,0
Heterosexual,C,-91.61456368445027,C,-9.997997335283538,D,C,1
Homosexual,A,2.81980004077073,B,-53.594119767565196,D,D,1
Heterosexual,B,226.81656551067243,D,26.379517954495157,B,D,0
Bisexual,A,-155.7696611464316,A,-34.200212219328286,A,A,1
Homosexual,A,-28.995122443746002,E,9.690975877524755,C,C,1
Heterosexual,D,147.79879497763545,A,-31.074271425997324,A,C,1
Homosexual,B,235.5570019945278,D,54.275776429494506,D,D,0
Other,E,60.77547442837128,E,240.28678500130886,E,D,1
Heterosexual,B,-26.193582209724024,A,94.69872928692415,A,B,0
Bisexual,D,50.412244566369594,C,-146.56551040062115,D,C,0
Other,D,143.49938079823636,E,-52.7504132050782,A,A,1
Bisexual,D,114.94467235231667,E,145.57042664474395,C,A,0
Other,D,-188.62493223439577,D,-57.17374922034958,E,E,1
Homosexual,A,94.58116532938108,C,98.76982919846319,D,B,1
Homosexual,E,-1.7207063164384053,A,-99.948815219635,E,C,1
Bisexual,E,-7.433108074536053,B,20.164952820276767,A,A,1
Heterosexual,D,196.43244193812217,A,21.791600609149718,C,A,0
Other,A,-92.85634192418273,C,-123.86019769339673,C,B,1
Bisexual,A,93.82903579029598,D,0.8566778226874578,E,D,0
Homosexual,D,-2.41800818497456,B,-47.03851117103144,A,A,0
Bisexual,A,101.89643577141649,B,52.225483222601824,E,C,1
Other,B,-84.27547464217695,E,-19.721824773302355,B,C,1
Bisexual,A,-13.583302106038667,C,-103.87793383541042,D,B,1
Other,D,200.11964446059153,B,-16.764063777309804,A,B,0
Other,D,-22.75760683221225,A,-15.053379716846377,B,E,0
Homosexual,B,-48.55155844682351,B,99.76567418771177,C,D,1
Homosexual,C,-4.92785432050027,C,-69.80858485201325,A,B,1
Homosexual,C,37.12531871781186,A,-41.55595022912517,D,C,1
Heterosexual,B,-110.10915260146894,D,132.59803840517208,B,E,1
Bisexual,C,-36.24109349751377,C,-10.303219574877417,E,A,0
Other,A,-57.94432768552474,C,-74.59746066824921,E,D,1
Other,E,102.76252928932585,B,-39.1205451814535,C,E,1
Homosexual,E,63.20636250562007,D,37.141517293670276,E,E,0
Homosexual,D,-125.81130141875525,E,160.7132206044094,E,D,0
Homosexual,E,-159.81439305801862,E,-98.49809646754608,D,A,0
Heterosexual,A,77.589777418992,E,18.4417068267429,C,A,0
Homosexual,B,-117.58730349013791,A,20.4568574303068,A,C,1
Homosexual,E,-32.92404023630013,C,-12.787823264769171,A,C,1
Homosexual,E,61.58953412476501,D,-70.45754278476143,E,A,1
Heterosexual,B,126.895595958827,D,17.394536415026202,D,D,1
Heterosexual,B,6.801215673759997,A,-19.946148677518885,B,E,0
Heterosexual,B,27.121097626696983,C,-85.28739426196313,A,E,0
Bisexual,C,140.99501276110095,B,-0.10316481140035752,A,E,1
Heterosexual,B,124.62347202841262,A,-53.959846905227174,B,C,0
Heterosexual,D,-118.5394253640701,E,-31.969318682635677,A,A,0
Other,A,7.446975972005962,E,-144.3537225417893,E,B,0
Heterosexual,D,83.0610830302149,A,-68.7562682855789,D,D,0
Other,A,-93.36990383494079,B,43.376115908425604,E,D,0
Homosexual,D,-28.95380872479437,D,-57.3594122590935,C,B,1
Heterosexual,E,-127.23959124248007,D,66.99118019393751,A,E,1
Heterosexual,E,-71.57612241303592,B,-92.99403925956953,C,D,1
Bisexual,B,-23.22748407903462,C,64.51585534735632,E,B,1
Homosexual,E,-174.48137504344854,C,140.13517905791343,E,C,0
Heterosexual,A,54.279552830465825,B,62.47130301904995,B,E,0
Homosexual,D,-62.2782961232028,D,-73.65506016146725,C,E,0
Homosexual,C,-193.6174881474419,B,-26.966895286242725,E,B,1
Homosexual,B,26.214946083504742,D,-26.405538098483678,D,A,0
Other,B,-100.08752083180403,E,63.996654998015124,A,C,0
Bisexual,D,64.94723876024328,D,-112.56084962627415,A,A,0
Other,E,-17.640679149084907,A,-132.17986539668138,A,D,1
Heterosexual,D,-94.95953776285096,B,236.62369351870248,C,D,0
Heterosexual,E,79.1843881480812,D,-80.77675828722518,A,C,0
Other,C,74.41790731390999,B,51.411918129493436,A,D,1
Heterosexual,D,152.90954770066782,D,17.892794199049174,C,B,0
Bisexual,A,-109.0116071794138,E,-70.86718007851165,E,D,1
Bisexual,E,-55.45134492789416,C,-16.942972266224512,E,D,1
Bisexual,C,48.21066457418843,C,-13.945138704870566,A,D,1
Other,C,-8.51480609981726,E,-56.80692798375867,A,A,1
Other,E,-103.12097411217655,D,-113.20725125168462,C,B,1
Heterosexual,B,-26.514766677324985,C,40.227637868085445,A,B,0
Other,A,160.1352008721028,A,38.313171944178215,C,E,0
Heterosexual,E,-148.58731995675407,D,-27.630125967021797,D,D,0
Heterosexual,C,98.28383151578927,E,-119.41990693328972,E,E,0
Heterosexual,A,-18.281438101129936,D,24.3008597893393,E,E,1
Homosexual,D,-31.554139346148073,B,-23.11334429060693,E,E,1
Heterosexual,D,48.675349440240076,A,18.95399094346898,C,D,0
Other,C,95.10919808833428,E,39.37016592292725,B,A,1
Heterosexual,A,-164.0813308377337,E,-14.487049131526101,E,A,0
Heterosexual,D,-132.21649228388847,D,-40.89536584489101,C,A,1
Heterosexual,B,111.71132599892333,C,193.49878468969868,C,B,0
Homosexual,A,70.6745446443554,B,-155.05891934835012,B,A,0
Homosexual,A,-168.41606832576244,A,26.0525736050949,C,C,1
Other,D,-42.267902876603564,D,-28.88610024308545,B,C,0
Heterosexual,C,81.65525833910799,B,16.97272737493413,D,C,0
Heterosexual,A,-8.605472252453126,E,-77.7810573867539,D,C,0
Other,E,-13.827209548221846,D,-88.45752303958635,A,A,1
Homosexual,D,27.614773254889403,A,38.479492269574685,C,C,0
Other,A,22.547647165470142,A,60.00944697354532,C,C,1
Heterosexual,E,1.5200617438009998,E,-7.32413727090935,C,E,1
Heterosexual,E,23.650577724824213,A,203.49999485752792,C,C,1
Bisexual,D,-13.874461115111917,C,-8.256759927849627,E,E,0
Bisexual,B,-225.85140523198692,A,55.18367367041785,B,B,1
Bisexual,A,64.14819288130825,C,-143.77753704205398,E,C,0
Heterosexual,A,150.68356722940945,A,32.59152723472305,B,C,1
Heterosexual,B,276.59832012059974,A,31.144981629322594,A,D,0
Homosexual,C,76.88606789997952,C,-43.427712465960916,E,D,1
Other,E,-70.63883878146072,D,-67.82574710693154,D,A,0
Other,B,51.093874978623454,A,-70.20499944852112,A,B,0
Other,E,58.98594295638146,E,-121.70132225357358,E,D,1
Bisexual,D,21.996289533148396,B,-138.30411569022527,A,E,1
Bisexual,A,14.634981830479393,A,-31.513636193574357,D,E,0
Homosexual,B,-137.15839371378786,D,-30.37715307543577,A,E,0
Bisexual,A,25.225787768571095,B,-70.05574149854937,C,E,0
Bisexual,B,7.604757855296873,D,28.42116967527275,A,D,1
Bisexual,B,-85.60946292314746,E,76.85944032741294,C,A,1
Homosexual,E,156.84538193362494,C,70.82594192442599,D,C,0
Other,A,-73.55092680658532,C,131.53509038266031,E,E,0
Heterosexual,C,34.26271349448707,E,50.37501074263956,B,A,0
Homosexual,A,66.89188246220165,D,-101.7564043754039,A,A,0
Other,B,59.5928771435848,A,-1.2007528326105767,B,C,1
Other,D,-101.59999654440965,E,-90.99137550174738,A,B,1
Homosexual,E,346.82019453446895,B,88.27224124090989,A,C,0
Homosexual,C,-120.22039025001261,E,41.493410777630004,B,C,1
Homosexual,B,-134.02337765801354,A,-55.75751555707227,D,B,1
Other,E,-50.41102405528156,D,13.21748291076652,B,D,0
