military,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,target
No,C,E,-39.22034086944962,282.54939718040356,A,-6.555877662435034,C,E,D,D,1.1773099862769942,0
Veteran,D,B,-65.54376680339101,91.37044690275928,D,32.40140208265285,C,D,B,E,62.07318504536642,1
Non-Veteran,E,B,151.31645622135542,-109.13748253588942,D,-136.76823569143772,C,C,B,A,66.54048120498072,1
No,B,B,54.704403886437035,89.61673720188863,B,-150.68843788756098,A,D,B,C,22.556703444219487,1
Veteran,D,A,81.74426026073863,34.47015981180359,E,12.334019309565427,A,C,A,B,50.28656034412027,0
No,C,A,88.61412556657035,99.81623282039021,B,-188.67938964086318,E,B,E,A,55.37670638736698,1
Non-Veteran,A,C,-197.97529563734344,-78.35232798977405,D,-25.998867113555878,B,B,A,D,145.07672278124474,0
No,D,C,-22.54001191074467,30.619567068366706,D,-42.78111173579075,B,D,D,A,-15.2004853785145,1
Non-Veteran,E,C,40.03392270997402,69.96755619672703,A,-15.447386632855597,C,A,B,A,-105.21040534360651,1
No,E,A,-50.14165632012559,-127.27695785328778,B,131.86100358824555,C,D,C,D,-89.37038017943607,0
No,C,D,17.869600653109295,-37.10903065871948,A,139.96883463707525,B,C,B,B,-72.62963595431344,1
Veteran,A,E,121.38255136265492,-226.1371643880843,A,-140.42391242112927,B,A,D,A,134.12860950137792,1
Non-Veteran,E,B,-101.77511460973558,72.24317319541689,E,-83.61686403966199,D,E,D,A,-85.99809874737781,1
No,A,A,-80.7285300864234,69.15375200670123,D,28.176228137114762,B,D,E,D,206.57442206999738,1
Non-Veteran,D,A,-76.33422725744,-124.33779014614043,B,66.6784144372306,C,C,E,A,-16.03349787477858,0
No,D,A,-50.57007400257708,156.7394433514847,C,113.62286532581847,A,C,B,E,-2.923385640956546,1
Veteran,C,A,36.211910383868286,-107.9895217413283,A,-79.77012809903812,D,C,B,E,200.20224239928274,1
Yes,A,C,-62.061093409645196,-11.559115284811757,D,57.80487609486823,E,A,D,A,-183.87133429301912,1
No,E,E,116.70900902788766,224.88803672761094,D,215.41951371614124,D,D,E,D,-54.12781229961955,1
Non-Veteran,A,A,-159.5684986033264,44.78840990323411,A,90.68735235274198,D,D,E,C,102.27814560550917,1
Veteran,C,A,-30.42424136358787,-91.16622779701989,C,7.775698011565211,C,C,A,B,-11.769495255534752,1
No,C,E,27.917698216524105,61.01349428372187,E,-235.25865064042947,B,D,C,A,-111.10535256242673,1
Non-Veteran,E,B,61.40779164131018,99.49386967977311,D,-61.3317036723505,E,C,C,D,-57.2898356250179,1
Non-Veteran,B,C,94.60834015786307,-101.83025332719747,D,-12.065915525782717,C,D,E,A,138.8735678724926,0
Yes,E,B,7.280240671734056,-75.49144448081235,E,-66.42380375911073,E,C,C,A,163.77617905950638,0
No,D,E,-123.82300739713882,150.81842711896198,B,-11.438426016751976,A,D,A,B,326.67822457933966,0
No,D,A,-24.115468217806217,-50.50711264574357,B,57.02362862748277,B,E,C,A,-34.27108098035999,0
Yes,B,C,1.4566140745580438,25.226069061377586,E,-3.472632289052169,E,E,B,A,2.7754442710542486,1
Non-Veteran,B,C,125.77119618395716,42.56358289052189,B,23.690114779846862,A,E,D,C,4.100910428858669,1
Veteran,C,B,99.79589082446293,48.91875939615595,D,-35.87530329573367,B,C,B,D,-38.18351593004321,0
Yes,B,A,-2.467586868742543,125.02951737756858,B,-144.82979210673085,E,A,D,B,44.21288446737804,0
Veteran,C,B,40.32698283166043,214.56373084061454,A,89.97209944513214,C,B,C,A,282.59578767688254,1
No,C,D,-29.485406762626504,-4.694571373848388,A,-10.173904467276603,B,C,A,D,64.98142082227899,0
Yes,E,E,34.72784920693328,38.32727778524841,C,-105.27372429716102,B,E,D,C,3.9448263512162365,0
Veteran,A,E,-160.58080751329663,-5.3268584040618565,D,-45.24844351448436,C,C,A,A,25.95315318532963,1
Veteran,A,C,-174.51503537194327,-45.12619913483824,B,79.31611580392426,D,E,C,B,48.3831914899217,1
Yes,B,D,105.5045388365901,103.25548624219418,C,-16.117633815922435,C,D,D,D,-117.94685432490253,0
Non-Veteran,C,D,160.2329051479956,-66.14197785308771,E,112.61880749847349,D,D,D,C,-64.70868785572054,1
Non-Veteran,D,C,54.577955451628554,-126.22098672356962,B,-95.18072628786946,E,E,A,E,-3.6938561263862404,1
No,B,A,220.34832339852724,22.416389216687417,D,-76.5062655972886,D,C,A,E,146.30376073318513,0
Yes,C,D,-12.112771772248232,117.85530140438524,C,-177.27734858737483,D,A,B,C,162.70242221700465,1
Non-Veteran,A,E,1.1885452767037048,139.0758227972227,A,-19.766128550395557,B,D,A,A,-41.09759927594451,0
Non-Veteran,C,C,189.3091722941641,-10.504160307021811,A,92.22431950748603,E,D,A,A,21.7602810104657,0
Yes,D,C,-140.64675732281606,-102.22496414593698,C,-83.21475999515161,A,D,E,D,-48.6407418724002,1
Yes,E,C,-133.99841186987902,-15.531057315609226,E,-28.069745172241294,C,C,C,B,97.82984314274601,1
Veteran,B,D,67.61761586187019,-26.946817942318297,B,-59.766448915792004,E,C,B,B,-49.65972582060949,0
Non-Veteran,C,B,-71.57181074411554,111.99158984110686,C,-31.537682888242863,A,C,D,D,47.117529411912116,1
Non-Veteran,C,E,-78.09054219395148,-3.128653501153881,D,93.58455035988673,D,D,B,E,-20.031237509813423,0
Yes,A,E,-196.8591566991383,212.4967367759225,D,-96.53491534418504,A,B,D,B,57.46204021735427,0
Veteran,B,C,-24.47120185728342,-52.411063377011466,E,14.949048957180358,E,D,E,E,114.18868638521012,0
No,E,B,-57.68340134740425,-48.28660609985495,D,-108.71112219875512,D,E,E,C,-253.74124881353683,0
Non-Veteran,E,A,-19.308771053532105,106.481569832569,B,-164.4853326938771,C,D,D,B,-89.84334870417527,1
Veteran,A,D,119.92369816889274,148.25563349047937,C,95.45376904750105,C,A,E,A,65.99027879032609,1
Veteran,B,B,-133.7963728036288,-181.9581753832325,C,82.45776959265288,D,E,B,B,-102.4256065025382,0
No,A,D,160.60876909284863,5.238177058625681,A,-103.67640609477601,B,B,B,C,-168.41806643701764,1
Yes,A,E,156.16759142196105,61.20136521097198,E,101.71931800688334,E,E,A,A,14.134287826610356,1
Yes,A,E,-49.21872284848849,32.412474676218615,C,-99.84482922240197,C,E,E,B,-123.49014677482796,0
Veteran,E,C,8.754834737862376,178.24135042179904,C,2.6339787939943338,D,E,B,B,33.395341226262225,0
Non-Veteran,E,A,-70.61986136451539,29.006511785128097,B,-82.10620788747254,C,C,A,A,-100.96051953700704,1
Yes,C,E,-99.73336173166646,41.989723920621486,C,-97.84206107528192,C,B,B,C,-118.33124903921122,1
No,A,C,-151.6033559263086,256.48544235946014,D,-51.30137160658336,E,D,B,A,48.49815577074326,0
Yes,D,E,-43.42102871498529,-97.46655227370225,A,-29.87469620849516,C,A,A,E,-55.72020726168398,1
Non-Veteran,B,A,271.9522161078947,-172.28012739573018,B,-18.31150709547381,D,E,E,C,-130.2078170839145,0
Veteran,A,B,27.108202638887395,28.50312450949999,C,-153.34825753570783,E,D,A,D,5.759240523764123,0
No,A,E,72.19262604313457,-38.0449768029055,B,-96.36739776739388,A,E,A,B,-28.925398233248227,1
Non-Veteran,A,A,20.83555002656628,-54.05595201690119,B,44.86931086706615,A,D,B,A,103.00547453494944,1
Veteran,C,B,52.33654463517819,152.45234000481548,E,-118.32909320025978,C,E,E,C,87.1038094416149,1
Non-Veteran,D,B,-83.25990977376,-13.540915748278653,D,66.3030415437591,C,C,C,E,62.41989442899458,1
Veteran,C,E,19.58032056185984,67.70661107890105,A,43.09821156770532,B,D,C,A,139.28088625281006,0
Yes,B,C,-89.70644207135904,-67.56905576282402,A,46.20967811165496,C,C,C,B,145.8290665340331,1
Yes,E,E,41.12730205717084,-75.89326722156464,D,45.646564274243836,B,D,D,D,2.1809973696173257,0
Veteran,A,B,93.89337126155812,-39.96210835195983,D,-32.71905686768781,C,D,A,B,-103.86691435477174,0
Yes,C,A,-20.66764882737095,-127.03360330312836,E,36.46947322663138,B,B,D,D,-141.68552562142295,0
No,A,B,46.41446451005033,7.069836387754015,C,-69.50329065862266,B,C,D,A,111.05817382295878,0
Yes,C,D,-55.477454128632154,30.538242839658253,A,-155.57697545709047,A,C,D,D,21.85473311380632,0
Non-Veteran,D,B,160.24207207534442,-269.79936840180943,E,-65.79935079190254,E,B,D,D,190.10535744938167,0
Veteran,B,A,224.75450477098983,-115.36125159700119,E,-27.617629847124338,D,E,E,A,164.64296326965007,0
Yes,A,B,1.0815598980204728,-171.20354973873583,E,1.1213999782527793,E,C,D,C,-97.14276599604652,0
Non-Veteran,C,C,61.5222764485979,204.02271127930928,E,83.90146505139344,A,E,C,C,61.08717307323007,0
Veteran,E,B,-132.49298973367274,-45.254211518720325,E,77.92192006044762,E,E,A,A,95.65944187767582,0
No,D,C,-37.652385872562796,-163.44744677511716,E,3.3215065983252945,D,E,A,C,13.799199600215347,1
Yes,C,C,-2.671646354641822,100.63737115173588,B,-102.81420298308852,B,A,A,A,-58.06561828967516,1
Non-Veteran,B,B,-53.77317382043951,-55.277291660482476,E,5.508156120638816,D,D,D,A,72.47290145898282,1
Non-Veteran,D,B,132.68451891456215,130.22087610421,D,21.272613817823363,D,C,D,D,-91.77689971610663,1
Veteran,D,A,-93.40140983731911,-123.59754501397977,B,192.32450957951397,C,C,B,E,-19.39923817271509,1
Non-Veteran,C,B,-4.930048995901735,-38.389287823145565,B,21.59979965878862,C,D,B,A,-22.438800311974763,1
Veteran,A,E,-76.24900595709633,-91.96802628445494,D,140.61274260314332,B,D,C,E,37.09814670669236,1
No,E,E,24.650945566021903,-116.68204880753008,B,-86.24834972760078,C,D,B,E,4.693693320595205,0
No,C,A,-51.858820041088435,-146.33053460746976,B,58.03738476553457,B,E,A,B,-68.19997010080677,1
Non-Veteran,E,D,138.2600289146441,89.46305596065581,A,128.77951511678233,E,E,D,E,-82.98547554771491,1
No,A,B,135.0660562958248,367.7085387234609,A,-70.98249581248939,E,C,B,C,35.73358499835136,0
Yes,E,A,-149.71188030288351,122.11440788658963,E,70.91028054076357,C,A,C,D,7.988962034818928,1
No,B,E,-14.0073750888346,138.88093427545923,A,-141.63387067985227,E,B,C,D,-120.1315412530439,0
Non-Veteran,C,D,82.85514084620466,-1.5019670939521779,D,-123.53132629249126,B,B,B,C,-46.35306709106992,1
Non-Veteran,B,A,-110.1705552198423,-42.855711586710896,B,-42.14306059922432,D,C,A,E,-130.05344667825455,0
Non-Veteran,E,C,34.11314153429649,-168.50357517389727,E,129.40313430636812,D,B,A,B,77.10671982242965,1
Yes,C,E,181.40223006679915,48.254028072876075,C,43.429961770329776,A,E,C,C,-101.16742626243666,1
Veteran,B,E,44.966281595611854,-112.83754163466806,A,-100.69561203406072,C,B,C,B,-65.01256216712136,0
Yes,C,C,91.40015239214553,-75.54023956267527,D,150.3420900277706,C,C,C,C,9.331647655910478,0
Veteran,B,E,49.59799491112615,-126.43814795032743,E,74.270102481243,E,A,B,A,24.21903861174709,1
Non-Veteran,B,B,48.206309395538256,-81.99760696174833,C,63.514322036960834,B,E,A,C,102.98960508666934,0
Yes,C,A,45.53066991225464,-211.756785928623,A,-29.66468146153033,C,C,A,E,5.885620916275319,0
No,E,B,36.63375833524103,21.115956173006552,D,60.01145060517482,E,E,C,B,28.64125845141633,1
Veteran,A,A,-35.57488565144642,-122.58829608584712,C,-166.4947719772244,E,B,E,A,-90.85597270021057,1
No,B,B,87.98139478173724,146.18779915918248,D,-119.89442429538467,D,E,E,B,62.69109626803899,1
Veteran,B,D,6.517660697289229,-28.970431721636146,C,115.25592719999298,E,D,B,D,75.00360875804698,1
Non-Veteran,D,B,8.080255193130434,149.5163895860407,A,59.804729451274476,E,E,A,A,-89.24847111870916,0
Yes,A,C,-153.33011386839354,-211.7807865667015,B,52.058959333789566,B,A,A,C,136.5789554620906,1
No,D,C,36.85005675802217,37.98960673793408,B,-116.98226232408939,B,D,C,C,-147.9519736047558,1
Veteran,A,D,135.70498864520786,-72.25911074946599,B,-33.63228751228322,B,B,C,C,-126.59248004389609,0
Yes,C,C,133.89893119014417,-97.1368317812169,B,-86.2820347589989,D,E,A,D,2.537147361275223,1
Yes,B,C,-5.633025442000229,-125.99950264162946,E,66.5693017537924,E,A,D,D,239.01732328409304,0
No,A,C,-16.574318651474837,48.38824072398491,B,79.85763059463635,B,E,C,D,29.452959002469065,1
Non-Veteran,D,C,-65.2818708943184,-5.802472022541874,D,-47.483224056946725,C,C,D,A,-164.72822453462845,0
Yes,C,D,148.92450218705108,81.62622459073326,E,81.77796743672114,E,A,B,D,11.633432272375629,1
No,C,B,65.94918146681529,-15.057600524078854,B,28.252075813529316,B,C,A,A,96.77518999875603,0
Veteran,D,B,83.01290519092834,178.94979781815604,B,-20.16339876660854,D,C,C,D,-137.34550878394444,0
Veteran,A,D,-50.79576174593048,-55.63922820610361,B,-90.2977767709143,C,E,A,A,-59.34517894302805,0
Non-Veteran,C,B,21.171280562439538,-79.0052643131842,D,-222.18782336653322,E,D,E,E,141.50861106537928,1
Non-Veteran,B,C,157.71764111194454,253.59498063591727,D,-121.96248215820442,C,E,A,E,99.42396215295115,0
No,D,B,75.63929841090754,75.12953581058291,E,-71.14956600618912,D,B,E,D,88.4203713413565,0
Yes,A,D,-37.79345791930883,147.26862206638432,E,52.90894430532316,E,B,D,B,67.82072868756765,0
Non-Veteran,D,E,-111.78579003256665,-6.2899312468960025,B,4.770212809994757,E,A,E,D,-31.64506165784805,0
Yes,B,C,72.40457619194662,-6.346745901904471,B,96.37480695050472,C,A,D,A,275.8276185001643,0
Non-Veteran,A,D,-0.4334866262097534,25.269388216157346,C,-46.655382962607035,E,E,B,A,12.71714673856228,0
Yes,D,C,235.65619411789146,-16.80666145247763,A,81.0884977065049,E,A,A,D,-28.51324746412948,1
Non-Veteran,B,A,-76.82358072548584,130.9357683755338,A,-107.3942175191104,A,B,D,E,-33.08462178599286,1
Veteran,E,B,-255.1554388046157,-134.7703345024021,E,105.19795638437381,E,C,C,A,-27.93924496973199,0
Yes,D,D,19.215876647988303,-18.219050438721197,E,87.96339514287509,D,D,D,B,3.1039180116640335,0
Non-Veteran,D,D,-128.65407278572326,102.7013511051582,C,-61.83102445038541,A,B,B,D,6.200074197293621,0
Yes,B,B,174.60446720403013,14.742873366865117,B,-88.69974542775591,D,C,C,E,-79.76144505116464,0
Yes,A,E,-1.3248325059635488,-40.8112459445833,A,-135.79179957593303,C,C,C,B,-74.86365387778349,1
Yes,E,B,-68.10343316542676,207.14544539938814,C,59.11861331147742,B,D,A,C,29.445583098684182,1
Non-Veteran,A,E,-172.8590492168311,-105.70542600836549,A,159.27898730057464,D,A,C,C,0.6277635622742557,0
Non-Veteran,B,A,-5.628140791211333,-56.88837320526302,D,-24.971708771968835,B,A,A,B,-156.90724996560323,1
Non-Veteran,B,D,0.012698047698066718,-41.22261411918546,A,-170.6126509053099,C,A,A,A,76.63241948802253,0
Non-Veteran,D,A,-139.6229402230684,-177.83130180112548,D,0.6001564521386388,A,A,B,B,-118.96071727109039,1
No,E,A,60.064395230798375,-30.484917501580345,E,-125.76223845001329,C,E,C,A,18.170592970473006,0
Non-Veteran,C,B,27.896481743833352,124.61393896649294,E,-76.17571479481859,A,C,C,C,9.466811025208372,0
Yes,A,B,-287.76677027985846,34.43380803820806,A,12.444787122155269,C,D,E,E,-44.66436101276392,1
Yes,B,A,-70.05975230680117,36.32856492359066,B,-44.29500405957978,E,D,D,A,-77.98873230872316,0
Yes,E,C,-38.96233484071397,111.54748317758663,E,-156.24927217992632,C,B,B,A,148.3098307631825,1
Non-Veteran,A,B,8.634470347540079,139.13997436642066,B,-77.5161921841834,E,D,A,A,84.61070111376283,0
Yes,C,E,36.46732813331517,109.3056714539197,A,120.26013976549778,D,B,E,E,29.99549138004593,1
Non-Veteran,C,E,100.07603508561891,-54.46947841259219,B,169.66599268693588,B,C,E,A,-118.97729127696547,0
No,C,E,-80.09099314932506,-0.6784745941266133,D,-10.060501848509848,D,C,E,A,0.6847047060440065,0
Non-Veteran,B,E,30.180709260022105,-26.94203975474932,D,-63.88286940559902,B,B,A,A,60.72374387047714,0
Non-Veteran,A,C,-89.82681403569072,-251.5767493993075,D,-81.79547916915969,E,A,A,B,-37.03016513438953,0
Non-Veteran,A,A,-155.83529438155747,20.62357812993224,D,-130.46572363989782,D,B,C,B,-69.85796901619936,1
No,A,D,-63.10235195476037,188.6803495906355,B,78.8305359774633,D,E,C,A,-91.76840035128707,1
No,C,A,-118.05326302071948,-36.68839198264127,A,66.93396964258041,E,D,E,C,-53.30396700305822,0
Veteran,D,E,17.889726503297094,248.56870937675893,A,99.40360296213944,D,B,E,D,-86.64117604796792,0
Yes,B,C,70.79647903360721,40.06883316591213,E,210.08113230262825,D,B,E,C,-69.55084561431357,1
Non-Veteran,D,A,-28.980524026218756,1.9504138459271871,E,34.11403466159518,E,C,D,A,149.25632161103414,1
Veteran,B,D,-7.590500287025331,-38.40598313889225,D,-32.399060653649386,E,E,B,E,6.105144793617492,1
Non-Veteran,E,A,-46.1758777497895,-5.630162526205077,B,-169.89202073286987,D,A,D,C,36.75920365779754,1
No,D,D,191.73180532897962,-74.59688516563065,B,-72.34180643506845,E,B,C,B,-23.213624161123818,1
Non-Veteran,E,D,52.72817280306781,-63.136436850571044,A,64.7364236782623,C,E,A,B,-41.0544633630168,0
Veteran,A,B,-18.904966399829842,45.37393157205033,B,-206.3840740266951,A,B,B,C,-86.9999460427756,1
No,A,C,29.14096883622118,-44.7455527996989,C,-61.24067836116188,E,E,E,A,-82.76964850973887,1
Yes,D,C,-59.23061245901711,110.10930282060316,A,-16.47989832828139,A,C,B,B,-100.63197845336288,0
No,D,E,203.96619517710715,-67.41608621551725,E,118.63234363850104,B,D,E,B,-96.97344254103075,1
No,A,C,43.83434745340599,46.870435149094085,B,-26.714511327325358,A,E,B,B,120.61300198008192,1
Yes,D,E,76.78744912618714,-131.9782246856154,A,-24.445466141645618,E,A,E,D,21.764843074442954,1
Non-Veteran,A,C,-70.11527251992734,88.40925880218656,E,81.39647761167059,C,A,E,E,90.72833818423959,0
Veteran,B,A,11.662345154281104,111.09858453161299,D,-91.26893475983316,B,B,B,C,-7.134290496685606,0
No,E,B,85.68628924559782,-11.176618653574637,C,61.39393254188891,B,D,A,A,60.87551040691862,0
No,B,E,74.12312184794449,-126.00289785025345,B,41.03105094947301,A,B,C,D,-8.291831859397131,0
Yes,D,E,91.3527968194218,140.97731559461178,B,-26.939925000168174,A,C,D,D,-12.944245618984274,1
Non-Veteran,A,A,89.81782826637554,-4.491423056047002,A,81.98432793851778,C,A,A,E,-41.2317994343964,0
Veteran,B,E,24.8884724625623,-52.66798975945054,B,-61.692599826596286,E,B,B,D,-96.81703744119999,1
Veteran,A,B,-112.30515791727159,99.39547120753176,D,43.0385123131709,D,A,D,B,47.88930657646144,0
No,C,A,-27.153559536942407,-130.0177608790967,B,10.66253111638595,D,C,B,C,-2.2772979954578183,0
Yes,D,C,-230.67484082201756,-54.2385203019841,D,-277.77461076487697,C,C,D,A,-17.42756791958681,0
No,B,E,15.512016509846799,-135.45092519171632,A,-0.8240974321445231,B,D,E,A,-29.59237955876854,1
No,D,D,87.66095616284345,-49.09583990355584,D,-28.2333385395746,D,E,D,E,-141.47565783697058,0
No,E,E,48.48282637775017,56.98369038043205,E,114.31459052072326,C,C,A,D,28.55487115980543,0
Non-Veteran,A,E,-94.99421588273276,-48.98250959423578,E,47.933456971750935,A,E,B,B,-233.8222448269006,0
Veteran,D,C,-116.84826483475037,-39.37735355234056,C,104.08538999526253,D,B,B,D,-16.47671558390487,1
Non-Veteran,C,C,83.7984013076612,14.38025038160392,A,193.8230944310244,A,C,E,B,-71.7776229897375,1
Non-Veteran,E,D,-14.63372440081404,79.25963135886983,E,-102.3470613072941,A,A,C,D,-57.42844206741401,0
Yes,B,E,-62.139638472571946,66.07145171501277,A,129.01251152973808,B,A,D,D,10.294314938336118,1
Non-Veteran,E,C,-154.13029856122463,-67.72192807283344,A,-107.49485383762847,E,E,A,A,-1.8148719711520829,0
Non-Veteran,E,C,-74.12928626237198,40.22755476059247,D,76.25938107513845,B,C,D,B,125.16253655128162,1
No,B,B,-84.88555134287644,4.686807962374736,E,-94.88444692503862,C,C,B,C,150.34365599248915,0
No,C,C,130.6416676754343,-132.90635606395128,A,-37.667719987222526,C,B,C,B,62.771191749001034,1
Non-Veteran,C,E,-59.9747179171076,28.5047040822873,D,28.630818374827417,B,C,E,A,148.72591455528118,0
No,E,D,212.17680088175607,-43.46855160425632,B,193.68291878004916,B,A,B,A,-98.9836788000712,1
Non-Veteran,D,D,-96.56774653644538,92.44612713827449,D,-5.719179811165946,C,B,B,E,-18.496962161564106,1
No,B,C,277.54547848284454,-49.41063344098512,C,34.20887759005827,C,D,A,B,7.5980843163572125,0
Yes,A,E,-140.43315686363928,-5.994895204972702,C,-72.2367599377067,E,B,E,B,100.08953890384697,1
Non-Veteran,E,B,182.47401521076853,26.614490098661754,B,72.99995439638167,A,A,E,A,73.80711906476651,1
No,E,A,36.93008244591508,16.59589333820954,B,1.899794650194087,A,D,A,A,44.33102191820322,0
Veteran,C,A,1.5656446978727434,-42.447724625243424,E,-158.51376188283848,E,C,D,C,54.555289398913295,1
Yes,A,E,97.71813531495467,-255.15786052426623,D,131.15422962970962,A,C,A,E,-34.342107351149366,0
No,C,C,-5.616236466704048,-66.9120202802678,B,54.710609391506594,A,E,D,D,-236.64337223218098,1
Yes,C,C,-45.53949277090889,43.83699145420321,A,-102.96002578513747,C,E,E,D,-77.89564304787788,0
No,D,A,-3.938010408423921,-44.465229201940346,A,39.77494922666377,C,A,C,D,-119.37012965845808,1
Non-Veteran,E,B,-30.277096802749565,69.72326431962054,B,186.00387755940972,B,D,A,B,128.71645876360574,1
Non-Veteran,D,E,124.55035057097996,17.91986467585773,B,-78.3545163564728,C,A,D,D,-161.89727476321283,0
No,E,C,114.17150286196438,54.60206916911796,D,-6.02770341091113,A,E,D,C,-107.58027287707495,0
Yes,E,C,-23.395869631359663,-57.68914127985292,D,-3.0349944872557577,B,D,B,C,-62.1154419201995,1
Yes,C,A,165.7352992702233,-22.267964674870303,E,-139.8164978829233,A,A,D,C,27.21719538432495,1
No,B,B,-11.861104496658099,79.30261145881951,C,-83.57689303014489,D,B,D,D,-228.18606164854523,0
Non-Veteran,A,E,80.29505785898404,-39.281845809286324,D,-135.63977430207265,E,A,A,D,91.90526828014221,0
Veteran,E,A,30.770433696753884,189.72318986631072,B,55.25157905960925,E,D,E,D,-22.16392999881408,0
Veteran,A,A,221.86879474252598,-10.278826720571685,D,-132.14231310127482,D,A,B,C,-5.6943207851849875,0
No,E,C,48.30185351821691,118.84610279640859,D,109.46978593333424,A,C,B,E,138.49244325233545,0
Veteran,A,E,-16.85920047734913,-94.20820539819327,D,-183.96969178084345,C,C,E,C,64.5174346652656,1
Yes,E,D,185.66282032038924,194.20355026754876,E,52.4006828134768,E,E,B,D,-10.139821722520729,1
Yes,B,E,-43.32182853947751,114.58853542570984,B,-62.66767475058631,C,C,D,D,29.94154876874137,1
No,D,A,-145.19895537469253,33.14299018234451,A,-34.16102836239795,D,E,B,B,-6.963913527105138,1
Yes,B,A,35.45451626976134,32.622367929594084,B,19.135632525706324,C,E,C,A,103.95000667240998,1
No,C,A,-13.830730934917062,-99.14271387391403,B,50.52138212716897,D,E,A,D,160.30464213000823,0
Veteran,B,A,-82.1627134703658,-95.61163721807826,A,13.651605347360638,D,A,B,D,7.243596731384707,1
Yes,D,B,-241.06197855705784,61.86423961505106,C,-33.070727746449876,E,A,D,C,44.3224749656688,1
Veteran,C,C,-173.3035329278767,-58.112362605503655,D,26.25991416205271,D,E,D,A,76.32746464699994,1
Yes,E,A,30.566351968177614,-146.97561918458183,E,183.60155112255873,B,D,B,B,10.45201088338369,0
Non-Veteran,A,D,129.09162886575643,-116.80112002089025,D,12.360750102915157,E,D,A,D,0.24414500168730252,1
Veteran,E,A,-11.436164719940285,-201.81142618465708,B,36.571316084836646,B,B,A,E,43.107909228676675,0
Non-Veteran,B,A,-0.5799492504306585,142.8576300305443,E,-97.9078374795478,D,B,C,E,43.37170065338027,1
Non-Veteran,B,D,119.32608899211559,-38.319623920906245,E,123.69114493860643,C,E,A,D,-36.96086095494315,0
Yes,C,A,235.1977935865062,159.81468687247715,E,-92.0217523188576,E,C,A,A,-123.47255419220421,1
No,B,B,98.77717528712937,123.68996777755277,B,59.16982313629768,B,B,B,E,47.15626345715812,1
Non-Veteran,C,B,-52.73506533475379,136.86026879648688,C,72.5110102383546,B,C,B,D,240.6202332714956,0
No,D,D,0.7045041023475581,151.18483201266423,E,-24.394827597848884,C,E,E,C,90.96702126823125,0
Non-Veteran,D,E,-90.54366573621444,96.54212621461672,A,-115.32785688518157,C,B,D,E,34.254370916744016,0
Yes,B,B,98.310032075005,-60.82053545051128,E,67.53980289706166,E,E,A,B,-50.521997951621536,0
Yes,D,A,-24.213151262543274,56.675920666509505,E,95.01783315496573,D,B,B,E,74.83254940589845,0
Non-Veteran,E,B,-215.04357407950988,-109.79746294805797,E,139.67309868933302,D,B,E,D,-90.12993642335671,1
Yes,B,C,110.55391729589705,22.325750855779198,E,166.4606789512784,A,E,C,E,-319.73075491967927,0
Veteran,E,B,-116.14166901157581,112.85562442387223,B,7.7907638430171176,E,C,C,A,-54.8575244974627,0
Veteran,D,A,-94.37061396220491,-139.30795303048862,E,32.98092932731231,C,E,E,B,71.0853855280317,1
No,A,A,3.2871300769122107,-174.35379795074684,A,-16.13770121291717,E,E,B,A,91.69606037507202,0
Yes,E,A,-96.93230518981244,-103.50982260963985,C,-3.667763753493483,E,E,B,B,48.026417222394684,1
Non-Veteran,C,A,20.538137811276943,184.61800066690625,B,102.48729536439988,D,C,C,C,-156.81209335354805,1
Veteran,D,C,-103.60906628739957,-90.15416000411763,A,-68.25932798177352,E,E,B,A,-133.01273812004263,1
Veteran,C,D,108.92018106197601,137.68166427278854,A,143.8172219188766,C,A,E,E,53.20636627308066,0
Non-Veteran,C,C,-17.03871529832963,180.18719745498862,B,18.26205260857362,E,D,B,A,81.26342865534339,0
Yes,D,D,-96.2041786400472,-94.69147036709846,D,183.46579458856712,D,E,A,C,15.854507964807265,1
Yes,D,C,42.21361454652137,-20.734002947356387,B,-102.41846481161299,C,B,D,E,2.937891444299094,0
Veteran,D,A,69.58694785891048,-148.53457957471713,D,-60.206953687961715,C,C,B,E,52.372047056097884,1
Veteran,E,C,66.0636469890191,-36.72842448868899,D,5.078759963384481,D,C,A,D,-146.6086791957013,1
Veteran,C,E,-127.7293122726612,-15.576685255764028,C,-50.351910823764214,C,E,B,C,34.97432299713609,1
Veteran,B,E,-191.22584542747921,-143.06556240122526,C,-44.91841696377398,E,E,C,E,-110.07905437910739,0
Veteran,D,E,125.64468788746153,215.0966423938252,B,-54.0881525705539,A,C,D,B,187.87795075344152,1
Non-Veteran,D,A,54.15741971575283,-87.6563030364657,E,84.22011320583604,D,E,E,C,80.61550278345618,1
Non-Veteran,A,A,81.3108152480903,136.59889683127545,C,-68.01024296491791,B,D,C,C,-8.590244756849058,0
Non-Veteran,B,E,48.1284426471969,35.00206317587372,C,-170.10394171698803,A,D,E,A,-45.29897846708642,1
Non-Veteran,A,E,-8.57410827576018,42.313118219618346,E,112.30474089191627,A,B,D,B,-73.33814407319196,1
Non-Veteran,C,D,29.707224649397507,185.69358589450175,E,-145.92751359268962,E,D,D,B,114.47397525892255,0
No,B,B,74.54576705311973,30.897545789624388,A,-123.74515241314117,D,E,B,E,124.77230613574575,1
Non-Veteran,B,E,123.54782909882911,-28.980252259897327,C,-45.01842004772673,B,C,D,A,137.49556439063724,1
