marital_status,ethnicity,genero,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,target
Divorced,African American,F,76.46733740016025,C,-45.10247200913957,B,E,191.486891144731,A,E,A,70.31797698753152,1
Widowed,Hispanic,Female,-82.40082397885229,A,-38.861121674133365,E,D,66.60019885371025,B,A,D,-126.78600212636879,0
Married,Hispanic,Female,13.067759763406917,A,120.26578752703752,B,E,166.970497767713,A,A,A,2.5873554573381687,1
Divorced,Asian,Female,102.70268494150407,A,74.59649420141704,C,C,-62.918995518010455,E,C,A,-189.84301514970207,0
Single,Asian,Female,81.56040311194491,B,-3.539091753077491,E,E,69.52579124933862,E,D,D,-229.67602561696899,1
Single,Hispanic,Female,74.70902021270716,D,83.17167849005429,C,A,3.6319353761636273,D,B,E,19.552700638044538,1
Widowed,Hispanic,Female,8.60233342990622,E,110.35047255345236,A,E,35.054201662870696,B,B,D,-26.719875839010022,1
Single,Hispanic,M,232.58983099681495,B,45.900823558216516,C,D,39.40039960151428,C,B,C,26.13354888892531,0
Divorced,White,Male,-5.28938092718541,B,94.70080474065492,C,A,-141.6029821891578,E,C,A,-11.313810002690595,1
Single,White,Male,-162.2549969673326,B,-48.500975528823574,E,D,-81.79440359470136,E,C,C,112.65367083579234,0
Widowed,African American,Non-binary,-122.8065899720181,C,13.669422062302575,C,B,-13.968133682695502,C,A,A,76.74964752529418,0
Single,Other,Other,-95.64524956374773,E,-64.09653560912216,E,C,-78.36964276878453,C,D,A,92.09311535534465,0
Widowed,Hispanic,Female,94.06809845320002,B,-137.75922559385364,C,A,21.11662233882238,A,A,D,-36.42261695930842,0
Married,Hispanic,Non-binary,61.130267959893544,B,-97.02419370464361,D,D,-10.223195661021808,B,B,D,133.05834308563016,1
Divorced,African American,Other,61.73749681711899,C,-52.84498500281097,D,E,64.07628578253914,C,D,C,-24.001119438417394,0
Widowed,Other,F,-163.36907106266625,B,-138.8718171476609,D,B,78.63337808227959,E,A,B,7.327836530757663,0
Divorced,Other,F,84.09229880168539,C,247.10241285479083,B,D,-80.74970349040129,A,A,B,-83.27932395008142,0
Married,White,Other,26.566128985669984,C,-14.648194976962186,C,B,100.0885553649927,D,B,A,52.81882493878044,1
Single,Hispanic,Female,181.14449550243867,B,-25.70594326029381,C,A,14.314204629840905,D,C,D,-46.22522013888585,0
Divorced,Hispanic,M,-122.45439519930248,D,-70.91999923464874,C,D,52.46491545552765,D,E,C,-81.68997784954706,1
Married,Black,Other,-99.28086062377257,D,61.25734445973671,B,D,-51.48486741597872,B,A,B,27.216310762018374,1
Divorced,Hispanic,Male,8.338313030775083,D,24.418157483450877,A,E,-97.16089240881863,E,C,A,-133.73181249141786,1
Married,Black,Non-binary,-35.23989234749935,C,-22.06025189342338,E,A,129.26082501214722,B,D,C,39.78196250283566,1
Divorced,Other,F,-43.15429354878908,C,64.90176314468975,B,A,54.56884740836122,B,C,D,77.52077150991997,1
Single,Black,Non-binary,-24.170767919123488,D,127.57607260165176,E,D,289.1928569076889,D,A,A,-54.59796205251221,0
Married,African American,Female,-205.7541918910738,C,-137.30242704961054,A,B,-113.12642872402863,B,D,B,-160.43933835042387,1
Married,Asian,Non-binary,-264.44756177940405,C,83.79053828155187,B,E,1.9042553382530074,A,E,B,125.57190662393597,1
Single,Asian,Other,-88.6480126619768,A,-69.56705727598693,A,C,47.32097400419475,D,E,E,169.88749546907843,1
Divorced,Hispanic,Female,51.802754840371016,E,-30.436517805029105,E,D,39.36762755564273,B,C,B,279.77772800984656,0
Divorced,Asian,Other,88.6586793693807,D,-113.59706717360017,D,D,-30.789848461367903,C,B,D,98.65650697165734,0
Single,African American,M,-258.8307367005235,E,-99.95959108454599,B,D,83.63830328855275,E,D,C,-2.7752185371648337,1
Married,Hispanic,Other,217.29957130596387,C,27.403058707996202,A,E,71.77580038119946,D,D,C,133.51070970188727,1
Widowed,African American,Female,75.9141671341217,B,76.41060876096819,D,D,-13.128067987603535,D,D,E,-53.56505323640648,0
Single,Asian,Non-binary,-115.21254814756632,A,73.78344123273412,A,D,-61.86850736189972,C,A,E,-21.22660898118849,1
Married,African American,M,-24.504699904282017,A,125.9741465143095,C,D,24.69673584782546,E,C,C,-33.97080266588575,0
Married,White,Male,-62.82702548624862,E,111.4411533394532,C,C,27.60865056356434,A,E,A,-95.49090555155857,0
Widowed,Other,Male,-37.29895381880423,D,-162.66194315131747,B,E,0.7201034935837115,B,C,C,-64.99749941712828,1
Widowed,Other,F,-30.368911072912763,A,122.12779558990565,A,C,86.53578144871159,E,B,D,-19.304489311738458,0
Widowed,Hispanic,M,-136.63103138374336,D,6.042890045307938,A,C,1.697281258576304,A,B,D,-110.8450746358286,1
Widowed,Asian,Non-binary,-122.88985131000494,B,-214.04623880584518,D,D,31.667650297803046,E,C,D,-33.61401817088701,1
Single,White,Non-binary,-120.18592709928146,E,-36.47724692198977,C,A,-51.81403117174691,D,B,E,-8.163255259171292,1
Single,Other,Female,-147.46346750652762,B,43.23322497738089,E,C,22.92943979412576,C,A,A,-74.96918938468681,1
Single,Other,Other,-132.9914286633686,D,115.61325146934259,E,B,-105.07005434829895,D,E,B,-44.97195318768401,0
Single,Asian,M,-167.71049543400116,E,-68.70123735688041,A,C,-30.96625161400378,D,D,E,45.550014496554056,1
Single,Asian,Female,-119.83282429753861,B,-60.376768878113054,C,C,-160.1495981134728,C,C,A,-183.74368819599042,0
Widowed,White,Male,-260.9923551570736,B,81.79287784979353,B,C,88.03856546701326,C,B,B,203.49313747904026,0
Widowed,African American,F,7.8140493398303,C,0.10503330408976634,E,B,-28.212869086463606,B,E,C,55.93068711921859,0
Widowed,Hispanic,M,-123.3959917123086,B,0.29039681340151197,C,B,-184.31011201423416,A,C,C,88.5349510127918,1
Married,Other,Female,-92.21579332064458,D,-46.970996429701444,D,D,65.4802937758307,E,A,B,-28.966668830209446,0
Married,White,M,100.21334291892342,B,66.78372406947234,C,C,350.59187893152216,D,D,D,97.29414841490271,1
Single,Black,Female,-2.8252119665350186,C,-43.999057663592026,A,B,136.5894525079744,D,B,B,81.57118972656066,1
Widowed,Asian,Non-binary,-96.68070175679475,C,21.534735427004893,C,B,24.262597639546172,D,A,E,-97.14170548432251,0
Widowed,African American,Other,-38.92379854244336,E,-98.55795603506654,A,E,-25.809571727256426,E,D,B,-95.08786538464328,0
Widowed,Asian,Non-binary,-78.06881299011805,D,-15.846863057319913,A,D,129.2368297957909,D,E,E,-43.49797164352076,0
Widowed,White,Male,-59.85885913668893,A,-84.1144432241064,D,C,4.5487879287251936,A,B,E,-119.09375082521731,1
Divorced,Asian,Other,-54.65609131297322,A,23.272338133786675,D,B,114.44338059528533,B,A,B,96.04987694048044,1
Married,African American,F,161.928802032679,C,-73.30332355814338,E,A,-192.12236642400325,A,A,A,-30.996365924557693,1
Single,Other,Non-binary,-35.57054620412233,B,61.104716238836396,A,C,-1.201034166622657,C,B,B,129.32746096005033,1
Single,Asian,F,24.67006431074121,E,52.687772258962795,D,D,125.44582076761468,C,A,A,9.646588460617611,1
Married,Asian,M,-44.96954065374076,A,-72.7285413684894,D,D,-41.58749853793067,D,A,E,62.297310318088805,1
Widowed,Black,M,-52.05581082262337,D,-150.54089150605608,D,B,150.18204629230968,E,A,B,-90.51821802548204,1
Single,White,M,92.10340815196162,A,54.33549375840151,B,C,87.0410174126791,E,C,C,-128.79465837769735,0
Married,White,Female,43.37979492759853,B,-37.27232347236609,A,B,-30.380893613342906,D,D,B,-18.720689761565637,1
Divorced,White,Non-binary,41.2975423207225,D,52.35018555025365,B,D,80.82940157887887,D,D,D,125.85240919504812,0
Divorced,Hispanic,F,-89.78339143123526,C,-144.47405894060495,B,C,123.79618309869005,A,E,A,62.89321693291713,0
Divorced,Hispanic,Male,-5.064454194765154,A,-122.12752330250926,D,D,111.41286870682403,C,D,D,-43.7400627261484,1
Married,Hispanic,Male,-81.7956002472003,E,119.60043974165995,B,A,-166.33797282241022,B,B,C,-269.82387615467076,0
Divorced,Hispanic,Non-binary,-4.160320505977087,B,181.3454396113972,D,E,-58.989688935820595,D,E,C,-37.76735833794252,1
Widowed,Asian,M,-196.40745085962274,D,231.86737589469098,A,D,-1.73292034893338,C,D,D,-48.36980748635701,1
Married,White,Female,185.61102245548417,E,-79.62026380823126,C,C,107.42987901016056,E,A,E,29.782640866845643,1
Married,Hispanic,Other,81.85909445973579,A,133.81122551214136,D,E,21.034249930176138,C,E,A,47.28472470460782,1
Widowed,Other,Male,-57.24746453660436,B,3.174952670869856,E,C,-51.975384524460466,E,E,E,159.86079609941356,0
Married,Asian,Male,241.93572711495088,B,76.48210454788297,E,B,-22.193444024431955,C,A,A,61.55281044686518,1
Single,White,Other,-18.05713770483029,A,-96.48063901979586,B,D,-42.26700864846375,D,A,C,-95.61790702917806,0
Widowed,White,Non-binary,-32.60374499874386,B,20.739334660223385,A,D,15.046387754204153,D,D,A,30.19075754108253,1
Single,Black,Male,-127.49625991815125,A,-76.62884202605322,D,C,23.912145552202645,D,D,E,100.35134577538479,1
Single,African American,Male,48.779313494800604,A,-20.5842511004596,C,D,79.09807512852697,B,D,E,-14.235726331240727,0
Widowed,Black,F,-44.33637557980953,D,-12.933644685841733,B,E,-100.56972421058217,A,E,D,67.08479825469195,0
Single,Black,Other,61.49215943554067,E,-14.944967342768905,A,A,-88.04035131679653,A,D,A,-170.2038817432724,0
Divorced,Hispanic,Non-binary,26.7326831495936,C,96.87641598575676,E,B,-18.082735215825338,B,E,A,81.34009110369259,1
Divorced,Hispanic,Male,-60.57860612064926,D,-127.4647823840095,C,A,-18.70276935989605,E,D,E,165.69024930516966,1
Divorced,White,Non-binary,82.83729376161261,C,-158.0849016547628,B,A,70.20597333797424,D,A,D,-86.02660975239539,0
Widowed,African American,F,106.63597228825006,E,-7.262973138775888,C,D,-56.974871712066175,C,D,B,129.96257434223,1
Widowed,Other,M,132.50193638970234,D,-198.32879881725475,D,B,-51.13011771384696,B,D,E,-61.70031711851447,1
Widowed,Hispanic,M,-140.07780911648223,A,-71.87898973518205,B,B,-74.46229583909435,C,C,B,-47.08315578700725,0
Widowed,Hispanic,F,9.594511326857601,C,52.053340154020525,E,B,-166.3051202943084,B,B,C,51.72625312890696,1
Married,Other,M,-93.79735760232123,B,-53.724769249516214,B,C,-198.96225356059935,C,D,E,-131.4912502609936,0
Single,White,Female,-69.85634954491259,E,6.211846979307527,A,C,-83.777842306351,E,E,A,37.41752798312825,1
Divorced,African American,Male,21.67263907584327,D,-149.66795348793204,C,E,-126.76967340552545,C,E,D,-115.33005858149288,0
Married,Hispanic,Other,7.491527386598102,E,-51.954887987585415,A,E,33.075585374020704,B,A,A,134.14815265190262,0
Single,Hispanic,Non-binary,176.83074070434353,C,120.79487479771775,A,A,-118.69698737267356,E,B,E,37.602136939297424,1
Divorced,White,Other,-5.772245378841978,B,169.86130659179912,C,A,-147.59190385310052,E,D,C,78.59341820340491,1
Divorced,Asian,Female,-52.65382911375779,D,-60.09797364517221,E,A,-43.39967119255143,D,B,A,-180.01908236581892,1
Single,Other,F,139.65665008663433,A,59.88414160957911,C,E,-97.44402306092213,A,D,D,202.93746539214857,1
Divorced,Hispanic,F,-62.32085470606474,E,93.96941256919372,A,C,-9.879118805184774,D,E,B,110.59091804545953,1
Divorced,African American,F,146.69183079803383,D,77.39972236340506,B,B,68.28579170927169,B,D,B,-46.78473980792192,1
Widowed,Other,Male,13.841506173785756,A,116.4105122779871,A,E,-9.095579245325027,D,A,B,-69.30772625620595,0
Divorced,Black,Other,-45.272649062677154,C,-80.4533243537799,C,C,152.86449030722784,C,A,D,-201.34817104556748,0
Widowed,African American,M,-77.76251917941059,C,27.848626194628846,B,A,255.59838155469907,D,E,B,22.54468968380233,0
Married,Hispanic,Other,114.18301593125881,C,140.33330943217348,C,E,1.3660413117893206,A,E,A,56.833543212020054,1
Single,African American,M,88.64974588766984,A,-37.96678796689885,D,E,-93.08207314958861,A,E,E,40.59163319434319,1
Single,Hispanic,Non-binary,52.03731520719702,D,-107.50441656438632,E,E,-113.24027467311662,B,B,B,-95.53155808670672,1
Widowed,African American,Female,46.24129210921965,A,126.4133007393335,B,B,68.96567362379227,C,E,C,36.083088182519994,0
Widowed,Other,M,-3.935515022682168,D,143.44431275536283,B,C,-33.746771702967536,D,A,D,107.49952085583547,1
Single,African American,Other,163.39939549921695,B,120.7628682781657,C,E,-188.55339367493994,D,C,D,-105.56198040202031,0
Widowed,Other,Other,-243.25949912654806,D,77.73490341844303,C,B,-43.074015595087594,D,C,A,-111.27242311648502,0
Married,Hispanic,Female,-47.86323845018846,A,-38.006055290361594,A,E,-25.73372608824171,C,D,D,6.610373712995678,1
Single,Hispanic,Female,14.126590630403712,E,-177.22550263767494,B,E,33.35541426052681,D,C,D,-214.86924998149348,0
Single,Asian,F,-46.65287044000141,A,41.449383421415156,D,E,-81.79285519816692,D,A,D,-22.62470266395556,1
Widowed,Other,Male,-135.30047709184203,D,-9.173636024843931,C,A,-66.67722704647433,A,B,A,29.32071315001736,1
Widowed,Black,Other,-123.66358123917915,C,40.39466334207902,D,A,-103.98888572161664,D,E,D,82.97786485762515,0
Widowed,White,M,5.943735658872005,E,-76.97138201158779,B,B,96.27978451237483,A,A,D,-98.38486173790352,1
Married,White,M,11.70564431533546,D,39.679344120264645,A,A,-127.95073257876813,B,C,B,-47.751305724425514,0
Married,Hispanic,Non-binary,-5.540060597515707,E,113.67934867932374,D,B,30.856964711726963,D,E,D,-39.36566134194278,0
Divorced,Asian,M,155.6393527370448,E,82.78803028179286,B,E,-55.423830395763375,C,A,A,-91.28466351694523,0
Single,African American,F,225.25231221037436,B,-225.81719767363347,E,E,11.096360058153977,D,D,A,189.79252264552753,1
Widowed,Asian,Non-binary,99.50489773548824,B,-17.39252865182402,A,D,118.63986106240876,D,B,D,-129.41631972799576,0
Single,Other,Other,3.2160094792419525,B,-162.28327184282514,A,A,57.383842884005745,D,D,D,49.57407839347504,0
Divorced,White,F,45.85315049643028,D,110.37696385452695,D,D,67.1291456523144,C,B,E,-21.135488248992846,1
Single,White,M,-148.80325660774537,C,-51.080533339440606,E,E,-178.30515460387565,D,B,A,-165.3244781720215,1
Single,Asian,Non-binary,-111.93403663778396,D,50.3094079063147,E,A,92.24051204888275,A,C,B,56.142741429432775,1
Married,White,F,77.25762085386812,D,34.68900016745734,E,B,-48.45931426157245,D,B,A,3.8857296035837146,1
Married,Black,M,13.577837087757032,E,143.52892553807214,C,A,-73.87761258219905,A,C,B,-116.56858794281924,1
Married,White,Female,-14.070958447261567,D,-48.88198895861574,C,D,-95.67379739794472,C,B,C,27.67997283212804,1
Married,Asian,F,28.20844527300444,C,-159.29448185110408,B,E,116.99202025677238,E,A,B,27.87307139630148,0
Married,White,Other,-8.589090176434748,A,-78.49934170845722,B,C,59.42198609791731,C,C,E,122.95175755484182,1
Single,White,Non-binary,-14.546689245160607,E,-72.46538274283444,C,D,-128.77235612831365,A,D,E,19.681530209910385,0
Single,Asian,Non-binary,-51.19471398624379,A,43.554652242076955,B,E,-89.13058646113839,B,E,E,-169.29255652653885,1
Widowed,African American,Female,-130.913029930578,A,132.3318519777387,E,E,11.943719979792588,B,C,E,59.306083146112556,1
Single,African American,M,128.34803330010686,A,-162.3041191640181,C,A,-188.87668554786697,D,D,C,-15.233553300637476,0
Married,African American,Non-binary,-71.71608574795297,C,-21.824871017724224,B,E,53.8575520265769,C,E,B,105.66285682140473,0
Married,White,F,107.89001818686626,C,-235.56454081538206,D,D,-45.38849864010571,E,D,B,81.6765417084419,1
Widowed,White,Other,37.22229289003786,C,308.66605558463004,D,B,83.68127590658084,A,C,B,-126.28346644419646,0
Single,White,Female,73.77898731971922,D,165.07761654585772,C,B,105.23486669618858,E,B,C,119.84402960356628,1
Single,Hispanic,Male,-108.06174323542874,C,109.05864595511088,E,A,2.1568004047309555,B,D,A,151.35355863800112,1
Widowed,African American,Female,-93.87203856348866,E,33.381775039826984,B,C,-134.0379001174372,D,C,B,121.45344647473956,1
Married,White,Male,6.2604481458656185,A,-46.285589592017864,A,C,79.62848676986684,B,E,B,3.192088119259066,0
Single,Other,M,170.8495881574424,C,-56.475983688834965,A,B,270.1248435664901,B,B,B,-51.320613610799505,1
Single,Hispanic,Male,-31.057260804287402,B,-41.02424098101596,D,A,-53.995561327157574,C,B,D,4.515479410290642,0
Divorced,White,F,69.52659408836456,C,148.98770047431793,A,C,45.68009111931575,B,C,B,-80.15482512018137,1
Married,Asian,Male,-22.513682551795146,D,-89.87801143708958,C,C,-149.33951362284606,D,D,A,48.874522849423,0
Married,White,Non-binary,-67.02485965732463,B,-19.33323831602125,D,E,99.18025479109775,B,E,E,35.52972723071652,1
Divorced,White,Female,51.17990393168037,A,10.284971801027465,C,D,-178.84071204598902,E,B,C,-123.14980865475229,0
Single,Asian,F,-169.56828125828625,B,-152.25462566406833,B,E,181.36088531338555,C,C,E,-21.48233256892617,0
Single,White,Male,137.1452171656732,B,50.09826450618115,C,E,99.20911539892914,C,A,D,77.7025339069813,0
Widowed,Other,M,-63.74281783347422,A,-211.42425898750955,B,C,137.11500445431005,C,B,B,75.41423951904382,1
Widowed,Black,Male,-43.92830845226342,D,-71.96073730692774,B,B,-77.25834999469966,E,C,D,-215.12426105020816,1
Married,Hispanic,Other,5.6297502176295415,C,82.24124489731055,C,A,166.74604535927645,B,D,B,35.713962559660494,1
Single,White,Female,230.83763320676448,D,118.14158545990597,B,A,20.342625432452465,A,C,D,-161.2982447182911,1
Widowed,Black,Other,-65.30194309349999,C,60.28779537240039,B,E,57.81173320705444,C,C,C,54.12430123003183,0
Widowed,African American,F,179.51603557612518,B,146.83380557081318,B,E,-179.35110833736198,E,E,A,-105.57991019303199,0
Married,Other,Male,-185.85988767686052,A,71.6943746745887,C,B,77.78115511833713,B,A,B,-82.03447346022858,1
Single,Asian,Other,45.161328502647514,D,-136.17117650050642,E,B,-198.6520936968655,B,C,B,-90.44498254557821,0
Divorced,Hispanic,Non-binary,176.31562684027423,C,-36.85570002769597,D,D,-16.771157220874674,B,E,D,124.38427040796469,0
Married,Hispanic,Female,160.66639483961,D,-141.56627502838225,B,C,38.390340070562786,E,E,D,-4.424038530368906,0
Widowed,Black,Non-binary,3.9518998054326238,A,-123.60247318513325,B,B,-103.32346005525017,D,B,D,161.10523400760775,1
Widowed,Hispanic,Non-binary,124.38626674379067,B,-153.71439243037312,A,E,-131.9627994493091,C,B,B,54.27609429648995,1
Divorced,African American,F,-142.32596858851275,A,188.90793228833638,D,D,-130.96763803871136,C,A,A,-67.11759652162199,0
Single,Other,Non-binary,-10.263635741132752,A,63.86026092230006,B,A,111.6727830697127,E,A,C,17.863333987497665,0
Widowed,African American,M,-26.70733572554497,E,229.22928775601656,D,B,-12.383411045753787,B,A,B,41.19433277845083,0
Single,Black,Non-binary,-64.73112125333475,C,-171.77158157037525,E,A,-45.0207616315497,B,C,A,-73.06694319878213,1
Divorced,Asian,Male,-107.35273718914473,D,174.1138501958755,C,A,255.1636920362765,D,D,A,-174.52887797616575,1
Single,Other,Male,145.91053718508374,B,-160.59181629020497,A,E,-34.66057131601949,D,E,D,0.8327737610724296,0
Single,Asian,Female,-125.2520529935499,A,178.1985934306011,A,B,-41.73957308628625,E,E,D,-147.43113474716273,0
Widowed,Other,Male,8.209307312195152,A,65.7948539186666,B,C,97.31024860377512,E,B,A,-24.479360501896927,1
Married,White,Non-binary,-52.095251692065204,B,-93.86337885993248,A,C,128.76475842340966,E,C,A,-10.429967859525615,1
Divorced,Hispanic,M,55.623227442380085,D,-39.155056939905144,E,A,-109.21576471039396,D,A,C,-160.15963237814452,0
Divorced,Black,Other,-126.63554774340223,A,64.66512570501418,A,E,45.67361730578505,B,B,C,104.5086284017143,0
Divorced,Hispanic,Non-binary,-193.06045251681056,C,33.50293350023022,C,C,-134.30694427499975,E,A,B,41.769610360729,1
Single,Asian,Non-binary,-106.32128834749027,B,-166.6719261907074,A,B,8.099400922294626,A,E,D,149.57986365473562,1
Widowed,African American,Other,-19.901026497671598,A,-79.94002849181146,B,A,-64.3875429516095,C,E,E,-118.63556009692677,1
Married,White,Non-binary,39.9538044820101,B,-1.1508959775982246,D,C,-110.99000136164005,D,B,E,-33.416068337177016,0
Divorced,Hispanic,M,140.6158521829462,C,5.5330000396797,D,B,209.0488595236829,C,A,C,-176.00966263846536,1
Married,Hispanic,M,-2.0534398076299083,D,21.355839275608947,B,C,100.68049291319359,E,E,E,72.28706642872548,0
Single,Asian,Non-binary,243.71823755591527,E,-30.490893699913187,D,B,200.09630456744114,D,A,C,-175.59244597113354,0
Widowed,Black,M,162.25043853615577,E,90.22701971134283,A,A,122.61550588821035,B,D,E,187.67534876254,0
Divorced,Asian,F,19.703739299595956,E,-147.96720403951525,E,C,-68.54524877123386,A,C,E,-131.41763675883337,1
Married,White,Male,123.12139101562585,A,-34.955801560769366,B,A,94.79747189787511,E,E,B,-38.63454392397125,0
Divorced,Other,Other,7.830935607330288,A,83.61083653670482,A,A,-28.068240529521088,D,A,D,-66.0244586876249,1
Divorced,Asian,Male,-193.73879625006163,E,275.1881668398637,E,A,-78.01042916123488,B,C,E,-13.868579632175257,0
Single,Hispanic,Male,43.003586715131775,E,1.7500677558607391,A,D,-0.2579722841737249,E,C,D,51.06694661733074,0
Widowed,White,Male,-116.4453468913612,A,56.89314383908306,D,C,-1.7203367530243645,C,A,E,63.61402570986922,0
Married,Asian,F,65.2314977596674,E,106.32504272713619,E,D,-75.18186212688138,D,B,E,-7.9491038158361365,0
Divorced,Other,Female,-82.71917896049408,C,49.59771103587573,B,B,-99.67180830867578,A,A,E,-2.6135391161497323,0
Married,Asian,Other,-42.936538075010006,D,-74.4380372687893,A,C,78.7673180062926,B,C,D,222.03533764688163,1
Widowed,White,Male,28.984975103893312,D,-66.36886963566685,E,A,-32.239063584871154,D,D,D,-100.87692703865443,0
Divorced,White,Non-binary,39.09536156711787,B,14.584061571323865,A,E,90.81944085202707,B,E,E,-126.31074939887642,1
Single,African American,Other,-0.9416444803903259,C,9.617860631407266,B,A,-178.08480332933863,A,A,D,-221.33643470521892,1
Single,African American,M,140.80944458142338,E,-55.84545178108918,C,C,-12.951089969929496,E,D,B,-10.006908855050312,1
Widowed,Black,Male,0.5868226311759219,B,183.3662527611834,C,A,-59.588720546539655,E,E,E,-95.75337257599791,1
Widowed,Asian,Non-binary,-78.4628083980536,B,-92.42451837266302,E,D,-16.659958232191865,C,D,D,-77.89292399448307,0
Single,Other,M,-84.17736017161229,B,-68.01733242392488,D,A,147.0729920920435,E,E,C,88.34215504077832,1
Married,African American,Non-binary,-97.38597947051554,A,-26.566040773407103,D,E,49.22161991405661,D,A,E,43.15420195473285,0
Widowed,African American,Male,53.860069223601684,B,177.94473289010156,C,C,101.0678725066252,C,B,E,-2.7935726766950797,0
Divorced,Other,Non-binary,-78.18507989841211,D,26.552917745662253,C,D,-63.704610425875465,C,D,D,-2.79828997016445,1
Single,Asian,Female,-16.04491072391971,D,7.337195878048522,E,D,-108.58952076132891,D,E,C,88.60603544376133,0
Divorced,African American,Other,84.81705428949108,C,-123.96307904298789,C,C,71.92619426189265,D,B,B,9.852167995733367,1
Widowed,Hispanic,Female,-83.11717519655116,D,50.45646035638127,E,E,8.758470359241114,C,C,E,71.10992263003305,1
Single,African American,M,188.64299481061138,E,42.59007788913032,E,B,214.11639799407993,A,C,B,-84.11729045003281,1
Widowed,Asian,Female,210.11270268125725,E,274.4776662040541,D,B,91.97551809950907,C,C,A,-46.774536651085064,0
Divorced,Asian,M,9.528991770778427,D,56.77805744685161,A,B,81.56560334189128,E,E,E,-85.35106825768094,1
Married,Black,Non-binary,-121.93835710733742,A,-113.97027899617089,A,C,-10.632614461061268,C,D,C,-26.09909426518035,1
Married,White,M,112.96604058670535,C,-102.54253440091354,E,A,-28.903558500966263,E,E,A,-110.5006526032784,1
Married,Black,F,105.45179899779549,D,4.419084136446549,E,B,80.044646607,A,B,E,178.90485022531962,1
Single,Black,Male,-33.63787280956586,B,-87.58762124605354,E,C,-198.28258962859084,B,D,E,-295.48878339565164,1
Widowed,Asian,Other,90.08891862045813,A,-190.9422829953334,D,E,-107.9966426031532,B,D,E,68.5054885357966,1
Single,Asian,Female,-140.39068053108718,D,-18.484289099958986,B,D,98.56151742580094,D,B,D,59.49946168801764,1
Married,Black,Other,42.199555815896666,B,54.56716743055902,C,A,148.88800401161183,A,B,C,-69.41108538404454,1
Single,Asian,Non-binary,-29.788564679046647,A,158.05473992961493,E,A,-208.59435818144044,D,E,E,-132.48131592487394,0
Widowed,Asian,Male,-27.416588589349512,A,-34.891311736481434,A,E,-40.54124666176552,A,A,D,-112.8663779591671,1
Divorced,Asian,Male,149.03545876445457,B,112.18624279783947,A,B,90.71515212126496,C,D,E,202.41926880233007,1
Married,Hispanic,F,-61.43847056238931,D,84.86220451799507,D,D,-129.63931705380296,D,D,C,121.37803250653525,0
Widowed,Other,Male,-7.712524442155315,D,45.87458193347982,B,C,107.59572938020855,A,E,C,-53.5934153238519,0
Married,Asian,F,-107.25409964526327,E,184.12957266090322,C,B,-50.945580529825975,B,A,C,125.77604139460891,0
Widowed,Other,M,2.9775358408879993,E,70.21576004739153,A,B,29.50562526438129,C,E,C,-154.77055879061513,1
Married,White,Male,-116.15925203925796,C,-59.92219129549338,E,E,-14.737575070201434,C,E,B,37.57128515286834,0
Married,Hispanic,Female,53.18742691091497,A,-71.18637691193307,E,D,-65.0281996688452,B,E,E,-159.72071660150547,0
Widowed,Hispanic,Non-binary,-89.15510639828929,E,-21.486750494585593,E,A,-125.44058633930291,C,A,D,5.410110416078466,0
Divorced,Other,Other,74.02453466734318,A,-112.83810116038448,B,E,-2.746465315022987,D,D,A,-15.282171368866857,0
Single,Other,M,-96.30987646788034,A,-55.90583990056477,D,B,-221.46961033547413,A,C,C,39.19737946659565,1
Widowed,Asian,Non-binary,-193.1536049713794,E,4.372634423245734,C,A,72.24451422675317,D,D,E,155.7946161278934,1
Single,White,Other,-12.568193253098018,C,-10.224507420551516,E,D,21.173173461446453,C,C,E,-211.8985432474765,1
Single,Asian,F,104.41957691845967,B,11.191016367604536,D,A,-28.77016944556124,E,B,E,82.46028207446044,1
Divorced,Hispanic,M,-193.4724843114726,E,57.0476147827635,A,C,21.16158881066821,C,D,D,56.30042065951201,1
Single,African American,Other,118.87683770673088,A,103.49587055684411,B,B,146.9646923784445,B,B,A,-107.06325539510175,1
Single,Black,F,-59.1342129170813,D,149.017464028951,B,A,-13.68944332456176,A,B,E,95.05745568838154,0
Divorced,Black,Other,-22.71507238132651,E,-30.839025563374715,E,C,77.93441982669881,E,A,D,-26.008546464020665,1
Single,African American,Other,127.3248630134604,A,-3.449779153071455,C,E,53.79495328543486,B,A,B,-212.2232568786789,0
Divorced,Black,Other,-12.872412387897,D,-144.37983273963462,A,A,116.25758965522259,D,B,B,-57.77876363406648,1
Married,White,Male,-59.43132563265294,E,-88.09635735673521,E,A,-124.48667785206935,E,E,C,16.886313058288298,1
Divorced,Asian,F,5.497793372650894,A,70.49308979994316,C,B,-145.94189748770717,B,A,C,24.504071240773932,0
Divorced,Asian,Female,207.33544126897056,A,76.00857084442232,B,B,-70.50048213486919,D,B,C,28.26379753921916,0
Single,Asian,Non-binary,4.374152360367773,E,124.46867783829671,B,B,74.46072182707432,E,A,D,-18.90910624389133,0
Married,Black,Non-binary,28.69580504138224,C,19.39574339673692,D,C,79.42899582386109,E,C,B,0.17866455807913137,1
Married,Asian,Male,-98.63454699583578,B,-178.51502000548166,B,A,5.154003636636779,B,E,B,-17.658601717788912,0
Married,Other,Other,-75.87710661310982,C,110.3888965265358,E,B,-12.666995401559841,C,D,C,-89.3648650800689,0
