nation,religious_affiliation,Veteran,marital_status,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,target
India,Jewish,Non-Veteran,Married,-29.279741853030476,-172.23751867860466,D,E,65.69930637265993,E,C,1
China,Buddhist,Veteran,Divorced,108.5757555776004,49.37759062800581,D,B,-87.92699223606235,D,A,0
UK,Other,Non-Veteran,Married,23.726089045757423,-181.56951788920094,C,C,38.02051131359454,E,D,0
Mexico,Hindu,No,Single,-85.37048865643165,-55.82710447923901,D,E,-102.21784715556666,D,C,0
Brazil,Hindu,Non-Veteran,Single,23.98994144073294,-7.206606726892536,B,C,14.423010810218756,B,B,0
Other,Muslim,No,Widowed,-111.66220049915292,135.28655144844188,D,A,-22.25847166372365,B,A,0
Other,Jewish,No,Divorced,-66.34769875371498,164.2078260035627,D,D,-105.85963720856024,A,A,1
Mexico,Buddhist,No,Widowed,-26.239773887857893,-54.114396918263665,A,A,-31.59429369365877,D,A,0
Other,Jewish,Non-Veteran,Single,-43.27611318702037,165.40330625676373,E,C,-125.48567472810595,A,D,1
UK,Buddhist,Veteran,Married,14.165726915064889,-15.3444732881769,E,C,-122.36798961445517,D,B,0
US,Other,Non-Veteran,Married,-78.65679714454038,-29.532895668962983,E,B,265.15902631951917,A,D,1
US,Other,No,Single,-5.935607081263501,-45.583053493291544,C,B,-28.10818279237008,A,D,1
UK,Buddhist,Veteran,Widowed,178.85272950309133,-5.796916075813954,D,C,-41.09380832630522,A,B,1
UK,Christian,Veteran,Widowed,-39.62516774272682,-25.00814445739648,B,D,31.650642961799026,A,A,0
US,Buddhist,Yes,Divorced,-44.965826555652,-57.57021402948047,D,A,-78.92555617037496,B,B,1
India,Buddhist,Veteran,Single,33.09294595770834,-127.50356994799354,C,E,120.26131755742043,E,B,1
Other,Muslim,No,Widowed,-112.94777306875415,-76.6236760583477,C,A,-197.1188156931951,C,B,1
Germany,None,Non-Veteran,Widowed,-6.08738654673191,119.90797691792001,E,B,-62.337130702786204,D,C,1
Mexico,Christian,Non-Veteran,Single,77.07678240857038,-111.36617336426187,B,A,-36.84678820790354,B,B,0
Germany,Other,Non-Veteran,Married,86.5968460832726,-78.34304017879886,B,E,-111.4228211238723,C,E,0
China,Hindu,No,Single,64.08180730996317,-79.92641714941647,B,D,-109.35986826364332,B,D,0
Brazil,Christian,No,Single,25.46047709885303,52.10453749937096,E,A,-5.409022511053298,B,C,0
UK,None,No,Single,9.663921857097101,0.9207738296296305,D,A,123.5530563762839,C,E,1
Brazil,Other,Veteran,Married,62.16776653595693,-10.27410022441247,C,A,-91.27374507621249,C,D,1
UK,Buddhist,Veteran,Married,-4.208313992503576,97.12840897723723,C,E,3.46221268464586,C,A,1
UK,Jewish,Veteran,Widowed,-159.421633769018,4.6589475656118,D,A,252.3954474587092,C,E,0
Other,Jewish,No,Widowed,148.41914019795556,-7.731214517796109,A,B,1.9079925316191515,C,A,0
UK,Other,Yes,Widowed,-115.29012426627902,-23.702323640798273,E,B,-54.647879250870965,D,E,0
Germany,None,Yes,Married,-44.75255280867781,115.85045447562463,B,D,-26.725867799642504,D,C,1
Other,Other,Non-Veteran,Divorced,20.53608723331122,-46.89931080068408,B,C,-40.96161035988782,C,E,1
Germany,Christian,Veteran,Divorced,-12.058065488702585,34.245240979887534,C,E,-160.8957018300204,B,D,1
India,Hindu,Veteran,Divorced,-171.6003024474759,-123.88006360029395,A,D,204.92201075495166,A,B,0
India,Jewish,No,Married,-62.1406458268533,270.7087857713798,B,D,52.07023389246469,B,C,0
Mexico,Other,Veteran,Widowed,-16.44034823386825,81.4573942654935,E,D,7.298216994692355,D,A,1
Other,Jewish,Veteran,Single,-60.868117658952094,108.97082510074412,A,E,12.34705319451984,A,B,0
Brazil,Other,Yes,Divorced,54.83567582957241,-63.009440534519065,E,A,42.937438724846935,D,B,1
China,Other,Veteran,Single,126.78132763994392,120.93157220062918,E,C,3.771295184192689,B,D,0
US,Other,Yes,Widowed,-132.64266711847682,-74.25780690140739,C,B,121.32389471595629,B,E,1
Germany,Muslim,No,Divorced,-58.5387325284799,127.62815153957237,E,B,87.51254379993037,D,C,1
UK,Jewish,No,Widowed,-45.686757303337735,27.175244180634795,A,C,-7.013783677694773,D,B,0
Germany,Buddhist,Yes,Divorced,23.25699759947247,-53.283771487861905,A,B,72.98622571806287,D,E,1
China,Buddhist,No,Widowed,-25.769254561272547,-21.521332198532274,D,D,2.1948228068263584,B,C,1
Other,Muslim,Yes,Divorced,158.43247999063186,39.270739988377834,E,B,-85.07529551822952,C,A,0
Germany,Christian,No,Single,80.7640818383779,79.62192715926298,E,A,144.6189235417865,D,B,0
Brazil,Jewish,Yes,Widowed,150.35718862441152,-133.36432151221766,B,D,-26.206432042180587,C,C,1
US,Buddhist,Non-Veteran,Married,152.02654259369135,-11.76783508311332,E,C,0.10888252252601999,E,B,1
Germany,Buddhist,Yes,Single,-110.72858292485984,-46.53334766149143,B,B,109.91031897880059,B,B,0
Brazil,Other,Veteran,Married,-172.56412889301723,-128.8891899714642,B,A,-159.18418029006767,D,C,0
Germany,Other,Veteran,Widowed,104.79782007346526,-2.3808180995839794,C,B,109.72788253529329,D,C,1
Mexico,Christian,Non-Veteran,Married,33.854473928493725,-50.256322551606814,C,B,-96.5999868768916,C,C,0
China,Buddhist,Non-Veteran,Single,-29.428737944076815,31.149596410104095,A,A,76.53424866704408,A,C,0
Brazil,Muslim,Yes,Divorced,-52.5854033845495,33.558658111445176,E,E,12.649348449282957,B,C,0
Other,Jewish,No,Widowed,-207.76049271719535,-17.54647615857111,A,A,-8.692886059980802,E,C,0
UK,Buddhist,Non-Veteran,Single,6.856884581387747,73.39942916458104,D,D,54.893834815135065,A,D,0
Other,Buddhist,No,Divorced,-257.0336304254274,-95.18445010837632,C,B,-105.86418489199802,C,E,1
India,None,No,Divorced,128.04644717922537,-56.97983512699177,C,A,14.513215844992756,E,E,1
Other,Jewish,Veteran,Divorced,230.60804842985593,117.26468709419858,D,B,-46.51151739943969,D,D,1
India,None,Non-Veteran,Divorced,124.80374036586386,-86.77099629633965,B,C,-5.059310928965747,E,C,1
UK,Christian,Veteran,Single,-14.011241683086078,-11.82551867934634,C,C,-272.1891273288328,D,D,0
Germany,Other,Non-Veteran,Widowed,-15.75605375224429,93.304636063488,A,B,222.98074653763987,B,A,1
Brazil,None,Veteran,Married,34.920758619564296,-56.57425232681735,B,A,-135.61527787258393,B,E,0
Germany,Muslim,No,Married,-75.62911378586251,-192.23896596898584,E,E,-129.4307032582777,C,E,1
India,Other,No,Single,-91.22463158846854,-99.0407932321345,D,B,70.64090268379535,B,A,0
China,Muslim,Veteran,Widowed,8.76555632466615,-45.54502774640907,B,E,13.664269020245914,E,B,1
Other,Muslim,Non-Veteran,Widowed,-120.11260996677649,-22.495720642494803,D,A,83.60763256964306,D,C,0
Brazil,Other,Yes,Widowed,148.40337802657405,-130.84372837242643,E,B,-199.68072684205242,E,B,1
India,Other,Veteran,Divorced,-57.75760974938494,-28.49175510226284,D,A,-153.24600943345942,A,E,1
UK,Other,Non-Veteran,Widowed,-33.13358337972073,-11.770102429039323,C,A,7.471877542131524,A,A,0
Other,None,Yes,Married,-54.72665029097499,212.1348167564441,C,A,7.925871783865156,C,C,1
Germany,Jewish,Non-Veteran,Divorced,24.0287571600089,67.31706802270594,E,A,20.1585284905224,C,B,1
US,Jewish,No,Married,-32.685332255756606,7.192995409556152,C,C,-35.71824357775607,A,E,1
Mexico,Hindu,Yes,Married,-147.00720251019683,88.1950953012655,C,E,47.67610248334932,C,A,1
Germany,Hindu,Veteran,Divorced,-27.4812262769546,-67.99220179339378,A,A,-153.94941322889557,E,D,0
US,Christian,Veteran,Divorced,157.8481229975517,248.91214268525442,B,D,-7.325643086293103,E,D,1
UK,Jewish,No,Married,-141.65432367480994,-175.76058548303212,E,B,125.07535042750872,B,C,1
US,Muslim,Veteran,Divorced,-118.60923083108588,265.59918794405235,E,B,31.714749730383947,E,D,0
Germany,Buddhist,Veteran,Married,10.732656145458243,85.12513101368803,D,B,-42.94412999203583,E,B,0
US,Muslim,Yes,Married,86.08736305670129,-162.1990181276325,B,B,-4.5967765053077105,C,B,0
China,Other,Veteran,Married,138.6216964597844,24.960053588481497,C,A,-25.45750007703519,B,A,1
China,Jewish,Non-Veteran,Widowed,7.1509518744755125,171.77301145872957,C,A,32.758485020481906,C,A,1
China,Hindu,Yes,Single,77.72484908075955,-61.81199925416714,A,C,48.72727125093061,A,B,0
Brazil,Christian,Yes,Married,63.8943819441325,-29.645877249085718,E,B,-148.65352128807808,A,D,0
India,Hindu,Yes,Divorced,98.58831807926293,-98.47060957164727,A,B,28.15654646297345,A,D,0
India,Buddhist,Yes,Married,-33.56424254508915,54.95311276536755,E,B,29.894409536271443,B,E,0
Mexico,Buddhist,Yes,Divorced,80.28238786798178,148.49842161215477,E,B,-69.1413656976319,C,E,1
Other,Buddhist,Non-Veteran,Widowed,45.10320637026823,-71.19305941167575,C,B,-107.53636777431785,E,D,0
India,Muslim,Yes,Single,-142.50600008492876,-7.582742938034206,A,C,-205.37574557667614,E,D,1
Brazil,None,Yes,Single,-189.2553764876316,-88.48032306631679,A,C,-57.01294194676066,C,C,0
UK,Buddhist,No,Widowed,37.521647402286916,-108.06766106956202,A,E,82.84440942682377,A,B,0
US,None,Yes,Married,19.30645829347137,-68.40044071678008,C,E,-97.66233925376324,D,D,0
Other,Jewish,Veteran,Married,-29.003130243328673,-107.71663309869328,C,D,57.986963462843434,E,A,1
US,Muslim,Veteran,Widowed,98.8924030772455,92.47803623410822,E,D,86.13171779487837,B,D,1
Other,Muslim,Veteran,Married,-16.146575019879524,-149.25478306263707,A,A,-98.53014074370617,C,B,1
Other,Jewish,Yes,Widowed,-183.6775340293472,-189.33494324797266,C,B,9.865332811307088,D,E,0
India,Christian,Non-Veteran,Divorced,-47.012705965919174,24.11639822885954,A,A,-46.279367748889364,A,C,1
UK,Jewish,Veteran,Single,29.022690985014272,-329.69602564417477,E,C,-4.693036730331417,E,E,0
Germany,Hindu,No,Married,-1.4269978877710832,104.01461434245087,C,A,-50.51552694162156,D,E,1
Germany,Christian,Yes,Married,46.5815400124904,121.81308016387558,E,A,-38.20615234719993,E,B,0
Brazil,Jewish,Veteran,Divorced,-63.04741931409066,65.15395353309198,A,D,-94.70492266395618,C,B,0
Germany,Christian,Veteran,Married,105.33417812473098,83.16464509057302,D,E,-34.298571622504184,E,A,0
Germany,Hindu,No,Single,48.90857577037259,-176.99015941802293,B,C,84.32389344704818,B,A,1
Brazil,Hindu,Non-Veteran,Divorced,51.57727673862461,238.25077493187564,B,B,191.3368142802481,B,E,1
Mexico,Other,Veteran,Divorced,86.83792939650613,-77.76900085308522,B,C,107.57751129608863,E,A,1
India,Hindu,Yes,Widowed,44.7617183832757,112.73639082941432,D,C,76.37798560341452,A,B,0
Brazil,Jewish,Veteran,Married,52.33734419605858,118.50711120740631,C,D,88.11358201617088,C,E,0
US,Jewish,Yes,Single,-61.42366306654079,-132.13411811382267,B,D,-68.97682114874218,C,D,1
Brazil,None,Non-Veteran,Widowed,-30.9009902249402,-37.384810857740995,B,A,20.336769277536185,B,D,0
China,Jewish,Yes,Married,28.84457263680748,-30.125771029358887,B,A,69.16067457490689,E,B,1
US,Hindu,No,Single,-41.08826675799198,62.384560214787165,E,D,-101.16675657003327,C,B,1
Brazil,Jewish,No,Married,-54.878610862346335,138.0159462210615,D,D,-183.20304523994594,E,C,0
Brazil,None,Non-Veteran,Single,95.01903903033306,-11.077468561841338,E,A,-90.7646399209664,C,D,0
India,Hindu,Non-Veteran,Single,53.68697583816079,-225.34302926093642,C,B,15.481447944045751,D,B,0
China,Christian,Yes,Widowed,31.00288438053559,-82.37233434647104,A,C,172.55076438163104,C,D,0
Other,Christian,No,Single,27.456810377225388,-190.80834351599682,A,A,-0.4499696053273551,D,E,1
US,None,Veteran,Widowed,-168.61370948356725,66.29055885334738,A,A,14.664518819926178,A,B,1
Brazil,None,Yes,Widowed,-37.68603131588073,122.36420230567913,E,D,-61.02327992746942,D,B,1
China,Jewish,Yes,Married,30.508791835661007,-68.64913787336701,A,B,27.58804559164747,D,E,0
Other,Buddhist,Yes,Married,-51.58973377688406,-34.1665220344584,B,C,181.97760180276833,C,B,1
India,Jewish,Yes,Single,47.577704310463254,-77.29944637699894,C,C,84.50710695414692,C,A,1
Mexico,Christian,Non-Veteran,Married,259.5779719495471,-54.72472771374075,A,C,58.758717317472545,C,D,0
US,Buddhist,Non-Veteran,Married,79.1023014804759,-90.59038814198668,D,D,-0.34935925402132423,D,D,1
Brazil,Buddhist,Non-Veteran,Married,144.53403183831261,12.125036479584018,A,B,-126.36318930758416,C,D,1
Germany,Other,Veteran,Married,80.86937117865955,-150.1742443146166,D,B,69.33477567285735,D,D,1
US,None,No,Single,-80.23277236741004,76.29018550859524,E,D,-49.53578882248512,D,E,1
UK,Muslim,Non-Veteran,Single,177.51049203675908,7.204814800248759,B,C,-3.004086781490158,D,E,1
Brazil,Jewish,Veteran,Divorced,-101.13011804484415,91.58313803242434,B,E,-106.62650006331124,D,E,0
US,Jewish,Yes,Widowed,-73.08291763468907,-49.50542522193525,C,C,-67.827466915808,A,D,0
Germany,Buddhist,No,Married,28.567343339873887,25.177483260847005,D,A,-187.80937477778116,B,E,0
UK,Other,Yes,Single,-107.0725623792957,64.5267154441859,B,E,57.92928781172996,E,E,0
India,Hindu,Yes,Married,188.5801705341318,-81.18286602505849,D,C,-241.1637132216225,E,D,1
UK,Other,Yes,Divorced,20.921680183507345,34.967799982672055,A,B,172.84352617616324,D,E,1
China,Buddhist,Veteran,Married,-31.187584916087825,-59.74778656476485,B,D,9.225483258436022,C,E,0
Mexico,Muslim,Yes,Married,54.135878312825156,42.51836162521134,B,D,10.549721757504539,E,B,0
India,Hindu,Non-Veteran,Single,48.18747407558771,-21.742422554075,D,B,37.19770191917741,E,C,0
Germany,Buddhist,Non-Veteran,Single,-23.96602224393748,-18.796854064575452,D,D,76.99813604961567,D,B,1
Other,None,Non-Veteran,Widowed,-63.42953347654524,72.54731835929886,A,D,-50.937788959193576,C,D,0
US,Buddhist,Non-Veteran,Married,65.7819419801399,8.117260820728763,E,C,-66.15368590892231,A,C,0
Other,Other,Yes,Married,-66.71172912169361,-88.49641523576969,D,B,-70.53745240916258,B,E,0
Other,Jewish,Yes,Divorced,-30.105211749025052,-1.6042490783421532,B,D,-103.02469558466036,D,A,0
Other,Muslim,No,Married,6.607215004270281,27.128593110534123,D,A,-44.22700290345388,E,E,0
US,Christian,Veteran,Divorced,182.14815949677072,55.01065102769852,C,C,0.8210707049154291,A,C,1
Mexico,Jewish,Non-Veteran,Divorced,148.4110224865975,146.49657303227937,C,D,131.55430064710745,B,D,0
Brazil,None,Non-Veteran,Single,154.10733806239074,-215.9745560128023,B,E,42.377748868550874,D,A,1
US,None,No,Widowed,155.39874520225638,60.373850580165836,A,A,-41.127931150631156,E,C,1
US,Jewish,Non-Veteran,Single,127.86523790511708,-135.55750147060323,D,A,3.6454816979677216,D,E,0
Germany,Buddhist,Yes,Single,110.80439255595948,61.81572670482508,E,B,-64.3195143262092,A,C,0
Brazil,Muslim,Non-Veteran,Divorced,-45.83042773576654,-112.680017632496,D,C,171.0239995462815,C,E,1
Germany,Christian,Non-Veteran,Married,-44.90451335693986,83.09907615651687,B,B,11.84263029037889,A,B,1
Mexico,Christian,Yes,Widowed,-34.30836609157604,-32.10718258443581,E,A,13.728619026970899,D,B,1
US,Muslim,No,Married,-4.517156490980829,-32.67791252709256,D,C,-21.147543335220945,B,D,0
US,Other,Yes,Widowed,-119.84628825935229,-103.89293531619583,E,E,9.307511331150586,A,E,1
US,Christian,Yes,Single,71.05159674067075,-147.62188799236503,A,B,-117.57237877803168,C,E,1
Other,Hindu,Non-Veteran,Married,39.35453353674955,-24.117278790895902,E,C,-64.99446988581752,A,A,0
Brazil,Muslim,Non-Veteran,Divorced,-41.24080046235501,29.500150409278575,E,B,-190.27801819255302,B,E,0
Mexico,None,Non-Veteran,Single,-87.52014539009375,163.30471139907266,A,A,-172.7934118193087,C,E,1
Germany,None,Veteran,Widowed,7.663008611026802,50.47650499851425,D,D,55.04523058843177,A,A,1
Mexico,Muslim,Veteran,Single,-11.923103246570749,-61.70993677098148,C,E,92.03255992476332,B,D,1
China,Jewish,Veteran,Widowed,-157.36057087989036,-138.48427886707876,E,A,192.34006604139486,D,C,1
Brazil,Christian,Yes,Single,-19.98354683761289,101.14042182094758,B,E,166.81186098895233,E,D,0
Other,Hindu,Non-Veteran,Married,-82.72908863705985,72.9710600164487,A,A,-5.185336968101447,A,B,0
US,None,Veteran,Single,-24.816807400279085,131.31894009426185,A,B,-41.05145265021504,B,B,0
Mexico,Jewish,Veteran,Married,159.32243632898306,-128.69156786764356,A,C,-27.976362397710965,B,A,1
US,Christian,Non-Veteran,Divorced,-148.536737984861,132.3527712021691,A,D,79.47869125540159,D,C,0
Germany,Hindu,Non-Veteran,Widowed,-61.60196659562763,78.70886365738681,C,B,46.204682098280536,B,E,0
US,Buddhist,Yes,Divorced,132.8250096478826,87.96286160615085,D,D,10.082378636355502,C,E,1
Other,Christian,Non-Veteran,Single,-55.198296636810774,-134.13531590953784,C,D,114.62945844075303,E,E,1
UK,None,Veteran,Married,-3.491749599503107,193.55158966247328,B,B,-113.42393976841049,A,C,1
Germany,None,Non-Veteran,Married,-53.80993606250206,-83.28175338363833,C,B,-18.567407660319887,D,C,0
Mexico,Jewish,Yes,Divorced,-59.91371231711684,-106.56464494203344,E,E,-119.15952104967266,B,E,1
Mexico,Jewish,Veteran,Widowed,74.9459614379855,50.54024438509954,B,A,-123.99042121016213,A,D,0
Mexico,Buddhist,Veteran,Married,56.163282508692284,87.3475289653219,D,A,-173.34858155129479,B,A,1
China,Jewish,Veteran,Divorced,122.06534013609722,-156.8173471472486,E,C,-19.16390058159965,D,E,1
Other,Other,No,Single,-116.60827380419265,-77.69170202970173,E,C,48.814824843527916,E,A,1
Mexico,Other,Veteran,Married,-94.82871216220009,-38.00366980247949,D,D,39.76972334639929,E,C,0
Brazil,Other,Non-Veteran,Married,19.857470096350475,-149.41865754384276,E,E,108.50824937215837,A,C,1
Brazil,Jewish,Yes,Widowed,29.555833172391328,-88.88911963318982,A,C,-44.4735961554361,C,A,0
UK,Muslim,Yes,Divorced,-176.82111241975878,115.24258428951187,E,D,-23.701996143874954,A,B,1
UK,Buddhist,Non-Veteran,Married,-94.54883971661691,137.2808337104031,E,E,136.8624087728575,B,C,1
UK,Jewish,Yes,Married,-39.987886985955896,200.08220512858924,E,A,-43.45877479347796,C,A,0
China,Muslim,No,Widowed,55.79461031962845,106.15899942064652,C,C,67.15775268300345,D,D,1
Germany,Muslim,No,Single,-166.4250089185067,68.3140402442481,B,E,-27.371685669033862,C,C,0
Other,Muslim,Yes,Single,-71.95441153035684,-215.76352948880762,B,A,-23.319653559551476,B,B,0
Germany,Hindu,No,Married,-121.03109090047678,171.95562410796217,E,A,-8.026041611831731,A,B,1
Brazil,Hindu,Non-Veteran,Divorced,34.81992650286632,-145.85856191029052,A,A,-137.2206585961749,E,C,1
Brazil,Muslim,Yes,Widowed,28.003182913165976,-155.38937190788354,C,A,71.03025042188528,E,B,1
Other,Christian,Veteran,Married,-97.59290131654411,40.32650242135975,C,A,37.944932857062696,E,E,1
China,Muslim,Veteran,Single,-8.956061847268884,43.80026322791377,B,A,31.43070347544616,D,E,1
Brazil,Muslim,No,Divorced,98.48974671576826,145.92138237699652,A,A,-283.06595892844626,B,A,0
Germany,Buddhist,Veteran,Single,47.25041716349907,16.9306082405464,B,B,68.29539436030271,A,C,1
Brazil,Hindu,Yes,Divorced,-76.78358685957714,-4.641579045262805,C,A,12.833356388377037,C,D,0
Brazil,Christian,Veteran,Married,52.485995365246886,44.201827395992204,D,D,-204.5410553226017,B,C,1
Brazil,Buddhist,Non-Veteran,Widowed,158.1594838543476,-76.18245304524885,A,D,3.0405867497589414,B,D,1
Brazil,Jewish,Non-Veteran,Divorced,80.47634973798607,-123.67224319903755,A,E,-33.747813904239266,A,B,0
China,Hindu,Veteran,Divorced,122.79854453373294,201.91924104253394,C,B,-15.00699603151008,C,E,1
India,Buddhist,No,Widowed,-173.90865566503496,-125.95461297363939,A,B,-71.52227511106743,E,A,1
Germany,Jewish,No,Widowed,-43.41735068941688,44.17782114838235,D,B,-157.74886100281108,A,C,1
Brazil,Christian,No,Married,88.37732980756124,-99.74633122421889,B,B,-23.496902835751214,A,A,0
Brazil,None,No,Divorced,-156.4758441947174,-110.87999015688736,D,E,26.412321272508677,D,B,1
India,Other,No,Single,-127.8607864603354,20.743291347797282,B,B,15.508062602821912,B,A,1
Brazil,Hindu,Non-Veteran,Widowed,10.860636724175306,104.17313672271695,B,C,116.98374758967425,B,C,1
China,Buddhist,Yes,Divorced,224.62689441930533,71.93520653136376,C,C,-71.9768477556791,D,A,0
Germany,Other,Non-Veteran,Divorced,101.22358363057235,-66.80676045353033,D,C,-150.97630792092315,D,A,0
India,Christian,Non-Veteran,Divorced,-98.41209126251987,26.957118785472712,E,E,11.62018972277699,D,D,0
India,Buddhist,No,Single,-21.295822104049503,31.08273248628322,C,E,-45.699360135159935,C,E,0
India,Other,Non-Veteran,Single,89.19279531651675,-5.358157094680885,D,A,239.05795081884088,C,C,0
Other,Muslim,Non-Veteran,Married,-10.64176695314883,-62.475865125862704,A,A,175.19935852475007,A,D,1
Brazil,Muslim,Yes,Widowed,-241.42828468257935,40.28378031387512,A,A,182.41291713782695,D,C,0
Other,Hindu,Veteran,Widowed,-35.90217596440134,-88.15106281710678,E,E,-86.5057865641402,A,B,0
Other,Muslim,Yes,Single,-109.67364707037387,44.07483180814904,A,A,101.34599524243366,C,C,1
India,Christian,Veteran,Single,-51.16480101603784,55.43365202025063,A,B,-117.93695931093502,B,D,0
Mexico,Other,Veteran,Divorced,-110.66456692058138,-57.60831359409174,E,A,-98.19870295274445,E,B,0
US,Buddhist,Non-Veteran,Divorced,-79.06184240168459,-17.917729790432098,A,B,-43.74899884244478,D,A,1
Germany,Buddhist,Yes,Single,-87.69606558912095,-60.86496547293249,D,D,19.11952706919703,A,E,0
China,Muslim,Yes,Single,59.900715777057535,-42.215883523767964,A,A,-4.813120875148967,A,B,0
Brazil,Muslim,Veteran,Married,-77.14856911919655,24.802643444282822,E,C,-91.27755848323609,C,A,0
Germany,Christian,Non-Veteran,Divorced,19.84643116236922,-53.03593142572238,C,D,20.666517467550783,C,E,1
Mexico,Muslim,No,Married,138.45037266703372,29.602104839050476,D,C,-220.13455874610756,D,B,1
Brazil,Muslim,Non-Veteran,Single,-58.98193465879241,-67.74283793040836,D,A,10.825291063291859,E,C,0
Other,Muslim,Yes,Divorced,-27.529133942973054,42.00268089630419,B,C,51.24864368308386,E,D,1
Mexico,Christian,Yes,Married,-77.23843421002047,-30.285424939134458,A,E,-131.98998227228472,B,E,0
US,Christian,No,Single,-128.65933075859772,92.28755929557221,E,E,23.390175870110514,E,E,0
UK,Buddhist,Non-Veteran,Divorced,201.29908634823948,9.84745852499487,E,A,221.52829975475123,D,E,0
UK,None,No,Single,15.246347126266441,119.84720522067602,C,A,13.609409678644068,B,B,0
UK,Christian,No,Married,-117.0938797506188,-198.24171298919916,D,E,107.12985436922537,D,B,0
Brazil,Hindu,Yes,Single,48.707317545886184,66.47082743988182,B,E,-11.97863774452332,A,C,1
US,Buddhist,No,Divorced,168.10602055364782,85.00921122312847,E,D,-63.497479791197556,A,C,1
Mexico,Other,Non-Veteran,Single,-93.03167070686267,32.2240048092542,D,C,-40.25175583741873,E,C,1
Mexico,None,Non-Veteran,Married,-2.360030200953001,-139.77942719023451,B,E,-72.64197870475026,E,C,0
Mexico,None,Yes,Widowed,101.59145618270924,93.50734218912504,D,C,-11.938459392272255,D,E,0
Other,None,Veteran,Divorced,247.36434487366458,-87.20633626957968,C,B,73.75573093213086,A,C,0
India,Buddhist,Veteran,Married,-5.210608945361213,108.17464197703505,D,E,-78.2320291013542,D,C,0
Brazil,None,Non-Veteran,Single,131.13357417964136,36.58569681989098,E,A,-22.539925999267805,C,C,1
Germany,Other,Veteran,Married,-15.079936783865596,122.83192883268568,D,D,-97.8656776567883,A,C,1
Other,Jewish,Yes,Divorced,-41.21510705148035,-94.69237323425443,D,E,218.853633851172,D,E,0
India,None,Yes,Married,68.81514947909434,-161.5498276192951,A,E,259.55388624986244,C,A,1
Brazil,Christian,Non-Veteran,Married,102.85909646482266,-168.18845593172276,A,B,-116.27565596139846,E,B,0
US,Christian,Veteran,Divorced,-52.43311592973827,-10.172857469303016,D,B,-257.24482209894296,A,C,0
India,Other,Veteran,Married,74.56183577146575,193.12866116031154,C,D,98.86250460465692,E,A,1
Brazil,Jewish,Non-Veteran,Single,95.6957838020633,-50.69160010778811,C,E,-7.564894401356523,B,B,1
UK,Buddhist,No,Single,9.500429083999986,36.84160003051533,C,A,-200.14070007404166,A,B,0
Germany,Buddhist,Yes,Divorced,-92.40797907419937,-32.42549446356627,C,C,-15.513780382593673,E,B,1
China,Other,No,Widowed,110.6695487965986,7.042649222915534,A,C,-80.44491199678563,B,D,1
Brazil,None,Yes,Married,225.41508749032232,-21.137047261373255,D,B,-85.37884996889133,A,B,1
Other,Muslim,Veteran,Widowed,15.359693010750785,-55.82680253435181,C,B,-78.14412260288162,E,B,1
China,None,No,Single,-113.73680847787155,112.91247111114725,D,A,-19.717536769184683,E,C,0
Germany,Other,Veteran,Divorced,51.63926954776939,-112.16908715574989,D,E,66.26754019262651,B,E,0
Mexico,Hindu,Yes,Married,0.8988542408395759,-71.09781399409067,D,A,91.37165594425265,D,B,0
Other,None,Yes,Widowed,-127.16441178174574,148.26779661128603,C,D,66.41189395247939,A,B,1
China,Jewish,Yes,Single,102.52215949405911,-211.11027724056223,A,D,-63.69940341151096,E,C,1
China,Other,Yes,Divorced,86.54264450344141,93.499283659709,B,B,65.78914423224273,A,D,0
India,None,No,Single,44.49327737769673,63.63465772299438,A,E,-108.32715956022658,D,D,0
UK,Hindu,Veteran,Divorced,72.69606255100534,-127.36738048217448,E,B,6.596706560920556,A,B,1
UK,Other,Non-Veteran,Widowed,-13.005491538636315,119.37574928541788,A,E,103.69724431633954,C,D,1
Mexico,Other,No,Widowed,-102.91497469624315,184.4262331656257,E,E,-18.84954663826257,C,E,1
China,Christian,No,Widowed,-229.5313856786158,-112.61386746725215,E,C,-82.36811066968164,E,A,0
Mexico,None,Veteran,Widowed,59.70653368834407,44.908934653438514,A,C,-140.15615211287053,D,C,0
Germany,Christian,Veteran,Widowed,-50.96119311336995,-71.53972127933764,B,D,-151.1754074512485,B,C,1
UK,None,Yes,Widowed,-36.03281683173846,-165.16089299300452,E,C,12.497225911726833,B,D,0
China,None,Yes,Single,41.30877028902662,118.64430717638237,B,B,193.04969007771484,E,E,1
Germany,Christian,Veteran,Married,-64.71656364236746,39.179658400755294,E,C,-36.76970286396911,E,E,0
US,Christian,No,Widowed,-61.23414743000396,-4.915607607399719,E,A,92.06868482315824,E,B,0
US,Jewish,Non-Veteran,Widowed,97.02389591484652,-35.175304557069076,E,C,32.483400582016145,B,E,1
Brazil,Jewish,Yes,Single,-63.17844538380321,-272.70115804857636,D,A,-136.27958373237442,C,A,1
US,Buddhist,Veteran,Married,108.13744759177484,9.79194534239713,D,D,92.05220180018067,C,B,0
Germany,Christian,Veteran,Divorced,-106.71440543838719,-159.49951921681964,D,B,-50.69478020600848,E,D,1
US,Hindu,Veteran,Widowed,73.97900992607282,-136.75901408492282,C,E,98.18064398245146,E,D,1
Germany,None,Non-Veteran,Married,-4.214390864268658,-17.804011138610687,E,B,-40.60551525684377,A,B,0
