Race,country,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,target
African American,Brazil,E,E,B,D,E,-68.5272350331438,E,0
Black,Mexico,C,C,E,E,E,46.209170047750355,C,1
Black,India,B,D,D,A,E,56.15439023453229,E,1
Hispanic,Germany,E,B,D,A,A,49.10137775882249,B,1
Black,US,A,D,C,E,C,104.25665733278197,C,1
African American,UK,B,B,B,D,B,2.6731804075025045,C,0
Black,Other,E,C,A,B,B,-42.945795035208945,E,0
Other,China,C,D,B,B,E,40.119016183075104,B,0
Other,US,E,A,E,E,E,-93.55211320614936,E,1
Other,China,E,A,B,B,E,-11.015942586223652,E,1
White,Germany,E,C,E,C,D,-23.8846015732871,D,1
Asian,India,E,D,B,D,D,10.893088179537655,E,1
Asian,Other,C,E,B,D,D,-43.546084109089634,A,1
Other,US,E,A,A,A,B,13.593367499455656,B,1
White,Germany,C,B,E,D,D,-7.689232938043913,A,1
African American,China,E,D,B,E,C,-21.343606754495255,A,1
Other,China,D,C,B,A,C,-14.278567675511109,C,0
Black,Other,C,C,C,B,B,-55.18983208558009,A,1
Hispanic,US,A,E,B,B,A,-40.34782215909275,C,1
White,Other,C,B,B,E,E,-101.7640102042433,D,1
Hispanic,China,D,D,C,D,A,20.804662748863468,A,0
Hispanic,Mexico,C,A,A,E,D,238.8270493840117,E,0
African American,Germany,C,A,C,A,A,90.0879604451049,D,1
Asian,Brazil,A,A,C,A,A,-98.7634657826828,E,0
White,UK,D,B,B,C,C,-37.9424468821977,B,1
Asian,Brazil,D,B,C,C,C,143.5965330184048,B,0
Hispanic,China,D,B,B,C,E,-130.58707386844685,C,0
White,India,B,D,C,D,E,-11.804495657443642,B,1
Other,Mexico,D,C,C,B,A,39.21216953565542,E,0
Hispanic,UK,B,C,E,B,B,74.4240955100055,B,1
White,Mexico,A,E,A,B,E,51.18420777799225,A,0
Asian,India,D,C,B,B,C,2.097699337114782,D,1
Hispanic,UK,E,E,D,E,B,-126.05622094384867,B,1
Hispanic,India,D,D,C,C,D,-66.37465811369879,C,0
Other,UK,B,B,C,D,D,100.66938270019077,B,0
Hispanic,India,A,B,C,D,D,-74.8642615955939,D,0
Hispanic,Brazil,D,E,A,B,C,15.133165047684747,C,0
Other,India,B,C,E,A,A,-112.25669631304862,D,1
Hispanic,China,E,E,B,B,C,-103.23275595788273,B,1
Asian,UK,D,B,B,C,C,60.92836534957866,C,0
Hispanic,Mexico,E,E,B,A,D,-5.597781064385332,E,0
White,Brazil,E,D,A,D,D,203.63515062491166,C,1
Asian,Mexico,C,C,B,E,E,93.0893855491842,A,1
Black,Mexico,B,D,A,D,A,-2.252322323740667,E,1
Black,Mexico,C,D,A,D,A,-38.45597691473264,B,1
Black,Other,E,C,D,A,A,13.038614928701852,D,0
African American,Germany,C,B,A,C,B,-50.32596627242102,D,0
Black,Other,E,B,A,D,D,148.0705625807198,C,1
Other,Other,D,C,A,D,E,58.30701222429846,E,0
White,China,C,D,C,B,A,-163.15665804664414,A,0
White,Germany,C,C,E,C,D,-103.58581386420083,C,0
Other,UK,B,A,C,C,C,34.24912139418203,E,1
White,Other,E,C,C,B,E,46.41146666778697,D,1
Hispanic,Other,B,E,D,C,D,-136.1739177607899,E,0
Asian,UK,B,C,C,A,B,105.55224526113946,D,0
White,Germany,C,C,D,C,C,110.54919981722982,D,1
Hispanic,Other,B,B,C,C,B,26.546931973170352,A,1
Other,India,C,D,E,A,E,8.049481905759544,C,0
Other,Brazil,C,E,C,D,B,-65.5771912534527,A,1
Hispanic,China,D,C,E,D,B,122.47276046285552,B,0
White,UK,D,C,C,B,C,9.13346711395341,B,0
African American,UK,E,E,E,B,A,-54.94831179236449,E,0
Other,UK,D,B,A,B,B,309.8042433757652,B,1
White,India,C,C,C,A,E,229.65925750407493,B,1
Asian,India,E,D,B,D,B,-235.43822820459272,A,0
Black,Other,E,D,A,A,A,-82.99302138596443,D,1
Hispanic,Other,E,B,C,C,D,-136.03771142200173,D,1
Asian,Brazil,A,C,B,E,D,152.80519274360782,D,1
African American,China,B,C,D,A,B,-84.8512200858617,D,0
Black,China,A,A,B,C,D,106.89537480705972,B,0
Asian,Other,C,E,B,A,C,-118.10127745721388,A,1
Hispanic,Germany,C,A,D,A,B,15.101343010277334,B,0
Asian,Brazil,E,A,C,C,D,119.34041061876893,A,1
Asian,China,D,A,E,C,B,136.35992892035208,C,1
African American,India,A,A,D,E,D,44.16452660222491,C,1
African American,US,B,C,E,A,B,31.54497767905191,C,0
African American,Brazil,B,C,C,E,A,-65.2841801755333,A,0
Asian,Brazil,A,C,C,C,D,-151.44229228112033,A,1
African American,India,E,D,D,D,C,-38.92786392982376,C,0
Black,Other,C,B,C,B,D,0.03734610529353722,B,1
Black,US,A,D,E,E,C,-62.73448474352219,C,1
Other,Other,A,A,D,D,B,-12.297538328381986,D,1
Other,India,B,C,D,D,A,91.033000103954,A,1
Black,China,B,E,A,C,B,-143.89439494576982,D,0
Black,Germany,B,E,C,C,D,57.2505293961145,B,1
Asian,Brazil,B,B,C,B,B,120.19421162637516,E,1
Black,China,E,C,A,D,D,-12.34768897533244,E,0
White,China,E,B,B,D,B,-155.47194991763618,E,1
African American,India,D,D,D,D,A,94.96528833204565,E,1
Asian,China,B,A,B,B,C,-53.16971601737299,B,1
Other,US,B,D,A,B,D,-74.7586710776555,B,0
Hispanic,Brazil,D,D,A,D,A,-139.57667988030425,A,0
Asian,UK,E,B,D,A,B,-21.29633534717133,E,0
African American,Brazil,A,C,A,D,B,154.98374539238705,A,0
Asian,Mexico,D,D,D,C,D,-138.87992836536057,A,0
Asian,India,D,A,D,A,B,-131.01864172505472,D,0
Other,Brazil,B,C,A,E,C,16.424696155125808,A,0
African American,Mexico,B,A,A,C,E,4.7724222306350885,B,1
Other,US,B,C,C,C,D,-18.275828120551143,E,0
White,China,A,D,E,A,C,62.78545450559353,C,1
Other,Mexico,E,A,E,B,E,-85.1017187371506,B,1
White,Mexico,A,D,B,C,B,-23.89448132985789,B,0
Hispanic,Mexico,B,E,A,D,E,78.26358723436401,D,1
Hispanic,Other,E,E,A,B,A,-13.371829849693492,D,1
Hispanic,China,B,E,E,C,E,243.79327318884432,C,0
Hispanic,Brazil,D,A,C,D,B,-191.7561922794284,C,1
Other,India,B,C,A,B,A,160.89014645801555,E,1
Asian,Brazil,B,E,E,B,E,-5.87395717705518,B,1
Black,Mexico,A,D,D,B,A,33.5097218259038,A,0
White,US,D,D,E,A,B,-173.29435735373679,B,0
White,Brazil,E,C,D,C,D,-103.18213044341927,E,0
Hispanic,India,B,A,E,D,E,55.898256822760416,E,1
Other,Brazil,D,B,C,E,C,25.426866552729077,B,0
Black,India,C,D,A,B,C,113.0484181355848,A,1
Other,India,C,C,A,D,B,18.131142773918253,C,1
White,UK,E,D,C,A,B,142.57300109926285,A,1
African American,Germany,E,B,E,A,A,113.53127937476928,C,0
African American,India,A,C,B,C,D,-94.73131320116619,D,0
Other,UK,E,E,A,E,E,-9.34717902872154,A,0
African American,Other,C,E,B,B,D,41.24390427031699,A,1
Black,Mexico,C,B,A,E,D,23.393916626116088,E,1
White,Germany,B,C,C,D,C,92.38105129130028,B,0
Other,India,B,D,A,C,A,32.12537893210847,E,1
Hispanic,Other,B,C,A,A,C,-86.2403520396997,C,1
Other,Germany,C,E,B,B,A,128.46944349065046,D,0
White,Mexico,B,D,C,A,A,-141.0262539796158,D,1
White,Other,D,E,C,D,B,62.410061975658095,A,1
Other,Other,A,C,C,C,C,-118.55960246087338,B,0
Other,Other,C,D,D,A,A,29.834011641950486,E,0
Hispanic,Germany,C,A,E,E,E,234.24098970944002,E,0
Other,Germany,D,B,C,A,B,-78.7169506138617,A,0
African American,India,B,D,A,E,A,-93.75613579183513,A,0
Other,India,C,B,E,E,D,-36.015408905955226,A,1
Black,Germany,B,C,A,D,E,-64.1881185203484,C,0
African American,Germany,E,D,A,B,A,-122.615960061224,B,1
African American,India,A,A,D,C,E,-65.06768842105495,D,1
Other,China,C,C,D,D,C,116.12858363905978,D,1
Hispanic,UK,C,D,D,A,C,-13.232132040868505,B,0
Hispanic,US,C,A,A,D,B,47.55370752754065,E,0
African American,Brazil,B,E,C,D,A,-77.32860825477685,A,1
White,Other,C,B,D,D,C,160.96346930837527,C,1
Hispanic,Other,E,A,C,B,D,-0.9638676587632631,C,1
African American,Mexico,E,A,C,D,D,100.57832795351457,B,0
Asian,India,C,D,B,B,D,-151.3421813422142,C,1
African American,US,C,D,D,B,B,-7.229539229571716,D,1
White,Brazil,B,A,B,B,C,91.82157767614743,B,0
White,Other,B,B,C,C,C,-61.393336926415465,D,1
Asian,US,A,D,B,C,A,28.865552397964084,A,0
Black,China,B,D,E,E,A,-7.102189969295343,A,0
Asian,Germany,E,B,C,E,C,-131.39984807225352,C,1
White,Germany,C,B,C,B,D,-63.77732041729498,A,0
Asian,Germany,A,D,E,E,C,-77.60746189168962,A,1
Black,Brazil,A,B,D,A,A,-77.6843950909505,A,1
African American,UK,D,B,A,C,C,-70.09871922009742,E,0
Black,China,A,D,B,E,E,26.71671478566926,E,0
Asian,US,B,A,E,C,B,-101.49424238703075,C,0
Hispanic,US,E,E,C,C,B,18.40708421044428,B,0
Black,UK,A,B,B,B,A,162.59031300789795,E,0
Hispanic,Mexico,B,D,C,A,C,-9.291949076831365,A,1
African American,Brazil,B,E,C,A,A,33.91289052238761,B,1
Black,Germany,A,D,B,B,B,-13.264884514443045,E,0
African American,Germany,E,A,E,A,B,169.18261410836507,C,1
African American,US,E,A,C,A,C,96.48133427262852,A,1
Other,Mexico,A,C,C,B,E,85.52969944927673,C,0
Black,Brazil,D,E,E,B,B,-123.35440682219215,D,1
Other,Mexico,C,E,B,B,B,-9.209247854740415,C,0
Asian,UK,C,D,C,E,D,-108.98558894744706,E,1
Hispanic,US,C,A,B,B,E,-265.8328849967978,A,1
Hispanic,Mexico,E,A,E,A,C,1.8501903407051243,A,1
African American,India,C,C,E,E,D,-3.0105341645984334,E,0
Asian,Other,C,D,B,D,D,-49.17389005698313,E,0
Asian,Brazil,D,B,C,C,C,-37.00427333930146,D,1
Black,US,E,C,A,A,C,-105.43049341270468,D,1
White,Brazil,E,C,B,E,B,143.0216097987218,A,0
White,Germany,C,A,C,D,D,162.9380986976262,B,0
Black,Germany,B,B,A,E,A,-89.99487929634165,B,0
Black,UK,E,E,A,D,C,-55.32466976146978,D,0
White,China,C,E,B,D,A,188.64362038200625,C,0
Other,China,B,B,E,D,D,247.46542291237907,C,1
Hispanic,US,E,E,A,D,D,-192.0323062204747,B,0
Asian,Brazil,D,A,E,E,A,-32.26379674920336,D,1
White,Mexico,E,D,D,C,C,-69.05785721976994,C,1
African American,Brazil,A,E,D,E,D,-180.13528948623508,B,0
African American,Mexico,E,B,C,B,C,-217.71348477511623,D,0
African American,Other,B,A,E,B,A,-126.5516423149436,A,0
White,Germany,C,D,C,C,C,106.17987513335092,E,0
White,Other,B,B,B,B,E,163.5023133341075,D,0
Hispanic,India,B,A,B,B,C,-101.00238075713315,C,1
Black,China,A,C,C,B,C,145.2793080044882,D,0
Hispanic,Brazil,A,B,C,E,A,37.421154633555034,A,0
White,UK,E,D,B,E,C,57.18815852979014,B,1
African American,Germany,B,D,E,E,A,-80.07749565267093,C,0
Other,US,E,E,B,D,E,17.61877162697364,D,0
Hispanic,Germany,E,E,E,D,A,9.805169962028819,E,1
Asian,China,E,A,D,C,A,-97.84899661286838,A,0
Other,Germany,D,B,B,D,C,45.33702352181781,D,1
Other,Brazil,C,B,D,C,D,1.5993797751184913,D,0
African American,US,E,A,B,D,C,-48.29896695203254,C,1
Black,China,A,C,B,D,A,176.21862376902345,C,1
Asian,Germany,B,A,E,B,E,-114.5884604964502,C,1
White,Germany,B,A,B,A,E,-134.47570959377134,A,0
White,Brazil,D,E,E,E,B,-67.19910579249256,E,1
Black,Brazil,A,A,E,B,D,68.34388834998813,D,1
Hispanic,China,C,C,C,A,A,114.83116023469428,A,0
White,Brazil,B,A,A,A,A,-95.2090376344687,D,1
Hispanic,Other,E,E,A,B,E,64.14466795731198,C,1
White,India,B,E,A,A,E,-59.327154298010775,D,1
White,India,A,B,C,E,E,-59.23356335901693,C,0
Hispanic,Germany,D,A,C,A,C,19.693951470562084,B,0
Hispanic,UK,D,E,C,C,B,-13.30599485727404,C,0
Asian,China,B,A,C,E,E,25.660692301149357,D,1
Asian,US,B,E,D,A,B,-13.343863806818131,A,1
Other,Other,E,A,B,C,E,-35.52772704120124,B,1
Black,Germany,D,B,B,D,C,-159.33575245027086,B,0
Black,UK,C,C,D,E,A,35.066320100357814,D,0
Hispanic,China,A,D,B,C,B,-120.79172094802092,E,0
Asian,Germany,C,D,D,E,B,43.2970034383694,E,1
White,US,E,B,A,C,A,-88.59666082334287,E,0
Black,India,D,D,A,B,D,-93.53117686815565,D,0
Asian,Mexico,D,C,C,B,E,-38.11670339171349,B,1
White,US,E,E,C,B,D,-124.42641370399912,B,1
Black,US,A,D,B,C,A,15.067149850992646,A,0
African American,Other,E,B,D,C,B,-58.43225443833647,B,1
Other,Germany,E,E,C,C,C,153.09803057163424,E,1
Black,Germany,B,B,C,A,A,-84.11481758458031,D,1
Black,China,C,A,B,B,B,-1.71788917474077,B,0
Asian,Brazil,C,C,A,E,B,75.50333377283161,C,0
White,India,A,D,A,D,A,113.98082652902417,B,0
Asian,UK,B,B,A,C,B,-82.92757999428672,B,1
White,UK,D,E,B,E,A,-32.63257167890445,E,0
African American,Mexico,D,D,B,A,D,-20.745333082913458,E,1
African American,Other,D,A,E,A,A,137.83535570198845,B,0
Other,India,C,B,B,D,B,21.4346544236632,D,0
Other,Other,D,E,C,B,B,-36.05827057349047,C,1
Other,US,D,D,A,C,D,178.70511653663698,E,1
Hispanic,China,A,A,A,D,D,-14.713871027720039,B,0
Hispanic,Mexico,D,B,A,C,D,-27.34228468668721,D,0
White,India,A,D,B,B,D,-137.08098492728638,E,0
Asian,US,E,E,B,A,C,106.71592358590675,A,1
White,US,D,D,A,B,B,59.390341691810576,E,1
Asian,India,E,E,D,D,A,230.00222241401772,B,1
Black,UK,B,A,E,B,E,-105.9917574988592,A,1
White,Brazil,B,E,E,C,D,-93.75728303887195,B,1
Hispanic,US,B,A,D,E,E,-208.23193584153012,B,0
White,Brazil,C,E,D,B,B,156.36214979141155,A,0
Black,India,B,E,D,B,E,174.58234988892025,B,1
Hispanic,US,A,E,A,D,E,-103.94612211750459,E,0
Black,Brazil,D,B,A,A,C,-180.8704928654088,A,0
Hispanic,Other,D,D,B,B,B,-67.8527969101501,D,1
Other,Germany,C,D,E,D,A,139.6591962510846,A,0
Hispanic,Brazil,A,A,D,C,A,97.21409924321256,D,0
Hispanic,UK,A,E,A,B,C,-44.61555441713101,D,0
African American,Brazil,A,B,E,B,C,-135.96640641578156,B,1
Hispanic,US,A,C,C,A,B,135.97415646601632,E,0
Hispanic,India,B,C,C,A,C,75.53166387345487,E,1
Other,India,D,B,D,E,E,98.61988316138921,A,0
Other,UK,C,C,B,A,E,-282.4440254168054,B,0
Asian,China,A,D,D,D,E,-141.07217427983016,A,0
Black,Other,B,C,C,C,D,-64.08649334993997,A,1
White,Brazil,B,C,E,E,B,116.88619362221657,B,0
Asian,Germany,D,D,E,E,D,-8.897414733880366,E,0
Hispanic,Germany,E,E,B,A,A,-242.27534043281284,B,1
Other,China,A,E,B,E,D,55.92986094702845,E,1
Black,Mexico,C,A,A,C,B,82.60681824188431,C,1
Black,Other,C,C,E,A,E,-34.62470311502918,C,0
White,India,E,C,A,A,E,-65.15307149639231,C,1
White,Mexico,D,E,A,D,D,-37.03729770474429,A,1
Black,Mexico,A,E,D,D,D,44.068595155086435,C,0
White,US,D,B,E,D,D,61.31453889914534,D,1
Hispanic,US,A,E,A,A,B,-149.56372837758323,B,0
Other,Germany,C,A,C,B,C,45.34413207630255,A,1
Hispanic,India,A,D,D,D,A,-205.984824215315,E,1
Black,China,C,A,B,C,B,-224.72687271730103,E,1
Black,Mexico,C,E,E,B,B,34.204578537969894,E,0
Other,Brazil,D,D,C,C,D,-53.78529677669815,C,1
Black,Germany,A,C,D,E,B,20.809006420394425,D,1
White,India,E,B,A,C,B,126.20873628502002,C,1
Other,Brazil,E,A,C,B,C,-226.3351488575632,D,1
Hispanic,India,D,A,D,B,B,5.022463778808891,C,1
White,India,C,D,E,A,B,-4.337569435162732,A,1
Asian,Other,E,D,A,A,B,-76.73661556443977,C,0
Other,UK,B,A,D,A,A,103.3768297051493,E,1
Hispanic,China,E,B,D,C,E,23.77778098759567,B,1
Asian,Brazil,C,E,E,B,B,-100.83248206790356,C,1
Hispanic,Other,E,B,C,B,A,27.120071670586064,D,0
White,US,A,B,A,C,D,48.015548676675785,D,0
Black,Mexico,A,E,B,B,A,-211.22102065995358,D,1
Other,Germany,E,B,A,C,B,49.34418353566403,D,1
African American,Germany,D,A,A,E,C,242.567951289673,C,0
Asian,Other,E,D,B,D,E,-7.538493352575859,C,1
African American,China,B,B,C,A,C,-24.829168720517288,A,0
African American,India,C,C,D,A,D,182.3053430185341,A,0
White,US,C,B,C,E,E,26.48032797449457,A,1
Other,Germany,E,A,C,C,A,30.109770052850017,D,0
Asian,Germany,D,A,B,B,C,38.688490616859575,C,0
Black,India,D,C,E,D,B,-105.02441286264954,D,0
White,Germany,B,E,B,D,D,-166.99412254395943,C,1
African American,Brazil,A,C,A,D,A,81.41294410475956,A,0
Hispanic,UK,C,D,E,C,E,13.179788708946024,E,1
Other,Brazil,A,A,D,B,E,5.519540662192477,A,1
Asian,US,D,D,A,A,E,67.65270708696723,C,0
African American,Other,C,E,B,B,D,102.49079209961425,C,0
Hispanic,Other,C,A,A,D,A,-132.81817371909725,A,0
African American,Brazil,A,D,E,D,E,-88.06958210469014,D,0
Hispanic,US,D,E,C,B,C,-11.55861711702555,E,1
Hispanic,China,C,D,B,D,B,12.31084236354731,E,1
African American,India,C,A,B,D,D,76.68372796820779,A,1
Asian,India,C,D,A,A,C,64.93428929758753,D,1
Other,Mexico,E,E,D,E,D,22.623995624486927,B,0
Black,Mexico,C,C,C,C,A,-13.593097058941472,E,1
Other,US,D,D,A,E,B,-210.50619152227176,A,1
Asian,China,E,D,B,B,E,-97.31957174432927,C,1
White,Mexico,C,C,E,E,C,93.14976798483735,C,0
African American,Mexico,D,D,C,C,C,68.56538660670785,C,0
Other,China,C,E,D,C,E,-244.30587049584918,A,0
Other,China,B,D,A,C,E,-78.67966866216656,B,0
Other,Germany,D,C,B,D,E,-48.521584534386285,E,0
African American,Germany,A,E,A,A,D,-87.12352249267904,E,1
African American,Germany,C,B,A,A,A,254.91905281581387,E,0
Black,Brazil,B,A,A,D,B,-44.24025842663355,A,1
Black,Germany,E,E,A,E,B,-7.839686255884311,C,1
Asian,Mexico,B,A,C,E,B,-16.40043356205122,A,0
Asian,US,E,B,A,C,E,120.88767336327703,C,1
White,Germany,E,A,A,D,A,-12.695886033507334,E,0
Other,US,B,D,B,A,E,11.692976248424722,A,0
Hispanic,Germany,D,B,D,A,A,190.6473193040706,A,1
Other,India,C,C,C,E,B,74.8638277236649,A,0
African American,Germany,A,A,B,E,B,8.099725571456482,E,1
White,Brazil,E,C,D,E,E,-93.60720568382607,C,0
Hispanic,China,D,C,D,A,B,80.57238605299229,B,1
African American,Brazil,B,D,D,D,D,-8.957649647803159,C,0
Asian,India,C,D,A,A,B,-3.3001044597844453,D,1
Black,India,D,E,A,C,D,-48.221078236027914,A,1
Other,Other,D,B,E,C,E,-131.38155301749538,D,0
Hispanic,Germany,E,C,B,E,A,-194.57153168223357,B,0
White,Mexico,D,E,E,D,D,-16.289245715480092,B,1
White,Brazil,E,C,E,B,C,-42.805199475963555,C,1
Hispanic,China,A,B,A,D,C,-138.56271769466343,C,0
Other,Mexico,D,B,E,B,A,67.38657629841069,E,1
Other,Germany,A,A,C,A,C,75.67765055544304,B,1
Other,Germany,B,E,B,B,B,-5.1800422480046615,D,1
Hispanic,Germany,B,C,A,D,C,53.01666305949937,C,1
Black,China,A,B,E,A,A,123.17008041155427,B,0
African American,UK,C,C,B,C,C,24.771156987450592,D,1
White,Mexico,C,B,D,D,C,-89.15801251052538,A,0
African American,US,E,E,A,E,D,96.99035679259951,A,1
Black,Mexico,E,A,A,B,D,-124.9846178417569,B,0
Hispanic,Brazil,C,E,A,E,E,47.88906916592621,D,0
African American,India,C,C,E,D,C,-29.126316055080874,B,1
Asian,Mexico,A,C,C,D,C,-181.35722774175193,E,0
Asian,Brazil,D,D,C,B,A,-86.22338069161735,C,1
Other,Mexico,B,A,B,A,E,-177.38656063174685,E,0
Asian,Brazil,D,D,A,A,E,-107.37871849179584,B,1
Other,India,E,B,E,A,D,-74.19246238171296,E,0
Other,Brazil,C,B,A,C,C,91.16183118110412,D,0
White,UK,C,D,C,D,E,-75.18874837311235,A,1
Asian,India,E,E,A,B,B,-47.651990067756564,D,1
Asian,US,A,E,A,C,D,60.579962954693165,B,0
Other,US,E,E,C,A,B,139.0058931275352,A,1
White,UK,E,E,D,B,E,-116.42664671760879,A,0
White,Mexico,E,A,D,E,C,61.49155620558437,A,0
Asian,Other,E,D,E,C,B,-146.73487426070446,A,0
Other,China,B,E,C,E,E,11.646169845794105,C,1
Hispanic,US,E,B,B,D,B,-74.99034668354095,B,0
Black,Other,E,B,D,A,D,121.66807828318176,A,1
Asian,India,C,E,D,A,C,191.33468986243338,D,1
Hispanic,Mexico,A,D,B,D,B,-117.487226253005,D,0
Other,India,D,D,C,B,E,-54.97770644190001,E,1
White,Other,B,E,D,E,B,12.269991639837174,D,1
Asian,Brazil,D,E,B,B,A,-160.10693197025844,B,1
Hispanic,China,A,E,C,A,B,1.1367560109823047,E,1
Other,Germany,B,C,D,C,C,-113.58103841927884,E,0
Asian,Other,B,B,E,C,D,-50.98104204025012,D,0
Hispanic,China,D,A,B,D,A,140.25442338226952,B,1
Other,UK,E,C,E,E,E,-3.1687989832917944,B,0
Asian,Germany,A,B,A,A,E,2.347095252957914,E,0
Other,US,B,A,B,D,C,8.917623779363382,C,1
Other,Germany,B,B,B,D,A,159.16034554498174,E,1
Asian,Brazil,B,B,D,C,E,-36.277113157316,C,0
African American,Germany,A,E,A,B,B,-67.4106871509673,B,1
Hispanic,Brazil,A,E,B,B,B,147.1922944623018,C,1
African American,US,B,B,D,D,E,-72.90017901114017,D,1
Black,UK,B,B,B,D,A,186.91751129966644,C,0
Other,Mexico,D,D,A,E,E,75.00454110868684,D,0
Hispanic,UK,B,C,C,B,B,-98.06211636969091,A,1
Other,Mexico,C,A,B,E,D,-0.11711467930636134,D,1
Hispanic,Brazil,B,D,D,E,D,81.72513495895831,C,1
Black,Other,B,E,E,E,B,-62.23311753609274,C,1
Hispanic,Other,B,B,C,C,C,2.135451519149005,D,0
African American,US,A,C,B,C,D,-28.25823765213468,D,0
Other,Brazil,A,A,B,C,E,91.31098731136589,A,1
Other,Other,B,C,A,B,C,3.9001170208628673,B,0
Asian,US,B,B,E,E,A,-44.20540673216093,E,0
African American,Mexico,B,E,B,B,E,-147.46191891722188,A,0
Other,Germany,E,D,E,D,B,202.42729630816197,A,1
Other,Other,B,B,A,A,A,-110.89556091798252,C,1
African American,Other,B,C,E,C,E,-63.67048795990328,C,0
Hispanic,Mexico,D,E,E,A,C,-246.57340291577094,C,1
White,China,D,A,B,C,D,-145.48109073802848,A,0
Hispanic,China,E,B,E,C,D,136.2972583329423,B,1
African American,Other,C,C,B,D,A,7.848341362851255,A,1
Hispanic,UK,E,D,E,C,A,-58.26694385408766,D,1
White,UK,A,B,C,E,D,-123.7508721048104,A,0
White,Brazil,D,E,E,B,E,-55.7620443894084,D,0
White,Brazil,B,B,D,B,A,-142.26186201821952,D,1
Black,Other,D,E,E,E,B,-0.9709560677047893,C,1
Other,Germany,B,B,A,D,D,32.44067855099209,B,0
Hispanic,US,D,E,C,A,D,-56.08922844500839,B,1
White,UK,D,C,A,C,C,45.455259437521434,D,0
Asian,Germany,C,E,B,A,B,-60.96051881079384,E,0
Other,Brazil,D,C,B,D,E,-68.04763463075051,E,0
White,Mexico,A,B,E,E,A,-233.82525862502902,E,0
Black,Brazil,C,B,D,D,D,-68.06058491562497,C,0
Asian,Other,E,B,B,A,A,-46.46872862281575,C,0
Black,Brazil,C,B,C,D,D,66.4275752812049,C,0
Asian,Germany,C,E,D,B,B,-84.1196801096403,B,0
Other,Germany,D,D,E,C,B,88.54107181525096,A,1
Asian,Other,B,D,D,E,C,-47.99895253738266,B,1
Other,UK,A,C,E,D,C,22.1093666891051,E,1
Hispanic,Other,E,A,D,A,E,-26.828285651019574,C,1
African American,Brazil,E,E,C,E,E,-38.27631869144006,B,1
African American,Brazil,E,E,A,B,D,41.96804109784222,E,1
African American,China,A,B,A,B,D,66.27672921181514,B,0
Other,UK,A,E,B,A,E,50.05360686376565,D,0
Hispanic,UK,A,D,D,C,E,-72.10269655872179,C,1
Asian,Other,B,E,A,D,B,-99.0508003133734,E,1
Black,UK,A,A,B,E,D,-91.53074368239115,B,1
White,US,A,C,A,D,A,-173.1533772827004,E,1
Other,UK,D,A,B,A,D,-186.85303389723376,B,0
White,India,C,D,C,A,D,-166.13358890720218,B,1
African American,Brazil,A,D,D,D,B,-63.72014828951607,E,1
Other,India,B,B,D,D,C,70.23984087936843,C,0
Hispanic,Brazil,D,D,C,D,C,-73.96503281825245,C,1
Hispanic,China,C,D,C,E,E,-61.934369823401724,A,0
Black,Other,A,A,A,D,D,-48.51315113251985,B,0
White,Germany,B,E,A,A,D,-18.63056986046219,D,0
Asian,China,D,E,D,D,E,-170.12617661700548,C,0
Hispanic,China,A,C,C,E,C,-2.5332672145909036,D,1
Asian,Germany,B,E,A,D,D,-69.10251357350738,D,0
Hispanic,US,E,A,D,C,B,107.68272732253598,E,0
White,China,A,C,C,C,A,78.89522012680608,B,0
Other,Other,E,E,D,B,A,-66.01433353812217,C,1
Black,China,E,E,E,B,E,108.28453305851052,A,0
African American,China,B,B,B,D,B,-59.573880327885185,D,0
Asian,China,C,D,B,A,D,34.29923305527001,E,0
African American,UK,E,C,A,D,A,-59.21445245859,A,1
Black,Mexico,B,B,D,A,C,225.62717576209727,B,0
Other,India,E,E,C,A,B,37.50972314355499,E,1
Black,US,A,C,C,A,D,11.051203467409533,C,1
White,Brazil,E,E,C,C,C,-21.92663489446835,C,1
Other,India,B,B,A,B,E,-233.90442411661888,E,0
White,Brazil,C,A,D,B,E,-23.26862453221458,B,0
Asian,Other,D,B,E,D,B,102.23066643671679,E,0
White,Other,C,E,E,E,E,-57.85494147018928,B,1
Asian,Germany,A,B,B,C,D,52.36355647116247,A,1
Hispanic,Germany,D,D,D,D,A,159.68904036380124,C,0
African American,China,B,C,B,B,C,-75.17789488446253,A,0
Asian,Other,B,D,C,E,E,-119.69022011808185,B,1
Other,Mexico,D,A,C,B,D,-72.82960824353816,C,0
Asian,US,E,E,C,E,B,17.599063229166166,D,0
Asian,US,D,A,E,B,B,-3.3723819600204346,A,1
Hispanic,China,E,E,D,C,C,46.215465368570335,C,0
Black,Brazil,A,B,A,B,B,116.37600737532827,B,1
Black,US,C,D,C,D,D,68.31605625430787,B,0
Other,Mexico,C,B,B,B,C,-31.07185814954262,C,1
White,Germany,B,D,D,E,E,-46.540681944172526,B,1
Black,China,C,A,E,A,C,54.991544390835244,B,1
African American,Germany,C,A,B,B,E,-29.371170312517087,B,1
African American,US,A,A,B,D,B,-70.30438622074375,D,1
Asian,UK,D,B,A,A,A,3.805271413685836,A,0
Black,Brazil,E,A,C,E,A,34.05385649650834,B,1
White,Mexico,C,C,C,C,E,40.086277720830466,E,0
Hispanic,India,A,E,A,A,D,-160.76554677601717,E,0
Asian,UK,A,C,A,D,E,-58.87266142582504,A,0
