Nationality,sexuality,Religion,disabled,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,target
US,Other,Buddhist,Mental,C,-209.66118418306726,123.96208967212097,-95.91055442197381,E,C,1
UK,Homosexual,Jewish,Physical,D,26.42420097721378,-16.736519060152357,138.48937066425054,D,C,1
India,Homosexual,None,Mental,A,8.030511576575135,131.97832187750726,-97.85813322231891,B,B,0
India,Bisexual,Hindu,Yes,C,-61.63552693226877,-77.70968909772122,138.59072829859505,A,E,1
Brazil,Bisexual,Hindu,No,A,87.18329475286119,-123.7075328872782,66.75420214043312,D,B,0
US,Bisexual,Other,Both,D,16.668375284685716,69.0556531592594,-57.899761148581405,E,A,0
Germany,Other,Christian,Physical,D,209.954384436183,-159.8809593479569,-92.10177034575996,B,C,0
Brazil,Heterosexual,Other,No,C,-11.63804073522853,-240.82298925863137,87.36425785070213,E,E,1
Other,Other,Muslim,Physical,B,88.15327091271462,-230.461706950721,-226.52141277019956,B,C,1
Mexico,Other,None,Both,B,-146.67722448726678,61.30689749414102,-59.92981411189502,B,B,1
Mexico,Heterosexual,Hindu,Yes,E,24.92341810653752,58.006370060946246,19.027187125987464,E,A,1
UK,Homosexual,Christian,No,C,-77.98926980693899,48.120677791030786,173.53655029252428,B,C,0
India,Homosexual,Muslim,Yes,E,-34.50605594072913,-3.8159675589984543,64.51024942494826,E,D,1
China,Bisexual,Hindu,No,A,-22.1342584619844,-41.3652736055878,179.50536716746421,E,D,0
Brazil,Heterosexual,Christian,Mental,A,84.76339710747781,-131.6546436452984,-41.465864131447184,B,E,1
China,Bisexual,Hindu,Mental,E,-80.86491387081578,-37.96012696280244,-13.771775741650938,B,C,0
UK,Other,Buddhist,None,E,-11.43397330327867,-42.99578654840177,13.644233302535858,A,B,0
India,Homosexual,Other,None,C,70.65955629095488,-110.5544555665831,47.5605576637477,D,D,0
Brazil,Homosexual,Christian,Both,E,213.1532787959246,40.22415539925253,23.379777916264626,A,B,1
India,Homosexual,None,None,E,-297.1737732415271,-42.01651217198077,0.6676537606192702,B,D,1
Mexico,Bisexual,None,Both,C,-77.5158452231497,46.10631238048799,-153.16902163935885,A,B,1
Brazil,Bisexual,Hindu,Yes,D,-57.32996914742321,-5.497949546668562,-6.90748932825058,D,A,1
India,Bisexual,Hindu,None,B,-10.166103037741879,42.117422247867424,38.748771087858785,C,A,1
Brazil,Other,Christian,No,C,226.1885025920424,-76.92765220763755,148.32261045659575,B,B,1
Brazil,Heterosexual,Buddhist,Both,C,85.1864568531728,-47.87264271637335,-6.148208559400562,D,C,1
US,Bisexual,Other,Yes,B,-23.6872781239763,-41.94379969208438,38.23058894867562,D,C,0
UK,Heterosexual,Other,None,C,46.13630667892834,41.58946739957424,-161.2652301556038,D,A,1
US,Homosexual,Muslim,No,D,64.1905638916075,-61.42244286264747,-190.8870265135845,B,D,1
Brazil,Homosexual,Christian,Physical,E,191.65299257289726,-80.29691377969554,67.50213752317241,D,D,1
India,Homosexual,Buddhist,None,A,-14.946420301324611,-25.575814006613456,128.40838536279372,A,B,1
India,Bisexual,Jewish,Mental,E,41.33654167642461,-37.77934139414931,22.754554084607935,A,E,1
Germany,Bisexual,Other,Physical,A,-99.0591794399416,77.97181929517177,160.46472007709303,B,B,1
Mexico,Homosexual,Jewish,Physical,D,-54.39668939023664,60.47205002336346,-5.512275731823186,D,E,0
Germany,Bisexual,Muslim,Physical,B,-30.081217207263357,-111.86762489709818,59.47273814048973,D,A,1
Other,Heterosexual,Christian,None,C,-162.34199924275543,-91.69609517425476,-81.67127706177034,D,B,1
US,Bisexual,Muslim,No,A,-82.12549759834783,112.64611192453555,-93.23033587524074,B,B,1
Mexico,Other,Other,Physical,A,-46.4122800346817,345.81169827079486,37.28789243078346,C,D,0
Mexico,Bisexual,Other,None,C,7.965423853859169,-210.29908969143293,216.88348065724958,D,B,0
Brazil,Homosexual,Jewish,None,B,-68.86317520409803,24.00147968876101,-133.55789943305976,C,A,0
Other,Bisexual,Muslim,Yes,E,-53.40145678431415,77.28625848828021,-157.03951095917708,A,A,1
US,Homosexual,Christian,Mental,A,52.609580320618875,158.56077098320188,-87.87881480908617,D,A,0
US,Bisexual,Other,Mental,A,54.66646926058068,154.05082807533498,113.24130708724287,E,C,1
Germany,Bisexual,Jewish,Physical,D,-6.089932647076442,-12.875381748653366,-215.85723897907613,B,D,0
Mexico,Other,Buddhist,Both,C,-97.04513509353326,85.74441280044056,-61.78613891774349,B,D,1
Brazil,Heterosexual,Jewish,No,A,-68.68255802926039,198.0060738810454,-161.4203123605273,A,E,0
UK,Heterosexual,Jewish,No,D,-166.4039453297988,109.64568288727948,5.9741853570411925,E,A,0
Other,Homosexual,Jewish,Both,C,-111.53432092994757,74.30699020134251,-15.361391223549914,C,B,0
Germany,Heterosexual,Christian,None,A,-177.5165951901908,-164.4826636265948,-16.317216576683403,E,D,0
India,Other,Muslim,No,E,-135.25312063969784,-8.154043911771245,-45.43521389132241,C,D,1
Other,Other,Jewish,Both,E,28.266270989712876,24.277940060507746,-6.7973431738162615,A,B,0
US,Heterosexual,Hindu,None,C,-39.25005860950846,-118.6866861313511,154.8382942279459,B,C,0
US,Heterosexual,Other,Yes,C,-133.66674387992518,-0.0072608019461725395,-156.99341805068465,B,B,1
Mexico,Heterosexual,Buddhist,Yes,B,-130.35202492547876,-35.948394960938195,5.940122615747351,C,E,0
US,Other,None,Mental,C,121.97686141557121,-173.2835192381207,-33.16682685834146,A,A,1
Germany,Other,Hindu,Yes,D,38.84001526809107,-23.868701585952493,182.0701774912508,B,D,0
India,Heterosexual,Other,Physical,D,-160.5238919648154,-92.04328033232552,104.48841955515968,D,A,1
Other,Bisexual,Hindu,Physical,E,143.65714195865334,-58.66527785077502,-130.2590816958861,D,B,0
Mexico,Heterosexual,Christian,None,D,-296.04409506468403,12.751568299956883,183.91836670849577,C,D,0
India,Other,Jewish,No,C,-133.03979217672017,-1.233174008385561,-37.64048948961878,C,A,1
US,Bisexual,Other,No,A,-91.16261409099258,-49.32581838118249,111.76446689698591,E,D,1
China,Heterosexual,Muslim,Yes,D,-98.54191734391918,79.6252357591106,-50.98392968170204,A,B,0
Brazil,Bisexual,None,Physical,C,106.42292763664418,-70.7075913925257,-21.616814506812453,B,A,0
UK,Other,Christian,None,E,-45.43403755040172,69.8126962206004,-28.67933412906981,C,A,0
Mexico,Heterosexual,None,Both,E,-13.248827319420833,-141.44850965254747,-62.34795431130033,E,B,1
China,Bisexual,Muslim,Physical,D,-2.067222746182385,-4.5266754933837605,-92.60452890488227,C,B,1
UK,Heterosexual,Jewish,No,C,37.78488094978471,188.36699483063504,-51.05505925412183,A,E,0
Other,Other,Christian,None,D,-203.2457852846973,25.4527035635426,-45.501543539888495,A,B,0
India,Homosexual,Other,Physical,E,-43.34830508186852,71.68045378833357,-50.74114763233787,A,D,0
Mexico,Other,Hindu,Both,B,-20.728684932634938,-40.98523771428066,-89.27136628378499,C,E,0
Germany,Homosexual,Christian,Both,D,75.83571896153931,65.6980435736025,-12.396749682749663,D,A,1
UK,Other,None,Both,E,-115.11617294970395,-148.45495672080395,-89.63583472569651,E,D,1
Mexico,Other,Buddhist,Yes,A,18.44133165177599,160.52257229570276,-154.1488109309688,A,C,1
India,Homosexual,Muslim,Mental,C,89.28829301502896,-27.76254517770821,94.89935720209344,C,E,0
Brazil,Other,Hindu,Physical,C,156.4856267995997,1.5020851430926143,-70.91548654690753,B,C,1
Germany,Other,None,Physical,B,28.067935606845175,-37.897741864410946,153.64152069308608,D,D,0
Other,Homosexual,Other,Yes,A,89.53971585130735,128.0709224246341,63.462308519712394,B,D,1
India,Heterosexual,Jewish,Physical,C,97.34277041453277,183.0804851443869,29.72618941784868,D,B,1
China,Homosexual,Buddhist,Physical,E,-104.24255857636851,-48.648902733389015,55.42997844024892,B,D,1
Germany,Homosexual,Other,Mental,A,-49.294577936709565,-44.8783878518172,93.12876699928611,E,C,0
China,Other,None,None,B,4.012927804801921,-23.27985276553271,43.1636147196436,E,D,0
China,Homosexual,Jewish,None,E,-280.4656226379893,-52.57086381451907,-0.8395814737956743,D,A,1
US,Homosexual,Christian,Both,E,-6.429488634843469,38.58706478156587,126.53416005403469,B,A,1
US,Bisexual,Other,Mental,D,175.26824317448865,-72.14991773413027,-37.836062730430946,C,C,0
China,Other,Jewish,None,C,60.82595321501757,-109.50359250742359,209.40849642608117,C,B,0
China,Other,Jewish,Mental,E,57.315502916012015,-96.56141263915616,-3.922066527173909,B,A,0
Germany,Other,Other,Yes,B,85.14757745181093,65.62844894701276,65.19843903751783,A,D,1
India,Homosexual,Hindu,Both,D,24.24970035155061,-84.22904765854283,27.499320844357882,A,C,0
China,Bisexual,Muslim,None,A,31.09941936553351,-75.98835228498818,-101.26051284138215,E,D,0
India,Homosexual,Other,Physical,A,-12.430606304924824,51.30703491673947,-104.67199349915765,B,D,1
India,Homosexual,Buddhist,Physical,A,-90.15212584838807,-97.67022666565704,13.332679989183353,B,B,0
UK,Bisexual,None,Physical,C,54.29018890547444,32.628045270589276,-17.977902037306208,C,D,0
UK,Bisexual,Jewish,No,C,129.1224534487777,12.982550483061656,57.203521869583874,D,C,0
China,Bisexual,Other,None,C,-123.25423483546376,-153.20925662189396,195.1853110425102,B,A,0
Mexico,Bisexual,Hindu,Yes,A,104.68748924002693,142.5419135168392,-32.15202851027532,B,E,1
Other,Heterosexual,Other,Physical,C,142.0468236583572,49.505864886463996,69.08740276664363,C,C,1
UK,Bisexual,Buddhist,None,E,25.033022743550404,-43.63139779997202,37.82531939972803,D,A,1
Mexico,Heterosexual,Other,Physical,A,-95.32610078293942,-35.0015042114962,86.09490471328917,A,C,1
Brazil,Heterosexual,Hindu,Both,A,-56.36962007935015,95.23219807276135,-96.1607999827555,E,A,0
US,Homosexual,Christian,No,D,250.5384092232802,-5.266122919527702,-109.40752705652974,A,D,0
Other,Heterosexual,Christian,None,B,7.7735302127051975,-150.70530708747205,78.498780092502,C,C,0
Germany,Bisexual,None,Mental,A,50.63264035405869,-88.77619470210372,-108.98429691704756,A,C,0
China,Heterosexual,Other,Physical,E,-147.8794433269524,15.884645842783621,18.69628854516088,A,D,0
India,Homosexual,None,Both,B,-57.512094187889176,138.67839105294036,223.74414104648972,C,E,1
Brazil,Bisexual,Christian,No,A,-0.22500938165306358,114.73206213550904,-116.38547234243879,D,D,1
UK,Homosexual,Muslim,Mental,A,-151.79709592389474,-13.399530891581774,-41.04680241047659,E,C,1
China,Homosexual,Jewish,None,B,-141.13614706248987,106.69153451791216,-48.27375361864352,E,A,0
UK,Homosexual,Hindu,Yes,C,67.93161765097234,54.32482157189724,221.4845672875771,A,B,0
UK,Other,Christian,No,D,112.08677479585103,114.82561198840777,-48.385295678788395,C,C,0
Germany,Homosexual,Muslim,Physical,E,33.75420743698942,-20.21067430384848,-26.244479189221604,D,E,1
Mexico,Homosexual,Other,None,B,158.4424373848244,-20.13546164296586,-48.32841271594293,D,D,0
Brazil,Heterosexual,None,Yes,A,49.179743743780534,-28.788089797801398,43.60556946556325,D,A,0
Germany,Heterosexual,Other,Yes,C,124.36379305501717,41.072318528802484,-21.25611854765253,D,C,1
Brazil,Other,None,None,E,-78.10873473919938,-97.09417043657625,4.544012556450212,E,A,0
UK,Bisexual,Buddhist,Both,C,94.0480707734415,23.54046619012854,-100.62161719819636,B,A,1
China,Other,Christian,No,D,-72.50393253047785,-108.86778451309576,-12.130659331005974,C,A,0
Mexico,Heterosexual,Buddhist,Mental,D,-106.9546409128483,-109.4455600810871,-147.28752426136052,A,C,0
India,Bisexual,Other,Mental,C,-13.401466450155153,-62.26836945117431,60.52744082266388,E,B,0
Other,Heterosexual,Jewish,Physical,A,29.063992845854813,-15.576956141891163,50.56952178922893,B,A,0
Other,Homosexual,Buddhist,Both,E,-194.0862020524766,-51.92638947643617,-113.68198862280924,D,D,0
China,Homosexual,Muslim,Physical,E,-75.1446493524185,-106.52367531558973,-36.42601073842803,D,B,1
China,Homosexual,Buddhist,Mental,C,82.54953026551443,-121.67827051388926,-110.23885402288131,E,A,0
Mexico,Heterosexual,Other,None,D,-31.777893009925663,95.34914103618901,-148.8803875983343,E,B,0
Mexico,Homosexual,Buddhist,Yes,C,94.79741539671411,-52.689471555743616,-71.38479476470152,E,D,0
US,Other,Buddhist,Both,B,19.832912016707862,-106.0024031242617,-39.04774632783138,D,C,1
India,Homosexual,None,None,B,-5.468883390101273,-35.78264414102934,2.323688648062321,E,B,1
UK,Heterosexual,Buddhist,No,B,44.26647855155235,-0.21828498290574258,74.39195124616991,A,D,0
US,Heterosexual,Muslim,Physical,E,135.534384255914,58.371806719395835,-44.1321493122938,A,C,1
India,Other,Buddhist,Mental,B,152.48379438466029,-0.18342975097701483,-101.90400887017886,C,E,1
India,Heterosexual,Jewish,Mental,B,-67.215168333766,-138.52807039972555,-12.790268811048083,E,B,1
US,Homosexual,Jewish,None,C,29.945273585248227,110.1409462958187,9.742874757469131,B,B,0
Mexico,Heterosexual,Buddhist,No,B,88.28375115808683,-29.881251251854167,57.5972969647903,C,A,0
US,Homosexual,Jewish,None,E,-75.0857865793992,95.53265148521832,116.0810038957832,B,D,0
China,Bisexual,Buddhist,Physical,A,-56.404786806063015,-66.55709635613218,-156.1250831557762,B,E,1
India,Bisexual,Muslim,Physical,D,-43.29139550547142,-135.01018471517605,44.39421906706966,B,E,0
Germany,Heterosexual,Christian,None,E,-25.64318169584368,29.301923208934294,28.386157925924206,B,A,1
India,Bisexual,Other,None,C,144.51020735589233,41.14658660225204,94.0992869046334,D,C,1
Germany,Homosexual,Muslim,Yes,E,-47.69766459626924,-42.49495431535648,-70.95668773325153,E,E,0
Germany,Other,None,No,A,100.22393517793591,4.401433300754514,105.30370493758822,C,D,0
Brazil,Heterosexual,Christian,Both,A,165.45400071189843,27.179599057683625,-22.325382765127554,D,A,0
US,Bisexual,None,Yes,A,166.4369964056256,179.87172245505548,-80.76733981692622,E,A,1
Brazil,Heterosexual,Other,Both,E,-19.422256191705795,30.296976414863845,181.14739375491558,A,B,1
UK,Bisexual,Muslim,Yes,D,-60.78425419857367,-117.8801757015794,163.5835583911368,E,D,1
Mexico,Other,Hindu,Physical,E,-81.87157678017302,-142.88700819870354,31.064052625634915,A,C,1
Brazil,Bisexual,Muslim,Mental,A,-57.49243783398962,31.34378700079024,-96.36207621649159,E,D,0
Other,Heterosexual,Christian,Both,C,-146.40182837285596,62.96824680668561,229.8788166516393,D,C,1
Mexico,Heterosexual,Jewish,Both,E,24.56861273555783,115.55451486979315,202.57838461901252,B,D,0
UK,Homosexual,Buddhist,Both,D,33.82900208200641,48.24800686280006,25.000520917955672,C,A,1
Mexico,Other,Hindu,None,E,-27.61710233612292,13.538343542771248,52.60205046134707,B,B,0
Germany,Homosexual,Hindu,None,B,-103.3494052654377,51.062646373351605,-67.06707048890678,A,C,0
China,Heterosexual,Buddhist,Physical,D,4.505587815862102,-95.02036474861212,-105.75022979224383,E,C,1
Germany,Other,Other,Physical,E,82.60659509659321,-35.8484304172381,69.44632551158868,D,A,0
Brazil,Other,None,Yes,C,-95.40650656667012,52.602175673593024,-22.57935223192491,A,C,0
Brazil,Bisexual,Muslim,Mental,E,198.4237231612025,-206.18901669413603,76.60176762323574,D,D,0
Other,Heterosexual,Christian,Yes,E,90.13743738851025,186.51622282946872,20.729776249150508,D,C,0
Other,Heterosexual,Christian,No,D,13.082106576575239,-78.9891529965933,-47.376924880201535,E,C,1
India,Bisexual,Hindu,Yes,E,80.16127795560082,-118.977727698754,-8.469525820121733,B,A,1
China,Heterosexual,Buddhist,Mental,B,-169.47719860140649,15.148483943629317,-75.06448741037282,D,D,1
Mexico,Heterosexual,Other,No,A,-25.09828474515118,145.73158661422713,-123.87119682112126,B,E,1
Other,Other,Other,Both,E,-57.7268126123914,211.32300752976545,-24.01063965821435,E,E,0
Brazil,Homosexual,None,None,B,50.577562529152296,-50.15482150296763,124.60322485490731,C,B,1
UK,Homosexual,None,Physical,E,19.501589195128908,-79.3016230144487,-119.7194000860491,A,C,1
China,Heterosexual,Christian,Both,D,-81.05263363620422,48.452612201649906,56.37655549559781,E,B,0
China,Other,Christian,Both,E,-65.08059065376418,-215.20127038216526,21.844732557452218,B,B,0
India,Heterosexual,None,Both,A,-102.25211655888458,47.11294152217684,140.250575261826,A,B,0
Brazil,Other,Jewish,No,C,-99.69554755420664,-11.534052851076181,136.56852537919576,C,E,0
Mexico,Other,Muslim,Mental,C,-26.64018214641369,-85.27571207731215,210.6309694852626,A,E,1
India,Heterosexual,Hindu,Both,D,3.29388094604591,-36.72212114141985,94.68975324435057,B,D,0
Brazil,Heterosexual,Buddhist,Both,B,41.59040994456838,90.24857282032384,87.29063789945458,C,E,0
US,Homosexual,Muslim,Both,D,57.57994048343799,-34.125823293154376,47.60943403270185,A,A,1
China,Heterosexual,Buddhist,No,B,45.37251664098438,95.41757993593333,65.96715592019436,A,D,0
Brazil,Heterosexual,Christian,Both,B,28.199329063584745,-73.01299510824441,-102.08199023493547,A,A,1
Brazil,Homosexual,Christian,Physical,E,120.13080503569122,-49.94339066599705,-114.5996074520758,E,A,1
Other,Bisexual,Buddhist,No,E,33.96716810951092,38.88584927965455,104.74986205972291,D,C,0
Other,Heterosexual,Christian,None,D,-5.811349019975489,114.51832854328521,110.695192370338,C,B,0
Brazil,Bisexual,Jewish,None,E,153.70813511612428,96.5702167654462,-11.477893983179358,D,B,0
China,Homosexual,Jewish,Both,C,126.38518237584854,19.240510442657424,-40.61527284148822,A,E,0
Mexico,Homosexual,Buddhist,Mental,C,104.10901847793508,-34.11029174569039,66.84767460814469,C,E,1
India,Other,Hindu,None,E,72.120806567014,156.03070079633756,14.180742270466107,E,C,0
Germany,Bisexual,Hindu,Physical,A,-51.74120519717324,-6.403364125985404,102.34195445734358,D,C,0
Brazil,Homosexual,Other,None,D,-214.706106637421,328.54638019617283,-107.93932992289643,E,E,1
Germany,Heterosexual,Buddhist,Both,E,-20.709761897133227,24.468568045674658,25.09451446726636,B,C,1
India,Heterosexual,None,Yes,C,-38.9180911631961,88.13085579035322,10.54528799435813,C,D,0
Brazil,Bisexual,Jewish,Yes,A,15.110469274213218,117.00671620075926,-66.6134316435477,C,A,1
Other,Homosexual,Christian,None,A,-103.38170375448736,-22.927101956115667,129.5502498924027,D,A,0
Germany,Heterosexual,Other,None,A,-26.31594616668627,28.065687135403046,0.5111843730290307,A,A,1
Germany,Bisexual,None,Yes,A,80.92277718088584,49.694704642665336,-132.61937327810665,B,D,1
UK,Homosexual,Buddhist,Mental,C,74.54003317191847,-124.32515781602326,89.705540358867,E,C,1
Germany,Homosexual,Hindu,None,B,-9.10887526647847,188.5130819245007,-66.11932231068846,E,D,1
Mexico,Bisexual,Christian,Yes,E,-24.583469560962797,-58.72449793324582,111.11992699296647,E,B,1
China,Other,Hindu,None,C,32.77727290067412,-21.656735923447894,9.875215294068731,B,D,1
Brazil,Heterosexual,Jewish,No,B,-47.21239348939042,65.06158112488912,-63.16880997449578,D,D,0
Other,Homosexual,Muslim,Yes,E,-123.26589814378619,-64.89660812895212,-121.71514394914593,D,A,1
China,Other,Buddhist,No,C,84.49595629981899,-141.84255445045542,36.472193724520395,D,D,1
China,Bisexual,None,No,A,-104.28095672916038,-115.95095527814901,65.67277883481229,C,D,1
Other,Other,None,None,D,116.84331665105702,-50.43796926499328,217.1407444698052,B,B,0
Mexico,Homosexual,Buddhist,None,D,-88.54426625413706,30.025981204238384,-7.375845551533125,B,B,0
UK,Other,Buddhist,No,E,-204.64190401094368,14.733566014642177,-0.5551002426534245,E,E,0
US,Other,Jewish,Physical,B,-116.18251199631126,28.154523646552228,190.45659408892814,C,C,0
China,Homosexual,Hindu,Physical,B,-106.49168352610943,85.02852692625429,1.0902201223955825,E,A,1
China,Other,Jewish,Both,D,-139.7214266936232,31.884048695243788,100.68450349467308,C,E,0
US,Heterosexual,Other,No,B,5.746769872543149,-21.69099107017493,-1.1107607568891982,A,B,1
Other,Bisexual,Jewish,No,A,123.28154885543334,-23.326472008549562,1.4992892330440628,E,D,0
Brazil,Bisexual,Hindu,Yes,D,-58.31792037988163,-33.52260194607013,-98.0099785064377,E,D,0
UK,Other,Jewish,Both,E,-35.913232575640265,53.47839248495577,-35.27891848610529,E,A,0
UK,Other,Muslim,Physical,A,-11.595107225961117,61.13883881362688,-53.355220076809054,D,D,1
UK,Heterosexual,Christian,Yes,C,158.59173089822525,-57.64322794364249,153.77693687474968,C,A,1
Germany,Other,Buddhist,No,E,102.79368826320056,-15.186987314885405,-43.08424310067329,E,E,0
Germany,Homosexual,Hindu,Physical,C,-50.02469387880259,-130.61351855814715,180.35008858586662,A,E,1
UK,Other,Buddhist,No,A,-231.32312267502124,-2.542713426401096,-112.46253473589528,C,E,0
China,Bisexual,Muslim,Both,D,4.652195422320961,96.70786112842136,-11.341602136641573,C,B,0
China,Other,Muslim,Physical,E,21.748787210697383,-44.81956438993256,-256.6984799577129,E,D,1
India,Bisexual,Jewish,Yes,D,-119.28665584239735,-214.61459516208345,189.81602162936227,C,A,1
Germany,Bisexual,None,No,B,11.055191100009438,343.36253601867253,176.41172764024893,D,B,1
US,Heterosexual,Jewish,Physical,B,68.80594266294207,-14.38395467829175,-58.1183609528919,D,D,1
Brazil,Homosexual,Christian,None,A,94.59898580321897,37.48397257858447,148.68679299684018,A,C,0
US,Homosexual,Jewish,Mental,E,-37.864665444674976,-122.22584349714505,24.477140238965863,B,B,1
Brazil,Heterosexual,Muslim,Mental,A,166.36839221491937,-130.05174113568043,-25.767519488566325,D,C,0
Mexico,Bisexual,None,Both,E,-195.5242224336968,58.234195523823274,-31.214332606618537,E,A,0
UK,Heterosexual,Jewish,No,A,64.36091855672863,169.95876954599268,-73.80687297114308,E,E,0
Other,Homosexual,Hindu,Physical,A,228.6828563420422,180.79393564393266,-35.485975489551606,E,B,0
UK,Bisexual,Buddhist,Mental,D,11.09632275556693,62.69374769274889,-22.41811214048674,B,B,1
Mexico,Homosexual,Hindu,Both,E,-21.334028003557716,-24.37791919899384,-53.64422902309754,D,A,0
UK,Heterosexual,Hindu,No,D,-6.72662404121226,41.73288953729302,116.11085517068406,A,D,0
Brazil,Homosexual,Hindu,Mental,C,50.77699534642043,51.39262618972123,-58.74125427737534,E,D,1
Germany,Other,None,Physical,E,-187.6344974520022,68.95234688012759,-79.15535467835709,B,B,1
China,Bisexual,Buddhist,Mental,C,46.13758508125035,103.81555071326835,-152.65827150802698,D,B,0
China,Homosexual,None,Both,D,128.73866285582235,-42.39993233082587,7.936414759513221,C,A,0
Brazil,Heterosexual,Other,Mental,B,-79.15422331535022,-41.88118912338367,-68.79006964968603,C,E,0
Brazil,Heterosexual,None,None,D,-15.07494055793845,64.52709932561417,6.121488069359864,C,E,0
India,Other,Muslim,Mental,D,-45.80625720494301,158.10780765015502,-45.40112337681909,D,B,0
Brazil,Homosexual,Christian,Mental,A,43.19158169168158,110.15791317161552,8.130334500939487,A,A,0
India,Heterosexual,Muslim,No,C,-140.0964310750026,-67.0248085492839,-42.945810689130134,D,E,0
Brazil,Homosexual,Jewish,Yes,E,-118.61116104033506,171.06038235116705,-94.12692807308021,B,C,1
Germany,Bisexual,None,Both,A,-250.29950356022178,110.63770259865358,143.73318237395105,D,D,1
US,Bisexual,Hindu,Yes,D,91.43603644812045,117.7808387484788,-140.8238132899233,D,B,1
UK,Bisexual,Muslim,Physical,E,-44.48118560854081,-145.4230770803012,-35.37832730365399,C,A,1
Other,Bisexual,Hindu,Yes,D,-0.37665225370758415,17.621758594270894,-214.96254466237673,A,B,0
UK,Heterosexual,Buddhist,Physical,C,-22.76662588041804,59.665697099795125,-1.8732979194817034,C,A,1
Mexico,Heterosexual,Muslim,No,E,-79.795280942444,32.8721392990945,-35.5958542133469,E,C,0
Other,Bisexual,Other,Yes,D,121.84611054768905,-14.195627950476569,-56.37889680055478,C,C,1
China,Heterosexual,Muslim,No,D,-34.34377579638286,96.3594708201308,202.4402564221483,C,E,0
Brazil,Bisexual,Hindu,Both,D,-40.451804149325696,137.30262603452192,2.713042946766637,A,B,0
China,Bisexual,None,No,E,2.2774608353114907,113.32266851295178,110.39717760091388,A,A,1
Mexico,Bisexual,Muslim,Physical,E,78.48694082564506,28.98753836026581,122.26708230107151,A,A,1
Brazil,Heterosexual,Other,Mental,C,-218.2802845068873,69.00628156916632,-212.80511889685445,E,B,0
China,Other,Hindu,Yes,A,44.66173937709518,-156.2930619802868,26.56872141980045,D,E,0
UK,Other,Hindu,Both,D,24.1424040423108,133.97710679979963,129.03013708980623,B,B,0
UK,Other,None,None,A,101.50986077410937,20.053525177214127,47.945646021766926,E,A,0
Germany,Homosexual,Buddhist,None,A,-151.10625059882082,15.723301505782192,-42.50041629328842,E,C,1
US,Homosexual,Muslim,Physical,A,49.764161941561234,-90.23556257381495,9.934193096936776,B,D,0
Other,Homosexual,Buddhist,Yes,E,-30.421345227902556,333.8617188857694,-58.88391121716877,A,E,0
Other,Homosexual,Hindu,Physical,D,30.376178577226305,-88.99656180296991,180.47327568845952,A,B,1
Germany,Bisexual,Jewish,Yes,E,-62.093282445402465,18.977199409549907,-72.78367282506794,C,B,0
Other,Other,Christian,Mental,B,91.23079196256002,-34.44052399582394,-190.37783833102426,C,D,0
Other,Heterosexual,Other,None,A,-166.48836681854897,-1.4601931160399098,125.40326292758941,D,B,0
India,Homosexual,Jewish,Yes,D,-34.191309885987955,-191.37033335049875,40.59359163052505,E,C,1
UK,Heterosexual,Hindu,No,D,-100.22645453631007,-36.54159405003285,-62.93399861222713,E,C,0
China,Other,Buddhist,Mental,C,-77.23270096924674,-128.55419329339153,0.7377982765263381,B,B,0
Mexico,Homosexual,Jewish,Both,D,-56.47000912273447,104.55095665362239,-92.60002545290622,E,E,1
India,Heterosexual,Other,Mental,B,-1.1348679692864394,7.236505417931189,9.086427189245791,B,E,0
Brazil,Heterosexual,Christian,Yes,B,187.6477866658528,217.12876030291045,14.680745764226492,E,A,1
Brazil,Heterosexual,Buddhist,Yes,C,-204.20624773208624,-79.2776137352772,-193.4922384375787,D,D,1
US,Heterosexual,Jewish,Both,A,100.75923378341768,115.65017829062394,-71.60550719189762,B,E,0
Mexico,Heterosexual,Buddhist,None,B,55.46267088696851,-158.9756058825254,33.601801741340985,E,C,0
Brazil,Bisexual,Christian,Physical,A,108.36924002190875,127.49696985327252,67.62819895591878,D,D,0
UK,Heterosexual,Muslim,Both,C,-28.673868348158553,67.68377780667653,4.947487712397887,D,C,0
Other,Other,Muslim,No,C,35.05660066706286,-41.92840530941736,22.186217393586613,C,C,0
China,Heterosexual,Hindu,None,D,-26.817838153936346,2.580674018998943,-113.72514213228146,C,C,0
Brazil,Other,Muslim,No,A,-39.049672914402265,190.70661250080008,153.07373031566829,D,C,1
Germany,Other,Muslim,No,B,197.84307020020924,32.21905212793332,-40.718251855235955,C,A,0
UK,Other,None,Physical,D,31.350225225311107,58.84811432582866,-151.89655687746895,B,B,1
China,Heterosexual,Other,None,C,-17.12165991888257,9.47211766638731,10.190294327963615,B,C,0
UK,Homosexual,Hindu,Physical,A,111.38121824386138,-56.80175444857777,142.8203630449981,D,A,0
India,Heterosexual,Jewish,Mental,C,-10.029323076563625,10.06096563810731,-32.212327987875426,A,B,0
Other,Homosexual,Jewish,Mental,D,114.60680300109279,23.612666707762,34.8137221976531,D,C,1
India,Other,Buddhist,Yes,E,-34.034184369841384,24.46693449680938,-105.17045606569704,E,E,0
UK,Bisexual,Muslim,None,C,-66.98546620854974,-13.62100461416714,32.56705913471585,A,B,1
India,Homosexual,Christian,Both,C,-181.0165281230759,10.80874542483587,60.78952863509328,E,B,1
China,Heterosexual,None,Physical,E,33.47089744330081,-105.01627181303188,49.55629403163359,D,C,1
