military,Disability,age_range,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,target
No,Both,36-50,A,-22.14136536405327,B,-175.43599092429213,123.43885603956406,101.56655173304291,-19.043615622393247,C,66.68850243997753,D,0
No,Yes,65+,D,7.280091826000634,C,174.64098906734827,-54.92672299473299,-153.28014814165198,-47.61744233813591,C,-154.33860126584943,D,0
No,Both,65+,D,127.7733420638911,C,-1.713520422359224,79.55995704563102,4.24250729570143,-111.63654351701912,B,-62.85640198367787,C,1
Non-Veteran,Yes,65+,C,-80.02793546394575,C,12.67447738801134,45.779821891002086,2.817455677425914,119.37384884318625,B,-90.02038702750825,B,0
Non-Veteran,None,51-65,C,-121.1432897445405,B,85.06767033274912,-27.923896341335652,-35.25288895451369,2.2508154838445966,E,-28.122421677526667,C,0
Yes,Yes,36-50,A,-76.65735264204302,E,-34.130282136348235,-114.12999897934468,99.7884684329769,-27.083895484571936,D,-118.62971765094188,B,0
No,No,51-65,D,38.001314998036484,A,109.31616339054386,67.79366914463506,38.10290980663934,33.06784520066828,B,-55.815386130696886,A,0
Yes,Mental,65+,C,104.57652719915207,A,-5.001296723454381,-9.963341542503713,-75.7233054718073,105.70236455430924,D,-71.93566476491736,E,1
No,Physical,65+,A,86.57614025517897,B,99.00816463116233,-14.186604424394991,-120.70038805567518,-40.21204251751559,D,41.8920051739116,C,1
Non-Veteran,Yes,18-25,B,-118.69877475257181,C,129.56921063419327,93.83301800384022,42.930196190918565,-53.934667331051166,A,-150.64959453420647,C,1
Veteran,Both,26-35,B,-95.91993807491271,A,44.692573548894096,2.4820056240408404,-99.46642216793093,153.22902724878614,B,78.94249823450674,B,0
Yes,None,51-65,B,112.57674356495058,A,-143.2042062764988,-132.00505058248262,-94.63593116511838,-97.43942447023726,C,18.84614978354747,B,1
Yes,Mental,18-25,A,48.61523885995525,D,-74.28955707140295,8.898631296486872,-60.904852706372345,-77.08992492259964,C,84.8381278363214,C,1
Non-Veteran,Mental,26-35,B,58.72788518969857,D,-12.690619195833367,-50.54923298097801,96.14193267033899,-104.82723322426162,A,112.75952415405132,C,1
No,None,65+,D,-148.39238942111265,E,-88.2212492829044,22.668627539116258,33.51530581237055,33.62590502238326,C,-45.230731640892365,A,0
Non-Veteran,None,65+,A,77.94876340627765,E,-52.51010625657271,57.30580842240583,-125.7416455347797,15.823806013911016,D,49.55274588989396,B,0
Yes,Physical,36-50,A,-120.2334278907478,B,-178.07594220480573,-24.469758112640864,58.604809522183686,154.65802161207534,C,-7.683818576525842,D,1
Veteran,Physical,51-65,C,160.12082677366445,A,19.748725725147974,97.53429131423839,-263.4694251077427,108.97502329356999,C,-4.610215247751389,A,1
Yes,Both,26-35,D,45.86061159910382,E,66.46398795327943,119.7384994050893,-127.11698173363743,-14.81541490464865,E,119.02857793424297,E,0
Non-Veteran,Physical,65+,C,70.77473387670894,A,-45.90155459193855,-65.30153192716,-20.21195289738045,25.015141494150157,D,-10.295475600463732,B,0
Non-Veteran,Physical,26-35,C,-106.64923541111062,E,-32.46519479603609,-20.151801733388634,115.61639523778967,-106.44514905273172,D,38.87138401388786,E,1
Non-Veteran,Yes,36-50,B,-27.658957888423462,E,84.76435268440659,178.83242951809245,-22.194179817709202,9.77301686751443,E,-98.57463951005336,E,1
Veteran,Mental,26-35,E,-231.89189384076968,A,53.08450582537391,200.08955523449748,-55.69041728169808,70.80367923379508,B,-95.9410515770274,A,1
Non-Veteran,Both,51-65,A,-199.64784635102257,E,-58.36566380942505,-152.99522688058184,119.58069866514802,-309.3270912072378,C,19.265069817787968,B,0
Yes,Yes,26-35,C,125.70572757953262,B,-20.712973074668238,-191.9936108566916,53.02398942181743,14.713184634859086,A,-45.79626411612168,E,0
Non-Veteran,No,51-65,D,-123.18258186282434,C,-21.09352125653833,86.72491158754934,-3.849961280284927,-58.39187089029687,D,-166.5463121768167,C,1
Veteran,None,65+,A,198.9866751397833,B,-26.163123129490888,66.71099151252503,-127.79235421059182,-14.1228966659979,C,41.651505851869366,A,0
Non-Veteran,Mental,18-25,A,-17.69002153262789,A,-3.326209895418897,-56.61139461372294,-119.35835769950181,136.25719184618245,A,-158.41536071585867,E,0
Yes,No,51-65,C,-88.32524541072677,E,249.10305834922372,136.49577860994046,75.41470777956802,-33.708463842722956,B,-104.60196388732197,E,0
Veteran,Mental,51-65,B,-48.41007471325872,C,248.33321724805216,49.788655442387544,65.26750130721105,-154.18501688521403,E,38.77930510386225,C,0
Veteran,Yes,65+,E,-90.22220309767256,C,-46.16488826565588,-42.600965670892094,19.851980837153864,136.93740637839576,A,-6.6368277895189705,D,1
Veteran,No,51-65,B,15.384120872880638,B,-58.895444050423386,102.74494558617843,162.1788072178793,90.25737210116525,D,54.822971231200334,C,0
Non-Veteran,Both,26-35,A,-83.03345518568541,C,-85.7033611963599,-63.318727881126726,5.912127849874401,73.87236985101417,B,162.88888573302592,D,0
Veteran,Yes,36-50,B,30.732920808221152,E,-4.267971995945047,25.447908965600636,162.87715596710035,194.7944108150335,B,55.88026891787226,A,0
Non-Veteran,Yes,26-35,E,-37.860558784046816,A,171.24368078011474,77.26834887491432,110.85916206674504,-145.86853757946056,D,91.70314152757611,E,0
Veteran,No,18-25,C,73.48976109163134,A,-32.13732572483124,40.0090111276925,-135.03924124008685,-129.93520323575444,A,-241.7586658365309,D,0
Non-Veteran,Physical,26-35,D,-36.87491166096766,E,17.165545727518484,99.92928832930481,-27.334370865329895,-95.6372267080136,D,-12.768489164538332,D,0
No,None,26-35,C,-82.04280727916368,C,-94.23975246245512,34.56019902084899,-18.936490039205353,-72.71271524699976,C,-78.65570864825395,B,0
No,No,18-25,E,50.3310138511452,B,-21.134724910611627,89.46532851039723,-10.320605954164193,-43.7599471129395,C,-76.00892356743088,A,0
No,None,65+,E,34.51980819365113,C,-213.19283630643523,-27.202391470000265,45.5097494645063,4.63073947019084,A,148.00190987300272,C,0
No,Yes,26-35,B,-38.56465265054882,C,-9.446860137567093,-24.965862211852563,74.2605077835368,-34.17294949270186,B,55.80228384369767,C,1
No,Yes,51-65,A,19.738262733903962,D,52.392554446379776,-3.2121107827985522,12.42808630528025,49.92267335210511,C,63.00952049818439,B,1
Veteran,Both,18-25,B,4.697904585109097,D,28.542679554219607,-79.00739490083309,47.14175110397186,-59.970915361890164,A,148.7021611839174,D,1
Yes,Both,36-50,D,-77.164919260587,C,75.2862817359842,-126.06954047572849,103.11852464466686,-66.58042883795781,D,3.697277235156183,A,0
Veteran,Mental,36-50,A,35.5367532496486,E,48.06103705189936,-4.979149522479215,-63.025542625522945,70.20930184525014,B,8.226841820541924,A,0
Veteran,Yes,36-50,A,126.41276033330209,C,-32.50836183921233,-25.283277681188153,21.245756499613215,198.61238045172144,E,152.69552538615636,C,0
Veteran,None,26-35,C,-74.86137860767363,C,-59.99927562797316,-74.25335385165278,207.39098572127742,-18.868668780011262,B,-122.60402691164403,A,1
Veteran,Physical,26-35,B,16.33368072020979,A,122.66598389033105,-119.85671166585021,84.19272532667253,-84.23150582119034,D,-190.10139366853844,A,0
Veteran,Both,51-65,A,100.02488983772705,C,-19.163249671899678,-139.70408830982203,81.216522769919,91.65492772844257,E,-18.574926905969253,A,0
Yes,None,65+,C,32.46934376470946,C,-25.234468458211783,-87.35696692460422,-66.1958176617231,22.946877990125554,C,44.7942693604469,B,1
No,Physical,36-50,D,139.2667523788204,C,-29.215303592752644,-78.63007511314954,48.49939529184637,64.04231079366198,C,89.47864570898543,D,0
No,Both,65+,D,25.51410905290443,C,6.668483827870383,-112.98822220942462,91.25165932756002,-17.339422667995695,C,-42.38038703891704,B,1
No,Mental,18-25,D,80.78723983543458,C,-59.593657511644025,17.355505945985872,-80.04812169996187,36.643439570534404,D,-103.41007502581986,E,1
Veteran,No,36-50,E,146.3521658472407,E,6.406652528949092,-204.15341538416533,-39.35002012597133,-58.03742629491618,A,-36.861319456114266,A,1
Yes,No,26-35,B,-35.56332824478359,C,-27.791930864104586,-69.44942384581428,3.2786193329397313,32.73390903110619,C,-8.402195393460314,D,0
No,None,65+,E,-27.35207294926146,D,-56.55331834454821,-6.225542187809756,214.44309539126607,43.23237444337408,E,48.79831335795048,D,0
Yes,Physical,18-25,E,140.52396845165111,D,-6.523717271432537,91.88390033867127,-29.54899180321739,123.88292380361281,C,-39.86193698919387,A,1
Veteran,Yes,18-25,D,-53.08576398291888,B,37.63196269815449,22.395010056117084,-54.72996340572821,49.44811709047556,B,-212.30323994870548,E,0
Yes,Yes,18-25,E,176.83076488934228,B,25.49494854415295,-75.89283522442793,-58.69210506435505,-161.8298762307027,B,-38.811283015288964,E,0
Veteran,No,18-25,D,101.42216441371592,A,-20.8175239939907,-76.80250671295497,-121.65084008567382,-118.88571071582479,B,-30.47514952775345,C,0
Yes,Yes,36-50,A,-37.60861532151847,B,-5.8627454631778795,90.16933334164787,4.687764885206544,135.8829123823919,E,-84.57595908612426,B,0
Veteran,No,65+,D,85.7612126609958,C,-59.74568832651958,158.6751723405666,-38.46954313720723,80.01222482278413,E,-66.92649443593865,D,1
No,No,65+,E,-50.68490838474216,D,39.30182642221241,-102.31563883330796,19.324121268040393,-80.2615673466389,C,-114.4019150083304,E,1
No,Both,51-65,B,-44.16139555189936,B,34.98933572079387,125.93342546834418,207.0596367242672,63.75893722610976,B,141.8122879083948,D,0
Veteran,No,65+,E,-22.47227572799172,C,42.17561220515933,18.859623923373004,-69.37203326537336,-53.57105591196137,C,-63.197077879849154,E,1
Non-Veteran,Yes,26-35,E,-37.59876003887175,C,-303.64172804874386,101.14473567362867,-41.40346204346015,1.9648536030957873,C,18.54414101567952,D,1
Non-Veteran,No,18-25,D,34.47283937877557,B,90.67930620893085,29.006573678798585,142.72134020023768,26.571631605292538,D,-52.13079019745336,A,0
Yes,None,36-50,D,187.05942202400908,C,-108.2060770378751,60.92200417840089,-12.800319283028868,-183.2776592393465,D,-61.06807720024378,C,0
Yes,Physical,65+,D,-141.61003013680715,C,14.253907854998834,-64.91410944629929,117.27108131967637,20.638026297124377,E,-7.6731393700479975,A,1
Veteran,Mental,51-65,B,-52.76424815425668,D,-113.28218977402341,-125.01847332232265,11.740999826619515,12.250170488517455,E,48.28144054896246,B,1
No,Both,51-65,C,21.356048240804064,D,-120.86038099512564,-48.6569305286547,2.8436072466232507,-30.752975185076707,C,-138.35576394029442,B,0
Yes,Both,18-25,E,-1.7473427815532436,D,-227.59288757471325,-43.99179339965099,65.8913679959259,78.94725468350921,C,-50.341260369725994,D,0
Veteran,No,36-50,D,202.82152481034728,D,-64.38805287182144,-67.9230521192157,-117.66382344928044,58.177724962835974,C,22.55048341228762,E,1
Non-Veteran,Physical,65+,A,100.89817425996767,A,-0.0925362659176024,-65.8894307663678,-51.285034051083315,154.85446775890617,C,-129.52587544097,B,1
No,Yes,36-50,E,-57.643718881008695,B,15.993802577865573,6.775205039373286,129.4264464192925,195.09525229167025,E,148.43496737711436,B,0
Yes,No,18-25,C,93.55186279034292,A,-62.01307833380346,-118.15381802551335,46.71759479637376,77.02852267890185,C,97.51959425970462,C,0
Yes,Mental,65+,B,72.5358894793978,B,8.871514831697775,-42.18914176673161,196.73134673107108,-40.58249961052731,C,-32.83729450254808,E,1
No,Both,36-50,B,-88.56995816506983,E,41.84850175380808,157.65557533590965,54.477025515270995,-13.101506351857326,D,142.89532167820488,C,1
Veteran,None,26-35,A,-184.14366628088695,B,69.56004500825863,100.03829007978335,-99.65267077793186,-87.37239444046276,B,-14.260434996903411,E,0
Yes,Both,26-35,E,29.005522455409967,E,161.22166524733103,-155.30738298622975,-36.38405486869334,49.06612043357016,D,-86.07753401612297,B,0
No,Both,36-50,B,-86.82711381875582,C,84.99716627201089,-83.98265947814943,48.87443778110102,-209.89947520252815,B,61.93673311494891,E,0
Veteran,None,36-50,C,-19.91712714688523,A,-40.34885425379286,-60.641627679805985,-2.7983658101967674,-180.61781293094975,D,5.002712713724947,E,0
Veteran,None,18-25,A,-181.45381454997246,B,161.23495383251455,-77.12537071789642,59.26655329754564,39.587744527314804,A,6.2579666750563865,B,0
Non-Veteran,Yes,65+,E,-51.0843970377324,C,-116.99385270871218,37.74023262849391,26.231787496979102,86.08078717127763,E,-154.8559037303376,E,1
Non-Veteran,None,36-50,E,5.342946562229921,E,177.65555622455415,96.28892525369085,34.619160551308035,69.64487261308163,E,-82.89913533623454,A,1
Veteran,Mental,65+,A,160.53845662127603,E,-66.02209239862397,178.00426788880102,-137.79840783446457,-79.1879144709373,E,47.93143451282151,B,1
Non-Veteran,Yes,36-50,D,78.68645997687985,E,161.43782867198027,-51.52345905221478,-44.5902728107662,185.70956021496505,B,196.65149441547308,C,1
Non-Veteran,Mental,36-50,A,-84.22826521393797,B,-184.42825584563326,83.84013016751256,-19.475511704838834,234.21287041507864,A,-33.86000067009269,C,0
Yes,Yes,26-35,D,132.7916268853901,D,-117.23961368876343,-244.28434171066507,63.291109612327865,-63.39151688288791,A,-142.30655530153905,C,0
Yes,Both,18-25,C,-62.18650359585294,D,108.22470704465867,56.407475859121966,142.7943944696096,53.23841796255944,C,52.7322058443375,C,1
Non-Veteran,None,26-35,A,27.48561478520542,B,37.91947929493943,-30.3449971520886,123.03915980105415,48.95415412236348,A,-208.33443613050352,E,1
Veteran,None,26-35,B,-92.03134345812197,B,27.880966240127336,-84.99750845406928,-33.07974900947524,-124.87716847267268,B,-80.69565944068187,D,0
No,Mental,36-50,D,12.181322796020662,B,97.17790817130084,-94.29809813260891,-42.387724838132186,49.828412918394726,C,116.78439643528353,B,1
Veteran,Mental,51-65,B,-79.01753174944972,A,-4.0247966834955955,74.56707015792676,-38.1665572012115,62.210136457231314,C,40.55028008604995,A,1
Yes,No,26-35,E,46.508209494809066,E,12.642935927486501,47.29592047175677,15.7254348261431,-53.35145533896619,A,-110.27733058665419,D,0
Veteran,Mental,51-65,E,72.70640691634637,D,98.78870591164625,22.36590430265505,-131.7609642964384,162.50191065624193,C,66.63344288127104,A,0
No,Mental,36-50,C,129.85095141272632,E,-123.27883837759101,101.77426248917854,84.01080418613384,32.50165662594186,E,-139.32002977620007,B,1
Yes,No,18-25,B,-41.70614895166288,D,-76.57645747409224,-3.4450949811343348,-12.36875024247029,-60.2978198076817,B,-39.90565763688463,C,0
Veteran,Physical,65+,A,-106.89253122453644,E,22.479366758710057,-75.63773318360899,-24.25410378550649,-18.328368678637375,C,-41.196853178640744,C,0
Non-Veteran,Both,36-50,C,69.1923801941983,A,-31.252681357869545,-171.9466716888452,201.07013900494798,156.24837817935006,C,-112.12787472016115,D,0
Non-Veteran,Physical,36-50,D,99.02657976895655,D,-44.860095472852116,-248.53676960855228,64.73623520092443,-23.263538731770204,D,-7.544102140435191,D,1
No,No,36-50,B,116.1086197269131,D,-32.936120215748595,-8.697303121002625,21.45811429958268,-36.33584467379308,B,39.74886267449479,C,0
Non-Veteran,Yes,51-65,E,36.88018592530343,D,78.94955828403212,-213.83792684965192,123.85230184938243,124.59009417401543,E,-100.64262605420662,B,1
Non-Veteran,None,51-65,B,-55.34364430434013,A,-10.098205280808651,-133.14124511087158,42.981713854005704,51.17615706696091,C,47.80904608049293,D,0
Yes,Yes,65+,E,34.247594484431964,A,212.10334336146764,-121.61094241316887,-217.0946287903244,-64.05749739618544,A,43.701032679203315,D,1
Yes,None,51-65,E,90.8436464968604,C,-91.2861562299745,159.43340195254737,-47.24766871112202,-139.1163041188781,C,64.06828165459085,C,0
Veteran,Mental,51-65,E,58.09674716368571,A,-156.3061019149226,9.9868491207674,-96.24250845526205,8.44453866964964,C,-4.5780749093978885,D,1
Non-Veteran,No,18-25,D,158.6616772550264,D,185.59082517672823,-34.3974598206203,213.2216278561556,-60.94714187115425,E,-90.5846374026419,E,0
Non-Veteran,No,26-35,D,98.04474678223802,B,26.11385205948511,-169.43115576516675,-46.55582204905153,88.35315718656722,B,90.16577789641894,A,0
Veteran,None,36-50,A,-27.38449971249975,E,140.38238589613138,-13.060519955659643,74.18770854674167,100.701303434518,B,-119.05852603172956,C,0
Veteran,None,36-50,D,-7.237501902771398,E,33.19003527892029,199.0596877348671,-29.243298791858408,25.206607940494592,A,32.835047656159276,E,0
No,None,51-65,A,21.079675723452056,D,-72.17971701410218,65.91309087155167,65.10870114168782,155.0387024900179,B,-105.46178238386223,E,0
Non-Veteran,None,36-50,C,-44.01333961300277,B,-84.244998881679,-77.46247655651179,-98.32588880863878,-69.47960471697108,D,20.761844155469277,C,0
No,Mental,26-35,B,-104.02154562824985,E,136.35004785253298,101.14348652776172,-133.65371308797742,-3.5283405217616615,D,-222.32085172465577,B,0
Non-Veteran,Both,18-25,E,-21.24759690823829,D,-11.34690213856844,41.366477770058864,-145.51354806859948,-37.12073076699171,C,26.19961533304565,D,1
Yes,Physical,26-35,C,251.1874064835438,A,-70.66660032010785,-46.047504678278855,-45.442690610612644,80.57364804109703,A,23.598639545998726,C,1
Veteran,Yes,18-25,B,157.86118549691997,B,-34.22175636685971,-153.2587089849958,-64.1734373665425,-101.9720504493816,C,50.590250737887345,B,1
Veteran,No,26-35,E,-4.516461095324754,A,35.84372907369568,-99.36657745575953,68.46513534466985,55.31977787287274,B,-130.54243228860963,A,1
No,No,65+,D,-198.81238720274646,A,25.82714638807182,-128.6723685604538,32.37817760218344,8.86269607192817,D,-80.27580367119617,B,1
Non-Veteran,Physical,26-35,C,108.77422059065897,B,152.22059298978849,150.88184960666993,33.736316026948955,64.28784037699606,A,9.634187911541435,B,0
Non-Veteran,Physical,36-50,C,-90.74441003772866,A,-172.17597661624217,132.68580475367983,-90.06986038293923,39.04017804799322,C,130.21403403895476,E,0
Yes,None,26-35,B,-55.60278617361318,E,85.03849502346891,19.05134930687624,18.08312768468917,164.23809930225167,B,69.51855123019241,B,0
Non-Veteran,Mental,26-35,C,69.75339572396008,A,-120.00952742446329,17.12645365241567,164.31222628131326,-183.95776447517486,E,0.24698255450857995,E,0
No,Yes,26-35,E,-139.91954054290304,A,-89.65146778846866,-110.40153843636638,70.25036353834884,-54.94494731553943,A,101.62366822026634,D,1
Veteran,Mental,26-35,A,57.83328078103782,C,15.349368410624702,18.92637646671845,138.20529547242174,109.3226799015384,A,31.215498917337026,D,0
No,Physical,26-35,B,78.08260572549483,A,-13.092136938723547,222.04323782351997,116.87333931912353,-38.57361046092242,C,-159.48364834793517,A,1
Yes,Physical,26-35,C,93.12346214705501,E,-190.59056330018532,181.89074859056956,-92.45425712388734,94.84172671792821,B,150.51934665356026,C,0
No,No,18-25,C,118.0119503608702,E,63.72684868923935,-111.49144256617845,-8.52352168056071,107.48626344517692,A,-78.43399984292589,B,1
Veteran,Physical,65+,D,-59.96651559417373,C,213.010002836234,-209.7361949696242,125.93195839215822,-33.711837311571216,A,46.54470667337223,E,1
No,Both,18-25,A,11.742282914908495,D,40.62791523339775,152.6041247066593,-8.508286521015153,-119.15461341559401,E,-159.51219336190826,C,1
Non-Veteran,Yes,18-25,A,61.50947282677159,C,-196.48780571769097,-15.339130642690163,3.85999481387536,-50.70738125992085,C,195.18359056281307,C,1
Veteran,Yes,65+,A,42.312650474217754,C,-8.007018479912093,-214.7830982552692,-25.513564066905502,9.329922502497752,C,126.4923572577829,D,0
Yes,No,18-25,D,227.16687277670542,B,-73.34409560095177,-105.94095093783231,-4.54784551525797,5.26848749432339,D,194.04984812318736,A,0
No,None,18-25,E,96.95376411498401,A,116.0041472698613,42.23702658347773,58.35951288360099,-151.3861800149464,B,51.85595433507022,B,0
No,Physical,18-25,C,-48.401063641690186,A,159.19756610782588,-75.08363136787987,60.47708591098311,65.81280076171278,D,35.39113889401503,B,1
No,Mental,36-50,B,-61.09310288533586,E,234.04754429643253,75.39763634451525,-137.33779851943802,-20.16296328627568,C,-58.823203300111416,A,1
No,No,18-25,A,30.049425596077512,A,63.88080302062655,-82.38294747761309,58.78305603704478,-110.12325395713614,C,112.49000153799398,D,1
Veteran,Yes,65+,D,-194.5665943842051,A,25.273760195051654,190.40064178799275,-206.1435640356791,7.07421125233976,E,172.40834077713657,D,0
Yes,Mental,26-35,A,41.08885282983954,A,3.365962298441459,-72.48566126903405,-1.5409988242545862,191.2622012561151,C,-129.12398325104414,A,0
No,No,51-65,A,47.73882945662595,D,-177.50449072007,49.50558351994337,-38.281762038791115,-128.779940906537,D,2.0602941193394573,D,1
Non-Veteran,Both,51-65,A,14.968438944433743,E,59.047861717469885,-100.5162379855592,-220.74158030138364,-82.09484400273787,D,-192.88138210984448,D,0
Veteran,Both,18-25,D,46.49838615341945,D,-55.90210313601713,-154.25517653160864,97.16294439089312,138.5917467139286,E,83.13053590644058,D,1
Non-Veteran,None,65+,B,-144.5932774868465,C,-104.05441447330486,67.2446428365932,95.61348074391347,-16.036015469774178,E,10.355292252455262,E,0
Veteran,Both,65+,E,-80.08438354526835,A,-29.051776737010048,-59.14889183280301,154.70771995801692,137.0179666190236,B,24.59665897154453,B,0
Yes,No,18-25,E,-122.18113706532267,D,114.57434784706196,-2.5017502496847825,-62.4408157327183,27.411785112927095,E,75.94107840426503,E,0
Non-Veteran,Both,26-35,C,254.9750741049293,A,-89.99134201623251,-8.218569793660905,-170.74640291563327,-19.89345056258191,D,-31.773766142269118,B,0
Non-Veteran,Both,18-25,C,-36.43354403032891,E,41.9274592221856,68.21280508131893,37.024670643205745,109.5854726814244,D,-192.95269857785868,C,1
Non-Veteran,Mental,36-50,A,149.48686709212268,D,53.206478743251516,35.54449128049838,76.64424448267091,-74.8266083307932,A,261.9364094109767,C,0
No,Mental,18-25,D,-60.63020950612058,A,-76.16405596181988,58.949305770313686,-131.57624932278466,-87.2371243149967,D,-32.18562417157312,C,0
Veteran,No,65+,E,90.39723961226771,E,125.5310736408859,-176.00408350129752,-43.767161796750656,-93.53682492616345,B,112.43361150232552,E,0
Non-Veteran,Physical,26-35,B,143.2974068995354,D,-1.9159811377833873,-34.72417264746076,-72.43643955129771,-12.53916464072668,A,31.118982857884625,B,0
Veteran,Both,36-50,A,-142.30008658684335,C,190.2294945351129,-99.7655577839491,62.84699019816775,29.300255598229963,C,88.74857389696457,B,0
No,Physical,65+,A,-302.0400691452471,A,154.20775113659732,-7.894602502517017,4.287177241744425,185.16516620915485,C,-183.7683690573044,A,1
Veteran,None,65+,D,55.75176274621161,E,17.69713611318103,144.82938849512556,87.6530433532062,-19.90861747816109,B,-142.08932008085944,B,0
No,Mental,65+,A,-34.691378825033055,B,18.2789591797029,38.04659477015546,-61.91794073875874,19.659917887736764,C,-20.707780793188892,C,0
No,Physical,51-65,A,-103.10350219581576,A,-75.15554867068516,180.97631510230542,24.771006713089694,-71.21148877977123,C,21.099414662987783,E,0
Non-Veteran,Mental,26-35,B,41.48699719538793,D,32.33924802765524,-14.212689226935057,-99.31211670100691,-2.8418379667621108,E,40.250342766555,C,0
Veteran,Yes,18-25,E,-67.32333781842779,C,-61.751904567955776,71.42876504878653,-21.935809267846917,43.53749055900313,C,-156.70656849961247,D,0
Yes,Physical,26-35,C,-40.95622430843542,E,-62.53508321008051,77.41715396332998,71.67350143190356,-196.95539620203482,C,-113.38493943804934,E,1
No,Physical,65+,E,-126.90405006615251,B,-123.20905197900429,31.526232577365924,-113.13013456234195,-64.72471867562291,C,77.90999662543207,C,1
Veteran,Mental,65+,B,-11.739418774850655,E,1.8972854736221592,-72.98283673515536,-224.71816671939285,140.8611294558196,C,18.441628737871746,B,0
No,Yes,26-35,B,-191.57336506444048,B,254.3937006507594,-192.78860895827466,87.2888729467652,-2.5619963641195365,E,133.37154404592903,E,1
No,No,36-50,A,-117.45752626285504,E,-72.93553262504537,-3.6021957093359402,-130.12081965916502,69.9941350836001,A,26.138861677180493,A,1
No,Physical,36-50,E,-68.22798544502393,A,-45.662048371441074,51.459857501672786,180.7401458421281,118.06865528830717,D,99.08007324213796,B,1
Non-Veteran,Mental,26-35,A,24.35165161598755,C,5.75036888509693,-8.665158021847438,115.04095267765794,70.37063160182838,C,97.00977699959896,E,0
No,Yes,18-25,E,12.616838939287181,D,-165.37106716283367,-18.97731517090201,121.73214398749603,-244.1393728189534,E,-173.96163525106473,A,1
Veteran,No,26-35,C,-4.819255942364722,B,-173.88868624701104,117.2560027811273,164.56871133367176,-26.443011659371894,D,76.10429442279047,D,0
Veteran,None,65+,B,-29.48601978487975,E,-15.693538666295954,120.06124840580816,-116.82496300883474,-88.0960002140745,B,-201.91340847869088,D,1
Yes,Both,18-25,D,48.396538351561176,D,-74.09555345975369,-1.577558958242463,-175.7745042610566,-161.9450126956837,C,47.25379871805082,D,0
Yes,None,36-50,D,-31.731015820501362,B,-56.45835444730376,140.2354255395136,-43.811040071503704,0.6163704931412931,D,52.68094461189723,B,1
Veteran,Yes,26-35,E,55.08672250185951,B,-33.87479583229202,-181.83547425991136,-173.65336869737857,-26.268772437604333,B,50.66620318679712,B,0
Veteran,Yes,26-35,D,92.46221473501816,E,136.33027631441564,-193.88780052790665,-97.23253409492617,52.53082373003901,E,119.29058140513595,D,1
Non-Veteran,None,26-35,E,-8.617066512151096,E,-76.79803884645773,-265.684851030057,154.53037307631328,100.61315997387668,D,61.50753106654102,B,1
No,No,26-35,A,-14.526764392741473,E,111.87971478483941,11.769028755610126,20.4572302952965,155.4564044043243,E,66.09087102840502,E,0
Yes,Both,26-35,C,-176.09710054079423,C,-0.5608120098340168,38.50864750506136,107.5176952606109,109.11528818925449,A,133.58819956666127,E,0
Veteran,Both,65+,A,-220.27148730369282,D,29.577342378987943,-11.643457242703992,46.02045905740618,149.73121434544166,B,-43.052182593507716,C,0
Yes,None,36-50,E,6.787715256311692,B,-12.023003560611539,3.15752982115025,178.51085362335465,45.91484186243795,A,-227.45025258657887,A,0
No,None,36-50,C,-36.194794160972634,A,36.55540834860144,-65.4805055604431,94.8844681256072,52.90453097699164,C,-101.07887780148587,A,1
No,Both,51-65,A,-18.10980157678959,B,166.51507888530836,-60.14727030710068,33.251898671849574,-28.63041413104434,B,-142.4740166139506,E,1
Yes,Yes,65+,D,-24.154498341649884,B,-169.08650793671848,-24.290650590514005,-19.552876096749987,-61.166646279902956,C,205.19983263572766,A,1
No,None,18-25,B,-126.88841362858642,E,98.67353655759237,-100.74725614354192,-67.01309073916192,-132.94101277548535,E,-35.767575631646345,A,0
Veteran,Both,26-35,C,-234.13903560505355,D,4.765576638250716,-43.62138860180724,-174.25457961312424,54.770490812079544,D,115.96336594457964,A,0
Non-Veteran,Both,36-50,D,38.15016899318728,E,100.41766868933286,-209.61784820049752,48.8369632954148,251.10425273313945,D,27.605603789090395,C,1
Yes,None,18-25,E,37.65063291425677,B,56.8546148822216,98.62577490739376,-230.63339607106226,-172.78839373446633,B,46.728356911172156,B,1
No,Both,51-65,E,-76.05543146603793,C,-15.381534192381284,35.16900397270963,-88.0467829567954,51.9370246541531,D,86.5681886562687,E,1
Veteran,No,26-35,B,114.24786344642253,B,-13.088972168785038,-70.35089564358387,-27.38232036279677,39.566745923345394,A,-116.08876934582622,E,0
Veteran,Physical,26-35,A,23.117859020655597,B,-33.15245732512006,57.68244445708186,30.693493202387828,-55.052321133892114,B,90.71109293942776,D,0
Non-Veteran,Mental,51-65,B,-69.01172334824425,E,89.05233744335264,-210.81474787519463,152.08624185204854,230.7680022007944,A,22.855594920521803,B,0
Non-Veteran,Yes,36-50,B,-31.039431598952856,D,18.126935202694987,17.562410530925636,112.2341028408372,-16.413000242115295,C,-29.849664118824943,B,0
Yes,Yes,18-25,D,11.32436806472154,D,-260.4776225038067,86.47654195969675,80.57335971061819,-62.67936996150887,B,-55.89891888064172,C,0
Yes,Both,51-65,D,81.26897856903848,B,-197.07280665889553,34.88381815041117,-18.289860568404688,-62.652216569410825,B,-59.307527239157565,B,1
