religion,birth_year,Disability,sexuality,feature_0,feature_1,feature_2,feature_3,feature_4,target
Jewish,63,None,Other,E,201.89492306654654,B,D,A,0
None,77,No,Other,D,-51.96624190900152,E,A,C,0
Jewish,99,Mental,Bisexual,B,-36.19404412435952,B,B,A,1
Jewish,73,Yes,Other,E,36.07176615570486,D,E,C,0
None,26,Both,Bisexual,D,-64.93924142393291,D,D,A,1
Other,67,Physical,Homosexual,A,-80.9210563225536,A,D,C,0
Jewish,76,Physical,Other,A,-5.252910021137475,B,E,B,1
Other,45,Both,Homosexual,B,-21.155784174360086,D,D,D,1
Jewish,81,Yes,Other,D,170.59342900229944,B,D,D,0
Jewish,29,Both,Homosexual,B,7.189082515777757,C,C,D,1
Muslim,51,Mental,Homosexual,D,-120.14494412428105,B,D,B,0
Muslim,43,Both,Homosexual,C,82.7965198951714,B,D,B,1
None,37,Both,Homosexual,A,-13.799394974192591,C,D,C,1
None,26,Both,Bisexual,B,-119.57772972031964,B,E,D,1
None,50,Physical,Bisexual,A,-40.198428573527835,A,A,C,0
Jewish,51,None,Homosexual,D,72.34024766124723,E,A,D,0
Hindu,88,None,Homosexual,E,-86.77053993627807,E,B,E,0
None,81,None,Bisexual,E,-50.000774003403755,E,D,B,0
Jewish,43,None,Other,A,-79.23035487815876,A,C,E,0
Christian,77,None,Bisexual,C,123.2828941289034,D,E,C,0
Muslim,45,No,Bisexual,E,91.97578946822424,E,A,C,0
None,64,Both,Homosexual,A,0.45185189288512817,B,B,B,1
Other,27,Both,Heterosexual,B,23.940881215090773,A,E,D,1
Buddhist,61,Both,Bisexual,E,147.6609434696908,E,E,C,0
Christian,54,Both,Other,A,-112.18171920295809,B,E,A,0
Christian,65,Yes,Homosexual,C,28.898512819732847,A,D,B,1
Muslim,55,Both,Heterosexual,E,95.92156665934955,A,E,A,1
Christian,95,No,Heterosexual,D,102.2287891496078,D,B,C,1
Hindu,79,None,Other,E,-130.64094785082318,C,C,A,1
Muslim,96,Mental,Other,E,87.55195761057156,E,A,E,1
Muslim,47,Yes,Homosexual,B,143.12490457363154,C,C,B,1
Muslim,32,No,Bisexual,B,-41.888032893381784,E,A,D,1
Jewish,87,Both,Homosexual,B,-105.81144572789107,A,E,D,1
Other,31,No,Heterosexual,E,111.28695983108392,D,D,C,0
Christian,39,Physical,Bisexual,B,179.69363732003507,A,A,E,1
Buddhist,76,Mental,Bisexual,A,97.09527684605759,C,C,D,0
Other,63,None,Heterosexual,C,-33.5419870892199,E,C,B,1
None,24,Mental,Heterosexual,D,139.71476699721285,B,B,E,0
Muslim,44,Mental,Homosexual,A,-53.501736620970654,D,E,D,0
Christian,54,None,Bisexual,E,-200.33729777694887,E,B,E,0
Muslim,46,Both,Homosexual,D,-62.07215616137178,B,E,E,0
None,79,None,Other,B,-71.78564952616934,B,E,C,1
Jewish,42,Both,Other,D,118.17437725514941,D,A,C,0
None,55,None,Heterosexual,D,-285.0036647525501,D,C,B,0
Christian,88,Physical,Heterosexual,E,0.8353744810828573,C,A,D,1
Christian,27,Physical,Heterosexual,C,101.0149326058976,A,C,A,0
Hindu,58,No,Other,B,-128.40223298452835,A,D,B,0
Buddhist,24,Physical,Homosexual,E,-8.042075569293559,D,A,B,1
Muslim,18,None,Heterosexual,D,131.5447341002717,E,C,A,0
None,50,No,Bisexual,D,2.2517604247164456,B,E,A,1
None,76,Mental,Bisexual,E,-40.86076728942311,A,B,C,0
Hindu,61,Yes,Heterosexual,B,53.763617534747624,D,B,B,0
Jewish,24,No,Bisexual,A,-47.316813248626566,D,E,B,1
Christian,25,Mental,Heterosexual,D,187.90295103497655,A,A,B,0
Muslim,57,Mental,Bisexual,B,-43.018506261252135,E,D,D,1
Other,68,Yes,Heterosexual,D,-136.72558650334895,D,C,E,1
Hindu,72,Physical,Other,A,72.00562718114843,E,A,A,1
Buddhist,33,Physical,Heterosexual,B,-140.2917194307609,B,E,E,0
Hindu,83,None,Other,E,-161.79100576402897,A,B,A,0
Hindu,72,No,Heterosexual,D,13.396290358851424,A,B,E,0
None,67,Mental,Heterosexual,B,-141.3606757735978,E,B,B,1
Other,38,No,Bisexual,D,110.5790396463555,A,D,B,0
Christian,47,None,Heterosexual,D,-153.98956097573782,B,E,E,1
Other,73,Physical,Homosexual,E,-16.391893235556804,D,B,A,0
Other,26,Both,Homosexual,C,-140.75599445520857,D,E,C,1
Muslim,28,None,Heterosexual,E,-0.045307257835927456,C,E,A,1
Other,95,Physical,Other,C,113.40373867874625,B,B,E,1
Christian,69,Both,Other,E,-40.193493507861014,B,B,D,1
Jewish,63,Both,Bisexual,B,128.4699124974172,C,B,B,0
None,77,No,Other,B,-5.410365184130886,A,E,C,1
Hindu,84,Physical,Heterosexual,D,-97.43697653475975,B,A,C,1
Hindu,56,Physical,Other,B,62.07738350263043,A,B,A,0
None,78,Mental,Other,C,-8.174702774201696,B,B,C,1
Other,86,Yes,Bisexual,D,-38.54310514103637,D,A,A,1
Other,50,Yes,Other,D,-25.745604184592764,A,B,B,1
Muslim,33,Both,Homosexual,A,120.1191111593124,E,C,C,0
Other,77,Yes,Bisexual,C,226.74282165492215,B,A,C,0
Other,52,Physical,Other,B,-42.68499269711826,A,D,A,0
Hindu,71,Both,Other,D,51.31341481918605,A,D,E,0
Jewish,48,No,Bisexual,C,-56.67837529100831,C,B,B,1
None,72,Physical,Homosexual,D,23.838363906299666,E,B,E,1
Hindu,89,None,Homosexual,B,182.6433311836071,A,A,A,1
Hindu,55,Mental,Other,A,-68.73701138206853,E,E,C,0
Christian,63,Yes,Homosexual,B,-198.15565692543046,A,C,B,1
Hindu,52,Yes,Bisexual,A,125.0078619471736,B,A,D,1
None,96,Physical,Bisexual,C,39.50936855498796,C,A,A,1
Other,54,No,Homosexual,E,173.3719077808693,B,C,D,1
Christian,71,Mental,Bisexual,B,121.02522109133851,A,C,D,0
None,81,Both,Heterosexual,E,15.626818667798887,D,D,B,1
Jewish,97,Mental,Bisexual,A,-42.36547196703053,D,E,E,1
None,19,None,Bisexual,C,-24.164566737118,D,E,D,0
Christian,51,Mental,Homosexual,C,1.5469700176301715,E,B,A,1
Christian,75,None,Bisexual,D,20.032212923039314,A,A,A,1
Muslim,81,Mental,Homosexual,A,34.628509869961675,D,C,D,1
Other,93,No,Other,D,107.13566191347661,E,E,B,1
Muslim,90,Yes,Heterosexual,C,59.204493336575815,B,E,E,0
Jewish,38,No,Heterosexual,D,-32.44635072113138,E,D,C,1
Christian,48,Both,Bisexual,C,56.04236658543975,A,E,B,0
Hindu,39,Yes,Other,C,-62.08585817902953,E,E,D,0
Other,25,Both,Homosexual,C,47.93713735442363,C,C,B,0
Other,82,Yes,Other,D,-1.1493704252396721,B,D,B,1
None,47,No,Heterosexual,C,-64.51600282187535,A,B,C,1
None,63,Mental,Heterosexual,D,50.6799302845533,C,C,E,0
Other,84,None,Heterosexual,E,25.61769218855387,A,B,A,0
None,29,No,Other,A,61.39659325163611,A,C,E,0
Christian,67,Physical,Bisexual,C,-41.46138831771054,D,C,A,1
Christian,95,Both,Homosexual,C,-7.461697134176916,B,C,E,1
Hindu,26,Yes,Bisexual,E,-81.27544493790242,D,A,A,0
Muslim,77,No,Homosexual,C,-29.158508086855512,A,E,B,0
Hindu,50,No,Heterosexual,D,-20.463232298094532,D,D,C,1
Jewish,20,None,Bisexual,C,126.50638327784371,A,D,E,1
Muslim,97,Yes,Bisexual,E,5.381328527712231,C,D,B,1
Buddhist,29,No,Homosexual,E,10.37170227140294,B,E,E,0
Hindu,37,Yes,Heterosexual,B,30.640014226420874,E,C,B,1
Hindu,29,Yes,Bisexual,A,-45.20617919160443,B,E,B,1
Buddhist,34,No,Other,D,83.21900210015059,A,D,C,1
Jewish,68,None,Homosexual,A,-72.56433097228864,B,A,B,1
Other,33,Physical,Other,E,110.15815172356842,A,E,A,0
Jewish,91,Yes,Bisexual,B,-117.67094499712762,C,B,B,1
None,85,Both,Homosexual,C,33.89947970727489,C,B,A,1
Other,71,Mental,Homosexual,B,113.42307559218897,A,C,E,0
Muslim,98,Mental,Homosexual,B,89.34794955230636,A,D,D,0
Christian,88,Both,Heterosexual,A,-82.35962435114324,A,B,B,1
Jewish,84,Both,Heterosexual,C,-18.718004000172048,B,B,E,0
Hindu,36,No,Bisexual,E,-244.7352972339009,A,E,D,1
Jewish,80,Both,Bisexual,E,54.75586360762803,E,E,D,0
Hindu,52,Physical,Homosexual,A,-69.62218047699751,B,E,D,0
Other,37,Both,Bisexual,B,25.774669923605664,D,A,B,0
Muslim,47,No,Other,E,150.5620705182115,C,E,C,0
Christian,38,No,Other,C,-46.99799552023645,A,B,D,0
Other,39,Both,Heterosexual,A,-2.2422561022869414,B,B,E,0
None,48,Both,Bisexual,A,45.59643592700227,A,D,C,0
Other,53,Both,Other,C,109.69144513537256,E,B,A,1
Muslim,60,Mental,Heterosexual,D,-152.8541127147244,E,A,B,1
Other,20,Both,Heterosexual,B,-9.655983544275779,D,D,A,1
None,82,Both,Homosexual,E,-163.0877454746296,A,A,B,1
Buddhist,51,Physical,Heterosexual,E,-148.61387297225102,A,E,C,1
Hindu,82,Mental,Heterosexual,C,-53.17939226973524,C,B,E,1
Hindu,90,Physical,Heterosexual,A,173.85870732598306,C,D,C,0
Other,80,Both,Bisexual,D,10.739774784105558,A,D,D,0
Jewish,25,Mental,Bisexual,A,56.91081992893937,D,D,E,0
Christian,22,Both,Heterosexual,C,27.15992380645684,C,C,C,1
None,68,No,Bisexual,E,-119.75562505741905,D,E,A,1
None,77,No,Bisexual,C,42.14294834552238,A,B,E,0
Christian,40,None,Homosexual,C,189.36314354343523,B,B,C,0
Christian,42,No,Bisexual,D,39.977916379472674,B,C,A,0
None,42,No,Homosexual,E,0.739192676034028,A,A,B,1
None,48,No,Other,C,-187.7054554525499,A,E,D,0
Buddhist,48,Mental,Heterosexual,A,59.02927653032809,B,D,D,1
Other,57,Yes,Other,D,-115.13842621168354,D,D,D,0
Jewish,73,Both,Heterosexual,C,-2.1614145892765873,B,C,D,0
Muslim,98,Yes,Other,C,120.27337977113544,E,C,C,1
Jewish,95,Yes,Heterosexual,B,-5.795397627572026,D,E,D,1
Jewish,41,Yes,Heterosexual,E,178.26411586547974,A,B,B,0
Muslim,50,No,Heterosexual,D,132.3068294832522,D,C,A,0
None,99,Physical,Heterosexual,A,78.64067700072277,D,E,C,1
Buddhist,36,Yes,Homosexual,E,62.51907520152697,E,D,A,1
Buddhist,50,No,Bisexual,B,-50.4857507366267,C,B,B,1
Muslim,20,Physical,Heterosexual,A,39.31001743844843,D,E,A,1
Christian,71,Both,Bisexual,D,-67.53005484936487,E,D,D,1
Buddhist,80,Physical,Heterosexual,B,-43.32585182814236,D,C,C,1
None,34,Mental,Other,E,-38.872634699018406,E,D,B,0
Buddhist,53,Physical,Other,A,-5.407089652941082,C,C,E,0
None,66,No,Heterosexual,E,159.50981767777023,C,B,C,0
Buddhist,70,None,Other,A,-60.856315773596116,B,E,C,1
Christian,84,None,Heterosexual,E,-247.0306503933724,C,E,D,0
Christian,80,None,Other,C,24.632984551334832,D,B,A,0
Buddhist,85,Both,Bisexual,B,70.19373341143691,B,A,C,0
None,44,Physical,Homosexual,E,148.74213721619947,C,C,E,1
Hindu,54,Yes,Bisexual,D,-118.06019364388747,C,B,D,0
Other,37,No,Heterosexual,A,-27.696936994674548,C,C,E,1
Hindu,43,Both,Homosexual,E,173.05413562889132,E,E,D,0
Christian,57,Yes,Homosexual,E,157.60594287762865,A,A,E,0
Other,46,Both,Other,E,150.38672810866115,C,C,B,1
Christian,52,No,Bisexual,E,-78.0167457484658,A,A,D,0
Christian,51,Yes,Heterosexual,D,-76.4345267967757,D,B,E,1
None,21,Physical,Bisexual,A,22.442894024656024,E,D,E,0
Hindu,37,Yes,Heterosexual,A,-79.51083504089317,C,E,C,0
Jewish,92,None,Other,E,63.83684961016207,A,C,B,0
None,94,Mental,Other,C,179.76531120079588,C,C,B,0
Buddhist,76,Yes,Heterosexual,D,38.04807431528078,E,E,E,0
Hindu,54,Physical,Bisexual,D,-23.51937086288362,E,D,C,1
Jewish,22,Both,Homosexual,A,-124.63113343041128,D,E,D,1
Buddhist,93,None,Homosexual,A,57.78373056400139,C,C,B,1
Christian,87,Both,Bisexual,D,-27.291674455026932,C,C,B,0
Jewish,20,No,Homosexual,C,5.982907850660727,B,E,D,0
None,63,Yes,Bisexual,E,-28.653683028618925,B,E,C,0
Christian,60,Mental,Homosexual,A,-82.56009662220313,C,A,A,0
Other,32,None,Homosexual,B,-64.67879909959287,D,A,A,0
Other,47,None,Homosexual,A,-65.19709859903891,D,B,E,1
Muslim,61,Mental,Bisexual,A,73.26951449671425,C,D,C,1
Hindu,73,No,Other,E,-110.73927514067343,D,D,D,0
Muslim,97,Mental,Bisexual,C,-50.341692682143425,C,B,E,0
None,31,Physical,Homosexual,B,24.197747154869333,A,A,B,1
Other,93,Yes,Bisexual,C,-26.6161506934745,B,C,D,1
Muslim,41,Both,Other,C,34.194407907579574,E,D,A,1
Christian,28,Both,Other,D,48.21137157682924,D,C,C,1
Other,37,Both,Homosexual,B,59.30013034281938,B,E,C,0
Jewish,40,No,Bisexual,B,-47.879693080747046,C,A,D,0
Buddhist,52,No,Homosexual,D,-134.95477387640258,D,C,A,1
Buddhist,31,Mental,Bisexual,B,-126.25764667702495,A,C,D,1
Buddhist,63,Physical,Heterosexual,B,-58.217512910197634,D,D,A,0
None,49,Mental,Bisexual,C,-94.40112373862077,A,A,B,0
Other,47,Both,Homosexual,C,191.8460412784789,C,E,A,0
None,38,Yes,Other,B,-114.31566591440433,B,B,C,0
Hindu,69,Yes,Other,C,53.511400059886725,A,B,E,0
Jewish,70,Mental,Homosexual,C,-169.69183806623965,E,B,A,1
Christian,84,None,Heterosexual,E,118.78543077360995,B,A,B,0
Christian,47,Yes,Heterosexual,B,-99.10485940432757,E,B,C,1
Muslim,65,Yes,Bisexual,A,-101.7208129818852,D,A,C,0
Jewish,27,None,Other,B,-11.873026627404961,A,E,A,1
Muslim,60,Yes,Homosexual,E,44.390165121844774,E,B,D,0
Other,78,Physical,Other,D,100.6331384856581,A,A,A,0
Buddhist,23,None,Homosexual,E,-20.28665073854503,D,E,D,1
Other,81,Both,Bisexual,B,47.18856137436266,B,C,E,1
Jewish,98,No,Heterosexual,D,-76.09126728241564,C,B,D,0
Other,34,Yes,Bisexual,D,-146.734208821572,D,C,A,0
Jewish,33,Yes,Other,A,-238.90491529175378,B,E,C,0
Christian,64,Yes,Bisexual,E,-6.771334678789157,A,B,A,1
Hindu,67,Both,Other,A,-104.43683921280449,B,A,A,0
Muslim,84,Both,Homosexual,C,-44.897500992568965,C,D,D,0
Muslim,19,None,Other,B,146.5485222257172,D,E,B,1
Other,35,Physical,Bisexual,B,-93.40110826439548,E,E,C,1
Hindu,60,Yes,Bisexual,B,-73.22302977292156,C,A,C,0
Buddhist,48,Both,Bisexual,E,103.11625760176359,E,B,B,0
Other,52,No,Bisexual,E,-16.384543501872745,E,D,D,1
None,20,Physical,Homosexual,E,108.18746849529141,A,A,A,1
Buddhist,64,Yes,Heterosexual,A,37.03101432971005,D,E,A,1
Buddhist,23,Yes,Heterosexual,C,40.581045830969614,D,C,D,0
Other,87,Both,Homosexual,C,-55.01536278464796,A,C,D,0
Jewish,27,None,Bisexual,E,-136.90567868556698,C,D,B,1
Other,87,None,Heterosexual,C,-102.23750074665496,E,C,C,1
Christian,74,Both,Other,B,132.30735796097096,D,D,A,0
Hindu,61,Yes,Heterosexual,A,61.44736593272765,E,E,A,1
Jewish,82,No,Bisexual,D,48.170605072459345,E,A,C,1
Jewish,82,Yes,Homosexual,C,-26.898151685867415,E,A,E,1
Other,26,No,Homosexual,C,0.35010980359213145,E,C,C,1
Jewish,57,Yes,Bisexual,A,-52.97655924321467,E,E,E,0
Christian,99,Mental,Bisexual,E,25.753034554780776,C,B,D,1
Jewish,25,Mental,Homosexual,A,-40.91342031580716,B,E,B,0
Jewish,66,No,Bisexual,E,52.06144219359587,E,D,B,1
Other,92,None,Other,C,-138.57489042547076,A,C,A,1
Other,80,Mental,Heterosexual,C,124.05524743104121,E,D,D,1
Other,19,Mental,Bisexual,B,42.80118093104702,D,D,A,1
Hindu,74,None,Homosexual,B,12.047019738095713,C,B,D,0
Hindu,25,No,Heterosexual,B,106.04889595944678,A,C,A,0
Christian,19,Physical,Bisexual,E,-51.90016089828969,C,C,A,1
Other,49,No,Other,C,-76.07463379382631,D,C,E,0
None,58,Yes,Bisexual,D,182.28653161766883,C,A,B,1
Christian,71,Yes,Homosexual,E,-92.02111264364393,D,B,C,1
Jewish,69,Yes,Other,D,40.55770530727696,E,C,B,1
Jewish,73,None,Heterosexual,A,-133.00948858150196,A,E,D,1
Christian,82,Physical,Bisexual,E,-164.5141496416321,D,D,B,1
Hindu,63,Yes,Other,E,30.079044794398385,E,C,B,0
None,52,None,Bisexual,E,-10.311993103364683,C,A,C,0
Jewish,26,Physical,Heterosexual,C,-15.661683647461713,B,C,C,1
Other,20,No,Heterosexual,E,-6.372400754526127,E,A,B,0
Christian,43,Physical,Heterosexual,C,-100.33744664603577,E,B,D,0
Hindu,49,Physical,Other,C,17.607240216305435,A,B,C,0
None,20,Yes,Homosexual,D,-182.89660426312935,C,A,D,0
Jewish,41,No,Homosexual,C,-160.15833670777172,A,B,D,0
Buddhist,54,Physical,Other,A,17.067944101261872,B,A,C,0
None,33,Mental,Bisexual,B,159.956035060454,D,D,E,0
Other,21,Mental,Other,E,149.27592576675676,E,C,E,0
Muslim,69,Mental,Heterosexual,A,96.42282359888581,C,C,A,1
None,36,Physical,Other,A,71.37597387263493,C,D,A,1
Christian,64,None,Homosexual,D,173.0872866729394,C,B,D,1
Other,35,None,Other,E,177.8499641374542,A,E,C,1
Buddhist,44,Mental,Other,C,-179.06735808862928,E,B,C,0
Jewish,25,Mental,Homosexual,C,1.3234859191414765,B,D,D,0
None,62,No,Heterosexual,C,24.312542051906323,B,C,A,1
Jewish,98,No,Bisexual,E,-216.41103692359223,B,B,E,1
Hindu,79,Both,Heterosexual,A,98.17974061543975,E,D,E,0
Muslim,29,Mental,Homosexual,B,67.4725922307366,C,A,B,0
Buddhist,73,Mental,Heterosexual,C,109.03519303599694,E,E,C,1
Buddhist,36,None,Other,B,-53.9537934787033,D,C,C,0
Hindu,96,Both,Bisexual,B,83.63387140480613,A,B,B,1
Buddhist,96,No,Homosexual,D,-109.15712537428115,E,A,C,0
Buddhist,64,Both,Other,C,82.35133295900495,C,E,C,0
Hindu,28,Both,Heterosexual,B,132.87734319152452,D,E,B,0
None,21,Both,Homosexual,E,69.8298809345911,D,A,A,1
Buddhist,29,Both,Heterosexual,E,25.027407806916656,C,B,A,1
None,56,None,Homosexual,A,-87.96546301220151,C,B,E,1
Other,20,Mental,Heterosexual,E,114.02312877253182,A,D,B,1
Jewish,54,Yes,Other,D,-196.91151843185168,B,B,E,1
Jewish,83,Both,Other,D,-149.55668643077593,E,C,C,0
Other,49,No,Homosexual,D,11.248897289438146,D,C,A,1
None,78,No,Heterosexual,B,-34.005698990546776,E,E,D,1
Christian,56,Physical,Homosexual,E,53.865258850957176,C,C,B,1
None,42,No,Homosexual,D,165.39756644660753,C,A,B,1
Muslim,23,Yes,Heterosexual,C,157.96326153244763,A,C,D,0
Muslim,49,No,Homosexual,C,-140.23288654263396,E,E,C,1
Other,47,Physical,Homosexual,C,-71.1444181031578,C,C,C,1
Other,38,Mental,Bisexual,D,24.3213602533669,C,B,C,0
None,41,Both,Homosexual,E,42.43109387912931,B,D,B,0
None,39,None,Homosexual,E,-216.65232021158408,C,C,A,0
Buddhist,97,Both,Other,C,-47.89504342593413,E,D,B,0
None,93,Yes,Other,C,46.64869873718421,B,D,E,1
Hindu,95,Physical,Other,D,-38.51136932910282,E,A,E,1
Jewish,46,No,Heterosexual,A,-77.02953335649859,B,E,B,0
Buddhist,33,Mental,Heterosexual,A,15.697414603288301,D,A,E,1
None,49,No,Bisexual,B,34.48375031118967,C,A,B,0
None,52,Mental,Heterosexual,D,41.768960889444514,D,E,D,0
Jewish,51,Both,Homosexual,D,91.25206384112896,D,D,C,0
Other,82,Physical,Homosexual,B,-35.464383993298085,E,D,A,0
Hindu,59,Physical,Heterosexual,C,57.25285376103415,B,E,A,0
Buddhist,88,None,Homosexual,C,47.320881124861195,C,B,C,1
Buddhist,91,Mental,Bisexual,E,-12.959467039502565,C,A,E,0
Christian,71,No,Heterosexual,C,-47.80047178295969,E,A,C,1
Buddhist,38,No,Bisexual,A,-54.661290322095326,C,A,A,1
Muslim,99,Both,Bisexual,D,-152.6142291776126,E,E,C,0
Other,51,No,Homosexual,E,12.324818741674859,A,C,A,1
None,83,Both,Bisexual,B,105.90936115040057,B,E,E,0
Buddhist,46,None,Bisexual,C,30.25059076176886,B,A,C,1
Christian,85,Physical,Heterosexual,E,-129.94608503077228,C,E,D,0
Jewish,21,Mental,Bisexual,D,61.53186377761251,C,A,C,1
Jewish,53,Yes,Bisexual,D,1.4536660193123587,B,A,E,0
Jewish,86,Physical,Heterosexual,C,69.41910340946151,D,C,A,0
None,60,Physical,Homosexual,B,-117.84679599538825,A,E,C,0
Jewish,89,None,Homosexual,E,13.04261138707807,D,D,C,1
None,57,No,Heterosexual,B,113.33482866607712,C,C,B,1
Christian,62,None,Bisexual,E,68.39131093075058,B,C,A,1
Hindu,69,Mental,Other,D,25.129199745493196,A,C,C,1
Christian,71,Both,Heterosexual,D,100.3341831146654,E,A,B,1
Buddhist,59,None,Heterosexual,B,51.87114653975677,C,C,D,1
Christian,91,Mental,Other,B,-150.3179246973963,A,C,C,0
Muslim,49,Mental,Other,C,-174.64974485455195,A,A,D,0
None,51,No,Other,E,33.7966467555297,B,D,B,0
Other,33,Both,Homosexual,C,21.868149172343646,C,A,A,0
Buddhist,40,Yes,Homosexual,C,-25.808547603532123,D,B,C,0
Hindu,81,None,Other,B,46.45406420211277,C,A,D,1
Christian,85,Both,Other,A,109.95295614405258,B,C,E,1
Muslim,50,Yes,Homosexual,A,-59.29650196718197,E,A,B,0
Muslim,58,Mental,Other,E,52.06647666452143,A,B,D,1
Hindu,43,Mental,Heterosexual,B,-93.9409684858019,B,E,A,0
Buddhist,76,Both,Heterosexual,D,37.79071086346445,E,A,B,0
Buddhist,44,Yes,Other,E,-99.34449337860512,C,E,B,0
Buddhist,19,Yes,Other,B,-121.40810216972409,B,C,B,1
Christian,21,Both,Heterosexual,A,75.42738039769803,A,A,E,1
Buddhist,20,None,Heterosexual,D,-75.1316718459294,D,A,B,0
Other,19,Physical,Other,D,-7.794313363780027,D,B,A,0
Christian,75,Mental,Heterosexual,E,63.9084509926105,C,B,A,0
None,55,No,Other,E,-95.0549589370646,D,E,D,1
Jewish,21,No,Bisexual,D,-3.7937035151056913,D,B,C,1
Buddhist,78,None,Other,E,-169.54878861717705,D,A,E,0
Muslim,61,No,Other,D,-133.1441711718945,C,B,E,1
Christian,86,Both,Heterosexual,D,-167.03824268784808,D,B,E,1
Buddhist,22,None,Heterosexual,B,120.44632140873888,C,C,E,0
Other,40,None,Heterosexual,D,131.48657819688768,A,D,E,1
Hindu,31,Yes,Bisexual,A,-85.48351333269787,E,E,B,1
Hindu,55,Mental,Homosexual,D,-81.49194540524995,A,B,B,1
Hindu,21,Physical,Bisexual,C,-79.50889872308292,E,C,D,1
Buddhist,90,Physical,Other,D,199.05009767776886,C,D,E,1
Buddhist,48,Physical,Other,C,-56.275124906748644,D,E,D,0
Muslim,32,Yes,Other,B,-14.998592004039738,B,A,C,1
Jewish,20,Both,Other,C,-55.03854964182421,C,E,C,0
Muslim,48,Both,Bisexual,B,97.91201104986565,C,E,B,1
None,57,Yes,Other,C,89.72194626406215,C,D,D,0
Jewish,38,Both,Other,E,119.1284875076989,A,D,B,1
Jewish,51,Yes,Other,A,-39.595641506079296,D,C,D,1
Other,38,Both,Other,C,-21.235211993914504,E,C,D,0
Jewish,24,Mental,Heterosexual,C,-61.60936205325343,D,A,A,0
Jewish,32,No,Bisexual,D,-157.05694688684846,D,A,B,0
Buddhist,27,No,Other,D,230.6485534199209,B,C,B,0
Other,45,Mental,Other,C,-23.699076878288423,E,C,A,1
Buddhist,63,No,Homosexual,E,89.38871351193201,D,B,B,0
Other,87,Mental,Bisexual,C,-8.56106074762286,D,E,E,0
Muslim,70,Mental,Bisexual,C,-132.19749847966597,E,D,B,1
Buddhist,89,Physical,Other,A,102.61439125427951,D,A,D,1
Jewish,40,None,Other,A,-57.05093382219525,E,B,A,1
Muslim,86,Mental,Homosexual,A,-110.52747777891219,D,E,A,0
Hindu,75,None,Heterosexual,B,-55.996146005244626,C,E,C,0
Jewish,79,No,Homosexual,C,213.00283093094882,D,B,E,0
Christian,96,Mental,Bisexual,E,63.83756069270754,B,C,A,0
Muslim,70,Mental,Heterosexual,E,-142.04947588379036,E,B,D,1
Muslim,72,None,Heterosexual,C,-53.64008396699774,E,B,D,1
Jewish,68,Mental,Homosexual,D,62.423558144738436,A,B,C,0
Hindu,55,No,Other,D,140.19023013808373,A,A,D,1
Jewish,32,No,Heterosexual,C,136.70118951944326,A,C,A,1
Jewish,59,Mental,Other,D,41.4774936479543,D,D,A,0
None,54,None,Heterosexual,E,-223.69054846786685,E,C,A,0
Buddhist,43,No,Heterosexual,D,98.13838595151707,D,E,D,0
Hindu,31,None,Bisexual,E,-35.63909089264411,A,D,D,0
Other,33,Physical,Homosexual,A,45.6166519339397,D,D,A,0
None,22,None,Other,B,49.799985436180066,A,E,A,0
Jewish,73,No,Bisexual,A,142.11199595632942,D,B,E,1
None,40,Mental,Other,D,-293.2251177035432,D,A,D,1
Buddhist,93,Both,Bisexual,C,-10.816387535134936,C,E,E,0
None,65,Mental,Other,C,-174.34219381915173,B,E,A,0
Other,98,Mental,Homosexual,E,-54.94572761708652,E,D,D,1
None,24,No,Homosexual,E,-2.2898981690885205,A,B,E,1
Other,60,Physical,Heterosexual,A,-90.27915445998688,D,A,C,0
Buddhist,46,None,Other,C,16.67356807885428,A,E,B,1
Jewish,76,Mental,Bisexual,D,45.61669426087763,A,B,E,0
Hindu,97,Yes,Bisexual,D,12.478088812877168,E,B,C,1
Other,18,Yes,Bisexual,B,-156.7971261238581,A,D,B,0
None,72,Both,Bisexual,C,-60.536562763304346,B,E,D,1
Muslim,40,Mental,Homosexual,E,-39.52238016286234,D,D,C,1
Hindu,29,Physical,Bisexual,A,-77.26761325321941,C,B,E,1
Christian,69,Yes,Bisexual,D,123.43286660101217,C,D,D,1
Muslim,19,Physical,Other,D,-61.693384376491814,E,B,B,1
Other,45,Physical,Heterosexual,C,55.31152432871072,A,B,D,0
Muslim,39,No,Bisexual,D,70.64694798578559,A,B,E,0
Christian,79,None,Other,A,-39.3249205716749,A,D,B,0
Other,44,Yes,Bisexual,C,47.05732762472762,A,E,B,0
Christian,56,Mental,Heterosexual,A,-144.400963646268,B,C,C,0
Muslim,69,No,Other,A,-10.285198897319686,B,E,A,0
Muslim,86,No,Homosexual,D,-121.57533946325192,A,B,B,1
Jewish,96,Mental,Homosexual,D,101.72221572789336,D,D,D,1
Hindu,64,No,Heterosexual,D,29.05472587496941,C,C,A,1
Christian,90,Physical,Heterosexual,E,9.469111780776553,A,B,C,0
None,86,Both,Heterosexual,C,94.09489500008607,E,B,A,0
Christian,95,None,Other,B,-86.60813339158662,C,C,D,0
None,38,None,Homosexual,A,-22.583459766051885,A,B,E,0
Muslim,34,No,Other,C,-51.3215834006237,A,D,C,0
Jewish,90,Physical,Heterosexual,E,-187.33671992263484,E,E,A,0
Buddhist,32,None,Other,C,-50.53692934733308,A,A,C,0
Hindu,48,Both,Homosexual,E,-83.62337564439241,C,A,D,1
