AgeGroup,married,nation,veteran,feature_0,feature_1,feature_2,feature_3,feature_4,target
18-25,Widowed,Brazil,No,-257.60435440942854,D,C,A,43.54095289443012,1
51-65,Married,India,Non-Veteran,-219.9374980847654,B,A,C,-167.49578737074705,1
36-50,Married,Germany,Yes,38.354994937929625,A,C,E,-2.390056421049281,0
65+,Widowed,Brazil,No,8.560552958726724,C,A,B,2.9429103281895763,0
18-25,Married,Mexico,Non-Veteran,32.84362794488538,E,C,B,89.50256850326595,1
51-65,Single,UK,Yes,121.20048246926179,A,B,A,-93.298878623111,1
65+,Single,US,No,155.87458900833795,A,E,E,-40.538480994698844,0
36-50,Single,Brazil,Veteran,-99.39368750365475,D,E,B,88.96041809888935,1
26-35,Widowed,China,Yes,21.238195889685418,C,C,D,11.740270303364369,0
26-35,Married,US,Veteran,-89.03369975348467,E,C,E,113.20883211685103,0
18-25,Widowed,Mexico,Non-Veteran,26.32485070653386,E,D,A,-88.55429062418175,0
36-50,Single,Brazil,Non-Veteran,-62.791229906967715,B,E,D,89.73534595587583,0
26-35,Single,Mexico,Yes,-3.6742497588643492,B,E,E,64.26965922063395,1
26-35,Widowed,Brazil,Yes,-69.52744978802144,C,B,E,-106.42665143588023,1
51-65,Married,Brazil,Yes,-37.23611326946229,E,C,D,-6.947197702181748,1
18-25,Widowed,Germany,No,-195.68000852133267,B,C,C,-198.7932696309479,0
18-25,Married,Mexico,Non-Veteran,-34.901480140948024,C,C,B,-44.293404442326114,0
26-35,Divorced,Germany,Veteran,51.30986956546022,E,C,C,-22.01351449688678,1
26-35,Widowed,India,Veteran,-94.37393190997679,E,D,B,159.10093806465437,1
26-35,Widowed,Other,Non-Veteran,14.436412379883265,C,E,A,83.22703279468364,1
51-65,Single,Mexico,Non-Veteran,200.4171852488355,A,E,D,-4.432400921391642,1
65+,Widowed,China,Non-Veteran,87.24795959274189,D,D,C,-31.620599934040815,1
65+,Single,US,No,-60.51701197236945,C,A,B,41.62980022203444,0
65+,Divorced,Mexico,Yes,-3.457074487817615,E,B,B,-185.00852371275496,1
18-25,Married,Other,Veteran,44.038451673859576,A,E,B,110.65404892756041,0
26-35,Single,US,No,89.78735394548119,B,C,A,139.5372689539953,0
51-65,Single,Other,Non-Veteran,-43.97434171832064,D,E,A,-21.111104134283547,1
51-65,Widowed,Mexico,No,-114.29182545295191,A,D,C,-42.17673729953489,1
51-65,Married,India,Yes,-64.99842402647654,E,D,B,-70.18354348203655,1
65+,Widowed,China,Non-Veteran,1.9634895398395271,C,B,E,85.19005102450662,0
18-25,Widowed,China,Veteran,13.976251034124665,D,A,A,49.74280473554871,0
26-35,Divorced,Mexico,Veteran,-208.62564298865567,B,A,D,8.354123927146215,1
65+,Single,Germany,No,-120.5722031281649,D,E,A,24.01920912103649,0
26-35,Divorced,Germany,Yes,-56.83776785168069,A,E,D,-119.77159284984526,1
36-50,Married,Other,Veteran,35.2030436131559,D,D,D,-77.03899851945674,1
36-50,Widowed,Other,Non-Veteran,-15.785043469507723,C,C,B,40.22793457898348,0
65+,Single,UK,No,122.19830012934278,C,D,B,21.9868251802877,1
26-35,Single,Brazil,No,-170.07494946753826,B,E,A,-235.28623590081565,1
65+,Widowed,Germany,No,-119.28419877412524,E,B,C,61.840302410108485,1
18-25,Widowed,UK,Yes,-74.16620300504017,B,A,C,-60.56558285781012,0
65+,Married,Mexico,Yes,-138.1679248227563,D,E,C,34.6608613096008,1
51-65,Married,China,Veteran,93.21329516882443,D,A,D,-28.432667300836663,1
51-65,Divorced,Mexico,No,-78.82930682181862,B,B,C,98.50616586857474,0
51-65,Divorced,Other,Veteran,-76.17791536373811,A,D,D,97.65005465269077,1
36-50,Married,Brazil,Veteran,-125.4888003184362,C,A,D,28.07153377534482,1
65+,Married,Brazil,Non-Veteran,94.94181434121029,E,A,E,0.45621281146620873,0
26-35,Single,Other,Yes,133.04795897657422,A,B,A,139.60464474452056,1
51-65,Single,Brazil,Veteran,21.163238328246187,E,B,C,179.20851526631924,0
26-35,Widowed,Mexico,Veteran,-7.826282533907393,B,B,C,163.09598151411694,0
18-25,Divorced,China,Veteran,75.59330956601843,B,B,A,40.297898243333584,1
26-35,Married,Brazil,Non-Veteran,-8.160884294024328,C,E,A,-85.97791637204571,1
51-65,Married,Germany,No,84.25783497950763,C,B,B,55.53095109391752,1
36-50,Single,Mexico,No,153.88286786573758,C,C,D,6.270490576701854,0
18-25,Single,UK,No,131.4687989462867,C,D,D,-92.11090537625402,1
65+,Widowed,India,Non-Veteran,-146.00643877266552,D,C,B,-102.45903467830021,0
36-50,Married,Other,Yes,-254.76188434718634,D,A,D,-37.43639801227794,1
51-65,Divorced,UK,Veteran,-13.286346987729663,B,D,D,48.13629502357567,0
18-25,Married,UK,Yes,-153.69784927342286,B,A,A,71.94957802235874,1
18-25,Married,Mexico,Veteran,-138.23520866445932,B,B,E,-47.06068139117681,0
51-65,Widowed,Brazil,Veteran,343.83336989926755,D,D,A,37.17002605208935,0
65+,Widowed,China,Non-Veteran,90.93960621900239,D,B,D,7.166691628884355,0
36-50,Single,Brazil,Yes,-16.817097111976846,C,E,C,-153.24804901453766,0
36-50,Divorced,UK,Non-Veteran,-92.11088899686088,B,B,D,81.54294842889678,0
65+,Married,US,Yes,-41.50831960361516,D,E,C,5.60094605762198,1
36-50,Widowed,Mexico,Non-Veteran,-25.7789706249051,C,D,B,-67.16168905922711,0
36-50,Married,Germany,Yes,-52.157001122180446,C,B,C,203.19139478631044,1
18-25,Widowed,China,Non-Veteran,-219.1475465171605,C,E,A,2.630629760658375,1
26-35,Single,UK,Veteran,35.781381907672206,A,E,E,95.44761701442029,0
18-25,Married,India,Veteran,-74.3747928853404,D,A,E,173.29132834735162,0
18-25,Divorced,Germany,No,-4.548745436523665,A,D,C,-71.10634593885821,1
36-50,Single,Germany,No,24.95365069270978,C,C,B,-91.59049497523677,1
65+,Married,Germany,Yes,-6.611816016981365,C,D,A,218.652042945877,0
51-65,Single,UK,Veteran,8.024872704220885,E,A,A,-116.6756178234795,1
26-35,Single,Germany,No,-77.2292487347588,A,D,B,84.56725959923,0
65+,Divorced,US,Non-Veteran,110.74897628408087,B,E,E,-116.30191911219391,1
18-25,Widowed,Germany,Yes,15.856394003389937,B,B,D,-87.11177629053097,0
18-25,Widowed,China,Non-Veteran,197.34896112863848,B,C,D,-57.70361197190503,1
65+,Married,Other,Veteran,16.92481948022894,D,B,A,-118.34009111156851,1
65+,Single,Germany,Veteran,100.11213464477528,D,A,D,-15.094145414241636,0
26-35,Divorced,US,Non-Veteran,-13.719998135954125,B,B,C,-87.9093885614344,0
18-25,Married,UK,Veteran,-29.442105260444755,E,E,B,-123.88695201584387,0
51-65,Widowed,China,Veteran,-0.19832272853559488,B,A,E,-7.829324791041584,1
51-65,Widowed,Mexico,No,-175.02695780889744,B,D,D,-63.84691408357751,1
18-25,Widowed,US,No,144.78264048147312,C,C,B,38.78815372522094,0
65+,Divorced,Mexico,Non-Veteran,-51.43098850473176,A,D,C,16.219208532618968,1
36-50,Divorced,UK,Yes,23.512045511696694,E,E,C,-71.1111476817759,0
65+,Single,Mexico,No,30.821076249397873,D,D,E,61.91948269943053,0
65+,Single,Other,Yes,-179.31422280715051,A,B,D,-113.63529500050376,0
36-50,Married,India,Veteran,72.68555185043098,E,A,C,-11.230695730222735,1
36-50,Divorced,Brazil,Veteran,-112.58670527511825,B,E,D,-110.10884923903008,1
51-65,Single,Mexico,Non-Veteran,-54.81642577983198,C,B,B,-79.93655805581086,1
65+,Widowed,China,Non-Veteran,48.847674312988545,D,E,A,0.3109215522684698,0
26-35,Single,UK,Yes,30.53375103217178,D,B,B,-97.7420815874441,1
51-65,Married,Mexico,Veteran,-116.79508677701821,E,D,C,168.8692277485641,1
26-35,Divorced,Brazil,Non-Veteran,-31.35500353437121,B,B,C,203.73645320110413,0
51-65,Widowed,China,Veteran,11.840953312547846,E,B,B,16.81435080480191,1
36-50,Divorced,UK,Veteran,-4.608866833209528,B,E,B,138.54569315589458,0
18-25,Divorced,Mexico,Yes,-80.2684168542799,B,A,A,-135.7487763713637,0
36-50,Single,China,No,68.9286231284027,D,B,C,243.59096609067342,0
18-25,Divorced,Mexico,Yes,-65.71263802197171,C,D,B,-22.977785051441625,0
36-50,Widowed,India,Veteran,42.56897279149818,C,E,A,-114.42483269555265,0
51-65,Single,UK,Yes,6.367676825947929,B,C,E,31.020814295420983,0
51-65,Married,Mexico,Yes,62.307828483849434,E,B,E,-46.813283993265664,0
36-50,Single,Brazil,Veteran,-137.70409074034694,B,A,E,-121.31318715808477,0
26-35,Divorced,India,Non-Veteran,-115.64220772713385,A,E,D,-215.4096620722362,0
65+,Married,US,Veteran,4.859239679000036,C,D,B,96.64109773206508,0
18-25,Married,India,Non-Veteran,-46.157583744996444,A,C,D,29.46531595007383,1
65+,Widowed,Germany,No,-21.255793463594816,C,D,A,0.5970096434603229,0
36-50,Single,US,Non-Veteran,-25.766353716209384,A,A,C,-46.17262724067737,0
36-50,Married,Germany,No,-58.89285740174744,C,A,D,35.99575806670138,1
65+,Married,UK,Veteran,-68.05890374249283,C,D,D,80.34095252211544,1
65+,Divorced,US,No,-252.4428349729627,D,A,A,52.272510856146184,1
65+,Divorced,US,Yes,-46.228072003599905,E,B,A,46.73129000474001,0
26-35,Single,Mexico,Yes,113.9812825265233,C,A,C,114.34167539597826,0
51-65,Single,UK,Yes,87.8188557051523,E,D,A,-75.77824011025224,1
18-25,Single,China,Yes,-37.96289703923807,E,E,D,-21.376452725024848,1
65+,Married,Other,Yes,95.31565202807623,A,B,D,-140.67757294616501,1
26-35,Divorced,Other,Non-Veteran,169.11183514879878,B,E,B,-52.68963764256264,0
18-25,Widowed,Other,No,93.10377031018913,C,E,E,-25.35352376352436,0
65+,Married,UK,Veteran,-15.25033229942613,C,B,C,-107.6483717502338,0
36-50,Single,US,No,49.974207246061184,A,E,B,-111.43071920812267,1
51-65,Single,Other,Yes,-34.786749197049645,E,A,B,-8.794560970071617,0
51-65,Single,Mexico,Non-Veteran,-42.02733729724292,D,D,B,-131.01063335268685,1
65+,Widowed,Other,Non-Veteran,-9.384026185644217,D,C,C,8.571577668350526,0
51-65,Single,US,No,-347.3339009037473,A,E,A,211.43711271312165,0
51-65,Married,Germany,Veteran,-73.00353814222821,B,D,E,62.69843523927181,0
51-65,Divorced,UK,Non-Veteran,18.703232770041588,C,B,A,54.99856264777371,1
26-35,Single,Other,No,25.535966371848435,C,E,B,-87.20726394420353,0
65+,Divorced,Brazil,No,-45.14747958625974,A,B,B,-8.965168081185904,0
18-25,Divorced,China,Yes,-80.37793785023712,C,C,D,57.62772275605611,0
26-35,Married,China,No,72.88228482642323,B,E,C,-20.83655914394493,0
18-25,Married,Mexico,Non-Veteran,195.71945249010352,A,E,E,-16.592038481978165,0
26-35,Divorced,US,Yes,-36.70817288018048,C,D,D,-79.72709589207778,1
26-35,Divorced,China,No,69.9945358569295,D,A,B,10.298210378048115,1
18-25,Widowed,Germany,Veteran,142.9529326478257,D,A,C,-46.425942117037046,0
26-35,Widowed,China,No,99.24341856692224,D,E,A,135.75908441861395,1
36-50,Single,China,Veteran,1.9683970696643314,D,A,E,-86.48015374248477,1
65+,Widowed,US,Yes,107.35259859105157,E,D,C,-121.70715287692386,0
51-65,Married,US,No,-1.7390830155707866,D,A,B,-72.42307255148859,1
51-65,Widowed,UK,Veteran,-18.68650771610138,C,A,B,108.5458910761582,1
65+,Single,UK,Non-Veteran,-51.20941568167737,A,D,D,71.79993495391824,0
18-25,Married,UK,No,61.287342555251165,B,E,C,-40.95302422096721,0
18-25,Divorced,UK,Non-Veteran,143.19129684067198,A,A,A,98.62995318966063,0
65+,Widowed,Mexico,Yes,-30.852987960439194,A,D,A,-149.7684146179455,0
18-25,Widowed,US,Yes,-112.8990747666786,D,D,E,64.34940447745359,1
18-25,Widowed,Other,Veteran,-27.75458616481865,D,E,A,-5.122009715711926,0
36-50,Single,Brazil,Veteran,-31.766641867990476,A,E,E,-101.81894061239778,1
26-35,Widowed,India,Yes,-39.247410753507026,A,B,C,69.19053085706895,0
65+,Widowed,Mexico,Yes,6.303311128496391,B,C,C,-88.35855673327931,1
18-25,Single,China,Veteran,-175.66339326714925,E,C,B,-11.882509501861945,1
51-65,Married,China,Veteran,-10.548454062127822,B,D,C,-38.356854732792215,0
18-25,Divorced,Brazil,Non-Veteran,-124.20919317885613,C,C,A,-38.641277288730144,1
18-25,Widowed,UK,Non-Veteran,-39.892158504310466,B,B,B,-189.73969784539787,1
51-65,Single,US,Non-Veteran,55.269031042820615,E,E,E,83.81261001846096,0
36-50,Widowed,UK,Yes,33.80453225110664,B,B,C,132.38891088094843,1
26-35,Divorced,China,Veteran,-55.534269396440806,E,D,A,-270.3282658200625,1
36-50,Single,US,Non-Veteran,-123.31842320581134,D,D,B,26.535071301918105,1
18-25,Married,Germany,Veteran,9.371961495160123,E,A,C,30.165903458941145,1
36-50,Married,UK,Non-Veteran,-4.4944195591070555,E,B,B,-115.27893125148113,0
36-50,Divorced,China,Yes,-60.18615107691283,A,D,A,-163.4763382319805,1
36-50,Single,US,Veteran,-40.04519899395103,C,C,D,-68.56712679854478,0
18-25,Widowed,Brazil,No,210.9446515631763,E,A,E,-71.446717410672,1
51-65,Widowed,Other,Non-Veteran,-54.583355687008314,D,B,E,-65.85836275734795,0
26-35,Divorced,Germany,Veteran,-218.94813286357038,A,D,E,57.978580053474296,1
18-25,Married,US,Veteran,-36.15264018878525,C,E,A,22.083043486364957,0
36-50,Divorced,UK,Yes,-16.271231709196798,C,A,D,-38.686824969444416,0
18-25,Widowed,US,Non-Veteran,-68.11404843139121,E,E,D,38.14300703240207,0
18-25,Single,Mexico,Veteran,334.8281303183708,C,D,C,-65.88955984592376,1
51-65,Widowed,UK,Veteran,3.318550526236251,C,A,B,110.20366255466581,0
18-25,Married,Germany,Veteran,-120.41749121189483,D,C,C,181.0197203184434,1
18-25,Widowed,Germany,Yes,-104.83120511598902,A,C,A,67.5461853984977,1
36-50,Single,Germany,No,-114.24284454392432,E,E,A,125.76092448753202,1
18-25,Single,Other,Veteran,-133.09390024512814,E,C,E,76.57569580547526,0
36-50,Widowed,Mexico,No,67.21294346598063,C,E,E,11.528391592522961,0
36-50,Single,Germany,Non-Veteran,-111.697962214815,A,C,A,-106.28405787490851,0
65+,Divorced,China,Veteran,48.177425456339655,D,C,A,-71.07318145996989,1
65+,Divorced,Other,No,-44.14035714753171,E,D,A,-63.5866016191461,0
26-35,Widowed,China,No,108.12999638660735,D,A,D,15.908174137437662,0
36-50,Single,UK,Yes,-35.99067457945154,E,E,B,-48.35898989870327,1
36-50,Single,Germany,Veteran,-94.86206943867774,E,E,A,21.842523572534883,0
36-50,Widowed,China,No,166.37807081736648,B,A,D,163.848000428494,0
18-25,Single,India,Non-Veteran,21.111693460537957,A,C,D,-97.20535347516584,1
65+,Widowed,US,Veteran,-91.62992254095381,A,B,C,140.63708359504795,0
18-25,Married,China,Veteran,253.778434212648,E,C,D,1.5370078535193707,0
51-65,Single,India,Yes,12.79811471643485,E,A,E,-123.44499340363637,1
51-65,Single,US,Veteran,-109.59192313128447,B,C,E,2.5588015753621716,0
18-25,Single,Other,No,16.5221291037089,B,C,A,28.689183083793857,0
65+,Married,Other,Yes,-47.819475470122555,E,D,C,-48.99892169029036,1
51-65,Married,China,Non-Veteran,-21.653701849317653,A,E,A,-62.256832448123156,1
51-65,Divorced,India,Non-Veteran,-44.420694741545944,A,B,C,-84.03123027684711,1
51-65,Married,India,Yes,-99.84278718706024,C,C,B,174.43601749035872,1
26-35,Single,Mexico,Yes,70.29227742852481,A,C,E,-239.78857217788513,0
36-50,Divorced,US,Veteran,45.074888330394,E,A,D,-189.61202198565454,0
51-65,Married,Other,No,109.35742159294878,A,A,D,13.569997272355353,1
51-65,Married,China,Yes,-57.04645624833504,B,D,A,-54.826264660090985,0
18-25,Divorced,China,Veteran,52.20732829422773,E,B,D,-19.777245893127755,1
36-50,Single,Mexico,No,-22.813238670805905,D,A,A,-141.71656553097117,0
26-35,Divorced,Brazil,No,-105.0514449143181,A,A,B,47.597615404350925,0
36-50,Married,Brazil,No,4.9273234065517455,A,E,A,129.99265945244986,1
18-25,Married,China,Non-Veteran,-171.19604344003633,D,E,C,6.959750377618554,1
18-25,Widowed,Other,Yes,-54.900602380624896,C,C,D,84.06296928298256,0
26-35,Divorced,Germany,No,-75.68852617828108,A,C,B,24.71502590153926,1
26-35,Single,China,Veteran,-137.19909242663607,A,C,B,49.56394001284842,1
36-50,Married,Mexico,Yes,12.039234333386165,D,C,D,-57.588626927648654,1
26-35,Widowed,Germany,No,102.17696173093663,A,C,D,51.269333123755075,0
51-65,Widowed,UK,Veteran,-27.249637025420558,A,B,A,-13.579413034445903,0
36-50,Single,India,Veteran,-1.110812629658452,D,B,B,5.226376906337866,0
18-25,Single,Brazil,Yes,3.0189596719165537,C,B,A,-11.45793076008979,1
26-35,Married,India,Veteran,20.51627193949202,B,B,A,-212.7170911024562,1
65+,Widowed,Germany,Non-Veteran,-25.484771633410396,A,B,E,1.0828829760510277,1
51-65,Married,Mexico,Non-Veteran,-64.00493490419336,B,D,C,-19.163671370537898,0
51-65,Widowed,UK,Non-Veteran,168.39508181509623,D,D,D,91.45836963567166,0
18-25,Married,India,No,5.380595981429038,D,D,D,167.17921175823022,1
18-25,Single,China,Yes,49.0397417473683,B,E,A,28.83236764774808,0
51-65,Married,US,Yes,189.8778603004028,C,A,B,62.30664422649369,0
18-25,Married,Mexico,No,-78.75026676780814,E,E,E,-108.12420854827236,1
51-65,Divorced,China,No,-119.49417335976963,C,A,E,97.11688265285726,1
26-35,Widowed,Other,No,71.86293410852691,D,D,C,-247.10586228726035,1
36-50,Divorced,Germany,Yes,-157.02214422039168,A,D,B,-105.29936389145294,0
18-25,Widowed,UK,Non-Veteran,-83.60115046447903,C,E,A,20.431573361891424,1
36-50,Single,India,No,170.57023889858635,B,C,A,3.5014865263909436,0
18-25,Single,Other,Non-Veteran,57.72580467330648,A,D,D,88.44232853285534,0
18-25,Divorced,Brazil,Veteran,-29.698079920225872,D,D,A,72.52282346762591,1
65+,Married,Germany,Veteran,-222.39181978526184,A,B,C,-141.68199682656535,1
26-35,Married,Brazil,Veteran,42.7817805252873,C,C,E,-184.45889824162137,0
26-35,Married,UK,Non-Veteran,111.20954621796292,E,E,C,71.48367376542795,1
26-35,Single,Other,No,69.78558777196872,E,E,A,66.03068484521272,0
65+,Single,India,Yes,50.47686523026784,D,B,C,92.19749893305655,0
18-25,Married,Germany,No,-118.55895797938041,E,B,D,-155.10469730820859,0
65+,Married,Other,No,-48.083942847093795,B,E,B,-84.09460599909697,1
18-25,Widowed,UK,Veteran,19.684916279801335,C,B,E,-189.18947385482065,1
26-35,Divorced,China,Veteran,58.512830313162134,E,E,E,-132.21808730903837,0
36-50,Divorced,India,Non-Veteran,55.0979583203575,E,D,B,78.05208146956089,1
26-35,Widowed,UK,No,29.557507573883512,B,B,D,7.067764608898475,1
36-50,Married,UK,Yes,-102.91081333681407,B,C,C,-60.4854007625424,0
26-35,Divorced,India,Non-Veteran,-10.297020859634262,D,D,D,59.30965182206381,0
51-65,Single,US,Yes,-133.56171192330234,A,B,D,-74.60918969325569,1
65+,Widowed,Mexico,Veteran,-250.12682463209362,D,B,C,-160.96248960594573,0
51-65,Divorced,Brazil,Yes,-44.84351107341675,B,D,D,-7.852143449937627,1
65+,Single,India,Non-Veteran,78.39710760346243,D,E,D,57.258989938994745,1
51-65,Married,UK,Veteran,-112.84294464867214,D,E,A,-89.4244841338773,1
26-35,Divorced,Germany,No,-328.6471253801876,C,A,A,-37.04207067621882,0
36-50,Single,India,Yes,-92.24413301953366,D,E,A,-14.284207142096724,1
36-50,Married,Mexico,Veteran,-127.45884207219471,E,C,B,-5.987625833435216,0
18-25,Married,Mexico,Veteran,-91.06930799987279,B,A,B,-38.20612778065593,0
51-65,Single,Other,No,31.274481195955595,B,E,E,31.01521704178064,1
51-65,Widowed,UK,Veteran,77.5646857845383,C,E,B,-39.28825713240926,0
51-65,Widowed,UK,No,123.01408280689321,C,A,A,123.78704857785124,1
51-65,Single,Germany,Veteran,-45.78828891419806,B,A,C,-86.89042774649047,0
51-65,Single,Mexico,No,-23.58738995369853,E,C,A,-95.7724441648822,0
18-25,Widowed,US,Non-Veteran,-32.315983870835765,D,B,E,-33.201735694901785,0
26-35,Married,India,Veteran,-203.82966389882134,D,E,D,109.03966079199061,0
51-65,Divorced,Mexico,Veteran,122.77338635127022,E,D,B,171.0733150629514,0
18-25,Widowed,Mexico,Non-Veteran,61.043506146175034,E,B,A,128.63931022736642,0
65+,Married,India,Veteran,-166.7698961738876,B,E,E,69.98168775396991,1
36-50,Married,Mexico,Yes,-22.676994712388538,D,B,C,-72.83288315089693,0
36-50,Single,India,Non-Veteran,35.703462525616445,A,C,D,-86.33583169677088,1
65+,Divorced,Germany,Veteran,205.38280269713871,C,D,A,-51.40696352192744,1
36-50,Widowed,India,No,26.024200354292255,E,E,D,-198.21222483662154,1
36-50,Divorced,India,Non-Veteran,-21.92788091096805,A,B,C,29.815332097580914,0
36-50,Single,Mexico,No,29.469619198952408,E,B,E,-66.37338914829185,0
18-25,Widowed,Brazil,Veteran,43.29691807692358,A,C,D,97.28075292754585,0
51-65,Married,Brazil,Yes,50.34785519157383,B,A,C,-64.24864736156948,0
36-50,Married,Germany,Veteran,-120.9528603437523,D,D,B,-121.41386903356741,0
65+,Single,India,Non-Veteran,-116.92591709377554,C,E,D,-38.11241203582899,1
26-35,Divorced,Mexico,Yes,122.9660223660625,E,B,D,-62.907067288155375,1
65+,Widowed,Other,Veteran,-17.48883130265148,B,A,A,-21.185329874008495,1
18-25,Single,UK,No,-11.05789734932415,B,E,B,96.4725750245245,1
51-65,Married,Germany,Veteran,5.094909550442463,A,A,C,72.28462644776091,0
18-25,Widowed,China,Veteran,133.0245797996076,D,D,C,-99.53617307067607,1
26-35,Single,Brazil,Non-Veteran,24.266209784957006,A,D,D,-139.0095675197858,0
36-50,Married,Brazil,Veteran,-4.1671665019228445,E,D,D,17.73579157194974,0
65+,Single,India,Veteran,22.971379783040728,C,D,C,1.8119246459154545,1
18-25,Single,Germany,Veteran,20.1727282641189,A,D,E,77.2342996041228,1
51-65,Single,US,Yes,-62.99481127019533,D,E,A,-23.715943984786772,0
36-50,Single,Germany,Yes,12.925524298044202,E,C,D,148.6349462512249,1
36-50,Single,China,Non-Veteran,66.95308912994682,C,D,B,35.697125318711315,0
26-35,Married,Germany,Non-Veteran,-117.25056236251659,A,C,C,-22.711736678216926,0
65+,Single,UK,Yes,42.841725447071404,D,C,D,-65.98461583014728,1
26-35,Widowed,China,Non-Veteran,64.89091721756387,B,E,A,-59.37595994186417,0
26-35,Married,Mexico,Yes,-90.43893758217601,C,C,D,112.55705132892263,1
51-65,Married,Brazil,Veteran,-156.28304671796354,A,A,B,2.516284432016768,1
36-50,Married,UK,Veteran,-52.98675938506546,D,E,C,110.24057478416182,0
26-35,Single,Brazil,No,-10.219547879154039,C,D,D,27.53842281994116,0
51-65,Single,UK,No,-122.59561118099083,B,E,D,51.18088238596956,1
51-65,Married,Germany,No,-42.761759013026115,B,A,D,76.86770924708864,0
26-35,Widowed,Mexico,Yes,-77.19227767528294,C,D,D,213.50301516356853,0
18-25,Divorced,Other,Yes,-80.94399663801921,A,C,A,103.8108240814719,1
36-50,Single,India,Yes,-144.86949159132575,B,D,D,36.96489977181889,0
65+,Divorced,UK,Veteran,69.34851700296277,D,C,D,-80.9470392807725,1
36-50,Single,Brazil,No,92.00129857392389,E,A,C,-54.10388797733042,0
51-65,Married,Other,Veteran,108.79810443734188,B,B,A,145.29956339656687,0
36-50,Widowed,UK,No,-40.63544949196541,E,C,C,99.42981197341189,0
36-50,Single,US,Veteran,226.99530910338072,D,A,E,159.52522724883394,0
51-65,Divorced,India,Non-Veteran,-36.368981404972104,D,E,C,-110.84045164472506,0
65+,Single,India,Non-Veteran,-41.221361495459625,E,E,C,139.55164310078513,0
26-35,Divorced,India,No,82.38334774512938,D,B,A,-8.386587150945678,1
26-35,Married,China,Veteran,-48.37515919519782,D,E,A,29.65847229904378,1
65+,Widowed,China,Non-Veteran,14.299671285637192,D,A,B,-86.39122279014629,1
65+,Widowed,Other,Non-Veteran,-66.05795150572733,D,D,A,-23.04050126485018,0
65+,Single,UK,No,175.64498425475063,C,B,E,160.08933194760039,0
18-25,Widowed,UK,Non-Veteran,-102.42674632432167,D,A,C,-12.425683947346073,0
65+,Married,Other,No,-43.19975241670845,D,D,E,-10.433446740743046,1
26-35,Widowed,UK,Non-Veteran,-156.53726395360198,E,C,E,135.75011881068332,1
51-65,Divorced,India,Veteran,7.88631832707787,A,D,A,90.04345054293054,1
18-25,Divorced,UK,No,214.7556927791107,A,A,A,1.9197964306543889,1
51-65,Divorced,Mexico,Veteran,-25.804920025593585,A,A,E,-63.79328865619427,1
36-50,Married,Other,Non-Veteran,-40.23370745090521,B,C,C,-167.13955360069446,0
26-35,Single,Mexico,No,120.92781489276634,E,D,E,-123.1842923296053,0
26-35,Widowed,Other,Yes,-15.413373318259154,C,D,B,62.73350335232528,1
26-35,Single,China,Veteran,26.604894813366837,D,C,B,43.65224389261473,1
18-25,Married,UK,No,-43.30173998772949,D,B,E,20.140933808082746,1
26-35,Single,Mexico,Yes,-40.232050477577054,D,C,B,-87.8870418849505,1
65+,Widowed,UK,Veteran,32.11493980219232,B,D,E,217.90024055892565,1
18-25,Married,Other,No,-56.47188878083048,D,E,D,71.0270795249402,0
36-50,Widowed,Brazil,No,42.15046949064023,C,E,C,-63.45020308645615,0
26-35,Married,US,Non-Veteran,-40.910987238424866,B,E,A,161.18996236479106,1
18-25,Married,Brazil,Non-Veteran,-139.94529153810876,D,C,C,160.68039851542238,1
51-65,Married,Other,Yes,73.61715724513121,A,B,E,-66.10069480363995,0
18-25,Widowed,US,No,-13.378986093688358,A,D,E,-71.94000884507909,0
36-50,Married,Brazil,Non-Veteran,6.116344576103293,D,E,A,-2.6467621351728763,1
26-35,Married,Other,Yes,-152.90542112697983,E,E,A,-111.62878034049255,0
26-35,Divorced,India,Non-Veteran,-51.1110714058724,D,C,D,-110.94907717849762,0
51-65,Single,UK,Yes,57.74838116002039,A,C,B,-113.7006524474865,0
18-25,Married,Brazil,Yes,-67.222286538664,A,C,C,-114.65107169291251,1
51-65,Widowed,Brazil,No,212.71347196884398,E,C,C,31.63200132315215,1
65+,Divorced,Germany,Non-Veteran,-204.98599021459123,D,D,E,-36.84980692235216,0
65+,Single,Germany,Yes,56.631175252057616,D,A,A,-59.22469589230628,1
36-50,Widowed,Brazil,No,24.42505126853005,B,D,D,-1.379149138125119,1
18-25,Widowed,Germany,No,-65.89925313234875,A,C,D,-148.03872276601567,1
18-25,Widowed,Other,Yes,-72.99695051903154,A,A,B,-23.90454554635265,1
65+,Married,Mexico,No,6.6649223037756125,E,B,E,73.7253040100452,0
26-35,Married,China,Veteran,-138.911401345085,E,A,D,-45.60690746139837,0
51-65,Single,Brazil,Yes,135.68222566860254,C,A,A,119.28664195234148,0
18-25,Widowed,Germany,Veteran,114.9744424056302,D,D,D,-180.47034851544814,1
65+,Divorced,India,No,45.74362576808959,E,C,B,9.761529544787715,0
65+,Single,China,Non-Veteran,-95.37739917612416,C,C,C,-190.58288035193831,0
18-25,Widowed,US,No,-104.38656477550172,C,B,C,29.426976441663577,1
26-35,Single,Brazil,No,134.7164188560274,E,B,E,-24.238760297709707,0
26-35,Single,UK,Veteran,-115.4387024315587,B,B,D,-6.418008535736719,0
36-50,Widowed,Mexico,Non-Veteran,-22.729127583440192,C,B,C,94.65754107131926,0
