disability,marital_status,military,Race,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,target
Both,Widowed,Yes,Hispanic,E,-144.78883659551582,D,14.335295604176354,D,-10.599237027893196,-100.56903964417339,B,B,E,56.32845743488021,-4.018115145797555,5.936475571599186,23.73704019956417,0
Yes,Widowed,Yes,Other,A,6.738043423328623,C,-60.09187990009467,E,-142.2255854778632,35.92199062935194,C,B,C,-5.522614247104339,-50.19215899200814,-78.35617285822647,108.57608125421869,1
Both,Divorced,Yes,Asian,C,-3.651687310259618,B,-184.34330789338134,B,67.23573844879928,-44.39329579806669,B,C,D,-52.80396536566824,-166.4305084626614,-127.47017700203645,-25.05908425008126,0
Mental,Married,No,Black,A,-77.67284669338136,C,-64.22651514945686,E,14.115839528443228,-171.32974671929497,E,A,B,64.74338780266847,-50.04741649277982,40.07357085476701,-152.63488058161136,0
Both,Single,No,Hispanic,D,21.972541067198577,D,90.97107979593886,E,-12.908486590432242,134.94685233958805,C,D,E,52.83027360219991,-111.30800479748584,51.924888150951965,-12.8334348569914,0
Mental,Married,No,Hispanic,B,-51.606453132412945,D,-99.76940023234886,A,13.927847043734548,-221.43509806200075,A,A,A,22.25257738937472,-60.94134083887811,48.88254568622495,-81.65378611943088,0
None,Widowed,Non-Veteran,Asian,C,-60.90028696331555,E,18.24347572199228,A,124.02833403813777,101.53715795758387,E,A,D,-26.681891163570747,145.39951730159703,-36.78405054524525,-48.81298161925467,1
Yes,Widowed,Yes,White,A,-17.199061804591857,E,-109.68994392442582,B,11.756989966725447,-13.07345910996748,A,B,B,17.643525498550666,12.116539086450137,-59.76352177758155,188.87579035129102,0
No,Married,No,African American,A,-78.51616787587503,C,-45.37422272442971,C,-234.5007898558587,-127.73749232968854,E,E,E,-91.22767071270688,102.10346441743181,12.289435675315339,109.55743783231473,0
Physical,Married,Non-Veteran,African American,C,129.70744741512195,E,44.69758455783277,D,-29.671529302902254,-40.91977940074732,D,B,E,-104.36635687515145,-118.99289506234823,-17.099110533999646,70.33622759689437,0
Yes,Divorced,Non-Veteran,African American,D,-104.46265009764456,B,-67.23280231388907,B,-42.042104397055,30.880133563144714,C,B,D,26.021679520292114,42.45704141003767,20.606056338375453,58.72927605325435,1
Both,Single,No,Black,D,-5.940464079117307,B,96.43445358209624,A,-96.65762926888735,162.21603178656036,A,B,C,-149.81102489394462,-36.58365087922757,-106.35632294432212,98.38008493195481,1
No,Married,Yes,Hispanic,D,-25.67464187883734,B,-24.26178016181754,B,78.2223068096944,110.1195449728496,A,B,D,47.50267349251398,178.25775214712698,-36.472783428660414,-131.83907383505687,0
Both,Single,Yes,Black,E,-130.6008505767376,D,-147.3567262724267,C,18.450867313644014,170.9625217826871,B,C,C,54.64016496288961,79.00303187048411,94.96676103002348,-26.386867025212474,1
Physical,Widowed,Yes,Asian,D,-38.70969748993433,E,34.97041930875196,C,-97.41963688210453,197.19652995348775,A,E,A,-54.487623207810685,-17.792292996280416,-59.44526936601772,114.75794708781632,1
No,Single,No,Hispanic,C,22.512599784324287,D,18.467709338076705,C,-13.244955584171086,30.084166084622723,C,E,E,-13.240549936444795,-104.04040969319115,-131.94942863510332,-110.09147995926718,0
Mental,Single,No,Other,E,76.54082830925134,C,-28.234697708146495,A,86.49569641165276,213.30713768873295,D,A,D,13.23720369079442,-2.5710405980571838,153.62593675996573,79.71268690490375,0
No,Divorced,Yes,Black,C,-65.77218635254407,D,45.876959377882194,A,-161.16340898708876,-108.98581784637733,A,A,E,-30.743838477586493,108.91079652623235,22.947037621683673,-37.71903488262963,0
Physical,Divorced,Yes,Other,C,-177.9671699932804,D,146.0302270675773,E,47.205806491483635,124.58176419298948,B,B,C,-14.58437788306258,175.97034391171655,121.48965375169037,-22.410290777448765,1
No,Married,Veteran,Black,D,78.08561328666028,C,-59.99313755972875,D,-241.2580880989953,35.4029804052048,B,E,B,49.51100597149393,215.3454495643825,-78.8455409618115,36.865285274469,0
No,Widowed,Yes,African American,E,-19.652329333917113,A,-160.68542600109893,B,-165.7827951377352,-25.000519902204623,E,C,B,-110.54535247493229,258.6117096403565,-26.307625499295572,-182.43360841707582,0
No,Divorced,Yes,Asian,B,-24.168881714322154,C,30.494777923678264,E,262.5833870395713,7.3731236066061605,B,B,C,51.46228456720182,120.43667139166119,3.776606245937928,78.99586354240743,0
Physical,Divorced,No,Asian,C,-3.4957142921904474,C,32.50636023852141,E,-154.58600481274078,-79.35463174779939,C,A,C,-72.48361381870882,-63.02853553200439,27.657076154471046,-129.71677140329672,0
Mental,Married,Yes,Other,A,152.76859868277347,A,-169.31603459037308,E,46.14870664588544,-136.8740721605302,E,E,D,-70.59873015820138,-23.36598864647181,-66.02815694014348,23.954328691091476,1
No,Single,Yes,Hispanic,D,-0.9203369301488717,B,131.3404665066521,B,120.30340959634154,-79.193983428895,C,A,E,-78.78965744573296,130.90607832396051,28.92153619958085,15.552542860138788,1
Yes,Married,Non-Veteran,White,C,16.24478194855597,C,4.136001615403819,B,4.9473453846007915,-153.7131516482855,C,C,B,35.879558086450004,-31.691249253154897,-143.15506467833953,60.00564795343841,0
Yes,Widowed,No,White,D,-37.90671691405208,B,107.61587589118724,C,1.8557290276331142,93.6767570271448,D,A,D,118.94749650869755,-43.38575461470741,-76.16914356820324,-16.21702488482978,0
No,Single,Non-Veteran,Hispanic,E,107.68946106574558,A,-124.57253706670235,D,-115.28257603913488,122.20945002140469,E,A,B,-86.42985815650752,4.345043827915091,200.90673348424323,-75.81300274544004,0
Mental,Married,Non-Veteran,Other,C,-26.98697906634037,A,178.91258937622078,D,-51.1850322463673,-88.56106608600447,A,D,E,-59.06763469163694,-110.92566355245805,51.97442109605972,51.79693363798842,1
No,Single,Veteran,Hispanic,D,9.532672736168053,B,86.16311906845463,C,-50.51211997914978,-14.61157428723948,C,D,B,-126.7066023692955,-72.17888837977914,131.10350875798315,7.336769013289417,1
Mental,Widowed,Veteran,Other,B,-7.66806879834436,D,-191.19858065343618,C,-146.95803288155227,144.01750835262354,B,E,E,-66.48370919164333,-3.3998944075478406,-73.96068258203019,-72.62168827167504,1
Mental,Married,No,Hispanic,A,-194.81913715854824,C,20.875231533035436,A,38.1893518361656,6.429955803000144,D,E,E,-35.98292499053627,-179.66700039184352,-11.533281342114886,29.033461663457196,1
No,Divorced,Veteran,Hispanic,A,31.711131699999186,B,-170.65276440143037,B,-187.1406162985332,12.258607897568915,D,E,D,181.88294854466758,84.38142826843092,81.43288051929153,-147.97307507512824,1
Mental,Married,Yes,Black,E,21.277450862265965,D,-62.13632961985082,C,-63.69687125635013,12.584836908032917,C,E,D,49.37920484608899,26.460357504433606,38.3118912727367,-20.353239634074242,0
None,Widowed,No,African American,A,274.57894750725245,A,26.89371050676422,D,-350.10975089747535,26.602501437272714,E,A,E,-50.05291782129099,47.78656192300117,48.664118946437775,-39.087348809990054,1
Mental,Divorced,Veteran,White,B,-77.25957324297788,D,-96.02148453403906,B,-105.33858917868797,23.451247907290306,A,C,A,-204.79592295750143,-136.63265578932507,6.551660289133188,36.067725195844105,1
Physical,Single,Yes,White,E,183.70108034976528,C,2.715511553519576,C,-41.7521008895725,-22.6097579962209,B,C,C,-44.46885268106108,113.92460408439258,107.4394266593988,27.89303234084618,0
Yes,Married,Veteran,Hispanic,E,-54.83474715104838,B,11.55695130586512,C,-204.99533269878492,20.370515040491664,A,C,E,-89.17227504764158,-103.18230311934613,-146.12650383442673,7.007089219099186,0
Mental,Divorced,Non-Veteran,African American,E,57.55444146000575,D,143.49803505471382,A,35.3457193825068,-39.085659283712474,E,E,A,11.048059372212878,95.82278633803745,-23.983050515391668,-0.12240756070563127,0
None,Widowed,No,Other,C,-3.8619029572658046,B,18.670041224305365,D,70.7705179394851,-82.12317019901921,D,E,C,43.542297529556954,-65.31875729913155,36.4929820557246,-150.23338206637212,1
Yes,Widowed,Yes,African American,C,71.64641575459494,B,29.045579691919354,C,-96.92998194557885,31.485728423244332,E,D,B,55.46119303402446,19.639605854204664,-33.26185473102761,-99.92160010814102,0
Both,Single,Veteran,African American,C,-44.903530176395115,B,100.14106175923037,A,142.75201357001734,94.9202383214381,E,A,C,57.281225605614374,-2.798826366170021,-208.15609489576715,-34.37109953785402,1
Yes,Married,Non-Veteran,Black,E,-85.09058469669918,A,-27.596645036893204,A,-35.72585381659239,5.382046657849383,A,D,B,-28.17483497816953,-42.4614888834065,90.65364860416673,-114.05982957739764,1
Both,Single,Yes,Asian,D,119.60611613264341,E,-4.200643605513792,A,-206.82635296660084,-110.71552688673908,E,C,A,-84.44904767047564,210.22678301184564,91.78221502383683,197.35776597432618,1
None,Divorced,No,White,C,-303.626635706904,C,43.92133699778084,C,52.628629314903804,75.32960936430115,B,C,A,-45.415503631227125,343.8227327589219,-120.00956552445861,-96.76605178498099,1
Mental,Divorced,Non-Veteran,Other,D,-162.81376456880753,B,-37.93083317177185,E,-42.5570610585978,-64.89552499828875,D,A,D,3.6247387088323375,-171.20313971480013,4.359364461696515,100.3199855441985,1
Yes,Single,Yes,African American,D,-17.2779612561955,E,-87.53365230813822,B,-186.47770535360056,147.81998582950672,A,E,C,-95.16528818876408,-239.52922909752706,-104.26185354209994,154.94991209759038,1
None,Widowed,Veteran,African American,E,-66.12461581666655,B,41.662585802408756,E,11.370731114656142,-51.284412034307095,B,D,B,-40.343347318894665,26.504669248556567,-109.40918249885372,128.7286050928907,1
Mental,Divorced,Non-Veteran,White,C,6.190757790941466,B,28.204464459548127,B,56.6738163991419,-156.00224982531626,B,C,A,105.1623863918548,-138.57872174257088,-24.515093090711332,10.073319309017407,0
None,Divorced,Veteran,Black,B,27.831345538074036,B,-26.983029598238907,B,-40.73706017084404,53.52152505026287,A,A,B,14.936451445699038,78.83316961427363,-62.11509749991381,1.4720330936190331,1
Mental,Divorced,Yes,Hispanic,C,58.73257400865981,A,96.79694639603895,E,-170.07240853952325,111.58108078636006,B,D,D,141.47422794393609,130.90318357500888,62.95200091907917,-44.15717252793519,0
Both,Married,Veteran,Black,B,-53.47836180519386,A,-144.28540990762585,B,-51.82933696574739,-267.31315674063,A,A,C,139.7525191396883,74.0672362139415,68.14167155744185,-15.582071858848925,1
None,Widowed,Non-Veteran,Other,A,0.054110033403162214,D,-72.4316190369872,D,-14.49850769288988,-55.162382978161936,B,E,B,-59.464386655254884,-0.04383933892839707,129.27954502986526,28.646685283452243,0
None,Single,Veteran,African American,E,99.74101194091276,D,-1.063901066539783,E,-27.849224714108917,-32.449367195793215,C,C,D,-275.33811465905427,124.2741096342413,-44.69632395113079,-190.36424467822604,0
Both,Married,Non-Veteran,Black,B,-8.294670803975812,A,57.402174726744235,D,82.54282288221245,-47.948732461220914,C,A,C,-50.93303196683284,167.08634941385912,43.87825349098171,-35.151371981373835,0
Both,Widowed,Non-Veteran,White,B,-114.19078217735597,A,-63.54482820184727,C,-226.3726623583792,43.40427211969378,C,B,A,17.397616703934023,79.85398631764737,171.54217953729304,-95.71910063522286,1
Both,Divorced,Yes,Hispanic,E,110.37510238163324,C,-48.86860863830197,B,17.0810611187865,18.183407729826943,E,E,E,44.04228315857328,-12.1330725064145,-151.31092662543054,5.559305193648975,0
Mental,Married,No,White,B,118.20197303242912,C,-163.82868865149538,E,36.88050803984267,-15.211438755049336,A,B,B,-31.131767696752433,-193.13010859852872,-72.34594123310279,-17.46084974013758,1
Yes,Widowed,Non-Veteran,Asian,A,168.42815791528068,B,-105.37019769191211,A,190.43131153167775,244.83793236143634,E,E,A,175.93154883057855,163.8132001907413,-42.25069452025792,27.12101592008996,0
No,Widowed,Yes,Other,C,97.74442162153551,B,-64.02649342689638,C,61.91917110305947,-41.79225224674498,E,C,D,-0.141660813032391,187.10274750281198,145.3917408283486,9.614980091492816,0
Mental,Married,Veteran,Black,B,48.67916436322885,B,165.5999402269529,D,122.42987385906325,-260.8092090876914,D,B,C,-90.24145121094595,-60.39632792913563,49.57502775976205,-143.56744622220808,0
None,Married,No,African American,C,82.39461956460354,D,58.692888671539166,C,16.236663677450817,60.92587926553396,C,A,E,-31.191060698073258,1.5410970659729566,-17.672203634524077,23.609064349545765,1
Both,Divorced,Non-Veteran,Black,C,-104.53902900190597,B,0.023721374433356236,C,91.77046527607055,-95.67331379613427,C,C,D,-23.383756760018052,139.8992298310386,43.80141372881118,184.5368226691456,0
Both,Divorced,No,Asian,E,-1.8916172494864751,C,106.77929788655243,C,56.52960943734375,-9.400647601953498,A,E,B,-39.47911754792538,-77.92529095449372,-39.942107473582496,204.5446091644632,1
Physical,Married,No,Hispanic,B,38.12796846671362,C,-80.9910713658962,A,12.193913629928844,-114.87107168009693,C,C,B,-59.12958051797247,146.9658748931747,171.9995380445583,9.76319434257711,0
No,Married,Non-Veteran,Other,B,19.487371513928387,E,248.47572086374709,E,-43.48572845221246,-62.65051006849247,D,E,C,48.24902920189302,205.53094133837786,131.9547438273088,-12.319554291332647,0
Physical,Married,Veteran,Black,A,-213.59596960651123,B,164.93095288885456,B,-126.1402932092272,-33.23908309815628,B,C,B,-40.782019438107874,30.692369017765582,-8.604841295777407,-189.4106509960404,1
Physical,Single,Yes,Asian,A,-63.104291235299016,A,82.37646656187468,E,47.06126607106966,-30.960614689232894,C,C,A,-64.23165057854273,154.88443790506557,-17.114895223540945,27.585684165129386,0
None,Widowed,Veteran,African American,B,-159.85383523405974,A,36.99244808715651,E,-38.75189261841109,99.59254011061756,D,D,C,52.52148397578548,-48.635494374376066,-11.644247780842514,-15.002406057314591,0
Physical,Married,Non-Veteran,White,E,2.2798249637621457,A,-7.322872499289053,B,65.75703161800791,93.34076496342935,D,B,C,-144.9039838241295,1.0330797671582563,43.027155915548015,-98.60721746570758,1
Physical,Single,Non-Veteran,Other,B,28.620402857841064,C,-32.399102981625575,A,-16.967341517018703,40.848964003617596,E,B,B,18.36270715636294,173.04870267150147,-76.27934889551776,62.12847082405023,1
Both,Single,Yes,White,D,312.18888228698637,C,-189.29262167155926,E,-89.3818849189716,-66.45201596270721,D,E,C,-89.79824717487202,-13.969745236190716,-205.6151160908761,81.4727088304313,1
Both,Single,No,African American,B,161.5817931023985,B,-155.37371900690803,D,-102.13385681518223,-57.326773835734215,E,B,A,-34.561524043065845,174.3741939256865,-17.173932062258057,-54.02338132291656,1
Mental,Divorced,Veteran,Black,D,-41.52492090278875,D,-22.925059625258115,B,74.69250088773936,-28.350873952865456,B,C,C,-229.42172175353167,-148.71802859983384,42.10369967717051,0.8055898929568142,1
Physical,Single,Veteran,African American,B,-75.37006361310381,A,13.119943514431053,C,142.36899378386894,-70.95505542597955,D,C,B,-24.11163994130981,32.08514390991566,92.47510644333902,-49.37573728838397,1
Yes,Married,Yes,Hispanic,B,-17.280033455750083,D,-173.32559297832827,E,29.828916593410952,-114.35199388812944,C,E,A,-72.35506173740112,205.17229334160714,-5.551548128535766,30.210724152352586,1
None,Single,Yes,African American,E,-85.0921234358767,D,117.12253080760955,B,104.09735714058823,-123.54092457520751,C,C,B,-86.49424034945977,-2.212136402467046,-64.38021208936746,-204.64496438119698,1
No,Married,No,Black,D,77.26520902699966,A,43.977455671951,D,179.33851302281,35.6107163918946,E,A,C,101.45913749965551,5.871285920133857,-213.70708039175855,76.47899152480487,1
No,Single,No,Hispanic,C,45.0464536586934,C,-39.512796216675575,B,-56.778583730450315,77.6343625829296,E,B,C,202.88236749711274,-76.81677848102774,-192.3223569789109,66.02364565537374,0
Both,Widowed,Veteran,African American,B,-177.19771569073083,B,-10.669849694332969,C,68.72187439138774,82.28783583852872,C,E,D,195.15643449097325,-147.81687945924924,-159.32372976087103,14.549700806461333,1
Yes,Married,No,Black,C,-176.25136736107424,E,83.33624387678262,B,-114.40620506219979,-61.546584994029644,B,E,A,71.97750772265155,42.20287639300484,-75.52445519365176,115.86555924862635,1
Both,Married,Non-Veteran,Black,B,-89.33224626340733,D,-24.22553230077004,A,-0.10631447644303259,-45.76252667499275,A,A,C,-27.716719564520908,-65.82440574797594,-79.96199801113937,-34.44897393459356,0
Physical,Divorced,Yes,Asian,D,141.88718566716565,B,6.681572366497017,B,15.590064916762689,74.48686516705301,A,A,A,-116.03118206316563,22.130912981989233,50.22332522364788,103.18330484761991,0
No,Married,Veteran,White,E,-280.22694718421843,D,43.41164208497521,C,-225.52015124679184,39.52832720249509,B,A,C,66.64925389847981,-54.31605395499086,49.01840088361883,-104.25194020114171,0
None,Widowed,No,White,B,-165.6700182397324,A,-6.161437628048871,A,-122.1862589024005,-45.6282005809971,D,B,C,-55.57365311376038,-22.63799062606742,-111.28560357314723,10.495342364870973,0
Yes,Divorced,Non-Veteran,African American,E,-115.32469276137438,B,-22.935233614555102,A,-64.61940451958834,-130.95449152008632,D,B,C,-51.197731541367496,-107.17767848155309,-138.4053694517914,97.54500569402298,1
Both,Single,No,Asian,E,25.705807074525755,E,-219.91386947703364,D,109.60053327626724,32.2165571944896,D,D,D,193.02105212519382,72.18093635632742,144.6156985317567,28.74178457411879,1
None,Married,Yes,Hispanic,B,-79.8951732648663,B,128.09783044581988,A,-26.548074801781173,8.230166751742734,A,B,A,-149.30835266754235,-115.66683385637229,-83.62453372239158,96.20824531825666,1
No,Widowed,Yes,White,C,-30.182059829924984,E,64.83961899076368,E,-158.61311447818258,210.47928407317363,A,A,A,-42.408596154478474,40.84621352670608,112.03624282069124,-55.36219787769628,1
None,Married,Yes,Black,B,9.229332278833343,C,149.03599435636104,B,171.16250574952466,-35.32947352712278,A,D,B,-99.35994362224008,38.198886544760214,115.26174680678895,-117.64102548595903,1
None,Single,Yes,African American,E,55.32562479937173,A,43.04915537440807,E,84.17306882126321,129.44577496885103,B,D,D,-5.503772138322831,31.100627686529446,8.473077558369777,80.73017139865233,1
Yes,Divorced,Yes,African American,C,-12.328918886287859,A,69.76724331067072,A,16.665172432910932,70.54096281908545,E,D,A,186.0403376394396,42.26835709339957,83.1571425528403,2.5214757358481563,0
Both,Divorced,Non-Veteran,African American,E,39.729834688226525,A,-45.84435238967432,C,27.661443906440695,-31.624535570867486,C,C,D,106.77042664095357,-115.20469541589704,253.8715847582235,182.97628565088604,1
None,Single,Veteran,Asian,C,-66.2923456463499,A,-69.16105708174052,E,-152.19108882223,-105.60457751639451,D,C,C,8.618042917077188,51.44416870423382,199.4563243285913,64.68645861663049,0
Yes,Widowed,Yes,Hispanic,C,113.17512099345097,B,-175.18885298431346,B,-128.2123181415957,17.66324716838545,B,B,C,48.145368053796645,-60.62250882257963,-8.674397547405713,62.1306240043868,0
None,Single,Non-Veteran,Hispanic,D,-38.32738644747945,A,27.069555883316877,A,45.03980761179774,-171.75454546174805,D,C,E,117.14684878675811,31.51256605518672,-171.3246131556346,69.80756704987155,1
None,Divorced,No,African American,A,138.12775562290753,A,-29.143258200080385,D,64.35939397011602,4.947848187870046,D,C,B,115.12445776086177,44.646258578020145,-233.92219449814834,-69.73109849910365,1
Physical,Divorced,Yes,White,D,-121.82058637642758,A,-107.63506778727425,B,130.0753155773856,-83.47808805155015,E,C,E,58.171205570414486,1.586404582139391,19.90997688088294,55.48175669002908,0
Mental,Widowed,No,African American,C,-90.82584671048023,E,97.20091855015556,D,19.905122024938418,89.12112048359758,B,B,D,16.240042067144294,-41.49210337363549,19.891022197653953,-34.932328099867604,1
Physical,Single,Yes,Other,A,-5.47102446361676,E,140.03846835466877,E,-170.37504866358154,-27.668038629768176,B,C,A,350.25202726282754,47.29395718918229,17.866561218462206,44.60477136567086,0
No,Single,No,Asian,C,18.025127357552968,E,132.92752262540876,B,92.91480406815027,-89.15847230205193,D,C,A,33.70758307157171,-8.694339727612585,200.29314897819984,-80.99452390815469,1
Both,Divorced,Yes,White,C,-19.032515814815522,C,70.48479337097298,A,8.973100327724804,-39.02669400398752,A,B,B,52.85931376743952,72.14051698306243,-136.49419232609773,168.6485155897383,0
None,Married,Yes,Black,A,25.68252702236043,E,120.06515865935697,D,-28.72487495265949,-230.69853292465683,E,E,A,-135.66860279553353,7.173421974068932,14.860957088384014,262.63571803382206,0
None,Single,No,Hispanic,E,-172.89989124717312,D,107.77380408495485,B,183.23899588568025,-37.328671770534946,A,C,C,-282.4037276095669,24.522084668949766,-22.6306142032367,52.97713482367696,0
None,Married,Non-Veteran,Asian,E,-74.57408503502579,B,-79.32021694951146,D,-141.04619163376128,-93.8644359283563,A,B,B,-205.48776800886017,182.82521258034365,-124.00896235394742,-129.18385383372586,0
Physical,Single,Non-Veteran,Asian,B,-197.0000865533558,A,188.03701816263157,D,-17.235317840012577,-93.49133083873657,D,B,C,30.513339942139737,-104.01473887176516,-56.670108594063294,-55.11780568765069,0
Physical,Married,Non-Veteran,Other,C,7.2070432481425,B,55.94161855710652,E,37.66614561472687,-114.60866159687342,D,E,B,108.20687721737521,-44.6801091696377,-81.04866886600412,-55.80926862672894,0
No,Married,Veteran,African American,E,324.02242556572384,C,-100.91823272309854,A,96.7135438370297,41.43366370657821,C,A,E,-84.2327485906718,-160.86228387960298,-154.10528715629502,-117.23731159068767,1
Physical,Widowed,Veteran,Hispanic,B,133.4727317458707,E,45.97322878221167,C,98.74932910485849,-121.70008662637848,C,B,D,-27.416557259086165,-84.86016753191169,93.39310619687991,127.73139168357372,1
Physical,Divorced,Non-Veteran,White,C,-69.0299027745236,D,-60.58533427788757,B,50.45161764985971,-38.448558378652756,C,E,D,189.42853389297437,-75.7221935694672,-198.9388413353661,145.7251253779747,1
Both,Single,Veteran,Asian,E,54.33709301922048,E,-25.386240183807633,B,-45.139674702418205,55.84739224553918,B,C,D,-38.00259514229117,-93.51297904114175,-172.85100595481973,97.02715375775001,1
No,Widowed,No,Other,E,-63.54746864850899,B,170.24752817224768,C,45.12184419990986,-61.24111678016859,E,C,B,149.50070090368644,-63.92574047321757,52.14971299239103,7.662584676222184,0
Physical,Divorced,Non-Veteran,Black,D,-63.92406866281548,C,67.14724589454194,D,39.810603402514886,87.46727265564131,E,E,B,133.81050859892298,-12.32257964117687,-1.1709219238577206,-96.62742783279418,1
No,Widowed,No,Hispanic,D,-19.221616752506794,C,-80.38188662929655,A,140.35847648040908,-147.52885360942628,B,B,D,-133.0094496609237,-55.706943096225444,-48.55515673558255,50.20075413208039,0
No,Single,Non-Veteran,African American,B,-33.459696172007625,B,-165.29792413139526,E,-155.4904429613957,-65.44700863958687,D,C,C,-25.59626113808364,-148.85410796490726,1.9938854561792365,-16.237727262021938,1
Physical,Married,No,Asian,E,-74.53928652404437,A,-88.33535175198183,E,-157.30044461047447,28.350693554248007,A,A,B,-122.25612282803466,-20.187870719098104,-39.79152343736704,-95.59154385482384,0
No,Widowed,No,White,E,53.191878345421465,E,63.992153874033754,E,-121.69873428278335,-38.49891217677804,C,A,A,187.58696888211904,-53.34134189162189,91.77883106731814,43.63909301414675,0
Both,Widowed,Veteran,White,C,-136.43509695193364,C,76.05131693204517,D,187.36952651451733,-68.6125704521363,C,A,B,155.08003265171584,152.3717268087816,14.67110358605266,-57.67635218340202,1
No,Divorced,Veteran,Asian,B,-52.46001313849491,E,-84.26888740202725,B,23.915594734936825,193.92571766108605,C,E,B,5.76857919928238,-80.08757782965195,87.65411420657945,32.43465818274922,1
Physical,Single,Yes,Other,C,-192.63898492029546,B,113.470747307783,D,-42.77266140322034,100.66465100557089,C,A,A,82.89564466909366,12.790007929974259,-46.87454692836114,-31.616804216898743,1
Yes,Widowed,Non-Veteran,Black,C,170.6756148060153,E,-186.0592800861836,E,-112.19487833380204,-86.46930965511132,B,B,A,-80.9169374899644,42.94549828246752,10.376237913243465,104.142758455539,1
Both,Widowed,No,Other,A,-70.0491544908335,B,-143.32186656179553,D,-92.02800836084228,-95.55598746923359,A,B,C,-16.177709590887563,30.753122401408095,31.223364984649926,150.64600573021914,0
Physical,Widowed,Non-Veteran,African American,E,-161.3230219737506,C,-38.07383485846546,B,68.02817921656265,-3.5629299046231333,A,C,C,-46.976727014791585,-66.83012719373527,-69.19186589410666,-150.46762100199234,1
Both,Divorced,Non-Veteran,African American,B,-60.06362660488433,C,88.02972027953405,A,21.328153471914824,59.8540940085985,E,C,E,151.7979249070688,6.52757971000561,-279.7254552125061,59.159399225904416,0
Physical,Widowed,Veteran,Hispanic,E,-28.25980966840391,A,22.31081519463162,E,-56.66166306525682,32.342951043327616,C,B,C,-207.3756231702038,-67.79587420682371,-92.30850720732602,3.646243417376023,0
Mental,Widowed,Yes,White,A,97.34564934221112,E,-129.79942635834595,D,42.433465523124624,59.18158266524314,A,A,C,-67.20288935146405,142.7945935349818,80.44246881888806,-26.008749527411467,1
Both,Widowed,Veteran,Black,E,20.07220863617858,E,-65.42094880274337,D,-96.94804305560952,-18.329896358429696,C,C,A,193.9459078626975,-119.68337150565998,-3.9060908798374734,-55.2129437635009,0
Both,Single,Veteran,Other,C,81.8868459002696,A,-114.50845845334234,D,38.47727303433094,31.459138873813686,A,A,A,66.81669001064527,-45.510761896898764,-48.37397981132654,-56.06380596430689,1
None,Widowed,Yes,Asian,C,-127.97525643578402,A,74.96132132552155,B,187.28517652153997,84.10109528654782,A,E,C,-154.34796841167673,110.34613725460862,70.26897112460091,165.22270897026348,1
None,Divorced,Veteran,Hispanic,B,-72.39468411726091,E,-56.98024905558439,C,29.740108389786222,-170.68408556663047,E,D,E,-173.39490483061667,78.18934044774241,-76.1020872596271,76.31194200333155,0
No,Widowed,Veteran,Asian,C,-158.41241545155432,A,-9.371952723221495,C,122.64069976561093,96.11706704764984,B,A,D,17.334706082069662,-75.6029021515423,33.872671134360374,-84.49761353256639,0
None,Widowed,Non-Veteran,Other,C,14.734171815575593,D,-73.35856163279246,C,42.26351728558264,140.88514074090747,C,A,D,12.710367299201195,11.550604232726574,18.989622117995054,32.94688918929152,0
Mental,Widowed,Yes,White,A,99.81866146498155,D,60.74221009059044,E,-135.61042271338692,-64.65869641218657,E,C,B,39.95584553169222,3.779456976759763,-39.328227859127765,-47.55045696795323,0
No,Divorced,Non-Veteran,Other,E,33.88697027549284,D,83.01396040985018,C,-18.382995683778557,-143.9623215208319,C,B,E,122.21725171859813,-13.36188926511374,196.66732123849496,-185.71206381857704,0
Yes,Married,No,Other,B,83.0107294468927,D,-129.98383354999282,C,55.34585433245148,-150.43229703318468,A,B,B,-146.69871908974153,35.455512520270936,119.99412439591526,101.20508428451302,0
None,Single,No,African American,C,76.52512391498661,B,165.75555924268954,E,35.1268915346006,-51.634184680552366,D,E,A,-61.79822215670517,78.0816546912986,163.85151963157563,-140.111088568105,0
Both,Single,Yes,Black,A,59.52298083355031,E,-67.64136583252996,A,-202.16969443109218,129.55996352730793,A,E,A,-30.017756298584185,53.64807926494516,0.2921494483292916,-38.55979493475876,1
Both,Widowed,Veteran,Hispanic,B,-83.01175049969832,A,-83.72044612756198,B,-17.32498805862511,73.8125776740259,E,B,D,28.527477140441043,-101.94258569770538,-125.88431447765036,-216.87155779037002,1
Physical,Single,Non-Veteran,Other,E,-2.924534528807574,E,-7.656566022910356,B,29.410557758454246,3.5082076711032815,A,B,A,-63.112892189729266,-134.20691223754304,-174.81401038277863,38.63124551540547,0
Mental,Widowed,Non-Veteran,Hispanic,E,152.22396057336894,A,-52.43534297581775,E,-54.0368622495305,-115.98061774149396,D,B,A,-110.78404703737974,91.82149841186889,211.76740340567585,-117.89030197859,1
Both,Single,Veteran,Other,E,3.6497137740973074,D,-82.94351095732902,A,-86.14246593670649,-70.11315809153878,C,C,A,-7.5493210868464775,207.2884405240278,66.26615672242566,47.635475624985226,0
None,Divorced,No,Asian,A,292.1235320536018,B,-91.96334084658814,A,28.26074196563689,32.86531702159243,A,B,A,-87.8115522894364,-65.50792506771258,103.94549055708787,-100.28538249981003,0
