age_group,SEX,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,target
51-65,Male,A,C,B,218.47151219584916,E,A,-37.26287431652877,-28.63465306050727,D,0
65+,M,B,E,D,-73.45842925954177,D,C,-115.87798646909387,103.1997404602158,E,0
18-25,M,B,C,A,-51.328374444089086,D,A,-2.8940832921203237,-33.67303410728715,C,1
65+,Other,E,C,B,6.388753199961103,D,E,31.36008361720935,-31.336230992193233,C,1
51-65,Non-binary,A,D,A,-16.319486983064742,C,B,-6.733108841126269,18.438671305015546,D,0
26-35,M,B,D,E,151.55372952070684,E,C,-39.15955813276567,-58.71246578340661,D,0
36-50,Male,A,D,B,-170.85853441031387,C,B,87.54492412264993,-104.3485793499364,A,0
36-50,Male,D,E,E,220.10705819001834,D,C,-163.15505681766035,-96.45300015806907,E,1
36-50,Non-binary,B,A,E,-136.06708886205735,E,D,112.1617748516271,-35.11797106817327,C,1
36-50,Other,D,C,A,39.17565135915897,D,A,96.6881716025134,100.24137156437769,B,0
26-35,Non-binary,D,A,E,-82.73146731626822,B,D,-138.5645229885951,-37.2674040463861,A,0
51-65,F,D,D,D,-37.9133221439802,E,D,-36.81334264650233,-101.97711679685693,A,0
18-25,F,C,C,E,171.18270933748002,A,C,-168.5559756907071,148.30413855859868,A,0
51-65,Male,D,C,A,0.19765495481654802,A,C,69.87616398104488,26.926861090511313,E,1
26-35,Female,C,E,A,-7.173509922428151,C,D,127.18534133823223,-44.194708617101256,D,1
36-50,Female,B,C,C,-97.09748898601205,D,A,72.12486904089549,134.8682105728549,C,0
51-65,F,B,A,E,4.729347772591633,A,B,28.443845532885355,-163.62105012538316,E,1
65+,F,C,A,D,-50.763637194108455,C,E,9.684121765737661,55.68390106466607,C,0
26-35,M,C,C,E,-48.81357309851585,A,E,124.23292730225192,52.789667513337456,E,1
65+,F,D,D,E,-87.65779679828853,C,D,-35.868248562397135,0.6573892328230929,D,1
26-35,Other,E,E,A,-64.33772639436476,B,B,-123.01172572530218,73.88221529309317,A,0
26-35,Male,E,A,C,-122.32952809203277,D,B,75.76586393736711,-72.41260312951763,D,0
26-35,F,E,A,E,157.0971599791992,A,C,283.6186603386932,-217.34038023412214,A,0
51-65,Other,B,C,B,147.3497772274536,E,E,36.49176640663864,151.75315260799675,B,1
36-50,F,B,E,E,179.7974422740376,C,D,116.26036869796665,-70.9310209970448,B,1
51-65,M,A,E,C,-190.29052088771414,A,C,-137.20367810919362,179.67169371166787,E,0
65+,Male,C,C,D,-126.17318353421045,C,B,201.8572675712179,40.968876280944386,A,0
18-25,Non-binary,C,E,C,-168.83032158713883,B,E,175.8672907322656,-28.219258153233937,C,0
18-25,Female,A,E,D,-51.6809570056351,B,E,29.905794261923873,51.53347827585535,D,0
36-50,Non-binary,B,D,A,-64.67501247228104,C,A,-87.55683304376802,-24.817698414362173,C,1
51-65,Non-binary,E,C,C,-57.8774888837685,E,E,-80.7196621721256,5.593180777681046,C,0
36-50,Non-binary,A,C,E,-109.98435884945157,C,D,34.72229587388798,-85.63974069775982,B,1
65+,Other,B,C,B,84.73739863060386,B,B,-120.34383740810766,232.96015809559526,D,1
51-65,Female,C,D,A,-103.90573477526641,B,C,-20.80259844225659,83.81404253943968,E,1
26-35,Female,E,C,A,-49.66087729366671,B,C,119.67581797579302,96.06137599699565,A,1
36-50,M,E,B,A,127.39943369296304,D,C,92.88472415022872,-33.50988471606386,C,1
65+,Male,D,E,E,18.699834805882798,D,D,-187.1633104865176,-44.599054136387565,E,0
36-50,Non-binary,A,D,D,-154.94741646356937,B,D,-124.64800541140029,-44.035137218755416,B,0
65+,Male,C,E,E,119.61913788670853,E,E,41.406363674893996,97.0509669955415,A,1
36-50,F,C,A,B,-52.741617811943,B,B,-89.42756543512735,-122.83965263578425,B,1
18-25,Non-binary,E,E,D,47.18828530113832,B,C,12.312626974096554,42.095251998497844,C,0
18-25,Male,A,C,C,-126.72664058807517,C,E,133.8875508291383,63.41814401148069,E,1
26-35,Non-binary,D,B,C,-295.1859365844502,D,E,-38.55120619277129,-106.46186734523991,A,0
65+,Non-binary,D,D,C,96.37917358609455,A,C,61.63525487174605,-47.079958526058405,B,0
51-65,Female,E,D,B,-85.32928433649892,E,E,-40.256116871107864,23.75618812529207,C,1
51-65,Non-binary,D,D,A,21.480219116906913,D,E,-96.37014785793859,-8.5689921286091,A,0
26-35,F,D,D,A,2.7055586140857573,C,B,-71.75212894272588,70.55537448468341,D,1
36-50,Other,C,C,C,-107.1527604712327,E,E,-33.34312097216817,6.110140539607706,A,1
65+,Female,D,C,D,-107.28192122605714,A,C,-81.91542523730074,-71.22696695647765,D,1
36-50,Female,C,B,C,64.45861556099398,E,E,10.227773941648108,-20.151543533762737,D,0
26-35,Other,A,B,C,233.86661569978423,D,B,-20.60685796454078,12.971371154028407,E,0
26-35,F,A,E,D,53.55034273742556,D,E,98.20768613740604,-44.20833500418808,C,0
51-65,Non-binary,E,A,E,39.23955459408901,B,B,-105.72969972942458,-109.56875008410852,A,1
26-35,Male,A,B,C,-96.86463302244678,C,E,66.32261154036851,113.86508857791031,D,0
51-65,Female,D,A,E,75.04392254515892,E,D,-114.37923978120467,206.7082883111578,B,0
18-25,Non-binary,D,E,D,-30.19322620797633,A,C,63.47635959227442,21.25008885402573,C,0
18-25,Non-binary,A,C,C,25.822993014503552,C,D,129.5624811709387,-192.0391201985466,D,1
36-50,Female,C,C,B,123.75361590573615,A,A,54.18534044977898,78.42939048030235,B,1
65+,Non-binary,E,E,C,-38.45364472754107,D,C,48.720671477646036,-188.26511845861043,B,1
36-50,Other,A,A,C,-31.224262314982564,C,C,30.181751222505355,-56.3839827662961,A,0
26-35,Female,A,A,B,3.5935015605551297,D,E,-135.98593758732397,-53.44955717817312,A,0
18-25,F,E,D,B,-2.6138176419495407,C,A,74.31272811386523,-149.80821133768978,B,1
18-25,M,A,D,D,-71.94759960828864,B,C,-56.486708898793935,-131.94230385262986,E,1
65+,F,E,B,C,-136.44579058823317,D,A,-44.28494980907463,95.155113808825,B,1
36-50,Non-binary,A,A,C,254.21323621057928,E,E,17.292576452000123,19.391685815055173,C,1
65+,M,B,A,A,24.617868712688416,E,C,119.3020544752709,-41.93422316511821,D,0
51-65,M,B,B,E,60.22872977270627,C,B,58.48466552931517,-151.04403218217078,C,1
51-65,M,D,D,B,112.0144368820218,B,C,50.144036475424834,42.24919185975639,A,0
65+,Male,D,B,E,-21.815817583583268,C,C,-90.3412154953083,-162.72783329447464,D,0
18-25,Female,E,B,B,-45.71478286545941,A,D,102.6756607230598,112.07723231774673,C,0
36-50,F,E,E,B,-171.53753537302822,D,B,-181.21321714622835,-34.51231185076518,A,0
18-25,Male,B,C,B,86.73763795543701,B,C,10.454995346367998,-78.67205310318079,E,1
65+,M,C,D,C,46.63699384210365,C,B,8.170453277513952,-12.820848073202363,A,0
36-50,Female,C,E,C,-1.9506376851632246,B,D,182.39649586621195,-8.65799036647415,D,1
65+,Non-binary,D,A,C,45.11867432480738,E,B,-28.383076592996858,-3.1632876868881965,C,0
26-35,F,C,E,E,28.34973344459504,A,D,85.50637338423365,-39.88443109751464,D,1
36-50,M,A,B,B,40.925510716260376,E,A,-101.76667530892772,112.18728679071242,E,1
26-35,Other,B,C,B,251.06594314096444,B,E,-82.46054091291137,131.95811626953744,D,0
18-25,Male,B,A,C,5.136938222305465,D,A,-92.96357129586822,-186.31327921815267,E,0
36-50,F,E,B,C,-96.97400224102421,E,C,38.25252181015959,3.7854942617054146,E,0
26-35,Female,C,E,E,-139.51209637145757,D,E,-60.77050296107082,24.9413424956684,C,1
51-65,Male,A,E,C,49.81801403648753,D,A,-64.3129777011381,-110.7105797478289,B,1
18-25,Non-binary,B,B,E,101.79217248810714,A,B,-21.190631710952825,26.549723372853997,D,1
65+,M,C,C,C,19.512858990971463,B,B,-142.4293842124594,-134.5576479157409,D,0
65+,Non-binary,C,E,A,-53.82023880719162,D,E,-73.96196707361155,-184.68274127762095,B,0
65+,M,E,C,E,21.500636117084035,A,C,129.6226389816099,62.47230252246412,B,0
18-25,Male,E,E,E,-97.33777934683468,A,A,22.996753538572257,-246.31583969525815,A,0
65+,F,E,A,D,-57.69176843083055,E,D,-131.8009388728291,-55.6940121152355,C,1
65+,Non-binary,E,B,D,19.992802081744305,B,D,170.4687849551628,91.87956460235624,C,1
65+,F,B,E,E,1.920849726727637,E,A,27.57244383539471,165.43527772302022,C,0
26-35,M,D,A,B,23.855738908652484,C,E,1.3939457997584461,121.29838375633118,C,0
18-25,F,B,D,E,-10.322802236642438,C,E,70.18819703462653,-93.93525601331615,C,1
18-25,Female,C,B,C,142.77064346101707,B,A,146.47825493362083,-22.863340570911873,A,1
18-25,F,B,C,D,40.018304513490044,D,D,32.09752136350346,-227.69385259921128,D,1
36-50,F,A,E,A,116.50124489713471,A,C,-163.82519817103886,-23.270019752175067,B,1
51-65,M,A,A,C,-158.02180986374975,B,A,71.51712316490348,-125.76630202511858,A,0
18-25,Non-binary,C,B,E,51.681347639210514,B,D,-222.98193983686195,-48.39199255679091,A,1
26-35,Other,D,C,C,-78.61634998069805,C,C,-115.8851010008922,-112.26361674159816,A,1
18-25,Non-binary,C,A,D,33.59790570726456,A,D,54.690644065414304,45.250089049860456,B,0
51-65,Non-binary,E,C,A,-34.08925882915642,D,A,-11.723614862294967,-224.37365770826273,C,0
65+,Non-binary,D,D,B,5.828052615360448,A,C,-32.84497857672524,24.03667038501809,C,0
36-50,Female,A,A,C,-0.3588708314261461,B,E,76.85959171182373,-99.53114870946163,B,0
26-35,Male,A,B,C,96.56945527722883,C,C,-189.38659131791226,-84.01905306145471,E,0
36-50,Male,A,A,A,85.22493834780644,C,A,105.96403596606345,179.35729536977237,C,1
65+,Non-binary,E,C,D,-156.14825956766595,B,B,84.17812190747269,149.20927835122782,B,1
18-25,Female,A,D,A,-41.22097111836172,C,A,164.15253119818328,65.29661179792899,D,1
18-25,M,C,E,E,57.96230038573395,E,A,-91.9927758928056,-44.15559537497317,E,0
51-65,M,A,A,B,-46.62085791520735,B,B,-60.252239944275246,142.24811767232796,A,1
51-65,Male,C,E,D,-24.9909276403612,B,B,36.76663863627168,-130.0747431684788,B,0
65+,M,E,C,D,12.47799538899448,A,A,-47.87234600580342,105.2047204779786,B,0
51-65,Other,C,B,A,60.338437733286256,C,E,-64.52579683053027,-236.76520530065807,A,0
36-50,Female,D,D,C,-79.8962826406219,B,D,-27.63789796207633,-65.73595145084828,C,0
36-50,Male,A,E,D,-79.32483617891356,E,C,-82.55345862316045,215.56475062656918,B,0
36-50,Other,B,B,E,211.66742453597976,B,C,126.0193033586035,-142.58103315088596,E,1
26-35,M,B,E,C,-104.41937841465199,B,B,68.62505191570463,-59.38127203185346,A,0
65+,M,B,C,D,-42.259328756552854,C,B,-71.74290714520124,-61.541150827451254,A,0
36-50,M,E,B,B,-21.193177388806227,A,D,-12.552530980732534,-110.21002660131136,C,0
26-35,Male,B,E,C,-76.33990449205385,C,E,117.00078262677884,-76.62178975960356,E,0
65+,Non-binary,D,C,B,33.687891508121396,A,A,11.269677040417763,-35.14712556313941,A,1
18-25,M,E,E,C,-6.524269688269177,D,D,87.73074835023584,-0.0900642407670601,D,1
18-25,Non-binary,D,E,B,-14.779422487191587,E,E,98.88019223579963,-46.23332444134331,D,1
26-35,Other,D,A,A,99.47368026253446,B,E,20.151342542395405,38.204034534003775,C,0
36-50,Male,A,B,A,125.4501468921819,B,B,138.1515595332375,-154.78254216823552,A,1
18-25,F,D,B,A,-109.52926623030206,A,B,51.97539453875021,110.7385757825264,B,0
26-35,F,B,C,C,-38.040257566,A,A,142.53509728529755,-171.04271573114116,E,0
36-50,M,A,E,B,168.22197644517624,C,B,11.17981533484948,209.3388387689378,D,1
65+,F,E,D,B,20.30917244498663,D,B,246.56106575716333,47.716228941593634,C,1
36-50,Other,C,C,B,-23.282797661678668,C,B,-33.247307766846426,-143.10674591447145,D,1
18-25,Male,B,B,C,157.68999610108204,D,E,139.6231557823642,231.62160303827983,B,1
51-65,M,E,A,A,107.29046361982158,B,D,-78.53858841005312,-78.88914975056053,E,1
51-65,Female,E,E,A,-114.02913427592327,C,E,55.557928342146134,-14.303647661608327,E,0
51-65,Non-binary,A,E,B,19.08293311512399,E,A,-0.973334760149775,-56.66596913877021,B,0
36-50,F,A,A,C,-46.0329390037465,A,E,57.67938922042928,9.81679299550108,A,1
18-25,M,B,E,C,-55.82868266331504,C,A,-3.1904585283607796,-34.637805620447914,C,1
51-65,Non-binary,D,C,A,-155.7524722401613,E,B,6.839283904096267,-288.98622126474646,B,1
51-65,Female,A,C,E,-136.2529992774634,C,C,-105.63287360137197,6.387875891399629,B,0
65+,Other,A,C,D,94.58520411689301,A,A,-22.829922894444703,54.58794019425992,E,1
65+,F,E,B,C,118.65644580396318,D,E,109.94491738525059,-0.47321766851831926,D,1
18-25,F,C,C,C,95.8170625079483,A,B,76.1415225833617,165.09258682672527,C,1
26-35,Non-binary,C,B,E,-8.767708462397215,E,C,142.37545389500653,11.566688923108169,A,0
51-65,F,B,C,A,-39.67698940354411,B,D,195.1016512660692,101.46270271484813,E,0
51-65,Male,B,C,B,121.86893280593848,A,A,-49.37140232965688,-15.507482189504952,B,0
36-50,Other,B,A,A,-93.82466112420455,D,E,84.05497974700835,-53.96972710154153,C,1
18-25,Other,E,C,E,96.24770350144574,D,E,-29.005533332207133,-74.75865936937171,D,1
51-65,F,C,D,B,-71.85395285232892,D,B,100.48341310316056,-98.45471438088533,A,1
51-65,F,C,B,E,-81.0741360510138,E,C,115.05256187518992,-17.33528792839317,B,1
36-50,Female,A,C,E,31.463294108321477,B,D,-26.594173484972345,-35.432096650223485,D,0
36-50,F,A,C,B,214.2780118784131,E,B,63.86457379027512,53.14308287037961,C,1
26-35,Female,C,E,C,78.31569043258618,C,A,-9.3339626131568,-19.059656156714492,C,1
65+,Other,B,C,C,-32.02841777992799,B,A,54.71970491154767,121.37007381060616,B,1
51-65,F,D,B,A,-272.3634771268523,D,D,-63.028600048565686,-64.80940110221319,A,0
51-65,Female,A,A,B,-140.99743823791283,E,B,-27.711488637248554,74.96247305455992,E,0
65+,F,C,B,C,-105.31295168955704,A,B,-52.70772364659854,-41.291434608813496,D,1
36-50,Female,C,E,D,-93.8405955019115,E,E,-130.3108644420113,-52.87489147014705,A,1
26-35,Male,A,E,C,135.71140483958612,E,C,-135.0654963975045,-133.56632369164322,C,1
51-65,Non-binary,E,E,D,52.681452121896534,C,E,81.1259420322151,136.2343108836577,B,0
51-65,Other,E,D,C,142.8154172893525,B,E,-126.40384759324841,-39.03360445932861,E,0
65+,Female,C,E,D,-144.24347080216504,D,C,201.20443324420842,-139.4391088526599,B,0
18-25,Non-binary,C,B,B,-50.84044135382906,A,B,-122.2166539756979,-28.289294081684975,B,1
36-50,F,B,B,C,69.46200337545446,D,D,155.92912306068078,108.58941732003102,A,0
26-35,F,C,B,A,76.47083605518768,E,C,64.90018364502669,-45.060082257103346,D,1
51-65,Other,B,A,C,-82.96635983713149,A,B,-150.5809645343041,153.69184602742635,C,0
18-25,Other,C,C,D,-76.81540321826236,C,C,-60.89375273682068,42.60097989809443,B,0
18-25,Male,D,B,B,102.09966715876546,A,B,20.870889303283857,-58.025267385783906,A,0
65+,M,C,E,B,83.78625667747002,D,E,-11.390102000213343,150.06956124539002,D,1
36-50,Non-binary,D,B,D,-30.2763673050112,A,E,80.71375082767265,-172.05292660870145,B,1
65+,F,C,A,E,11.539381371991816,C,C,-75.57494545622899,5.987536280783432,A,1
51-65,Non-binary,A,E,E,75.1621160354591,B,D,166.05526384096896,-165.4018819797166,B,0
18-25,F,D,D,B,55.7095048126177,E,B,82.5549759158718,-83.43412596338179,D,0
26-35,Non-binary,A,E,C,-44.5067785172801,D,D,-8.750597182390933,-61.085245949431346,C,0
65+,Other,C,A,B,171.30377509115476,E,E,-97.27850215012946,-158.95763900874988,B,0
26-35,F,D,D,B,-317.8612319659689,C,E,-130.33280179243235,-27.468759595697907,A,1
65+,Non-binary,C,A,E,-131.95912780764843,A,A,74.45958683887959,79.22844048931258,D,0
18-25,Other,E,D,E,-194.86065079690997,A,C,51.58627562173304,25.01725819660459,E,0
26-35,Other,A,D,D,15.620697039866476,D,B,-7.240003999911362,-179.57139821614766,B,0
36-50,Other,D,B,B,-76.10709846334312,C,E,11.091245181581119,92.34112479096866,E,0
36-50,F,B,A,D,71.27155476755121,A,D,-16.929106412091464,-49.3593869702888,C,1
36-50,F,A,C,A,20.72585637574223,C,D,-95.49528003906124,6.2344758385163885,E,1
26-35,M,D,A,A,-41.55356478599382,B,E,-38.03130416458129,-3.270313366048018,E,1
18-25,Non-binary,A,E,B,10.727237492518158,C,C,-194.23931826460642,98.76598050138998,C,1
26-35,Female,E,C,B,138.63339115379944,B,B,82.23864957189248,-94.00003762199027,D,0
36-50,Non-binary,D,B,E,216.8486863452194,E,C,65.07187311040056,-15.473006025686589,C,1
51-65,M,B,B,E,70.55172342672049,E,C,-17.788969941616774,-86.62942219655909,C,1
51-65,Male,C,C,C,55.86987347889802,B,E,83.45876261814125,14.893409097476898,E,0
51-65,Other,E,D,B,-6.148664483068793,A,A,-212.03843740449062,101.61723998402863,E,0
36-50,Female,E,E,B,-46.81327626282248,B,C,-38.71098245770986,92.6837836921247,C,0
36-50,Non-binary,D,E,D,-37.350449976909516,E,C,68.5506210010513,-78.06385869188787,A,0
65+,Non-binary,D,D,E,154.56748053472776,E,B,-95.09659918791532,57.23833397326062,B,0
65+,Female,D,E,A,160.30314374697275,C,B,74.8428375171032,-76.31171046670437,E,1
18-25,F,A,D,E,-87.2607995441189,C,E,49.233052246658474,24.932900166881538,A,1
65+,Other,E,C,E,-92.07306471154139,B,D,193.05160974157005,-18.605460482433156,D,1
36-50,Other,E,D,D,175.63990929119072,D,C,80.32990823380642,-92.27851367150912,B,0
65+,Non-binary,E,E,B,113.56438143966747,E,D,-20.534249075265645,-21.798486349946515,C,1
51-65,Non-binary,C,A,D,-71.80796670739922,B,E,84.9529257706929,-70.75230992632,E,0
65+,Female,B,A,A,-54.27639838343947,A,D,-78.21061762275797,-125.37916073654634,E,0
18-25,Other,E,B,E,-154.63805364196054,E,D,108.91951871275263,18.42240444236638,C,1
26-35,Other,E,B,C,-35.922618570554825,A,A,-48.07346288717018,-95.2877109198314,D,0
51-65,F,D,B,C,92.60960791221471,D,B,8.136030798773035,173.70137190802382,A,1
26-35,Non-binary,B,B,A,72.13242570557725,E,D,-29.786900782933845,165.28199760802946,D,0
65+,Male,A,C,B,188.46085254855987,A,B,-26.039300548724164,56.656430279273096,D,0
51-65,M,B,D,E,-15.320722194371248,C,E,63.91755421390848,118.23255720061114,D,0
65+,Non-binary,E,A,C,160.06665439155267,B,C,152.5604847154016,-123.6937179095107,B,0
65+,M,A,A,D,45.02011516232397,B,D,20.581656276420738,98.4919075999299,D,0
18-25,F,E,D,A,-9.667765889319238,D,E,72.47052989711013,-74.06314615739983,E,0
36-50,Male,C,B,C,-212.66939592323862,C,A,-84.08262431198575,-149.76150310377142,D,0
36-50,Other,D,C,E,-113.97048865740085,D,E,107.81597669020371,-50.119847979531954,D,1
26-35,Female,E,D,C,39.62252616093049,B,B,-15.512528883163876,-63.33333541464823,A,0
36-50,F,C,B,E,-12.3805055046911,E,C,-20.617271760502575,-21.976972369596126,B,1
18-25,F,C,C,C,112.13270510014883,B,D,-78.11130379546361,-24.23536469351399,B,0
18-25,Other,C,D,C,80.5100268245297,A,E,-42.03695116921308,72.0145394957521,D,1
65+,Male,E,A,B,90.06697626325158,C,C,-16.84509597503185,69.89771799802413,E,0
18-25,M,B,A,C,-4.551363752767622,C,B,-31.399466810464272,-19.570103784980848,B,1
26-35,F,D,E,B,-101.31932354006037,B,A,-40.19285486974271,156.77814450114536,B,0
65+,F,A,E,B,-91.85088400680755,C,C,25.585724603743294,6.497306199010783,A,1
36-50,M,D,D,A,6.2129070973282605,C,B,-92.11834167199156,-257.22569423082894,A,0
65+,Male,B,B,E,-239.39208895624859,C,D,46.491061717402346,-174.17942127732897,D,1
36-50,Non-binary,B,D,E,63.89808766616007,D,B,-24.525401611919087,-94.6830900479973,A,0
36-50,M,D,C,D,47.23690103822056,E,B,-25.39483979204004,3.0101944325461276,E,1
51-65,Male,E,A,A,-147.42829727271723,D,C,28.065899853758374,-144.56423865641682,E,1
26-35,Female,C,B,C,8.611409437137958,A,C,-125.1034903120201,-95.33771874036631,B,1
18-25,Male,A,B,B,-87.00941824365523,B,E,-162.0121852815353,-155.86632662941574,A,0
36-50,F,B,E,A,-0.30124800220927705,A,E,51.31241354456625,88.82209182123664,A,1
18-25,Female,A,A,B,112.27656855206433,C,D,-88.68128618535458,-79.26986223867785,B,1
26-35,Male,C,A,E,-48.51608056869217,D,C,-105.0187079193734,113.1582181036242,D,0
26-35,M,D,E,B,62.82517548290403,C,C,-134.75379934492238,99.79222456740364,E,0
65+,F,B,C,B,107.90402382220665,A,B,39.246409256477456,58.980987452477216,B,0
36-50,M,E,E,C,-83.40228754895345,D,A,-58.48845818697643,-32.6585724400447,E,1
18-25,Non-binary,C,B,B,-56.27696050376868,E,A,139.6346214835037,163.38749024062352,B,0
51-65,Male,E,C,D,-10.338897656982937,C,E,167.97314088196796,78.20822109332835,B,0
26-35,Other,A,D,D,-209.38433880507134,E,A,68.88724391081404,56.80074825763343,E,0
51-65,M,D,A,B,114.29247936438176,D,D,-201.05723797750542,-106.89886290897053,B,0
18-25,Non-binary,A,B,C,15.90963554559099,C,C,-113.53268990654368,210.4585391772546,B,0
26-35,Other,A,C,A,98.62114400260391,C,E,-32.321584402287215,-69.60147882774923,D,0
65+,Other,E,E,B,-100.79244716479332,A,B,-36.3175976716695,126.23892551374026,A,0
65+,Non-binary,D,A,D,-9.95761577356228,E,C,-60.72467739380477,25.834063411718873,B,1
36-50,F,B,E,A,62.01748084461024,A,D,-186.23019642588866,62.23468309502959,A,0
36-50,Male,E,D,B,52.70748776241964,E,B,-36.512806892315005,18.12392053289823,B,1
26-35,M,E,E,E,142.76668714484268,A,C,-143.68050799347364,-1.6666321335384826,D,1
26-35,Male,C,E,B,3.0199421220867806,A,B,-125.80154702152358,-49.90156549030667,C,1
26-35,Female,C,D,D,-88.5335094556261,E,D,181.66013040021224,105.42268870313183,C,1
26-35,Female,C,B,D,139.75089344031454,E,D,114.02415540527058,54.44966063521856,C,0
36-50,F,D,B,B,-17.165590031011504,E,B,-258.78441498088387,107.48925439365844,A,0
18-25,Other,C,A,E,-72.44516984224603,D,E,-95.78178449160268,-107.68267891020177,A,0
65+,Female,D,E,D,-35.4324823293639,D,C,83.16565605128008,95.3064403262406,A,1
36-50,F,D,A,B,-54.993844692234916,A,A,9.572952576415567,-6.687374703408416,D,1
51-65,Non-binary,C,A,D,70.93716953506078,D,B,46.01480464135152,-67.61865883974522,A,0
36-50,M,C,C,A,1.1647515306760332,C,D,120.22204131233649,11.213004255515887,D,0
26-35,M,C,B,A,109.91033804163139,A,C,41.07774361605793,75.10960169080113,D,0
51-65,Female,C,B,E,105.17934246142224,D,A,168.1898593713528,16.103079397289676,D,1
51-65,M,E,E,B,-23.688344228345294,B,D,-10.3424973946475,28.67311427705245,D,0
51-65,F,B,C,C,68.81099095128098,D,C,70.07483738463866,200.6510088329743,A,1
65+,Other,E,B,C,7.862271237233156,C,D,64.43683507084506,239.10972550528783,B,1
51-65,Non-binary,E,A,C,-29.97343788644266,B,C,63.24993874428405,-47.336375638887084,C,0
18-25,Non-binary,B,C,D,-106.8898201610891,C,A,61.06054237453039,95.99399130364841,A,1
65+,Male,D,B,A,-12.905694633604664,A,C,90.3641366976529,-36.384456426425444,E,0
26-35,F,A,C,C,-52.791443970297,C,D,30.741201196939045,-49.94106589679752,A,1
36-50,F,B,B,B,-161.52584438399379,A,A,-98.61512438727217,204.5036088703165,A,0
18-25,Male,B,E,E,-73.96680082846026,C,C,17.704562311035644,-101.1425353234265,B,0
36-50,Other,A,C,A,-57.39630639071412,B,E,58.78855160991978,26.78807182254151,A,1
51-65,Non-binary,D,C,E,-99.18525624401994,A,E,-98.46328660588054,-272.4568823365919,C,0
65+,Non-binary,E,D,B,-9.953243392115057,D,B,101.53336730778602,-267.04331346918633,D,0
65+,Non-binary,B,D,C,107.20180002570983,A,B,19.1860131843565,66.66581788399102,A,0
36-50,Other,C,B,E,74.82539991280865,A,E,56.22112177121033,91.10059333385031,E,1
36-50,Female,C,C,D,-137.2898884083571,B,E,-33.867554153841674,91.79658448539898,B,1
36-50,Male,D,B,B,-58.27488313695122,D,A,-6.0526024146132995,40.668571239533215,A,1
18-25,Female,B,E,E,-24.86489474722043,D,D,-127.80602595538402,-161.6132626540423,C,0
18-25,M,A,C,E,-66.52774402160546,B,C,-21.722642911441113,17.355752407721155,C,0
18-25,M,A,D,D,146.91155778062017,B,A,-117.60389529284492,-4.675849336732519,E,1
51-65,Female,D,E,B,-103.58980407211075,B,E,-95.43869538287818,1.9712906760616489,B,0
18-25,Female,B,C,D,-200.34689550313516,D,A,21.84491948445292,-16.261235682705937,C,0
18-25,M,C,D,D,29.040382183333186,E,D,-42.06108084103667,-7.016333861499644,B,1
26-35,M,D,A,A,-121.0250429847018,A,A,-213.2823912141102,49.08932888718405,A,0
18-25,Female,D,C,B,34.62746184748782,A,D,-21.71581745216691,186.8183665527026,E,0
36-50,Female,B,C,B,98.23089832961897,C,B,149.44989758300494,50.83479348854222,B,1
26-35,Non-binary,C,B,A,-54.19745792009704,E,B,-141.03320137862224,43.00861766655092,B,0
26-35,F,D,C,D,-73.55782125698629,C,A,19.564331489779885,21.119155194836566,B,1
26-35,Female,A,A,A,18.272449735104157,C,E,-38.28216459377804,147.33739968894366,D,0
65+,F,E,A,A,101.65901530215132,B,D,-163.39441396101785,-14.40333281365011,B,0
18-25,F,A,C,E,129.30975293461873,B,B,-174.7445097556975,9.610681669602009,B,1
26-35,M,D,A,B,88.2651300746355,D,E,-118.00591828167961,28.172867077020292,D,1
26-35,M,D,B,D,109.97489745013557,C,C,-127.27676299887891,-81.03510776237344,C,1
26-35,Male,B,B,B,62.19767598349384,A,E,77.58321338081642,0.12046978099646934,A,0
36-50,F,C,C,A,62.972961515034456,B,A,95.17310355076137,-16.171272446379696,B,1
65+,Other,A,A,A,-25.07345124988502,D,D,-64.19537106014428,-21.226543824136023,D,0
65+,F,B,B,D,-77.04960158065268,E,B,-18.392032516712415,8.434082279798679,D,0
26-35,Female,A,D,A,-26.50227767423844,B,B,27.6788730244383,6.450766361306308,A,0
18-25,M,E,A,E,-33.050142862492095,C,C,144.10513143767102,49.06307999567501,C,1
51-65,F,D,E,D,-124.00232783730235,D,D,39.86154762084679,-69.15656576595318,A,0
36-50,M,B,B,B,66.87634233430524,D,D,182.856929029407,36.047609508254716,C,0
65+,Non-binary,D,A,B,145.53140961659037,A,A,-12.940981908558594,29.0078974892078,B,0
26-35,Other,E,B,B,-87.99516602738846,A,E,-41.66450913323033,1.2861718778531142,E,0
36-50,F,D,D,A,10.346278420942545,E,C,47.15655913753784,84.82297919020537,A,1
65+,Male,A,E,E,-46.00081186348737,B,E,-71.46336170384568,19.238329095086364,B,1
18-25,Female,E,E,C,265.6326136617734,B,C,56.632040594590215,45.99919289959304,B,0
65+,Male,D,E,D,57.88972200544502,A,E,-118.79497857388958,-91.91420351787514,E,0
26-35,F,E,D,D,-180.05697265981132,C,B,-168.51880205032677,-11.230223402551312,D,1
51-65,Non-binary,E,B,E,79.97024081316908,D,E,-168.66379543461767,-0.04962701746772918,B,0
18-25,Male,E,B,E,-134.04096921076433,A,D,-45.6376170987538,91.86719308560252,A,1
36-50,Female,C,A,E,3.7648571118201044,B,E,27.86623723676165,-83.763514549607,C,1
