SEX,sexual_orientation,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,target
F,Other,105.66554823914976,45.69434076357928,B,D,D,-85.87168948877253,-234.6896984474008,B,46.96040122654444,-51.87925667515327,-179.64024929941155,0.324678099108053,-68.8060669644985,E,A,E,42.0301079901772,A,1
Female,Bisexual,-56.359579902896414,45.370889583465676,D,A,B,-136.4567753093455,79.87998955511799,B,-66.67289029146096,-11.588676650347923,149.54321706092105,129.92889944514707,64.27740314957728,B,C,B,-26.940399980633046,E,0
Non-binary,Heterosexual,97.6524386923319,-152.84522666667817,C,C,C,92.15486228022154,-92.19038247690054,B,22.471940033225753,109.387268640717,28.553142021616768,-26.02087814736856,-134.019733435908,E,A,B,61.7242772484762,A,0
F,Other,121.77740884713401,-47.06715594643068,C,A,B,78.40944866821461,-2.766459604207704,D,-19.141975003766113,-177.93259969212167,106.43388349194144,70.01215352658049,-101.18419845754386,A,D,E,-234.77989118560095,E,1
Non-binary,Bisexual,-118.08888797798399,-25.373709272225003,E,D,E,183.41960735426866,-149.39276510961744,E,-158.7517946666771,220.30543409980402,-115.63958328174562,47.58196767856466,38.65538441075003,C,A,B,96.32221865866507,C,1
F,Other,-181.41292606667457,52.544669140225345,D,B,B,145.65360438369655,48.79549092084341,E,-39.57813924428958,-81.53972827932077,95.21755244022921,-27.901821722194963,31.729633515119865,B,A,A,140.76985864309307,C,1
Non-binary,Other,-35.754780552291315,-30.289764792444668,D,E,E,3.178732222286345,-134.8189290905737,C,-10.409902422895408,-57.61946682651495,-7.160386888256569,-39.84857137878111,55.79206383938667,C,B,E,20.43474823164739,E,1
F,Homosexual,-201.00244580739007,-78.44903278656234,B,C,D,58.66802842801786,-40.35687361437484,B,31.182886686376087,85.55722158108698,37.69181422333403,132.72387202561248,-94.90201261723891,C,B,E,91.0068653622295,B,1
Non-binary,Other,-168.97564995224786,-38.04291493781375,D,A,D,387.5622734446218,98.22576802805582,A,-185.23017115716436,-4.46449927950153,-0.733864307882512,-34.917436825234645,155.08346295776892,E,C,B,67.3147521435288,E,1
F,Other,66.04453696215988,-101.01971755883226,A,C,A,-48.64632144053315,35.55652358340545,A,26.227744711595,-48.30910063330241,63.158321627202184,-152.90127434641906,4.3467860844729564,D,A,B,107.86793859611781,C,1
F,Homosexual,140.43136126323313,-55.4049024495353,D,E,A,-39.339113841816356,73.64011863517449,B,72.562042970759,93.51351646424907,-124.31501625649514,-2.853722262322121,34.686019709848395,C,D,A,3.548097145381606,D,0
Female,Homosexual,-198.23464223638618,45.39249439729713,D,D,D,-57.828421408880125,-19.703048890444794,B,-112.57040691832042,36.06802950515588,-271.44334479494023,39.33236236853549,98.60817943268593,E,B,D,74.32192546587864,B,1
M,Bisexual,99.20584225541764,-41.859404688805846,C,B,E,-55.955858620436736,40.79404464560181,B,-64.73235969890747,169.88477766601616,-88.54133380333457,-90.12433540778419,10.848077752124698,E,B,D,-2.4770158769530806,A,0
Non-binary,Bisexual,-46.91022994165607,106.92861446239326,E,E,D,-59.513753080049746,-103.01588566299654,C,-54.485474535378785,-87.28772250873806,32.308561392402886,78.14000766668573,90.26382337124183,C,A,C,121.213008943983,E,0
Female,Homosexual,-19.76277051479536,53.79973779928711,E,C,C,-32.863444968688476,-40.65335814761003,E,148.02686346628587,55.70489985304824,20.49178472522004,-8.46976476046677,103.26677081495102,E,E,A,253.81867467371197,A,1
Non-binary,Heterosexual,74.74531637155366,-59.746634930942896,B,D,A,-69.62831714900102,51.563454588244575,C,-174.1054696095336,-37.58268010640609,-163.56211122990248,-152.7090369306373,-216.43234424182927,C,A,E,200.25246616941016,C,1
Non-binary,Bisexual,94.63367566965277,142.25262819665485,D,D,B,-27.401721623971365,0.613931835349535,C,-16.85906881690233,78.50788736550233,93.60532334250226,5.497387266488144,-162.13914521740136,B,E,D,-69.53081822083892,E,0
F,Bisexual,-35.784922053850735,16.647061995270064,E,B,A,38.14763989210623,155.31842267020434,C,-78.38431018834375,41.89785580408552,-41.323655541103086,-171.3182444618582,-37.06825173496171,C,A,A,-156.2589727107383,C,1
M,Bisexual,-12.825233056260624,80.15326119136441,B,D,A,-240.25903786420804,185.1891408483632,E,-61.320778500742115,81.47174739106565,125.2982068962066,-126.93233672147741,159.9910167261109,A,C,B,152.00685417024337,B,0
F,Heterosexual,20.51197521478537,116.7336193393123,B,B,C,20.037575560409792,-147.36423005628444,A,-120.18108323464918,-27.36763334803142,139.18273755206096,-79.50963707685085,-65.9900191446043,E,B,A,130.35942686191234,C,1
M,Heterosexual,134.7550429102724,4.13540565157039,E,B,B,-3.957775919966644,15.587956432303713,C,-148.91238349572816,-38.311861827427265,26.368291893929335,-133.17619151182018,-222.29862371437017,E,D,D,8.440249764574858,D,1
Other,Heterosexual,3.569366983599176,27.016711769684598,B,C,E,-79.08454697941583,90.20121030622263,C,82.29654425240876,112.39373074275892,15.41924999907536,3.9783593588854305,-19.58621236999565,E,A,B,200.8462292547535,B,0
Other,Homosexual,-64.60081469954027,-30.973223153260488,B,B,C,-141.28721549191454,66.75594892667762,A,-49.334416443692234,-19.171058152165788,-43.6024548065852,77.89522780369893,-78.2873888049592,D,D,A,-38.45404083841339,A,1
F,Heterosexual,-57.41573321591026,-76.0437737886149,C,A,D,-134.61979364583038,-81.8735044398711,C,-172.57386644827554,214.6867905797977,26.14845129931499,-9.082763002820277,135.0868308318442,B,B,B,-185.87751066927225,D,1
Female,Bisexual,-124.73572671206567,-104.28716104555014,C,A,A,-140.9449539442023,115.36072140641396,E,-25.726711064799872,176.7961084496762,111.42717168677119,25.332019159892127,8.936721111853911,C,C,A,52.7542525888959,C,1
Non-binary,Homosexual,130.76254547855496,-10.478084903289702,A,E,C,104.63725098727676,-76.01371218470464,D,78.37378555737438,37.44696620377484,2.4023604186745025,-128.28586707420146,54.273105396789724,C,C,E,112.82185423009112,B,1
F,Homosexual,227.06495622708002,83.38128636062466,D,D,C,45.46065251112005,-39.35499176008175,E,48.536853956208894,118.03094489649983,-25.47368824428411,-136.23198274592983,42.84395330904043,A,C,D,-84.1067905211768,C,0
Other,Homosexual,-68.73605646824006,-53.105597148688865,E,C,E,128.38740115471003,-23.47682301233623,C,11.005533071286603,8.189300960217363,191.37317714331596,6.5912092284130575,-123.45853052966325,B,C,A,155.94229213706663,B,0
Female,Bisexual,-28.97923618074476,78.62848191865527,C,D,B,-1.1246592424247408,13.305727339699752,B,102.18825584004836,91.2868728345725,-14.217000969907728,-118.34715018649946,-104.53124319942889,D,A,B,-113.57701013432202,A,1
Male,Bisexual,10.150067228835848,-12.044805626823374,B,D,B,-173.5831438518683,-60.513517318694035,C,-43.90319098674992,-16.56559716298616,29.50109288384381,-27.07436823696264,53.21713922702003,A,A,E,38.9237509054826,E,0
Male,Other,-194.46436798703627,176.2282565268582,C,E,B,-63.45799298072896,-64.72162109947512,D,-115.49481614787184,71.77801118948055,-1.0900727039045726,-31.723599281218,102.88017327285837,D,D,C,5.931365915245131,B,0
F,Other,-56.57961461733135,85.27061582565648,B,B,B,-173.99698770377285,-18.021018707622964,B,117.63995403071925,90.13006657215524,152.36773262019491,-17.72316864918598,43.565151117216246,D,A,C,-29.353209860189644,D,1
Non-binary,Bisexual,0.10953399714665774,-16.087363350990127,B,B,B,138.40777873640369,137.21738719720648,B,146.51257911928133,23.375823403472754,63.84951795282968,-35.19431677352667,-6.626570116302073,D,C,D,-106.3660389301811,B,1
Non-binary,Bisexual,230.9506333489268,55.339093757865975,A,E,C,-118.906405465195,-5.708184734703837,D,-135.74376389054999,-2.5654245758211456,8.327134236721346,98.07429451289052,-62.62414379133661,D,A,D,-165.73406399809534,B,0
Female,Other,-77.48754622996698,-227.84119493853962,A,D,C,67.06795148624559,38.081201957573235,E,241.30381717123015,-189.80312711071596,-97.94534156592209,-171.36038150261078,241.0855729800294,E,D,A,76.22146940052565,B,1
Male,Bisexual,-135.63000939402238,13.283789180915996,A,E,B,165.49586388301364,66.29374200149654,B,117.07899147454879,-72.73445754375878,50.98709086027697,165.09410312295793,34.924842040098284,C,A,C,13.347047671182683,B,1
F,Other,-2.6012085109177874,69.38959358028455,A,D,D,133.84751545443015,209.4286582022657,C,112.34634051176809,-5.102565950193496,-64.2456393052475,11.128517843647098,-181.49037538383143,A,C,B,68.75086740282494,E,1
M,Homosexual,84.95696031268277,89.86824877668289,A,E,E,178.22109180117613,121.82648987208165,E,-60.25630613162265,1.2754623381582508,8.590605605165234,114.93756473699474,-29.92365578927056,A,C,C,-82.28567301353232,C,0
M,Other,109.15727500138858,116.50977843797976,B,E,A,138.7717554132085,-33.8302459982938,A,48.956247963387426,148.2844117885874,54.481500197674514,41.8447025530021,-179.4328600258631,B,A,E,-174.68176953683167,D,1
Other,Heterosexual,-9.192876288547486,198.79009746487412,C,D,B,-143.83792460431374,-14.480272763190305,B,55.4085867105119,33.687303773339124,-66.87912576872822,-137.7879504077876,-83.1328636816363,A,B,A,-53.744893876384566,D,0
Female,Bisexual,-15.131637476636985,294.7831188362134,C,B,C,-66.68024581288311,22.91063239299588,A,-165.89148268636697,-10.759792455517031,86.02051360176644,-117.95045306742918,-5.7126019864359545,B,C,E,-88.76494971678538,D,0
F,Other,-207.40537455160228,100.12255453555252,E,A,D,155.34743816994447,44.109367657743654,C,107.26166549047062,44.8921736677014,-54.00753974738058,-126.9074710521378,181.3558568775968,C,D,C,79.08175925804284,D,1
Non-binary,Heterosexual,1.166166362164359,36.07537917448341,E,C,E,96.84316316991082,67.57829515175925,D,-12.778951103827849,55.94606725731691,77.10426841491247,108.27243114427449,-150.2989338940316,A,A,A,-126.09049985494767,B,1
F,Other,-40.70242763385364,203.7488020273721,E,A,A,-26.74997202220078,-68.97082825766674,B,117.93396009637877,-85.7430480628255,36.53269104557037,77.53827578755211,-118.72532417879309,A,B,A,-7.036033725850323,C,1
M,Homosexual,101.91186707359815,-124.11926442895738,C,B,A,19.981698154553754,-85.5153031014849,E,-74.04221894679812,-240.037776674365,183.38466891127945,-85.11355121468806,-98.21088510107066,D,D,A,-318.7230146386054,B,0
Male,Other,135.5170158178259,-163.81960999123436,E,E,E,17.563701857309063,-63.99904597421053,E,11.835643670918826,-29.998989711040796,-219.37174816727358,-3.411553359841936,-89.80132821861292,E,C,A,-101.32208361219186,D,0
Male,Bisexual,-35.86363869322583,-49.89351464977231,A,A,A,112.573118571223,-17.83635011008847,E,79.36781794057924,67.05341691683918,-44.59719697958556,-12.356648649960814,-61.2391359496009,A,E,D,162.84684057936508,B,0
F,Heterosexual,132.52757463414554,-30.471042766141064,A,D,B,97.55923149667186,-103.67711450361338,A,-65.2004888760759,-203.5953392382789,-68.67284109510415,130.52192961278985,47.53078944954682,B,E,B,52.47441391006993,E,0
Non-binary,Homosexual,66.99911276154793,62.61753609024433,E,A,C,81.69199355265138,19.556827368002104,D,13.492173976090763,-161.63447848806285,37.201178642931346,-23.33885077556794,232.1485708295441,A,E,C,15.62961431245353,E,0
F,Homosexual,72.84706617337787,-121.2743096641336,A,C,A,47.9615150510677,-145.55491866414155,C,-93.42193621153658,14.771104530918011,-199.66111176405468,23.57919857612204,1.4262346467160232,C,D,B,-10.056363946505765,D,0
Female,Heterosexual,89.80243198388746,-50.10502454549406,E,B,B,-162.2979045572437,-43.658915783694994,B,24.440153975140714,149.76213311765818,-31.578176881957425,-12.49832965877292,-46.79978691028103,E,E,C,54.38691043139703,E,0
F,Bisexual,205.72012424862135,-224.27399191377515,A,C,E,-70.30712492352151,11.40872933756707,B,-57.18693005048504,86.44201653153617,52.600039494432714,-43.239254013617526,51.002021278327845,D,C,C,50.2315640641732,D,1
F,Bisexual,59.904568808591975,26.602259715804177,C,A,C,42.05663385034833,39.43077185177531,B,-115.91076472936737,-121.3781951312906,-73.72448551187874,29.19366501585935,50.96088418432463,B,A,E,168.6551232409391,C,0
Other,Bisexual,114.20313675214379,32.45220220679944,A,D,B,2.7794457676347974,-51.21923455455233,D,-36.76770571379358,-45.1851996372274,-57.572468320373225,-136.42268857294405,82.28523045530528,A,E,C,2.5154848774256813,D,1
Female,Bisexual,-166.6234619746507,71.32669582733509,A,E,D,-46.261263066098465,-20.790807377518558,A,-129.64495507495636,201.75546273704472,12.747219859293473,-71.67937790926882,-206.71213512723128,D,C,D,-133.4475535429496,B,0
Male,Other,20.899935494886968,-91.86487011976348,B,E,B,-187.28602980803643,3.7089877064792116,B,-68.08296829943095,-92.60967150348824,97.07980827783163,-64.00823203865026,-1.800518990918751,A,D,A,-88.74199056434854,A,0
Other,Other,-29.18593426944667,60.140236074350526,C,B,D,-192.71985582445177,83.80399269311636,D,-37.00979661159291,190.18384770378808,111.50620734090549,-38.02118567579878,-17.523110730337187,C,D,E,-40.60354536498617,D,0
M,Other,90.67086121982375,-119.90462747911259,B,B,A,36.09020214214495,-52.229328184427274,C,-107.69031502721036,232.55876497696462,47.51541441166774,-4.885815784686503,116.58298904107404,B,E,B,0.7463257223311351,A,1
Female,Heterosexual,-121.86776606725664,-138.42286964294334,A,A,D,142.88774524138924,37.912520844459614,B,-57.31892182932706,-139.81339000614986,-50.1635042041877,111.5485264485206,129.4109434606857,A,D,B,-13.541731238366534,E,0
Male,Homosexual,-25.997786771815534,31.8743410786414,B,E,B,285.3581102576205,-162.55376923126857,C,-55.03961322136545,-39.667182565999845,123.38260207147569,-89.64288151644236,-11.45625438421519,A,A,B,-52.2654711356133,A,1
Other,Homosexual,-4.568161085143856,150.6886683960593,C,C,B,-175.62816031466528,-56.327482097717684,D,17.461590679850236,-124.1734085157731,-11.585068170263513,24.447694062192888,-47.64149168475735,B,A,E,105.59169399559944,D,0
M,Homosexual,88.12598483413844,264.7742984595499,E,C,D,-5.619514713658325,-95.88764022374457,E,89.1206238842934,138.80305336738888,32.907218688153435,-158.60455445986273,19.989965127838847,E,B,E,11.03365222227064,D,1
Other,Heterosexual,67.90885604972216,-26.05087670623163,D,E,C,-49.18790126431421,41.360453082942875,B,48.196413621508945,-19.56142550173426,34.18402455148584,-104.52732013024418,-60.71097280176132,B,D,A,16.34696621979261,C,1
Male,Other,29.50697669142442,-44.2718627183477,D,B,C,66.0266946685343,195.42951170970932,A,-20.30262992939482,-47.78690245696345,131.39099567041447,-66.35639456212799,8.263704881858844,C,D,A,74.49380390540739,A,1
Male,Bisexual,-35.93030338997462,11.567982541441548,D,D,D,162.7861846696663,-42.831696907489146,B,-67.02402450409592,44.30235325607947,-36.51879502299046,-106.23314786001276,143.94354599359954,C,B,A,-81.6938276713215,E,1
Other,Bisexual,-14.80409737610479,-33.909686318643864,A,B,D,-96.37823034201816,-166.9236396308363,E,50.72830371456957,-150.82237159868706,-13.096526265587737,-43.27873309021295,-43.820042002424614,E,C,A,-57.61803327088001,E,1
Female,Heterosexual,-102.25720668336922,28.412904415710894,B,A,C,162.7630362371327,76.55324059643566,D,78.51516193842069,-101.53940376530765,125.05012232922392,39.49630534579597,-39.21924142592279,D,B,C,124.55366036688802,D,0
Non-binary,Bisexual,-1.4693156776487388,16.17638393260634,A,A,A,-65.98033016262609,46.8888301108922,D,-48.87478202464254,-41.925156363698434,70.64896482797195,-29.573099531135526,76.4836689377964,C,D,B,-51.359041032735774,B,0
Other,Homosexual,-161.65267490993546,-21.66044743914131,A,C,E,-79.5452844288075,-113.31464869076893,A,-44.92437324703558,-141.13868612224422,-98.49460931541329,-16.329747383312863,-190.4041009006607,A,E,B,79.42137305567904,C,1
Other,Heterosexual,-123.78595032197947,-214.1095301733393,C,B,E,-59.26737839132271,89.26028283271498,E,-0.7721860296973068,-95.56968923033737,22.858503459513486,-29.260390430665783,-47.67390177093169,C,E,D,-17.677278363308403,D,0
F,Heterosexual,-7.223957256508866,20.42553700748377,D,E,E,-80.83793828724608,42.5924449823142,B,-156.71272406439653,-7.786461590194921,128.9635001931041,114.39581355406636,35.74170285060696,D,D,C,3.976537610946615,B,0
Non-binary,Homosexual,-108.27048615584496,51.57791848450841,A,C,E,217.59200801248414,79.2714491461366,A,-198.54607826395733,47.79612194378386,9.5049785959712,6.653422332552688,149.8353171099634,E,C,E,-47.501521751911646,D,0
M,Bisexual,47.39854055292131,-172.49193075365582,D,C,E,157.53380198349043,-91.07874044799657,A,-26.397059786651088,36.01709412778936,21.382654027660102,47.85000084439479,27.841919734808524,E,D,E,-102.92802905300844,E,0
Non-binary,Other,-31.226853862181326,103.54595663029738,A,A,D,72.9024991675047,38.30145800510012,C,0.9625112899881346,-54.32944388520403,-66.9106176731846,24.764511276354952,113.93205798845717,C,E,C,-202.53960426612662,D,0
Other,Other,56.11829111416336,50.97486909948727,C,C,A,276.1209495068575,-38.034860242660415,E,56.5441711342325,106.29048904014763,57.61412284279581,-134.90615019319102,-38.22044145100532,E,E,E,-76.11795509383175,C,1
Male,Other,-150.68866611355205,-46.37482922010161,A,A,C,-4.008014922796838,116.71590952921474,D,-0.7331048925706808,24.38644311461383,-102.89877323251535,118.30166523737786,34.88403187683366,A,E,C,32.99331972937606,B,0
M,Bisexual,-22.415874765716374,94.93633937475347,C,A,C,77.39077039693328,63.43616958777605,E,88.25867649671825,38.71649661504391,-12.389791257150993,-30.603030262401692,-165.31893381147768,E,D,E,14.923347334660422,E,1
M,Homosexual,-97.27990108962142,-43.35947396173141,B,B,C,6.7904573754267545,55.42009263807838,C,231.56820549875175,-13.607194787451169,-104.46744805538192,15.241969325728851,60.669846929681185,D,C,C,50.32466701227821,B,1
M,Other,-20.37437560102799,-7.874655179243757,C,A,E,-141.7387348911429,-81.44736313404512,D,-94.18422437110401,-45.03520747420755,-54.77044742330818,-14.810485077222996,120.97971292965275,A,D,D,-20.886220921805197,C,1
M,Other,-141.53273518529662,12.75906657346707,B,C,D,135.0421344389196,20.46854893936318,D,-25.37494564359171,17.59331204536111,131.20274456169142,57.270327345666374,-96.57429622481814,B,B,E,41.4825523423916,A,0
Female,Homosexual,-49.92501637510254,155.87335494277767,B,D,D,-151.31682525122866,-48.53636723646536,C,-198.9978249271294,-59.16799390106575,12.951291378902976,-127.70222779280968,-29.38455685062712,B,B,A,-37.33136246928622,A,1
Other,Other,-64.80710664176877,50.095370911471285,B,B,E,122.7325443822675,-26.328411636434062,E,-36.442764863460056,41.93853121769205,157.82469249245588,251.2923281347748,72.63456858388648,B,B,A,-143.53854690595676,E,1
Other,Other,-4.811079480886402,-17.370169511965365,E,E,A,0.9794700892566042,170.0122818938299,D,-10.899481677212783,285.4620345310204,-87.36416359590025,-88.60394350003287,98.6429689972866,A,A,B,-107.93411512888275,B,0
Other,Homosexual,-19.506502457391786,-73.02907477107568,E,B,C,-69.22862164893526,66.06947817235833,B,-233.41153058094602,65.1837432799543,35.544632991592934,87.19206154030726,-52.694828918056515,D,B,C,36.99955826107069,A,1
Other,Bisexual,-1.0185374333218797,-33.84119169324051,C,C,A,40.40851375300134,-148.63416093700383,A,149.44749784290826,3.5293799925460667,2.270175876701807,35.641759150521096,43.92107603965993,A,A,A,121.14039315790588,C,1
Non-binary,Homosexual,160.03537834685298,-80.58020375084202,D,D,A,16.57545856711725,-55.16787851330386,D,91.61003320981543,-134.6094280239882,-98.7624407339463,65.47734133877005,131.01357938425537,A,C,D,60.74671762302077,A,0
Other,Bisexual,-14.764368213711606,-219.383291807618,E,C,D,109.55123715343093,66.03406405781364,D,83.54636642334096,105.85861474129443,180.65510740729934,-23.02727698801233,-67.11974104885127,E,D,C,-57.75203036997855,B,1
Male,Heterosexual,45.67065728062513,114.15654374250579,A,A,A,-125.99486154864181,5.732861204516857,C,-37.263211148132136,-36.09596638361084,-33.00423956005819,-169.79394001637846,-75.80654105724177,B,B,D,-30.854925629948887,E,1
F,Homosexual,63.89396926377206,-44.861940052992935,C,A,E,44.280974896488175,-68.41172369531031,E,50.083298360821956,-67.16574779341768,-195.42098457396602,91.2057350170692,138.11433775788885,B,E,C,37.655217475394544,B,1
M,Bisexual,172.13688670378633,27.955618822206507,C,B,B,172.70086945687686,43.10671567428668,E,-119.18967126403754,-156.99943038903788,-23.627775083321698,-90.05839180008843,-70.14686932326761,B,E,E,4.410590723657006,A,0
Male,Heterosexual,37.62654999950472,213.2013841103043,B,D,D,119.74245758937465,16.74157703743756,C,-138.94684987630447,-258.36072401633004,-44.38946442287428,39.23510774497311,-67.12585139338616,C,E,B,-17.228576416814604,E,0
F,Heterosexual,13.214118782165576,-26.677960625007223,C,E,A,115.4081734201415,-45.94500237947644,B,2.978062540530838,-100.37045471031558,-70.01331527538501,19.561303238350693,-33.15252766446941,E,C,A,174.15980989468773,A,1
Other,Other,92.88937065348355,-149.47711705719755,B,B,E,3.1930201726755993,-24.313127650305745,E,17.985246963543343,87.11974988321651,35.29113350029101,-206.1669826270288,-110.22569654263872,A,A,A,-76.55008208070339,D,0
Male,Homosexual,40.53119010627652,-28.544270890611926,B,E,D,81.75438955421713,-58.80092803982261,D,-180.94402992864227,179.94319256847473,-116.21955836718479,236.46734897883746,45.13314907699976,A,D,B,56.8127493363837,B,0
Non-binary,Other,71.23101219774135,-30.913825138585683,E,E,E,-113.25419528095387,122.30438628417116,A,56.921219776193034,221.93603915794102,-158.53391698558025,-106.03338857124993,332.0435552266919,D,B,B,100.59469574907274,C,0
M,Bisexual,58.16372947421205,136.51651948027205,C,C,D,-51.9284106775293,45.88245731444942,A,121.10623152712725,17.680313906959757,-39.60819976580856,58.331942781015215,-203.5403459387689,C,E,C,1.9342370650414875,B,0
Non-binary,Bisexual,30.17095739264463,-37.02783983205137,D,C,C,253.5836626965735,7.020049960086112,B,-152.1461131545476,-64.05770429715106,-34.77991894938051,-17.127922541785225,129.48406992401743,C,E,E,-8.137560887897761,D,0
M,Other,121.15086785999753,-109.4323102449531,B,D,D,42.21253541420216,17.85353370035085,E,-72.63908506183573,-174.07791774251294,-43.88822599860481,35.99332682757749,15.180898008112138,B,E,B,-83.85228591714575,E,0
F,Homosexual,19.544874425939888,215.46594559196035,E,D,B,-51.83175974757511,3.4460813374075214,C,122.7144844075514,146.45275221332153,-94.51336259044771,134.66979646777907,108.94773878507577,B,C,B,17.96883999697188,B,1
Female,Heterosexual,86.49391514960479,0.5815178301727769,E,C,A,23.726646578386646,94.95832460163645,C,-23.474718344469707,-123.75374807283299,20.60466801163192,-60.0070896178788,150.76996462936128,C,B,C,160.91348729391254,E,1
Non-binary,Heterosexual,-158.84564599621555,-51.18733012946481,A,B,D,-285.39259010728017,-68.3386885809225,B,78.3376670134089,8.311162265285855,-211.49936339107018,158.35024061698513,-95.33864113393766,D,E,A,2.378863189165086,D,0
Female,Homosexual,-118.60805428009209,-41.53286358618472,E,C,E,18.857412740397,4.283541433398897,E,-192.52690328323817,5.521259064755036,-5.737783259239066,-135.7921703563512,-50.43596556244767,C,E,C,145.54295874749081,E,1
Male,Heterosexual,-18.284152440445254,-19.187931085212213,A,C,C,-25.559669601013475,-66.14091795273823,A,38.0946361140215,52.29793926903067,-78.01328197155615,-171.4114690576097,-115.00730532325285,E,A,C,130.14795957712246,D,1
Female,Other,112.48077345934327,121.40159121983147,B,C,C,198.5001589107804,-92.00461032031306,E,-14.595835040804635,-141.16705549108485,-128.99447331583107,-108.85564642621688,59.963380976593314,A,D,C,-49.65732595420695,D,1
Female,Heterosexual,3.7355105426413417,-18.248229829628404,E,A,B,-71.77072042340056,96.46868911878718,D,163.06166288503522,103.32322662967516,145.8753903824562,91.04835944510113,92.61658700802593,C,B,B,43.89877292907,E,1
Other,Homosexual,68.74474814129424,52.32260434368056,E,A,C,-217.36420883584273,69.15225201499437,E,-11.182200004416018,-92.0276511936385,-45.13838730001304,-50.98120128917512,-148.98013333034476,D,A,C,-58.39435897352836,C,0
Other,Other,139.1700567646441,63.820467106839814,C,E,B,-53.553224188171214,56.17190034468869,D,46.22591614927266,-85.27900741596972,-112.01361482277854,-103.3076804875857,-22.91414322467304,C,B,E,-13.262229506484399,B,1
Other,Heterosexual,174.93384533207873,-126.43381106078124,A,B,A,205.5827150284055,12.743782312127719,E,93.83211243459984,38.01691919104466,20.478413820761297,-101.87434351356227,133.33407739220144,E,C,B,-77.76160896762146,A,1
Female,Other,-12.928756649880988,45.43520761118619,E,E,B,121.70059835230037,-9.958273391127557,C,21.433775712215162,32.43864909485076,130.75873698220386,40.27143163278893,6.170542425344817,C,A,E,174.22619287866786,A,1
Male,Bisexual,18.128887905187685,-196.93428073276667,A,A,A,-76.80125595481111,12.33825321470129,E,128.53576113778095,-142.42403678334037,-63.368451878008024,80.20856702071332,-24.60263342382746,A,D,B,165.25629109212608,D,1
F,Bisexual,22.5458386818984,97.90321648545013,D,D,D,-8.228691713680233,88.12255427648708,A,-45.103674831328874,-133.44084362884286,36.5217175112373,-8.734520649119945,-216.01799356324273,E,A,E,15.073570555429875,C,1
F,Other,-81.65995314935522,-50.36710326904018,B,C,E,-62.90211587795008,-95.02744140297303,A,-69.0008064015869,-133.14723732822415,-125.26058546657086,75.38650916677318,-28.57350342238077,C,E,C,60.36476004703562,D,1
F,Other,20.356696173865142,41.619264673398966,B,E,A,-50.77866708403155,7.04039650637681,E,18.820483338531773,-160.96137586451295,11.148911989828436,-33.45525516377993,-76.99565472411177,C,A,A,53.79258609309991,B,0
Male,Heterosexual,-135.23188970607495,-30.515125231077583,D,A,D,-0.31691110218558477,239.1138321984998,C,12.537976780553642,9.6356357691639,-32.91434187414295,-102.47549933123325,82.18206849472355,C,A,E,20.387376573257182,D,1
M,Heterosexual,96.0167238560337,-190.99152076336924,D,C,A,12.653652075150637,184.4877061141404,C,-204.09708218763703,-36.128460014251125,1.308330148603194,103.32941400359164,-14.723702657648833,E,B,E,-114.61135675896799,E,1
F,Bisexual,-5.576677356231843,-15.202042613025837,C,C,C,4.771775589006109,-49.53265984107721,B,47.66922613043342,170.95563962515774,-35.46156599208692,35.01060085462746,60.504262515519045,E,D,C,-95.47914291533053,E,0
M,Homosexual,138.57712354076673,42.34204098327594,B,C,E,44.31197711737695,150.11907904691623,D,-117.87511190348299,58.82501051259612,35.28791362381465,100.94275601040921,24.404230623791157,B,A,D,122.07144429769386,C,0
Male,Other,57.90791227987432,14.403279568774987,A,B,C,129.6115079177406,-27.81241991041112,A,173.62929963030422,-114.71211258222532,117.04324618423136,17.423428024173838,-57.979456308002874,A,A,B,-11.3623172580548,C,0
F,Heterosexual,82.71930468317514,-56.34653422279019,B,A,A,-43.51065971821285,53.44265212501475,C,49.7766063913397,56.986204898201166,-4.915554544402976,-46.93555679789206,-12.50148875006018,E,E,D,60.84386806940674,A,1
Male,Other,10.935410776652267,-161.45544372304826,C,D,A,4.576567188682274,56.249196312559256,A,-31.987597564763654,32.661155707359555,-149.02927772834036,41.956822718054724,-84.9553577888344,B,E,E,-0.9804930783542144,E,1
Female,Other,84.34521247470701,-81.08146479702701,C,D,B,44.37018830203529,90.0304029347193,E,225.11989822609215,-55.20536717191747,-4.476012969009116,30.66235663375861,-90.69986549090191,E,B,E,71.27515596476415,D,0
Male,Homosexual,221.00359447898973,149.8513613756408,C,D,A,-49.797916037322935,-29.14178554405516,C,65.42128572046552,35.307438957916595,61.934717231856794,58.66882567642276,-141.34534610449106,B,A,A,-89.50815474717105,E,1
M,Bisexual,51.01841578563817,-40.8829126322922,A,E,C,-179.45916140370701,-2.3892545708364876,D,94.29146927517468,-14.722003873062581,-25.851717975200085,-31.66326766469611,182.03225263312592,A,B,B,-9.377907062751976,B,0
Female,Heterosexual,37.23576618115844,-73.4299344282444,A,D,A,-114.42227669877892,29.925252680156174,B,-96.35706654799256,-101.81501424272898,139.9496800748902,-57.37771887862765,-24.805889524296294,E,C,A,137.61863265819088,E,1
