Age,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,target
49,E,B,B,-115.89335181808376,E,B,58.259940338362924,0
39,A,C,C,64.06754392657312,A,E,-147.85590717367745,1
72,A,A,B,-17.18018044642188,B,E,-118.8198468230586,1
61,D,E,D,70.87677887475378,C,B,37.289724296462765,0
72,A,C,E,14.071433547745817,D,B,42.18717292197628,0
64,D,B,E,47.726155626755755,D,B,-31.160333335612766,0
68,D,C,A,7.977536357668271,E,A,77.58535940471768,0
93,E,E,D,21.93538802297546,B,E,-69.06050825376113,1
71,B,E,A,105.73726959122884,B,C,169.09837793784195,1
86,B,E,E,-86.78260448166436,A,A,-17.099127966294482,1
67,A,D,B,-3.88379065494883,B,B,82.93888532625662,0
52,E,A,E,122.72278241070424,A,E,-3.933266595369093,1
94,E,A,C,179.94597845755658,A,E,-33.04661896426685,1
77,B,B,B,-18.738332409644823,E,D,-42.44410834998139,1
21,E,C,A,-52.24975545070525,B,C,-122.61719388488106,1
23,B,E,C,221.85204897942685,D,C,1.749848326580325,1
48,A,D,C,67.29086104378433,A,C,-94.1426672961589,0
62,C,D,C,-19.945356560196554,E,B,-45.23862856730181,0
80,B,D,D,3.92200885393872,A,D,91.46052371033268,1
23,C,A,D,-70.88340530073441,A,E,-81.25048743863097,1
64,C,E,A,-16.610392827092355,E,A,60.61515375683315,1
71,C,D,A,-184.6310712170129,A,D,-26.967637724391885,0
19,A,D,C,-56.6925082139577,C,E,32.838438976586296,0
87,E,D,C,56.81326555519179,E,C,-124.36714975280351,0
81,B,D,A,89.72637177477114,E,B,-15.651113126456195,1
27,D,C,C,-34.67580268553313,A,E,-203.33790007898008,0
38,A,C,D,-7.919137712322176,E,B,74.65071997130566,1
29,B,C,C,-152.60754400756224,A,A,0.7802090493163452,1
48,B,E,E,-22.981438377736907,C,B,-28.755023338402353,0
80,C,B,A,83.05884073737509,D,C,2.4134751406953194,0
77,C,E,E,-2.907440600734867,B,A,75.44560352412182,1
63,D,D,B,44.35343437305735,C,C,139.54316545008402,1
29,E,C,E,74.72961557358454,A,E,22.62689865425132,0
81,E,A,C,-27.216269185780472,B,E,-73.38552987453949,0
22,B,B,D,-40.10039241087725,B,D,-181.08080401150403,1
41,C,E,B,168.03699682177108,B,D,-145.4523378077448,1
77,E,E,C,-87.77787133668336,B,E,66.1213134877461,1
85,E,A,A,-87.33996494942825,A,C,-9.545888267797817,0
82,D,A,E,-58.26419270965493,B,B,-81.03445483569739,0
65,D,C,B,16.128833936353946,E,D,-130.09247589872862,1
71,D,D,B,82.62379440081679,B,D,163.17963133398464,0
49,B,C,D,-59.219736209604726,D,A,-168.87208111208204,0
56,C,C,D,113.09380503820292,E,B,-251.3450710358188,0
24,C,D,E,15.057687073245399,C,A,31.70245990093163,1
32,B,A,C,41.917895771241824,C,B,129.47377828263015,0
64,E,A,C,159.23837025149552,C,B,-251.1516454353366,1
26,D,A,E,10.6179650960958,B,A,115.9028339498687,0
86,C,B,A,-166.64917770772075,D,C,-1.7224059228091317,0
76,A,B,A,-106.82863937885678,C,A,123.08827989625131,0
25,B,C,A,23.15051273210697,E,D,-121.39107939672667,0
76,C,C,A,160.05875693989034,E,D,-140.9021667242357,0
36,C,A,C,39.31056254974208,A,E,-78.10845844260605,1
26,A,B,B,-70.51288714568436,B,C,-75.34404121094833,1
83,A,C,C,54.35900722796494,A,B,35.90999834736232,0
89,A,A,D,19.94992011835228,D,D,24.633328721354253,0
49,C,B,E,-45.57382626796334,D,E,114.68747611036186,1
28,E,D,B,-12.55915057787376,A,B,165.2421696347351,0
48,D,C,B,29.34488321721087,A,D,-136.21900462205372,1
99,A,D,A,12.892831249850417,E,B,-29.76288079890754,1
90,B,B,D,61.61953729942974,E,C,29.464474890715227,0
59,E,A,E,78.48445570593267,E,A,9.166592002726077,1
19,B,A,C,95.89046146475143,C,D,14.50783202638188,1
62,A,C,A,126.57571476187654,C,E,22.661132647807012,1
70,C,D,D,-65.36130512060973,A,C,77.20925870564545,1
57,C,B,A,60.50774187945529,C,B,151.2482249545243,0
75,A,A,D,3.3715931888356936,D,D,87.04963369612777,0
70,C,D,A,58.10414113962861,D,D,-282.08592081596584,1
35,E,C,B,-63.35642277121061,A,E,118.13669729578007,0
61,E,E,E,-39.849496275323766,E,D,-121.22626196999798,0
19,B,A,E,74.55340143159174,E,B,104.85688301552022,0
68,E,D,D,46.69267908971714,A,B,-272.23619268726776,1
84,D,C,E,39.44578161265063,E,A,-31.847068604837304,0
22,C,A,C,-63.38649423658713,E,E,-131.4402861118323,1
45,C,E,A,-23.56513622753819,A,D,-143.43950486811264,1
61,D,A,C,90.6466034041827,A,A,64.84525174004018,1
90,E,A,C,126.3170261742339,C,A,70.91092993566915,0
46,C,A,D,127.60348254407387,D,E,-79.38469896217995,0
50,E,B,A,277.7293011548002,D,B,175.74798238239404,1
50,A,E,A,28.02188254779886,C,C,-11.545228177068049,1
96,A,D,C,54.20462173118966,D,A,-36.644941137764256,1
98,D,E,D,-282.0231162802975,A,A,-8.190568607736163,1
51,D,E,C,-83.23253693884907,B,E,-64.3544250767991,1
96,A,D,E,93.29227942103408,D,D,23.71597758792749,1
63,E,A,B,-57.60765544689096,B,E,57.33310312676313,1
59,A,D,A,72.89398440555337,E,A,-137.36755712212937,1
38,B,B,B,95.91177889425936,C,D,221.65209530766123,0
59,A,B,B,39.70752314599463,D,A,-159.3674834802038,0
50,E,B,C,-45.613067995857534,B,B,46.00442396252466,0
94,A,B,A,-57.41486916796901,C,B,-98.33290939416696,1
38,E,E,A,-129.81140584237673,A,E,47.51262536090723,1
51,A,A,A,-49.32357788648654,A,E,118.73657535561341,1
30,A,A,D,-7.99984065099566,C,C,-38.46491565406848,0
60,C,C,E,-30.917544946697568,B,C,-157.48010323583287,1
97,E,B,B,81.89138838135021,B,C,148.73449832668885,0
53,A,C,C,-3.508752565191105,D,C,34.84802977083113,0
93,D,E,B,-63.77484282033458,A,A,173.63288926687972,1
41,D,D,E,-36.46125436393849,C,A,76.13196982274746,0
79,C,E,D,-17.50232498460225,A,A,-94.80630986464696,0
35,C,A,B,41.221599156496566,C,E,29.911125122045988,0
92,C,C,D,41.01187235668713,B,B,-56.5129334686991,1
93,E,C,A,102.17773122890377,C,B,65.40107312284283,1
90,B,B,A,-176.82489794738487,E,D,-197.8122802227888,1
81,B,D,E,-54.94130873599315,B,B,-20.21520875955139,0
40,E,A,B,-143.42364298324512,E,D,23.363916865174772,0
34,D,C,C,31.780072903147634,A,D,32.01754491216085,0
45,B,D,D,87.62822336141187,B,E,-0.12252152856665252,1
45,C,D,E,-92.48604389217319,D,A,23.053535411832506,1
25,C,E,C,-134.9973198208874,A,D,57.18900084342713,0
35,D,C,B,-112.51890644698199,A,A,-56.7224455215048,1
43,D,C,A,-48.28377039854057,C,A,-50.174521420252205,1
52,E,B,A,-101.92917433857502,A,D,43.0349662111671,1
20,D,B,C,37.03643198689256,D,A,-216.47512978935293,1
47,A,D,E,42.78303080090724,D,B,-32.44171234737355,0
80,E,C,E,-33.61790706488133,A,C,-172.1173632863608,1
87,D,A,D,23.237196150735546,B,B,8.92851827260039,0
85,E,A,B,18.359483196306982,B,D,-69.60176871783887,1
28,C,B,E,102.726628048174,B,B,13.61948130901664,0
42,E,B,E,-4.466705732003849,A,D,-102.08991180237699,0
61,D,D,C,39.03682591764379,C,E,-109.72628414088096,0
27,C,A,B,-113.32908324170849,C,B,-22.104813891856022,0
34,E,E,A,36.28904058318735,D,C,-214.74187498276493,1
64,B,B,E,-76.70077678077291,D,D,44.6058548644689,1
98,D,E,A,-141.17265297097964,D,E,157.04034434558187,1
75,C,E,D,110.09971449248042,A,B,135.33754894840823,1
60,A,D,A,135.43361779664514,C,E,14.71686754024847,0
18,D,D,C,-60.17203398560269,B,A,-266.5161069575811,1
60,E,E,A,-46.661175662860444,C,E,94.52393309981579,0
94,A,E,B,-55.326360984154896,E,E,135.8630072907681,1
24,D,D,D,228.2540837388138,C,C,-69.44150579372909,0
38,E,E,A,-182.4404529818282,C,D,-172.55663332754835,1
90,E,B,C,17.43018946001948,A,E,5.5618406778531515,0
76,D,A,A,-200.74059345701252,C,E,-10.46961804985766,0
47,A,C,A,-11.737913789536218,B,D,134.50827018661627,0
49,E,A,C,28.508155478556763,C,D,-16.189422418259756,1
74,A,A,D,41.578231706323656,C,A,-67.08353408734207,1
74,E,A,E,21.618672296034557,B,C,-12.055152292967575,1
49,C,B,A,65.64447145043057,A,B,42.733125744185514,0
89,C,E,D,54.89925041338511,B,B,-96.15637558919894,0
24,D,A,B,93.06956889986785,D,C,179.62316908669536,0
18,B,D,A,65.3779469409877,E,E,43.3127327763829,0
60,D,C,B,-264.9300383958193,C,A,-61.046401731337916,1
97,D,B,C,-15.730072070936618,E,A,-103.68474636041938,1
21,E,E,E,0.9843828143130284,A,C,-216.28798413322517,1
18,E,D,E,-57.7770805781472,E,C,-214.7249758863838,0
56,B,D,A,-54.63320398477997,C,E,93.28456105595762,0
63,E,A,C,-108.7259179569441,C,D,3.8263391830603357,0
95,A,E,A,-122.93932191363679,D,C,169.2469675845449,0
68,B,C,A,104.01010029104334,C,C,-110.45843268339273,1
85,E,D,A,58.11111839299874,B,E,-11.07967249377569,0
24,C,B,C,183.02776536000934,E,B,-120.97521477681046,1
25,B,E,C,25.113436180388494,D,D,52.70441817742556,1
87,E,A,B,-66.46778955688362,D,A,-43.16296675802682,0
47,B,B,E,-69.00584537535424,C,D,95.0612334311118,1
75,C,B,E,29.389629440695508,A,B,-11.439955613225306,0
34,C,E,E,-45.15298596589853,D,D,52.05662775334955,1
92,E,C,D,165.6491873755205,E,D,-95.64307807019607,0
56,D,A,D,-16.849221282178203,A,C,58.490774470207405,1
28,A,C,C,125.40596226881829,C,C,-29.278819501279436,1
21,C,E,C,92.90358698279893,B,A,51.94245377884845,1
51,A,A,B,-21.690112645490824,D,B,9.035848429813441,1
91,B,E,A,84.05859903978873,D,E,-79.23158136050739,1
83,C,D,A,20.457197578347774,E,D,196.6763441452843,0
91,A,B,E,-77.93310646364417,E,A,-32.34896454217317,1
21,D,B,B,-11.013207954059883,B,A,-154.07739260260377,0
30,A,D,B,-24.354714619564312,D,B,-33.788923261547616,0
22,D,E,E,-8.458585719005505,A,B,5.807859655646854,0
43,D,B,A,-4.598902707869435,D,B,-43.691686919592215,1
25,B,A,B,-69.20953263954404,A,E,-22.28681108078646,1
50,B,C,D,88.71872667643801,E,B,-192.07575047773474,1
92,C,B,D,-126.30483115576287,E,C,-1.5021071907355403,0
63,E,C,A,23.571096658307074,B,E,168.0155765005554,1
55,A,A,E,64.31576375965585,E,B,-57.04017954880183,1
83,C,B,A,69.43806000109247,E,D,26.456359570394007,1
49,A,A,D,20.49819826040218,C,D,12.169425427488473,1
47,B,E,C,35.80541856765023,E,C,15.722106133160596,1
65,D,E,D,-136.74746680061762,D,E,13.98095727758553,1
74,A,D,D,-69.62291434724854,A,B,-79.15004725405522,1
83,A,C,B,101.63554197857803,C,D,11.642574022484602,1
83,B,C,C,-173.19372260628444,B,C,-133.89543323415006,1
54,E,B,A,97.7405867986627,E,E,17.31522930154449,1
93,B,D,B,-32.75621680684851,E,B,-78.61047948650373,0
77,B,E,C,15.598188104822865,C,A,-24.521048357640645,0
94,B,B,A,149.3822619900633,A,B,-64.41179621366125,0
45,C,A,C,50.69599423406533,C,D,-45.89676803856803,1
45,C,B,C,-64.19523094027915,C,D,147.31009944101964,0
97,E,A,A,-95.84232387702099,C,D,-39.19803829676267,1
44,B,E,B,194.05548361937434,E,A,182.86688516784426,0
32,D,C,E,-44.88197213345639,B,A,148.52589948006323,0
97,E,C,E,7.985304235540854,E,D,30.433115302030235,0
52,D,D,B,15.155391896439093,C,B,-21.529065787839507,1
98,E,C,D,3.449145730455922,D,C,-66.0368852162625,1
80,D,D,C,-43.57247957717556,D,B,-57.462321457393685,0
26,C,C,B,-370.7253034809421,D,E,34.857108060733644,1
28,C,D,C,141.4830473891213,B,C,-126.9699543949143,1
85,A,B,E,-48.38862597355927,D,E,57.59972335096033,0
37,E,A,E,60.18359376604047,A,C,39.38634546442152,0
72,D,E,E,-95.51688333992911,A,E,-179.8693863559365,0
20,A,A,A,-73.33442361491925,C,D,-38.88447356441421,1
81,B,B,A,-186.1864366113098,B,C,32.35988082009914,0
63,E,D,B,-26.543200067964456,B,D,80.90884943493187,0
40,D,D,B,26.980242055575342,A,C,-69.93701435031946,0
23,E,C,A,-161.47373010978646,E,A,43.82228405504282,1
98,D,E,E,131.16562022796936,D,E,-10.858450604640874,0
78,D,B,A,6.394181567884562,D,B,110.6871545075756,0
57,D,D,D,-127.67151309224299,B,C,-25.308540554368765,1
39,C,C,E,-65.15512817017525,A,E,-51.1858918477862,0
91,A,C,D,-8.113009291250846,A,E,-192.60676664754715,0
42,E,A,C,-41.17378892133804,A,A,-30.354301466814622,1
81,B,A,A,-80.41147900241918,E,A,5.9420593864496976,0
72,C,C,D,107.17109595501822,A,C,-94.59867895613108,0
32,D,E,E,-57.839610632650576,D,B,-39.003983645801405,0
83,B,B,D,22.514494494153205,E,D,-43.34273794509433,1
20,C,E,B,-50.15320696225313,B,C,39.82507323000307,0
38,B,A,B,224.93596233453087,D,A,-53.40359227328272,0
80,E,E,B,36.26911026094694,A,C,-86.88026215342913,1
64,B,A,B,-94.69943447048432,B,B,-69.89998542984611,0
58,A,B,E,12.981863313234818,A,E,8.208957402545733,1
19,B,D,B,38.71227329138218,D,E,-34.51774431301813,0
93,D,C,D,30.814255397058325,A,A,232.93006061896634,1
61,B,E,B,119.2040972665565,A,B,47.22441545016151,0
19,D,D,C,63.999648687315215,B,E,-91.59575692790114,1
87,D,D,D,-4.862163687647581,D,A,4.869055985857211,0
28,E,D,E,-42.67167808230206,B,C,44.51092814085691,1
45,A,E,B,-23.471047027891885,E,D,106.30735625553889,1
75,C,B,A,-18.184178987585955,B,B,88.84715639703936,0
78,D,C,A,-0.7503020141761826,E,A,10.36219493897026,0
92,A,A,C,-21.1568150890516,D,E,-180.27003827412588,0
96,D,A,A,30.6560398582293,C,E,-24.58479013408239,0
79,A,B,A,61.98082642832331,E,A,-87.11676510387572,0
86,E,B,E,126.04870139817885,B,B,-95.29181166267249,1
48,B,E,D,25.44812124566648,A,C,159.1082730566944,1
38,C,C,D,-27.628651185270485,D,B,-73.5459541365006,1
43,E,B,C,-72.74517321072577,B,B,-5.636635461874347,1
68,C,A,B,-96.90277057598931,E,D,-93.87653620895533,0
93,B,E,B,91.95997559971025,D,A,71.18824375752133,0
72,A,B,E,-186.29701133764598,D,A,39.82265314917567,0
55,B,C,E,-2.821135713834635,C,D,5.75924331402325,1
53,D,B,D,-51.37416975963891,E,E,84.22966590233082,1
95,C,C,C,85.6373525365998,B,E,59.48957977490675,0
18,E,C,B,-82.46814619397698,E,C,-21.474260886005546,0
45,B,D,A,105.6426753449023,B,E,68.00368832299498,1
79,C,C,A,-153.62223170225334,E,B,-58.52076321607617,1
87,C,B,E,-155.93919355365534,A,D,-102.43487678627498,0
91,D,E,B,-190.23412976467603,D,A,217.141348324649,1
84,A,A,E,-4.626182830297274,E,C,56.21907985626099,0
25,B,C,E,28.22971695631956,B,C,-17.49115490051543,0
23,B,A,B,-11.516711078236781,D,C,-139.55314786953966,1
94,D,B,C,-37.72307548163349,E,E,-37.6390213189688,0
37,A,A,E,-55.40880148921396,B,B,0.8769176115569809,0
84,B,E,D,-116.1294913794282,A,E,153.69596329469096,0
21,B,B,E,118.37553357066624,D,C,95.91660687399978,0
84,E,B,E,14.339187413682774,B,E,-111.16650826569429,0
96,C,D,C,15.727098926134374,E,D,-55.1079212563313,1
27,C,A,B,23.793850214349117,C,C,-42.57090126329223,1
19,A,B,A,45.661897936497084,B,E,-61.56233898198816,0
30,A,D,D,-18.14446198249737,C,E,108.30150826784075,1
39,C,A,D,-182.12544893046137,B,D,-294.24217615000737,0
79,B,C,B,-108.85457658166374,D,E,-218.31321242135036,0
19,A,C,A,83.63788182466905,D,B,-111.0843473562159,0
73,E,D,A,-107.2945105713491,C,D,-94.34589612141421,0
20,D,D,B,117.51221049763765,E,A,-7.9261677918892355,1
20,A,E,D,-51.19764870724444,A,A,13.084643196205548,1
69,C,B,D,77.04235781278447,B,A,128.0328381064544,1
20,B,A,D,68.01606452688641,D,C,-35.06883332269089,0
31,E,E,D,120.9013013806298,E,D,29.129074951681766,0
41,E,B,A,-77.69185405200339,A,B,7.669807592877316,1
53,E,A,A,-151.90302450025223,C,C,-188.36746549206362,0
43,A,D,D,-102.34732823930568,E,B,-37.16873068923326,0
84,C,A,A,-33.71506675571405,B,B,-16.349380766741227,0
31,B,D,B,-1.3420567693053846,A,A,21.392977612754215,0
43,A,B,C,171.65317786459698,C,D,-55.99001110264612,1
32,B,C,C,-341.84269938539614,C,E,75.34998877319038,1
54,A,D,E,-105.22560814011558,A,A,182.45703559976317,0
62,D,C,B,-21.878750837032467,A,A,168.90488412688615,0
20,C,D,D,-73.58130885625582,C,D,-36.38945745801053,0
23,B,E,E,-35.33355556834538,E,B,240.78652294401465,0
93,A,D,D,-97.35842771051527,C,C,-3.2028398861121685,1
22,B,B,E,-72.66302863091731,A,B,-14.425502702646481,0
45,E,C,C,55.38372347086708,B,A,-53.54723848669178,1
72,D,A,C,60.304169340459026,E,E,8.07443873257313,0
96,E,A,B,-158.9110304587364,D,E,0.01484987594826309,1
72,B,B,C,100.26350608976462,A,C,-71.4780362209716,0
32,D,B,E,-50.99726989992317,A,D,28.575674276901935,0
63,D,E,E,169.6537637645401,C,B,230.53311405426135,0
49,E,D,B,-92.61660069496068,A,E,4.2889539813878095,0
80,D,D,D,-35.909873535861564,D,A,33.690518627267906,1
95,E,B,C,-25.546899628384107,D,E,-38.68668347082813,1
75,C,B,A,-19.004528072595843,D,E,-85.5229011843139,1
97,B,D,A,-49.01778059749109,C,C,-111.06199214541166,0
90,D,B,C,92.2256251663675,A,A,72.70662171767128,0
99,E,D,A,107.59382533733745,A,C,-15.48188227535919,0
26,A,B,E,-204.55462873350467,C,C,-40.7255219996089,1
76,B,A,D,-47.17247442622397,C,C,102.01590976605517,0
40,E,D,C,-120.92366579963209,B,E,-127.96273991538337,1
33,B,A,D,-43.5552333292711,E,B,-125.6457683380994,0
72,D,C,E,-80.29420850963778,A,D,-36.66433894557846,1
80,A,C,B,-14.924509489621737,A,D,32.30048238188623,1
18,D,C,D,185.80302379668962,C,D,37.517558874278684,1
96,A,C,E,-78.45076645119813,C,A,100.37348392641981,1
60,A,A,A,178.5959635512012,A,D,213.5553231761892,1
74,C,D,A,158.46218852130212,D,B,0.2760043645262051,1
33,D,E,B,-92.70937927506466,B,C,-125.07337490128958,0
98,D,E,D,-32.44795013848485,D,D,160.0529180224634,0
28,C,B,A,189.09592126026976,D,A,13.696319264726736,1
25,D,B,B,162.4352921156639,D,D,-66.20371933581633,0
94,B,C,E,-64.20611651150334,A,A,218.92032549230217,0
34,C,A,E,-50.11966919754328,E,C,60.18033335092245,1
52,A,D,C,151.9108794304514,D,C,21.776855981234835,1
76,C,D,B,1.9514551658884962,A,E,43.96941869534509,1
79,A,A,C,-94.93690759427712,E,D,-4.609388560856045,0
89,B,C,C,-5.635198500962331,A,B,-11.973672155822483,0
95,B,D,E,22.635963357716626,E,E,-53.709693188501085,0
18,D,E,D,103.21153739856041,A,C,-48.074160274067054,0
53,E,B,B,-15.28472725813334,B,C,71.42848779225713,1
76,E,E,D,25.874225500290883,B,D,126.16077193457159,0
53,E,A,C,11.380880002438643,D,D,-101.84116821137394,1
85,E,D,B,35.11254446096543,B,A,-35.2637070887157,0
37,C,A,E,-78.7290343222922,B,D,-57.803766738069115,0
54,B,C,D,45.99567333455057,B,D,-1.6842739258643076,0
28,C,C,E,-122.77237776668875,E,D,175.17939971726304,0
34,A,E,B,119.39131560815316,A,D,198.66366536815383,1
95,C,E,C,73.80834135872917,D,C,-32.1965981122911,1
59,B,E,E,-282.91928904925976,B,D,85.92418397724238,1
33,B,E,E,-16.861315446859116,D,D,140.58016301860252,0
47,A,B,A,-79.47978637713852,D,A,39.945645496305076,1
72,D,D,D,-3.7549050504821073,D,A,67.84909830266656,0
68,A,B,D,25.568157354774495,B,E,-100.201817483452,1
56,B,D,B,147.31617703304917,C,B,-85.341486040578,0
42,A,A,E,-55.173894431500734,C,B,-140.34081944498203,1
93,D,E,C,-69.9486982411055,C,A,13.484854942458945,0
46,B,B,C,80.35730384436452,A,B,-32.43509546489258,1
32,A,B,C,119.9202684470286,C,B,-13.889973314672313,0
40,B,A,E,23.71832529177072,C,D,58.72190411848476,1
75,B,E,E,8.17722115012737,E,A,2.1620558151724762,1
61,B,B,A,80.42851661123882,D,D,-30.86353945687507,0
26,C,E,D,-19.216010113581873,A,C,23.394068816808755,0
44,B,B,C,-144.32543951447627,B,E,-12.686523023788471,0
20,C,C,A,-24.11850650282251,E,E,-74.58817751825646,0
25,B,E,C,77.62241094652772,D,B,21.026604453522804,1
23,C,C,A,85.87969335665204,B,D,-103.93074012761463,0
37,D,B,D,179.8076315474897,D,B,-70.32075756858389,1
92,E,D,D,-88.6454285725152,C,B,-137.1833962260529,1
51,D,D,D,-180.68051193078296,B,B,125.98222394544578,1
26,A,B,E,-91.94902200515965,B,B,277.51766248047517,0
92,A,E,E,69.41738922709469,C,B,80.66712745810248,1
56,E,C,C,-57.76128860594443,B,C,188.95608197862896,0
22,E,C,C,-43.802061876981085,A,D,-112.9583490969915,1
66,A,B,A,109.87181276282318,C,A,6.543055046898038,1
64,E,A,C,102.87746433670411,E,D,78.5538530929702,1
44,B,A,D,-20.22491954762429,C,D,-70.99784639754321,1
49,A,E,B,-18.90613523272534,E,D,83.27461737455178,1
38,C,E,B,-20.28500791702218,E,E,59.42286607085522,0
50,C,B,A,55.331015127185104,E,D,-22.564236829306765,0
91,B,C,C,159.67570424386267,B,D,15.124834478545479,0
49,D,D,D,46.757219831628326,C,D,-163.60956872977462,1
79,E,A,E,20.98315677117483,B,E,66.78990247096887,1
82,E,C,A,-34.65829784419248,C,E,-58.53342654211031,1
73,E,C,D,66.02734229694673,A,C,-57.94549480655047,1
36,E,C,E,-99.99172649549577,A,A,-32.02046386966373,0
45,C,D,A,-162.8162127164336,C,E,112.70825568112883,1
53,E,A,E,14.304154562041113,C,E,29.94997145292334,0
34,E,B,E,-110.00273923205042,E,D,119.29545912150637,0
77,B,D,A,-149.28403967866274,D,D,35.57196855980948,1
76,B,D,E,-66.52596885732795,A,D,-105.23817302195295,0
45,E,A,D,225.7194923192915,A,E,5.595882061584949,0
80,B,D,A,-181.37836664955626,C,E,29.575071139790655,1
49,C,C,C,28.123440267026105,E,D,20.631882896033964,0
75,C,E,B,-98.99535976969236,A,E,-80.30458243926039,0
22,A,A,B,-60.257339183910744,C,C,45.4458571049539,1
87,D,E,B,67.29416380457954,E,C,53.5932877912238,1
42,D,B,E,276.80611493620734,A,E,170.16242488220996,0
79,C,A,B,79.4558033554182,C,B,-121.37445383376844,1
37,A,C,A,260.57516473752816,D,C,11.144095683783462,0
52,B,B,E,108.70697076300986,D,C,-3.0600823615542225,1
85,A,E,D,-141.80473271937623,C,C,-28.38526392348775,1
21,D,D,E,-164.5301116804453,D,D,108.31969715241001,1
32,D,C,B,38.52502069695895,C,D,185.1108572590886,1
75,C,B,D,173.7403048077942,C,A,25.42257891369313,0
90,C,A,C,-4.342785991501799,D,E,-24.42671482959193,1
45,D,B,B,-53.316064092216294,D,A,74.09289526725324,1
62,A,A,C,-70.88358572770794,E,C,-75.72968699809725,1
96,A,A,A,73.0290326612018,A,B,-39.60978494313866,1
43,E,A,D,54.06163304825932,C,C,-35.504388497510476,0
25,E,E,E,92.67123006858773,A,B,-105.414182217277,1
48,A,D,C,23.83591570225677,A,B,-84.60549658089629,0
21,A,A,E,38.072852117842324,B,B,187.69456907491158,1
94,B,E,B,202.78976051120245,D,A,79.57218694867457,0
43,C,E,E,-20.168536960839518,D,C,74.08368703103612,0
53,B,C,D,167.59612931051035,D,E,130.48497002037092,0
67,C,E,E,24.681611091421672,A,A,147.52922453158513,0
95,D,D,E,-87.95782314222123,C,E,68.46632219374251,1
69,A,A,E,-106.426585124077,C,C,-19.123055403568024,0
76,C,A,B,162.77996909172057,E,A,13.89808222699394,0
69,A,D,E,63.415086474703166,E,D,-50.433199688402944,1
72,B,A,E,-299.0699209557948,C,D,44.2241598814871,1
61,B,A,E,-122.66101522398229,C,E,22.728544552715064,1
96,A,A,E,39.51856365850691,B,A,-0.06295683223841234,1
28,E,D,C,-0.5845546046734906,B,B,-16.01543346031524,0
38,D,E,A,33.55992275886754,D,B,-52.056315593298244,1
72,C,B,A,149.4194470383564,E,E,-162.41141714173273,0
30,C,B,B,69.41040015912438,A,D,-147.92160309011868,0
68,E,C,E,-131.08964931481037,B,C,30.785967921505886,0
90,D,D,B,-136.85554333301874,E,D,-145.25342481914183,1
79,D,E,A,-42.73000887497816,E,D,-142.06424887651193,1
18,D,E,D,-20.87360721524539,B,B,70.51150653789946,0
24,E,C,E,70.7511457446381,C,E,-112.6151010065057,0
44,C,E,D,178.91838440901006,D,B,-38.83186763840185,0
24,E,B,D,143.78278672392548,B,D,28.698128111239445,0
20,D,D,A,-94.29558425433201,C,A,-50.83505265085193,1
99,A,D,B,-115.06475361694714,C,A,38.048070874008225,1
42,C,A,D,-12.678036146852747,E,C,-18.97759879603849,1
30,E,B,C,-69.09422153974447,D,A,-235.89244779905792,0
98,E,C,C,3.5994003894721587,B,A,-20.439961070952815,1
45,A,A,C,-126.07029920114554,A,A,60.79184522456602,1
61,E,B,D,-56.02147031434652,B,C,-0.42566947384549303,1
18,A,C,D,136.70123024120218,C,D,-56.927123622008104,0
21,E,E,A,169.59422605400897,B,E,6.194953035213354,1
34,D,E,B,-257.93608569338215,C,D,74.46979323271002,1
23,D,B,B,-54.47356107481281,D,B,6.162934559973605,0
35,D,C,B,-99.31603864917167,D,D,-47.16976609242834,1
89,E,E,E,48.59413045586996,A,B,91.26430376919946,0
43,D,E,C,35.5731763252007,A,C,-124.63507266649742,0
26,D,C,D,0.14133847007668868,E,A,-102.18642131513998,1
83,A,A,E,-124.35564950822862,B,C,41.85100399146711,0
46,B,B,C,-4.650512935063075,D,C,-177.21468798550504,1
45,E,A,B,-34.42553460207316,A,B,-35.58648936522421,1
96,C,C,A,-73.79601294843295,B,D,-199.47284458619055,0
77,C,D,D,-49.8720747927361,C,A,-57.355843236798975,1
77,C,B,A,163.64191515740322,B,A,127.99218128954983,1
61,B,B,E,-127.98966990919844,B,C,-68.22974240010085,0
98,A,C,B,78.8078428768355,C,A,15.793255593415786,0
65,E,D,E,32.41434070069176,C,B,25.029748443685417,0
56,C,E,B,-33.548495836734574,A,C,-8.615597202069848,0
90,E,E,A,67.33422884589584,B,A,134.10166580152165,1
21,E,E,A,147.04413965353805,B,C,147.03833535954448,1
35,B,E,B,-108.53503381054657,C,B,4.198796352024639,1
74,D,B,C,37.17510563947607,E,B,-8.417590427907538,1
25,D,B,D,64.25888134766622,B,D,-69.91828856904205,0
98,C,B,D,-85.46745134562445,E,B,119.80112115405062,0
99,D,E,C,-137.768086311948,A,E,90.59519485713864,1
38,B,A,E,-113.41092154004846,C,D,-73.5514138691462,1
29,E,C,B,86.92192216190804,D,D,23.183288655303627,0
51,C,C,D,27.093369368223602,B,B,-23.09254045047961,0
88,C,C,A,-24.74197649129815,C,D,184.79888461553335,1
67,D,D,E,208.2619790572599,E,E,-158.9997335526956,0
90,D,D,D,4.739103471355312,B,E,128.28101703870408,0
64,C,C,E,-56.2255283897309,B,B,86.5361648754976,1
56,B,A,A,-114.68016430027865,A,D,143.47788394689692,0
96,B,E,C,58.32613066590599,B,C,-54.33330422508703,0
