AGE,race,religious_affiliation,Nationality,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,target
40,African American,Buddhist,Germany,-34.60891911353839,103.2086222957761,B,C,D,A,D,B,0
78,White,None,India,-1.3253478190751757,89.8536988448887,A,E,D,C,A,B,0
73,African American,Muslim,Other,35.71523595964394,-29.83731152882763,B,C,D,D,B,C,0
70,Black,Muslim,Brazil,-66.67135903511719,-102.57731377315112,B,D,E,C,A,B,1
23,Other,Jewish,Mexico,58.75946609150354,26.49104189593377,C,B,C,A,B,A,0
70,Black,None,India,273.3320262366781,1.446436257471982,D,D,D,D,E,D,0
40,Other,Other,India,82.06320766257676,2.5640961389512946,D,E,B,B,A,A,0
46,Hispanic,Buddhist,Mexico,-6.570857041215687,15.571235199324803,C,A,E,D,E,C,0
77,Other,Christian,UK,-144.77495136675736,71.98080138263035,E,E,C,A,A,C,1
69,Asian,Muslim,Mexico,112.12644619125236,-112.78268150985144,C,D,E,E,E,D,1
45,Hispanic,Other,Germany,84.04043613657971,-79.66605977698042,D,A,C,B,B,A,0
24,Other,Hindu,Germany,117.24196077804416,-204.48167619356443,A,C,A,C,D,B,0
39,African American,Buddhist,Germany,-53.16573433269103,-79.33055497434394,A,E,E,A,C,B,1
31,Asian,Buddhist,India,-96.29613553789129,69.7206089901274,E,D,C,C,A,A,0
50,Asian,Buddhist,Brazil,23.090806667338825,-137.3274699626105,A,C,E,B,D,E,1
31,White,Christian,China,164.29713313600521,128.9945401752226,D,D,B,A,A,C,1
71,Other,Jewish,China,217.98379379894067,187.71220199448962,B,B,D,E,D,B,0
31,African American,Other,US,30.18855893313844,-9.75054925225631,E,D,E,B,C,D,1
56,Black,None,Germany,-156.16156405552974,63.99696560926944,C,B,E,B,C,C,1
32,White,Hindu,Mexico,-32.69977025093614,54.34268719355091,C,A,C,B,E,B,0
54,Black,Buddhist,UK,37.13164670686681,46.78487227743071,A,B,B,B,A,D,1
30,African American,Hindu,Germany,105.50469631367234,30.17378884246246,C,E,D,D,B,E,1
48,Asian,Christian,UK,-71.38394633711609,-175.34387305392568,D,A,E,B,C,D,1
71,Black,None,Other,-135.0478258958757,-48.60160997545267,A,E,C,E,C,D,0
65,African American,Buddhist,China,144.90246131711254,137.78619550231704,D,D,D,E,D,A,1
58,Other,Hindu,US,-39.656871627083326,-0.481109691893825,A,A,A,C,C,A,0
65,Black,Jewish,India,21.065139260788847,-17.83014492151321,D,B,A,B,B,A,1
31,White,Hindu,China,-62.32029605852285,-147.86767574534755,C,D,B,E,C,C,1
31,African American,Jewish,Brazil,-39.70644429528554,-32.75839486899861,D,A,C,D,A,C,0
73,White,Other,India,-20.119282259564194,157.77636606383726,E,E,B,E,E,B,0
22,Other,None,India,-27.121438810835087,102.90848362655257,C,A,C,B,D,B,0
57,African American,Muslim,UK,-19.275855036960607,23.391694422451785,A,C,D,D,A,E,1
38,Asian,Christian,China,-68.34776678242937,40.58543602491881,C,D,B,C,D,C,1
68,Other,None,Other,12.59865432678247,-44.7324272706573,B,E,D,B,E,E,1
54,African American,Buddhist,India,-40.33486264850363,-64.57234554926727,D,C,E,A,A,E,0
23,Other,Muslim,Other,-3.9938467526142643,50.583064586048444,E,E,D,B,A,E,0
71,Hispanic,Hindu,US,146.71180402443363,-141.93628939121405,D,A,A,A,E,A,0
58,African American,Jewish,US,51.207067503925295,-48.652133932886905,B,E,B,A,E,D,1
48,Other,Christian,Brazil,128.41422918943212,33.04201339420641,A,E,E,A,E,C,1
29,Other,None,Brazil,50.84549058194524,111.67019579022201,E,E,D,E,E,D,1
26,Black,Other,US,22.22960535277546,30.30625568292536,B,E,A,B,B,C,0
49,Asian,Muslim,China,-51.535716246887254,-64.61159824576168,D,D,C,A,D,E,0
40,Hispanic,Muslim,Other,61.871046168826346,69.16987491073452,C,E,B,D,A,E,0
56,Asian,None,Mexico,-168.07729812756418,2.208598227991381,B,E,A,B,E,E,1
49,Hispanic,Hindu,Germany,-83.81374831752994,-103.34467155138125,B,E,E,C,E,D,0
65,Other,Jewish,India,31.309871774707254,50.00527350583859,B,A,A,B,C,A,0
79,Hispanic,Buddhist,UK,127.99262737145625,-176.13401867239062,B,D,E,C,A,E,1
18,Hispanic,Jewish,Other,-291.8916864917151,-40.91578792472868,A,E,B,D,D,A,0
77,Asian,Christian,Germany,25.368010824423738,-103.12242187370167,E,A,A,E,E,E,0
65,Hispanic,Christian,Mexico,-38.02431493495712,-15.229773238071449,C,A,A,C,E,D,0
74,Black,Buddhist,US,128.0148252648927,-71.65872934205409,D,A,E,C,D,C,0
57,African American,None,Other,-15.765997571888454,75.27811720855826,C,E,A,E,E,E,1
62,White,Jewish,Other,-35.05100441766085,-267.3914758938438,B,E,B,E,C,D,1
64,Asian,Jewish,China,-138.78638971248128,-7.993639427147045,B,C,D,B,A,E,0
56,Hispanic,Other,Brazil,76.75909380845546,127.09083745706415,B,D,B,E,B,A,0
76,White,Hindu,China,49.8635312602998,-194.41677687187558,E,A,C,B,B,B,1
30,Hispanic,Christian,UK,154.45466724708683,-59.17504585268125,B,A,D,E,E,C,1
28,White,Muslim,UK,1.4609268557716204,114.56661525677718,D,B,A,C,C,E,0
44,Asian,Jewish,Germany,-139.39739593787542,-53.726613427478235,C,C,C,A,A,D,0
41,Hispanic,Christian,Mexico,-37.525099276509394,-143.21826101183916,B,B,C,E,C,B,1
66,Hispanic,Other,China,41.66436925565847,-114.14518577964434,A,B,C,B,B,A,1
46,White,Jewish,Germany,19.04585665460519,-98.0837042003847,E,D,A,C,C,B,1
20,Black,Hindu,UK,34.759425112857976,68.00240958539338,A,B,C,A,E,A,1
64,Other,None,Germany,44.265543529353444,-68.06523570154282,B,A,C,C,E,B,0
19,White,Buddhist,China,-14.687831801254703,154.63789243892907,E,E,A,D,A,C,1
76,Asian,None,US,-96.00378920187818,99.77753399273215,C,D,B,B,B,B,0
24,Other,Christian,Other,-55.28914343714387,-85.44905600325401,D,D,D,D,A,C,0
23,Hispanic,Hindu,US,254.7069617289329,-88.10331410924933,A,B,A,D,C,B,1
70,Other,None,US,36.34172008931985,8.191636994978966,D,C,C,A,D,D,1
66,Hispanic,Hindu,Brazil,184.49739000415215,53.856813944604575,E,D,D,A,C,C,0
61,Asian,Hindu,Other,-30.950063615354363,-21.432769930777535,E,C,A,A,B,C,0
44,Hispanic,Muslim,China,166.64198220387925,97.61372913723879,B,A,D,A,A,C,0
53,Black,Jewish,India,-88.53162657884653,-116.2862290183831,C,B,B,C,B,C,1
66,African American,None,Germany,-34.71830278481151,-23.417994988251227,E,C,E,E,E,D,0
63,African American,Other,US,-86.31744729170826,-27.700730577221673,D,A,D,B,D,A,0
52,Hispanic,Muslim,Germany,-81.97921585707945,83.22414405481973,B,D,E,C,E,B,0
49,Other,Buddhist,UK,-25.79579731414725,-61.040024823972225,B,A,A,B,D,A,0
24,Black,Other,Other,-59.29136689315166,-55.78196101993893,D,A,D,D,C,C,1
76,Black,Hindu,Mexico,51.42768230935929,76.86295490444627,A,A,D,E,C,D,1
21,White,Muslim,Brazil,-158.90392281727858,8.395851749491854,A,E,A,D,D,D,0
46,Hispanic,Hindu,India,-68.98548483882766,67.92142962041937,A,C,D,A,D,A,1
34,Black,Hindu,India,146.90545295749325,-38.7015056487082,D,A,C,A,B,D,1
57,African American,Jewish,Brazil,-2.1251942540957103,-132.1891022270298,E,C,C,E,D,A,1
66,African American,Jewish,Mexico,-34.99644436543442,-102.62739267065342,D,E,E,B,C,B,0
48,Black,Christian,China,-81.565279025041,89.1276422208566,D,D,D,E,B,D,1
27,Black,Hindu,UK,44.29559164833765,63.50174307781498,D,B,B,C,C,D,1
59,White,Jewish,Other,109.95572721163983,34.014173496006485,B,A,B,B,A,E,1
68,Asian,Jewish,UK,152.0336580243531,-58.5960202575706,E,C,C,D,B,E,1
53,Black,Muslim,Other,80.09431882301425,89.16804150055796,C,B,E,E,B,A,0
26,Other,Other,China,-89.0214445725019,17.88885079767974,B,B,E,C,B,D,0
30,White,Other,India,260.51616988835445,-182.63102110426453,B,A,E,C,D,E,0
54,Black,Christian,UK,-99.59081344122382,-61.5462141888633,C,A,D,A,D,B,1
65,Other,Muslim,Mexico,-78.75247646757164,70.51052238782754,D,A,A,D,D,A,1
55,African American,Buddhist,Brazil,42.68684526372078,-82.83182599217346,A,E,E,A,C,E,0
58,African American,Other,China,79.85289863983127,45.57551285666424,A,D,E,E,E,A,0
30,Other,Hindu,Brazil,-19.242870092506564,-73.59316966128031,C,C,E,C,C,D,0
63,Black,Christian,Germany,-134.9837477020438,-146.90608974725882,C,D,A,E,E,E,1
66,Asian,Muslim,UK,-97.89254839922674,19.243641427598515,E,B,E,B,C,A,0
48,Hispanic,Other,Mexico,6.151041174736308,82.01038983129793,C,E,E,C,C,D,1
63,Hispanic,Other,Mexico,111.79915796747125,-59.86752777570974,E,E,B,B,B,D,1
62,Asian,Muslim,China,-76.55847289659027,-67.40805609532133,B,C,C,A,B,B,0
20,Black,Muslim,Other,140.6905544877322,40.94217707154744,D,D,B,D,B,A,1
66,African American,Jewish,UK,3.10432505878908,72.60072754440749,B,B,B,B,D,E,1
42,African American,Jewish,China,65.69731626385794,-197.97361816147614,C,A,D,B,A,B,0
29,Asian,Other,Mexico,-99.93977244042162,40.50514825515272,B,B,D,C,E,E,0
55,Other,Other,India,-59.99827569624991,-18.5319195207161,D,C,C,A,B,D,1
45,Other,None,India,-28.034873768259907,-85.90655924169614,B,C,B,E,C,B,0
76,Other,Christian,Other,-106.67724943876735,3.3445011225318364,D,C,B,B,A,E,0
21,Hispanic,Christian,US,-94.91387490783163,14.341463753396072,B,A,B,D,C,C,1
68,African American,Jewish,Other,-30.102043551389013,133.0026457151182,A,B,C,D,C,A,0
42,Other,Hindu,Other,95.29923091183956,-120.25479310730167,D,D,C,B,B,A,0
57,Hispanic,Jewish,India,99.45591029990969,-13.100454245596394,C,B,B,B,C,E,1
79,Hispanic,Other,Other,61.133458519688375,-229.41280341187093,B,C,C,E,A,D,1
61,Black,Christian,China,70.26893223153577,-108.91460570468703,E,D,A,B,B,D,1
68,Black,Muslim,Mexico,-18.631717884701036,111.882542772804,A,D,A,B,B,C,0
78,Hispanic,Jewish,Germany,-106.40947750568526,-77.46388459721418,B,B,D,C,A,D,1
45,White,Jewish,US,50.40546766883861,-125.66823364527619,C,E,A,C,A,B,0
22,Asian,Jewish,India,11.315008979015598,-53.51149682189526,C,E,A,B,B,A,0
67,White,Hindu,US,-47.442002721210756,-22.48073217529816,E,D,C,B,A,A,1
42,Hispanic,Muslim,Other,26.469711737474675,-60.998321250636764,B,B,D,A,B,C,1
54,White,Hindu,Mexico,-18.17696287423164,-118.52727625289548,D,B,C,C,E,B,0
66,Asian,Christian,Mexico,-34.27542311186975,97.40842396875429,C,C,A,A,E,C,1
62,Asian,Jewish,Mexico,24.503034177729486,2.7967089557542244,C,A,C,A,E,A,0
20,Other,None,US,128.9689158352759,-94.85144840791475,B,E,A,A,C,D,1
57,Hispanic,Muslim,UK,-146.99584944825966,-213.5827073627229,E,D,D,D,B,D,0
68,Black,Jewish,Brazil,-203.82678580021826,-36.93709544586953,E,E,D,C,E,A,0
19,White,Buddhist,Mexico,-194.749084326697,-44.374719124341865,E,E,E,C,A,A,1
79,Hispanic,Jewish,Brazil,93.8828738065606,-48.604156098396686,B,E,B,B,A,D,1
66,African American,Hindu,Germany,-89.28872718590715,2.5968397839818618,C,D,A,E,A,D,1
47,Hispanic,Muslim,India,62.79391511669268,19.21217516515479,E,A,D,A,B,A,0
62,Black,Jewish,Mexico,-131.51894248140846,71.86598137834382,A,B,C,A,E,A,1
76,Black,Jewish,Germany,-58.89787563552047,156.03409981665135,A,D,D,B,A,D,1
24,Black,Jewish,Mexico,91.3974623225321,-231.65135394368917,A,B,D,D,D,A,1
49,White,Muslim,Mexico,208.652245647095,37.4252168668248,C,A,B,A,B,E,0
18,African American,Muslim,China,128.45203284745017,70.97181801887842,D,B,C,E,E,B,0
29,White,Jewish,Mexico,98.83698384539345,57.14262324941743,C,E,B,B,E,D,0
28,White,Christian,India,-30.064948115425732,30.829606188139852,B,E,C,C,E,D,0
18,Black,Christian,Brazil,-71.00149137476104,27.278196469368797,E,A,E,C,B,A,1
63,White,Jewish,Mexico,-112.56568467719268,-171.15414837408395,D,E,C,C,B,A,1
59,Hispanic,Hindu,Germany,53.43814556124138,-82.59766139764967,C,A,A,A,E,A,1
69,Black,Muslim,Brazil,-2.359692070944097,-28.485880732464814,E,D,A,C,A,C,0
18,Other,Jewish,Mexico,-158.46618289526484,152.75344702644372,D,D,A,A,B,A,1
66,Black,Jewish,Mexico,109.86953716485526,-76.08537687520719,E,B,A,C,C,A,0
76,White,Muslim,Germany,-89.09035103648502,63.50776559003315,E,D,C,D,D,D,0
44,African American,Hindu,US,-132.2164005640858,41.0530919250265,A,C,D,B,D,C,0
28,African American,Muslim,Germany,-83.77372141555381,120.14933024326102,A,E,A,C,B,D,0
30,Black,Buddhist,Mexico,-21.187951001091992,212.12653919449207,B,E,B,E,A,D,0
57,White,Jewish,UK,100.65238768551139,-28.228630249065308,C,E,A,E,A,E,1
45,Hispanic,Jewish,China,12.48900695814958,63.56971547407346,D,D,C,E,D,E,1
63,Hispanic,Jewish,Mexico,-31.18604526622559,-6.178831378067679,D,A,C,A,E,B,1
32,Black,Muslim,Mexico,-96.19478995636834,188.72106763465536,C,D,C,B,B,A,1
33,African American,Jewish,Mexico,25.109772106115468,-90.44710743910827,D,C,B,D,B,C,0
48,African American,Muslim,India,7.022021431871648,102.75744541847158,A,B,C,B,D,C,1
73,Other,Muslim,US,99.86787452483993,103.02588508326909,D,E,C,C,A,A,0
74,White,Muslim,Mexico,-55.88500809934115,73.05334654342592,A,B,C,A,A,B,1
20,Asian,None,China,102.01675601195352,-0.033142112658221895,B,E,D,B,C,C,0
25,White,Buddhist,China,26.37913271540249,59.63726667718722,B,D,C,D,D,C,0
27,Asian,None,US,-25.938982206237508,-45.75157038199733,A,A,E,B,C,E,0
25,Asian,None,Mexico,-93.04649656095543,-6.664832566895922,A,B,E,C,E,A,1
43,Hispanic,Other,Other,-203.13852543523586,73.56325342441647,E,D,E,A,B,B,1
79,Other,Christian,US,89.65185787511562,-86.36878713579394,E,A,B,D,E,C,0
55,African American,Christian,Other,204.51160666562643,89.859352221142,E,E,B,E,E,E,0
46,Black,Other,India,-31.78815591795206,-50.90717424370489,E,D,C,A,C,D,0
78,Black,Christian,Brazil,153.77690713598616,-192.1285424217825,C,D,D,D,C,D,0
47,Black,Hindu,China,-119.7460308554831,-125.12714861054693,C,B,C,C,D,E,1
46,Hispanic,Muslim,Brazil,48.41846964206911,-67.52613835338232,D,B,D,B,C,E,1
59,African American,Buddhist,Mexico,-94.89494282878124,177.2278866393322,B,D,C,C,C,E,0
73,Black,Christian,Brazil,-110.58212018775066,-86.85909787446684,E,C,A,C,C,A,0
37,Other,Buddhist,Mexico,-49.10703955778123,-123.18505921152092,A,D,E,E,A,D,0
40,Asian,Christian,Mexico,-39.24631892067734,-143.72809526851432,C,A,C,D,D,A,1
26,Other,Hindu,Brazil,-6.284195448764959,-133.98199550855213,C,B,C,A,E,D,0
33,Hispanic,Muslim,China,17.79282346810819,-182.95035031470675,A,B,A,A,A,A,0
70,Other,Other,US,77.75372112449959,20.07113428419011,E,E,A,D,B,C,0
71,Asian,Christian,Other,-106.37783143613677,-168.97610956247107,B,A,D,C,E,B,1
46,Other,Muslim,India,220.87175301658078,85.56646999754125,A,D,E,A,E,E,1
37,Other,Buddhist,UK,-187.30976754658406,-106.578873973146,A,B,D,D,B,B,0
33,African American,Hindu,Brazil,44.97063116560114,-95.80304590263495,B,C,B,D,C,B,1
39,Black,Hindu,Mexico,-79.02213006057089,-96.41970294541622,D,D,D,E,D,D,0
77,African American,Other,China,-36.49656707628596,-48.152670595982286,C,D,A,B,B,A,0
36,Other,Buddhist,Brazil,4.092680753199095,-33.95984292354349,E,A,C,C,D,D,1
50,Asian,Hindu,UK,-35.65485685377606,26.018318467580713,B,A,C,B,E,C,1
56,African American,Hindu,India,-26.07971475625789,207.95450699115275,A,B,C,C,E,E,1
75,Other,Hindu,UK,-90.69964492805997,-24.68428930498628,E,E,A,B,C,C,0
58,Black,Other,US,-226.49185509478636,-29.451422503153392,E,C,B,B,B,C,1
51,White,Christian,US,-19.29189979638344,8.632253274007356,D,B,A,D,C,A,1
49,African American,Christian,UK,26.082556159264698,-48.34201757934987,A,D,C,C,C,A,0
32,Asian,Hindu,UK,-84.1113164900926,-150.54094188415698,E,C,D,C,B,E,0
56,Black,Muslim,Other,-77.58910572918587,-82.10659379233543,E,A,C,A,D,D,1
78,Other,Buddhist,Other,58.58394006348702,20.40868780477249,C,B,C,E,A,E,1
68,Black,Buddhist,US,-93.0994937204689,71.23276137126788,C,D,E,C,E,E,0
64,Asian,Other,US,5.052890112703108,-33.448264772602776,D,D,B,C,D,A,1
66,Black,Buddhist,Germany,-3.7324472806086377,-143.2154673347044,D,E,A,D,A,B,1
43,Hispanic,Hindu,India,100.53662233457746,-93.00499285834533,B,E,B,B,E,E,0
69,Hispanic,Buddhist,India,99.50481706278468,-55.73793257663955,B,A,D,C,E,A,1
56,Asian,Buddhist,Mexico,69.34276380399534,-64.41817755887466,B,C,C,A,E,C,1
57,White,Hindu,Brazil,-32.633712422445825,-122.63196948537869,E,A,E,B,D,E,0
19,Black,None,Germany,-135.23267319581112,39.26870718869199,D,C,C,A,A,D,1
29,Hispanic,Christian,UK,-36.153415144577544,-16.9052939014436,D,E,D,E,E,A,0
71,Hispanic,Muslim,Germany,75.1286869942836,-116.26928700330612,B,D,C,B,D,B,1
51,Black,None,India,141.73764721338017,-63.70254356214454,E,C,B,B,E,A,0
37,Other,Jewish,Brazil,-38.342039801176035,-103.76638153881122,E,E,C,A,B,E,1
73,White,Jewish,Brazil,21.160948172627084,-78.29177104202802,D,C,E,C,B,D,1
60,African American,Hindu,US,-51.765141478412055,155.953970604535,B,A,D,B,B,D,1
24,Black,Hindu,Germany,92.8329953824509,-61.13595125892679,E,B,A,B,A,A,0
47,Black,Jewish,China,-12.17060684666697,-141.48935556726764,A,C,B,B,D,B,0
33,White,Hindu,UK,-2.185231395039492,-57.500740570874775,B,A,E,D,C,A,1
42,Other,Hindu,Mexico,-107.60788221414157,-70.61449096929242,C,C,A,A,B,B,1
68,Black,Muslim,Brazil,117.40315270138943,-54.80172649492799,E,A,E,D,B,E,0
61,Black,Muslim,Mexico,30.142001598070877,-86.66484983717002,B,D,E,D,D,B,1
78,African American,None,China,17.905603524859995,-14.625562672969233,E,E,B,D,C,E,0
22,African American,None,Brazil,-209.51386467543784,84.88334372494869,D,D,D,C,E,D,1
43,African American,Hindu,Other,-110.88191677892011,-7.384446068054176,B,C,D,A,C,D,1
37,White,Other,US,-8.735657493463338,-68.96514510669782,B,B,E,B,D,B,0
47,Asian,None,Mexico,-139.9646692769379,20.227027259173312,C,A,D,E,C,C,1
51,African American,Christian,China,-47.93737708625921,-74.53067924288106,D,A,D,E,C,D,0
29,Hispanic,Christian,Germany,215.94604756947214,100.53911580305213,B,C,E,C,C,A,0
73,Asian,Christian,Brazil,186.97779853230898,161.3990348353751,A,C,C,D,D,B,0
28,White,Buddhist,Brazil,183.73427972786024,-117.73107241367391,B,B,D,D,A,C,0
44,Other,Christian,China,40.98214102584078,34.12368730613293,B,B,A,E,C,D,0
77,White,Other,Germany,-85.81090424807955,207.02307395561684,D,B,C,C,A,D,1
39,White,Jewish,US,76.3657281956811,26.619098161264088,C,E,C,C,D,E,1
47,Other,Muslim,UK,-59.49713248996446,40.70391550507201,E,D,C,C,D,C,1
67,Other,Hindu,China,22.759621612836963,-2.2409232454688746,C,C,C,A,D,B,1
18,African American,Other,US,103.07774018271485,16.91417806453151,D,D,D,B,B,B,0
42,Asian,Hindu,India,79.23018537465407,-68.19686899981691,D,D,C,C,E,D,1
71,Other,None,India,93.91982497183925,-112.32608713355485,A,A,C,D,A,B,1
72,Other,Hindu,China,25.476887598810183,22.9920462376719,A,A,C,A,E,D,1
37,Hispanic,Christian,Germany,-3.3551868511296017,71.46199963964848,E,D,D,D,C,C,0
38,Hispanic,Christian,US,74.0458102547506,11.253060662227176,E,B,C,D,B,E,1
21,White,Christian,US,-55.18378289211948,-100.946141085998,B,B,A,C,E,C,1
73,Asian,Hindu,Other,39.61343020035259,-0.3962035509001853,D,B,D,B,B,C,1
61,Black,Muslim,Mexico,-190.51112194507314,1.8828804060889457,E,C,B,A,B,A,1
71,Other,Other,UK,33.67890475239149,89.29860515609016,D,C,E,D,E,E,1
28,African American,Muslim,Germany,34.30523696849408,-42.42427325981131,D,E,D,E,A,A,0
40,Other,None,UK,-78.1733145605363,128.9334803456231,B,E,C,A,B,A,0
72,White,Other,US,-67.01764377571695,54.35171325959477,A,D,A,E,D,A,1
58,Asian,Buddhist,India,-59.275788202029744,-40.978570113355886,B,E,E,C,C,D,1
21,Hispanic,Jewish,US,-57.32168317841957,57.463419135812984,E,C,E,C,A,E,1
54,White,Hindu,Other,-37.97701308348854,-328.68015592909063,D,A,B,D,B,B,0
60,African American,Buddhist,Other,39.913925011632514,-18.77371309018974,E,D,D,E,C,A,0
22,Other,Christian,Mexico,-78.66654585875885,147.13236186528164,A,A,D,C,B,C,0
67,Other,None,Germany,-58.300236844131426,24.322206925678405,B,B,A,E,D,B,1
50,White,Other,Other,-61.70141712367323,108.13036194027733,B,A,E,D,B,E,1
24,African American,Hindu,Brazil,63.13821854156812,-95.5429943987975,D,B,D,B,D,C,1
67,Other,Christian,US,-22.931917309587398,62.68153540696685,E,C,C,D,C,E,0
65,Other,Other,Brazil,-77.74153559007698,-81.94891749406743,C,B,E,D,B,B,1
24,Asian,Jewish,Brazil,127.3920206050235,63.22502633121962,C,B,D,B,B,B,0
67,Other,Hindu,Germany,-135.14996619479172,2.4602038733692555,C,A,D,D,D,D,0
75,African American,Buddhist,India,-82.98430958758505,45.36352873636186,B,C,B,E,C,C,1
79,Black,Hindu,UK,-11.558964780146232,-84.62272498770487,E,A,D,A,D,D,0
37,Hispanic,Jewish,UK,139.48393533278173,16.524079891334917,B,A,E,B,E,A,1
19,African American,None,Other,-165.89747117813533,-124.04219437614424,C,D,C,D,C,D,1
71,Hispanic,Buddhist,US,146.3995782900579,263.58386581806263,D,B,D,C,D,E,1
22,White,Jewish,Mexico,309.6312634673893,-11.447707392313939,D,C,C,E,D,D,1
42,Asian,Other,Germany,-83.84441795071594,63.361784172340485,E,D,E,E,A,C,1
45,Hispanic,Buddhist,Germany,-112.97955253221741,-199.0820024868936,C,C,D,D,E,E,1
50,Other,Christian,Mexico,103.6070987226279,-38.54053983137543,C,A,A,E,D,C,0
68,African American,Christian,UK,-104.66198291465103,-6.370418520291976,C,D,E,D,E,A,1
36,African American,None,Other,59.56622688149677,10.153245048808945,C,C,E,C,B,B,1
34,Asian,Jewish,Germany,-247.82606198620934,-33.910201640229076,B,B,C,E,C,C,1
49,White,Jewish,Mexico,224.51346053093934,46.959930866932865,B,A,E,A,A,D,1
62,Other,Christian,Germany,-42.69194223597713,66.63501300295529,B,C,C,B,C,B,0
46,African American,Jewish,Germany,166.4968480366932,43.56699420362813,A,C,D,A,B,B,1
20,Hispanic,Other,China,4.141100450782768,82.96203185125836,A,D,E,B,B,B,1
65,Hispanic,Jewish,US,-19.459911168201607,-26.369726456264353,B,A,A,C,C,A,1
60,Other,Christian,China,-112.69694876601115,-49.853242105509594,E,A,A,A,E,E,1
43,Hispanic,Hindu,US,-0.2869031512806363,-75.59514819936187,D,E,D,A,B,A,1
73,African American,None,India,-2.1587775433869947,-110.63948630627213,A,E,A,E,E,D,1
55,Asian,Jewish,Brazil,-69.2392311352701,82.85683114776278,C,D,D,D,A,D,0
42,Other,None,China,66.6485356557471,27.01322139319658,C,E,C,E,E,B,0
78,Black,Hindu,UK,10.248540092387803,67.71568100114482,A,B,D,A,D,C,0
75,Asian,None,China,76.55313055699965,97.63937841578998,B,D,D,E,B,E,0
22,Black,Christian,Brazil,-90.13803612092643,-67.05487642436557,D,E,A,C,C,B,0
29,African American,Buddhist,Mexico,-2.136895542268806,115.63518174864697,B,B,A,A,B,E,1
50,White,None,China,49.285250072299405,-11.316577642579906,C,C,B,A,B,E,1
55,Hispanic,Hindu,UK,214.17617049783578,-139.11859886479175,B,E,C,A,B,C,1
56,African American,Christian,Germany,59.528160195414955,-107.66010573144678,B,A,D,E,A,A,1
22,Asian,None,Other,-32.50643654591201,-106.84307797964958,D,A,E,D,B,C,0
61,Hispanic,None,India,-36.59168097792806,82.43225219716982,E,D,B,C,D,B,1
31,Other,Christian,Other,190.03012851617115,251.91955028663705,A,E,D,E,D,A,0
35,White,Hindu,UK,72.40988451652576,-46.73184139503609,B,A,A,E,E,A,1
66,Other,Jewish,Mexico,6.474577649075444,48.626321926389046,E,A,E,E,B,B,0
70,Other,Other,China,-23.73006647774613,16.79412768932024,B,C,A,D,E,D,0
66,Asian,None,Brazil,-121.04917715467091,-73.74455022438362,C,E,E,A,A,E,1
68,Black,None,Germany,-79.39182610930143,69.65379342706078,C,E,B,C,E,B,1
60,Other,Jewish,Other,-331.9645136148366,94.59148057654929,C,A,A,B,A,A,0
56,Asian,Christian,Mexico,-30.347950753210583,-9.376229391958525,A,B,D,B,D,C,0
54,White,Muslim,Other,-188.43630439730848,-133.86288595413305,C,E,E,A,D,C,1
60,White,Jewish,China,-70.96556785497194,125.92338140304629,B,E,A,C,D,E,0
73,African American,Buddhist,China,-20.700543733021775,-55.20203383505149,E,E,B,A,D,C,1
19,Black,Other,China,107.98027809032331,97.87422068976889,C,A,A,C,C,D,0
34,Asian,Jewish,US,-107.60769570479356,-35.21596108807298,D,C,B,B,A,D,0
33,White,Jewish,Brazil,101.59294360430076,26.47471648633616,C,D,D,A,A,B,1
20,Other,None,UK,-126.77942500726813,17.768876797004186,D,A,A,C,A,D,1
40,Asian,Jewish,Other,-57.57499047592486,-225.58531100657,C,E,E,C,E,D,0
73,White,Jewish,Germany,-202.2186127222299,-111.00977676611939,B,B,D,B,C,B,1
67,Hispanic,Other,Other,4.97223128868082,87.66962007837516,B,A,A,C,A,D,1
67,Other,Christian,Other,-132.05106708692637,-254.26290032518386,C,A,C,C,D,B,1
21,Black,Other,Mexico,-148.82265074017164,31.007282906769717,C,A,D,B,D,A,0
53,Hispanic,Jewish,Mexico,-71.54793619289416,66.22093271292874,D,A,E,C,A,C,0
55,Black,None,Brazil,-15.233429873167115,91.68217551922312,B,A,A,E,C,B,0
45,White,Jewish,China,85.13916948951326,92.3170519057062,B,C,B,D,E,B,1
32,White,Muslim,China,9.065503504532685,224.96401864259127,C,C,A,D,B,D,1
50,Black,Jewish,Germany,-58.087621069507534,82.9227050239971,E,E,B,A,A,C,0
31,Other,Jewish,Brazil,207.39038036052216,-34.48719508038469,B,E,A,B,D,A,1
32,Hispanic,Other,UK,-76.62999363393159,64.27790594185012,A,A,B,E,C,D,1
52,Black,Jewish,UK,156.01048111832415,92.46676691961096,C,C,E,A,C,A,0
38,Black,Christian,UK,2.2339099825541786,137.42264160864775,A,B,D,C,A,C,0
25,White,Muslim,Brazil,-127.61593359423833,43.67898102626434,D,B,E,A,A,D,1
26,African American,None,India,21.82566134897653,-158.5401558225248,A,E,D,D,E,E,1
78,Black,Hindu,India,-261.56529589405113,-65.97317163862546,D,E,D,E,D,B,0
38,Hispanic,Christian,Germany,-103.06867352404394,-112.5904196078497,B,D,A,E,D,B,0
20,Asian,Jewish,US,-37.08744068272083,-85.46888627612006,E,A,E,B,B,C,1
73,White,None,UK,116.5075599110756,-31.351017526220122,A,B,A,E,A,E,1
46,African American,Other,UK,89.8532768018347,-155.91149233621135,D,A,B,C,B,B,0
