nation,RACE,disability,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,target
India,African American,Yes,-171.91115565807263,C,-73.34519655897655,E,B,A,-94.82673533199261,B,-75.59610963640584,188.51634500936885,A,C,157.79458099111008,D,B,0
Other,White,No,-116.02226325958425,A,71.30504579709675,E,E,C,-213.75385102412196,A,117.16488037874228,283.68124928336147,C,B,-188.7850555077528,D,A,0
India,White,No,-63.43125265343604,E,-115.61527471329617,C,A,D,-51.061706343945865,B,45.29977996925788,28.9626385574936,D,E,116.7707332612882,A,B,0
Other,African American,No,-141.04285140119762,C,-47.606515104901234,E,D,D,101.05245789436282,B,-36.987779177933675,-154.22064452080102,B,C,-49.54025437873935,E,D,0
UK,Black,Both,100.02800019079973,E,7.116449799440288,A,E,D,178.2626929615157,E,-48.56064747139763,-43.86429144454551,A,B,-59.69345745735627,E,E,1
Brazil,White,No,3.6589627131249682,C,-176.84914650750883,D,E,B,-8.050634324068431,A,126.7345442393358,36.010420858948216,D,A,64.89544489943164,C,D,0
Other,Hispanic,Mental,21.388067672211438,A,99.37165663378906,B,E,B,123.35591123551508,E,-60.656034610735645,-115.27560245555033,E,A,58.878309393741304,B,B,1
India,Asian,None,222.95637094837835,B,90.49304186978645,D,E,C,-45.060349157443916,D,94.11655947756469,-102.6041366490577,C,D,-113.9678482635933,D,E,1
India,Hispanic,Physical,138.35731300131698,C,-75.7005252470901,A,D,E,52.908817240424014,B,115.51566420415291,-41.901630800917594,A,E,-72.89813320887002,A,B,0
Brazil,Asian,Yes,-47.440315754914934,E,-56.86480613061467,E,D,E,-97.97772585525885,B,129.91799748404534,104.686053214525,A,A,92.83657729299534,C,A,0
Mexico,Other,Both,-33.73469953146951,A,53.95614699979953,E,C,B,-50.30039433321909,A,-72.92501609907197,-31.78172340524677,E,A,20.87402576032878,B,A,0
India,African American,None,10.07859411785816,E,-17.038464294002306,B,C,D,-192.21751298765824,E,-25.96427351503333,-35.61516275261731,C,A,134.47198122538683,A,C,1
Germany,Hispanic,Mental,-18.12135648483211,C,115.19590108716271,A,A,E,-63.78414096622965,C,1.4792092770497984,100.13587078510466,E,A,136.458822772516,A,B,0
China,Hispanic,No,40.01116638509941,A,107.95806757373545,A,B,A,89.8266260291655,D,-56.636618578677655,12.19679106130281,B,E,195.7338893972009,B,C,1
Brazil,Hispanic,No,-144.96770439251247,E,-341.49406568140336,C,E,E,43.22591050880782,A,-159.4677176211035,-52.49066176528985,C,A,69.17234995038062,B,E,1
India,African American,Yes,-102.7794282145097,C,-196.4510363306939,D,C,C,-60.93868190935437,C,115.50389119194664,45.71391896458132,A,D,15.74865550905066,D,E,1
Mexico,Black,Yes,45.64725698527979,E,81.30917821689371,B,E,D,86.2088919571249,C,34.91486494225476,178.17524361848095,E,B,-16.724320005345763,E,A,0
China,African American,Both,17.954861876954954,E,93.29999998902609,A,E,B,60.220830483572726,D,280.64241076282366,89.59497204247856,E,D,44.00077335729007,B,C,1
Mexico,Hispanic,None,-54.94999692054922,D,45.04089994771272,A,A,D,7.886620080388164,C,1.9195710703077313,75.04386180267922,E,C,32.79431870427142,A,C,1
Mexico,African American,Yes,-118.16476614019945,C,28.470344989435088,A,E,C,-125.38629456377564,B,21.214250153211818,-25.77989965638684,D,D,-139.9405780267396,A,C,1
India,Hispanic,Yes,129.47056617256402,C,-120.53037620805713,D,B,E,49.3702052589372,B,91.52362740392337,79.73072554989865,D,A,-77.2895490509798,E,D,1
US,White,Physical,174.02882749148313,C,-204.53949378728643,C,C,B,160.62593250244095,C,85.63140919412922,48.13077504647641,C,E,105.88225799987767,D,A,1
China,Hispanic,Mental,-37.43632920751049,C,-124.31334345542255,A,E,B,-151.2812496428135,B,25.46561541060474,-48.27146045768699,B,A,-84.34989439975601,B,D,1
UK,Asian,No,-47.7432035364482,C,41.542573570099925,A,E,A,129.34352955647452,B,-9.079210717710232,-128.0899271827936,A,C,130.6609793791463,C,B,1
US,Black,Both,-106.62858874107822,D,135.90311017222038,E,C,E,-194.59111269930287,A,-149.2970935024202,-109.0561464302304,E,C,183.26746519258023,C,C,1
UK,Other,Physical,154.30810899911629,E,104.73552539002779,E,A,C,-124.8973407087754,A,41.919382971761834,-110.27939668989978,C,C,68.72668566706795,B,D,1
UK,Black,Both,95.3934205310938,C,27.239359860948227,A,A,D,121.53342497720978,C,-114.91359381141667,70.74674629565018,E,A,-71.16421436548067,B,E,1
Germany,Black,Mental,60.324751578827595,A,41.39548397154993,B,E,E,7.3697765735304035,C,-168.52303257148824,-12.863891972187755,C,E,-134.1557119697093,A,E,1
Other,Black,None,85.04602323520439,E,5.291445116666027,D,B,B,136.80144925803162,A,55.876531603894556,-258.82231114273776,D,E,-40.80563205728673,E,A,1
Other,Other,Yes,36.52422585686404,D,-26.745917066408985,A,A,D,-202.55461729652035,E,-78.82427457646604,-7.249131886424964,A,B,20.785682786944832,A,E,0
China,Asian,No,52.095526398615945,A,-74.43276703239233,B,A,D,17.80960274576317,B,-5.734115384483475,-122.037520639582,B,E,19.29841411050743,B,E,0
US,Other,No,-234.45889178125748,E,-39.46733203559762,D,B,D,25.71427729983588,A,169.2351045301942,27.513582635028396,C,D,130.25011224870175,B,D,1
Mexico,Hispanic,No,-184.6165765254644,D,-37.07519240019711,D,E,D,-16.19998677063639,C,164.99775028702965,-92.44371945228743,E,E,-42.99386658609155,C,A,1
Other,Other,Both,29.33466361760454,E,-194.93572958773703,D,E,D,-106.65244231906223,D,15.299351498662785,23.785396670209135,D,E,87.59646439227747,C,C,0
Mexico,Black,No,-100.64075083723961,D,60.51806747792331,A,D,C,-307.1489210599956,E,-104.74330563212138,287.81991757985253,C,D,9.272738719719493,B,C,1
Other,Hispanic,Physical,68.5443072188829,C,-43.539198013258094,C,C,C,101.21090614812924,D,-18.12204792391911,96.42984776609515,C,A,-41.43907856351281,B,C,1
US,African American,Both,30.392560383261717,C,26.76649411363104,E,D,A,-44.13265995624691,E,36.0338425487639,-34.078818148095245,C,E,-142.9841639154362,E,D,0
UK,Other,Both,1.6895178488531344,D,-64.76489738065604,B,D,B,-25.767240075327884,E,31.438229733431882,-104.28637852641526,B,C,-45.877143359482886,D,B,1
Other,Hispanic,Yes,-6.963243374142039,B,33.98330840910969,D,D,B,-68.18738462578452,B,145.91837597284712,-108.55342214134363,B,D,32.841298465291395,E,B,1
Mexico,White,Both,87.32329063055253,C,-69.23057776059883,E,D,E,135.67600419171507,B,47.23766671937311,21.17532806524486,A,B,109.8925049271384,B,A,1
China,Hispanic,Both,179.97887695983212,E,-92.6146452802968,C,A,E,12.988513558037242,C,-31.901148239003284,6.862876796410236,B,D,-78.83483418243797,C,E,1
Other,Hispanic,Mental,-45.21230009705246,C,-30.67515772498785,C,B,B,64.12996682889393,A,85.2081376955568,-78.63692335788137,D,E,-80.76695761970758,B,A,1
Other,Black,None,21.692104364477164,A,-153.13355137080913,B,B,D,-134.61463996804414,C,49.31302021003232,-233.88247344077135,C,C,-65.31754998637075,B,B,1
Germany,Hispanic,Mental,68.36793453479815,E,60.338587337519755,A,E,E,-134.01194794741568,C,-131.56033719810313,54.580086485739635,B,D,-49.62147616120642,E,C,1
Other,Asian,Yes,-79.83777060477613,C,82.60436172591521,B,C,B,-37.132641208808415,E,206.43731118968267,-74.18358916746939,C,D,-59.78844340379992,B,C,1
Brazil,Other,None,102.31568735391048,E,-179.02846106275396,D,A,D,-31.707931843926772,B,11.45890183928238,-29.987523717195813,E,E,62.099344866694594,A,B,0
China,Hispanic,None,29.20784218776481,A,36.85303778611133,E,B,A,-78.53927584811956,A,16.798118880042757,-9.598355729551669,A,A,-47.204593448965134,E,B,0
Mexico,White,Mental,32.2041525813837,B,37.0180448804141,D,D,C,49.604675359010486,E,16.712242042625476,230.87494324735508,E,D,-239.20240276783943,E,B,0
UK,Hispanic,Physical,-67.98305701112233,C,18.56414801663573,B,E,D,29.365279342437407,D,-99.44098630860506,-170.22591693049338,B,E,-166.18871290647098,B,C,0
US,African American,Physical,-106.40429582245807,C,215.40659319194387,A,E,B,-53.429625620242895,A,-126.73856064810956,78.06689028639443,B,E,36.68503852899274,C,C,0
UK,Hispanic,No,-166.9591440585285,E,3.3597463654608224,C,D,D,222.57368611437164,D,115.31652007162836,110.86147835094253,D,D,5.285057275167629,D,B,1
UK,Hispanic,None,-94.58267490487721,E,-58.05762928387691,B,A,C,117.070240912443,E,121.31544222335928,-6.120909153434813,E,A,26.105552787674686,E,A,0
India,Asian,Physical,-86.28746046318628,B,-67.67476985004281,A,A,C,-90.71180303118776,E,-36.20592062644148,-31.767270863359343,D,B,-105.8697104868165,A,E,0
China,Hispanic,Physical,-81.1251454163109,A,-221.93820558686497,D,B,D,-6.70070012920713,E,-23.301109920802105,-24.459497715796026,D,E,-77.10246818718124,C,A,0
Germany,White,None,-54.014926174617386,D,41.53012232811889,D,B,D,-93.09498726303949,D,-0.6262406737498015,71.05695797290959,D,A,-82.2601558496026,E,B,1
India,African American,No,88.68599499481522,E,183.4848994640758,A,D,E,24.84300785594561,A,-2.9047068682712807,-61.43901730079235,E,C,-61.584638989509486,E,E,1
India,Black,No,72.48812864418825,E,49.59203001146653,D,D,C,-55.97528157861318,D,290.4686707710137,60.01773367468629,C,D,-27.055112623470563,D,E,0
Brazil,Other,Physical,-58.805182789450164,B,-79.66489660342316,E,B,C,62.98104205468352,C,15.789200333883796,-265.3603423257954,A,C,-273.6864617310501,A,A,0
Other,Hispanic,Both,86.15392487706389,D,137.78389723380596,C,C,A,5.336582244623977,B,-3.352443310581078,3.664677947813793,E,C,43.16228431633607,C,B,0
Brazil,Asian,Yes,37.37593838642968,C,90.34817043590617,C,E,E,35.748790118537194,C,6.044349418917251,60.90752413085395,E,E,103.21835625453106,C,E,0
US,African American,Mental,94.94073679020593,C,-71.13747224481534,D,E,D,-71.83075652975153,D,-55.308889070153576,-54.105627378165366,E,A,-68.93202074701767,B,A,0
Mexico,Other,Yes,-63.91819551938074,D,-23.667617690266173,E,A,A,-136.06784830563453,A,-6.0320205778429035,-72.20382984241402,D,A,21.630848941304304,A,D,1
Other,Asian,Yes,-0.8208196170883544,A,-17.347091566776832,D,A,A,18.297782031853632,E,-96.56267546029285,140.53108045772498,B,B,-52.09057527209359,C,A,1
China,Black,Both,90.88635757842816,E,-49.49872321752122,C,C,A,95.5399358347978,C,113.57800827581028,-72.18890425072195,D,A,20.451003959126695,C,C,0
Germany,Asian,Mental,89.21659850043973,B,1.6645102437927526,E,B,A,-12.267555923540733,D,-125.22064396184109,-300.0030639283077,E,C,-44.94994187390838,B,C,0
Germany,Asian,Mental,-26.89634794006767,B,-36.28158989058464,A,D,E,-7.486172301601149,E,-55.66305631818079,-115.46260485721851,B,E,-44.45721489138453,A,C,1
Mexico,Asian,Both,-219.44379009143321,C,72.71274508195611,D,A,D,-115.43678204886069,C,-60.0719310136393,39.40506616794765,A,D,-82.92028274320847,B,E,1
Germany,African American,Mental,42.963611858740265,E,-82.83415659351404,D,C,E,246.6197814577992,B,-171.1891353429244,236.21908112963717,B,C,-112.65216894021937,C,A,0
Germany,Asian,None,-139.70667450829794,A,-126.95944187590172,A,E,D,-24.329480707264192,D,-179.64076965436342,99.69088667210826,C,B,92.39201346577526,B,C,1
Other,Hispanic,No,58.87808528739955,C,76.74679680305225,C,C,D,136.0539435783863,B,-31.093144494654663,107.66594791231469,B,D,145.29217223537722,A,C,1
India,Black,Both,-87.65356012161222,C,3.757917172386606,E,C,E,25.43029715514936,E,11.05638761130702,290.32147908074444,A,E,-135.48391655626705,A,C,1
India,Hispanic,Physical,1.3836599178045779,B,-49.2594818471941,D,A,D,117.59575765238526,E,83.30730467287147,57.02922615619208,C,D,118.98466241517293,C,A,0
Germany,Black,Both,-135.05936730990584,C,-138.01954589559517,A,A,D,69.56021252646347,C,-29.001488211813708,-52.892017383816246,E,D,-83.95837682370954,E,C,1
Other,White,Yes,-9.289546347895621,C,-69.86828912800645,D,C,E,56.97204477310607,C,-24.580778859472577,-75.98726684766157,B,E,-176.04217349907626,D,C,1
US,Other,None,-54.627171096422124,B,198.29544488122514,E,C,C,98.73010639202946,A,-87.42238656139719,14.90692568673727,E,B,145.47496893829143,A,C,1
US,Black,Physical,46.66449249281908,A,36.89264577232372,A,B,A,-2.807736568231242,B,43.90296972928782,102.30908317094358,B,C,131.593366502984,C,E,1
UK,White,Both,-26.48403464774053,C,50.66536373247437,D,D,C,26.204970794180642,B,-75.0574326006849,76.06014170141242,E,C,160.88039874669622,E,E,0
US,African American,Mental,19.35566982288727,B,98.7360710501281,E,A,A,-45.26193209669013,D,132.9389032825012,-21.539096254570566,D,C,-126.78617532842638,D,B,1
China,Black,Physical,146.8181898809034,D,-53.08572496673706,C,D,D,-60.596288388815914,C,-56.113979962418135,-98.48043649299045,E,E,97.4728182524292,D,D,1
Germany,Other,No,1.413401875300519,D,79.54391999520999,B,C,C,117.74053382845537,C,-73.15955046322667,408.5867521656613,B,C,110.61802606978752,A,E,1
Mexico,Asian,Physical,-112.12915162987855,D,104.70195633934622,B,B,C,34.65615461955976,A,81.38147700207209,84.47638155013777,C,E,152.47164019251395,B,A,1
Other,African American,Mental,-54.902441384312,A,197.70775534129976,B,B,B,-73.58637951137132,B,37.24583816446849,-7.522480246521609,E,B,-90.82473951484032,B,C,1
Germany,Asian,Physical,-25.693304415705143,B,0.5531934155380115,D,E,A,-69.08204584427709,B,-60.124589606712206,-49.26546594807352,C,B,108.7527134272163,A,C,0
Other,African American,None,119.92413566634666,A,-42.04912978456559,D,C,C,-160.3513336654593,C,-172.78296254229437,-1.5658255576545488,E,E,10.062578322189617,D,D,0
China,Black,None,9.652546276391408,E,-229.64713637171533,B,A,E,63.7275061561857,C,-18.665801457352927,39.294351628973075,D,C,105.35941793252749,A,D,1
Germany,Asian,Physical,-150.31087926870566,C,189.1053366500489,A,E,C,23.012223945209485,E,-10.87024315664352,-44.59253342003126,D,D,-23.20742303118242,D,B,1
Mexico,African American,Mental,68.09845175178205,E,-194.2742330781973,B,A,B,-31.785191511371398,D,38.07842584014687,-37.45871540901682,A,C,-262.0309209862199,A,C,0
China,Other,Yes,-55.958569749990396,E,-175.01620277207886,D,C,D,53.64136697185188,C,74.77899634548876,-21.988214547742686,D,D,37.42877395404956,A,C,0
China,White,Physical,214.04188505158515,A,129.55069589959058,E,C,D,-50.6048810447646,D,-16.510115086947273,-7.303747254392199,D,D,-111.53278726878465,D,D,1
Mexico,Hispanic,None,-47.46812405320234,C,-61.763665134240476,E,C,E,109.20200585043078,A,-49.491348707036806,-81.02628072242948,D,D,77.36497268229591,D,D,0
US,Black,Mental,-28.761703280710943,A,238.61651860600682,A,C,E,18.108110972156204,E,-32.89405513395267,-128.3408631086696,D,A,-52.92724247387398,A,D,0
UK,Hispanic,Physical,-56.55506681626817,D,-22.38648724009883,D,D,D,145.36698022204965,D,81.92531453087652,-76.22182184553283,D,A,-81.0112137279481,A,A,1
China,Asian,Yes,-222.3619812974632,D,192.10924665406378,C,A,B,93.13698321567666,D,-113.2411321245298,-142.98708511840738,D,C,9.22111938966287,D,C,0
Germany,Black,None,23.936392915707916,C,58.76884169327291,C,D,D,35.046953947577954,B,96.54436078914841,81.63820981585107,B,B,-97.44032676318474,D,C,1
Mexico,Hispanic,Physical,-144.334916762793,D,-123.31950326078842,A,C,D,-26.951055968352655,A,238.83687721805234,-92.68533660508858,D,E,-59.42923794567484,B,D,1
India,White,Physical,-0.6737879814032174,E,154.6941954119074,D,D,E,-19.946861504090425,D,82.64041304955802,-125.42141587182512,B,A,136.88818213839374,C,C,1
Brazil,White,None,83.5724206746262,B,-134.22010091557212,D,C,C,-52.545918023015446,A,49.98290940134366,-171.23207895120828,C,B,-70.38838320716032,A,E,0
UK,Other,Yes,252.8839243851749,A,141.7350221109266,A,A,C,-32.08482877241961,D,43.247784955907356,1.6005331067607074,E,B,-72.85624791491921,D,A,1
Brazil,African American,None,64.35811819201115,B,44.90374437380019,B,C,D,16.830601132932774,E,91.17750839757649,-68.64223578335397,A,E,75.80849778822146,A,B,0
Mexico,African American,None,7.212699389650575,C,82.6522086992857,C,D,B,-13.95919101557365,A,11.940871029945205,40.19955671886915,B,B,132.60725462375325,D,A,1
China,Black,Both,-44.66858222376492,B,26.229668852778854,C,D,E,40.98677290980016,A,-95.89023965215223,-138.978274018381,B,C,-14.05242816554749,D,C,0
India,White,Physical,-149.2359994835781,C,-159.42387706580004,B,C,D,16.258623929956237,A,68.60503123251152,37.925941988543435,A,E,35.62148000834991,D,A,1
Mexico,Asian,Physical,39.479506603812744,C,56.82242805554205,C,E,A,-68.15963450861744,D,-18.89466130295694,-27.136003292830104,D,B,170.88012595537677,E,E,0
India,African American,Yes,-85.3255155683071,A,30.080798169846833,D,E,E,-8.449227264894978,D,-151.38044623615554,106.03646919687301,A,A,-51.43953230623705,D,D,1
Mexico,African American,Both,49.730364370898485,E,81.84334870896737,D,B,D,105.35968981564146,E,145.56486527146976,-188.72033228060673,D,A,71.17627906160092,A,E,0
UK,Hispanic,Yes,-12.709866815154419,B,102.18667048636007,D,A,C,177.75239681660898,A,-13.062013214858709,-2.804033016283714,B,D,-227.08305588994784,A,B,0
China,Black,Physical,-134.41984895665598,E,-186.15342721474542,C,D,D,-4.485326554748462,D,-92.44233489278159,-65.23040037482919,E,A,-37.852736395301015,C,C,1
Other,Asian,Both,12.761982244773712,E,-123.94301999180067,E,D,B,-135.5165897780173,C,-72.49209115487669,-46.78958880004841,D,B,135.53268756332426,D,C,1
China,Hispanic,No,7.833250205158265,D,-41.864843572689495,D,B,E,-131.56825313398178,C,-133.83651911400852,82.01120627658742,A,D,-111.70999466688896,D,A,1
US,African American,Physical,-112.64434899903735,B,45.542981919816825,B,C,D,10.249263007784307,B,196.3707834431719,-115.3174783782289,C,B,76.31671290679547,C,C,1
UK,African American,Yes,-16.916023261804906,B,-211.67830575990064,D,E,D,-17.062789986187187,C,-79.08484223714768,-11.894605357692003,E,D,24.170905212832032,A,A,1
Brazil,Black,Physical,-103.97134795534183,A,-242.43361444996188,B,A,B,197.03527043742457,C,11.93053121850087,-32.08223556955943,B,A,-26.786442569302498,E,E,0
Mexico,African American,Physical,-64.33723617575954,B,189.48710747846258,D,A,A,-60.02382234312377,E,-146.68789927989803,231.85489081969757,A,D,-27.13057609719397,A,E,0
US,Other,Mental,-73.97715919427253,D,-28.6725906249493,E,D,B,-2.7725976134360177,C,-48.29331651938359,0.7888033932815163,A,E,15.268080812646584,D,D,1
UK,Other,Physical,-71.67433450046804,D,-0.33940445109787953,B,E,E,-48.93020121491205,C,-2.7153800745910903,-65.65026773008857,A,E,236.80610930837256,D,A,1
Brazil,African American,Yes,21.427902900182218,E,-18.524277558527032,B,E,C,-16.69425674728861,E,182.3488605427902,-69.3762521802943,D,C,219.12424162597338,A,D,1
Mexico,Black,No,59.80839881512744,D,-46.32750371552261,E,D,E,-117.76456629758275,C,149.25022270297427,37.56510294364031,E,B,-133.75519311602443,A,A,0
Other,Other,No,-123.6394293023348,E,-89.50500029801212,B,E,B,-22.032055663060817,D,240.43512474371144,51.66489266912677,A,B,-5.700109651567161,E,D,1
US,Black,Yes,-16.111318050002062,E,104.52820225965829,E,D,A,81.6576496752311,B,-45.54400416305222,-112.95982918863898,C,D,-36.17440186946068,E,D,1
China,Black,No,-72.15263069029642,C,59.27177480373223,D,A,C,-24.344392298825955,E,91.9860953978582,-59.58675741460736,E,B,176.73035030467673,B,C,0
China,Black,Physical,-24.080505275622542,B,-77.25714794579379,B,D,D,13.560026099250708,A,-69.29574425656551,37.36104589369391,B,C,-32.63265523660359,B,E,0
India,Black,Mental,-6.598602055748206,C,-49.89816174854006,C,C,A,-15.308888807076215,C,-22.32221607662456,-22.68954928871523,E,E,-35.32671824431575,E,A,1
US,Hispanic,Both,-84.09184421946667,A,85.70374511072471,E,D,C,29.710777892793942,C,-157.3790680122856,-114.71581099059362,B,B,-284.1776381153083,B,C,1
UK,Hispanic,Mental,-0.6357939427504146,E,-117.36863154316106,B,A,A,-72.58086153478109,A,-30.89687912220787,28.129952260621245,E,B,-116.41867393235744,A,C,1
Brazil,White,Physical,227.55392709250012,A,18.89763749471524,E,A,A,68.83732737893912,E,-42.28441057548363,20.93706240031404,A,C,-53.277935339680084,B,D,0
Germany,Black,Both,-163.68221573286624,D,20.872347610633906,E,B,A,-121.09772845568132,C,81.45430598044958,102.52008780507526,B,C,93.26594422705257,A,A,1
Brazil,Asian,No,16.484067680590357,A,-32.29765026379858,E,A,D,-54.845351637216076,C,-107.6708466706747,-31.020047303189642,C,C,-99.7725028872512,B,E,1
UK,Asian,Physical,33.367505250675784,B,54.18321657521985,A,E,A,-48.51280254437481,B,-111.93576331192084,4.481823555923882,B,C,115.0104819966479,E,E,1
Other,White,No,26.99998341166605,D,-34.870658120213044,E,A,A,72.08331629043886,B,-143.00905572065292,43.1221783677105,E,D,-63.581029029123926,D,C,1
Other,Other,Physical,-188.12348077169838,E,38.854937834802094,D,B,D,23.741642623564427,C,5.990353578196521,-43.62449591915695,C,A,103.70517085144762,D,E,1
Brazil,Black,None,-96.1706375449221,E,-134.55547736907977,E,B,B,99.25705082154434,D,16.299703488586342,-83.60479861513372,D,E,42.527398580708315,C,B,1
Mexico,Hispanic,Yes,-28.1818174248516,C,190.07321044608554,A,A,B,77.98881849942607,C,-11.637376383395667,22.51356396422749,E,E,154.17614006611436,D,C,1
Mexico,Asian,Physical,149.03091426412064,B,-71.38267722267008,D,E,C,179.23703443384477,C,71.39772965100046,26.420373607420096,B,E,28.77715813690646,E,C,1
UK,Other,Both,-90.82645292588548,A,-16.59217260694823,E,B,B,-39.62722822520227,A,-15.568979628774917,-13.18580390673301,B,D,52.92273062258918,C,A,0
Germany,Hispanic,None,119.26522563174775,B,-99.99014379876276,B,C,E,-70.34277848961675,B,-88.87408901297279,-144.2997811742159,B,E,-71.31472840898523,C,A,0
India,African American,None,-134.39880350227452,E,-65.9619998551949,C,B,D,124.1961379252776,D,-82.05589578165592,-213.38490931901575,A,C,89.66501296617886,B,E,1
China,African American,Both,-1.7600963375563945,A,-15.8497394562299,A,D,B,-96.43895706400292,C,-14.220084587773382,16.70413798882437,E,E,55.04701040959061,C,D,0
US,White,None,135.9324308528776,A,104.77046814832667,B,D,A,-106.91339296980182,B,-101.90375541267778,-13.220809379509124,C,A,18.01322676384713,B,B,0
China,Hispanic,None,27.512187478381396,C,8.366479908297812,E,D,E,104.19057640690015,C,23.841950226286873,17.18664070629743,E,B,38.092664387228645,A,E,1
UK,African American,Physical,-43.62718879456066,A,24.561623375116252,D,E,C,-127.67529317345961,B,139.43808826922194,-18.84465159961464,D,E,27.641344618701147,E,A,1
China,Asian,Physical,-128.0408319180376,D,20.918924212945207,A,B,E,-127.72623123345885,C,67.65280582860834,-43.59147894324663,A,C,-140.69716093048615,D,D,0
Mexico,Hispanic,None,9.531704324040845,C,15.395460975889396,A,B,C,-37.427071030406786,D,143.14970457476124,70.39332701707896,D,D,130.72091428392417,A,D,1
Other,African American,Yes,105.82594431881877,E,-95.29328516706076,B,E,D,47.2994957203963,C,107.50120048842497,-110.83036551800464,C,B,26.958261389177096,E,C,0
China,Asian,Physical,36.20389389013164,E,156.67921516049833,E,E,C,-50.51583492026129,B,125.8024392241646,12.168116327469113,B,B,-91.57778157402745,A,A,1
India,Black,Both,-57.42020100966382,E,-50.1349909062482,B,C,A,-32.091932353969945,E,-9.436334701192324,35.614376051561294,B,B,29.571602581077215,D,A,0
China,Hispanic,Both,-306.22200431529046,A,-220.63227046743376,B,D,A,169.38338867962236,A,-24.06520156767173,-117.05270369638596,B,A,-40.60839412872379,B,C,1
US,Asian,Both,98.86327111912308,E,-173.4550256157039,A,C,A,64.54492584596233,D,37.38539555527234,198.65684516502148,C,E,-104.81370056858769,B,E,1
India,Other,Yes,-168.74768294403114,A,55.30151837409976,D,E,C,66.5690397656002,A,-35.23132610332129,206.76567242108294,E,E,6.245653388844627,B,A,0
Mexico,Asian,None,94.20087975344207,E,55.99613927746066,B,B,E,-135.53482449493876,B,-115.05446161855401,-182.82898771050336,E,D,-5.798257255285811,E,E,1
India,Other,Physical,57.79559295854698,C,112.55207112348037,D,E,C,-45.79919261095238,A,39.5774440059844,89.83703850994938,E,B,5.8292886076306,D,C,1
China,White,Mental,-20.46007605821262,C,71.05725357749594,B,B,D,-108.94921525014685,D,-159.1987540235739,35.83429653576796,E,A,84.05263961584653,B,C,1
Mexico,African American,Yes,-13.583660700906929,A,21.10046668174398,D,D,A,141.083106249763,A,-66.89067986359393,-32.4702069183669,C,C,4.5415862879619375,D,C,1
Germany,Black,Both,-0.9922947557900229,E,-81.49041279151842,C,D,B,-17.199202684920635,C,37.22834202486751,-129.01970584656206,B,C,26.107243523795827,A,D,1
Mexico,Hispanic,Yes,-51.17818847673038,B,-113.7872447570504,B,A,E,159.45419100974615,C,87.38721805443902,-85.62135853778805,D,A,-35.83862485309094,E,C,1
US,African American,No,159.1295050295386,C,67.28721662775973,C,B,E,-4.136533645992542,D,156.6164808423921,76.66289558075971,E,A,-135.9590692981095,E,D,0
US,Hispanic,Yes,-176.56211490951767,C,-28.094153067131234,D,C,D,-2.6299425425551037,B,-297.63407875030106,-242.50615664098487,C,B,57.73318659585199,C,D,0
Brazil,Black,Both,6.398556781944303,A,-1.1530400304614754,E,D,D,-73.3087853778968,A,73.22113898075014,-72.91681581277035,C,D,42.81277746722211,D,C,1
Brazil,Asian,Physical,87.746866582061,A,16.815309097137245,D,E,D,-82.13140639150296,C,-104.69288213013452,-120.85425310266693,A,D,-24.495086943410254,E,C,1
India,Asian,Yes,43.63659783622186,E,-32.267169274808644,E,E,D,66.2409076400699,D,72.05652571604556,44.34280945283399,A,E,66.64433832086304,D,D,0
Other,Asian,Mental,128.32373146026836,C,-31.33187682162941,E,C,B,-147.8793390535347,A,111.54773000375124,48.34214255739557,B,C,71.76600305142003,A,C,1
Other,Hispanic,Both,34.47716332693973,A,3.1373522010888424,B,C,B,-75.20736554079667,B,-85.67711931513371,108.23990231822931,E,E,104.08582400928937,E,D,1
China,Hispanic,Both,129.72289262009122,A,-87.03487272851316,D,C,D,-45.16100327191201,D,12.16765320796043,-74.46754263370924,A,E,110.90836585984718,A,C,0
Germany,White,None,-65.54544888031545,E,-5.692603750037799,D,B,C,208.8183456457894,A,-31.787609086498236,-11.34945287373579,C,E,146.51193117161608,B,C,0
China,Other,None,-150.71899467466267,C,56.66367048831642,B,D,D,78.51217389268649,D,100.9220186288415,109.55073530940783,B,A,-17.37777317566281,C,A,0
Other,White,No,-206.82133066861334,D,14.611339755350574,B,C,C,-158.64208807306278,C,34.56523055021919,209.57800662253106,D,B,-144.06064694301713,C,A,1
China,White,Mental,-50.1306636252706,D,-121.36327638391282,A,B,C,-46.14090407844835,D,25.179409179494534,123.22799069311621,A,C,35.9802809808592,E,A,0
UK,Black,Physical,-89.09945431481243,E,29.468891287343485,B,D,C,-26.565887421342193,D,113.73697582812991,-60.62404598048878,B,C,79.5222665514672,B,B,0
US,African American,Yes,-55.83265323602139,B,46.26850663844357,B,C,D,-40.065072096033596,C,25.89115841453929,-71.08896482569762,A,C,-147.63637767939258,D,D,0
China,Black,Yes,75.76760639569038,A,-142.76108732767543,E,A,A,103.7846996408015,E,122.95690366949901,72.52499874964681,A,C,102.08287132266807,E,C,1
China,Hispanic,Yes,75.96424418536537,C,-69.04866750588924,B,B,D,28.291841535475953,C,-144.79169023633742,-18.752699613956622,E,D,74.36541224553605,C,B,0
Brazil,Hispanic,None,87.01595611587224,D,-207.2661384416818,D,D,C,-70.18286996804548,D,-20.330820504499215,79.01048022502566,E,B,-21.704821007202497,E,E,1
