disability,birth_year,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,target
Mental,22,47.92455136443478,56.3890137593955,277.10417395129434,C,C,A,1
Mental,99,124.79126722648479,-194.07347654116137,59.08644561030615,B,E,A,1
Yes,70,-14.341710539741323,-94.06874025728175,-173.31429166422728,A,B,B,1
Yes,40,90.75072173118897,-46.42362122737161,-1.9107538241342907,A,A,E,0
No,29,126.13386213362165,-35.684172157262786,-33.984797259579075,B,C,A,1
Physical,75,-148.00593739055114,-123.50179698722535,-152.83542056965322,C,B,B,0
No,43,-138.0446517484487,92.14432652355272,53.160311044248964,D,B,C,0
Both,98,177.67587872890672,96.1767613922892,-16.856668774902825,A,B,D,1
None,34,192.99366254087187,-140.6564822224446,175.96233276893955,C,B,C,0
Mental,41,129.90238092264207,-104.4766775481949,-2.245654378090849,B,C,C,0
No,19,16.85634169546293,-82.51369550657992,86.40384268915845,C,C,C,0
Yes,30,-49.83950865772495,-88.19265959431002,-34.59852231311716,B,B,D,1
Yes,46,3.7999070425951436,-12.459244865932984,145.20236499597158,B,D,E,0
Yes,78,26.571782229537494,-171.17367328370625,-95.23428794111328,D,A,C,1
None,56,-2.347665469274872,-8.454560334505269,-116.0189722722843,E,A,C,0
Yes,82,-104.42529522919554,-82.35018778561192,52.135461334543244,E,E,D,1
Physical,39,113.7098590056854,68.83002499431058,240.9987214616405,D,A,D,0
Mental,25,39.283546243474134,-71.5633670577663,89.97718325455028,D,E,C,1
None,41,-163.62081366421563,78.68210040526282,85.59771739689465,B,C,C,1
Yes,84,26.062943625687023,-35.66984632926856,19.764437267660366,B,E,C,1
None,44,52.24401221537085,124.71534080932692,-162.76439091528297,C,E,B,0
Both,80,76.25092632475895,-142.2542802756601,25.060800266942984,D,C,A,0
Yes,25,-1.1813241297066654,-108.3911618088755,-87.58917739791113,B,B,A,1
No,35,243.16515486459042,-12.023772590560105,-61.54934739122766,B,C,C,1
Both,68,-133.2145210499127,-54.23141838344742,30.877639258388456,A,B,A,1
Physical,70,-36.28666165291673,-27.5331708773642,114.40826907773447,B,D,A,0
Mental,91,34.50785674142983,7.779296898717406,-38.50978595972548,E,B,E,1
No,60,42.81453346009105,91.9668276486536,40.34537321000596,B,C,C,1
None,40,41.6521754631766,263.8699660971938,-68.19726215074344,B,E,E,1
No,44,-93.3802678771324,37.980395609032286,115.95896926131847,C,E,A,0
Mental,33,-91.61847133119402,-147.32639182665602,75.5446552757456,B,E,E,1
Mental,50,-113.58395443462932,-132.39453713717938,-64.49738898213596,C,B,D,0
Yes,71,26.99076441428105,-98.96554433159241,-57.83749071927849,A,B,A,1
Yes,90,31.65310263524771,273.2198114676932,153.1421758962793,D,A,C,1
No,22,31.780326694071242,-53.4523478083503,12.475482722110012,E,A,C,1
None,64,48.282327784073566,5.593239028425758,209.74654899067087,A,C,B,0
None,28,21.81452255460793,138.56931890380244,-71.85448694797246,A,C,A,1
No,34,-23.7050512781317,25.315241140768002,95.87339544908819,C,D,A,1
Both,38,50.987702226339046,-97.49963137431101,-43.745809659734554,D,C,B,1
Both,51,40.635837770275316,-125.0525049976419,-161.57963355142886,E,D,C,1
Both,75,115.24989613484932,23.026079667350594,111.66324864968496,A,A,E,0
Mental,75,6.496750700612991,86.11409378854754,-92.4591806498036,B,A,D,1
Physical,46,-1.4491013023076242,-137.1618363448071,-84.98959582077147,D,D,E,1
No,56,157.28570576362122,-23.800842730963595,-155.83935963934235,C,E,D,1
Physical,99,-36.89466330819014,-15.467706697664326,134.48228713850173,E,C,A,0
No,44,149.2907326438914,74.94585128455937,-121.70401882032107,D,D,D,0
Mental,76,212.70417799335647,37.01722345395536,-17.93755335215902,C,E,C,1
Mental,42,-3.1675974048836166,182.1489670602384,-63.60326009147863,D,E,E,1
No,45,100.95779871231181,34.279396783456534,-81.46924284354327,E,A,A,0
Physical,99,65.13300403451375,-34.284965827928005,-59.45133926209225,C,E,C,0
Mental,52,-56.64138602725522,194.76552735631103,-47.47166724392728,D,D,A,0
None,31,65.97389277841621,-146.00141481291868,23.521288200352387,D,A,E,0
Physical,63,49.165623896677644,123.5778417881743,34.56948901045638,C,E,E,1
Yes,29,-128.82402395047018,-84.3524911557887,103.76810536338195,D,C,B,0
Yes,93,32.47460571370491,291.5200728531429,31.802771627788427,D,E,C,0
Both,44,2.9103037177894957,47.96987499957546,-14.798470257173832,E,B,C,1
Physical,98,-116.49086023522648,-0.5651062834749007,67.59821674909227,B,B,E,0
No,38,157.07218756827444,-142.35739620596198,-82.29260729049129,B,B,E,1
None,28,233.32111707940365,15.209133670626724,50.696206079792695,B,B,D,1
Both,63,33.72856719519582,-24.10999955690045,73.69050491710541,C,C,E,0
No,62,-18.606123430798622,-137.2053443491653,81.68542467065917,B,B,B,1
Physical,77,-152.60521683254154,-85.97209358575539,-21.728764959279413,B,B,E,1
Yes,68,-34.0481295509693,86.7972234389992,-200.08401656421677,E,B,B,1
No,60,-155.63704337982182,-142.58553597408874,38.18789609209997,A,B,C,1
Yes,79,-114.78245718253123,99.9934226732939,17.083982234088115,C,A,B,1
Mental,99,-117.42375061224419,136.39496796084606,113.73258647275983,A,C,D,1
Yes,80,34.29479972785086,7.573806688546503,-16.34132777773617,D,A,B,1
Yes,46,100.85871011269396,103.58590501683564,-18.98833434317742,B,D,A,1
None,70,-165.4565337377965,-9.923865080229314,-132.31240464117326,B,B,B,0
Mental,80,-131.72070564749941,296.0678950211631,226.5829722461471,A,C,A,0
No,86,-53.054282370100736,-137.64731130739523,225.47928024777138,E,B,A,1
No,62,16.301123478204982,-139.0201124370311,30.295394676986888,D,B,A,1
Both,45,-151.87102643944235,-5.140753814399622,-26.805426472090915,E,E,C,0
No,35,-40.81040370644919,-54.022105846358755,-132.9406519140309,C,E,E,1
Both,70,-20.00666198636561,41.51001910515231,-89.01066712815421,C,E,B,0
Yes,50,-66.41893490170922,-100.95882872207017,-30.726537965223276,A,A,E,0
Physical,23,-189.12731321481576,86.73365565529215,95.09680447164425,E,B,E,0
Yes,59,92.59712005809428,-69.31801536625318,39.74509146451643,A,D,A,0
Yes,93,-183.10844792182303,-76.60950382076462,219.33292464516745,B,D,D,1
Physical,69,-53.30662362144223,88.41667791199694,-9.46108677773133,A,C,C,1
No,30,16.273753086075654,-75.62610056961252,129.91765727900992,B,D,E,0
Physical,58,-94.95287057002709,-182.5889128227904,-205.15476912486048,C,B,E,0
No,81,8.425419761933043,-157.313712713636,92.78365100472156,A,C,C,1
Yes,87,57.556438662981535,83.47544580588134,-76.31736169865103,C,E,D,0
None,51,-49.21217122451383,-73.75040785906897,12.199597014741514,C,D,B,0
Physical,85,-65.97952569774289,62.42169834534464,73.9176288294317,C,A,C,0
Mental,30,-10.615159175364889,-105.92713760132493,2.4925367472691624,C,C,D,1
None,77,18.77408372647219,-25.688497512318857,79.68550724503044,C,C,A,1
Both,45,-116.72847618084343,-4.642182135570062,-18.646863668163043,E,D,D,0
None,99,147.76730249915738,128.94770525235174,132.84231424428978,E,B,C,1
Yes,77,76.1405955708639,26.449371698067637,-81.27203907379904,E,E,A,0
Mental,30,86.51005617277357,-69.22594854017333,90.0136874976394,E,D,D,0
None,53,-199.05065910266322,-148.1830930653927,106.51071444942262,D,A,E,0
None,64,13.101114733002875,-117.56212513366178,-80.93374931117923,A,B,A,1
Yes,75,-48.3570444809534,137.4923199801481,-36.39249085553588,D,A,A,0
None,33,-46.39614693856288,-7.218848754862456,-20.36165797696298,E,C,E,1
None,41,-153.41807466791138,44.09447123032896,72.4793162110947,C,D,B,0
Mental,32,61.37688412695205,-20.392058477839175,120.47185891222925,A,D,D,1
Both,74,-16.635051172907282,-214.5971969973592,47.41604844981134,D,D,D,0
Mental,56,120.67898503423797,149.00222952872932,-81.75986930503882,A,A,E,1
No,87,228.4601823642035,87.95900606755808,-2.5632297720332478,D,E,C,1
No,46,119.00034602872213,136.44668639295907,-125.81732717945842,C,D,B,1
Mental,26,71.11730495142372,-126.29137373297898,51.77713798402767,A,B,C,0
No,35,-166.0570494548388,28.340528597482688,-4.401082471597647,E,D,B,0
None,54,-143.36788638620558,107.31358031111394,97.47120081539637,C,C,D,0
Mental,55,-116.90539847606074,-76.42615257009479,30.208251809327933,D,C,A,0
Physical,81,-29.78187041943345,172.12550074095142,-133.55426892456924,B,D,C,1
Yes,89,-31.964206097833713,180.6945675918283,-12.523897179087367,E,A,D,1
None,61,21.383947319564818,24.011242339841953,-138.16950883340508,D,E,B,1
Mental,58,-9.151518664660497,-29.951072393955286,-73.27076218217505,A,E,C,1
Both,30,56.89285090256311,-17.280226084327456,-61.29686653002345,E,A,B,1
Yes,25,88.83982322077688,-63.00589529185896,99.32496034751176,B,D,D,0
Yes,38,-22.503098737516506,-44.44002753203033,-63.32791248530665,B,C,E,1
Mental,19,-90.0417502425312,-164.9569511755401,4.821248110542229,E,B,D,0
Mental,79,-10.713481246319558,39.831755717477854,63.80780664569639,D,E,E,1
Mental,35,-80.59482484012452,-110.88420928333171,146.243062118146,C,E,A,1
No,23,0.14606463621662769,-21.022861627822632,34.09383893465879,C,D,E,0
No,31,-30.564411923548846,-149.2356312829606,-73.02891609729845,D,E,A,0
Mental,48,-6.05874860692099,-96.08972945928406,155.29817823832084,C,A,C,0
Physical,74,-89.479049563015,48.523903131931576,-47.88581239250904,C,D,A,0
Mental,57,-22.544684729614524,34.01113648099986,65.9198716527651,E,D,B,1
None,36,104.55325702693933,58.22358408298338,-33.715162417738554,E,C,C,0
Mental,97,-62.87805350462696,-54.307454354662674,23.254219983917224,D,D,E,0
Mental,79,79.49896197293634,58.29235946697761,-60.954497698609664,E,B,C,0
No,77,-70.18989118320434,37.71045926689804,5.61735218065407,C,E,E,0
None,21,-26.790714682728744,-24.373656504521602,-71.682682871614,E,B,D,1
Physical,40,2.539378467375266,68.5668417733314,110.06584476412871,B,B,A,0
Physical,36,43.96353949091356,-57.363073254167865,-76.8025375113669,B,D,B,1
No,24,39.34116695473591,69.79969355342777,-34.3090665097524,D,B,A,0
Yes,18,150.94986964060206,-127.99375791787608,-160.07102826824044,A,D,A,1
None,87,-68.60048855273045,-63.80517202729054,146.12187800537905,E,B,C,0
None,22,159.21446870823604,66.48681186829842,179.0173065777604,C,B,D,0
Both,69,19.92042337292711,49.528609399784514,-166.4418335348777,A,C,E,1
Yes,61,-97.26482635791666,-89.44886129119199,102.2659173945287,D,E,E,0
Both,76,-127.39325272122564,53.415108949428436,-111.68658714066414,B,E,C,0
None,25,73.13571248648452,-12.971993985651547,1.1249270723064688,C,A,D,1
None,71,-92.79927504857523,135.26820685587194,-5.390553665708629,E,A,D,1
Both,20,115.73610810704211,-11.624375906129448,-8.907043536093191,E,D,D,1
Both,22,30.736283968441715,63.034521030328364,84.60520921379137,A,D,D,0
Yes,80,-161.83674199811037,37.588910507194015,163.88482714362215,C,B,D,0
Yes,87,-63.37786086863729,28.623590811268016,-37.10041380550714,A,B,C,1
Mental,76,-54.82756107098896,22.082150390325644,-45.76775327286734,E,A,A,0
Mental,47,-119.63064773966347,100.33521100354005,69.64628014229142,A,C,E,1
No,47,-137.68132533245162,-113.5355669978742,7.514983169425148,A,C,D,1
Physical,95,-12.897190933399083,-109.8334183017634,-136.94084561367345,C,E,C,1
Both,24,83.45052165393557,9.9320379482102,27.85062586372211,D,A,D,1
Mental,75,33.07475466219391,-23.585701843540406,8.340976670846667,E,A,D,0
Mental,78,-161.0140607160627,218.1705378129593,12.19132499992087,C,E,B,0
Yes,58,49.695902266669464,-62.523250559374674,-69.46826693268663,E,B,D,1
Both,69,-55.20500611562984,1.820618306211149,-154.70625854810913,B,B,E,1
Yes,72,0.7585552685522405,-165.8442559297131,-3.22726981035295,D,D,A,1
Both,46,10.720262867725342,4.561704807324241,15.339152791082414,A,C,D,0
No,28,54.67758920408179,15.324523873549165,-36.71030820005223,E,A,E,0
No,29,76.27102441948472,-142.3655505649392,-145.12606018506696,B,B,A,0
Mental,95,-50.04300041865615,-100.99784536567648,8.826565491768317,B,E,E,0
Physical,20,-82.69760002659994,-157.8078040247828,151.08315497991998,D,A,C,0
Both,45,-27.210586490752615,-191.84343649138128,92.3672680608799,A,C,B,1
Physical,89,-232.73745410023346,180.41612421861768,-120.17974977784205,B,D,B,1
Both,29,107.54399012844449,81.85700745761915,-129.22436683997037,A,E,C,1
No,18,107.86144708755529,-124.12021184908764,-89.84840872679459,E,D,C,1
Mental,67,-154.7463617167685,64.66891449238162,19.093579951522123,E,C,D,0
Mental,90,-150.96880923896063,34.21803488857585,67.81065091491723,A,A,D,1
Mental,95,-172.55637138106846,200.76786868141872,-104.72370664773987,D,A,D,1
Both,41,-5.930949022453889,14.08526193142485,-325.14988895340304,D,C,E,0
None,94,-91.076794204696,116.48702532293711,165.38264044258207,E,E,C,1
No,63,77.74771513940058,17.73504255358816,81.56557569438735,C,C,B,1
Mental,64,-1.895846866288077,65.50093308324549,62.66197247181896,B,E,C,0
Yes,79,-174.58788649181548,11.256753503790366,147.93039252782347,D,A,B,0
Mental,82,-63.236859181155566,145.37614550250777,30.940249371925173,C,D,B,1
Mental,19,21.762187952461176,66.09870446268145,54.088410193374735,C,E,E,1
Mental,87,107.90452733881057,-140.77620537371735,36.931723290200594,C,D,E,0
None,55,16.382687578570504,67.08531071274871,30.201432543932317,E,E,C,0
Yes,47,94.94013674003587,91.45357910205915,83.9887244569564,E,C,C,1
Both,40,-69.0560512764554,-16.05245939301595,-75.66452289261944,A,D,A,1
Mental,34,22.094067914679822,83.51724122211716,119.4575471343319,B,E,E,1
None,20,116.12287988694948,63.196742050190245,-27.17456910559325,D,E,A,1
None,26,150.06387891182248,-107.51033535319725,49.34693535617209,B,E,D,0
No,77,125.61865627261268,-184.56433199980108,22.63322540688297,E,D,E,1
Yes,25,-2.8453352078136205,-164.18378880839586,-43.82491629001527,B,D,B,0
Yes,48,80.64866883979359,-141.2544601536805,-69.1569924897286,E,B,B,0
Physical,21,85.05136430362742,196.9242369921121,-16.272878257365843,C,E,E,1
Both,50,-36.587140867292916,73.4847909014216,40.685099523250514,C,A,B,1
None,20,95.39598817400011,15.262903606750733,-10.850754748520448,A,B,B,0
Physical,68,-12.375839978637295,-82.45456233844753,-25.717089461644065,A,C,D,1
Yes,80,-13.953500617947503,134.34124046327773,137.92640666507342,B,C,B,0
None,46,56.56747990818995,-0.8288226704871331,75.76759922904083,C,E,B,0
No,47,-28.800462083837836,41.251180741390996,-69.1267220796407,C,A,E,0
Mental,82,-91.82448613797563,80.55189426801563,-3.2855262610055433,B,C,D,0
None,60,15.682484935089946,19.768381937301378,184.08078471592228,E,A,B,1
Mental,23,24.166433257979605,24.447124496564133,95.87384730217364,B,C,B,0
None,62,16.417371914988372,96.6718767459331,-105.41032059350192,D,C,D,1
None,28,25.07966113119529,-12.82396764273227,-95.7123930246443,C,D,E,0
Yes,21,-200.28981475441782,-24.200365525783198,149.54412889567422,E,A,E,1
Physical,43,-27.91165511139714,-118.27486238118887,27.904832597476858,B,B,D,0
Yes,87,0.48813723580970964,35.90570907979254,-68.71108135076987,C,B,B,0
Mental,99,47.35264493552526,-77.22188763656956,92.59580754047245,C,A,C,0
Both,23,11.58681941160499,19.72562956458106,129.45400277401765,E,D,A,0
Yes,42,-18.939159216316924,-33.57902857468546,-63.321123063119764,E,B,E,0
Mental,50,-52.60879967397785,-41.75829861207015,-14.600733338109952,B,A,C,1
Yes,83,61.31231651958446,279.36154365288445,90.11653644160491,D,B,B,0
No,59,180.05943304020292,175.35830463584142,94.27321670675211,C,E,E,0
Both,91,-46.510435681682104,-10.174829896569019,150.2234852272516,E,E,B,0
No,59,-58.44810585644247,0.21239547044240026,-162.45743386788905,D,C,B,1
Yes,33,64.57178664295742,78.95964983158424,4.843738455462377,D,A,D,1
Both,98,13.019882980086372,-137.7981957863393,-104.6504710420618,E,D,C,1
Both,68,119.7589164392203,-5.984479180070364,38.69973458068255,D,D,A,0
Mental,64,40.48352832062505,14.136822021372856,31.44025271706982,E,B,E,0
Mental,30,94.55681364351088,-71.83481163702861,13.78740589645157,E,E,B,1
No,42,-10.782029396646049,73.14592115964578,149.51006093442257,D,E,D,0
Mental,98,-104.74229133546808,-141.58557909673604,-73.82622232245981,D,C,A,0
Physical,54,-121.91717342600296,58.08984122647731,141.22798875409157,A,D,A,1
Both,72,-165.2980249024757,-62.72320033889102,-126.61622890555681,D,A,C,0
Both,62,24.100667448826602,-30.340774629421112,104.45260465127897,A,E,D,0
Physical,54,126.19924115961896,-76.97107870710813,-57.78193970683978,A,A,A,1
Mental,37,75.42433153624518,64.42769756090135,-56.13185784962514,D,C,C,1
Yes,89,-133.10664376594,-7.520108676792956,-157.2443776233697,C,B,D,0
Both,61,-28.1895536075632,-5.357518499361394,-146.65740703282657,B,C,A,1
No,37,253.9158553878441,17.089534809488583,-46.89834297743797,C,E,A,1
Both,19,-62.662861732795946,85.28444988528479,42.62564121565478,B,B,C,0
Mental,81,-19.13184657132947,-91.6845280876318,-30.148827601406964,B,B,E,1
Yes,36,-48.80264030445558,-119.151369063548,-86.57014714960516,B,B,B,1
Yes,31,14.036578500917992,-162.187756491207,97.65932835395287,A,D,A,1
None,79,-42.27360065467649,114.04690162686705,29.886445319259252,C,C,A,0
Both,74,53.53755843114807,55.41737183419557,-96.41910671256738,C,B,E,1
No,73,104.42846161763732,144.38893481781574,107.55032444925811,C,E,A,1
Both,30,-129.49976988537372,121.04140046433278,49.713470392492724,C,A,B,1
Physical,65,96.78158805650305,-69.10745862829482,-77.455184369908,E,D,B,1
None,53,28.027792996678947,-109.37940179905439,-101.49683890040664,B,E,B,0
Physical,81,146.40265110398744,-72.4388532156519,-14.335875263681928,D,B,C,1
Physical,66,33.95161216627884,-138.2312853937481,27.902518841108925,D,D,C,1
Both,29,-83.40453859257553,114.75959173476267,-54.002992445244935,B,D,B,0
None,78,-37.74599549427532,-57.498836161220204,-137.06526471510247,A,D,B,0
None,74,-98.75891780968227,77.34217140301044,-60.025857625376986,B,B,C,1
None,88,-33.86623757748304,5.708583849335297,-10.678966135774015,E,C,B,1
No,50,30.72315399105242,-131.8534726838989,-50.520959739415474,E,E,B,0
Physical,76,-174.33943463098603,-134.72510054275932,-239.36944407869203,C,A,A,1
None,18,-136.86444668825393,-44.020284995147314,137.8437744556219,E,B,B,1
Mental,95,-196.51633159694063,5.670465788898708,13.024895217334057,A,C,E,1
Both,48,-152.24225072724633,-41.750863961612524,-24.79453139481439,A,C,B,0
Yes,51,34.152961947042776,-102.3425560186086,-110.31127880101378,E,E,D,1
Both,55,-119.25915669278169,1.032627740756369,40.32270423757268,C,C,A,0
Physical,48,-198.63610766030357,-141.00616636693013,7.781177816079341,B,A,B,0
Mental,56,187.17989802958363,304.83541328562393,68.98365325599602,D,C,B,1
Physical,56,22.365661238161934,-49.1032205990096,-34.37504004782781,B,E,A,1
No,33,-39.57943846200441,62.194631211538045,-130.86780365945043,C,E,A,1
Both,21,65.68959060420566,-29.70989931658111,172.76054800093183,D,B,E,0
No,38,16.87251630094719,-42.10294712671214,58.4826427944264,B,E,C,0
No,24,19.1071735039867,-4.808047097961711,-98.93043816300037,A,E,B,0
Mental,41,31.109189970735134,204.96990431288228,-36.422795859845095,B,E,A,1
Mental,65,136.5269987720069,63.17413615836413,116.88605329308947,E,B,E,1
Mental,48,-87.35417931540347,-229.1245668765964,27.42381485540616,C,C,A,0
Mental,97,42.805217600670225,-99.4121387710099,-40.74660524457589,D,C,C,0
None,61,-142.955649246554,-88.09787303163073,159.08012231255276,E,B,C,0
No,98,56.65292078980693,-70.82176145708635,29.301363035782156,A,C,B,0
Physical,33,10.211020721328564,1.4924998083829728,4.831611843545041,B,A,E,1
No,79,7.966842617202126,64.97758034365867,32.39897661017165,D,D,C,0
None,39,18.54528159374013,57.03892356592698,-2.533647990335409,E,C,D,1
Mental,52,113.88370376824084,78.73525563266334,-242.1683037335157,E,D,E,0
Mental,51,50.08261472201819,198.10350584021862,-173.56150472897718,D,E,C,0
Physical,56,-12.482585438669593,-38.2203786552784,-193.01920360512653,D,A,E,0
No,28,56.03393621013909,43.679644640553335,71.3166555804172,D,B,A,1
None,33,88.05893324769757,159.83759464817336,47.908833264300334,D,E,E,0
No,28,127.60104206653502,181.7390028215603,5.852699229529568,E,A,C,1
No,31,-105.88740563973519,75.67373952812157,-37.64079936808835,C,B,C,1
Mental,27,-207.1749498589161,66.05864245997572,20.268078059171444,E,C,B,0
Physical,49,-177.21974542258278,199.09710305811927,-120.12525538161063,E,E,E,1
Physical,42,185.54266815159912,186.80919097333322,122.68823184389504,D,A,B,0
Both,87,-65.90480426051232,-47.73492460781827,-202.4688859439769,E,A,B,1
None,97,-61.975735439480374,-16.568281582401685,251.64178806103945,D,E,C,0
Physical,48,102.66730034324087,384.33855209484534,205.7138812122857,A,C,B,1
Physical,56,-116.84859892008983,-18.71852625166513,-22.85339314224689,A,C,C,0
Physical,25,-104.79040405175748,-60.86731779444116,-57.498394154375674,B,D,C,1
Both,77,118.49635014314892,-2.1142830180769625,48.679158933149296,C,E,A,1
Yes,54,-61.93668157555688,-66.09772553372316,86.52217005362948,D,A,D,0
Yes,38,83.96548593725511,23.102052273325572,-168.77512121532703,C,A,D,0
Physical,18,97.82310201884876,-45.17411138826436,145.2108198935295,A,E,C,1
Both,40,72.18813325709196,-121.8262089601482,-34.806635558720906,D,D,A,0
No,77,-123.40815799923142,-4.297585626519707,-162.58853722064055,E,B,C,1
None,19,-99.52566295558618,91.51347071545365,117.04089017636188,C,E,E,1
Yes,30,32.17809359555108,-54.12271821009903,203.3319660621188,A,E,B,1
Yes,32,-10.791011032253763,13.135840700357662,166.97989891813313,D,D,E,0
No,73,104.08918495554455,132.45346047415188,85.1045945026354,C,D,D,0
Yes,89,-44.06084509717185,136.20014069940672,90.95937704999032,D,E,A,0
Both,59,96.87134404664826,113.06852109465753,30.027658737286067,B,A,D,0
Mental,47,171.33055603016862,70.08438993690241,-48.70575791997131,A,E,E,0
Yes,34,-132.8368372916121,-58.73266258761023,-166.45626243083575,A,B,D,0
Yes,38,44.43183679074154,-11.334931905395134,131.34579718645273,D,E,E,0
Mental,50,82.42877814713302,-118.79724517361066,25.400981722030668,A,A,E,1
Physical,31,68.36716081932201,53.58367540065871,-155.20925209702065,B,B,A,1
Yes,97,-33.17488265145379,55.21102546006672,91.92347327895362,D,B,C,1
No,63,-200.1634312624903,30.23996028949477,-45.45647173576687,B,D,E,1
Both,56,-1.0110967085332299,-45.51235937236133,52.47776054570533,A,B,E,0
Physical,66,43.98281665138785,30.04574870980139,-5.0581721442555,B,B,B,1
None,54,-161.84108992357739,-19.401247012128035,-0.9622516833077587,E,A,A,1
None,29,175.3383961767764,93.7878410335568,-14.096382285269465,E,C,D,0
None,49,82.53359317100067,69.84337370453207,-86.3563289004285,B,C,E,1
No,70,-31.63038681198469,-35.24836993489027,-62.71646629396014,E,A,B,0
Mental,45,-105.83574667297249,-77.60233579399156,29.150323657035987,A,A,D,1
Yes,48,126.14305459429423,17.598792021136074,114.12107697632017,E,C,E,0
No,97,-44.80604449346337,40.2197317552345,91.56785576648521,A,B,A,1
No,73,-4.328550185158429,-72.84502812742501,80.55224488661656,C,A,B,1
Mental,66,-85.7545371281638,-36.85500506745095,38.00063727277464,B,D,B,0
Physical,19,-60.21362306478502,-9.948944993250619,-9.046593137498773,E,D,C,1
Mental,33,-66.51598746528593,145.20660229571888,67.05301236898131,D,C,B,0
Mental,74,63.53366815612353,-27.31517773398673,80.86296115759318,C,A,D,0
Physical,97,80.39762464081424,-127.17898126966276,-116.00526840194831,E,A,B,0
Mental,25,87.2899747784928,-34.267830764790176,100.09249281893347,B,D,C,1
Physical,95,-83.13461535284202,-39.07069591511838,97.8709418563757,D,B,A,1
Both,95,-84.63902088593366,94.66693070898921,3.9371176446631386,C,B,A,0
Both,43,86.53017655132348,-152.8892695102245,-64.08221233098666,E,E,C,0
No,94,-19.59255532102627,-154.61025507301449,-41.43697930519012,E,C,A,0
No,23,75.12757570512758,-33.426590189050586,-16.19173515280502,D,C,A,1
No,18,62.32627666937369,53.684871559905865,-1.94493327757964,E,A,B,1
None,24,24.06898826921144,156.57855558119843,29.32877431548227,B,E,A,0
Mental,37,-131.14626330299888,40.63201395679061,260.2250495148173,B,A,E,0
Mental,45,-65.47456318600526,21.20665802486488,-1.87472761619767,B,E,E,0
Mental,37,85.28450432636497,55.72354614478269,42.02077306154827,A,D,C,1
None,93,230.14831446441315,-76.76447359635054,92.07561360862007,E,C,A,0
Yes,74,101.83209124452313,-54.362547345052214,-9.311307353670427,E,A,B,1
Both,48,14.537899106452986,45.39258165060494,-98.26583577869854,A,D,A,0
None,81,-48.16867666251938,-67.27534422807187,30.608984025837525,D,B,A,0
Both,55,92.04333785476105,-138.72653961633026,115.7624275426198,D,C,E,1
No,97,56.93225777045701,-148.05441742735425,40.46612699154096,B,B,E,0
No,95,-30.81916451145681,65.4478510758182,6.403299792228821,A,A,E,1
None,27,151.66677443577623,-72.25264257363365,5.5658694098425245,B,E,C,0
Yes,23,76.67813009837543,-34.65997503904773,-223.642840361995,B,A,A,1
No,88,-87.15179280046824,55.11916387553614,-46.090616234078375,E,E,C,1
Yes,21,-92.41655220314374,-76.08802339757268,-235.89320687534388,E,B,E,0
None,99,-83.13063856164757,101.89254495221893,46.80836622452239,C,A,E,0
None,71,-101.14048631842296,-48.00212207866352,40.69907248293332,B,C,C,0
No,95,-54.013894367384154,-26.750744548372246,61.32162822985563,D,D,B,0
Both,37,56.80255047971509,-70.34171123091008,145.57401860624938,C,A,E,1
Mental,55,-126.0084474503964,-32.22534412398074,21.68860092910036,E,D,D,1
Yes,84,-208.55760742087645,-162.22527312455907,-22.561844833447164,E,C,D,0
Physical,50,158.84481481848053,-340.40746910889135,-29.166104888294065,E,A,B,0
None,60,-63.13917624990331,50.505660704521546,-243.8919680825913,A,A,B,0
Yes,70,-4.731931040671723,3.7744829047090893,13.625230023135911,B,B,A,0
Mental,59,-227.4267439287207,46.71753824092206,-21.606192392914416,D,C,D,1
Yes,94,104.3154018377128,-13.651351604018885,-79.76737751082709,A,D,E,0
Physical,29,105.73125637523194,-82.49605688437515,39.82663359576761,A,B,C,0
Mental,76,-24.179105405805522,12.670950610188534,95.59321289565959,C,E,C,1
Yes,77,78.30704815742668,230.4709018173445,4.444192961026506,A,D,A,0
Yes,78,-20.482154403708982,20.76463763252937,-18.090724353494373,E,D,A,1
No,94,141.43411483780096,-139.8683433524278,-1.43869094420195,C,A,A,0
Physical,75,-110.07775040110594,131.062219312025,-132.54464581460783,E,C,D,1
Yes,38,-26.10393972036989,136.37534134562972,61.7854704584919,D,A,D,1
No,92,53.987272387850815,10.849617672866135,-61.54618783561917,C,E,E,1
Both,87,-46.82322464161782,106.68738883201507,81.15689517733972,A,C,B,1
Yes,61,-32.06950766251599,323.1468028821775,-55.64351995303319,A,A,B,0
Both,65,46.807776478175235,-7.633057097330921,-138.673143004968,C,A,E,1
Mental,90,20.224584087200498,-60.035977679690035,127.74439565371294,A,E,A,0
Physical,37,-55.433050286012985,91.03619043721461,136.49301271847418,E,E,E,0
Physical,32,43.95524214394146,-49.591180738240624,-63.402780169158326,D,C,D,0
Both,55,115.51561473201271,97.03700358068751,105.4307366085735,C,D,E,0
None,65,14.53245484693613,0.6946124321079555,100.8222952005315,E,B,B,0
Yes,70,-133.2391074961348,49.126175781254176,150.6227061510074,E,B,C,0
Both,43,8.557726272978153,48.60116233012096,-66.74472080440302,A,C,B,1
Both,31,13.609831582343201,-61.31864904878901,-164.0559082460936,D,B,B,1
No,55,218.2075343575768,-108.3044618412178,118.09128607882684,C,E,E,1
None,75,-84.64976700897576,-31.612850661141316,57.65471624626897,B,B,D,0
