gender,country,Religion,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,target
Other,China,Buddhist,C,16.663402363053287,8.236155184329382,B,4.411061555277367,-76.60199222559201,-244.83947915558906,A,178.6309363342485,A,241.74482371953178,C,E,0
Other,US,Buddhist,A,-2.2204973288236984,21.481304048095563,B,-42.78939726140372,-87.67397868009664,31.087769354845662,D,6.235514098139978,B,156.56083340451784,E,B,1
F,China,Buddhist,E,-22.55475289777553,-18.456619717971286,D,84.53610720434543,102.27197562564265,-75.92494032901554,A,-58.50185491513004,D,-155.91798539811327,A,C,1
Non-binary,Germany,None,D,155.4966236201706,52.77820804850438,D,-50.79044784388277,128.19327923323533,-100.49624956496802,E,-40.16773165689834,E,50.55185354169348,A,D,0
M,China,Christian,B,-47.70115762698771,-111.71368271542777,E,-127.5457087544968,149.41520192576766,163.0067521366995,C,-145.53650514776714,A,100.28913264672235,E,B,0
M,Mexico,None,C,-27.880928184898767,115.65651888721355,B,-94.06660361453952,-160.65300849998428,18.111774253033015,E,108.75094652265327,A,146.24872434810618,B,D,1
Non-binary,US,Hindu,D,-115.38378028304285,110.09880938081179,B,48.71765587695058,14.577985539543043,-113.96546292260635,A,47.28489557535866,B,-23.482864018784316,C,E,1
M,Germany,Other,E,-97.37186116928,-71.21859386652957,A,7.702867168744813,32.14484928880857,36.34844876474924,D,-114.71789416166153,A,-16.463392680558428,C,C,0
Non-binary,Brazil,Muslim,E,-4.5157843913753855,-36.552693946080986,B,38.720483885237286,116.78938146730509,64.57049823795636,B,-122.33690977270606,B,-1.4513028878553043,B,A,1
M,US,Hindu,C,-120.47370021939399,50.68797244373597,E,-23.63726642693943,-163.87951306154713,-79.35636856980311,C,-182.8271937159369,D,-111.88713530897026,A,A,0
M,India,None,E,-107.36729596004903,122.71332143579923,C,118.64941397519627,91.79296387575305,48.204035237884,A,-8.480232091796708,C,125.3087343117541,B,D,0
Female,Mexico,None,A,94.36611282187573,-17.22797859250995,D,102.92222689995833,222.8710527073696,-59.77697601007264,B,1.4353807111596657,C,-64.96675650144766,E,E,0
M,UK,Buddhist,D,112.04680974867736,-22.343136160411596,E,-31.983406711869556,62.36796345294409,108.71022283655915,C,67.28820948452649,A,-127.08970852178732,E,E,0
Female,India,Hindu,B,88.66933745408589,-79.23235934281257,B,-90.28497596607217,-57.61507526034627,-190.22739187324868,E,47.492468761785275,D,38.601043574006525,C,D,1
M,Germany,Hindu,C,-33.141561169908684,-27.580969101683216,E,29.816949968195583,65.27306060173899,64.38420670949064,D,-39.961377949878006,C,-13.9313367565142,A,A,0
Female,Other,Other,A,16.050848478183305,-25.798262463658766,E,-31.183979163905406,-103.87775444919167,-147.0593126595896,C,-6.277833659689544,C,-2.72095923213195,A,E,0
Female,US,Jewish,C,86.56148118338149,-38.46668525152076,E,-139.9642443067341,128.33830281643023,-22.342922414552454,A,-0.43054268486738495,C,14.158330475377722,C,B,1
Female,US,Christian,B,114.50556486372977,-47.38912413962479,B,-82.52022863644534,-99.83396545457059,-103.59225722374619,C,65.38362972065673,D,70.39845039675487,B,D,0
M,Brazil,Jewish,A,-28.939991965239642,-128.1254822768073,B,108.65459767616383,47.43730578466882,-73.89018614021886,B,-2.049421476089409,E,-22.22634909827995,A,C,0
Other,Other,Jewish,C,71.00250948853527,-129.1732291024577,B,308.83514193091963,-48.92453642291383,-118.91125392387754,E,-60.26971042976196,C,5.696171652575235,E,A,0
Male,US,Muslim,C,74.95207248276263,32.298810487812226,A,-112.19010782961838,82.86091428641629,39.68672796327126,A,-15.39753022531906,C,-25.052713322373325,D,E,1
M,US,Other,E,8.427001901712234,22.36179527932391,B,-72.69131712886767,-151.3327067662938,68.90679416954576,A,13.970419084461245,A,63.33651610409874,A,A,1
Male,Mexico,Other,D,150.79748312299543,-81.19598528570882,D,91.89565147960886,52.26577720882084,-76.2961313149472,A,-14.168115180094143,C,-28.65033147573854,D,B,0
Non-binary,China,Hindu,C,74.87519544909209,82.73084682784872,D,-8.852196063141445,-6.47720304335052,149.71791963214156,C,53.167225092160976,D,-42.821394145158024,B,B,1
M,Brazil,Buddhist,C,71.11737395476416,-99.53299378179655,A,47.83507618422348,-2.7138963484802163,-160.14619679053715,B,44.19760738353969,B,47.474085069094215,C,C,0
Female,Brazil,Christian,C,75.18386637604608,-25.828459916366164,D,136.0044426224727,206.8932677034835,-23.95171210369076,A,-72.1594712274279,A,43.84280833153172,E,E,1
Female,China,Muslim,D,-14.648219963265015,-117.34296094292142,D,89.3314763035539,161.78024590288734,86.93572924577654,E,-58.65796576693138,E,124.3246485143428,B,A,0
Non-binary,Mexico,Christian,A,-182.52248758800002,-11.146011890686507,D,75.92235120237628,-102.29287597438326,-58.84912060008822,D,-41.07966353594055,A,-28.87624394392291,C,B,0
M,China,Buddhist,C,75.16362991438903,42.03206297511968,B,60.214294282098855,14.7005875175385,49.616744310658504,C,-49.518459856518184,C,73.96557156247003,C,C,1
Female,Mexico,Muslim,A,22.487656922990535,-154.93181462413196,C,-11.996141767126705,83.29514099719137,43.348201525351534,D,-54.40108627901738,D,-128.6810905093748,C,E,1
F,UK,Christian,C,114.64095965678726,-33.40365898891727,C,-9.496476243059968,14.183672370919862,139.79639663475976,A,-7.824898301119177,A,-131.99875658733498,D,E,0
Female,Germany,Jewish,C,-36.17304691307191,52.40825182814657,E,-27.239461617778503,-164.82143904939713,-85.93110401803985,A,-184.6027718326204,B,40.90610903860985,B,D,0
Male,US,Jewish,A,-93.1805720272843,6.10175608246551,D,2.476492014532704,147.31917794166702,0.9257819146241865,A,-14.82079788977439,A,120.53182101093896,B,E,0
Non-binary,Mexico,Muslim,C,29.48143682168121,-147.3021920172221,C,13.659055284594878,-270.5691109163372,-131.77280150359366,C,-76.10382419990988,C,-25.254856554358984,A,E,1
Male,US,Muslim,B,30.738376657490875,32.26526803578146,A,-24.47193008912224,19.048962563251713,-62.95663809447603,B,-46.654758528092614,A,39.43474879471643,D,B,1
M,Germany,Jewish,B,-38.84060045156112,0.40723231318327835,B,-54.19202575476641,-94.93864347350177,-74.74007832709052,A,-100.19781504783067,A,136.2634606656841,A,C,0
Non-binary,US,Muslim,A,66.99706057726665,34.846755827716315,A,-32.14394235480395,-9.165991956805856,35.620456130739214,A,72.37946067247547,D,86.69213622653035,E,D,1
M,Brazil,Muslim,D,-59.31680651443061,51.841292729915466,D,129.96380906243726,-75.25667989278504,-87.8086217695452,C,136.23211321726023,E,53.687520211163466,D,E,0
F,US,None,B,-80.86929298133711,-30.900628726213302,D,190.57913901652316,101.62491738741582,78.95745785552172,B,-53.61021132491216,D,9.702184635616074,D,A,1
Non-binary,US,Jewish,D,43.76972656508731,-154.23229007245916,C,67.292127078512,-174.841286618358,131.75484295643315,D,41.6664278165501,E,-7.486385138929232,C,D,1
M,India,Buddhist,E,-129.61121399337398,40.40907811877412,A,-58.96539915796291,-72.1181823050578,26.88198090639005,E,-57.08817635108172,B,-64.07435884342014,C,B,1
M,Other,Other,B,236.12661737370772,-55.57772112770927,E,-58.47126723531283,64.41330463781438,-12.049824996418584,C,-22.942413992674542,C,-207.3958565058257,A,C,1
Male,US,None,C,38.357224465886475,109.55524794061108,C,-222.61215032518282,-29.288371714453465,-328.05772820737684,D,13.849117483962617,A,-186.001563937352,E,D,0
Non-binary,UK,Other,A,-15.626410006761022,-25.480258664201955,B,140.8471360350741,155.81700038467102,134.8679346092335,C,-92.12834627875509,E,87.18327799399692,C,A,0
Other,UK,Muslim,C,10.369074747879397,25.443560508035322,E,74.88809539388392,146.67518895641172,-50.66122313461955,C,172.21754475123427,C,107.79114839276092,B,A,0
M,China,Jewish,D,53.05227047688581,260.38682655880785,A,35.398043223934266,71.56770648065016,62.5967126182157,E,143.8710080064832,A,-87.94924272371726,A,A,0
F,Germany,Buddhist,E,-25.379791272063507,-162.18135517619424,A,-5.626860059025797,-73.85322589951124,203.57551133349543,C,-21.15582731990612,B,-144.63914888223468,D,E,0
Other,Other,Other,D,-83.14783428598325,-24.206785911523358,A,-73.67600543008442,-48.021001112708184,140.36156131515918,A,-185.29136226829382,E,123.90482283602186,D,D,0
F,Other,None,E,61.95806184630347,-52.20512370490161,A,-212.22250466334773,-17.006501468095276,-81.0670876425222,B,-97.1346212532499,C,98.4169838592669,B,D,0
Female,China,Jewish,A,78.56254268337442,30.735650805644603,A,-144.69864055121974,93.79892045718124,38.473231690421315,D,-27.535340099063298,C,7.993273167254513,A,B,0
M,China,Muslim,D,0.9878333646380657,-90.88876731319823,E,17.94998295042689,38.52397844775564,-30.222431779010417,A,156.42997067160556,C,114.88385947544188,C,A,0
M,Other,Christian,A,101.1966997585001,10.113982281022542,A,208.73626015089238,-57.92460382380442,-112.72520918107989,B,-36.62776506092798,D,-23.888496733011635,B,B,0
M,Other,Muslim,B,93.4406040184193,1.0295443030285463,D,23.599951011286514,-14.44159230926605,-164.58557395106686,A,-138.34695860072407,B,59.307404839540865,A,C,0
Non-binary,Other,Jewish,D,75.68226212664611,-100.92258879642932,E,64.79769754457566,65.76176161376135,11.606929402255764,E,-85.33520234075476,C,-94.20972466358593,B,B,0
M,Other,Other,E,-6.994435343106,130.72303309451837,B,-6.7751759990011236,-108.00377836259696,-147.00919766240384,C,121.89616783534089,A,-29.24446943927719,E,C,0
Non-binary,US,Buddhist,A,-106.11413380850398,19.862584800071968,C,43.69132366724959,44.279961818523105,-163.84985225381956,A,73.8427137831274,A,-4.352556837170706,B,B,0
F,US,Buddhist,A,-1.2222506704530007,20.955212671570976,C,-174.2183773204586,95.58920751721426,-177.71084983253124,E,-134.35483516030357,B,-8.293209685356707,B,E,0
M,Other,Buddhist,E,23.51543111303129,26.031654570370893,A,165.3403732673617,19.907886823928166,55.228310138759326,B,-31.423863794590584,B,66.95307528161798,A,B,1
Male,Germany,Buddhist,D,114.77892886365333,68.8319668705367,D,-213.44676482694732,38.470362901688084,-29.513864425166776,E,-72.32758101428082,D,-40.75710165778915,D,E,1
F,India,None,D,-63.55587414042901,153.53444550431448,B,-31.503574208788475,-74.7947367097749,194.6346660852116,A,-68.14496753921775,E,-11.227748040282005,C,D,1
M,Other,None,B,-122.33106860087841,88.55491941083952,B,-44.099280161523026,-101.88858653881196,-37.32217692563245,C,-4.89109567091505,E,45.313560395691944,D,D,1
M,UK,Hindu,B,-187.59336893205227,94.27055983509436,E,73.15339189815514,-5.677908937103395,39.507692739693454,E,-96.30089454156415,E,-58.4970822402767,B,A,0
Non-binary,Other,Buddhist,C,71.4704219820545,-21.278384607677317,B,144.64874414238574,134.88580537781186,-82.80226545001999,C,108.1888969310051,A,-66.93582754845467,D,A,1
M,India,Buddhist,E,-19.33965513719297,-90.32413091703945,C,-71.43383928616372,99.39136256583825,10.893856064150205,C,9.287489635897217,B,-1.940949331595352,D,A,1
Other,US,Other,A,176.7116565280834,-87.23981643893875,D,-46.57630393093389,82.15331794604857,24.76384809129571,B,108.29135596653576,E,158.53810116338076,D,E,1
M,UK,Other,A,90.0943288405126,35.24287922428564,A,114.77250810388931,-82.96906394148384,37.695139925840095,E,192.7227504899159,B,79.58023813243466,D,E,1
Female,Germany,Hindu,C,3.1389877416210217,123.03732803177066,A,-43.46539429017807,-99.12345789407526,-103.1363564327684,E,-128.14898247631186,D,45.03206050244665,D,C,0
M,US,Buddhist,D,-174.0250420498669,-153.1598953696057,C,-57.46348963131632,95.15048735174916,152.42720637357178,A,-45.93738207940656,E,64.19851947479336,D,A,1
Male,Mexico,Muslim,E,-3.4805281131666788,-143.63979947161621,B,-236.4319495343267,-53.25913503027729,34.50468019940768,B,7.14673104335667,C,125.41270475923234,E,E,0
M,India,Other,C,-4.374990157699125,-49.98464392831186,E,-77.369077830414,-93.36296325472797,-115.67147100596198,D,-43.53399636645794,D,97.83013991370466,C,B,1
F,US,Buddhist,B,-38.01069071754043,56.81491399539267,E,222.5396528611789,21.92588603939047,133.70832144364923,E,-49.573152419564934,E,63.517196694198276,B,B,0
Other,China,Other,C,-59.86891902764759,-32.76190808902273,C,236.61988469555743,-168.70061508138042,2.3233904385972273,A,-63.299927643324295,B,83.57883964602902,B,B,0
M,India,None,D,126.22121352392783,-92.85727412885382,C,-150.94409348231957,-100.76724911860076,-5.810205839280207,B,31.753324650299575,E,-69.29742572734601,A,D,1
Male,India,Jewish,C,70.19803008739252,165.3560559017698,B,-101.66198699548315,-5.561839123895109,123.83447245244356,B,31.957274175012962,B,-79.04325552468194,E,A,1
Male,Brazil,None,D,-39.605852954267625,122.88682922077105,D,-233.7376623785591,-83.00941187088854,43.254431917029926,C,259.70444753296874,D,-86.4677461599106,B,E,1
F,Germany,None,B,-42.799215143908384,-22.947459248518985,C,-52.075544042764975,-97.45948008964697,-131.45344457228578,E,-38.042252633994735,A,-4.692244696296559,C,B,0
Male,Other,Christian,B,-3.504871739060829,-183.19707246238926,A,34.70397099405393,4.726313336261622,-106.15381917219891,D,-1.2097057529843773,D,189.36743467750418,C,D,0
Non-binary,Brazil,Hindu,C,93.94187920700307,124.73602250873745,A,-44.25094615434446,-247.73851191621984,137.66092783349168,D,-29.702053913679716,A,-15.407025265169915,B,A,1
Female,UK,Jewish,B,50.240563847087095,69.83485918106281,B,-108.50698049424305,58.8517064834695,73.47633961012804,D,3.810171178066308,B,-63.716613174446394,A,D,0
M,US,Muslim,D,-53.71661326222981,60.901944722237644,C,-5.046863044123109,-1.6229496073574607,279.49333025058144,D,41.28703377909256,C,123.40619590754665,C,C,1
Female,India,Buddhist,B,-152.9595165403502,226.21205550818414,A,-48.52810919464838,-14.228538984882313,23.728326776845314,C,73.10875756597464,D,-64.43809700773275,C,D,0
M,US,Hindu,A,-176.6849891922373,94.61449602133786,D,67.46444814415877,6.620096056163412,-148.17768728154513,B,-303.9215279392052,D,19.557862753757473,E,D,0
Female,Brazil,Jewish,A,2.740187471308295,-9.001771170846357,D,-181.84778224157134,-31.386301227142006,98.12264429262794,C,55.08985272143978,B,52.92224575959342,B,C,0
F,UK,Christian,A,-2.0995908114129653,-33.71596969383758,D,44.71530539695445,-31.7212384395772,5.135879613180671,A,71.04064560554772,D,-47.643569565713776,D,A,0
M,Other,Muslim,E,-30.832540059765883,-1.9860528927111085,C,33.13817902159037,30.61584343004155,-82.29690967695873,B,-78.29111151871885,A,1.0721129050666522,E,D,0
Male,US,Muslim,C,50.939628432955054,74.37280081483102,B,-2.6238175946250197,-22.96413738509948,-197.3256215909719,A,-82.2356685590171,D,175.33086344325304,D,E,0
Non-binary,China,Hindu,B,-62.88783288267751,55.72875976901742,C,40.26399346182251,-104.81259134537531,-168.2231915726386,A,112.42628901168916,D,-153.95213834445323,C,D,1
Female,Brazil,Hindu,A,0.48255700970835463,2.9238349503148338,A,95.42182082403014,10.769767668821787,180.19627386548564,C,-133.8320294227657,E,37.13632937410051,E,E,1
Other,Brazil,Christian,D,-15.193651173143449,67.08385478409483,D,158.8942733361008,85.3401550793561,5.290322985334229,E,-34.23063304620795,C,-56.991889527508036,E,B,1
Female,US,None,D,82.04343260861619,-24.718989832720514,B,-14.483208346238266,58.752849997266885,-76.0527749804312,A,-37.75335118451629,D,-20.522188809412036,A,D,0
Other,Mexico,Hindu,B,103.00340244494753,39.297647426436775,D,28.18430857397063,103.90167900825969,-61.7690770677639,A,-93.03064988713642,B,207.55562739147652,D,C,1
Other,Germany,Other,A,-47.75776169105882,-4.178964902162476,D,57.49908271289457,-103.59481411703257,47.06095263923981,D,132.83949926762693,C,116.77404406964146,E,D,0
Other,Other,Buddhist,B,143.48230316804757,5.856717600872977,B,30.058559405387342,-28.435993370739727,-6.268495507146671,A,37.216008849199426,D,78.49725756218587,B,A,1
Male,Other,Other,E,27.321114621845233,-155.48996189148764,A,128.64580369991614,137.39749605615094,-33.69226259186007,C,-128.23223489062764,E,-30.719032071180376,E,B,0
Female,Other,Jewish,E,139.28024621705248,5.30096760397247,A,-64.393000613847,44.28866100785614,49.40053991208423,A,4.5568422952860255,E,-46.18556816699593,C,E,0
Male,China,Buddhist,C,50.716766789743296,31.113986308444947,C,215.22056825509583,6.051511619534623,20.005645271110698,A,-236.46079703167996,B,-50.96164741127319,B,B,1
Male,India,Muslim,E,211.0197001074328,34.80125449096163,A,180.3855346022467,-80.98820518199804,-63.85192805299821,C,-34.46966444319555,D,-31.203961361128734,A,A,0
Other,US,Buddhist,A,-32.13107506353926,-29.81262138379943,D,-275.99044078912954,100.72219567403762,-58.91333071077324,E,126.67947708639488,B,21.451992255026873,B,E,0
F,UK,Hindu,A,134.28166896675862,-109.60127022385106,E,1.811251849170581,161.1871367390672,69.37590905065278,A,9.88108970332806,E,63.44645611861607,A,D,0
Female,US,Hindu,B,-183.68212381396975,-85.12743016480113,B,28.37244404604181,-0.08966160491340046,-120.27442632208398,B,50.55384334326843,B,12.949073605917757,C,E,0
Male,Germany,Christian,E,71.92374520857281,-56.1145921566824,C,-79.75071610075548,-69.67586165821335,-40.20584841160854,C,2.20983434894687,D,278.84690565326576,B,E,0
Female,Brazil,Muslim,D,-144.39027925473803,-32.917124100102825,D,123.78468263464623,140.5138986354799,-219.89528663942522,A,114.42695070325901,E,120.0057999447842,B,B,1
Male,Brazil,Jewish,A,-63.72437122547392,24.631868684495338,E,92.89457140597187,106.45064883980417,-138.61748325999204,C,-76.63592682347557,A,14.247592757466768,C,B,0
Non-binary,US,Hindu,C,38.96096673021491,56.31929701016721,C,-81.47361472456033,-50.59412791339939,-15.666680948245643,D,211.40948586753075,E,-73.4829108119419,C,E,0
Non-binary,UK,Christian,E,134.6341888017897,86.80616002368798,C,36.29673549305112,-28.291416790624186,66.76960552813378,D,7.703188910156141,D,-86.89939855675935,E,D,0
Male,India,Muslim,C,-8.985175627461581,78.4214350360747,E,129.9143128385597,-141.85638900344335,-179.6049599233819,B,-20.83312506472452,E,-29.5738089495896,A,A,1
Male,US,Muslim,B,-31.084669751026578,-45.66951922533474,C,210.66432118176826,49.21142965752835,7.052900601199685,E,-4.289638738300648,E,192.74666117818208,B,A,0
Female,Mexico,Buddhist,E,16.520931316950705,-78.48080169959378,D,-92.2380037339645,-78.66449172463447,-94.38147267495611,C,-200.0864382800323,C,39.94405426461709,B,C,1
Non-binary,US,Jewish,E,62.94433345692405,-206.5243642365673,B,-22.415979885375936,-63.86269929983891,-118.21556329833125,C,-38.23704146912434,B,-7.6130970446936255,D,E,0
M,Other,Muslim,C,-71.10976215553306,190.11818789368206,C,92.46831783627654,-63.63654697340289,57.093352676727505,C,-25.164046135837694,C,-21.33558738879198,D,B,1
Male,India,Other,A,45.13103099125579,-29.89534321806601,C,37.46868570136021,-54.99704149874216,5.587906641152865,E,98.20871787516258,D,14.141441733850874,A,B,0
F,Brazil,Other,D,118.58659382534267,-125.23543590290815,A,125.21200145724536,-19.76530176254003,28.74011180514455,D,-200.29401837157968,B,45.62991010098915,D,C,1
Male,US,Muslim,A,61.85823952354613,221.3877831884595,D,49.16607424894954,-84.99213710302247,85.68111118804227,C,-48.88144251959779,E,99.7679116811402,E,E,0
Male,US,Other,B,91.89879999007388,197.5603557518616,C,-150.7487762082518,-2.1449880571062776,87.62764483224566,A,133.0514843926294,E,94.72087725753755,E,A,1
Female,Mexico,Other,E,-11.262178030525314,-76.61698889180447,E,-1.8110264337219695,167.4990251912167,-38.60346719389657,C,-199.5116011057031,C,-12.120802551711249,E,C,0
F,US,Muslim,D,-30.86603061328817,-171.61231326894418,D,-38.41122333530448,-12.886242914312612,138.30299596646972,B,78.24182031027773,A,128.71995784366234,E,A,1
Male,China,Muslim,B,172.79170682984807,20.025473990372237,D,114.94977343660287,99.41720554531884,99.42815080445706,C,-139.64833417223474,E,91.70445576957245,A,B,0
F,UK,Hindu,B,63.83643273953552,-133.56651855258826,C,61.28666526620269,-186.5833447203497,-24.869821476903965,A,279.113858575792,B,39.406841663618934,D,B,0
Male,China,Jewish,C,36.988621077425954,-127.67470524007234,B,-63.38216204652035,-109.28065606064223,-25.584864435132886,E,-12.500023613898485,C,-108.27887192188857,A,C,0
Other,UK,Hindu,A,73.67530004550923,123.8156579516776,C,46.73478262782491,101.5170318462275,-89.75773687767467,E,-83.4770801164461,E,133.8603999639338,D,B,0
Female,UK,Hindu,B,-9.487514138613362,-6.737853770427684,A,-4.8320119660421454,58.92522471068335,-115.10515537593615,A,-132.24501317279137,A,12.283937109990008,A,A,0
Female,Other,Muslim,D,-3.7685670585387845,-31.004507279965942,C,10.397126020771346,95.4909807804628,-19.89275592320528,A,117.8387919417557,D,3.212928694091708,C,D,1
M,Germany,Other,D,28.483906134520996,59.284224570824975,C,122.85517275604003,59.57806103046141,50.98038293267974,C,80.0843309936775,C,146.30186715975927,B,D,0
Non-binary,Mexico,Buddhist,C,-6.39738229852347,-98.58905617719886,D,88.69572984014967,72.90712583285199,225.31804115204227,C,-17.716782915961417,E,-138.27045515312506,B,D,0
Other,China,Muslim,C,-158.8019984415203,-71.11032262781688,B,51.10004784106387,-36.03301654508324,-13.372137902629841,D,95.24090822595753,B,-80.42109665390622,C,D,0
M,Mexico,Muslim,B,-20.626487867312342,-42.351638858011356,A,15.525832093837936,-101.18996852946769,-74.92717640250129,A,-69.9763159435575,C,-44.5020517106803,A,A,0
M,India,Hindu,B,59.43748379809325,-48.08787260963768,B,-79.17835479023529,-13.81835127514549,-10.598654053166536,D,58.95223273232004,B,-1.461668744660632,B,A,1
Other,Other,Christian,C,-159.33718637460933,135.66038114138857,C,-137.96521122685206,-51.64600353168866,-56.64346144009239,E,26.406076542935814,C,-122.48015943874829,B,E,0
Male,India,Hindu,C,-40.63053410379142,-25.472240524233886,C,-112.6892711506964,-70.42504516270385,111.22847578263769,A,104.5729861407541,E,12.128021658718419,A,D,1
Other,US,Christian,A,60.42911001056955,-103.13319488994335,E,-208.95422127402358,163.90079550935312,143.85257216711378,B,1.880884957892654,D,160.74776609240723,D,B,1
Non-binary,India,Muslim,A,49.959293120004304,-177.17260080210613,E,-85.75002300070928,-164.22161103056015,51.108811048764025,B,-44.48270608147941,A,-190.74982540140113,D,B,1
Non-binary,Mexico,Jewish,C,21.342712999915694,34.17083554924836,E,-36.8962188980562,-110.76625385339113,206.9104861070826,B,19.394262967105604,A,26.642170426939625,C,E,0
Male,Other,Christian,D,79.7646435249591,10.468857870240063,E,-0.6117108104639882,41.04723219137157,53.58067839343631,D,97.7376500232678,B,134.083513523748,C,B,0
Other,Mexico,Christian,C,-29.911937111364967,33.23469594759531,A,58.126974224906924,14.659477698239206,-4.470755074496776,D,102.70217643411502,A,-113.4128450366801,E,D,0
F,Mexico,None,C,120.0827737332426,-74.7242761635489,E,73.89047783680356,-50.74182166737107,168.34001808443207,D,-21.595118474187878,D,34.40826189935234,E,B,0
Male,Other,Jewish,A,-41.58522386299502,37.0430229592685,E,10.194302805626071,-173.03912684143168,139.13079573433592,B,30.143000341730975,E,-117.3098076942815,D,C,1
Female,Mexico,Jewish,D,192.30799219354938,98.95823932742265,D,121.5393867734973,176.06512812024542,-11.225283115023105,A,-90.5089221381289,E,34.088999971353736,A,B,0
M,China,Hindu,D,40.79083054986498,-44.44664142936518,A,115.70668614887094,74.67734583690299,-11.66980383257288,D,-29.893557937937043,A,-28.26375382198049,D,B,1
Non-binary,China,Other,D,95.40347341872847,-70.1347429614155,E,-141.05238564431968,132.48899361034353,89.04490152451015,A,-5.7817067715150525,D,-82.09875070816089,C,D,0
Non-binary,US,Christian,C,68.79518282429828,-46.8418628559673,B,-101.49463342546947,32.999331798777966,-22.65759808494631,D,125.99089652941633,D,132.3436470055402,B,E,0
F,UK,None,E,-74.31208196461647,-173.376537737933,E,-33.164915025618605,-22.084249431613348,-88.72080189211395,C,179.2472807627678,C,-35.19255523729604,A,D,1
Female,India,Christian,C,-138.09350785477983,-14.95570580106334,B,139.3188430567829,-129.28568091112317,-44.5526889842879,E,-72.71229556099541,E,22.069220711761655,B,D,0
Non-binary,Brazil,Buddhist,B,-4.257199008925547,80.62701592609613,D,70.39577224184083,67.02230119632199,-88.32486288865593,B,55.62876415612214,D,10.507985233859802,B,A,1
Other,Mexico,None,D,173.0121046757396,69.22931269599506,E,127.91221463452385,219.5374360232874,-36.05019033529205,A,-94.60711207582885,C,37.17857551073308,A,E,1
Other,UK,None,A,43.04391776283089,53.990793337759,C,-5.447292758228639,38.083729091013566,20.16881804496304,C,7.718709056701605,C,63.69801776939441,E,B,1
Other,UK,Buddhist,B,-65.16201696100885,147.41617364703183,E,20.955996058738933,-98.57295205706538,-28.140467405820065,A,-193.2599372593898,E,-119.52511082759192,E,C,1
Female,Other,Other,B,-56.607835791393335,79.07128770822737,D,-121.59470053622567,49.3873034933625,-152.89594398997625,C,38.029814102424986,A,26.278865497898867,E,A,1
Non-binary,India,Buddhist,E,-15.083407984043633,-128.84045361866788,D,-86.40767857399231,47.48386119615253,67.96960157847161,E,-112.33728440908182,C,-54.29847888026727,B,D,1
Male,Other,Christian,D,66.74582113735765,63.778848609564676,E,12.014321640789156,-95.05603073635038,-5.637088231003143,E,-96.2772199098765,C,-132.38360449505544,D,B,1
Non-binary,China,Hindu,C,130.31276127459762,42.48105831515828,B,214.6053172536082,21.95662005121881,119.70779615757104,B,-25.31274502777422,C,54.386025042884135,C,D,1
M,China,Christian,E,70.5873176978512,69.57244713362033,A,62.0240713915903,14.424003355395913,-112.5558885413537,B,-80.333768814024,A,35.28384307221227,E,C,0
Male,Mexico,None,C,70.26949951821771,73.69314993916583,A,-227.30387021534742,-127.66641461219854,104.83622290780299,C,-88.24455612392225,E,-160.75041070285545,B,E,0
Female,Brazil,Christian,C,-76.63108090850216,-74.72692395526303,A,-118.06792470296703,-56.6774383013549,-139.6720143822793,B,-63.140193570302394,A,-3.84800149071025,D,E,0
F,India,None,D,29.95866564312178,-10.064581640108186,A,-29.07808544973596,-15.932495859551862,-6.524484793536094,E,-86.76967072863522,B,7.316059151594042,E,A,0
Male,UK,Jewish,E,25.719543045333715,49.714917264520565,C,-75.0602089327151,-94.789537887433,27.039127845450604,C,-213.87143699368102,A,-8.053992077513856,B,C,1
Female,Other,Hindu,C,41.94559722375862,-34.67129767680889,C,-56.02673629390831,-184.55494525611383,-46.18159286357768,C,-78.82700159584631,A,-17.192697092546087,E,A,0
F,Brazil,Christian,A,113.71580537137184,-28.749742443672638,A,112.97501838954098,-232.96328952595275,-99.68081276886647,C,58.128239485781016,B,-92.71741217599215,B,D,1
F,Mexico,Other,B,75.3107374048404,83.87295863365753,A,152.92258913651034,-33.88488389586893,23.543357216066074,B,147.85444130395808,D,50.44532434315654,E,A,0
F,Germany,Jewish,D,-132.93102083485437,-223.00901340398642,B,-26.45536103369522,81.04917869998665,37.50259219664126,E,-113.0488826245414,D,40.2315566702416,A,A,0
M,Germany,None,A,-173.27874534516084,-59.127236377176075,E,148.7361003034308,-17.174730310040314,6.834493816284705,B,-172.47204990533308,D,-51.22705596386846,A,A,0
M,Other,Hindu,D,183.6056101652162,139.168163967461,B,-12.676237585144037,-139.0828206210591,79.33925618950927,B,50.81156119660621,B,95.80557799566932,D,C,1
M,Mexico,None,E,162.70727312218855,60.276653759161114,E,-103.38784751352006,-52.14005493521115,20.498784883425312,B,-135.44912727186022,D,-16.01130836199775,B,C,1
F,India,Jewish,C,14.096865269589326,-147.31797906624672,C,-62.83115845030773,-253.8076737095363,27.10553467990509,B,84.39086142494541,B,-0.8733544295175732,E,A,1
Non-binary,US,Christian,C,114.33212094342116,-152.0676854258841,A,1.183753413133682,-92.92353489019533,-47.78063103317447,E,-107.01676197951014,D,56.90862445618169,C,C,0
Non-binary,India,Buddhist,C,-44.00743532259104,-160.09559128481627,D,29.239392888236036,120.90034879394568,-96.49714640045532,D,-51.00154961515558,B,-124.59096643697562,D,C,1
