veteran,sexual_orientation,age_group,Religion,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,target
No,Other,18-25,Christian,53.906772803900594,E,B,-136.29476874529422,C,A,0
Non-Veteran,Other,18-25,Muslim,58.89425974718262,D,C,-57.72661722008506,B,C,1
Yes,Heterosexual,18-25,None,-71.1976399356415,D,A,131.74942807287636,D,E,1
No,Bisexual,65+,Hindu,42.61704528945367,E,C,115.7750141450729,E,E,0
Veteran,Other,26-35,Jewish,-83.96269978121732,C,E,0.9836704482334528,E,C,1
Non-Veteran,Heterosexual,18-25,Hindu,21.89562259289981,B,A,-25.701282188980386,D,C,1
Veteran,Heterosexual,65+,Hindu,88.49471427986944,B,D,118.36138146931961,E,C,1
Yes,Homosexual,26-35,Jewish,60.7051531374434,E,C,-32.35586878890751,D,A,1
No,Homosexual,26-35,Christian,68.46410621701797,B,C,73.59802852571354,C,E,0
Non-Veteran,Other,26-35,Hindu,225.31497217193944,C,B,-94.45826640216842,B,A,0
Veteran,Heterosexual,36-50,Jewish,-23.128921429423745,C,E,-67.19282463154332,E,B,0
No,Other,18-25,Christian,-119.92970599683915,B,A,-3.914788155953577,A,A,0
Yes,Homosexual,36-50,Jewish,114.99369281864334,B,E,80.61101256147445,E,D,1
No,Bisexual,36-50,Jewish,35.53676761762175,B,A,-44.87979861968078,A,B,0
Veteran,Other,36-50,Other,68.71216922911839,B,C,-68.02583695014987,B,E,1
Veteran,Other,36-50,Muslim,-66.16037863417826,E,B,-21.505007261425664,D,C,1
No,Heterosexual,36-50,Other,-47.8351427105002,E,C,17.611530184428958,E,B,1
No,Other,26-35,Jewish,-104.79702021200545,B,C,208.94056193473483,C,D,0
Non-Veteran,Other,26-35,Muslim,-251.9584097860073,E,B,-37.374672580794886,B,D,1
Yes,Other,36-50,Christian,-116.09600906470341,D,E,-14.727171112206122,A,B,0
Veteran,Other,65+,Other,-56.38832502386488,D,A,99.25478040951923,D,E,1
No,Heterosexual,26-35,Other,-273.2665675836197,B,A,8.060056955427838,D,E,0
Yes,Other,65+,Muslim,150.1897714460158,D,E,-98.13560886533968,D,D,1
Yes,Other,36-50,Jewish,68.76511030055434,D,E,-37.14915735207829,A,D,1
Veteran,Homosexual,26-35,Christian,20.77768342163797,A,A,102.39307554795991,E,B,0
Yes,Bisexual,51-65,Hindu,-20.80929159930241,E,D,72.03344129543946,E,D,1
No,Homosexual,18-25,Muslim,-9.526805840894276,A,A,-24.688027882565148,E,D,0
Non-Veteran,Bisexual,26-35,None,-202.62729026572245,B,E,-111.55487103082469,E,B,0
Non-Veteran,Homosexual,26-35,Jewish,-1.0747072365131713,A,E,134.89180188137902,D,A,0
Non-Veteran,Homosexual,18-25,Other,-12.44807446344824,E,C,3.614222426822422,C,B,1
Veteran,Homosexual,65+,Christian,87.73059940851672,A,A,-283.89078834001685,A,E,0
Yes,Homosexual,51-65,None,22.125372487031523,D,B,78.17610859618293,D,B,0
No,Other,26-35,Buddhist,-75.43146241295209,A,E,57.34499112084078,B,E,0
Veteran,Bisexual,65+,Christian,55.438000855625006,B,A,9.148665764404047,A,E,0
Non-Veteran,Bisexual,65+,Jewish,179.18546663117667,C,A,184.68856005308078,A,B,1
Non-Veteran,Homosexual,26-35,Jewish,-138.2764270916654,A,C,15.08284947201065,B,D,0
No,Bisexual,51-65,None,-149.81385090775132,D,B,-163.28288497275014,E,C,1
Veteran,Other,65+,Christian,27.883732099835782,B,B,15.501671290676915,C,B,0
Non-Veteran,Bisexual,26-35,Jewish,159.31951193136615,D,C,167.66139326600245,C,D,0
Yes,Heterosexual,36-50,Christian,73.86878739184904,B,A,-98.2358546716184,A,B,1
No,Other,51-65,Muslim,20.056909693998527,C,E,76.83486225832277,B,D,0
No,Other,18-25,Other,-177.6107764143268,C,D,32.42910604373259,B,C,1
Veteran,Bisexual,65+,Muslim,-5.682861580426004,C,E,-28.9159738744177,E,C,1
Non-Veteran,Homosexual,18-25,Other,-89.20536111350992,A,A,5.101234126050432,D,C,0
Veteran,Heterosexual,36-50,Other,124.55764970347984,E,D,156.4338347296894,D,B,1
Non-Veteran,Bisexual,18-25,Muslim,21.70678873827935,C,A,43.12092519481101,E,D,0
Veteran,Homosexual,26-35,Jewish,-146.50835649126216,C,D,3.899630453389845,B,A,1
Veteran,Bisexual,51-65,Muslim,-88.33011028593258,A,B,160.83705362943246,C,D,0
Non-Veteran,Bisexual,18-25,Christian,-110.58550609821789,C,C,177.51732120143777,E,C,0
No,Heterosexual,51-65,Christian,-58.53320482255317,C,A,176.7756203475858,B,C,1
Non-Veteran,Homosexual,65+,Christian,-188.22697480640556,D,A,-154.0965283636169,A,E,0
No,Homosexual,26-35,Buddhist,-139.11020685401243,C,C,-185.39477588829473,B,B,0
Veteran,Homosexual,36-50,None,44.85525784030501,B,B,-144.9363798878173,A,B,1
Yes,Heterosexual,26-35,Buddhist,-214.17002066469954,B,A,-15.111310107280223,A,D,1
Yes,Homosexual,65+,Other,-100.53106028972732,C,E,-0.25784241177851563,B,A,0
Veteran,Other,36-50,Muslim,-120.33121561912263,A,E,-87.4338043150064,A,D,0
Veteran,Bisexual,18-25,Muslim,-70.8276403279013,C,D,89.0636049975326,B,E,0
Non-Veteran,Bisexual,26-35,Jewish,-12.731039946390876,B,E,162.99487182629258,C,C,0
No,Heterosexual,26-35,None,-117.04709451966913,C,C,8.711712884023793,C,C,0
Veteran,Bisexual,18-25,Hindu,54.00104378783034,D,E,60.28327801106727,A,A,0
Non-Veteran,Homosexual,65+,Hindu,-14.66854493520406,E,D,-45.778076544075645,C,E,0
Yes,Other,65+,None,-110.95845809059017,A,C,18.98549539411003,A,E,1
Yes,Other,65+,None,107.77718115827663,D,A,49.40742886988388,C,C,1
No,Homosexual,51-65,None,-56.20243131776774,A,C,68.62965191800427,E,D,0
Veteran,Other,65+,Other,132.51948497185722,B,D,-119.05618115361337,B,E,0
Yes,Heterosexual,65+,Buddhist,46.19728088851656,A,E,-60.70194335061291,B,E,0
No,Bisexual,26-35,Muslim,-35.132843233439374,C,B,-50.93202880915098,B,E,0
Non-Veteran,Heterosexual,18-25,Jewish,-135.5910049731491,B,C,28.137483896349025,C,D,0
No,Heterosexual,18-25,Hindu,56.83012657452554,A,E,-67.75812218385457,E,C,0
Non-Veteran,Homosexual,26-35,None,49.66857740920949,E,E,-43.64797999448475,B,B,1
Veteran,Other,18-25,Buddhist,-133.2922111871741,D,A,-6.95743940243123,A,C,0
Veteran,Other,26-35,Other,51.913470698219236,E,C,-119.22655341300192,D,E,1
No,Heterosexual,26-35,Other,30.49324226833688,A,A,116.53650266193208,C,B,0
No,Heterosexual,26-35,Jewish,89.28463694289015,A,E,-25.102444497159297,A,B,0
Non-Veteran,Bisexual,65+,Jewish,158.05439591128635,D,E,-26.806401024279268,E,D,0
Veteran,Other,51-65,Muslim,73.5984703428571,B,C,84.55524378827086,A,A,0
Veteran,Other,65+,None,-45.22925485337693,B,C,63.672394773506234,E,B,1
Yes,Homosexual,26-35,Buddhist,-47.67019708105945,C,E,-153.04948925666432,D,A,1
Veteran,Other,65+,Christian,86.57604279646652,B,A,107.38081406357507,B,D,0
Veteran,Other,65+,Christian,73.52455622663557,C,D,35.39572726411491,A,C,1
Non-Veteran,Heterosexual,18-25,Other,-8.470703986295705,B,A,-73.1042318940415,C,A,1
No,Bisexual,36-50,Jewish,101.84067566033717,B,A,167.62080675800328,D,D,0
Veteran,Homosexual,36-50,Christian,-43.57273225337782,D,C,-156.3594964910936,E,A,0
No,Bisexual,51-65,Christian,2.326321750248171,D,D,-87.86535503787964,A,E,1
Yes,Other,18-25,Other,79.78143648406875,A,C,23.071302962890357,E,C,0
Non-Veteran,Bisexual,36-50,Other,132.99147882541774,D,D,139.61152070262958,C,E,0
No,Other,36-50,Muslim,24.46518601803232,C,D,54.482117322224155,C,B,1
Non-Veteran,Homosexual,36-50,Hindu,-151.75239243875183,C,B,41.916630677274206,B,B,0
Non-Veteran,Other,65+,Other,-247.45107918666966,C,B,-56.21714295944349,A,A,0
Yes,Bisexual,18-25,Hindu,81.61958321769286,E,A,-153.42112512777535,B,A,1
No,Other,26-35,Christian,-56.52542469061397,A,A,-4.201180645301431,C,D,1
Veteran,Heterosexual,51-65,Hindu,15.568485844621605,C,A,-200.71720412871335,A,B,1
No,Heterosexual,36-50,Muslim,-53.384093640175664,E,B,-89.22405637899169,B,B,0
No,Homosexual,26-35,None,-0.8840914680807795,D,C,4.277389921028303,B,A,0
Non-Veteran,Other,26-35,Hindu,27.56089003494719,A,A,-175.92489490928094,A,E,1
Yes,Bisexual,18-25,Other,-51.029680991587576,C,A,5.647276677532808,D,C,1
Non-Veteran,Heterosexual,26-35,Hindu,-129.22520855993983,B,C,47.429258754816146,D,C,0
Yes,Homosexual,18-25,Muslim,158.99056499284586,E,A,23.217069309703643,A,E,0
Yes,Bisexual,36-50,Jewish,-22.978356263223436,B,A,301.6171613037566,E,C,1
No,Homosexual,26-35,Buddhist,-28.552895673952772,E,E,-9.331735462097356,D,D,1
Non-Veteran,Heterosexual,51-65,Christian,-95.2625014697142,A,E,-147.0123236227475,C,E,0
Veteran,Heterosexual,51-65,Christian,-20.14413283328714,C,B,-192.2037389335309,C,A,1
Non-Veteran,Other,51-65,Other,-94.86632759725563,E,E,129.15519528795275,E,C,0
Yes,Heterosexual,18-25,Jewish,141.4814266266115,C,C,-40.11718364226909,D,A,0
No,Bisexual,36-50,None,-13.791393744020267,C,B,-44.47092357618245,D,E,0
No,Heterosexual,51-65,Christian,264.2615776335088,D,B,56.42617875751099,E,E,1
Non-Veteran,Homosexual,51-65,None,34.39488400862828,A,C,-87.26013219213465,E,E,1
No,Heterosexual,18-25,Muslim,-33.746130054951465,B,A,-29.80780827991613,B,E,1
Non-Veteran,Homosexual,51-65,Other,-47.91482160472446,D,E,15.922987130663829,E,D,1
Non-Veteran,Homosexual,18-25,Jewish,119.91584932067943,E,B,132.71970387777426,D,D,0
Yes,Other,18-25,Muslim,-69.76633565926865,C,E,20.32249882206816,E,A,0
No,Homosexual,65+,Muslim,42.574110786486855,A,C,-115.77409635771649,B,B,1
Non-Veteran,Heterosexual,36-50,Jewish,59.04457677074535,B,D,-58.97961479027947,B,B,0
Veteran,Heterosexual,26-35,Other,-56.24942750353015,B,B,-257.4062214334821,A,E,1
Veteran,Heterosexual,65+,Hindu,126.76481311480869,D,E,-159.4111530454734,B,D,0
Yes,Heterosexual,36-50,Other,-74.93383811132541,B,A,99.70368798705839,A,C,0
Yes,Other,65+,Muslim,51.80699714128274,A,E,-102.16821700162551,B,D,1
No,Homosexual,18-25,None,-18.412122979702165,D,C,-45.22129171071825,A,D,1
Veteran,Other,65+,Muslim,54.03800188611291,B,E,85.18983263063312,B,D,0
Veteran,Heterosexual,36-50,None,-63.054389880256814,C,A,-27.859297672551143,C,D,0
Veteran,Bisexual,18-25,Muslim,46.19250816125981,A,E,-57.41410409864313,E,A,0
Veteran,Bisexual,36-50,Christian,-66.22882866557745,C,C,184.76281726087643,C,D,1
Non-Veteran,Heterosexual,26-35,Other,20.155898033613784,E,E,-141.55294175297755,B,A,1
Veteran,Bisexual,65+,Hindu,143.5670914021306,A,E,95.10492580928724,B,B,1
Non-Veteran,Bisexual,36-50,Buddhist,90.05596414908341,A,B,23.010749172729977,D,B,0
No,Other,26-35,Jewish,127.38409288593104,A,A,-122.21347340228732,A,D,1
Non-Veteran,Bisexual,26-35,Muslim,-113.49150752078413,D,B,-38.164122753881,A,B,1
Yes,Heterosexual,36-50,Hindu,-35.329537342930486,C,B,14.472373494174972,D,C,0
No,Other,51-65,Buddhist,153.15201310269768,A,E,-40.44365222151981,A,E,0
Non-Veteran,Homosexual,65+,Muslim,98.5822407371985,E,C,-182.06583224772425,D,C,1
Non-Veteran,Other,65+,Hindu,-135.69069489910154,A,E,-80.67821405208143,E,B,1
No,Bisexual,26-35,Hindu,82.1626315262558,D,B,-43.064087058057446,C,C,1
Non-Veteran,Heterosexual,18-25,Jewish,-28.814773204152406,B,E,-13.710603751470451,D,E,1
Non-Veteran,Homosexual,18-25,Buddhist,87.44383620108161,D,D,24.470812978170116,D,B,0
Veteran,Other,18-25,None,82.87839770777241,E,D,-11.625123902391394,E,B,1
Yes,Heterosexual,51-65,Jewish,-49.65590861438954,E,A,-174.7827016222965,D,E,1
No,Homosexual,18-25,Buddhist,54.00713429958207,B,A,95.01679400102465,B,C,0
Non-Veteran,Other,18-25,Jewish,32.379452638801716,D,C,169.4857920872834,E,E,0
No,Homosexual,36-50,Other,76.97498622144334,A,D,-118.59677227325759,E,B,0
Veteran,Heterosexual,36-50,Other,-24.030013113212107,E,C,64.67550313343689,B,C,1
Non-Veteran,Bisexual,18-25,Buddhist,63.67378796428426,C,B,-144.42983774120114,A,E,0
Veteran,Bisexual,51-65,Christian,-37.11132860248685,A,C,-48.98660462924093,D,D,1
Yes,Bisexual,65+,Buddhist,57.634178746921464,C,A,105.4440805245162,A,E,0
Non-Veteran,Other,36-50,Hindu,-48.889663592059215,C,D,36.104304141593744,B,E,0
Yes,Bisexual,18-25,Christian,-9.159071757098065,A,A,0.8686579239071077,B,A,1
No,Bisexual,36-50,Muslim,225.1452701454896,B,C,170.44225666582233,D,C,1
Non-Veteran,Bisexual,65+,Christian,-152.02336696690978,E,B,85.61773894563993,B,D,1
Yes,Bisexual,26-35,Christian,-68.07209070556743,D,A,338.42975361954893,A,C,0
Veteran,Homosexual,36-50,Muslim,182.76925294239425,D,E,-4.6273337486908686,E,A,1
Veteran,Other,18-25,Hindu,-27.32791201042868,B,E,138.34965243479235,B,B,0
Yes,Other,36-50,Jewish,-66.11610383118682,A,C,-243.32879138431184,E,B,0
Veteran,Bisexual,36-50,Hindu,-140.5083347392449,C,C,39.40990291819848,D,C,0
No,Bisexual,65+,Muslim,156.62483169169826,C,D,-112.8546180728526,A,D,0
Yes,Bisexual,18-25,Muslim,-44.678830237149114,A,C,-30.640656063603,E,E,0
Non-Veteran,Other,65+,Christian,25.538304453271266,D,B,69.79200696277555,C,E,0
Veteran,Bisexual,26-35,None,-168.78740205856462,D,D,-93.97012173721778,D,E,1
Non-Veteran,Bisexual,36-50,Hindu,115.32637441501312,B,D,122.59942477053313,E,A,0
Yes,Bisexual,18-25,Christian,66.0688864792112,C,B,88.832323096281,C,C,0
Veteran,Other,65+,Christian,-61.43436824334045,B,C,58.1325786125631,A,E,1
Non-Veteran,Other,51-65,Christian,-117.84521738340456,C,A,-66.94454505192432,C,A,1
No,Bisexual,26-35,Jewish,-53.61406464416132,C,B,-50.47552063515609,D,A,1
No,Homosexual,18-25,None,170.0677671226469,D,E,-7.398459593623883,A,A,1
Veteran,Homosexual,65+,Buddhist,-56.49893005546163,A,D,-152.9406541221483,C,A,0
Veteran,Heterosexual,18-25,Jewish,-20.810389918958744,C,C,-65.71148362034427,A,B,0
Non-Veteran,Heterosexual,36-50,None,47.0386068574929,E,C,149.5562109823389,C,D,1
Non-Veteran,Other,26-35,Buddhist,-17.380186637480506,C,E,-6.752233566196464,A,E,0
Non-Veteran,Bisexual,36-50,Hindu,211.58853816678595,C,B,49.987758551406245,E,E,0
Non-Veteran,Other,36-50,Jewish,15.579311155039962,B,C,-103.69299583508584,B,D,1
Non-Veteran,Other,65+,None,-89.15888091398212,D,D,54.17746200223144,D,B,1
Veteran,Homosexual,65+,Hindu,177.33002778676467,D,D,49.415903263355595,A,B,0
Veteran,Other,18-25,None,37.902204096532614,E,A,-19.355966107600747,B,E,0
Veteran,Homosexual,36-50,Hindu,287.19675343945704,A,E,-48.862267685418715,C,D,1
Veteran,Heterosexual,26-35,Christian,69.1791476809382,E,D,118.59433678908542,C,D,0
No,Homosexual,65+,Other,154.81825410931276,D,D,49.482481138768954,A,C,0
Veteran,Heterosexual,36-50,Other,-112.7953324100417,B,D,32.103573271842414,E,A,1
Non-Veteran,Bisexual,26-35,Jewish,-13.421360823164715,D,E,-30.410489681352832,B,C,0
Veteran,Homosexual,18-25,Other,125.09643199048637,B,A,-90.74933966550948,E,A,1
No,Other,36-50,Muslim,-31.06298253386716,C,A,-48.82771076333508,E,D,0
Non-Veteran,Other,26-35,Hindu,-40.502030149363335,D,B,158.94176494970148,E,B,0
No,Bisexual,51-65,Jewish,97.21734048095352,C,A,-104.18999412621321,E,C,1
Yes,Homosexual,51-65,None,-33.35569468374852,B,A,-100.03606345073857,C,D,0
No,Homosexual,26-35,None,63.371334297098244,C,E,-41.8508219128535,A,E,0
Non-Veteran,Other,65+,Hindu,-96.95129048673758,D,A,-170.40847530970206,B,C,0
No,Homosexual,26-35,Hindu,-37.43060669439418,B,C,-48.80383814411584,B,E,1
Yes,Other,26-35,Buddhist,-15.35058744452629,A,D,-46.19671437612366,C,B,0
Non-Veteran,Other,51-65,Hindu,-5.14586955919577,B,C,2.635586628581759,C,E,1
Yes,Heterosexual,65+,Hindu,50.2632292608156,B,B,-87.55511311770844,D,A,0
Yes,Bisexual,51-65,Hindu,71.57497159195957,B,A,-35.26757781369738,B,A,0
Non-Veteran,Heterosexual,36-50,Buddhist,160.76113609474422,D,C,6.16814587291254,E,C,0
No,Bisexual,18-25,Christian,-167.8137279613685,C,C,-142.07488733081814,E,A,0
Non-Veteran,Other,36-50,Christian,103.63156662990063,A,A,-50.444788041990066,B,C,1
No,Homosexual,18-25,Muslim,208.02690395352954,C,C,106.99505827079807,C,A,0
Veteran,Heterosexual,18-25,Other,-114.48081606515517,B,E,-248.74591660697587,B,B,0
No,Other,36-50,Christian,-94.9663813202904,C,D,-22.92502243639305,B,E,1
Non-Veteran,Bisexual,36-50,Christian,31.309757929117215,C,B,9.10205749019272,A,B,1
No,Homosexual,26-35,Other,-296.70222400189823,E,E,42.97223782544342,A,C,1
Yes,Heterosexual,18-25,Christian,56.149614427257966,E,E,219.35120160682797,D,B,1
Veteran,Bisexual,36-50,Other,153.8150218895639,B,A,-93.44516594100816,E,A,0
Non-Veteran,Homosexual,51-65,Muslim,-20.21238702801632,C,D,-74.86602871000122,A,A,1
Yes,Bisexual,26-35,Christian,8.31093462405417,B,A,61.56042176159846,A,D,0
Veteran,Homosexual,26-35,Christian,-69.99757480775543,A,A,107.63548613898087,C,D,0
Non-Veteran,Bisexual,26-35,Other,-56.05730573615162,A,A,-96.98164151440257,A,E,0
Non-Veteran,Other,18-25,Muslim,-156.4813983546789,E,A,-32.01820270996606,E,C,0
Yes,Heterosexual,26-35,Hindu,-8.075801458373999,B,B,78.0253212757319,B,B,0
Yes,Homosexual,65+,None,84.09496075952026,B,E,56.61409413106973,B,C,0
Non-Veteran,Bisexual,51-65,Other,-123.70116967423787,E,B,2.4871068309050672,C,E,0
Veteran,Bisexual,65+,Jewish,-70.44330382949938,A,E,-5.810539918674873,C,E,0
Veteran,Heterosexual,36-50,None,-5.659402171656936,B,D,-55.49605670810581,A,A,1
Non-Veteran,Homosexual,65+,Jewish,-173.03763391680133,E,A,91.9980641418454,C,A,0
Non-Veteran,Homosexual,18-25,Jewish,-150.80572017963846,A,B,-109.0449973003227,D,B,0
Yes,Heterosexual,65+,Muslim,25.260714974349007,B,B,-62.8866534302102,B,A,0
Non-Veteran,Bisexual,26-35,Jewish,-53.75830544046958,C,E,8.348534583455553,B,C,1
Veteran,Heterosexual,65+,Muslim,69.84373951614843,D,E,-163.91339018092407,D,C,0
Non-Veteran,Other,18-25,Muslim,165.963441204963,C,E,-33.309244900797886,C,C,0
Veteran,Homosexual,26-35,Muslim,184.58785179369667,B,B,-183.81237323723215,C,E,1
Veteran,Bisexual,18-25,Buddhist,55.35878040475198,C,B,36.90514254312885,C,C,1
Non-Veteran,Other,65+,None,70.55460456290744,E,D,117.43559337653974,B,D,1
No,Homosexual,65+,Other,19.357317664850047,B,D,107.63379651191023,E,C,0
Non-Veteran,Heterosexual,65+,Hindu,3.656954196019758,E,D,125.65198389873098,E,C,1
Veteran,Homosexual,51-65,Muslim,55.084611901431366,E,B,12.362445896669488,D,D,0
No,Homosexual,51-65,Muslim,-197.25426701350037,B,C,-133.45176061150917,E,C,0
No,Bisexual,51-65,Jewish,-22.711020521550523,B,C,-60.78522209862185,C,C,1
Veteran,Other,36-50,Buddhist,-87.98851985227283,C,B,-37.09845295753931,B,A,0
Veteran,Bisexual,51-65,None,-72.65004187029115,E,E,54.6432369161765,A,C,1
Yes,Heterosexual,26-35,Hindu,-3.553127783580919,A,B,121.79034561413988,A,A,1
Non-Veteran,Heterosexual,65+,Christian,-54.360507272934846,A,A,-12.070608934625927,E,B,1
Yes,Bisexual,18-25,Buddhist,84.91061821222148,B,A,-109.1007144370333,B,A,1
No,Bisexual,36-50,Muslim,32.92031730318698,A,E,173.41024406382544,E,E,1
Veteran,Bisexual,51-65,Hindu,-98.96231487555265,C,C,-163.43834749132634,C,C,0
No,Homosexual,65+,Hindu,-14.610496939360228,C,D,214.9484583284814,A,B,0
Non-Veteran,Heterosexual,18-25,Other,-160.50978131552245,D,D,-60.50699095432932,E,B,0
Veteran,Other,51-65,Buddhist,21.57456957693675,A,A,-116.30906840121884,A,B,1
Veteran,Bisexual,18-25,Hindu,96.20049281433009,B,D,71.72030337189375,B,B,0
Yes,Heterosexual,51-65,Muslim,-201.3542140192231,C,E,41.502797912484496,A,B,1
Non-Veteran,Heterosexual,18-25,Muslim,-55.81562768346689,C,E,-61.00943175304149,E,D,1
Non-Veteran,Bisexual,51-65,Jewish,-203.62247085396925,D,B,173.41881923629265,E,E,0
Veteran,Homosexual,65+,Jewish,-15.576599863141604,E,D,36.83968327092395,B,C,1
No,Homosexual,51-65,Other,-60.515323583840384,B,D,-50.4122644233516,E,D,1
Veteran,Bisexual,18-25,Buddhist,-45.454673275527064,A,A,-110.05312813197652,B,B,1
Non-Veteran,Bisexual,51-65,Other,-76.8097004683602,A,A,94.33925250862228,B,C,1
Non-Veteran,Bisexual,51-65,Christian,18.84406341479242,B,A,-69.03677625242771,D,A,1
No,Other,51-65,Other,-77.14664612828317,A,D,-168.01094375973895,D,D,1
Veteran,Other,51-65,Hindu,-184.55357333666336,B,E,-94.88889683868545,A,C,1
No,Homosexual,65+,Christian,104.58263882045051,D,B,-83.4196973450686,B,A,0
Yes,Homosexual,26-35,Muslim,17.826835190588756,E,D,-25.98251007284785,B,A,0
Non-Veteran,Heterosexual,65+,Muslim,150.88955086470375,A,D,-35.294601966205505,E,B,0
Veteran,Bisexual,51-65,Hindu,15.439319633322063,D,B,-83.68944022378379,C,E,0
Yes,Homosexual,26-35,Jewish,-132.33960449821606,B,E,-18.297241498051037,D,D,1
Veteran,Homosexual,36-50,Other,-14.623725617654703,E,E,113.16928799374719,D,B,0
No,Heterosexual,65+,Muslim,132.83594502078046,E,A,5.027599227843,B,B,0
Non-Veteran,Homosexual,65+,Muslim,-2.3414445811507343,E,C,21.954875997057645,E,A,1
No,Other,18-25,Jewish,251.01905878787133,A,B,64.70393232606278,E,A,0
Veteran,Homosexual,65+,Other,-22.954673833108536,D,B,93.56274379865127,E,C,0
Veteran,Other,18-25,Buddhist,8.489113460098574,E,B,-198.8640127101163,A,E,1
Yes,Heterosexual,51-65,Jewish,214.1712642406582,C,D,104.00379802021726,B,E,1
Veteran,Other,18-25,Christian,58.719293997450485,B,B,52.33545402199019,E,A,0
Yes,Heterosexual,18-25,Muslim,59.58066420549589,E,D,86.31214819463527,A,B,0
Veteran,Bisexual,36-50,None,44.582248002758256,B,D,109.73187885124524,B,C,0
No,Homosexual,26-35,Jewish,-147.92358537379386,B,A,70.09238386337843,E,B,0
No,Other,36-50,Buddhist,18.09016565467784,D,B,122.76335530163041,D,E,0
Yes,Homosexual,36-50,Buddhist,121.49081781459192,B,D,-109.66447596286177,D,B,0
Yes,Heterosexual,26-35,Jewish,79.91321813973533,B,E,39.22550586234902,B,E,1
Non-Veteran,Homosexual,18-25,Other,-288.9233651403488,E,C,18.371392311827417,A,E,1
Yes,Homosexual,36-50,Jewish,8.01077602865921,A,A,92.97342734383348,A,D,1
Non-Veteran,Homosexual,51-65,Other,18.331680142552784,C,A,-94.22845193301846,C,B,0
Non-Veteran,Homosexual,51-65,None,-20.684043907534413,E,A,-1.8255250248839567,A,D,1
Non-Veteran,Bisexual,65+,Muslim,3.8784294934179884,E,D,199.75492040418928,A,A,0
Non-Veteran,Bisexual,26-35,None,-90.54716441570862,E,C,22.62324176449988,C,E,1
Yes,Other,51-65,Buddhist,163.5287231716905,E,C,126.8732094911389,B,D,0
Non-Veteran,Other,51-65,Buddhist,-90.46447629411766,D,E,105.94059481408671,B,E,1
Non-Veteran,Other,36-50,None,2.390361094062238,E,C,-51.20661714487189,E,C,1
Non-Veteran,Bisexual,36-50,None,-47.46633066266742,A,B,51.494066392675904,B,B,1
Veteran,Heterosexual,36-50,Jewish,-134.82418767574677,A,C,-130.7017869416949,C,D,0
Yes,Homosexual,36-50,None,-14.939654623713036,C,A,93.08430859625804,A,A,1
Non-Veteran,Heterosexual,18-25,Jewish,-79.09705459721862,E,D,148.5903172732738,B,C,1
Veteran,Bisexual,51-65,Muslim,-138.27345755517695,A,A,-52.29415350151869,A,A,1
No,Homosexual,65+,Christian,84.1432245930389,A,D,-122.09101146209295,E,C,0
Veteran,Heterosexual,26-35,Christian,-10.418886365438766,D,D,6.266034559878298,C,A,1
Yes,Other,36-50,Christian,-136.1233363474416,B,E,34.673698861386,A,C,1
Non-Veteran,Homosexual,51-65,Other,85.69295743024576,A,B,-13.79438702903855,B,D,1
No,Homosexual,51-65,None,-23.659087956126104,C,A,-48.58688475106209,C,C,1
No,Heterosexual,65+,Christian,81.14388236489843,C,A,-51.51976784345121,B,B,1
Non-Veteran,Bisexual,26-35,Other,-29.073992467020155,B,E,67.59548688754813,A,A,0
Veteran,Other,36-50,Muslim,-61.27765987766897,B,A,120.50066316553882,D,A,1
Non-Veteran,Homosexual,26-35,Other,-64.40053983224108,D,B,66.35097246268437,D,E,1
Non-Veteran,Bisexual,51-65,Buddhist,26.949927530688246,B,A,24.977493491066628,C,E,1
Veteran,Heterosexual,26-35,Other,15.769092502553923,E,D,-54.86582776960635,D,D,1
Veteran,Heterosexual,51-65,Other,47.00729393613581,A,E,21.199266151164075,D,A,1
No,Homosexual,26-35,Buddhist,57.01801736643694,A,B,-5.494471366935633,E,C,0
No,Other,18-25,Jewish,-121.69618291668228,B,E,-63.99592099839395,B,B,0
Yes,Heterosexual,26-35,None,-42.70670436946098,D,E,-232.0234523043716,C,E,1
No,Bisexual,26-35,Jewish,-156.5257222422468,D,B,-26.309768922825675,D,A,0
Yes,Bisexual,26-35,Jewish,29.67403687370471,C,A,76.67609905067911,A,C,0
Veteran,Homosexual,26-35,Jewish,74.78547762111727,B,E,90.4571878949917,C,E,0
Yes,Homosexual,51-65,Muslim,20.327739606436264,A,E,-119.74840390324664,E,D,1
No,Other,26-35,Hindu,1.3979408785695155,D,D,29.884554813967966,E,B,1
No,Other,51-65,None,10.719504640043068,B,D,200.3933851674423,E,D,0
Yes,Bisexual,51-65,Buddhist,99.51632022230365,B,E,-39.87490741527559,A,E,1
Yes,Bisexual,51-65,Other,-9.326509808039676,A,E,-1.9550364365571826,A,A,0
No,Homosexual,51-65,Other,58.166039625276014,C,A,2.112919839544823,E,D,0
Non-Veteran,Homosexual,36-50,Muslim,-61.37645832944867,A,C,122.58377875581898,C,E,1
Yes,Homosexual,18-25,Christian,117.92971029214236,A,D,-14.660244661662759,D,A,0
Yes,Heterosexual,18-25,Other,97.38486426401649,D,D,177.7654804607641,E,C,0
Non-Veteran,Homosexual,65+,Muslim,-16.223078120731593,C,C,65.22642320466339,E,B,1
Yes,Homosexual,51-65,Jewish,-90.1395797786414,A,C,-44.3875019681825,D,C,0
Yes,Heterosexual,65+,Buddhist,74.72933501403308,A,C,113.59968439994054,D,D,1
