anos,religion,sexual_orientation,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,target
47,Buddhist,Homosexual,-44.44756737483734,E,C,E,C,A,91.74923971203515,E,A,-56.33393244554256,E,153.34436550183338,A,C,B,0
18,Hindu,Heterosexual,130.62500332418284,B,D,B,A,B,-64.26409937502396,E,D,57.50127442964321,C,27.929783476180464,E,B,C,1
50,Buddhist,Heterosexual,146.33455567715112,A,E,B,C,B,-10.947608776855047,B,D,11.762239851513757,D,67.79609075274277,C,A,A,0
29,Buddhist,Other,-50.675440142300396,C,D,C,D,C,-83.00927466070794,A,C,-18.375521321974183,C,-42.53882237637683,A,B,A,0
47,Jewish,Bisexual,-60.65226032564933,C,A,D,B,E,22.920314134571402,E,B,78.38300112350495,B,20.168703077192774,A,E,E,0
71,Buddhist,Heterosexual,83.13733549640408,D,A,D,B,E,27.269619029399124,A,E,182.96977735653653,E,33.20759794741125,E,C,D,1
51,Christian,Homosexual,-119.12032369815348,B,C,B,C,D,-17.780749035558514,A,C,-126.68678742893024,A,155.48367855472387,C,B,B,1
56,Buddhist,Other,-47.94812793247298,D,A,D,E,D,57.37624946362786,B,B,-90.56165203281003,C,-1.5987901006615999,D,B,A,0
48,Hindu,Other,32.772284627077916,A,A,D,D,C,-33.97253587065258,A,B,10.422929182289781,E,57.99304013646371,B,D,C,1
76,Buddhist,Heterosexual,-45.035632974980416,B,B,A,A,D,260.9942943708638,B,C,75.53461035379647,D,-40.653948244985585,C,B,E,0
60,Muslim,Other,-12.858290779378734,A,A,B,A,B,-39.78735963930236,C,E,88.21998022737671,A,10.856117469641493,D,A,E,1
29,Hindu,Heterosexual,-75.11888480658611,B,B,C,B,E,220.18485528071074,D,E,-106.38252109137565,B,7.958831776281353,B,A,A,1
27,Muslim,Heterosexual,-79.31299911456573,C,D,D,A,B,8.265403798332432,A,A,-35.973822600430964,A,62.19307466782422,A,E,D,0
52,Jewish,Bisexual,24.347954134313824,B,C,E,B,D,121.04175239505257,A,E,-72.42214124732106,C,211.62507365093774,D,E,A,1
35,Jewish,Bisexual,46.578710431526,D,A,C,C,B,174.18102631812488,D,E,413.83303783651814,B,-119.74409335529815,E,B,B,1
38,Hindu,Heterosexual,-47.780606730327925,E,D,D,A,B,-51.88530477068559,E,A,-97.72318990655128,D,-8.03660184979714,E,C,D,0
77,None,Heterosexual,-59.96580050401445,B,B,C,D,A,84.75958139651365,C,A,75.67011498612482,B,-95.06031035669037,E,B,C,1
22,Buddhist,Other,18.31304881117122,B,C,D,E,D,-111.57713090365253,B,D,-306.43074040595195,E,39.438216538188726,C,A,A,0
48,Hindu,Homosexual,71.1535948536652,E,A,D,E,C,2.388149799318801,D,D,-46.10909191557088,D,245.30316031254364,A,B,E,1
20,None,Heterosexual,19.472789849172738,B,D,D,C,B,-177.9307237493636,B,E,-23.29640871960043,D,-26.93325251885011,E,D,A,0
47,Hindu,Other,-87.42261815419144,D,D,B,D,B,-45.429998090290745,C,E,122.81241015699695,B,119.31327838903694,B,B,D,0
52,Other,Bisexual,17.793290073961685,C,A,C,B,E,8.000656717739666,B,D,-10.747872490463575,B,94.1066600720913,E,B,A,1
69,None,Other,-160.56391078016387,B,E,D,A,D,-225.49693266038017,B,D,42.93023644395983,D,-78.11248450430017,B,A,A,1
29,None,Heterosexual,16.901202796268283,D,D,B,B,D,15.485411279794176,C,B,39.734453148558316,C,210.67879370170343,D,E,D,1
53,Buddhist,Bisexual,-66.36687499184778,A,B,A,A,B,66.01251379945677,E,A,-87.18353056200134,C,3.077797384845746,E,B,A,1
38,Other,Bisexual,193.16791656166416,D,E,C,B,A,168.10304801135473,C,C,16.472233000831036,A,9.267152371248866,A,C,B,0
30,Jewish,Other,12.831906040339266,B,E,D,E,A,170.48173572578733,B,D,-28.410687434846565,A,93.40581720346822,B,E,D,1
33,Jewish,Homosexual,-47.41199134777501,A,C,C,C,D,-8.105872783499613,D,E,-54.690928652487095,E,-110.84775817778932,C,C,C,1
30,Hindu,Homosexual,141.8167102600507,A,C,A,E,C,-94.10923680513228,D,D,79.34425873058626,A,5.774781347980174,A,C,C,1
76,Other,Heterosexual,31.080122315222113,D,E,E,D,D,24.774168711150377,D,C,-33.18005718284457,B,-116.05905378019673,C,B,A,0
66,Hindu,Bisexual,47.23403127315615,A,C,E,B,C,-111.8659027666306,D,A,36.05352196953422,C,72.70389351637222,E,A,C,1
71,None,Heterosexual,-114.18829853102537,C,B,B,D,D,-3.3943002912078453,E,E,131.99716996659208,E,-69.44421150646512,B,A,A,0
40,Hindu,Other,241.27137352632482,A,D,E,A,E,156.23880829116595,D,A,45.43357825027006,B,-209.20292958226057,A,E,B,0
58,Other,Heterosexual,-131.22588915719916,A,A,A,C,C,33.77873407704919,B,E,174.40706377416998,D,-25.52537998982871,A,D,B,0
30,Buddhist,Heterosexual,-195.18645957214562,A,E,D,D,C,-33.78646675140945,C,E,162.36724132597018,D,-86.77847893970748,C,C,E,1
25,Other,Homosexual,133.0947452147036,D,A,A,D,A,48.64572704955589,B,B,3.428698280785248,D,-42.93262854770724,B,E,E,1
47,Christian,Other,152.94216788301227,C,C,A,D,D,-148.99416078261908,D,B,26.594397501314322,A,-8.42434062466742,E,B,E,0
71,Christian,Homosexual,70.49059213198025,D,E,D,E,E,-131.51349801184688,B,B,-32.146706480109074,E,-58.42792783034878,A,E,A,0
47,Christian,Other,-78.89623675468982,D,C,A,D,C,-135.5508841787733,B,D,86.52436147150807,A,-70.49805612943241,C,A,A,1
44,None,Other,-53.771198675151844,A,A,D,A,A,33.46750325873788,D,A,-77.65664670786767,E,123.04904128505285,B,E,A,0
33,Hindu,Heterosexual,-155.95330449029927,C,B,A,C,C,-14.07986723413342,E,E,-11.109402274167445,C,-61.710038731670146,D,D,A,1
54,None,Bisexual,-0.7714954542291179,B,A,D,B,A,-120.54555411523353,E,A,-96.0975516335675,A,-21.28451526255138,A,D,A,1
46,Hindu,Homosexual,-188.49117400892027,A,E,D,C,E,29.340466188122928,E,C,84.11169365870401,B,-80.88793153132698,A,A,B,0
58,None,Homosexual,37.53425683920725,C,B,B,A,A,44.70969495853219,C,C,-50.43225384546388,E,86.95420568705707,E,B,E,0
65,Jewish,Heterosexual,156.62314940137625,E,C,B,E,B,130.21361249274972,E,C,-45.8127304689396,B,-25.569930783628163,E,B,B,0
35,Jewish,Bisexual,-263.6573268642885,A,A,D,B,C,-54.24911056173679,C,C,36.28372765790201,A,-63.63780160705274,D,B,B,1
38,Other,Bisexual,-14.834962606577356,A,A,E,D,C,74.872017963436,A,E,76.02580995288506,E,-67.90704822811313,B,A,A,0
53,Muslim,Heterosexual,-125.98744713125566,D,D,E,D,E,13.18845624890719,E,C,167.69072017244983,E,28.061548516605367,B,C,A,0
62,Jewish,Homosexual,118.8131275293938,E,E,E,B,C,133.3288939067326,C,C,-88.40186357230118,D,71.43018323294055,E,D,C,1
77,None,Bisexual,-91.20231193462803,E,A,A,B,C,-3.5888935221167353,E,E,-194.02475385481276,C,-24.335622155264822,C,A,B,0
36,Buddhist,Heterosexual,19.65431321222404,D,E,C,A,C,-70.7200420436374,A,A,28.573947399234473,A,6.061059784416771,E,B,E,0
65,Other,Bisexual,-53.131620985756534,A,D,D,A,D,37.58927347073257,D,C,-44.21861376955854,D,-0.6305217272370656,A,B,A,0
78,Jewish,Heterosexual,43.465274019000745,A,C,D,A,C,77.32437154672046,D,B,-116.93061024440388,E,-16.451336803778702,A,A,C,1
35,Hindu,Other,-175.51246661982736,B,E,E,D,E,-31.29088204590734,B,D,23.127904948439514,B,-30.029923786958346,C,A,C,1
77,Other,Heterosexual,-105.45251842595957,A,A,E,C,D,-140.1191061791193,B,C,105.18129940455452,B,155.9447000609693,D,D,A,1
53,Other,Heterosexual,46.31690439614345,E,D,E,A,B,-55.02674773539654,C,A,228.04122323330836,E,-50.19797739489816,C,C,A,0
69,Jewish,Homosexual,-19.56818372363662,A,C,D,A,A,-16.01384179316005,C,D,68.95755538277454,E,90.85364354200276,E,C,B,1
48,None,Other,124.11378715538642,B,A,A,E,B,-38.73083836303983,A,E,-48.18238151687403,A,25.338548108145925,B,C,D,0
61,Christian,Homosexual,-30.40520703068482,D,D,B,A,C,-71.0570078298696,E,D,30.89177968673092,C,67.34579658446933,D,B,E,0
30,Hindu,Other,-59.252675679809265,D,D,E,C,E,248.28934185965306,B,D,62.48775376070085,A,66.70409214797182,E,D,A,1
74,Muslim,Other,3.808904784333781,C,E,C,E,D,32.323934246793165,E,C,-94.74700643664336,D,-17.72029370508241,A,E,B,1
38,Buddhist,Homosexual,-51.314718801040286,A,A,D,B,C,42.71423999174817,A,E,96.74977821593312,A,-44.345953546217274,A,E,C,0
38,Christian,Heterosexual,-36.66631271672628,E,E,D,C,C,112.76542884788758,E,B,-43.03282639133189,E,147.85735060808162,E,B,A,0
19,Buddhist,Other,71.9768213385641,B,E,C,C,B,-26.81683186463748,C,B,-44.905172440296965,D,41.56606497025484,E,E,D,0
59,Christian,Bisexual,91.63100963151224,C,B,D,C,B,-90.9284771168818,B,C,103.9169145566484,E,119.38727067054053,E,A,A,1
22,None,Homosexual,15.390335186905396,B,B,E,A,B,-24.477623638138656,D,B,-108.39180949850271,E,-119.48131358535944,A,D,E,0
53,Muslim,Heterosexual,-162.86422519718658,D,A,E,B,C,147.9393443723835,C,D,89.0834018707551,D,31.804958938862793,D,B,B,1
60,Muslim,Homosexual,-132.085565528442,A,A,B,D,B,81.41177676932766,C,B,-0.06326727613628855,A,57.39098412872272,A,A,B,1
31,Other,Bisexual,-122.7053321718204,B,B,C,E,C,165.8132510000473,A,E,-136.90711663090948,A,126.90685586365905,B,A,A,1
75,Other,Bisexual,113.10817823965998,B,C,E,E,A,-49.75280223674391,B,B,134.61103358056386,D,-131.3700108896545,D,A,D,0
23,Muslim,Heterosexual,-105.19169165343428,D,A,C,A,D,-95.77122276253539,A,E,-113.44710534137681,D,-41.323088582701075,B,A,A,0
42,Muslim,Heterosexual,-114.6123399813511,D,A,D,A,D,-197.6524089550641,D,E,128.0622554310312,C,251.1486477416171,D,D,E,1
58,None,Homosexual,-67.24873117332827,E,D,D,A,A,74.8517787635768,C,B,-7.621158371708245,A,34.823660195018846,A,E,C,0
31,None,Heterosexual,-76.99111960073563,E,E,D,B,A,122.75156636946811,D,E,132.58683661873238,A,-169.05974986866445,E,D,E,1
74,Other,Homosexual,155.05675759214736,D,A,A,E,D,118.70681902192656,A,E,157.10143583091278,B,-138.58465832140323,B,D,D,1
38,Hindu,Heterosexual,123.41403794079974,C,B,D,A,A,-90.35272850385032,A,A,86.62934587009525,B,-2.331671931845438,B,D,B,0
69,Buddhist,Bisexual,-88.89199049611071,E,A,B,C,B,141.3537412542934,E,B,34.13365132637326,C,-45.81256262539021,E,C,B,1
70,Hindu,Other,143.37775085214858,B,B,B,A,E,72.40923339711608,D,A,-64.91281431141657,B,-35.552206341229905,B,A,B,0
49,Buddhist,Heterosexual,-45.998696499354644,D,C,A,C,B,-114.68609707503292,C,A,53.77979133591341,A,-3.4268937315030676,C,B,A,1
51,Other,Heterosexual,-58.64606145665078,B,B,D,D,D,46.436065393043144,B,D,70.94487550840543,B,-91.41957492874401,C,B,D,0
53,Muslim,Bisexual,-8.123055333995335,C,D,A,D,E,75.82537186055184,D,E,-90.65977924425218,E,18.487287397787405,E,A,E,0
21,Muslim,Other,-54.83332665074167,A,E,D,D,C,-74.27307259309313,A,D,-172.0028966565361,C,262.9224166992906,C,E,B,1
40,Muslim,Other,-163.765385249784,E,C,C,B,B,12.881186813098589,B,B,45.93611748698527,D,71.149904775535,B,D,A,0
28,Hindu,Bisexual,-37.020354520796666,B,B,C,D,D,-6.656364847935533,C,D,187.12542938713094,A,-60.37041515496734,C,B,C,1
63,None,Homosexual,-79.74046122395589,D,D,C,D,C,-119.82805538315202,B,E,-61.82451341631868,D,-38.445301641223935,A,C,E,0
27,Hindu,Homosexual,-149.75549846945515,B,B,A,C,B,-16.120923896127074,D,C,-61.49692675607653,D,75.09893550086366,C,E,C,0
24,Buddhist,Other,-29.90734362496713,D,C,E,E,A,212.71540397669457,E,D,140.68340813734395,B,1.9010362137111116,C,E,E,0
37,None,Other,161.9981036788992,B,E,E,A,A,-17.44481073533798,D,C,-50.53065762608069,C,-200.35182634254335,C,D,B,1
36,Buddhist,Heterosexual,29.718880411889508,D,D,D,A,B,115.85968644474791,C,A,117.04572624284938,A,136.0288618965686,C,D,D,0
24,Other,Bisexual,120.46034053783576,B,C,D,E,D,155.4409432356641,C,A,-103.02118448438623,D,-24.122849870022478,D,A,A,1
33,Hindu,Homosexual,-90.59268261272042,C,E,B,E,E,-154.97982369092173,E,A,20.783305118250855,E,109.29591208119113,B,D,A,1
73,Christian,Homosexual,9.706124244276305,E,D,E,C,E,-69.87770519273937,B,C,-8.727885953668709,D,22.947836843248005,B,C,A,0
70,Jewish,Other,-33.491667861038074,D,B,A,E,D,-10.429101884991281,A,C,-168.35890663112622,E,-236.4573102438479,D,E,B,1
20,Buddhist,Other,-54.34812111165239,C,C,B,B,A,169.09244880370994,B,A,73.65029297455952,B,74.18011004133675,E,D,D,0
35,Jewish,Bisexual,29.49892586596051,A,E,C,C,E,-38.20126896791782,D,D,218.18398696501367,D,67.43816554914706,B,C,A,0
27,Jewish,Homosexual,-47.0239859161728,B,B,B,E,C,-266.5814468131946,C,D,54.8826985500744,B,33.36937822604708,E,E,A,1
75,Muslim,Heterosexual,163.3792264900566,C,B,D,C,E,48.78215545264965,E,A,-23.544008503315585,D,-184.59249847906787,E,B,B,1
35,Other,Heterosexual,75.05807998801342,E,A,A,B,D,-162.3374488659835,C,D,-160.73520587473894,B,63.411415670424454,C,C,A,0
25,Christian,Other,-134.23899610605608,C,C,C,E,E,115.15185108548198,A,A,74.72746753424528,E,-117.74595684431827,C,B,C,1
30,Other,Bisexual,12.922254982403425,A,C,C,B,D,-20.586387116345026,E,C,-21.240445257568574,C,-147.54539692136638,B,E,E,1
47,Christian,Other,56.3971069364006,A,B,C,E,B,-60.547617079893065,B,D,-64.53274735288184,E,-68.77143738294738,E,D,E,1
36,Jewish,Bisexual,-42.0185379895793,C,A,D,A,A,37.092942772140255,E,A,-74.76377196100405,B,181.06397324499588,A,E,C,0
70,Jewish,Homosexual,-65.69466513505786,E,A,A,C,A,7.459021262475233,B,E,4.723062004306614,A,45.59584000079626,D,C,B,0
77,None,Bisexual,12.349312959953137,E,C,E,B,A,36.3387254925527,D,B,1.425701319607397,D,110.13351606018445,D,A,A,1
36,Other,Homosexual,25.79044433150085,B,C,E,A,B,-18.930685521449707,D,C,87.92765353649649,C,-161.18877456597036,E,C,D,0
52,Hindu,Heterosexual,169.21677848444165,B,C,A,E,A,72.73446796513534,E,D,133.627210967896,A,-156.71720541865488,D,A,A,1
48,Christian,Bisexual,113.05474459874078,C,E,E,C,E,76.03458117329139,E,A,-177.30370363853336,A,25.925908249545387,B,D,C,1
35,Jewish,Bisexual,118.13598920006694,D,A,D,E,D,-96.68536793028865,B,E,-22.799319801624605,D,-79.7761951055062,E,B,A,0
49,Other,Other,79.80686072607325,C,A,D,A,B,7.400431078166461,C,C,33.60118218468457,B,24.873542584915278,B,B,C,1
31,None,Heterosexual,120.46148369067416,E,E,B,E,B,20.361898050606985,E,D,29.729984717607078,D,56.142787037692,E,C,B,1
50,Buddhist,Heterosexual,68.2510247518267,C,C,B,A,B,-42.90030646306315,C,E,-37.84233726792051,C,-141.357102444788,C,E,A,1
34,Other,Heterosexual,-137.80300470640444,D,A,E,D,D,-19.11927323943352,D,C,-65.29565370158562,E,-196.27180845463027,D,B,A,0
78,Jewish,Bisexual,63.204892037089586,E,A,E,D,C,14.45665560174306,A,D,24.90192699806873,C,-38.4207883903501,A,A,A,0
22,Hindu,Other,78.07600006787496,B,D,B,D,D,105.84613385483092,B,D,72.05815822921991,B,45.436119145021706,A,D,D,0
36,None,Other,121.12247742484628,A,C,C,E,D,-170.1202910062147,B,C,-268.15174097834273,E,126.42334486267426,C,E,B,1
72,Jewish,Heterosexual,-51.9975144559054,B,E,D,C,E,59.87753362845789,B,A,-65.61934578740176,B,100.67382044216109,C,C,C,1
60,Christian,Other,27.380999706347957,D,A,C,D,E,-15.870885528475892,A,D,106.8850644385205,D,115.40007791980959,A,D,C,1
48,None,Bisexual,102.79483533264022,E,A,D,B,A,29.809850165070994,D,A,169.30222710880383,D,-117.08291015248939,E,D,D,0
64,Hindu,Heterosexual,-18.426358105471163,A,E,D,C,A,96.84505418342084,D,A,-27.826895092855857,A,6.738794319381697,B,D,D,0
28,Muslim,Heterosexual,74.47974497174349,A,A,A,D,D,11.26722863537751,A,E,-10.759753540205422,D,114.35430728391778,B,B,E,1
47,Christian,Other,-1.7606836167693523,A,B,E,E,A,17.059401460501586,C,A,67.64216628602075,A,-39.86445486706411,E,E,D,0
44,Buddhist,Other,20.678947367373144,A,C,C,C,D,-37.954578706030375,B,A,148.44050056457144,E,-67.28008249742203,A,E,A,0
45,Other,Bisexual,-145.88808714164307,D,B,D,C,A,-10.80600692126484,B,E,-61.12902918049509,D,-3.5215477734280873,D,A,E,1
40,Christian,Homosexual,-81.0840053038463,D,B,E,E,D,-65.08770295950661,D,D,204.45189306587963,A,106.07199373312343,C,B,D,0
76,Muslim,Heterosexual,56.236035604166126,C,B,B,A,E,-47.6270138214827,B,D,5.355421593095847,D,-0.41952784913409635,C,B,D,0
25,Muslim,Heterosexual,-42.407094599229275,C,A,A,A,C,241.98513021978414,E,E,23.265361204097434,B,-46.68480366022869,D,A,B,0
79,Buddhist,Other,50.43981614397587,D,C,B,D,E,-108.4600719917353,E,E,-27.106120220677315,C,113.37664848093306,C,D,A,0
41,Muslim,Other,-150.18253262551553,B,C,A,C,E,-70.6882293246683,C,C,37.55376175966196,D,-23.805213939225613,D,D,A,0
38,None,Bisexual,61.88725153286053,C,A,E,E,A,101.03872202158944,A,B,-34.32659465696626,A,-9.837841702567953,D,E,C,1
39,None,Heterosexual,36.17231336023346,D,D,D,E,C,-15.714806606228565,E,C,-22.03984889120178,B,-69.19061308658083,D,E,E,0
22,None,Heterosexual,-3.401933737747853,D,D,D,A,B,-55.294378410140666,B,E,-28.592458592429992,C,-30.81272029264261,A,A,E,1
19,Hindu,Homosexual,-54.11735354171303,D,D,E,A,E,-95.55503105272071,A,E,-116.48951431403259,D,-69.8259040179344,B,A,A,0
72,Christian,Bisexual,-127.3784631932682,C,A,D,C,A,-18.12749227763721,A,B,-28.95029930136774,B,32.15707914108127,B,E,D,1
79,Hindu,Heterosexual,-20.68344403477067,D,D,E,D,A,34.68757985176379,A,C,-73.5088254192865,C,-64.08977973448864,B,C,B,1
42,Buddhist,Other,-107.6713551381281,E,B,D,D,B,13.967049391649006,B,D,26.923995475788015,D,139.91941646856182,A,A,A,1
26,Christian,Other,-146.70359445705768,C,E,B,E,A,18.288065584648,B,D,229.46234473566872,C,-91.03877817091397,C,B,C,0
78,Other,Heterosexual,144.4582532560962,A,E,D,D,B,-65.85528990395508,D,B,-98.40789689419492,A,93.62375220735242,E,C,A,0
47,Hindu,Other,-9.88893838478416,A,E,E,D,B,275.6649641723418,A,B,-177.1432454902759,B,168.01124834086772,A,B,D,0
79,Hindu,Other,18.43212359383839,A,C,E,B,A,-106.9533702611169,A,B,28.87961632200425,D,112.2454854744134,B,B,E,0
27,None,Other,133.93495176052568,D,D,C,B,E,72.75502458533836,A,E,-59.21216130704104,B,67.25352832852703,B,B,A,0
35,Buddhist,Other,-145.13465608914981,D,A,A,A,E,-41.89462477816015,A,A,-123.32529423874196,C,-18.262186967681835,B,B,A,1
64,Other,Heterosexual,-159.60613368443987,A,B,D,E,C,-47.1682771459901,C,A,-34.36686668954794,D,-54.25452649509261,A,E,D,1
50,Christian,Homosexual,-170.76119060814693,C,C,C,B,D,-99.18945202320178,C,E,152.02409113302897,B,-131.43418889257362,E,A,B,0
23,Other,Heterosexual,-178.0467564239658,B,D,D,E,A,-33.78944136470229,E,B,-135.96722514807263,B,-85.18944807267977,B,E,A,0
77,Muslim,Heterosexual,-61.944263968252045,C,D,D,D,D,-98.41818389051778,D,A,-69.05452255991096,A,177.08131530420974,B,E,C,1
54,Buddhist,Bisexual,99.85945957791314,B,E,B,A,B,-89.89819155133752,B,E,-0.24461486116649106,C,245.6737165607543,C,B,C,1
27,Buddhist,Homosexual,121.82922415515205,A,C,C,B,D,67.15101571769524,A,C,-95.56194643310191,C,66.5583394492262,E,C,B,0
73,Hindu,Other,78.97601342406259,A,A,B,E,D,188.5118566854644,D,E,-97.93845737181056,E,-15.285148439647953,D,C,C,1
66,Jewish,Bisexual,105.89884799016414,B,C,E,E,E,31.512111599815757,D,E,-65.67758850128756,A,63.20148059892394,B,E,C,1
46,Hindu,Bisexual,-31.697815017723368,C,A,E,E,A,12.185433813986734,C,D,79.35490106909548,D,115.47169813946884,C,B,B,1
34,None,Heterosexual,229.11477137246843,D,B,E,E,B,-164.4160829529431,C,E,28.783868676553965,E,77.76267159550092,C,D,B,0
32,Hindu,Heterosexual,-12.415843628831668,A,E,E,B,A,-2.9686853319975093,E,B,-171.06441612171645,E,22.59060590033426,A,E,A,1
52,Other,Other,77.24303536269412,E,E,C,A,C,-154.8492130737446,A,C,-152.2646887681171,A,173.16228441211308,D,C,B,1
32,Buddhist,Heterosexual,-87.837196637879,C,D,D,D,B,17.254820615018367,E,E,8.263028519133204,E,-1.1985012113317408,C,B,A,1
78,None,Heterosexual,-8.965803130409492,C,C,E,B,E,-95.79717825308127,D,C,18.797787236732024,E,-20.53405403595308,A,C,E,0
40,Jewish,Other,-223.3526364977199,B,E,D,D,C,97.04449397987564,D,C,22.612568118851204,E,64.22710720886982,C,B,B,1
23,Jewish,Bisexual,13.633722829323922,C,A,E,B,C,34.96793369955557,C,E,5.972366353132464,D,-26.81672273030179,E,A,A,1
72,Muslim,Homosexual,-175.342917640248,A,D,C,B,C,54.21056651366888,B,D,176.6434123343799,A,4.815324866497008,D,E,B,1
20,Hindu,Heterosexual,8.735844956804307,D,C,B,D,A,-69.17647292313889,D,B,-224.88081352819975,A,145.0886467220753,B,D,E,1
42,Buddhist,Heterosexual,62.481186680338794,B,B,B,E,C,-96.41284097988154,B,E,-57.22275935949869,D,-213.45840271529414,A,B,C,1
35,None,Bisexual,76.2317306531506,B,A,E,D,B,22.847153403222283,D,B,126.34755744107366,D,82.14074234408257,D,E,A,0
24,None,Heterosexual,-90.92685380327602,E,D,E,A,E,146.5000147113459,C,E,29.41274233129767,A,82.92791490398164,D,A,E,1
67,Muslim,Homosexual,-22.608956783348518,B,D,A,C,C,-4.936740887408691,A,A,-28.471870596115117,B,-2.3088699408418254,C,C,A,0
77,Jewish,Heterosexual,28.289485363761695,E,C,E,D,B,27.37387578435529,C,B,128.51488523859388,A,112.1469980101703,D,A,E,0
23,Buddhist,Heterosexual,-33.507952294514645,B,C,D,B,B,-279.3812921919322,B,D,76.60836856068704,D,102.26901580551973,A,C,C,1
64,Buddhist,Heterosexual,75.40915514752116,D,E,E,B,C,-227.98739818237527,A,D,-210.60821053295814,E,-54.45552029191736,E,D,B,1
57,Buddhist,Homosexual,145.69015555285384,D,B,D,C,B,78.6034971462628,E,B,-134.98693421787604,C,-129.12640764133434,B,A,D,0
46,Muslim,Other,-144.366267517683,C,B,A,B,D,-108.88338893485229,D,B,69.11420891160985,A,-59.57802836458519,E,A,C,0
29,Christian,Bisexual,-98.98023665667382,A,D,D,D,E,-113.27273528641561,C,B,-8.278090004783515,E,63.49313498356942,E,A,A,0
71,Hindu,Other,34.05632022713731,D,A,D,A,A,-57.66582558151222,A,E,-118.25867464995794,B,30.599036130095573,B,D,A,1
56,Buddhist,Other,39.53504601297577,B,A,B,E,D,137.66010951682756,E,D,-35.90422469158037,D,99.77514999778646,D,B,C,0
77,None,Bisexual,-135.5282523554769,E,D,E,A,D,-80.86041502288325,B,C,-52.98297863471172,D,146.45020245536872,C,D,C,1
40,Muslim,Heterosexual,20.047349895547498,E,A,D,E,D,-74.76515160480731,B,B,-73.31928452946997,A,12.916495024136173,E,C,B,1
72,Jewish,Other,-14.654768630766482,C,A,A,B,C,9.735499348733063,C,E,-187.78219923047413,A,118.90532768977728,A,A,B,1
70,None,Bisexual,3.243980354513406,A,C,C,B,B,-66.77166891580522,C,E,144.43168474650383,D,55.801404229396375,C,A,D,1
44,Hindu,Bisexual,-65.90161813592958,A,B,C,C,A,117.46865148478945,A,D,-226.13799300101505,B,141.76658318819935,A,A,D,0
64,None,Other,-34.64486166038142,B,E,C,A,B,-98.37228389435946,E,B,-98.46297578141804,A,62.11046252785456,E,E,D,1
78,None,Homosexual,-102.9312264461294,B,A,A,C,B,-80.84092653455069,C,A,146.4867633549011,E,-33.38961330320515,E,D,D,0
40,Christian,Heterosexual,111.5141058178588,C,A,B,C,C,142.0296368035816,E,B,62.68661001499568,E,42.42183643348989,A,C,A,1
40,Hindu,Other,164.8343004921995,E,E,E,C,C,123.73387015526033,B,A,185.05848427434339,B,71.44541793004976,A,D,E,0
39,Buddhist,Heterosexual,5.8604981864477335,A,D,E,B,E,4.3695576096378455,B,A,-73.44600201570078,C,-53.46555223973889,E,C,C,1
39,None,Bisexual,24.022676370326753,D,E,E,C,B,5.557981892908264,E,B,-16.245165785203472,E,25.03059416503275,B,B,E,0
60,Hindu,Heterosexual,82.36211384123037,E,E,E,B,C,-118.9879126840599,B,E,146.19069946376442,B,-33.601092757025945,B,E,E,1
72,Jewish,Heterosexual,-87.15188726890018,D,A,C,C,B,-144.37405674263238,E,E,119.50993608773679,E,67.06432426652805,D,B,D,0
42,Buddhist,Homosexual,120.93837574426965,B,C,A,D,E,-110.44080001483225,C,A,-13.889280299911869,A,-16.52465124337636,C,A,A,1
67,Buddhist,Homosexual,1.5352114058249358,C,D,E,C,A,-29.50712339401274,A,B,-57.7604331128745,B,-56.833635827917064,D,A,B,0
74,Christian,Homosexual,50.803779351048895,E,D,A,B,C,52.75782825369293,B,C,-32.86122567924481,A,92.19298943062194,A,C,C,0
55,Other,Bisexual,47.594703373400435,D,C,D,E,C,60.84747277205803,A,C,45.26069868762673,E,26.828100747472718,D,A,C,1
35,None,Bisexual,62.00424650288181,C,A,A,D,B,30.14673071893355,E,A,57.925464139476915,A,-79.58497956045956,C,B,C,0
50,Buddhist,Heterosexual,-30.404084190049463,A,E,A,C,B,20.46318072528081,B,E,80.14301053563815,C,-97.05887217994203,A,E,D,0
19,None,Other,-5.305864532625107,B,B,A,A,B,-65.52446825107705,D,A,144.16093103761585,E,-79.18106159244161,B,C,B,0
73,Buddhist,Other,45.5267774659333,E,E,E,C,D,-131.57459693930394,B,A,36.067459123286596,E,49.13635773006728,C,A,D,0
62,Jewish,Other,43.13172210355597,C,D,B,A,C,62.25757169446051,B,A,-61.66724404207478,D,55.080916788405375,C,E,E,1
46,Hindu,Bisexual,-62.11749972271284,A,C,C,C,C,-122.19283765853568,E,D,36.386656161303264,D,-193.90299274265698,D,C,C,0
39,Other,Homosexual,66.17706994010548,A,C,B,B,E,-3.3236877895087087,D,D,4.284676875274094,C,179.32340919793953,C,E,A,0
37,None,Bisexual,-78.67957851048322,E,E,A,D,C,-69.6259701066677,A,D,25.63604121773388,A,30.019638695586803,B,E,D,0
39,Buddhist,Other,117.62604820285468,D,A,C,B,B,-103.76038863352437,C,E,58.29065143581516,E,-48.66991404167585,E,C,E,0
33,Jewish,Bisexual,9.90053070152218,A,D,C,A,E,106.47722814246501,A,E,175.68946124242564,C,66.20309314348269,C,E,D,1
33,Jewish,Heterosexual,78.4970081608294,B,E,E,A,D,103.57332776930134,D,B,-51.84191527322083,A,115.4304665260209,A,A,A,1
