military,age_range,nation,Gender,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,target
Veteran,18-25,UK,M,86.97534734339561,-87.96233173811748,-79.7255801165583,E,104.26453706460389,C,C,71.07319222804117,E,211.45786682553296,0
Veteran,36-50,Other,Non-binary,99.43161010114434,-22.15395667150443,-19.899849723083356,D,119.22074751851946,C,B,38.42320110460484,B,-13.700956504519512,0
Yes,18-25,US,Non-binary,255.0078011607636,85.35703709483339,3.0295323866612014,E,1.769912302566351,D,E,-81.74049309842341,B,117.45802553163065,1
Non-Veteran,65+,Germany,Non-binary,-95.85196347409585,132.9824140447547,-171.87262746641696,D,231.2717577976349,C,E,10.340295428022394,D,-1.9592813873263695,0
No,51-65,Brazil,F,-130.4055300436679,52.41715380147669,21.283294261379286,C,-85.3048993075213,E,C,32.65119171099511,B,53.23432141865708,0
No,51-65,Mexico,Other,-45.81387159916103,-193.02901888351377,258.97308165200434,C,-0.8498497675605596,E,B,5.48149297187038,E,-43.19961715596271,0
Veteran,36-50,US,Female,-22.18392243117389,-54.521749322333825,197.35977425891159,A,-60.549822007981625,C,B,-23.678400778354273,B,-146.47715284872658,0
Veteran,36-50,Germany,F,-61.41063345390228,24.90314759008734,30.677691740412804,C,65.3967092835256,D,B,187.48866483099553,C,-55.33009668433664,0
Veteran,51-65,India,Male,25.83944318680025,-46.46185789599823,-295.91560205297117,A,114.83810711734613,B,D,-32.33792367955454,B,63.42683368247036,1
Non-Veteran,36-50,Mexico,Female,16.9722145966451,-6.860862022228423,18.688744696642456,D,-5.587529226729206,D,B,-108.35036639995033,B,-146.29553534065116,1
Yes,51-65,Germany,Other,-52.09343174787874,-148.3427317688136,45.57389072730378,D,80.86503760331493,B,B,-36.923597191491034,B,53.862417226924265,1
Yes,65+,India,M,107.44667637465966,135.2712423249812,-29.74395236105177,A,78.50537455805686,A,E,-96.3897353948379,C,133.07523620903098,1
Yes,26-35,India,Other,18.353015462561473,195.16133508190885,-9.262242925203498,B,81.53365514132726,E,B,-29.3391459756487,E,2.054547719269091,0
Veteran,18-25,India,Female,-58.382978338828785,-71.2182086794089,-95.31216127843621,A,-69.28266253589716,B,D,-51.3837674796461,D,77.0626083650512,0
Yes,65+,UK,Female,-8.169361623970257,-75.19127767061174,-48.95716622350593,A,60.782317340286106,B,E,23.701652751572936,A,63.70713422148344,0
Veteran,65+,UK,Non-binary,-153.86410208110985,3.5506038327705554,34.810611525662004,D,-96.95807976765818,C,B,-50.6166600161359,C,140.48926370217328,0
Non-Veteran,65+,Other,Non-binary,-26.028760206677916,-227.27735917838493,257.7857650632951,D,42.67414515341169,D,C,-96.6248671544655,E,-98.2791296488196,1
Yes,51-65,Other,Other,152.72670496499643,-2.0703289696110487,85.66200544625498,E,66.10521107355187,E,B,-0.9014125950950237,B,-60.453676154330225,1
Non-Veteran,18-25,UK,Female,-127.92168831037843,-241.16464074952765,86.68652621743371,C,-199.7191092419364,D,D,63.529282335434246,D,-76.9567068300291,1
Non-Veteran,65+,Mexico,Non-binary,-65.6940101704356,-9.956070522184286,61.98501469179567,E,142.15242824862645,B,B,-142.14510798267534,B,40.072999535860234,1
Veteran,26-35,Mexico,Female,-100.53079127979645,67.89151767210598,28.7238322850881,B,-136.8195491776001,E,D,104.00855948234702,C,-7.341018884121446,0
No,36-50,Mexico,Female,-67.3071839606494,-62.35977189954396,68.18603186095108,A,-178.76351157842967,B,B,158.40543732372004,A,-23.105902780799354,0
Non-Veteran,65+,Germany,Other,116.36996903055976,-26.885979576162327,-95.923140640297,B,-69.38556976140362,E,D,6.980076972598121,A,-64.0693578841639,0
No,51-65,China,M,64.56392097505386,58.71251220182029,31.00517331329597,C,11.491299075004118,C,B,-48.27976252199484,C,9.299530142909706,0
Non-Veteran,65+,UK,Female,-4.283048019827576,23.86002412640906,-42.30036775304414,B,134.45341452974276,D,C,115.7270273661412,B,-38.747701982621166,0
No,65+,China,Female,-25.989829602106084,-151.0362083103566,74.15132568650145,D,28.327124491368995,B,E,-10.563507793679648,A,-39.08824145067014,1
No,51-65,Brazil,Female,-79.16638559886547,122.06773446974601,125.91906116039446,A,-9.0603537275126,B,E,-109.59367896833507,E,-198.0863244101969,1
No,65+,Other,Male,66.51715819301735,7.672981181323231,-110.43693652067257,B,57.26741420594066,D,E,-13.528382524577214,D,-200.5186738919754,1
Veteran,26-35,Germany,Male,87.0826869895928,-30.248909648461197,-137.32568304859655,D,49.88654809680103,C,C,-74.97495860932652,E,-154.84486781868128,1
Non-Veteran,18-25,India,M,-100.98955794923323,-45.815396657530336,307.8824178730687,B,34.66800859607625,B,E,156.08115218317056,A,141.17753698822023,1
Veteran,26-35,Germany,Other,-148.63866936119706,-47.24350261065241,-71.61921449989921,C,-92.41913163379844,B,A,183.20444002566967,B,6.42622939292965,0
Non-Veteran,18-25,US,F,-98.9093246639013,128.84705493868572,-48.86269426345143,D,49.41440436310907,D,A,-219.02074570311748,E,-116.65431611471564,0
Non-Veteran,26-35,Germany,Other,143.95837962111685,22.423038699123072,104.37004717162328,D,152.08875437067354,D,D,-73.58279086689949,E,99.24593352374139,0
No,36-50,Mexico,Female,17.922070524911486,16.96923653492954,-12.329141238014408,A,-166.14081159399908,B,A,6.387902371629297,C,-143.17946006655694,1
Non-Veteran,18-25,Germany,Other,-92.77965034624046,80.16151777231097,-13.941318179831107,E,38.722530712406616,D,E,72.17459481867637,A,56.21851144992953,0
No,36-50,US,Female,98.15591306724474,177.75138912121722,-57.67453233090837,D,-134.4017648283306,E,D,-126.63628810455702,A,1.943288947736984,0
Yes,51-65,US,Male,56.64123814054018,2.7539407543187373,18.498371027040655,D,85.72904735649277,B,B,117.34972570798577,A,41.65651890610418,1
Veteran,51-65,Mexico,F,-23.575897436089416,92.85983450159782,18.685917830346472,D,103.19220413606472,D,B,52.27376489861126,A,-138.3765070549814,1
Non-Veteran,36-50,China,Male,29.638295381721637,17.103470334042342,13.668630397886577,E,-53.973524669392894,D,C,237.69910528855976,A,1.3327196931920477,1
Non-Veteran,65+,India,M,-36.676780062356116,35.441840155038335,14.779409422487856,C,-131.4786506497134,A,D,7.609744308692947,E,-7.150427719255123,1
No,18-25,Germany,Male,-33.23626075492375,16.29834475238535,-134.06398618984906,A,-35.678536379651675,A,D,215.42327128845932,D,-169.89967753097935,1
No,36-50,Other,F,147.83064875050275,52.96160487278537,-50.885961316408746,D,9.131592665318282,A,C,235.36423113503292,B,-86.57122497894355,0
Veteran,26-35,US,F,14.490595495620347,112.69400996956134,-149.86543447343004,C,66.19728217754492,E,C,-13.203814374153966,E,-41.46908391102443,1
Non-Veteran,26-35,India,Other,-75.48788041713578,42.26383006998194,106.63732013485819,B,101.6571589569665,D,B,-20.834231490543857,C,-160.61507034198291,1
No,18-25,Germany,Male,-3.5546479068523005,-53.4825290041022,-27.632128331030753,A,-125.89146599998394,C,B,-93.29175647297336,D,120.97917531284563,0
Non-Veteran,18-25,Mexico,F,-115.17020792476444,-4.858503711291352,-191.222783352512,E,137.02525871822678,B,A,-110.10693487061629,C,178.95514952125993,0
No,36-50,Brazil,Female,42.63644939495127,-146.45874223436454,-19.594725033166657,C,73.25582620214142,D,C,-162.20076491039052,C,-15.342548893490479,1
Veteran,36-50,Brazil,F,33.69004136817708,132.97057686769278,82.49210984352233,C,104.10411015607986,A,E,15.08608510816989,B,-42.40004839635607,1
No,26-35,UK,F,58.74867410540031,3.9150405058624758,-13.226151686785018,C,-63.40706251232022,D,E,-120.08987044661055,A,27.86375822109307,1
Yes,51-65,US,M,41.45388969640053,-27.506225921301752,-134.13819789349242,E,19.262711559451972,A,A,72.09409675209996,A,-84.86082202554684,1
Veteran,18-25,Other,M,-75.44074692652264,-0.044338642284342866,-131.16587001270136,A,-125.16397380133554,A,E,111.820733895335,A,-26.00023941327966,0
No,18-25,Other,F,-171.8582705092676,-61.59572942420029,-34.14651281639417,B,-130.21280168320462,B,A,-93.19048709584098,E,152.058826662592,1
No,18-25,UK,Non-binary,154.7869891293759,-21.13864534770341,95.14445743562415,A,58.25747521914857,D,C,-78.45567705493897,B,-4.27648274271915,1
Yes,51-65,China,Male,122.53208174544233,-39.264107365749055,186.32290032013475,D,3.448338188670383,A,D,134.4903041930326,C,162.41184673819427,0
Yes,36-50,US,Female,-115.77928518241177,-23.156607262458838,18.310940258078244,C,17.786615611075852,D,C,76.09794293469595,A,-70.87677092283866,1
Non-Veteran,51-65,Germany,M,-78.24188432565536,46.14627179662848,-75.69906691477505,E,148.52733047698263,A,E,-9.761964460555127,C,-1.2157348171618079,1
Veteran,36-50,Brazil,Non-binary,-186.5929062289694,71.28153461458722,-42.72091980740939,D,-122.17581835493768,B,B,61.57036094928628,A,162.36526737364449,1
No,51-65,Mexico,M,-88.51187775945267,-63.58591046884939,-178.17587702822468,E,69.78463484875668,D,C,-56.35997875361416,A,-132.90562436932916,0
No,51-65,China,F,38.97820453992895,-145.3050304627002,-7.608130462980038,E,46.11118555572308,E,B,120.65853069770765,D,-173.46210536322909,1
No,36-50,India,Male,-11.724482332577134,22.451869624539164,0.455304949591592,C,118.15853533089616,A,A,55.72954777732934,D,0.5224548369137209,0
Non-Veteran,18-25,China,Non-binary,-38.38902052973977,29.232025627182427,-50.43289963176662,E,-45.53230499739501,C,E,62.0860804220501,B,-45.33261768056006,0
Veteran,65+,India,Other,18.925636457517196,-54.84262322526921,23.2155829667188,A,15.473394920348692,D,A,-194.41303387853202,D,39.581808092107124,0
Non-Veteran,36-50,Mexico,Other,-13.625668678927886,-127.09756231935178,147.0667675057928,A,145.18470076122244,C,E,91.50688693137326,E,-57.886196096899546,0
Veteran,26-35,US,F,-74.34449797956007,-81.23893736963032,-181.8656325414584,C,14.972743528652044,A,B,-31.63906913580039,B,163.3842359540368,1
Non-Veteran,26-35,China,F,-46.477985034827505,21.05736996059819,0.6973688122679822,B,-136.12488094580294,C,B,-54.4892181708705,A,63.890670365608436,1
Non-Veteran,51-65,India,Female,-21.31477299290428,-30.640465372300053,155.2663464152866,D,118.69387528892148,A,B,15.68237114319311,A,-49.834905387669224,0
Yes,18-25,US,Female,-65.31597157123635,-45.88118095405335,-5.580221337530484,A,8.265570430557935,C,C,123.71502599672898,E,-31.538410411645746,1
No,36-50,India,Other,7.692464744262945,10.600822844920627,169.47797217891193,C,-79.73269532207817,B,E,67.75256582843919,E,8.235055515461436,0
Yes,26-35,Brazil,Male,211.08312764634007,-112.63481153554594,-71.23102136781924,D,-113.0345103048828,A,D,206.9027828554928,E,-43.936281588380645,0
No,51-65,Mexico,M,-83.91190286436473,73.87983896685193,42.050682084909944,C,86.07264620370948,E,B,3.7911475370828334,D,41.26811171972381,1
Non-Veteran,36-50,UK,Male,-72.97567075827176,52.25125302737451,7.857100161593175,D,-144.18565572434966,C,C,124.97357238592468,E,31.285631111322747,1
No,65+,UK,Female,58.94650842491882,102.77202066242646,-161.0931429101639,C,-60.947044721923085,B,B,-11.968519916000062,A,89.48997479449002,0
No,26-35,Germany,Male,24.392927462712326,150.67711122026284,56.60697845877232,A,48.91109632343464,A,E,-94.56444291350591,C,-118.31445631836446,0
No,26-35,Germany,F,30.92918545566051,155.79367522443508,102.26792300437882,D,17.433291257104795,E,A,44.89126377941415,A,-6.937595242949886,0
Veteran,65+,China,Other,59.08834535130518,-34.61991218473502,16.085586474068986,C,2.477487606099276,A,D,-54.16864409143872,E,85.20509259299635,0
Veteran,51-65,Brazil,Female,-43.39854937787975,-134.7332045319318,-98.64747918447597,A,-115.81642653706959,C,C,-64.79620741424601,D,93.75088763864423,1
Non-Veteran,18-25,UK,Non-binary,202.76571672847533,73.41321046878862,26.8423332198021,A,64.5944971536416,D,C,153.23849158344933,D,26.319620463384137,1
No,18-25,US,F,36.209547881996905,73.44327711937262,-96.70696842422441,E,-67.46821147441763,E,E,-139.28252439065338,E,-70.52269203948921,0
Non-Veteran,18-25,India,Male,18.438842313690557,38.54758583979918,26.81658574684195,A,16.87609476624083,B,E,134.05196868210544,C,-82.00873072750477,1
Yes,18-25,Brazil,F,-33.667482224766,-42.33813532852941,-3.4729658528437053,E,-63.20713630394453,C,A,186.8023819996889,A,122.7582264220799,0
Yes,36-50,China,Female,90.057790802465,27.54568338883125,-15.187638166998893,B,44.30546887257952,B,A,-113.65321253851704,A,94.84197843004118,1
Veteran,18-25,UK,F,-63.0542332560278,-123.6190798824438,128.89662421027154,B,97.68251540617055,C,E,-17.941196644188057,D,32.17184903942135,0
Non-Veteran,51-65,India,M,107.78515206089602,-55.51394740881095,-11.3453602097634,A,21.430563308060904,A,E,-52.11351374192793,A,114.38108786904968,1
Veteran,18-25,UK,Other,61.78867275995123,-98.97137741799487,137.93351696024712,D,157.63220268740105,E,A,74.85715030861132,B,-184.01230137053426,0
Non-Veteran,26-35,UK,Female,-44.291528140411,-130.80815992541793,-53.03916159997903,C,-97.76235038895426,D,A,-119.74687338760133,E,-75.84626259273166,0
Non-Veteran,26-35,Mexico,Male,97.17468394205724,141.9350939980824,1.1681719983648668,E,-173.4215734919266,D,E,112.39655267141349,E,6.359373195876067,0
No,65+,India,Other,55.485381217726385,-128.67272794555112,204.89407725274808,D,-237.07688447182215,E,E,7.799833857287274,A,-46.89713138098749,0
Yes,65+,UK,F,40.961979863814776,-86.43750773556489,213.57883551866803,D,-5.790178272505641,D,E,-84.31019533747288,B,112.21658641385064,0
Non-Veteran,36-50,China,Non-binary,69.07172095090175,-30.562179197041694,-40.22722481655132,C,-9.183391817993845,E,D,214.73739273395051,A,-106.35817562564314,1
Veteran,65+,UK,M,28.639607437531218,-29.705072221752932,-39.80744875086763,A,206.9471805906108,E,E,-28.520097339558358,E,-228.47483522698155,1
Yes,18-25,UK,Female,103.4622300962086,29.563219823190213,36.86050062581537,A,152.12915801070807,B,D,68.10227193673774,A,-67.42956700825582,0
Non-Veteran,36-50,Brazil,Male,-43.659010554733946,43.79351160093427,194.23207326497723,D,-161.12723268674685,C,D,-24.444758030002024,A,-61.31075809620876,1
Veteran,51-65,Other,M,173.3189228151532,120.61909938296776,25.954096211239403,D,55.58919615150043,C,B,-176.15652762719756,D,-105.76714570491485,1
Non-Veteran,36-50,Mexico,F,-0.35542487214363877,18.997594144296254,-56.12629605134413,A,60.22705555167236,D,C,-139.98475789491823,C,35.48563804406417,1
Yes,36-50,Mexico,Other,154.75555454556266,-92.40517997223682,-74.22805357954334,E,118.4801580317822,A,C,13.430582817175585,A,115.65938754868235,1
Yes,51-65,China,Male,29.11256664647764,-41.13087771785383,81.7184561850807,B,-64.33234039199431,C,E,-27.855210416580977,E,35.24522060480125,0
No,65+,UK,Male,-110.90966104897373,-236.83313043074952,-140.892242262818,C,139.69444760092756,C,A,-74.37395838405516,B,15.623639259070405,0
Yes,18-25,US,Female,143.16887129889687,-123.17176295716278,146.23367843502865,A,-110.18193242722842,E,E,52.50164318369108,A,-121.30082379084809,1
Yes,51-65,Mexico,F,20.264366578368158,46.70437661991777,11.030121222515692,C,-164.59700971644517,A,B,27.970705197562868,C,-139.83422191174816,0
Yes,36-50,Other,Male,61.41164023470854,-30.45527304914726,41.06193997120264,C,-205.972625999861,C,C,8.901600238072001,C,136.80921510373506,0
No,26-35,Brazil,F,96.40804121114387,-49.605088697384076,0.40410102543776266,C,-39.42055159489458,C,B,134.71791043197737,A,-27.920511985109826,1
Non-Veteran,18-25,US,Female,-79.45238052536524,6.882502346913231,43.41202626615897,B,108.74521359290907,B,A,-0.39829632184626074,C,-112.39657560581749,1
Yes,36-50,India,Other,-27.580185821401816,133.67417668806982,-36.09340828552444,E,-144.54532644834023,B,C,-170.24314391695802,E,23.810443624122527,0
Non-Veteran,18-25,India,Other,-183.2679381147242,65.76843279619331,20.356121432244667,E,119.64502606025648,A,D,82.13766082196841,A,-22.67381285093765,1
Non-Veteran,36-50,Brazil,Non-binary,100.63122656379275,-106.18356812758438,79.2598221435456,D,36.94197360721112,B,C,-31.071195862764984,E,-142.14068234866545,1
Yes,51-65,Other,Female,30.05695484643128,-83.48841091898771,-56.05559418486755,D,-107.7740633161536,E,A,-409.2378384923415,C,89.76565849232462,0
Non-Veteran,65+,Germany,Other,-36.22855425484535,-40.493126148072314,-205.76038547756409,D,-32.73627706379062,A,D,-91.59581169913396,A,47.0257028359041,1
No,18-25,UK,Other,-31.445750715066474,-21.59841431533857,-159.96633115630334,D,16.60695773075582,B,D,46.886778735157705,A,39.53439105046617,0
Veteran,26-35,India,F,81.58899828206884,93.23865783831316,-49.41709286240111,D,-144.03129939808053,E,E,163.67382998450378,E,17.15669213336494,1
No,36-50,India,Other,-56.52749318932604,52.42836786877184,-121.53133857210825,B,-28.170907092968793,C,C,34.89778904805738,C,-44.095157344675414,1
Veteran,65+,China,Female,-130.34493763390046,-13.31296026839303,-62.886793841986744,E,25.79534778862061,C,B,123.0345817488913,A,-58.424138649583966,0
No,65+,UK,Female,-94.82784945276569,53.331832225894395,196.24875249424505,B,7.359211528702712,E,A,211.56261303007682,E,54.058652136684906,0
Veteran,51-65,India,F,46.68417284580675,26.634903520091413,-272.8784240080743,D,-81.1656900692902,B,C,-78.95962580868084,B,28.15447773751729,0
Non-Veteran,26-35,India,Female,-64.24834215284869,25.47038838515005,-22.205180863577024,D,-49.4290240184415,E,C,-23.48535699959859,B,111.18445776987151,0
Yes,18-25,Germany,Female,-8.269733042547891,4.687151425265052,98.23971737265605,C,70.86974293306777,C,A,-23.858738134953246,B,-127.34309790695968,0
No,26-35,UK,Non-binary,-62.284406077429125,-25.936471065749473,-10.685429117558273,D,-142.25228999425937,D,C,-71.32147528367183,E,1.483970331271646,1
Non-Veteran,18-25,UK,F,164.66072409407496,-58.38159453631961,-6.223658192782189,A,56.444790206476135,B,B,-55.20124955519232,D,-51.92021369608412,1
Yes,51-65,US,Male,-44.311411983387444,186.27465309311717,43.43845902802369,B,-274.26287658232087,C,E,-134.24254669661516,A,-192.43462815200618,1
Non-Veteran,36-50,China,Other,1.6786650234131968,-33.65805441689884,-218.880629879835,A,-29.880496310646148,C,E,7.348358605411237,E,83.84254177263702,1
Veteran,36-50,Germany,Male,81.56017589059954,-98.44379101452421,77.87141414819594,B,35.85353834944103,D,A,-28.36340836396628,C,125.26362015198728,1
No,65+,US,Non-binary,198.87223017091395,52.342459569199185,-22.81333804657697,B,-126.46848448638744,A,B,-67.61311426103192,C,34.68386131440406,1
Yes,18-25,China,Female,45.973800967236464,-69.71420637171443,-141.3974655375964,E,148.47560181997972,E,E,-30.355212940316505,A,112.66554413907217,0
Non-Veteran,65+,Brazil,Male,-28.858212207417427,109.73310924266121,-52.555712119593665,E,-22.266448160061373,B,D,-10.614689641157614,A,46.65246503241728,0
No,18-25,Mexico,Male,166.59413323795295,-59.17707861847187,17.764596359598567,C,-59.9291759384873,A,C,-1.4468104863405793,A,95.31077811656586,1
Yes,36-50,UK,Non-binary,-200.49376595426315,-94.63969539708657,66.6511433629175,E,154.18714850468447,B,A,-48.50343334742084,B,85.80052609059766,0
Yes,65+,Other,Male,-72.37571864564843,-8.372195213438696,35.21717555406404,E,-27.549651910230455,A,D,88.60385732021258,C,58.33632009160041,0
Veteran,18-25,India,M,-205.56234130385408,-80.45419440570626,33.938147343560054,B,-164.4261959661105,B,B,17.753273232688322,A,105.60029714042305,1
Yes,36-50,China,Female,-38.10638998132352,-99.14971633202339,27.396283544494683,A,8.532158324598111,A,E,-5.330541799082184,D,-176.09272328687226,0
Veteran,51-65,Germany,Female,32.6619571284674,-128.64249562387906,-57.010920000280876,E,124.84965260349689,B,C,-1.7139234460213144,C,-192.60038140813316,1
Non-Veteran,26-35,Mexico,Other,6.918291192299277,-46.359430237479586,20.320472342646394,A,0.30961323468181395,C,E,-71.11560088785166,A,109.888700502925,1
No,65+,India,Male,-362.10284462621894,209.2233647174897,114.10033289206353,A,32.63295541259302,A,D,109.72875820574683,E,-55.08564116465918,1
Yes,51-65,UK,Male,-73.60319278441284,-4.413367799115457,-61.65600417405111,D,-194.95844254394655,C,D,-89.19013987992325,B,-149.65633604643705,0
Non-Veteran,51-65,Other,Male,14.533776072178831,188.968420210332,39.03313874351058,A,-52.18334058671291,A,C,113.21723184963399,C,-27.300108733185986,1
Veteran,18-25,China,Male,30.62673432315516,66.17514446219455,-136.96043771125818,A,57.77069300925053,E,A,92.77433263150591,C,2.0468220905717347,1
No,51-65,UK,F,-69.51239371308843,141.150936904008,124.87298312690093,E,164.50215393170595,E,A,-51.4583921974897,E,-188.73522798244932,1
Yes,65+,Mexico,Female,75.57092178000661,271.84411538690546,5.8681086800551725,A,45.78782592180299,B,B,-25.450642354630297,D,244.63549072447012,0
Non-Veteran,18-25,US,Male,44.642174654736465,-87.17153902150612,-36.14175462365451,A,10.111567219267913,C,D,-5.318673543356742,A,152.05241301436206,0
Veteran,51-65,UK,Female,201.67786510132575,41.10618085836138,-29.103452239792578,D,-203.45035833375186,D,D,-13.570662376177122,E,14.485777414205838,0
No,65+,Germany,M,-174.42968925915966,150.97683344862622,81.4318134785756,A,59.5155635688685,C,C,55.64989182971261,A,0.6850643457073354,1
No,26-35,China,F,94.34701961536932,14.762483260858888,54.53254524578644,C,-118.52418603837533,B,D,-102.71171587911134,A,-48.11330281145935,0
Yes,18-25,Germany,Female,10.82171615419096,-47.13627330949268,79.82456851759711,B,45.792013735842886,A,E,66.12912950390292,D,49.06451435987662,1
Non-Veteran,18-25,India,Non-binary,53.697214072507485,-139.8684696299157,23.34290950930996,A,70.67180489688654,A,D,11.110963570563436,C,12.399469548601166,0
Non-Veteran,51-65,US,M,-123.28111827845878,172.50558223515097,3.3250927017005765,E,149.99865287908776,D,A,-48.81123691590628,C,-31.512034544052405,1
No,65+,Germany,F,9.363465383524625,-51.07809059830362,-142.2184191938217,C,55.614217272027766,E,C,-58.401104440153105,E,8.93144149703791,1
Veteran,36-50,Brazil,Female,41.49310543636575,-21.436733430224184,-17.020732082216526,A,24.901057764898933,B,B,135.55220459945508,E,1.2696715867413675,0
No,18-25,China,Other,-186.47786450942587,141.12493825431628,18.521726900427865,E,71.24783812020664,C,E,170.4131298139807,E,32.7853184435828,1
Veteran,26-35,Mexico,Other,-238.1981287806108,75.45501043923352,-6.80487623574242,D,26.39047657075536,D,B,-60.540951961142355,B,8.568099029535569,0
Yes,36-50,India,Female,123.75630980293195,37.32446230553023,0.8202336505498713,E,233.377418105355,A,A,-201.21618260496805,C,-120.72494854064335,1
Yes,65+,India,Other,58.47615591942081,-61.82356906719504,113.75102527422057,A,-19.879252678806512,D,C,-53.90956541667787,E,-54.077934269399144,1
Yes,18-25,Mexico,Female,48.89495662474867,61.92188116012234,155.4596160587521,B,27.773495802674127,B,E,-34.180210894865326,B,236.91839129268294,0
No,26-35,UK,F,63.5922335983315,3.9435052088729896,-8.131521770529718,B,120.58319822992377,B,D,30.143482554531936,E,-68.1126799629052,0
Non-Veteran,36-50,Brazil,Other,21.665863651275753,-238.41976173618966,-36.83531019483864,E,33.087009474485484,D,C,-73.7464997930637,C,-230.7084630411596,1
Yes,18-25,Other,Female,-75.1210327169388,113.54040689947658,-2.8642494703370036,D,31.455529770839686,D,B,74.50466225132125,D,-74.61125882981369,1
Yes,36-50,Brazil,Other,12.22056394731698,-57.94778075740372,-55.13146203628531,C,207.84285773529936,A,D,111.37221196909597,B,-98.90048030089393,0
Non-Veteran,36-50,India,Male,142.05328284399786,-120.45464723653616,-142.49804838614756,A,-160.5383584351242,B,A,23.571369595222354,E,-90.16182750722373,1
Yes,65+,Germany,Other,98.43817461664902,84.81793000701853,-25.40049165252556,C,20.81032080889495,E,D,-0.9288550712914255,A,9.747777985764461,0
Non-Veteran,36-50,China,Other,49.8810069419251,-86.70418445854528,141.92483434385696,D,6.276864921170447,A,C,36.9060553518895,A,61.99982100023276,0
No,18-25,UK,M,-70.35719294532046,11.640614934256787,16.1621924514746,B,-123.70514569945992,B,D,75.60036363688057,B,-84.8177806643908,1
No,36-50,Mexico,F,-21.26393988347878,217.89021233912416,-2.5126495936489293,D,22.74760851486813,A,C,-132.93838009358836,E,-41.394499597392894,1
No,65+,Germany,Non-binary,-9.731990160884136,13.761934502033727,59.262932173761925,C,30.77366268568221,E,C,-45.197807347118655,D,36.20782135312629,1
Non-Veteran,36-50,US,Other,53.02677030821401,-103.98319880401279,7.291539223012164,B,-102.41410199095115,D,A,84.41986087772447,A,173.82230274483658,0
No,18-25,Germany,F,-50.76649046418804,65.4349927819155,-78.52301577714381,D,-15.44634955609564,C,D,98.57381679824992,D,79.188591664106,1
Yes,26-35,Mexico,Female,-119.10453376947598,94.68611231737096,-255.84284339041972,A,13.920145483039818,D,E,-147.48502416556786,C,14.221795457634629,0
Non-Veteran,18-25,Brazil,Other,24.7606781894166,-166.29700205580446,-136.90218397404962,E,53.72739684279942,D,C,44.75940339919256,E,46.07469925606866,0
Yes,26-35,US,Male,-163.86132652851134,61.99657403561179,-65.57613133025654,A,-2.4609245016575265,E,B,63.14797831510728,B,9.343350208362285,0
No,65+,UK,Male,73.17871813365355,73.62535187948006,-31.444549788002007,A,50.11832610033201,B,B,68.69768993828993,E,71.2060401572786,1
No,36-50,China,Female,-16.64682928745396,-192.13686123747584,-211.42289566598043,E,-84.63708777469499,E,B,55.07839451333757,C,-5.579306602251215,0
Non-Veteran,36-50,Other,M,-180.06900466775377,-112.10128704474809,-161.75208284446407,D,23.020126211482243,D,C,177.94566619489765,C,58.369841057058245,1
No,18-25,US,Male,23.756546858725105,-105.92825185241762,22.877762812057014,C,31.520660745721774,A,A,53.61440808191145,E,-60.313722564717,1
No,65+,Mexico,M,65.82608834031481,63.32424973348277,51.457807794547925,B,88.58042610723469,D,E,13.303042551556116,B,-26.427038941836305,1
Veteran,36-50,China,Non-binary,8.653377614805144,-136.9333123155601,181.23367798092588,E,-82.29638502892553,B,C,-28.45303368176426,B,-15.947389748744275,1
No,65+,Germany,M,71.3854687890566,-44.57085108489313,30.050532356432015,C,308.83034460627954,E,D,-69.03826681602852,C,-173.10544397843094,0
Veteran,51-65,Germany,Non-binary,-2.69864381781512,10.81080048358818,140.08317350977703,B,105.22988392412114,A,C,-9.298002954066433,E,-95.25166259742231,0
Yes,51-65,Other,Male,-55.554188431975035,48.105476950323364,-44.729865898312056,D,23.335550618056605,B,E,148.1399690989681,A,-67.19333460848112,0
Yes,65+,UK,Non-binary,91.66464542388711,-82.70527327619057,2.1605253823393253,C,53.80656255590033,C,D,-4.932276443534354,A,97.37930361031944,0
Non-Veteran,51-65,UK,Female,26.142846704865175,-38.122642084082635,-37.4058703483031,B,155.50519622533469,C,A,-36.798414815769235,C,38.42081691121972,0
No,18-25,US,Non-binary,5.5925754011422075,-92.64883826987179,54.25416419749379,E,76.83223134548764,A,D,-38.092689964262576,B,6.008051822191673,0
Yes,18-25,India,Other,-185.18955161611862,22.28408817273216,-54.771896261664644,C,-10.712384017343322,C,A,-132.3761128311167,E,21.879522345885867,1
No,18-25,US,Male,62.36819385903698,27.845048317858932,3.4447161705890768,D,-55.644861471294895,D,A,-38.87817943213481,E,7.922255901368044,0
Veteran,26-35,Germany,M,83.62980716146232,-93.45434034562223,246.9275666211976,B,-32.1928338344566,E,A,-17.481854308351807,B,48.74883902293205,1
Non-Veteran,18-25,India,Female,115.14765560556081,-66.9658142494555,-54.58230400171497,A,-7.664002071753799,C,A,47.779602261760004,D,79.22019744737007,1
No,26-35,China,Other,-115.14280528385281,-39.994563352304425,-62.95225847829718,C,79.53776203091672,B,E,-32.376548489637166,E,-178.0307977585329,0
Veteran,65+,Other,Other,-5.845226857428221,75.6360862883344,-30.025025827832103,D,61.36254165771887,B,E,-19.35059564050831,E,47.315564200350366,0
