Religion,married,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,target
Muslim,Divorced,E,112.53710620037181,C,E,C,A,A,E,C,34.39933129430152,A,E,0
Hindu,Widowed,B,25.76416236481655,E,E,A,A,E,C,D,-50.662760721552814,D,A,1
Hindu,Single,B,-3.7098843019716785,C,D,D,E,C,C,D,84.62043122712436,E,D,0
Christian,Married,B,18.532527691941528,A,A,B,D,B,A,A,-147.22625486094256,D,E,1
Christian,Single,D,-251.20179086831072,A,A,C,D,B,E,C,64.37389853372491,B,D,1
None,Widowed,E,-76.04251553015138,E,C,C,E,B,B,E,166.82357005605616,E,D,0
Hindu,Widowed,E,-8.394368000464766,B,A,A,D,E,B,D,15.062423216871268,D,D,1
Hindu,Single,A,30.409341680166147,B,E,B,B,C,C,E,25.406091458915785,D,A,0
Other,Divorced,E,10.814615627304146,A,D,D,C,E,E,D,-16.511663908829345,D,D,0
Muslim,Married,D,119.66994469384377,E,B,E,D,B,C,C,58.260261702407824,E,B,0
Christian,Married,C,30.96787783260036,C,D,D,D,A,C,D,107.92147374945414,A,A,1
None,Single,C,2.0579008532803766,B,D,B,C,A,B,E,249.13156999071973,C,D,0
None,Widowed,A,-70.10114779399017,E,A,B,B,B,D,D,168.71858631743743,C,A,0
Buddhist,Married,A,33.21123067073387,B,C,B,B,A,D,A,-98.47691962560738,B,D,0
Muslim,Married,E,-11.268157159769583,B,E,D,D,E,C,A,94.64327726898496,D,D,0
Jewish,Divorced,B,-127.98504832502373,B,E,D,D,E,D,B,100.96972433632052,C,C,1
Jewish,Married,C,27.952828490083228,C,C,D,D,D,E,A,-91.97955744425317,A,C,0
None,Widowed,E,-267.74915880782146,E,C,D,B,A,E,E,-103.23861232128722,E,E,0
None,Widowed,C,-118.72227729558851,A,C,E,D,E,C,B,150.02078415450342,A,D,1
Muslim,Single,D,-44.854835110239115,D,A,C,E,C,C,A,-34.30750634836678,D,E,1
None,Single,D,-79.2240332140617,C,D,A,E,E,C,B,-33.541058132055426,E,C,1
Other,Divorced,C,5.193995272017023,C,C,B,E,E,B,D,-61.12582801261481,B,C,1
Muslim,Divorced,D,21.83358241387625,A,B,A,E,D,E,C,-181.9296007072794,E,B,1
None,Single,E,-104.23475668099846,B,E,B,E,E,D,C,164.58145376971703,C,B,0
Jewish,Divorced,C,79.53570871568732,E,D,A,C,C,C,A,-110.49890938878713,C,B,1
Other,Single,E,-73.59741453343409,D,A,B,B,A,B,D,94.61521096780999,D,A,0
Muslim,Single,C,62.892680955043424,C,A,E,C,C,B,A,-69.01866580503501,E,A,0
Other,Married,A,30.813128212773645,E,E,E,D,E,E,B,-121.19616663309071,E,A,0
None,Divorced,B,-72.47890461215198,C,D,C,B,E,D,C,-183.22579517547112,C,E,0
Muslim,Widowed,A,10.044440340084778,A,B,E,E,B,D,D,113.16122723136033,D,E,1
Hindu,Married,A,-124.54031518512217,C,D,A,C,C,C,C,55.27770761614759,B,E,0
Buddhist,Widowed,A,-23.654214461202837,B,E,A,E,E,D,B,-222.13327054796918,D,A,0
Other,Single,E,-55.74786406816473,A,B,B,B,E,D,A,124.17503060489227,E,A,0
Other,Widowed,D,38.15999729751457,E,B,C,A,A,D,A,26.974405000009327,A,E,0
Jewish,Widowed,B,-251.0060286015727,D,B,B,D,B,D,E,209.44760705532045,E,C,0
Christian,Single,E,168.95649548619383,C,C,D,C,D,B,C,-58.23200868855978,E,D,1
Hindu,Divorced,D,-12.332771052047642,D,B,B,C,D,A,B,-72.21053788719163,C,C,0
Christian,Single,C,-58.32698835644108,A,B,A,E,C,B,A,270.53274574219864,A,E,0
Hindu,Single,E,104.62810040297438,E,A,B,D,A,E,C,-80.17090147608687,B,B,1
Muslim,Widowed,D,179.2716339219596,A,B,A,E,C,B,E,46.81217720978555,B,C,0
Hindu,Widowed,E,-38.67985561811082,D,B,D,B,D,E,A,-78.41455314235584,A,D,0
Christian,Divorced,B,42.499722312970185,C,D,E,C,C,B,A,40.39948404046101,C,D,0
Jewish,Single,E,71.67785909075216,C,A,C,E,A,B,C,-162.6628192137765,A,E,0
None,Single,C,-33.39087906451323,D,B,B,E,A,B,A,18.033350114938226,A,B,1
Other,Married,D,221.90115982050492,C,D,D,B,D,D,D,-166.7471333511193,A,A,1
Muslim,Single,A,58.71987091532528,E,A,E,A,E,D,E,-3.356096551683728,E,C,0
None,Divorced,A,-99.54819567338295,D,A,E,C,A,E,D,-76.89517812220421,E,B,0
Buddhist,Divorced,D,-119.9953660782842,D,E,E,B,B,B,A,-49.544698139142,E,A,0
Christian,Single,E,-40.11449790483052,A,E,A,D,D,B,A,75.0903608093072,E,B,0
Muslim,Married,B,-145.21533204366654,A,C,A,D,E,E,A,-37.65265250452736,B,D,1
Muslim,Single,D,140.64493995790582,E,E,B,C,D,E,B,92.78370555515872,E,B,1
Jewish,Single,A,-248.40632479146421,E,E,A,C,B,C,B,49.66122094784618,D,C,0
Other,Married,B,104.85322945587967,B,D,E,D,C,D,A,-105.67676491852933,D,D,0
Jewish,Divorced,B,-28.390821667906213,A,A,C,A,B,C,C,46.6045751964844,D,C,0
Hindu,Single,E,-4.720027091201999,B,C,A,D,D,E,A,-9.28253500779291,D,D,0
Christian,Divorced,D,71.65050386677822,B,E,A,D,A,D,E,-3.8499209552882876,E,B,0
Christian,Married,D,-50.8739675590367,A,B,E,B,B,E,E,-7.135014651684385,D,D,1
Hindu,Single,A,54.29699078688195,D,C,D,A,A,E,E,-184.97167249636902,E,D,1
Jewish,Married,C,-110.18843546043044,E,A,D,B,E,D,C,307.3211870257355,A,E,1
Muslim,Married,A,13.129016335055695,A,E,A,A,A,E,D,132.77549710600428,A,B,0
Other,Widowed,C,53.74240532049793,D,C,C,D,C,E,B,9.30558857159866,C,D,1
Christian,Widowed,E,80.18058118306104,D,A,D,A,D,D,D,-20.093609505355975,E,B,1
Hindu,Single,C,4.34348460689822,B,C,C,D,C,E,B,-13.320488194585678,A,E,0
Christian,Divorced,B,-83.6579616211883,A,E,E,D,A,E,D,-150.10065941944976,A,C,1
Christian,Widowed,E,75.22216708677678,E,A,B,C,D,B,D,45.712826254707174,B,E,1
Buddhist,Divorced,E,154.01778117085604,E,E,E,C,C,D,A,65.64531540541849,B,C,0
Muslim,Single,E,113.58071141869841,E,E,D,E,B,E,A,-158.88817146064434,A,C,0
Other,Widowed,D,90.77961833181104,D,A,B,B,A,E,E,-154.8014115854156,A,C,1
None,Divorced,A,-62.654018265567856,E,A,B,B,D,D,E,-24.198544750255486,A,D,0
Buddhist,Divorced,B,-26.170625112310987,B,E,E,A,E,B,E,59.524862933748516,B,A,1
None,Widowed,D,74.41670911003237,B,E,B,E,A,C,E,-140.0679054671999,C,A,0
None,Married,E,-38.329913451707235,A,B,D,A,B,C,B,0.06276603202256302,A,E,1
Muslim,Widowed,E,-72.98496216651951,B,D,B,A,E,C,B,114.68010641312286,D,D,0
Christian,Single,E,-29.210516263469582,D,E,B,D,D,C,B,75.13178168939113,E,B,0
Jewish,Divorced,E,19.3228876150064,A,D,B,A,B,C,E,39.622623171517354,B,C,0
Hindu,Married,E,22.221392263874804,E,B,B,D,B,A,C,204.06737448811288,C,A,0
None,Widowed,A,-105.75493069774475,A,B,A,D,C,E,B,-49.879015937500284,A,E,0
Christian,Divorced,E,276.3136798764624,B,B,A,B,A,D,D,257.6940375879711,B,A,1
Other,Single,A,243.40501810376352,A,B,B,A,A,D,C,43.74660731614479,B,D,1
Christian,Single,B,-46.02083327542499,E,D,C,D,C,D,C,5.300177736387973,B,D,0
Muslim,Single,E,-40.987420855283375,B,B,C,A,C,C,E,123.77655806410539,A,C,0
None,Married,A,42.59412533519023,E,A,E,A,D,D,D,-75.36827132902306,A,D,0
Muslim,Widowed,D,-105.38149813497367,A,E,A,E,C,A,A,79.39710098464195,B,C,0
Muslim,Divorced,D,-94.2560011709146,E,B,B,B,B,B,A,216.29512564918164,C,C,0
Hindu,Married,B,-87.85795574791518,E,A,E,C,A,A,B,72.42953983432778,A,D,0
Hindu,Single,E,35.287183136958234,D,D,E,A,A,C,D,0.465861864612973,E,E,1
Hindu,Divorced,C,-88.44597856775988,E,B,D,B,D,C,B,61.60653844637035,A,D,0
None,Widowed,B,-61.19986994494258,E,A,A,A,E,B,E,-64.50224477029606,A,E,0
Buddhist,Widowed,A,-44.34713781118781,B,A,B,D,A,E,D,110.18092725829942,B,D,1
Other,Widowed,C,-111.24653212530366,D,A,C,E,B,D,D,40.635172498070304,C,D,1
Other,Divorced,B,16.221151710873478,C,A,C,A,C,D,B,70.9016794224107,D,A,0
Jewish,Married,B,-57.66477825099196,A,D,C,E,B,E,B,0.5010886536802549,B,B,1
Buddhist,Divorced,B,163.4094277263364,E,E,D,C,B,C,D,-63.59637638171422,A,E,0
Buddhist,Single,E,123.46938670684806,D,D,E,C,B,B,A,18.35983296727272,B,C,1
Hindu,Married,B,-67.4533121273052,C,B,D,B,A,A,D,-271.94900033890707,E,E,0
Buddhist,Divorced,E,114.81368452911174,A,E,A,A,E,D,E,-44.061795387776534,E,D,0
Jewish,Single,B,-55.57909893591969,E,C,B,C,D,E,C,112.26349961534943,D,B,0
Jewish,Married,B,-74.636014645136,C,A,D,D,D,C,E,-177.54205315316202,D,A,1
Jewish,Single,E,-36.007559627442426,C,E,B,A,E,C,A,129.08403636728693,A,A,1
Buddhist,Widowed,A,-104.24621097512066,A,A,A,E,A,D,E,-80.86194550623371,D,D,0
None,Married,A,75.88663640436467,A,A,B,A,A,C,B,100.32051368411994,E,D,0
Other,Married,A,11.246967340157243,A,E,C,D,B,B,C,-0.29713599543920827,A,E,0
Christian,Widowed,C,92.54638197975235,D,D,A,E,B,E,D,-160.72492941321767,E,D,1
Muslim,Widowed,A,-15.910980960796534,D,D,B,C,C,B,A,-6.956164628691557,C,D,1
Hindu,Married,E,-72.23526744641507,C,E,D,A,A,B,C,74.58534850451113,D,E,0
Buddhist,Married,E,111.72045918395285,E,E,C,B,B,B,B,-65.8612801957905,E,E,0
Hindu,Divorced,B,82.01362493856796,C,D,B,E,C,E,B,-83.53409322821844,A,E,1
Buddhist,Single,B,-112.87526684599118,B,C,E,A,B,D,C,96.14032834342979,D,B,0
Hindu,Divorced,A,148.0722805391719,E,A,A,A,E,A,C,-7.196496393466291,C,C,0
Hindu,Married,A,-0.147229508635807,D,D,B,B,D,A,B,23.20796372654534,C,D,1
Christian,Married,D,-248.09449430991754,A,B,B,D,C,C,A,-42.79308657263019,B,C,0
Buddhist,Widowed,B,-74.18161225182467,B,C,D,E,B,C,D,100.50006473453985,C,E,1
Christian,Widowed,D,-117.36203930623022,D,B,C,B,D,B,A,60.371357695466564,E,E,1
Buddhist,Married,B,69.69084900142019,B,B,A,C,E,B,C,160.76570016959545,A,D,1
Muslim,Divorced,A,-4.285476770081738,E,B,B,C,B,E,B,103.80115706590635,A,D,1
Jewish,Single,C,132.3545461340623,D,A,A,B,D,D,A,120.01959817925207,C,E,1
Buddhist,Divorced,D,-82.88636126062174,A,C,B,B,C,B,B,94.6826256527331,B,D,1
Christian,Widowed,C,40.89722005470396,A,A,D,D,C,D,B,-29.97653849810864,A,A,1
Hindu,Divorced,E,-51.9445081897362,E,D,D,D,D,D,B,-75.40691797181903,A,C,0
Christian,Divorced,B,155.48932043382297,D,E,E,A,C,D,C,-36.56292865896806,C,A,1
Muslim,Divorced,B,21.082999588801112,D,A,B,D,E,E,B,93.82861294050525,A,E,1
Muslim,Single,C,146.79708245439892,E,C,A,A,A,D,C,-108.25560840812693,E,E,1
Buddhist,Divorced,A,38.62298739785245,B,C,B,D,C,B,E,-256.1551587129477,A,B,1
Jewish,Widowed,E,131.1113497271922,B,B,D,E,C,E,A,-98.83169860884615,C,D,0
Christian,Divorced,B,-177.66234578856307,D,B,A,C,A,C,C,-83.3864529447474,D,A,1
Christian,Widowed,B,93.18826660236374,E,C,A,E,B,E,C,263.20879874487997,A,A,0
None,Single,E,8.022884065573347,C,D,E,E,C,D,E,15.637773057154082,B,E,0
Christian,Married,A,-4.390470474781605,E,D,A,D,C,A,D,-1.3382056165437126,E,E,0
None,Divorced,D,-3.0330229723010063,E,E,E,A,E,E,A,-14.84365938777325,E,E,0
Christian,Single,B,15.198882786880178,D,D,C,E,B,C,E,-269.044852602424,E,A,1
Buddhist,Single,C,-49.58713104658779,A,C,A,A,A,A,B,64.60664950520551,C,C,0
Muslim,Married,B,87.14129212631381,B,E,D,D,B,B,C,33.30384851805947,C,E,0
Christian,Married,A,72.51427965641632,C,C,A,C,A,A,E,-104.35531707910204,A,B,0
Christian,Divorced,E,213.3810804439294,D,C,B,E,C,C,A,-28.048645651073823,E,C,1
Buddhist,Single,D,111.9308605515121,B,B,C,C,B,C,C,125.24867289964037,A,C,0
Hindu,Married,A,-159.50404318179682,C,D,B,D,C,A,A,-14.304178964913216,C,C,1
Buddhist,Divorced,D,-135.91960010903492,B,E,E,D,B,A,E,-115.40971491253143,D,B,1
Buddhist,Widowed,C,-82.9064439371993,A,E,A,D,C,A,E,-101.57336645305553,A,E,1
Jewish,Divorced,E,38.92980709392669,E,D,E,D,C,B,D,-50.52167259113498,C,A,1
None,Married,D,6.939230758191798,E,B,B,B,E,C,E,75.96561625044279,A,E,1
Jewish,Married,B,167.83060152237695,E,B,A,D,C,C,C,87.82441654609084,D,C,1
Hindu,Widowed,C,-191.46340207836815,E,A,D,D,B,E,E,-4.0532415040721865,E,B,0
Other,Single,B,-114.24490400552028,A,D,A,C,C,E,A,241.3659274364439,E,D,1
Jewish,Married,D,137.28166314969835,C,B,B,A,A,A,C,-67.2302238920286,D,D,1
Muslim,Divorced,A,70.04579911242011,A,B,A,E,E,C,B,46.95911972484995,D,C,1
Other,Married,B,118.13405700999316,C,A,E,D,A,E,B,126.1771008851523,D,B,0
Other,Single,E,-72.19742890865245,B,A,E,B,A,C,A,22.62976753744844,D,A,0
Other,Widowed,B,-82.48278924701118,A,D,A,A,A,B,D,104.24462926844032,D,C,0
Hindu,Married,D,-86.81156102257218,A,B,B,E,E,C,C,66.62992615373821,E,B,1
None,Divorced,C,-50.6716463673479,B,E,B,B,B,C,D,104.36819010435576,B,E,0
Buddhist,Divorced,C,-187.35998655649416,D,D,C,E,A,C,A,-11.16655058710623,E,D,1
Other,Widowed,A,-63.482241247992,A,D,C,D,E,D,B,-157.0804539440251,E,B,0
Christian,Single,D,-3.5607029735323694,A,B,C,C,D,A,D,159.2996159241156,A,C,1
Hindu,Divorced,C,-341.1279680784683,E,D,C,E,D,E,B,-0.15574588690219204,D,E,1
Other,Divorced,B,139.91393679355812,E,A,E,A,E,A,A,182.06287306329025,B,C,1
Buddhist,Divorced,B,162.308783934137,B,A,A,B,A,C,B,-40.53945032325157,D,E,1
None,Married,B,213.447853895933,D,A,A,D,C,E,E,-26.80233260507552,C,B,1
Buddhist,Single,E,4.689787663520492,E,E,D,E,B,D,D,7.614041871114437,A,D,1
Christian,Widowed,D,69.03023682562326,D,D,D,B,E,E,D,29.005544148830054,C,A,1
Muslim,Divorced,B,-203.30475466555052,D,A,E,A,B,B,E,-61.00524529328748,D,D,0
Muslim,Married,E,-139.2998435484473,D,A,D,A,E,C,B,-58.998488332735064,B,D,1
Muslim,Divorced,A,45.14197417919383,C,C,C,C,D,D,C,55.957889392035284,A,A,1
Other,Single,A,-19.14965797895975,A,E,D,D,C,B,B,-53.08400409197541,E,B,1
Other,Married,A,16.809583617207817,C,E,C,A,D,E,C,124.12851219364853,E,D,1
Christian,Widowed,D,-19.934292864602707,E,D,E,D,C,C,C,32.84990571982496,D,B,0
None,Divorced,B,-79.41743783549202,A,E,D,B,A,A,D,-72.23016019093431,D,D,0
Christian,Widowed,A,0.39956435149611014,B,B,A,E,E,C,E,-50.41342746589481,C,A,0
Other,Married,C,-149.92805101263914,C,D,C,B,D,E,D,13.489093024387733,C,E,0
Muslim,Single,A,172.37143301627316,A,A,A,E,B,E,D,98.61225085870902,A,E,0
Buddhist,Married,C,-173.36413762570012,D,A,A,B,E,E,A,57.703890021845815,A,E,0
Buddhist,Single,A,-40.906972577287185,C,B,C,C,B,D,B,47.90986615449645,C,D,1
None,Divorced,A,-12.262705773220778,C,A,B,A,A,C,A,70.8544613007661,D,B,1
Jewish,Widowed,D,77.94875224972193,A,B,C,E,A,B,D,-165.30718322621064,A,E,1
Muslim,Married,D,28.348508014858325,C,C,A,A,B,C,B,-105.34500295040607,C,A,0
None,Widowed,D,67.17239518355184,B,C,E,E,E,D,B,135.5522371945379,E,B,1
Christian,Married,A,-29.93240079537322,C,E,A,B,B,A,D,96.73219747551002,A,B,1
Jewish,Single,A,136.42298591055098,B,A,E,E,D,D,E,-26.99190133791746,C,D,1
Buddhist,Single,E,128.4475308941387,A,E,B,D,E,D,E,-67.00085326362351,B,D,0
Hindu,Widowed,B,140.08295430790469,E,C,A,B,D,D,C,-54.814571503819074,E,A,0
Muslim,Single,A,-38.13035181375468,A,C,A,D,A,C,C,-96.17205245152938,B,A,1
None,Married,E,-283.4453247360713,A,A,D,C,B,A,D,-133.37089127614882,D,D,1
Christian,Married,D,163.6179634583021,C,D,A,C,D,A,A,76.29220337823065,C,C,1
Muslim,Widowed,B,-143.68800498663776,A,E,B,A,B,B,A,14.642197161621514,E,A,0
Buddhist,Married,D,-5.8362861403001896,A,A,A,E,D,B,A,-59.039884753778026,E,D,1
Christian,Single,C,12.795676711885415,A,E,E,D,D,E,A,37.089960093835494,D,E,1
None,Widowed,D,78.55683913619458,A,B,E,B,E,C,C,48.35969902210998,B,D,0
Muslim,Married,E,-45.30209571909104,C,D,C,D,B,B,B,26.548607080466912,D,A,1
Jewish,Married,C,-26.248431238847868,B,E,B,D,E,D,A,-50.15129831344019,B,E,1
None,Widowed,D,9.361940446757574,C,D,B,E,A,C,C,52.30540498624957,A,E,1
Christian,Divorced,C,45.371244530088326,C,A,B,E,C,E,B,46.298366191426545,B,A,1
Buddhist,Widowed,C,-70.22377721302941,E,A,D,E,C,D,D,94.7029318740183,D,E,0
Christian,Single,A,118.17828212292997,A,E,B,E,E,E,C,13.552459500835273,B,B,1
Muslim,Divorced,E,-21.75795604067937,A,D,D,E,D,D,B,-54.792381272150934,B,E,1
Jewish,Widowed,E,2.092868780152564,C,B,A,A,D,D,A,-26.386153568951926,B,A,0
Christian,Widowed,A,-40.91015201032365,D,E,A,B,B,C,E,96.93375575229891,E,E,0
Buddhist,Divorced,B,-58.99582623477719,D,E,B,B,A,C,A,-135.90738858270961,A,A,1
Other,Single,B,78.61294023690087,B,E,E,B,C,D,E,30.544387740728634,A,D,0
Hindu,Married,B,78.58080794100401,B,C,D,C,B,B,A,-68.71765071337772,A,E,1
Jewish,Widowed,B,-95.94997148551502,D,A,A,E,A,D,B,-0.5294520853224122,A,C,1
Other,Divorced,C,-157.5128470323768,D,C,D,C,B,D,D,-7.129034226718871,A,B,1
Jewish,Widowed,B,-65.15453724933984,C,E,E,B,A,D,C,168.96294183503113,C,B,1
Christian,Divorced,C,0.9333985686129176,E,C,D,E,C,C,D,49.42000525281292,A,C,0
Hindu,Married,A,242.5460371815264,D,D,D,C,D,A,D,67.03468907195136,D,C,1
Jewish,Divorced,C,70.06529909528176,A,E,E,C,E,D,A,197.99297805627594,D,E,0
None,Married,D,27.864154498173164,A,D,B,D,C,E,A,-84.87457383586259,C,E,1
Muslim,Divorced,D,54.05541806396458,B,E,A,A,B,D,D,-28.19578390370469,C,E,1
Hindu,Widowed,C,-220.40688413698982,C,B,D,E,B,E,C,158.62174219012758,C,E,0
Other,Single,B,32.823669430313515,C,C,B,D,E,B,A,84.76537193658713,A,B,1
Jewish,Single,C,-45.18859494407156,C,D,A,B,A,E,C,171.90191435891484,A,B,1
Jewish,Married,B,-81.16688211257251,E,C,D,C,B,B,E,70.47003354392142,C,C,1
Christian,Single,C,54.80904705710342,A,E,A,D,E,A,B,65.45137780951126,E,A,1
Muslim,Single,B,-127.16358175672595,A,D,E,B,D,D,A,66.32023837595464,D,E,0
Other,Single,A,-103.46857101061102,E,D,B,D,E,D,B,1.916610189022964,A,C,0
Buddhist,Widowed,C,-213.27232307537622,A,A,A,D,E,A,B,-31.095425181740367,C,C,0
Muslim,Married,E,-23.025707641671282,C,E,E,B,E,E,A,52.60880429744882,D,A,1
Jewish,Divorced,E,-8.842067298630576,D,C,B,A,B,E,D,16.392407299486532,D,A,1
None,Married,A,-36.6544291298203,D,B,D,C,C,B,A,138.59684395633246,E,C,1
Other,Divorced,E,-13.231064014533573,D,E,B,C,D,A,A,36.844343226656584,A,D,1
Christian,Single,D,-111.93571130428892,B,C,B,C,B,B,B,-68.38687352226246,A,D,0
Muslim,Married,D,68.43109360580341,D,C,D,A,C,D,B,-33.02970904479784,B,B,1
Hindu,Married,B,-31.613049441741254,E,A,C,E,C,E,C,-180.2372280251553,C,B,0
Muslim,Divorced,B,-49.831457292995594,D,D,D,E,A,C,C,-10.707476498818151,C,C,1
Muslim,Single,A,-84.5768101998291,D,A,C,D,E,B,B,-6.335048930679514,A,D,1
None,Widowed,C,-70.34066560715866,D,E,E,D,A,E,C,88.02582972041644,D,A,0
Buddhist,Divorced,E,-79.96145545759248,E,B,A,C,B,C,E,34.88683363411389,B,E,1
Buddhist,Divorced,E,-60.315210403839124,B,B,D,A,A,A,A,-94.97780901886117,A,A,0
Other,Single,B,-41.6472986508758,A,A,C,B,D,E,D,-94.08806946402261,D,E,0
Other,Widowed,B,7.311826952957973,A,C,E,B,B,C,D,-78.58148753692237,D,E,0
Jewish,Widowed,C,122.40744796373515,D,C,C,E,C,A,D,-93.58915532399708,D,E,1
Buddhist,Widowed,E,-130.22452908878773,E,B,E,A,C,D,D,22.607283712156875,B,A,0
Buddhist,Divorced,E,68.58657575877409,D,A,B,D,C,C,E,11.391863044036931,C,D,0
Buddhist,Single,D,-45.75803081584105,D,C,B,D,C,A,A,-53.758209274143674,B,A,1
Hindu,Married,D,-5.258083393072003,B,C,B,E,B,B,B,89.40085759731193,A,B,1
Jewish,Divorced,A,110.79582836654484,A,C,C,E,B,C,D,71.54230390171934,C,C,0
Other,Widowed,A,-212.1245406508573,A,A,A,B,E,B,A,94.20273603003119,D,A,0
None,Divorced,C,81.21655637131177,A,D,E,B,A,E,C,-19.55266274451044,D,A,1
None,Married,E,-180.21648356330186,C,C,B,C,D,B,A,-51.72711695110003,C,D,1
Jewish,Married,A,63.8366928005484,E,E,C,B,D,A,E,-113.82636949334115,E,C,1
Hindu,Widowed,C,-179.62120885024763,C,E,B,E,C,A,E,54.42399260495733,B,B,0
Christian,Married,B,269.14684730192755,C,B,D,C,A,D,D,-32.41636363417098,E,D,1
Jewish,Divorced,D,190.51150124677383,B,D,E,E,B,B,C,-69.12574575885859,A,E,0
Jewish,Divorced,C,63.009749274752465,D,E,A,B,A,D,D,162.40015329362177,E,E,0
Other,Divorced,C,-69.80295785288324,B,B,E,B,E,A,D,-34.302338022153656,C,B,0
Jewish,Married,A,44.121690973814474,B,D,B,C,B,B,C,-95.70162085570053,B,A,0
None,Single,B,-126.36891647087813,E,B,B,A,C,D,E,-44.60160643000341,B,E,0
Muslim,Married,D,-21.036470010438606,B,D,B,D,B,D,C,22.4797821340182,A,B,0
Muslim,Widowed,B,-49.82672611862595,B,C,A,B,B,B,D,-120.87364382968295,A,D,1
Muslim,Married,B,-38.227299456538034,A,D,A,B,B,C,D,57.64459338395559,B,E,1
Other,Widowed,C,31.386974539438466,E,A,A,D,E,A,B,71.24527218801374,B,E,1
Christian,Widowed,D,36.573389715948785,B,D,D,D,C,B,E,221.56714968797857,E,A,0
Buddhist,Widowed,D,60.58024523322787,E,A,C,A,A,A,B,-72.3351493083109,E,E,1
None,Widowed,C,-92.2392511558922,A,C,B,A,B,B,D,-98.71637002627438,A,E,1
Muslim,Single,E,82.27052486043556,E,D,C,B,D,A,A,63.399239030975785,E,B,1
Jewish,Married,D,86.48021390236106,E,E,D,D,D,E,C,-47.67574701603574,D,A,0
Jewish,Widowed,B,130.5881539004247,B,A,E,A,C,E,D,-188.78829704401406,C,C,0
Other,Divorced,D,14.080962453080973,C,E,A,C,E,B,C,-209.05650997769035,D,A,0
Jewish,Widowed,A,-173.22229919591797,A,E,B,C,A,B,C,-49.28910478849022,A,E,1
Christian,Divorced,B,22.914005097654844,B,C,B,D,D,D,D,30.03784844091894,E,B,1
Other,Divorced,C,26.71488334292794,B,C,D,D,E,B,B,139.708445916383,E,C,0
Other,Divorced,C,20.611409448972072,A,D,D,A,D,D,A,-60.314775145535236,C,E,0
Christian,Divorced,C,33.62177441787793,B,C,E,D,B,B,A,-110.81334136215261,B,C,0
Other,Divorced,D,-53.777036319719464,A,D,B,D,A,A,A,-43.360299607423926,B,B,1
Buddhist,Widowed,D,-145.0655634669975,D,A,B,A,D,C,A,-5.769131780386509,C,C,0
Hindu,Widowed,D,-62.513124813286616,D,D,C,E,D,A,C,-4.600994621586425,B,C,0
Muslim,Widowed,D,120.10728107752131,C,B,B,E,C,C,E,-2.9422317827181197,B,A,1
Other,Single,D,98.4557590921977,A,B,B,A,D,C,C,-64.75963499911707,B,D,0
Hindu,Divorced,A,2.375110411338349,D,C,D,C,C,B,A,45.28690192061584,A,E,1
Jewish,Married,B,-59.56620604702743,D,E,D,D,D,D,A,-15.704946199959318,A,D,1
Jewish,Single,D,17.590200655491593,D,E,D,C,A,A,B,-67.90742036056997,B,E,0
Buddhist,Single,C,-59.89018009883304,D,B,A,D,A,E,A,-40.03961771765997,E,C,1
Other,Single,D,38.886273080872776,A,E,C,E,E,B,C,-86.47823146685086,D,D,1
Muslim,Widowed,E,78.2412941785368,A,C,C,A,B,B,C,160.33013400722425,B,A,1
Other,Divorced,B,89.73264153033756,E,A,D,E,C,D,E,-168.83812252100853,C,C,0
Buddhist,Widowed,D,109.66672044906743,C,D,E,A,A,E,B,5.358669564466767,A,D,0
Muslim,Married,A,22.307383559605704,E,B,C,E,C,D,E,107.97319758348141,C,B,1
Buddhist,Divorced,C,2.1915232232675863,B,A,A,E,C,E,C,96.41050420797849,B,E,1
Christian,Single,C,111.39745982151395,C,E,B,E,B,E,B,56.754205080720055,D,E,1
Jewish,Widowed,E,87.232707105732,B,E,A,D,B,A,C,-192.8343194847223,E,E,0
Hindu,Divorced,D,-5.276794544101899,A,D,D,C,D,B,A,-77.35223152279784,B,E,0
Other,Widowed,C,40.89346117642873,E,A,E,C,E,E,D,161.17844131152287,C,A,0
Jewish,Single,B,-71.93162730289943,D,B,E,C,E,E,A,-49.508857722901936,C,D,1
None,Divorced,A,-34.789544803682304,C,E,E,C,A,A,B,74.97292383932118,E,A,0
Jewish,Single,D,121.15857307023808,A,E,A,E,A,C,C,-101.102579515906,B,C,0
Muslim,Single,B,179.82301434000908,B,C,D,A,E,B,E,132.89793625822486,E,D,1
Jewish,Widowed,D,58.637397942824876,A,C,B,B,E,A,A,-85.81186191464695,D,D,0
Muslim,Single,E,28.84325866205683,B,A,B,D,D,E,D,-141.54813241254246,E,D,0
Buddhist,Married,D,70.61868248058528,B,E,A,B,B,E,C,-116.57566956810545,D,A,1
Other,Divorced,A,17.238910678866304,A,D,E,B,B,B,E,152.14973615853359,E,C,1
Muslim,Married,A,-44.45867890951728,C,B,D,C,C,B,E,-123.12436172057761,B,B,0
Muslim,Single,D,-114.28865372441786,C,E,D,E,D,D,D,-29.079289039611115,C,E,0
Christian,Married,D,-190.64262894963986,D,A,B,C,A,B,B,-48.4038498810072,A,A,0
Jewish,Single,D,-10.664233049246844,B,C,E,A,B,C,C,17.55667226414012,E,B,1
Buddhist,Widowed,D,14.058908030306233,A,B,E,B,D,C,D,-69.74131841409937,E,E,1
Christian,Divorced,E,-79.57365529698204,D,E,D,B,D,D,E,-31.682810209208267,B,E,1
