Gender,religious_affiliation,marital_status,feature_0,feature_1,feature_2,feature_3,feature_4,target
Non-binary,None,Married,A,A,-129.73180185745088,D,E,0
Male,Other,Widowed,A,E,-99.2017871854563,B,B,0
M,Hindu,Divorced,C,A,88.12505623265868,A,A,1
M,Buddhist,Married,D,D,135.6057558357474,B,D,1
Female,Other,Widowed,C,C,80.6523337521375,B,B,1
Non-binary,Muslim,Single,B,E,-79.8390571126318,B,D,1
F,Buddhist,Single,B,B,-65.22359488753729,C,D,0
Other,Hindu,Single,C,A,121.69211758081522,E,A,0
Female,Other,Single,D,C,-37.138549985109485,B,E,0
Other,Buddhist,Single,B,D,14.2889482030334,B,D,0
M,Buddhist,Single,B,D,-122.6849681782193,C,A,1
Female,Hindu,Single,C,B,0.25375154539152744,B,C,1
F,Buddhist,Married,A,A,124.6699592355095,A,D,1
Male,Christian,Divorced,E,D,59.39068840829565,E,A,0
M,Other,Widowed,C,E,-31.425784548320834,A,E,1
Female,Buddhist,Married,D,C,82.45844143611946,E,E,0
F,Muslim,Divorced,E,C,27.42531919525602,C,E,1
Other,Jewish,Married,E,B,-12.442400529899835,B,A,0
Female,Muslim,Divorced,B,B,48.708613792824536,C,B,0
Non-binary,Muslim,Divorced,B,B,-87.472603812752,B,E,0
F,Hindu,Married,C,A,114.59058592639062,B,B,0
M,Jewish,Divorced,B,D,46.55851321674059,A,C,0
F,Other,Divorced,D,A,-65.9026763221957,B,C,1
Non-binary,Christian,Widowed,C,B,-60.22435670203497,D,A,1
Male,Other,Divorced,C,B,-113.05070007139413,C,B,0
Male,Christian,Divorced,C,A,-12.038382966591142,E,D,0
Male,Buddhist,Single,E,D,-40.34241953131663,C,E,0
M,Christian,Married,C,E,107.01481945001645,A,D,0
Other,Buddhist,Single,C,C,66.07424277239431,E,E,0
F,Other,Divorced,C,D,-63.49697330460159,C,D,0
Other,Buddhist,Single,B,B,-75.07425598145743,E,A,0
Other,Hindu,Divorced,C,D,-133.30279916229577,B,C,1
Non-binary,Christian,Widowed,E,D,78.79448659778863,A,E,1
Female,Other,Widowed,A,B,75.14164238786138,B,B,0
Non-binary,Muslim,Single,A,B,17.996096631541654,A,D,1
M,Other,Widowed,D,B,72.88429492140631,B,A,0
M,Hindu,Divorced,B,A,164.419907194979,A,A,0
Female,Muslim,Widowed,E,B,-99.36935406456159,E,B,0
M,None,Single,A,D,-106.22235544848179,C,A,1
Male,None,Single,E,C,-159.72480475913525,B,A,0
Other,Jewish,Divorced,D,C,86.23974391323198,A,C,0
F,Buddhist,Widowed,E,E,-109.44799001023983,B,C,0
Non-binary,Hindu,Widowed,D,E,-18.86948696729047,C,C,0
Non-binary,Christian,Single,C,B,55.56895466841768,A,C,0
Non-binary,Muslim,Single,A,B,-56.25687998693722,A,A,0
Male,Christian,Divorced,B,B,1.7576646609877984,A,C,0
Female,None,Married,C,E,-49.71762668685331,B,C,0
Female,Jewish,Single,D,C,7.656805227303168,A,E,0
M,Christian,Married,A,C,-24.463098308829913,B,D,0
Male,Muslim,Single,A,C,82.10541638269933,E,A,1
Other,None,Divorced,C,A,19.498380359508577,C,A,1
Non-binary,Christian,Married,A,C,5.61261223370794,A,A,1
M,None,Married,A,B,-102.00841807961542,A,B,0
F,Hindu,Married,D,B,-104.28470333411568,E,B,0
F,Christian,Widowed,E,C,121.54016521542921,E,C,1
F,Buddhist,Divorced,D,D,5.055874848200421,B,E,0
Other,Other,Divorced,B,A,-95.76859370244874,C,E,0
Male,Christian,Widowed,E,E,-22.484668961904237,D,D,1
M,Christian,Widowed,A,B,-169.38526484089377,B,A,1
Female,Buddhist,Divorced,D,D,40.660832780588855,C,B,0
Non-binary,Jewish,Widowed,C,C,306.3244282324237,C,C,1
Other,Jewish,Married,A,A,11.536902783389705,E,B,1
Female,Muslim,Single,C,C,213.77768009581146,D,E,1
M,Christian,Single,E,B,-74.45078313902066,A,E,1
Male,Hindu,Divorced,A,B,47.57588153275632,D,D,0
Female,Hindu,Married,C,C,-122.20605053660371,D,C,0
M,Buddhist,Single,A,A,135.0753802908199,B,E,1
F,Jewish,Widowed,C,A,121.41466270867849,D,C,1
Other,Other,Widowed,A,A,175.00391803790336,C,B,0
Non-binary,Muslim,Married,D,C,24.6423855822514,E,A,1
Male,Christian,Married,D,D,206.2086164633433,E,E,0
F,Buddhist,Single,C,A,-159.08893781335283,D,E,1
F,None,Widowed,D,D,-110.83720692080463,D,A,1
Male,Jewish,Widowed,A,D,101.88650529198196,B,E,0
Female,None,Married,C,E,-113.96062089100587,A,C,1
F,Jewish,Divorced,E,C,-42.68668463140665,C,C,1
F,Muslim,Widowed,E,A,-7.1835645220130235,B,C,0
Non-binary,Muslim,Married,B,C,145.81187623598,E,B,1
Female,Christian,Divorced,B,B,60.733753048718356,D,E,0
M,Muslim,Divorced,D,C,-71.8703375789604,D,C,1
M,Christian,Married,B,A,57.951585824521125,B,A,0
M,Jewish,Married,C,C,114.29933264583667,E,E,1
Other,Jewish,Single,E,B,-77.07834221703543,A,A,1
F,Christian,Single,A,B,10.524080299577147,A,A,0
Male,Jewish,Single,C,D,-2.3977268142189327,C,C,0
Female,Buddhist,Widowed,B,A,75.71656828967164,A,D,0
Non-binary,Jewish,Widowed,A,D,6.441644753903046,C,C,1
Female,Buddhist,Divorced,B,B,-23.88777157774083,D,E,1
Female,Hindu,Divorced,D,A,-72.69396297115284,E,A,0
M,Jewish,Divorced,E,E,215.942106883556,E,C,0
Male,Hindu,Married,E,E,75.71580421396857,A,B,1
Non-binary,None,Widowed,C,D,-48.99393850989219,A,B,0
Other,None,Single,E,E,28.37910012291825,B,D,0
Other,Hindu,Divorced,B,E,94.50662024748969,B,B,1
Male,Muslim,Widowed,C,B,-23.54938554195252,B,E,0
M,Other,Widowed,C,D,-68.2474993478647,C,C,1
Non-binary,None,Single,D,D,18.49150883999777,D,C,0
Other,Buddhist,Divorced,B,E,-174.69517606932493,B,C,1
Male,Jewish,Divorced,A,A,-112.6718337729548,A,E,1
Non-binary,Muslim,Widowed,A,D,164.54001361003682,A,A,0
Non-binary,Muslim,Single,C,C,55.5865087705658,A,D,0
Male,None,Divorced,B,B,94.18645468585673,B,C,1
F,None,Widowed,C,C,-60.29940178963359,C,E,0
M,Buddhist,Married,A,D,-138.36111360483667,B,E,0
F,None,Widowed,A,E,-24.81645693431852,B,A,1
F,Buddhist,Widowed,D,A,50.62161574506454,E,C,1
Female,Buddhist,Married,E,C,-109.02695229684929,A,C,1
Female,Christian,Widowed,D,C,-63.50999299270026,E,B,1
Other,Other,Married,B,B,-97.75958222315101,B,D,0
M,Christian,Divorced,D,B,-133.99180844754906,B,D,1
M,Buddhist,Married,B,C,-102.46750785707167,E,B,0
Other,Hindu,Divorced,C,A,-120.07439489561156,D,D,0
Non-binary,Christian,Single,C,E,182.02496639930402,B,E,1
Non-binary,Jewish,Divorced,E,B,-150.80581517474067,D,A,0
F,Buddhist,Divorced,A,D,-17.92526043493217,A,C,1
M,Jewish,Divorced,B,E,108.01248912182062,A,E,0
F,None,Widowed,C,D,-36.205133329491126,A,D,0
Female,Jewish,Single,E,E,-16.255979809973702,E,A,1
Other,Christian,Divorced,D,B,-201.00871899891453,E,D,1
F,Christian,Divorced,A,A,146.91768206913918,E,D,0
F,Christian,Single,C,C,-54.26572828551236,A,B,0
Female,Jewish,Divorced,E,D,30.614224154964454,C,A,0
M,None,Married,B,D,-153.0822770061453,B,B,0
M,Hindu,Single,B,A,73.57976493516234,E,D,1
Male,Muslim,Single,E,E,-54.06927119256522,A,E,0
F,Christian,Widowed,B,A,-41.38037414404562,A,D,1
Female,Muslim,Married,C,B,-30.77353596526471,C,E,1
Male,Other,Single,B,A,98.10370724451762,C,D,0
Female,Hindu,Widowed,D,E,145.199187805394,C,B,1
M,Hindu,Single,D,E,-37.67254904026018,D,D,0
M,Muslim,Single,B,C,-2.0186913108535562,D,C,0
Male,Hindu,Single,B,B,-62.91105220316967,B,B,1
Other,Other,Widowed,C,C,-21.301261088753634,C,B,1
Non-binary,Muslim,Divorced,A,E,98.66144787805142,B,C,1
Other,Other,Married,B,B,-84.77765890013147,B,D,1
Other,Muslim,Single,C,C,104.76870061699717,A,C,1
Female,Hindu,Widowed,E,B,278.3547799180567,A,B,1
Other,Buddhist,Widowed,D,C,35.337454051905794,E,C,1
Non-binary,Christian,Single,C,C,-0.40065871803810077,A,C,0
Female,Other,Single,E,B,42.167747711839496,B,A,0
Other,Christian,Divorced,E,E,-147.25951470011063,D,A,0
Non-binary,Christian,Single,A,D,-98.37205378900128,E,C,1
Non-binary,Christian,Divorced,A,C,-210.45467299983827,E,E,1
Female,Jewish,Single,A,D,-214.44157280478117,B,D,1
M,Hindu,Widowed,D,C,141.93793155403228,B,B,1
Male,Hindu,Divorced,C,B,-51.76728769483751,C,A,0
Other,None,Married,D,E,80.04804348037182,E,D,0
Male,Hindu,Married,D,C,234.0865120200653,D,A,0
Other,Jewish,Divorced,C,E,-70.71665883590833,C,B,0
M,None,Married,C,D,84.47897045522214,B,D,1
Other,Jewish,Married,D,A,90.03114466520576,D,E,0
M,Buddhist,Widowed,C,E,140.81547241138145,E,B,0
Male,Muslim,Divorced,C,D,-115.05180903640814,B,A,1
M,Muslim,Widowed,E,C,64.63266975392044,C,C,1
Male,Muslim,Divorced,C,D,66.15343967149312,D,D,0
M,None,Single,B,A,-28.007305460555376,A,A,1
Other,None,Married,A,E,58.09587438862612,A,D,0
F,Christian,Single,E,C,32.2934905053948,B,C,0
Male,Hindu,Divorced,E,A,87.54320469836719,B,C,0
Female,None,Divorced,A,A,-35.99068787555225,D,A,1
Female,Other,Married,D,D,86.32351648208898,B,A,0
Male,Other,Married,A,C,48.59736738888612,C,A,1
M,Other,Divorced,B,A,73.69448933465961,B,B,0
Other,Muslim,Widowed,B,E,-15.919118301296178,C,E,0
F,Other,Divorced,C,C,128.3203102503109,C,C,1
F,Other,Widowed,B,E,14.917096772910888,A,D,0
Female,None,Married,A,C,-84.62111443951943,A,D,1
F,Muslim,Single,E,E,-19.342080052192006,E,A,1
Female,Muslim,Married,C,C,23.65270764959359,B,D,1
F,Other,Married,C,A,36.53243219655739,C,B,1
F,Jewish,Divorced,E,C,-42.87583979230721,A,B,0
Male,Jewish,Married,E,D,77.11940193196979,E,E,1
Other,Hindu,Single,E,A,-23.4884863499206,A,D,1
Other,Other,Widowed,E,A,61.13294402901809,D,E,0
Other,Muslim,Single,B,E,-29.854652087636268,C,A,0
F,Christian,Widowed,E,D,-219.7607935422742,E,C,0
Male,Other,Widowed,C,C,37.59386147088281,D,D,0
F,Other,Divorced,A,D,-33.93527043508088,C,A,0
F,Hindu,Divorced,B,E,14.85538445203775,C,A,0
F,Hindu,Married,B,C,2.7025784050660477,C,A,0
Female,Buddhist,Widowed,A,C,-311.76369644055126,A,D,1
M,Jewish,Widowed,B,E,-89.76649787372322,D,D,1
Female,Christian,Single,C,B,-136.6906591217436,C,D,0
F,Muslim,Single,B,D,-10.034821225509914,B,E,0
Male,Jewish,Widowed,D,B,22.02898189080092,E,A,1
Female,None,Divorced,C,C,-75.73177071424539,C,B,1
F,Buddhist,Single,A,B,156.06825488059883,A,C,0
Male,Christian,Widowed,A,D,-13.550212676840337,E,D,0
M,Other,Widowed,D,D,19.516560575118337,C,B,0
Other,Muslim,Married,B,C,-37.72274427961027,E,E,0
Other,Buddhist,Widowed,D,D,-2.1713553207519625,A,B,0
F,Muslim,Single,E,E,-117.6516392890903,B,B,0
F,Jewish,Single,B,C,160.22278278771614,C,D,0
Male,Christian,Divorced,C,E,140.8838048430856,D,A,0
F,Other,Married,C,C,6.176006833084945,E,A,0
M,Other,Widowed,D,E,206.57301963782544,B,E,1
F,Christian,Single,A,A,-41.50632163459241,D,D,1
F,Other,Single,C,A,131.49220833439833,C,A,1
Male,Hindu,Widowed,C,C,-157.08446617123292,A,A,1
Non-binary,None,Divorced,D,A,143.13637871201794,E,C,1
M,Other,Single,B,B,-225.1762835234803,A,B,0
Female,Buddhist,Single,D,D,76.85211237676276,C,D,1
M,Hindu,Widowed,E,B,23.139968029603157,B,C,1
F,Muslim,Married,C,C,-22.23715480263782,E,A,1
Other,None,Widowed,C,C,-28.905377949393767,E,E,0
Other,None,Divorced,E,B,51.599638037797455,A,B,0
M,Muslim,Divorced,A,C,119.31906209528992,A,B,0
Non-binary,Muslim,Divorced,E,E,-32.929581624566914,A,D,1
Male,Jewish,Divorced,C,C,-31.0442145874818,B,A,1
Male,Christian,Divorced,A,E,156.74815387033462,C,B,1
Other,Other,Married,A,D,27.185548280994237,B,E,1
Other,Christian,Widowed,E,A,-57.24875924903506,B,C,1
F,Buddhist,Divorced,E,E,89.87414548786673,E,E,0
Other,Muslim,Single,D,C,19.188038743280373,B,C,1
Other,None,Married,C,E,116.14369105370237,C,B,0
Non-binary,Christian,Divorced,A,B,131.1912270930201,B,C,0
Female,Hindu,Divorced,E,D,137.02764513637823,E,A,0
Male,Hindu,Widowed,A,B,-95.23549448339863,E,A,0
Male,Hindu,Single,E,A,200.0904236635075,A,D,0
Female,Buddhist,Widowed,C,C,108.65733712273394,B,C,0
Other,Jewish,Married,D,D,-76.43794919097486,B,A,0
F,Jewish,Divorced,D,E,-55.982491847714314,A,D,1
Female,Hindu,Divorced,A,C,23.988966500636895,A,D,1
M,None,Divorced,A,C,-5.405267214803195,A,D,0
F,Jewish,Married,C,D,-79.12662797990032,C,E,1
Non-binary,None,Married,C,B,19.299879948357567,E,D,0
Other,Hindu,Married,B,C,-66.55423733267301,A,D,0
Male,Muslim,Divorced,E,E,-43.44414787641137,B,B,0
Female,None,Widowed,E,E,-46.983334454007505,A,E,0
Male,None,Widowed,A,E,19.62335602661892,A,D,1
Non-binary,Jewish,Divorced,D,E,0.3837118962442948,B,D,1
M,Other,Married,E,A,22.788505838341514,D,C,0
Other,Buddhist,Single,B,C,40.72831494979986,E,D,0
M,Other,Widowed,A,C,48.75563404234292,B,E,0
Female,Muslim,Single,C,A,89.51185407467939,A,A,1
Male,Hindu,Single,E,E,-41.24106362498793,C,C,1
Other,Other,Widowed,D,D,-70.66061145120027,B,E,0
M,Jewish,Married,E,A,59.72167159169097,C,E,0
F,Christian,Divorced,D,E,96.62861637182428,D,D,0
F,Hindu,Widowed,A,C,102.99212610665013,B,A,0
Other,None,Single,A,A,-3.736468155207466,C,E,0
F,Other,Widowed,A,C,-55.67164482890622,E,D,0
Male,Muslim,Widowed,B,A,-51.02535068222605,A,B,1
Female,Other,Widowed,B,B,-20.25573945004297,E,E,1
Other,Buddhist,Widowed,E,C,187.39769094719233,B,D,1
M,Muslim,Married,A,D,51.43572575493136,E,B,1
M,None,Widowed,C,A,39.11892676563647,B,C,0
Non-binary,Muslim,Divorced,D,C,-77.52859415844699,E,D,1
M,Jewish,Widowed,B,A,53.36186822350736,A,E,1
Other,Jewish,Widowed,A,A,18.369933200672612,C,A,1
Male,Christian,Widowed,C,D,-142.63650062690593,D,D,1
F,Jewish,Widowed,B,C,-101.87844019365149,E,C,1
M,Christian,Single,E,D,-82.96770605060264,C,E,1
Female,Buddhist,Single,B,E,-118.54179644676606,D,E,1
Other,None,Single,B,D,45.21898074710118,D,C,0
Female,Muslim,Married,C,B,5.579504392581533,D,A,1
Non-binary,Christian,Married,E,A,175.10941978887817,D,B,0
M,Buddhist,Widowed,B,D,79.30401060039205,D,E,0
Non-binary,None,Widowed,A,A,-92.45637881685602,E,E,1
Other,Buddhist,Married,B,A,-116.29605747769705,E,E,1
Non-binary,Christian,Married,E,D,-12.569721951248694,E,E,0
Other,Jewish,Married,A,D,-36.69399666968941,B,E,1
Female,Jewish,Divorced,E,A,-43.86274042401,D,D,1
Male,Christian,Divorced,B,D,33.81821358792964,D,D,1
F,Buddhist,Widowed,D,E,133.65714630982126,C,D,0
F,Buddhist,Single,A,C,122.47347978468255,B,D,0
F,Christian,Divorced,B,C,-2.4774497015753085,A,C,1
Non-binary,Muslim,Divorced,E,E,-68.35090831758603,D,D,1
Female,None,Single,D,D,163.42741766997236,E,A,0
M,Jewish,Married,B,E,-32.91664422411682,C,A,1
Male,Hindu,Widowed,B,E,-121.49217378275515,B,D,1
F,Hindu,Widowed,D,A,4.21490139229364,E,E,0
Other,None,Divorced,B,D,-66.68699457450992,C,B,0
M,Hindu,Single,E,A,35.69070175107466,E,D,1
M,Jewish,Single,E,E,-1.631348580052697,C,B,1
Male,Other,Divorced,D,B,-20.628818152322935,A,E,0
Non-binary,Jewish,Married,C,B,-6.84273876047118,A,C,1
M,Other,Widowed,C,E,-90.29213768338255,B,B,0
M,Christian,Divorced,E,A,-149.58501750711218,A,D,0
Female,Buddhist,Divorced,B,E,-95.62221398955651,C,D,0
Other,Buddhist,Divorced,D,A,-49.211119299144244,E,C,0
Male,Buddhist,Widowed,E,E,205.95491767374082,E,D,0
Other,Muslim,Single,B,B,61.33422271455882,B,C,0
Female,None,Divorced,C,E,-76.43905965377648,E,C,1
Male,Buddhist,Widowed,B,D,30.030633504364573,E,B,0
Female,Other,Married,C,C,12.3443898514064,E,D,1
Non-binary,Jewish,Married,D,A,-79.96200433249572,E,E,0
Female,Other,Divorced,B,E,-84.5915780355242,E,E,0
F,None,Married,A,E,-190.12735547018184,E,D,1
Female,Muslim,Single,D,A,26.402504050219367,B,E,1
Other,Muslim,Married,A,C,28.96435047683085,E,A,0
Other,None,Divorced,D,B,130.92838402686837,E,D,1
Non-binary,Hindu,Widowed,B,D,108.95067684543926,C,E,0
M,Other,Widowed,D,D,101.7853325122286,A,B,0
M,None,Single,A,C,-129.7260278300595,C,B,0
Female,Hindu,Single,D,A,23.53661102434162,B,D,0
Male,Other,Widowed,C,D,-121.28718120812178,A,A,1
Non-binary,Other,Married,A,E,63.42339512595662,C,C,1
Non-binary,Christian,Single,C,E,112.36717174584605,B,A,1
Male,Other,Married,A,E,-93.60657664051648,A,B,1
F,Hindu,Widowed,C,A,-33.49004560652057,A,E,0
M,Christian,Married,B,A,110.93258521391351,A,C,0
Male,Buddhist,Divorced,C,D,-11.59854592935462,A,D,0
Other,None,Single,E,E,36.856210749021876,D,B,1
F,Hindu,Widowed,E,E,19.092374748618145,A,B,1
F,Buddhist,Divorced,D,B,-37.55296009276591,E,D,1
Male,Buddhist,Married,D,E,-154.48144992340545,A,B,0
Female,Other,Widowed,D,B,-126.51636873538425,A,A,0
Female,Buddhist,Divorced,E,B,26.313800164538044,B,D,0
Other,Jewish,Married,E,C,-44.054095159653365,B,A,0
Non-binary,Jewish,Single,B,B,-22.43591661839868,C,E,0
F,Jewish,Married,D,E,-47.741027166463745,A,B,0
M,Jewish,Married,D,C,45.50839645951661,E,D,0
Non-binary,Hindu,Single,D,A,-33.13162450354389,E,E,0
Female,Muslim,Widowed,A,B,-78.62849385489748,B,B,0
Non-binary,Jewish,Single,A,C,-155.8364404018837,B,C,1
Non-binary,Other,Single,C,A,-43.89482381557154,C,B,0
Other,Buddhist,Divorced,E,C,-123.41445354197285,E,D,0
F,None,Married,C,C,-160.87415976347364,B,D,0
M,None,Married,E,A,-31.650607373176253,D,D,1
M,Christian,Divorced,B,D,-17.862298071107492,D,C,1
Other,Muslim,Divorced,A,A,23.771119379782586,E,B,1
Male,Jewish,Married,A,E,-63.724596472270555,C,B,1
Non-binary,Jewish,Single,B,C,-11.882189866242712,C,B,1
Other,Christian,Married,E,C,-162.7697654554921,C,E,0
Female,Christian,Widowed,E,C,-41.493463270067664,C,A,0
Non-binary,Jewish,Married,B,B,-195.9966005207418,B,E,1
Other,Jewish,Single,C,A,-38.75658037653965,D,C,0
Female,Other,Single,C,A,143.47880536504618,A,D,1
Non-binary,None,Married,D,B,-42.52327717466223,A,D,1
Male,Christian,Married,B,A,-58.07817367077849,A,C,1
Other,Buddhist,Single,A,C,-16.03144427016627,C,B,0
M,Jewish,Married,C,B,-76.57183857047269,D,E,0
Other,None,Divorced,B,B,-32.02974595964766,E,A,0
M,Buddhist,Married,A,A,-45.16533263567009,D,B,0
M,Buddhist,Widowed,A,D,-33.488016158438654,B,A,1
Other,Other,Single,E,B,-72.34318379936141,D,C,1
Female,Other,Single,D,E,20.827672616111002,D,A,1
Other,Hindu,Divorced,B,A,-135.98300952317123,E,B,1
Other,None,Divorced,C,B,-76.80940629338923,A,C,0
Other,Hindu,Single,D,C,27.758017546957642,E,D,1
F,Christian,Married,B,B,-166.02876943509938,A,D,1
M,Muslim,Widowed,D,B,-25.70785589705183,C,C,1
Other,Muslim,Single,D,A,-67.0391060018375,C,D,0
Non-binary,Hindu,Married,A,C,-57.32832334078148,E,C,1
Non-binary,None,Divorced,B,A,-42.591571587336155,E,C,1
M,None,Widowed,A,E,-151.36485540443098,E,E,0
Non-binary,Muslim,Single,D,B,-61.91869787296178,E,E,0
Male,Hindu,Widowed,A,C,-95.66303929113982,B,D,1
Non-binary,Buddhist,Married,C,E,-6.213602894459228,C,C,0
Male,None,Single,A,A,11.296721855645478,C,B,1
Female,Other,Single,A,E,149.383769328253,A,D,0
Non-binary,Other,Widowed,C,B,-47.128511782761095,A,A,1
M,None,Widowed,D,B,59.63957734994113,D,A,0
Non-binary,None,Single,D,D,-92.11663406166097,D,E,0
Non-binary,Muslim,Widowed,B,A,145.25925031942103,D,A,1
Male,Christian,Divorced,A,C,164.02964532386594,E,A,1
M,Muslim,Divorced,E,A,135.15577547451394,D,E,1
Non-binary,Muslim,Divorced,A,A,-90.6156906477183,B,E,0
Female,Hindu,Single,D,B,-90.59926147974622,E,A,1
M,Muslim,Single,E,B,-24.470414294761273,C,C,0
Non-binary,Hindu,Married,D,A,-185.90475315285272,A,D,1
F,None,Single,D,E,66.52943386202162,A,A,1
F,None,Widowed,C,D,-73.74554973248088,B,E,0
Female,Jewish,Divorced,E,D,-139.73775512102708,B,C,1
F,Jewish,Widowed,C,A,-39.97029542257165,E,B,1
Other,Jewish,Widowed,E,C,-89.39433117821494,A,D,1
Male,None,Widowed,B,C,-40.098279632116004,C,E,1
Other,Christian,Single,B,E,5.068506604426711,D,E,0
M,None,Divorced,A,B,61.35114392787543,E,E,1
Other,Muslim,Married,A,E,-168.8751284066789,A,E,0
F,Buddhist,Widowed,D,C,152.4286345310517,D,D,1
M,Muslim,Married,E,E,-131.92246241066385,E,E,1
Non-binary,Hindu,Married,A,A,13.413582644043167,E,E,1
Female,Buddhist,Widowed,A,C,-17.10181950060867,A,E,1
Other,Buddhist,Divorced,C,C,-87.04354159895009,A,A,1
Non-binary,Christian,Single,B,E,-113.78780819351444,E,B,1
F,Muslim,Single,B,D,71.81123288475276,B,C,1
Female,Other,Married,D,A,-29.207919938351584,E,C,1
Non-binary,Other,Single,C,D,66.43373342957463,A,D,1
M,Christian,Married,A,D,-123.47130441593339,B,B,1
Other,None,Widowed,B,C,0.11336213065102783,A,E,0
Male,Christian,Widowed,E,C,133.286130448455,C,E,1
Other,Christian,Divorced,B,E,72.8032033008765,B,D,0
F,Other,Single,E,A,167.45003506251973,B,E,0
Male,Jewish,Single,A,B,-74.6147549172404,D,E,1
Non-binary,None,Divorced,E,B,4.384989406457993,C,E,0
Male,Christian,Divorced,E,E,87.21958551394792,E,A,1
M,Muslim,Married,A,B,-46.465479236222365,B,B,1
Non-binary,Other,Divorced,B,A,112.55642769622118,E,B,0
Other,Hindu,Widowed,A,C,111.16029279986634,A,E,0
Other,Other,Widowed,E,D,-68.62572525289981,B,B,0
Female,Hindu,Divorced,A,D,49.61586666944067,E,A,1
Non-binary,None,Divorced,B,A,146.02881703776754,B,D,0
Female,Christian,Widowed,C,E,-47.722273101418324,D,E,0
M,Muslim,Single,D,E,-80.49978744601904,C,B,0
Non-binary,Buddhist,Widowed,B,C,-32.04360996047672,A,E,1
F,Christian,Single,C,C,60.819743293944754,B,A,1
Male,None,Divorced,A,E,127.40750619095824,B,D,1
Female,Christian,Divorced,E,E,15.415096678414796,E,E,0
M,Jewish,Married,C,D,-107.4235116260351,D,A,1
Female,Christian,Married,A,D,-101.80351535768482,C,A,0
Female,Christian,Married,C,E,24.73744654919323,C,B,0
Other,Jewish,Widowed,C,A,102.07195847462249,C,D,0
Female,Jewish,Married,D,A,-60.71042784773516,D,B,0
Female,Buddhist,Single,E,A,46.43838570150747,A,E,0
Female,Hindu,Single,D,A,-104.32215953635975,A,E,1
Female,Christian,Divorced,A,C,-3.5328055677809265,C,B,1
Female,Jewish,Single,B,C,43.712243196906364,B,E,1
Other,Christian,Married,B,B,-4.521387387920921,B,E,0
Non-binary,Muslim,Married,A,A,67.59978979687455,B,D,0
Male,Jewish,Married,B,D,266.5899529776028,A,C,0
Male,Jewish,Single,D,C,-111.77912605019371,B,D,1
Male,Jewish,Single,D,E,140.65461376215632,A,C,1
F,Buddhist,Single,B,D,86.28935479173114,D,E,1
M,Jewish,Divorced,A,E,218.6113372701411,B,C,1
M,Jewish,Single,E,D,-3.6409780263574505,C,E,0
Female,Other,Married,D,B,-73.60775729520114,A,A,0
F,Other,Divorced,A,C,-24.835429124532016,E,B,1
F,Christian,Widowed,D,D,30.051201129194332,E,D,0
Other,Hindu,Divorced,B,D,120.57326573089453,D,E,0
F,None,Single,B,A,16.997159310257576,A,C,1
Male,Christian,Widowed,C,C,-129.99510329200885,C,D,0
Other,Other,Married,D,B,-183.94202302484283,D,E,1
M,Hindu,Widowed,A,A,9.628215068053384,B,C,0
Female,Buddhist,Single,C,E,135.63051955926124,C,B,0
Male,Jewish,Married,B,D,113.92061511416487,E,D,1
Non-binary,Hindu,Divorced,C,C,82.35998962938437,D,B,0
Female,Hindu,Widowed,D,E,39.44825758983673,E,D,0
Other,Christian,Divorced,B,D,-28.709914954415893,B,D,0
Other,Christian,Single,A,E,-73.51858284586802,D,D,1
M,Buddhist,Married,E,B,-19.772984688917298,A,C,0
Other,Other,Widowed,C,A,13.094632344237583,A,D,0
Non-binary,None,Widowed,C,B,27.046413475298507,A,C,0
Non-binary,Buddhist,Married,C,C,14.75931057854695,C,D,1
Non-binary,Buddhist,Married,E,D,35.696121149596586,C,C,0
Other,Jewish,Widowed,B,A,19.90354458362721,A,E,1
Other,Other,Widowed,C,A,-111.295454261699,E,E,1
F,Christian,Widowed,D,E,-64.89412041684032,B,D,1
Non-binary,Muslim,Widowed,C,C,52.44950496041092,C,C,1
Female,Christian,Widowed,D,B,75.1331640886497,E,E,0
F,Other,Widowed,B,C,-100.73365318365232,B,B,0
Other,Buddhist,Single,C,D,-61.805805228685884,A,B,1
M,Buddhist,Divorced,C,D,46.08710647059515,C,A,1
Non-binary,Muslim,Single,E,E,-224.85751996782363,D,E,1
M,Other,Divorced,A,C,-43.210904674095275,E,D,1
Female,Christian,Divorced,C,D,-180.78966704259042,B,A,0
Male,Muslim,Widowed,A,D,-45.675866184766285,C,C,0
Female,Other,Divorced,A,A,78.48257410375737,B,B,0
Male,Jewish,Single,D,E,21.419978398112534,B,B,0
Female,Muslim,Married,B,C,-220.44780611679408,E,D,1
Female,None,Married,A,B,41.0569691050979,D,E,1
Female,Jewish,Single,B,A,-131.7018845573787,D,B,1
Female,Buddhist,Widowed,E,A,26.00346101572874,C,B,0
Other,Buddhist,Married,A,B,-25.7987831183613,C,C,1
M,Jewish,Divorced,A,A,-105.64539575521283,E,D,1
Male,Muslim,Married,E,C,-3.5819405790954932,B,B,1
Other,None,Widowed,C,C,-4.869727622872807,B,D,0
Other,Jewish,Single,C,E,-19.12385610002536,E,A,1
F,Christian,Married,E,C,-77.62001278841126,D,C,0
M,None,Divorced,B,A,-9.262130602229988,E,D,0
Other,None,Widowed,C,D,-17.21637291656679,D,A,1
Non-binary,Jewish,Widowed,A,A,103.99715914834798,D,E,0
Other,Jewish,Divorced,E,A,49.747346290235484,A,B,0
F,Hindu,Single,C,D,-23.9585368228615,E,A,1
