Gender,AgeGroup,country,military,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,target
Female,51-65,Brazil,Non-Veteran,B,E,C,-77.43163507980428,3.4889182404336223,-77.2256396611607,A,C,E,100.85034840543376,42.18491167720101,0
Non-binary,51-65,Mexico,No,B,C,B,-24.261855010159515,-1.391641346680048,140.56758469717144,A,E,D,76.05779282140016,31.32685520195452,0
Male,36-50,US,Yes,D,E,A,58.84418128781663,98.79430024057228,-19.690820356425682,E,E,E,189.00132096152618,33.0490073495358,0
Male,36-50,India,Non-Veteran,B,B,D,-184.13763831368874,-39.57407223011165,-87.50022321519417,D,D,C,45.479355472798794,29.222042734258835,0
Non-binary,65+,Other,Yes,B,D,D,155.26644783283083,-82.35273530123595,80.66479328798451,B,A,D,161.4397472515605,-82.8087146870466,0
M,65+,Germany,Yes,B,E,C,-103.9454022031302,87.44045131697868,-37.95043296157406,C,D,B,16.584698420037284,-9.815976034451495,0
Female,36-50,Mexico,No,A,C,B,72.04555480224903,72.08348769773184,35.87093542992301,E,B,B,-32.70183082158924,-116.82871316437864,1
Non-binary,26-35,India,Yes,C,C,B,2.8046724168598023,-2.1286030161995564,-154.9182731971857,C,A,C,17.36542878272978,224.70653952054738,0
Other,65+,Other,Yes,C,E,B,91.62668727089402,128.36424435682144,26.9214166967499,D,D,E,-95.42541243237157,15.735190070519756,1
F,51-65,US,Yes,C,A,A,186.93463019120057,-78.53334503499521,101.87082013760606,C,C,E,-54.08983057553579,-148.5323424050725,0
F,18-25,Mexico,Non-Veteran,A,E,C,-27.752751769105426,-212.87337298434963,-18.561351256231564,B,B,C,-148.82721154207087,71.40764135582893,0
Non-binary,36-50,Germany,No,A,D,D,68.40258339372632,-23.673332436998557,33.71966820598483,A,E,B,179.0460785500248,-154.37154795039257,1
F,26-35,US,Non-Veteran,B,A,E,93.46885508278852,-21.626547807687864,25.162289185666214,A,D,E,-27.957435147272008,196.77572070944038,1
F,36-50,India,Yes,A,B,B,6.852846714577897,106.25250042461896,166.92048005788794,E,B,A,64.51429636473269,93.16337204443963,1
Male,51-65,India,No,E,D,A,-6.2727918462024235,-194.6373668680819,39.653188462673235,A,E,E,137.12763101332246,-83.51498886334325,1
Female,36-50,China,Non-Veteran,E,E,D,154.19086554449868,57.1772597210527,-45.86984937627833,C,C,C,159.10321640870384,-51.2675051412642,1
Non-binary,51-65,Germany,No,D,E,D,13.884898084594566,-12.568995207870865,156.63360071678142,B,A,A,7.029596511162593,104.40123417510621,1
M,51-65,Brazil,Veteran,D,C,D,11.478785475193204,78.32750118219049,127.63743746078688,B,C,C,-54.27270558834524,-16.569638196489553,0
Female,51-65,Brazil,No,E,D,E,-170.97959119979038,-111.83918524311652,36.67228726936988,D,E,B,-97.18317334491167,60.57647975237303,0
Female,65+,India,No,D,C,B,199.29084883093765,92.45258766774069,-31.284573643972006,D,B,C,-32.90751981287689,29.266921984036543,1
M,65+,UK,No,C,E,A,-51.30977366005236,14.97178019056024,-39.90543559256249,D,D,D,24.131249520050922,-15.843523668640161,0
Non-binary,51-65,UK,Non-Veteran,B,D,A,-182.09030158297904,-8.77914755576749,-0.6874289496882285,E,C,C,56.58611625741046,50.068051504678515,0
F,36-50,Germany,Yes,E,C,D,266.42200094239445,50.48704809078174,-56.60806841355799,A,D,E,-56.85516491715631,26.57417855396565,1
F,36-50,UK,Yes,D,B,B,-135.20783398783118,-119.42313627073295,-8.801605324041057,D,E,C,107.34637343186273,-4.280003048000715,1
Non-binary,36-50,Brazil,Non-Veteran,E,E,C,95.65451249336456,-146.857017265284,0.5558206036720206,C,B,D,-183.41093338522634,-42.46477372853115,0
F,26-35,India,Veteran,B,A,E,-250.33142957513581,-140.81182605047778,18.687346155248584,B,D,B,78.37052532523147,109.7531326434346,1
Non-binary,51-65,China,Veteran,D,B,B,108.34294158657937,84.81341279281446,56.581275530297745,D,D,E,110.00907091186005,112.82522753209857,1
Non-binary,51-65,Germany,Non-Veteran,D,A,A,213.90734257604475,-126.29061326559416,-53.19688483594255,A,B,E,-62.14303550367566,-65.07032381616949,0
Non-binary,26-35,China,Non-Veteran,C,B,C,-6.329103368851633,-74.89097009857412,76.7024394301084,E,C,E,116.58323265811954,82.75014554936536,0
F,51-65,Mexico,Veteran,B,A,D,-12.317381307285766,26.48487693012153,-5.121312739994559,B,A,D,-179.9803070993542,-35.47904647746408,0
Male,51-65,Mexico,No,D,E,D,123.01828978050551,15.147363637998524,100.94638294674098,C,D,A,50.852179516357296,-44.86819889608143,1
Female,18-25,US,Yes,C,D,C,49.25705594741231,-28.343293972605444,6.673711309609027,B,E,A,36.24679744016983,-94.41197054503984,0
Female,26-35,Brazil,Non-Veteran,B,E,A,-116.27320034685837,10.292223580826855,22.28912696919051,D,D,C,18.501896185746567,78.97935445993838,0
Female,51-65,China,No,C,D,C,28.68517169556647,-76.24989007901345,-89.9389564352108,A,A,A,-106.0634279585618,-35.89367359884018,1
M,36-50,UK,No,C,A,E,-59.462435377456636,34.61472149436327,56.98722996260644,E,B,E,-138.46724056503473,-91.98315998216783,1
Female,18-25,UK,Veteran,E,D,C,31.27502437111961,166.70460889502291,215.29395832099726,D,A,B,166.29497080260413,-126.53827716088384,1
F,51-65,UK,Veteran,C,A,A,-41.598713897450665,-40.73978251733512,73.85397983598136,D,A,E,3.8302444899528956,55.98946520623252,0
Non-binary,18-25,China,Yes,D,B,B,-51.3528721977778,-61.6636933028548,-52.48831455193207,A,C,C,-177.0638537113724,-57.29554392985394,0
Male,36-50,Mexico,No,C,E,A,-45.18991824767222,-42.43351398399293,-53.654906343439976,D,D,C,34.726994512309076,91.40334714472176,1
F,36-50,UK,Non-Veteran,E,B,D,-140.8243885813333,-197.43728477073518,-89.68751310091811,C,A,C,34.05596984441096,62.366283119564955,0
M,36-50,Germany,Non-Veteran,B,D,D,83.30233788462706,-25.56682807005411,33.19100624594303,D,E,A,41.24121394482273,71.34365155162831,0
Male,65+,US,No,C,C,E,125.50449278143473,4.528171797985135,-280.864353452372,C,B,C,184.92209713597757,38.108096632010216,0
Other,51-65,India,Non-Veteran,B,C,B,135.26755814631656,-114.73664237766084,201.11361507607901,B,E,E,-198.1301530202179,-27.48781816058446,1
M,26-35,Other,Veteran,A,E,D,98.35343669337513,-38.44146615818623,-50.530671732056554,B,A,C,-83.93574808399376,-399.54206626451037,0
Other,51-65,India,Non-Veteran,E,C,A,-188.4006673995878,138.2763497819227,56.26604853921352,D,E,A,61.7095650863355,-68.57577253480127,0
F,36-50,India,Veteran,E,E,E,121.45744849951026,-28.934262253781945,65.39891402092573,D,A,C,36.58388363922014,6.692216899474077,1
Non-binary,51-65,India,Non-Veteran,C,A,B,-84.1052152353229,-1.5436745636174853,-70.44368248533172,A,A,C,-61.465247769497644,-118.43346203054365,1
Female,36-50,US,Yes,B,D,B,-52.89557468717726,126.43848613765232,-144.13694198573967,C,E,A,-81.42062421530156,13.660048453395193,0
Female,51-65,US,Yes,A,E,A,113.25276321633426,150.41215170684177,53.55732017267467,A,E,C,-13.169514087401677,-182.57014526526194,0
Other,65+,India,Yes,D,D,A,-60.348244186077224,93.32593882494109,72.94454995924143,A,B,B,-19.50317006096759,137.69235100843622,1
Male,26-35,Brazil,Non-Veteran,D,E,D,50.63738826263797,76.92719680459129,-87.3769779706272,B,E,C,-109.79519301590592,-92.5969536114631,0
M,51-65,Brazil,Yes,A,B,C,-64.14421091859435,-23.99490908577529,242.02232595677535,C,A,B,95.75508439184048,26.150025183986457,0
Other,26-35,Mexico,Non-Veteran,A,C,D,17.467937594346935,26.674788936731282,-183.98819641746726,D,E,A,-60.56716968870654,67.9444584361679,1
F,18-25,US,Yes,A,C,B,-158.42279765595825,0.9588763940756189,181.33833331939096,E,E,B,39.32336298021897,3.1440892140924785,1
Other,26-35,US,Non-Veteran,B,E,E,-35.70795975315443,138.78806113714802,72.42914581501337,E,E,C,-40.41177525228701,-77.74323157478403,1
Other,65+,Other,Veteran,D,E,C,-1.9089372390121175,64.92507709343364,87.47980394508545,D,D,B,-78.42076798244219,-212.95836475810765,1
Female,26-35,Other,Veteran,E,B,E,94.98428406339602,72.48508301271796,-143.53053740514915,A,D,A,45.46431078011066,158.48637637652874,0
Other,65+,Other,Non-Veteran,B,D,C,-7.0054256194574975,-52.04248920447176,78.44589541409394,E,B,E,223.83073472335354,30.461728423994817,1
Non-binary,36-50,Mexico,Yes,A,D,D,-198.10248344148133,-24.75729855437106,-21.537583722489003,A,A,A,-69.43964568288084,-97.16200111712389,1
M,51-65,China,No,E,A,E,-163.71029486067795,-123.90551973312738,26.81038077968612,B,D,E,64.92206228162334,123.067525211516,1
Female,36-50,Other,Non-Veteran,D,A,E,1.014849024948681,259.1874976868168,-47.860960844770574,E,D,B,-77.36355268135885,5.23106069969061,0
Non-binary,18-25,China,Yes,A,D,E,33.734196195803506,95.99610479584472,41.492881372283954,A,B,E,-26.166037197006887,235.53747945301916,0
M,51-65,Other,Veteran,A,E,B,24.655054541946114,51.49190327780037,42.81944907969525,B,D,B,-14.87267305756669,-1.9103262046808682,1
Male,36-50,India,Non-Veteran,D,D,A,-17.878908761181293,-163.800277930958,-23.101530399008613,A,B,B,-35.4254744271641,-125.32493115265049,0
F,26-35,Mexico,Yes,A,E,D,31.40463203491675,-0.6348512335276976,-105.45651560137233,C,A,E,-16.92882651999329,126.67373427138465,0
M,18-25,Mexico,Non-Veteran,C,E,A,-196.9169401732943,-102.47700027233104,-195.06044542311386,B,A,B,121.93307525216588,-5.851306752510546,1
M,36-50,China,Non-Veteran,A,E,C,-67.41038515941297,288.54788496639475,-43.94129987331679,B,D,C,150.90076349140855,117.5424467585617,1
M,36-50,Germany,Yes,E,D,B,-59.29020879415411,-150.47641466914217,-21.940929115405424,E,A,D,-194.98154141646447,11.839324778647404,1
Male,65+,India,No,E,B,B,69.08166020637361,34.68797654988464,152.68848500595237,D,D,C,-167.21530378241252,-15.523731507046081,1
F,51-65,Other,Veteran,E,B,A,-80.4429825828137,152.09106643170765,141.5466320203746,B,B,C,-22.24948236363008,-264.16415710636267,0
F,18-25,Mexico,No,D,E,E,-65.10606494781734,-68.60842541388298,-116.83820038520874,A,D,A,87.79826366081743,135.42011691631592,1
F,51-65,Other,No,C,C,E,-13.676072673080043,-51.74269095197494,69.07462886639973,E,E,B,6.039012969197678,180.45393010034093,0
Male,36-50,Mexico,Yes,B,C,C,-166.67895972123685,-18.055909862066496,-51.89304015505698,A,E,C,-46.873541231027346,49.05940263671863,0
Other,18-25,US,No,B,C,A,182.5438705850483,30.05873769805631,49.81579291395708,C,B,E,-36.689789440155764,-124.14922914173869,0
Non-binary,18-25,India,No,A,C,C,130.00869311942017,151.62836470648338,19.33010256421183,A,B,C,-1.3325421767521541,-110.07238736925866,1
F,18-25,Germany,No,C,A,E,-21.837744592943412,93.23148494609488,174.4322379756958,D,E,E,-50.38434709361515,78.10335279742617,1
Non-binary,36-50,US,Non-Veteran,C,A,B,-311.49693868896503,82.05256066517634,23.682782188419633,A,A,E,-48.26910662104903,6.738918717994377,1
F,65+,UK,No,E,A,B,11.166261417773581,-26.938428854309787,46.01212136603783,C,C,B,-58.75280521759455,-73.26183390448573,1
Male,26-35,Other,Yes,C,C,A,-37.975702415886744,46.41754799622636,-278.98726168691945,D,C,A,35.21563909860087,27.040550066887743,0
Other,51-65,Other,Non-Veteran,B,C,C,-1.9783184787835486,-148.80721048245982,45.69815370497351,D,E,D,33.94804112601047,17.412840642026474,0
Other,51-65,US,Veteran,C,C,A,71.0808336025143,48.915695370572614,183.02504651600066,A,E,C,56.79720758906483,-22.29762567230018,0
Non-binary,36-50,US,Non-Veteran,B,D,C,-286.2406759299097,40.3357023353054,-15.659357570876095,E,A,D,36.815947619671846,18.088449647337583,1
Other,51-65,US,Yes,A,B,D,136.12323535953163,106.3362583674675,93.51122168356973,C,D,D,-0.0644778188729261,-124.2777583381099,1
F,36-50,Germany,Non-Veteran,E,C,E,-117.81070194998506,-106.67529430236107,-0.2333539795691267,A,B,A,95.8945713396098,141.77796291575956,0
Female,65+,Other,Yes,D,A,A,-13.215777375039353,-126.47349915412065,-48.103992593446385,A,A,E,107.70214979817044,-98.96341491701911,1
F,26-35,Germany,Veteran,A,B,E,82.80943066496692,10.284834757503125,16.372452165061958,B,D,B,-79.94528447977099,-75.07798056646806,1
Female,36-50,US,Non-Veteran,B,E,A,69.33331248406067,57.75553932888621,25.537368205441517,B,E,A,-11.655682700855143,104.29235289075179,0
Female,18-25,Mexico,No,C,D,B,-28.452705725509865,-133.6961888919536,-133.53592198151912,B,A,D,-83.31750292458982,-16.740715149992557,0
Male,18-25,China,Veteran,C,E,B,-122.459684762766,-66.44399087054816,-8.280889282630676,A,C,D,-29.436581132442697,-43.07990203033209,1
Female,65+,China,Non-Veteran,B,B,E,139.15885365052046,-45.784371672007815,-13.592607472787178,E,E,D,14.222748607266636,-4.219070236333082,0
M,36-50,India,Non-Veteran,C,B,C,150.15268812716954,-51.38069652961639,-29.63950224594655,D,D,C,-63.537212564274,-63.58754682122418,1
Female,26-35,UK,Non-Veteran,E,A,C,-93.1017892883406,-53.786975635555464,113.6099515905723,C,E,E,80.93026312312108,22.65265530213884,1
F,51-65,Brazil,Yes,E,A,B,-39.364641857416174,-31.159163876420727,-113.4005210659525,A,C,D,277.73668471558756,-12.567172486489826,1
F,36-50,Brazil,No,A,E,B,-28.624043949595595,168.32388560019015,108.8365773629246,D,A,D,75.05441246731857,17.02559645230256,0
Male,65+,UK,Non-Veteran,A,A,D,63.17475083741376,147.56870059835913,-62.926899294395824,C,D,B,31.68367880512214,81.05973797553064,0
Non-binary,51-65,Brazil,No,D,D,B,-49.190429421292,252.24715120736994,60.11596000285889,D,C,E,-157.85091050940608,-86.98495340384618,0
Male,18-25,UK,Veteran,A,C,B,264.7622909677118,-152.35192480023093,-21.388720825204626,A,B,C,-75.07557237986516,-78.70504359709962,0
M,51-65,Mexico,Yes,A,B,C,9.361746530240303,-89.39038629051873,75.13778776020696,D,B,A,-18.605136133420544,-21.063502924209164,1
Female,26-35,Other,Veteran,D,D,A,48.29953176853474,-151.33731992320284,-18.86519550943501,B,E,E,191.82983918271222,65.75757084669704,1
M,26-35,India,No,C,C,B,0.030004920301863622,-193.08782579006737,-100.24680956851061,A,C,B,-42.05990398774643,-34.82011889057423,1
M,18-25,Mexico,Non-Veteran,D,E,C,76.06480284674417,38.76572948152322,27.67069304346359,B,A,A,-51.07817042031996,136.56222771837747,1
F,18-25,Germany,Veteran,C,D,C,-122.22755615310558,-1.9796270390281474,-8.785638876369866,E,E,A,-69.86505810916009,73.31190710302306,0
Non-binary,36-50,UK,Veteran,B,C,B,-118.54926115039284,-216.65851118166165,-4.43981057520005,A,E,A,-36.146482187516376,-82.0294571102206,1
Male,36-50,Mexico,Veteran,E,E,A,40.62989468915058,-22.25691746270676,-146.77280135553065,D,D,D,140.5819257427374,111.90288859692863,1
F,51-65,Other,Veteran,A,D,D,6.227846324126551,19.802412962489175,-57.15304407387439,A,B,C,12.526323989729962,52.448134386389114,1
F,26-35,Other,Non-Veteran,D,D,A,64.22224813230383,139.02951516996853,163.62821468376922,C,B,A,-142.27286605639873,110.05623279536914,0
M,18-25,UK,Veteran,C,E,B,101.06569418210984,20.459013847429503,13.434310272311203,C,E,C,-12.251629586327429,111.48345443648537,0
Female,65+,Brazil,Veteran,D,E,C,-84.22819486140688,-74.85539259766345,23.732329784002616,B,B,C,-15.61063068671812,186.66601534314646,1
Non-binary,65+,US,Non-Veteran,B,C,C,-74.15529487904374,-33.583453461493114,62.900723978523054,A,D,D,-78.46703864177775,-139.35041379094778,0
Female,65+,Mexico,No,D,B,B,22.435499613465478,90.85420445745413,90.19859604834187,D,A,C,-137.48140784388218,0.6534067168080108,1
Male,65+,UK,Non-Veteran,E,A,D,-68.03811591229447,-129.52305989958984,-58.50486138737568,A,C,C,127.2217252373271,33.84655003595553,0
M,51-65,India,Non-Veteran,E,D,D,96.89695628141787,5.946092489980344,-121.02559402311451,C,B,B,65.2491393065466,144.3844823486213,1
Male,51-65,Other,Veteran,B,E,C,-10.74365844473697,45.57383524617292,73.52376982071507,A,A,E,-21.254572165510176,28.086992619548944,0
Other,18-25,UK,Yes,E,D,E,-61.260631432385516,91.85762606730987,-44.267274396413335,D,C,C,36.89971148883584,205.66838139157727,1
Non-binary,65+,India,Veteran,A,A,E,-69.17586942709532,-70.85591057931842,-154.28353233456244,E,D,A,94.52206773316514,94.05881870156657,0
Other,51-65,UK,Non-Veteran,D,B,B,20.718446768912653,183.94304408960568,-152.52118505734708,C,E,E,-50.458164396292204,-31.713517185375444,0
F,51-65,Other,Yes,E,E,E,42.65375085949119,-57.57689696016005,-93.82067257943704,C,B,A,-60.19303099554241,97.32114336889455,1
Male,26-35,US,Veteran,E,C,C,7.8914882426335415,14.030399986815173,80.37748658260652,B,E,D,305.5816573955263,57.107538214671216,0
F,18-25,China,Veteran,E,B,B,113.150226799691,116.33491379513752,-5.82546677156229,D,D,D,-48.48566925312828,15.497373962253771,1
Female,18-25,China,Yes,B,D,B,-35.11477149154402,-111.87866569265009,9.788536308104266,A,E,B,-19.051384003708012,68.83624910384832,0
Female,36-50,Other,No,D,A,E,-1.1511238301735993,35.23373086488677,9.230558846388247,D,C,A,51.0291342288163,-30.422179970448692,0
F,18-25,Other,Veteran,B,D,C,10.898181279977463,284.46217814353616,114.07607818645269,C,A,A,-67.71408237430822,-48.20219963655096,1
F,36-50,UK,Veteran,D,B,E,-96.16158514531007,-154.52456261892203,72.87368726464277,D,C,C,5.540124035464084,-44.31457338888451,0
Female,18-25,UK,No,E,B,A,-50.68164809291772,131.8775736914455,-47.26575481823026,D,A,D,115.56213442018613,-68.21839991685809,1
Male,36-50,China,No,B,C,E,-19.41498583605233,-183.46221629476278,-185.32710803702693,A,A,B,-27.70298376962238,-68.2570246886727,0
Male,18-25,China,Veteran,B,D,E,-69.69898738905708,-89.44356127089715,56.62103871149584,B,C,D,-18.1985866305411,-168.53579572648138,0
Non-binary,18-25,US,No,A,E,B,-178.44831116021217,25.281784152717396,69.35123196392901,B,D,C,-118.74768686510816,65.0041851742161,0
F,51-65,Brazil,Non-Veteran,B,D,B,69.44523734997573,148.61070023846813,-234.32667811310043,B,D,E,-102.94101307496273,88.77440241071268,1
Non-binary,18-25,Germany,Veteran,E,E,E,-0.13964322397344422,103.60254548935059,201.52260707888573,D,E,B,-170.05799045796516,36.12612870321086,1
Non-binary,18-25,Germany,Veteran,C,A,B,-24.62766767439873,-25.368986258266123,33.8230931335967,D,A,B,-104.57265920754493,34.286043797578216,0
Male,36-50,India,Yes,A,B,E,113.31356829101303,50.42007595968977,-212.96931413117247,A,C,B,103.35426958269292,32.09339654805811,0
F,26-35,Brazil,Yes,A,A,B,61.01458982671577,2.7920153104931735,96.3924798166467,E,B,E,159.94524470832826,23.208853419305115,1
Non-binary,51-65,Brazil,Yes,A,E,B,3.399492092141837,-180.01515889695187,168.32083716261604,C,B,C,59.910177151569954,-30.00040346321481,0
Other,26-35,US,Yes,D,A,D,-75.44731775831714,34.0375627767666,-136.57148925759554,C,E,C,-62.01263458430122,188.67446516389322,1
Male,36-50,Germany,Veteran,D,E,C,70.01181613010262,-218.77617473071774,105.01895788356428,C,D,B,56.6419135316975,22.670785291995806,1
Other,65+,UK,No,E,B,C,58.803874161652736,3.2358662728058167,-133.72214654186578,C,C,C,-46.65453657275636,163.3779127703248,0
M,26-35,China,No,A,D,A,83.80987746034334,-143.61821433304587,197.805659814296,A,C,B,-62.77901080482822,177.1715375939866,0
Male,51-65,Other,Yes,B,D,C,-177.32336285468924,125.34711839510122,59.12735622057238,A,A,B,-37.71822986627112,-11.456671701778118,1
M,26-35,Mexico,Veteran,C,B,A,85.46550991279354,60.821918717024126,3.2123768473848164,C,D,A,85.67556902180016,-39.76756739052341,1
Female,26-35,Germany,No,A,E,B,-48.42961018486183,-24.53087215147295,-104.52737719551808,B,E,E,-7.587400088170491,28.502683319221312,0
M,51-65,UK,Veteran,C,C,B,141.499704654261,77.51324095041687,43.160390375584626,D,D,B,128.02401479071378,249.94447596314,1
Male,51-65,Germany,Yes,B,E,E,-16.608298139175137,18.11255688597599,-0.9474473256373541,C,D,E,-23.73384627545815,117.55991517137008,0
Female,18-25,UK,Yes,D,C,C,58.75272644328836,-35.98040465248196,195.41608748851357,B,A,B,19.14755108211415,-87.7687730485969,0
F,36-50,Brazil,Non-Veteran,B,D,B,104.53181125266273,69.93163019730001,-34.555287246189,A,E,D,-19.856076951023756,-316.9543987641496,1
Male,18-25,India,Veteran,E,A,D,-141.99335048861633,-142.6223699201321,-86.07904994157994,B,E,A,120.05609990911768,67.83447793915862,1
F,36-50,Brazil,Non-Veteran,E,A,D,-140.78471341777112,-196.24213045588957,80.32045116913099,C,D,A,76.35327372898233,38.030120351805216,0
F,36-50,China,No,B,D,E,14.564683244908174,-78.99352628745321,-181.56735704854887,C,C,D,36.77201470620591,-93.0297168611831,0
M,26-35,India,Veteran,E,A,C,-7.1610219111705575,-72.34409519618751,-19.249503913770177,B,E,E,-123.73849429048258,10.836030616177249,0
Female,36-50,UK,Yes,E,A,C,176.58172945913074,-14.055201176405118,5.938010758322474,C,E,C,-220.21167972438184,-26.412116836160983,1
Male,18-25,UK,No,C,B,D,-10.076559501824674,-138.8315151265806,-38.498283195730764,E,A,B,35.54201860542831,9.626904887548529,1
M,36-50,India,Yes,E,E,D,119.88096169903761,45.037739596416856,-27.94132090008058,D,B,E,-55.38038919007649,33.92939190615706,1
Female,36-50,Brazil,No,B,A,E,105.7602449670625,-38.47679449175494,50.448066255374734,A,B,D,-106.03127012325015,-23.844997225986546,1
F,65+,India,Veteran,B,B,E,55.82983839725314,-67.78923326305132,51.62822618965709,C,A,B,-42.91104476181337,-5.918227957337609,1
M,65+,Brazil,Yes,C,C,B,70.15088830226922,77.65815552733237,77.90584340834006,C,C,E,-32.09500972478681,100.19464614219832,1
M,36-50,India,Veteran,D,E,E,-151.41438637678766,-86.27472115239418,70.14109971507561,E,C,E,-53.162324601578234,77.87229986270134,0
Female,36-50,China,Non-Veteran,E,D,C,-159.57323745490487,-41.26284452199918,23.99238665630427,C,E,B,106.8492143581904,-122.94240493148737,0
M,26-35,Other,Yes,C,B,E,-91.72230805363442,-51.60504695984835,161.7399383017592,A,B,E,100.4583325537756,-16.77752743363019,0
Other,18-25,China,Non-Veteran,E,C,D,132.36639965765926,123.46810913439042,3.9324749083515464,A,D,A,-4.049541326556757,-93.7048036135599,0
Other,36-50,Brazil,Yes,B,D,A,73.3411952514151,-60.464597147361175,69.33823084443193,A,C,B,47.79105583113132,-132.01985716472277,1
F,18-25,Brazil,Yes,C,C,D,111.25312900865451,-94.16099699929231,-1.5681055762629121,E,A,C,-82.0913329627293,-136.89605122094716,0
F,65+,China,No,B,B,E,26.956414149240317,14.410635821193166,-17.436931694616643,E,B,D,-93.2805691371264,-102.00326541691915,1
Female,65+,Brazil,Non-Veteran,E,E,E,-87.86941751312462,169.70235186959385,34.286883007086,B,D,A,6.829920343686862,11.063138039956332,1
Other,51-65,Other,Veteran,D,A,E,12.59601203106846,-38.340450869720314,-3.763688974833821,D,A,E,-117.05844933593713,113.32443366815255,0
Non-binary,51-65,Other,Non-Veteran,E,D,C,-188.3557566495061,-12.436701175995271,121.1881186742635,D,B,A,-159.196823745803,-72.42972821068719,1
F,51-65,Germany,Non-Veteran,A,C,E,33.54165867604104,61.56393508374322,-1.696051928002213,A,B,A,-103.6864367236924,-55.090940750402794,1
M,65+,China,Non-Veteran,A,E,A,36.765734364470916,198.9138783834252,29.427782572628452,A,E,A,74.87845068618539,115.44542587037472,1
Other,51-65,China,No,B,A,E,-31.10328066904574,47.45401224975401,-73.04454529274032,E,E,C,105.6077989660604,23.370285966197088,1
M,65+,UK,No,B,A,A,-52.37783756547759,-21.843209112363652,-2.4973211973619436,A,D,C,84.82015647212738,12.955064052009794,0
F,18-25,India,Yes,C,E,E,72.52202353907329,-37.15036741255691,6.724209689308308,C,E,B,137.63177686662735,-28.06200164438345,0
Other,18-25,Other,Non-Veteran,B,A,B,97.62183330008119,-122.16404919983918,-13.631859498580218,E,B,E,16.691400613887193,2.12938755153778,0
M,51-65,Mexico,Veteran,D,C,B,18.703868084607905,-39.43939860941085,-197.15143493063846,A,D,A,78.24880686404441,-185.90293266447807,0
F,26-35,Other,Non-Veteran,B,B,A,103.56636138772592,83.15743136578827,-27.320921072599525,B,B,C,-95.29194328008909,-102.72953702562366,1
Male,65+,Other,Non-Veteran,B,A,E,9.002686517575127,100.4992564278316,153.95872299884914,D,E,E,196.539386411348,26.10657421455428,0
F,36-50,Mexico,No,A,D,A,-228.8772928018686,-6.030499759614354,0.7066793340725271,B,B,B,37.504741240166126,31.396030107094607,1
M,18-25,China,Veteran,D,C,A,-5.362807245679332,-180.48584888055836,-80.69901711326614,E,C,A,17.913994670213953,-56.963311427195386,0
Other,26-35,US,Yes,B,E,B,-116.17538809120056,71.1106784235485,72.31658112150404,C,B,B,-166.32536727781473,186.77344924306152,1
F,65+,Germany,Veteran,C,E,A,102.2773272429492,-18.298455709567733,89.09716886465114,C,D,C,307.703244141051,-68.53854542578934,0
M,65+,Germany,No,C,B,C,68.08554123198289,-7.500634321774475,-136.90753768256775,A,B,C,73.0810290871023,-85.82370013254295,1
Female,51-65,India,Veteran,A,D,D,12.086778048283463,82.06806802304192,153.26885968819158,E,D,D,-49.68091785746124,21.079392106247358,1
Other,51-65,Mexico,No,B,D,A,29.758483860073987,-21.866238532238714,87.95327707825655,B,C,C,-111.21950960809434,-37.65972804825379,0
Male,18-25,Brazil,Yes,A,B,B,-13.306817999584073,-71.76675837689719,30.484882549761178,D,C,D,-91.0753310858943,39.047924920103476,0
Non-binary,51-65,UK,Non-Veteran,A,D,B,-46.78762453286755,-31.375911148167912,17.04299789851533,E,D,E,-14.194933652144565,-9.116261042011182,1
Female,51-65,Germany,Veteran,B,B,C,-61.18398075882936,-90.75084985344802,-68.43289680655963,A,C,A,32.670584531950084,25.651724615128025,1
Other,26-35,India,Yes,D,B,C,17.625132848095298,116.26632391163014,-171.83483787078916,C,E,E,12.019393600203104,21.628376164792243,0
Non-binary,51-65,UK,Yes,B,D,C,-96.19644102383364,29.366194561432668,75.07985867003988,C,E,C,-34.864599191640764,219.3559542863229,1
Other,36-50,US,Veteran,E,D,A,177.95967251287195,2.2675513894840917,-162.29811869304868,E,D,C,79.73267842002066,-6.247958165425431,1
M,51-65,China,No,E,D,A,65.76947348954339,33.46243895026557,28.58369971744047,E,A,E,-117.8774058890117,-109.68054643432612,0
M,51-65,China,Yes,A,E,A,-39.33115197422855,-9.475191310499604,43.37045109870373,C,D,C,-53.41199381874533,-139.58239165882534,1
Female,18-25,Other,Non-Veteran,E,B,B,58.818809084057044,265.5017951603139,-3.269108563539016,A,D,E,-92.90270225348462,0.8164514452959666,0
Female,26-35,Other,Veteran,E,E,B,-39.08331094206133,3.9548083822519104,215.27485546696,B,A,B,127.16999462242191,-47.31529550292958,1
Female,26-35,Germany,Non-Veteran,B,B,B,47.074067655831556,241.15504293992907,143.73639236985693,D,C,A,0.5628071985778844,-15.112344940376108,1
Non-binary,51-65,India,No,E,E,E,-150.05801252413994,87.64631002681955,-5.95553323122807,C,B,C,154.95676466089105,78.49084197855825,0
M,51-65,India,Veteran,D,E,E,52.27183795796632,-2.337623503759258,-201.93902189741726,B,A,D,-29.837964976606813,-87.69949959751746,1
Female,26-35,UK,Non-Veteran,A,B,E,-210.24008546135482,-117.73716662754805,-105.30264384160593,E,E,C,-114.6134644903624,-80.00974614266279,0
