married,sexuality,RACE,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,target
Married,Bisexual,Black,163.9640564309539,-52.64718505805575,D,E,-29.344458556804376,D,E,D,C,-22.88431579686599,-91.32506571061693,0
Divorced,Heterosexual,White,-48.59475521137258,205.123085519118,C,B,24.648844095926574,B,D,D,E,91.76570153824757,-22.933536136338688,1
Single,Heterosexual,Hispanic,-25.120267244732773,-71.06206361500257,E,B,-75.47423093027425,B,B,D,A,-60.921458198207134,111.56639827532612,0
Single,Bisexual,Hispanic,129.4202523866447,133.802242231248,B,A,163.42363920838113,B,D,E,E,95.087023113728,-107.66758332705402,0
Married,Heterosexual,Asian,64.28657481678634,-110.02283596974429,D,B,-107.11689101530268,D,A,A,E,51.007437692781146,130.5682118290734,1
Single,Heterosexual,White,12.941805998201858,-51.63024807764176,D,A,-24.726091873100124,D,C,E,E,135.62154577014024,-9.007430614409962,0
Divorced,Other,White,22.955825010101268,-98.76683103623448,A,E,-145.95422157046525,A,A,B,D,-128.68220124639416,113.78951124889515,1
Married,Heterosexual,Other,-100.99141053695942,56.38766897197029,E,B,-1.5471416491595087,D,A,E,A,-80.26706326625876,-65.5931974548566,1
Single,Bisexual,Black,-13.65870320059874,-25.893191543531618,B,A,-49.896906015184136,B,C,A,A,131.722403194159,-38.522678616715204,0
Married,Other,African American,-67.49822649136424,39.437821980099066,C,E,6.8226520984471115,B,D,E,D,-55.652341656683916,-15.834164277973414,1
Single,Heterosexual,Other,94.94382210298268,-83.6009182502761,E,A,34.4972204872563,C,B,D,A,-193.67075180374894,-78.70196579538857,1
Widowed,Bisexual,Black,-73.35031181458262,27.46034162359568,E,B,-104.03213673281344,D,E,D,D,-147.23335541438087,23.26898589081769,0
Married,Heterosexual,White,165.41928789543937,159.76674168165286,A,A,25.66517010754168,D,A,B,B,-17.530059456447784,17.263379124864812,1
Widowed,Other,Asian,-40.17704454260496,-80.63145130707058,D,E,-21.549068871491617,E,C,C,A,-73.05687445377036,-154.8861506582215,1
Married,Homosexual,Black,236.81713653458374,127.86366346795302,D,E,94.89597283996652,E,A,D,A,2.766096015122424,92.38975731121045,0
Married,Bisexual,African American,187.06330972125505,-0.26398588094682246,D,C,-8.487033182246643,C,A,D,E,69.3189073981624,38.72721147099191,0
Divorced,Heterosexual,Other,-72.50009967204785,-104.39705197637102,A,A,77.62656298901392,D,A,B,C,67.0471908726253,166.3929953265071,0
Married,Heterosexual,White,-35.506250697687335,-20.995995320654906,C,C,-78.28389558969906,D,C,B,E,-132.51910814352314,5.905794933337968,0
Divorced,Homosexual,African American,123.20336360010589,-75.2320996456173,E,C,-28.77583320563074,D,A,B,C,-51.77958952355526,38.50325508071871,0
Divorced,Homosexual,Black,-122.5125615402837,-25.081015804087198,B,B,-151.16162008671645,E,B,E,A,-51.70677867020576,74.63356079635099,0
Divorced,Other,Black,-53.14751884278262,13.445677348431087,B,C,-68.66633949577599,B,D,B,D,-54.13049024715721,22.041403402757176,0
Widowed,Heterosexual,Asian,48.756630762003255,-224.23970387196402,D,E,-34.72233261350977,C,D,C,C,-114.22850967211271,-240.84215576933218,1
Married,Homosexual,Hispanic,24.18272941976253,218.5806870231013,D,B,-130.83820053936358,C,B,A,A,-44.74585519613854,75.87471840619875,0
Single,Other,Other,116.3006664967768,53.34456671610604,E,E,-49.87335008558637,D,C,D,D,88.23323375516118,50.398948027584176,0
Widowed,Homosexual,African American,-82.74152875178866,-4.889769518185733,D,A,146.0656741937613,E,A,E,B,114.81490488684739,97.69537508310268,0
Divorced,Homosexual,White,100.54504393823595,-69.34223510968135,C,C,11.024022601603082,E,E,D,D,-9.860293403116462,-3.0222652357992366,1
Widowed,Heterosexual,African American,94.07611877181184,-1.1251973642806836,A,A,-27.66486819687206,C,D,E,D,27.968152293464456,73.17679710245119,1
Married,Heterosexual,White,-152.02583302738893,-40.27060281153741,A,E,3.018776814299291,A,A,E,B,142.19385732410072,-117.79327627392601,0
Single,Homosexual,Hispanic,112.70177649051804,44.835800249616206,D,A,-139.91209568131572,B,C,E,B,270.109959817664,37.99127201129518,0
Married,Heterosexual,African American,165.97210603873688,-165.1633911390526,B,C,63.48604035578681,E,C,A,B,-41.68774277071766,18.225008313341178,0
Married,Homosexual,Asian,218.2691198437948,88.20259496888734,D,A,-61.093240043793365,D,E,C,B,15.187705692218142,32.574251814779934,1
Single,Homosexual,White,-102.53597838071629,75.8287029253663,C,B,-108.5035482707019,B,A,C,C,43.292519121092916,92.0665351565789,1
Widowed,Homosexual,Other,37.44255979333282,106.55544883003039,C,D,-64.30237097143896,B,A,B,E,45.844911020239,136.99570926000897,1
Single,Homosexual,Other,5.6371743226139,170.08852694200905,E,B,-30.709993985073382,D,B,E,B,-9.843367999353173,134.29305526237718,0
Widowed,Heterosexual,Other,-26.494223526098164,52.13554171750019,E,A,93.65094702602788,D,D,C,E,74.37186136681437,37.358327357384454,1
Widowed,Homosexual,Hispanic,252.84295212691288,-204.09404368165735,B,D,-8.03913056375398,A,E,B,E,-59.31844968967357,-15.445968613039673,1
Divorced,Homosexual,Other,142.01463161583865,-68.08374187322772,C,A,-22.602000131020556,A,B,A,A,25.08408058955935,-27.92842471955189,0
Widowed,Other,Hispanic,62.39969123916486,136.3905332559244,B,E,11.560157951418343,C,E,A,D,93.97154280053921,-44.56099104238366,1
Widowed,Other,Hispanic,117.43719782248272,106.97250543423038,D,E,-36.2176720301016,C,A,A,C,61.6589829052633,144.2294607689721,0
Divorced,Bisexual,Asian,-48.53280941670573,-78.19656976300978,A,C,-111.3667067775307,B,E,B,D,17.262673750951034,81.4099108115985,0
Single,Heterosexual,Hispanic,26.43426607418448,160.30392408601173,C,A,69.49034739947257,C,B,E,B,-37.712391287493965,122.4348191607054,0
Married,Bisexual,Black,119.82645926072568,-12.475872549562618,A,D,-29.0887119821448,A,B,E,E,-94.39827516895343,20.12827358653523,1
Married,Bisexual,African American,63.17282267570828,-45.18249918945304,D,A,-145.87016605601036,A,A,E,B,48.84027190496437,200.06716409546522,1
Widowed,Other,Other,-134.61699647373095,-27.600802355936686,D,A,-106.14299856421346,C,E,B,A,19.141683861278693,-99.50614968631288,0
Married,Homosexual,Black,-204.69780856890023,29.2075621909186,E,C,-74.99933270802677,D,B,E,D,51.6007402618635,-8.767061528104085,1
Widowed,Homosexual,African American,62.5872110010486,-30.320748535259117,C,D,-152.88692877016956,E,C,E,C,18.98263386536738,-211.4828363028189,1
Single,Heterosexual,Asian,-2.4929811033460014,52.50859627327606,C,C,-20.671311049694125,D,D,D,B,203.56311797133614,71.48282176792804,0
Single,Heterosexual,Other,134.45536684518208,-136.02159340160745,D,A,82.55648853051346,B,A,C,C,-24.99301856219278,-56.551238892239965,0
Divorced,Bisexual,African American,54.18568224717652,-129.53061476790526,A,C,70.32060117122438,B,C,E,E,15.867364894833635,-3.9727352503142166,0
Widowed,Other,African American,154.0820872465892,-62.11912064946752,A,D,153.85547983231308,D,C,C,A,17.59066641845271,61.81317171022429,0
Widowed,Bisexual,Black,-67.27215477219059,-92.36381966921068,D,A,-131.65648605287132,A,A,B,C,136.25131532156905,-34.669300128211454,0
Married,Homosexual,Hispanic,33.42438754780248,-70.1155551813291,B,B,60.08786310288428,E,B,A,D,-135.83834128020965,-221.70697137587828,1
Single,Bisexual,Asian,-33.53408620523,-99.17311992694943,C,D,-36.9692469652338,A,E,E,C,-30.33618995844789,-207.7663820887651,1
Divorced,Bisexual,African American,140.08354756493173,333.43130266198455,D,A,147.87558746691082,B,A,E,B,-32.16337801284345,-5.792421111216124,0
Married,Other,African American,-19.443186881085126,117.72280753042091,B,D,-43.81606938047276,A,B,D,D,-98.08354313233872,72.75569338044045,1
Single,Other,Hispanic,62.49743314813215,108.13917915746207,B,A,35.60759841994277,B,E,B,E,155.29208899019758,-122.99008736441732,1
Single,Other,Hispanic,46.44718521009625,-121.77066693424004,A,A,-56.661035009680624,C,D,C,D,-75.49483163478585,-7.485090621082728,0
