race,religion,handicap,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,target
African American,Jewish,Yes,C,22.996441080035954,B,D,B,14.797453559035995,-51.81928659633059,40.69809802318283,E,-99.10898522346695,C,E,118.28160390470426,C,-79.188735037573,111.45010165628572,0
Other,Christian,Physical,C,60.02225106778337,A,A,B,184.8299418288585,14.252525099698346,-227.7699525125028,D,-29.858468004575105,D,C,17.385559165297686,A,-67.12786909650247,187.5507280501982,0
Other,Hindu,Yes,D,130.62908750024354,A,C,B,-33.36348919589144,-102.09435174802428,137.00657919159335,B,-59.502687904677046,B,B,-75.09930620931024,B,184.79303932387916,-35.64976400388901,1
White,Christian,Yes,D,47.69001681892039,D,E,D,81.47924231604271,-85.66807950388959,-15.793826134524572,C,70.21904134235147,B,D,95.55265267837463,B,-81.59958808605704,-122.74460002126453,1
Hispanic,Christian,Yes,E,-61.6866810146601,B,A,D,18.168811212267556,-88.7865280876387,174.28440018399525,E,230.11200120954496,D,A,14.306210093550591,C,-15.789534185702308,-17.341449635183213,1
African American,Muslim,Both,A,-18.247144781644614,C,D,E,-78.10643212064925,-5.1781606464994505,-100.6010372462318,A,18.75020470221702,C,C,-0.678356374179926,C,34.544594660759394,-75.51870536845648,0
Asian,Christian,Yes,A,82.6029065457679,C,E,E,-61.91232632861276,7.565745797589337,-9.462424618459005,E,65.13567876858737,A,D,86.6146518778699,E,5.250053911486006,-137.35634326115442,1
Other,Christian,Physical,E,193.34658737548068,C,A,D,-66.70303373876895,-13.92241466853083,35.44173889330071,C,-110.77850168747918,B,C,-108.23331291988876,C,-102.25222909027094,-33.43325611498836,1
African American,None,Both,B,-16.37352782839786,E,C,C,206.94082560207997,-7.431944389035492,-117.18225269229896,B,-24.329172552160195,B,E,-114.00458889038525,B,-83.32999183594461,-65.0065194869212,1
Asian,Muslim,No,A,-30.058329169766353,C,D,A,64.27021895165501,85.96454304112083,142.57933791192457,A,30.23310646153774,C,D,71.74877460287848,E,3.3570363510612973,48.10049781898488,1
African American,Other,None,A,41.09895801806233,B,D,A,-111.38226510821245,3.9862579301008942,-28.63704429325123,A,-115.34031986597977,D,B,-66.70908993183153,C,96.24775681332642,80.5472150549775,1
Black,Hindu,None,E,-64.17385952497281,B,D,A,144.96615535836162,-272.9354233346272,14.24305929696974,E,24.070979819111738,D,A,13.732986971643838,B,236.4534854081363,145.52040427957792,0
Hispanic,None,No,D,16.79433769162904,B,C,A,2.1866460867812223,-9.775090922348843,18.72319314488861,B,48.2979252240254,E,C,-104.57004495453258,B,50.418485209467754,29.903259924293486,0
African American,None,None,A,34.93837343890799,E,C,C,113.48825586060687,91.07985821856502,78.84259604880276,C,-26.827700922585677,E,C,109.92954556947268,A,-45.87444470524589,-162.4900880031079,0
Asian,Christian,No,A,-10.025539687289475,C,D,D,-167.4263914731051,-78.38862833981794,-67.6669359335381,B,58.099964914316985,D,A,139.59098005079477,B,-99.54353637292098,-140.45681306127537,1
Hispanic,Jewish,No,B,-32.8371074256457,E,E,B,-84.5384272833942,123.02033823712763,-79.17982760464118,D,29.961465265952793,A,B,-171.26028536726224,B,-65.60066944952825,89.05300018683853,0
White,Muslim,None,A,-138.45584612628065,B,C,D,-285.66124142615166,-2.894800877281649,-26.765296972487985,D,-49.69194037211342,B,A,23.66965583918075,C,80.19296488021604,-84.90344898829676,0
Black,Hindu,Mental,A,159.7057557107579,C,B,D,73.29754526570424,-166.4591668805595,30.657266663209608,B,84.30729800029255,E,A,21.083100040230555,C,70.49915136851702,8.379132157201129,0
Other,None,Yes,A,46.23847822221536,A,A,A,110.11062584953333,113.37169356274173,39.21569077176521,E,-52.80960436556767,C,A,-84.18412829644328,C,193.2705758615009,12.260546982449004,1
Asian,Jewish,Physical,A,-155.34039034363758,A,E,C,-27.744764999694844,42.127050549114855,-85.1488960409104,D,-22.15341631398051,B,E,-27.75023386731687,D,-41.75007439499452,5.677734067599129,1
Hispanic,Jewish,Yes,E,97.65714467386584,E,C,B,-120.05642398480268,-159.58859724044868,68.94334559264782,D,140.3020078641085,B,A,-139.0573633738945,B,-52.51587475124333,31.97917018099273,0
Black,Christian,None,C,-221.21904522263821,B,E,E,45.385699320716874,15.015778449819237,-17.782812734815604,E,-10.281316393591231,B,E,-9.653275738066874,C,-22.408209901139248,120.36315241240668,1
White,Jewish,None,A,132.26011744552653,A,E,B,59.0542962138382,-124.84701454175126,80.23399439813058,E,-57.03276832774028,D,D,55.14609323381512,A,-14.530840223946317,-26.281913414463205,1
Hispanic,Jewish,Physical,B,-74.99337747670832,D,E,B,-258.0008598751932,102.97732493620451,-191.26461880368646,A,20.887832984663437,A,B,73.93606942391202,D,-177.824277377477,-128.08666588222502,0
African American,Other,Physical,E,110.1434347965008,D,B,E,-84.20399583910462,69.26918018591589,-68.73134649797247,D,181.44149367632113,D,D,30.64401588622445,E,52.5811104870137,-180.7266498318802,0
Other,Muslim,Physical,B,-55.872713324872755,A,E,E,12.628118980025574,-31.020347782870434,77.0487954339626,A,59.37860005667353,B,E,101.47466017632911,B,59.366473669847565,-97.0078977388448,1
African American,Other,No,C,59.31516780492723,A,A,D,82.27379448365427,119.08626103101665,180.88032636010672,C,-212.40377664883704,B,B,38.027806668681755,B,-21.816648243379046,-65.05776233507937,1
Other,Christian,Both,E,166.43336142138477,A,A,B,-148.70608960048386,-191.9331882813123,-141.11697243636237,C,-8.574810075785159,C,B,151.71395949034653,B,-172.85425112634744,16.629359187157604,0
Hispanic,Muslim,Both,C,55.67136659660632,E,E,B,23.814769380467865,-51.17446137540944,-20.931119658827875,C,10.444311347108078,E,E,-32.24223379340751,A,88.62201223171647,95.17828770125547,0
White,None,Mental,D,46.03680589466467,D,E,A,160.75191207060243,184.29138976330754,20.805395975268087,C,171.93400639768802,B,D,44.6064235719408,D,120.92288533792758,89.8974549674538,1
Other,Other,Yes,A,-88.54117717572164,B,E,D,-111.64711257170106,-8.967274227720845,-0.7192623749732283,A,35.92853308517145,B,E,20.50063394228517,B,48.27605792500804,-136.70487312354334,1
Asian,Buddhist,No,E,-0.2557014684819707,C,B,C,-102.62919490901929,121.93140114353875,-77.53645844586717,B,30.143255652024507,E,D,89.45910405421992,B,98.23718984535375,50.8595732495362,1
Hispanic,Hindu,Mental,D,136.5869542743204,E,B,B,-46.71048069675737,43.33918417263969,148.7141819232749,D,116.52480741171034,C,B,-3.5805595549277127,A,-120.84194206387546,7.092816599641518,0
African American,Jewish,Both,E,-93.43202597360084,D,C,E,46.1118115032702,-6.6001590633769345,-61.06093358214545,E,214.25846176811336,E,C,71.39562393298117,C,40.45012026131464,-48.25032128379594,1
Black,Buddhist,Both,B,82.29138091883424,D,C,A,-3.559679040725563,-146.14456243934276,62.33858924871728,C,85.8963717594754,A,E,-65.01602508461252,D,54.21853398778237,-44.557036313305474,0
Asian,Christian,None,C,40.95298474175118,B,D,B,-119.5793012178801,-122.92993343165175,-137.30045652111414,A,-245.0030248503087,D,E,-15.697024543750175,E,10.840971598468132,5.054331901711064,1
Hispanic,None,Physical,C,74.06929971634541,E,E,A,-185.11003216503957,176.8401541483694,-14.043067300840887,B,-12.666691771319522,A,A,-36.36026035071428,A,88.41786198544531,43.93860786556815,1
Other,Muslim,None,C,-99.26881280349735,C,C,E,120.09614994956182,119.22978705972696,39.73553798376416,C,106.98358056761383,E,A,64.03145339835807,B,-178.02259965975423,-60.36775511595771,0
White,Muslim,Mental,B,266.2444772669921,D,E,B,-114.27719296145496,304.94045842710455,127.12729873014877,B,-21.949804243550393,A,D,28.210760234478816,D,27.40620946737677,-80.262856701466,0
African American,Christian,Both,E,35.94605020002724,A,B,E,31.61114831528148,55.02204628622479,111.39411372141707,B,-86.64424487485594,B,A,-88.16327599678556,E,127.36031569738391,88.89997198447097,0
Asian,Buddhist,Yes,E,76.62096541776666,B,B,A,-264.2636082308402,-113.35517580078434,-16.575408361434718,A,238.29570305814687,E,B,24.736329110955843,D,-233.4278751717409,-276.49158125125103,1
African American,Muslim,Yes,D,56.72812151983312,D,A,C,-78.41521415472242,-66.23744214974755,53.08578997142087,E,-158.83405372955488,B,B,77.74488218301596,B,99.20140190599267,-22.29124580316019,0
African American,Christian,None,B,114.46165263473263,C,D,C,-72.02844732542678,-109.16010762282468,-88.3290671670796,A,-94.18996880205096,B,A,-61.164114294116565,E,39.34665045005264,-95.00732318546586,0
African American,Jewish,Mental,A,-147.05038749257557,B,C,D,156.341733653016,-63.81816046119121,138.7286758782712,E,71.78987739676252,D,E,-96.72230947707547,D,52.74205794968056,-11.743304142790032,0
Hispanic,Jewish,No,B,93.38816265968721,D,D,E,54.94828644686278,8.135168278502235,176.02919582278633,C,-173.5346767377515,E,B,140.33904928409171,B,136.72327371149777,7.640911135737825,1
Other,Jewish,Yes,C,112.96420030832621,E,C,C,122.60809051506587,11.996823530180171,-28.62081930684982,B,159.67240730572556,C,A,-12.8398024554473,C,-64.60204809209948,-110.01621455578316,1
African American,Hindu,Yes,A,-105.05996827171495,D,D,E,-13.453953149114422,204.48897096627405,130.12239812791537,C,102.3074203479134,C,D,-26.88595999199213,A,103.18939895173602,87.35269436717837,0
Black,None,Mental,D,-46.60638553578137,D,C,B,-5.200932762495262,-42.54318283410108,-134.80698055781306,B,21.010556639199006,D,B,-10.435325344522992,A,-70.68642826126236,102.23721389413387,1
White,None,Both,A,-24.067036684316374,A,D,C,-147.0751380822089,-68.29278029274953,-183.81278177204163,B,100.11826666104608,C,A,-39.13284455979871,B,34.99688892602376,35.001985846833456,0
Black,Jewish,Both,E,48.05884391175758,C,B,E,-94.66231344919466,-46.58189361578607,-35.89960702300907,A,6.489057912477783,D,E,-63.544295605974,B,94.49284499399185,-79.49666323159232,1
White,None,Physical,D,-2.614158343153743,A,A,C,53.01491384466907,-66.16730130791832,-209.3276174510477,A,94.66181615259013,B,C,-24.72371311774553,D,52.58883618370347,-155.58918373164562,1
White,Hindu,None,E,52.2415399857945,B,D,D,41.43516315029943,49.66347575447541,-28.02662612581769,D,-60.120853673673565,E,E,71.47044864887317,A,-155.7780562658255,58.609723419742586,1
African American,Hindu,None,C,127.78529026220274,C,D,B,-171.35982881478566,-11.964793899684336,-98.74974566220888,B,-165.08553591542199,B,B,36.76642481273228,E,-13.327261357298484,113.06974612854947,1
Hispanic,Other,None,D,9.580916472748314,C,A,D,-133.62275483182762,-96.38493631297877,97.06669452718015,B,51.76072328322204,E,C,-37.06150757701227,B,-100.94898580199671,-132.15245150214028,0
Other,Hindu,Physical,E,-140.64811275239327,D,C,C,107.07499653576204,54.5587172502071,-284.7249887090201,E,-57.69439205878862,B,E,22.606056560402862,D,-133.40418337318832,15.139679254199923,0
White,Buddhist,Mental,A,80.16228755908979,B,B,D,-12.505225090110114,0.5210211350535905,194.43093915353518,C,104.39952714075913,C,C,133.975403356551,B,80.28535228328727,-173.0095592912927,0
Other,None,None,A,-24.62398510748818,E,E,A,-87.7315691966456,68.54126953547863,-5.008841361804982,B,-92.16183954921013,D,B,48.88803068671139,B,-8.082763236563778,72.07335193716783,0
Asian,Muslim,None,D,81.20845423972742,A,B,C,-96.39822969469188,-2.446633880478584,12.698552998042251,E,-193.637995949442,D,D,215.6646703367285,E,-50.60172604099471,8.151811103296355,0
Hispanic,Christian,Both,D,130.92765813749193,C,E,C,-227.3153618945114,-231.29909726876394,-14.000939069660179,C,78.61259294350013,C,E,-72.90489551275796,C,71.64130435229865,27.81482176007179,1
Black,Buddhist,Physical,E,16.02276425675347,D,D,A,-7.277318004178637,-248.5872698146318,55.067746986041456,C,-4.164395311205755,B,B,-73.22122616837274,E,-108.37708101397838,60.328776712425245,1
Hispanic,Jewish,Yes,B,95.44645929515258,A,B,B,-134.2392610513841,-129.93787882287805,-130.49447110968737,B,88.82000032349305,B,A,-20.237408536753325,B,206.78964461005756,80.1267798556616,1
Other,Buddhist,Physical,D,-172.68197420897374,B,E,D,-62.1074024805425,-97.70911101929997,32.4241210806376,D,26.921009018405172,C,B,-217.9193718584432,B,-44.033315458316004,-129.7542831043022,0
Hispanic,Buddhist,No,C,-83.53784601978647,C,E,C,61.723298589231526,-18.835730118864692,55.63660406615758,B,0.5604261673512436,E,D,-60.11298307253732,C,-53.942652094164714,78.14164103617567,0
White,Other,Yes,A,47.436874215273846,A,E,B,22.099745461749524,70.47269302016078,69.2416575455931,E,-18.666211812331255,D,E,-221.7870338625976,E,48.39703906954389,42.59500054976086,1
Other,Jewish,Mental,E,-21.395052381716347,D,D,D,120.34316925213422,42.21688164362085,-22.45719582541467,C,-42.600548446950945,E,D,-17.757966282025922,E,103.68452761361328,-108.05100025854928,1
African American,None,Physical,B,-66.21061100313474,E,A,B,110.60556963886663,-51.918529158837266,20.329506127606333,D,-103.82370737225976,E,D,-56.94333342354,E,13.184377901034235,-73.1758924706566,1
White,Muslim,Yes,B,87.34086950083348,D,B,C,36.656064759654114,133.47115761493652,67.24371896375406,D,74.86093774519148,B,E,-6.862777001382164,A,-62.40213120157685,3.894702381004911,0
Black,Hindu,Mental,C,79.27787376622645,C,D,B,57.46640312914408,45.118384484952976,231.47123838117741,D,22.838586678819432,C,A,-46.90674525858068,D,-21.288429010847846,48.66792888843797,0
Other,Buddhist,None,B,51.55331098593595,C,D,A,15.292479607636356,-13.749416604838707,-6.362589678472565,E,-43.34547619138832,C,C,40.513837806837415,C,-109.73981201780222,-31.580775057456222,1
Black,Other,Physical,C,-17.579661913104975,C,E,E,-37.474505871503645,37.93500112282041,107.74484587026834,A,-125.86823197345971,B,E,-26.783423008535966,E,83.1511803083939,23.59193243642255,1
Black,Muslim,No,C,31.493097097116134,B,B,C,-189.0900533024818,-65.07462335776118,-36.87790784380693,A,-6.108672448142662,D,B,3.2447378327970955,A,101.0373278342455,21.580437106214607,1
Asian,Muslim,Physical,B,73.01642361773523,B,B,B,-108.75803552818127,-26.75017169582883,53.06891056555438,D,136.3929931791993,B,B,115.74156327807579,E,-139.04202725025328,-51.311870459212564,1
Other,Muslim,Both,E,33.171896625887605,C,B,C,16.340365928266564,-73.99862980609721,-52.03726507532196,E,-93.0102273869823,A,E,-75.71962723972638,A,-62.42571326174772,-98.7630907873043,1
Asian,Jewish,Mental,C,-46.257093786437636,B,A,C,-251.44885668440776,32.569498879085536,44.00057591678688,D,90.51831091212917,B,D,-157.98302890529857,D,10.738564659042597,40.5654198695301,0
Other,Jewish,Physical,E,65.09822239346009,E,B,A,18.440964449988254,-9.860526072529643,-85.74829854117802,D,-19.91993585874606,C,E,-50.65883553808127,D,-31.843003869295817,107.40331428140128,0
White,Buddhist,Mental,B,-55.74423493201909,C,A,D,117.9181059409995,74.08926044686298,4.3246377771486,A,-334.4263880476818,A,E,37.98081229930108,B,8.005797615098157,123.77767874806949,1
White,Buddhist,No,B,-94.98650191247299,E,B,C,80.68438513059579,36.48248420402573,-179.23287350173618,B,-182.46803578703302,C,D,13.986001460984706,D,221.02371904074164,88.71769045083701,1
Black,Hindu,No,C,-45.00967861510786,D,C,D,-19.786594785972436,-108.05651663561105,-6.199510670546489,C,137.08499518272635,E,D,-25.003645613410736,E,-42.99596167166346,-41.38079143163394,1
African American,Hindu,No,E,178.2984620350175,C,E,A,104.03675529839897,-216.31088072823331,179.6595653364708,C,68.22184470876836,C,A,-77.58563303381074,C,-78.752826508166,14.678699452601176,0
Black,Buddhist,No,C,-116.94745388530143,B,E,B,-205.49387023123307,-22.0959034969385,51.03005565924771,E,5.261552083846429,A,D,178.91386921904981,D,151.16268841569922,-41.462825318416805,1
Asian,None,Physical,C,44.69318931181231,A,D,E,-43.68305021607629,-66.6470690879707,-30.281399308633635,C,-92.71087310803613,A,E,215.13743614138875,E,-38.69816676390208,22.485794717504668,0
Hispanic,Muslim,No,A,40.57075943927646,E,D,B,-6.765126850620811,-137.70178970177207,36.17721535129064,A,-5.699602672169105,E,D,-31.676322253341183,B,-195.11155433450375,55.84448000186071,1
Asian,Christian,Both,C,-159.05450319420015,A,B,A,38.22521251896372,17.48068891218411,-40.724101005480065,B,90.83719447355395,B,C,22.472808273453477,C,-161.91133775017266,-131.39245381401196,1
African American,Christian,Yes,E,180.4102760521767,B,A,B,-10.17029256911196,107.35055380058134,-124.64335215623672,C,-137.96284859805152,C,A,66.72706279079867,A,-37.73741157407323,-37.45314076481076,1
African American,Muslim,Yes,B,-37.320723156846896,C,A,B,-93.05939492167357,85.42370658071944,-9.581663906916107,D,-2.7565270143880096,E,D,0.07137231905701348,C,99.39953587911587,86.27400044029373,1
Asian,Buddhist,Yes,A,24.05549087051265,C,E,A,159.55935983968695,183.64542144145838,-93.75825177555632,D,-7.9313578774704006,C,D,30.826829578558208,D,-58.01737898522408,-137.65276245841787,0
Hispanic,Buddhist,Both,A,106.53749687878671,A,B,E,67.83461511547405,20.270203986132323,-213.1720809328397,E,162.40163998529192,C,C,-48.79552283753095,C,-6.454887490510404,-59.01212767762913,1
Other,Christian,Yes,C,31.227403830942713,E,C,E,101.49600098322966,-29.373983363059413,-220.34670737706534,B,-54.17806817418006,D,C,-2.8627518395554836,E,134.27828714618332,-75.14108638601655,1
White,Jewish,None,C,53.5189725995306,D,E,A,-158.51099116255008,126.81436096889259,47.203572605099815,D,-63.87246148106465,B,C,-289.4755492034863,E,-183.40479654332736,-14.359522128129601,0
Other,None,None,B,6.381545421455871,C,D,D,-138.1896761102471,-3.024141250225575,-215.04970878985978,A,-141.68823039021692,B,E,-52.75048445460108,B,-97.33107666542242,-37.16999951580602,1
Black,Buddhist,Mental,D,54.86066272111405,C,C,E,83.6501793023128,-8.847988097395303,17.324872338610792,C,-238.26010824846298,C,B,-103.18722892575435,A,17.843378256927124,-57.9018849363248,0
African American,Buddhist,None,D,-224.71868799705766,A,C,D,-198.72083170204056,-41.65811825600036,102.73628340837763,A,101.73043947124465,E,B,94.01382158632924,E,4.558598519379137,60.30241089216551,0
African American,Buddhist,Physical,C,-14.25047544170306,D,D,C,-278.040589854484,68.94710654284052,-10.762150872920376,B,-85.00705324590044,E,B,81.349065830585,B,47.339731672617646,56.63618716491556,1
African American,Christian,None,B,-119.82547087568507,C,D,B,-6.317036592228808,-4.909343539251976,-35.394378027544235,C,16.45556152788221,B,A,74.37591123787156,D,16.706902438988553,-143.10812227405972,1
Black,Other,Physical,A,55.37142259633055,C,A,E,-122.91480469801381,-61.88599776882986,-118.28427018260999,A,-372.60330692657965,C,D,-149.50252514636438,C,-10.307700107603358,-112.92845932888325,0
Hispanic,Christian,No,B,97.53879461010972,C,E,E,92.67129746095645,-86.83510078082816,4.1583650300754975,C,149.1544080554498,A,E,-34.054160243545965,D,-56.02364836020976,-83.72810198588975,1
Other,Muslim,No,C,-76.61473517801923,E,D,C,-120.34168488264261,-111.9852974213697,33.748171827683,A,145.2460279459913,B,B,-42.46351427323549,E,36.42646847541463,0.5787328238080831,0
Asian,Buddhist,Mental,C,127.43998351507544,D,E,C,99.28218642775552,79.09732729430299,-137.6317621947192,B,134.16341296386557,E,E,59.2172037968028,A,-96.36690905402719,22.389874305015756,1
Other,Jewish,Mental,B,89.95563524254821,C,C,B,161.59638081184323,37.00610801832358,-158.938144347901,D,85.12800311681666,A,D,-34.49078228786169,E,-238.1737353679552,73.25730198834984,0
Asian,None,None,C,-33.438991049699794,B,E,E,94.0856930343129,-173.71009003209494,176.99162773514965,A,133.72158551515636,E,C,-93.83345717366043,C,76.01563129131571,133.65328062839055,0
African American,Buddhist,Yes,A,-153.997375744057,A,C,E,33.84758464766956,-148.62316356009904,2.973376812487825,D,-25.057224169002172,B,C,-16.50295136689126,A,198.76700509992418,-25.41584844155534,0
Asian,Muslim,Mental,B,208.1730861719437,C,C,E,162.1368729133084,30.989316138262364,-22.080842574970944,A,-166.85125361812047,E,E,-205.86455773704287,A,-60.52407566060815,78.87727067596757,1
Black,Buddhist,None,A,-212.79386675761023,C,A,B,154.13673510151673,9.97786441856363,44.10442134952253,B,-113.2861937051677,E,B,-79.85700086759012,D,-118.1512385831772,-65.31084851204493,0
White,Christian,Both,E,-46.547664157948105,E,B,D,-39.14234185554518,-203.79511966945594,-77.41855246484832,D,-192.85583357405864,B,E,9.686054431186198,A,44.509985774304695,70.0400015132493,1
African American,Hindu,Both,A,33.06067275844489,B,D,A,121.91924245157739,-133.7389574056845,-77.40751883384888,D,-121.91895519910976,D,A,-213.01008165458092,D,-201.15589350967525,144.17705413482068,1
Asian,Other,Physical,D,-48.4559662222268,A,A,D,227.70782871108176,59.260162708571386,71.79972836679593,A,25.981986728272442,D,E,34.63745370786749,B,-145.7967186204199,107.60407017784934,0
African American,Other,Physical,B,-47.65035636260113,B,D,A,53.98475135300842,-147.95390066283622,26.919504857643734,D,150.90458599607035,E,A,106.85521848420534,D,-45.10636028799637,174.82852004765653,1
Black,Muslim,Mental,D,19.46509487404065,B,D,E,130.7414255711159,52.55493879391114,-143.38212516555848,E,-9.819680214520396,B,E,-128.36786791636132,D,-53.277828922464764,199.56123140685105,0
Asian,None,Physical,D,184.34067267419394,E,C,C,-15.304185081646684,-175.95377801431425,10.125413393621484,C,-125.30352285773705,B,D,-25.653632566864765,C,7.2147047267425,64.30530952345246,1
Black,Buddhist,Both,A,-111.81504702853454,E,E,D,105.85049934295616,-85.62968746175275,118.53424987669929,A,84.65404120498033,C,E,34.784843419115504,A,-103.46081606029091,96.42851818414347,1
Other,Hindu,Both,A,-19.873561513988903,C,B,B,10.021545337608545,-3.498772137450506,-25.81755536865831,E,-136.71377825684326,A,E,-53.35460076407451,B,73.14820209265915,30.75665601348857,1
Hispanic,None,Yes,D,-30.981485748000743,A,B,B,33.07636417787157,-57.05175112945226,-24.384048739017157,A,127.30523193831829,E,E,-64.68696714118461,B,-79.01896528038213,139.8360513830219,1
Asian,Muslim,No,A,43.49304667481135,B,E,D,-128.10250586834678,233.30876796135664,113.6031354877808,D,-307.9803558285667,C,E,118.88006630941574,E,-21.480475369123287,49.455976858177344,0
Other,Buddhist,Mental,C,-61.681206590931936,A,A,B,167.93103468266247,127.5255869194612,-123.58891528029055,D,-90.5854533142551,E,E,70.68907966795341,A,-151.7720177436691,-92.23225399787944,0
Black,None,Both,E,108.48117449920942,E,A,E,94.62412445102977,-26.863311164804994,34.27220188671399,D,-119.84922314585127,A,E,175.37394375531957,D,63.94242312644944,-54.75205469453104,1
Hispanic,None,Mental,C,262.92284015415134,C,E,A,-121.119712137408,-97.94226478811288,127.74787859753445,B,24.85720532937825,D,D,-1.3667922051871464,C,-92.51603121187469,-134.43278093320924,0
African American,None,None,A,-160.90095820926064,D,B,A,-92.91913155117635,-13.919754574816567,-27.130121043503713,B,11.917160062160537,D,C,156.17422541224144,E,-19.513352946886204,-53.176368490901815,1
Black,Other,Physical,E,-137.81529901758347,E,D,A,148.21603357911337,-44.79606966993772,126.48031572243168,B,-166.80077098888836,B,D,-40.636050243864986,C,-114.73104130788059,-36.98982718432299,1
Asian,Hindu,Yes,A,54.309904988313406,E,A,D,55.577113288908045,192.35753801149718,-32.54311540184068,C,107.29126922330066,A,B,77.36510890978289,B,39.64405564208183,-142.44192222534062,0
Asian,Hindu,Physical,A,-173.65168640836285,B,A,E,152.46492994912396,-212.25373634516166,-2.351610337789953,D,93.99373854115483,B,C,170.09441757476412,E,105.99545643237325,-45.37496430905753,0
Black,Christian,Yes,D,-26.28842545312865,C,D,C,-243.45987970842947,-2.161626472136858,-17.24102921562486,A,-27.75691869840717,A,A,20.525961721101094,A,39.412251684611086,-65.21242074738771,0
African American,Jewish,None,E,-56.56885853171252,C,B,D,-57.41259250728636,90.06883066202307,-17.61051466896981,E,-132.4021678945735,B,D,1.975103479248052,A,39.27983706405215,54.58361256818516,1
Black,Buddhist,Yes,B,46.70095707668616,C,E,E,65.54357883130699,-36.817558949077664,-27.013550192774254,D,-8.617734690908636,C,A,37.7605706600822,B,107.11694109239059,70.81326352127742,0
African American,Other,Physical,C,1.1058821002060824,A,A,B,98.56744694576331,120.0490534292272,-59.890525902124416,A,-87.94227604102801,D,E,50.502033637402754,D,73.93218158048553,-26.504951520629554,0
African American,Jewish,Yes,D,-134.98738276004227,A,A,B,-42.49943277995116,-67.03418381849113,-148.46128964401495,C,85.41849030931502,B,A,-202.5426340046721,E,127.02924356356044,-78.24816128919565,1
White,Muslim,None,B,45.67608690139091,E,D,B,11.13148043931882,-20.700330105351167,2.570695919050375,D,-102.3061078598113,B,B,-64.06961633517405,B,14.757573157340346,166.95208231418601,0
Hispanic,None,Both,C,-3.900622562014392,A,D,E,34.08302301254155,73.1958457392996,-64.93783438132253,A,51.38509851372789,E,E,-178.76860828299027,E,24.156348252568886,-5.028400122320901,1
African American,Muslim,Mental,B,-74.67790500583149,E,C,D,-14.530715624335134,-108.60404199976472,22.46401228621328,D,-63.41198395781655,E,B,90.62993945177122,E,-136.68824819071264,115.52355321757277,1
White,Muslim,Yes,D,-70.47248549866002,C,B,D,-101.91222433338577,-144.1544271508852,-180.97178149455362,C,-311.5448406397593,E,A,-11.246409227534024,D,52.93960482474005,-191.71523400644,1
Black,Buddhist,Yes,C,-49.40729906615986,A,E,E,-140.10647092324317,55.46332971593972,13.461516985330956,E,-117.0418684190062,D,C,164.60830142371714,B,-149.6546724562507,2.904807698614561,1
African American,Muslim,None,C,-97.25162410912817,D,E,E,-47.76558982632096,-110.21474126031812,74.51897852575989,A,-23.073263142038982,E,A,42.546384290844145,C,-31.26280254411693,-9.328361185564562,1
White,Hindu,Both,B,-89.33130661519981,C,B,C,76.20461439193836,-145.3431454087844,-60.70998209293121,B,-3.9778184351606285,C,B,5.368061791950095,B,-55.858035678728534,85.50374965417488,1
African American,Hindu,No,B,-114.6959495502901,D,E,B,-72.20979069965182,125.72985925400073,-46.98250787960114,B,-14.4547129411316,B,C,139.20785541538376,B,-149.7058193347355,-163.47253816856366,0
Asian,Other,Physical,A,-152.02746801334254,A,E,B,-114.78165456898859,-173.97918086084445,56.623634953263256,D,181.99753524631802,B,D,85.69781342432773,B,121.82448346878982,-27.95146504963939,1
Asian,Christian,None,D,-5.666128054147879,B,C,E,106.50476212779014,-80.74696261108676,27.462859934958434,D,-40.86187771254101,C,C,18.77836449243979,C,-96.11281139934722,102.78358407429869,1
Black,Christian,No,E,23.2750485813804,A,D,D,312.2800908949069,-174.4307457595624,54.49055706544019,C,41.31542681446282,B,B,-64.53136415199883,B,201.61394953916738,7.3562734915509935,1
Hispanic,Christian,Mental,E,53.98176801072583,D,D,B,186.57338476369333,-16.353690573190317,68.20088601594829,A,-221.01505365383005,D,D,67.95530923505117,C,1.249575106691384,-43.55134971373072,1
African American,None,Both,A,-60.79838128631716,C,C,A,81.81206848641553,-102.7631474913679,-36.83286109559922,E,37.34470022526193,E,A,25.69665928771264,B,145.51170750991875,11.304175240815066,0
Asian,Christian,None,A,179.35398803648735,C,C,E,-177.6647409229384,-131.52440899896166,-75.91230243382574,A,71.856173311767,D,E,78.91685231409386,D,11.832412026897732,48.92465823408108,0
Black,Hindu,Both,C,-90.51856416587695,C,A,D,38.63416250991787,-71.99683898512329,-224.2056588557806,C,52.19899342816817,E,E,217.50601728972242,B,49.55456631225634,-118.72724760142988,0
Other,Buddhist,Physical,E,-102.63442586123774,B,A,C,203.18921376584439,59.898791551581354,-75.624103384701,B,103.19269048211548,D,A,-118.45108090432265,C,38.69985399210947,11.513773260220212,0
Other,Hindu,Physical,A,115.12569426274632,D,B,D,28.852443213949414,-205.10963205646667,5.366823265937683,D,0.1836031083619037,D,C,-132.368685843434,A,94.71189206819957,-4.516735693985477,1
Black,Jewish,None,D,-167.7941700869031,C,C,C,-17.047105752604907,-141.8897782356088,-88.75133204614,B,67.45279512082794,E,C,-26.92712754975764,E,60.974479861875764,106.56777477021926,0
