SEX,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,target
Other,E,59.93635060318716,-54.80490758376332,2.3281270717079274,B,A,-1.1203614397535426,D,D,56.30306814186935,0
Non-binary,C,105.45856021696633,-30.665707644297136,22.09212854191416,A,C,1.3942102415222086,E,A,-124.9066857292167,1
Other,B,12.971308983633692,79.33771256919802,-96.11554583997695,E,C,111.92114714509049,D,C,144.9080583569241,0
Other,C,7.63444751954596,151.721749633534,-98.15465667944329,C,E,-111.692489786826,B,E,49.086498818136015,1
Male,C,-143.3572423193451,61.14243791213546,-144.93098722156338,B,C,-43.778963754336495,C,A,12.362633741145663,0
Other,E,23.944901381477766,-11.169009178492653,99.88525383240861,C,A,100.72735586696757,C,B,-48.56590042481194,1
Non-binary,B,-20.272689033971965,158.07807983113742,23.669928058618154,D,B,11.30105553740972,D,B,41.107148429359455,1
Non-binary,E,176.38573206502383,217.19674797492505,-269.1435670002269,D,A,-70.86519955565683,D,C,-46.052069601303245,0
M,C,95.0376038717865,-93.40858963983219,72.23909855626337,C,A,93.07384640517967,C,D,109.57010038671129,0
F,C,17.282186207150193,153.85549748934844,202.5409760725685,B,B,308.5260685168681,C,A,18.91386811798801,1
Male,C,3.872364006561745,-11.53569248137812,105.87597483281164,E,E,-36.14218070521819,D,C,86.94848868045975,1
M,C,52.625134805349425,-55.43490509227321,-20.772302936568586,E,E,10.307046133632468,A,E,95.95621889276832,1
Other,C,-37.64343753136609,68.40602733860301,60.97496422849397,C,D,-174.34132315615855,B,E,-48.91174373511868,0
Non-binary,A,-16.854546101717403,103.30532982727509,-110.70984508546388,A,D,150.3835359589573,E,A,27.516653245047856,1
F,C,-70.32150562350887,77.72853874778735,19.815258888604713,E,A,16.890080415093813,E,E,45.03354572896891,1
Other,D,30.046448700775546,-190.63204661105937,-13.013080665526344,E,A,9.377219709406049,A,B,-34.988296569556624,0
Male,B,52.254651156932866,24.03451799040727,91.8151935037116,C,C,8.268684919391042,A,E,47.85807438314579,1
Non-binary,D,9.496403189390538,-1.9406511793603833,-28.808057267891996,C,D,-121.8892974205172,B,B,140.0437179908514,0
Female,B,-145.26926757834917,89.3183872796455,-141.07824370010192,E,A,38.67901350209415,B,B,-33.31274631482442,1
Other,B,-246.73345121636982,-43.33173601562403,-131.25446561691552,C,C,78.46106906193668,B,E,21.307416275855186,0
Female,A,151.54617345020407,39.51977094381574,-23.510773288153853,B,A,32.91253823341228,E,A,144.49194117287277,1
Non-binary,A,-198.7186492010458,-30.44225005322013,-61.61507813388779,E,E,-74.00544790919614,D,C,-19.41737411181304,0
Male,E,54.21562728018539,-24.610085520916588,-53.826113382735585,E,E,64.71569814690336,C,A,78.8871215081815,1
Female,D,36.19675967076185,-59.98260785714299,82.91971769996,D,E,38.69013273623442,A,E,20.04044650353028,1
Male,D,155.69822063330943,-41.3307989233289,-84.09931672400268,A,E,33.64476048357696,D,D,-34.74083362152686,0
Female,B,60.33664282270732,-39.89884755739929,-9.302886318751659,B,C,-21.70264693522763,D,C,-37.07051287421342,0
M,A,146.32706714344118,-15.681742067508301,60.802195078096645,E,E,31.269139852409882,C,E,64.51274930809123,1
Female,A,-30.407683198859036,62.20327960847417,24.463846056574724,D,B,-54.28977269323602,E,B,0.3269277252374578,0
F,D,175.95828008624358,0.3137703614637115,22.26200615798476,C,C,7.7013501859988205,E,C,26.460188936238303,1
M,D,43.06319469292635,86.09306078095324,162.19207893639557,C,D,-47.339757140499174,E,E,-59.96039055708143,1
F,B,-52.44477071748829,191.15976289233353,-134.2462010591972,D,B,-109.47072506383077,A,C,-123.62109509240157,1
F,D,-73.08786412090316,21.290045839084705,-76.54793170770175,B,E,98.46444249248917,D,D,-299.5551507111609,0
F,D,-29.69703139377883,-132.52743934569122,2.1017918366914183,B,E,-119.0697531113625,A,B,16.97770464031148,1
Male,B,-19.915687125917565,-51.39914927311897,-218.33068219790115,E,C,45.893006427759964,C,C,11.961145827448464,0
Other,E,-22.73278017337662,-11.961512303814409,141.59026149535953,A,A,-122.54490064261014,B,A,147.8887396819873,0
F,B,-43.500162099605845,67.11307105564413,60.57082733511998,B,E,-53.52825157048725,A,C,106.48507494360217,1
Other,E,19.27881121580904,-26.710170268452305,-25.59204764189884,D,E,-54.19653667991627,B,B,-87.5160829868092,1
M,E,84.97494792703891,-25.403182947484115,257.7335673565805,E,A,106.1765872596204,E,E,46.054530300201996,1
Female,B,21.33826879353461,174.76090983650147,34.48323132775036,E,C,-20.802050893203152,B,E,-23.377867744232525,1
Non-binary,E,-28.640225127921582,63.34688886911015,-1.3987772130590697,E,C,26.87896175770802,A,C,83.56209518883149,0
F,A,56.9115867615399,-47.53495545287705,-8.91343676799477,A,A,98.52276358374783,B,E,-29.941470361611692,0
Female,A,59.03541997351105,27.760762608466887,148.37701762371734,D,E,14.505024635144403,A,A,-15.065699279175174,1
Female,A,-59.601751910173085,-9.210945090850023,71.60976376014023,C,B,152.82532304690614,A,E,-120.92871066464464,0
F,A,-94.22344368727639,-186.4818896208012,113.16404405483999,B,C,11.380674749947724,B,A,-0.36409451481969385,1
F,C,163.4861292857189,-141.18014363869528,-37.74805521726703,E,A,-216.88005207796343,E,E,-141.42965158099344,1
Male,A,13.905104843977789,132.01722690412998,122.73502710966555,C,E,-15.921504894901911,D,D,62.73127912290944,0
Female,E,56.95085437062279,-35.3408851538063,135.1612551840925,B,E,-55.921913026319736,B,B,83.01995511783048,0
Female,D,-93.24045280178424,8.378414259091645,-2.7920691137242053,B,A,-179.94510935216147,C,B,-20.53409095974962,0
Male,A,93.05542595103266,101.74448916730611,-175.93114610355676,E,A,18.665985518310414,B,E,12.706329838606859,0
Male,C,-14.36056544080925,-15.687688765158644,115.86076724282697,E,D,-52.195025983125355,B,D,-28.42130448345958,1
M,A,2.0537497937138354,-15.451236758848822,92.23989870577176,A,B,-3.8472183810494767,A,D,-122.07425097672161,1
Non-binary,C,114.6009769902842,0.029638360681135508,-39.81167995318739,B,C,25.63409361129456,A,B,29.00432608258507,1
F,C,61.95833261583442,-48.2355499139692,164.84297352499186,E,B,28.412290077515767,D,D,25.945791162321356,0
Other,C,14.1302929840856,52.44369343060874,128.40862564584987,A,A,42.6893843317609,B,B,-12.244272396345288,1
Male,E,132.87292612436775,-139.38171129140125,-104.74439391252182,C,E,143.83539627483893,C,A,-199.29050973862832,1
Male,A,42.88693425428774,-152.6058116966603,40.88767473082272,B,B,80.75093823027416,C,C,124.29482491650722,1
Female,B,116.18860548549192,-25.259839731172278,9.240683073645942,A,C,85.9967454174863,A,E,168.72061778164996,0
F,B,87.34034349725897,129.39999421687102,-92.49683264256416,E,D,-41.977505366950645,C,C,1.8594710996579482,0
Female,A,147.59262577572883,-76.79606137580794,122.01287088939952,C,B,115.40488771951428,C,C,-86.1262143743592,0
F,E,-35.528485646939075,-88.05245860976817,-8.32568638742273,A,A,-30.506596948575577,E,E,-152.95042147576737,1
F,C,-70.75679655282603,-75.03555104412992,176.562585114151,C,A,-169.5599578864371,E,E,-13.513203927546455,1
Other,D,-56.803618234341855,61.00749391951348,5.7564752422210725,B,A,7.936695745803357,D,D,39.88206292226416,1
Male,D,-47.2948819504228,199.47963374908898,-69.02582624415727,B,C,-73.05456277711056,C,C,-10.772171123936467,0
Male,D,100.81900634315188,184.49854368453322,-124.71372399102742,D,A,147.07308842004602,D,A,83.0695707521251,0
Male,A,-97.47293896454521,-63.411166054520976,72.22313179458537,E,B,-9.52724695550901,B,C,156.99302396913288,1
Female,E,89.23741586542904,-294.04125565448487,233.1585241568063,B,C,-177.83734437260182,E,B,-37.21573949502978,0
Other,D,-114.02940426583925,-181.86761691931846,14.933094055758724,A,A,160.49551608122502,C,B,-13.109454564980815,0
Non-binary,E,-161.54136786634226,38.06241611380739,-17.879708473301356,D,E,205.94088934164665,C,B,-96.66351935097613,1
Female,C,-78.39104121798015,134.58304356849038,-116.33457305934927,B,A,67.68169771008505,E,C,-42.83421797223126,0
M,D,2.77086160663095,-27.360232691764473,91.64380184123357,C,A,20.50079754171164,B,B,180.4523387924048,0
Other,C,-145.89597030039658,-18.23193692177598,72.59840546498556,A,E,25.634802373838173,E,D,-92.11455279493485,0
Non-binary,C,-0.11899407209327834,-37.55694254293238,-83.23047886784609,E,A,172.21613407332964,C,A,5.615599186068032,1
Non-binary,D,18.692378016346538,49.948959812567104,-43.37917935635961,B,E,-34.84156671818063,D,B,2.6024072106641363,0
Male,D,-2.0912470509973287,-234.5012222104264,-101.74819259816432,C,A,182.38191323419682,D,A,-63.39139109125483,0
Male,B,-137.48542130565582,-114.90776302267372,190.62107450568794,A,D,22.492582461852955,E,B,-33.71883576478195,1
M,E,-36.963779431771265,-52.36010056037911,22.898245613909175,D,D,-39.51003475934727,B,C,140.6892703519401,0
Non-binary,B,57.94084336050194,69.10392829872825,179.19438407138207,B,C,53.97853367674621,B,A,89.87261758779277,1
Other,E,1.819046020752945,-21.96806745818226,-39.791007402295065,B,B,-61.47608112968286,E,D,16.49296951126028,1
Other,D,38.6669718049197,-134.88390069178038,24.772746547461804,B,E,75.05704481625281,D,A,-135.14202640976424,1
Non-binary,D,86.07259728738879,171.35496190440554,-60.96438243622063,E,B,45.56482580072676,C,B,-81.69336313068614,0
Male,D,-191.33352972735517,84.81905791234406,205.8329163039179,C,E,-329.2166151917726,D,A,-88.44692082419353,0
Other,C,46.70229415809284,-39.493830405071165,-34.637974560070376,C,A,-184.59263061580725,E,D,45.539661121337964,0
F,A,-68.40407349507053,-176.4521037424909,49.739726526313014,C,B,128.3278121383618,C,E,-31.0106853387353,1
Female,C,13.850762450214619,151.86162974928246,-61.706240662907895,C,D,-18.630615685646234,D,E,10.51205645296769,1
Other,B,-45.863337534304804,232.76854093689835,31.91869641970883,B,A,-23.122178130480346,C,D,57.14664483930392,1
F,E,14.507781063222676,6.247419376194077,47.560095967465756,E,E,124.34638129554784,B,E,-24.787331860053584,1
M,D,180.8417114581388,39.95917053762753,130.36022468502952,C,A,-24.437645492280666,D,A,-12.516050040715621,1
M,C,-36.83110430060659,-107.89745170448943,131.22457212014612,E,D,96.61191333187932,C,B,18.69345231660952,0
Male,A,100.53204913152582,-126.16042134177405,4.891849415867005,B,C,261.3453812727372,C,D,-147.618180104031,1
Male,B,-68.51254222959508,8.491827881854757,-52.03100790894483,C,C,171.96188890207662,A,A,-44.671732764059534,0
Other,E,-94.20395216639582,80.39508724822969,37.35936136648087,B,C,74.91069672583639,C,A,230.64270576008363,1
Male,A,-126.10544097997418,52.10728143573164,84.09489554966679,B,E,-84.28657916373517,B,D,-107.64139876835304,0
M,D,-17.75717408771367,-114.64349470914661,170.63079701465858,D,C,-87.56364180251992,A,C,57.696648454860785,0
Other,B,-136.34187544809436,-72.25290079340542,81.94299696407653,A,E,-64.64938125170406,A,A,44.06196136158162,1
Male,D,40.83864293053499,13.669027562987651,45.63891909482698,A,E,-37.734395097287226,A,B,67.8275434282395,1
Other,C,-181.3128801068233,-77.0515712602891,16.214475626404845,E,A,2.5887234507214827,B,B,111.12881377303245,1
M,B,158.65669674144976,-3.096411848699371,56.07979650699646,E,B,-20.130455276963307,A,B,-38.947419137587374,1
M,C,-101.82226887200217,54.62247206869749,-87.17882706632228,D,A,96.87688801789575,B,D,-49.46656473883381,1
M,E,204.79574816314377,-70.53521043902884,-15.480930019485816,B,A,-70.1233409183449,E,E,-128.37106015785153,0
F,D,30.567819298404302,-91.20985976723017,-82.34096174549774,C,D,115.52617334869477,B,B,29.425813813161522,1
F,E,151.25305924595077,-42.49943195426184,-199.69392566427467,C,C,8.502380262373798,D,A,-58.377165220311596,1
F,D,4.906572685686478,-83.85176267981903,61.80380991651353,D,D,14.145802301621519,D,D,42.64496955239079,1
F,C,-3.1518946265421857,89.93880041102106,46.20584631095321,C,C,-106.60119286325002,E,B,42.76159710803312,0
Male,B,-71.44335804427207,63.38781529279598,255.6215309352712,E,B,-29.722056735892732,A,C,-82.7086167799213,1
F,B,-103.72974657937502,125.11074979156606,-14.564123335289777,E,E,36.10772390585504,E,B,2.4378499802737577,0
M,A,38.05147480456302,73.08949876078611,-149.16152226857002,E,E,42.68737218411273,B,E,-127.4394303111612,0
Male,C,144.530702685369,49.39207224921795,-70.47020842416268,E,C,71.56793596100044,C,A,67.83973876747271,0
F,E,15.62046825186453,211.5083146347692,-100.63840792799006,A,B,-2.7169367411348047,B,E,-51.949721003292105,0
Male,E,19.096434897578483,-35.611328759716066,121.62416673726626,A,D,50.06237592904813,D,B,196.46704496698794,0
Non-binary,B,-0.4302750740958047,-82.21174345823424,-116.1717960489404,B,A,119.07884502592398,A,A,-55.831130265184434,1
Other,E,-141.2762306010106,-4.271186873349448,-63.21316559073146,C,B,-15.585161748103468,D,E,111.89838524298297,0
Male,E,0.4492779559604518,306.869367871522,-20.098347982780176,D,D,-23.522183603064427,A,A,-99.41571306976475,0
Other,D,-85.57362830658913,-140.9578807355008,-135.10745119660626,C,D,-117.57802566757698,E,C,-65.94787780223905,0
Male,D,132.84710333846235,56.3802596145559,96.13860077606617,B,C,124.18581566914648,D,D,111.43939819235827,1
Other,E,42.39003729072828,206.58028368452253,-7.0516376942095835,A,B,1.435432591070636,E,C,7.111937520275867,1
F,B,-23.278516399765774,-42.27090192810641,22.671228991138666,C,A,110.81983247275618,E,E,-36.16697255961976,0
M,B,8.800946570484024,34.49020588882842,-127.39859203409283,B,B,-165.05259752940054,E,B,-98.71359664683457,0
Male,A,-32.4569314848834,18.428215299492123,87.31717479421086,C,C,9.209080716262173,E,C,-154.91023110598772,1
F,D,-19.944838692808737,30.083864124507848,-50.4860339933761,D,A,127.54902096294943,D,B,-150.7599059217027,0
Female,D,-47.961463278104155,-42.98965959160341,42.39563172704622,B,E,-102.71458367197934,A,C,-75.83733242462492,1
Male,E,60.01668201459051,-100.06967627936203,40.15195040330721,E,B,-47.603633904072616,A,A,83.51298854114417,0
M,E,160.59542351208057,130.31821111153343,-14.506243641160776,D,A,-20.514292322204543,B,D,-0.6224940774870011,0
M,A,-172.49621584770944,-56.06375724253846,130.4111758564783,D,C,96.09735189569959,D,C,13.977914960664103,1
F,D,124.44592794239355,-64.43594134324248,78.82813358457629,E,C,-56.314182331974294,C,D,-73.45610683577102,1
Male,D,3.1441753974949602,64.7624272246722,0.4876722703852774,B,E,-119.06433677322181,A,A,-3.0617076174282754,0
Non-binary,D,-98.7002952481635,23.880713340889802,47.95623258322398,B,C,69.06909106550653,D,E,-135.89908932337914,1
Non-binary,D,-41.68203580048334,89.39559681373312,162.3892854608381,C,C,-37.69771105786009,A,B,-263.65767942447803,0
F,A,-73.68368010303764,-29.926049864320802,327.74487909317423,C,A,-46.969113576683014,C,D,-1.1663377300886641,1
Non-binary,E,-80.67178852936814,-103.47873742716365,-172.31041427805906,E,D,95.35357458412973,B,B,298.07018188027536,0
Male,E,-140.72571854064583,145.8715237926745,60.87997021334303,A,A,-5.236599662679314,C,D,183.7696802006007,0
Male,D,178.10378442236555,-47.3748109140218,31.714361413657873,C,D,53.82262728342076,E,E,141.57135984476284,1
Non-binary,A,91.97755620358639,-127.3870230033272,-150.31657464019753,B,C,36.339000221408284,B,B,160.62638607798908,0
M,C,104.05111060534094,-18.138294433322493,-69.3423475538947,E,B,-16.108859514600024,B,D,-4.915853940173557,0
Male,E,-5.548598300707838,166.3495907215509,-91.74101026755373,B,E,-241.83440413600138,B,D,-79.16671092381412,1
Male,A,91.71397486352356,-83.48818091982682,-5.321552818148236,B,C,82.90071112544173,C,C,-84.04479364165222,0
Non-binary,D,219.86938870485463,36.7931666715727,67.49763918862624,E,C,46.714791287965,C,E,-81.02181392623888,0
Other,E,-109.33372492660686,28.69226224299231,-62.89187932975513,B,C,79.53299161637875,D,C,-7.883343753462846,0
Non-binary,D,-83.6482170719145,-120.36787047059978,121.56019664132249,B,D,85.70552385749811,C,C,61.89745433591482,1
Female,E,-77.39502670064103,71.00538108209987,-31.35407199576119,B,A,27.246857494105754,D,C,-22.179465799249094,1
F,D,-113.8325414857833,-76.1672956845187,-69.2729255012289,B,C,139.470506278944,E,E,42.15962936631179,0
Male,A,28.006903355992048,100.20545028060594,-56.364326410627044,A,B,-72.72698639633069,A,D,88.894077422391,0
Female,E,-156.86832017495777,-98.05680691434905,57.40070361793618,A,C,12.488804208733168,D,C,74.57179888136218,0
Male,B,123.54347207365505,44.67786820319606,-43.566042761094245,C,C,39.7255915968529,D,A,-115.34904799091794,0
Other,D,55.31640240131181,116.1993810338865,96.38371670256065,B,E,-135.1603479947583,B,D,-35.88675880747736,1
M,E,-36.416863823149114,109.94359139255725,54.05650675989854,E,B,-51.36808090583935,A,C,68.71423649932754,1
Female,C,119.59378460778096,79.72819993687071,-218.54955052821117,D,B,33.14315437474737,D,D,-108.95859524742859,0
Male,C,-5.5229995956286535,96.38022419599193,2.1597302616660032,D,D,-212.33544264791627,C,D,-99.7517275122249,1
Other,A,31.153696804983372,-127.01394443223354,94.91979662269074,B,D,-0.49182658907899945,E,D,62.14923466524386,1
Other,D,7.082504897788662,-42.37229572217103,120.64405665226894,D,C,-103.79357665493951,A,C,43.26576059424591,0
F,E,31.968047277898087,58.26824498515588,-161.10744748741334,D,E,-54.451678555945634,C,C,191.64440115816964,1
Other,B,24.873737027842306,-94.68296127469868,-138.40127023820926,A,E,-58.3037465389489,B,A,65.19691499807688,1
Non-binary,D,80.80589917783918,86.76642155848869,135.5983472173871,D,E,100.24583698884315,C,D,75.2344290065102,1
Other,E,-111.88806727133411,35.50635721875128,-67.77881145671489,B,D,100.88355826533602,D,A,-10.786284634086082,1
Non-binary,B,-6.580322939039827,188.66492168399728,-121.2246478596059,A,D,-0.2801278739864317,D,A,-41.86663435663597,0
Male,C,83.05465139507459,90.38658259021511,-56.79791543297025,E,E,26.466211452142712,C,D,-28.48538125665047,1
Male,E,-39.8232283862247,87.56287905369805,141.85203601167464,A,E,-75.85883552248612,C,C,-3.5076611586373097,1
F,B,-94.888801229288,55.2734447779599,3.2578481100901295,E,A,-111.95874534719476,E,E,117.02954890693846,1
Other,C,28.57156533838755,115.90482325001877,67.55360932845866,D,D,77.89852684367293,C,A,130.6304808498973,0
Female,B,-32.00576012417187,101.30434197578624,-96.59371991928543,B,A,-32.35710575428374,C,A,70.8061427972129,0
Other,A,-108.27003495252283,-97.94399630001016,-92.36607314009021,E,D,113.08309164341858,C,E,83.33795059885772,0
Male,A,25.165513592176907,194.8663007708684,-90.84353580158388,E,A,33.30486591055337,B,B,16.33145565872805,1
M,E,-21.17932254951591,-8.946404534421571,-63.59381992945933,C,A,-64.75729128670724,D,C,130.7463009950422,1
Male,E,3.0113917913091046,-180.8356294351739,24.506610442652363,A,B,190.17385941435205,C,A,-10.30117147335403,0
Other,E,-227.5136195633468,-9.474961986151316,3.9862636355048657,D,E,180.245293227624,C,A,-78.65758202513256,1
F,B,-109.37822739553498,96.75827820310383,-19.850447550730284,D,B,123.8493363561318,C,B,12.432772258674504,1
F,D,0.8327112325075258,-48.29592867999876,126.49503126573889,D,D,-26.42477139289408,D,C,-158.54990219281007,0
Female,C,145.32841984510924,112.1755042706489,3.1518510163776505,E,B,-18.888863689095288,D,D,-40.96498140045728,0
M,C,114.63506183273182,-17.91347505776662,179.37348334814897,A,B,75.60774552606321,D,A,-22.82471804088461,1
M,B,-181.37630491293936,71.62433902550384,-24.66429154890574,B,B,69.85332967069434,C,C,-58.850385898028115,1
Male,D,272.5537774009683,-76.7303068679388,236.18368143685552,B,C,-41.301243982483435,C,B,231.72567566316764,0
Other,E,79.96789335393217,140.57926461208453,11.314663977750154,E,E,145.2190974503916,D,A,-170.19515768108465,1
Male,B,-89.18205806590016,138.6892502465032,-27.686998230465115,D,B,-12.021529895500402,C,E,38.32496303665549,0
F,E,94.89238439218165,-61.732517174774905,-129.9999074486239,A,C,136.68078537284012,C,D,116.39208524472875,1
F,A,186.04106519661093,-97.59005399876135,50.60744048515343,C,B,171.07732780666305,B,D,38.56880891663369,0
Female,C,147.4111599281561,28.11728519577506,32.89081998889355,E,D,-56.977388636803575,E,E,7.230337288985112,0
M,E,111.33263933070401,-64.36134654917781,241.83350393588685,B,D,-23.795165298247326,C,A,-103.12200078849543,0
Female,E,9.746418707920162,-92.93410141041284,-109.08913365545523,E,B,-36.795208293641295,E,D,38.348753338736906,0
Other,B,-31.764268592049426,-167.8342841259917,63.26602949125151,C,C,-42.03863798598593,B,B,49.13777020976113,0
Non-binary,A,51.264098479925146,77.97957741517183,-99.55434540174886,A,A,110.63703388679464,B,A,73.08358020702278,1
Other,A,-30.04574154143162,42.773451195226,94.38759954748065,D,E,32.2608387730137,C,D,-3.4035144350010103,1
Female,A,-12.191427003172807,-127.59549409083097,-24.84017556467897,B,E,-63.10473798738463,E,C,-51.4759400293763,0
Male,C,-112.50673401535165,-100.88070741999088,16.69262837658345,C,D,123.05114691368037,C,C,-81.52772337184285,0
Non-binary,E,162.55101928843186,-85.05338482683128,-0.0018354904297330425,A,D,46.74305769316928,C,B,-4.729487665695196,0
Non-binary,C,63.51132147303355,-71.92738491725979,75.60086185043892,B,B,-182.2361757611223,D,B,-56.645077238485406,1
Non-binary,A,-184.27430435947565,44.439091702124564,-19.950000270604004,C,D,7.557758965221501,D,A,-24.58394178878109,0
Non-binary,A,-37.0277842228608,-81.5777709292766,70.81093702991804,A,E,-19.68540185873396,A,B,-95.07739550094885,1
Other,B,-161.2584344440748,-45.535499389615936,-57.34864862383061,C,E,31.808008032519687,B,A,-94.67161849140125,1
Other,B,-141.38539402268728,36.75223661609786,-236.08849537409097,A,B,-168.93235271945716,B,E,-38.30947478469061,1
M,A,-56.43312459037154,97.03536727458503,-179.78367776832548,A,C,-33.504227020084706,C,B,-89.28817228534712,1
Non-binary,C,-47.81530684575738,-233.7375648531642,64.00261039118075,D,E,58.38181294349123,D,B,74.91894771822264,1
Male,C,71.90758008200777,177.3604130073513,81.93358780021909,D,D,-108.98713192530134,A,D,40.322453790467996,1
Other,C,12.874503011658902,8.313612610028683,-31.911433896209967,A,E,91.9645895880913,D,C,24.156323416795527,0
Female,D,89.3604217942299,-80.666758605755,76.22154155348004,E,E,13.216863946512028,E,C,-118.83500871604451,0
Male,E,141.07695074486793,-95.57018593955287,-33.61711350980922,B,C,-5.432055449252068,A,A,202.99779775213517,1
F,E,203.8568881063755,119.76869253729339,48.4710608727695,E,B,66.78309400318354,B,B,70.4092809095972,1
M,D,6.509679273884431,11.708509584703256,-28.74997939597034,D,A,194.30144164583544,B,C,29.456631094759476,1
Other,A,-76.37262715811545,-238.6669584063473,143.08705534493728,B,A,-27.107413386959106,C,E,-41.39628932670584,1
Female,C,-90.60741927875581,-104.7717027866226,34.0810191688137,D,A,226.3874494374591,D,A,190.5147934403151,0
M,E,21.78992910674607,-186.20917641024386,-172.1117507370823,C,D,-154.20708758516045,A,B,12.721295806314837,1
Male,B,-177.37034849263213,-18.084622200352904,-47.63983398142385,C,B,-46.9825641796097,E,B,14.160919281857321,0
Non-binary,E,13.157503371768875,-38.155738746166264,31.783654824816033,A,C,74.01149325791486,C,B,60.9089533334051,0
Non-binary,E,-35.15080402901039,-28.897875060897153,17.040490826668172,D,B,-6.627157564241634,B,D,-31.950647038796077,0
Non-binary,B,63.22126296042485,-103.33191793904692,159.70509159764399,D,C,-82.22517089734245,B,A,-103.16586297566252,0
Other,A,13.341955163449637,63.44806463315877,8.45484355372915,A,A,-140.1468892145133,E,E,61.13952891052359,1
Other,E,53.22045673203406,-104.38658849640825,-151.99060689431911,B,C,-112.48082499115743,B,E,-35.285663823043116,1
M,D,83.70251555865852,-111.46205933422597,306.2677880147847,D,E,19.797516288109534,A,B,90.64743415001281,1
Non-binary,D,104.96302685778329,-33.28853553693371,-15.615866822173263,E,A,-185.4692901406227,A,C,-99.01279717106924,1
M,A,-77.81868949190874,65.76970397140519,-107.85743995870583,E,D,-151.6915317615706,C,E,-4.007755147589251,0
Non-binary,A,123.61538936133931,-88.99242055917065,-21.29857591983014,A,D,-107.76890718427106,D,D,-47.1051709099332,1
Female,E,-113.36224295258461,26.1220523635702,-26.656640894592975,D,A,-56.335142674375625,A,B,-97.95887271113509,0
Non-binary,C,-158.00164807154536,20.70493594205018,-19.01381342940189,B,D,16.23475540683063,C,A,23.131167145273363,1
F,E,162.31166184400382,-74.41111983746138,-59.5501692221006,B,B,-175.75249941442289,D,C,51.008584490518935,0
Male,D,307.6758077051857,-99.29515947545325,-143.98425893391712,D,B,55.05883711269848,A,E,-8.899525271842764,1
Male,D,10.49589830925956,117.28555781449535,-56.37379668288287,E,B,51.08446579691294,B,A,82.2403082263993,1
Female,C,42.737994973479445,-30.58463394162489,-190.97707519481645,B,D,-37.10577612484533,A,A,-16.49549930075459,0
Male,C,-238.23822125629724,-53.419960796596456,-21.351937677613996,E,E,-8.796650016889886,B,D,-119.01691528992696,1
Female,B,-27.393248645355794,48.170103200819035,119.62316381014999,E,C,33.846482735385116,A,A,28.780677271578003,1
Female,A,178.06673193385316,-7.763525849082523,-133.1207299751966,E,C,-77.82972229939075,A,E,-87.16788947834246,1
Male,C,104.84371594658522,68.79221245542465,83.88620598399874,A,A,-55.310574838508465,A,D,51.0927726785834,1
Female,E,112.26501248494966,-101.4451509431703,-31.462949824828364,E,A,31.409901389143887,E,B,41.185219059830374,0
M,E,50.788990428470406,167.3764487489747,39.20938020692532,C,C,36.334286459222135,D,E,-63.58892789218018,1
Other,D,-116.47604731583256,56.60913082675785,-107.7788381108268,D,D,-32.73358163829935,A,E,40.53238875501048,1
Male,D,-114.9109249088542,8.844050989986552,-146.9602145570186,D,E,-45.859907194918634,E,C,206.52006809420195,0
Other,D,54.360893941373625,-77.07839548197552,27.027432257232885,B,B,53.25992269260501,C,C,189.59441401698703,1
Non-binary,C,136.757685689994,73.06991226672449,81.9571304625346,B,B,57.75938861477145,E,C,174.6326655612859,1
F,E,-152.7600752508367,-24.322847581165437,-168.75974853324968,C,A,-7.630657588543012,E,B,-37.96737624455447,1
M,A,-118.60458379148669,32.13734728246095,-109.95373506575913,D,B,136.63165760978694,B,B,71.73310862618926,0
Female,E,-85.65653650394624,43.100785489041144,120.00385734726618,D,A,164.8326621075008,D,B,-8.826471914875041,0
Non-binary,B,-100.42024982427043,-51.34141970660286,85.10572548117487,E,C,94.6881753849801,D,C,-111.93422868353615,0
Male,E,110.47708895049932,-21.687406792697992,-10.102750337378737,A,B,194.84171916903966,E,A,-105.31165482716915,1
Other,E,-92.43242674371027,37.3355373388497,24.704213553750897,D,D,34.79437527152864,D,A,49.48664947524271,1
Male,D,83.89382417635112,102.24431784350914,5.020586018461317,C,E,-73.95450664069915,D,D,-27.20693913408892,1
Other,A,-23.87394794250829,106.39035136027411,125.59872471455232,B,C,-37.62301705075022,C,C,71.03145765095313,1
F,B,100.41488458436454,-85.1024804896325,37.53411079947816,E,A,-42.987913833276295,D,C,-42.254154521681876,1
M,D,-69.58763806424855,-77.7440604015591,-101.07838366142626,A,A,56.69458706911382,B,A,154.29994580598205,1
Other,D,143.6296455928952,77.6545398099984,72.8368889013344,A,C,-10.436260337054424,B,B,63.22807133493451,1
Other,C,-63.19743497935628,14.94514631589291,205.68133724750638,C,C,18.18402432290437,B,B,-136.47567721896857,0
Non-binary,C,186.08948713773913,133.52681735922997,68.07133774350017,E,D,186.96332461166165,A,C,20.495391161533668,1
M,B,155.47463963714543,-112.59253590993599,-81.60729256541505,C,C,-85.60518312333822,B,D,34.81930300665862,0
M,C,-51.83080642998965,127.15971933244306,-87.08538833511848,D,C,45.36395287811648,A,A,63.00277896590805,0
Female,A,115.14389064844477,-84.56724032739963,95.95254225115643,A,C,-47.78816014855657,D,E,-73.2169695225247,1
