sex,Age,nationality,orientation,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,target
Male,74,India,Homosexual,53.21853190847339,-40.447806641431725,E,28.495370763194384,-27.42430092368536,126.92750906179148,-215.17510548270405,C,21.5125330657983,C,D,D,C,A,1
Non-binary,68,India,Bisexual,-36.81381814305238,-101.86196665638587,A,25.29022721414917,-28.976713129171483,69.6512106385423,-99.03323023680139,B,-99.90039421047699,E,A,B,D,E,1
Male,71,US,Homosexual,-164.109796840311,8.047273464328367,E,-141.53769428729,-37.34642276682024,-40.784601141996305,-158.8980960426912,C,141.80252792738227,C,E,E,B,B,1
Other,44,Germany,Bisexual,61.16953561309434,131.40233406847958,B,111.50661582984421,-122.49434600311133,-121.27546746220881,69.42628334429139,B,169.75948603688468,D,E,A,A,C,0
Non-binary,28,Other,Bisexual,-171.18157582126753,-71.13821785536227,D,39.39499144896481,113.62300473411571,121.89110543745198,88.10034070531304,D,21.19518303180568,E,D,E,B,E,1
Other,66,Other,Other,-26.809357695632684,-19.69931980340788,C,-97.52785030644672,-18.358252565760907,155.03354446169075,11.763993480807509,D,89.66154456848021,A,D,C,B,A,0
M,62,Germany,Other,-86.18259558438109,-6.235557259845296,B,108.32842026499077,-101.26624607896473,211.73883984350047,-64.0356294559188,E,19.427437737578753,A,B,D,E,E,0
Female,35,US,Homosexual,75.85111353218815,-28.164350541996352,E,-57.25525872290538,42.85465320233854,104.73773075268747,0.32079011928825235,B,-165.63593478182526,A,B,B,C,A,1
Other,65,UK,Heterosexual,162.48883485014426,101.96416484318132,B,7.063275770408923,-78.33894029467255,-145.25364396423,117.59993953371743,C,-209.46229595793588,C,C,A,E,D,0
M,55,Mexico,Bisexual,-138.48042104294828,-88.18501376395031,D,22.098271991692503,-3.3436668165367167,-114.1991107885775,61.9464560680051,B,-224.7327837822849,D,C,D,B,E,0
Non-binary,79,UK,Heterosexual,-128.20747107635705,28.124186366514593,D,29.57399106359973,35.86929401311882,-130.2153297303164,200.23806939253862,C,10.896289996462485,D,E,B,A,B,0
M,34,India,Bisexual,-22.68181451894963,17.735002417407923,E,-42.56736533450704,57.36028750051041,-174.71956734783612,-55.43084765397433,D,-81.43672413213578,A,A,E,E,B,0
M,57,China,Homosexual,204.41668633791957,104.10167177472842,E,124.03573144389593,-39.861864783047515,65.76930956788335,74.65793792557052,D,89.96866203001105,A,E,A,D,A,1
Male,73,US,Bisexual,-3.950212450804639,-64.70615161451725,B,20.174305891098854,73.1924811538146,37.15253740380029,71.3885484150937,D,38.870792138537944,E,B,A,B,B,1
M,33,Brazil,Other,-176.55924899870993,-136.07843245607447,C,162.57174598698174,69.4811213769751,61.01045665535535,-58.35043759453992,C,-50.895308546464136,D,A,D,A,C,0
Other,47,China,Homosexual,-195.64879142845317,-20.696757197731568,C,-64.99219635121587,-162.4012626410051,36.83336482739023,65.79405948980566,A,-61.312477090238296,E,C,E,B,D,1
Other,69,Brazil,Heterosexual,-152.51658963988257,-77.09265787121855,C,188.1891910831046,143.70818870895297,-201.91129865945214,161.7671835337971,E,-37.30532543516117,E,A,E,B,E,1
Other,22,Germany,Homosexual,-27.22608581286784,72.50446547915999,E,119.48924709441245,-5.087176209271467,-132.96520382178605,31.4594259328198,E,-46.510367008281,E,E,A,B,E,1
Other,55,Other,Heterosexual,133.8790567719145,-11.952045793379828,E,62.05222234270331,-220.2956348917815,-44.375267539726266,99.92642376508634,A,-59.980091343448635,A,B,D,C,B,1
Other,66,China,Homosexual,73.47323354544815,-105.14085134755342,C,42.34264764242843,-76.03443108669265,28.064636758695897,-73.7385741249915,B,164.648141534734,B,D,B,C,C,1
Other,73,Mexico,Heterosexual,-34.00791270374516,-216.55990038476912,C,-7.0182002975508375,97.52425539321442,-86.01591184590764,-71.36787456861494,A,-183.48788604763163,B,D,D,C,E,1
Male,77,Other,Bisexual,-32.96965086906535,49.205435056939486,E,-187.0954010016596,82.29808741090969,-68.2122351437028,74.86838655418282,A,191.7971569302421,A,B,D,B,A,1
M,41,US,Heterosexual,31.534506193633447,29.652440431159533,E,216.97394328890073,-181.41792288574345,13.127372630688647,50.572433879213484,D,-52.56481270197375,B,E,C,D,C,0
Other,59,US,Homosexual,-85.70949512117953,-171.85480199482728,E,6.211512759329271,52.36766893621898,-14.25750538154182,202.9042535143995,A,137.0413061281081,D,D,C,C,B,0
Non-binary,35,India,Heterosexual,-85.72412430465359,48.43002283049647,D,-31.49499394154369,-78.41984025338922,45.42098757236866,0.1390900591028484,E,-54.045301587223214,E,D,A,A,C,0
Female,58,Brazil,Bisexual,-8.426003288095691,92.06944381311453,A,96.4975783152759,-114.43985818828206,-57.83611866218603,-41.69869417060725,B,17.236885832597427,C,B,E,A,C,0
Other,26,Brazil,Bisexual,9.36165483650452,-81.77168296527795,E,29.328653519239754,37.99689733293312,-129.05825059850872,6.6345853206080205,D,-35.74002595856687,B,E,A,D,E,0
F,19,US,Bisexual,-92.45844957103903,-17.24381732465718,E,152.162576230939,7.945041449325026,-139.6354685881396,-96.65210021218853,A,-32.878694832620084,D,D,B,B,B,1
Male,21,UK,Bisexual,-52.074973034339976,83.74298601457284,A,203.61341258515804,87.7777339813534,88.11769112363324,120.62100407399758,B,49.629002674467785,C,C,A,B,D,1
Non-binary,26,China,Other,7.751785562766973,-219.24022833868716,B,74.16946807868364,-7.011949924491026,47.09327145132797,14.262173580945323,A,-265.4971057883875,C,E,C,C,C,0
F,35,India,Heterosexual,35.368967015875015,117.57791261548847,C,-28.96760163334723,65.05498057653939,1.105133057653659,-86.72224505285823,E,33.83288212915361,C,E,A,E,E,1
Non-binary,26,Mexico,Bisexual,65.36137070755403,-43.57380329747778,C,-26.51841067149205,7.450328083874365,112.97733539422173,42.74383798205149,A,-59.18353555301804,C,D,D,D,A,1
Female,27,Germany,Heterosexual,70.6595191636607,96.15126236062068,C,-105.06758299136314,82.09600500604158,-169.36230538303053,83.8296685181443,C,61.283674217241625,E,A,A,E,B,0
Male,44,China,Bisexual,128.6231871306376,77.77346487457196,C,12.509820549681608,-231.7207881326229,108.04213099805267,-91.23857918325837,D,-46.90800539895241,A,A,D,C,D,0
Non-binary,48,Brazil,Heterosexual,25.845867405299494,54.32968544943419,A,38.344813728969534,-11.698389920516979,-71.33678960351843,6.896950911550833,A,79.62835214022674,D,B,E,B,D,1
F,68,Brazil,Other,7.31381329259123,-131.85965875644365,A,207.7308000685624,118.98736370317464,39.15635309318464,-39.339732440686234,B,14.649905866395482,D,C,B,C,D,0
Male,53,China,Other,15.492048368922246,-27.65057927763644,D,123.815622804682,24.098442987893435,48.15591709674144,-67.01656087415105,A,-135.66117388076105,C,C,E,A,A,1
Male,48,Mexico,Other,-155.55741795946997,94.94180683900068,A,-106.59013438253706,7.766886240695022,134.85250753475918,-106.52013356195854,A,76.03322403331173,B,C,C,A,E,1
Non-binary,23,Mexico,Bisexual,145.59554358576793,12.550903911688028,A,152.2395164129314,-71.5375746500675,-6.153620110560642,-17.648627984693313,C,-49.76515056263308,B,D,D,A,A,1
Non-binary,54,India,Bisexual,9.943011846409572,30.614340160027155,C,-92.48868417747927,187.93659489481004,197.93709497034203,43.671288930728174,D,-80.69404433016342,C,C,C,B,D,0
Non-binary,31,Brazil,Heterosexual,60.74188120535925,-34.26168901311068,B,33.43814284315366,178.88303522041687,-38.57808141440501,-141.97189883114908,D,161.6348481777732,C,D,D,E,D,1
Male,78,Other,Other,16.566012327664048,178.34233187217006,E,51.619193698480814,38.439915595672936,-20.00810731166547,53.48568646274845,E,-62.10962192175206,E,E,C,D,B,1
F,41,UK,Bisexual,-99.16650045872389,-19.237097563801175,A,-74.65430565259231,-122.35023659043871,-86.12021498806072,-54.201240424445764,D,11.22115760679822,B,C,A,B,E,1
Other,75,Other,Homosexual,-105.14813855587113,8.040140312597934,B,-15.886636462130893,6.486828991107823,-38.88220879133997,-46.13209751195327,A,146.74664450707198,A,A,D,E,E,1
Non-binary,75,Mexico,Homosexual,-43.89467899719612,-87.03254723882877,B,192.1876785722589,67.87096111380289,42.6794359195162,-47.38364807692516,D,-20.375463973669632,B,D,D,D,B,0
Non-binary,54,Mexico,Bisexual,-107.42217084239644,-61.57251496976037,B,-37.209338382879096,-59.05176377697251,76.12707635509544,-56.84658510376196,B,-110.67164104517751,D,A,A,D,C,0
Non-binary,57,Brazil,Other,-18.585608870033724,-60.01485765970065,D,154.12658228900915,-96.26888551927648,-68.0567510533493,159.3461918313544,E,-79.13292816755238,B,B,C,D,A,1
Female,62,China,Bisexual,156.09602343687206,88.4233004482849,E,-78.51404042870377,48.37769451344215,170.23760303886618,-0.793605816386783,B,29.862895832852583,C,D,D,E,E,1
Non-binary,24,China,Heterosexual,77.06313038179094,-17.247311666472168,D,-126.22393970781134,-147.02259349334764,175.88893289125772,17.270552760189393,B,60.261980322887275,D,C,C,E,E,1
M,22,China,Heterosexual,-70.00711940549826,39.57528609378989,E,28.73254003846376,-125.8156338903649,-183.6531436029328,114.94894611256842,B,53.52310895826621,E,E,A,A,A,1
Other,60,Mexico,Heterosexual,-27.25532664917712,63.32350128215444,A,32.50130120108571,9.88622962533382,7.966608252337788,-80.91593908671739,C,-24.766754582692855,B,C,A,C,B,1
Non-binary,55,China,Homosexual,-142.75459806746784,133.69843937094532,D,-100.38478535988433,-66.30168613540869,131.38895897232987,30.730578225152446,D,-46.86876620559992,A,C,E,A,E,1
Male,29,US,Heterosexual,162.9736612407644,100.2787633202681,D,56.32541115182402,41.03094132740793,26.31033735184218,85.26254017456061,C,39.76795114167674,E,D,B,B,D,0
Other,38,Brazil,Heterosexual,-98.40551006080901,-129.2891353565845,C,-56.17805478391571,66.81936542504916,68.02636536252857,57.89403604867531,E,61.89259839062138,B,C,D,A,E,1
Non-binary,53,Mexico,Bisexual,23.92462072562646,-16.114208629889493,D,98.87111934880802,31.787070480945008,70.77178294815822,25.023197469496427,C,171.36950820006768,E,A,E,B,C,0
Other,78,Mexico,Homosexual,34.336707986285504,-29.114971235414327,C,72.27570170871805,-58.05806991763668,72.63589541298839,107.77187954482422,D,4.615563373249017,C,C,C,C,B,1
Male,30,Other,Bisexual,-101.01993609157722,-65.4578742633825,B,-66.08082083738756,52.21953385304984,-71.74537791633514,104.6454337923254,B,-4.562097353719956,D,E,E,A,E,1
M,59,China,Bisexual,-114.97702329069195,-30.612684641244737,D,-201.4295569464637,-24.632459435751876,142.76755744588573,19.465689816901644,C,107.54913277320497,A,B,B,D,E,1
Female,24,US,Heterosexual,-7.242664947372401,90.2395587652546,D,103.01105897298402,-4.959004496548957,-94.42805985955074,-4.337132563990041,A,161.4114731439739,B,C,E,A,E,0
F,41,US,Heterosexual,-125.94426962525773,-65.9046468005382,D,-140.8539473052692,-3.5058195534677865,-10.822117372049792,71.367872959904,A,-96.04560660270937,C,E,B,D,C,0
Non-binary,37,Other,Bisexual,19.429476213506312,-157.74651519254476,A,-179.94912336826968,-25.800356696456216,-22.40699283378955,143.96104756373595,A,85.6234573675091,D,E,E,C,A,0
Female,69,India,Homosexual,81.51164692850334,-51.79386273757846,B,98.58982067211056,-174.57178659815554,-76.28909905553584,-60.72949429994253,C,37.25773632104827,D,A,C,A,E,1
F,21,Germany,Bisexual,174.7571685856889,151.5787796901978,B,-74.98274284697453,14.014076599173231,261.92620243137804,132.25667260748776,B,12.518845993667286,E,D,D,C,E,0
Male,22,Brazil,Homosexual,181.38095130370246,153.5973674716224,A,-165.93156606599925,36.21506371917438,-271.50379268901315,2.4719330843094793,A,-43.74313835420884,D,C,E,B,D,1
M,79,Other,Heterosexual,8.727512833064612,99.455619392432,D,-152.94765624265645,5.471437894464808,144.01281934920846,156.02206512962113,B,-19.99803247384762,A,E,C,C,D,1
F,60,India,Bisexual,41.388838823475666,94.76142890504346,C,66.04021045979329,83.88614280874486,59.56722142822234,-78.00858022446103,A,-96.97119653348977,B,C,C,B,E,0
Male,21,China,Bisexual,79.81983185330924,85.0403333968,D,-23.662367044475307,-141.12633800620827,-56.120743144825425,-163.75190706840655,C,-81.75772043468078,C,E,D,A,D,1
Non-binary,23,Germany,Heterosexual,147.26558352440554,157.7791511840398,D,75.81651239120418,57.36586670752318,7.150325855432811,75.01148047103632,E,42.42877753447966,C,E,C,E,D,1
Non-binary,19,Germany,Heterosexual,-4.091166691990889,51.21232075473472,C,137.90266538690489,32.31340359160877,168.09718797238162,-72.56307365332523,D,-25.669826776163102,D,C,B,A,B,0
Male,74,US,Heterosexual,-35.936555325675215,-25.80342887096318,A,87.426438959207,-76.94685460120976,94.62009707069011,-10.731675259211412,B,56.924918139343674,B,B,E,E,D,1
Non-binary,50,UK,Heterosexual,79.54421634668229,126.42940807814378,E,45.969438252788756,38.45311458011141,216.58268214037423,-37.17368335958541,E,-43.928069919877224,C,E,E,C,C,0
Non-binary,46,US,Bisexual,17.78752510673411,-102.15951978032729,D,-7.56944748638535,-110.73307764579516,-10.195771157788752,55.8307628963541,E,56.11227356586615,C,C,E,C,B,0
Other,28,UK,Heterosexual,-98.23061591982616,15.053656695611947,A,53.04042516573285,-20.6211474869576,32.00902680092872,-79.13295797721321,D,-45.20507802291331,B,A,C,C,A,0
F,32,UK,Homosexual,19.241455602307493,41.9904791223653,D,-2.870333890261456,114.98421031730966,142.33917891696214,92.80766987394165,A,7.48889562568894,E,C,D,A,C,1
M,67,UK,Homosexual,-156.73608870144932,-16.462164345849217,D,92.82409713807633,274.73261183799036,97.77257122176523,-100.34613703623612,C,0.04802208534366773,E,E,D,C,E,1
Male,45,Germany,Bisexual,-136.34688801915763,-70.70570146384652,D,-12.50989706336595,80.63714490081662,-102.56690153236146,-207.15862398574498,B,-121.414140164779,C,C,D,C,B,0
Female,66,India,Heterosexual,61.941769995315546,-19.504335538917932,B,52.66426037435912,-53.82701321895187,-196.43345885955296,-32.95382754876505,C,159.18650389283437,C,C,B,C,B,0
Non-binary,18,Germany,Heterosexual,6.235629510869394,-113.94334060501603,E,-31.5219883681062,169.84225184163233,-246.19015707441844,20.235460522232533,E,185.84803459449486,C,D,B,C,E,1
F,50,Brazil,Heterosexual,-93.50495353192358,-95.90094943387967,D,-39.39227132639235,47.636093930143645,-104.1351934007508,102.39500193325533,B,-173.97046391315973,D,B,A,C,B,0
M,55,China,Heterosexual,74.76104796041967,4.383080344622756,C,-116.05246235909502,-0.2723689107301317,-36.38641545761248,35.028488279245956,D,41.425581873240596,C,E,E,E,A,1
Female,32,US,Bisexual,-53.96906273747547,166.46993207783333,B,53.56242044372941,-61.57655174090478,135.52883276570984,59.96225257556102,C,106.54669537262184,E,B,B,D,B,0
Non-binary,23,China,Bisexual,-40.513256105407955,177.50648923999492,D,-112.84903331631601,-39.56456160366716,111.64776916802903,108.0579314299539,D,30.320293365484417,E,E,C,D,B,1
F,65,India,Homosexual,67.65920569541001,-16.836744245596694,D,-3.6374686883021914,-85.87027790727285,-35.506169616695246,254.32669360905692,B,37.49620959093261,E,E,E,E,A,1
Male,56,Brazil,Other,-110.08117665548716,72.30287846923301,A,-41.17545319878872,-55.276991720501144,35.059018888237304,22.693500562377157,C,4.999624631451028,C,A,D,C,C,0
Female,46,UK,Homosexual,-112.35856596808999,156.42048299173467,D,4.595414621174496,-63.84165609140876,-13.678336027689772,-71.84534795185392,E,129.22146444414184,B,B,E,D,E,1
Female,20,Other,Bisexual,37.10716896216677,-57.1392652187162,B,-48.29260892431636,-78.04563852212706,173.47888856864023,-130.8292986336882,C,5.220950317847571,A,B,E,C,D,1
F,47,India,Homosexual,-28.952389254262894,52.52035664076195,D,44.15856084903357,-40.68303014000214,60.63100360164042,-31.482381351048033,A,-1.6677049125672576,D,D,E,C,A,1
Other,62,Other,Other,76.92437889752534,140.49853424841444,B,191.1345065429999,63.749432887273564,-23.538003627635753,181.62080421120731,C,-137.2873473226626,A,D,B,B,E,1
Female,59,US,Other,114.01609502950518,-46.35518933782223,C,101.60817604017996,-188.62089391965225,127.40893366470516,-24.07535816060898,D,-66.51660741076176,D,A,A,B,C,1
Non-binary,35,Germany,Heterosexual,32.81291107545628,-165.39809947864904,B,156.23099637087333,-98.88043571551705,-16.841354326521117,-121.35093433978706,C,-89.52725572909904,D,C,C,E,E,1
Male,23,India,Other,-35.612401895859634,65.62862756094641,D,152.83950947724819,222.87941173859807,-9.894766530722467,72.18234910536476,A,49.10286870057078,A,D,C,A,C,0
M,38,India,Heterosexual,45.4369829387634,7.401244669993723,A,-35.20084556421606,-67.17406240937771,22.722794428128186,-78.8204122190394,C,81.86406261693786,C,C,D,C,B,0
Other,78,China,Homosexual,-5.844683162459061,-27.697872393162154,B,175.71417493126972,-80.26884241474639,1.6848921494289695,-9.13825528202841,C,20.594215921934893,E,E,A,B,C,1
Female,28,China,Heterosexual,55.731824326538295,-183.5646907236863,E,26.782083020674495,-35.77562188850529,162.06784819341223,85.72552457442197,C,-147.6211926368189,A,B,A,B,B,0
Non-binary,60,Brazil,Bisexual,-59.533320446079564,-28.834100483903697,C,-120.1133672300613,-41.02421005610968,60.47582009014339,63.62040743763735,E,147.63809236342036,D,A,C,A,A,1
Male,22,UK,Bisexual,-126.75257929402974,-25.971174864382583,A,36.99187730520484,-88.60966350028016,-53.431064449225254,-91.10825455472819,B,44.29356828676904,B,D,B,A,B,1
F,27,China,Other,19.136775263803774,61.3866717595123,A,78.43029976912308,-71.1147860750092,104.81898920248763,15.765418977203034,D,-26.52801175637269,A,B,A,A,D,0
M,75,Other,Other,-0.453797473495862,153.64791217142596,E,51.179698925531106,-171.02771584458378,132.07234420185256,10.141258495266852,D,-129.02812143639036,B,B,E,B,D,0
F,27,Brazil,Other,-43.22331894527209,53.57162153386534,E,-29.52770465806802,-11.57390537306634,-226.873407013141,173.92881587962356,D,-79.58971963630202,A,C,B,C,C,0
M,33,Brazil,Heterosexual,-75.57907968315304,-8.789330441713036,D,-63.15732386712172,38.03514184334419,99.66246131300647,-26.037789096979246,A,56.56735072068142,D,C,D,D,A,0
F,69,Other,Heterosexual,-37.204881204632485,-86.20165346884605,E,4.7442567121624375,10.102503954452438,-55.9004230792731,27.066770980317678,A,90.3417590428232,B,E,E,D,C,1
Non-binary,27,Mexico,Other,-366.25038095001605,-113.52234925061025,D,12.53002347876046,61.53918080689319,41.95408691661245,24.69735706401529,D,-176.53415468486773,B,C,A,C,E,1
Non-binary,47,Brazil,Bisexual,-44.44833829899634,-151.46645063472738,C,124.33206538610494,-106.69579964388896,42.566474845751046,-10.171454333234514,E,-144.17267783586064,A,A,A,A,B,1
Non-binary,42,Mexico,Heterosexual,43.94224063010139,89.91111608135375,A,63.963843600305694,40.91709918273696,131.10853648215667,142.28323260646243,D,74.1957860979126,E,B,B,A,A,0
Male,61,Germany,Other,41.46247718966438,57.006224430284504,A,39.92971444804811,202.55508245527997,-31.410150760064255,96.92644799521281,A,105.2503082138212,B,E,A,C,E,1
M,63,UK,Other,140.0485156460268,125.98173411109583,C,58.93058259818399,65.72047204708927,17.1755211551995,-33.86226419297657,B,4.2840081213872745,E,D,C,D,C,1
Female,46,US,Heterosexual,31.637898576931388,-97.3712288320032,E,99.86756582281892,-154.209948489434,128.77987093280018,29.63536524216971,B,-235.22085853475227,B,B,C,D,D,0
Other,74,Mexico,Homosexual,21.845660370912174,82.92336532791865,E,-91.48539387129426,-26.811824194224794,-114.76625687344428,-84.8038251778228,B,74.71157062140638,B,C,E,A,C,1
M,37,India,Homosexual,-91.69309852679673,67.65567247009552,C,24.185539341045892,-7.1080179921772135,84.92465477848506,-109.10469151400393,A,-234.84806671075737,C,B,B,B,A,0
Other,26,Mexico,Homosexual,90.7790833451162,-44.152445053398495,E,-53.566411565240344,177.3449188675615,-242.88145789990185,297.36350654549943,B,-51.97002672363523,C,C,E,E,A,0
Non-binary,66,UK,Bisexual,191.80186828051194,31.780824762943165,D,-35.47619124965389,48.71235342698579,-60.92136317298215,39.281806801746185,E,50.068660570172064,C,A,D,B,C,1
Male,70,India,Heterosexual,-73.42834978236164,189.8530701185204,A,77.89309908628319,30.92136092683401,-46.03545313839725,38.03912683018688,D,0.2890429679156166,B,C,E,E,D,1
Other,34,Mexico,Heterosexual,102.03306336243463,82.8006850770737,A,3.952432942139319,-121.65978921470125,90.17601656338321,120.79853495260649,D,-32.16293819148978,C,B,E,B,D,0
Male,38,Germany,Bisexual,-71.78192309928446,-224.05335478716825,C,-80.86842177683508,-78.14191574156544,130.89459441202217,62.560112222840736,D,-175.58599435852145,B,A,C,E,B,1
Non-binary,65,China,Heterosexual,155.1965500148953,35.841494858671865,E,-57.63028450262298,131.45031415462853,-17.523264360087257,133.4082506563138,D,4.368010594567184,D,A,A,B,D,1
Non-binary,39,Brazil,Homosexual,-32.73468932301454,59.200211717939574,C,-62.0351043518928,-34.29219791286825,74.87013579441532,-133.39317309419124,A,-44.70923987628741,D,D,B,C,A,1
Female,41,Mexico,Other,40.354396452476664,30.90106888642856,D,-58.03651039615233,5.168056905462037,237.4606716619789,-11.720249815987929,A,28.282706624205794,E,C,D,B,D,0
Non-binary,23,Germany,Other,-46.049012859996644,-23.490431695684425,D,-35.74784360719745,-15.354259910849882,115.75909164275775,75.74439638215034,A,-99.33223509419491,C,D,B,A,C,1
F,50,Brazil,Bisexual,138.24177102516197,121.65325348573231,B,0.024737975673081492,119.8546813761791,16.837263649430582,2.9535128147602427,B,93.50856526618628,A,A,B,E,B,1
Non-binary,45,Brazil,Bisexual,132.81196845400717,2.1256504098786744,A,-45.218723460471885,45.67426871879567,77.4761724366427,-76.17357224603259,B,77.49591421890307,D,B,C,D,A,1
Non-binary,30,Other,Other,-2.3012279342470894,-56.112914247464516,A,-25.56910582265085,-40.23692290207037,55.75191184147382,-92.83125814323324,E,108.75153967864135,D,B,C,B,A,0
Male,78,Mexico,Other,45.63243817844561,81.65782377688774,D,98.1498738403507,-93.90442399939276,90.54526863161637,-161.2825966440062,A,175.55959780802004,E,A,B,C,A,1
M,74,India,Bisexual,46.22583592680356,-10.54726804892066,B,-53.72532824685069,82.75176919153935,152.61162614326759,-169.26253724167492,B,-122.62625860383932,A,E,A,A,A,0
F,40,Brazil,Heterosexual,95.26350891387962,90.4509942009191,C,50.45953269240299,-80.57427319516893,4.71522792139763,87.27711798586236,B,-16.41303509168669,D,B,C,A,A,0
Female,39,UK,Bisexual,-98.87595337183936,24.74788926407919,A,-50.78986117349773,234.4927422204679,-204.08366443177687,-104.01239811907794,D,-46.768167902854415,A,E,B,D,A,0
Female,79,India,Heterosexual,86.75856889899515,18.357938696280794,A,-158.90144680926747,-52.29109486170166,-143.58917130023255,-17.163061688559154,D,8.051883208738321,D,E,E,D,B,0
Non-binary,37,Brazil,Other,143.2112627369781,-16.715271600350608,D,-70.97466835927949,74.5118319483834,-84.49980499517432,38.10880221586217,B,26.344928863317012,A,D,C,E,C,1
Male,66,UK,Heterosexual,-12.223007065624113,-70.59561040301993,C,-61.73892246871715,-120.33291721108196,6.716059890122694,81.04209966156296,C,6.530493015856511,A,E,A,D,A,1
Male,32,Germany,Bisexual,-138.6056491690515,5.334129717008216,C,173.03414037513124,-42.801526426694245,-112.60927227151672,-106.81087273732155,B,133.97424041072756,E,A,A,D,B,1
Female,77,Mexico,Other,-54.29192093440339,3.09253642625741,B,244.45387949469472,47.73920433048174,-135.67509219948107,122.92202386465709,A,-62.0724693089616,D,A,A,D,B,1
F,26,India,Bisexual,59.798421250031616,131.9967930256857,D,-75.80317493231189,-102.36517627955226,174.4045988887879,176.76847111424664,E,31.40615191407293,A,E,C,C,C,0
Other,41,India,Homosexual,68.48269492307193,-53.61003460531533,B,-55.270307516578896,123.51548268830707,25.836521978117517,30.37228061429505,A,-113.42123006884053,E,C,A,C,E,1
F,39,India,Heterosexual,-169.56691149228277,-3.6655533115329333,E,-46.574028790426006,-71.01432856570116,42.59674612323725,0.055187435784854924,E,62.64031962523322,E,C,B,B,B,0
Other,32,US,Bisexual,-10.707850388613291,-15.73769292664342,E,18.0509079143873,-150.26691529556427,19.02820755851775,7.519164393171289,E,-81.03282083952901,A,A,E,D,C,1
Other,75,Brazil,Homosexual,98.17945479522716,12.996937215953672,C,-66.63559761988176,-16.45801371030537,-28.678498627107214,200.38666261022993,D,-17.33943963156893,A,B,E,E,E,0
Other,68,Mexico,Homosexual,1.009176871314662,-107.65918632437419,C,132.5818901208404,-168.68769982074164,-253.09167815329374,129.12784462833247,A,40.965205248984496,A,C,A,D,B,0
Other,28,Germany,Homosexual,43.19975394536531,-102.69064684569041,B,90.61385701351826,-90.53965797244074,-53.495969579940414,-16.96039040494138,C,-156.87263486089927,A,C,C,D,D,1
Other,20,China,Other,225.38178434087874,-202.45822371477718,D,-61.06095067278382,-71.21938337821196,212.66519453137258,155.44982147819516,C,9.941685333830257,B,D,D,D,A,0
Female,68,India,Homosexual,-37.42796069392951,-52.17899497594035,B,65.23843459386919,60.19793967161065,-97.35094929690344,164.05651698396636,A,-54.72414238496993,D,C,C,A,B,1
F,18,India,Heterosexual,-35.04854610991335,42.203723255716625,B,34.449752362391465,-49.473222298599644,3.958409928718339,-1.2015191968120769,A,-145.8888510296621,B,C,D,C,A,0
M,51,US,Heterosexual,73.46236656618629,-90.9736765542284,B,142.44041035176622,-181.73248857786317,-32.170191096517556,-34.73066783723284,D,32.34953793810688,B,E,D,E,A,0
Other,34,Brazil,Other,-74.30286822251837,-19.95356616715408,D,-48.490001607818236,-186.43685833083254,86.06667927365747,-40.27619257676872,B,96.04486063135094,E,D,E,A,B,1
Other,25,Brazil,Heterosexual,103.71462677634892,-148.01276569330176,E,-114.20132907605026,5.486261330728924,-81.44346713507376,142.83126480280245,B,-26.264713019460906,D,C,D,D,A,0
Female,23,India,Heterosexual,28.28089813016006,125.50581245783192,B,-32.635249965300446,122.44122314321015,-114.4728318709622,211.36037143403325,A,155.1606589284292,D,C,B,E,D,1
Other,69,Germany,Bisexual,96.96745394562905,-165.40700600006005,B,66.22725016520592,-87.58516923089557,-8.820689028405349,147.10708592364162,C,105.99401388961213,D,D,C,B,A,1
Other,79,Brazil,Other,-205.28741756524792,13.389796742530152,D,12.28136146011991,93.67480745834087,127.20351747870156,-61.862072479365,E,80.52810280764211,B,B,E,B,A,1
Male,70,US,Bisexual,92.49115497967628,-81.96669408767886,D,-118.06984165293362,-17.66443803972383,156.89494526512152,-24.398628190041684,A,-181.63591410250743,B,E,C,C,B,1
F,34,India,Heterosexual,32.21843563388027,-9.735040105497033,B,-82.32695137396081,27.762906998861485,117.52346361106758,-54.60968171642422,B,76.08596812619375,D,A,A,D,E,1
Non-binary,71,Brazil,Heterosexual,-25.14807808338404,-10.47169829399159,C,92.48319294114113,-50.33709205401531,77.93129985712837,90.90763382523281,A,0.2092842652979109,D,B,D,C,A,1
Female,23,Germany,Homosexual,-54.596655955800685,46.055585701306065,E,-127.96806597109071,-140.26837327376188,-89.97352184519697,-114.52427354781523,B,33.469242365688096,A,C,B,A,B,0
M,66,Other,Heterosexual,-85.30756618495282,-22.661022227779842,B,-61.9341290451611,101.67647500315411,-187.3419853460519,-29.731564517530213,D,29.928923605752626,D,D,B,D,E,1
Other,42,China,Bisexual,228.95627487084874,-0.31613662466499776,C,-96.01140853514488,-49.171854553590904,-66.83376937539192,12.416362513451125,D,9.431269753599809,D,A,C,E,A,0
Female,61,Other,Homosexual,-20.97231238543473,-38.50664625000141,D,15.269792631065238,0.4829235224337448,63.18765470703723,158.18770256239313,B,11.48995552953918,A,D,A,B,D,1
Non-binary,52,Brazil,Homosexual,-287.00956953422224,113.13879223665018,C,-22.27458116468645,190.63622492165,54.88750459267464,-38.11232105434691,B,-62.84337193745271,E,C,A,D,E,0
